procurar	für	procurar	für	V	ADP
pensara	denk	pensar	denk	V	
pensara	denke	pensar	denken	V	
pensara	gedanke	pensar	gedank	V	ADJ
calefacción	wärme	calefacción	wärm	N	
calefacción	heat	calefacción	heat	N	PROPN
calefacción	hitze	calefacción	hitze	N	
calefacción	zentralheizung	calefacción	zentralheizung	N	ADJ
calefacción	heizen	calefacción	heizen	N	V;NFIN
calefacción	heizung	calefacción	heizung	N	
calefacción	wärme	calefacción	wärm	N	
décadas	jahrzehnten	década	jahrzehnt	N	ADJ
décadas	jahrzehnte	década	jahrzehnt	N	
enfermos	kranken	enfermo	krank	N	V;NFIN
enfermos	krank	enfermo	krank	N	ADJ
enfermos	kranker	enfermo	krank	N	ADJ
compartimos	teile	compartir	teilen	V	ADV
compartimos	share	compartir	shar	V	
compartimos	anteil	compartir	anteil	V	ADV
compartimos	gemeinsam	compartir	gemeinsam	V	ADJ
compartimos	geteilte	compartir	geteilt	V	ADJ;NOM;FEM;PL
compartimos	gemeinsame	compartir	gemeinsam	V	ADJ;NOM;FEM;PL
arder	brenn	arder	brenn	V	
arder	verbrennung	arder	verbrennung	V	N;NOM;FEM;SG
arder	burning	arder	burningen	V	PROPN
arder	brenn	arder	brenn	V	
arder	verbrennung	arder	verbrennung	V	N;NOM;FEM;SG
arder	burn	arder	burn	V	PROPN;NOM;SG
volcán	vulkan	volcán	vulkan	N	
volcán	vulkane	volcán	vulkan	N	
kg	pfund	kg	pfund	N	
kg	kilo	kg	kilo	N	
oriental	osten	oriental	osten	ADJ	ADV
oriental	ost	oriental	ost	ADJ	N;NOM;NEUT
oriental	oriental	oriental	oriental	ADJ	PROPN
violín	geige	violín	geigen	N	
violín	violine	violín	violin	N	
roubei	stahlen	roubar	stahlen	PROPN	V;IND;PL;3;PST;FIN
roubei	gestohlen	roubar	stehlen	PROPN	V;V.PTCP
roubei	geklaut	roubar	klauen	PROPN	V;V.PTCP
usado	gebrauchte	usar	gebraucht	V	ADJ;NOM;FEM;PL
explorar	erkundung	explorar	erkundung	V	ADJ
explorar	entdeckungsreise	explorar	entdeckungsreise	V	;SG
xeralmente	generell	xeral	generell	ADV	ADJ
xeralmente	allgemein	xeral	allgemein	ADV	ADJ
teléfonos	mobiltelefone	teléfono	mobiltelefone	N	ADJ;NOM;FEM;PL
teléfonos	handys	teléfono	handys	N	
teléfonos	telefone	teléfono	telefone	N	
estruturas	strukturen	estrutura	struktur	N	V;NFIN
estruturas	bauwerke	estrutura	bauwerk	N	
fusión	verschmelzung	fusión	verschmelzung	N	ADJ
fusión	kernfusion	fusión	kernfusion	N	PROPN;SG
fusión	schmelzen	fusión	schmelzen	N	V;NFIN
suma	summe	suma	summen	N	
suma	sum	suma	sum	N	
mentais	mental	mental	mental	N	ADJ
mentais	mentale	mental	mentale	N	ADJ;NOM;FEM;PL
mentais	geistig	mental	geistig	N	ADJ
mentais	geistige	mental	geistig	N	ADJ;NOM;FEM;PL
mentais	psychisch	mental	psychisch	N	ADJ
tanque	behälter	tanque	behälter	N	ADJ
tanque	tank	tanque	tank	N	PROPN;NOM;SG
tanque	panzer	tanque	panzer	N	ADJ
tanque	tanks	tanque	tanks	N	
eventos	ereignisse	evento	ereignis	N	ADJ;NOM;PL
america	amerika	americar	amerika	PROPN	
america	mittelamerika	americar	mittelamerika	PROPN	ADJ
axenda	arbeitsplan	axenda	arbeitsplan	N	ADV
axenda	agenda	axenda	agenda	N	
axenda	tagesordnung	axenda	tagesordnung	N	ADJ
bancos	banks	banco	banks	N	PROPN;NOM;SG
bancos	kreditinstitute	banco	kreditinstitut	N	ADJ;SG
pensaron	gedanke	pensar	gedank	V	ADJ
pensaron	sie	pensar	sie	V	PRO;NOM;FEM;SG;3
troques	anstelle	trocar	anstelle	V	ADV
troques	statt	trocar	statt	V	ADP
troques	anstatt	trocar	anstatt	V	
troques	stattdessen	trocar	stattdessen	V	ADV
instrucións	anweisungen	instrución	anweisungen	N	V;NFIN
instrucións	instruktionen	instrución	instruktion	N	V;NFIN
instrucións	anleitungen	instrución	anleitungen	N	V;NFIN
chamábase	seinem	chamábase	sein	V	DET;DAT;MASC;SG
chamábase	seinen	chamábase	sein	V	DET;ACC;MASC;SG
chamábase	seine	chamábase	sein	V	DET;NOM;FEM;SG
chamábase	sein	chamábase	sein	V	DET;NOM;MASC;SG
chamábase	seiner	chamábase	sein	V	DET;NOM;MASC;SG
chamábase	namen	chamábase	name	V	
chamábase	bezeichnung	chamábase	Bezeichnung	V	ADJ
chamábase	vorname	chamábase	vornam	V	
chamábase	name	chamábase	Name	V	N;NOM;SG
chamábase	war	chamábase	sein	V	V;IND;SG;3;PST;FIN
chamábase	wurde	chamábase	werden	V	V;IND;SG;3;PST;FIN;PASS
pluma	pen	plumo	pen	N	
pluma	kugelschreiber	plumo	kugelschreiber	N	ADJ
pluma	stift	plumo	stefen	N	
pluma	feder	plumo	feder	N	
pluma	federn	plumo	federn	N	V;NFIN
pluma	feder	plumo	feder	N	
murray	murray	murray	murray	PROPN	PROPN;NOM;SG
espido	nackte	espido	nackt	N	ADJ;NOM;FEM;SG
espido	nackten	espido	nackt	N	V;IND;PL;3;PST;FIN
espido	nackt	espido	nackt	N	ADJ
técnicos	techniker	técnico	techniker	N	ADJ
técnicos	technischer	técnico	technisch	N	ADJ
técnicos	technische	técnico	technisch	N	ADJ;NOM;FEM;PL
técnicos	technischen	técnico	technisch	N	ADJ;SG
técnicos	technisch	técnico	technisch	N	ADJ
verbas	worte	verba	wort	N	
verbas	wörter	verba	wört	N	
verbas	worten	verba	worten	N	V;NFIN
deixalos	lassen	deixalo	lassen	N	V;NFIN
deixalos	zulassen	deixalo	zulassen	N	V;NFIN
deixalos	lass	deixalo	laß	N	V;IND;SG;2;PRS;FIN
deixalos	let	deixalo	let	N	PROPN
deixalos	ihnen	deixalo	sie	N	PRO;DAT;PL;3
deixalos	verlassen	deixalo	verlassen	N	V;NFIN
deixalos	hinterlassen	deixalo	hinterlassen	N	V;V.PTCP
deixalos	weggehen	deixalo	weggehen	N	V;NFIN
vanme	sie	vanme	sie	V	PRO;NOM;FEM;SG;3
conclusión	dass	conclusión	dass	N	CONJ
conclusión	das	conclusión	der	N	PRO;NOM;NEUT;SG
conclusión	abschluss	conclusión	abschließen	N	ADV
conclusión	schlußfolgerung	conclusión	schlußfolgerung	N	ADJ
conclusión	schlussfolgerung	conclusión	schlussfolgerung	N	ADJ
orgullosos	stolze	orgulloso	stolz	ADJ	
converterse	werden	convertersar	werden	N	V;NFIN;PASS
converterse	werde	convertersar	werden	N	V;SBJV;SG;3;PRS;FIN
chegarán	will	chegar	wollen	V	V;IND;SG;3;PRS;FIN
chegarán	werden	chegar	werden	V	V;NFIN;PASS
chegarán	wird	chegar	werden	V	V;IND;SG;3;PRS;FIN;PASS
chegarán	wille	chegar	willen	V	
chegarán	werde	chegar	werden	V	V;SBJV;SG;3;PRS;FIN
chegarán	sie	chegar	sie	V	PRO;NOM;FEM;SG;3
músculos	muskeln	músculo	muskeln	N	
músculos	muskulatur	músculo	muskulatur	N	PROPN
computador	informatik	computador	informatik	N	PROPN
computador	computer	computador	computer	N	ADJ
computador	rechner	computador	rechner	N	
xogadores	spieler	xogador	spieler	N	ADJ
xogadores	gamer	xogador	gamer	N	ADJ
xogadores	akteure	xogador	akteur	N	ADJ;NOM;PL
xogadores	spieler	xogador	spieler	N	ADJ
quedaron	sie	quedar	sie	V	PRO;NOM;FEM;SG;3
supostamente	vermeintlichen	supostamente	vermeintlich	ADV	ADJ
supostamente	angeblich	supostamente	angeblich	ADV	ADJ
supostamente	vermeintlich	supostamente	vermeintlich	ADV	ADJ
facelos	ihnen	facelo	sie	DET	PRO;DAT;PL;3
facelos	mache	facelo	machen	DET	V;IND;SG;3;PRS;FIN
facelos	make	facelo	maken	DET	PROPN
facelos	machen	facelo	machen	DET	V;NFIN
violación	raps	violación	raps	N	PROPN;NOM;SG
violación	vergewaltigung	violación	vergewaltigung	N	ADJ
violación	vergewaltigt	violación	vergewaltigen	N	V;V.PTCP
violación	vergewaltigen	violación	vergewaltig	N	V;NFIN
violación	übertretung	violación	übertretung	N	
violación	verstoß	violación	verstoß	N	
escribiume	schrieben	escribiume	schreiben	PROPN	V;PL;FIN
escribiume	geschrieben	escribiume	schreiben	PROPN	V;V.PTCP
escribiume	schrieb	escribiume	schreiben	PROPN	V;IND;SG;3;PST;FIN
gustoume	wie	gustoume	wie	V	ADP
gustoume	like	gustoume	like	V	PROPN;NOM;SG
xefa	head	xefa	head	N	PROPN;NOM;SG
xefa	kopf	xefa	kopfen	N	
xefa	leiter	xefa	leiter	N	ADJ
xefa	haupt	xefa	haupen	N	
manchas	flecken	mancha	flecken	N	V;NFIN
manchas	spots	mancha	spots	N	
vestida	gekleidet	vestida	kleiden	V	ADJ;V.PTCP
neveira	kühlschrank	neveiro	kühlschrank	N	ADJ
hanoi	hanoi	hanol	hanoi	PROPN	PROPN;NOM;SG
islam	islamischen	islam	islamisch	PROPN	ADJ;NOM;MASC;PL
islam	islamische	islam	islamisch	PROPN	ADJ;NOM;FEM;PL
islam	islam	islam	islam	PROPN	
profeta	prophet	profeta	prophen	V	PROPN
profeta	propheten	profeta	prophen	V	N;NOM;PL
chámanlle	aufruf	chámanlle	aufruf	PROPN	N;SG
chámanlle	anrufen	chámanlle	anrufen	PROPN	V;NFIN
chámanlle	rufen	chámanlle	rufen	PROPN	V;NFIN
chámanlle	call	chámanlle	call	PROPN	ADJ
chámanlle	nennen	chámanlle	nennen	PROPN	V;NFIN
chámanlle	anruf	chámanlle	anruf	PROPN	N
cas	mit	cas	mit	N	ADP
devanceiros	vorfahren	devanceiro	vorfahren	ADJ	
devanceiros	ahnen	devanceiro	ahnen	ADJ	V;NFIN
estatal	staat	estatal	staaen	ADJ	N
estatal	bundesland	estatal	bundesland	ADJ	
estatal	zustand	estatal	zustand	ADJ	
amargo	bittere	amargo	bitter	N	ADJ;NOM;FEM;PL
amargo	bitterer	amargo	bitter	N	ADJ
amargo	bitter	amargo	bitter	N	ADJ
amargo	verbittert	amargo	verbittern	N	ADJ;V.PTCP
amargo	bitteren	amargo	bitter	N	
equivocado	falschen	equivocar	falsch	V	ADJ
equivocado	unrecht	equivocar	unrecht	V	ADJ
equivocado	falsch	equivocar	falsch	V	ADJ
equivocado	falsche	equivocar	falsch	V	ADJ;NOM;FEM;PL
representante	vollmacht	representante	vollmacht	N	V;SG;FIN
representante	proxy	representante	proxy	N	PROPN;NOM;SG
representante	repräsentativ	representante	repräsentativ	N	ADJ
representante	repräsentant	representante	repräsentant	N	ADJ
representante	vertreter	representante	vertreter	N	ADJ
levárono	er	levárono	er	V	PRO;NOM;MASC;SG;3
levárono	ihn	levárono	er	V	PRO;ACC;MASC;SG;3
levárono	ihm	levárono	er	V	PRO;DAT;MASC;SG;3
levárono	sie	levárono	sie	V	PRO;NOM;FEM;SG;3
xogamos	spiel	xogar	spielen	V	N;NOM;NEUT;SG
xogamos	stück	xogar	stück	V	ADJ
xogamos	spiele	xogar	spiel	V	N;NOM;NEUT;PL
feitas	made	facer	made	V	PROPN;SG
estranxeira	außenpolitik	estranxeiro	außenpolitik	ADJ	PROPN
estranxeira	ausland	estranxeiro	auslinden	ADJ	N;NOM;NEUT;SG
estranxeira	ausländer	estranxeiro	ausländer	ADJ	
favorita	lieblings	favoritar	lieblings	N	
favorita	favoriten	favoritar	favorit	N	V;NFIN
favorita	favorit	favoritar	favorit	N	ADJ
seguranza	auftragnehmer	seguranza	auftragnehm	N	ADJ
seguranza	vertragspartner	seguranza	vertragspartner	N	ADJ
seguranza	abnehmer	seguranza	abnehmer	N	ADJ
seguranza	bauunternehmer	seguranza	bauunternehmer	N	ADJ
seguranza	unternehmer	seguranza	unternehmer	N	ADJ
subtítulos	untertitel	subtítulo	untertitel	N	
subtítulos	untertiteln	subtítulo	untertiteln	N	V;NFIN
ciclo	zyklus	ciclo	zyklus	N	
ciclo	kreislauf	ciclo	kreislauf	N	PROPN
dirán	sie	dir	sie	V	PRO;NOM;FEM;SG;3
dirán	say	dir	seyen	V	PROPN
dirán	sag	dir	saugen	V	
viaxa	reise	viaxa	reise	V	
néboa	nebel	néboa	nebel	N	
néboa	nebelscheinwerfer	néboa	nebelscheinwerfer	N	ADJ
ducia	dutzend	ducia	dutzend	N	ADJ
localización	lage	localización	lagen	N	ADJ
localización	standort	localización	standoren	N	ADV
cidadás	bürger	cidadán	bürger	N	
solly	solly	solly	solly	PROPN	
parker	parker	parker	park	PROPN	PROPN
pioneiros	vorreiter	pioneiro	vorreiter	N	ADJ
pioneiros	wegbereiter	pioneiro	wegbereiter	N	ADJ
pioneiros	pioniere	pioneiro	pionieren	N	ADJ
pioneiros	pionier	pioneiro	pionier	N	ADJ
esperan	hoffnung	esperar	hoffnung	V	
esperan	hoffe	esperar	hoffen	V	
esperan	hope	esperar	hopen	V	PROPN
taza	pokal	taza	pokal	PROPN	N;NOM;MASC;SG
taza	becher	taza	becher	PROPN	
taza	kelch	taza	kelch	PROPN	
taza	tasse	taza	tassen	PROPN	
taza	cup	taza	cup	PROPN	PROPN;NOM;MASC;SG
brincar	scherz	brincar	scherz	V	ADJ
brincar	witz	brincar	witz	V	
brincar	witze	brincar	witzen	V	N;NOM;PL
brincar	spaß	brincar	Spaß	V	N
brincar	scherz	brincar	scherz	V	ADJ
brincar	witz	brincar	witz	V	
brincar	spaß	brincar	Spaß	V	N
brincar	witze	brincar	witzen	V	N;NOM;PL
lote	viel	lote	viel	N	ADV
lote	lot	lote	lot	N	
lote	partie	lote	partie	N	
metais	metall	metal	metall	N	
metais	metallindustrie	metal	metallindustrie	N	PROPN
metais	metallen	metal	metallen	N	V;NFIN
lixeiro	light	lixeiro	light	ADJ	PROPN
lixeiro	licht	lixeiro	licht	ADJ	PROPN
acumulación	anreicherung	acumulación	anreicherung	N	ADJ
acumulación	ansammlung	acumulación	ansammlung	N	ADJ
manchester	manchester	manchester	manchester	N	PROPN;NOM;MASC;SG
raíces	wurzel	raíz	wurzeln	N	
raíces	wurzeln	raíz	wurzeln	N	V;NFIN
raíces	roots	raíz	roots	N	PROPN
evidentemente	offensichtlich	evidente	offensichtlich	ADV	ADJ
evidentemente	augenscheinlich	evidente	augenscheinlich	ADV	ADJ
tina	tina	tina	tina	N	PROPN;NOM;MASC;SG
prometín	versprochen	prometín	versprechen	PROPN	V;V.PTCP
prometín	versprochene	prometín	versprochen	PROPN	ADJ;NOM;FEM;PL
prometín	versprach	prometín	versprechen	PROPN	V;IND;SG;3;PST;FIN
prometín	zugesagt	prometín	zusagen	PROPN	V;V.PTCP
condena	zeit	condena	zeit	N	ADJ
condena	uhrzeit	condena	uhrzeit	N	ADJ
condena	zeiten	condena	zeiten	N	V;NFIN
condena	zeitraum	condena	zeitraum	N	ADV
condena	zeitpunkt	condena	zeitpunkt	N	ADJ
defunto	late	defunto	late	N	PROPN
defunto	späte	defunto	spät	N	
defunto	spät	defunto	spät	N	ADJ
defunto	dead	defunto	dead	N	PROPN;NOM;SG
defunto	tote	defunto	tot	N	
defunto	tot	defunto	tot	N	ADJ
defunto	toten	defunto	toten	N	V;PL;FIN
fuga	glied	fugar	gleiden	N	
fuga	gliedmaßen	fugar	gliedmaßen	N	ADJ
fuga	extremitäten	fugar	extremität	N	V;NFIN
fantasma	kutsche	fantasma	kutschen	N	
fantasma	beförderung	fantasma	beförderung	N	ADJ
fantasma	beförderungen	fantasma	beförderung	N	V;NFIN
fantasma	ghost	fantasma	ghost	N	PROPN;SG
fantasma	geist	fantasma	geisen	N	
fantasma	geister	fantasma	geist	N	
fantasma	gespenst	fantasma	spensen	N	
regrese	zurück	regrese	zurück	V	ADV
regrese	wieder	regrese	wieder	V	ADV
regrese	hinten	regrese	hinten	V	ADV
regrese	rückseite	regrese	rückseite	V	ADJ
escapou	away	escapar	away	V	PROPN
escapou	weg	escapar	weg	V	ADV
escapou	vom	escapar	vom	V	
escapou	von	escapar	von	V	ADP
escapou	ab	escapar	ab	V	ADP
escapou	aus	escapar	aus	V	ADP
tumbas	gräbern	tumba	gräbern	N	V;NFIN
tumbas	graves	tumba	graves	N	PROPN;NOM;MASC;SG
tumbas	gräber	tumba	grab	N	
amada	lieben	amadar	lieben	ADJ	V;FIN
amada	liebte	amadar	lieben	ADJ	V;IND;SG;3;PST;FIN
amada	liebten	amadar	lieben	ADJ	V;IND;PL;3;PST;FIN
amada	geliebt	amadar	lieben	ADJ	V;V.PTCP
cooperativas	genossenschaft	cooperativa	genossenschaft	N	ADJ
cooperativas	kooperativ	cooperativa	kooperativ	N	ADJ
cooperativas	kooperative	cooperativa	kooperativ	N	ADJ;NOM;FEM;PL
cooperativas	sozialwirtschaft	cooperativa	sozialwirtschaft	N	ADJ
cooperativas	genossenschaft	cooperativa	genossenschaft	N	ADJ
cooperativas	kooperativen	cooperativa	kooperativ	N	ADJ
jenny	jenny	jenny	jenny	PROPN	PROPN;NOM;MASC;SG
colgar	hang	colgar	hang	V	N
óesme	ihr	óesme	ihr	PROPN	PRO;NOM;MASC;SG
óesme	dich	óesme	du	PROPN	
óesme	du	óesme	du	PROPN	PRO;NOM;SG;2
óesme	dir	óesme	dur	PROPN	
óesme	sie	óesme	sie	PROPN	PRO;NOM;FEM;SG;3
óesme	hört	óesme	hören	PROPN	V;IND;SG;3;PRS;FIN
óesme	höre	óesme	hören	PROPN	V;IND;SG;3;PRS;FIN
óesme	hören	óesme	hören	PROPN	V;NFIN
óesme	anhören	óesme	anhören	PROPN	V;NFIN
internado	krankenhäuser	internado	krankenhaus	N	ADJ
internado	lazarett	internado	lazarett	N	ADJ
internado	krankenhaus	internado	krankenhaus	N	ADJ
internado	spital	internado	spital	N	PROPN;SG
calade	klappe	calade	klapp	N	
molesto	bestürzt	molesto	bestürzen	N	ADJ
molesto	verärgert	molesto	verärgert	N	ADJ
pensado	gedanke	pensar	gedank	V	ADJ
sabas	bettwäsche	saber	bettwäsche	N	
sabas	blätter	saber	blätt	N	ADJ
sabas	datenblätter	saber	datenblätt	N	ADJ
sermón	predigten	sermón	predigt	N	V;IND;PL;3;PST;FIN
sermón	predigt	sermón	predigen	N	PROPN
barriga	bauch	barriga	bauch	N	
refires	mittlere	referir	mittler	PROPN	ADJ;NOM;FEM;PL
refires	mittelwert	referir	mittelwern	PROPN	
refires	gemein	referir	gemein	PROPN	ADJ
gustaríalle	wie	gustaríalle	wie	V	ADP
gustaríalle	like	gustaríalle	like	V	PROPN;NOM;SG
gustaríalle	würden	gustaríalle	werden	V	V;SBJV;PL;3;PST;FIN
gustaríalle	wäre	gustaríalle	sein	V	V;SBJV;SG;3;PST;FIN
gustaríalle	hätte	gustaríalle	haben	V	V;SBJV;SG;3;PST;FIN
gustaríalle	würde	gustaríalle	werden	V	V;SBJV;SG;3;PST;FIN
parado	messestand	parado	messestehen	N	ADV
parado	ständer	parado	stand	N	
parado	stehen	parado	stehen	N	V;NFIN
parado	stand	parado	stehen	N	V;IND;SG;3;PST;FIN
mátote	tötet	mátote	töten	PROPN	V;IND;SG;3;PRS;FIN
mátote	töten	mátote	töten	PROPN	V;NFIN
mátote	kill	mátote	kollen	PROPN	PROPN
mátote	töte	mátote	töte	PROPN	PROPN;SG
mátote	ihr	mátote	ihr	PROPN	PRO;NOM;MASC;SG
mátote	dich	mátote	du	PROPN	
mátote	du	mátote	du	PROPN	PRO;NOM;SG;2
mátote	dir	mátote	dur	PROPN	
mátote	sie	mátote	sie	PROPN	PRO;NOM;FEM;SG;3
esperas	ihr	espera	ihr	N	PRO;NOM;MASC;SG
esperas	dich	espera	du	N	
esperas	du	espera	du	N	PRO;NOM;SG;2
esperas	dir	espera	dur	N	
esperas	sie	espera	sie	N	PRO;NOM;FEM;SG;3
esperas	warte	espera	wart	N	V;IND;SG;3;PRS;FIN
esperas	gewartet	espera	warten	N	V;V.PTCP
esperas	abwarten	espera	abwarten	N	V;NFIN
esperas	warten	espera	warten	N	V;NFIN
esperas	wartet	espera	warten	N	V;IND;SG;3;PRS;FIN
caín	gefallen	caín	fallen|gefallen	PRO	V;V.PTCP
caín	fell	caín	fell	PRO	
caín	fiel	caín	fallen	PRO	V;IND;SG;3;PST;FIN
caín	gestürzt	caín	stürzen	PRO	V;V.PTCP
caín	fielen	caín	fallen	PRO	V;IND;PL;3;PST;FIN
escravo	sklave	escravo	sklav	N	
escravo	slave	escravo	slave	N	PROPN;NOM;SG
socorro	helfen	socorro	helfen	N	V;NFIN
socorro	hilfen	socorro	halfen	N	V;NFIN
socorro	help	socorro	help	N	PROPN
joseph	yusuf	josephr	yusuf	PROPN	PROPN;NOM;MASC;SG
joseph	joseph	josephr	joseph	PROPN	PROPN;NOM;MASC;SG
joseph	josef	josephr	josef	PROPN	PROPN;NOM;MASC;SG
seda	seide	sedo	seide	N	
secreta	geheim	secreta	geheim	N	ADJ
secreta	secret	secreta	secren	N	PROPN;SG
secreta	geheimen	secreta	geheimen	N	ADJ
secreta	heimlich	secreta	heimlich	N	ADJ
xusta	gerade	xusto	gerade	ADJ	ADV
xusta	eben	xusto	eben	ADJ	ADV
xusta	nur	xusto	nur	ADJ	ADV
xusta	einfach	xusto	einfach	ADJ	ADV
xusta	just	xusto	just	ADJ	PROPN;NOM;SG
vido	komme	vir	kommen	N	V;IND;SG;3;PRS;FIN
vido	come	vir	come	N	PROPN
vido	kommt	vir	kommen	N	V;IND;SG;3;PRS;FIN
vido	komm	vir	komm	N	V;IND;SG;2;PRS;FIN
vido	kommen	vir	kommen	N	V;NFIN
vido	gekommen	vir	kommen	N	V;V.PTCP
vido	kamen	vir	kommen	N	V;IND;PL;3;PST;FIN
vido	kam	vir	kommen	N	V;IND;SG;3;PST;FIN
ombreiro	schultern	ombreiro	schultern	N	V;NFIN
ombreiro	schulter	ombreiro	schult	N	ADJ
dispararon	schuss	disparar	schassen	V	ADJ
dispararon	sie	disparar	sie	V	PRO;NOM;FEM;SG;3
potencia	macht	potencia	machen	N	V;IND;SG;3;PRS;FIN
potencia	kraft	potencia	krafen	N	
potencia	energie	potencia	energie	N	
terlle	haben	terlle	haben	PROPN	V;IND;PL;3;FIN
terlle	habe	terlle	haben	PROPN	V;SBJV;SG;3;PRS;FIN
terlle	er	terlle	er	PROPN	PRO;NOM;MASC;SG;3
terlle	ihn	terlle	er	PROPN	PRO;ACC;MASC;SG;3
terlle	ihm	terlle	er	PROPN	PRO;DAT;MASC;SG;3
prometo	verheißung	prometo	verheißung	V	
prometo	zusage	prometo	zusage	V	N;SG
planos	planungen	plano	planung	N	V;NFIN
planos	plänen	plano	plänen	N	V;NFIN
polis	cops	polis	cops	N	
polis	bullen	polis	bullen	N	
polis	polizei	polis	polizei	N	ADJ
seguirá	will	seguir	wollen	V	V;IND;SG;3;PRS;FIN
seguirá	werden	seguir	werden	V	V;NFIN;PASS
seguirá	wird	seguir	werden	V	V;IND;SG;3;PRS;FIN;PASS
seguirá	wille	seguir	willen	V	
seguirá	werde	seguir	werden	V	V;SBJV;SG;3;PRS;FIN
seguirá	noch	seguir	noch	V	ADV
seguirá	still	seguir	still	V	ADJ
seguirá	trotzdem	seguir	trotzdem	V	ADV
deixaría	let	deixar	let	V	PROPN
vervos	schau	vervo	schau	V	;SG
vervos	see	vervo	see	V	
vervos	ihr	vervo	ihr	V	PRO;NOM;MASC;SG
vervos	dich	vervo	du	V	
vervos	du	vervo	du	V	PRO;NOM;SG;2
vervos	dir	vervo	dur	V	
vervos	sie	vervo	sie	V	PRO;NOM;FEM;SG;3
sóltame	holen	sóltame	holen	PROPN	V;NFIN
sóltame	erhalte	sóltame	erhalten	PROPN	V;SG;FIN
sóltame	erhalten	sóltame	erhalten	PROPN	ADJ;V.PTCP
sóltame	bekommen	sóltame	bekommen	PROPN	V;NFIN
sóltame	bekomme	sóltame	bekommen	PROPN	V;IND;SG;3;PRS;FIN
sóltame	lassen	sóltame	lassen	PROPN	V;NFIN
sóltame	zulassen	sóltame	zulassen	PROPN	V;NFIN
sóltame	lass	sóltame	laß	PROPN	V;IND;SG;2;PRS;FIN
sóltame	let	sóltame	let	PROPN	PROPN
ataques	anschläge	ataque	anschläg	N	
ataques	angriffen	ataque	angreifen	N	V;NFIN
celosa	eifersucht	celosar	eifersuchen	ADJ	
estabades	wurden	estabade	werden	N	V;IND;PL;3;PST;FIN;PASS
estabades	waren	estabade	sein	N	V;IND;PL;3;PST;FIN
estabades	ihr	estabade	ihr	N	PRO;NOM;MASC;SG
estabades	dich	estabade	du	N	
estabades	du	estabade	du	N	PRO;NOM;SG;2
estabades	dir	estabade	dur	N	
estabades	sie	estabade	sie	N	PRO;NOM;FEM;SG;3
interesada	interessiert	interesado	interessieren	N	ADJ
interesada	interessierte	interesado	interessieren	N	V;IND;SG;3;PST;FIN
interesada	interessenten	interesado	interessent	N	
interesada	interessierten	interesado	interessiert	N	V;IND;PL;3;PST;FIN
interesada	interesse	interesado	interesse	N	
escoitaches	ihr	escoitaches	ihr	V	PRO;NOM;MASC;SG
escoitaches	dich	escoitaches	du	V	
escoitaches	du	escoitaches	du	V	PRO;NOM;SG;2
escoitaches	dir	escoitaches	dur	V	
escoitaches	sie	escoitaches	sie	V	PRO;NOM;FEM;SG;3
fálame	über	fálame	über	PROPN	ADP
fálame	etwa	fálame	etwa	PROPN	ADV
fálame	sag	fálame	saugen	PROPN	
fálame	sagen	fálame	sagen	PROPN	V;NFIN
fálame	tell	fálame	tell	PROPN	
vendas	verkaufe	venda	verkaufen	N	V;SG;FIN
vendas	verkaufen	venda	verkaufen	N	V;NFIN
vendas	vertrieb	venda	vertreiben	N	
parezo	schau	parezo	schau	PROPN	;SG
parezo	schauen	parezo	schauen	PROPN	V;NFIN
parezo	guck	parezo	guck	PROPN	;SG
parezo	schaut	parezo	schauen	PROPN	V;IND;SG;3;PRS;FIN
vinnie	vinnie	vinnie	vinnie	PROPN	PROPN;NOM;MASC;SG
permíteme	mai	permíteme	mai	V	PROPN;NOM;MASC;SG
permíteme	kann	permíteme	können	V	V;IND;SG;3;PRS;FIN
permíteme	may	permíteme	maylen	V	PROPN
permíteme	möge	permíteme	mögen	V	V;SBJV;SG;3;PRS;FIN
permíteme	darf	permíteme	dürfen	V	V;IND;SG;3;PRS;FIN
pague	bezahlung	pague	Bezahlung	V	N;SG
pague	pay	pague	pay	V	PROPN;NOM;SG
colar	halsband	colar	halsband	V	
colar	kette	colar	kett	V	N;NOM;FEM;SG
colar	halskette	colar	halskett	V	
levarte	ihr	levarte	ihr	V	PRO;NOM;MASC;SG
levarte	dich	levarte	du	V	
levarte	du	levarte	du	V	PRO;NOM;SG;2
levarte	dir	levarte	dur	V	
levarte	sie	levarte	sie	V	PRO;NOM;FEM;SG;3
sacaches	erhalten	sacaches	erhalten	V	ADJ;V.PTCP
sacaches	hast	sacaches	haben	V	V;IND;SG;3;PRS;FIN
sacaches	ihr	sacaches	ihr	V	PRO;NOM;MASC;SG
sacaches	dich	sacaches	du	V	
sacaches	du	sacaches	du	V	PRO;NOM;SG;2
sacaches	dir	sacaches	dur	V	
sacaches	sie	sacaches	sie	V	PRO;NOM;FEM;SG;3
xudea	judäa	xudea	judäa	N	
xudea	front	xudea	fronen	N	PROPN
xudea	vorderseite	xudea	vorderseite	N	
xudea	vorne	xudea	vorne	N	ADV
xudea	vorn	xudea	vorn	N	ADV
xudea	vor	xudea	vor	N	ADP
boh	nun	boh	nun	PROPN	ADV
boh	na	boh	na	PROPN	
boh	brunnen	boh	brunnen	PROPN	ADJ
boh	naja	boh	naja	PROPN	ADV
boh	gut	boh	gut	PROPN	ADJ
lima	lima	lima	lima	PROPN	PROPN;NOM;SG
rezo	betet	rezo	beten	N	V;IND;SG;3;PRS;FIN
rezo	beten	rezo	beten	N	V;NFIN
