que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
época	епохи	época	епох	N;FEM;SG	N;INAN;NOM;FEM;PL
exemplo	прикладу	exemplo	приклад	N;MASC;SG	ADV
morte	death	morte	death	N;FEM;SG	
morte	смерті	morte	смерть	N;FEM;SG	N;INAN;NOM;FEM;PL
devido	через	devido	через	ADV	ADP;ACC
sob	under	sob	under	ADP	
eram	були	ser	бути	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
brasileira	бразильська	brasileira	бразильський	N;FEM;SG	ADJ;NOM;FEM;SG
temporada	season	temporada	season	N;FEM;SG	
seguinte	next	seguinte	next	ADJ;MASC;SG	
seguinte	далі	seguinte	далі	ADJ;MASC;SG	ADV
muitos	багато	muito	багато	PRO;MASC;PL	ADV
muitos	багатьох	muito	багато	PRO;MASC;PL	DET;ACC
wikipédia	вікіпедія	wikipédia	вікіпедія	N;FEM;SG	
geral	загальні	geral	загальний	N;MASC;SG	ADJ;NOM;PL
geral	загальний	geral	загальний	N;MASC;SG	ADJ;NOM;MASC;SG
geral	загальне	geral	загальний	N;MASC;SG	ADJ;NOM;NEUT;SG
meio	середня	meio	середній	ADV	ADJ;NOM;FEM;SG
meio	середньої	meio	середній	ADV	ADJ;GEN;FEM;SG
meio	середина	meio	середина	ADV	N;INAN;NOM;FEM;SG
meio	середній	meio	середній	ADV	ADJ;NOM;MASC;SG
meio	середній	meio	середній	ADV	ADJ;NOM;MASC;SG
meio	носій	meio	ніс	ADV	N;INAN;NOM;MASC;SG
meio	середня	meio	середній	ADV	ADJ;NOM;FEM;SG
meio	середні	meio	середній	ADV	ADJ;NOM;PL
meio	пів	meio	пів	ADV	
meio	півтори	meio	півтори	ADV	NUM;NOM
meio	половина	meio	половина	ADV	N;INAN;NOM;FEM;SG
meio	половину	meio	половина	ADV	N;INAN;ACC;FEM;SG
fim	завершити	fim	завершити	N;MASC;SG	V;PFV;NFIN
fim	закінчити	fim	закінчити	N;MASC;SG	V;PFV;NFIN
fim	закінчиться	fim	закінчитися	N;MASC;SG	V;PFV;IND;SG;3;FUT;FIN
carlos	шарль	carlo	шарль	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	чарльз	carlo	чарльз	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	карл	carlo	карл	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	карлос	carlo	карлос	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
menos	мінус	menos	мінусь	ADV	
menos	меньше	menos	меньше	ADV	
porto	порто	porto	порто	N;MASC;SG	
porto	пор	porto	пор.	N;MASC;SG	
deve	повинен	dever	повинний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
deve	слід	dever	слід	V;IND;SG;3;PRS;FIN	ADV
deve	повинно	dever	повинно	V;IND;SG;3;PRS;FIN	ADV
deve	should	dever	should	V;IND;SG;3;PRS;FIN	
deve	повинен	dever	повинний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
livro	книжечки	livro	книжечка	N;MASC;SG	N;INAN;NOM;FEM;PL
livro	книги	livro	книга	N;MASC;SG	N;INAN;NOM;FEM;PL
lado	збоку	lado	збоку	N;MASC;SG	ADV
lado	бічна	lado	бічний	N;MASC;SG	ADJ;NOM;FEM;SG
lado	сторони	lado	сторона	N;MASC;SG	N;INAN;NOM;FEM;PL
várias	різноманітні	várias	різноманітний	PRO;FEM;PL	ADJ;NOM;PL
várias	різні	várias	різний	PRO;FEM;PL	ADJ;NOM;PL
várias	декілька	várias	декілька	PRO;FEM;PL	DET;NOM
outra	інший	outro	інший	PRO;FEM;SG	DET;NOM;MASC;SG
outra	інша	outro	інший	PRO;FEM;SG	DET;NOM;FEM;SG
outra	інші	outro	інший	PRO;FEM;SG	DET;NOM;PL
outra	інше	outro	інший	PRO;FEM;SG	DET;NOM;NEUT;SG
outra	інших	outro	інший	PRO;FEM;SG	DET;GEN;PL
outra	інший	outro	інший	PRO;FEM;SG	DET;NOM;MASC;SG
outra	інша	outro	інший	PRO;FEM;SG	DET;NOM;FEM;SG
dados	дані	dado	дані	N;MASC;PL	N;INAN;PFV;NOM;PASS
dados	data	dado	data	N;MASC;PL	
apesar	незважаючи	apesar	незважаючи	ADV	V;IPFV;PRS;V.CVB
posição	позиції	posição	позиція	N;FEM;SG	N;INAN;NOM;FEM;PL
internacional	internacional	internacional	internacional	ADJ;MASC;SG	
internacional	міжнародні	internacional	міжнародний	ADJ;MASC;SG	ADJ;NOM;PL
internacional	інтернаціонал	internacional	інтернаціонал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
embora	щоправда	embora	щоправда	CONJ	ADV
inglês	англійською	inglês	англійський	N;MASC;SG	ADJ;INS;FEM;SG
inglês	англійська	inglês	англійський	N;MASC;SG	ADJ;NOM;FEM;SG
pouco	маленька	pouco	маленький	ADV	ADJ;NOM;FEM;SG
pouco	маленький	pouco	маленький	ADV	ADJ;NOM;MASC;SG
pouco	маленькі	pouco	маленький	ADV	ADJ;NOM;PL
asteroide	астероїди	asteroider	астероїда	N;MASC;SG	N;ANIM;NOM;MASC;PL
porque	чому	porque	чому	CONJ	ADV
porque	нащо	porque	нащо	CONJ	INTJ
porque	навіщо	porque	навіщо	CONJ	
projeto	project	projeto	project	N;MASC;SG	
você	тобою	você	ти	PRO;NOM;SG;3	PRO;ANIM;INS;SG;2
você	ви	você	ви	PRO;NOM;SG;3	PRO;ANIM;NOM;PL;2
você	ти	você	ти	PRO;NOM;SG;3	PRO;ANIM;NOM;SG;2
você	тебе	você	ти	PRO;NOM;SG;3	PRO;ANIM;ACC;SG;2
atual	поточні	atual	поточний	ADJ;MASC;SG	ADJ;NOM;PL
atual	течія	atual	течія	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
atual	струм	atual	струм	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
john	джон	john	джон	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
john	іоанн	john	іоанно	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
john	іван	john	іван	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ordem	замовити	ordem	замовити	N;FEM;SG	V;PFV;NFIN
localizada	розташовані	localizar	розташований	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
localizada	розташований	localizar	розташований	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
localizada	локалізоване	localizar	локалізований	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
localizada	локалізований	localizar	локалізований	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
partido	partido	partido	partido	N;MASC;SG	
partido	вечірки	partido	вечірка	N;MASC;SG	N;INAN;NOM;FEM;PL
partido	party	partido	party	N;MASC;SG	
começou	почали	começar	почати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
começou	розпочато	começar	розпочати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
começou	почато	começar	почато	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;FUT;FIN
passou	витрачено	passar	витрачити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
passou	витрачений	passar	витрачений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
passou	пройдено	passar	пройти	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
passou	передано	passar	передати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
passou	минули	passar	минути	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
mesma	збігається	mesmo	збігатися	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
mesma	однакові	mesmo	однаковий	ADJ;FEM;SG	ADJ;NOM;PL
mesma	same	mesmo	same	ADJ;FEM;SG	
mesma	самий	mesmo	самий	ADJ;FEM;SG	DET;NOM;MASC;SG;REFL
ilha	іль	ilha	іль	N;FEM;SG	
campo	поля	campo	поле	N;MASC;SG	N;INAN;NOM;NEUT;PL
campo	campo	campo	campo	N;MASC;SG	
uso	uso	uso	uso	N;MASC;SG	
uso	використати	uso	використати	N;MASC;SG	V;PFV;NFIN
uso	використовувати	uso	використовувати	N;MASC;SG	V;IPFV;NFIN
linha	пряма	linha	пряма	N;FEM;SG	ADJ;NOM;FEM;SG
poder	power	poder	power	N;MASC;SG	
reino	kingdom	reino	kingdom	N;MASC;SG	
muitas	багато	muito	багато	PRO;FEM;PL	ADV
muitas	багатьох	muito	багато	PRO;FEM;PL	DET;ACC
grandes	великі	grande	великий	N;MASC;PL	ADJ;NOM;PL
grandes	великих	grande	великий	N;MASC;PL	ADJ;ANIM;ACC;PL
grandes	великі	grande	великий	N;MASC;PL	ADJ;NOM;PL
grandes	велике	grande	великий	N;MASC;PL	ADJ;NOM;NEUT;SG
grandes	велика	grande	великий	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	великий	grande	великий	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	біг	grande	бігти	N;MASC;PL	V;IPFV;MASC;IND;SG;PST;FIN
grandes	гранд	grande	гранд	N;MASC;PL	
principais	головний	principal	головний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
principais	основне	principal	основний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
principais	головна	principal	головний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
principais	головне	principal	головне	ADJ;MASC;PL	N;INAN;NOM;NEUT;SG
tarde	запізнюється	tarde	запізнюватися	ADV	V;IPFV;IND;SG;3;PRS;FIN
volta	вольта	volta	вольтий	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
volta	back	volta	back	N;FEM;SG	
volta	назад	volta	назад	N;FEM;SG	ADV
volta	ззаду	volta	ззаду	N;FEM;SG	ADV
volta	повернулася	volta	повернутися	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
vila	vila	vila	vila	N;FEM;SG	
política	правила	política	правило	N;FEM;SG	N;INAN;NOM;NEUT;PL
política	політики	política	політика	N;FEM;SG	N;INAN;NOM;FEM;PL
política	policy	política	policy	N;FEM;SG	
base	базова	base	базовий	N;FEM;SG	ADJ;NOM;FEM;SG
base	базовий	base	базовий	N;FEM;SG	ADJ;NOM;MASC;SG
frança	франції	frança	франція	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
frança	франція	frança	франція	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
direito	правий	direito	правий	N;MASC;SG	ADJ;NOM;MASC;SG
direito	права	direito	право	N;MASC;SG	N;INAN;NOM;NEUT;PL
direito	праворуч	direito	праворуч	N;MASC;SG	ADV
nem	ані	nem	ані	CONJ	INTJ
real	реал	real	реал	N;MASC;SG	
real	справжня	real	справжній	N;MASC;SG	ADJ;NOM;FEM;SG
real	справжні	real	справжній	N;MASC;SG	ADJ;NOM;PL
real	реальний	real	реальний	N;MASC;SG	ADJ;NOM;MASC;SG
real	справжній	real	справжній	N;MASC;SG	ADJ;NOM;MASC;SG
real	королівська	real	королівський	N;MASC;SG	ADJ;NOM;FEM;SG
real	royal	real	royal	N;MASC;SG	
real	королівський	real	королівський	N;MASC;SG	ADJ;NOM;MASC;SG
real	королівське	real	королівський	N;MASC;SG	ADJ;NOM;NEUT;SG
rede	нетто	rede	нетто	N;FEM;SG	
rede	net	rede	net	N;FEM;SG	
rede	network	rede	network	N;FEM;SG	
rede	мережі	rede	мережа	N;FEM;SG	N;INAN;NOM;FEM;PL
rede	мережеві	rede	мережевий	N;FEM;SG	ADJ;NOM;PL
jpg	jpg	jpg	jpg	N;MASC;SG	
chamado	назвали	chamar	назвати	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
chamado	викликали	chamar	викликати	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
público	аудиторії	público	аудиторія	N;MASC;SG	N;INAN;NOM;FEM;PL
público	глядачі	público	глядач	N;MASC;SG	N;ANIM;NOM;MASC;PL
público	публічний	público	публічний	N;MASC;SG	ADJ;NOM;MASC;SG
público	громадське	público	громадський	N;MASC;SG	ADJ;NOM;NEUT;SG
público	паблік	público	паблік	N;MASC;SG	
público	відкритий	público	відкритий	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
público	публічна	público	публічний	N;MASC;SG	ADJ;NOM;FEM;SG
público	громадського	público	громадський	N;MASC;SG	ADJ;GEN;MASC;SG
fase	фази	fase	фаза	N;FEM;SG	N;INAN;NOM;FEM;PL
pedro	педро	pedro	Педро	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
pedro	петро	pedro	петро	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pedro	пітер	pedro	пітер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lisboa	лісабон	lisboa	лісабон	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
isbn	isbn	isbn	isbn	N;MASC;SG	
ponto	point	ponto	point	N;MASC;SG	
empresa	підприємства	empresa	підприємство	N;FEM;SG	N;INAN;NOM;NEUT;PL
empresa	enterprise	empresa	enterprise	N;FEM;SG	
single	окремі	single	окремий	N;MASC;SG	ADJ;NOM;PL
single	single	single	single	N;MASC;SG	
single	самотній	single	самотній	N;MASC;SG	ADJ;NOM;MASC;SG
relação	стосунки	relação	стосунок	N;FEM;SG	N;INAN;NOM;MASC;PL
votação	голосуйте	votação	голосувати	N;FEM;SG	V;IPFV;IMP;PL;2;FIN
votação	проголосувати	votação	проголосувати	N;FEM;SG	V;PFV;NFIN
votação	голосувати	votação	голосувати	N;FEM;SG	V;IPFV;NFIN
votação	голоси	votação	голос	N;FEM;SG	N;INAN;NOM;MASC;PL
votação	голосів	votação	голос	N;FEM;SG	N;INAN;GEN;MASC;PL
votação	голосує	votação	голосувати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
américa	америка	américo	америка	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
data	дані	data	дані	N;FEM;SG	N;INAN;PFV;NOM;PASS
data	data	data	data	N;FEM;SG	
condado	шир	condar	шир	N;MASC;SG	
mil	тисяча	mil	тисяча	NUM	N;INAN;NOM;FEM;SG
mil	mil	mil	mil	NUM	
logo	логотип	logo	логотип	ADV	N;INAN;NOM;MASC;SG
logo	soon	logo	soon	ADV	
diretor	ворден	diretor	ворден	N;MASC;SG	
mar	мар	mar	мар.	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
militar	військові	militar	військовий	N;MASC;SG	ADJ;NOM;PL
militar	військовий	militar	військовий	N;MASC;SG	ADJ;NOM;MASC;SG
campeão	шам	campeão	шам	N;MASC;SG	
diz	say	dizer	say	V;IND;SG;3;PRS;FIN	
diz	скажуть	dizer	сказати	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;3;FUT;FIN
diz	кажу	dizer	казати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
diz	кажеш	dizer	казати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN
diz	скажи	dizer	сказати	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
diz	розкажіть	dizer	розказати	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
diz	розкажу	dizer	розказати	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FUT;FIN
diz	розкажи	dizer	розказати	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
sucesso	успішно	sucesso	успішно	N;MASC;SG	ADV
sucesso	успішне	sucesso	успішний	N;MASC;SG	ADJ;NOM;NEUT;SG
sucesso	вдало	sucesso	вдало	N;MASC;SG	ADV
sucesso	успішний	sucesso	успішний	N;MASC;SG	ADJ;NOM;MASC;SG
sucesso	вдалась	sucesso	вдатися	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
francisco	франсіско	francisco	франсіско	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
francisco	франциско	francisco	франциско	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
francisco	френсіс	francisco	френсіс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
original	оригінал	original	оригінал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
fora	поза	fora	поза	ADV	
fora	вийшов	fora	вийти	ADV	V;PFV;MASC;IND;SG;PST;FIN
fora	out	fora	out	ADV	
comunidade	спільноти	comunidade	спільнота	N;FEM;SG	N;INAN;NOM;FEM;PL
idade	віці	idade	вік	N;FEM;SG	ADV
portuguesa	португальська	portuguesa	португальський	N;FEM;SG	ADJ;NOM;FEM;SG
alemanha	німеччини	alemanha	німеччина	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
alemanha	німеччині	alemanha	німеччина	N;FEM;SG	PROPN;INAN;DAT;FEM;SG
alemanha	німеччина	alemanha	німеччина	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
alemanha	німеччину	alemanha	німеччина	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
tudo	everything	tudo	everything	PRO;MASC;SG	
tudo	все	tudo	все	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
tudo	усе	tudo	усе	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
tudo	усі	tudo	увесь	PRO;MASC;SG	DET;NOM;PL
tudo	всі	tudo	весь	PRO;MASC;SG	DET;NOM;PL
tudo	все	tudo	все	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
tudo	всіх	tudo	всі	PRO;MASC;SG	PRO;ANIM;ACC
recebeu	отримано	receber	отримати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
recebeu	отримані	receber	отриманий	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
recebeu	отриманий	receber	отриманий	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
recebeu	отримали	receber	отримати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
média	середній	média	середній	N;FEM;SG	ADJ;NOM;MASC;SG
média	середнє	média	середній	N;FEM;SG	ADJ;NOM;NEUT;SG
média	середня	média	середній	N;FEM;SG	ADJ;NOM;FEM;SG
média	середнього	média	середній	N;FEM;SG	ADJ;GEN;MASC;SG
média	середній	média	середній	N;FEM;SG	ADJ;NOM;MASC;SG
média	середня	média	середній	N;FEM;SG	ADJ;NOM;FEM;SG
média	середні	média	середній	N;FEM;SG	ADJ;NOM;PL
média	означають	média	означати	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
média	середнє	média	середній	N;FEM;SG	ADJ;NOM;NEUT;SG
tal	таль	tal	таль	DET;FEM;SG	
tal	такі	tal	такий	DET;FEM;SG	DET;NOM;PL
vai	vai	ir	vai	V;IND;SG;3;PRS;FIN	
boa	хороші	bom	хороший	ADJ;FEM;SG	ADJ;NOM;PL
boa	гарні	bom	гарний	ADJ;FEM;SG	ADJ;NOM;PL
boa	добре	bom	добре	ADJ;FEM;SG	ADV
boa	гарно	bom	гарно	ADJ;FEM;SG	ADV
dentro	inside	dentro	inside	ADV	
dentro	всередині	dentro	всередині	ADV	
processo	обробити	processo	обробити	N;MASC;SG	V;PFV;NFIN
bom	хороші	bom	хороший	ADJ;MASC;SG	ADJ;NOM;PL
bom	гарні	bom	гарний	ADJ;MASC;SG	ADJ;NOM;PL
bom	добре	bom	добре	ADJ;MASC;SG	ADV
bom	гарно	bom	гарно	ADJ;MASC;SG	ADV
milhões	мільйон	milhão	мільйон	N;MASC;PL	
rock	кручі	rock	круч	N;MASC;SG	N;INAN;NOM;FEM;PL
rock	rock	rock	rock	N;MASC;SG	
arte	арт	arte	арт	N;FEM;SG	
arte	художня	arte	художній	N;FEM;SG	ADJ;NOM;FEM;SG
total	усього	total	усе	N;MASC;SG	PRO;INAN;GEN;NEUT;SG
total	всього	total	все	N;MASC;SG	PRO;INAN;GEN;NEUT;SG
total	загалом	total	загалом	N;MASC;SG	ADV
total	загальна	total	загальний	N;MASC;SG	ADJ;NOM;FEM;SG
total	загальний	total	загальний	N;MASC;SG	ADJ;NOM;MASC;SG
lei	лей	lei	лей	N;FEM;SG	
importante	важливі	importante	важливий	ADJ;MASC;SG	ADJ;NOM;PL
importante	важливо	importante	важливо	ADJ;MASC;SG	ADV
obras	працює	obra	працювати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
presente	подарунку	presente	подарунок	ADJ;MASC;SG	N;INAN;GEN;MASC;SG
presente	подарунок	presente	подарунок	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
presente	сьогодення	presente	сьогодення	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
presente	подарунок	presente	подарунок	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
presente	присутні	presente	присутній	ADJ;MASC;SG	ADJ;NOM;PL
feito	made	fazer	made	V;MASC;SG;V.PTCP	
feito	закінчили	fazer	закінчити	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
feito	готово	fazer	готово	V;MASC;SG;V.PTCP	ADV
feito	done	fazer	done	V;MASC;SG;V.PTCP	
central	central	central	central	N;FEM;SG	
central	центральний	central	центральний	N;FEM;SG	ADJ;NOM;MASC;SG
central	центральна	central	центральний	N;FEM;SG	ADJ;NOM;FEM;SG
língua	мови	língua	мова	N;FEM;SG	N;INAN;NOM;FEM;PL
sede	пити	sede	пити	N;FEM;SG	V;IPFV;NFIN
costa	коста	costa	кістий	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
origem	джерела	origem	джерело	N;FEM;SG	N;INAN;NOM;NEUT;PL
exército	армійський	exército	армійський	N;MASC;SG	ADJ;NOM;MASC;SG
santo	санто	santo	санто	N;MASC;SG	
santo	святий	santo	святий	N;MASC;SG	ADJ;NOM;MASC;SG
santo	saint	santo	saint	N;MASC;SG	
santo	сен	santo	сен	N;MASC;SG	
santo	святі	santo	святий	N;MASC;SG	ADJ;NOM;PL
santo	святе	santo	святий	N;MASC;SG	ADJ;NOM;NEUT;SG
santo	священні	santo	священня	N;MASC;SG	ADJ;NOM;PL
santo	святий	santo	святий	N;MASC;SG	ADJ;NOM;MASC;SG
incluindo	включно	incluir	включно	V;V.MSDR	ADV
incluindo	зокрема	incluir	зокрема	V;V.MSDR	ADV
ouro	золотий	ouro	золотий	N;MASC;SG	ADJ;NOM;MASC;SG
ouro	голден	ouro	голден	N;MASC;SG	
ouro	золоті	ouro	золотий	N;MASC;SG	ADJ;NOM;PL
ouro	золоте	ouro	золотий	N;MASC;SG	ADJ;NOM;NEUT;SG
ouro	gold	ouro	gold	N;MASC;SG	
ouro	золоті	ouro	золотий	N;MASC;SG	ADJ;NOM;PL
texto	текстовий	texto	текстовий	N;MASC;SG	ADJ;NOM;MASC;SG
los	лос	eles	лос	PRO;ACC;MASC;PL;3	
nada	nothing	nada	nothing	PRO;MASC;SG	
nada	ніщо	nada	ніщо	PRO;MASC;SG	PRO;INAN;NOM
nada	небуття	nada	небуття	PRO;MASC;SG	N;INAN;NOM;NEUT;SG
nada	нічого	nada	ніщо	PRO;MASC;SG	PRO;INAN;GEN
longo	довгий	longo	довгий	ADV	ADJ;NOM;MASC;SG
longo	хай	longo	хай	ADV	PART
longo	лонг	longo	лонг	ADV	
longo	long	longo	long	ADV	
longo	довга	longo	довга	ADV	ADJ;NOM;FEM;SG
longo	довгі	longo	довгий	ADV	ADJ;NOM;PL
cor	кольорова	cor	кольоровий	N;FEM;SG	ADJ;NOM;FEM;SG
cor	кольорова	cor	кольоровий	N;FEM;SG	ADJ;NOM;FEM;SG
cor	кор	cor	кор	N;FEM;SG	
direção	шапки	direção	шапка	N;FEM;SG	N;INAN;NOM;FEM;PL
isto	цей	isto	цей	PRO;MASC;SG	DET;NOM;MASC;SG
isto	ця	isto	цей	PRO;MASC;SG	DET;NOM;FEM;SG
próprio	власне	próprio	власне	ADJ;MASC;SG	PART
próprio	власні	próprio	власний	ADJ;MASC;SG	ADJ;NOM;PL
