periferia	покрайнините	periferia	покрайнина	N;FEM;SG	N;DEF;FEM;PL
volpe	фокс	volpe	фокс	N;FEM;SG	PROPN;INDF;MASC;SG
volpe	fox	volpe	fox	N;FEM;SG	PROPN;INDF;MASC;SG
poker	ръжен	poker	ръжен	N;MASC	ADJ;INDF;MASC;SG
mortale	смъртоносно	mortale	смъртоносно	ADJ;SG	ADV
mortale	смъртоносни	mortale	смъртоносен	ADJ;SG	ADJ;INDF;PL
mortale	смъртоносно	mortale	смъртоносно	ADJ;SG	ADV
mortale	фатално	mortale	фатален	ADJ;SG	ADV
mortale	смъртни	mortale	смъртен	ADJ;SG	ADJ;INDF;PL
mortale	смъртен	mortale	смъртя-(се)	ADJ;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
strana	странно	strano	странно	ADJ;FEM;SG	ADV
strana	странно	strano	странно	ADJ;FEM;SG	ADV
strana	странни	strano	странен	ADJ;FEM;SG	ADJ;INDF;PL
giovinezza	младежи	giovinezza	младеж	N;FEM;SG	N;INDF;MASC;PL
vinti	уон	vincere	уон	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;SG
vinti	спечели	vincere	спечеля	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vinti	победен	vincere	победя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
some	някои	some	някой		PRO;NOM;PL
denver	денвър	donvere	денвър	N;MASC;SG	PROPN;INDF;MASC;SG
vicente	висенте	vicente	висен	N;SG	N;DEF;MASC;PL
elettrici	електрически	elettore	електрически	N;FEM;PL	ADJ;INDF;MASC;SG
elettrici	електрическа	elettore	електрически	N;FEM;PL	ADJ;INDF;FEM;SG
elettrici	електрическо	elettore	електрически	N;FEM;PL	ADV
southern	южни	soutvern	южен	N	ADJ;INDF;PL
southern	южна	soutvern	южен	N	ADJ;INDF;FEM;SG
loira	loire	loira	loire	N;FEM;SG	PROPN;INDF;MASC;SG
madison	мадисън	madison	мадисън	N;MASC;SG	PROPN;INDF;MASC;SG
lupi	улф	lupe	улф	N;MASC;PL	PROPN;INDF;MASC;SG
lupi	уолф	lupe	уолф	N;MASC;PL	PROPN;INDF;MASC;SG
lupi	вълк	lupe	вълк	N;MASC;PL	N;INDF;MASC;SG
lupi	вълчо	lupe	вълчо	N;MASC;PL	N;INDF;MASC;SG
lupi	волф	lupe	волф	N;MASC;PL	PROPN;INDF;MASC;SG
abuso	злоупотреби	abuso	злоупотреба	N;MASC;SG	N;INDF;FEM;PL
moretti	морети	moretto	морет	N;MASC;PL	PROPN;INDF;MASC;SG
dirty	мръсна	dirty	мръсна	N	ADJ;INDF;FEM;SG
dirty	мръсно	dirty	мръсен	N	ADV
dirty	мръсни	dirty	мръсен	N	ADJ;INDF;PL
dirty	мръсен	dirty	мръсен	N	ADJ;INDF;MASC;SG
lang	ланг	lang	ланг	N	PROPN;INDF;FEM;SG
restaurato	възстановени	restaurare	възстановя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
antifascista	антифашисти	antifascista	антифашист	N;SG	N;INDF;MASC;PL
joey	джоуи	joey	джоу	N	PROPN;INDF;MASC;SG
povero	бедни	povero	беден	ADJ;MASC;SG	ADJ;INDF;PL
turistico	туристи	turistico	турист	ADJ;MASC;SG	N;INDF;MASC;PL
turistico	турист	turistico	турист	ADJ;MASC;SG	N;INDF;MASC;SG
impegnata	зает	impegnare	зает	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
impegnata	заети	impegnare	заема-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
meyer	майър	meyer	майър	N;MASC	PROPN;INDF;MASC;SG
meyer	майер	meyer	майер	N;MASC	PROPN;INDF;MASC;SG
sottili	тънко	sottile	тънко	ADJ;PL	ADV
sottili	тънък	sottile	тънък	ADJ;PL	ADJ;INDF;MASC;SG
sottili	слаб	sottile	слаб	ADJ;PL	ADJ;INDF;MASC;SG
sottili	слаба	sottile	слаб	ADJ;PL	ADJ;INDF;FEM;SG
cmq	бтв	cmq	бтв		N;INDF;FEM;SG
becco	човки	becco	човка	N;MASC;SG	N;INDF;FEM;PL
combustibile	горива	combustibile	гориво	N;MASC;SG	N;INDF;NEUT;PL
schiena	назад	schiena	назад	N;FEM;SG	ADV
schiena	обратно	schiena	обратно	N;FEM;SG	ADV
risparmio	спестявания	risparmio	спестяване	N;MASC;SG	N;INDF;NEUT;PL
risparmio	икономии	risparmio	икономия	N;MASC;SG	N;INDF;FEM;PL
brooks	брукс	brooks	брукс	N;MASC	PROPN;INDF;MASC;SG
sostituendo	подмяна	sostituire	подмяна	V;V.MSDR	N;INDF;FEM;SG
sostituendo	замяна	sostituire	замяна	V;V.MSDR	N;INDF;FEM;SG
byron	байрън	byron	байрън	N;MASC;SG	PROPN;INDF;MASC;SG
annie	ани	annia	ани	N;FEM;SG	PROPN;INDF;FEM;SG
fianchi	хип	fianco	хип	N;MASC;PL	N;INDF;MASC;SG
fianchi	бедро	fianco	бедро	N;MASC;PL	N;INDF;NEUT;SG
fianchi	бедрото	fianco	бедро	N;MASC;PL	N;DEF;NEUT;SG
fianchi	ханша	fianco	ханша	N;MASC;PL	N;DEF;MASC;SG
fianchi	ханша	fianco	ханша	N;MASC;PL	N;DEF;MASC;SG
fianchi	бедрата	fianco	бедра	N;MASC;PL	N;DEF;FEM;SG
finanza	финанси	finanza	финанси	N;FEM;SG	N;INDF
finanza	финанси	finanza	финанси	N;FEM;SG	N;INDF
pressioni	напрежение	pressione	напрежение	N;FEM;PL	N;INDF;NEUT;SG
pressioni	натиск	pressione	натиск	N;FEM;PL	N;INDF;MASC;SG
pressioni	налягане	pressione	налягане	N;FEM;PL	N;INDF;NEUT;SG
pressioni	натиск	pressione	натиск	N;FEM;PL	N;INDF;MASC;SG
deboli	слабо	debole	слабо	ADJ;PL	ADV
deboli	слаб	debole	слаб	ADJ;PL	ADJ;INDF;MASC;SG
deboli	слаба	debole	слаб	ADJ;PL	ADJ;INDF;FEM;SG
metalli	metal	metallo	metal	N;MASC;PL	N;INDF;MASC;SG
metalli	метъл	metallo	метъл	N;MASC;PL	N;INDF;MASC;SG
metalli	метал	metallo	метал	N;MASC;PL	N;INDF;MASC;SG
chirurgia	хирургическа	chirurgia	хирургически	N;FEM;SG	ADJ;INDF;FEM;SG
chirurgia	хирургически	chirurgia	хирургически	N;FEM;SG	ADJ;INDF;MASC;SG
diminuzione	намален	diminuzione	намаля	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diminuzione	понижен	diminuzione	понижен	N;FEM;SG	ADJ;INDF;MASC;SG
diminuzione	намалено	diminuzione	намаля	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diminuzione	намалена	diminuzione	намаля	N;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
andrés	андрес	andrés	андрес	N;SG	PROPN;INDF;MASC;SG
seguiti	последва	seguire	последвам	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
sonoro	звук	sonoro	звук	ADJ;MASC;SG	N;INDF;MASC;SG
sonoro	звука	sonoro	звук	ADJ;MASC;SG	N;DEF;MASC;SG
dialoghi	диалог	dialogo	диалог	N;MASC;PL	N;INDF;MASC;SG
cohen	коен	cohen	коен	N;MASC	PROPN;INDF;MASC;SG
cliente	клиенти	cliente	клиент	N;SG	N;INDF;MASC;PL
incisa	гравирани	incisa	гравирам	V;FEM;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
rovina	съсипе	rovina	със	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
scade	изтичат	scadere	изтичам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
bolognese	болонезе	bolognese	болонезе	ADJ;SG	N;INDF;MASC;SG
mantello	кабо	mantello	кабо	N;MASC;SG	PROPN;SG
mantello	наметало	mantello	наметало	N;MASC;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
mantello	наметало	mantello	наметало	N;MASC;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
duchi	дюкс	duchio	дюкс	N;MASC;PL	N;INDF;MASC;SG
duchi	херцог	duchio	херцог	N;MASC;PL	N;INDF;MASC;SG
duchi	дук	duchio	дук	N;MASC;PL	N;INDF;MASC;SG
duchi	дюк	duchio	дюк	N;MASC;PL	PROPN;INDF;MASC;SG
sospetti	заподозряна	sospetto	заподозра	N;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sospetti	заподозрян	sospetto	заподозра	N;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sospetti	заподозрения	sospetto	заподозрение	N;MASC;PL	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
sospetti	заподозрени	sospetto	заподозря-(се)	N;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
sospetti	заподозрените	sospetto	заподозря	N;MASC;PL	ADJ;PFV;DEF;PL;V.PTCP;PASS
sospetti	подозрителна	sospetto	подозрителен	N;MASC;PL	ADJ;INDF;FEM;SG
sospetti	подозрителен	sospetto	подозрителен	N;MASC;PL	ADJ;INDF;MASC;SG
sospetti	подозрителни	sospetto	подозрителен	N;MASC;PL	ADJ;INDF;PL
sospetti	подозрително	sospetto	подозрително	N;MASC;PL	ADV
sospetti	подозрение	sospetto	подозрение	N;MASC;PL	N;INDF;NEUT;SG
contribuisce	допринесе	contribuire	допринеса	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
imposta	данъци	imposta	данък	N;FEM;SG	N;INDF;MASC;PL
zhang	джан	zhang	джан	N;SG	PROPN;INDF;MASC;SG
split	разделим	split	разделя-(се)	N	V;PFV;IND;PL;1;PRS;FIN;ACT
split	разделен	split	разделя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tigre	тайгър	tigre	тайгър	N;FEM;SG	PROPN;INDF;MASC;SG
spiegazioni	обяснение	spiegazione	обяснение	N;FEM;PL	N;INDF;NEUT;SG
subsp	subsp	subsp	subsp	ADJ;FEM;SG	PROPN;INDF;MASC;SG
bordeaux	бордо	bordeaux	бордо	N;FEM;SG	ADV
provocando	причинявайки	provocare	причинявам	V;V.MSDR	ADV
provocando	причиняване	provocare	причиняване	V;V.MSDR	N;INDF;NEUT;SG
biblioteche	библиотеката	biblioteca	библиотека	N;FEM;PL	N;DEF;FEM;SG
biblioteche	библиотека	biblioteca	библиотека	N;FEM;PL	N;INDF;FEM;SG
amiche	friends	amico	friends	N;FEM;PL	PROPN;INDF;MASC;SG
emiliano	емилиано	emiliano	емилиано	ADJ;MASC;SG	N;INDF;MASC;SG
piattaforme	перон	piattaforma	перон	N;FEM;PL	N;INDF;MASC;SG
piattaforme	платформата	piattaforma	платформа	N;FEM;PL	N;DEF;FEM;SG
piattaforme	платформа	piattaforma	платформа	N;FEM;PL	N;INDF;FEM;SG
uci	uci	uco	uci	N;FEM	PROPN;INDF;MASC;SG
aiuti	помощ	aiuto	помощ	N;MASC;PL	N;INDF;FEM;SG
missionario	мисионер	missionario	мисионер	ADJ;MASC;SG	N;INDF;MASC;SG
damiano	деймиън	damiano	деймиън	ADJ;MASC;SG	N;INDF;MASC;SG
damiano	деймиън	damiano	деймиън	ADJ;MASC;SG	N;INDF;MASC;SG
damiano	дамян	damiano	дамян	ADJ;MASC;SG	PROPN;INDF;MASC;SG
damiano	дамяно	damiano	дамяно	ADJ;MASC;SG	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
burton	бъртън	burton	бъртън	N;MASC;SG	PROPN;INDF;MASC;SG
cfr	cfr	cfr	cfr	N;MASC;SG	PROPN;INDF;MASC;SG
cold	студен	cold	студен	N	ADJ;INDF;MASC;SG
cold	студено	cold	студено	N	ADV
cold	студена	cold	студен	N	ADJ;INDF;FEM;SG
creek	крийк	creek	крийк	N;MASC	PROPN;INDF;MASC;SG
suddivisioni	разделя	suddivisione	разделя-(се)	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
suprema	върховно	supremo	върховен	ADJ;FEM;SG	ADV
metallica	металика	metallico	металика	ADJ;FEM;SG	N;DEF;MASC;SG
metallica	метално	metallico	метално	ADJ;FEM;SG	ADV
metallica	метални	metallico	метален	ADJ;FEM;SG	ADJ;INDF;PL
tradotta	преведени	tradurre	преведа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
ruth	рут	ruth	рут	N;FEM;SG	PROPN;INDF;FEM;SG
dee	ди	di	ди	N;FEM;PL	PROPN
dee	дий	di	дий	N;FEM;PL	PROPN;INDF;MASC;SG
scartamento	габарит	scartamento	габарит	N;MASC;SG	N;INDF;MASC;PL
kane	кейн	kane	кейн	N;MASC	PROPN;INDF;MASC;SG
complessità	комплексно	complessità	комплексно	N;FEM	ADV
complessità	сложни	complessità	сложен	N;FEM	ADJ;INDF;PL
complessità	сложна	complessità	сложен	N;FEM	ADJ;INDF;FEM;SG
cliff	клиф	cliff	клиф	N;MASC	PROPN;INDF;MASC;SG
adventure	приключенски	adventura	приключенски	N	ADJ;INDF;MASC;SG
rifiutato	отхвърлени	rifiutare	отхвърля	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
rifiutato	отказва	rifiutare	отказвам-(се)	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
resistere	съпротива	resistere	съпротива	V;NFIN	N;INDF;FEM;SG
fiandre	фландърс	fiandra	фландърс	N;FEM;PL	N;INDF;MASC;SG
circondata	обкръжени	circondare	обкръжа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
circondata	обградени	circondare	обградя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
koch	кох	koch	кох	N	PROPN;INDF;MASC;SG
cox	кокс	cox	кокс	N;SG	PROPN;INDF;MASC;SG
repubblicana	републиканец	repubblicano	републиканец	ADJ;FEM;SG	N;INDF;MASC;SG
repubblicana	републиканци	repubblicano	републиканец	ADJ;FEM;SG	N;INDF;MASC;PL
cantieri	ярда	cantiere	ярд	N;MASC;PL	N;DEF;MASC;SG
paulo	пауло	paulo	пауло	N;MASC;SG	PROPN;INDF;MASC;SG
teodoro	теодор	teodoro	теодор	ADJ;MASC;SG	PROPN;INDF;MASC;SG
teodoro	тиодор	teodoro	тиодор	ADJ;MASC;SG	N;INDF;MASC;SG
teodoro	теодоро	teodoro	теодоро	ADJ;MASC;SG	PROPN;INDF;MASC;SG
chiusi	затворен	chiuso	затворен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
chiusi	затворена	chiuso	затворя-(се)	ADJ;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chiusi	затворено	chiuso	затворя-(се)	ADJ;MASC;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
chiusi	затворени	chiuso	затворя-(се)	ADJ;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
sullivan	съливан	sullivano	съливам	N;FEM;SG	PROPN;INDF;MASC;SG
jackie	джаки	jackie	джак	N	PROPN;INDF;MASC;SG
duetto	дуети	duetto	дуети	N;MASC;SG	N;INDF;FEM;PL
early	ранни	early	ранна	N	ADJ;INDF;PL
early	рано	early	рано	N	ADV
ellis	елис	ellis	елис	N	PROPN;INDF;MASC;SG
chiavi	ключ	chiave	ключ	N;FEM;PL	N;INDF;MASC;SG
chiavi	ключа	chiave	ключа	N;FEM;PL	N;DEF;MASC;SG
chiavi	ключът	chiave	ключ	N;FEM;PL	N;DEF;MASC;SG
celle	килия	cella	килия	N;FEM;PL	N;INDF;FEM;SG
celle	клетка	cella	клетка	N;FEM;PL	N;INDF;FEM;SG
parente	относителна	parente	относителен	N;SG	ADJ;INDF;FEM;SG
parente	относително	parente	относително	N;SG	ADV
magnetico	магнитни	magnetico	магнитен	ADJ;MASC;SG	ADJ;INDF;PL
vivi	жива	vivo	жив	ADJ;MASC;PL	ADJ;INDF;FEM;SG
vivi	жив	vivo	жив	ADJ;MASC;PL	ADJ;INDF;MASC;SG
vivi	живей	vivo	живей	ADJ;MASC;PL	V;IPFV;IMP;SG;2;FIN
vivi	жива	vivo	жив	ADJ;MASC;PL	ADJ;INDF;FEM;SG
vivi	жив	vivo	жив	ADJ;MASC;PL	ADJ;INDF;MASC;SG
nativo	местни	nativo	местен	ADJ;MASC;SG	ADJ;INDF;PL
punizione	наказания	punizione	накажа	N;FEM;SG	N;INDF;NEUT;PL
martello	чука	martello	чукам-(се)	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
atomi	атом	atomo	атом	N;MASC;PL	N;INDF;MASC;SG
atomi	атома	atomo	атом	N;MASC;PL	N;DEF;MASC;SG
spa	spa	spare	spa	N;MASC	INTJ
avvisi	забелязва	avviso	забелязвам-(се)	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
muoversi	преместване	muoverso	преместване		N;INDF;NEUT;SG
muoversi	движение	muoverso	движение		N;INDF;NEUT;SG
pittsburgh	питсбърг	pittsburgh	питсбърг	N;MASC	PROPN;INDF;MASC;SG
ein	ein	ein	ein	N;MASC;SG	PROPN;INDF;MASC;SG
elicottero	вертолети	elicottero	вертолет	N;MASC;SG	N;INDF;MASC;PL
escluso	изключени	escluso	изключа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
offerte	предлага	offerta	предлагам	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
cbs	cbs	cbs	cbs	N;FEM	PROPN;INDF;MASC;SG
mother	майко	mothere	майка	N	INTJ
progettista	дизайнерски	progettista	дизайнерски	N;SG	ADJ;INDF;MASC;SG
mista	смесени	misto	смесен	ADJ;FEM;SG	ADJ;INDF;PL
mista	смесено	misto	смесено	ADJ;FEM;SG	ADV
brandon	брандън	brandon	брандън	N;MASC;SG	PROPN;INDF;MASC;SG
islanda	исландия	islanda	исландия	N;FEM;SG	PROPN;INDF;FEM;SG
fiscale	фискални	fiscale	фискален	ADJ;SG	ADJ;INDF;PL
periodico	периодични	periodico	периодичен	ADJ;MASC;SG	ADJ;INDF;PL
periodico	периодично	periodico	периодично	ADJ;MASC;SG	ADV
alleate	съюзническите	alleato	съюзнически	N;FEM;PL	ADJ;DEF;PL
dawn	доун	dawn	доун	N	PROPN;INDF;MASC;SG
patti	пати	patto	пата	N;MASC;PL	PROPN;INDF;FEM;SG
restaurata	възстановени	restaurare	възстановя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
walsh	уолш	walsh	уолш	N;MASC	PROPN;INDF;MASC;SG
helena	хелена	helena	хеля-(се)	N;FEM;SG	ADJ;INDF;FEM;SG
helena	елена	helena	елен	N;FEM;SG	PROPN;INDF;FEM;SG
another	друг	another	друг		ADJ;INDF;MASC;SG
gil	гил	gil	гило	N;MASC;SG	PROPN;INDF;MASC;SG
mel	мел	melico	мел	N	PROPN;INDF;MASC;SG
streghe	очарован	strego	очаровам	N;FEM;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
streghe	очарована	strego	очаровам	N;FEM;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
streghe	вещер	strego	вещер	N;FEM;PL	N;INDF;MASC;SG
streghe	вещица	strego	вещица	N;FEM;PL	N;INDF;FEM;SG
alias	псевдоними	alias	псевдоним	N	ADJ;INDF;PL
equazioni	уравнение	equazione	уравнение	N;FEM;PL	N;INDF;NEUT;SG
equazioni	уравнението	equazione	уравнение	N;FEM;PL	N;DEF;NEUT;SG
decisiva	решаващо	decisivo	решавам-(се)	ADJ;FEM;SG	ADV
percy	пърси	percy	пърся	N;MASC;SG	PROPN;INDF;MASC;SG
electric	електрически	electric	електрически	N;MASC	ADJ;INDF;MASC;SG
electric	електрическа	electric	електрически	N;MASC	ADJ;INDF;FEM;SG
electric	електрическо	electric	електрически	N;MASC	ADV
falsa	невярно	falso	неверен	ADJ;FEM;SG	ADV
falsa	фалшиво	falso	фалшиво	ADJ;FEM;SG	ADV
falsa	фалшиви	falso	фалшив	ADJ;FEM;SG	ADJ;INDF;PL
falsa	менте	falso	менте	ADJ;FEM;SG	N;INDF;NEUT;SG
falsa	фалшиви	falso	фалшив	ADJ;FEM;SG	ADJ;INDF;PL
falsa	фалшиво	falso	фалшиво	ADJ;FEM;SG	ADV
superficiale	повърхностно	superficiale	повърхностен	ADJ;SG	ADV
superficiale	повърхностни	superficiale	повърхностен	ADJ;SG	ADJ;INDF;PL
superficiale	плитко	superficiale	плитко	ADJ;SG	ADV
superficiale	повърхностно	superficiale	повърхностен	ADJ;SG	ADV
superficiale	повърхностни	superficiale	повърхностен	ADJ;SG	ADJ;INDF;PL
kill	убий	kill	убия	N	INTJ
complimenti	евала	complimento	евал	N;MASC;PL	INTJ
nucleari	ядрено	nucleare	ядрен	N;PL	ADV
nucleari	ядрен	nucleare	ядрен	N;PL	ADJ;INDF;MASC;SG
nucleari	ядрена	nucleare	ядрен	N;PL	ADJ;INDF;FEM;SG
nucleari	атомна	nucleare	атомен	N;PL	ADJ;INDF;FEM;SG
nucleari	ядрени	nucleare	ядрен	N;PL	ADJ;INDF;PL
presunta	предполагаеми	presunto	предполагаем	ADJ;FEM;SG	ADJ;INDF;PL
presunta	предполагаемо	presunto	предполагаем	ADJ;FEM;SG	ADV
presunta	предполагаем	presunto	предполагаем	ADJ;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
presunta	предполагаемо	presunto	предполагаем	ADJ;FEM;SG	ADV
sergej	сергей	sergej	сергей	N;MASC;SG	PROPN;INDF;MASC;SG
sergej	сергей	sergej	сергей	N;MASC;SG	PROPN;INDF;MASC;SG
eliminati	изтрит	eliminare	изтрия	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;SG
eliminati	изтрита	eliminare	изтрия	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
eliminati	изтрито	eliminare	изтрия	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
eliminati	елиминиран	eliminare	елиминирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
muscolare	мускулно	muscolare	мускулно	ADJ;SG	ADV
muscolare	мускул	muscolare	мускул	ADJ;SG	N;INDF;MASC;SG
muscolare	мускули	muscolare	мускул	ADJ;SG	N;INDF;MASC;PL
muscolare	мускулест	muscolare	мускулест	ADJ;SG	N;INDF;MASC;SG
senior	старши	seniore	старши	N;MASC;SG	ADJ;INDF;MASC;SG
descritti	описано	descrivere	опиша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
descritti	описана	descrivere	опиша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
descritti	описан	descrivere	опиша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
seduta	седнала	seduta	седна	N;FEM;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
seduta	седнал	seduta	седна	N;FEM;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
seduta	седящ	seduta	седя	N;FEM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
seduta	седи	seduta	седя	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
attraversare	пресичане	attraversare	пресичане	V;NFIN	N;INDF;NEUT;SG
assistito	подпомагани	assistere	подпомагам	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
gibson	гибсън	gibson	гибсън	N;MASC;SG	PROPN;INDF;MASC;SG
alieni	извънземна	alieno	извънземен	N;MASC;PL	ADJ;INDF;FEM;SG
alieni	извънземни	alieno	извънземен	N;MASC;PL	ADJ;INDF;PL
alieni	извънземен	alieno	извънземен	N;MASC;PL	ADJ;INDF;MASC;SG
alieni	извънземно	alieno	извънземно	N;MASC;PL	ADV
alieni	извънземни	alieno	извънземен	N;MASC;PL	ADJ;INDF;PL
vini	вина	vino	вина	N;MASC;PL	N;INDF;NEUT;SG
vini	виното	vino	вино	N;MASC;PL	N;DEF;NEUT;SG
vini	вино	vino	вино	N;MASC;PL	N;INDF;NEUT;SG
vini	вина	vino	вина	N;MASC;PL	N;INDF;NEUT;SG
avenue	авеню	avere	авеню	N;MASC	PROPN;INDF;MASC;SG
jenny	джени	jenny	джен	N;SG	PROPN;INDF;FEM;SG
minoranze	малцинство	minoranza	малцинство	N;FEM;PL	N;INDF;NEUT;SG
minoranze	малцинството	minoranza	малцинство	N;FEM;PL	N;DEF;NEUT;SG
mancata	пропуснати	mancato	пропусна	ADJ;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
mancata	пропуснали	mancato	пропусна	ADJ;FEM;SG	V;PFV;INDF;PL;PST;V.PTCP;ACT
mancata	пропусна	mancato	пропусна	ADJ;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
mancata	пропуснал	mancato	пропусна	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
comunicato	комюнике	comunicare	комюнике	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
comunicato	съобщени	comunicare	съобщя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
vampiri	вампир	vampiro	вампир	N;MASC;PL	N;INDF;MASC;SG
accessibile	достъпни	accessibile	достъпен	ADJ;SG	ADJ;INDF;PL
accessibile	достъпно	accessibile	достъпно	ADJ;SG	ADV
colombiano	колумбийски	colombiano	колумбийски	ADJ;MASC;SG	PROPN;INDF;MASC;SG
colombiano	колумбийски	colombiano	колумбийски	ADJ;MASC;SG	PROPN;INDF;MASC;SG
separato	разделени	separare	разделя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separato	отделени	separare	отделя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separato	отделни	separare	отделен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;PL
separato	разделени	separare	разделя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separato	отделно	separare	отделно	V;MASC;SG;PST;V.PTCP	ADV
separato	отделна	separare	отделен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
separato	отделен	separare	отделен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
separato	отделени	separare	отделя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
mori	мори	morire	мора	N;MASC;SG	V;IPFV;IMP;SG;3;PRS;FIN;ACT
correggere	правилно	correggere	правилно	V;NFIN	ADV
rispettive	съответна	rispettivo	съответен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
rispettive	съответен	rispettivo	съответен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
