die	do	die	do	DET;DEF	PROPN
frans	francés	frans	francés		N
frans	francesa	frans	francesar		ADJ
frans	francesas	frans	francesa		ADJ
distrik	fiscal	distrik	fiscal	N;SG	ADJ
distrik	do	distrik	do	N;SG	PROPN
gewen	non	wen	non	V;PST;V.PTCP	PART
japan	xapón	japan	xapón	PROPN;SG	PROPN
oorlede	morreu	oorlede	morrer		V
oorlede	morreron	oorlede	morrer		V
oorlede	morto	oorlede	morto		N
oorlede	morrer	oorlede	morrer		V
militêre	militares	militêr	militar	ADJ;NOM	V
militêre	exército	militêr	exército	ADJ;NOM	N
paul	paul	paul	paul		PROPN
veroorsaak	causa	veroorsaak	causa	V;PRS	N
veroorsaak	porque	veroorsaak	porque	V;PRS	CONJ
veroorsaak	causa	veroorsaak	causa	V;PRS	N
ontdek	que	ontdek	que	V;PRS	PRO
katolieke	catholic	katoliek	catholic	ADJ;NOM	PROPN
keiser	emperador	keiser	emperador		N
sowel	tanto	sowel	tanto	CONJ	ADV
sowel	dúas	sowel	dous	CONJ	N
sowel	dous	sowel	dous	CONJ	N
sowel	os	sowel	o	CONJ	DET
sowel	ambos	sowel	ambos	CONJ	DET
sowel	ben	sowel	ben	CONJ	ADV
goed	bo	goed	bo		ADJ
goed	ben	goed	ben		ADV
goed	boa	goed	bo		ADJ
goed	boas	goed	bo		ADJ
goed	bos	goed	bo		N
goed	ben	goed	ben		ADV
wet	a	wet	o	N;SG	DET
wet	actuar	wet	actuar	N;SG	V
beide	tanto	beide	tanto		ADV
beide	dúas	beide	dous		N
beide	dous	beide	dous		N
beide	os	beide	o		DET
beide	ambos	beide	ambos		DET
goeie	bo	goed	bo		ADJ
goeie	ben	goed	ben		ADV
goeie	boa	goed	bo		ADJ
goeie	boas	goed	bo		ADJ
goeie	bos	goed	bo		N
val	lanzamento	val	lanzamento	V;PRS	N
val	caída	val	caída	V;PRS	N
val	outono	val	outono	V;PRS	N
vsa	eua	vsa	eua		PROPN
beheer	control	beheer	control	V;PRS	N
terug	volver	terug	volver	ADP	V
terug	volta	terug	volta	ADP	N
terug	atrás	terug	atrás	ADP	ADV
gevind	que	vind	que	V;PST;V.PTCP	PRO
verkies	favor	verkies	favor	V;PRS	N
lid	da	lid	da	N;SG	V
park	parque	park	parque		N
park	park	park	park		PROPN
oudste	máis	oudste	máis		ADV
oudste	vello	oudste	vello		N
sekere	certo	seker	certo	PRO	DET
sekere	certas	seker	certo	PRO	DET
sekere	certa	seker	certo	PRO	DET
sekere	seguro	seker	seguro	PRO	N
sekere	certos	seker	certo	PRO	DET
jong	nova	jonk	novo		ADJ
jong	mozos	jonk	mozo		N
jong	mozo	jonk	mozo		N
jong	novo	jonk	novo		ADJ
jong	moza	jonk	mozo		N
noorde	ao	noord	ao		PROPN
noorde	norte	noord	norte		N
noorde	do	noord	do		PROPN
uiteindelik	fin	uiteindelik	fin		N
uiteindelik	finalmente	uiteindelik	final		ADV
uiteindelik	por	uiteindelik	por		ADP
uiteindelik	final	uiteindelik	final		N
uiteindelik	ao	uiteindelik	ao		PROPN
buite	do	buite	do	ADP	PROPN
buite	fóra	buite	fóra	ADP	ADV
buite	fora	buite	ir	ADP	V
invloed	influencia	invloed	influencia	V;PRS	N
diens	de	diens	de	N;SG	ADP
blou	azul	blou	azul		N
blou	azuis	blou	azuis		N
blou	crecen	blou	crecer		V
blou	medrar	blou	medrar		V
blou	medran	blou	medrar		V
blou	cultivar	blou	cultivar		V
blou	crecer	blou	crecer		V
blou	medra	blou	medra		N
noordelike	do	noordelik	do	ADJ;NOM	PROPN
noordelike	norte	noordelik	norte	ADJ;NOM	N
woorde	as	woord	o	N;PL	DET
verkiesing	electoral	verkiesing	electoral	N;SG	ADJ
verbind	con	verbind	con	V;PRS	ADP
verbind	conectarnos	verbind	conectarno	V;PRS	ADJ
geval	se	geval	se	N;SG	CONJ
unie	do	unie	do	N;SG	PROPN
behoort	pertence	behoort	pertencer	V;PRS	V
behoort	pertencen	behoort	pertencer	V;PRS	V
jou	a	jou	o	PRO;ACC;SG;2	DET
jou	teu	jou	teu	PRO;ACC;SG;2	DET
jou	o	jou	o	PRO;ACC;SG;2	DET
jou	seu	jou	seu	PRO;ACC;SG;2	DET
jou	súa	jou	seu	PRO;ACC;SG;2	DET
son	sol	son	sol	V;PRS	N
help	a	help	o	V;PRS	DET
help	axuda	help	axuda	V;PRS	N
help	evitalo	help	evitalo	V;PRS	N
want	porque	want	porque	CONJ	CONJ
want	por	want	por	CONJ	ADP
voltooi	os	voltooi	o		DET
voltooi	a	voltooi	o		DET
voltooi	terminar	voltooi	terminar		V
voltooi	rematar	voltooi	rematar		V
voltooi	acabar	voltooi	acabar		V
voltooi	unllas	voltooi	unlla		N
voltooi	fixen	voltooi	facer		V
voltooi	feito	voltooi	feito		N
voltooi	fixemos	voltooi	facer		V
voltooi	facer	voltooi	facer		V
voltooi	fixeches	voltooi	fixeche		V
voltooi	total	voltooi	total		N
voltooi	completa	voltooi	completar		V
voltooi	completar	voltooi	completar		V
voltooi	completo	voltooi	completo		ADJ
stelsel	de	stelsel	de	N;SG	ADP
hoogste	máis	hoog	máis		ADV
gebly	vivimos	gebly	vivir		V
gebly	viviron	gebly	ver		V
gebly	viviu	gebly	vivir		V
gebly	viviamos	gebly	vivir		V
gebly	vivían	gebly	vivir		V
gebly	vivín	gebly	vivir		V
gebly	vivía	gebly	vivir		V
stede	nas	stede	nas	N;PL	PROPN
vader	o	vader	o	N;SG	DET
ster	star	ster	star	N;SG	V
almal	todo	almal	todo	PRO	DET
almal	todos	almal	todo	PRO	DET
almal	mundo	almal	mundo	PRO	N
almal	o	almal	o	PRO	DET
almal	todo	almal	todo	PRO	DET
almal	todos	almal	todo	PRO	DET
almal	todas	almal	todo	PRO	DET
almal	todo	almal	todo	PRO	DET
almal	o	almal	o	PRO	DET
almal	mundo	almal	mundo	PRO	N
almal	todos	almal	todo	PRO	DET
australië	australia	australië	australia		PROPN
vanuit	da	vanuit	da	ADP	V
vanuit	do	vanuit	do	ADP	PROPN
skakel	enlace	skakel	enlace	V;PRS	N
lyk	parece	lyk	parecer		V
lyk	semella	lyk	semellar		V
york	york	york	york		PROPN
york	iorque	york	iorque		PROPN
generaal	xeral	generaal	xeral	N;SG	ADJ
generaal	o	generaal	o	N;SG	DET
orde	para	orde	para	N;SG	ADP
loop	pola	loop	pola	V;PRS	N
loop	polas	loop	pola	V;PRS	N
nooit	non	nooit	non	ADV	PART
antieke	antigo	antiek	antigo	ADJ;NOM	N
antieke	antigos	antiek	antigo	ADJ;NOM	N
musiek	música	musiek	música		N
willem	william	willem	william		PROPN
rooms	cuartos	room	cuarto		N
rooms	salas	room	sala		N
rooms	habitacións	room	habitación		N
rooms	ventiladas	room	ventilar		V
william	william	william	william		PROPN
sjina	china	sjina	china	PROPN;SG	N
dien	servir	dien	servir		V
dien	serven	dien	servir		V
james	james	jame	jame		PROPN
italië	italia	italië	italia		PROPN
duits	alemán	duits	alemán		ADJ
duits	alemana	duits	alemanar		ADJ
duits	alemaña	duits	alemaña		PROPN
duits	alemáns	duits	alemán		N
vierde	acto	vierde	acto	ADJ;NOM	N
vierde	catro	vierde	catro	ADJ;NOM	N
vierde	infantaría	vierde	infantar	ADJ;NOM	N
hoër	máis	hoog	máis	ADJ;NOM;CMPR	ADV
hoër	altos	hoog	alto	ADJ;NOM;CMPR	N
hoër	tan	hoog	tan	ADJ;NOM;CMPR	ADV
lei	a	lei	o	V;PRS	DET
lei	até	lei	até	V;PRS	ADV
gestel	conxunto	stel	conxunto	V;PST;V.PTCP	N
eerder	en	eerder	en		ADP
eerder	vez	eerder	vez		N
eerder	lugar	eerder	lugar		N
eerder	no	eerder	no		V
eerder	canto	eerder	canto		PRO
eerder	diso	eerder	diso		PRO
kleiner	máis	kleiner	máis		ADV
kleiner	pequenos	kleiner	pequeno		ADJ
kleiner	pequenas	kleiner	pequeno		ADJ
kleiner	menores	kleiner	menor		N
kleiner	menor	kleiner	menor		ADJ
kleiner	pequeno	kleiner	pequeno		ADJ
kleiner	pegada	kleiner	pegada		N
sewe	sete	sewe	sete	NUM	N
handel	comercio	handel	comercio	V;PRS	N
handel	comercial	handel	comercial	V;PRS	ADJ
handel	oficio	handel	oficio	V;PRS	N
oorspronklik	orixinal	oorspronklik	orixinal	ADV	ADJ
oorspronklik	orixinais	oorspronklik	orixinal	ADV	ADJ
voorbeeld	por	voorbeeld	por	N;SG	ADP
nederlands	dutch	nederlands	dutch		PROPN
verskil	diferenza	verskil	diferenza	V;PRS	N
verskil	diferenzas	verskil	diferenza	V;PRS	N
verskil	diferencia	verskil	diferencia	V;PRS	N
verskil	mesmo	verskil	mesmo	V;PRS	DET
verskil	de	verskil	de	V;PRS	ADP
verskil	acordo	verskil	acordo	V;PRS	N
sentraal	central	sentraal	central	ADV	N
sentraal	primordiais	sentraal	primordial	ADV	ADJ
sentraal	centro	sentraal	centro	ADV	N
bepaal	con	bepaal	con	V;PRS	ADP
klas	da	klas	da	N;SG	V
lughawe	aeroporto	lughawe	aeroporto	PROPN;SG	N
louis	luis	louis	luis		PROPN
louis	louis	louis	loui		PROPN
lig	luz	lig	luz	V;PRS	N
lig	os	lig	o	V;PRS	DET
vroue	as	vrou	o	N;PL	DET
kant	do	kant	do		PROPN
kant	lado	kant	lado		N
kant	secundarios	kant	secundario		ADJ
wou	quería	wil	querer	V;PST;FIN	V
wou	que	wil	que	V;PST;FIN	PRO
wou	quixen	wil	quixir	V;PST;FIN	V
rome	roma	rome	roma		PROPN
reg	leis	reg	lei		N
reg	lei	reg	lei		N
reg	a	reg	o		DET
stadium	no	stadium	no	N;SG	V
parys	parís	parys	parí		PROPN
oud	anos	oud	ano	ADV	N
oud	vellos	oud	vello	ADV	N
oud	vello	oud	vello	ADV	N
oud	vella	oud	vella	ADV	N
beskikbaar	dispoñibles	beskikbaar	dispoñible	ADV	ADJ
beskikbaar	dispoñible	beskikbaar	dispoñible	ADV	ADJ
beskikbaar	dispor	beskikbaar	dispor	ADV	V
beskikbaar	dispoñíbel	beskikbaar	dispoñíbel	ADV	ADJ
beskikbaar	haxa	beskikbaar	haber	ADV	V
beskikbaar	dispoñíbeis	beskikbaar	dispoñíbel	ADV	ADJ
sentrale	primordiais	sentraal	primordial	N;SG	ADJ
totale	de	totaal	de	N;SG	ADP
behaal	logro	behaal	logro	V;PRS	N
natuurlike	a	natuurlik	o	ADJ;NOM	DET
bied	oferta	bied	oferta	V;PRS	N
bied	lle	bied	lle	V;PRS	PRO
bied	unha	bied	un	V;PRS	DET
amptelik	oficial	amptelik	oficial	ADV	ADJ
indië	india	indië	indiar		PROPN
loopbaan	súa	loopbaan	seu	N;SG	DET
skep	unha	skep	un	V;PRS	DET
dra	a	dra	o	V;PRS	DET
hoof	principal	hoof	principal		ADJ
hoof	importante	hoof	importante		ADJ
druk	prensa	druk	prensa		N
druk	o	druk	o		DET
druk	press	druk	press		PROPN
druk	presión	druk	presión		N
boeke	os	boeke	o	N;PL	DET
meestal	principalmente	meestal	principal		ADV
meestal	maioría	meestal	maioría		N
meestal	sobre	meestal	sobre		ADP
meestal	todo	meestal	todo		DET
meestal	maiormente	meestal	maiormente		ADV
meestal	maioritariamente	meestal	maioritariamente		ADV
albei	tanto	albei	tanto	NUM	ADV
albei	dúas	albei	dous	NUM	N
albei	dous	albei	dous	NUM	N
albei	os	albei	o	NUM	DET
albei	ambos	albei	ambos	NUM	DET
gepubliseer	vivo	publiseer	vivo	V;PST;V.PTCP	ADJ
gepubliseer	viva	publiseer	vivo	V;PST;V.PTCP	ADJ
kuns	arte	kuns	arte		N
kuns	art	kuns	art		PROPN
kuns	a	kuns	o		DET
geld	os	geld	o	N;SG	DET
erken	admito	erken	admito	V;PRS	ADV
erken	que	erken	que	V;PRS	PRO
erken	admitilo	erken	admitilo	V;PRS	N
erken	que	erken	que	V;PRS	PRO
erken	os	erken	o	V;PRS	DET
verdere	máis	verder	máis	ADJ;NOM	ADV
verdere	lonxe	verder	lonxe	ADJ;NOM	ADV
maria	mary	maria	mary		PROPN
maria	maría	maria	maría		N
maria	maria	maria	maria		N
maria	maría	maria	maría		N
boom	tree	boom	trear	N;SG	PROPN
boom	crosstree	boom	crosstree	N;SG	PROPN
kanada	canadá	kanada	canadá		PROPN
national	nacional	national	nacional		ADJ
national	nacionais	national	nacional		ADJ
national	national	national	national		ADJ
russies	rusa	russies	rusa		ADJ
russies	ruso	russies	ruso		N
gelê	un	lê	un	V;PST;V.PTCP	DET
gelê	foguete	lê	foguete	V;PST;V.PTCP	N
gelê	foder	lê	foder	V;PST;V.PTCP	PROPN
gelê	déixaste	lê	déixaste	V;PST;V.PTCP	PROPN
japannese	xaponés	japannees	xaponés	ADJ;NOM	PROPN
japannese	xaponeses	japannees	xaponés	ADJ;NOM	N
diere	os	dier	o	N;PL	DET
beter	mellor	goed	mellor	ADV;CMPR	ADJ
beter	mellores	goed	mellor	ADV;CMPR	ADJ
beperk	límite	beperk	límite		N
beperk	limitado	beperk	limitado		ADJ
beperk	limitada	beperk	limitado		ADJ
liggaam	corporal	liggaam	corporal	N;SG	ADJ
verlaat	saída	verlaat	saída	V;PRS	N
white	brancos	white	branco		N
white	branco	white	branco		ADJ
white	branca	white	branco		ADJ
white	brancas	white	branco		ADJ
red	de	red	de		ADP
red	apoio	red	apoio		N
magte	as	mag	o	N;PL	DET
geraak	afectados	raak	afectado	V;PST;FIN	N
kultuur	a	kultuur	o	N;SG	DET
charles	charles	charles	charles		N
charles	carlos	charles	carlo		PROPN
heilige	santo	heilig	santo		ADJ
heilige	san	heilig	ser		ADJ
heilige	sagrado	heilig	sagrar		ADJ
heilige	santo	heilig	santo		ADJ
heilige	santos	heilig	santo		N
heilige	sagrada	heilig	sagrar		V
david	david	david	david		PROPN
kennis	coñecía	kennis	coñecer	N;SG	V
groen	verde	groen	verde		N
groen	verdes	groen	verde		N
groen	green	groen	grear		PROPN
daarom	polo	daarom	polo	PRO	N
daarom	tanto	daarom	tanto	PRO	ADV
daarom	por	daarom	por	PRO	ADP
daarom	daquela	daarom	daquela	PRO	ADV
stem	voto	stem	voto	V;PRS	N
stem	votos	stem	voto	V;PRS	N
stem	voz	stem	voz	V;PRS	N
stem	a	stem	o	V;PRS	DET
energie	enerxético	energie	enerxético	N;SG	ADJ
energie	enerxética	energie	enerxético	N;SG	ADJ
von	von	von	von		PROPN
boere	labregos	boer	labrego	N;PL	ADJ
prys	incalculábel	prys	incalculábel	N;SG	ADJ
prys	pulitzer	prys	pulitzer	N;SG	V
prys	o	prys	o	N;SG	DET
prins	príncipe	prins	príncipe		N
prins	o	prins	o		DET
gestuur	a	stuur	o	V;PST;V.PTCP	DET
broer	meu	broer	meu	N;SG	DET
studente	os	student	o	N;PL	DET
studente	aos	student	aos	N;PL	PROPN
berg	montañosa	berg	montañoso	N;SG	ADJ
berlyn	de	berlyn	de	N;SG	ADP
berlyn	berlín	berlyn	berlín	N;SG	PROPN
agter	detrás	agter	detrás		ADV
agter	de	agter	de		ADP
agter	atrás	agter	atrás		ADV
agter	tras	agter	tras		ADP
agter	por	agter	por		ADP
bronne	de	bron	de	N;PL	ADP
beleid	político	beleid	político	N;SG	ADJ
beleid	a	beleid	o	N;SG	DET
beleid	de	beleid	de	N;SG	ADP
port	porto	port	porto	PROPN;SG	N
beweeg	ningunha	beweeg	ningún	V;PRS	DET
beweeg	nada	beweeg	nada	V;PRS	PRO
beweeg	ningún	beweeg	ningún	V;PRS	DET
beweeg	non	beweeg	non	V;PRS	PART
beweeg	moverse	beweeg	moverse	V;PRS	PROPN
beweeg	a	beweeg	o	V;PRS	DET
beweeg	aquí	beweeg	aquí	V;PRS	ADV
beweeg	de	beweeg	de	V;PRS	ADP
egipte	baleira	egipte	baleira	PROPN;SG	ADJ
egipte	baleiro	egipte	baleiro	PROPN;SG	ADJ
egipte	baleiras	egipte	baleira	PROPN;SG	ADJ
egipte	valeiro	egipte	valeiro	PROPN;SG	N
iets	cousa	iets	cousa	PRO	N
brittanje	bretaña	brittanje	bretaña	N;PL	PROPN
brittanje	gran	brittanje	gran	N;PL	ADJ
asië	asia	asië	asia	N;SG	PROPN
asië	de	asië	de	N;SG	ADP
verskaf	a	verskaf	o	V;PRS	DET
verskaf	cama	verskaf	cama	V;PRS	N
verskaf	de	verskaf	de	V;PRS	ADP
verskaf	subministración	verskaf	subministración	V;PRS	N
lees	leo	lees	lear	V;PRS	PROPN
lees	le	lees	le	V;PRS	PROPN
lees	lectura	lees	lectura	V;PRS	N
lees	a	lees	o	V;PRS	DET
sir	señor	sir	señor		N
sir	xefe	sir	xefar		N
onderwys	a	onderwys	o	N;SG	DET
vinnig	rápido	vinnig	rápido		ADJ
vinnig	velocidade	vinnig	velocidade		N
periode	a	periode	o	N;SG	DET
agt	oito	agt	oito	NUM	N
manier	así	manier	así	N;SG	ADV
manier	como	manier	como	N;SG	PRO
goue	de	goud	de		ADP
goue	ouro	goud	ouro		N
teenoor	ao	teenoor	ao	ADP	PROPN
teenoor	cara	teenoor	cara	ADP	N
teenoor	a	teenoor	o	ADP	DET
teenoor	cara	teenoor	cara	ADP	N
teenoor	a	teenoor	o	ADP	DET
teenoor	ao	teenoor	ao	ADP	PROPN
teenoor	avanzar	teenoor	avanzar	ADP	V
teenoor	á	teenoor	á	ADP	N
ingesluit	moitos	insluit	moito	V;PST;V.PTCP	DET
ingesluit	de	insluit	de	V;PST;V.PTCP	ADP
tipe	escribir	tipe	escribir		V
tipe	tipo	tipe	tipo		N
tipe	de	tipe	de		ADP
tipe	clase	tipe	clase		N
peter	peter	peter	peter		V
peter	pedro	peter	pedro		N
verskeidenheid	de	verskeidenheid	de	N;SG	ADP
biskop	bispo	biskop	bispo		N
duidelik	claro	duidelik	claro	ADV	ADJ
duidelik	con	duidelik	con	ADV	ADP
duidelik	claridade	duidelik	claridade	ADV	N
duidelik	claro	duidelik	claro	ADV	ADJ
anders	diferentes	anders	diferente	CONJ	ADJ
anders	distintas	anders	distinto	CONJ	ADJ
anders	distinto	anders	distinto	CONJ	ADJ
anders	distintos	anders	distinto	CONJ	ADJ
anders	diferente	anders	diferente	CONJ	ADJ
tree	a	tree	o	V;PRS	DET
toon	ton	toon	ton	V;PRS	N
pas	para	pas	para		ADP
pas	encaixan	pas	encaixar		V
pas	ataque	pas	ataque		N
pas	encaixa	pas	encaixa		V
pas	ben	pas	ben		ADV
pas	axustan	pas	axustar		V
pas	de	pas	de		ADP
massa	masiva	massa	masivo	N;SG	ADJ
massa	de	massa	de	N;SG	ADP
gesê	dixo	sê	dicir		V
gesê	dixeron	sê	dacer		V
gesê	dixen	sê	dixir		V
gesê	que	sê	que		PRO
plekke	onde	plek	onde	N;PL	PRO
argitek	arquitecto	argitek	arquitecto		N
res	descansar	res	descansar	N;SG	V
res	demais	res	demais	N;SG	DET
lewer	fígado	lewer	fígado	V;PRS	N
ekonomie	a	ekonomie	o	N;SG	DET
ekonomie	da	ekonomie	da	N;SG	V
mark	esa	mark	ese	N;SG	DET
mark	mark	mark	mark	N;SG	PROPN
mark	a	mark	o	N;SG	DET
saak	porque	saak	porque	N;SG	CONJ
saak	causar	saak	causar	N;SG	V
den	de	den	de		ADP
den	escravos	den	escravo		N
den	escrava	den	escravo		ADJ
lae	pouco	laag	pouco		ADV
lae	baixo	laag	baixo		ADP
lae	baixa	laag	baixa		N
lae	baixas	laag	baixa		N
lae	baixos	laag	baixo		N
sake	provoca	saak	provocar	N;PL	V
sake	que	saak	que	N;PL	PRO
hoog	instituto	hoog	instituto		N
hoog	altos	hoog	alto		N
hoog	alto	hoog	alto		ADJ
hoog	alta	hoog	alto		ADJ
hoog	alto	hoog	alto		ADJ
hoog	alta	hoog	alto		ADJ
waarde	canto	waarde	canto	N;SG	PRO
mans	os	man	o	N;PL	DET
lug	ceo	lug	ceo		N
lug	aire	lug	aire		N
lug	ar	lug	ar		N
regte	os	reg	o	N;PL	DET
regte	dos	reg	dos	N;PL	PROPN
regte	real	reg	real	N;PL	ADJ
regte	de	reg	de	N;PL	ADP
dorpie	da	dorpie	da	N;SG	V
oranje	laranxa	oranje	laranxir		N
dienste	os	diens	o	N;PL	DET
digter	poeta	digter	poeta		N
digter	poetas	digter	poeta		N
digter	o	digter	o		DET
then	logo	then	logo		ADV
then	despois	then	despois		ADV
then	entón	then	entón		ADV
then	e	then	e		CONJ
then	daquela	then	daquela		ADV
tien	dez	tien	dez		N
tien	10	tien	10		NUM
gereeld	frecuencia	gereeld	frecuencia	ADV	N
gereeld	a	gereeld	o	ADV	DET
gereeld	miúdo	gereeld	miúdo	ADV	N
gereeld	veces	gereeld	vez	ADV	N
alles	todo	alles	todo	PRO	DET
alles	o	alles	o	PRO	DET
alles	todo	alles	todo	PRO	DET
alles	todos	alles	todo	PRO	DET
alles	todas	alles	todo	PRO	DET
wys	espectáculo	wys	espectáculo	V;PRS	N
gemiddelde	media	gemiddel	media	ADJ;NOM	N
gemiddelde	medio	gemiddel	medio	ADJ;NOM	N
gemiddelde	de	gemiddel	de	ADJ;NOM	ADP
gemiddelde	mediocre	gemiddel	mediocre	ADJ;NOM	N
stryd	esfórzome	stryd	esfórzome	N;SG	PROPN
stryd	por	stryd	por	N;SG	ADP
leër	exército	leër	exército	V;PRS	N
leër	do	leër	do	V;PRS	PROPN
robert	robert	robert	roberto		V
ouer	vella	oud	vella	ADV;CMPR	N
ouer	vello	oud	vello	ADV;CMPR	N
ouer	os	oud	o	ADV;CMPR	DET
ouer	maior	oud	maior	ADV;CMPR	ADJ
ouer	ancián	oud	ancián	ADV;CMPR	N
ouer	sexa	oud	ser	ADV;CMPR	V
ouer	maiores	oud	maior	ADV;CMPR	N
ouer	crecen	oud	crecer	ADV;CMPR	V
leef	vivo	leef	vivo	V;PRS	ADJ
leef	vida	leef	vida	V;PRS	N
media	mediática	media	mediática	N;SG	ADJ
media	de	media	de	N;SG	ADP
media	dos	media	dos	N;SG	PROPN
gelede	anos	gelede	ano	ADV	N
gelede	meses	gelede	mes	ADV	N
gelede	fai	gelede	facer	ADV	V
gelede	hai	gelede	haber	ADV	V
gelede	días	gelede	día	ADV	N
beïnvloed	influencia	beïnvloed	influencia	V;PRS	N
bron	de	bron	de	N;SG	ADP
behalwe	excepto	behalwe	excepto	CONJ	ADV
behalwe	só	behalwe	só	CONJ	ADV
behalwe	pero	behalwe	pero	CONJ	CONJ
behalwe	agás	behalwe	agás	CONJ	ADP
behalwe	menos	behalwe	menos	CONJ	ADV
naamlik	chamada	naamlik	chamar	ADV	V
naamlik	chamado	naamlik	chamar	ADV	V
naamlik	chámase	naamlik	chámase	ADV	V
naamlik	chamou	naamlik	chamar	ADV	V
alexander	alexander	alexander	alexander		ADJ
gepraat	falar	gepraat	falar		V
gepraat	falando	gepraat	falar		V
genoeg	abonda	genoeg	abondar		V
genoeg	suficiente	genoeg	suficiente		ADJ
genoeg	dabondo	genoeg	dabor		V
genoeg	para	genoeg	para		ADP
genoeg	abondo	genoeg	abondo		ADV
voorbeelde	por	voorbeeld	por	N;PL	ADP
teks	de	teks	de	N;SG	ADP
ierland	irlanda	ierland	irlanda		PROPN
smith	smith	smith	smith		PROPN
smith	veña	smith	vir		V
bevorder	a	bevorder	o	V;PRS	DET
studie	estudar	studie	estudar	N;SG	V
studie	estudamos	studie	estudar	N;SG	V
burgemeester	o	burgemeester	o	N;SG	DET
gebaseer	en	baseer	en	V;PST;V.PTCP	ADP
gebaseer	baseándonos	baseer	baseándonos	V;PST;V.PTCP	N
gebaseer	base	baseer	base	V;PST;V.PTCP	N
afstand	lonxe	afstand	lonxe	N;SG	ADV
afstand	as	afstand	o	N;SG	DET
afstand	até	afstand	até	N;SG	ADV
navorsing	de	navorsing	de	N;SG	ADP
navorsing	investigar	navorsing	investigar	N;SG	V
bestuur	se	bestuur	se	V;PRS	CONJ
bestuur	facelo	bestuur	facelo	V;PRS	N
bestuur	de	bestuur	de	V;PRS	ADP
bestuur	xestión	bestuur	xestión	V;PRS	N
bestuur	dirección	bestuur	dirección	V;PRS	N
bestuur	a	bestuur	o	V;PRS	DET
bestuur	a	bestuur	o	V;PRS	DET
skotland	escocia	skotland	escocia	N;SG	PROPN
hand	manual	hand	manual	N;SG	ADJ
oop	aberta	oop	aberto	ADV	ADJ
oop	abertos	oop	aberto	ADV	V
oop	abrir	oop	abrir	ADV	V
oop	aberto	oop	abrir	ADV	V
oop	abre	oop	abre	ADV	V
oop	abra	oop	abra	ADV	V
swede	suecia	swede	suecia	N;PL	PROPN
benoem	nome	benoem	nome	V;PRS	N
benoem	se	benoem	se	V;PRS	CONJ
praat	charla	praat	charlar	V;PRS	N
praat	con	praat	con	V;PRS	ADP
praat	falo	praat	falar	V;PRS	N
praat	con	praat	con	V;PRS	ADP
petrus	peter	petrus	peter		V
petrus	pedro	petrus	pedro		N
bedien	e	bedien	e	V;PRS	CONJ
gewilde	popular	gewild	popular	ADV	N
gewilde	populares	gewild	popular	ADV	ADJ
gewilde	frente	gewild	frente	ADV	N
gewilde	cantante	gewild	cantante	ADV	N
gewilde	impopular	gewild	impopular	ADV	ADJ
african	áfrica	african	áfrica	PROPN;SG	PROPN
african	africana	african	africano	PROPN;SG	ADJ
african	africanos	african	africano	PROPN;SG	ADJ
african	africano	african	africano	PROPN;SG	ADJ
thomas	thomas	thomas	thoma		N
laer	máis	laag	máis	V;PRS	ADV
laer	inferior	laag	inferior	V;PRS	ADJ
laer	baixos	laag	baixo	V;PRS	N
laer	pulmonar	laag	pulmonar	V;PRS	N
laer	calefacción	laag	calefacción	V;PRS	N
aandag	auténtica	aandag	auténtico	N;SG	ADJ
aandag	é	aandag	ser	N;SG	V
sjinese	os	sjines	o	PROPN;SG	DET
sjinese	chineses	sjines	chinés	PROPN;SG	N
sjinese	chinés	sjines	chinés	PROPN;SG	N
sjinese	chinesas	sjines	chinés	PROPN;SG	ADJ
sjinese	chinesa	sjines	chinés	PROPN;SG	ADJ
voorsien	a	voorsien	o	V;PRS	DET
all	todo	all	todo		DET
all	todos	all	todo		DET
all	todas	all	todo		DET
geleentheid	de	geleentheid	de	N;SG	ADP
steun	apoio	steun	apoio	V;PRS	N
steun	de	steun	de	V;PRS	ADP
leer	coiro	leer	coiro	V;PRS	N
leer	o	leer	o	V;PRS	DET
leer	aprendizaxe	leer	aprendizaxe	V;PRS	N
leer	a	leer	o	V;PRS	DET
leer	a	leer	o	V;PRS	DET
vloei	fluxo	vloei	fluxo	V;PRS	N
vloei	transmisión	vloei	transmisión	V;PRS	N
homself	si	homself	si	PRO;NOM;SG;3	ADV
homself	mesmo	homself	mesmo	PRO;NOM;SG;3	DET
homself	mesma	homself	mesmo	PRO;NOM;SG;3	DET
homself	se	homself	se	PRO;NOM;SG;3	CONJ
kyk	coidado	kyk	coidado	V;PRS	N
kyk	a	kyk	o	V;PRS	DET
kyk	as	kyk	o	V;PRS	DET
henry	henry	henry	henry		PROPN
henry	de	henry	de		ADP
seuns	os	seun	o	N;PL	DET
seuns	os	seun	o	N;PL	DET
glo	cres	glo	cres	V;PRS	PRO
glo	que	glo	que	V;PRS	PRO
vroeg	cedo	vroeg	cedo		ADV
vroeg	primeiras	vroeg	primeiro		ADJ
kombinasie	de	kombinasie	de	N;SG	ADP
diep	no	diep	no	ADV	V
diep	fondo	diep	fondo	ADV	N
diep	profundo	diep	profundo	ADV	ADJ
diep	profundidade	diep	profundidade	ADV	N
diep	de	diep	de	ADV	ADP
geloof	confiar	geloof	confiar	N;SG	V
murray	murray	murray	murray		PROPN
soek	buscar	soek	buscar		V
soek	procura	soek	procura		N
soek	busca	soek	buscar		V
grand	dólares	grand	dólar		N
grand	10000	grand	10000		NUM
grand	mil	grand	mil		N
graad	de	graad	de	N;SG	ADP
