que	那	que	那	PRO	DET
chama	通話	chamar	通話	V	N
chama	名字	chamar	名字	V	N
chama	名稱	chamar	名稱	V	N
chama	姓名	chamar	姓名	V	N
chama	火焰	chamar	火焰	V	PROPN
chama	他	chamar	他	V	PRO;3
través	透過	través	透過	N	ADP
través	通過	través	通過	N	ADP
lord	主	lord	主	PROPN	PART
vostedes	你	vostede	你	V	PRO;2
sol	孫	sol	孫	N	PROPN
sol	珊	sol	珊	N	PROPN
real	real	real	real	ADJ	
real	皇家	real	皇家	ADJ	N
real	皇室	real	皇室	ADJ	N
tería	應	ter	應	V	V
túas	你	tous	你	DET	PRO;2
túas	你	tous	你	DET	PRO;2
sequera	唐	sequera	唐	ADV	PROPN
sequera	don	sequera	don	ADV	
atrás	背	atrás	背	ADV	
atrás	回	atrás	回	ADV	PROPN
atrás	背後	atrás	背後	ADV	N
atrás	後面	atrás	後面	ADV	N
atrás	身後	atrás	身後	ADV	N
mozos	年輕	mozo	年輕	N	ADJ
mozos	young	mozo	young	N	
entendo	唐	enter	唐	V	PROPN
entendo	don	enter	don	V	
atención	注意	atención	注意	N	V
atención	注意	atención	注意	N	V
tampouco	要麼	tampouco	要麼	ADV	
tampouco	唐	tampouco	唐	ADV	PROPN
tampouco	don	tampouco	don	ADV	
culpa	因為	culpa	因為	N	ADP
culpa	愧疚	culpa	愧疚	N	
culpa	責怪	culpa	責怪	N	V
50	fifty	50	fifty	NUM	
dólares	美	dólar	美	N	PROPN
saben	你	saber	你	V	PRO;2
saben	她們	saber	她	V	PRO;PL;3
saben	他們	saber	他	V	PRO;PL;3
saben	它們	saber	它	V	PRO;PL;3
situación	這	situación	這	N	PRO
situación	這	situación	這	N	DET
segue	仍然	seguir	仍然	V	ADV
segue	依然	seguir	依然	V	ADV
axudar	你	axudar	你	V	PRO;2
sete	七七	sete	七七	N	NUM
sete	七	sete	七	N	NUM
sete	七	sete	七	N	NUM
sete	seven	sete	seven	N	
libre	free	libre	free	ADJ	
libre	自由	libre	自由	ADJ	N
libre	免費	libre	免費	ADJ	N
libre	關	libre	關	ADJ	PROPN
libre	關閉	libre	關閉	ADJ	V
acó	這裡	acó	這裡	ADV	PRO
sur	南方	sur	南方	N	PROPN
sur	南方	sur	南方	N	PROPN
carallo	地獄	carallo	地獄	ADV	N
carallo	你	carallo	你	ADV	PRO;2
toma	這裡	toma	這裡	N	PRO
lume	火焰	lume	火焰	N	PROPN
lume	輕	lume	輕	N	
perder	廢物	perder	廢物	V	N
fixeron	她們	facer	她	V	PRO;PL;3
fixeron	他們	facer	他	V	PRO;PL;3
fixeron	它們	facer	它	V	PRO;PL;3
stark	stark	stark	stark	V	
xogo	玩	xogo	玩	N	V
xogo	播放	xogo	播放	N	V
xogo	game	xogo	game	N	
xogo	博弈	xogo	博弈	N	V
xogar	彈	xogar	彈	V	N
xogar	game	xogar	game	V	
xogar	比賽	xogar	比賽	V	N
xogar	遊戲	xogar	遊戲	V	N
peor	最	peor	最	N	ADV
peor	最壞	peor	最壞	N	ADJ
peor	最	peor	最	N	ADV
velo	你	velar	你	V	PRO;2
simplemente	只要	simple	只要	ADV	ADP
ha	威爾	haber	威爾	V	PROPN
ha	元	haber	元	V	PROPN
detrás	背	detrás	背	ADV	
detrás	回	detrás	回	ADV	PROPN
detrás	背後	detrás	背後	ADV	N
detrás	後面	detrás	後面	ADV	N
detrás	身後	detrás	身後	ADV	N
detrás	之後	detrás	之後	ADV	N
maioría	最多	maioría	最多	N	ADJ
maioría	大	maioría	大	N	PART
maioría	多數	maioría	多數	N	ADJ
maioría	大多	maioría	大多	N	ADV
maioría	大	maioría	大	N	ADV
maioría	多數	maioría	多數	N	ADJ
tras	後	tras	後	ADP	ADV
tras	之後	tras	之後	ADP	N
tras	背後	tras	背後	ADP	N
tras	後面	tras	後面	ADP	N
tras	身後	tras	身後	ADP	N
partes	零	parte	零	N	NUM
buscar	而且	buscar	而且	V	ADV
buscar	和	buscar	和	V	ADP
buscar	還	buscar	還	V	ADV
fame	餓死	fame	餓死	N	V
fame	挨餓	fame	挨餓	N	
fame	餓	fame	餓	N	V
fame	餓	fame	餓	N	V
arriba	樓上	arriba	樓上	ADV	N
arriba	獲取	arriba	獲取	ADV	V
arriba	獲得	arriba	獲得	ADV	V
arriba	得到	arriba	得到	ADV	V
única	一	único	一	ADJ	NUM
única	one	único	one	ADJ	
única	一	único	一	ADJ	NUM
única	只	único	只	ADJ	ADV
única	只有	único	只有	ADJ	ADP
veu	這裡	vir	這裡	V	PRO
soño	夢幻	soño	夢幻	N	ADJ
soño	做夢	soño	做夢	N	V
soño	關於	soño	關於	N	ADP
ve	你	ver	你	V	PRO;2
mary	mary	mary	mary	PROPN	
mary	瑪麗	mary	瑪麗	PROPN	PROPN
mary	瑪莉	mary	瑪莉	PROPN	PROPN
boca	你	boca	你	N	PRO;2
estivo	你	estar	你	V	PRO;2
estivo	她	estar	她	V	PRO;3
falta	缺少	falta	缺少	N	V
falta	失蹤	falta	失蹤	N	V
falta	遺失	falta	遺失	N	V
falta	需要	falta	需要	N	V
negro	black	negro	black	N	
aprender	學	aprender	學	V	N
aprender	學	aprender	學	V	N
cantos	許多	canto	許多	N	NUM
cantos	如何	canto	如何	N	
cantos	老	canto	老	N	PART
cantos	舊	canto	舊	N	ADJ
cantos	舊	canto	舊	N	PART
social	社會	social	社會	ADJ	N
social	社交	social	社交	ADJ	N
cariño	dear	cariño	dear	N	
cariño	baby	cariño	baby	N	PROPN
nacional	national	nacional	national	ADJ	
nacional	國家	nacional	國家	ADJ	N
nacional	守衛	nacional	守衛	ADJ	V
nacional	衛兵	nacional	衛兵	ADJ	N
nacional	警衛	nacional	警衛	ADJ	N
nacional	守護	nacional	守護	ADJ	N
carne	肉食	carne	肉食	N	V
marcha	關	marcha	關	N	PROPN
marcha	關閉	marcha	關閉	N	V
marcha	三	marcha	三	N	NUM
marcha	獲取	marcha	獲取	N	V
marcha	獲得	marcha	獲得	N	V
marcha	得到	marcha	得到	N	V
resto	休息	resto	休息	N	V
resto	其他	resto	其他	N	DET
chan	向	chan	向	N	ADP
roupa	洗衣	roupa	洗衣	N	V
vista	視	vista	視	N	V
vista	檢視	vista	檢視	N	V
vista	瀏覽	vista	瀏覽	N	V
duro	難	duro	難	ADJ	N
duro	硬	duro	硬	ADJ	PART
duro	辛苦	duro	辛苦	ADJ	N
duro	艱難	duro	艱難	ADJ	N
duro	強硬	duro	強硬	ADJ	N
duro	毛	duro	毛	ADJ	PROPN
duro	粗	duro	粗	ADJ	PART
duro	粗糙	duro	粗糙	ADJ	N
longo	久	longo	久	ADJ	N
longo	長	longo	長	ADJ	PART
longo	沿	longo	沿	ADJ	N
vietnam	越南	vietnam	越南	PROPN	PROPN
vietnam	越南	vietnam	越南	PROPN	PROPN
último	上次	último	上次	ADJ	N
último	最後	último	最後	ADJ	N
último	一	último	一	ADJ	NUM
último	one	último	one	ADJ	
último	一	último	一	ADJ	NUM
café	cafe	café	cafe	N	
nese	那	nese	那	ADV	DET
vella	老	vella	老	N	PART
vella	舊	vella	舊	N	ADJ
vella	舊	vella	舊	N	PART
volve	背	volver	背	V	
volve	回	volver	回	V	PROPN
volve	再次	volver	再次	V	ADV
idade	老	idade	老	N	PART
idade	舊	idade	舊	N	ADJ
idade	舊	idade	舊	N	PART
precisamos	需求	precisar	需求	V	N
vive	活	vivir	活	V	N
vive	live	vivir	live	V	
humanos	人類	humano	人類	ADJ	N
humanos	人類	humano	人類	ADJ	N
gústame	讚	gústame	讚	PROPN	
gústame	就	gústame	就	PROPN	ADV
gústame	像	gústame	像	PROPN	ADP
gústame	喜歡	gústame	喜歡	PROPN	V
chamar	電話	chamar	電話	V	N
chamar	通話	chamar	通話	V	N
chamar	你	chamar	你	V	PRO;2
media	平均	media	平均	N	ADV
media	平均	media	平均	N	ADJ
media	一半	media	一半	N	NUM
media	半	media	半	N	PART
estará	將	estar	將	V	V;CAUS
estará	威爾	estar	威爾	V	PROPN
estará	她	estar	她	V	PRO;3
querido	dear	querer	dear	V	
humano	人類	humano	人類	ADJ	N
humano	人	humano	人	ADJ	N
humano	男人	humano	男人	ADJ	N
humano	man	humano	man	ADJ	
estades	你	estade	你	V	PRO;2
talvez	may	talvez	may	ADV	
talvez	梅	talvez	梅	ADV	PROPN
talvez	五	talvez	五	ADV	NUM
talvez	五	talvez	五	ADV	NUM
dela	她	delar	她	PROPN	PRO;3
dela	來	delar	來	PROPN	V
dela	從	delar	從	PROPN	ADP
loita	掙扎	loita	掙扎	N	V
loita	打	loita	打	N	V
ler	閱讀	ler	閱讀	V	N
ler	閱讀	ler	閱讀	V	N
ler	讀書	ler	讀書	V	N
par	配對	par	配對	N	V
par	兩	par	兩	N	NUM
par	兩	par	兩	N	NUM
par	二	par	二	N	NUM
frío	冷冷	frío	冷冷	N	ADV
frío	寒冷	frío	寒冷	N	ADJ
frío	冷	frío	冷	N	
can	竇	can	竇	N	PROPN
deu	你	dar	你	V	PRO;2
malo	錯誤	malo	錯誤	PROPN	N
malo	錯	malo	錯	PROPN	
malo	壞	malo	壞	PROPN	N
cre	你	crer	你	V	PRO;2
branco	white	branco	white	ADJ	
branco	白	branco	白	ADJ	N
branco	白色	branco	白色	ADJ	N
branco	人	branco	人	ADJ	N
branco	男人	branco	男人	ADJ	N
branco	man	branco	man	ADJ	
seino	那	seino	那	ADV	DET
semanas	周	semana	周	N	PROPN
cámara	照相	cámara	照相	N	V
cámara	攝影	cámara	攝影	N	V
sodes	你	sode	你	V	PRO;2
partido	game	partido	game	N	
partido	博弈	partido	博弈	N	V
partido	派	partido	派	N	V;CAUS
mortos	被	morto	被	N	V;PASS
dixeches	你	dixeche	你	V	PRO;2
teña	那	ter	那	V	DET
teña	這裡	ter	這裡	V	PRO
cambio	改變	cambio	改變	N	V
cambio	更	cambio	更	N	ADV
cambio	變更	cambio	變更	N	V
cambio	變	cambio	變	N	V
escribir	寫作	escribir	寫作	V	N
escribir	寫作	escribir	寫作	V	N
soldados	士兵	soldar	士兵	V	N
haberá	威爾	haber	威爾	V	PROPN
deben	應	deber	應	V	V
deben	必須	deber	必須	V	V
deben	她們	deber	她	V	PRO;PL;3
deben	他們	deber	他	V	PRO;PL;3
deben	它們	deber	它	V	PRO;PL;3
intre	第二	intre	第二	N	NUM
abonda	那	abondar	那	V	DET
john	john	jo	john	PROPN	
alteza	你	altezar	你	N	PRO;2
alteza	grace	altezar	grace	N	
estados	美洲	estado	美洲	N	PROPN
estados	美國	estado	美國	N	PROPN
cambiar	更	cambiar	更	V	ADV
san	健康	ser	健康	ADJ	N
san	san	ser	san	ADJ	
san	聖人	ser	聖人	ADJ	N
san	聖	ser	聖	ADJ	PROPN
francia	法國	francia	法國	N	PROPN
robert	羅伯特	roberto	羅伯特	V	PROPN
robert	robert	roberto	robert	V	
ceo	sky	ceo	sky	N	
casar	已婚	casar	已婚	V	N
casas	首頁	casa	首頁	N	
casas	home	casa	home	N	
mellores	best	mellor	best	ADJ	
modo	慢慢	modo	慢慢	N	ADJ
raíña	queen	raíña	queen	N	
diga	你	dicir	你	V	PRO;2
podedes	你	podede	你	V	PRO;2
fora	外部	ir	外部	V	N
fora	室外	ir	室外	V	N
fora	外面	ir	外面	V	N
fora	外	ir	外	V	N
director	主任	director	主任	ADJ	N
director	導演	director	導演	ADJ	V
director	司長	director	司長	ADJ	N
director	校長	director	校長	ADJ	N
director	管理	director	管理	ADJ	V
director	經理	director	經理	ADJ	N
director	經理	director	經理	ADJ	N
director	指揮	director	指揮	ADJ	V
resposta	回答	resposta	回答	N	V
resposta	答復	resposta	答復	N	V
resposta	回覆	resposta	回覆	N	V
debes	你	deber	你	V	PRO;2
debes	應	deber	應	V	V
debes	必須	deber	必須	V	V
debes	欠	deber	欠	V	
señorita	miss	señoritar	miss	N	
señorita	小	señoritar	小	N	PART
normal	常態	normal	常態	ADJ	N
normal	正常	normal	正常	ADJ	N
normal	定期	normal	定期	ADJ	N
normal	經常	normal	經常	ADJ	ADV
disto	這	distar	這	PROPN	PRO
disto	這	distar	這	PROPN	DET
disto	關於	distar	關於	PROPN	ADP
disto	那	distar	那	PROPN	DET
espera	等	esperar	等	V	N
espera	等	esperar	等	V	N
espera	等	esperar	等	V	N
mirar	手錶	mirar	手錶	V	N
dille	她	dille	她	V	PRO;3
dese	那	dar	那	PROPN	DET
dese	這	dar	這	PROPN	PRO
dese	這	dar	這	PROPN	DET
dese	關於	dar	關於	PROPN	ADP
silencio	沈	silencio	沈	N	PROPN
silencio	緘默	silencio	緘默	N	PROPN
silencio	沈	silencio	沈	N	PROPN
silencio	無聲	silencio	無聲	N	V
precisa	需求	preciso	需求	ADJ	N
precisa	需要	preciso	需要	ADJ	V
precisa	需求	preciso	需求	ADJ	N
precisa	需要	preciso	需要	ADJ	V
precisa	需要	preciso	需要	ADJ	V
aire	air	aire	air	N	
sra	miss	srar	miss	N	
sra	小	srar	小	N	PART
agardar	等	agardar	等	V	N
agardar	等	agardar	等	V	N
agardar	等	agardar	等	V	N
loitar	打架	loitar	打架	V	N
loitar	戰鬥	loitar	戰鬥	V	N
loitar	格鬥	loitar	格鬥	V	N
loitar	打架	loitar	打架	V	N
loitar	戰鬥	loitar	戰鬥	V	N
terá	威爾	ter	威爾	V	PROPN
terá	你	ter	你	V	PRO;2
estraño	奇怪	estraño	奇怪	ADJ	N
estraño	陌生	estraño	陌生	ADJ	N
estraño	搞笑	estraño	搞笑	ADJ	N
estraño	好笑	estraño	好笑	ADJ	N
estraño	單數	estraño	單數	ADJ	N
estraño	怪	estraño	怪	ADJ	N
estraño	怪	estraño	怪	ADJ	N
una	一	unir	一	V	NUM
una	one	unir	one	V	
una	一	unir	一	V	NUM
ouro	金	ouro	金	N	PROPN
ouro	金子	ouro	金子	N	PROPN
ouro	gold	ouro	gold	N	
ouro	golden	ouro	golden	N	
hei	元	hei	元	V	PROPN
hei	威爾	hei	威爾	V	PROPN
hei	嘿	hei	嘿	V	
díxome	她	díxome	她	V	PRO;3
vemos	你	ver	你	V	PRO;2
paso	透過	paso	透過	N	ADP
paso	通過	paso	通過	N	ADP
cuestión	提問	cuestión	提問	N	V
negocio	交易	negocio	交易	N	V
ocorre	錯誤	ocorrer	錯誤	V	N
ocorre	錯	ocorrer	錯	V	
cabalo	馬	cabalo	馬	PROPN	N
cabalo	馬匹	cabalo	馬匹	PROPN	N
parvo	白痴	parvo	白痴	N	PROPN
parvo	笨	parvo	笨	N	PART
parvo	笨	parvo	笨	N	ADJ
parvo	傻	parvo	傻	N	
parvo	傻	parvo	傻	N	
tiñan	她們	ter	她	V	PRO;PL;3
tiñan	他們	ter	他	V	PRO;PL;3
tiñan	它們	ter	它	V	PRO;PL;3
unidos	國家	unir	國家	V	N
unidos	美洲	unir	美洲	V	PROPN
unidos	美國	unir	美國	V	PROPN
unidos	一起	unir	一起	V	N
mesmos	相同	mesmo	相同	DET	ADJ
pensaba	思想	pensar	思想	V	N
pensaba	思維	pensar	思維	V	N
pensaba	思考	pensar	思考	V	N
esperanza	希望	esperanza	希望	N	V
esperanza	hope	esperanza	hope	N	
opinión	你	opinión	你	N	PRO;2
escoitar	聽	escoitar	聽	V	ADP
arredor	圍繞	arredor	圍繞	ADV	V
arredor	圍繞	arredor	圍繞	ADV	V
arredor	周圍	arredor	周圍	ADV	N
arredor	關於	arredor	關於	ADV	ADP
crer	那	crer	那	V	DET
oficina	辦公	oficinar	辦公	N	V
oficina	辦公	oficinar	辦公	N	V
oficina	辦事	oficinar	辦事	N	V
fondo	深	fondo	深	N	PART
fondo	向	fondo	向	N	ADP
fondo	背	fondo	背	N	
fondo	回	fondo	回	N	PROPN
contar	你	contar	你	V	PRO;2
contar	數	contar	數	V	N
contar	伯爵	contar	伯爵	V	N
contar	數數	contar	數數	V	N
contar	計數	contar	計數	V	N
causa	因為	causa	因為	N	ADP
verán	summer	ver	summer	V	
verán	夏日	ver	夏日	V	N
verán	夏季	ver	夏季	V	N
verán	暑假	ver	暑假	V	N
verán	夏天	ver	夏天	V	N
correcto	右	correcto	右	ADJ	N
londres	倫敦	londres	倫敦	N	PROPN
ademais	和	ademais	和	ADV	ADP
ademais	況	ademais	況	ADV	N
ante	以前	ante	以前	ADP	N
ante	前	ante	前	ADP	N
ante	之前	ante	之前	ADP	N
vaite	你	vaite	你	V	PRO;2
bonito	很好	bonito	很好	N	ADJ
bonito	尼斯	bonito	尼斯	N	PROPN
bonito	美	bonito	美	N	PROPN
bebé	baby	bebé	baby	N	PROPN
simple	單	simple	單	ADJ	NUM
simple	單人	simple	單人	ADJ	N
simple	單身	simple	單身	ADJ	N
simple	單	simple	單	ADJ	NUM
simple	只	simple	只	ADJ	ADV
simple	只要	simple	只要	ADJ	ADP
metade	一半	metade	一半	N	NUM
metade	半	metade	半	N	PART
pelo	毛	pelo	毛	N	PROPN
estabas	你	estar	你	V	PRO;2
festa	派	festa	派	N	V;CAUS
proba	證明	proba	證明	N	V
proba	嘗試	proba	嘗試	N	V
proba	試試	proba	試試	N	V
respecto	關於	respecto	關於	N	ADP
respecto	那	respecto	那	N	DET
respecto	尊敬	respecto	尊敬	N	V
lista	列表	lista	列表	N	
lista	致電	lista	致電	N	V
lista	打電	lista	打電	N	V
lista	呼叫	lista	呼叫	N	V
gañar	贏了	gañar	贏了	V	
gañar	勝利	gañar	勝利	V	N
gañar	win	gañar	win	V	
dixeron	她們	dacer	她	V	PRO;PL;3
dixeron	他們	dacer	他	V	PRO;PL;3
dixeron	它們	dacer	它	V	PRO;PL;3
pena	太	pena	太	N	ADV
interesante	有趣	interesante	有趣	ADJ	N
calor	熱	calor	熱	N	PART
calor	熱	calor	熱	N	PART
calor	加熱	calor	加熱	N	V
doce	十二	doce	十二	N	NUM
mesa	表	mesa	表	N	
mesa	服務	mesa	服務	N	V
mesa	辦公	mesa	辦公	N	V
destes	這些	dar	這些	V	DET
destes	一	dar	一	V	NUM
destes	one	dar	one	V	
destes	一	dar	一	V	NUM
destes	那些	dar	那些	V	DET
comunista	red	comunista	red	N	
natureza	大	natureza	大	N	ADJ
pronto	不久	pronto	不久	ADV	N
soldado	戰士	soldar	戰士	V	N
soldado	兵	soldar	兵	V	N
soldado	士兵	soldar	士兵	V	N
soldado	軍人	soldar	軍人	V	N
soldado	隱私	soldar	隱私	V	N
soldado	私人	soldar	私人	V	ADJ
soldado	私營	soldar	私營	V	N
rapazas	girls	rapaz	girls	N	
liña	line	liña	line	N	
viches	你	viche	你	V	PRO;2
viches	鋸	viche	鋸	V	N
viches	鋸子	viche	鋸子	V	N
cho	你	cho	你		PRO;2
cho	那	cho	那		DET
cho	趙	cho	趙		PROPN
posible	可能	posible	可能	ADJ	N
posible	best	posible	best	ADJ	
enriba	頂	enriba	頂	ADV	N
enriba	top	enriba	top	ADV	
enriba	頂端	enriba	頂端	ADV	N
enriba	熱門	enriba	熱門	ADV	N
enriba	最高	enriba	最高	ADV	ADJ
enriba	上方	enriba	上方	ADV	N
enriba	以上	enriba	以上	ADV	DET
aquel	一	aquel	一	DET	NUM
aquel	one	aquel	one	DET	
aquel	一	aquel	一	DET	NUM
aquel	誰	aquel	誰	DET	PRO
carson	carson	carson	carson	PROPN	
oito	八	oito	八	N	NUM
oito	八	oito	八	N	NUM
fagas	唐	facer	唐	V	PROPN
fagas	don	facer	don	V	
maio	may	maio	may	N	
maio	梅	maio	梅	N	PROPN
maio	五	maio	五	N	NUM
maio	五	maio	五	N	NUM
arte	art	arte	art	N	
sendo	仍然	ser	仍然	V	ADV
sendo	依然	ser	依然	V	ADV
preguntas	問	pregunta	問	N	
preguntas	你	pregunta	你	N	PRO;2
1	one	1	one	NUM	
novos	新	novo	新	ADJ	PART
novos	young	novo	young	ADJ	
dirección	管理	dirección	管理	N	V
funciona	工程	funcionar	工程	V	N
funciona	作品	funcionar	作品	V	N
funciona	工作	funcionar	工作	V	N
funciona	工作	funcionar	工作	V	N
desculpe	乞求	desculpe	乞求	PROPN	V
desculpe	你	desculpe	你	PROPN	PRO;2
posíbel	可能	posíbel	可能	ADJ	N
pobres	窮	pobre	窮	N	
preocupes	關於	preocupe	關於	ADV	ADP
preocupes	頭腦	preocupe	頭腦	ADV	N
preocupes	心靈	preocupe	心靈	ADV	N
servizo	服務	servizo	服務	N	V
nenas	girls	neno	girls	N	
senta	座位	sentar	座位	V	N
senta	往下	sentar	往下	V	N
senta	向	sentar	向	V	ADP
miles	數千	mil	數千	N	NUM
miles	千	mil	千	N	NUM
miles	億萬	mil	億萬	N	NUM
movemento	移動	movemento	移動	N	V
segunda	第二	segundo	第二	ADJ	NUM
segunda	秒	segundo	秒	ADJ	N
mo	你	mo	你		PRO;2
tenda	shop	tenda	shop	N	
aqueles	誰	aquel	誰	DET	PRO
cantas	如何	canto	如何	DET	
cantas	許多	canto	許多	DET	NUM
cantas	你	canto	你	DET	PRO;2
baixa	向	baixa	向	N	ADP
baixa	低	baixa	低	N	PART
baixa	獲取	baixa	獲取	N	V
baixa	獲得	baixa	獲得	N	V
baixa	得到	baixa	得到	N	V
baixa	出局	baixa	出局	N	V
viu	鋸	ver	鋸	V	N
viu	鋸子	ver	鋸子	V	N
viu	你	ver	你	V	PRO;2
público	公眾	público	公眾	ADJ	N
público	公開	público	公開	ADJ	V
público	觀眾	público	觀眾	ADJ	N
cabrón	王	cabrón	王	N	PROPN
cabrón	你	cabrón	你	N	PRO;2
presente	現任	presente	現任	ADJ	N
presente	這裡	presente	這裡	ADJ	PRO
deberías	你	deber	你	V	PRO;2
deberías	應	deber	應	V	V
memoria	回憶	memoria	回憶	N	V
cativos	兒童	cativo	兒童	ADJ	N
cativos	小孩	cativo	小孩	ADJ	N
tema	關於	tema	關於	N	ADP
cabo	出局	cabo	出局	N	V
cabo	後	cabo	後	N	ADV
sabedes	你	sabede	你	N	PRO;2
produción	製作	produción	製作	N	V
produción	生產	produción	生產	N	V
chamada	電話	chamar	電話	V	N
chamada	通話	chamar	通話	V	N
chamada	電話	chamar	電話	V	N
chamada	手機	chamar	手機	V	N
sala	生活	sala	生活	N	V
tía	伯母	tía	伯母	N	PROPN
tía	阿姨	tía	阿姨	N	PROPN
triste	悲哀	triste	悲哀	ADJ	N
triste	悲傷	triste	悲傷	ADJ	N
triste	傷心	triste	傷心	ADJ	N
triste	難過	triste	難過	ADJ	N
pés	你	pés	你	N	PRO;2
trata	關於	tratar	關於	V	ADP
trata	這	tratar	這	V	PRO
trata	這	tratar	這	V	DET
xeitos	總	xeito	總	N	ADJ
xeitos	不管	xeito	不管	N	ADP
xeitos	反正	xeito	反正	N	
xeitos	無論	xeito	無論	N	ADP
vinte	你	vinte	你	N	PRO;2
vinte	twenty	vinte	twenty	N	
vinte	二十	vinte	二十	N	NUM
digas	你	dicir	你	V	PRO;2
digas	唐	dicir	唐	V	PROPN
digas	don	dicir	don	V	
comunistas	共產	comunista	共產	N	V
desa	那	dase	那	PROPN	DET
desa	這	dase	這	PROPN	PRO
desa	這	dase	這	PROPN	DET
desa	來	dase	來	PROPN	V
desa	從	dase	從	PROPN	ADP
desa	讚	dase	讚	PROPN	
desa	就	dase	就	PROPN	ADV
desa	像	dase	像	PROPN	ADP
desa	喜歡	dase	喜歡	PROPN	V
sexan	她們	ser	她	V	PRO;PL;3
sexan	他們	ser	他	V	PRO;PL;3
sexan	它們	ser	它	V	PRO;PL;3
queira	想要	queira	想要	V	
queira	你	queira	你	V	PRO;2
queira	讚	queira	讚	V	
queira	就	queira	就	V	ADV
queira	像	queira	像	V	ADP
cantidade	如何	cantidade	如何	N	
cantidade	未	cantidade	未	N	ADV;NEG
cantidade	不	cantidade	不	N	ADV;NEG
listo	smart	listo	smart	N	
facía	她	facer	她	V	PRO;3
ordes	命令	orde	命令	N	V
ordes	命令	orde	命令	N	V
ordes	訂單	orde	訂單	N	V
ordes	命令	orde	命令	N	V
ordes	指揮	orde	指揮	N	V
pequenos	小	pequeno	小	ADJ	PART
pequenos	小型	pequeno	小型	ADJ	N
pequenos	小	pequeno	小	ADJ	PART
pequenos	較	pequeno	較	ADJ	ADV
pequenos	小	pequeno	小	ADJ	PART
pequenos	兒童	pequeno	兒童	ADJ	N
mala	壞	mal	壞	ADJ	N
cedo	提早	cedo	提早	ADV	V
cedo	早期	cedo	早期	ADV	N
cedo	提前	cedo	提前	ADV	V
cedo	不久	cedo	不久	ADV	N
farei	威爾	facer	威爾	V	PROPN
farei	元	facer	元	V	PROPN
veñen	她們	vir	她	V	PRO;PL;3
veñen	他們	vir	他	V	PRO;PL;3
veñen	它們	vir	它	V	PRO;PL;3
veñen	從	vir	從	V	ADP
falo	關於	falar	關於	N	ADP
falo	聊	falar	聊	N	V
banda	一	banda	一	N	NUM
banda	幫	banda	幫	N	ADP
principio	首先	principio	首先	N	
principio	第一	principio	第一	N	NUM
tedes	你	tede	你	V	PRO;2
dereita	轉	dereita	轉	N	
déixao	讓	déixao	讓	PROPN	V;CAUS
déixao	休假	déixao	休假	PROPN	V
déixao	離開	déixao	離開	PROPN	V
déixao	停止	déixao	停止	PROPN	V
espectáculo	展示	espectáculo	展示	N	V
espectáculo	顯示	espectáculo	顯示	N	V
espectáculo	show	espectáculo	show	N	
cociña	做飯	cociñar	做飯	N	V
cociña	煮	cociñar	煮	N	V
cociña	煮飯	cociñar	煮飯	N	V
viva	活著	vivo	活著	ADJ	V
viva	生活	vivo	生活	ADJ	V
viva	久	vivo	久	ADJ	N
viva	長	vivo	長	ADJ	PART
viva	活	vivo	活	ADJ	N
viva	直播	vivo	直播	ADJ	V
viva	live	vivo	live	ADJ	
preguntar	問	preguntar	問	V	
preguntar	問題	preguntar	問題	V	N
preguntar	你	preguntar	你	V	PRO;2
totalmente	充分	total	充分	ADV	
fácil	容易	fácil	容易	ADJ	ADV
fermosa	漂亮	fermosa	漂亮	ADJ	N
fermosa	美	fermosa	美	ADJ	PROPN
fermosa	美女	fermosa	美女	ADJ	N
fermosa	美麗	fermosa	美麗	ADJ	N
fermosa	尼斯	fermosa	尼斯	ADJ	PROPN
fermosa	漂亮	fermosa	漂亮	ADJ	N
traballa	工程	traballar	工程	V	N
traballa	作品	traballar	作品	V	N
traballa	工作	traballar	工作	V	N
traballa	她	traballar	她	V	PRO;3
traballa	工作	traballar	工作	V	N
sexas	你	ser	你		PRO;2
sexas	唐	ser	唐		PROPN
sexas	don	ser	don		
falando	關於	falar	關於	V	ADP
100	hundred	100	hundred	NUM	
100	百	100	百	NUM	PROPN
xeral	一般	xeral	一般	ADJ	ADV
río	江	río	江	N	PROPN
río	rio	río	rio	N	
pensando	思維	pensar	思維	V	N
pensando	思考	pensar	思考	V	N
pensando	關於	pensar	關於	V	ADP
pensando	頭腦	pensar	頭腦	V	N
pensando	心靈	pensar	心靈	V	N
volveu	背	volver	背	V	
volveu	回	volver	回	V	PROPN
volveu	再次	volver	再次	V	ADV
volveu	首頁	volver	首頁	V	
volveu	家	volver	家	V	N
volveu	home	volver	home	V	
volveu	住家	volver	住家	V	N
coñeces	你	coñecer	你	V	PRO;2
especial	特別	especial	特別	ADJ	ADV
vosos	你	voso	你	DET	PRO;2
busca	搜尋	buscar	搜尋	V	N
necesito	需求	necesito	需求	V	N
xenial	棒	xenial	棒	ADJ	N
xenial	酷	xenial	酷	ADJ	N
andar	步行	andar	步行	V	N
andar	步行	andar	步行	V	N
andar	下限	andar	下限	V	N
andar	地板	andar	地板	V	N
humana	人類	humano	人類	ADJ	N
control	控制	control	控制	N	V
control	控制	control	控制	N	V
pracer	你	pracer	你	V	PRO;2
pracer	很好	pracer	很好	V	ADJ
pracer	尼斯	pracer	尼斯	V	PROPN
consello	建議	consello	建議	N	V
consello	聽證	consello	聽證	N	V
europa	歐洲	europa	歐洲	PROPN	PROPN
