heller	heller	hell	heller	ADJ	N;NOM;SG
anzeigen	vaade	anzeigen	vaade	V;NFIN	N;NOM;SG
anzeigen	reklaamid	anzeigen	reklaam	V;NFIN	N;NOM;PL
anzeigen	reklaame	anzeigen	reklaam	V;NFIN	N;PRT;PL
anzeigen	näitamine	anzeigen	näitamine	V;NFIN	N;NOM;SG
anzeigen	etendus	anzeigen	etendus	V;NFIN	N;NOM;SG
anzeigen	show	anzeigen	show	V;NFIN	N;NOM;SG
alain	alain	alain	alain	PROPN;NOM;MASC;SG	N;NOM;SG
blättern	leht	blättern	leht	V;NFIN	N;NOM;SG
blättern	lehti	blättern	leht	V;NFIN	N;PRT;PL
blättern	lehed	blättern	leht	V;NFIN	N;NOM;PL
blättern	keri	blättern	keri	V;NFIN	N;NOM;SG
angetrieben	jõul	antreiben	jõud	V;V.PTCP	N;AT+ESS
;SG
wiederholen	korduv	wiederholen	korduv	V;NFIN	ADJ;NOM;SG;PRS;V.PTCP;ACT
wiederholen	korda	wiederholen	kord	V;NFIN	N;PRT;SG
wiederholen	kordamine	wiederholen	kordamine	V;NFIN	N;NOM;SG
astronomie	astronoomia	astronomie	astronoomia		N;NOM;SG
stadtzentrum	kesklinna	stadtzentrum	kesk_linn	V;V.PTCP	N;IN+ALL;LGSPEC1;SG
stadtzentrum	kesklinn	stadtzentrum	kesk_linn	V;V.PTCP	N;NOM;SG
stadtzentrum	kesklinnas	stadtzentrum	kesk_linn	V;V.PTCP	N;IN+ESS;SG
stadtzentrum	keskus	stadtzentrum	keskus	V;V.PTCP	N;NOM;SG
decke	laed	decken	lage		N;NOM;PL
decke	teki	decken	tekk		N;NOM;SG
decke	tekk	decken	tekk		N;NOM;SG
decke	tekke	decken	teke		N;NOM;SG
decke	tekid	decken	tekk		N;NOM;PL
decke	lagi	decken	lagi		N;NOM;SG
decke	katus	decken	katus		N;NOM;SG
wohnt	elud	wohnen	elu	V;IND;SG;3;PRS;FIN	N;NOM;PL
schritte	sammud	schritt	samm		N;NOM;PL
schritte	jälgedes	schritt	jälg		N;IN+ESS;PL
schritte	astmed	schritt	aste		N;NOM;PL
schritte	sammud	schritt	samm		N;NOM;PL
wachsenden	kasvab	wachsend	kasvama	V;PL;FIN	V;IND;SG;3;PRS;FIN;ACT
wachsenden	kasvav	wachsend	kasvav	V;PL;FIN	ADJ;NOM;SG;PRS;V.PTCP;ACT
dominiert	domineeriv	dominieren	domineeriv	V;V.PTCP	ADJ;NOM;SG;PRS;V.PTCP;ACT
michail	mihhail	michail	mihhail	PROPN;NOM;MASC;SG	N;NOM;SG
linden	pärna	linden	pärn		N;NOM;SG
ulrike	sarah	ulrike	sarah	PROPN;NOM;FEM;SG	N;NOM;SG
ulrike	julia	ulrike	julia	PROPN;NOM;FEM;SG	N;NOM;SG
nicholas	nicolas	nicholas	nicolas	PROPN;NOM;SG	N;NOM;SG
nicholas	nikolai	nicholas	nikolai	PROPN;NOM;SG	N;NOM;SG
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;SG	N;NOM;SG
jubiläum	juubeli	jubiläum	juubel	N;NOM;NEUT;SG	N;PRT;SG
jubiläum	aastapäevad	jubiläum	aasta_päev	N;NOM;NEUT;SG	N;NOM;PL
jubiläum	aastapäeva	jubiläum	aasta_päev	N;NOM;NEUT;SG	N;PRT;SG
schnabel	nokk	schnabel	nokk	ADJ	N;NOM;SG
française	française	française	franlaine	PROPN;NOM;SG	N;NOM;SG
schriftlich	kirjutatud	schriftlich	kirjutama	ADJ	V;PST;V.PTCP;PASS
schriftlich	kirjutanud	schriftlich	kirjutama	ADJ	V;PST;V.PTCP;ACT
schriftlich	kirjutamine	schriftlich	kirjutamine	ADJ	N;NOM;SG
palästina	palestiina	palästina	palestiina	PROPN;NOM;SG	N;NOM;SG
palästina	palestiina	palästina	palestiina	PROPN;NOM;SG	N;NOM;SG
klärung	selgitamine	klärung	selgitamine	ADJ	N;NOM;SG
klärung	selgitamine	klärung	selgitamine	ADJ	N;NOM;SG
klärung	selgitus	klärung	selgitus	ADJ	N;NOM;SG
wilfried	wilfred	wilfrieden	wilfred	PROPN;NOM;MASC;SG	N;NOM;SG
verfolgte	kummitab	verfolgen	kummitama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN;ACT
angewandt	kohaldatud	anwenden	kohalda=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
still	ikkagi	still	ikkagi	ADJ	ADV
still	ikka	still	ikka	ADJ	ADV
eingeleitet	alustatud	einleiten	alusta=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
beobachter	vaatlejad	beobachter	vaatleja	ADJ	N;NOM;PL
beobachter	monitorid	beobachter	monitor	ADJ	N;NOM;PL
beobachter	jälgib	beobachter	jälgima	ADJ	V;IND;SG;3;PRS;FIN;ACT
beobachter	jälgija	beobachter	jälgija	ADJ	N;NOM;SG
beobachter	vaatleja	beobachter	vaatleja	ADJ	N;NOM;SG
bilanz	saldo	bilanz	saldo		N;NOM;SG
bilanz	tasakaalu	bilanz	tasa_kaal		N;PRT;SG
bilanz	tasakaal	bilanz	tasa_kaal		N;NOM;SG
bilanz	bilanss	bilanz	bilanss		N;NOM;SG
produkten	tooted	produkt	toode	V;IND;PL;3;FIN	N;NOM;PL
fürth	fürth	fürth	fürth	PROPN;SG	N;NOM;SG
indirekt	kaudselt	indirekt	kaudselt	ADJ	ADV
mtv	mtv	mtv	mtv	PROPN;NOM	N;NOM;SG
alias	varjunimi	alias	varjunim	PROPN;NOM;SG	N;NOM;SG
alias	alias	alias	alias	PROPN;NOM;SG	N;NOM;SG
alias	aka	alias	aka	PROPN;NOM;SG	N;NOM;SG
bestätigung	kinnitada	Bestätigung	kinnitama	N;NOM;FEM;SG	V;NFIN
bestätigung	kinnitan	Bestätigung	kinnitama	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN;ACT
bestätigung	kinnita	Bestätigung	kinnitama	N;NOM;FEM;SG	V;IMP;SG;2;PRS;FIN;ACT
mühlen	mill	mühlen	mill	V;NFIN	N;NOM;SG
mühlen	veski	mühlen	veski	V;NFIN	N;NOM;SG
mühlen	tuuleveskid	mühlen	tuule_veski	V;NFIN	N;NOM;PL
mühlen	mills	mühlen	mis	V;NFIN	N;NOM;SG
wiederherstellen	taastamine	wiederherstellen	taastamine	V;NFIN	N;NOM;SG
wiederherstellen	taastamine	wiederherstellen	taastamine	V;NFIN	N;NOM;SG
massaker	veresaun	massaker	vere_saun	ADJ	N;NOM;SG
massaker	veresauna	massaker	vere_saun	ADJ	N;PRT;SG
massaker	tapatalgud	massaker	tapa_talk	ADJ	N;NOM;PL
suffix	sufiks	suffix	sufk	ADJ	N;NOM;SG
rudolph	rudolph	rudolph	rudol_ph	PROPN;NOM;MASC;SG	N;NOM;SG
umgangssprachlich	släng	umgangssprachlich	släng	ADJ	N;NOM;SG
rennfahrer	võistlejad	rennfahrer	võistleja	ADJ	N;NOM;PL
rennfahrer	racer	rennfahrer	racer	ADJ	N;NOM;SG
beseitigt	lahendatud	beseitigen	lahenda=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
matrix	massiivi	matrix	massiiv	PROPN	N;PRT;SG
matrix	maatriks	matrix	maater	PROPN	N;TRANS;SG
matrix	matrix	matrix	matrix	PROPN	N;NOM;SG
ähnlichkeit	sarnasusi	ähnlichkeit	sarnasus	ADJ	N;PRT;PL
ähnlichkeit	sarnasus	ähnlichkeit	sarnasus	ADJ	N;NOM;SG
ähnlichkeit	sarnasust	ähnlichkeit	sarnasus	ADJ	N;PRT;SG
ähnlichkeit	sarnasus	ähnlichkeit	sarnasus	ADJ	N;NOM;SG
empfehlung	soovitatav	empfehlung	soovitatav	N;NOM;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
empfehlung	soovitatavad	empfehlung	soovita=tav	N;NOM;FEM;SG	ADJ;NOM;PL;PRS;V.PTCP;ACT
empfehlung	soovituslik	empfehlung	soovi=tuslik	N;NOM;FEM;SG	ADJ;NOM;SG
empfehlung	soovitatud	empfehlung	soovitama	N;NOM;FEM;SG	V;PST;V.PTCP;PASS
empfehlung	soovitas	empfehlung	soovitama	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN;ACT
bedrohung	ähvardused	bedrohung	ähvardus	N;FEM;SG	N;NOM;PL
bedrohung	ohud	bedrohung	oht	N;FEM;SG	N;NOM;PL
eindeutige	ühemõtteline	eindeutig	ühe_mõtteline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
landkreise	piirkonnad	landkreise	piirkond	PROPN	N;NOM;PL
landkreise	maakondades	landkreise	maakond	PROPN	N;IN+ESS;PL
saniert	rehabiliteeritud	sanieren	rehabiliteeri=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
statistischen	statistika	statistisch	statistika	ADJ;NOM	N;NOM;SG
dallas	dallas	dallas	dallas	PROPN;NOM;MASC;SG	N;NOM;SG
fein	fine	fein	finema	ADJ	N;NOM;SG
fein	trahv	fein	trahv	ADJ	N;NOM;SG
fein	trahvi	fein	trahv	ADJ	N;PRT;SG
fein	fein	fein	fein	ADJ	N;NOM;SG
pole	poolakad	polen	poolakas		N;NOM;PL
herman	herman	herman	hermama	PROPN;NOM;MASC;SG	N;NOM;SG
besiegt	vallutatud	besiegen	vallutama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
besiegt	löödud	besiegen	lööma	V;V.PTCP	ADJ;PST;V.PTCP;PASS
besiegt	võidetud	besiegen	võidetud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
besiegt	löödud	besiegen	lööma	V;V.PTCP	ADJ;PST;V.PTCP;PASS
krause	krause	kraus	krause	PROPN;NOM;SG	N;NOM;SG
bindung	siduv	bindung	siduv	N;NOM;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
bindung	siduvad	bindung	siduma	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
entwürfe	eelnõude	entwürfen	eel_nõue	N;NOM;MASC;PL	N;GEN;PL
schwimmen	ujumine	schwimmen	ujumine	V;NFIN	N;NOM;SG
early	early	early	early	PROPN	N;NOM;SG
early	vara	early	vara	PROPN	N;NOM;SG
early	varajane	early	varajane	PROPN	ADJ;NOM;SG
early	varajased	early	varajane	PROPN	ADJ;NOM;PL
early	varane	early	varane	PROPN	ADJ;NOM;SG
abkürzungen	lühend	abkürzingen	lühend	V;NFIN	N;NOM;SG
abkürzungen	lühendid	abkürzingen	lühend	V;NFIN	N;NOM;PL
messina	messina	messina	mess	PROPN	N;NOM;SG
organisierten	organiseeritud	organisieren	organiseeritud	V;IND;PL;3;PST;FIN	ADJ;PST;V.PTCP;PASS
organisierten	organiseeritud	organisieren	organiseeritud	V;IND;PL;3;PST;FIN	ADJ;PST;V.PTCP;PASS
kugel	sfääri	kugeln	sfäär		N;PRT;SG
kugel	kera	kugeln	kera		N;NOM;SG
kugel	ball	kugeln	ball		N;NOM;SG
kugel	pall	kugeln	pall		N;NOM;SG
kugel	palli	kugeln	pall		N;PRT;SG
kugel	kera	kugeln	kera		N;NOM;SG
kugel	kuuli	kugeln	kuul		N;PRT;SG
kugel	kuul	kugeln	kuu		N;NOM;SG
kosovo	kosovo	kosovo	kosovo	PROPN;NOM;SG	N;NOM;SG
delegation	delegatsioon	delegation	delegatsioon		N;NOM;SG
trophy	trofee	trophy	trofee	PROPN	N;NOM;SG
pest	kahjurite	pest	kahjur		N;GEN;PL
pest	katk	pest	katk		N;NOM;SG
pest	katk	pest	katk		N;NOM;SG
indischer	indiaanlane	indisch	indiaanlane	ADJ	N;NOM;SG
genehmigt	lubatud	hehmigen	lubatud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
genehmigt	heakskiidetud	hehmigen	heaks_kiitetud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
universum	universum	universum	universum	ADV	N;NOM;SG
gespräche	kõnelused	gespräch	kõnelus	ADJ	N;NOM;PL
gespräche	vestlused	gespräch	vestlus	ADJ	N;NOM;PL
gespräche	vestlused	gespräch	vestlus	ADJ	N;NOM;PL
gespräche	intervjuud	gespräch	intervjuu	ADJ	N;PRT;SG
gespräche	arutelud	gespräch	arutema	ADJ	N;NOM;PL
biathlon	laskesuusatamise	biathlon	laske_suusatamine	ADJ	N;GEN;SG
wärme	termilise	wärm	termiline		ADJ;GEN;SG
wärme	kuumus	wärm	kuumus		N;NOM;SG
wärme	soojus	wärm	soojus		N;NOM;SG
wärme	soojuse	wärm	soojus		N;GEN;SG
wärme	soojad	wärm	soe		ADJ;NOM;PL
wärme	sooja	wärm	soe		ADJ;PRT;SG
wärme	soe	wärm	soe		ADJ;NOM;SG
wärme	soojus	wärm	soojus		N;NOM;SG
wärme	küte	wärm	küte		N;NOM;SG
wärme	kütte	wärm	küte		N;NOM;SG
kommerzielle	kaubanduslik	kommerziell	kaubanduslik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
kommerzielle	reklaam	kommerziell	reklaam	ADJ;NOM;FEM;PL	N;NOM;SG
korrigieren	parandus	korrigieren	parandus	V;NFIN	N;NOM;SG
korrigieren	korrigeerimine	korrigieren	korrigeerimine	V;NFIN	N;NOM;SG
korrigieren	korrektsioon	korrigieren	korrektsioon	V;NFIN	N;NOM;SG
korrigieren	parandused	korrigieren	parandus	V;NFIN	N;NOM;PL
korrigieren	parandamine	korrigieren	parandamine	V;NFIN	N;NOM;SG
korrigieren	korrektne	korrigieren	korrektne	V;NFIN	ADJ;NOM;SG
korrigieren	õige	korrigieren	õige	V;NFIN	ADJ;NOM;SG
mechanische	mehaaniline	mechanisch	mehaaniline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
moor	raba	moor	raba		N;NOM;SG
moor	rabas	moor	rabama		N;IN+ESS;SG
moor	marsh	moor	marsh		N;NOM;SG
moor	raba	moor	raba		N;NOM;SG
bezeugt	tunnistas	bezeugen	tunnistama	ADJ;V.PTCP	V;IND;SG;3;PST;FIN;ACT
schach	male	schach	male	ADJ	N;NOM;SG
hauptquartier	staap	hauptquartier	staap		N;NOM;SG
hauptquartier	peakorter	hauptquartier	pea_korter		N;NOM;SG
ward	ward	werden	ward		N;NOM;SG
vieles	paljud	viel	palju	PRO;NOM;INDF;NEUT;SG	PRO;NOM;PL
vieles	paljusid	viel	palju	PRO;NOM;INDF;NEUT;SG	PRO;PRT;PL
vieles	palju	viel	palju	PRO;NOM;INDF;NEUT;SG	ADV
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	N;NOM;SG
vieles	palju	viel	palju	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	ühtlaselt	einheitlich	ühtlaselt	ADJ	ADV
einheitlich	munder	einheitlich	munder	ADJ	N;NOM;SG
steinen	kivid	stein	kivi	V;NFIN	N;NOM;PL
steinen	kive	stein	kivi	V;NFIN	N;PRT;PL
breitengrad	laiuskraad	breitengrad	laius_kraad	ADJ	N;NOM;SG
breitengrad	laius	breitengrad	laius	ADJ	N;NOM;SG
breitengrad	paralleelselt	breitengrad	paralleelselt	ADJ	ADV
breitengrad	pikkuskraad	breitengrad	pikkus_kraad	ADJ	N;NOM;SG
silberne	hõbeda	silbern	hõbe	ADJ;NOM;FEM;PL	N;NOM;SG
silberne	silver	silbern	silver	ADJ;NOM;FEM;PL	N;NOM;SG
silberne	hõbe	silbern	hõbe	ADJ;NOM;FEM;PL	N;NOM;SG
commonwealth	ühendus	commonwealth	ühendus	ADJ	N;NOM;SG
commonwealth	cac	commonwealth	cac	ADJ	N
klang	heli	klingen	heli		N;NOM;SG
verpflichtete	värvatud	verpflichten	värbama	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
malta	malta	malta	malt		N;NOM;SG
sitzung	istudes	sitzung	istuma	N;SG	V;V.CVB
sitzung	istub	sitzung	istuma	N;SG	V;IND;SG;3;PRS;FIN;ACT
bolivien	boliivia	bolivien	boliivia	PROPN;NOM;NEUT;SG	N;NOM;SG
bolivien	boliivia	bolivien	boliivia	PROPN;NOM;NEUT;SG	N;NOM;SG
schwerpunkte	rõhutab	schwerpunkt	rõhutama	ADJ;SG	V;IND;SG;3;PRS;FIN;ACT
schwerpunkte	fookus	schwerpunkt	fookus	ADJ;SG	N;NOM;SG
schwerpunkte	fookuses	schwerpunkt	fookus	ADJ;SG	N;IN+ESS;SG
schwerpunkte	prioriteedid	schwerpunkt	prioriteet	ADJ;SG	N;NOM;PL
seoul	soul	seoul	soul	PROPN;NOM;MASC;SG	N;NOM;SG
verpflichtung	covenant	verpflichtung	covenant	V;IND;SG;3;PRS;FIN	N;NOM;SG
verpflichtung	kohustus	verpflichtung	kohustus	V;IND;SG;3;PRS;FIN	N;NOM;SG
verpflichtung	pühendumus	verpflichtung	pühendumus	V;IND;SG;3;PRS;FIN	N;NOM;SG
verpflichtung	kohustuse	verpflichtung	kohustus	V;IND;SG;3;PRS;FIN	N;GEN;SG
verpflichtung	pühendumine	verpflichtung	pühendumine	V;IND;SG;3;PRS;FIN	N;NOM;SG
verpflichtung	kohustus	verpflichtung	kohustus	V;IND;SG;3;PRS;FIN	N;NOM;SG
verpflichtung	kohustused	verpflichtung	kohustus	V;IND;SG;3;PRS;FIN	N;NOM;PL
teilnahmen	osales	teilnehmen	osalema	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
teilnahmen	osales	teilnehmen	osalema	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
aufsatz	essee	aufsatzen	essee		N;NOM;SG
leiche	laiba	leiche	laip	ADJ;NOM;FEM;SG	N;GEN;SG
leiche	laip	leiche	laip	ADJ;NOM;FEM;SG	N;NOM;SG
leiche	laip	leiche	laip	ADJ;NOM;FEM;SG	N;NOM;SG
warner	warner	warn	warner	PROPN	N;NOM;SG
nordsee	põhi	nordsee	põhi	PROPN;NOM;SG	N;NOM;SG
nordsee	põhja	nordsee	põhi	PROPN;NOM;SG	N;IN+ALL;LGSPEC1;SG
nordsee	põhjas	nordsee	põhi	PROPN;NOM;SG	N;IN+ESS;SG
abschied	hüvasti	abscheiden	hüvasti		ADV
abschied	hüvasti	abscheiden	hüvasti		ADV
perfekt	perfektselt	perfekt	perfektselt	ADJ	ADV
perfekt	täiuslikult	perfekt	täiuslikult	ADJ	ADV
burgruine	varemed	burgruin	vare	PROPN;NOM;SG	N;NOM;PL
kommunisten	kommunist	kommunist	kommunist	N;PL	N;NOM;SG
kommunisten	kommunistliku	kommunist	kommunistlik	N;PL	ADJ;GEN;SG
kommunisten	kommunistlik	kommunist	kommunistlik	N;PL	ADJ;NOM;SG
eingegangen	saadud	eingehen	saadud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
ngc	ngc	ngc	ngc	PROPN;NOM;SG	N;NOM;SG
definieren	määratlemine	definieren	määratlemine	V;NFIN	N;NOM;SG
augustin	augustine	augusten	augustine	PROPN;NOM;MASC;SG	N;NOM;SG
augustin	augustin	augusten	augustima	PROPN;NOM;MASC;SG	N;NOM;SG
gotischen	gooti	gotisch	gootma	ADJ	N;NOM;SG
werdegang	karjäär	werdegang	karjäär		N;NOM;SG
werdegang	karjääri	werdegang	karjäär		N;PRT;SG
werdegang	ajalugu	werdegang	aja_lugu		N;NOM;SG
werdegang	ajaloo	werdegang	aja_lugu		N;GEN;SG
organ	organid	organ	organ		N;NOM;PL
organ	organi	organ	organi		N;SG
organ	elundite	organ	elund		N;GEN;PL
organ	organ	organ	orgama		N;NOM;SG
inhaftiert	arreteeritud	inhaftieren	arreteeri=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
inhaftiert	kinnipeetud	inhaftieren	kinni_peetud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
inhaftiert	vangistatud	inhaftieren	vangista=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
busse	buss	büssen	buss		N;NOM;SG
busse	bussi	büssen	buss		N;PRT;SG
busse	bussiga	büssen	buss		N;COM;SG
busse	treenerid	büssen	treener		N;NOM;PL
busse	bussid	büssen	buss		N;NOM;PL
busse	bussid	büssen	buss		N;NOM;PL
mineral	mineraal	mineral	mineraal	PROPN	N;NOM;SG
mineral	mineraalid	mineral	mineraal	PROPN	N;NOM;PL
mixed	segatud	mixed	segama	PROPN	V;PST;V.PTCP;PASS
mixed	sega	mixed	segama	PROPN	V;IMP;SG;2;PRS;FIN;ACT
mixed	segunenud	mixed	segunema	PROPN	V;PST;V.PTCP;ACT
konzerten	kontserdid	konzern	kontsert	V;FIN	N;NOM;PL
holger	holger	holger	holger		N;NOM;SG
kommissar	uurija	kommissar	uurija	PROPN	N;NOM;SG
kommissar	detektiiv	kommissar	detektiiv	PROPN	N;NOM;SG
kommissar	inspektor	kommissar	inspektor	PROPN	N;NOM;SG
kommissar	inspektori	kommissar	inspektor	PROPN	N;NOM;SG
kommissar	komissar	kommissar	komissar	PROPN	N;NOM;SG
kommissar	komissar	kommissar	komissar	PROPN	N;NOM;SG
kommissar	komissar	kommissar	komissar	PROPN	N;NOM;SG
kommissar	volinik	kommissar	volinik	PROPN	N;NOM;SG
erlernte	õpitud	erlernen	õpitud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
erlernte	õppisin	erlernen	õppima	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN;ACT
erlernte	õpitud	erlernen	õpitud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
uhrzeigersinn	päripäeva	uhrzeigersinn	päri_päev	ADJ	ADV
dream	unistus	dream	unistus		N;NOM;SG
dream	dream	dream	dream		N;NOM;SG
dream	unenägu	dream	une_nägu		N;NOM;SG
aktien	aktsiad	akteinen	aktsia		N;NOM;PL
aktien	varud	akteinen	varu		N;NOM;PL
aktien	varu	akteinen	varu		N;NOM;SG
aktien	varude	akteinen	varu		N;GEN;PL
aktien	jagab	akteinen	jagama		V;IND;SG;3;PRS;FIN;ACT
aktien	aktsiad	akteinen	aktsia		N;NOM;PL
aktien	omakapital	akteinen	oma_kapital		N;NOM;SG
aktien	omakapitali	akteinen	oma_kapital		N;PRT;SG
grammatik	keeleteadus	grammatik	keele_teadus	ADJ	N;NOM;SG
grammatik	grammatika	grammatik	grammatika	ADJ	N;NOM;SG
lustig	lõbu	lustig	lõbu	ADJ	N;NOM;SG
lustig	fun	lustig	fun	ADJ	N;NOM;SG
fernseh	televiisor	fernseh	televiisor		N;NOM;SG
fernseh	televisiooni	fernseh	televisioon		N;PRT;SG
fernseh	televisioon	fernseh	televisioon		N;NOM;SG
silver	hõbeda	silver	hõbe	PROPN	N;NOM;SG
silver	silver	silver	silver	PROPN	N;NOM;SG
silver	hõbe	silver	hõbe	PROPN	N;NOM;SG
case	case	case	case		N;NOM;SG
case	kohtuasi	case	kohtu_asi		N;NOM;SG
case	juhtum	case	juhtum		N;NOM;SG
spanier	hispaanlane	spanier	hispaanlane		N;NOM;SG
spanier	hispaanlased	spanier	hispaanlane		N;NOM;PL
upper	ülemised	upper	ülemine		ADJ;NOM;PL
upper	ülemine	upper	ülemine		N;NOM;SG
upper	ülemiste	upper	ülemine		ADJ;GEN;PL
filter	filter	filter	filter	ADJ	N;NOM;SG
filter	filtreeritakse	filter	filtreerima	ADJ	V;IND;PRS;FIN;PASS
filter	filtri	filter	filter	ADJ	N;NOM;SG
filter	filtrid	filter	filter	ADJ	N;NOM;PL
hölle	põrgu	höllen	põrgu		N;NOM;SG
beat	peksa	beaten	peksa	PROPN;SG	ADV
meta	meta	meta	meta	PROPN;NOM;SG	N;NOM;SG
grade	hinne	grad	hinn		N;NOM;SG
grade	kraadi	grad	kraad		N;PRT;SG
grade	kraadides	grad	kraad		N;IN+ESS;PL
mönch	munk	mönch	munk	PROPN;SG	N;NOM;SG
mönch	monk	mönch	monk	PROPN;SG	N;NOM;SG
mönch	munk	mönch	munk	PROPN;SG	N;NOM;SG
plateau	platoo	plateau	platoo	ADJ	N;NOM;SG
befreien	vabastav	befreien	vabastav	V;NFIN	ADJ;NOM;SG;PRS;V.PTCP;ACT
mathematischen	matemaatiline	mathematisch	matemaatiline	ADJ;NOM;PL	ADJ;NOM;SG
amateur	amatöör	amateur	amatöör	PROPN	N;NOM;SG
nachbarschaft	naabrid	nachbarschaft	naaber	ADJ	N;NOM;PL
nachbarschaft	naabrid	nachbarschaft	naaber	ADJ	N;NOM;PL
nachbarschaft	naabrus	nachbarschaft	naabrus	ADJ	N;NOM;SG
nachbarschaft	naabrus	nachbarschaft	naabrus	ADJ	N;NOM;SG
nachbarschaft	ümbruskond	nachbarschaft	ümbruskond	ADJ	N;NOM;SG
staatsanwaltschaft	süüdistuse	staatsanwaltschaft	süüdistus	ADJ	N;GEN;SG
staatsanwaltschaft	prokurör	staatsanwaltschaft	prokurör	ADJ	N;NOM;SG
staatsanwaltschaft	süüdistaja	staatsanwaltschaft	süüdistaja	ADJ	N;NOM;SG
popularität	populaarsus	popularität	populaarsus	ADJ	N;NOM;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG	N;NOM;SG
konsequenzen	tagajärjed	konsequenz	taga_järg	V;NFIN	N;NOM;PL
rechtsprechung	jurisdiktsiooni	rechtsprechung	juris_diktsioon	ADJ	N;PRT;SG
rechtsprechung	pädevus	rechtsprechung	pädevus	ADJ	N;NOM;SG
rechtsprechung	kohtupraktika	rechtsprechung	kohtupraktika	ADJ	N;NOM;SG
rechtsprechung	kohtusüsteemi	rechtsprechung	kohtu_süsteem	ADJ	N;PRT;SG
rechtsprechung	kohtupraktika	rechtsprechung	kohtupraktika	ADJ	N;NOM;SG
bakterien	bakterite	bakterien	bakter	N;NOM;PL	N;GEN;PL
martha	martha	martha	martama	PROPN;NOM;SG	N;NOM;SG
pan	paan	pan	paan	PROPN;NOM;MASC;SG	N;NOM;SG
pan	paani	pan	paan	PROPN;NOM;MASC;SG	N;PRT;SG
pan	pan	pan	pan	PROPN;NOM;MASC;SG	N;NOM;SG
pan	panni	pan	pann	PROPN;NOM;MASC;SG	N;PRT;SG
channel	kanal	channel	kana	PROPN;NOM;SG	N;AT+ESS
;SG
channel	kanalid	channel	kanal	PROPN;NOM;SG	N;NOM;PL
übersetzen	tõlkimine	übersetzen	tõlkimine	V;NFIN	N;NOM;SG
übersetzen	tõlge	übersetzen	tõlge	V;NFIN	N;NOM;SG
übersetzen	tõlkimine	übersetzen	tõlkimine	V;NFIN	N;NOM;SG
übersetzen	tõlgi	übersetzen	tõlk	V;NFIN	N;NOM;SG
übersetzen	tõlkimine	übersetzen	tõlkimine	V;NFIN	N;NOM;SG
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	N;NOM;SG
hunderte	sadu	hundern	sadu	NUM	N;NOM;PL
trainiert	õpetatud	trainieren	õpetama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
trainiert	koolitatud	trainieren	koolitatud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
trainiert	treenitud	trainieren	treenitud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
börse	vahetus	börsen	vahetus		N;NOM;SG
börse	börse	börsen	börs		N;NOM;SG
kings	kuningad	kings	kuningas	PROPN;NOM;SG	N;NOM;PL
taunus	taunus	taunus	taunus	PROPN;NOM;SG	N;NOM;SG
angefangen	alustatud	anfangen	alusta=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
angefangen	käivitatud	anfangen	käivita=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
angefangen	alustamine	anfangen	alustamine	V;V.PTCP	N;NOM;SG
angefangen	käivitamine	anfangen	käivitamine	V;V.PTCP	N;NOM;SG
angefangen	alustatud	anfangen	alusta=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
damm	tamm	damm	tamm		N;NOM;SG
genua	genova	genua	genov	PROPN;NOM;SG	N;NOM;SG
