категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	
ігор	játék	гра	játék	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG
ігор	játékok	гра	játék	PROPN;ANIM;NOM;FEM;SG	N;NOM;PL
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	
партії	party	партія	party	N;INAN;GEN;FEM;SG	
партії	buli	партія	buli	N;INAN;GEN;FEM;SG	N;NOM;SG
партії	parti	партія	parti	N;INAN;GEN;FEM;SG	ADJ;NOM;SG
роль	szerepet	роль	szerep	N;INAN;NOM;FEM;SG	N;ACC;SG
усі	mindenki	увесь	mindenki	DET;NOM;PL	
усі	mindenkinek	увесь	mindenki	DET;NOM;PL	
усі	mindegyik	увесь	mindegyik	DET;NOM;PL	
усі	mind	увесь	mind	DET;NOM;PL	CONJ
усі	minden	увесь	minden	DET;NOM;PL	PRO;NOM;SG;3
усі	mindenki	увесь	mindenki	DET;NOM;PL	
усі	mindenkinek	увесь	mindenki	DET;NOM;PL	
україна	ukrajna	україна	ukrajna	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
університет	university	університет	university	N;INAN;NOM;MASC;SG	
відомий	híres	відомий	híres	ADJ;NOM;MASC;SG	
відомий	híresség	відомий	híresség	ADJ;NOM;MASC;SG	N;NOM;SG
микола	nikolai	микола	nikolai	PROPN;ANIM;NOM;MASC;SG	
микола	nyikolaj	микола	nyikolaj	PROPN;ANIM;NOM;MASC;SG	
микола	mikołaj	микола	mikołaj	PROPN;ANIM;NOM;MASC;SG	
микола	nicolai	микола	nicolai	PROPN;ANIM;NOM;MASC;SG	
микола	nyikolaj	микола	nyikolaj	PROPN;ANIM;NOM;MASC;SG	
італії	olaszország	італія	olaszország	PROPN;INAN;GEN;FEM;SG	
спочатку	kezdetben	спочатку	kezdet	ADV	N;IN+ESS;SG
спочатку	eleinte	спочатку	eleint	ADV	
школа	iskolában	школа	iskolában	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
школа	suli	школа	suli	N;INAN;NOM;FEM;SG	
право	jobbra	право	jobbra	N;INAN;NOM;NEUT;SG	ADV
право	jogszabályok	право	jogszabály	N;INAN;NOM;NEUT;SG	N;NOM;PL
право	jogszabály	право	jogszabály	N;INAN;NOM;NEUT;SG	
євро	euró	євро	euró	PROPN;INAN;NOM;NEUT;SG	N;NOM;SG
євро	euróban	євро	euró	PROPN;INAN;NOM;NEUT;SG	N;IN+ESS;SG
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	
далі	további	далі	további	ADV	N;NOM;SG
далі	következő	далі	következő	ADV	
стали	lettem	стати	lesz	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
стали	lett	стати	lesz	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
стали	vált	стати	válik	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
одна	egy	один	egy	NUM;NOM;FEM	DET;INDF
хто	ki	хто	ki	PRO;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
хто	aki	хто	aki	PRO;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
стаття	bekezdés	стаття	bekezdés	N;INAN;NOM;FEM;SG	
звання	ranglétrán	звання	ranglétra	N;INAN;NOM;NEUT;SG	N;SG
помер	halott	померти	halott	V;PFV;MASC;IND;SG;PST;FIN	
помер	halottak	померти	halott	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;PL
польщі	lengyelország	польща	lengyelország	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
львів	lviv	львів	lviv	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
група	csoportban	група	csoport	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
новий	újdonság	новий	újdonság	ADJ;NOM;MASC;SG	N;NOM;SG
зір	látása	зір	látás	N;INAN;NOM;FEM;PL	N;NOM;SG
зір	látomás	зір	látomás	N;INAN;NOM;FEM;PL	N;NOM;SG
зір	elképzelés	зір	elképzelés	N;INAN;NOM;FEM;PL	
зір	látás	зір	látás	N;INAN;NOM;FEM;PL	N;NOM;SG
великий	nagyok	великий	nagy	ADJ;NOM;MASC;SG	N;NOM;PL
великий	nagyszerű	великий	nagyszerű	ADJ;NOM;MASC;SG	
назви	neveket	назва	nevék	N;INAN;NOM;FEM;PL	N;ACC;PL
залізниця	vasutak	залізниця	vasú	N;INAN;NOM;FEM;SG	N;NOM;PL
система	system	система	system	N;INAN;NOM;FEM;SG	
північ	éjfélkor	північ	éjfélkor	N;INAN;NOM;FEM;SG	
північ	észak	північ	észak	N;INAN;NOM;FEM;SG	
північ	északi	північ	északi	N;INAN;NOM;FEM;SG	
північ	északra	північ	észak	N;INAN;NOM;FEM;SG	N;ON+ALL;SG
більшість	legtöbb	більшість	legtöbb	N;INAN;NOM;FEM;SG	
більшість	többségi	більшість	többségi	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
більшість	többség	більшість	többség	N;INAN;NOM;FEM;SG	
особливо	különösen	особливо	különös	ADV	ADJ;FRML;SG
особливо	különösen	особливо	különös	ADV	ADJ;FRML;SG
особливо	főleg	особливо	főleg	ADV	
народження	született	народження	születik	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
народження	megszületett	народження	meg+szület	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
народження	születési	народження	születési	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
інформація	info	інформація	info	N;INAN;NOM;FEM;SG	
інформація	infó	інформація	infó	N;INAN;NOM;FEM;SG	
інформація	infók	інформація	infó	N;INAN;NOM;FEM;SG	N;NOM;PL
інформація	információk	інформація	információ	N;INAN;NOM;FEM;SG	N;NOM;PL
інформація	információk	інформація	információ	N;INAN;NOM;FEM;SG	N;NOM;PL
округ	kerület	округ	kerület	N;INAN;NOM;MASC;SG	
інститут	institut	інститут	institut	N;INAN;NOM;MASC;SG	
інститут	intézmények	інститут	intézmény	N;INAN;NOM;MASC;SG	N;NOM;PL
будинок	house	будинок	hous	N;INAN;NOM;MASC;SG	
будинок	házon	будинок	ház	N;INAN;NOM;MASC;SG	ADJ;FRML;SG
дослідження	kutatások	дослідження	kutatás	N;INAN;NOM;NEUT;SG	N;NOM;PL
дослідження	vizsgálatok	дослідження	vizsgálat	N;INAN;NOM;NEUT;SG	N;NOM;PL
дослідження	tanulmányok	дослідження	tanulmány	N;INAN;NOM;NEUT;SG	N;NOM;PL
комуни	kommuna	комуна	kommuna	N;INAN;NOM;FEM;PL	
приблизно	kb	приблизно	kb	ADV	N;NOM;SG
приблизно	nagyjából	приблизно	nagy	ADV	N;IN+ABL;SG
приблизно	megközelítőleg	приблизно	megközelítőleg	ADV	ADJ;FRML;SG
багатьох	sok	багато	sok	DET;ACC	
багатьох	sokan	багато	sokan	DET;ACC	ADV
регіон	régiók	регіон	régió	N;INAN;NOM;MASC;SG	N;NOM;PL
велика	nagyok	великий	nagy	ADJ;NOM;FEM;SG	N;NOM;PL
велика	magna	великий	magna	ADJ;NOM;FEM;SG	
людини	emberek	людина	ember	N;ANIM;NOM;FEM;SG	N;NOM;PL
рід	reid	рід	reid	N;INAN;NOM;MASC;SG	
рід	reed	рід	reed	N;INAN;NOM;MASC;SG	
дітей	gyerekek	дитина	gyerek	N;ANIM;ACC;FEM;PL	N;NOM;PL
дітей	gyermekeknek	дитина	gyermek	N;ANIM;ACC;FEM;PL	N;DAT;PL
дітей	gyermek	дитина	gyermek	N;ANIM;ACC;FEM;PL	N;NOM;SG
дітей	gyermekek	дитина	gyermek	N;ANIM;ACC;FEM;PL	N;NOM;PL
міст	híd	місто	híd		N;NOM;SG
міст	bridge	місто	bridge		
міст	városok	місто	város		N;NOM;PL
міст	városokat	місто	város		N;ACC;PL
міст	pont	місто	pont		
мала	mala	мати	mala	V;IPFV;FEM;IND;SG;PST;FIN	
собою	magam	себе	maga	PRO;INS;REFL	
собою	magad	себе	magad	PRO;INS;REFL	V;INDF;IND;SG;3;PRS;FIN;ACT
генерал	általános	генерал	általános	N;ANIM;NOM;MASC;SG	
мали	volt	мати	van	V;IPFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
доходів	egyenlőséget	дохід	egyenlőség	N;INAN;GEN;MASC;PL	N;ACC;SG
доходів	egyenlőség	дохід	egyenlőség	N;INAN;GEN;MASC;PL	N;NOM;SG
основі	köteg	основа	köteg	N;INAN;DAT;FEM;SG	
основі	csomagok	основа	csomag	N;INAN;DAT;FEM;SG	N;NOM;PL
статей	árucikkek	стаття	árucik	N;INAN;GEN;FEM;PL	N;NOM;PL
статей	cikkek	стаття	cikk	N;INAN;GEN;FEM;PL	N;NOM;PL
навчання	tanulok	навчання	tanul	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
навчання	tanul	навчання	tanul	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
навчання	tanulmányok	навчання	tanulmány	N;INAN;NOM;NEUT;SG	N;NOM;PL
навчання	tanulok	навчання	tanul	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
навчання	tanul	навчання	tanul	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
навчання	bemutató	навчання	bemutató	N;INAN;NOM;NEUT;SG	
єднання	szerelvények	єднання	szerelvény	N;INAN;NOM;NEUT;SG	N;NOM;PL
фізична	fizikai	фізичний	fizikai	ADJ;NOM;FEM;SG	
рішення	döntések	рішення	döntés	N;INAN;NOM;NEUT;SG	N;NOM;PL
рішення	határozatok	рішення	határozat	N;INAN;NOM;NEUT;SG	N;NOM;PL
рішення	megoldások	рішення	megoldás	N;INAN;NOM;NEUT;SG	N;NOM;PL
рішення	megoldásokat	рішення	megoldás	N;INAN;NOM;NEUT;SG	N;ACC;PL
питання	problémák	питання	probléma	N;INAN;NOM;NEUT;SG	N;NOM;PL
питання	kérdések	питання	kérdés	N;INAN;NOM;NEUT;SG	N;NOM;PL
питання	kérdéseket	питання	kérdés	N;INAN;NOM;NEUT;SG	N;ACC;PL
питання	kérdések	питання	kérdés	N;INAN;NOM;NEUT;SG	N;NOM;PL
питання	nyom	питання	nyom	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
досить	elég	досить	elég	ADV	
ним	őt	він	ő	PRO;INS;MASC;SG;3	PRO;ACC;SG;3
ним	neki	він	ő	PRO;INS;MASC;SG;3	
медіана	medián	медіан	medián		
іншими	másoknak	інший	más	DET;INS;PL	PRO;DAT;PL;3
іншими	egyéb	інший	egyéb	DET;INS;PL	
іншими	mások	інший	más	DET;INS;PL	
іншими	egyebek	інший	egyéb	DET;INS;PL	
походження	eredetű	походження	eredetű	N;INAN;NOM;NEUT;SG	
дані	adatok	дані	adat	N;INAN;PFV;NOM;PASS	N;NOM;PL
дані	adat	дані	adat	N;INAN;PFV;NOM;PASS	N;NOM;SG
дані	adatforgalom	дані	adatforgalom	N;INAN;PFV;NOM;PASS	N;NOM;SG
дані	dani	дані	dani	N;INAN;PFV;NOM;PASS	
раніше	korábbi	раніше	korábbi	ADV;CMPR	ADJ;NOM;CMPR;SG
румунії	románia	румунія	románia	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
зазвичай	általában	зазвичай	általában	ADV	
зазвичай	általában	зазвичай	általában	ADV	
зазвичай	rendszerint	зазвичай	rendszerint	ADV	
зазвичай	általában	зазвичай	általában	ADV	
зазвичай	tipikusan	зазвичай	tipikus	ADV	ADJ;FRML;SG
сан	szan	сан	szan		
сан	san	сан	san		
використовується	használt	використовуватися	használt	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
використовується	felhasznált	використовуватися	felhasznált	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
команда	team	команда	team	N;INAN;NOM;FEM;SG	
всього	teljes	все	teljes	PRO;INAN;GEN;NEUT;SG	
всього	összesen	все	összesen	PRO;INAN;GEN;NEUT;SG	
таблиці	asztal	таблиця	asz	N;INAN;NOM;FEM;PL	N;NOM;SG
таблиці	táblázat	таблиця	táblázat	N;INAN;NOM;FEM;PL	N;NOM;SG
таблиці	táblázat	таблиця	táblázat	N;INAN;NOM;FEM;PL	N;NOM;SG
таблиці	asztali	таблиця	asztali	N;INAN;NOM;FEM;PL	
таблиці	tábla	таблиця	tábla	N;INAN;NOM;FEM;PL	N;NOM;SG
таблиці	asztal	таблиця	asz	N;INAN;NOM;FEM;PL	N;NOM;SG
початок	start	початок	start	N;INAN;NOM;MASC;SG	
початок	kezdeni	початок	kezd	N;INAN;NOM;MASC;SG	V;NFIN;ACT
початок	kezdetek	початок	kezdet	N;INAN;NOM;MASC;SG	N;NOM;PL
початок	kezdem	початок	kezdem	N;INAN;NOM;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
початок	kezdő	початок	kezdő	N;INAN;NOM;MASC;SG	
початок	kezdve	початок	kezdv	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
пояс	derék	пояс	derék	N;INAN;NOM;MASC;SG	
сергій	sergei	сергія	sergei	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
сергій	szergej	сергія	szergej	PROPN;ANIM;NOM;MASC;SG	
сергій	szergej	сергія	szergej	PROPN;ANIM;NOM;MASC;SG	
станція	taskent	станція	tasken	N;INAN;NOM;FEM;SG	
станція	novoszibirszk	станція	novoszibirszk	N;INAN;NOM;FEM;SG	
існує	léteznek	існувати	létezik	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;PL;3;PRS;FIN;ACT
проект	projekt	проект	projekt	N;INAN;NOM;MASC;SG	
проект	project	проект	projec	N;INAN;NOM;MASC;SG	
ліворуч	bal	ліворуч	bal	ADV	
ліворуч	balra	ліворуч	balra	ADV	
усіх	mindenki	увесь	mindenki	DET;GEN;PL	
усіх	mindenkinek	увесь	mindenki	DET;GEN;PL	
книги	könyveket	книга	könyv	N;INAN;NOM;FEM;PL	N;ACC;PL
книги	könyv	книга	könyv	N;INAN;NOM;FEM;PL	N;NOM;SG
книги	könyv	книга	könyv	N;INAN;NOM;FEM;PL	N;NOM;SG
книги	könyvet	книга	könyv	N;INAN;NOM;FEM;PL	N;ACC;SG
михайло	mihail	михайло	mihail	PROPN;ANIM;NOM;MASC;SG	
михайло	michael	михайло	michael	PROPN;ANIM;NOM;MASC;SG	
михайло	mihály	михайло	mihály	PROPN;ANIM;NOM;MASC;SG	
країн	országokban	країна	ország	N;INAN;GEN;FEM;PL	N;IN+ESS;PL
країн	országok	країна	ország	N;INAN;GEN;FEM;PL	N;NOM;PL
нагороди	gála	нагорода	gála	N;INAN;NOM;MASC;PL	N;NOM;SG
поштові	postai	поштовий	postai	ADJ;NOM;PL	N;NOM;SG
поштові	postai	поштовий	postai	ADJ;NOM;PL	N;NOM;SG
офіційна	tisztviselő	офіційний	tisztviselő	ADJ;NOM;FEM;SG	N;NOM;SG
переважно	főként	переважно	főként	ADV	
переважно	főleg	переважно	főleg	ADV	
переважно	főleg	переважно	főleg	ADV	
переважно	főként	переважно	főként	ADV	
переважно	többnyire	переважно	többnyir	ADV	
дії	üzemeltetés	дія	üzemeltetés	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	tevékenység	дія	tevékenység	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	aktivitás	дія	aktivitás	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	művelet	дія	művelet	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	fellépés	дія	fellépés	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	cselekvési	дія	cselekvési	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	cselekvés	дія	cselekvés	N;INAN;NOM;FEM;PL	N;NOM;SG
дії	akció	дія	akció	N;INAN;NOM;FEM;PL	
станції	állomás	станція	állomás	N;INAN;NOM;FEM;PL	N;NOM;SG
станції	pályaudvar	станція	pályaudvar	N;INAN;NOM;FEM;PL	N;NOM;SG
світі	legkisebb	світ	kevés	N;INAN;DAT;MASC;SG	ADJ;NOM;RL;SG
освіти	oktatási	освіта	oktatási	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
освіти	oktatás	освіта	oktatás	N;INAN;NOM;FEM;PL	N;NOM;SG
руху	költözés	рух	költözés	N;INAN;GEN;MASC;SG	N;NOM;SG
руху	mozgó	рух	mozgó	N;INAN;GEN;MASC;SG	
руху	mozog	рух	mozog	N;INAN;GEN;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
японії	japán	японія	japán	PROPN;INAN;GEN;FEM;SG	
служби	szolgáltatás	служба	szolgáltatás	N;INAN;NOM;FEM;PL	N;NOM;SG
служби	kiszolgálás	служба	kiszolgálás	N;INAN;NOM;FEM;PL	
служби	szerviz	служба	szerviz	N;INAN;NOM;FEM;PL	N;NOM;SG
служби	szolgálat	служба	szolgálat	N;INAN;NOM;FEM;PL	N;NOM;SG
служби	szolgáltatás	служба	szolgáltatás	N;INAN;NOM;FEM;PL	N;NOM;SG
відомі	ismeretes	відомий	ismeretes	ADJ;NOM;PL	
відомі	ismertek	відомий	ismer	ADJ;NOM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
відомі	ismert	відомий	ismert	ADJ;NOM;PL	
орган	orgona	орган	orgona	N;INAN;NOM;MASC;SG	
орган	szerv	орган	szerv	N;INAN;NOM;MASC;SG	
різні	más	різний	más	ADJ;NOM;PL	PRO;NOM;SG;3
різні	különböző	різний	különböző	ADJ;NOM;PL	
різні	eltérő	різний	eltérő	ADJ;NOM;PL	ADJ;NOM;SG
різні	többféle	різний	többfél	ADJ;NOM;PL	
різні	különféle	різний	különféle	ADJ;NOM;PL	
різні	különböző	різний	különböző	ADJ;NOM;PL	
різні	egyéb	різний	egyéb	ADJ;NOM;PL	
різні	egyebek	різний	egyéb	ADJ;NOM;PL	
різні	különféle	різний	különféle	ADJ;NOM;PL	
різні	vegyes	різний	vegyes	ADJ;NOM;PL	
поділ	körzetek	поділ	körzet	N;INAN;NOM;MASC;SG	N;NOM;PL
поділ	osztályok	поділ	osztály	N;INAN;NOM;MASC;SG	N;NOM;PL
треба	kell	треба	kell	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
треба	szükséges	треба	szükséges	ADV	ADJ;NOM;SG
довжина	hossz	довжина	hossz	N;INAN;NOM;FEM;SG	
сили	erőt	сила	erő	N;INAN;NOM;FEM;PL	N;ACC;SG
сили	erő	сила	erő	N;INAN;NOM;FEM;PL	N;NOM;SG
іграх	olimpia	ігра	olimpia	N;INAN;NOM;NEUT;PL	N;NOM;SG
шевченка	kórus	шевченко	kórus	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
основні	alap	основний	alap	ADJ;NOM;PL	
основні	alapvető	основний	alapvető	ADJ;NOM;PL	
роботу	munkahelyi	робота	munkahelyi	N;INAN;ACC;FEM;SG	N;NOM;SG
роботу	munka	робота	munka	N;INAN;ACC;FEM;SG	N;NOM;SG
неї	ítéletek	вона	ítélet	PRO;ACC;FEM;SG;3	N;NOM;PL
неї	elítélték	вона	elítél	PRO;ACC;FEM;SG;3	V;DEF;IND;PL;3;PST;FIN;ACT
неї	neuilly	вона	neuilly	PRO;ACC;FEM;SG;3	
прапора	megjelölés	прапор	megjelölés	N;INAN;NOM;MASC;SG	
прапора	lobogó	прапор	lobogó	N;INAN;NOM;MASC;SG	
тих	varrni	той	varrni	DET;GEN;PL	V;NFIN;ACT
тих	azok	той	az	DET;GEN;PL	PRO;NOM;PL;3
дня	nap	день	nap	N;INAN;GEN;MASC;SG	N;NOM;SG
дня	napon	день	nap	N;INAN;GEN;MASC;SG	N;ON+ESS;SG
дня	nappal	день	nap	N;INAN;GEN;MASC;SG	N;INS;SG
дня	napot	день	nap	N;INAN;GEN;MASC;SG	N;ACC;SG
твори	esszéket	твір	esszék	N;INAN;NOM;MASC;PL	N;ACC;SG
герб	herb	герб	herb	N;INAN;NOM;MASC;SG	
росія	oroszország	росія	oroszország	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
василь	basil	василь	basil	PROPN;ANIM;NOM;MASC;SG	
василь	vaszilij	василь	vaszilij	PROPN;ANIM;NOM;MASC;SG	
василь	vaszil	василь	vaszil	PROPN;ANIM;NOM;MASC;SG	
іспанії	spanyolország	іспанія	spanyolország	PROPN;INAN;GEN;FEM;SG	
індекс	index	індекс	index	N;INAN;NOM;MASC;SG	
індекс	mutató	індекс	mutató	N;INAN;NOM;MASC;SG	
місця	ülés	місце	ülés	N;INAN;NOM;NEUT;PL	N;NOM;SG
розвиток	fejlesztési	розвиток	fejlesztési	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
засновані	alapú	заснований	alapú	ADJ;PFV;NOM;PL;V.PTCP;PASS	
засновані	alapozott	заснований	alapozott	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
серії	sorozat	серія	sorozat	N;INAN;NOM;FEM;PL	N;NOM;SG
серії	epizódjainak	серія	epizód	N;INAN;NOM;FEM;PL	N;GEN;PL
серії	epizód	серія	epizód	N;INAN;NOM;FEM;PL	N;NOM;SG
німеччини	németország	німеччина	németország	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
просто	egyszerűen	просто	egyszerű	PART	ADJ;FRML;SG
просто	csak	просто	csak	PART	ADV
нові	újdonság	новий	újdonság	ADJ;NOM;PL	N;NOM;SG
нові	új	новий	új	ADJ;NOM;PL	ADJ;NOM;SG
інформації	info	інформація	info	N;INAN;NOM;FEM;PL	
інформації	infó	інформація	infó	N;INAN;NOM;FEM;PL	
інформації	információ	інформація	információ	N;INAN;NOM;FEM;PL	N;NOM;SG
слова	szavakat	слово	szó	N;INAN;NOM;NEUT;PL	N;ACC;PL
працює	futás	працювати	futás	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
працює	futó	працювати	futó	V;IPFV;IND;SG;3;PRS;FIN	
працює	futok	працювати	fut	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
декілька	számos	декілька	számos	DET;NOM	
