stregone	ساحر.	stregone	ساحر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
cut	ٹکڑے	cut	ٹکڑے	N	V;PFV;MASC;PL;V.PTCP;ACT
cut	چاقو	cut	چاقو	N	V;MASC;SG;V.PTCP;ACT
cut	نگینے	cut	نگینہ	N	V;MASC;SG;ACT
cut	انقطاع.	cut	انقطاع.	N	PROPN;NOM;MASC;SG;3
cut	دوڑنا.	cut	دوڑنا.	N	V;MASC;SG;NFIN;ACT
cut	ملانا.	cut	ملانا.	N	PROPN;NOM;MASC;SG;3
cut	کاٹنے	cut	کاٹ	N	V;ACC;NFIN
cut	کنجی	cut	کنجی	N	;NOM;MASC;SG;3
cut	ٹکڑے	cut	ٹکڑے	N	V;PFV;MASC;PL;V.PTCP;ACT
cut	چاقو	cut	چاقو	N	V;MASC;SG;V.PTCP;ACT
cut	نگینے	cut	نگینہ	N	V;MASC;SG;ACT
cut	انقطاع.	cut	انقطاع.	N	PROPN;NOM;MASC;SG;3
cut	تراشنا	cut	تراشنا	N	
cut	دوڑنا.	cut	دوڑنا.	N	V;MASC;SG;NFIN;ACT
cut	ملانا.	cut	ملانا.	N	PROPN;NOM;MASC;SG;3
cut	کاٹنے	cut	کاٹ	N	V;ACC;NFIN
cut	کنجی	cut	کنجی	N	;NOM;MASC;SG;3
stern	دنبالہ.	sterno	دنبالہ.	N;MASC	PROPN;NOM;MASC;SG;3
stern	درشت	sterno	درشت	N;MASC	PROPN;NOM;MASC;SG;3
stern	پشت.	sterno	پشت.	N;MASC	PROPN;NOM;MASC;SG;3
stern	پچھاڑی	sterno	پچھاڑی	N;MASC	PROPN;NOM;MASC;SG;3
ridge	مگری	ridgere	مگری	N;SG	PROPN;NOM;MASC;SG;3
ridge	کھجورا	ridgere	کھجورا	N;SG	PROPN;NOM;MASC;SG;3
umido	بھیگا.	umido	بھیگا.	ADJ;MASC;SG	
umido	بھیگا.	umido	بھیگا.	ADJ;MASC;SG	
umido	نم	umido	نم	ADJ;MASC;SG	V;ACT
umido	بھیگا	umido	بھیگ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	شراب	umido	شراب	ADJ;MASC;SG	N;NOM;MASC;SG;3
umido	(	umido	(	ADJ;MASC;SG	
umido	تری	umido	تری	ADJ;MASC;SG	
umido	متوڑا	umido	متوڑا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	برسات	umido	برسات	ADJ;MASC;SG	N;NOM;MASC;SG;3
umido	مریل	umido	مریل	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	فضول.	umido	فضول.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	(	umido	(	ADJ;MASC;SG	
umido	بھگونا	umido	بھگونا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	رطوبت.	umido	رطوبت.	ADJ;MASC;SG	ADP
umido	مشروب.	umido	مشروب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	گیلا	umido	گیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
umido	نمی	umido	نمی	ADJ;MASC;SG	N;NOM;MASC;SG;3
terremoti	ہنگامہ.	terremoto	ہنگامہ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
terremoti	ہلچل	terremoto	ہلچل	N;MASC;PL	V;ACT
terremoti	ہنگامہ.	terremoto	ہنگامہ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
terremoti	ہلچل	terremoto	ہلچل	N;MASC;PL	V;ACT
terremoti	زلزلہ	terremoto	زلزلہ	N;MASC;PL	N;NOM;MASC;SG;3
marna	میرا.	marnare	میرا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
coincidenza	توارد	coincidenza	توارد	N;FEM;SG	PROPN;NOM;MASC;SG;3
irregolari	اصول	irregolare	اصول	ADJ;PL	N;NOM;MASC;SG;3
irregolari	استثنائی	irregolare	استثنائی	ADJ;PL	N;NOM;MASC;SG;3
paternità	پدریت	paternità	پدریت	N;FEM	PROPN;NOM;MASC;SG;3
paternità	ابویت	paternità	ابویت	N;FEM	PROPN;NOM;MASC;SG;3
paternità	اصلیت.	paternità	اصلیت.	N;FEM	PROPN;NOM;MASC;SG;3
paternità	باپتا.	paternità	باپتا.	N;FEM	PROPN;NOM;MASC;SG;3
paternità	اَبوت	paternità	اَبوت	N;FEM	PROPN;NOM;MASC;SG;3
doppi	دولا	doppio	دولا	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
doppi	توام	doppio	توام	ADJ;MASC;PL	
doppi	موڑنا	doppio	موڑ	ADJ;MASC;PL	V;NFIN;ACT
doppi	جوڑا	doppio	جوڑ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
doppi	دوڑنا.	doppio	دوڑنا.	ADJ;MASC;PL	V;MASC;SG;NFIN;ACT
doppi	مثنیٰ	doppio	مثنیٰ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
doppi	جڑواں	doppio	جڑواں	ADJ;MASC;PL	N;NOM;MASC;PL;3
doppi	دوتا.	doppio	دوتا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
doppi	مضاعف	doppio	مضاعف	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
doppi	بھوت.	doppio	بھوت.	ADJ;MASC;PL	V;IPFV;MASC;SG;V.PTCP;ACT
doppi	زوج	doppio	زوج	ADJ;MASC;PL	N;NOM;MASC;SG;3
purple	ارغوانی	purple	ارغوانی	N	ADJ
vandalo	اسپین	vandalo	اسپین	N;MASC;SG	PROPN;NOM;MASC;SG;3
ribalta	تڑاقا	ribalta	تڑاقا	N;FEM;SG	PROPN;NOM;MASC;SG;3
ribalta	پھٹکارنا.	ribalta	پھٹکارنان	N;FEM;SG	V;SG;NFIN;ACT
ribalta	چٹکی	ribalta	چٹک	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
ribalta	چٹاخا.	ribalta	چٹاخا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
ribalta	الٹاکرنا.	ribalta	الٹاکرنان	N;FEM;SG	PROPN;NOM;MASC;SG;3
stereo	بیّن.	stereo	بیّن.	N;MASC;SG	PROPN;NOM;MASC;SG;3
stereo	مجسّم	stereo	مجسّم	N;MASC;SG	PROPN;NOM;MASC;SG;3
iraniano	پشتو	iraniano	پشتو	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
armonico	مترنم	armonico	مترنم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
armonico	وزن	armonico	وزن	ADJ;MASC;SG	N;NOM;MASC;SG;3
matura	مطالبہ	maturo	مطالبہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
matura	رسیدہ	maturo	رسیدہ	ADJ;FEM;SG	
matura	رسیدہ.	maturo	رسیدہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
matura	مطالبہ	maturo	مطالبہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
matura	رسیدہ	maturo	رسیدہ	ADJ;FEM;SG	
matura	رسیدہ.	maturo	رسیدہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
duck	دُبکنا	duck	دُبکنا	N	V;SG;NFIN;ACT
duck	بچنا	duck	بچ	N	V;MASC;SG;NFIN;ACT
duck	پیارے	duck	پیارا	N	PROPN;NOM;MASC;SG;3
metabolismo	تحوّل	metabolismo	تحوّل	N;MASC;SG	
metabolismo	تحوّلی	metabolismo	تحوّلی	N;MASC;SG	PROPN;NOM;MASC;SG;3
bionda	بھورے	bionda	بھورا	N;FEM;SG	ADJ;NOM;MASC;SG
tartaruga	کچھوا	tartaruga	کچھوا	N;FEM;SG	PROPN;NOM;MASC;SG;3
tartaruga	کچھوا	tartaruga	کچھوا	N;FEM;SG	PROPN;NOM;MASC;SG;3
attraversamento	چوراہا.	attraversamento	چوراہا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
slow	تدریجی	slow	تدریجی	N;MASC	ADJ
slow	سست.	slow	سست.	N;MASC	PROPN;NOM;MASC;SG;3
slow	متأمل	slow	متأمل	N;MASC	PROPN;NOM;MASC;SG;3
slow	مندا	slow	مندا	N;MASC	PROPN;NOM;MASC;SG;3
slow	تدریجی	slow	تدریجی	N;MASC	ADJ
slow	سست.	slow	سست.	N;MASC	PROPN;NOM;MASC;SG;3
slow	متأمل	slow	متأمل	N;MASC	PROPN;NOM;MASC;SG;3
musulmana	مسلم.	musulmana	مسلم.	ADJ;FEM;SG	
precursore	نقیب	precursore	نقیب	N;MASC;SG	PROPN;NOM;MASC;SG;3
precursore	نقیب	precursore	نقیب	N;MASC;SG	PROPN;NOM;MASC;SG;3
pescatore	نوکا.	pescatore	نوکا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
finiti	غائب	finire	غائب	V;MASC;PL;PST;V.PTCP	ADJ
finiti	جمع	finire	جمع	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;SG;3
agnello	مسکین	agnello	مسکین	N;MASC;SG	PROPN;NOM;MASC;SG;3
magiche	طلسمی	magico	طلسمی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
magiche	جادوئی.	magico	جادوئی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
cantate	گنگنانا	cantare	گنگنانا	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
cantate	(	cantare	(	V;FEM;PL;PST;V.PTCP	
cantate	گانا	cantare	گانا	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
cantate	گنگنانا	cantare	گنگنانا	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
cantate	(	cantare	(	V;FEM;PL;PST;V.PTCP	
moss	کائی	moss	کائی	N;MASC	PROPN;NOM;MASC;SG;3
aspirazione	امنگ.	aspirazione	امنگ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
aspirazione	تنفس.	aspirazione	تنفس.	N;FEM;SG	PROPN;NOM;MASC;SG;3
malese	ملائی.	malese	ملائی.	ADJ;SG	V;PFV;FEM;SG;V.PTCP;ACT
vola	کتا.	volare	کتا.	V;IND;SG;3;PRS;FIN	
vola	پرواز	volare	پرواز	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
vola	گھڑی	volare	گھڑی	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
vola	سیانا	volare	سیانا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	ہشیار	volare	ہشیار	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	لانگنا.	volare	لانگنا.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	مکھی	volare	مکھی	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	طیران	volare	طیران	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	کتا.	volare	کتا.	V;IND;SG;3;PRS;FIN	
vola	مگس	volare	مگس	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	پرواز	volare	پرواز	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
vola	گھڑی	volare	گھڑی	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
vola	سیانا	volare	سیانا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	ہشیار	volare	ہشیار	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	لانگنا.	volare	لانگنا.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	مکھی	volare	مکھی	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vola	طیران	volare	طیران	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
prevalere	رائج	prevalere	رائج	V;NFIN	ADJ
prevalere	ورغلانا.	prevalere	ورغلانا.	V;NFIN	PROPN;NOM;MASC;SG;3
prevalere	رواں	prevalere	رواں	V;NFIN	ADJ
disuso	چھوڑدینا	disuso	چھوڑدینا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
orientalista	مستشرق	orientalista	مستشرق	N;SG	ADJ
modeste	شائستہ	modesto	شائستہ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	جھینپو	modesto	جھینپو	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	مہذب.	modesto	مہذب.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	شائستہ	modesto	شائستہ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	شرمیلا	modesto	شرمیلا	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	جھینپو	modesto	جھینپو	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
modeste	مہذب.	modesto	مہذب.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
torta	مکھن	torta	مکھن	N;FEM;SG	PROPN;NOM;MASC;SG;3
torta	افراتفری.	torta	افراتفریڈ	N;FEM;SG	ADJ
win	free	win	free	N	
win	فتح.	win	فتح.	N	
sultanato	سلطنت	sultanare	سلطنت	ADJ;MASC;SG	N;NOM;MASC;SG;3
escape	(	escape	(	N	
escape	(	escape	(	N	
escape	(	escape	(	N	
chaos	بدنظمی	chaos	بدنظمی	N	ADJ
chaos	افراتفری	chaos	افراتفری	N	ADJ
chaos	بدنظمی	chaos	بدنظمی	N	ADJ
restrizioni	حائلشے.	restrizione	حائلش	N;FEM;PL	
restrizioni	رکاوٹ	restrizione	رکاوٹ	N;FEM;PL	N;NOM;MASC;SG;3
restrizioni	مزاحمت	restrizione	مزاحمت	N;FEM;PL	N;NOM;MASC;SG;3
restrizioni	پابندی	restrizione	پابندی	N;FEM;PL	N;NOM;MASC;SG;3
restrizioni	حائلشے.	restrizione	حائلش	N;FEM;PL	
restrizioni	رکاوٹ	restrizione	رکاوٹ	N;FEM;PL	N;NOM;MASC;SG;3
restrizioni	تحدید	restrizione	تحدید	N;FEM;PL	N;NOM;MASC;SG;3
restrizioni	مزاحمت	restrizione	مزاحمت	N;FEM;PL	N;NOM;MASC;SG;3
tira	پہنچ.	tirare	پہنچ	V;IND;SG;3;PRS;FIN	
tira	کشش.	tirare	کشش.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
tira	کسالا	tirare	کسال	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
tira	محنت	tirare	محنت	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
kitty	بلوٹا	kitty	بلوٹا	N;MASC	PROPN;NOM;MASC;SG;3
kitty	بلونگڑا	kitty	بلونگڑا	N;MASC	PROPN;NOM;MASC;SG;3
comodo	کارآمد.	comodo	کارآمد.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
svantaggio	بندش	svantaggio	بندش	N;MASC;SG	PROPN;NOM;MASC;SG;3
lattea	دودھیا	lattea	دودھیا	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
copiare	مثل	copiare	مثل	V;NFIN	
copiare	مثنّیٰ	copiare	مثنّیٰ	V;NFIN	PROPN;NOM;MASC;SG;3
copiare	نسخہ	copiare	نسخہ	V;NFIN	N;NOM;MASC;SG;3
copiare	نقّالی	copiare	نقّالی	V;NFIN	PROPN;NOM;MASC;SG;3
copiare	چربہ	copiare	چربہ	V;NFIN	PROPN;NOM;MASC;SG;3
copiare	نقل	copiare	نقل	V;NFIN	N;NOM;MASC;SG;3
copiare	مثل	copiare	مثل	V;NFIN	
copiare	مثنّیٰ	copiare	مثنّیٰ	V;NFIN	PROPN;NOM;MASC;SG;3
copiare	نسخہ	copiare	نسخہ	V;NFIN	N;NOM;MASC;SG;3
copiare	نقّالی	copiare	نقّالی	V;NFIN	PROPN;NOM;MASC;SG;3
stringa	جکڑنا.	stringa	جکڑنا.	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
enigma	چیستاں	enigma	چیستاں	N;MASC;SG	PROPN;NOM;MASC;SG;3
enigma	متناقضہ.	enigma	متناقضہ.	N;MASC;SG	ADJ
colla	چپکو.	colla	چپکو.	N;FEM;SG	PROPN;NOM;MASC;SG;3
colla	چپکانے	colla	چپکا	N;FEM;SG	V;NFIN
colla	جوڑنے	colla	جوڑ	N;FEM;SG	V;ACC;NFIN
colla	چپکانا.	colla	چپکانا.	N;FEM;SG	PROPN;NOM;MASC;PL;3
benedetta	مردود	benedetto	مردود	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
benedetta	مرحوم	benedetto	مرحوم	ADJ;FEM;SG	N
benedetta	ملعون	benedetto	ملعون	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
benedetta	مقّدس.	benedetto	مقّدس.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
benedetta	مغفور	benedetto	مغفور	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
eddy	گردِاب.	eddy	گردِاب.	N;MASC	PROPN;NOM;MASC;SG;3
eddy	بگولا.	eddy	بگولا.	N;MASC	
eddy	بھنور	eddy	بھنور	N;MASC	V;ACT
eddy	گردِاب.	eddy	گردِاب.	N;MASC	PROPN;NOM;MASC;SG;3
eddy	بگولا.	eddy	بگولا.	N;MASC	
spie	جاسوس	spia	جاسوس	N;FEM;PL	PROPN;NOM;MASC;SG;3
spie	مخبر	spia	مخبر	N;FEM;PL	PROPN;NOM;MASC;SG;3
intima	(	intimo	(	ADJ;FEM;SG	
intima	نجی	intimo	نجی	ADJ;FEM;SG	N;NOM;MASC;SG;3
intima	خلقی.	intimo	خلقی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
intima	یگانگت.	intimo	یگانگت.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
intima	(	intimo	(	ADJ;FEM;SG	
intima	نجی	intimo	نجی	ADJ;FEM;SG	N;NOM;MASC;SG;3
intima	خلقی.	intimo	خلقی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
intima	یگانگت.	intimo	یگانگت.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
collisione	ٹکّر	collisione	ٹکّر	N;FEM;SG	PROPN;NOM;MASC;SG;3
pensate	غور	pensare	غور	V;IND;PL;2;PRS;FIN	N;NOM;MASC;SG;3
pensate	(	pensare	(	V;IND;PL;2;PRS;FIN	
pensate	فکر	pensare	فکر	V;IND;PL;2;PRS;FIN	N;NOM;MASC;SG;3
pensate	سوچ.	pensare	سوچ.	V;IND;PL;2;PRS;FIN	PROPN;NOM;MASC;SG;3
superamento	ابلنا	superamento	ابلنا	N;MASC;SG	PROPN;NOM;MASC;SG;3
superamento	وسعت.	superamento	وسعت.	N;MASC;SG	PROPN;NOM;MASC;SG;3
superamento	(	superamento	(	N;MASC;SG	
care	خبرداری	caro	خبرداری	ADJ;FEM;PL	N;NOM;MASC;SG;3
care	توجہ	caro	توجہ	ADJ;FEM;PL	N;NOM;MASC;SG;3
care	پریشانی.	caro	پریشانی.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
care	for	caro	for	ADJ;FEM;PL	
care	تحفظ	caro	تحفظ	ADJ;FEM;PL	N;NOM;MASC;SG;3
care	احتیاط	caro	احتیاط	ADJ;FEM;PL	N;NOM;MASC;SG;3
care	فکر	caro	فکر	ADJ;FEM;PL	N;NOM;MASC;SG;3
medusa	ڈھیلا	meduso	ڈھیلا	N;FEM;SG	PROPN;NOM;MASC;SG;3
medusa	کمزور	meduso	کمزور	N;FEM;SG	ADJ
immaginaria	خیالی	immaginario	خیالی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
think	(	think	(	N	
think	سوچ.	think	سوچ.	N	PROPN;NOM;MASC;SG;3
peccati	نامعقول	peccato	نامعقول	N;MASC;PL	ADJ
peccati	گناہ	peccato	گناہ	N;MASC;PL	N;NOM;MASC;SG;3
peccati	اثم	peccato	اثم	N;MASC;PL	
peccati	نامعقول	peccato	نامعقول	N;MASC;PL	ADJ
peccati	پاپ	peccato	پاپ	N;MASC;PL	PROPN;NOM;MASC;SG;3
peccati	گناہ	peccato	گناہ	N;MASC;PL	N;NOM;MASC;SG;3
peccati	اثم	peccato	اثم	N;MASC;PL	
proroga	تطاول	proroga	تطاول	N;FEM;SG	
proroga	بڑھانے	proroga	بڑھا	N;FEM;SG	V;ACC;NFIN
proroga	حدود.	proroga	حدود	N;FEM;SG	PROPN;NOM;MASC;SG;3
proroga	طوالت.	proroga	طوالت.	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
proroga	پھیلاؤ	proroga	پھیلاؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
proroga	پہنائی	proroga	پہنا	N;FEM;SG	ADJ;FEM
patate	چھید	patato	چھید	N;FEM;PL	
pack	بھرتی	pack	بھر	N	V;IPFV;FEM;SG;V.PTCP;ACT
pack	خصوصاً	pack	خصوصاً	N	ADV
pack	(	pack	(	N	
pack	گلّہ	pack	گلّہ	N	PROPN;NOM;MASC;SG;3
pack	لپیٹنا.	pack	لپیٹنا.	N	V;SG;NFIN;ACT
pack	بنڈل	pack	بنڈل	N	
pack	مٹّھا	pack	مٹّھ	N	PROPN;NOM;MASC;SG;3
pack	ٹکڑی	pack	ٹکڑی	N	PROPN;NOM;MASC;SG;3
pack	غول	pack	غول	N	
pack	ٹولا	pack	ٹولا	N	PROPN;NOM;MASC;SG;3
pack	گروہ.	pack	گروہ.	N	PROPN;NOM;MASC;SG;3
pack	پیکٹ	pack	پیکٹ	N	
amaro	کڑوا	amaro	کڑوا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
amaro	کڑوا	amaro	کڑوا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
amaro	تلخ	amaro	تلخ	ADJ;MASC;SG	
scalare	صعود.	scalare	صعود.	V;NFIN	
scalare	غیرسمتی	scalare	غیرسمتی	V;NFIN	ADJ
scalare	میزانی	scalare	میزانی	V;NFIN	ADJ
scalare	عددی	scalare	عددی	V;NFIN	ADJ
epic	عظیم	epic	عظیم	N	PROPN;NOM;MASC;SG;3
epic	بہادرانہ.	epic	بہادرانہ.	N	ADJ
epic	زبردست	epic	زبردست	N	ADJ
epic	عظیم	epic	عظیم	N	PROPN;NOM;MASC;SG;3
epic	بہادرانہ.	epic	بہادرانہ.	N	ADJ
epic	زبردست	epic	زبردست	N	ADJ
epic	رزمیہ	epic	رزمیہ	N	PROPN;NOM;MASC;SG;3
acri	میدان.	acri	میدان.	N;MASC;PL	PROPN;NOM;MASC;SG;3
acri	ایکڑ.	acri	ایکڑ.	N;MASC;PL	
sacrifici	نیاز.	sacrificio	نیاز.	N;MASC;PL	PROPN;NOM;MASC;SG;3
sacrifici	وارنا.	sacrificio	وارنا.	N;MASC;PL	
sacrifici	بلیدان	sacrificio	بلیدان	N;MASC;PL	PROPN;NOM;MASC;SG;3
sacrifici	نیاز.	sacrificio	نیاز.	N;MASC;PL	PROPN;NOM;MASC;SG;3
sacrifici	وارنا.	sacrificio	وارنا.	N;MASC;PL	
pantera	پوما	pantera	پوما	N;FEM;SG	PROPN;NOM;MASC;SG;3
pantera	تیندوا	pantera	تیندوا	N;FEM;SG	PROPN;NOM;MASC;SG;3
trave	شہتیر	trave	شہتیر	N;FEM;SG	PROPN;NOM;MASC;SG;3
trave	بَلّی	trave	بَلّی	N;FEM;SG	PROPN;NOM;MASC;SG;3
apprendista	مبتدی	apprendista	مبتدی	N;SG	ADJ
colomba	قمری	colomba	قمری	N;FEM;SG	PROPN;NOM;MASC;SG;3
colomba	فاختہ.	colomba	فاختہ.	N;FEM;SG	ADJ
colomba	بھولا	colomba	بھولا	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
partecipante	شریک	partecipante	شریک	N;SG	ADJ
generica	جینس	generico	جینس	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
generica	جینی.	generico	جینی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
eleggere	ممتاز	eleggere	ممتاز	V;NFIN	ADJ
eleggere	چنیدہ	eleggere	چنیدہ	V;NFIN	
eleggere	منتخب	eleggere	منتخب	V;NFIN	ADJ
ricchezze	بہبود	ricchezza	بہبود	N;FEM;PL	N;NOM;MASC;SG;3
ricchezze	ثروت.	ricchezza	ثروت.	N;FEM;PL	PROPN;NOM;MASC;SG;3
ricchezze	دولت	ricchezza	دولت	N;FEM;PL	N;NOM;FEM;SG;3
ricchezze	(	ricchezza	(	N;FEM;PL	
ricchezze	توانگری.	ricchezza	توانگری.	N;FEM;PL	PROPN;NOM;MASC;SG;3
ricchezze	فلاح	ricchezza	فلاح	N;FEM;PL	N;NOM;MASC;SG;3
bear	بھالو	bear	بھالو	N	
bear	بوجھ	bear	بوجھ	N	V;ACT
bear	جننا	bear	جننا	N	
bear	بھالو	bear	بھالو	N	
bear	بھوگنا	bear	بھوگ	N	PROPN;NOM;MASC;SG;3
bear	بوجھ	bear	بوجھ	N	V;ACT
egizia	مصری	egiziare	مصری	N;FEM;SG	ADJ
istruttore	اخوند.	istruttore	اخوند.	N;MASC;SG	PROPN;NOM;MASC;SG;3
istruttore	معلّم	istruttore	معلّم	N;MASC;SG	
istruttore	آموزگار	istruttore	آموزگار	N;MASC;SG	PROPN;NOM;MASC;SG;3
satana	ابلیس	satano	ابلیس	N;FEM;SG	PROPN;NOM;MASC;SG;3
grafici	اَشکالیات	grafico	اعشکالیات	N;MASC;PL	PROPN;NOM;MASC;SG;3
incerto	غیرواضح	incerto	غیرواضح	ADJ;MASC;SG	N
assicurazione	بیمہ.	assicurazione	بیمہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
produttiva	خلّاق	produttivo	خلّاق	ADJ;FEM;SG	
produttiva	(	produttivo	(	ADJ;FEM;SG	
doveri	برآمد	dovere	برآمد	N;MASC;PL	ADJ
doveri	سعادتمندی	dovere	سعادتمندی	N;MASC;PL	PROPN;NOM;MASC;SG;3
doveri	برآمد	dovere	برآمد	N;MASC;PL	ADJ
doveri	سعادتمندی	dovere	سعادتمندی	N;MASC;PL	PROPN;NOM;MASC;SG;3
doveri	محصول	dovere	محصول	N;MASC;PL	N;NOM;MASC;SG;3
idol	آسیب.	idol	آسیب.	N	PROPN;NOM;MASC;SG;3
idol	دیوتا	idol	دیوتا	N	PROPN;NOM;MASC;SG;3
orlo	حاشیہ	orlo	حاشیہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	اٹکنا.	orlo	اٹکنا	N;MASC;SG	V;V.PTCP;ACT
orlo	گوٹ.	orlo	گوٹ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	کڑاڑا	orlo	کڑاڑا	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	کنارہ	orlo	کنارہ	N;MASC;SG	
orlo	کگر	orlo	کگر	N;MASC;SG	
orlo	کڑاڑا	orlo	کڑاڑا	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	دہانہ	orlo	دہانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	کنارہ	orlo	کنارہ	N;MASC;SG	
orlo	کگر	orlo	کگر	N;MASC;SG	
orlo	چھجّا	orlo	چھجّا	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	دہانہ	orlo	دہانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	چھجّا	orlo	چھجّا	N;MASC;SG	PROPN;NOM;MASC;SG;3
orlo	لب	orlo	لب	N;MASC;SG	
orlo	دہانہ	orlo	دہانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
quintetto	پنجہ	quintetto	پنجہ	N;MASC;SG	
quintetto	خمسہ	quintetto	خمسہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
dipingere	روغن	dipingere	روغن	V;NFIN	N;NOM;MASC;SG;3
dipingere	غازہ	dipingere	غازہ	V;NFIN	
