категория	kategórie	категория	kategória	N;INDF;FEM;SG	N;NOM;FEM;PL
родени	narodená	родя-(се)	narodený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
родени	narodené	родя-(се)	narodený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
родени	narodený	родя-(се)	narodený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
играе	prehrať	играя	prehrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;POS;NFIN
играе	play	играя	play	V;IPFV;IND;SG;3;PRS;FIN;ACT	
играе	hraj	играя	hraj	V;IPFV;IND;SG;3;PRS;FIN;ACT	INTJ
играе	zahrať	играя	zahrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;POS;NFIN
играе	hrajú	играя	hrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
играе	hranie	играя	hranie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
играе	prehrávanie	играя	prehrávanie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
живот	life	живот	lifa	N;INDF;MASC;SG	
живот	zivot	живот	zivot	N;INDF;MASC;SG	INTJ
тук	tady	там	tady	ADV	INTJ
тук	tuto	там	táto	ADV	DET;ACC;FEM;SG
тук	here	там	hero	ADV	
църквата	cirkvi	църква	cirkev	N;DEF;FEM;SG	N;NOM;FEM;PL
ден	den	ден	den	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ден	day	ден	deň	N;INDF;MASC;SG	INTJ
руски	rusky	руски	rusky	ADJ;INDF;MASC;SG	ADV
руски	rus	руски	rus	ADJ;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
известен	známi	известен	známy	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
известен	známu	известен	známy	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
известен	slávni	известен	slávňa	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
известен	slávne	известен	slávny	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
добре	dobrá	добре	dobrý	ADV	ADJ;NOM;FEM;SG
добре	dobra	добре	dobra	ADV	N;NOM;FEM;SG
добре	dobré	добре	dobrý	ADV	ADJ;NOM;NEUT;SG
добре	dobrý	добре	dobrý	ADV	ADJ;ANIM;NOM;MASC;SG
мария	maria	мария	mariť	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
води	vedú	водя	viesť	V;IPFV;IMP;SG;2;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
води	vedie	водя	viesť	V;IPFV;IMP;SG;2;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
води	vody	водя	voda	V;IPFV;IMP;SG;2;FIN	N;GEN;FEM;PL
води	vôd	водя	vôd	V;IPFV;IMP;SG;2;FIN	N;GEN;FEM;PL
води	vedenia	водя	vedenie	V;IPFV;IMP;SG;2;FIN	N;NOM;NEUT;PL
води	vedúci	водя	vedúci	V;IPFV;IMP;SG;2;FIN	N;ANIM;NOM;MASC;SG
води	olovo	водя	olovo	V;IPFV;IMP;SG;2;FIN	N;NOM;NEUT;SG
води	vedenie	водя	vedenie	V;IPFV;IMP;SG;2;FIN	N;NOM;NEUT;SG
голям	veľkých	голям	veľký	ADJ;INDF;MASC;SG	ADJ;ANIM;GEN;MASC;PL
голям	veľkí	голям	veľký	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;PL
голям	velke	голям	velka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
голям	velka	голям	velka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
голям	big	голям	big	ADJ;INDF;MASC;SG	
филм	filmová	филм	filmový	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
филм	filmová	филм	filmový	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
шаблон	šablóny	шаблон	šablón	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
почти	skoro	почти	skoro	ADV	PART
почти	takmer	почти	takmer	ADV	PART
печели	výhry	печеля	výhra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
печели	vyhrá	печеля	vyhrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
площ	oblasti	площ	oblasť	N;INDF;FEM;SG	N;NOM;FEM;PL
острови	isles	островя-(се)	isles	N;INDF;FEM;PL	
френски	francúzština	френски	francúzština	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
френски	francúzsky	френски	francúzsky	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
френски	francúz	френски	francúz	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
френски	francúzska	френски	francúzsky	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
генерал	všeobecné	генерал	všeobecný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
генерал	všeobecne	генерал	všeobecne	N;INDF;MASC;SG	ADV
генерал	všeobecná	генерал	všeobecný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
защото	lebo	защото	lebo	ADV	CONJ
защото	pretože	защото	pretože	ADV	CONJ
защото	pretoze	защото	pretoze	ADV	N;INAN;NOM;MASC;SG
държава	krajiny	държава	krajina	N;INDF;FEM;SG	N;NOM;FEM;PL
държава	štátne	държава	štátny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
държава	štátna	държава	štátny	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
двете	oboje	два	oboj	NUM;DEF;FEM;PL	N;NOM;MASC;SG
обикновено	obvykle	обикновено	obvykel	ADV	PART
обикновено	obvykle	обикновено	obvykel	ADV	PART
обикновено	obvykle	обикновено	obvykel	ADV	PART
големи	veľké	голям	veľký	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
големи	veľká	голям	veľký	ADJ;INDF;PL	ADJ;NOM;FEM;SG
големи	veľký	голям	veľký	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
големи	velke	голям	velka	ADJ;INDF;PL	N;NOM;FEM;SG
големи	velka	голям	velka	ADJ;INDF;PL	N;NOM;FEM;SG
големи	veľký	голям	veľký	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
големи	big	голям	big	ADJ;INDF;PL	
големи	veľké	голям	veľký	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
големи	veľká	голям	veľký	ADJ;INDF;PL	ADJ;NOM;FEM;SG
деца	detská	дете	detský	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
деца	detská	дете	detský	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
деца	detské	дете	detský	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
петър	petrom	петър	peter	PROPN;INDF;MASC;SG	N;ANIM;INS;MASC;SG
петър	peter	петър	peter	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
петър	petra	петър	petra	PROPN;INDF;MASC;SG	PROPN;ANIM;ACC;MASC;SG
петър	petar	петър	petar	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
остава	pozostatky	оставам	pozostatok	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
остава	zostane	оставам	zostať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
остава	ostane	оставам	ostať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
остава	pobyty	оставам	pobyt	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
дължина	dĺžky	дължина	dĺžka	N;INDF;FEM;SG	N;NOM;FEM;PL
гръцки	grécka	гръцки	grécka	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
дни	days	ден	days	N;INDF;MASC;PL	
съюз	union	съюз	union	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
съюз	únie	съюз	únia	N;INDF;MASC;SG	N;NOM;FEM;PL
съюз	aliancie	съюз	aliancia	N;INDF;MASC;SG	N;NOM;FEM;PL
партия	party	партия	part	N;INDF;FEM;SG	N;NOM;FEM;PL
партия	párty	партия	párt	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
пише	napíše	пиша	napísať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
работа	práce	работа	práca	N;INDF;FEM;SG	N;NOM;FEM;PL
работа	pracovné	работа	pracovný	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
остров	isle	остров	isle	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
среща	stretnúť	среща	stretnúť	N;INDF;FEM;SG	V;PFV;POS;NFIN
среща	spoznať	среща	spoznať	N;INDF;FEM;SG	V;PFV;POS;NFIN
среща	stretnutia	среща	stretnutie	N;INDF;FEM;SG	N;NOM;NEUT;PL
информация	info	информация	info	N;INDF;FEM;SG	
информация	informácie	информация	informácia	N;INDF;FEM;SG	N;NOM;FEM;PL
информация	informácie	информация	informácia	N;INDF;FEM;SG	N;NOM;FEM;PL
нови	nová	нов	nový	ADJ;INDF;PL	ADJ;NOM;FEM;SG
нови	nove	нов	nový	ADJ;INDF;PL	N;NOM;FEM;PL
нови	nový	нов	nový	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
нови	nové	нов	nový	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
нови	novinka	нов	novinka	ADJ;INDF;PL	N;NOM;FEM;SG
пъти	zložiť	път	zložiť	N;MASC	V;PFV;POS;NFIN
пъти	násobne	път	násobne	N;MASC	ADV
пъти	krát	път	krát	N;MASC	N;NOM;MASC;PL
пъти	časy	път	čas	N;MASC	N;INAN;NOM;MASC;PL
пъти	times	път	times	N;MASC	
херцог	duke	херцог	duka	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
цел	zamieriť	цел	zamieriť	N;INDF;FEM;SG	V;PFV;POS;NFIN
цел	objektívny	цел	objektívny	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
цел	objektívne	цел	objektívne	N;INDF;FEM;SG	ADV
участие	zapojenia	участие	zapojenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
участие	zúčastniť	участие	zúčastniť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
войната	vojnové	война	vojnový	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
войната	vojny	война	vojna	N;DEF;FEM;SG	N;NOM;FEM;PL
войната	vojnový	война	vojnový	N;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
войната	war	война	war	N;DEF;FEM;SG	
никола	nicolas	никол	nicolas	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
никола	nikola	никол	nikolo	PROPN;INDF;MASC;SG	PROPN;NOM;FEM;SG
никола	nicola	никол	nicnúť	PROPN;INDF;MASC;SG	PROPN;NOM;FEM;SG
море	morská	море	morský	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
отбора	tým	отбор	to	N;DEF;MASC;SG	DET;INS;NEUT;SG
отбора	team	отбор	team	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
историята	histórie	история	história	N;DEF;FEM;SG	N;NOM;FEM;PL
историята	dejiny	история	dejiny	N;DEF;FEM;SG	N;NOM;FEM;PL
брой	počítať	брой	počítať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
брой	spočítať	брой	spočítať	N;INDF;MASC;SG	V;PFV;POS;NFIN
брой	pocet	брой	pocet	N;INDF;MASC;SG	
брой	cislo	брой	cislo	N;INDF;MASC;SG	
култура	kultúry	култура	kultúra	N;INDF;FEM;SG	N;NOM;FEM;PL
всяка	kazda	всеки	kazda	DET;FEM;SG	
същата	rovnako	същ	rovnako	ADJ;DEF;FEM;SG	ADV
известни	známi	известен	známy	ADJ;INDF;PL	N;ANIM;NOM;MASC;PL
известни	známe	известен	známy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
известни	známa	известен	známy	ADJ;INDF;PL	ADJ;NOM;FEM;SG
известни	známym	известен	známy	ADJ;INDF;PL	ADJ;INS;MASC;SG
известни	známy	известен	známy	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
известни	známu	известен	známy	ADJ;INDF;PL	N;ACC;FEM;SG
известни	slávny	известен	slávny	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
известни	slávni	известен	slávňa	ADJ;INDF;PL	N;ANIM;NOM;MASC;PL
известни	slávne	известен	slávny	ADJ;INDF;PL	N;NOM;MASC;PL
известни	slávna	известен	slávny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
територията	územia	територия	územie	N;DEF;FEM;SG	N;NOM;NEUT;PL
повечето	najviac	повече	veľa	ADV;DEF;PL	ADV;RL
повечето	väčšina	повече	väčšina	ADV;DEF;PL	N;NOM;FEM;SG
разположен	umiestnený	разположа-(се)	umiestnený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
разположен	umiestnená	разположа-(се)	umiestnený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
разположен	umiestnené	разположа-(се)	umiestnený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
друг	iný	друг	iný	ADJ;INDF;MASC;SG	DET;ANIM;NOM;MASC;SG
друг	iná	друг	iný	ADJ;INDF;MASC;SG	DET;NOM;FEM;SG
друг	iné	друг	iný	ADJ;INDF;MASC;SG	DET;NOM;NEUT;SG
друг	iný	друг	iný	ADJ;INDF;MASC;SG	DET;ANIM;NOM;MASC;SG
джон	ján	джон	ján	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
джон	john	джон	john	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
малки	malá	малък	malý	ADJ;INDF;PL	ADJ;NOM;FEM;SG
малки	small	малък	small	ADJ;INDF;PL	PROPN;ANIM;NOM;MASC;SG
малки	malý	малък	malý	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
малки	malých	малък	malý	ADJ;INDF;PL	N;ANIM;GEN;MASC;PL
малки	malé	малък	malý	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
малки	malá	малък	malý	ADJ;INDF;PL	ADJ;NOM;FEM;SG
малки	málo	малък	málo	ADJ;INDF;PL	ADV
малки	malé	малък	malý	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
малки	malý	малък	malý	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
малки	maly	малък	maly	ADJ;INDF;PL	N;INAN;NOM;MASC;SG
вероятно	zrejme	вероятно	zrejme	ADV	PART
вероятно	asi	вероятно	asi	ADV	PART
организация	organizácie	организация	organizácia	N;INDF;FEM;SG	N;NOM;FEM;PL
организация	organizácie	организация	organizácia	N;INDF;FEM;SG	N;NOM;FEM;PL
север	severný	север	severný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
север	severné	север	severný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
север	severná	север	severný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
север	severne	север	severne	N;INDF;MASC;SG	N;NOM;FEM;PL
изток	východná	изток	východný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	východné	изток	východný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
изток	východný	изток	východný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
изток	východne	изток	východne	N;INDF;MASC;SG	ADV
изток	východná	изток	východný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	východné	изток	východný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
изток	východný	изток	východný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
изток	východnej	изток	východný	N;INDF;MASC;SG	ADJ;GEN;FEM;SG
четири	štvorka	четири	štvorka	NUM;INDF;PL	N;NOM;FEM;SG
испания	španielsko	испания	španielsko	PROPN;INDF;FEM;SG	PROPN;NOM;NEUT;SG
испания	španielska	испания	španielsky	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
особено	obzvlášť	особено	obzvlášť	ADV	PART
особено	obzvlášť	особено	obzvlášť	ADV	PART
особено	najmä	особено	najmä	ADV	PART
разположено	umiestnený	разположа-(се)	umiestnený	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
разположено	umiestnená	разположа-(се)	umiestnený	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
разположено	umiestnené	разположа-(се)	umiestnený	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
човек	ľudský	човек	ľudský	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
човек	ľudských	човек	ľudský	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
човек	ľudské	човек	ľudský	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
човек	ľudská	човек	ľudský	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
човек	clovek	човек	clovek	N;INDF;MASC;SG	INTJ
човек	muz	човек	muz	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
човек	man	човек	man	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
общо	total	общо	totať	ADV	INTJ
общо	celkový	общо	celkový	ADV	ADJ;INAN;NOM;MASC;SG
рим	ríme	рим	rím	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
рим	ríma	рим	rím	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
рим	rím	рим	rím	PROPN;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
управление	ovládače	управление	ovládať	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
управление	kontroly	управление	kontrola	N;INDF;NEUT;SG	N;NOM;FEM;PL
управление	kontroluje	управление	kontrolovať	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
литература	literatúry	литература	literatúra	N;INDF;FEM;SG	N;NOM;FEM;PL
дейност	aktivity	дейност	aktivita	N;INDF;FEM;SG	N;NOM;FEM;PL
цар	kral	цар	krať	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
цар	king	цар	king	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
цар	car	цар	car	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
хората	ludia	хора	ludia	N;DEF	N;ANIM;NOM;MASC;PL
хората	ludi	хора	ludia	N;DEF	INTJ
хората	ľudia	хора	človek	N;DEF	N;ANIM;NOM;MASC;PL
хората	ľudí	хора	človek	N;DEF	N;ANIM;ACC;MASC;PL
хората	people	хора	peopeľ	N;DEF	PROPN;ANIM;VOC;MASC;SG
видове	druh	вид	druh	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
живота	life	живот	lifa	N;DEF;MASC;SG	
живота	zivot	живот	zivot	N;DEF;MASC;SG	INTJ
стефан	štefan	стефан	štefan	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
стефан	stefan	стефан	stefan	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
стефан	stefana	стефан	stefan	PROPN;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
стефан	stephan	стефан	stephan	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
тип	napíšte	тип	napísiť	N;INDF;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
военни	armáda	военен	armáda	ADJ;INDF;PL	N;NOM;FEM;SG
военни	vojsko	военен	vojsko	ADJ;INDF;PL	N;NOM;NEUT;SG
военни	vojenský	военен	vojenský	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
военни	vojenské	военен	vojenský	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
изчезване	mizne	изчезване	miznúť	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
изчезване	miznú	изчезване	miznúť	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
изчезване	zmiznutí	изчезване	zmiznutie	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
изчезване	zmiznú	изчезване	zmiznúť	N;INDF;NEUT;SG	V;PFV;IND;PL;3;POS;PRS;FIN
изчезване	zmizne	изчезване	zmiznúť	N;INDF;NEUT;SG	V;PFV;IND;SG;3;POS;PRS;FIN
изчезване	zmiznúť	изчезване	zmiznúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
изчезване	zmiznutia	изчезване	zmiznutie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
изчезване	zmiznutí	изчезване	zmiznutie	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
вида	vida	вид	vida	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
съвет	poradiť	съвет	poradiť	N;INDF;MASC;SG	V;PFV;POS;NFIN
съвет	rady	съвет	rada	N;INDF;MASC;SG	N;NOM;FEM;PL
съвет	rady	съвет	rada	N;INDF;MASC;SG	N;NOM;FEM;PL
свързани	súvisiace	свържа	súvisiaci	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
свързани	pridružené	свържа	pridružený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	súvisiace	свържа	súvisiaci	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
свързани	súvisiaci	свържа	súvisiaci	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
свързани	príbuzné	свържа	príbuzný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;PL
свързани	pripojený	свържа	pripojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
свързани	pripojené	свържа	pripojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	prepojená	свържа	prepojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
свързани	prepojený	свържа	prepojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
свързани	prepojené	свържа	prepojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
исторически	historicky	исторически	historicky	ADJ;INDF;MASC;SG	ADV
исторически	historicky	исторически	historicky	ADJ;INDF;MASC;SG	ADV
римски	roman	римски	roman	ADJ;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
римски	romana	римски	romana	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
кръг	okrúhle	кръг	okrúhle	N;INDF;MASC;SG	ADJ;NOM;NEUT;PL
кръг	okrúhly	кръг	okrúhly	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
кръг	kola	кръг	kolo	N;INDF;MASC;SG	N;NOM;NEUT;PL
майка	matko	майка	matko	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
карта	mapy	карта	mapy	N;INDF;FEM;SG	N;NOM;FEM;PL
карта	karty	карта	karta	N;INDF;FEM;SG	N;NOM;FEM;PL
англия	england	англия	england	PROPN;INDF;FEM;SG	
англия	anglicko	англия	anglicko	PROPN;INDF;FEM;SG	ADV
англия	anglicka	англия	anglicko	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
нов	nove	нов	nový	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
нов	novinka	нов	novinka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
втори	sekunda	втори	sekunda	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
множество	viacnásobné	множество	viacnásobný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
множество	viacero	множество	viacero	N;INDF;NEUT;SG	NUM;NOM;NEUT;SG
множество	viaceré	множество	viacero	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
множество	viacerých	множество	viacero	N;INDF;NEUT;SG	ADJ;ANIM;GEN;MASC;PL
политика	politiky	политика	politika	N;INDF;FEM;SG	N;NOM;FEM;PL
политика	politiky	политика	politika	N;INDF;FEM;SG	N;NOM;FEM;PL
преминава	prejde	преминавам	prejsť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
стара	stara	стар	star	ADJ;INDF;FEM;SG	PROPN;NOM;FEM;SG
семейството	rodinná	семейство	rodinný	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
съпруга	zena	съпруга	zena	N;INDF;FEM;SG	
втора	sekunda	втори	sekunda	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
район	okres	район	okres	N;INDF;MASC;SG	INTJ
район	oblasti	район	oblasť	N;INDF;MASC;SG	N;NOM;FEM;PL
музика	hudobné	музика	hudobný	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
музика	hudobná	музика	hudobný	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
близо	zatvoriť	близо	zatvoriť	ADV	V;PFV;POS;NFIN
близо	uzavrieť	близо	uzavrieť	ADV	V;PFV;POS;NFIN
близо	zavrieť	близо	zavrieť	ADV	V;PFV;POS;NFIN
първенство	majstrovstvá	първенство	majstrovstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
варна	varna	варна	varna	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
награди	ocenenie	награда	ocenenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
награди	awards	награда	awards	N;INDF;FEM;PL	
немски	nemčina	немски	nemčina	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
немски	nemecky	немски	nemecky	ADJ;INDF;MASC;SG	ADV
помощ	pomôžte	помощ	pomôcť	N;INDF;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
помощ	pomôže	помощ	pomôcť	N;INDF;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
помощ	pomôcť	помощ	pomôcť	N;INDF;FEM;SG	V;PFV;POS;NFIN
вода	vody	вода	voda	N;INDF;FEM;SG	N;GEN;FEM;PL
вода	vodná	вода	vodný	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
вода	vodný	вода	vodný	N;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
