din	from	din	from	ADP;ACC	PROPN
vest	западной	vest	западный	N;INDF;MASC;SG	ADJ;INS;FEM;SG
vest	западный	vest	западный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
vest	западное	vest	западный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
italia	italia	italia	italia	PROPN	PROPN
italia	италия	italia	италия	PROPN	N;INAN;NOM;FEM;SG
italia	италию	italia	италия	PROPN	N;INAN;ACC;FEM;SG
italia	италии	italia	италия	PROPN	N;INAN;NOM;FEM;PL
puțin	little	puțin	little	ADV	PROPN
puțin	маленький	puțin	маленький	ADV	ADJ;NOM;MASC;SG
puțin	маленькая	puțin	маленький	ADV	ADJ;NOM;FEM;SG
puțin	маленькие	puțin	маленький	ADV	ADJ;NOM;PL
excentricitate	эксцентриситет	excentricitate	эксцентриситет	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
descoperit	обнаружен	descoperit	обнаружить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
descoperit	обнаружена	descoperit	обнаружить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
descoperit	обнаружил	descoperit	обнаружить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
descoperit	обнаружено	descoperit	обнаружить	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
descoperit	обнаруженные	descoperit	обнаружить	ADJ;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
înainte	до	înainte	до	ADV	ADP
înainte	перед	înainte	перед	ADV	ADP
lemn	дрова	lemn	дрова	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
lemn	древесины	lemn	древесина	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
noi	новые	eu	новый	PRO;PL;1	ADJ;NOM;PL
noi	новинка	eu	новинка	PRO;PL;1	N;INAN;NOM;FEM;SG
noi	новая	eu	новый	PRO;PL;1	ADJ;NOM;FEM;SG
noi	новый	eu	новый	PRO;PL;1	ADJ;NOM;MASC;SG
noi	новых	eu	новый	PRO;PL;1	ADJ;GEN;PL
noi	новое	eu	новый	PRO;PL;1	ADJ;NOM;NEUT;SG
nicolae	николас	nicolae	николас	PROPN	N;ANIM;NOM;MASC;SG
nicolae	николай	nicolae	николай	PROPN	N;ANIM;NOM;MASC;SG
nicolae	николае	nicolae	николай	PROPN	N;INAN;NOM;MASC;SG
națională	национальные	național	национальный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
națională	национальных	național	национальный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
națională	national	național	national	ADJ;INDF;FEM;SG	PROPN
națională	национальная	național	национальный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
națională	национальный	național	национальный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
subspecii	подвида	subspeciu	подвид	N;DEF;FEM;PL	N;INAN;GEN;MASC;SG
statele	государства	stat	государство	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
statele	штатов	stat	штат	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
statele	штаты	stat	штат	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
roman	римская	roman	римский	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
drept	прямая	drept	прямой		ADJ;NOM;FEM;SG
drept	прямо	drept	прямо		ADV
mod	mode	mod	mode	N;INDF;MASC;SG	PROPN
mod	mod	mod	mod	N;INDF;MASC;SG	PROPN
american	американские	american	американский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
american	american	american	american	ADJ;INDF;MASC;SG	PROPN
american	американских	american	американский	ADJ;INDF;MASC;SG	ADJ;GEN;PL
american	американец	american	американец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
fiecare	каждая	fiecare	каждый	PRO;SG;3	DET;NOM;FEM;SG
fiecare	каждую	fiecare	каждый	PRO;SG;3	DET;ACC;FEM;SG
fiecare	каждый	fiecare	каждый	PRO;SG;3	DET;NOM;MASC;SG
fiecare	каждое	fiecare	каждый	PRO;SG;3	DET;NOM;NEUT;SG
fiecare	каждая	fiecare	каждый	PRO;SG;3	DET;NOM;FEM;SG
fiecare	каждому	fiecare	каждый	PRO;SG;3	DET;DAT;MASC;SG
fiecare	каждый	fiecare	каждый	PRO;SG;3	DET;NOM;MASC;SG
fiecare	каждое	fiecare	каждый	PRO;SG;3	DET;NOM;NEUT;SG
prezent	настоящее	prezent	настоящий	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
casa	house	casă	house	N;DEF;FEM;SG	PROPN
casa	дом	casă	дом	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
casa	хауз	casă	хауз	N;DEF;FEM;SG	
casa	хаус	casă	хаус	N;DEF;FEM;SG	INTJ
acestea	эти	acesta	этот	PRO;FEM;PL;3	DET;NOM;PL
categorie	категория	categorie	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
categorie	категории	categorie	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
cluj	клуж	cluj	клуж	PROPN	
bine	хорош	bine	хороший	ADV	ADJ;MASC;SG
bine	хороша	bine	хороший	ADV	ADJ;FEM;SG
bine	хороший	bine	хороший	ADV	ADJ;NOM;MASC;SG
bine	хорошее	bine	хороший	ADV	ADJ;NOM;NEUT;SG
bine	ок	bine	ок	ADV	
http	http	http	http	N	PROPN
site	сайт	sită	сайт	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
alexandru	александру	alexandru	александр	PROPN	N;ANIM;DAT;MASC;SG
alexandru	александр	alexandru	александр	PROPN	N;ANIM;NOM;MASC;SG
alexandru	александер	alexandru	александер	PROPN	N;ANIM;NOM;MASC;SG
unele	некоторых	unul	некоторый	PRO;FEM;PL;3	DET;GEN;PL
unele	некоторые	unul	некоторый	PRO;FEM;PL;3	DET;NOM;PL
milioane	миллионов	milion	миллион	NUM;INDF;FEM;PL	N;INAN;GEN;MASC;PL
milioane	миллион	milion	миллион	NUM;INDF;FEM;PL	N;INAN;NOM;MASC;SG
milioane	млн	milion	миллион	NUM;INDF;FEM;PL	N;INAN;NOM;MASC;SG
milioane	миллиона	milion	миллион	NUM;INDF;FEM;PL	N;INAN;GEN;MASC;SG
milioane	миллионов	milion	миллион	NUM;INDF;FEM;PL	N;INAN;GEN;MASC;PL
milioane	миллионы	milion	миллион	NUM;INDF;FEM;PL	N;INAN;NOM;MASC;PL
apă	вода	apă	вода	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
apă	воды	apă	вода	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
apă	воду	apă	вода	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
ori	ори	ori	орать	CONJ;POS	
țară	страна	țară	страна	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
țară	страны	țară	страна	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
târziu	опаздывает	târziu	опаздывать	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
târziu	поздний	târziu	поздний	ADV	ADJ;NOM;MASC;SG
târziu	опоздал	târziu	опоздать	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
istoria	истории	istorie	история	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
istoria	история	istorie	история	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
maria	мария	maria	мария	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
cunoscut	известные	cunoscut	известный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
republica	республика	republică	республика	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
republica	республики	republică	республика	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
cca	приблизительно	circa	приблизительно		ADV
râul	ривер	râu	ривер	N;DEF;MASC;SG	
râul	река	râu	река	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
râul	реки	râu	река	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
formată	сформированных	forma	сформировать	ADJ;INDF;FEM;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
formată	сформирован	forma	сформировать	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
formată	сформировали	forma	сформировать	ADJ;INDF;FEM;SG	V;PFV;IND;PL;PST;FIN;ACT
formată	сформированные	forma	сформировать	ADJ;INDF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
formată	сформирована	forma	сформировать	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
paris	paris	paris	paris	PROPN	PROPN
paris	париже	paris	париж	PROPN	N;INAN;ESS;MASC;SG
paris	париж	paris	париж	PROPN	N;INAN;NOM;MASC;SG
paris	парижский	paris	парижский	PROPN	ADJ;NOM;MASC;SG
gheorghe	георге	gheorghe	георг	PROPN	N;ANIM;NOM;MASC;SG
gheorghe	георг	gheorghe	георг	PROPN	N;ANIM;NOM;MASC;SG
gheorghe	джордж	gheorghe	джордж	PROPN	N;ANIM;NOM;MASC;SG
gheorghe	георгий	gheorghe	георгий	PROPN	N;ANIM;NOM;MASC;SG
tip	type	tip	type	N;INDF;MASC;SG	PROPN
premiul	премия	premiu	премия	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
premiul	приз	premiu	приз	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
premiul	премия	premiu	премия	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
premiul	награду	premiu	награда	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
premiul	награда	premiu	награда	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
putea	может	putea	мочь	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
putea	мог	putea	мочь	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
putea	могла	putea	мочь	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
persoane	народ	persoană	народ	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
constantin	константин	constantin	константин	PROPN	N;ANIM;NOM;MASC;SG
constantin	константин	constantin	константин	PROPN	N;ANIM;NOM;MASC;SG
descriere	подпись	descriere	подпись	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
descriere	заголовок	descriere	заголовок	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
descriere	описание	descriere	описание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
george	георг	george	георг	PROPN	N;ANIM;NOM;MASC;SG
george	джордж	george	джордж	PROPN	N;ANIM;NOM;MASC;SG
george	георгий	george	георгий	PROPN	N;ANIM;NOM;MASC;SG
născut	родилась	naște	рождаться	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
născut	родился	naște	рождаться	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
numărul	число	număr	число	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
numărul	номер	număr	номер	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
numărul	количество	număr	количество	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
comitatul	графство	comitat	графство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
comitatul	округе	comitat	округ	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
comitatul	округ	comitat	округ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
harta	карта	hartă	карта	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
harta	карту	hartă	карта	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
john	джон	john	джон	PROPN	N;ANIM;NOM;MASC;SG
john	иоанн	john	иоанный	PROPN	N;ANIM;NOM;MASC;SG
jos	down	jos	down	ADV	PROPN
marea	моря	mare	море	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
marea	море	mare	море	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
marea	sea	mare	sea	N;DEF;FEM;SG	PROPN
scris	написано	scris	писать	N;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
scris	письменные	scris	письменный	N;INDF;MASC;SG	ADJ;NOM;PL
scris	письменное	scris	письменный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
scris	письменный	scris	письменный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
raport	пожаловаться	raport	жаловаться	N;INDF;MASC;SG	V;PFV;NFIN;MID
echipa	спасатели	echipă	спасатель	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
echipa	команда	echipă	команда	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
echipa	отряд	echipă	отряд	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
echipa	взвод	echipă	взвод	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
echipa	команда	echipă	команда	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
echipa	team	echipă	team	N;DEF;FEM;SG	PROPN
baza	база	bază	база	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
baza	основание	bază	основание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
special	особая	special	особый	ADV	ADJ;NOM;FEM;SG
special	специальный	special	специальный	ADV	ADJ;NOM;MASC;SG
special	специального	special	специальный	ADV	ADJ;GEN;MASC;SG
special	специальная	special	специальный	ADV	ADJ;NOM;FEM;SG
special	специальные	special	специальный	ADV	ADJ;NOM;PL
special	специальное	special	специальный	ADV	ADJ;NOM;NEUT;SG
valea	долине	vale	долина	N;DEF;FEM;SG	N;INAN;DAT;FEM;SG
valea	долина	vale	долина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comune	совместное	comun	совместный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
comune	совместная	comun	совместный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
comune	совместный	comun	совместный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
ele	они	el	они	PRO;FEM;PL;3	PRO;NOM;PL;3
stadium	стадион	stadium	стадион	PROPN	N;INAN;NOM;MASC;SG
svg	svg	svg	svg	N	PROPN
zona	зона	zonă	зона	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
zona	зоны	zonă	зона	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
zona	область	zonă	область	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
zona	район	zonă	район	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
zona	площадь	zonă	площадь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
dat	учитывая	dat	учитывать	ADJ;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
slovenia	словении	slovenie	словение	PROPN	N;INAN;NOM;NEUT;SG
slovenia	словения	slovenie	словение	PROPN	N;INAN;NOM;NEUT;SG
americii	america	americ	america	PROPN;DEF;FEM;SG	PROPN
americii	америка	americ	америка	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;SG
satului	деревне	sat	деревня	N;DEF;MASC;SG	N;INAN;DAT;FEM;SG
satului	село	sat	село	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
satului	деревня	sat	деревня	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
resedinta	резиденция	resedinta	резиденция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
resedinta	проживание	resedinta	проживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
viața	life	viață	life	N;DEF;FEM;SG	PROPN
viața	жизнь	viață	жизнь	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
viața	жизни	viață	жизнь	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
bun	хорошо	bun	хорошо	ADJ;INDF;MASC;SG	ADV
cet	cet	cet	cet		PROPN
format	сформированных	format	сформировать	N;INDF;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
format	сформирован	format	сформировать	N;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
format	сформировали	format	сформировать	N;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
format	сформированные	format	сформировать	N;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
format	сформирована	format	сформировать	N;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
primit	полученные	primi	получить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
primit	получены	primi	получить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
lângă	вблизи	lângă	вблизи	ADP;ACC	ADV
lângă	рядом	lângă	рядом	ADP;ACC	ADV
lângă	близко	lângă	близко	ADP;ACC	ADV
oameni	народ	om	народ	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
istoric	исторические	istoric	исторический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
istoric	историк	istoric	историк	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
istoric	исторических	istoric	исторический	ADJ;INDF;MASC;SG	ADJ;GEN;PL
istoric	исторические	istoric	исторический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
istoric	истории	istoric	история	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
istoric	история	istoric	история	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
suprafață	поверхность	suprafață	поверхность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
suprafață	поверхности	suprafață	поверхность	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
suprafață	область	suprafață	область	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
suprafață	район	suprafață	район	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
suprafață	площадь	suprafață	площадь	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
europa	europe	europa	europe	PROPN	PROPN
europa	европу	europa	европа	PROPN	N;INAN;ACC;FEM;SG
europa	европа	europa	европа	PROPN	N;INAN;NOM;FEM;SG
europa	европы	europa	европа	PROPN	N;INAN;NOM;FEM;SG
europa	europa	europa	europa	PROPN	PROPN
europa	европа	europa	европа	PROPN	N;INAN;NOM;FEM;SG
universitatea	университет	universitate	университет	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
team	team	team	team	N;INDF;MASC;SG	PROPN
copii	kids	copil	kids	N;INDF;MASC;PL	PROPN
lucru	работы	lucru	работа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
cazul	случае	caz	случай	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
cazul	случай	caz	случай	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
cazul	дело	caz	дело	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
cazul	кейс	caz	кейс	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
folosit	используется	folosit	использовать	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
folosit	использовано	folosit	использовать	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
folosit	используемый	folosit	использовать	ADJ;INDF;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
folosit	используемые	folosit	использовать	ADJ;INDF;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
folosit	использован	folosit	использовать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
orice	любой	orice	любой	PRO;SG;3	DET;NOM;MASC;SG
orice	любую	orice	любой	PRO;SG;3	DET;ACC;FEM;SG
orice	любые	orice	любой	PRO;SG;3	DET;NOM;PL
orice	любое	orice	любой	PRO;SG;3	DET;NOM;NEUT;SG
orice	любая	orice	любой	PRO;SG;3	DET;NOM;FEM;SG
mihai	михай	mihai	михай	PROPN	N;ANIM;NOM;MASC;SG
mihai	майкл	mihai	майкл	PROPN	N;ANIM;NOM;MASC;SG
mihai	michael	mihai	michael	PROPN	PROPN
mihai	михаэль	mihai	михаэль	PROPN	N;ANIM;NOM;MASC;SG
mihai	михаил	mihai	михаил	PROPN	N;ANIM;NOM;MASC;SG
recensământul	переписи	recensământ	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
recensământul	перепись	recensământ	перепись	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
centrul	центр	centru	центр	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
centrul	центр	centru	центр	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
san	san	san	san	PROPN	PROPN
san	сан	san	сан	PROPN	
teritoriul	территория	teritoriu	территория	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
van	van	van	van	PROPN	PROPN
van	ван	van	ван	PROPN	PART
van	фургон	van	фургон	PROPN	N;INAN;NOM;MASC;SG
ungaria	венгрии	ungaria	венгрия	PROPN	N;INAN;NOM;FEM;SG
ungaria	венгрия	ungaria	венгрия	PROPN	N;INAN;NOM;FEM;SG
cauza	причиной	cauză	причина	N;DEF;FEM;SG	N;INAN;INS;FEM;SG
cauza	причина	cauză	причина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
bulgaria	болгария	bulgarie	болгария	PROPN	N;INAN;NOM;FEM;SG
bulgaria	болгарии	bulgarie	болгария	PROPN	N;INAN;NOM;FEM;PL
engleză	английский	englez	английский	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
engleză	английская	englez	английский	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
serie	серия	serie	серия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
serie	серии	serie	серия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
sua	usa	sua	usa	N	PROPN
vechi	old	vechi	old	ADJ;INDF;MASC;SG	PROPN
vechi	старые	vechi	старый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
reședința	резиденция	reședință	резиденция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
reședința	проживание	reședință	проживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
fel	добрая	fel	добрый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
apelor	водах	apă	вода	N;DEF;FEM;PL	N;INAN;ESS;FEM;PL
regele	король	rege	король	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
regele	кинг	rege	кинг	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
regele	царь	rege	царь	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
regele	king	rege	king	N;DEF;MASC;SG	PROPN
fiul	сынок	fiu	сынок	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
fiul	сын	fiu	сын	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
anterior	предыдущие	anterior	предыдущий	ADV	ADJ;NOM;PL
anterior	предыдущая	anterior	предыдущий	ADV	ADJ;NOM;FEM;SG
anterior	предыдущий	anterior	предыдущий	ADV	ADJ;NOM;MASC;SG
anterior	предыдущее	anterior	предыдущий	ADV	ADJ;NOM;NEUT;SG
nouă	новые	nou	новый		ADJ;NOM;PL
nouă	новинка	nou	новинка		N;INAN;NOM;FEM;SG
nouă	новая	nou	новый		ADJ;NOM;FEM;SG
nouă	новый	nou	новый		ADJ;NOM;MASC;SG
nouă	новых	nou	новый		ADJ;GEN;PL
nouă	новое	nou	новый		ADJ;NOM;NEUT;SG
nouă	девять	nou	девять		NUM;NOM
nouă	nine	nou	nine		PROPN
evoluția	эволюция	evoluție	эволюция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
evoluția	эволюции	evoluție	эволюция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
viteză	скорость	viteză	скорость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
viteză	скорости	viteză	скорость	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
paul	павел	paul	павел	PROPN	N;ANIM;NOM;MASC;SG
paul	пол	paul	пол	PROPN	N;INAN;NOM;MASC;SG
paul	пауль	paul	пауль	PROPN	N;ANIM;NOM;MASC;SG
paul	поль	paul	поль	PROPN	N;ANIM;NOM;MASC;SG
institutul	институт	institut	институт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
satele	деревни	sat	деревня	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
