категория	luokan	категория	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
франции	ranskan	франция	ranska	N;INAN;NOM;FEM;PL	N;GEN;SG
группа	ryhmän	группа	ryhmä	N;INAN;NOM;FEM;SG	N;GEN;SG
имя	nimeä	имя	nimi	N;INAN;NOM;NEUT;SG	N;PRT;SG
игры	pelejä	игра	peli	N;INAN;NOM;FEM;PL	N;PRT;PL
игры	pelien	игра	peli	N;INAN;NOM;FEM;PL	N;GEN;PL
цифровой	digital	цифровой	digital	ADJ;NOM;MASC;SG	
цифровой	digitaaliset	цифровой	digitaalinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
цифровой	digitaalisen	цифровой	digitaalinen	ADJ;NOM;MASC;SG	ADJ;GEN;SG
просто	vain	просто	vain	PART	ADV
регион	alueen	регион	alue	N;INAN;NOM;MASC;SG	N;GEN;SG
конце	loppu	конец	loppu	N;INAN;ESS;MASC;SG	N;NOM;SG
конце	loppua	конец	loppu	N;INAN;ESS;MASC;SG	N;PRT;SG
конце	päättyy	конец	päättyä	N;INAN;ESS;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
конце	lopussa	конец	loppu	N;INAN;ESS;MASC;SG	N;IN+ESS;SG
конце	päättynyt	конец	päättyä	N;INAN;ESS;MASC;SG	V;NOM;SG;V.PTCP;ACT
отечественной	isänmaallinen	отечественный	isänmaallinen	ADJ;INS;FEM;SG	ADJ;NOM;SG
вот	täällä	вот	täällä	PART	ADV
вот	tässä	вот	tämä	PART	PRO;IN+ESS;SG
церкви	kirkkoja	церковь	kirkko	N;INAN;NOM;FEM;SG	N;PRT;PL
церкви	kirkot	церковь	kirkko	N;INAN;NOM;FEM;SG	N;NOM;PL
церкви	kirkkojen	церковь	kirkka	N;INAN;NOM;FEM;SG	N;GEN;PL
церкви	kirkon	церковь	kirkko	N;INAN;NOM;FEM;SG	N;GEN;SG
церкви	kirkossa	церковь	kirkko	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
церкви	kirkkoon	церковь	kirkko	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
наук	tieteet	наука	tiede	N;INAN;GEN;FEM;PL	N;NOM;PL
федерации	federaatio	федерация	federaatio	N;INAN;NOM;FEM;PL	N;NOM;SG
федерации	liitto	федерация	liitto	N;INAN;NOM;FEM;PL	N;NOM;SG
федерации	federaation	федерация	federaatio	N;INAN;NOM;FEM;PL	N;GEN;SG
федерации	liittovaltio	федерация	liitto#valtio	N;INAN;NOM;FEM;PL	N;NOM;SG
федерации	liittojen	федерация	liitto	N;INAN;NOM;FEM;PL	N;GEN;PL
наиболее	useimmat	наиболее	usea	ADV	ADJ;NOM;RL;PL
наиболее	useimmilla	наиболее	usea	ADV	ADJ;AT+ESS
;RL;PL
наиболее	useimpia	наиболее	usea	ADV	ADJ;PRT;CMPR;PL
изображения	kuvien	изображение	kuva	N;INAN;NOM;NEUT;PL	N;GEN;PL
изображения	kuvia	изображение	kuva	N;INAN;NOM;NEUT;PL	N;PRT;PL
изображения	kuva	изображение	kuva	N;INAN;NOM;NEUT;PL	N;NOM;SG
советский	neuvostoliitto	советский	neuvosto#liitto	ADJ;NOM;MASC;SG	N;NOM;SG
степени	astetta	степень	aste	N;INAN;NOM;FEM;PL	N;PRT;SG
степени	asteen	степень	aste	N;INAN;NOM;FEM;PL	N;GEN;SG
степени	tutkinto	степень	tutkinto	N;INAN;NOM;FEM;PL	N;NOM;SG
степени	aste	степень	aste	N;INAN;NOM;FEM;PL	N;NOM;SG
северо	luoteis	северо	luoteis	ADV	N;NOM;SG
награды	palkitsee	награда	palkita	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
награды	palkintoja	награда	palkinta	N;INAN;NOM;FEM;PL	N;PRT;PL
ранее	aikaisempi	ранее	aikainen	ADV	ADJ;NOM;CMPR;SG
ранее	aiempi	ранее	aiempi	ADV	ADJ;NOM;SG
перед	ennen	перед	ennen	ADP	ADV
германии	saksaa	германия	saksa	N;INAN;ESS;NEUT;SG	N;PRT;SG
германии	saksalainen	германия	saksalainen	N;INAN;ESS;NEUT;SG	ADJ;NOM;SG
германии	saksa	германия	saksa	N;INAN;ESS;NEUT;SG	PROPN;NOM;SG
германии	saksaksi	германия	saksa	N;INAN;ESS;NEUT;SG	N;TRANS;SG
германии	saksan	германия	saksa	N;INAN;ESS;NEUT;SG	N;GEN;SG
германии	saksa	германия	saksa	N;INAN;ESS;NEUT;SG	PROPN;NOM;SG
германии	saksan	германия	saksa	N;INAN;ESS;NEUT;SG	N;GEN;SG
москва	moskovassa	москва	moskova	N;INAN;NOM;FEM;SG	ADJ;IN+ESS;SG
москва	moskovan	москва	moskoa	N;INAN;NOM;FEM;SG	ADJ;GEN;SG
москва	moskovaan	москва	moskoa	N;INAN;NOM;FEM;SG	ADJ;IN+ALL;SG
системы	järjestelmien	система	järjestelmä	N;INAN;NOM;FEM;PL	N;GEN;PL
академии	akatemia	академия	akatemia	N;INAN;NOM;FEM;PL	N;NOM;SG
николай	nicholas	николай	nicholas	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
некоторые	osa	некоторый	osa	DET;NOM;PL	N;NOM;SG
некоторые	joitakin	некоторый	jokin	DET;NOM;PL	PRO;PRT;PL
некоторые	jotkut	некоторый	joku	DET;NOM;PL	PRO;NOM;PL
роль	roolin	роль	rooli	N;INAN;NOM;FEM;SG	N;GEN;SG
юго	lounaaseen	южный	lounas	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
дом	kotiin	дом	koti	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
дом	kodin	дом	koti	N;INAN;NOM;MASC;SG	N;GEN;SG
дом	kotona	дом	kotona	N;INAN;NOM;MASC;SG	ADV
дом	talon	дом	talo	N;INAN;NOM;MASC;SG	N;GEN;SG
значимость	merkityksen	значимость	merkitys	N;INAN;NOM;FEM;SG	N;GEN;SG
значимость	merkitystä	значимость	merkitys	N;INAN;NOM;FEM;SG	N;PRT;SG
значимость	merkitystä	значимость	merkitys	N;INAN;NOM;FEM;SG	N;PRT;SG
значимость	merkityksellinen	значимость	merkityksellinen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
высоты	heights	высота	heights	N;INAN;NOM;FEM;PL	N;NOM;SG
русский	venäjän	русский	venäjä	ADJ;NOM;MASC;SG	N;GEN;SG
русский	venäjää	русский	venäjä	ADJ;NOM;MASC;SG	N;PRT;SG
русский	venäläiset	русский	venäläinen	ADJ;NOM;MASC;SG	N;NOM;PL
русский	venäjä	русский	venäjä	ADJ;NOM;MASC;SG	PROPN;NOM;SG
член	jäsenen	член	jäsen	N;ANIM;NOM;MASC;SG	N;GEN;SG
член	peniksen	член	penis	N;ANIM;NOM;MASC;SG	N;GEN;SG
член	dick	член	dick	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
член	munaa	член	muna	N;ANIM;NOM;MASC;SG	N;PRT;SG
орден	tilata	орден	tilata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
орден	tilaa	орден	tila	N;INAN;NOM;MASC;SG	N;PRT;SG
сам	itselleni	сам	itse	ADJ;NOM;MASC;SG	PRO;AT+ALL;SG;REFL
сам	itse	сам	itse	ADJ;NOM;MASC;SG	ADV
общины	yhteisöjen	община	yhteisö	N;INAN;NOM;FEM;PL	N;GEN;PL
общины	kuntaa	община	kunta	N;INAN;NOM;FEM;PL	N;PRT;SG
общины	yhteisön	община	yhteisö	N;INAN;NOM;FEM;PL	N;GEN;SG
общины	yhteisö	община	yhteisö	N;INAN;NOM;FEM;PL	N;NOM;SG
эта	tämän	этот	tämä	DET;NOM;FEM;SG	PRO;GEN;SG
эта	tätä	этот	tämä	DET;NOM;FEM;SG	PRO;PRT;SG
эта	tästä	этот	tämä	DET;NOM;FEM;SG	PRO;IN+ABL;SG
эта	tämä	этот	tämä	DET;NOM;FEM;SG	PRO;NOM;SG
нужно	tarve	нужный	tarve	ADJ;NEUT;SG	N;NOM;SG
нужно	tarvitaan	нужный	tarvita	ADJ;NEUT;SG	V;IND;PRS;FIN;PASS
нужно	tarpeen	нужный	tarpeen	ADJ;NEUT;SG	ADV
нужно	tarvita	нужный	tarvita	ADJ;NEUT;SG	V;IMP;SG;2;FIN;ACT
нужно	tarvetta	нужный	tarve	ADJ;NEUT;SG	N;PRT;SG
большой	suuret	большой	suuri	ADJ;NOM;MASC;SG	ADJ;NOM;PL
большой	suuria	большой	suuri	ADJ;NOM;MASC;SG	ADJ;PRT;PL
большой	isot	большой	iso	ADJ;NOM;MASC;SG	ADJ;NOM;PL
являются	ovat	являться	olla	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IND;PL;3;PRS;FIN;ACT
являются	ovatko	являться	olla	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IND;PL;3;PRS;FIN;ACT
институт	institut	институт	instittu	N;INAN;NOM;MASC;SG	
компании	yritys	компания	yritys	N;INAN;NOM;FEM;PL	N;NOM;SG
компании	yhtiö	компания	yhtiö	N;INAN;NOM;FEM;PL	N;NOM;SG
компании	seura	компания	seura	N;INAN;NOM;FEM;PL	N;NOM;SG
компании	komppania	компания	komppani	N;INAN;NOM;FEM;PL	N;NOM;SG
компании	yritysten	компания	yritys	N;INAN;NOM;FEM;PL	N;GEN;PL
компании	yrityksiä	компания	yritys	N;INAN;NOM;FEM;PL	N;PRT;PL
церковь	kirkon	церковь	kirkko	N;INAN;NOM;FEM;SG	N;GEN;SG
церковь	kirkossa	церковь	kirkko	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
церковь	kirkkoon	церковь	kirkko	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
советского	neuvostoliitto	советский	neuvosto#liitto	ADJ;GEN;MASC;SG	N;NOM;SG
проект	projektia	проект	projekti	N;INAN;NOM;MASC;SG	N;PRT;SG
проект	projektin	проект	projekti	N;INAN;NOM;MASC;SG	N;GEN;SG
проект	hankkeen	проект	hanke	N;INAN;NOM;MASC;SG	N;GEN;SG
проект	luonnosta	проект	luonnos	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
много	monet	много	moni	ADV	PRO;NOM;PL
много	monia	много	moni	ADV	PRO;PRT;PL
много	monta	много	moni	ADV	PRO;PRT;SG
много	moni	много	moni	ADV	PRO;NOM;SG
много	much	много	much	ADV	
сельский	maaseudun	сельский	maa#seutu	ADJ;NOM;MASC;SG	N;GEN;SG
сельский	maaseutu	сельский	maa#seutu	ADJ;NOM;MASC;SG	N;NOM;SG
вопрос	kysymyksen	вопрос	kysymys	N;INAN;NOM;MASC;SG	N;GEN;SG
новый	uudet	новый	uusi	ADJ;NOM;MASC;SG	ADJ;NOM;PL
новый	uutta	новый	uusi	ADJ;NOM;MASC;SG	ADJ;PRT;SG
новый	uusia	новый	uusi	ADJ;NOM;MASC;SG	ADJ;PRT;PL
тоже	liian	тоже	liian	PART	ADV
тоже	too	тоже	too	PART	
момент	vääntömomentin	момент	vääntö#momentti	N;INAN;NOM;MASC;SG	N;GEN;SG
фильмы	elokuvia	фильм	elo#kuva	N;INAN;NOM;MASC;PL	N;PRT;PL
фильмы	elokuvista	фильм	elo#kuva	N;INAN;NOM;MASC;PL	N;IN+ABL;PL
фильмы	elokuvissa	фильм	elo#kuva	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
фильмы	elokuvia	фильм	elo#kuva	N;INAN;NOM;MASC;PL	N;PRT;PL
сокорро	socorro	сокорро	socorro		
настоящее	lahja	настоящий	lahja	ADJ;NOM;NEUT;SG	N;NOM;SG
настоящее	paikalla	настоящий	paikka	ADJ;NOM;NEUT;SG	N;AT+ESS
;SG
настоящее	läsnä	настоящий	läsnä	ADJ;NOM;NEUT;SG	ADV
стали	steel	стать	steel	V;PFV;IND;PL;PST;FIN;ACT	
стали	terästä	стать	teräs	V;PFV;IND;PL;PST;FIN;ACT	N;PRT;SG
стали	teräs	стать	teräs	V;PFV;IND;PL;PST;FIN;ACT	N;NOM;SG
стали	teräksen	стать	teräs	V;PFV;IND;PL;PST;FIN;ACT	N;GEN;SG
европы	euroopan	европа	eurooppa	N;INAN;NOM;FEM;SG	PROPN;GEN;SG
европы	eurooppa	европа	eurooppa	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
организации	järjestö	организация	järjestö	N;INAN;NOM;FEM;PL	N;NOM;SG
организации	organisaatio	организация	organisaatio	N;INAN;NOM;FEM;PL	N;NOM;SG
организации	organisaatioita	организация	organisaatio	N;INAN;NOM;FEM;PL	N;PRT;PL
организации	järjestöjen	организация	järjestö	N;INAN;NOM;FEM;PL	N;GEN;PL
империи	imperiumin	империя	imperiumi	N;INAN;NOM;FEM;PL	N;GEN;SG
империи	empire	империя	empire	N;INAN;NOM;FEM;PL	
империи	valtakunta	империя	valta#kunta	N;INAN;NOM;FEM;PL	N;NOM;SG
империи	imperiumi	империя	imperiumi	N;INAN;NOM;FEM;PL	N;NOM;SG
река	joen	река	joki	N;INAN;NOM;FEM;SG	N;GEN;SG
участников	osallistujia	участник	osallistuja	N;ANIM;GEN;MASC;PL	N;PRT;PL
участников	osanottajat	участник	osanottaja	N;ANIM;GEN;MASC;PL	N;NOM;PL
участников	osallistujat	участник	osallistuja	N;ANIM;GEN;MASC;PL	N;NOM;PL
альбом	levyn	альбый	levy	N;INAN;NOM;MASC;SG	N;GEN;SG
альбом	albumin	альбый	albumi	N;INAN;NOM;MASC;SG	N;GEN;SG
альбом	albumia	альбый	albumi	N;INAN;NOM;MASC;SG	N;PRT;SG
одна	yksistään	один	yksistään	DET;NOM;FEM;SG	ADV
одна	yksin	один	yksin	DET;NOM;FEM;SG	ADV
одна	yksinään	один	yksinään	DET;NOM;FEM;SG	ADV
одна	yks	один	yksi	DET;NOM;FEM;SG	NUM;NOM;SG
одна	yksi	один	yksi	DET;NOM;FEM;SG	NUM;NOM;SG
одна	yhden	один	yksi	DET;NOM;FEM;SG	NUM;GEN;SG
одна	one	один	oni	DET;NOM;FEM;SG	
станции	metroasema	станция	metro#asema	N;INAN;NOM;FEM;PL	N;NOM;SG
станции	rautatieasema	станция	rauta#tie#asema	N;INAN;NOM;FEM;PL	N;NOM;SG
станции	asema	станция	asema	N;INAN;NOM;FEM;PL	N;NOM;SG
людей	ihmiset	человек	ihminen	N;ANIM;GEN;MASC;PL	N;NOM;PL
людей	ihmisiä	человек	ihminen	N;ANIM;GEN;MASC;PL	N;PRT;PL
людей	henkilöt	человек	henkilö	N;ANIM;GEN;MASC;PL	N;NOM;PL
возможно	ehkä	возможный	ehkä	ADJ;NEUT;SG	ADV
возможно	ehkäpä	возможный	ehkäpä	ADJ;NEUT;SG	ADV
возможно	ehkä	возможный	ehkä	ADJ;NEUT;SG	ADV
возможно	mahdollisia	возможный	mahdollinen	ADJ;NEUT;SG	ADJ;PRT;PL
возможно	mahdolliset	возможный	mahdollinen	ADJ;NEUT;SG	ADJ;NOM;PL
возможно	mahdollisesti	возможный	mahdollisesti	ADJ;NEUT;SG	ADV
возможно	luultavasti	возможный	luultavasti	ADJ;NEUT;SG	ADV
возможно	todennäköisesti	возможный	toden#näköisesti	ADJ;NEUT;SG	ADV
возможно	varmaan	возможный	varmaan	ADJ;NEUT;SG	ADV
сергей	sergei	сергей	sergei	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
сергей	sergei	сергей	sergei	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
иван	iván	иван	ivä	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пояс	vyön	пояс	vyö	N;INAN;NOM;MASC;SG	N;GEN;SG
команды	käskee	команда	käskeä	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
такие	tällainen	такой	tällainen	DET;NOM;PL	ADJ;NOM;SG
шаблон	mallissa	шаблон	malli	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
ссылки	linkkejä	ссылка	linkki	N;INAN;NOM;FEM;PL	N;PRT;PL
ссылки	linkkien	ссылка	linkki	N;INAN;NOM;FEM;PL	N;GEN;PL
многие	monet	много	moni	NUM	PRO;NOM;PL
многие	monia	много	moni	NUM	PRO;PRT;PL
многие	monta	много	moni	NUM	PRO;PRT;SG
многие	moni	много	moni	NUM	PRO;NOM;SG
жизнь	life	жизнь	life	N;INAN;NOM;FEM;SG	
жизнь	elämää	жизнь	elämä	N;INAN;NOM;FEM;SG	N;PRT;SG
жизнь	elämän	жизнь	elämä	N;INAN;NOM;FEM;SG	N;GEN;SG
серии	sarja	серия	sarja	N;INAN;NOM;FEM;PL	N;NOM;SG
участники	osallistujia	участник	osallistuja	N;ANIM;NOM;MASC;PL	N;PRT;PL
участники	osallistujien	участник	osallistuja	N;ANIM;NOM;MASC;PL	N;GEN;PL
участники	osanotto	участник	osanotto	N;ANIM;NOM;MASC;PL	N;NOM;SG
участники	osallistuminen	участник	osallistuminen	N;ANIM;NOM;MASC;PL	N;NOM;SG
участники	läsnäolo	участник	läsnäolo	N;ANIM;NOM;MASC;PL	N;NOM;SG
участники	jäseniä	участник	jäsen	N;ANIM;NOM;MASC;PL	N;PRT;PL
начал	aloitettu	начать	aloittaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
культуры	kulttuurit	культура	kulttuuri	N;INAN;NOM;FEM;SG	N;NOM;PL
культуры	kulttuurien	культура	kulttuuri	N;INAN;NOM;FEM;SG	N;GEN;PL
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	N;NOM;SG
проекта	projektia	проект	projekti	N;INAN;GEN;MASC;SG	N;PRT;SG
проекта	projekti	проект	projekti	N;INAN;GEN;MASC;SG	N;NOM;SG
проекта	hanke	проект	hanke	N;INAN;GEN;MASC;SG	N;NOM;SG
команда	miehistöä	команда	miehistö	N;INAN;NOM;FEM;SG	N;PRT;SG
команда	miehistön	команда	miehistö	N;INAN;NOM;FEM;SG	N;GEN;SG
команда	komentoa	команда	komento	N;INAN;NOM;FEM;SG	N;PRT;SG
команда	komennon	команда	komento	N;INAN;NOM;FEM;SG	N;GEN;SG
команда	team	команда	team	N;INAN;NOM;FEM;SG	
краткое	lyhyesti	краткий	lyhyesti	ADJ;NOM;NEUT;SG	ADV
позже	myöhempi	поздно	myöhä	ADV;CMPR	ADJ;NOM;CMPR;SG
другой	muu	другой	muu	ADJ;NOM;MASC;SG	PRO;NOM;SG
другой	muut	другой	muu	ADJ;NOM;MASC;SG	PRO;NOM;PL
другой	toinen	другой	toinen	ADJ;NOM;MASC;SG	PRO;NOM;SG
данные	data	данные	data	N;INAN;NOM;PL	N;NOM;SG
данные	tietoja	данные	tieto	N;INAN;NOM;PL	N;PRT;PL
данные	tietoa	данные	tieto	N;INAN;NOM;PL	N;PRT;SG
война	sodan	война	sota	N;INAN;NOM;FEM;SG	N;GEN;SG
война	sotaa	война	sota	N;INAN;NOM;FEM;SG	N;PRT;SG
школы	kouluja	школа	koulu	N;INAN;NOM;FEM;PL	N;PRT;PL
школы	koulussa	школа	koulu	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
школы	koulun	школа	koulu	N;INAN;NOM;FEM;PL	N;GEN;SG
школы	koulu	школа	koulu	N;INAN;NOM;FEM;PL	N;NOM;SG
школы	koulua	школа	koulu	N;INAN;NOM;FEM;PL	N;PRT;SG
школы	school	школа	school	N;INAN;NOM;FEM;PL	N;NOM;SG
михаил	mihail	михаил	mihail	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
михаил	mikko	михаил	mikko	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
михаил	mikael	михаил	mikael	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
михаил	michael	михаил	michael	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
текст	tekstiä	текст	teksti	N;INAN;NOM;MASC;SG	N;PRT;SG
текст	tekstin	текст	teksti	N;INAN;NOM;MASC;SG	N;GEN;SG
первая	ensin	первый	ensin	ADJ;NOM;FEM;SG	ADV
первая	eka	первый	ensin	ADJ;NOM;FEM;SG	N;NOM;SG
первая	ensiksi	первый	ensiksi	ADJ;NOM;FEM;SG	ADV
песни	kappaleita	песня	kappale	N;INAN;NOM;FEM;PL	N;PRT;PL
песни	lauluja	песня	laulu	N;INAN;NOM;FEM;PL	N;PRT;PL
которое	jonka	который	joka	PRO;NOM	PRO;GEN;SG
которое	jota	который	joka	PRO;NOM	PRO;PRT;SG
которое	johon	который	joka	PRO;NOM	PRO;IN+ALL;SG
женщин	naiset	женщина	nainen	N;ANIM;GEN;FEM;PL	N;NOM;PL
женщин	naisia	женщина	nainen	N;ANIM;GEN;FEM;PL	N;PRT;PL
участником	osallistujaa	участник	osallistuja	N;ANIM;INS;MASC;SG	N;PRT;SG
участником	osallistujan	участник	osallistuja	N;ANIM;INS;MASC;SG	N;GEN;SG
участником	osallistuja	участник	osallistuja	N;ANIM;INS;MASC;SG	N;NOM;SG
участником	osallistujat	участник	osallistuja	N;ANIM;INS;MASC;SG	N;NOM;PL
книги	kirjoja	книга	kirja	N;INAN;NOM;FEM;PL	N;PRT;PL
жителей	asukkaille	житель	asukas	N;ANIM;GEN;MASC;PL	N;AT+ALL;PL
жителей	asukkaita	житель	asukas	N;ANIM;GEN;MASC;PL	N;PRT;PL
жителей	asukkaat	житель	asukas	N;ANIM;GEN;MASC;PL	N;NOM;PL
честь	kunnioitettu	честь	kunnioittaa	N;INAN;NOM;FEM;SG	V;NOM;SG;V.PTCP;PASS
честь	kunniaa	честь	kunnia	N;INAN;NOM;FEM;SG	N;PRT;SG
решение	ratkaisua	решение	ratkaisu	N;INAN;NOM;NEUT;SG	N;PRT;SG
чемпионат	mestaruutta	чемпионат	mestaruus	N;INAN;NOM;MASC;SG	N;PRT;SG
чемпионат	mestaruuden	чемпионат	mestaruus	N;INAN;NOM;MASC;SG	N;GEN;SG
деятельность	toiminnat	деятельность	toiminta	N;INAN;NOM;FEM;SG	N;NOM;PL
деятельность	toimintaa	деятельность	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
деятельность	toimet	деятельность	toimi	N;INAN;NOM;FEM;SG	N;NOM;PL
деятельность	toiminnot	деятельность	toiminto	N;INAN;NOM;FEM;SG	N;NOM;PL
деятельность	toimintaa	деятельность	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
данных	tiedot	данные	tieto	N;INAN;GEN;PL	N;NOM;PL
данных	data	данные	data	N;INAN;GEN;PL	N;NOM;SG
данных	tietoja	данные	tieto	N;INAN;GEN;PL	N;PRT;PL
данных	tietoa	данные	tieto	N;INAN;GEN;PL	N;PRT;SG
назначен	määritetyt	назначить	määrittää	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
назначен	nimitti	назначить	nimittää	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
назначен	nimetyt	назначить	nimetty	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
берегу	shore	берег	shore	N;INAN;DAT;MASC;SG	
берегу	rantaan	берег	ranta	N;INAN;DAT;MASC;SG	N;IN+ALL;SG
берегу	ranta	берег	ranta	N;INAN;DAT;MASC;SG	N;NOM;SG
россия	venäjän	россия	venäjä	N;INAN;NOM;FEM;SG	N;GEN;SG
россия	venäjää	россия	venäjä	N;INAN;NOM;FEM;SG	N;PRT;SG
россия	venäjä	россия	venäjä	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
села	istui	сесть	istua	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
села	istuin	сесть	istua	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;1;PST;FIN;ACT
названия	nimiä	название	nimi	N;INAN;NOM;NEUT;PL	N;PRT;PL
сан	san	сан	san		PROPN;NOM;SG
должен	pitäisi	должен	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
должен	pitäis	должен	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
должен	pitäisikö	должен	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
должен	täytyy	должен	täytyä	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
права	oikeuksia	право	oikeus	N;INAN;NOM;NEUT;PL	N;PRT;PL
права	oikeuksien	право	oikeus	N;INAN;NOM;NEUT;PL	N;GEN;PL
король	king	король	king	N;ANIM;NOM;MASC;SG	
края	reuna	край	reuna	N;INAN;NOM;MASC;PL	N;NOM;SG
края	edge	край	edge	N;INAN;NOM;MASC;PL	
края	reunan	край	reuna	N;INAN;NOM;MASC;PL	N;GEN;SG
умер	kuolivat	умереть	kuolla	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
умер	kuolleet	умереть	kuolla	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;PL;V.PTCP;ACT
власти	viranomaisten	власть	viran#omainen	N;INAN;NOM;FEM;PL	N;GEN;PL
службы	palvelujen	служба	palvelu	N;INAN;NOM;FEM;PL	N;GEN;PL
службы	palveluja	служба	palvelu	N;INAN;NOM;FEM;PL	N;PRT;PL
службы	palvelun	служба	palvelu	N;INAN;NOM;FEM;PL	N;GEN;SG
службы	palvelu	служба	palvelu	N;INAN;NOM;FEM;PL	N;NOM;SG
службы	palvelua	служба	palvelu	N;INAN;NOM;FEM;PL	N;PRT;SG
система	järjestelmän	система	järjestelmä	N;INAN;NOM;FEM;SG	N;GEN;SG
система	system	система	system	N;INAN;NOM;FEM;SG	
должны	pitäisi	должен	pitää	ADJ;PL	V;COND;SG;3;FIN;ACT
должны	pitäis	должен	pitää	ADJ;PL	V;COND;SG;3;FIN;ACT
должны	pitäisikö	должен	pitää	ADJ;PL	V;COND;SG;3;FIN;ACT
должны	täytyy	должен	täytyä	ADJ;PL	V;IND;SG;3;PRS;FIN;ACT
слова	sanoja	слово	sana	N;INAN;NOM;NEUT;PL	N;PRT;PL
флаг	lippua	флаг	lippu	N;INAN;NOM;MASC;SG	N;PRT;SG
версии	versio	версия	versio	N;INAN;NOM;FEM;PL	N;NOM;SG
