der	на	der	на	DET;NOM;DEF;MASC;SG	ADP
karl	шарл	karlen	шарл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
karl	карл	karlen	карл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
gut	добро	gut	добър	ADJ	ADV
gut	добре	gut	добре	ADJ	ADV
gut	еее	gut	ее	ADJ	INTJ
daher	затуй	daher	затуй	ADV	INTJ
nachdem	след	nachdem	след	CONJ	ADP
weiter	продължаване	weiter	продължаване	ADV	N;INDF;NEUT;SG
weiter	продължавам	weiter	продължавам	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
weiter	продължи	weiter	продължа	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
weiter	продължение	weiter	продължение	ADV	N;INDF;NEUT;SG
weiter	продължаване	weiter	продължаване	ADV	N;INDF;NEUT;SG
weiter	продължи	weiter	продължа	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
weiter	продължил	weiter	продължа	ADV	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
weiter	продължава	weiter	продължавам	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
ganz	ганц	ganz	ганц	ADV	PROPN;INDF;MASC;SG
behalten	водене	behalten	водене	V;NFIN	N;INDF;NEUT;SG
sohn	синко	sohnen	синко	N;NOM;MASC;SG	INTJ
sohn	сине	sohnen	син	N;NOM;MASC;SG	PART
hans	ханс	hans	ханс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
johann	йохан	johann	йохан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
johann	джон	johann	джон	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
johann	йоан	johann	йоан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
großen	голямо	groß	голям	ADJ;PL	ADV
großen	голям	groß	голям	ADJ;PL	ADJ;INDF;MASC;SG
großen	голяма	groß	голям	ADJ;PL	ADJ;INDF;FEM;SG
großen	биг	groß	биг	ADJ;PL	N;INDF;MASC;SG
großen	голямо	groß	голям	ADJ;PL	ADV
großen	голям	groß	голям	ADJ;PL	ADJ;INDF;MASC;SG
großen	голяма	groß	голям	ADJ;PL	ADJ;INDF;FEM;SG
großen	майорът	groß	майор	ADJ;PL	N;DEF;MASC;SG
großen	майор	groß	майор	ADJ;PL	N;INDF;MASC;SG
ins	имиграционните	ins	имиграционен		ADJ;DEF;PL
gehört	собственост	gehören	собственост	V;V.PTCP	N;INDF;FEM;SG
bild	снимка	bild	снимка		N;INDF;FEM;SG
bild	картинка	bild	картинка		N;INDF;FEM;SG
bild	имидж	bild	имидж		N;INDF;MASC;SG
bild	картинка	bild	картинка		N;INDF;FEM;SG
bild	образ	bild	образ		N;INDF;MASC;SG
bild	изображение	bild	изображение		N;INDF;NEUT;SG
nichts	нищо	nichts	никой	PRO;INDF	PRO;NOM;INDF;NEUT;SG
nichts	небитието	nichts	небитие	PRO;INDF	N;DEF;NEUT;SG
nichts	нищото	nichts	никой	PRO;INDF	PRO;NOM;NEUT;SG
wien	виена	weinen	виен		PROPN;INDF;FEM;SG
gelöscht	изтрит	löschen	изтрия	V;V.PTCP	N;INDF;MASC;SG
große	голямо	groß	голям	ADJ;NOM;FEM;PL	ADV
große	голям	groß	голям	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
große	голяма	groß	голям	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
große	биг	groß	биг	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
große	голямо	groß	голям	ADJ;NOM;FEM;PL	ADV
große	голям	groß	голям	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
große	голяма	groß	голям	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
große	страхотно	groß	страхотно	ADJ;NOM;FEM;PL	ADV
große	große	groß	große	ADJ;NOM;FEM;PL	PROPN;INDF;SG
denn	защото	denn	защото	CONJ	ADV
peter	петър	peter	петър	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
peter	питър	peter	питър	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
peter	петер	peter	петер	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
kommt	ела	kommen	дойда	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
kommt	очаквайте	kommen	очаквам	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
kommt	идвам	kommen	идвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
menschen	човешка	menschen	човешки	N;NOM;PL	ADJ;INDF;FEM;SG
menschen	човешко	menschen	човешки	N;NOM;PL	ADV
menschen	човек	menschen	човек	N;NOM;PL	N;INDF;MASC;SG
menschen	човешки	menschen	човешки	N;NOM;PL	ADJ;INDF;MASC;SG
menschen	народ	menschen	народ	N;NOM;PL	N;INDF;MASC;SG
menschen	хора	menschen	хора	N;NOM;PL	N;INDF
menschen	хората	menschen	хора	N;NOM;PL	N;DEF
aufgrund	дължима	aufgrund	дължим	ADP	ADJ;INDF;FEM;SG
aufgrund	дължими	aufgrund	дължим	ADP	ADJ;INDF;PL
sei	сей	sein	сей	V;SBJV;SG;3;PRS;FIN	PROPN;INDF;MASC;SG
jahrhunderts	век	jahrhundert	век	ADV	N;INDF;MASC;SG
jahrhunderts	вековен	jahrhundert	вековен	ADV	ADJ;INDF;MASC;SG
jahrhunderts	века	jahrhundert	век	ADV	N;DEF;MASC;SG
fall	случай	fall	случай	ADV	N;INDF;MASC;SG
fall	дело	fall	дело	ADV	N;INDF;NEUT;SG
fall	кейс	fall	кейс	ADV	N;INDF;MASC;SG
fall	случаят	fall	случай	ADV	N;DEF;MASC;SG
fall	каса	fall	каса	ADV	N;INDF;FEM;SG
fall	есента	fall	есен	ADV	N;DEF;FEM;SG
fall	падане	fall	падане	ADV	N;INDF;NEUT;SG
fall	есен	fall	есен	ADV	N;INDF;FEM;SG
wilhelm	уилям	wilhelm	уилям	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
wilhelm	вилхелм	wilhelm	вилхелм	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
englisch	bulgarian	englisch	bulgarian	ADJ	N;INDF;MASC;SG
englisch	англичани	englisch	англичанин	ADJ	N;INDF;MASC;PL
danach	след	danach	след	ADV	ADP
welche	какво	welch	какъв	PRO;NOM;SG	DET;NEUT;SG
welche	което	welch	който	PRO;NOM;SG	PRO;NOM;NEUT;SG
welche	която	welch	който	PRO;NOM;SG	PRO;NOM;FEM;SG
mehrere	множествена	mehrere	множествен	PRO;NOM;INDF;PL	ADJ;INDF;FEM;SG
mehrere	многобройни	mehrere	многоброен	PRO;NOM;INDF;PL	ADJ;INDF;PL
mehrere	множество	mehrere	множество	PRO;NOM;INDF;PL	N;INDF;NEUT;SG
meter	метър	meter	метър	ADV	N;INDF;MASC;SG
meter	метра	meter	метър	ADV	N;DEF;MASC;SG
meter	метри	meter	метър	ADV	N;INDF;MASC;PL
meter	метри	meter	метър	ADV	N;INDF;MASC;PL
meter	метър	meter	метър	ADV	N;INDF;MASC;SG
schloss	schloss	schließen	schloss	V;SG	N;INDF;MASC;SG
schloss	катинар	schließen	катинар	V;SG	N;INDF;MASC;SG
schloss	заключване	schließen	заключване	V;SG	N;INDF;NEUT;SG
schloss	ключалка	schließen	ключалка	V;SG	N;INDF;FEM;SG
schloss	замъка	schließen	замъкам	V;SG	N;DEF;MASC;SG
schloss	замъкът	schließen	замък	V;SG	N;DEF;MASC;SG
schloss	замък	schließen	замък	V;SG	N;INDF;MASC;SG
schloss	касъл	schließen	касъл	V;SG	N;INDF;MASC;SG
schloss	шато	schließen	шато	V;SG	N;INDF;MASC;SG
schloss	палас	schließen	палас	V;SG	N;INDF;MASC;SG
schloss	двореца	schließen	дворец	V;SG	N;DEF;MASC;SG
schloss	дворец	schließen	дворец	V;SG	N;INDF;MASC;SG
schloss	дворецът	schließen	дворец	V;SG	N;DEF;MASC;SG
schloss	палат	schließen	палат	V;SG	N;INDF;MASC;SG
gruppe	gruppe	grappe	gruppe	N;NOM;FEM;SG	NUM;INDF;PL
gruppe	групово	grappe	групово	N;NOM;FEM;SG	ADV
gruppe	групова	grappe	групов	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
finden	намирането	finden	намиране	V;NFIN	N;DEF;NEUT;SG
finden	намиране	finden	намиране	V;NFIN	N;INDF;NEUT;SG
finden	намиране	finden	намиране	V;NFIN	N;INDF;NEUT;SG
heinrich	хайнрих	heinrich	хайнрих	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
heinrich	хенри	heinrich	хенра	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
letzten	последно	letzt	последно	ADJ;PL	ADV
letzten	последен	letzt	последен	ADJ;PL	ADJ;INDF;MASC;SG
letzten	последна	letzt	последен	ADJ;PL	ADJ;INDF;FEM;SG
spielte	играха	spielen	играя	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;ACT
neu	ню	neu	ню	ADJ	PROPN;INDF;MASC;SG
neu	ново	neu	нов	ADJ	ADV
neu	neu	neu	neu	ADJ	N;INDF;FEM;SG
john	джон	john	джон	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
john	йоан	john	йоан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
weiteren	допълнително	weit	допълнително	ADJ;ACC;MASC;SG	ADV
machen	правене	machen	правене	V;NFIN	N;INDF;NEUT;SG
gewann	уон	gewinnen	уон	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
beispiel	мостра	beispiel	мостра	ADV	N;INDF;FEM;SG
beispiel	проба	beispiel	проба	ADV	N;INDF;FEM;SG
beispiel	извадка	beispiel	извадка	ADV	N;INDF;FEM;SG
beispiel	примерна	beispiel	примерна-(се)	ADV	ADJ;INDF;FEM;SG
beispiel	пример	beispiel	пример	ADV	N;INDF;MASC;SG
beispiel	примери	beispiel	пример	ADV	N;INDF;MASC;PL
usa	сащ	usa	сащ	PROPN;NOM;MASC;PL	PROPN;INDF;MASC;PL
usa	usa	usa	usa	PROPN;NOM;MASC;PL	PROPN;INDF;MASC;SG
recht	закон	recht	закон	ADV	N;INDF;MASC;SG
zwar	макар	zwar	макар	ADV	ADP
bin	кошче	sein	кошче	V;IND;SG;2;PRS;FIN	N;INDF;NEUT;SG
bin	бин	sein	бин	V;IND;SG;2;PRS;FIN	PROPN;INDF;MASC;SG
york	йорк	york	йорк	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
paul	пол	paul	пол	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
paul	паул	paul	паул	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
frage	питайте	frage	питам-(се)	N;NOM;FEM;SG	V;IPFV;IMP;PL;2;FIN
frage	питай	frage	питам-(се)	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN
frage	попитай	frage	попитам	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN
frage	попитайте	frage	попитам	N;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN
insgesamt	общ	insgesamt	общ	ADV	ADJ;INDF;MASC;SG
insgesamt	обща	insgesamt	общ	ADV	ADJ;INDF;FEM;SG
kurz	накратко	kurz	накратко	ADJ	ADV
kurz	кратко	kurz	кратко	ADJ	ADV
kurz	късо	kurz	къс	ADJ	ADV
kurz	кратко	kurz	кратко	ADJ	ADV
unternehmen	дружество	unternehmen	дружество	N;NOM;NEUT;PL	N;INDF;NEUT;SG
unternehmen	компания	unternehmen	компания	N;NOM;NEUT;PL	N;INDF;FEM;SG
unternehmen	company	unternehmen	company	N;NOM;NEUT;PL	NUM;INDF;PL
unternehmen	рота	unternehmen	рота	N;NOM;NEUT;PL	N;INDF;FEM;SG
unternehmen	фирма	unternehmen	фирма	N;NOM;NEUT;PL	N;INDF;FEM;SG
unternehmen	бизнес	unternehmen	бизнес	N;NOM;NEUT;PL	N;INDF;MASC;SG
straße	пролива	straß	пролив	ADJ	N;DEF;MASC;SG
straße	пътища	straß	път	ADJ	N;INDF;MASC;PL
straße	улица	straß	улица	ADJ	N;INDF;FEM;SG
straße	стрийт	straß	стрийт	ADJ	N;INDF;MASC;SG
straße	street	straß	street	ADJ	PROPN;INDF;MASC;SG
straße	улицата	straß	улица	ADJ	N;DEF;FEM;SG
straße	улиците	straß	улица	ADJ	N;DEF;FEM;PL
straße	улици	straß	улица	ADJ	N;INDF;FEM;PL
straße	пътят	straß	път	ADJ	N;DEF;MASC;SG
straße	път	straß	път	ADJ	N;INDF;MASC;SG
straße	road	straß	road	ADJ	N;INDF;MASC;SG
straße	пътя	straß	път	ADJ	N;DEF;MASC;SG
rund	кръгла	rund	кръгъл	ADV	N;INDF;FEM;SG
rund	кръгли	rund	кръгъл	ADV	ADJ;INDF;PL
rund	рунд	rund	рунд	ADV	N;INDF;MASC;SG
rund	кръг	rund	кръг	ADV	N;INDF;MASC;SG
rund	около	rund	около	ADV	ADP
einfach	прост	einfach	прост	ADV	ADJ;INDF;MASC;SG
einfach	прости	einfach	прост	ADV	ADJ;INDF;PL
einfach	проста	einfach	прост	ADV	ADJ;INDF;FEM;SG
datei	файл	datei	файл		N;INDF;MASC;SG
datei	файлът	datei	файл		N;DEF;MASC;SG
datei	досие	datei	досие		N;INDF;NEUT;SG
lassen	нека	lassen	нека	V;NFIN	PART
land	държава	land	държава		N;INDF;FEM;SG
land	страна	land	страна		N;INDF;FEM;SG
land	земи	land	земя		N;INDF;FEM;PL
land	земя	land	земя		N;INDF;FEM;SG
land	земи	land	земя		N;INDF;FEM;PL
trat	съединени	treten	съединя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
tod	смърт	tod	смърт		N;INDF;FEM;SG
tod	смъртта	tod	смърт		N;DEF;FEM;SG
tod	тод	tod	тод		PROPN;INDF;MASC;SG
arbeit	работи	arbeit	работя	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN
arbeit	трудово	arbeit	трудово	N;NOM;FEM;SG	ADV
macht	мощност	machen	мощност	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
macht	сила	machen	сила	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
macht	власт	machen	власт	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
macht	мощ	machen	мощ	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
paris	парис	paris	парис	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
paris	париж	paris	париж	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
alles	всичко	alle	всеки	PRO;NOM;INDF;NEUT;SG	PRO;NOM;NEUT;SG
alles	всички	alle	всеки	PRO;NOM;INDF;NEUT;SG	PRO;NOM;PL
alles	всичко	alle	всеки	PRO;NOM;INDF;NEUT;SG	PRO;NOM;NEUT;SG
alles	alles	alle	alles	PRO;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
landkreis	landkreis	landkreis	landkreis	N	PROPN;INDF;MASC;SG
führte	led	führen	led	V;IND;SG;3;PST;FIN	N;INDF;NEUT;SG
kategorie	категории	kategorie	категория	N;NOM;FEM;SG	N;INDF;FEM;PL
bedeutung	значимост	bedeutung	значимост	ADJ	N;INDF;FEM;SG
bedeutung	важност	bedeutung	важност	ADJ	N;INDF;FEM;SG
bedeutung	значимост	bedeutung	значимост	ADJ	N;INDF;FEM;SG
bedeutung	смисъл	bedeutung	смисъл	ADJ	N;INDF;MASC;SG
bedeutung	значения	bedeutung	значение	ADJ	N;INDF;NEUT;PL
bedeutung	значимост	bedeutung	значимост	ADJ	N;INDF;FEM;SG
relevant	значимост	relevant	значимост	ADJ	N;INDF;FEM;SG
bereich	сектора	bereich	сектор	ADV	N;DEF;MASC;SG
bereich	сектор	bereich	сектор	ADV	N;INDF;MASC;SG
bereich	владение	bereich	владение	ADV	N;INDF;NEUT;SG
bereich	домейн	bereich	домейн	ADV	N;INDF;MASC;SG
bereich	диапазон	bereich	диапазон	ADV	N;INDF;MASC;SG
bereich	обхват	bereich	обхват	ADV	N;INDF;MASC;SG
bereich	обсег	bereich	обсег	ADV	N;INDF;MASC;SG
bereich	сечение	bereich	сечение	ADV	N;INDF;NEUT;SG
bereich	секция	bereich	секция	ADV	N;INDF;FEM;SG
bereich	раздел	bereich	раздел	ADV	N;INDF;MASC;SG
bereich	зона	bereich	зона	ADV	N;INDF;FEM;SG
bereich	площ	bereich	площ	ADV	N;INDF;FEM;SG
bereich	област	bereich	област	ADV	N;INDF;FEM;SG
bereich	район	bereich	район	ADV	N;INDF;MASC;SG
verein	club	verein	club		PROPN;INDF;MASC;SG
verein	клуб	verein	клуб		N;INDF;MASC;SG
verein	клубът	verein	клуб		N;DEF;MASC;SG
verein	verein	verein	verein		PROPN;INDF;MASC;SG
verein	сдружение	verein	сдружение		N;INDF;NEUT;SG
verein	асоциация	verein	асоциация		N;INDF;FEM;SG
verein	асоцииране	verein	асоцииране		N;INDF;NEUT;SG
anfang	започнете	anfang	започна	N;ACC;MASC;SG	V;PFV;IMP;PL;2;FIN
anfang	ранни	anfang	ранна	N;ACC;MASC;SG	ADJ;INDF;PL
anfang	рано	anfang	рано	N;ACC;MASC;SG	ADV
anfang	ърли	anfang	ъръл	N;ACC;MASC;SG	N;INDF;FEM;PL
anfang	начала	anfang	начало	N;ACC;MASC;SG	N;INDF;NEUT;PL
viel	лот	viel	лот	ADV	N;INDF;MASC;SG
quelle	източник	quelle	източник	ADJ;NOM;SG	N;INDF;MASC;SG
haus	къщи	haus	къща	N;NOM;NEUT;SG	N;INDF;FEM;PL
haus	къщите	haus	къща	N;NOM;NEUT;SG	N;DEF;FEM;PL
haus	haus	haus	haus	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
haus	домашен	haus	домашен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
haus	вкъщи	haus	вкъщи	N;NOM;NEUT;SG	ADV
michael	майкъл	michael	майкъл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
region	район	Region	район		N;INDF;MASC;SG
region	регион	Region	регион		N;INDF;MASC;SG
region	област	Region	област		N;INDF;FEM;SG
fand	намерени	finden	намеря-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
eigenen	собствено	eigen	собствен	ADJ;ACC;MASC;SG	ADV
eigenen	собствени	eigen	собствен	ADJ;ACC;MASC;SG	ADJ;INDF;PL
findet	открийте	finden	открия-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
findet	намиране	finden	намиране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
findet	намерете	finden	намеря-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
findet	намери	finden	намеря-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
findet	намеря	finden	намеря-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;PRS;FIN;ACT
lang	ланг	lang	ланг	ADJ	PROPN;INDF;FEM;SG
lang	дълго	lang	дълго	ADJ	ADV
lang	лонг	lang	лонг	ADJ	PROPN;INDF;MASC;SG
allen	алън	alle	алън	PRO;ACC;INDF;PL	PROPN;INDF;MASC;SG
hamburg	хамбург	hamburg	хамбург	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
deutsch	германец	deutsch	германец	ADJ	N;INDF;MASC;SG
deutsch	bulgarian	deutsch	bulgarian	ADJ	N;INDF;MASC;SG
deutsch	англичани	deutsch	англичанин	ADJ	N;INDF;MASC;PL
franz	франц	franz	франц	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
franz	францис	franz	францис	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
franz	франсис	franz	франсис	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
lange	ланг	lange	ланг	ADV	PROPN;INDF;FEM;SG
lange	дълги	lange	дълъг	ADV	ADJ;INDF;PL
lange	дълъг	lange	дълъг	ADV	ADJ;INDF;MASC;SG
lange	лонг	lange	лонг	ADV	PROPN;INDF;MASC;SG
gebiet	район	gebieten	район	ADJ	N;INDF;MASC;SG
gebiet	регион	gebieten	регион	ADJ	N;INDF;MASC;SG
gebiet	област	gebieten	област	ADJ	N;INDF;FEM;SG
gebiet	територия	gebieten	територия	ADJ	N;INDF;FEM;SG
gebiet	територии	gebieten	територия	ADJ	N;INDF;FEM;PL
gebiet	територията	gebieten	територия	ADJ	N;DEF;FEM;SG
gebiet	зона	gebieten	зона	ADJ	N;INDF;FEM;SG
gebiet	зона	gebieten	зона	ADJ	N;INDF;FEM;SG
gebiet	площ	gebieten	площ	ADJ	N;INDF;FEM;SG
gebiet	област	gebieten	област	ADJ	N;INDF;FEM;SG
gebiet	район	gebieten	район	ADJ	N;INDF;MASC;SG
gesellschaft	общество	gesellschaft	общество	ADJ	N;INDF;NEUT;SG
gesellschaft	обществото	gesellschaft	общество	ADJ	N;DEF;NEUT;SG
gesellschaft	дружество	gesellschaft	дружество	ADJ	N;INDF;NEUT;SG
gesellschaft	компания	gesellschaft	компания	ADJ	N;INDF;FEM;SG
gesellschaft	company	gesellschaft	company	ADJ	NUM;INDF;PL
gesellschaft	рота	gesellschaft	рота	ADJ	N;INDF;FEM;SG
gesellschaft	фирма	gesellschaft	фирма	ADJ	N;INDF;FEM;SG
gesellschaft	gesellschaft	gesellschaft	gesellschaft	ADJ	PROPN;INDF;MASC;SG
folge	следвайте	folge	следвам	N;NOM;FEM;SG	V;IPFV;IMP;PL;2;FIN
beide	двете	beide	два	PRO;NOM;INDF;PL	NUM;DEF;FEM;PL
will	уил	wollen	ухл	V;IND;SG;3;PRS;FIN	PROPN;INDF;MASC;SG
will	иска	wollen	искам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
georg	джордж	georgen	джордж	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
georg	георг	georgen	георг	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
erhalten	получаване	erhalten	получаване	ADJ;V.PTCP	N;INDF;NEUT;SG
erhalten	получено	erhalten	получа	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
erhalten	получена	erhalten	получа	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
erhalten	получен	erhalten	получа	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erhalten	получени	erhalten	получа	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
erhalten	получаване	erhalten	получаване	ADJ;V.PTCP	N;INDF;NEUT;SG
erhalten	запазено	erhalten	запазя-(се)	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
erhalten	запазен	erhalten	запазя-(се)	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erhalten	запазени	erhalten	запазя-(се)	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
erhalten	консервирани	erhalten	консервирам	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
erhalten	запазена	erhalten	запазя-(се)	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
einwohner	пребиваващи	einwohner	пребивавам	N;NOM;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
einwohner	жител	einwohner	жител	N;NOM;MASC;PL	N;INDF;MASC;SG
einwohner	обитател	einwohner	обитател	N;NOM;MASC;PL	N;INDF;MASC;SG
einwohner	популация	einwohner	популация	N;NOM;MASC;PL	N;INDF;FEM;SG
einwohner	население	einwohner	население	N;NOM;MASC;PL	N;INDF;NEUT;SG
führt	води	führen	водя	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
london	london	london	london	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
london	лондон	london	лондон	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
alten	alte	alt	alte	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
alten	древен	alt	древен	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
alten	древно	alt	древно	ADJ;NOM;MASC;PL	ADV
alten	древна	alt	древен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
alten	старо	alt	стар	ADJ;NOM;MASC;PL	ADV
alten	стар	alt	стар	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
alten	стара	alt	стар	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
vielen	mnogo	viel	mnogo	ADJ;ACC;INDF;MASC;PL	PROPN;INDF;NEUT;SG
vielen	много	viel	много	ADJ;ACC;INDF;MASC;PL	ADV;INDF;PL
kinder	чайлдс	kinder	чайлдс	N;NOM;NEUT;PL	N;INDF;MASC;SG
österreich	австрия	österreich	австрия	PROPN;SG	PROPN;INDF;FEM;SG
weg	начин	weg	начин	ADV	N;INDF;MASC;SG
weg	пътека	weg	пътека	ADV	N;INDF;FEM;SG
weg	път	weg	път	ADV	N;INDF;MASC;SG
mitte	mitte	mitte	mitte	ADV	PROPN;INDF;MASC;SG
mitte	средата	mitte	среда	ADV	N;DEF;FEM;SG
mitte	център	mitte	център	ADV	N;INDF;MASC;SG
mitte	център	mitte	център	ADV	N;INDF;MASC;SG
regie	насочено	Regie	насоча-(се)	N;NOM;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
