sandstein	arenisca	sandstein	arenisca		N;FEM;SG
kongo	congo	kongo	congo	PROPN;NOM;MASC;SG	N;MASC;SG
stämme	tribus	stammen	tribu		N;FEM;PL
stämme	cepas	stammen	cepa		N;FEM;PL
musikern	músicos	musikern	músico	V;NFIN	N;MASC;PL
grob	crudo	grob	crudo	ADJ	N;MASC;SG
grob	aproximadamente	grob	aproximadamente	ADJ	ADV
dialekt	dialecto	dialekt	dialecto	ADJ	N;MASC;SG
dialekt	dialectos	dialekt	dialecto	ADJ	N;MASC;PL
philologie	filología	philologie	filología	PROPN;NOM;SG	N;FEM;SG
hofmann	hofmann	hofmann	hofmann	PROPN;NOM;MASC;SG	N;MASC;SG
südkorea	taiwán	südkorea	taiwán	PROPN;NOM;MASC;SG	N;MASC;SG
südkorea	taiwan	südkorea	taiwar	PROPN;NOM;MASC;SG	N;MASC;SG
südkorea	corea	südkorea	corear	PROPN;NOM;MASC;SG	N;SG
südkorea	korea	südkorea	korea	PROPN;NOM;MASC;SG	N;FEM;SG
südkorea	seúl	südkorea	seúl	PROPN;NOM;MASC;SG	N;MASC;SG
beachtung	atención	beachtung	atención		N;FEM;SG
beachtung	atencion	beachtung	atencion		N;FEM;SG
beachtung	observancia	beachtung	observancia		N;FEM;SG
technischer	tecnica	technisch	tecnicar	ADJ	N;FEM;SG
technischer	técnicos	technisch	técnico	ADJ	N;MASC;PL
technischer	técnico	technisch	técnico	ADJ	N;MASC;SG
technischer	técnica	technisch	técnica	ADJ	N;FEM;SG
grimm	grimm	greimen	grimm		N;MASC;PL
merkmal	característica	merkmal	característica	ADJ	N;FEM;SG
merkmal	característica	merkmal	característica	ADJ	N;FEM;SG
merkmal	rasgo	merkmal	rasgo	ADJ	N;MASC;SG
merkmal	largometraje	merkmal	largometraje	ADJ	N;MASC;SG
merkmal	rasgo	merkmal	rasgo	ADJ	N;MASC;SG
orthodoxen	ortodoxia	orthodox	ortodoxia	ADJ	N;FEM;SG
orthodoxen	ortodoxos	orthodox	ortodoxo	ADJ	N;MASC;PL
engineering	ingenieros	engineering	ingeniero	PROPN	N;MASC;PL
engineering	ingeniería	engineering	ingeniería	PROPN	N;FEM;SG
rechnung	cuenta	rechnung	contar	PROPN;SG	V;IND;SG;3;PRS;FIN
rechnung	facturación	rechnung	facturación	PROPN;SG	N;FEM;SG
rechnung	facturas	rechnung	factura	PROPN;SG	N;FEM;PL
rechnung	bill	rechnung	bill	PROPN;SG	PROPN
rechnung	factura	rechnung	factura	PROPN;SG	N;FEM;SG
rechnung	factura	rechnung	factura	PROPN;SG	N;FEM;SG
browser	navegadores	brows	navegador	ADJ	N;MASC;PL
browser	explorador	brows	explorador	ADJ	N;MASC;SG
browser	navegador	brows	navegador	ADJ	N;MASC;SG
verwiesen	expulsada	verweisen	expulsado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verwiesen	expulsado	verweisen	expulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verwiesen	expulsados	verweisen	expulsado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verwiesen	referido	verweisen	referir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
konsul	cónsul	konsul	cónsul		N;MASC;SG
stab	apuñalar	stab	apuñalar		V;NFIN
stab	puñalada	stab	puñalada		ADJ;FEM;SG;V.PTCP
stab	vara	stab	vara		N;FEM;SG
stab	rod	stab	rod		PROPN
stab	varilla	stab	varilla		N;FEM;SG
stab	caña	stab	caña		N;FEM;SG
draft	borrador	drafen	borrador	PROPN;NOM;SG	N;MASC;SG
draft	draft	drafen	draft	PROPN;NOM;SG	N;MASC;SG
benannten	designadas	benennen	designado	V;PL;FIN	ADJ;FEM;PL;V.PTCP
benannten	designada	benennen	designado	V;PL;FIN	ADJ;FEM;SG;V.PTCP
benannten	designado	benennen	designado	V;PL;FIN	ADJ;MASC;SG;V.PTCP
benannten	designados	benennen	designado	V;PL;FIN	ADJ;MASC;PL;V.PTCP
wertung	anotando	wertung	anotar	N;FEM;SG	V;V.MSDR
wertung	anotar	wertung	anotar	N;FEM;SG	V;NFIN
wertung	calificar	wertung	calificar	N;FEM;SG	V;NFIN
vorschriften	reglamento	vorschreifen	reglamento	V;NFIN	N;MASC;SG
vorschriften	reglamentaciones	vorschreifen	reglamentación	V;NFIN	N;FEM;PL
vorschriften	reglamentos	vorschreifen	reglamento	V;NFIN	N;MASC;PL
vorschriften	regulaciones	vorschreifen	regulación	V;NFIN	N;FEM;PL
vorschriften	normativa	vorschreifen	normativa	V;NFIN	N;FEM;SG
vorschriften	reglamentación	vorschreifen	reglamentación	V;NFIN	N;FEM;SG
vorschriften	normas	vorschreifen	norma	V;NFIN	N;FEM;PL
vorschriften	reglamento	vorschreifen	reglamento	V;NFIN	N;MASC;SG
vorschriften	reglas	vorschreifen	regla	V;NFIN	N;FEM;PL
vorschriften	requisitos	vorschreifen	requisito	V;NFIN	N;MASC;PL
vorschriften	requerimientos	vorschreifen	requerimiento	V;NFIN	N;MASC;PL
vorschriften	especificaciones	vorschreifen	especificación	V;NFIN	N;FEM;PL
vorschriften	pliego	vorschreifen	pliego	V;NFIN	N;MASC;SG
vorschriften	disposiciones	vorschreifen	disposición	V;NFIN	N;FEM;PL
vorschriften	provisiones	vorschreifen	provisión	V;NFIN	N;FEM;PL
eintracht	eintracht	eintrachen	eintracht	PROPN	N;MASC;SG
eintracht	armonía	eintrachen	armonía	PROPN	N;FEM;SG
eintracht	harmony	eintrachen	harmony	PROPN	N;MASC;SG
eintragen	registro	eintragen	registro	V;NFIN	N;MASC;SG
eintragen	enter	eintragen	enter	V;NFIN	N
ähnelt	parecerse	ähneln	parecerse	V;IND;SG;3;PRS;FIN	
rad	rueda	raden	rueda		N;FEM;SG
rad	rad	raden	rad		N
götter	dioses	gott	dios		N;MASC;PL
vfb	vfb	vfb	vfb	PROPN;NOM;MASC;SG	N;MASC;SG
lass	dejemos	laß	dejar	V;IND;SG;2;PRS;FIN	V;IMP;PL;1;FIN
lass	let	laß	let	V;IND;SG;2;PRS;FIN	
harz	harz	harz	harz		N;MASC;SG
harz	resina	harz	resina		N;FEM;SG
lars	lars	lars	el	PROPN;NOM;MASC;SG	PROPN
kopiert	copiado	kopieren	copiado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
lucas	lucas	lucas	luca	PROPN;NOM;MASC;SG	N;FEM;PL
südtirol	südtirol	südtirol	südtirol	PROPN	PROPN
schiedsrichter	árbitro	schiedsrichter	árbitro	ADJ	N;MASC;SG
schiedsrichter	árbitro	schiedsrichter	árbitro	ADJ	N;MASC;SG
schiedsrichter	referí	schiedsrichter	referir	ADJ	V;IND;SG;1;PST;FIN
schiedsrichter	árbitro	schiedsrichter	árbitro	ADJ	N;MASC;SG
schiedsrichter	ref	schiedsrichter	ref	ADJ	
schiedsrichter	referí	schiedsrichter	referir	ADJ	V;IND;SG;1;PST;FIN
schiedsrichter	árbitro	schiedsrichter	árbitro	ADJ	N;MASC;SG
schiedsrichter	árbitros	schiedsrichter	árbitro	ADJ	N;MASC;PL
dünn	flaca	dünn	flaca	ADJ	N;FEM;SG
dünn	escasos	dünn	escaso	ADJ	PRO;MASC;PL
bestimmungen	reglamento	bestimmung	reglamento	V;NFIN	N;MASC;SG
bestimmungen	reglamentaciones	bestimmung	reglamentación	V;NFIN	N;FEM;PL
bestimmungen	reglamentos	bestimmung	reglamento	V;NFIN	N;MASC;PL
bestimmungen	regulaciones	bestimmung	regulación	V;NFIN	N;FEM;PL
bestimmungen	normativa	bestimmung	normativa	V;NFIN	N;FEM;SG
bestimmungen	reglamentación	bestimmung	reglamentación	V;NFIN	N;FEM;SG
bestimmungen	estipulaciones	bestimmung	estipulación	V;NFIN	N;FEM;PL
bestimmungen	disposiciones	bestimmung	disposición	V;NFIN	N;FEM;PL
bestimmungen	provisiones	bestimmung	provisión	V;NFIN	N;FEM;PL
mauern	muralla	mauern	muralla	V;NFIN	N;FEM;SG
mauern	pared	mauern	pared	V;NFIN	N;FEM;SG
mauern	murallas	mauern	muralla	V;NFIN	N;FEM;PL
mauern	muro	mauern	muro	V;NFIN	N;MASC;SG
mauern	murallas	mauern	muralla	V;NFIN	N;FEM;PL
mauern	paredes	mauern	pared	V;NFIN	N;FEM;PL
mauern	muros	mauern	muro	V;NFIN	N;MASC;PL
berechnet	calculada	berechnen	calculado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
berechnet	calculados	berechnen	calculado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
berechnet	calculado	berechnen	calculado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
berechnet	calculado	berechnen	calculado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
berechnet	cargada	berechnen	cargado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
berechnet	cobrado	berechnen	cobrar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
three	tres	threen	tres	PROPN	NUM;PL
verlieren	suelto	verlieren	suelto	V;NFIN	ADJ;MASC;SG
verlieren	flojo	verlieren	flojo	V;NFIN	ADJ;MASC;SG
gefangenschaft	prisionera	gefangenschaft	prisionera	ADJ	N;FEM;SG
gefangenschaft	prisioneros	gefangenschaft	prisionero	ADJ	N;MASC;PL
gefangenschaft	preso	gefangenschaft	preso	ADJ	N;MASC;SG
gefangenschaft	prisionero	gefangenschaft	prisionero	ADJ	N;MASC;SG
gefangenschaft	cautivos	gefangenschaft	cautivo	ADJ	N;MASC;PL
gefangenschaft	cautiva	gefangenschaft	cautivar	ADJ	N;FEM;SG
gefangenschaft	encarcelamiento	gefangenschaft	encarcelamiento	ADJ	N;MASC;SG
gefangenschaft	detención	gefangenschaft	detención	ADJ	N;FEM;SG
gefangenschaft	cautiverio	gefangenschaft	cautiverio	ADJ	N;MASC;SG
gefangenschaft	cautividad	gefangenschaft	cautividad	ADJ	N;FEM;SG
henning	henning	hennengen	henning	PROPN;NOM;MASC;SG	N;MASC;SG
comics	historietas	comic	historieta	PROPN	N;FEM;PL
comics	comics	comic	comics	PROPN	N;MASC;PL
comics	historieta	comic	historieta	PROPN	N;FEM;SG
comics	cómics	comic	cómics	PROPN	N;MASC;PL
comics	cómic	comic	cómic	PROPN	N;MASC;SG
comics	cómico	comic	cómico	PROPN	ADJ;MASC;SG
comics	comic	comic	comic	PROPN	N;MASC;SG
comics	historieta	comic	historieta	PROPN	N;FEM;SG
comics	cómic	comic	cómic	PROPN	N;MASC;SG
umfassenden	exhaustivo	umfassend	exhaustivo	V;FIN	ADJ;MASC;SG
umfassenden	exhaustiva	umfassend	exhaustivo	V;FIN	ADJ;FEM;SG
sainte	sainte	sainen	sainte	PROPN;NOM;SG	N;FEM;SG
moon	luna	moon	luna	PROPN;NOM;SG	N;FEM;SG
moon	moon	moon	moon	PROPN;NOM;SG	N
wem	oms	wer	oms	ADV	N;FEM;SG
wem	quiénes	wer	quién	ADV	PRO;PL
wem	quién	wer	quién	ADV	PRO;SG
wem	quien	wer	quien	ADV	PRO;SG
wem	cuya	wer	cuyo	ADV	PRO;FEM;SG
wem	cuyo	wer	cuyo	ADV	PRO;MASC;SG
wem	cuyos	wer	cuyo	ADV	PRO;MASC;PL
teufel	hell	teufel	hell		N
teufel	infierno	teufel	infierno		N;MASC;SG
teufel	diablo	teufel	diablo		N;MASC;SG
teufel	demonio	teufel	demonio		N;MASC;SG
teufel	satanás	teufel	satanás		N;MASC;SG
teufel	satán	teufel	satán		N;MASC;SG
teufel	demonios	teufel	demonio		N;MASC;PL
teufel	diablos	teufel	diablo		N;MASC;PL
notre	notre	notre	notre	PROPN;SG	N;FEM;SG
leinwand	lona	leinwand	lona		N;FEM;SG
leinwand	canvas	leinwand	canva		N;FEM
leinwand	lienzo	leinwand	lienzo		N;MASC;SG
leinwand	pantalla	leinwand	pantalla		N;FEM;SG
hauptdarsteller	protagonistas	hauptdarsteller	protagonista	ADJ	N;PL
hauptdarsteller	protagonista	hauptdarsteller	protagonista	ADJ	N;SG
rugby	rugby	rugby	rugby	PROPN	N;MASC;SG
vorhaben	project	vorhaben	project		N
vorhaben	proyecto	vorhaben	proyecto		N;MASC;SG
vorhaben	proyectar	vorhaben	proyectar		V;NFIN
vorhaben	proyectos	vorhaben	proyecto		N;MASC;PL
vorhaben	projects	vorhaben	project		N
verarbeitet	procesada	verarbeiten	procesar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verarbeitet	procesados	verarbeiten	procesado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verarbeitet	transformados	verarbeiten	transformado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verarbeitet	procesado	verarbeiten	procesado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verarbeitet	forjado	verarbeiten	forjado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
riga	riga	riga	regir	PROPN;NOM;SG	N;MASC;SG
kameramann	camarógrafo	kameramann	camarógrafo	ADJ	N;MASC;SG
funktionieren	funcionamiento	funktionieren	funcionamiento	V;NFIN	N;MASC;SG
vorn	fachada	vorn	fachada	ADV	N;FEM;SG
vorn	frontal	vorn	frontal	ADV	ADJ;SG
vorn	front	vorn	front	ADV	N
vorn	frente	vorn	frente	ADV	N
vorn	delantero	vorn	delantero	ADV	N;MASC;SG
hansestadt	hanseática	hansestadt	hanseático	PROPN;NOM;SG	ADJ;FEM;SG
madonna	madonna	madonna	madonna	PROPN;NOM;SG	N;FEM;SG
madonna	virgen	madonna	virgen	PROPN;NOM;SG	N;FEM;SG
roberto	roberto	roberto	roberto	PROPN	N;MASC;SG
bedeutend	significativamente	bedeutend	significativamente	ADJ	ADV
wohnen	living	wohnen	living	V;NFIN	N;MASC;SG
wohnen	vivienda	wohnen	vivienda	V;NFIN	N;FEM;SG
wohnen	viviendas	wohnen	vivienda	V;NFIN	N;FEM;PL
wohnen	carcasa	wohnen	carcaso	V;NFIN	N;FEM;SG
wohnen	viva	wohnen	viva	V;NFIN	N;FEM;SG
wohnen	live	wohnen	live	V;NFIN	N
vorfahren	antepasados	vorfahren	antepasado		ADJ;MASC;PL;V.PTCP
vorfahren	ancestros	vorfahren	ancestro		N;MASC;PL
vorfahren	ancestral	vorfahren	ancestral		ADJ;SG
vorfahren	ancestrales	vorfahren	ancestral		ADJ;PL
vorfahren	antepasados	vorfahren	antepasado		ADJ;MASC;PL;V.PTCP
vorfahren	antepasado	vorfahren	antepasado		ADJ;MASC;SG;V.PTCP
vorfahren	ancestro	vorfahren	ancestro		N;MASC;SG
vorfahren	ancestros	vorfahren	ancestro		N;MASC;PL
level	nivel	level	nivel		N;MASC;SG
level	level	level	level		N
ressourcen	recursos	ressourc	recurso	V;NFIN	N;MASC;PL
ressourcen	recurso	ressourc	recurso	V;NFIN	N;MASC;SG
ressourcen	recursos	ressourc	recurso	V;NFIN	N;MASC;PL
laura	laura	laura	laura	PROPN;NOM;SG	N;FEM;SG
zeichnen	empate	zeichnen	empate	V;NFIN	N;MASC;SG
zeichnen	sorteo	zeichnen	sorteo	V;NFIN	N;MASC;SG
zeichnen	dibujo	zeichnen	dibujo	V;NFIN	N;MASC;SG
essays	ensayos	essays	ensayo		N;MASC;PL
bürgerschaft	ciudadanía	bürgerschaft	ciudadanía	ADJ	N;FEM;SG
bürgerschaft	nacionalidad	bürgerschaft	nacionalidad	ADJ	N;FEM;SG
vorträge	ponencias	vortragen	ponencia	ADJ;NOM;PL	N;FEM;PL
vorträge	conferencias	vortragen	conferencia	ADJ;NOM;PL	N;FEM;PL
vorträge	charlas	vortragen	charla	ADJ;NOM;PL	N;FEM;PL
vorträge	discursos	vortragen	discurso	ADJ;NOM;PL	N;MASC;PL
vorträge	congresos	vortragen	congreso	ADJ;NOM;PL	N;MASC;PL
vorträge	conferencias	vortragen	conferencia	ADJ;NOM;PL	N;FEM;PL
vorträge	ponencias	vortragen	ponencia	ADJ;NOM;PL	N;FEM;PL
vorträge	presentaciones	vortragen	presentación	ADJ;NOM;PL	N;FEM;PL
vorträge	conversaciones	vortragen	conversación	ADJ;NOM;PL	N;FEM;PL
vorträge	charlas	vortragen	charla	ADJ;NOM;PL	N;FEM;PL
vorträge	conferencia	vortragen	conferencia	ADJ;NOM;PL	N;FEM;SG
vorträge	cátedra	vortragen	cátedra	ADJ;NOM;PL	N;FEM;SG
haushalten	hogares	haushalten	hogar	V;NFIN	N;MASC;PL
wilde	wild	wilden	wild		N
wilde	silvestre	wilden	silvestre		ADJ;SG
wilde	silvestres	wilden	silvestre		N;FEM;PL
wilde	salvajes	wilden	salvaje		N;PL
wilde	salvaje	wilden	salvaje		ADJ;SG
wilde	salvajes	wilden	salvaje		N;PL
wilde	wilde	wilden	wilde		PROPN
wilde	jabalíes	wilden	jabalíe		N;MASC;PL
wilde	savage	wilden	savage		N;SG
wilde	salvajes	wilden	salvaje		N;PL
wilde	salvaje	wilden	salvaje		ADJ;SG
mathias	mathias	mathias	mathia	PROPN;NOM;MASC;SG	PROPN
mathias	matías	mathias	matía	PROPN;NOM;MASC;SG	PROPN
österreichisch	austriaco	österreichisch	austriaco	ADJ	N;MASC;SG
österreichisch	austríaco	österreichisch	austríaco	ADJ	N;MASC;SG
österreichisch	austro	österreichisch	austro	ADJ	N;MASC;SG
mont	mont	mont	mont	PROPN;NOM;SG	N;MASC;SG
rumpf	hull	rumpf	hull	ADJ	N;MASC;SG
rumpf	casco	rumpf	casco	ADJ	N;MASC;SG
rumpf	torso	rumpf	torso	ADJ	N;MASC;SG
rumpf	fuselaje	rumpf	fuselaje	ADJ	N;MASC;SG
rumpf	tronco	rumpf	tronco	ADJ	N;MASC;SG
rumpf	maletero	rumpf	maletero	ADJ	N;MASC;SG
rumpf	baúl	rumpf	baúl	ADJ	N;MASC;SG
rumpf	trompa	rumpf	trompa	ADJ	N;FEM;SG
anfangen	start	anfangen	start	V;NFIN	N
anfangen	inicio	anfangen	inicio	V;NFIN	N;MASC;SG
anfangen	comienzo	anfangen	comienzo	V;NFIN	N;MASC;SG
arabische	arab	arabisch	arab	ADJ;NOM;FEM;PL	N
arabische	arabe	arabisch	arabar	ADJ;NOM;FEM;PL	N;SG
arabische	árabe	arabisch	árabe	ADJ;NOM;FEM;PL	N;SG
arabische	árabes	arabisch	árabe	ADJ;NOM;FEM;PL	N;PL
arabische	arabe	arabisch	arabar	ADJ;NOM;FEM;PL	N;SG
arabische	árabe	arabisch	árabe	ADJ;NOM;FEM;PL	N;SG
lyrik	lírica	lyrik	lírico		ADJ;FEM;SG
lyrik	poesía	lyrik	poesía		N;FEM;SG
lyrik	letra	lyrik	letra		N;FEM;SG
lyrik	letras	lyrik	letra		N;FEM;PL
wahlbezirk	circunscripción	wahlbezirk	circunscripción		N;FEM;SG
belgrad	belgrado	belgrad	belgrado	PROPN;NOM;SG	N;MASC;SG
maryland	maryland	maryland	maryland	PROPN;NOM;MASC;SG	N;FEM;SG
abhängigkeit	dependencia	abhängigkeit	dependencia	V;SG;FIN	N;FEM;SG
abhängigkeit	adicción	abhängigkeit	adicción	V;SG;FIN	N;FEM;SG
abhängigkeit	adicciones	abhängigkeit	adicción	V;SG;FIN	N;FEM;PL
abhängigkeit	dependencia	abhängigkeit	dependencia	V;SG;FIN	N;FEM;SG
ankunft	llegadas	ankunft	llegado	N;FEM;SG	N;FEM;PL
ankunft	llegando	ankunft	llegar	N;FEM;SG	V;V.MSDR
ankunft	llegar	ankunft	llegar	N;FEM;SG	V;NFIN
ankunft	llegan	ankunft	llegar	N;FEM;SG	V;IND;PL;3;PRS;FIN
ankunft	llegar	ankunft	llegar	N;FEM;SG	V;NFIN
ankunft	llegadas	ankunft	llegado	N;FEM;SG	N;FEM;PL
gerichte	tribunales	gericht	tribunal		N;MASC;PL
gerichte	platillos	gericht	platillo		N;MASC;PL
gerichte	platos	gericht	plato		N;MASC;PL
gerichte	tribunales	gericht	tribunal		N;MASC;PL
gerichte	cortes	gericht	corte		N;MASC;PL
gerichte	juzgados	gericht	juzgado		ADJ;MASC;PL;V.PTCP
mörder	asesinos	mörder	asesino	ADJ	N;MASC;PL
mörder	killer	mörder	killer	ADJ	N;SG
mörder	asesino	mörder	asesino	ADJ	N;MASC;SG
mörder	asesina	mörder	asesina	ADJ	N;FEM;SG
mörder	matador	mörder	matador	ADJ	N;MASC;SG
mörder	asesino	mörder	asesino	ADJ	N;MASC;SG
mörder	homicida	mörder	homicida	ADJ	N;SG
mörder	asesina	mörder	asesina	ADJ	N;FEM;SG
mörder	asesinos	mörder	asesino	ADJ	N;MASC;PL
mörder	asesino	mörder	asesino	ADJ	N;MASC;SG
mörder	asesina	mörder	asesina	ADJ	N;FEM;SG
kats	kats	kats	kat		N;SG
sofia	sofia	sofia	sofia	PROPN;SG	N;FEM;SG
sofia	sofía	sofia	sofer	PROPN;SG	N;FEM;SG
verändern	cambiante	verändern	cambiante	V;NFIN	ADJ;SG
verändern	alter	verändern	alter	V;NFIN	N;SG
abu	abu	abu	abu	PROPN;NOM;MASC;SG	N;MASC;SG
glasgow	glasgow	glasgow	glasgow	PROPN;NOM;SG	N;MASC;SG
stürmer	huelguistas	stürm	huelguista	ADJ	N;PL
stürmer	delanteras	stürm	delantero	ADJ	N;FEM;PL
stürmer	delanteros	stürm	delantero	ADJ	N;MASC;PL
stürmer	delantero	stürm	delantero	ADJ	N;MASC;SG
heller	heller	hell	heller	ADJ	PROPN
befreit	liberada	befreien	liberado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
befreit	liberados	befreien	liberado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
befreit	liberadas	befreien	liberar	V;V.PTCP	ADJ;FEM;PL;V.PTCP
befreit	liberado	befreien	liberado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
befreit	liberados	befreien	liberado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
befreit	liberada	befreien	liberado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
befreit	liberado	befreien	liberado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
befreit	exentos	befreien	exento	V;V.PTCP	ADJ;MASC;PL
befreit	exento	befreien	exento	V;V.PTCP	ADJ;MASC;SG;V.PTCP
befreit	exentas	befreien	exenta	V;V.PTCP	ADJ;FEM;PL
befreit	exentos	befreien	exento	V;V.PTCP	ADJ;MASC;PL
befreit	exento	befreien	exento	V;V.PTCP	ADJ;MASC;SG;V.PTCP
befreit	exenta	befreien	exento	V;V.PTCP	ADJ;FEM;SG;V.PTCP
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	PROPN
emanuel	manuel	emanuel	manuel	PROPN;NOM;MASC;SG	PROPN
emanuel	emmanuel	emanuel	emmanuel	PROPN;NOM;MASC;SG	PROPN
naturschutz	conservación	naturschutz	conservación	ADJ	N;FEM;SG
naturschutz	naturaleza	naturschutz	naturaleza	ADJ	N;FEM;SG
naturschutz	nature	naturschutz	nature	ADJ	N
anliegen	inquietudes	anliegen	inquietud		N;FEM;PL
anliegen	preocupación	anliegen	preocupación		N;FEM;SG
anliegen	preocupaciones	anliegen	preocupación		N;FEM;PL
kohle	hulla	kohl	hulla		N;MASC;SG
kohle	carbón	kohl	carbón		N;MASC;SG
kohle	brasas	kohl	brasa		N;FEM;PL
kohle	masa	kohl	masa		N;FEM;SG
kohle	carbón	kohl	carbón		N;MASC;SG
erteilt	emitidos	erteilen	emitido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
erteilt	expedido	erteilen	expedir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
erteilt	expedida	erteilen	expedido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
erteilt	emitido	erteilen	emitido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
erteilt	concedida	erteilen	concedido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
erteilt	concedidos	erteilen	concedido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
erteilt	otorgado	erteilen	otorgar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
erteilt	concedido	erteilen	concedido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
graham	graham	graham	graham	PROPN;NOM;SG	PROPN
hauptsitz	sede	hauptsitz	sede	V;V.PTCP	N;FEM;SG
hauptsitz	cuartel	hauptsitz	cuartel	V;V.PTCP	N;MASC;SG
hauptsitz	cuarteles	hauptsitz	cuartel	V;V.PTCP	N;MASC;PL
hauptsitz	sedes	hauptsitz	sede	V;V.PTCP	N;FEM;PL
hauptsitz	sede	hauptsitz	sede	V;V.PTCP	N;FEM;SG
caroline	caroline	caroline	caroline	PROPN;NOM;FEM;SG	N;FEM;SG
caroline	carolina	caroline	carolina	PROPN;NOM;FEM;SG	N;FEM;SG
kaiserreich	imperio	kaiserreich	imperio	PROPN	N;MASC;SG
kaiserreich	empire	kaiserreich	empire	PROPN	N
kaiserreich	imperiales	kaiserreich	imperial	PROPN	ADJ;PL
kaiserreich	imperial	kaiserreich	imperial	PROPN	ADJ;SG
konzern	corporativas	konzern	corporativo		ADJ;FEM;PL
konzern	corporativo	konzern	corporativo		ADJ;MASC;SG
konzern	empresarial	konzern	empresarial		ADJ;SG
konzern	corporativa	konzern	corporativo		ADJ;FEM;SG
konzern	grupo	konzern	grupo		N;MASC;SG
konzern	group	konzern	group		N
konzern	agrupar	konzern	agrupar		V;NFIN
konzern	consolidada	konzern	consolidado		ADJ;FEM;SG;V.PTCP
konzern	consolidado	konzern	consolidado		ADJ;MASC;SG;V.PTCP
konzern	consolidados	konzern	consolidado		ADJ;MASC;PL;V.PTCP
konzern	consolidadas	konzern	consolidado		ADJ;FEM;PL;V.PTCP
konzern	corporación	konzern	corporación		N;FEM;SG
konzern	corporation	konzern	corporation		N;FEM;SG
marokko	marruecos	marokko	marrueco	PROPN	N;MASC;PL
marokko	tánger	marokko	tánger	PROPN	N;MASC;SG
nordischen	nórdicos	nordisch	nórdico	ADJ	N;MASC;PL
nordischen	nórdicos	nordisch	nórdico	ADJ	N;MASC;PL
gebeten	preguntado	bitten	preguntado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gebeten	rezos	bitten	rezo	V;V.PTCP	N;MASC;PL
gebeten	oraciones	bitten	oración	V;V.PTCP	N;FEM;PL
gebeten	plegarias	bitten	plegario	V;V.PTCP	N;FEM;PL
gebeten	oración	bitten	oración	V;V.PTCP	N;FEM;SG
wörtlich	literalmente	wörtlich	literalmente	ADJ	ADV
wörtlich	literales	wörtlich	literal	ADJ	N;PL
wörtlich	textualmente	wörtlich	textualmente	ADJ	ADV
wrestling	wrestling	wrestlingen	wrestling	ADJ	N
wrestling	lucha	wrestlingen	lucha	ADJ	N;FEM;SG
ryan	ryan	ryan	ryan	PROPN;NOM;MASC;SG	PROPN
manga	manga	manga	manga		N;FEM;SG
demo	demo	demo	demo		N;FEM;SG
demo	demostración	demo	demostración		N;FEM;SG
renault	renault	renaulen	renault	PROPN;SG	N;MASC;SG
turner	gimnasta	turn	gimnasta	PROPN;NOM;SG	N;SG
turner	turner	turn	turner	PROPN;NOM;SG	N;SG
einnahmen	ingresos	einnehmen	ingreso	V;NFIN	N;MASC;PL
einnahmen	rentas	einnehmen	renta	V;NFIN	N;FEM;PL
einnahmen	ingreso	einnehmen	ingreso	V;NFIN	N;MASC;SG
einnahmen	renta	einnehmen	renta	V;NFIN	N;FEM;SG
einnahmen	ingresos	einnehmen	ingreso	V;NFIN	N;MASC;PL
einnahmen	ingresos	einnehmen	ingreso	V;NFIN	N;MASC;PL
einnahmen	ganancias	einnehmen	ganancia	V;NFIN	N;FEM;PL
einnahmen	ingresos	einnehmen	ingreso	V;NFIN	N;MASC;PL
einnahmen	recibos	einnehmen	recibo	V;NFIN	N;MASC;PL
einnahmen	ingresos	einnehmen	ingreso	V;NFIN	N;MASC;PL
kritiken	críticas	kritik	crítica	ADJ;PL	N;FEM;PL
