les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
blanc	blanc	blanc	blanc	N;MASC;SG	ADJ;MASC;SG
gauche	esquerre	gauche	esquerre	ADJ;MASC;SG	
travaux	treball	travail	treball	N;MASC;PL	N;MASC;SG
donne	donne	donner	donne	V;IND;SG;3;PRS;FIN	PROPN
passe	passen	passer	passar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
passe	passi	passer	passar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
passe	pass	passer	pass	V;IND;SG;3;PRS;FIN	
produit	producte	produire	producte	V;MASC;SG;PST;V.PTCP	N;MASC;SG
aide	ajuts	aide	ajut	N;FEM;SG	N;MASC;PL
aide	auxili	aide	auxili	N;FEM;SG	
aide	ajuda	aide	ajudar	N;FEM;SG	V;IND;SG;3;PRS;FIN
aide	ajut	aide	ajut	N;FEM;SG	
andré	andre	andré	andre	PROPN	PROPN
andré	andré	andré	andre	PROPN	
réseau	networking	réseau	networking	N;MASC;SG	
utilisé	emprat	utiliser	emprat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utilisé	utilitzat	utiliser	utilitzat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utilisé	utilitzats	utiliser	utilitzat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utilisé	usat	utiliser	usat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
victoire	guanyar	victoire	guanyar	N;FEM;SG	V;NFIN
victoire	victòria	victoire	victòria	N;FEM;SG	V;IND;SG;3;PRS;FIN
victoire	victoire	victoire	victoire	N;FEM;SG	
femmes	femení	femme	femení	N;FEM;PL	
femmes	femella	femme	femella	N;FEM;PL	V;IND;SG;3;PRS;FIN
belge	belge	belge	belge	ADJ;MASC;SG	PROPN
certaines	certes	certain	cert	PRO;FEM;PL	ADJ;FEM;PL
certaines	determinats	certain	determinat	PRO;FEM;PL	ADJ;MASC;PL;V.PTCP
espèces	espècie	espèce	espècie	N;FEM;PL	N;FEM;SG
angleterre	anglaterra	angleterre	anglaterra	N;MASC;SG	
afrique	àfrica	afrique	àfrica	ADJ;MASC;SG	N;FEM;SG
sens	sens	sens	sens	N;MASC;SG	
sens	significat	sens	significar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
sens	sentits	sens	sentit	N;MASC;SG	ADJ;MASC;PL;V.PTCP
sens	sentit	sens	sentit	N;MASC;SG	ADJ;MASC;SG;V.PTCP
personne	ningú	personne	ningú	N;FEM;SG	PRO;SG
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	
frère	frère	frère	frère	N;MASC;SG	
rencontre	conèixer	rencontre	conèixer	N;FEM;SG	V;NFIN
rencontre	encontre	rencontre	encontre	N;FEM;SG	
matchs	coincideix	match	coincidir	N;MASC;PL	V;IND;SG;3;PRS;FIN
japon	japó	japon	japó	PROPN	N;MASC;SG
japon	japan	japon	japar	PROPN	PROPN
publié	publicat	publier	publicat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
publié	estrenat	publier	estrenar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
publié	estrenats	publier	estrenar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
publié	publicat	publier	publicat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
quartier	veïnat	quartier	veïnat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
scientifique	ciència	scientifique	ciència	ADJ;MASC;SG	N;FEM;SG
scientifique	ciències	scientifique	ciència	ADJ;MASC;SG	N;FEM;PL
honneur	honor	honneur	honor	N;MASC;SG	
seule	només	seul	només	ADJ;FEM;SG	ADV
cause	causa	cause	causa	N;FEM;SG	
cause	causes	cause	causa	N;FEM;SG	N;FEM;PL
nouvelles	notícia	nouveau	notícia	ADJ;FEM;PL	N;FEM;SG
nouvelles	notícies	nouveau	notícia	ADJ;FEM;PL	N;FEM;PL
nouvelles	nova	nouveau	nou	ADJ;FEM;PL	ADJ;FEM;SG
nouvelles	nou	nouveau	nou	ADJ;FEM;PL	ADJ;MASC;SG
iii	iii	iii	iii	NUM	
comte	comte	comte	comte	N;MASC;SG	
comte	earl	comte	earl	N;MASC;SG	
suivante	next	suivant	next	ADJ;FEM;SG	
fort	forts	fort	fort	ADV	ADJ;MASC;PL
fort	forta	fort	fort	ADV	ADJ;FEM;SG
fort	fort	fort	fort	ADV	ADJ;MASC;SG
journal	periòdic	journal	periòdic	N;MASC;SG	ADJ;MASC;SG
journal	periódico	journal	periódico	N;MASC;SG	ADJ;MASC;SG
journal	journal	journal	journal	N;MASC;SG	ADJ;SG
différents	diferent	différent	diferent	ADJ;MASC;PL	ADJ;SG
rome	roma	rome	roma	PROPN	
possible	possibles	possible	possible	ADJ;MASC;SG	ADJ;PL
dix	dix	dix	dix	NUM	PROPN
taille	talles	taille	talla	N;FEM;SG	N;FEM;PL
taille	mides	taille	mida	N;FEM;SG	N;FEM;PL
sport	esports	sport	esport	N;MASC;SG	N;MASC;PL
principal	main	principal	main	ADJ;MASC;SG	
principal	principals	principal	principal	ADJ;MASC;SG	ADJ;PL
sujet	subjecte	sujet	subjecte	N;MASC;SG	ADJ;MASC;SG
sujet	subjectes	sujet	subjecte	N;MASC;SG	
référence	referència	référence	referència	N;FEM;SG	
croix	creus	croix	creu	N;FEM;SG	
croix	travessa	croix	travessar	N;FEM;SG	V;IND;SG;3;PRS;FIN
croix	creu	croix	creure	N;FEM;SG	V;IND;SG;3;PRS;FIN
croix	cross	croix	cros	N;FEM;SG	
millions	milió	million	milió	N;MASC;PL	N;MASC;SG
noir	fosc	noir	fosc	N;MASC;SG	ADJ;MASC;SG
noir	noir	noir	noir	N;MASC;SG	PROPN
noir	black	noir	black	N;MASC;SG	
noir	negre	noir	negre	N;MASC;SG	
joue	galta	jouer	galta	V;IND;SG;3;PRS;FIN	N;FEM;SG
londres	london	londre	londondre	N;MASC;SG	PROPN
londres	alpicat	londre	alpicar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
londres	londres	londre	londre	N;MASC;SG	PROPN
agglomération	agglomération	agglomération	agglomératir	N;FEM;SG	ADJ;FEM;SG
chapelle	chapelle	chapelle	chapelle	N;FEM;SG	
prince	prince	prince	prince	N;MASC;SG	
manière	manière	manière	manière	N;FEM;SG	
malgré	rancor	malgré	rancor	ADP	ADJ;MASC;SG
sciences	ciència	science	ciència	N;FEM;PL	N;FEM;SG
radio	radio	radio	radio	N;FEM;SG	
aucun	cap	aucun	cap	PRO;MASC;SG	
droite	dret	droite	dret	N;FEM;SG	
droite	dreta	droite	dreta	N;FEM;SG	
née	nascut	naître	nascut	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
née	born	naître	born	V;FEM;SG;PST;V.PTCP	
actuel	actuals	actuel	actual	ADJ;MASC;SG	ADJ;PL
actuel	corrent	actuel	corrent	ADJ;MASC;SG	
actuel	presents	actuel	present	ADJ;MASC;SG	ADJ;PL
villes	ciutat	ville	ciutat	N;FEM;PL	N;FEM;SG
fer	ferro	fer	ferro	N;MASC;SG	
sélection	seleccioneu	sélection	seleccioneu	N;FEM;SG	V;IND;SG;1;PRS;FIN
sélection	selecciona	sélection	seleccionar	N;FEM;SG	V;IND;SG;3;PRS;FIN
assez	suficient	assez	suficient	ADV	ADJ;SG
james	james	jame	jama	PROPN	PROPN
james	jaume	jame	jaume	PROPN	
internationale	internacionals	international	internacional	ADJ;FEM;SG	ADJ;PL
cadre	marc	cadre	marc	N;MASC;SG	
sept	sept	sept	sebtir	NUM	
différentes	diferent	différent	diferent	ADJ;FEM;PL	ADJ;SG
lac	lac	lac	lac	N;MASC;SG	
affaires	negoci	affaire	negoci	N;FEM;PL	N;MASC;SG
duc	duke	duc	duke	N;MASC;SG	PROPN
duc	duc	duc	duc	N;MASC;SG	
précédent	precedents	précédent	precedent	ADJ;MASC;SG	N;MASC;PL
précédent	precedent	précédent	precedent	ADJ;MASC;SG	
évêque	évêque	évêque	évêque	N;MASC;SG	
cour	cort	cour	cort	N;FEM;SG	
richard	ricard	richard	ricard	PROPN	
richard	richard	richard	richard	PROPN	PROPN
adresse	adreça	adresse	adreçar	N;FEM;SG	V;IND;SG;3;PRS;FIN
php	php	php	php	N;MASC;SG	
william	guillem	william	guillar	PROPN	N;MASC;SG
william	william	william	william	PROPN	N;MASC;SG
thomas	thomas	thomas	thomas	PROPN	PROPN
thomas	tomàs	thomas	tomàs	PROPN	
ball	pilota	ball	pilotar	PROPN	V;IND;SG;3;PRS;FIN
hors	apagat	hors	apagat	ADP	ADJ;MASC;SG;V.PTCP
hors	off	hors	off	ADP	
hors	hors	hors	hors	ADP	
bonne	bones	bon	bo	ADJ;FEM;SG	ADJ;FEM;PL
nature	natura	nature	natura	N;FEM;SG	
grandes	grandes	grand	granda	ADJ;FEM;PL	
michael	michael	michael	michael	PROPN	N;SG
vol	vol	vol	voler	N;MASC;SG	V;IND;SG;3;PRS;FIN
vol	furt	vol	furt	N;MASC;SG	ADJ;MASC;SG
port	harbour	port	harbour	N;MASC;SG	
premières	cru	premier	cru	ADJ;FEM;PL	
premières	raw	premier	raw	ADJ;FEM;PL	
premières	estrenes	premier	estrena	ADJ;FEM;PL	N;FEM;PL
premières	primer	premier	primer	ADJ;FEM;PL	ADJ;MASC;SG
premières	primera	premier	primer	ADJ;FEM;PL	ADJ;FEM;SG
donné	donades	donner	donat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
donné	donada	donner	donat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
donné	donats	donner	donat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
discussion	xat	discussion	xat	N;FEM;SG	
dame	dama	dame	dama	N;FEM;SG	ADJ;FEM;SG
dame	dame	dame	dame	N;FEM;SG	
historiques	històric	historique	històric	ADJ;MASC;PL	ADJ;MASC;SG
historiques	històrica	historique	històric	ADJ;MASC;PL	ADJ;FEM;SG
axe	destral	axe	destral	N;MASC;SG	
prendre	tenint	prendre	tenir	V;NFIN	V;V.MSDR
prendre	take	prendre	take	V;NFIN	
george	george	george	george	PROPN	PROPN
force	força	force	força	N;FEM;SG	
force	força	force	força	N;FEM;SG	
pologne	polònia	pologne	polònia	N;FEM;SG	ADJ;FEM;SG
collection	recollida	collection	recollit	N;FEM;SG	ADJ;FEM;SG;V.PTCP
élu	elegits	élire	elegit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
élu	electes	élire	electe	V;MASC;SG;PST;V.PTCP	N;PL
loire	loira	loire	loira	N;FEM;SG	ADJ;MASC;SG
loire	loire	loire	loire	N;FEM;SG	
bande	banda	bande	banda	N;FEM;SG	
bande	colla	bande	colla	N;FEM;SG	
bande	bande	bande	bande	N;FEM;SG	PROPN
étape	pas	étape	pas	N;FEM;SG	
créée	creades	créer	creat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
créée	creats	créer	creat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
créée	creat	créer	creat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
combat	lluitant	combat	lluitar	N;MASC;SG	V;V.MSDR
combat	combat	combat	combat	N;MASC;SG	
combat	lluita	combat	lluitar	N;MASC;SG	V;IND;SG;3;PRS;FIN
royal	royal	royal	royal	ADJ;MASC;SG	
aucune	cap	aucun	cap	DET;FEM;SG;NEG	
russie	russie	russie	russie	PROPN	PROPN
russie	rússia	russie	rússia	PROPN	ADJ;FEM;SG
nicolas	nicolas	nicola	nicolas	N;MASC;SG	
nicolas	nicholas	nicola	nicholas	N;MASC;SG	
nicolas	nicolau	nicola	nicolau	N;MASC;SG	
presse	press	presse	pres	N;FEM;SG	PROPN
académie	academy	académie	academy	N;FEM;SG	
construit	construïts	construire	construït	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
construit	construït	construire	construït	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
construit	construit	construire	construir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
construit	edificat	construire	edificat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
entrée	entrada	entrer	entrada	V;FEM;SG;PST;V.PTCP	N;FEM;SG
revue	journal	revue	journal	N;FEM;SG	ADJ;SG
revue	revisa	revue	revisar	N;FEM;SG	V;IND;SG;3;PRS;FIN
jeunes	juvenil	jeune	juvenil	ADJ;MASC;PL	ADJ;SG
jeunes	jovent	jeune	jovent	ADJ;MASC;PL	
jeunes	joventut	jeune	joventut	ADJ;MASC;PL	
jeunes	joves	jeune	jove	ADJ;MASC;PL	N;PL
jeunes	young	jeune	young	ADJ;MASC;PL	PROPN
jeunes	jove	jeune	jove	ADJ;MASC;PL	N;SG
ceinture	cinturons	ceinture	cinturó	N;FEM;SG	N;MASC;PL
tableau	taula	tableau	taula	N;MASC;SG	V;IND;SG;3;PRS;FIN
tableau	quadre	tableau	quadre	N;MASC;SG	
heures	hores	heure	hora	N;FEM;PL	
marque	marca	marque	marcar	N;FEM;SG	V;IND;SG;3;PRS;FIN
marque	mark	marque	mark	N;FEM;SG	PROPN
intérieur	inside	intérieur	inside	N;MASC;SG	
intérieur	endins	intérieur	endins	N;MASC;SG	
intérieur	dins	intérieur	dins	N;MASC;SG	
intérieur	interior	intérieur	interior	N;MASC;SG	ADJ;SG
appelé	cridat	appeler	cridat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
locales	local	local	local	ADJ;FEM;PL	ADJ;SG
olympique	olympique	olympique	olympique	ADJ;MASC;SG	N;MASC;SG
bernard	bernard	bernard	bernard	PROPN	
bernard	bernat	bernard	bernar	PROPN	ADJ;MASC;SG;V.PTCP
langues	idioma	langue	idioma	N;FEM;PL	N;MASC;SG
langues	llenguatge	langue	llenguatge	N;FEM;PL	N;MASC;SG
langues	llengua	langue	llengua	N;FEM;PL	V;IND;SG;3;PRS;FIN
propre	propis	propre	propi	ADJ;MASC;SG	ADJ;MASC;PL
chine	chine	chine	chine	N;FEM;SG	PROPN
politiques	pòlissa	politique	pòlissa	ADJ;MASC;PL	N;FEM;SG
politiques	política	politique	polític	ADJ;MASC;PL	ADJ;FEM;SG
politiques	política	politique	polític	ADJ;MASC;PL	ADJ;FEM;SG
com	comu	com	comu		
tours	tours	tour	toure	N;MASC;PL	
compositeur	compositora	compositeur	compositor	N;MASC;SG	ADJ;FEM;SG
joueurs	gamers	joueur	gamer	N;MASC;PL	
joueurs	reproductor	joueur	reproductor	N;MASC;PL	N;MASC;SG
joueurs	jugador	joueur	jugador	N;MASC;PL	N;MASC;SG
lyon	lyon	lyon	lyon	PROPN	
lyon	lió	lyon	lió	PROPN	
von	von	von	vo	PROPN	PROPN
mal	bad	mal	bad	ADV	PROPN
mal	mal	mal	mal	ADV	
mal	maldat	mal	maldar	ADV	N;FEM;SG
abbaye	abbaye	abbaye	abbaye	N;FEM;SG	
nuit	nit	nuit	nit	N;FEM;SG	
prise	pres	prendre	prendre	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bretagne	bretagne	bretagne	bretagne	PROPN	
bretagne	bretanya	bretagne	bretanya	PROPN	ADJ;FEM;SG
clubs	trèvols	club	trèvol	N;MASC;PL	
chemin	road	chemin	road	N;MASC;SG	
centrale	centrals	central	central	ADJ;FEM;SG	ADJ;PL
avis	avisos	avis	avís	N;MASC;SG	N;MASC;PL
avis	preavís	avis	preavir	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
avis	avis	avis	avi	N;MASC;SG	N;MASC;PL
salle	room	salle	room	N;FEM;SG	
sociale	socials	social	social	ADJ;FEM;SG	ADJ;PL
utilisation	usa	utilisation	usar	N;FEM;SG	V;IND;SG;3;PRS;FIN
palais	palais	palais	palai	N;MASC;SG	
composé	compost	composer	compost	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vallée	vallée	vallée	vallée	N;FEM;SG	
anciens	antic	ancien	antic	ADJ;MASC;PL	ADJ;MASC;SG
anciens	alumni	ancien	alumnar	ADJ;MASC;PL	N;MASC;SG
rugby	rugby	rugby	rugby	N;MASC;SG	
cité	cité	citer	cité	V;MASC;SG;PST;V.PTCP	
cité	citat	citer	citar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
basse	baix	bas	baix	ADJ;FEM;SG	
basse	baixes	bas	baix	ADJ;FEM;SG	ADJ;FEM;PL
pro	pro	pro	pro	N;MASC;SG	
total	total	total	total	N;MASC;SG	ADJ;SG
chambre	room	chambre	room	N;FEM;SG	
nouveaux	nova	nouveau	nou	ADJ;MASC;PL	ADJ;FEM;SG
nouveaux	nou	nouveau	nou	ADJ;MASC;PL	ADJ;MASC;SG
savoir	coneixements	savoir	coneixement	V;NFIN	N;MASC;PL
savoir	coneixement	savoir	coneixement	V;NFIN	N;MASC;SG
proche	tanca	proche	tancar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
mot	paraula	mot	paraula	N;MASC;SG	V;IND;SG;3;PRS;FIN
main	main	main	main	N;FEM;SG	
main	principals	main	principal	N;FEM;SG	ADJ;PL
main	principal	main	principal	N;FEM;SG	ADJ;SG
main	mà	main	mà	N;FEM;SG	
populaire	populars	populaire	popular	ADJ;MASC;SG	ADJ;PL
populaire	trending	populaire	trending	ADJ;MASC;SG	
critique	crítica	critique	crítica	ADJ;MASC;SG	N;FEM;SG
critique	crítica	critique	crítica	ADJ;MASC;SG	N;FEM;SG
publication	publicant	publication	publicar	N;FEM;SG	V;V.MSDR
dieu	déu	dieu	déu	N;MASC;SG	
uni	uni	uni	unar	V;MASC;SG;PST;V.PTCP	
australie	austràlia	australie	austràlia	PROPN	ADJ;FEM;SG
catholique	catholique	catholique	catholique	ADJ;MASC;SG	
https	https	https	https	N;MASC;SG	V;IND;PL;1;PRS;FIN
accord	corda	accord	corda	N;MASC;SG	
rapidement	ràpid	rapidement	ràpid	ADV	ADJ;MASC;SG
traduction	traduccions	traduction	traducció	N;FEM;SG	N;FEM;PL
anne	anne	anne	anne	N;FEM;SG	
anne	ann	anne	ann	N;FEM;SG	PROPN
montréal	toronto	montréal	torontar	N;MASC;SG	
montréal	calldetenes	montréal	calldetena	N;MASC;SG	N;FEM;PL
montréal	montréal	montréal	montréal	N;MASC;SG	
montréal	montreal	montréal	montreal	N;MASC;SG	
bgcolor	bgcolor	bgcolor	bgcolor	PROPN	
coup	disparat	coup	disparar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
enfant	infant	enfant	infant	N;MASC;SG	
enfant	fills	enfant	fill	N;MASC;SG	N;MASC;PL
enfant	infants	enfant	infant	N;MASC;SG	N;MASC;PL
enfant	nens	enfant	nen	N;MASC;SG	N;MASC;PL
maurice	maurici	maurice	maurici	N;MASC;SG	
maurice	maurice	maurice	maurice	N;MASC;SG	
défense	defensa	défense	defensar	N;FEM;SG	V;IND;SG;3;PRS;FIN
défense	defensa	défense	defensar	N;FEM;SG	V;IND;SG;3;PRS;FIN
vice	vici	vice	vicar	N;MASC;SG	
vice	vice	vice	vice	N;MASC;SG	
noms	nom	nom	nom	N;MASC;PL	
noms	denominació	nom	denominació	N;MASC;PL	N;FEM;SG
produits	producte	produire	producte	V;MASC;PL;PST;V.PTCP	N;MASC;SG
produits	productes	produire	producte	V;MASC;PL;PST;V.PTCP	N;MASC;PL
label	etiqueta	label	etiqueta	N;MASC;SG	V;IND;SG;3;PRS;FIN
antoine	anthony	antoine	anthony	N;MASC;SG	PROPN
antoine	antony	antoine	antony	N;MASC;SG	PROPN
antoine	antoine	antoine	antoine	N;MASC;SG	
daniel	daniel	daniel	daniel	PROPN	
cœur	cor	cœur	cor	N;MASC;SG	
cœur	core	cœur	core	N;MASC;SG	
cœur	hearts	cœur	hearts	N;MASC;SG	
cœur	cors	cœur	cor	N;MASC;SG	
pris	pres	prendre	prendre	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
peter	peter	peter	peter	PROPN	
peter	pere	peter	pere	PROPN	
fondé	fundat	fonder	fundar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fondé	fundada	fonder	fundat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
der	der	der	der	PROPN	PROPN
vient	vient	venir	vidre	V;IND;SG;3;PRS;FIN	
seine	seine	seine	seine	N;FEM;SG	
faisant	fent	faire	fer	V;PRS;V.PTCP	V;V.MSDR
mont	mont	mont	mont	N;MASC;SG	
mont	mont	mont	mont	N;MASC;SG	
statistiques	estadística	statistique	estadística	N;FEM;PL	N;FEM;SG
science	ciències	science	ciència	N;FEM;SG	N;FEM;PL
bonjour	hola	bonjour	hol	INTJ	
marc	marc	marc	marc	N;MASC;SG	
altitude	altitud	altitude	altitud	N;FEM;SG	
économique	econòmics	économique	econòmic	ADJ;MASC;SG	ADJ;MASC;PL
économique	economic	économique	economic	ADJ;MASC;SG	PROPN
économique	econòmiques	économique	econòmic	ADJ;MASC;SG	ADJ;FEM;PL
lignes	lignes	ligne	ligne	N;FEM;PL	
traité	tractat	traiter	tractat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
montre	rellotge	montrer	rellotge	V;IND;SG;3;PRS;FIN	
montre	espectacle	montrer	espectacle	V;IND;SG;3;PRS;FIN	N;MASC;SG
éditeur	editorial	éditeur	editorial	N;MASC;SG	
attaque	traç	attaque	traç	N;FEM;SG	
attaque	ictus	attaque	ictu	N;FEM;SG	ADJ;MASC;SG
principaux	main	principal	main	ADJ;MASC;PL	
principaux	principal	principal	principal	ADJ;MASC;PL	ADJ;SG
ouvrage	ouvrage	ouvrage	ouvrage	N;MASC;SG	
fondée	fundat	fonder	fundar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fondée	fundada	fonder	fundat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pourrait	podria	pouvoir	poder	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
pourrait	podria	pouvoir	poder	V;COND;SG;3;PRS;FIN	V;COND;SG;3;FIN
reçoit	percebi	recevoir	percibar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
fond	bottom	fond	bottom	N;MASC;SG	PROPN
fond	fons	fond	fon	N;MASC;SG	N;MASC;PL
fond	antecedents	fond	antecedent	N;MASC;SG	N;MASC;PL
fond	fons	fond	fon	N;MASC;SG	N;MASC;PL
format	format	format	format	N;MASC;SG	ADJ;MASC;SG;V.PTCP
mode	moda	mode	moda	N;FEM;SG	
mode	fashion	mode	fashion	N;FEM;SG	
espagnol	castellà	espagnol	castellà	ADJ;MASC;SG	N;MASC;SG
créer	creant	créer	crear	V;NFIN	V;V.MSDR
los	los	el	ell	PROPN	PRO;PL;3
décide	decidir	décider	decidir	V;IND;SG;3;PRS;FIN	V;NFIN
garde	avantguardes	garde	avantguarda	N;FEM;SG	N;FEM;PL
garde	custodia	garde	custodia	N;FEM;SG	V;IND;SG;3;PRS;FIN
garde	custòdia	garde	custòdia	N;FEM;SG	
quatrième	quart	quatrième	quart	ADJ;MASC;SG	
junior	júnior	junior	júnior	ADJ;MASC;SG	
junior	junior	junior	junior	ADJ;MASC;SG	
junior	subalterns	junior	subaltern	ADJ;MASC;SG	N;MASC;PL
comédie	comédie	comédie	comédie	N;FEM;SG	
comédie	comèdia	comédie	comèdia	N;FEM;SG	V;IND;SG;3;PRS;FIN
albert	albert	albert	albert	N;MASC;SG	
bruxelles	bruxelles	bruxelle	bruxella	ADJ;MASC;PL	N;FEM;PL
xxe	xxe	xxe	xxe	ADJ;MASC;SG	
infanterie	infanterie	infanterie	infanterie	N;FEM;SG	
chevalier	cavaller	chevalier	cavaller	N;MASC;SG	
chevalier	chevalier	chevalier	chevalier	N;MASC;SG	
armes	braços	arme	braç	N;FEM;PL	
livres	livres	livre	livre	N;MASC;PL	
principales	main	principal	main	ADJ;FEM;PL	
principales	principal	principal	principal	ADJ;FEM;PL	ADJ;SG
unique	single	unique	single	ADJ;MASC;SG	N;MASC;SG
unique	úniques	unique	únic	ADJ;MASC;SG	ADJ;FEM;PL
capitaine	capità	capitaine	capità	N;MASC;SG	
guillaume	guillem	guillaume	guillar	PROPN	N;MASC;SG
guillaume	william	guillaume	william	PROPN	N;MASC;SG
guillaume	guillaume	guillaume	guillaume	PROPN	N;MASC;SG
tel	tel	tel	tel	ADJ;MASC;SG	
parce	perquè	parce	perquè	ADV	CONJ
parce	perque	parce	perque	ADV	
demandé	preguntat	demander	preguntar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
divers	divers	divers	divers	ADJ;MASC;PL	ADJ;MASC;SG
actuelle	actuals	actuel	actual	ADJ;FEM;SG	ADJ;PL
actuelle	corrent	actuel	corrent	ADJ;FEM;SG	
classique	classic	classique	classic	ADJ;MASC;SG	
présent	presents	présent	present	ADJ;MASC;SG	ADJ;PL
fit	apte	faire	apte	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
passé	passat	passer	passat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
berlin	berlin	berlin	berlin	PROPN	
berlin	berlín	berlin	berlín	PROPN	
isbn	isbn	isbn	isbn		
taux	tarifes	taux	tarifa	N;MASC;SG	N;FEM;PL
inscrit	registrat	inscrire	registrat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inscrit	inscrits	inscrire	inscrit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
inscrit	matriculats	inscrire	matriculat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
astéroïde	asteroides	astéroïde	asteroit	N;MASC;SG	N;MASC;PL
transport	transports	transport	transport	N;MASC;SG	N;MASC;PL
rené	rené	rendre	rené	PROPN	PROPN
rené	rene	rendre	rene	PROPN	PROPN
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	
alexandre	alexander	alexandre	alexander	N;MASC;SG	
oui	yes	oui	yer		PROPN
oui	sí	oui	sí		ADV
terrain	land	terrain	land	N;MASC;SG	PROPN
terrain	terreny	terrain	terreny	N;MASC;SG	
donner	donner	donner	donner	V;NFIN	PROPN
donner	donas	donner	donas	V;NFIN	
fonctions	funció	fonction	funció	N;FEM;PL	N;FEM;SG
informations	informació	information	informació	N;FEM;PL	N;FEM;SG
marché	mercat	marcher	mercat	V;MASC;SG;PST;V.PTCP	N;MASC;SG
charge	carrega	charge	carregar	N;FEM;SG	V;IND;SG;3;PRS;FIN
charge	càrrec	charge	càrrec	N;FEM;SG	
alpes	alps	alpe	alp	N;FEM;PL	
utiliser	utilitzant	utiliser	utilitzar	V;NFIN	V;V.MSDR
utiliser	usant	utiliser	usar	V;NFIN	V;V.MSDR
utiliser	utilització	utiliser	utilització	V;NFIN	N;FEM;SG
utiliser	ús	utiliser	ús	V;NFIN	N;MASC;SG
légende	llegenda	légende	llegenda	N;FEM;SG	V;IND;SG;3;PRS;FIN
légende	legend	légende	legend	N;FEM;SG	
vingt	vingt	vingt	vendre	NUM	
arrivée	arribada	arriver	arribada	V;FEM;SG;PST;V.PTCP	N;FEM;SG
publique	públics	public	públic	ADJ;FEM;SG	ADJ;MASC;PL
publique	public	public	public	ADJ;FEM;SG	
publique	públiques	public	públic	ADJ;FEM;SG	ADJ;FEM;PL
petits	petita	petit	petit	ADJ;MASC;PL	ADJ;FEM;SG
