par	glede	par	glede		ADV
mūzikas	glasbena	mūzika	glasben	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
apriņķis	okrožni	apriņķis	okrožen	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
apriņķis	okrožju	apriņķis	okrožje	N;NOM;MASC;SG	N;DAT;NEUT;SG
upes	reki	upe	reka	N;NOM;FEM;SG	N;DAT;FEM;SG
upes	river	upe	river	N;NOM;FEM;SG	
upes	reke	upe	reka	N;NOM;FEM;SG	N;NOM;FEM;PL
upes	reke	upe	reka	N;NOM;FEM;SG	N;NOM;FEM;PL
komanda	ekipno	komanda	ekipno	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
izlases	naključna	izlase	naključen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
izlases	naključno	izlase	naključno	N;NOM;FEM;PL	ADV
izlases	naključni	izlase	naključen	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
izlases	naključen	izlase	naključen	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
martā	marec	marts	marec	N;ESS;MASC;SG	N;NOM;MASC;SG
martā	marca	marts	marec	N;ESS;MASC;SG	N;GEN;MASC;SG
martā	pohod	marts	pohod	N;ESS;MASC;SG	N;NOM;MASC;SG
amerikāņu	ameriške	amerikānis	ameriški	N;GEN;MASC;PL	ADJ;NOM;FEM;PL
amerikāņu	ameriško	amerikānis	ameriški	N;GEN;MASC;PL	ADJ;NOM;NEUT;SG
amerikāņu	ameriški	amerikānis	ameriški	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
amerikāņu	ameriška	amerikānis	ameriški	N;GEN;MASC;PL	ADJ;NOM;FEM;SG
lietuvas	litovski	lietuva	litovski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
novembrī	november	novembris	november	N;ESS;MASC;SG	N;NOM;MASC;SG
novembrī	novembra	novembris	november	N;ESS;MASC;SG	N;GEN;MASC;SG
augustā	avgusta	augusts	avgust	N;ESS;MASC;SG	N;GEN;MASC;SG
augustā	august	augusts	august	N;ESS;MASC;SG	N;NOM;MASC;SG
augustā	avgust	augusts	avgust	N;ESS;MASC;SG	N;NOM;MASC;SG
dienas	dni	diena	dan	N;NOM;FEM;PL	N;ACC;MASC;PL
dienas	dneve	diena	dan	N;NOM;FEM;PL	N;ACC;MASC;PL
dienas	dnevno	diena	dnevno	N;NOM;FEM;PL	ADV
dienas	dnevna	diena	dneven	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
dienas	dnevni	diena	dneven	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
reizi	nekoč	reize	nekoč	N;ACC;FEM;SG	ADV
reizi	enkrat	reize	enkrat	N;ACC;FEM;SG	ADV
jūnijā	junij	jūnijs	junij	N;ESS;MASC;SG	N;NOM;MASC;SG
jūnijā	june	jūnijs	juna	N;ESS;MASC;SG	
jūnijā	junija	jūnijs	junij	N;ESS;MASC;SG	N;GEN;MASC;SG
armijas	armada	armija	armada	N;NOM;FEM;PL	N;NOM;FEM;SG
armijas	vojska	armija	vojska	N;NOM;FEM;PL	N;NOM;FEM;SG
armijas	vojsko	armija	vojska	N;NOM;FEM;PL	N;ACC;FEM;SG
cilvēku	človeško	cilvēks	človeški	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
cilvēku	človeška	cilvēks	človeški	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
cilvēku	človeški	cilvēks	človeški	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
com	com	com	com		N;NOM;MASC;SG
salas	otočje	sala	otočje	N;NOM;FEM;PL	N;NOM;NEUT;SG
salas	otoke	sala	otok	N;NOM;FEM;PL	N;ACC;MASC;PL
līgas	league	līga	league	N;NOM;FEM;PL	N;NOM;MASC;SG
līgas	ligo	līga	liga	N;NOM;FEM;PL	N;ACC;FEM;SG
līgas	liga	līga	liga	N;NOM;FEM;PL	N;NOM;FEM;SG
hokeja	hokej	hokejs	hokej	N;GEN;MASC;SG	N;NOM;MASC;SG
hokeja	hockey	hokejs	hockey	N;GEN;MASC;SG	N;NOM;MASC;SG
decembrī	december	decembris	december	N;ESS;MASC;SG	N;NOM;MASC;SG
decembrī	decembra	decembris	december	N;ESS;MASC;SG	N;GEN;MASC;SG
ezers	lake	ezers	lak	N;NOM;MASC;SG	
ezers	jezera	ezers	jezero	N;NOM;MASC;SG	N;NOM;NEUT;PL
dzelzceļa	železniški	dzelzceļš	železniški	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
dzelzceļa	tirnice	dzelzceļš	tirnica	N;GEN;MASC;SG	N;NOM;FEM;PL
dzelzceļa	železnica	dzelzceļš	železnica	N;GEN;MASC;SG	N;NOM;FEM;SG
francijas	francosko	francija	francoski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
francijas	francoska	francija	francoski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
francijas	francoščina	francija	francoščina	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
francijas	francoski	francija	francoski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
iespējams	možne	iespējams	možen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
septembrī	september	septembris	september	N;ESS;MASC;SG	N;NOM;MASC;SG
septembrī	septembra	septembris	september	N;ESS;MASC;SG	N;GEN;MASC;SG
gadus	leta	gads	leto	N;ACC;MASC;PL	N;GEN;NEUT;SG
gadus	letih	gads	leto	N;ACC;MASC;PL	N;ESS;NEUT;PL
gadus	let	gads	leto	N;ACC;MASC;PL	N;GEN;NEUT;PL
baltijas	baltskem	baltija	baltski	PROPN;NOM;FEM;SG	ADJ;DAT;MASC;SG
impērijas	cesarstva	impērija	cesarstvo	N;NOM;FEM;PL	N;GEN;NEUT;SG
impērijas	imperia	impērija	imperia	N;NOM;FEM;PL	N;NOM;FEM;SG
oktobrī	oktobra	oktobris	oktober	N;ESS;MASC;SG	N;GEN;MASC;SG
oktobrī	oktober	oktobris	oktober	N;ESS;MASC;SG	N;NOM;MASC;SG
izmanto	uporabljen	izmantot	uporabljen	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
izmanto	uporabljena	izmantot	uporabljen	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
izmanto	uporabljeno	izmantot	uporabljeno	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
izmanto	uporabljene	izmantot	uporabljen	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
izmanto	uporabljeni	izmantot	uporabljen	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
austrumu	vzhodni	austrumi	vzhoden	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
austrumu	vzhod	austrumi	vzhod	N;GEN;MASC	N;NOM;MASC;SG
austrumu	vzhodna	austrumi	vzhoden	N;GEN;MASC	ADJ;NOM;FEM;SG
austrumu	vzhodno	austrumi	vzhoden	N;GEN;MASC	ADV
austrumu	vzhodni	austrumi	vzhoden	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
austrumu	vzhodna	austrumi	vzhoden	N;GEN;MASC	ADJ;NOM;FEM;SG
austrumu	vzhodno	austrumi	vzhoden	N;GEN;MASC	ADV
kultūras	pridelkov	kultūra	pridelek	N;NOM;FEM;PL	N;GEN;MASC;PL
kultūras	kultur	kultūra	kultura	N;NOM;FEM;PL	N;GEN;FEM;PL
rietumu	zahodna	rietumi	zahoden	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
rietumu	zahod	rietumi	zahod	N;ACC;MASC;SG	N;NOM;MASC;SG
rietumu	zahodno	rietumi	zahodno	N;ACC;MASC;SG	ADV
rietumu	zahodna	rietumi	zahoden	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
rietumu	zahodni	rietumi	zahoden	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
rietumu	western	rietumi	western	N;ACC;MASC;SG	
rietumu	zahodno	rietumi	zahodno	N;ACC;MASC;SG	ADV
baznīcas	cerkva	baznīca	cerkva	N;NOM;FEM;PL	N;GEN;FEM;SG
baznīcas	cerkev	baznīca	cerkev	N;NOM;FEM;PL	N;NOM;FEM;SG
auto	samodejno	auto	samodejno	N	ADV
auto	samodejna	auto	samodejen	N	ADJ;NOM;FEM;SG
dzīvo	live	dzīvot	liva	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;FEM;SG
visas	vsi	visa	ves	PRO;NOM;FEM;PL	DET;NOM;MASC;PL
visas	vsem	visa	ves	PRO;NOM;FEM;PL	DET;DAT;MASC;PL
visas	vse	visa	ves	PRO;NOM;FEM;PL	DET;NOM;NEUT;SG
visas	vseh	visa	ves	PRO;NOM;FEM;PL	DET;GEN;MASC;PL
aprīlī	april	aprīlis	april	N;ESS;MASC;SG	N;NOM;MASC;SG
aprīlī	aprila	aprīlis	april	N;ESS;MASC;SG	N;GEN;MASC;SG
sporta	športni	sports	športen	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
sporta	športne	sports	športen	N;GEN;MASC;SG	ADJ;NOM;FEM;PL
sporta	športno	sports	športen	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
sporta	šport	sports	šport	N;GEN;MASC;SG	N;NOM;MASC;SG
sporta	sport	sports	sport	N;GEN;MASC;SG	N;NOM;MASC;SG
sporta	športni	sports	športen	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
sporta	šport	sports	šport	N;GEN;MASC;SG	N;NOM;MASC;SG
sporta	športne	sports	športen	N;GEN;MASC;SG	ADJ;NOM;FEM;PL
sporta	športna	sports	športen	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
svg	svg	svg	svg		N;NOM;MASC;SG
partijas	veliko	partija	veliko	N;NOM;FEM;PL	DET
zelta	zlat	zelts	zlat	N;GEN;MASC	N;NOM;MASC;SG
zelta	zlato	zelts	zlat	N;GEN;MASC	ADJ;NOM;NEUT;SG
zelta	zlata	zelts	zlat	N;GEN;MASC	ADJ;NOM;FEM;SG
zelta	zlate	zelts	zlat	N;GEN;MASC	ADJ;NOM;FEM;PL
zelta	zlati	zelts	zlat	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
zelta	zlat	zelts	zlat	N;GEN;MASC	N;NOM;MASC;SG
zelta	zlato	zelts	zlat	N;GEN;MASC	ADJ;NOM;NEUT;SG
zelta	zlate	zelts	zlat	N;GEN;MASC	ADJ;NOM;FEM;PL
zelta	zlati	zelts	zlat	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
zelta	zlata	zelts	zlat	N;GEN;MASC	ADJ;NOM;FEM;SG
franču	francosko	francis	francoski	N;GEN;MASC;PL	ADJ;NOM;NEUT;SG
franču	francoska	francis	francoski	N;GEN;MASC;PL	ADJ;NOM;FEM;SG
franču	francoščina	francis	francoščina	N;GEN;MASC;PL	N;NOM;FEM;SG
franču	francoski	francis	francoski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
mājas	domovih	māja	domov	N;NOM;FEM;PL	N;ESS;MASC;PL
mājas	domove	māja	dom	N;NOM;FEM;PL	N;ACC;MASC;PL
mājas	hiš	māja	hiša	N;NOM;FEM;PL	N;GEN;FEM;PL
mājas	koča	māja	kočati	N;NOM;FEM;PL	N;NOM;FEM;SG
mājas	hiška	māja	hiška	N;NOM;FEM;PL	N;NOM;FEM;SG
mājas	koči	māja	koča	N;NOM;FEM;PL	N;NOM;FEM;SG
mājas	domača	māja	domač	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
mājas	doma	māja	doma	N;NOM;FEM;PL	ADV
mājas	domov	māja	domov	N;NOM;FEM;PL	ADV
mājas	dom	māja	dom	N;NOM;FEM;PL	N;NOM;MASC;SG
for	za	for	za		
diskusija	razpravo	diskusija	razprava	N;NOM;FEM;SG	N;ACC;FEM;SG
diskusija	razprave	diskusija	razprava	N;NOM;FEM;SG	N;NOM;FEM;PL
citi	drugi	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;MASC;SG
citi	drugo	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;NEUT;SG
citi	druga	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;FEM;SG
citi	druge	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;FEM;PL
citi	drugi	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;MASC;SG
citi	drugih	cits	drug	PRO;NOM;MASC;PL	ADJ;GEN;MASC;PL
citi	druge	cits	drug	PRO;NOM;MASC;PL	ADJ;NOM;FEM;PL
viņam	njega	viņš	on	PRO;DAT;MASC;SG;3	PRO;GEN;MASC;SG;3
viņam	ga	viņš	on	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
nba	nba	nba	nba	PROPN	N;NOM;MASC;SG
varētu	lahko	varēt	lahko	V;COND;POS;FIN;ACT	ADV
februārī	februarja	februāris	februar	N;ESS;MASC;SG	N;GEN;MASC;SG
februārī	februar	februāris	februar	N;ESS;MASC;SG	N;NOM;MASC;SG
gandrīz	skoraj	gandrīz	skoraj	ADV	PART
gandrīz	skoraj	gandrīz	skoraj	ADV	PART
latd	latd	lats	latd		
longd	longd	longd	longd		
latm	latm	lats	latm		
longm	longm	longm	long		N;DAT;MASC;SG
tāpēc	zato	tāpēc	zato	ADV	CONJ
tāpēc	zatorej	tāpēc	zatorej	ADV	
krastā	shore	krasts	shora	N;ESS;MASC;SG	
krastā	obalo	krasts	obala	N;ESS;MASC;SG	N;ACC;FEM;SG
krastā	obala	krasts	obala	N;ESS;MASC;SG	N;NOM;FEM;SG
lats	lats	lats	lats	N;NOM;MASC;SG	
albums	albuma	albums	album	N;NOM;MASC;SG	N;GEN;MASC;SG
lauku	podeželski	lauks	podeželski	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
lauku	podeželje	lauks	podeželje	N;ACC;MASC;SG	N;NOM;NEUT;SG
lauku	podeželske	lauks	podeželski	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
lauku	podeželska	lauks	podeželski	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
gadi	leta	gads	leto	N;NOM;MASC;PL	N;GEN;NEUT;SG
gadi	letih	gads	leto	N;NOM;MASC;PL	N;ESS;NEUT;PL
gadi	let	gads	leto	N;NOM;MASC;PL	N;GEN;NEUT;PL
karalis	king	karalis	king	N;NOM;MASC;SG	
galvenokārt	predvsem	galvenokārt	predvsem	ADV	PART
galvenokārt	predvsem	galvenokārt	predvsem	ADV	PART
stacijas	postajo	stacija	postaja	N;NOM;FEM;PL	N;ACC;FEM;SG
stacijas	postaji	stacija	postaja	N;NOM;FEM;PL	N;NOM;FEM;DU
stacijas	postaja	stacija	postaja	N;NOM;FEM;PL	N;NOM;FEM;SG
universitātes	univerz	universitāte	univerza	N;NOM;FEM;PL	N;GEN;FEM;PL
universitātes	univerzami	universitāte	univerza	N;NOM;FEM;PL	N;DAT;FEM;PL
universitātes	univerza	universitāte	univerza	N;NOM;FEM;PL	N;NOM;FEM;SG
iii	iii	būt	iiti	ADJ	
darba	dela	darbs	delo	N;GEN;MASC;SG	N;NOM;NEUT;PL
darba	delovna	darbs	deloven	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
darba	delovno	darbs	deloven	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
darba	delovni	darbs	deloven	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
republikas	republiko	republika	republika	N;NOM;FEM;PL	N;ACC;FEM;SG
republikas	republika	republika	republika	N;NOM;FEM;PL	N;NOM;FEM;SG
republikas	republikah	republika	republika	N;NOM;FEM;PL	N;ESS;FEM;PL
būtu	bi	būt	bi	V;COND;POS;FIN;ACT	
gadiem	leta	gads	leto	N;DAT;MASC;PL	N;GEN;NEUT;SG
gadiem	letih	gads	leto	N;DAT;MASC;PL	N;ESS;NEUT;PL
gadiem	let	gads	leto	N;DAT;MASC;PL	N;GEN;NEUT;PL
apgabals	okrožni	apgabals	okrožen	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
apgabals	okrožju	apgabals	okrožje	N;NOM;MASC;SG	N;DAT;NEUT;SG
britu	britanski	brist	britanski	PROPN	ADJ;NOM;MASC;SG
britu	britanci	brist	britanec	PROPN	N;NOM;MASC;PL
britu	britansko	brist	britanski	PROPN	ADJ;NOM;NEUT;SG
pilsētu	urban	pilsēta	urban	N;ACC;FEM;SG	N;NOM;MASC;SG
pilsētu	mestna	pilsēta	mesten	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
pilsētu	urbana	pilsēta	urban	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
pilsētu	mestne	pilsēta	mesten	N;ACC;FEM;SG	ADJ;NOM;FEM;PL
pilsētu	mest	pilsēta	mesto	N;ACC;FEM;SG	N;GEN;NEUT;PL
pilsētu	mesta	pilsēta	mesto	N;ACC;FEM;SG	N;NOM;NEUT;PL
pilsētu	mesti	pilsēta	mesto	N;ACC;FEM;SG	N;NOM;NEUT;PL
cilvēki	ljudstvo	cilvēks	ljudstvo	N;NOM;MASC;PL	N;NOM;NEUT;SG
cilvēki	ljudi	cilvēks	človek	N;NOM;MASC;PL	N;ACC;MASC;PL
ezera	jezero	ezers	jezero	N;GEN;MASC;SG	N;NOM;NEUT;SG
ezera	lake	ezers	lak	N;GEN;MASC;SG	
ezera	jezera	ezers	jezero	N;GEN;MASC;SG	N;NOM;NEUT;PL
vārti	gates	vārti	gates	N;NOM;MASC	N;NOM;MASC;SG
vārti	prehod	vārti	prehod	N;NOM;MASC	N;NOM;MASC;SG
vārti	vrata	vārti	vrata	N;NOM;MASC	N;NOM;NEUT;PL
vārti	gate	vārti	gata	N;NOM;MASC	N;NOM;MASC;SG
kārlis	karel	kārlis	karel	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kārlis	charles	kārlis	charles	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kārlis	carl	kārlis	carl	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
viņi	so	viņš	biti	PRO;NOM;MASC;PL;3	V;IND;PL;3;POS;PRS;FIN
īpaši	zlasti	īpaši	zlasti	ADV	PART
īpaši	specialno	īpaši	specialno	ADV	ADJ;NOM;NEUT;SG
īpaši	posebna	īpaši	poseben	ADV	ADJ;NOM;FEM;SG
īpaši	posebne	īpaši	poseben	ADV	ADJ;NOM;FEM;PL
īpaši	poseben	īpaši	poseben	ADV	ADJ;NOM;INDF;MASC;SG
dienvidu	južna	dienvidi	južen	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
dienvidu	južno	dienvidi	južen	N;ACC;MASC;SG	ADV
dienvidu	južni	dienvidi	južen	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
dienvidu	južno	dienvidi	južen	N;ACC;MASC;SG	ADV
dienvidu	jug	dienvidi	jug	N;ACC;MASC;SG	N;NOM;MASC;SG
dienvidu	južna	dienvidi	južen	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
partija	zabavo	partija	zabava	N;NOM;FEM;SG	N;ACC;FEM;SG
partija	serije	partija	serija	N;NOM;FEM;SG	N;NOM;FEM;PL
partija	lot	partija	lot	N;NOM;FEM;SG	
informācija	podatki	informācija	podatek	N;NOM;FEM;SG	N;NOM;MASC;PL
informācija	informacije	informācija	informacija	N;NOM;FEM;SG	N;NOM;FEM;PL
dzimusi	rojen	dzimt	rojen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
dzimusi	rojena	dzimt	rojen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dzimusi	rojene	dzimt	rojen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
dzimusi	rojeni	dzimt	rojen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
balvu	nagrada	balva	nagrada	N;ACC;FEM;SG	N;NOM;FEM;SG
medaļu	medalja	medaļa	medalja	N;ACC;FEM;SG	N;NOM;FEM;SG
lielā	velike	liels	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
lielā	velike	liels	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
pirmās	prva	pirmā	prvi	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;FEM;SG
pirmās	prvo	pirmā	prvi	ADJ;NOM;DEF;FEM;PL	ADJ;ACC;NEUT;SG
pirmās	najprej	pirmā	najprej	ADJ;NOM;DEF;FEM;PL	ADV;RL
katoļu	katoliško	katolis	katoliški	N;GEN;MASC;PL	ADJ;NOM;NEUT;SG
katoļu	katoliški	katolis	katoliški	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
katoļu	katoliška	katolis	katoliški	N;GEN;MASC;PL	ADJ;NOM;FEM;SG
visi	vsi	viss	ves	PRO;NOM;MASC;PL	DET;NOM;MASC;PL
visi	vsi	viss	ves	PRO;NOM;MASC;PL	DET;NOM;MASC;PL
visi	vsem	viss	ves	PRO;NOM;MASC;PL	DET;DAT;MASC;PL
visi	vse	viss	ves	PRO;NOM;MASC;PL	DET;NOM;NEUT;SG
visi	vseh	viss	ves	PRO;NOM;MASC;PL	DET;GEN;MASC;PL
visi	vsi	viss	ves	PRO;NOM;MASC;PL	DET;NOM;MASC;PL
sistēmas	sistem	sistēma	sistem	N;NOM;FEM;PL	N;NOM;MASC;SG
latvija	latvije	latvija	latvija	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
latvija	latvijo	latvija	latev	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
latvija	latvija	latvija	latvija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
līga	ligo	līga	liga	N;NOM;FEM;SG	N;ACC;FEM;SG
mūsdienu	moderna	mūsdienas	moderen	N;GEN;FEM	ADJ;NOM;FEM;SG
mūsdienu	sodobno	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;NEUT;SG
mūsdienu	sodobna	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;FEM;SG
mūsdienu	sodobni	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;MASC;SG
mūsdienu	moderno	mūsdienas	moderno	N;GEN;FEM	ADV
mūsdienu	sodobno	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;NEUT;SG
mūsdienu	sodobna	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;FEM;SG
mūsdienu	sodobni	mūsdienas	sodoben	N;GEN;FEM	ADJ;NOM;MASC;SG
divi	dve	divi	dva	NUM;NOM;MASC;PL	NUM;NOM;FEM;DU
divi	dva	divi	dva	NUM;NOM;MASC;PL	NUM;NOM;MASC;DU
padomes	svet	padome	svet	N;NOM;FEM;PL	N;NOM;MASC;SG
padomes	sveta	padome	svet	N;NOM;FEM;PL	N;NOM;MASC;SG
aleksandrs	aleksandrs	aleksandrs	aleksandrs	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
aleksandrs	aleksandra	aleksandrs	aleksander	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
aleksandrs	aleksander	aleksandrs	aleksander	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
aleksandrs	alexander	aleksandrs	alexander	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
augusts	avgusta	augusts	avgust	N;NOM;MASC;SG	N;GEN;MASC;SG
galvenais	glavne	galvenais	glaven	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
galvenais	main	galvenais	main	ADJ;NOM;MASC;SG	
galvenais	ključ	galvenais	ključ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
top	top	tapt	top	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
top	vrh	tapt	vrh	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
amerikas	ameriške	amerika	ameriški	PROPN;NOM;FEM;PL	ADJ;NOM;FEM;PL
amerikas	ameriško	amerika	ameriški	PROPN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
amerikas	ameriški	amerika	ameriški	PROPN;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
amerikas	ameriška	amerika	ameriški	PROPN;NOM;FEM;PL	ADJ;NOM;FEM;SG
tādēļ	zato	tādēļ	zato	ADV	CONJ
tādēļ	zatorej	tādēļ	zatorej	ADV	
liela	velike	liela	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
liela	velike	liela	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
liela	super	liela	super	ADJ;NOM;FEM;SG	
liela	odlično	liela	odlično	ADJ;NOM;FEM;SG	ADV
dabas	naravnega	daba	naraven	N;NOM;FEM;PL	ADJ;GEN;NEUT;SG
dabas	naravni	daba	naraven	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
dabas	naraven	daba	naraven	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
dabas	naravno	daba	naraven	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
dabas	naravna	daba	naraven	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
dabas	naravne	daba	naraven	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
club	klub	clubt	klub		N;NOM;MASC;SG
club	club	clubt	club		N;NOM;MASC;SG
nhl	nhl	nhl	nhl	PROPN	N;NOM;MASC;SG
vairāki	večkratno	vairāki	večkraten	PRO;NOM;MASC;PL	ADV
vairāki	večkratni	vairāki	večkraten	PRO;NOM;MASC;PL	ADJ;NOM;MASC;SG
savienības	union	savienība	union	N;NOM;FEM;PL	N;NOM;MASC;SG
savienības	unije	savienība	unija	N;NOM;FEM;PL	N;GEN;FEM;SG
savienības	unija	savienība	unija	N;NOM;FEM;PL	N;NOM;FEM;SG
savienības	sindikat	savienība	sindikat	N;NOM;FEM;PL	N;NOM;MASC;SG
stacija	postajo	stacija	postaja	N;NOM;FEM;SG	N;ACC;FEM;SG
stacija	postaji	stacija	postaja	N;NOM;FEM;SG	N;NOM;FEM;DU
vidū	sredina	vidus	sredina	N;ESS;MASC	N;NOM;FEM;SG
vidū	srednji	vidus	srednji	N;ESS;MASC	ADJ;NOM;DEF;MASC;SG
vidū	srednja	vidus	srednji	N;ESS;MASC	ADJ;NOM;FEM;SG
psr	ssr	psr	ssr	PROPN	PROPN;NOM;FEM;SG
vien	sama	vien	sam	PART	ADJ;NOM;FEM;SG
vien	sami	vien	sam	PART	ADJ;NOM;MASC;PL
universitātē	univerza	universitāte	univerza	N;ESS;FEM;SG	N;NOM;FEM;SG
zviedrijas	švedska	zviedrija	švedska	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
zviedrijas	švedsko	zviedrija	švedski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zviedrijas	švedski	zviedrija	švedski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ziemeļos	severna	ziemelis	severen	N;ESS;MASC;PL	ADJ;NOM;FEM;SG
ziemeļos	severni	ziemelis	severen	N;ESS;MASC;PL	ADJ;NOM;DEF;MASC;SG
ziemeļos	severno	ziemelis	severen	N;ESS;MASC;PL	ADV
ziemeļos	sever	ziemelis	sever	N;ESS;MASC;PL	N;NOM;MASC;SG
dienvidos	južno	dienvidi	južen	N;ESS;MASC;PL	ADV
dienvidos	jug	dienvidi	jug	N;ESS;MASC;PL	N;NOM;MASC;SG
dienvidos	južna	dienvidi	južen	N;ESS;MASC;PL	ADJ;NOM;FEM;SG
virs	zgoraj	virs	zgoraj	ADP	ADV
sieviešu	ženska	sieviete	ženska	N;GEN;FEM;PL	N;NOM;FEM;SG
