van	from	van	from	ADP	
beide	obie	beide	oba	PRO	NUM;ACC;FEM;PL
beide	oba	beide	oba	PRO	
mrt	mrt	mrt	mrta	N;MASC+FEM;SG	
nieuw	nowości	nieuw	nowość	ADJ	N;ACC;FEM;PL
nieuw	nowość	nieuw	nowość	ADJ	N;NOM;FEM;SG
nieuw	nowa	nieuw	nowy	ADJ	
nummer	piosenki	nummer	piosenka	N;MASC+FEM;SG	N;ACC;FEM;PL
nummer	pieśń	nummer	pieśń	N;MASC+FEM;SG	
nummer	song	nummer	song	N;MASC+FEM;SG	
lang	lang	lang	lang	ADJ	
lang	długi	lang	długi	ADJ	
lang	długo	lang	długo	ADJ	ADV
lang	long	lang	long	ADJ	
tekst	text	tekst	text	N;MASC+FEM;SG	
tekst	tekstowe	tekst	tekstowy	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
beste	najlepsza	goed	dobry	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
beste	najlepszy	goed	dobry	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
beste	najlepiej	goed	dobrze	ADJ;RL	ADV;RL
beste	best	goed	best	ADJ;RL	
beste	najlepsze	goed	dobry	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
apr	apr	apr	apr	N;MASC+FEM;SG	
vinden	szukanie	vinden	szukać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vinden	znalezienie	vinden	znalezienie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pagina	page	pagina	page	N;MASC+FEM;SG	
pagina	strony	pagina	strona	N;MASC+FEM;SG	N;NOM;FEM;PL
noord	północnej	noord	północny	N;NEUT;SG	ADJ;GEN;FEM;SG
noord	north	noord	north	N;NEUT;SG	
noord	noord	noord	noord	N;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
bron	źródła	bron	źródło	N;MASC+FEM;SG	N;NOM;NEUT;PL
john	jan	john	jan	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
john	johna	john	johny	N;MASC+FEM;SG	
john	janek	john	janek	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
john	john	john	john	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
john	jana	john	jani	N;MASC+FEM;SG	
district	powiat	district	powiat	N;NEUT;SG	
aug	sierpień	aug	sierpienie	N;MASC+FEM;SG	
band	band	band	band	N;MASC+FEM;SG	
frankrijk	francji	frankrijk	francja	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
frankrijk	francja	frankrijk	francja	PROPN;NEUT;SG	N;NOM;FEM;SG
frankrijk	france	frankrijk	franka	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
west	zachodnia	west	zachodni	N;MASC+FEM;SG	
west	west	west	wysta	N;MASC+FEM;SG	
soorten	gatunek	soort	gatunek	N;PL	N;NOM;MASC;SG
dec	dec	dec	dec	N;MASC+FEM;SG	
boven	wyżej	boven	wysoko	ADP	ADV;CMPR
boven	ponad	boven	ponad	ADP	PART
boven	powyżej	boven	powyżej	ADP	
vorm	formy	vorm	forma	N;MASC+FEM;SG	N;ACC;FEM;PL
beschreven	opisane	beschrijven	opisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beschreven	opisana	beschrijven	opisać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
jun	jun	jun	jun	N;MASC+FEM;SG	
jun	czerwiec	jun	czerwiec	N;MASC+FEM;SG	
gebouwd	zbudowany	bouwen	zbudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebouwd	wybudowany	bouwen	wybudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebouwd	zbudowane	bouwen	zbudować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebouwd	zbudowana	bouwen	zbudować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gebouwd	zbudowany	bouwen	zbudować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebouwd	skonstruowane	bouwen	skonstruować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebouwd	zbudowane	bouwen	zbudować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
huidige	prąd	huidig	prąd	ADJ	N;NOM;MASC;SG
actief	aktywnie	actief	aktywnie	ADJ	ADV
wanneer	gdy	wanneer	gdy	ADV	CONJ
toont	pokazy	tonen	pokazać	V;SG;PRS;FIN	N;NOM;MASC;PL
ben	bena	zijn	bena	V;SG;PRS;FIN	
ben	ben	zijn	ben	V;SG;PRS;FIN	
klasse	zajęcia	klasse	zajęcia	N;MASC+FEM;SG	N;NOM;NEUT;PL
klasse	klasa	klasse	klasa	N;MASC+FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
klasse	elegancko	klasse	elegancko	N;MASC+FEM;SG	ADV
dag	dag	dag	daga	N;MASC+FEM;SG	
dag	dzien	dag	dzien	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
uiteindelijk	ostatecznie	uiteindelijk	ostatecznie	ADJ	ADV
uiteindelijk	ewentualnie	uiteindelijk	ewentualnie	ADJ	ADV
uiteindelijk	wreszcie	uiteindelijk	wreszcie	ADJ	
uiteindelijk	nareszcie	uiteindelijk	nareszcie	ADJ	
uiteindelijk	ostatecznie	uiteindelijk	ostatecznie	ADJ	ADV
universiteit	uniwersytety	universiteit	uniwersytet	N;MASC+FEM;SG	N;NOM;MASC;PL
universiteit	university	universiteit	universit	N;MASC+FEM;SG	
universiteit	studia	universiteit	studia	N;MASC+FEM;SG	N;NOM;NEUT;PL
zelfs	nawet	zelfs	nawet	ADV	PART
grootste	największym	groot	duży	ADJ;RL	ADJ;INS;CMPR;MASC;SG
grootste	największa	groot	duży	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
grootste	najwięksi	groot	wielki	ADJ;RL	ADJ;NOM;CMPR;MASC;PL
grootste	największe	groot	duży	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
grootste	największy	groot	duży	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
grootste	najwspanialszy	groot	kopanialy	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
grootste	największe	groot	duży	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
grootste	największy	groot	duży	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
grootste	największych	groot	duży	ADJ;RL	ADJ;GEN;CMPR;MASC;PL
grootste	największa	groot	duży	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
grootste	największe	groot	duży	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
grootste	największy	groot	duży	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
vader	tato	vader	tato	N;MASC+FEM;SG	
vader	ojcze	vader	ojciec	N;MASC+FEM;SG	
indeling	podział	indeling	podziać	N;MASC+FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
jul	jul	jul	jul	N;MASC+FEM;SG	
hadden	mial	hebben	mial	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
hadden	miał	hebben	mieć	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
hadden	miała	hebben	mieć	V;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
hadden	miał	hebben	mieć	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nov	listopad	nov	listopad	N;MASC+FEM;SG	
serie	serie	serie	serie	N;MASC+FEM;SG	
serie	series	serie	series	N;MASC+FEM;SG	
serie	serii	serie	seria	N;MASC+FEM;SG	
rol	role	rol	role	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
rol	roll	rol	roll	N;MASC+FEM;SG	
rol	rolki	rol	rolka	N;MASC+FEM;SG	N;ACC;FEM;PL
sep	sep	sep	sep	N;MASC+FEM;SG	
oorlog	war	oorlog	war	N;MASC+FEM;SG	
oorlog	wojen	oorlog	wojen	N;MASC+FEM;SG	
duitsland	niemcami	duitsland	niemiec	PROPN;NEUT;SG	N;INS;MASC;PL
duitsland	niemcy	duitsland	niemiec	PROPN;NEUT;SG	PROPN;NOM;MASC;PL
huis	house	huis	housy	N;NEUT;SG	
pas	pas	pas	pas	ADV	N;NOM;MASC;SG
laten	pozwól	laten	pozwolić	V;PL;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
frans	frans	frans	frans	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	franciszka	frans	franciszka	PROPN;MASC+FEM;SG	
frans	francis	frans	francis	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	franciszek	frans	franciszek	PROPN;MASC+FEM;SG	N;NOM;MASC;SG
frans	francuski	frans	francuski	PROPN;MASC+FEM;SG	ADJ;NOM;MASC;SG
frans	francuska	frans	francuski	PROPN;MASC+FEM;SG	ADJ;NOM;FEM;SG
frans	french	frans	fren	PROPN;MASC+FEM;SG	
frans	francuskie	frans	francuski	PROPN;MASC+FEM;SG	ADJ;NOM;NEUT;SG
shift	shift	shift	shift	N;MASC+FEM;SG	
finale	finale	finale	finał	N;MASC+FEM;SG	
finale	ostateczny	finale	ostateczny	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
finale	ostateczna	finale	ostateczny	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
finale	ostateczne	finale	ostateczny	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
finale	końcowe	finale	końcowy	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
finale	finale	finale	finał	N;MASC+FEM;SG	
finale	finały	finale	finały	N;MASC+FEM;SG	N;NOM;MASC;PL
opgericht	założone	oprichten	założyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opgericht	założony	oprichten	założyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
opgericht	założona	oprichten	założyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
opgericht	ustanowione	oprichten	ustanowić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opgericht	ustanowiony	oprichten	ustanowić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
amerikaans	american	amerikaans	american	ADJ	
amerikaans	amerykanin	amerikaans	amerykanin	ADJ	N;NOM;MASC;SG
europese	european	Europees	european	ADJ	
terwijl	podczas	terwijl	podczas	CONJ	ADP
geheel	całość	geheel	całość	ADJ	N;NOM;FEM;SG
geheel	cał	geheel	cał	ADJ	ADV
boek	książki	boek	książka	N;NEUT;SG	N;NOM;FEM;PL
boek	księga	boek	ksiągać	N;NEUT;SG	
indonesië	indonezja	indonesië	indonezja	N;MASC+FEM;SG	
geboren	urodzony	geboren	urodzić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geboren	urodzona	geboren	urodzić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
geboren	urodzone	geboren	urodzić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vrouw	kobiety	vrouw	kobieta	N;MASC+FEM;SG	N;NOM;FEM;PL
vrouw	damskie	vrouw	damski	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
vrouw	kobiety	vrouw	kobieta	N;MASC+FEM;SG	N;NOM;FEM;PL
vele	wielu	veel	wiele	PRO	DET;ACC;MASC;PL
vele	wiele	veel	wiele	PRO	DET;ACC;MASC;PL
soms	czasami	soms	czas	ADV	N;INS;MASC;PL
soms	czasem	soms	czas	ADV	N;INS;MASC;SG
dood	śmierci	dood	śmierć	ADJ	N;GEN;FEM;SG
dood	death	dood	death	ADJ	
dood	śmierć	dood	śmierć	ADJ	N;NOM;FEM;SG
dood	martwa	dood	martwy	ADJ	N;NOM;FEM;SG
dood	martwe	dood	martwy	ADJ	
dood	dead	dood	dead	ADJ	
meestal	zazwyczaj	meestal	zazwyczaj	ADV	
meestal	zwykle	meestal	zwykle	ADV	
meestal	przeważnie	meestal	przeważnie	ADV	
meestal	przeważnie	meestal	przeważnie	ADV	
meestal	głównie	meestal	głównie	ADV	PART
bleef	pozostał	blijven	pozostać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
bleef	pozostał	blijven	pozostać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
muziek	music	muziek	musieć	N;MASC+FEM;SG	
muziek	muzyki	muziek	muzyka	N;MASC+FEM;SG	
partij	imprezy	partij	impreza	N;MASC+FEM;SG	
isbn	isbn	isbn	isbny	INTJ	
geval	case	geval	cas	N;NEUT;SG	
wereld	swiat	wereld	swiat	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
wereld	world	wereld	world	N;MASC+FEM;SG	
einde	end	einde	end	N;NEUT;SG	
geschreven	napisane	schrijven	napisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geschreven	pisemne	schrijven	pisemny	V;V.PTCP	ADJ;NOM;NEUT;SG
geschreven	zapisane	schrijven	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
informatie	informacje	informatie	informacja	N;MASC+FEM;SG	N;NOM;FEM;PL
lange	lange	lang	lange	ADJ	
lange	długi	lang	długi	ADJ	
lange	długo	lang	długo	ADJ	ADV
lange	long	lang	long	ADJ	
paul	pawel	paul	pawel	N;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
paul	paweł	paul	paweł	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
midden	środek	midden	środek	ADV	N;NOM;MASC;SG
midden	środkowy	midden	środkowy	ADV	ADJ;NOM;MASC;SG
midden	środkowa	midden	środkowy	ADV	ADJ;NOM;FEM;SG
minder	mniej	minder	mało	PRO	ADV;CMPR
minder	mniejsza	minder	mały	PRO	ADJ;NOM;CMPR;FEM;SG
minder	mniej	minder	mało	PRO	ADV;CMPR
open	otwórz	open	otwórzyć	ADJ	V;PFV;IMP;SG;2;FIN;ACT
bekende	znani	bekend	znany	ADJ	N;NOM;MASC;PL
bekende	znany	bekend	znany	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bekende	znana	bekend	znany	ADJ	V;IPFV;IND;SG;PRS;FIN;ACT
united	zjednoczone	united	zjednoczyć	N;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
united	united	united	united	N;NEUT;SG	
united	zjednoczona	united	zjednoczyć	N;NEUT;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
united	zjednoczeni	united	zjednoczyć	N;NEUT;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
united	zjednoczonych	united	zjednoczyć	N;NEUT;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
eerder	wczesniej	eerder	wczesnie	ADV	V;PFV;IND;SG;3;NFIN;ACT
eerder	wcześniejszy	eerder	wczesny	ADV	ADJ;NOM;CMPR;MASC;SG
eerder	wcześniejsza	eerder	wczesny	ADV	ADJ;NOM;CMPR;FEM;SG
eerder	wcześniejsze	eerder	wczesny	ADV	ADJ;NOM;CMPR;NEUT;SG
geven	dawanie	geven	dawan	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
museum	museum	museum	museum	N;NEUT;SG	
nemen	wzięcie	nemen	wziąć	V;NFIN	N;NOM;NEUT;SG
nemen	branie	nemen	bran	V;NFIN	
nemen	przyjmowanie	nemen	przyjmować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hoewel	chociaż	hoewel	chociaż	CONJ	PART
hoewel	aczkolwiek	hoewel	aczkolwiek	CONJ	
hoewel	choć	hoewel	choć	CONJ	
hoewel	chociaż	hoewel	chociaż	CONJ	PART
hoewel	choć	hoewel	choć	CONJ	
snel	szybko	snel	szybko	ADJ	ADV
snel	niedługo	snel	niedługo	ADJ	ADV
snel	wkrótce	snel	wkrótce	ADJ	ADV
snel	szybko	snel	szybko	ADJ	ADV
snel	szybko	snel	szybko	ADJ	ADV
eind	end	eind	end	N;NEUT;SG	
lichaam	body	lichaam	bód	N;NEUT;SG	
lichaam	nadwozia	lichaam	nadwóziać	N;NEUT;SG	
afrika	afryka	afrika	afryka	PROPN;NEUT;SG	
bestaan	istnienia	bestaan	istnieć	V;NFIN	N;GEN;NEUT;SG
bestaan	występowanie	bestaan	występowanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bestaan	istnienie	bestaan	istnienie	V;NFIN	N;NOM;NEUT;SG
wie	who	wie	who	PRO;3	
iemand	ktokolwiek	iemand	ktokolwiek	PRO;3	PRO;NOM;MASC;SG
iemand	każdy	iemand	każdy	PRO;3	DET;NOM;MASC;SG
wedstrijd	game	wedstrijd	gam	N;MASC+FEM;SG	
wedstrijd	gry	wedstrijd	gra	N;MASC+FEM;SG	
wedstrijd	gra	wedstrijd	grać	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
wedstrijd	zawody	wedstrijd	zawód	N;MASC+FEM;SG	N;NOM;MASC;PL
valt	falls	vallen	falls	V;SG;PRS;FIN	N;NOM;MASC;SG
valt	wodospad	vallen	wodospad	V;SG;PRS;FIN	N;NOM;MASC;SG
britse	british	brits	british	ADJ	N;NOM;MASC;SG
willem	william	willem	williać	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
willem	wilhelm	willem	wilhelm	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
duidelijk	czysto	duidelijk	czysto	ADJ	
duidelijk	wyraźnie	duidelijk	wyraźnie	ADJ	ADV
duidelijk	najwyraźniej	duidelijk	wyraźnie	ADJ	ADV;RL
beter	lepiej	goed	dobrze	ADJ;CMPR	ADV;CMPR
meeste	większość	veel	większość	PRO	N;NOM;FEM;SG
meeste	najczęściej	veel	często	PRO	ADV;RL
meeste	większości	veel	większość	PRO	N;GEN;FEM;SG
meeste	najbardziej	veel	bardzo	PRO	ADV;RL
eiland	wyspy	eiland	wyspa	N;NEUT;SG	
eiland	island	eiland	island	N;NEUT;SG	
des	des	des	des	ADV	
geeft	zwroty	geven	zwrót	V;SG;PRS;FIN	N;NOM;MASC;PL
diverse	rozmaite	divers	rozmaity	ADJ	
dier	zwierząt	dier	zwierzę	N;NEUT;SG	N;GEN;NEUT;PL
dier	zwierzęta	dier	zwierzę	N;NEUT;SG	N;NOM;NEUT;PL
duits	niemcy	duits	niemiec	ADJ	PROPN;NOM;MASC;PL
lijn	line	lijn	liny	N;MASC+FEM;SG	
mag	majowe	mogen	majowy	V;SG;PRS;FIN	ADJ;NOM;NEUT;SG
mag	maja	mogen	mieć	V;SG;PRS;FIN	
mag	może	mogen	móc	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mag	majowy	mogen	majowy	V;SG;PRS;FIN	ADJ;NOM;MASC;SG
mag	maj	mogen	maj	V;SG;PRS;FIN	
mag	mag	mogen	mieć	V;SG;PRS;FIN	
slag	bitwa	slag	bitwo	N;MASC+FEM;SG	
slag	battle	slag	battla	N;MASC+FEM;SG	
slag	bitwie	slag	bitwo	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
slag	bitwy	slag	bitwa	N;MASC+FEM;SG	
olympische	olimpiada	Olympisch	olimpiadać	ADJ	N;NOM;FEM;SG
olympische	olimpiady	Olympisch	olimpiada	ADJ	N;ACC;FEM;SG
anders	inna	anders	inny	ADV	ADJ;NOM;FEM;SG
anders	różne	anders	różny	ADV	ADJ;NOM;NEUT;SG
anders	inny	anders	inny	ADV	ADJ;NOM;MASC;SG
anders	różnych	anders	różny	ADV	ADJ;GEN;MASC;PL
anders	anders	anders	anders	ADV	
park	parki	park	park	N;NEUT;SG	N;NOM;MASC;PL
park	parka	park	parka	N;NEUT;SG	
vrij	wolna	vrij	wolny	ADJ	
vrij	free	vrij	free	ADJ	
weinig	nieliczni	weinig	nieliczny	PRO	ADJ;NOM;MASC;PL
weinig	kilka	weinig	kilka	PRO	DET;ACC;MASC;PL
weinig	niewielu	weinig	niewiele	PRO	
weinig	mał	weinig	mała	PRO	V;IPFV;IND;SG;3;PRS;FIN;ACT
weinig	little	weinig	littl	PRO	
weinig	mało	weinig	mało	PRO	ADV
weinig	mały	weinig	mały	PRO	ADJ;NOM;MASC;SG
weinig	mała	weinig	mały	PRO	
belangrijke	wazne	belangrijk	wazny	ADJ	
toegevoegd	dodany	toevoegen	dodać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
toegevoegd	dodana	toevoegen	dodać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
toegevoegd	dodane	toevoegen	dodać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
leger	army	leger	arma	N;NEUT;SG	
leger	armii	leger	armia	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
want	bo	want	bo	CONJ	CONJ
want	ponieważ	want	ponieważ	CONJ	PART
peter	piotra	peter	piotr	N;MASC+FEM;SG	
peter	peter	peter	peter	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
peter	piotr	peter	piotr	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
overleden	zmarłego	overlijden	zmarły	V;V.PTCP	N;ACC;MASC;SG
oost	wschodnie	oost	wschodni	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
oost	east	oost	east	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
oost	wschodni	oost	wschodni	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
oost	wschodnia	oost	wschodnia	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
oost	oost	oost	oost	N;MASC+FEM;SG	
opgenomen	zarejestrowany	opnemen	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
opgenomen	rejestrowane	opnemen	rejestrować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opgenomen	zapisane	opnemen	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opgenomen	zarejestrowane	opnemen	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opgenomen	nagrane	opnemen	nagrać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
single	jednolitego	single	jednolity	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
single	single	single	singło	N;MASC+FEM;SG	
single	pojedynczy	single	pojedynczy	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
single	pojedyncze	single	pojedynczy	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
buiten	odkrytym	buiten	odkryć	ADP	ADJ;PFV;INS;MASC;SG;POS;V.PTCP;PASS
buiten	odkryty	buiten	odkryć	ADP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bureau	biuro	bureau	biuro	N;NEUT;SG	
bureau	biuro	bureau	biuro	N;NEUT;SG	
bureau	biurowe	bureau	biurowy	N;NEUT;SG	ADJ;NOM;NEUT;SG
wetenschappelijk	naukowa	wetenschappelijk	naukowy	ADJ	N;NOM;FEM;SG
ander	pozostał	ander	pozostać	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
delen	podziału	delen	podział	V;NFIN	N;GEN;MASC;SG
delen	udostępnienie	delen	udostępnić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
delen	udostępnianie	delen	udostępniać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
delen	udostępnianie	delen	udostępniać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
delen	części	delen	część	V;NFIN	N;ACC;FEM;PL
meest	większość	veel	większość	PRO	N;NOM;FEM;SG
meest	najczęściej	veel	często	PRO	ADV;RL
meest	większości	veel	większość	PRO	N;GEN;FEM;SG
meest	najbardziej	veel	bardzo	PRO	ADV;RL
bestaande	istniejące	bestaan	istnieć	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
bestaande	istniejąca	bestaan	istnieć	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
bestaande	istniejących	bestaan	istnieć	V;V.PTCP	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
bestaande	istniejący	bestaan	istnieć	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
belangrijkste	główne	belangrijk	główny	ADJ;RL	ADJ;NOM;NEUT;SG
belangrijkste	główna	belangrijk	główna	ADJ;RL	
belangrijkste	main	belangrijk	main	ADJ;RL	
belangrijkste	główny	belangrijk	główny	ADJ;RL	ADJ;NOM;MASC;SG
bijna	prawie	bijna	prawie	ADV	PART
bijna	niemal	bijna	niemal	ADV	PART
bijna	prawie	bijna	prawie	ADV	PART
bedrijf	firmy	bedrijf	firma	N;NEUT;SG	N;NOM;FEM;PL
bedrijf	spółka	bedrijf	spółka	N;NEUT;SG	
bedrijf	interesy	bedrijf	interes	N;NEUT;SG	N;NOM;MASC;PL
bedrijf	business	bedrijf	business	N;NEUT;SG	
namen	namur	nemen	namura	V;PL;PST;FIN	PROPN;NOM;MASC;SG
namen	imiona	nemen	imię	V;PL;PST;FIN	N;NOM;NEUT;PL
namen	nazwiska	nemen	nazwisko	V;PL;PST;FIN	N;NOM;NEUT;PL
namen	nazwy	nemen	nazwa	V;PL;PST;FIN	
vrouwen	samice	vrouw	samica	N;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
vrouwen	kobiet	vrouw	kobieta	N;PL	
vrouwen	damskie	vrouw	damski	N;PL	ADJ;NOM;NEUT;SG
oud	stare	oud	stary	ADJ	
oud	old	oud	old	ADJ	
oud	stara	oud	stary	ADJ	
oud	oud	oud	oud	ADJ	
niets	nic	niets	nic	PRO;3	PRO;GEN;NEUT;SG
county	powiat	county	powiat	N;MASC+FEM;SG	
hoge	wysoka	hoog	wysoki	ADJ	
hoge	wysokie	hoog	wysoki	ADJ	V;PFV;IND;SG;FIN;ACT
hoge	high	hoog	high	ADJ	
hoge	wysoki	hoog	wysoki	ADJ	
hoge	wysoko	hoog	wysoko	ADJ	ADV
onderzoek	badania	onderzoek	badanie	N;NEUT;SG	N;NOM;NEUT;PL
maria	maryjo	maria	maryć	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
maria	maria	maria	maria	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
maria	maryja	maria	maryj	N;MASC+FEM;SG	
maria	mary	maria	mary	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
maria	maryi	maria	mary	N;MASC+FEM;SG	
maria	mario	maria	mario	N;MASC+FEM;SG	
maria	marii	maria	maria	N;MASC+FEM;SG	
maria	maria	maria	maria	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
afl	afl	afl	afl	N;MASC+FEM;SG	
geplaatst	umieszczone	plaatsen	umieścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geplaatst	umieszczona	plaatsen	umieścić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
geplaatst	umieszczony	plaatsen	umieścić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
