lokalizacji	местоположения	lokalizacja	местоположение	N;GEN;FEM;SG	N;INDF;NEUT;PL
ogromny	огромни	ogromny	огромен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
nagrodzony	възнаградени	nagrodzić	възнаграден	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
oczywiste	очевиден	oczywisty	очевиден	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;INDF;MASC;SG
oczywiste	очевидна	oczywisty	очевидна	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;INDF;FEM;SG
gmt	gmt	gętić	мос	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
przekierowanie	пренасочи	przekierować	пренасоча	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;PST;FIN
przekierowanie	пренасочен	przekierować	пренасоча	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ted	тед	ted	тед		PROPN;INDF;MASC;SG
zdecydowała	решено	zdecydować	реша	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
belgradzie	белград	belgrad	белград	PROPN;DAT;MASC;SG	PROPN;INDF;MASC;SG
tkanki	кърпичка	tkanka	кърпичка	N;ACC;FEM;PL	N;INDF;FEM;SG
tkanki	тъкан	tkanka	тъкан	N;ACC;FEM;PL	N;INDF;FEM;SG
podstawowego	основни	podstawowy	основен	ADJ;ACC;MASC;SG	ADJ;INDF;PL
erich	ерих	erich	ерих	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
dama	дамата	dam	дама		N;DEF;FEM;SG
dama	лейди	dam	лейд		N;INDF;FEM;SG
dama	дама	dam	дама		N;INDF;FEM;SG
przyjęte	приета	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przyjęte	приети	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przyjęte	прие	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
przyjęte	прието	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przyjęte	приет	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przyjęte	приета	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przyjęte	приет	przyjąć	приема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
niska	долно	niska	долен		ADV
niska	ниско	niska	ниско		ADV
niska	ниски	niska	нисък		ADJ;INDF;PL
niska	нисък	niska	нисък		ADJ;INDF;MASC;SG
niska	ниска	niska	нисък		ADJ;INDF;FEM;SG
twierdzą	иск	twierdzić	иск	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;MASC;SG
twierdzą	твърдение	twierdzić	твърдение	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;NEUT;SG
twierdzą	претенция	twierdzić	претенция	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;SG
berg	бърг	berg	бърг	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
anhalt	анхалт	anhalt	анхалт	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
mitsubishi	мицубиши	mitsubisha	мицубиш		N;INDF;MASC;SG
horror	ужаси	horror	ужася-(се)	N;NOM;MASC;SG	N;INDF;MASC;PL
technologia	технологии	technologia	технология	N;NOM;FEM;SG	N;INDF;FEM;PL
oklahoma	оклахома	oklahy	оклахом	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
konkretne	конкретни	konkretny	конкретен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
konkretne	специфично	konkretny	специфично	ADJ;NOM;NEUT;SG	ADV
konkretne	специфични	konkretny	специфичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
konkretne	конкретни	konkretny	конкретен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
konkretne	бетон	konkretny	бетон	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
konflikty	конфликт	konflikt	конфликт	N;NOM;MASC;PL	N;INDF;MASC;SG
wezwanie	призован	wezwanie	призова	N;NOM;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kings	царе	kings	царе		N;INDF;MASC;PL
kings	кингс	kings	кингс		N;INDF;MASC;SG
kings	кралете	kings	крал		N;DEF;MASC;PL
kings	крале	kings	крал		N;INDF;MASC;PL
dokładne	точни	dokładny	точен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
podziemia	подземен	podziemiać	подземен		ADJ;INDF;MASC;SG
podziemia	подземно	podziemiać	подземно		ADV
podziemia	подземни	podziemiać	подземен		ADJ;INDF;PL
zapobiec	предотвратяване	zapobiec	предотвратяване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
zapobiec	предотвратяват	zapobiec	предотвратявам	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
muza	муза	muza	муза		N;INDF;FEM;SG
muza	музата	muza	муза		N;DEF;FEM;SG
czytać	прочетете	czytać	прочета	V;IPFV;NFIN;ACT	V;PFV;IMP;PL;2;FIN
czytać	чети	czytać	чета	V;IPFV;NFIN;ACT	N;INDF;FEM;PL
czytać	прочети	czytać	прочета	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN
czytać	четене	czytać	четене	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
dopuszczalna	приемливо	dopuścizalny	приемлив	ADJ;NOM;FEM;SG	ADV
dopuszczalna	допустимо	dopuścizalny	допустим	ADJ;NOM;FEM;SG	ADV
dopuszczalna	приемливи	dopuścizalny	приемлив	ADJ;NOM;FEM;SG	ADJ;INDF;PL
dopuszczalna	допустимо	dopuścizalny	допустим	ADJ;NOM;FEM;SG	ADV
dopuszczalna	допустимо	dopuścizalny	допустим	ADJ;NOM;FEM;SG	ADV
spada	фолс	spadać	фолс	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
dramatyczny	драматично	dramatyczny	драматично	ADJ;NOM;MASC;SG	ADV
dramatyczny	драматични	dramatyczny	драматичен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
siódmego	седмо	siódmy	седми	N;GEN;MASC;SG	ADJ;INDF;NEUT;SG
siódmego	седма	siódmy	седми	N;GEN;MASC;SG	ADJ;INDF;FEM;SG
siódmego	седми	siódmy	седми	N;GEN;MASC;SG	ADJ;INDF;MASC;SG
zapasy	борба	zapas	борба	N;NOM;MASC;PL	N;INDF;FEM;SG
zapasy	кеч	zapas	кеч	N;NOM;MASC;PL	N;INDF;FEM;SG
zapasy	наличност	zapas	наличност	N;NOM;MASC;PL	N;INDF;FEM;SG
żyły	вени	żyły	вен	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;INDF;FEM;PL
żyły	вена	żyły	вена	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;INDF;FEM;SG
żyły	вената	żyły	вен	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;DEF;FEM;SG
donieck	донецк	donieck	донецк	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
organiczny	органични	organiczny	органичен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
organiczny	органично	organiczny	органичен	ADJ;NOM;MASC;SG	ADV
make	направи	maka	направя-(се)		V;PFV;IMP;SG;2;FIN
instrukcji	инструкции	instrukcja	инструкция	N;GEN;FEM;SG	N;INDF;FEM;PL
instrukcji	указания	instrukcja	указание	N;GEN;FEM;SG	N;INDF;NEUT;PL
hope	надеждата	hopy	надежда		N;DEF;FEM;SG
hope	хоуп	hopy	хоуп		N;INDF;MASC;SG
hope	надежда	hopy	надежда		N;INDF;FEM;SG
zgoda	съгласна	zgoda	съгласен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
zgoda	договорено	zgoda	договоря-(се)	N;NOM;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zgoda	съгласен	zgoda	съгласен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
face	фейс	faka	фейс		N;INDF;MASC;SG
face	лицето	faka	лице		N;DEF;NEUT;SG
face	лице	faka	лице		N;INDF;NEUT;SG
opada	фолс	opadać	фолс	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
genewie	женева	genew	женева	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
zapewnienie	уверения	zapewnić	уверение	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;NEUT;PL
barwa	цветове	barwa	цвят	N;NOM;FEM;SG	N;INDF;MASC;PL
barwa	цветен	barwa	цветен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
barwa	цветно	barwa	цветен	N;NOM;FEM;SG	ADV
barwa	цветна	barwa	цветна	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
barwa	цветове	barwa	цвят	N;NOM;FEM;SG	N;INDF;MASC;PL
barwa	цветен	barwa	цветен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
barwa	цветно	barwa	цветен	N;NOM;FEM;SG	ADV
inżynieria	инженери	inżynierie	инженер	N;NOM;FEM;SG	N;INDF;MASC;PL
turbo	турбо	turbo	турбо		N;INDF;NEUT;SG
sale	разпродажба	sala	разпродажба	N;NOM;FEM;PL	N;INDF;FEM;SG
sale	продажба	sala	продажба	N;NOM;FEM;PL	N;INDF;FEM;SG
dat	dat	dat	dat		N;INDF;MASC;SG
filmweb	filmweb	filmweb	filmweb		PROPN;INDF;MASC;SG
artyleria	артилерийски	artylerium	артилерийски	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
design	проектиране	design	проектиране		N;INDF;NEUT;SG
design	дизайн	design	дизайн		N;INDF;MASC;SG
maks	макс	maks	макс		N;INDF;MASC;SG
buffalo	бизони	buffalo	бизон	N;NOM;MASC;SG	N;INDF;MASC;PL
hetman	хетман	hetman	хетман		N;INDF;MASC;SG
zwłoki	труп	zwłoki	труп	N;ACC;NEUT;PL	N;INDF;MASC;SG
zwłoki	труп	zwłoki	труп	N;ACC;NEUT;PL	N;INDF;MASC;SG
pokoleń	поколенията	pokolenie	поколение		N;DEF;NEUT;PL
pokoleń	поколения	pokolenie	поколение		N;INDF;NEUT;PL
wieczny	вечни	wieczny	вечен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
odkryć	открития	odkryć	откритие	V;PFV;NFIN;ACT	N;INDF;NEUT;PL
odkryć	откриване	odkryć	откриване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
stężenie	концентрациите	stężyć	концентрация	N;NOM;NEUT;SG	N;DEF;FEM;PL
stężenie	концентрации	stężyć	концентрация	N;NOM;NEUT;SG	N;INDF;FEM;PL
zrobione	взет	zrobić	взет	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zrobione	взето	zrobić	взема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zrobione	взети	zrobić	взема	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zrobione	направена	zrobić	направя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zrobione	направено	zrobić	направя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zrobione	направен	zrobić	направя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zrobione	направени	zrobić	направя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zrobione	готово	zrobić	готов	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
zrobione	направено	zrobić	направя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zrobione	сторено	zrobić	сторя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bonaparte	бонапарт	bonaparty	бонапарт		N;DEF;MASC;SG
odwołany	отменена	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odwołany	отменени	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
odwołany	отменено	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odwołany	отменен	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
odwołany	отменена	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odwołany	отменени	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
odwołany	отменено	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odwołany	отменен	odwołać	отменя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
żyła	живели	żyć	живея	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
żyła	вена	żyć	вена	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
żyła	вената	żyć	вен	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
wnioski	заключение	wniosek	заключение	N;NOM;MASC;PL	N;INDF;NEUT;SG
wnioski	извод	wniosek	извод	N;NOM;MASC;PL	N;INDF;MASC;SG
podłoża	субстрати	podłoże	субстрат		N;INDF;MASC;PL
radiowy	radio	radiowy	radio	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
radiowy	радиото	radiowy	радио	ADJ;NOM;MASC;SG	N;DEF;NEUT;SG
radiowy	радио	radiowy	радио	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
emi	еми	em	еми		PROPN;INDF;MASC;SG
emi	emi	em	emi		PROPN;INDF;NEUT;SG
somerset	съмърсет	somerset	съмърсет	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
atlantyku	атлантическа	atlantyk	атлантически	N;GEN;MASC;SG	ADJ;INDF;FEM;SG
pytaj	питайте	pytać	питам-(се)	V;IPFV;IMP;SG;2;FIN;ACT	V;IPFV;IMP;PL;2;FIN
pytaj	попитай	pytać	попитам	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
pytaj	попитайте	pytać	попитам	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IMP;PL;2;FIN
ronald	роналд	ronald	роналд	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
parki	парк	park	парк	N;NOM;MASC;PL	N;INDF;MASC;SG
parki	park	park	park	N;NOM;MASC;PL	ADJ
parki	паркс	park	паркс	N;NOM;MASC;PL	N;INDF;FEM;SG
hong	хун	hong	хун	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
hong	хонг	hong	хонг	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
hong	хон	hong	хон	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
rain	рейн	raina	рейн		N;INDF;MASC;SG
rain	дъжд	raina	дъжд		N;INDF;MASC;SG
jam	джем	ja	джем		PROPN;INDF;MASC;SG
jam	конфитюр	ja	конфитюр		N;INDF;MASC;SG
jam	мармалад	ja	мармалад		N;INDF;FEM;SG
połączyć	обединяване	połączyć	обединяване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
połączyć	сливане	połączyć	сливане	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
połączyć	съчетават	połączyć	съчетавам	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
pozytywne	положителни	pozytywny	положителен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
pozytywne	положително	pozytywny	положително	ADJ;NOM;NEUT;SG	ADV
pętli	примки	pętla	примка		N;INDF;FEM;PL
pętli	примка	pętla	примка		N;INDF;FEM;SG
pętli	течение	pętla	течение		N;INDF;NEUT;SG
historie	истории	histora	история	N;NOM;FEM;SG	N;INDF;FEM;PL
historie	разкази	histora	разказ	N;NOM;FEM;SG	N;INDF;MASC;PL
sheffield	шефилд	sheffield	шефилд	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
intensywnie	интензивни	intensywnie	интензивен	ADV	ADJ;INDF;PL
intensywnie	интензивна	intensywnie	интензивен	ADV	ADJ;INDF;FEM;SG
intensywnie	интензивен	intensywnie	интензивен	ADV	ADJ;INDF;MASC;SG
niepełnosprawnych	изключен	niepełnosprawny	изключа	ADJ;GEN;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
niepełnosprawnych	увреждания	niepełnosprawny	увреждане	ADJ;GEN;MASC;PL	N;INDF;NEUT;PL
niepełnosprawnych	изключени	niepełnosprawny	изключа	ADJ;GEN;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
niepełnosprawnych	изключено	niepełnosprawny	изключа	ADJ;GEN;MASC;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
niepełnosprawnych	инвалид	niepełnosprawny	инвалид	ADJ;GEN;MASC;PL	N;INDF;MASC;SG
niepełnosprawnych	изключена	niepełnosprawny	изключа	ADJ;GEN;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przejęcia	придобивки	przejąć	придобивка	N;NOM;NEUT;SG	N;INDF;FEM;PL
przejęcia	придобивания	przejąć	придобиване	N;NOM;NEUT;SG	N;INDF;NEUT;PL
libii	либия	libić	либия	PROPN;GEN;FEM;SG	N;INDF;FEM;SG
fizyka	физиката	fizyk	физика		N;DEF;FEM;SG
fizyka	физика	fizyk	физика		N;INDF;FEM;SG
islamu	ислям	islam	ислем		N;INDF;MASC;SG
islamu	исляма	islam	ислям		N;DEF;MASC;SG
sporów	спорове	spór	спор		N;INDF;MASC;PL
sporów	споровете	spór	спор		N;DEF;MASC;PL
jeremy	джеръми	jeremć	джеръм	PROPN;NOM;MASC;SG	N;INDF;MASC;PL
jeremy	джереми	jeremć	джеремя	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
nagrobek	надгробен	nagrobek	надгробен	N;ACC;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
haiti	хаити	haiti	хаит		N;INDF;MASC;SG
haiti	хаити	haiti	хаит		N;INDF;MASC;SG
calcio	калчо	calcio	калчо	INTJ	PROPN;INDF;MASC;SG
przekształcenia	трансформации	przekształcenie	трансформация	N;NOM;NEUT;SG	N;INDF;FEM;PL
dłoni	палм	dłoń	палм	N;GEN;FEM;SG	PROPN;INDF;MASC;SG
wiara	фейт	wiara	фейт	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
jesień	есента	jesień	есен		N;DEF;FEM;SG
jesień	есен	jesień	есен		N;INDF;FEM;SG
jesień	есента	jesień	есен		N;DEF;FEM;SG
jesień	падане	jesień	падане		N;INDF;NEUT;SG
jesień	есен	jesień	есен		N;INDF;FEM;SG
rejestracji	регистрации	rejestracja	регистрация	N;GEN;FEM;SG	N;INDF;FEM;PL
prześladowań	преследване	prześladowanie	преследване	N;GEN;NEUT;PL	N;INDF;NEUT;SG
kolorado	колорадо	kolorado	колорадо		N;INDF;FEM;SG
mks	mks	mksieć	mks		PROPN;INDF;FEM;SG
bezpośredni	преки	bezpośredni	преки		ADJ;INDF;PL
bezpośredni	директна	bezpośredni	директен		ADJ;INDF;FEM;SG
bezpośredni	директно	bezpośredni	директно		ADV
bezpośredni	пряко	bezpośredni	пряко		ADV
bezpośredni	директен	bezpośredni	директен		ADJ;INDF;MASC;SG
błony	мембрани	błon	мембран		N;INDF;MASC;PL
derby	дарби	derba	дарба		N;INDF;FEM;PL
derby	дерби	derba	дерба		N;INDF;NEUT;SG
głębokie	дълбоки	głęboki	дълбок	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
głębokie	дълбоко	głęboki	дълбоко	ADJ;NOM;NEUT;SG	ADV
pieszych	пешеходец	pieszy	пешеходец		N;INDF;MASC;SG
pieszych	пешеходци	pieszy	пешеходец		N;INDF;MASC;PL
laurent	лоран	laurent	лоран	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
przedstawiona	представени	przedstawić	представя-(се)	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przedstawiona	представено	przedstawić	представя-(се)	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przedstawiona	представена	przedstawić	представя-(се)	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przedstawiona	представен	przedstawić	представя-(се)	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
palermo	палермо	palermo	палермо	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cole	кол	cól	кол		N;INDF;MASC;SG
cole	коул	cól	коул		PROPN;INDF;MASC;SG
kulturowe	културни	kulturowy	културен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
kulturowe	културно	kulturowy	културно	ADJ;NOM;NEUT;SG	ADV
mma	мма	mma	мма		N;INDF;MASC;SG
prywatny	частни	prywatny	частен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
prywatny	частно	prywatny	частен	ADJ;NOM;MASC;SG	ADV
prywatny	редник	prywatny	редник	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
gil	гил	gil	гило	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
boliwii	боливия	boliwia	болив		PROPN;INDF;FEM;SG
wyrażenia	фрази	wyrażenie	фразя	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyrażenia	изрази	wyrażenie	изразя-(се)	N;NOM;NEUT;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
gazy	газа	gaz	газа	N;NOM;MASC;PL	N;INDF;MASC;SG
edu	еду	edeb	еду		PROPN;INDF;MASC;SG
nasion	семе	nasiono	семе		N;INDF;NEUT;SG
nasion	семки	nasiono	семка		N;INDF;FEM;PL
nasion	семена	nasiono	семе		N;INDF;NEUT;PL
nasion	семе	nasiono	семе		N;INDF;NEUT;SG
nasion	семена	nasiono	семе		N;INDF;NEUT;PL
flora	флора	flor	флор		N;INDF;FEM;SG
siódme	седмо	siódmy	седми		ADJ;INDF;NEUT;SG
siódme	седма	siódmy	седми		ADJ;INDF;FEM;SG
siódme	седми	siódmy	седми		ADJ;INDF;MASC;SG
starsza	елдър	stary	елдър	ADJ;NOM;CMPR;FEM;SG	N;INDF;MASC;SG
starsza	старейшина	stary	старейшина	ADJ;NOM;CMPR;FEM;SG	N;INDF;MASC;SG
esp	esp	espy	esp		ADJ
porównania	сравнения	porównanie	сравнение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
phillips	филипс	phillips	филипс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
jiří	jiří	jiří	jiří	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
seine	сена	seiny	сена		N;INDF;MASC;SG
antwerpii	антверпен	antwerpia	антверпен	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ustaw	задаване	ustawa	задаване	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;NEUT;SG
ustaw	комплект	ustawa	комплект	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;MASC;SG
ustaw	набор	ustawa	набор	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;MASC;SG
sztuczne	изкуствени	sztuczny	изкуствен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
sztuczne	изкуствено	sztuczny	изкуствено	ADJ;NOM;NEUT;SG	ADV
ogrodzie	градински	ogród	градински	N;DAT;MASC;SG	ADJ;INDF;MASC;SG
robertson	робъртсън	robertson	робъртсън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
apple	епъл	appo	епъл		N;INDF;MASC;SG
apple	ябълков	appo	ябълков		N;INDF;MASC;SG
apple	ябълка	appo	ябълка		N;INDF;FEM;SG
apple	apple	appo	apple		PROPN
iwona	ивон	iwon	ивон	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
wiosna	пролетно	wiosna	пролетно		ADV
wiosna	пролет	wiosna	пролет		N;INDF;FEM;SG
wiosna	пролетта	wiosna	пролет		N;DEF;FEM;SG
rządowe	правителство	rządowy	правителство	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
śpiewa	пеенето	śpiewać	пеене	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
śpiewa	пея	śpiewać	пея	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
śpiewa	пеене	śpiewać	пеене	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
śpiewa	пеейки	śpiewać	пеейки	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
przekonany	убедена	przekonany	убедя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przekonany	убедени	przekonany	убедя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przekonany	убеден	przekonany	убедя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kaliber	калибър	kaliber	калибър		N;INDF;MASC;SG
kaliber	калибър	kaliber	калибър		N;INDF;MASC;SG
moritz	мориц	moritz	мориц	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
din	дин	din	дин		PROPN;INDF;MASC;SG
ciężki	тежки	ciężki	тежък	ADJ;NOM;MASC;SG	ADJ;INDF;PL
ciężki	тежко	ciężki	тежко	ADJ;NOM;MASC;SG	ADV
zarejestrowany	регистриран	zarejestrować	регистрирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zarejestrowany	регистрирана	zarejestrować	регистрирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zarejestrowany	регистрирано	zarejestrować	регистрирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
