enkel	простые	enkel	простой	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
grafik	графический	grafik	графический	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grafik	графические	grafik	графический	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
grafik	artwork	grafik	artwork	N;INDF;MASC+FEM;SG	PROPN
grafik	графики	grafik	график	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
forældet	устарели	forælde	устареть	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
forældet	устаревшие	forælde	устареть	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;ACT
forældet	устаревших	forælde	устареть	V;INDF;SG;PST;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;ACT
forældet	устаревшие	forælde	устареть	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;ACT
forældet	устаревших	forælde	устареть	V;INDF;SG;PST;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;ACT
fantasi	воображения	fantasi	воображение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
fantasi	фантазии	fantasi	фантазия	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
mos	оч	mos	оч	N;INDF;MASC+FEM;SG	PART
farvel	пока	farvel	пока	N;INDF;NEUT;SG	CONJ
farvel	прощайте	farvel	прощать	N;INDF;NEUT;SG	V;IPFV;IMP;PL;2;FIN;ACT
farvel	прощай	farvel	прощать	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
farvel	прощайте	farvel	прощать	N;INDF;NEUT;SG	V;IPFV;IMP;PL;2;FIN;ACT
farvel	прощай	farvel	прощать	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
specialiserede	специализированный	specialisere	специализированный	V;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
specialiserede	специализированная	specialisere	специализировать	V;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
specialiserede	специализированный	specialisere	специализированный	V;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
specialiserede	специализированная	specialisere	специализировать	V;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
geologisk	геологических	geologisk	геологический	ADV	ADJ;GEN;PL
jin	джин	jin	джин		PART
vandret	горизонтально	vandret	горизонтально	V;INDF;SG;PST;V.PTCP	ADV
vandret	горизонтальные	vandret	горизонтальный	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
vandret	горизонтальной	vandret	горизонтальный	V;INDF;SG;PST;V.PTCP	ADJ;INS;FEM;SG
vandret	горизонтали	vandret	горизонталь	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;FEM;PL
homoseksuelle	геев	homoseksuel	гей	ADJ;PL	N;ANIM;GEN;MASC;PL
homoseksuelle	геи	homoseksuel	гея	ADJ;PL	N;ANIM;NOM;FEM;PL
homoseksuelle	гомосексуалистов	homoseksuel	гомосексуалист	ADJ;PL	N;ANIM;GEN;MASC;PL
gennemgået	рассмотрели	gennemgå	рассмотреть	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
ukrainsk	украинские	ukrainsk	украинский	ADJ;INDF;SG	ADJ;NOM;PL
ukrainsk	украинцы	ukrainsk	украинец	ADJ;INDF;SG	N;ANIM;NOM;MASC;PL
tanzania	танзании	tanzania	танзания		N;INAN;NOM;NEUT;SG
tanzania	танзания	tanzania	танзания		N;INAN;NOM;NEUT;SG
tanzania	танзании	tanzania	танзания		N;INAN;NOM;NEUT;SG
miguel	мигель	miguel	мигель		N;ANIM;NOM;MASC;SG
clinton	клинтон	clinton	клинтон		N;ANIM;NOM;MASC;SG
videoer	видео	video	видео	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
uddrag	выдержки	uddrag	выдержка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
uddrag	извлечь	uddrag	извлечь	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
uddrag	выдержки	uddrag	выдержка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
rimelig	ярмарка	rimelig	ярмарка	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rimelig	справедливых	rimelig	справедливый	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
rimelig	разумные	rimelig	разумный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
ødelæggelse	разрушения	ødelæggelse	разрушение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
ødelæggelse	разрушения	ødelæggelse	разрушение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
lander	земли	land	земля	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
lander	земель	land	земля	V;IND;PRS;FIN;ACT	N;INAN;GEN;FEM;PL
lander	посадка	land	посадка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
lander	посадку	land	посадка	V;IND;PRS;FIN;ACT	N;INAN;ACC;FEM;SG
lander	посадки	land	посадка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
lander	земли	land	земля	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
lander	земельный	land	земельный	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
lander	land	land	land	V;IND;PRS;FIN;ACT	PROPN
lander	земля	land	земля	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
kids	kids	kids	kids	N;INDF;NEUT;SG	PROPN
kids	детки	kids	детка	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
kids	дети	kids	ребенок	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
hang	повесили	hænge	вешать	V;IMP	V;PFV;IND;PL;PST;FIN;ACT
hang	хун	hænge	хун	V;IMP	N;INAN;NOM;MASC;SG
hang	висит	hænge	висеть	V;IMP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ioc	мок	ioc	мок	PROPN	N;INAN;NOM;FEM;SG
mai	маи	mai	май		N;INAN;NOM;MASC;SG
fjerner	удаление	fjerne	удаление	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
metadata	метаданных	metadata	метаданный	N;INDF;NEUT;SG	ADJ;GEN;PL
metadata	метаданные	metadata	метаданный	N;INDF;NEUT;SG	ADJ;NOM;PL
udrustet	оснащены	udruste	оснастить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
tænkning	думаю	tænkning	думать	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
village	деревне	villag	деревня		N;INAN;DAT;FEM;SG
village	село	villag	село		N;INAN;NOM;NEUT;SG
village	деревня	villag	деревня		N;INAN;NOM;FEM;SG
straffe	наказание	straffe	наказание	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
straffe	наказать	straffe	наказать	N;INDF;MASC+FEM;PL	V;PFV;NFIN;ACT
straffe	наказывать	straffe	наказывать	N;INDF;MASC+FEM;PL	V;IPFV;NFIN;ACT
straffe	наказание	straffe	наказание	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
fladt	квартиру	fladt	квартира	ADV	N;INAN;ACC;FEM;SG
fladt	квартира	fladt	квартира	ADV	N;INAN;NOM;FEM;SG
raw	raw	raw	raw		PROPN
raw	сырой	raw	сырой		ADJ;NOM;MASC;SG
psykiske	психологической	psykisk	психологический	ADJ;PL	ADJ;INS;FEM;SG
psykiske	психологическое	psykisk	психологический	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	психологический	psykisk	психологический	ADJ;PL	ADJ;NOM;MASC;SG
psykiske	психологическая	psykisk	психологический	ADJ;PL	ADJ;NOM;FEM;SG
psykiske	психического	psykisk	психический	ADJ;PL	ADJ;GEN;MASC;SG
georgien	грузии	georgi	грузия	PROPN	N;INAN;NOM;FEM;SG
georgien	джорджия	georgi	джорджия	PROPN	N;INAN;NOM;FEM;SG
georgien	грузия	georgi	грузия	PROPN	N;INAN;NOM;FEM;SG
georgien	грузию	georgi	грузия	PROPN	N;INAN;ACC;FEM;SG
aps	aps	aps	aps	N;INDF;NEUT;SG	PROPN
francesco	франческо	francesco	франческо	N;INDF;MASC+FEM;SG	ADV
kommercielt	коммерческие	kommercielt	коммерческий	ADV	ADJ;NOM;PL
kommercielt	коммерческая	kommercielt	коммерческий	ADV	ADJ;NOM;FEM;SG
kommercielt	коммерческий	kommercielt	коммерческий	ADV	ADJ;NOM;MASC;SG
ørkenen	пустыни	ørken	пустыня	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
værelse	room	værelse	room	N;INDF;NEUT;SG	PROPN
monroe	монро	monroe	монро		N;INAN;NOM;FEM;SG
ssr	сср	ssr	сср	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
gibraltar	гибралтаре	gibraltar	гибралтар	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
gibraltar	гибралтар	gibraltar	гибралтар	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
kristina	кристина	kristina	кристина		N;ANIM;NOM;FEM;SG
pittsburgh	питтсбурге	pittsburgh	питтсбург		N;INAN;ESS;MASC;SG
frataget	лишенные	fratag	лишить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
frataget	лишены	fratag	лишить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
flok	толпы	flok	толпа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
flok	стада	flok	стадо	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
produktioner	productions	produktion	productions	N;INDF;MASC+FEM;PL	PROPN
mile	мили	mil	мили		N;INAN;NOM;MASC;PL
mile	миле	mil	мило		N;INAN;DAT;FEM;SG
mile	милю	mil	миллион		N;INAN;ACC;FEM;SG
bristol	bristol	bristol	bristol		PROPN
blokere	блокировка	blok	блокировка	V;NFIN;ACT	N;INAN;NOM;FEM;SG
blokere	блокирование	blok	блокирование	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
blokere	блокировка	blok	блокировка	V;NFIN;ACT	N;INAN;NOM;FEM;SG
blokere	блок	blok	блок	V;NFIN;ACT	N;INAN;NOM;MASC;SG
rimeligt	ярмарка	rimelig	ярмарка	ADJ;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
rimeligt	справедливых	rimelig	справедливый	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
rimeligt	разумные	rimelig	разумный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
stab	ножевых	stab	ножевой	N;INDF;MASC+FEM;SG	ADJ;GEN;PL
forberedt	подготовленные	forberede	подготовить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
negativt	негативных	negativt	негативный	ADV	ADJ;GEN;PL
negativt	отрицательный	negativt	отрицательный	ADV	ADJ;NOM;MASC;SG
negativt	отрицательные	negativt	отрицательный	ADV	ADJ;NOM;PL
negativt	негативные	negativt	негативный	ADV	ADJ;NOM;PL
negativt	отрицательное	negativt	отрицательный	ADV	ADJ;NOM;NEUT;SG
kompliceret	комплекс	kompliceret	комплекс	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
kompliceret	сложные	kompliceret	сложный	ADJ;INDF;SG	ADJ;NOM;PL
kompliceret	сложных	kompliceret	сложный	ADJ;INDF;SG	ADJ;GEN;PL
kompliceret	сложные	kompliceret	сложный	ADJ;INDF;SG	ADJ;NOM;PL
bonus	бонусы	bonus	бонус	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
ghana	гане	ghana	ган	PROPN	N;INAN;NOM;MASC;SG
ghana	ганы	ghana	ган	PROPN	N;INAN;NOM;FEM;PL
ghana	гана	ghana	ган	PROPN	N;INAN;NOM;FEM;SG
østlig	восточные	østlig	восточный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
sejlads	судоходства	sejlads	судоходство	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
sejlads	навигации	sejlads	навигация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
sejlads	плавания	sejlads	плавание	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
oplyst	зажгли	oplyse	зажгли	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
serv	подавать	serv	подавать	N;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
serv	служить	serv	служить	N;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
mon	мон	mon	мон	ADV	
mon	пн	mon	понобн	ADV	
mon	чудо	mon	чудо	ADV	N;INAN;NOM;NEUT;SG
lily	лилия	lily	лилия		N;INAN;NOM;FEM;SG
lily	лили	lily	лить		N;ANIM;NOM;FEM;PL
medie	media	medie	media	N;INDF;NEUT;SG	PROPN
medie	сми	medie	смотреть	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
medie	средняя	medie	средний	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
medie	средних	medie	средний	N;INDF;NEUT;SG	ADJ;GEN;PL
medie	средний	medie	средний	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
medie	среднее	medie	средний	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
medie	средние	medie	средний	N;INDF;NEUT;SG	ADJ;NOM;PL
gene	джин	gene	джин	N;INDF;MASC+FEM;SG	PART
udnyttede	эксплуатируемых	udnytte	эксплуатировать	V;IND;PST;FIN;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
håkon	хокон	håkon	хокон		N;ANIM;NOM;MASC;SG
boks	box	boks	box	N;INDF;MASC+FEM;SG	PROPN
overlevet	выжили	overleve	выжить	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
bøde	штрафы	bøde	штраф	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
beholder	контейнер	beholde	контейнер	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
mallorca	майорка	mallorca	майорка		N;INAN;NOM;FEM;SG
mallorca	майорка	mallorca	майорка		N;INAN;NOM;FEM;SG
fejre	празднование	fejre	празднование	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
dogg	dogg	dogg	dogg		PROPN
mediawiki	mediawiki	mediawiki	mediawiii	N;INDF;NEUT;SG	PROPN
radioen	radio	radio	radio	N;DEF;MASC+FEM;SG	PROPN
madonna	мадонна	madonna	мадонный		N;INAN;NOM;FEM;SG
metallica	metallica	metallica	metallica	N;INDF;NEUT;SG	PROPN
skinner	скиннер	skinne	скиннер	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
skinner	рельсов	skinne	рельс	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;PL
skinner	рельсы	skinne	рельс	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
hjort	олень	hjort	олень		N;ANIM;NOM;MASC;SG
rapporteret	сообщается	rapportere	сообщать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
rapporteret	сообщили	rapportere	сообщить	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
puerto	пуэрто	puerto	пуэрто		N;INAN;NOM;MASC;SG
stabile	стабильно	stabil	стабильно	ADJ;PL	ADV
stabile	стабильный	stabil	стабильный	ADJ;PL	ADJ;NOM;MASC;SG
stabile	стабильная	stabil	стабильный	ADJ;PL	ADJ;NOM;FEM;SG
stabile	стабильной	stabil	стабильный	ADJ;PL	ADJ;INS;FEM;SG
stabile	стабильное	stabil	стабильный	ADJ;PL	ADJ;NOM;NEUT;SG
regnede	дождь	regne	дождь	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;SG
internt	внутренние	internt	внутренний	ADV	ADJ;NOM;PL
internt	внутреннего	internt	внутренний	ADV	ADJ;GEN;MASC;SG
internt	внутренняя	internt	внутренний	ADV	ADJ;NOM;FEM;SG
internt	внутренний	internt	внутренний	ADV	ADJ;NOM;MASC;SG
internt	внутреннее	internt	внутренний	ADV	ADJ;NOM;NEUT;SG
betjent	cop	betjene	cop	ADJ;INDF;SG	PROPN
betjent	коп	betjene	коп	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
betjent	кс	betjene	кс	ADJ;INDF;SG	
betjent	офицер	betjene	офицер	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
udstedte	выпущено	udstedt	выпустить	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
udstedte	издан	udstedt	издать	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
udstedte	выдано	udstedt	выдать	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
udstedte	изданы	udstedt	издать	V;IND;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
flash	flash	flash	flash	N;INDF;MASC+FEM;SG	PROPN
horne	хорн	horne	хорна		
udtrykke	экспресс	udtrykke	экспресс	V;NFIN;ACT	N;INAN;NOM;MASC;SG
udtrykke	express	udtrykke	express	V;NFIN;ACT	PROPN
husk	помним	husk	помнить	V;IMP	V;IPFV;IND;PL;1;PRS;FIN;ACT
husk	помню	husk	помнить	V;IMP	V;IPFV;IND;SG;1;PRS;FIN;ACT
husk	помните	husk	помнить	V;IMP	V;IPFV;IND;PL;2;PRS;FIN;ACT
husk	помнишь	husk	помнить	V;IMP	V;IPFV;IND;SG;2;PRS;FIN;ACT
hvile	отдых	hvile	отдых	V;NFIN;ACT	N;INAN;NOM;MASC;SG
challenge	challenge	challenge	challenge	N;INDF;MASC+FEM;SG	PROPN
metaller	металла	metal	металл	N;INDF;NEUT;PL	N;INAN;GEN;MASC;SG
metaller	метал	metal	метал	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
metaller	metal	metal	metal	N;INDF;NEUT;PL	PROPN
metaller	металлические	metal	металлический	N;INDF;NEUT;PL	ADJ;NOM;PL
metaller	металл	metal	металл	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
tilskud	субсидии	tilskud	субсидия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tilskud	субсидии	tilskud	субсидия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tilskud	субсидий	tilskud	субсидия	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
tilskud	дотации	tilskud	дотация	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tilskud	субсидии	tilskud	субсидия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tilskud	гранты	tilskud	грант	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
beskydning	обстрелы	beskydning	обстрел	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
maskinen	machine	maskine	machine	N;DEF;MASC+FEM;SG	PROPN
tynd	тонкие	tynd	тонкий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
cook	приготовить	cook	приготовить		V;PFV;NFIN;ACT
cook	повар	cook	повар		N;ANIM;NOM;MASC;SG
cook	кук	cook	кук		N;ANIM;NOM;MASC;SG
cook	готовить	cook	готовить		V;IPFV;NFIN;ACT
somalia	сомали	somalia	сомали		N;INAN;NOM;FEM;PL
kære	дорогие	kære	дорогой	ADJ;DEF;SG	ADJ;NOM;PL
kære	дорогой	kære	дорога	ADJ;DEF;SG	N;INAN;NOM;MASC;SG
styrmand	экспериментальных	styrmand	экспериментальный	N;INDF;MASC+FEM;SG	ADJ;GEN;PL
koncentration	концентрации	koncentration	концентрация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kunstige	искусственный	kunstig	искусственный	ADJ;PL	ADJ;NOM;MASC;SG
kunstige	искусственное	kunstig	искусственный	ADJ;PL	ADJ;NOM;NEUT;SG
vinci	винчи	vinci	винчий		
udviser	выставки	udvise	выставка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
afc	афк	afc	афк	PROPN	N;INAN;NOM;MASC;SG
konventionen	конвенции	konvention	конвенция	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
guddommelige	божественная	guddommelig	божественный	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	божественное	guddommelig	божественный	ADJ;PL	ADJ;NOM;NEUT;SG
forsinket	опаздывает	forsinke	опаздывать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
forsinket	поздний	forsinke	поздний	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
forsinket	поздно	forsinke	поздно	V;INDF;SG;PST;V.PTCP	ADV
forsinket	задерживается	forsinke	задерживаться	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
forsinket	задержка	forsinke	задержка	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;FEM;SG
baltimore	балтимор	baltimor	балтимор		N;INAN;NOM;MASC;SG
baltimore	балтиморе	baltimor	балтимор		N;INAN;NOM;MASC;SG
franco	франко	franco	французский		ADV
pokémon	pokémon	pokémon	pokémon	N;INDF;MASC+FEM;SG	PROPN
innovation	инноваций	innovation	инновация	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
innovation	инновации	innovation	инновация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
innovation	нововведения	innovation	нововведение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
vogn	тележки	vogn	тележка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
vogn	перевозки	vogn	перевозка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
nilsson	нильссон	nilsson	нильссон		N;ANIM;NOM;MASC;SG
ski	лыжи	ski	лыжа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
ski	ски	ski	ска	N;INDF;NEUT;SG	
ski	лыжи	ski	лыжа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
ski	ski	ski	ski	N;INDF;NEUT;SG	PROPN
ski	лыжи	ski	лыжа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
gear	gear	gear	gear	N;INDF;MASC+FEM;SG	PROPN
gear	передач	gear	передача	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
jordskælvet	землетрясения	jordskælv	землетрясение	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;PL
engineering	инженерии	engineering	инженерия	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
udsendelse	трансляции	udsendelse	трансляция	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
forrest	форест	forrest	форест		N;INAN;NOM;MASC;SG
forrest	форрест	forrest	форрест		N;ANIM;NOM;MASC;SG
indkaldt	вызвали	indkalde	вызвать	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
kfum	ymca	kfum	ymca	N;INDF;NEUT;SG	PROPN
porte	гейтс	porte	гейтс	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
nordlig	северные	nordlig	северный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
øde	дезертировал	øde	дезертировать	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
advarsel	предупреждения	advarsel	предупреждение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
kollegium	общежития	kollegium	общежитие	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
doctor	доктор	doctor	доктор		N;ANIM;NOM;MASC;SG
doctor	врач	doctor	врач		N;ANIM;NOM;MASC;SG
definere	определение	definere	определение	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
reguleret	регулируется	regulere	регулировать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
reguleret	регулируемых	regulere	регулировать	V;INDF;SG;PST;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
casino	казино	casino	казино	N;INDF;MASC+FEM;SG	ADV
dæmningen	дам	dæmning	дать	N;DEF;MASC+FEM;SG	
dæmningen	плотины	dæmning	плотина	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
brænde	дрова	brænde	дрова	V;NFIN;ACT	N;INAN;NOM;NEUT;PL
brænde	ожог	brænde	ожог	V;NFIN;ACT	N;INAN;NOM;MASC;SG
brænde	сжигание	brænde	сжигание	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
utc	utc	utc	utc	N;INDF;MASC+FEM;SG	
mercury	ртути	mercury	ртуть		N;INAN;NOM;FEM;SG
mercury	ртуть	mercury	ртуть		N;INAN;NOM;FEM;SG
mercury	меркурий	mercury	меркурия		N;INAN;NOM;MASC;SG
ulf	ульф	ulf	ульф	PROPN	N;ANIM;NOM;MASC;SG
markus	маркуса	markus	маркус		N;ANIM;ACC;MASC;SG
markus	маркус	markus	маркус		N;ANIM;NOM;MASC;SG
masters	masters	mast	masters	N;GEN;INDF;MASC+FEM;PL	PROPN
masters	мастерс	mast	мастерс	N;GEN;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
masters	мастера	mast	мастер	N;GEN;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
masters	хозяева	mast	хозяин	N;GEN;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
moralsk	моральная	moralsk	моральный	ADV	ADJ;NOM;FEM;SG
moralsk	мораль	moralsk	мораль	ADV	N;INAN;NOM;FEM;SG
moralsk	моральный	moralsk	моральный	ADV	ADJ;NOM;MASC;SG
intern	внутренние	intern	внутренний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
afrikansk	африканские	afrikansk	африканский	ADJ;INDF;SG	ADJ;NOM;PL
parms	parms	parm	parms		PROPN
givne	учитывая	givn	учитывать	ADJ;PL	V;IPFV;PRS;V.CVB;ACT
nordic	северных	nordic	северный		ADJ;GEN;PL
efterår	осенний	efterår	осенний	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
efterår	упасть	efterår	падать	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
reserveret	защищены	reservere	защитить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
helikopter	вертолеты	helikopter	вертолет	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
helikopter	вертолетов	helikopter	вертолет	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
udvist	высланы	udvise	выслать	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
udvist	исключили	udvise	исключить	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
udvist	депортации	udvise	депортация	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;FEM;PL
pigerne	girls	pige	girls	N;DEF;MASC+FEM;PL	PROPN
fugtig	влажные	fugtig	влажный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fugtig	сырости	fugtig	сырость	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
emily	эмили	emily	эмить		N;ANIM;NOM;FEM;SG
exchange	мкт	exchange	мкт		N;INAN;NOM;MASC;SG
exchange	биржа	exchange	биржа		N;INAN;NOM;FEM;SG
exchange	обмен	exchange	обмен		N;INAN;NOM;MASC;SG
exchange	exchange	exchange	exchange		PROPN
behandlede	обработки	behandle	обработка	V;PL;PST;V.PTCP	N;INAN;GEN;FEM;SG
beverly	беверли	beverly	беверли		N;ANIM;NOM;FEM;PL
said	саид	said	саид		N;ANIM;NOM;MASC;SG
