और	og	और	og		CONJ
व्यक्ति	individuelle	व्यक्ति	individuell	N;NOM;MASC;SG;3	ADJ;PL
व्यक्ति	individuell	व्यक्ति	individuell	N;NOM;MASC;SG;3	ADJ;INDF;SG
उनका	sine	वह	sin	PRO;MASC;SG;3;FORM	PRO;PL
उनका	deres	वह	deres	PRO;MASC;SG;3;FORM	N;INDF;MASC;SG
सदस्य	medlem	सदस्य	medlem	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सदस्य	medlemmet	सदस्य	medlem	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
सदस्य	abonnent	सदस्य	abonnent	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सदस्य	abonnenter	सदस्य	abonnenter	N;NOM;MASC;PL;3	N;INDF;FEM;SG
हालांकि	selvom	हालांकि	selvom	CONJ	N;INDF;MASC;SG
हालांकि	skjønt	हालांकि	skjøne	CONJ	ADJ;INDF;NEUT;SG;V.PTCP
हालांकि	though	हालांकि	though	CONJ	N
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अनेक	mangt	अनेक	mangt	DET	N;INDF;MASC;SG
अनेक	many	अनेक	many	DET	N
अनेक	mangen	अनेक	mang	DET	N;DEF;MASC;SG
अनेक	mange	अनेक	mange	DET	ADJ;PL
अनेक	flere	अनेक	flere	DET	
अनेक	multippel	अनेक	multippel	DET	N;INDF;NEUT;SG
यहां	her	यहाँ	her	PRO;NOM	ADV
अपना	own	अपना	own	PRO;NOM;MASC;SG	N
अपना	eget	अपना	eget	PRO;NOM;MASC;SG	N;INDF;NEUT;SG
अपना	eie	अपना	ein	PRO;NOM;MASC;SG	N;INDF;MASC;SG
अपना	egen	अपना	eigen	PRO;NOM;MASC;SG	N;INDF;MASC;SG
अपना	dine	अपना	din	PRO;NOM;MASC;SG	PRO;PL
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	N
धर्म	religioner	धर्म	religion	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मूल	originals	मूल	originals	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मूल	innfødt	मूल	innføde	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
मूल	originalt	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मूल	opprinnelig	मूल	opprinnelig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;PL
मूल	opprinnelige	मूल	opprinnelig	N;NOM;MASC;SG;3	ADJ;PL
मूल	original	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;SG
तब	deretter	तब	deretter	PRO;NOM	ADV
तब	så	तब	så	PRO;NOM	ADV
तब	da	तब	da	PRO;NOM	ADV
बना	make	बन	make	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
बना	gjøre	बन	gjøre	V;PFV;MASC;SG;V.PTCP;ACT	
बना	lagd	बन	leggje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;SG
बना	laget	बन	lag	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
कोड	kode	कोड	kode		N;INDF;MASC;SG
कोड	koden	कोड	kode		N;DEF;MASC;SG
कोड	kodeks	कोड	kodeks		ADJ;INDF;SG
कोड	koder	कोड	kode		N;INDF;MASC;SG
कोड	kodene	कोड	kode		N;DEF;FEM;PL
संयुक्त	forent	संयुक्त	forent	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संयुक्त	united	संयुक्त	unite	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
संयुक्त	kombinert	संयुक्त	kombinere	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
संयुक्त	joint	संयुक्त	join	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जुलाई	juli	जुलाई	juli	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
जुलाई	july	जुलाई	july	PROPN;NOM;FEM;SG;3	N
नदी	elven	नदी	elven	N;NOM;FEM;SG;3	
वाला	vala	वाला	val	ADP;NOM;MASC;SG	N;DEF;NEUT;PL
काल	ringe	काल	ringe	N;NOM;MASC;SG;3	V;IMP;NFIN
ऐसे	slik	ऐसा	slik	PRO;NOM;MASC;SG	ADV
ऐसे	sådan	ऐसा	sådan	PRO;NOM;MASC;SG	N;INDF;MASC;SG
ऐसे	slike	ऐसा	slik	PRO;NOM;MASC;SG	DET;PL
वर्षों	ar	वर्ष	ar	N;NOM;MASC;PL;3	N;INDF;MASC;SG
वर्षों	årevis	वर्ष	årevis	N;NOM;MASC;PL;3	ADV
वर्षों	år	वर्ष	år	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
वर्षों	regnskog	वर्ष	regnskog	N;NOM;MASC;PL;3	N;INDF;MASC;SG
प्रति	per	प्रति	per		ADP
स्टेशन	stasjoner	स्टेशन	stasjon	N;NOM;MASC;SG;3	N;INDF;MASC;PL
स्टेशन	stasjonene	स्टेशन	stasjon	N;NOM;MASC;SG;3	N;DEF;FEM;PL
बड़े	large	बडा	larg	ADJ;NOM;MASC;PL	N
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	N;INDF;SG
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
जनवरी	januar	जनवरी	januar	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
मध्य	central	मध्य	central		N;INDF;MASC;SG
मध्य	sentral	मध्य	sentral		ADJ;INDF;SG
मध्य	sentralt	मध्य	sentral		ADJ;INDF;NEUT;SG
मध्य	sentrum	मध्य	sentrum		N;INDF;NEUT;SG
मध्य	center	मध्य	cente		N;INDF;NEUT;SG
मध्य	senter	मध्य	senter		N;INDF;NEUT;SG
मध्य	middle	मध्य	middle		PROPN
मध्य	midtre	मध्य	midtre		ADJ;CMPR
मध्य	midten	मध्य	midt		N;DEF;MASC;SG
प्रथम	først	प्रथम	først	ADJ	ADV
प्रथम	forst	प्रथम	forst	ADJ	N;INDF;MASC;SG
प्रथम	first	प्रथम	first	ADJ	N
विश्वविद्यालय	universiteter	विश्वविद्यालय	universitet	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जून	juni	जून	juni	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जून	june	जून	june	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
उसकी	hennes	वह	hennes	PRO;FEM;SG;3	N;INDF;MASC;SG
उसकी	henne	वह	ho	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
जिसके	lindrer	जो	lindre	PRO;SG;3	N;INDF;FEM;PL
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मार्च	marsjer	मार्च	marsje	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मार्च	march	मार्च	march	PROPN;NOM;MASC;SG;3	N
मार्च	marsj	मार्च	marsj	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मार्च	mars	मार्च	mars	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मार्च	marsjere	मार्च	marsjere	PROPN;NOM;MASC;SG;3	V;NFIN
बन	bolle	बन	bolle	V;ACT	N;INDF;MASC;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
अर्थ	betydning	अर्थ	betydning		N;INDF;FEM;SG
अर्थ	mening	अर्थ	mening		N;INDF;FEM;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	N
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आप	deg	आप	du	PRO;NOM;SG;2;FORM	PRO;HUM;ACC;SG;2
अक्टूबर	oktober	अक्टूबर	oktober	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अक्टूबर	october	अक्टूबर	october	PROPN;NOM;MASC;SG;3	N
अक्टूबर	okt	अक्टूबर	okt	PROPN;NOM;MASC;SG;3	N
अक्टूबर	oct	अक्टूबर	oct	PROPN;NOM;MASC;SG;3	NUM
समूह	grupper	समूह	gruppe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समूह	gruppene	समूह	gruppe	N;NOM;MASC;SG;3	N;DEF;FEM;PL
वर्तमान	presentere	वर्तमान	presentere	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	studerer	अध्ययन	studere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
अध्ययन	studere	अध्ययन	studere	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	studier	अध्ययन	studie	N;NOM;MASC;SG;3	N;INDF;MASC;PL
विभाग	departementer	विभाग	departement	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विभाग	avdelinger	विभाग	avdeling	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आम	mango	आम	mango	ADJ	N;INDF;MASC;SG
आम	common	आम	common	ADJ	N
स्थिति	delstater	स्थिति	delstater	N;NOM;FEM;SG;3	N;INDF;MASC;PL
स्थिति	state	स्थिति	state	N;NOM;FEM;SG;3	PROPN
आदर्श	idealisme	आदर्श	idealisme	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आदर्श	ideelt	आदर्श	idéell	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
आदर्श	ideell	आदर्श	ideell	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आदर्श	ideelle	आदर्श	ideell	PROPN;NOM;MASC;SG;3	ADJ;PL
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
साल	årevis	साल	årevis	N;NOM;MASC;SG;3	ADV
पहली	først	पहला	først	ADJ;NOM;FEM;SG	ADV
पहली	forst	पहला	forst	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
पहली	first	पहला	first	ADJ;NOM;FEM;SG	N
अमेरिकी	amerikaner	अमेरिकी	amerikan	PROPN;NOM;SG;3	N;INDF;MASC;PL
अमेरिकी	amerikanske	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;PL
अमेरिकी	american	अमेरिकी	american	PROPN;NOM;SG;3	N
अमेरिकी	amerikansk	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;INDF;SG
अमेरिकी	amerikanerne	अमेरिकी	amerikanern	PROPN;NOM;SG;3	ADJ;PL
अमेरिकी	amerikanere	अमेरिकी	amerikanere	PROPN;NOM;SG;3	N;INDF;MASC;SG
बनाने	oppretting	बना	oppretting	V;MASC;NFIN;ACT	N;INDF;FEM;SG
बनाने	oppretter	बना	oppretter	V;MASC;NFIN;ACT	N;INDF;MASC;SG
बनाने	lager	बना	lager	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
बनाने	making	बना	making	V;MASC;NFIN;ACT	N;INDF;FEM;SG
स्थापित	etablerte	स्थापित	etablere	ADJ	V;IND;PST;FIN
स्थापित	stiftet	स्थापित	stift	ADJ	N;DEF;NEUT;SG
स्थापित	grunnla	स्थापित	grunnle	ADJ	V;IND;PST;FIN
स्थापित	etablere	स्थापित	etablere	ADJ	V;NFIN
स्थापित	konstatere	स्थापित	konstatere	ADJ	V;NFIN
उच्च	high	उच्च	high		N
उच्च	rus	उच्च	rus		N;INDF;MASC;SG
उच्च	høy	उच्च	høy		N;INDF;MASC;SG
उच्च	høyt	उच्च	høyt		N;INDF;NEUT;SG
उच्च	høgt	उच्च	høg		ADJ;INDF;NEUT;SG
काफी	nok	काफी	nok	DET	ADV
काफी	plenty	काफी	plenty	DET	ADJ;INDF;NEUT;SG
बड़ी	large	बडा	larg	ADJ;NOM;FEM;SG	N
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	N;INDF;SG
बड़ी	store	बडा	stor	ADJ;NOM;FEM;SG	ADJ;PL
चार	four	चार	four	NUM	N
शक	tviler	शक	tvile	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रभा	pera	प्रभा	pere		N;INDF;MASC;SG
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN
उदाहरण	instanser	उदाहरण	instanser	N;NOM;MASC;SG;3	N;INDF;FEM;PL
उसका	hennes	वह	hennes	PRO;MASC;SG;3	N;INDF;MASC;SG
उसका	henne	वह	ho	PRO;MASC;SG;3	PRO;ACC;FEM;SG;3
ले	take	ले	take	V;ACT	N;INDF;NEUT;SG
जिससे	hvilket	जो	hvilk	PRO;SG;3	N;DEF;NEUT;SG
जिससे	hvilken	जो	hvilk	PRO;SG;3	N;DEF;MASC;SG
स्थापना	installer	स्थापना	installe	N;NOM;FEM;SG;3	N;INDF;FEM;PL
स्थापना	installere	स्थापना	installere	N;NOM;FEM;SG;3	V;NFIN
अधिकांश	most	अधिकांश	most	CONJ	N;INDF;FEM;SG
अधिकांश	meste	अधिकांश	mykje	CONJ	ADJ;DEF;RL
अधिकांश	mest	अधिकांश	mykje	CONJ	ADJ;INDF;RL
अधिकांश	hovedsakelig	अधिकांश	hovedsakelig	CONJ	N;INDF;FEM;SG
अधिकांश	mest	अधिकांश	mykje	CONJ	ADJ;INDF;RL
सामाजिक	sosialt	सामाजिक	sosial	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
सामाजिक	sosiale	सामाजिक	sosial	PROPN;NOM;SG;3	ADJ;PL
सामाजिक	sosial	सामाजिक	sosial	PROPN;NOM;SG;3	ADJ;INDF;SG
प्रत्येक	every	प्रत्येक	every	DET	N
प्रत्येक	hver	प्रत्येक	hver	DET	
प्रत्येक	hvert	प्रत्येक	hvert	DET	
प्रत्येक	hver	प्रत्येक	hver	DET	
प्रत्येक	hvert	प्रत्येक	hvert	DET	
बड़ा	large	बड़ा	larg	ADJ;NOM;MASC;SG	N
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	N;INDF;SG
बड़ा	store	बड़ा	stor	ADJ;NOM;MASC;SG	ADJ;PL
बड़ा	flotte	बड़ा	flott	ADJ;NOM;MASC;SG	ADJ;PL
स्तर	nivåer	स्तर	nivåe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बनाया	lagd	बना	leggje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बनाया	made	बना	made	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;SG
बनाया	laget	बना	lag	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
बनाया	opprettes	बना	opprettes	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
बनाया	opprettet	बना	opprett	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
बनाया	skapt	बना	skape	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बनाया	laga	बना	lage	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
जारी	fortsettelse	जारी	fortsettelse	ADJ	N;INDF;MASC;SG
जारी	fortsatte	जारी	fortsatt	ADJ	N;INDF;MASC;SG
जारी	pågår	जारी	pågå	ADJ	V;IND;PRS;FIN
जारी	pågående	जारी	pågående	ADJ	N;INDF;NEUT;SG
जारी	kontinuerlig	जारी	kontinuerlig	ADJ	N;INDF;MASC;SG
जबकि	mens	जबकि	mens	CONJ	CONJ
चित्र	bilder	चित्र	bilder	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चित्र	bilder	चित्र	bilder	N;NOM;MASC;SG;3	N;INDF;FEM;PL
इससे	fra	यह	fra	PRO;SG;3	
इससे	from	यह	from	PRO;SG;3	N
इससे	frå	यह	frå	PRO;SG;3	ADP
सरकारी	official	सरकारी	official	ADJ;NOM	N
सरकारी	regjering	सरकारी	regjering	ADJ;NOM	N;INDF;FEM;SG
जहां	hvor	जहाँ	hvor	PRO;NOM	
देशों	land	देश	land	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
जल	vann	जल	vinne	N;NOM;MASC;SG;3	V;IND;PST;FIN
सूची	lister	सूची	liste	N;NOM;FEM;SG;3	N;INDF;FEM;PL
रखा	oppbevart	रख	oppbevare	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
रखा	holdt	रख	hold	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
रखा	beholdt	रख	behold	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
विचार	ideer	विचार	idé	N;NOM;MASC;SG;3	N;INDF;MASC;PL
विचार	tenkte	विचार	tenkje	N;NOM;MASC;SG;3	V;IND;PST;FIN
विचार	trodde	विचार	tro	N;NOM;MASC;SG;3	V;IND;PST;FIN
विचार	tankene	विचार	tanke	N;NOM;MASC;SG;3	N;DEF;FEM;PL
विचार	tanker	विचार	tanke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
छोटे	lite	छोटा	lite	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
छोटे	small	छोटा	small	ADJ;NOM;MASC;PL	N;INDF;NEUT;SG
छोटे	smått	छोटा	liten	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
छोटे	liten	छोटा	liten	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
छोटे	lille	छोटा	lilje	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
छोटे	lite	छोटा	lite	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
छोटे	liten	छोटा	liten	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
ऊपर	øverst	ऊपर	øver	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	N
ऊपर	toppen	ऊपर	topp	ADV;NOM;MASC;SG;3	N;DEF;MASC;SG
ऊपर	overdel	ऊपर	overdel	ADV;NOM;MASC;SG;3	N;INDF;NEUT;SG
ऊपर	topp	ऊपर	topp	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
ऊपर	ovenfor	ऊपर	ovenfor	ADV;NOM;MASC;SG;3	N;INDF;NEUT;SG
ऊपर	over	ऊपर	over	ADV;NOM;MASC;SG;3	ADP
ऊपर	above	ऊपर	above	ADV;NOM;MASC;SG;3	N
इसलिए	derfor	इसलिए	derfor	PRO	ADV
पानी	vann	पानी	vinne	N;NOM;MASC;SG;3	V;IND;PST;FIN
सामान्य	generell	सामान्य	generell	N;NOM;MASC;SG;3	ADJ;INDF;SG
सामान्य	generelt	सामान्य	generell	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सामान्य	felles	सामान्य	felles	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सामान्य	vanlig	सामान्य	vanlig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सामान्य	normalt	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सामान्य	normale	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	normal	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;INDF;SG
आगे	framover	आगे	framover	ADV;NOM;MASC;SG;3	ADP
आगे	forover	आगे	forover	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
आगे	fram	आगे	fram	ADV;NOM;MASC;SG;3	ADP
आगे	frem	आगे	frem	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
आगे	framover	आगे	framover	ADV;NOM;MASC;SG;3	ADP
आगे	forover	आगे	forover	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
कुल	samlede	कुल	samlede	DET	N;INDF;NEUT;SG
कुल	totalt	कुल	total	DET	ADJ;INDF;NEUT;SG
कुल	totale	कुल	total	DET	ADJ;PL
कुल	total	कुल	total	DET	ADJ;INDF;SG
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	N
वर्ग	kvadratisk	वर्ग	kvadratisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
वर्ग	klasser	वर्ग	klasse	N;NOM;MASC;SG;3	N;INDF;FEM;PL
वर्ग	fag	वर्ग	fag	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
वर्ग	klassene	वर्ग	klasse	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शरीर	lik	शरीर	lik	N;NOM;MASC;SG;3	ADJ;INDF;SG
अंग्रेजी	engelsk	अंग्रेजी	engelsk	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
मानव	menneskelig	मानव	menneskelig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
पाकिस्तान	pakistan	पाकिस्तान	pakistan	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हर	every	हर	every	DET	N
हर	hver	हर	hver	DET	
हर	hvert	हर	hvert	DET	
हर	hur	हर	hur	DET	N;INDF;MASC;SG
अतिरिक्त	ekstra	अतिरिक्त	ekstra	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अतिरिक्त	ekstra	अतिरिक्त	ekstra	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
उत्पन्न	generert	उत्पन्न	generere	ADJ	V;IND;PRS;FIN
उत्पन्न	genereres	उत्पन्न	generere	ADJ	N;INDF;MASC;SG
नीचे	down	नीचे	down	ADV;NOM;MASC;SG;3	N;INDF;SG
नीचे	ned	नीचे	ned	ADV;NOM;MASC;SG;3	ADP
नीचे	nedover	नीचे	nedover	ADV;NOM;MASC;SG;3	ADP
नीचे	nede	नीचे	nede	ADV;NOM;MASC;SG;3	ADP
नीचे	nedenfor	नीचे	nedenfor	ADV;NOM;MASC;SG;3	
नीचे	below	नीचे	below	ADV;NOM;MASC;SG;3	N;INDF;SG
नीचे	under	नीचे	under	ADV;NOM;MASC;SG;3	ADP
नीचे	nederst	नीचे	nederst	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
नीचे	bottom	नीचे	bottom	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
नीचे	bunnen	नीचे	bunn	ADV;NOM;MASC;SG;3	N;DEF;MASC;SG
नीचे	bunn	नीचे	bunne	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
दुनिया	verdens	दुनिया	verd	N;NOM;FEM;SG;3	N;GEN;DEF;MASC;SG
दुनिया	verden	दुनिया	verden	N;NOM;FEM;SG;3	
आधुनिक	modern	आधुनिक	modern	ADJ	N;INDF;MASC;SG
हिंदी	hindi	हिंदी	hindi	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
दे	give	दे	give	V;FIN;ACT	N;INDF;MASC;SG
सभा	samler	सभा	samle	N;NOM;FEM;SG;3	V;IND;PRS;FIN
विषय	temaer	विषय	tema	N;NOM;MASC;SG;3	N;INDF;MASC;PL
विषय	emner	विषय	emner	N;NOM;MASC;SG;3	N;INDF;MASC;PL
विषय	undersåtter	विषय	undersåtter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विषय	fag	विषय	fag	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
अधिकार	rettigheter	अधिकार	rettigheter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अधिकार	rettighetene	अधिकार	rettigheten	N;NOM;MASC;SG;3	N;DEF;FEM;PL
रंग	farger	रंग	farger	N;NOM;MASC;SG;3	N;INDF;MASC;PL
रंग	farger	रंग	farger	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बाहर	slutta	बाहर	slutte	ADV;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
बाहर	sluttet	बाहर	slutt	ADV;NOM;MASC;SG;3	N;DEF;NEUT;SG
बाहर	slutte	बाहर	slutte	ADV;NOM;MASC;SG;3	V;NFIN
बाहर	avslutt	बाहर	avslutt	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
बाहर	outdoor	बाहर	outdoor	ADV;NOM;MASC;SG;3	N;INDF;NEUT;SG
बाहर	utendørs	बाहर	utendørs	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
बाहर	utenfor	बाहर	utenfor	ADV;NOM;MASC;SG;3	N;INDF;NEUT;SG
बाहर	utafor	बाहर	utafor	ADV;NOM;MASC;SG;3	ADP
बाहर	utsiden	बाहर	utside	ADV;NOM;MASC;SG;3	N;DEF;MASC;SG
बाहर	ute	बाहर	ute	ADV;NOM;MASC;SG;3	ADP
बाहर	utendørs	बाहर	utendørs	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
बाहर	friluft	बाहर	friluft	ADV;NOM;MASC;SG;3	N;INDF;FEM;SG
बाहर	ut	बाहर	ut	ADV;NOM;MASC;SG;3	ADP
बाहर	out	बाहर	out	ADV;NOM;MASC;SG;3	N;INDF
बाहर	ute	बाहर	ute	ADV;NOM;MASC;SG;3	ADP
खेल	idretter	खेल	idretter	N;NOM;MASC;SG;3	N;INDF;MASC;PL
खेल	kamper	खेल	kamp	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जहाँ	hvor	जहाँ	hvor	PRO;NOM	
समान	same	समान	same		DET;DEF
समान	samme	समान	samme		N;INDF;NEUT;SG
समान	lignende	समान	lignende		N;INDF;MASC;SG
समान	liknende	समान	liknende		ADJ;INDF;NEUT;SG
सितंबर	september	सितंबर	september	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दूर	langt	दूर	lang	ADV;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
दूर	away	दूर	away	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
दूर	bort	दूर	bort	ADV;NOM;MASC;SG;3	ADP
दूर	unna	दूर	unna	ADV;NOM;MASC;SG;3	ADP
दूर	borte	दूर	borte	ADV;NOM;MASC;SG;3	ADP
दूर	vekk	दूर	vekk	ADV;NOM;MASC;SG;3	ADP
दूर	fjerne	दूर	fjern	ADV;NOM;MASC;SG;3	ADJ;PL
दूर	fjernt	दूर	fjern	ADV;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
दूर	fjern	दूर	fjern	ADV;NOM;MASC;SG;3	ADJ;INDF;SG
दूर	lengre	दूर	lang	ADV;NOM;MASC;SG;3	ADJ;CMPR
दूर	lengere	दूर	lengere	ADV;NOM;MASC;SG;3	ADJ;CMPR
पता	adressene	पता	adresse	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पता	adresser	पता	adresse	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पता	postadresser	पता	postadresse	N;NOM;MASC;SG;3	N;INDF;FEM;PL
