през	דרך	през	דרך	ADP	
включва	כוללת	включвам-(се)	כלל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
пъти	קפל	път	קפל	N;MASC	
пъти	לקפל	път	קיפל	N;MASC	V;NFIN;ACT
пъти	פעמים	път	פעם	N;MASC	N;FEM;PL
пъти	הטיימס	път	הטיימס	N;MASC	PROPN
пъти	טיימס	път	טיימס	N;MASC	PROPN
пъти	זמנים	път	זמן	N;MASC	N;MASC;PL
писател	כותב	писател	כתב	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
писател	תסריטאי	писател	תסריטאי	N;INDF;MASC;SG	PROPN
херцог	דוכס	херцог	דוכס	N;INDF;MASC;SG	PROPN
министър	השר	министър	השר	N;INDF;MASC;SG	
цел	יעד	цел	יעד	N;INDF;FEM;SG	
цел	גול	цел	גול	N;INDF;FEM;SG	PROPN
цел	כוון	цел	כוון	N;INDF;FEM;SG	
цел	לכוון	цел	לכוון	N;INDF;FEM;SG	V;NFIN;ACT
цел	המטרה	цел	המטרה	N;INDF;FEM;SG	PROPN
цел	יעד	цел	יעד	N;INDF;FEM;SG	
цел	המטרה	цел	המטרה	N;INDF;FEM;SG	PROPN
участие	השתתף	участие	השתתף	N;INDF;NEUT;SG	V;MASC;SG;3;PST
участие	משתתפת	участие	השתתף	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP
участие	להשתתף	участие	השתתף	N;INDF;NEUT;SG	V;NFIN
войната	המלחמה	война	המלחם	N;DEF;FEM;SG	PROPN
никола	ניקולאס	никол	ניקולאס	PROPN;INDF;MASC;SG	PROPN
никола	ניקולס	никол	ניקולס	PROPN;INDF;MASC;SG	PROPN
никола	ניקולא	никол	ניקולא	PROPN;INDF;MASC;SG	PROPN
никола	ניקולה	никол	ניקולה	PROPN;INDF;MASC;SG	PROPN
никола	ניקולא	никол	ניקולא	PROPN;INDF;MASC;SG	PROPN
никола	ניקולה	никол	ניקולה	PROPN;INDF;MASC;SG	PROPN
море	הים	море	הים	N;INDF;NEUT;SG	
пловдив	פלובדיב	пловдив	פלובדיב	PROPN;INDF;MASC;SG	PROPN
продължава	ממשיכה	продължавам	המשיך	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
продължава	ממשיך	продължавам	המשיך	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
списък	הרשימה	списък	הרשים	N;INDF;MASC;SG	V;FEM;SG;3;PST;ACT
дава	שנותן	давам-(се)	שנותן	V;IPFV;IND;SG;3;PRS;FIN;ACT	
дава	מעניק	давам-(се)	העניק	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
дава	נותן	давам-(се)	נתן	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
дава	מעניקה	давам-(се)	העניק	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
брой	רוזן	брой	רוזן	N;INDF;MASC;SG	PROPN
брой	המספר	брой	המספר	N;INDF;MASC;SG	PROPN
известни	ידוע	известен	ידוע	ADJ;INDF;PL	N;MASC;SG
известни	הידוע	известен	הידוע	ADJ;INDF;PL	
известни	ידועה	известен	ידע	ADJ;INDF;PL	V;FEM;SG;V.PTCP;ACT
известни	ידועים	известен	ידוע	ADJ;INDF;PL	N;MASC;PL
известни	מפורסם	известен	מפורסם	ADJ;INDF;PL	V;MASC;SG;V.PTCP;PASS
известни	המפורסם	известен	המפורסם	ADJ;INDF;PL	PROPN
известни	מפורסמת	известен	מפורסם	ADJ;INDF;PL	ADJ;FEM;SG
статия	המאמר	статия	המאמר	N;INDF;FEM;SG	PROPN
повечето	רובם	повече	None	ADV;DEF;PL	N;MASC;SG
повечето	רוב	повече	רוב	ADV;DEF;PL	N;MASC;SG
повечето	הרוב	повече	הרוב	ADV;DEF;PL	
повечето	הכי	повече	הכי	ADV;DEF;PL	
редактор	העורך	редактор	העורך	N;INDF;MASC;SG	ADV
редактор	עורכת	редактор	עורך	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
разположен	אותרה	разположа-(се)	אותר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
друг	אחרים	друг	אחר	ADJ;INDF;MASC;SG	ADJ;MASC;PL
друг	אחר	друг	אחר	ADJ;INDF;MASC;SG	ADP
малки	קטן	малък	קטן	ADJ;INDF;PL	ADJ;MASC;SG
малки	קטנה	малък	קטן	ADJ;INDF;PL	ADJ;FEM;SG
малки	סמול	малък	סמול	ADJ;INDF;PL	
малки	קטן	малък	קטן	ADJ;INDF;PL	ADJ;MASC;SG
малки	קטנה	малък	קטן	ADJ;INDF;PL	ADJ;FEM;SG
малки	ליטל	малък	ניטל	ADJ;INDF;PL	PROPN
организация	הארגון	организация	הארגון	N;INDF;FEM;SG	PROPN
север	צפונה	север	צפון	N;INDF;MASC;SG	ADV
север	הצפון	север	הצפון	N;INDF;MASC;SG	PROPN
изток	מזרחה	изток	מזרחה	N;INDF;MASC;SG	ADV
изток	המזרח	изток	המזרח	N;INDF;MASC;SG	PROPN
изток	איסט	изток	איסט	N;INDF;MASC;SG	PROPN
изток	המזרחי	изток	המזרח	N;INDF;MASC;SG	PROPN
четири	four	четири	four	NUM;INDF;PL	
четири	ארבעה	четири	ארבעה	NUM;INDF;PL	NUM;MASC;SG
четири	ארבע	четири	ארבע	NUM;INDF;PL	NUM;FEM;SG
испания	ספרד	испания	ספרד	PROPN;INDF;FEM;SG	PROPN
особено	בייחוד	особено	בייחוד	ADV	
особено	ובמיוחד	особено	ובמיוחד	ADV	PROPN
разположено	אותרה	разположа-(се)	אותר	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	PROPN
човек	האדם	човек	האדם	N;INDF;MASC;SG	
човек	אנוש	човек	אנוש	N;INDF;MASC;SG	
човек	אנושי	човек	אנושי	N;INDF;MASC;SG	ADJ;MASC;SG
човек	בנאדם	човек	בנאדם	N;INDF;MASC;SG	ADV
общо	הכולל	общо	הכולל	ADV	PROPN
треньор	המאמן	треньор	המאמן	N;INDF;MASC;SG	PROPN
рим	רומא	рим	רומא	PROPN;INDF;MASC;SG	PROPN
цар	המלך	цар	המלך	N;INDF;MASC;SG	
цар	קינג	цар	קינג	N;INDF;MASC;SG	PROPN
цар	הצאר	цар	הצאר	N;INDF;MASC;SG	PROPN
хората	אנשים	хора	איש	N;DEF	N;MASC;PL
видове	מין	вид	מין	N;INDF;MASC;PL	
видове	זן	вид	זן	N;INDF;MASC;PL	
власт	כח	власт	כוח	N;INDF;FEM;SG	
власт	power	власт	power	N;INDF;FEM;SG	
живота	life	живот	life	N;DEF;MASC;SG	
живота	החיים	живот	החיים	N;DEF;MASC;SG	ADV
живота	חיים	живот	חיים	N;DEF;MASC;SG	PROPN
стефан	סטפן	стефан	סטפן	PROPN;INDF;MASC;SG	PROPN
стефан	סטפן	стефан	סטפן	PROPN;INDF;MASC;SG	PROPN
военни	צבא	военен	צבא	ADJ;INDF;PL	N;MASC;SG
военни	צבאי	военен	צבאי	ADJ;INDF;PL	ADJ;MASC;SG
изчезване	נעלמים	изчезване	נעלם	N;INDF;NEUT;SG	V;MASC;PL;V.PTCP;MID
изчезване	נעלמות	изчезване	נעלם	N;INDF;NEUT;SG	V;FEM;PL;V.PTCP;MID
изчезване	נעלמת	изчезване	נעלם	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP;MID
изчезване	נעלמים	изчезване	נעלם	N;INDF;NEUT;SG	V;MASC;PL;V.PTCP;MID
изчезване	תיעלם	изчезване	נעלם	N;INDF;NEUT;SG	V;FEM;SG;3;FUT;MID
изчезване	להיעלם	изчезване	נעלם	N;INDF;NEUT;SG	V;NFIN;MID
съвет	עצות	съвет	עצות	N;INDF;MASC;SG	N;FEM;PL
съвет	עצה	съвет	עצה	N;INDF;MASC;SG	
съвет	טיפ	съвет	טיפ	N;INDF;MASC;SG	
съвет	עצה	съвет	עצה	N;INDF;MASC;SG	
съвет	המועצה	съвет	המועצה	N;INDF;MASC;SG	PROPN
свързани	קשורות	свържа	קשר	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP;ACT
свързани	קשור	свържа	קשר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
свързани	קשורה	свържа	קשר	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;ACT
свързани	קשורים	свържа	קשר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP;ACT
свързани	מקושר	свържа	מקושר	V;PFV;INDF;PL;V.PTCP;PASS	PROPN
свързани	מחובר	свържа	חובר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
свързани	מחוברת	свържа	מחובר	V;PFV;INDF;PL;V.PTCP;PASS	PROPN
свързани	מקושר	свържа	מקושר	V;PFV;INDF;PL;V.PTCP;PASS	PROPN
свързани	מקושרת	свържа	קושר	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
исторически	היסטורי	исторически	היסטורי	ADJ;INDF;MASC;SG	PROPN
исторически	היסטורית	исторически	היסטורי	ADJ;INDF;MASC;SG	ADV
исторически	היסטורי	исторически	היסטורי	ADJ;INDF;MASC;SG	PROPN
римски	רומן	римски	רומן	ADJ;INDF;MASC;SG	PROPN
римски	רומי	римски	רומי	ADJ;INDF;MASC;SG	PROPN
христо	חריסטו	христо	חריסטו	PROPN;INDF;MASC;SG	PROPN
кръг	המעגל	кръг	המעגל	N;INDF;MASC;SG	PROPN
кръг	עגול	кръг	עגול	N;INDF;MASC;SG	
майка	אימא	майка	אימא	N;INDF;FEM;SG	
карта	מפת	карта	מפה	N;INDF;FEM;SG	
карта	המפה	карта	המפה	N;INDF;FEM;SG	
карта	קארד	карта	קארד	N;INDF;FEM;SG	PROPN
карта	קלף	карта	קלף	N;INDF;FEM;SG	PROPN
англия	באנגליה	англия	באנגליה	PROPN;INDF;FEM;SG	PROPN
англия	אנגליה	англия	אנגליה	PROPN;INDF;FEM;SG	PROPN
нов	חדשים	нов	חדש	ADJ;INDF;MASC;SG	ADJ;MASC;PL
неговата	שלו	мой	של	DET;DEF;FEM;SG;3	
втори	שניה	втори	שניה	ADJ;INDF;MASC;SG	NUM;FEM;SG
втори	שנייה	втори	שנייה	ADJ;INDF;MASC;SG	NUM;FEM;SG
втори	שני	втори	שני	ADJ;INDF;MASC;SG	NUM;MASC;PL
втори	שנית	втори	שנית	ADJ;INDF;MASC;SG	
множество	מרובה	множество	מרובה	N;INDF;NEUT;SG	ADJ;FEM;SG
множество	מרובות	множество	מרובה	N;INDF;NEUT;SG	ADJ;FEM;PL
преминава	עובר	преминавам	עבר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
стара	זקן	стар	זקן	ADJ;INDF;FEM;SG	
стара	ישן	стар	ישן	ADJ;INDF;FEM;SG	PROPN
стара	זקנה	стар	זקן	ADJ;INDF;FEM;SG	N;FEM;SG
форма	הטופס	форма	הטופס	N;INDF;FEM;SG	PROPN
съпруга	אשתו	съпруга	אשת	N;INDF;FEM;SG	
съпруга	רעיה	съпруга	רעיה	N;INDF;FEM;SG	PROPN
втора	שניה	втори	שניה	ADJ;INDF;FEM;SG	NUM;FEM;SG
втора	שנייה	втори	שנייה	ADJ;INDF;FEM;SG	NUM;FEM;SG
втора	שני	втори	שני	ADJ;INDF;FEM;SG	NUM;MASC;PL
втора	שנית	втори	שנית	ADJ;INDF;FEM;SG	
район	האזור	район	האזור	N;INDF;MASC;SG	PROPN
близо	קרוב	близо	קרוב	ADV	
близо	סגור	близо	סגור	ADV	
близо	קרובים	близо	קרוב	ADV	N;MASC;PL
близо	ליד	близо	ליד	ADV	ADP
първенство	אליפויות	първенство	אליפות	N;INDF;NEUT;SG	N;FEM;PL
представлява	מייצגת	представлявам	ייצג	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
представлява	מייצג	представлявам	ייצג	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
варна	וארנה	варна	וארנה	PROPN;INDF;FEM;SG	PROPN
варна	ורנה	варна	ורנה	PROPN;INDF;FEM;SG	PROPN
манастир	מנזר	манастир	מנזר	N;INDF;MASC;SG	PROPN
файл	קובץ	файл	קובץ	N;INDF;MASC;SG	PROPN
файл	הקובץ	файл	הקובץ	N;INDF;MASC;SG	PROPN
награди	גמול	награда	גמול	N;INDF;FEM;PL	PROPN
немски	גרמני	немски	גרמני	ADJ;INDF;MASC;SG	N;MASC;SG
немски	גרמנית	немски	גרמנית	ADJ;INDF;MASC;SG	PROPN
немски	גרמנים	немски	גרמני	ADJ;INDF;MASC;SG	N;MASC;PL
немски	גרמניה	немски	גרמניה	ADJ;INDF;MASC;SG	PROPN
помощ	עזור	помощ	עזור	N;INDF;FEM;SG	PROPN
помощ	עזרי	помощ	עזר	N;INDF;FEM;SG	PROPN
вода	מיים	вода	מיים	N;INDF;FEM;SG	PROPN
вода	מים	вода	מים	N;INDF;FEM;SG	N;MASC;PL
първоначално	במקור	първоначално	במקור	ADV	
първоначално	ראשוני	първоначално	ראשוני	ADV	ADJ;MASC;SG
карл	קרל	карл	קרל	PROPN;INDF;MASC;SG	PROPN
карл	קארל	карл	קארל	PROPN;INDF;MASC;SG	PROPN
карл	קרל	карл	קרל	PROPN;INDF;MASC;SG	PROPN
карл	קארל	карл	קארל	PROPN;INDF;MASC;SG	PROPN
свят	העולם	свят	העולם	N;INDF;MASC;SG	
николай	ניקולאי	николай	ניקולאי	PROPN;INDF;MASC;SG	PROPN
николай	ניקולאי	николай	ניקולאי	PROPN;INDF;MASC;SG	PROPN
николай	ניקולאי	николай	ניקולאי	PROPN;INDF;MASC;SG	PROPN
западна	המערב	западна	המערב	ADJ;INDF;FEM;SG	PROPN
западна	ווסט	западна	וסט	ADJ;INDF;FEM;SG	PROPN
западна	מערבה	западна	מערבה	ADJ;INDF;FEM;SG	ADV
западна	מערב	западна	מערב	ADJ;INDF;FEM;SG	N;MASC;SG
западна	וסט	западна	וסט	ADJ;INDF;FEM;SG	PROPN
западна	המערבי	западна	המערבי	ADJ;INDF;FEM;SG	PROPN
западна	מערב	западна	מערב	ADJ;INDF;FEM;SG	N;MASC;SG
западна	מערבי	западна	מערבי	ADJ;INDF;FEM;SG	PROPN
стил	הסגנון	стил	הסגנון	N;INDF;MASC;SG	PROPN
стил	סטייל	стил	סטייל	N;INDF;MASC;SG	PROPN
избран	נבחר	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
избран	נבחרים	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
избран	הנבחר	избера	הנבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
избран	נבחרו	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;3;PST;MID
избран	נבחר	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
избран	נבחרים	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
избран	שנבחר	избера	שנבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
избран	נבחרו	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;3;PST;MID
избран	נבחרה	избера	נבחר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
марк	מארק	марк	מארק	PROPN;INDF;MASC;SG	PROPN
марк	סמני	марк	סמני	PROPN;INDF;MASC;SG	PROPN
марк	מארק	марк	מארק	PROPN;INDF;MASC;SG	PROPN
марк	מרק	марк	מרק	PROPN;INDF;MASC;SG	
марк	סמן	марк	סמן	PROPN;INDF;MASC;SG	
африка	אפריקה	африка	אפריקה	N;INDF;FEM;SG	PROPN
запад	המערב	запад	המערב	N;INDF;MASC;SG	PROPN
запад	ווסט	запад	וסט	N;INDF;MASC;SG	PROPN
запад	מערבה	запад	מערבה	N;INDF;MASC;SG	ADV
запад	וסט	запад	וסט	N;INDF;MASC;SG	PROPN
революционер	מהפכני	революционер	None	N;INDF;MASC;SG	ADJ
революционер	מהפכנית	революционер	מהפכן	N;INDF;MASC;SG	ADV
уебсайт	האתר	уебсайт	האתר	N;INDF;MASC;SG	
земята	הארץ	земя	הארץ	N;DEF;FEM;SG	
връзка	החיבור	връзка	החיבור	N;INDF;FEM;SG	PROPN
връзка	קישור	връзка	קישור	N;INDF;FEM;SG	
връзка	לינק	връзка	לינק	N;INDF;FEM;SG	PROPN
връзка	להתחבר	връзка	התחבר	N;INDF;FEM;SG	V;NFIN
връзка	התחבר	връзка	התחבר	N;INDF;FEM;SG	V;MASC;SG;3;PST
връзка	יחסים	връзка	יחסים	N;INDF;FEM;SG	N;MASC;PL
връзка	זוגיות	връзка	זוגית	N;INDF;FEM;SG	N;FEM;PL
роля	התפקיד	роля	התפקיד	N;INDF;FEM;SG	V;PL;1;PST;ACT
италиански	איטלקית	италиански	איטלקית	ADJ;INDF;MASC;SG	PROPN
италиански	איטלקי	италиански	איטלקי	ADJ;INDF;MASC;SG	PROPN
създава	יוצר	създавам	יצר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
създава	יוצרת	създавам	יצר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
москва	מוסקבה	москва	מוסקבה	PROPN;INDF;FEM;SG	PROPN
китай	סין	китай	סין	N;INDF;MASC;SG	PROPN
великобритания	בריטניה	великобритания	בריטניה	PROPN;INDF;FEM;SG	PROPN
свети	קדוש	свет	קדוש	N;INDF;MASC;SG	
свети	הקדוש	свет	הקדוש	N;INDF;MASC;SG	PROPN
свети	קדושה	свет	קדוש	N;INDF;MASC;SG	PROPN
свети	קדושה	свет	קדוש	N;INDF;MASC;SG	PROPN
свети	קודש	свет	קודש	N;INDF;MASC;SG	
свети	קדוש	свет	קדוש	N;INDF;MASC;SG	
свети	קדושים	свет	קדוש	N;INDF;MASC;SG	N;MASC;PL
кариера	קריירות	кариера	קריירות	N;INDF;FEM;SG	N;FEM;PL
лига	הליגה	лига	הליגה	N;INDF;FEM;SG	
лига	ליגות	лига	ליגה	N;INDF;FEM;SG	N;FEM;PL
роман	רומן	роман	רומן	N;INDF;MASC;SG	PROPN
роман	רומי	роман	רומי	N;INDF;MASC;SG	PROPN
роман	רומן	роман	רומן	N;INDF;MASC;SG	PROPN
политически	פוליטיות	политически	פוליטי	ADV	ADJ;FEM;PL
политически	פוליטי	политически	פוליטי	ADV	N;MASC;SG
америка	אמריקה	америка	אמריקה	PROPN;INDF;FEM;SG	PROPN
стадион	האצטדיון	стадион	האצטדיון	N;INDF;MASC;SG	PROPN
служба	השירות	служба	השירות	N;INDF;FEM;SG	
другите	ואחרים	друг	ואחר	ADJ;DEF;PL	PROPN
произход	המקור	произход	המקור	N;INDF;MASC;SG	
произход	שמקורם	произход	שמקורם	N;INDF;MASC;SG	PROPN
произход	המקורות	произход	המקורה	N;INDF;MASC;SG	N;FEM;PL
произход	מקורות	произход	מקור	N;INDF;MASC;SG	N;MASC;PL
точка	הפריט	точка	הפריט	N;INDF;FEM;SG	V;MASC;SG;3;PST;ACT
точка	פוינט	точка	פוינט	N;INDF;FEM;SG	PROPN
фридрих	פרידריך	фридрих	פרידריך	PROPN;INDF;MASC;SG	PROPN
фридрих	פרדריק	фридрих	פרדריק	PROPN;INDF;MASC;SG	PROPN
сърбия	סרביה	сърбия	סרביה	PROPN;INDF;FEM;SG	PROPN
академия	אקדמיה	академия	אקדמיה	N;INDF;FEM;SG	PROPN
първо	ראשון	първо	ראשון	ADV	PROPN
предимно	ברובו	предимно	ברובו	ADV	
предимно	לרוב	предимно	ררוב	ADV	
силно	רם	силно	רם	ADV	PROPN
силно	חזקים	силно	חזק	ADV	ADJ;MASC;PL
силно	חזקה	силно	חזק	ADV	ADJ;FEM;SG
силно	סטרונג	силно	סטרונג	ADV	PROPN
силно	חזק	силно	חזק	ADV	ADJ;MASC;SG
силно	חזקות	силно	חזק	ADV	ADJ;FEM;PL
силно	קשיח	силно	קשיח	ADV	
годината	שנת	година	שנה	N;DEF;FEM;SG	N;PSSD;FEM;SG
михаил	מיכאיל	михаил	מיכאיל	PROPN;INDF;MASC;SG	PROPN
всичко	הכול	всеки	הכול	PRO;NOM;NEUT;SG	
всичко	הכל	всеки	הכיל	PRO;NOM;NEUT;SG	N
всичко	כולם	всеки	None	PRO;NOM;NEUT;SG	N;MASC;PL
всичко	הכל	всеки	הכיל	PRO;NOM;NEUT;SG	N
всичко	כל	всеки	כול	PRO;NOM;NEUT;SG	DET;PSSD
