から	no	から	no	CONJ	
予定	plānotais	予定	plānot	N	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
予定	plānota	予定	plānot	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
予定	plānoto	予定	plānot	N	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
予定	plānots	予定	plānot	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
予定	plānotie	予定	plānot	N	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
予定	plānotās	予定	plānot	N	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
スター	star	スター	star	N	
経営	pārvaldība	経営	pārvaldība	V	N;NOM;FEM;SG
経営	apsaimniekošana	経営	apsaimniekošana	V	N;NOM;FEM;SG
経営	vadība	経営	vadība	V	N;NOM;FEM;SG
経営	pārvaldības	経営	pārvaldība	V	N;NOM;FEM;PL
自由	brīvība	自由	brīvība	ADJ	N;NOM;FEM;SG
自由	brīvības	自由	brīvība	ADJ	N;GEN;FEM;SG
自由	brīvība	自由	brīvība	ADJ	N;NOM;FEM;SG
自由	bezmaksas	自由	bezmaksa	ADJ	N;NOM;FEM;PL
自由	free	自由	free	ADJ	
自由	brīvības	自由	brīvība	ADJ	N;GEN;FEM;SG
運営	darbība	運営	darbība	V	N;NOM;FEM;SG
運営	operācija	運営	operācija	V	N;NOM;FEM;SG
運営	ekspluatācija	運営	ekspluatācija	V	N;NOM;FEM;SG
表示	skats	表示	skats	V	N;NOM;MASC;SG
工業	rūpnieciskais	工業	rūpniecisks	N	ADJ;NOM;MASC;SG
工業	rūpnieciskie	工業	rūpniecisks	N	ADJ;NOM;MASC;PL
工業	rūpnieciska	工業	rūpnieciska	N	ADJ;NOM;FEM;SG
外部	ārējais	外部	ārējs	N	ADJ;NOM;MASC;SG
外部	ārējs	外部	ārējs	N	ADJ;NOM;MASC;SG
外部	ārējā	外部	ārēja	N	ADJ;NOM;FEM;SG
スペシャル	īpaša	スペシャル	īpaša	N	ADJ;NOM;FEM;SG
スペシャル	īpašais	スペシャル	īpašs	N	ADJ;NOM;MASC;SG
スペシャル	īpašs	スペシャル	īpašs	N	ADJ;NOM;MASC;SG
スペシャル	īpašā	スペシャル	īpaša	N	ADJ;NOM;FEM;SG
スペシャル	īpaši	スペシャル	īpaši	N	ADV
結婚	laulība	結婚	laulība	V	N;NOM;FEM;SG
結婚	laulībā	結婚	laulība	V	N;ESS;FEM;SG
結婚	laulību	結婚	laulība	V	N;ACC;FEM;SG
結婚	laulības	結婚	laulība	V	N;NOM;FEM;PL
結婚	laulības	結婚	laulība	V	N;NOM;FEM;PL
個人	personiska	個人	personiska	N	ADJ;NOM;FEM;SG
個人	personīgie	個人	personīgs	N	ADJ;NOM;MASC;PL
個人	personīgais	個人	personīgs	N	ADJ;NOM;MASC;SG
個人	personīgā	個人	personīga	N	ADJ;NOM;FEM;SG
個人	personīga	個人	personīga	N	ADJ;NOM;FEM;SG
個人	individuāla	個人	individuāls	N	ADJ;NOM;FEM;SG
個人	individuālā	個人	individuāls	N	ADJ;NOM;FEM;SG
個人	individuāli	個人	individuāls	N	ADV
彼女	vina	彼女	vins	PRO	N;NOM;FEM;SG
その	pārējie	その	pārējs	DET	ADJ;NOM;MASC;PL
その	citi	その	cits	DET	PRO;NOM;MASC;PL
その	cits	その	cits	DET	PRO;NOM;MASC;SG
その	citādi	その	citādi	DET	ADV
その	citas	その	cita	DET	PRO;NOM;FEM;PL
その	citas	その	cita	DET	PRO;NOM;FEM;PL
その	citi	その	cits	DET	PRO;NOM;MASC;PL
その	pārējie	その	pārējs	DET	ADJ;NOM;MASC;PL
なし	nav	なす	nebūt		V;FH;IND;3;NEG;PRS;FIN;ACT
なし	neviena	なす	neviens		PRO;NOM;MASC;SG
なし	bez	なす	bez		ADP
高速	ātri	高速	ātri	ADJ	ADV
高速	strauji	高速	strauji	ADJ	ADV
高速	fast	高速	fast	ADJ	
設計	dizaina	設計	dizains	V	N;NOM;MASC;SG
設計	dizains	設計	dizains	V	N;NOM;MASC;SG
設計	projektēšana	設計	projektēšana	V	N;NOM;FEM;SG
設計	konstrukcija	設計	konstrukcija	V	N;NOM;FEM;SG
韓国	koreja	韓国	koreja	PROPN	N;NOM;FEM;SG
韓国	korejā	韓国	koreja	PROPN	N;ESS;MASC;SG
韓国	korejas	韓国	koreja	PROPN	PROPN;NOM;FEM;SG
リリース	atlaist	リリース	atlaist	N	V;POS;NFIN
リリース	atbrīvot	リリース	atbrīvot	N	V;POS;NFIN
リリース	izdala	リリース	izdalīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
ベスト	labākie	ベスト	labs	N	ADJ;NOM;CMPR;MASC;PL
ベスト	vislabāk	ベスト	labi	N	ADV;RL
ベスト	labākās	ベスト	laba	N	ADJ;NOM;CMPR;FEM;PL
ベスト	labākais	ベスト	labs	N	ADJ;NOM;CMPR;MASC;SG
成功	veiksmīga	成功	veiksmīga	V	ADJ;NOM;FEM;SG
成功	sekmīga	成功	sekmīga	V	ADJ;NOM;FEM;SG
成功	veiksmīgs	成功	veiksmīgs	V	ADJ;NOM;MASC;SG
成功	veiksmīgu	成功	veiksmīga	V	ADJ;ACC;MASC;SG
成功	veiksmīgi	成功	veiksmīgi	V	ADV
成功	veiksme	成功	veiksme	V	N;NOM;FEM;SG
成功	veiksmes	成功	veiksme	V	N;NOM;FEM;PL
成功	panākumi	成功	panākums	V	N;NOM;MASC;PL
成功	veiksmīgi	成功	veiksmīgi	V	ADV
成功	panākumus	成功	panākums	V	N;ACC;MASC;PL
成功	veiksmīga	成功	veiksmīga	V	ADJ;NOM;FEM;SG
移動	gājiens	移動	gājiens	V	N;NOM;MASC;SG
国民	nacionālais	国民	nacionāls	N	ADJ;NOM;MASC;SG
すべて	viss	すべて	viss	N	PRO;NOM;MASC;SG
すべて	visam	すべて	viss	N	PRO;DAT;MASC;SG
すべて	visu	すべて	viss	N	PRO;ACC;MASC;SG
すべて	visiem	すべて	viss	N	PRO;DAT;MASC;PL
すべて	visu	すべて	viss	N	PRO;ACC;MASC;SG
すべて	visas	すべて	visa	N	PRO;NOM;FEM;PL
すべて	visi	すべて	viss	N	PRO;NOM;MASC;PL
すべて	visa	すべて	viss	N	PRO;NOM;FEM;SG
山口	jamaguči	山口	jamagučs	PROPN	N;NOM;MASC;PL
運動	vingrinājumi	運動	vingrinājums	V	N;NOM;MASC;PL
運動	kustība	運動	kustība	V	N;NOM;FEM;SG
運動	kustību	運動	kustība	V	N;ACC;FEM;SG
発足	atklāšanā	発足	atklāšana	V	N;ESS;FEM;SG
ヨーロッパ	eiropa	ヨーロッパ	eiropa	PROPN	N;NOM;FEM;SG
ヨーロッパ	europe	ヨーロッパ	europe	PROPN	
紹介	ievešana	紹介	ievešana	V	N;NOM;FEM;SG
紹介	ieviešanu	紹介	ieviešana	V	N;ACC;FEM;SG
紹介	ievads	紹介	ievads	V	N;NOM;MASC;SG
戦闘	kaujā	戦闘	kaujā	V	N;ESS;FEM;SG
戦闘	kauja	戦闘	kauja	V	N;NOM;FEM;SG
戦闘	cīņa	戦闘	cīņa	V	N;NOM;FEM;SG
戦闘	kaujas	戦闘	kauja	V	N;NOM;FEM;PL
限定	limited	限定	limited	V	
オリジナル	oriģināls	オリジナル	oriģināls	ADJ	N;NOM;MASC;SG
オリジナル	oriģinālā	オリジナル	oriģināls	ADJ	N;ESS;MASC;SG
オリジナル	oriģināli	オリジナル	oriģināli	ADJ	N;NOM;MASC;PL
オリジナル	oriģināla	オリジナル	oriģināls	ADJ	N;NOM;MASC;SG
オリジナル	oriģināli	オリジナル	oriģināli	ADJ	N;NOM;MASC;PL
可能性	iespējamie	可能性	iespējams	N	ADJ;NOM;MASC;PL
可能性	iespējams	可能性	iespējams	N	ADJ;NOM;MASC;SG
可能性	iespējamā	可能性	iespējama	N	ADJ;NOM;FEM;SG
可能性	iespējama	可能性	iespējama	N	ADJ;NOM;FEM;SG
協力	sadarbības	協力	sadarbība	V	N;NOM;FEM;PL
協力	sadarbība	協力	sadarbība	V	N;NOM;FEM;SG
指導	norādījumi	指導	norādījums	V	N;NOM;MASC;PL
指導	vadlīnijas	指導	vadlīnija	V	N;NOM;FEM;PL
判断	spriedums	判断	spriedums	V	N;NOM;MASC;SG
判断	sprieduma	判断	spriedums	V	N;GEN;MASC;SG
判断	spriedums	判断	spriedums	V	N;NOM;MASC;SG
判断	spriedumu	判断	spriedums	V	N;ACC;MASC;SG
ネット	neto	ネット	netas	N	
ネット	net	ネット	net	N	
引退	pensijā	引退	pensija	V	N;ESS;FEM;SG
引退	pensijā	引退	pensija	V	N;ESS;FEM;SG
決勝	galīgais	決勝	galīgs	N	ADJ;NOM;MASC;SG
決勝	galīgo	決勝	galīgs	N	ADJ;ACC;MASC;SG
決勝	galīgā	決勝	galīga	N	ADJ;NOM;FEM;SG
誕生	dzimšanas	誕生	dzimšana	V	N;NOM;FEM;SG
誕生	dzemdības	誕生	dzemdība	V	N;NOM;FEM;PL
指揮	pavēlniecība	指揮	pavēlniecība	V	N;NOM;FEM;SG
指揮	komanda	指揮	komanda	V	N;NOM;FEM;SG
指揮	vadība	指揮	vadība	V	N;NOM;FEM;SG
レース	racing	レース	racingt	N	
郵便	pasts	郵便	pasts	N	
神奈川	kanagavas	神奈川	kanagava	PROPN	N;NOM;FEM;PL
岡山	okajamas	岡山	okajama	PROPN	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
埼玉	saitama	埼玉	saitama	PROPN	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
ラン	darbināt	ラン	darbināt	N	V;POS;NFIN
ラン	skrien	ラン	skriet	N	V;FH;IND;3;POS;PRS;FIN;ACT
ラン	palaist	ラン	palaist	N	V;POS;NFIN
レイ	ray	レイ	ray	N	
移転	pārvietošana	移転	pārvietošana	V	N;NOM;FEM;SG
移転	nodošana	移転	nodošana	V	N;NOM;FEM;SG
移転	nodošanas	移転	nodošana	V	N;NOM;FEM;PL
移転	pārsūtīšana	移転	pārsūtīšana	V	N;NOM;FEM;SG
移転	pārvietošana	移転	pārvietošana	V	N;NOM;FEM;SG
移転	pārcelšana	移転	pārcelšana	V	N;NOM;FEM;SG
移転	pārvietošanas	移転	pārvietošana	V	N;NOM;FEM;PL
ほぼ	teju	ほぼ	teju	ADV	
異なる	atšķirīgi	異なる	atšķirīgs	V	ADV
異なる	dažādi	異なる	dažāds	V	ADJ;NOM;MASC;PL
異なる	atšķirīgs	異なる	atšķirīgs	V	ADJ;NOM;MASC;SG
異なる	dažādas	異なる	dažāda	V	ADJ;NOM;FEM;PL
神戸	kobe	神戸	kobe	PROPN	N;NOM;MASC;SG
カー	kerr	カー	kerr	N	
関西	kansai	関西	kansa	PROPN	N;DAT;FEM;SG
ほとんど	teju	ほとんど	teju	ADV	
行動	uzvedība	行動	uzvedība	V	N;NOM;FEM;SG
行動	izturēšanās	行動	izturēšanās	V	N;NOM;FEM;SG
行動	uzvedību	行動	uzvedība	V	N;ACC;FEM;SG
行動	uzvedība	行動	uzvedība	V	N;NOM;FEM;SG
行動	izturēšanās	行動	izturēšanās	V	N;NOM;FEM;SG
行動	uzvedību	行動	uzvedība	V	N;ACC;FEM;SG
重要	svarīgi	重要	svarīgi	ADJ	ADV
九州	kjusju	九州	kjust	PROPN	N;ACC;MASC;SG
導入	ievešana	導入	ievešana	V	N;NOM;FEM;SG
導入	ieviešanu	導入	ieviešana	V	N;ACC;FEM;SG
導入	ievads	導入	ievads	V	N;NOM;MASC;SG
全体	vispārējais	全体	vispārējs	N	ADJ;NOM;MASC;SG
全体	vesels	全体	vesels	N	ADJ;NOM;MASC;SG
全体	veseli	全体	vesels	N	ADJ;NOM;MASC;PL
全体	veselas	全体	vesela	N	ADJ;NOM;FEM;PL
全体	vesela	全体	vesela	N	ADJ;NOM;FEM;SG
タイ	taizeme	タイ	taizeme	PROPN	N;NOM;FEM;SG
普通	normāli	普通	normāli	ADJ	ADV
一人	viens	一人	viens	PROPN	NUM;NOM;MASC;SG
一人	viena	一人	viena	PROPN	NUM;NOM;FEM;SG
一人	vienu	一人	viens	PROPN	NUM;ACC;MASC;SG
長野	nagano	長野	naganot	PROPN	PROPN
一方	tikmēr	一方	tikmēr	CONJ	ADV
一方	pagaidām	一方	pagaidām	CONJ	ADV
スペイン	spānija	スペイン	spānija	PROPN	PROPN;NOM;FEM;SG
発見	atklājums	発見	atklājums	V	N;NOM;MASC;SG
発見	atradums	発見	atradums	V	N;NOM;MASC;SG
発見	atklāšana	発見	atklāšana	V	N;NOM;FEM;SG
鈴木	suzuki	鈴木	suzukis	PROPN	N;NOM;FEM;SG
ローマ	romans	ローマ	romans	N	PROPN;NOM;MASC;SG
ローマ	roma	ローマ	roma	N	PROPN;NOM;FEM;SG
保護	aizsargāšana	保護	aizsargāšana	V	N;NOM;FEM;SG
保護	aizsardzība	保護	aizsardzība	V	N;NOM;FEM;SG
多数	daudziem	多数	daudzi	N	PRO;DAT;MASC;PL
多数	daudz	多数	daudz	N	ADV
多数	daudzi	多数	daudzi	N	PRO;NOM;MASC;PL
多数	daudzus	多数	daudzi	N	PRO;ACC;MASC;PL
多数	daudzas	多数	daudzas	N	PRO;NOM;FEM;PL
反対	pret	反対	pret		ADP
反対	pretējā	反対	pretēja		ADJ;NOM;FEM;SG
反対	pretēja	反対	pretēja		ADJ;NOM;FEM;SG
反対	pretim	反対	pretim		ADV
きく	ets	きく	ets		PROPN
ベース	bass	ベース	bass	N	PROPN;NOM;MASC;SG
男性	vecīt	男性	vecīt	N	INTJ
以来	kopš	以来	kopš	N	ADP
福島	fukušimas	福島	fukušima	PROPN	N;NOM;FEM;PL
オープン	atklāts	オープン	atklāt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
オープン	atvērts	オープン	atvērts	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
オープン	atvērta	オープン	atvērt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
オープン	atvērt	オープン	atvērt	N	V;POS;NFIN
兵庫	hjogo	兵庫	hjogs	PROPN	
人気	populāra	人気	populāra	N	ADJ;NOM;FEM;SG
人気	populārs	人気	populārs	N	ADJ;NOM;MASC;SG
評価	reitingu	評価	reitings	V	N;ACC;MASC;SG
評価	novērtējums	評価	novērtējums	V	N;NOM;MASC;SG
評価	vērtējums	評価	vērtējums	V	N;NOM;MASC;SG
評価	reitings	評価	reitings	V	N;NOM;MASC;SG
評価	reitingiem	評価	reitings	V	N;DAT;MASC;PL
評価	reitingi	評価	reitings	V	N;NOM;MASC;PL
評価	vērtēšana	評価	vērtēšana	V	N;NOM;FEM;SG
評価	izvērtēšana	評価	izvērtēšana	V	N;NOM;FEM;SG
評価	novērtējums	評価	novērtējums	V	N;NOM;MASC;SG
評価	izvērtējums	評価	izvērtējums	V	N;NOM;MASC;SG
評価	novērtēšana	評価	novērtēšana	V	N;NOM;FEM;SG
評価	likme	評価	likme	V	N;NOM;FEM;SG
評価	vērtējums	評価	vērtējums	V	N;NOM;MASC;SG
評価	novērtējums	評価	novērtējums	V	N;NOM;MASC;SG
評価	novērtēšana	評価	novērtēšana	V	N;NOM;FEM;SG
評価	izvērtējums	評価	izvērtējums	V	N;NOM;MASC;SG
説明	paskaidrojums	説明	paskaidrojums	V	N;NOM;MASC;SG
説明	izskaidrojums	説明	izskaidrojums	V	N;NOM;MASC;SG
説明	skaidrojums	説明	skaidrojums	V	N;NOM;MASC;SG
説明	apraksts	説明	apraksts	V	N;NOM;MASC;SG
装備	iekārtas	装備	iekārta	V	N;NOM;FEM;PL
装備	inventārs	装備	inventārs	V	N;NOM;MASC;SG
装備	aprīkojums	装備	aprīkojums	V	N;NOM;MASC;SG
装備	iekārta	装備	iekārta	V	N;NOM;FEM;SG
投票	balsošana	投票	balsošana	V	N;NOM;FEM;SG
投票	balsojums	投票	balsojums	V	N;NOM;MASC;SG
投票	balsošanas	投票	balsošana	V	N;NOM;FEM;SG
投票	balsošana	投票	balsošana	V	N;NOM;FEM;SG
投票	balsojums	投票	balsojums	V	N;NOM;MASC;SG
雑誌	magazine	雑誌	magazine	N	
熊本	kumamoto	熊本	kumamot	PROPN	
グランド	grand	グランド	grand	PROPN	
専用	veltīta	専用	veltīt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
専用	veltīts	専用	veltīt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
登録	reģistrā	登録	reģistrs	V	N;ESS;MASC;SG
登録	reģistrs	登録	reģistrs	V	N;NOM;MASC;SG
登録	reģistrēšana	登録	reģistrēšana	V	N;NOM;FEM;SG
登録	reģistrēšanās	登録	reģistrēšanās	V	N;NOM;FEM;SG
登録	reģistrācija	登録	reģistrācija	V	N;NOM;FEM;SG
佐藤	sato	佐藤	satīt	PROPN	N
田中	tanaka	田中	tana	PROPN	PROPN;NOM;FEM;SG
沖縄	okinavas	沖縄	okinava	PROPN	N;NOM;FEM;PL
ゲスト	viesis	ゲスト	viesis	PROPN	N;NOM;MASC;SG
ゲスト	viesu	ゲスト	viesis	PROPN	N;GEN;MASC;PL
ゲスト	viesi	ゲスト	viesis	PROPN	N;NOM;MASC;PL
ゲスト	viesiem	ゲスト	viesis	PROPN	N;DAT;MASC;PL
整備	uzturēšanas	整備	uzturēšana	V	N;NOM;FEM;PL
整備	uzturēšana	整備	uzturēšana	V	N;NOM;FEM;SG
整備	apkope	整備	apkope	V	N;NOM;FEM;SG
主張	apgalvojums	主張	apgalvojums	V	N;NOM;MASC;SG
主張	prasība	主張	prasība	V	N;NOM;FEM;SG
主張	apgalvojums	主張	apgalvojums	V	N;NOM;MASC;SG
ロック	slēgt	ロック	slēgt	N	V;POS;NFIN
ロック	lock	ロック	lock	N	
ロック	rock	ロック	rock	N	
分類	kategoriju	分類	kategorija	V	N;ACC;FEM;SG
分類	kategorija	分類	kategorija	V	N;NOM;FEM;SG
分類	kategorijā	分類	kategorija	V	N;ESS;FEM;SG
分類	klasifikācijas	分類	klasifikācija	V	N;NOM;FEM;PL
分類	kategorijās	分類	kategorija	V	N;ESS;FEM;PL
分類	kategorijām	分類	kategorija	V	N;DAT;FEM;PL
分類	kategorijas	分類	kategorija	V	N;NOM;FEM;PL
分類	klasifikācija	分類	klasifikācija	V	N;NOM;FEM;SG
中村	nakamura	中村	nakamurs	PROPN	PROPN;NOM;MASC;SG
表現	pārstāvību	表現	pārstāvība	V	N;ACC;FEM;SG
表現	pārstāvniecība	表現	pārstāvniecība	V	N;NOM;FEM;SG
表現	pārstāvība	表現	pārstāvība	V	N;NOM;FEM;SG
表現	atveidojums	表現	atveidojums	V	N;NOM;MASC;SG
表現	izteiksme	表現	izteiksme	V	N;NOM;FEM;SG
表現	izpausme	表現	izpausme	V	N;NOM;FEM;SG
表現	pārstāvniecības	表現	pārstāvniecība	V	N;NOM;FEM;PL
仙台	sendai	仙台	senda	PROPN	
新しい	jaunums	新しい	jaunums	ADJ	N;NOM;MASC;SG
同意	piekrišanas	同意	piekrišana	V	N;NOM;FEM;PL
同意	piekrišana	同意	piekrišana	V	N;NOM;FEM;SG
平均	vidējais	平均	vidējs	N	ADJ;NOM;MASC;SG
平均	vidēji	平均	vidēji	N	ADV
平均	vidējā	平均	vidējs	N	ADJ;NOM;FEM;SG
平均	vidējais	平均	vidējs	N	ADJ;NOM;MASC;SG
事実	fakti	事実	fakts	ADV	N;NOM;MASC;PL
事実	faktus	事実	fakts	ADV	N;ACC;MASC;PL
事実	fakts	事実	fakts	ADV	N;NOM;MASC;SG
店舗	glabāt	店舗	glabāt	N	V;POS;NFIN
店舗	uzglabāt	店舗	uzglabāt	N	V;POS;NFIN
芸術	art	芸術	art	N	
複数	vairāku	複数	vairākas	N	PRO;ACC;MASC;SG
複数	vairāki	複数	vairāki	N	PRO;NOM;MASC;PL
複数	daudzskaitlī	複数	daudzskaitlis	N	
取得	apgalvojums	取得	apgalvojums	V	N;NOM;MASC;SG
取得	prasība	取得	prasība	V	N;NOM;FEM;SG
秋田	akita	秋田	akits	PROPN	PROPN;NOM;FEM;SG
上記	virs	上記	virs	N	ADP
上記	augstāk	上記	augsti	N	ADV;CMPR
トップ	top	トップ	tapt	N	V;FH;IND;3;POS;PRS;FIN;ACT
トップ	augšējā	トップ	augšēja	N	ADJ;NOM;FEM;SG
トップ	augšējais	トップ	augšējs	N	ADJ;NOM;MASC;SG
付近	tuvu	付近	tuvu	N	ADV
付近	netālu	付近	netālu	N	ADV
リン	fosforu	リン	fosfors	PROPN	N;ACC;MASC;SG
リン	fosfora	リン	fosfora	PROPN	N;NOM;FEM;SG
リン	fosfors	リン	fosfors	PROPN	N;NOM;MASC;SG
輸送	transportēšana	輸送	transportēšana	V	N;NOM;FEM;SG
輸送	transports	輸送	transports	V	N;NOM;MASC;SG
輸送	pārvadāšana	輸送	pārvadāšana	V	N;NOM;FEM;SG
輸送	pārvadājumi	輸送	pārvadājums	V	N;NOM;MASC;PL
輸送	transports	輸送	transports	V	N;NOM;MASC;SG
輸送	transportēšana	輸送	transportēšana	V	N;NOM;FEM;SG
輸送	pārvadāšana	輸送	pārvadāšana	V	N;NOM;FEM;SG
岐阜	gifu	岐阜	gifs	PROPN	N;ACC;MASC;SG
長崎	nagasaki	長崎	nagasaks	PROPN	N;NOM;MASC;PL
メイン	galvenais	メイン	galvenais	N	ADJ;NOM;MASC;SG
メイン	galvenās	メイン	galvenā	N	ADJ;NOM;FEM;PL
メイン	galvenā	メイン	galvenā	N	ADJ;NOM;FEM;SG
メイン	primārās	メイン	primāra	N	ADJ;NOM;FEM;PL
メイン	primāra	メイン	primārs	N	ADJ;NOM;FEM;SG
メイン	primārie	メイン	primārs	N	ADJ;NOM;MASC;PL
メイン	primārā	メイン	primārs	N	ADJ;NOM;FEM;SG
メイン	primārais	メイン	primārs	N	ADJ;NOM;MASC;SG
ロード	ielādēt	ロード	ielādēt	N	V;POS;NFIN
札幌	saporo	札幌	saporot	PROPN	PROPN
美術	art	美術	art	N	
ツアー	tour	ツアー	tour	N	
スタジオ	studio	スタジオ	studio	N	
松本	macumoto	松本	macumot	PROPN	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
同じく	tāpat	同じく	tāpat	CONJ	ADV
自然	dabas	自然	daba	ADJ	N;NOM;FEM;PL
自然	dabīgi	自然	dabīgs	ADJ	ADV
自然	daba	自然	daba	ADJ	N;NOM;FEM;SG
自然	raksturs	自然	raksturs	ADJ	N;NOM;MASC;SG
自然	dabu	自然	daba	ADJ	N;ACC;FEM;SG
鹿児島	kagosimas	鹿児島	kagosima	PROPN	N;NOM;FEM;PL
変化	maiņa	変化	maiņa	V	N;NOM;FEM;SG
変化	izmaiņas	変化	izmaiņa	V	N;NOM;FEM;PL
変化	pārmaiņas	変化	pārmaiņa	V	N;NOM;FEM;PL
パリ	paris	パリ	paris	PROPN	
パリ	parīzē	パリ	parīze	PROPN	N;ESS;FEM;SG
パリ	parīze	パリ	parīze	PROPN	PROPN;NOM;FEM;SG
パリ	parīzes	パリ	parīze	PROPN	N;NOM;FEM;PL
南部	nambu	南部	namba	N	
経験	pieredze	経験	pieredze	V	N;NOM;FEM;SG
経験	pieredzes	経験	pieredze	V	N;NOM;FEM;PL
延長	pagarinājumu	延長	pagarinājums	V	N;ACC;MASC;SG
延長	pagarināšana	延長	pagarināšana	V	N;NOM;FEM;SG
延長	paplašināšana	延長	paplašināšana	V	N;NOM;FEM;SG
延長	paplašinājums	延長	paplašinājums	V	N;NOM;MASC;SG
延長	pagarinājums	延長	pagarinājums	V	N;NOM;MASC;SG
条件	nosacīts	条件	nosacīt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
伝説	leģendāro	伝説	leģendārs	N	ADJ;ACC;MASC;SG
ロンドン	londona	ロンドン	londons	PROPN	N;NOM;FEM;SG
ロンドン	londonā	ロンドン	londons	PROPN	N;ESS;MASC;SG
ロンドン	london	ロンドン	london	PROPN	
本部	mītnes	本部	mītne	PROPN	N;NOM;FEM;PL
本部	mītne	本部	mītne	PROPN	N;NOM;FEM;SG
フリー	bezmaksas	フリー	bezmaksa	PROPN	N;NOM;FEM;PL
フリー	brīva	フリー	brīva	PROPN	ADJ;NOM;FEM;SG
フリー	free	フリー	free	PROPN	
フリー	brīvs	フリー	brīvs	PROPN	ADJ;NOM;MASC;SG
競走	racing	競走	racingt	N	
デジタル	ciparu	デジタル	cipars	ADJ	N;ACC;MASC;SG
台湾	taivāna	台湾	taivāna	PROPN	PROPN;NOM;FEM;SG
台湾	taivānas	台湾	taivāna	PROPN	PROPN;NOM;FEM;PL
インド	indija	インド	indija	PROPN	PROPN;NOM;FEM;SG
インド	indijā	インド	indija	PROPN	PROPN;ESS;FEM;SG
インド	indijas	インド	indija	PROPN	PROPN;NOM;FEM;PL
吉田	jošida	吉田	jošids	PROPN	N;NOM;FEM;SG
提案	ieteikumi	提案	ieteikums	V	N;NOM;MASC;PL
提案	ierosinājumi	提案	ierosinājums	V	N;NOM;MASC;PL
提案	priekšlikumi	提案	priekšlikums	V	N;NOM;MASC;PL
提案	ieteikums	提案	ieteikums	V	N;NOM;MASC;SG
提案	ierosinājums	提案	ierosinājums	V	N;NOM;MASC;SG
提案	priekšlikums	提案	priekšlikums	V	N;NOM;MASC;SG
シティ	pilsēta	シティ	pilsēta	PROPN	N;NOM;FEM;SG
ミュージック	music	ミュージック	musicēt	N	
予選	kvalificētu	予選	kvalificēt	N	V;PFV;ACC;MASC;SG;PST;V.PTCP
解説	komentārs	解説	komentārs	V	N;NOM;MASC;SG
解説	paskaidrojums	解説	paskaidrojums	V	N;NOM;MASC;SG
解説	izskaidrojums	解説	izskaidrojums	V	N;NOM;MASC;SG
解説	skaidrojums	解説	skaidrojums	V	N;NOM;MASC;SG
解説	paskaidrojumi	解説	paskaidrojums	V	N;NOM;MASC;PL
解説	skaidrojumi	解説	skaidrojums	V	N;NOM;MASC;PL
解説	apraksts	解説	apraksts	V	N;NOM;MASC;SG
レギュラー	regulārā	レギュラー	regulāra	N	ADJ;NOM;FEM;SG
レギュラー	regulārs	レギュラー	regulārs	N	ADJ;NOM;MASC;SG
レギュラー	regulāras	レギュラー	regulāra	N	ADJ;NOM;FEM;PL
レギュラー	regulāri	レギュラー	regulāri	N	ADV
レギュラー	regulāra	レギュラー	regulāra	N	ADJ;NOM;FEM;SG
太郎	taro	太郎	tarot	PROPN	N
改正	grozījumi	改正	grozījums	V	N;NOM;MASC;PL
改正	pārskatīšanu	改正	pārskatīšana	V	N;ACC;FEM;SG
改正	pārskatīšana	改正	pārskatīšana	V	N;NOM;FEM;SG
徒歩	staigāt	徒歩	staigāt	N	V;POS;NFIN
徒歩	iet	徒歩	iet	N	V;POS;FIN
徒歩	staigā	徒歩	staiga	N	V;IMP;2;POS;PRS;FIN;ACT
更新	atjauninājums	更新	atjauninājums	V	N;NOM;MASC;SG
更新	update	更新	update	V	N;NOM;FEM;SG
更新	atjaunināšana	更新	atjaunināšana	V	N;NOM;FEM;SG
更新	atjauninājumus	更新	atjauninājums	V	N;ACC;MASC;PL
更新	atjauninājumi	更新	atjauninājums	V	N;NOM;MASC;PL
配信	piegāde	配信	piegāde	V	N;NOM;FEM;SG
配信	piegādes	配信	piegāde	V	N;NOM;FEM;PL
配信	pārraide	配信	pārraide	V	N;NOM;FEM;SG
配信	raidījums	配信	raidījums	V	N;NOM;MASC;SG
配信	raidījumu	配信	raidījums	V	N;ACC;MASC;SG
配信	apraides	配信	apraide	V	N;NOM;FEM;PL
配信	apraide	配信	apraide	V	N;NOM;FEM;SG
メディア	media	メディア	media	N	
メディア	vidēja	メディア	vidējs	N	ADJ;NOM;FEM;SG
