של	shel	של	shel	PART;GEN	N;MASC;SG
אי	ilha	אי	ilha	ADV	N;FEM;SG
אי	ilhas	אי	ilha	ADV	N;FEM;PL
ילדים	kids	ילד	kids	N;MASC;PL	N;MASC;SG
שלושה	three	שלושה	three	NUM;MASC;SG	N;MASC;SG
הגיע	chegaram	הגיע	chegar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
הגיע	cheguei	הגיע	chegar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
הגיע	vieram	הגיע	vir	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
אירופה	europa	אירופה	europa	PROPN	N;FEM;SG
אירופה	europa	אירופה	europa	PROPN	N;FEM;SG
אירופה	europeu	אירופה	europeu	PROPN	N;MASC;SG
אירופה	europeia	אירופה	europeu	PROPN	N;FEM;SG
אירופה	europeias	אירופה	europeia	PROPN	N;FEM;PL
המלך	king	המלך	king		N;MASC;SG
המלך	rei	המלך	rei		N;MASC;SG
מיליון	milhões	מיליון	milhão	NUM;MASC;SG	N;MASC;PL
מיליון	milhão	מיליון	milhão	NUM;MASC;SG	N;MASC;SG
יצחק	isaac	יצחק	isaac	PROPN	N;MASC;SG
יצחק	yitzhak	יצחק	yitzhak	PROPN	N;MASC;SG
יצחק	itzhak	יצחק	itzhak	PROPN	N;MASC;SG
האלבום	álbum	האלבום	álbum	PROPN	N;MASC;SG
האלבום	album	האלבום	album	PROPN	N;MASC;SG
האלבום	álbuns	האלבום	álbum	PROPN	N;MASC;PL
יוסף	joseph	יוסף	joseph	PROPN	N;MASC;SG
יוסף	josé	יוסף	josé	PROPN	N;MASC;SG
יוסף	yosef	יוסף	yosef	PROPN	N;MASC;SG
כוח	forças	כוח	força	N;MASC;SG	N;FEM;PL
כוח	forçar	כוח	forçar	N;MASC;SG	V;NFIN
נפטר	defunto	נפטר	defunto	V;MASC;SG;3;PST;MID	N;MASC;SG
נפטר	falecida	נפטר	falecer	V;MASC;SG;3;PST;MID	N;FEM;SG
נפטר	falecidos	נפטר	falecer	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
הלהקה	band	הלהקה	band	PROPN	N;MASC;SG
הלהקה	banda	הלהקה	banda	PROPN	N;FEM;SG
תוכנית	programar	תוכנית	programar	N;FEM;SG	V;NFIN
תוכנית	planejar	תוכנית	planejar	N;FEM;SG	V;NFIN
בתי	filha	בית	filha	PROPN	N;FEM;SG
נראה	parece	נראה	parecer	V;MASC;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
נראה	looks	נראה	looko	V;MASC;SG;V.PTCP;MID	N;MASC;PL
נראה	olhares	נראה	olhar	V;MASC;SG;V.PTCP;MID	N;MASC;PL
וב	webb	וב	webb		N;MASC;SG
פעם	once	פעם	once	ADV	N;MASC;SG
משתמש	usuários	השתמש	usuário	V;MASC;SG;V.PTCP	N;MASC;PL
משתמש	utilizador	השתמש	utilizador	V;MASC;SG;V.PTCP	N;MASC;SG
משתמש	usuário	השתמש	usuário	V;MASC;SG;V.PTCP	N;MASC;SG
קיבל	receberam	קיבל	receber	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
קיבל	recebidos	קיבל	receber	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
קיבל	recebidas	קיבל	receber	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
קיבל	aceitos	קיבל	aceito	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
קיבל	aceites	קיבל	aceite	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
קיבל	aceite	קיבל	aceitar	V;MASC;SG;3;PST;ACT	INTJ
קיבל	aceita	קיבל	aceitar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
עקב	talon	None	talon	CONJ	N;MASC;SG
עקב	garra	None	garra	CONJ	N;FEM;SG
עקב	devido	None	devido	CONJ	ADV
עקב	devida	None	devida	CONJ	V;FEM;SG;V.PTCP
עקב	devidas	None	devida	CONJ	V;FEM;PL;V.PTCP
עקב	calcanhar	None	calcanhar	CONJ	N;MASC;SG
מונה	monet	מנה	monet		N;MASC;SG
מונה	mona	מנה	mona		N;FEM;SG
האימפריה	empire	האימפריה	empire	PROPN	N;MASC;SG
האימפריה	império	האימפריה	império	PROPN	N;MASC;SG
מים	agua	מים	agua	N;MASC;PL	N;FEM;SG
מים	água	מים	água	N;MASC;PL	N;FEM;SG
כוחות	powers	כוח	power	N;MASC;PL	N;MASC;SG
כוחות	forces	כוח	force	N;MASC;PL	N;MASC;SG
ניו	neo	ניו	neo	PROPN	N;MASC;SG
נכון	direito	נכון	direito	ADJ;MASC;SG	N;MASC;SG
נכון	direita	נכון	direita	ADJ;MASC;SG	N;FEM;SG
נכון	true	נכון	true	ADJ;MASC;SG	N;MASC;SG
נכון	verdade	נכון	verdade	ADJ;MASC;SG	N;FEM;SG
החלה	começaram	החל	começar	V;FEM;SG;3;PST;ACT	V;IND;PL;3;FIN
חוק	leis	חוק	lei	N;MASC;SG	N;FEM;PL
חיפה	haifa	חיפה	haifa	PROPN	N;MASC;SG
העונה	temporada	העונה	temporada	ADV	N;FEM;SG
העונה	época	העונה	época	ADV	N;FEM;SG
יעקב	jacob	יעקב	jacob	PROPN	N;MASC;SG
יעקב	jacó	יעקב	jacó	PROPN	N;MASC;SG
יעקב	jakob	יעקב	jakob	PROPN	N;MASC;SG
יעקב	yakov	יעקב	yakov	PROPN	N;MASC;SG
יעקב	yaakov	יעקב	yaakov	PROPN	N;MASC;SG
אינה	ina	אינו	ina	V;FEM;SG;3;NEG;V.PTCP	N;MASC;SG
אינה	inna	אינו	inno	V;FEM;SG;3;NEG;V.PTCP	N;MASC;SG
הבית	home	הבית	home	ADV	N;MASC;SG
הבית	casa	הבית	casa	ADV	N;FEM;SG
הבית	lar	הבית	lar	ADV	N;MASC;SG
הבית	casa	הבית	casa	ADV	N;FEM;SG
תודה	obg	תודה	obg	PROPN	N;MASC;SG
תודה	obrigado	תודה	obrigar	PROPN	V;MASC;SG;V.PTCP
תודה	obrigada	תודה	obrigar	PROPN	V;FEM;SG;V.PTCP
תודה	valeu	תודה	valer	PROPN	V;IND;SG;3;PST;FIN
לב	heart	לב	heart	PROPN	N;MASC;SG
לב	coração	לב	coração	PROPN	N;MASC;SG
לב	lev	לב	lev	PROPN	PROPN;MASC;SG
שלוש	three	שלוש	three	NUM;FEM;SG	N;MASC;SG
שלום	shalom	שלום	shalom	PROPN	N;MASC;SG
שלום	paz	שלום	paz	PROPN	N;FEM;SG
שלום	olá	שלום	olá	PROPN	ADV
שלום	alô	שלום	alô	PROPN	N;MASC;SG
שלום	hello	שלום	hello	PROPN	N;FEM;SG
המשחק	game	המשחק	game	PROPN	N;MASC;SG
המשחק	jogo	המשחק	jogo	PROPN	N;MASC;SG
האי	ilha	האי	ilha		N;FEM;SG
האי	ilhas	האי	ilha		N;FEM;PL
האי	hai	האי	hai		N;MASC;SG
סרט	filmes	סרט	filme	N;MASC;SG	N;MASC;PL
סרט	películas	סרט	película	N;MASC;SG	N;FEM;PL
בגלל	porque	בגלל	porque	ADP	CONJ
בגלל	pq	בגלל	pq	ADP	
המפלגה	partido	המפלג	partido	PROPN	N;MASC;SG
המפלגה	party	המפלג	party	PROPN	N;MASC;SG
המפלגה	festa	המפלג	festa	PROPN	N;FEM;SG
בעבר	anteriormente	בעבר	anteriormente		ADV
האחרון	último	האחרון	último	PROPN	ADJ;MASC;SG
האחרון	últimas	האחרון	último	PROPN	ADJ;FEM;PL
האחרון	last	האחרון	last	PROPN	N;MASC;SG
האחרון	últimos	האחרון	último	PROPN	ADJ;MASC;PL
האחרון	última	האחרון	último	PROPN	ADJ;FEM;SG
האתר	website	האתר	websitir		N;MASC;SG
האתר	site	האתר	site		N;MASC;SG
קצר	short	קצר	short	ADJ;MASC;SG	N;MASC;SG
קצר	curtas	קצר	curto	ADJ;MASC;SG	ADJ;FEM;PL
קצר	breves	קצר	breve	ADJ;MASC;SG	N;MASC;PL
קצר	breve	קצר	breve	ADJ;MASC;SG	N;MASC;SG
בהמשך	abaixo	בהמשך	abaixo		ADV
בר	barra	בר	barra		N;FEM;SG
בר	bar	בר	bar		N;MASC;SG
צבא	militares	צבא	militar	N;MASC;SG	N;MASC;PL
החיים	vida	החיים	vida	ADV	N;FEM;SG
החיים	life	החיים	life	ADV	N;MASC;SG
צה	eet	צה	eet		N;MASC;SG
צה	tse	צה	tse		N;MASC;SG
משחק	jogar	משחק	jogar	N;MASC;SG	V;NFIN
משחק	tocando	משחק	tocar	N;MASC;SG	V;V.MSDR
משחק	jogando	משחק	jogar	N;MASC;SG	V;V.MSDR
משחק	brincando	משחק	brincar	N;MASC;SG	V;V.MSDR
משחק	deliberando	משחק	deliberar	N;MASC;SG	V;V.MSDR
משחק	atuando	משחק	atuar	N;MASC;SG	V;V.MSDR
ראשי	head	ראש	head	N;PSSD;MASC;PL	N;MASC;SG
ראשי	cabeça	ראש	cabeça	N;PSSD;MASC;PL	N;FEM;SG
ראשי	chief	ראש	chief	N;PSSD;MASC;PL	N;MASC;SG
ראשי	chefe	ראש	chefe	N;PSSD;MASC;PL	N;MASC;SG
ראשי	alcaide	ראש	alcaide	N;PSSD;MASC;PL	N;MASC;SG
ראשי	primária	ראש	primária	N;PSSD;MASC;PL	N;FEM;SG
ראשי	primário	ראש	primário	N;PSSD;MASC;PL	N;MASC;SG
הזמן	hora	הזמן	hora		N;FEM;SG
הזמן	horário	הזמן	horário		N;MASC;SG
הזמן	tempo	הזמן	tempo		N;MASC;SG
הזמן	time	הזמן	time		N;MASC;SG
אברהם	abraham	אברהם	abrahar	PROPN	N;MASC;SG
אברהם	abraão	אברהם	abraão	PROPN	N;MASC;SG
אברהם	avraham	אברהם	avrahar	PROPN	N;MASC;PL
נבחר	escolhidos	נבחר	escolher	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נבחר	selecionadas	נבחר	selecionar	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
נבחר	selecionados	נבחר	selecionar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
מדי	maddie	מדי	maddie	ADV	N;FEM;SG
לרוב	principalmente	ררוב	principalmente		ADV
פעילות	atividades	פעילות	atividade	N;FEM;SG	N;FEM;PL
שטח	terrenos	שטח	terreno	N;MASC;SG	N;MASC;PL
מאוחר	atrasada	מאוחר	atrasar	ADV	V;FEM;SG;V.PTCP
מאוחר	tardia	מאוחר	tardio	ADV	N;FEM;SG
מאוחר	atrasados	מאוחר	atrasar	ADV	V;MASC;PL;V.PTCP
מאוחר	atrasado	מאוחר	atrasar	ADV	V;MASC;SG;V.PTCP
דף	pagina	דף	pagina		N;FEM;SG
דף	página	דף	página		N;FEM;SG
דף	page	דף	pagar		N;MASC;SG
דף	def	דף	def		N;MASC;SG
קולנוע	filmes	קולנוע	filme	N;MASC;SG	N;MASC;PL
פני	centavo	פנים	centar	N;PL	N;MASC;SG
פני	penny	פנים	penny	N;PL	N;FEM;SG
פני	tostão	פנים	tostão	N;PL	N;MASC;SG
פני	cêntimo	פנים	cêntimo	N;PL	N;MASC;SG
קודם	primeira	קודם	primeiro	ADV	ADJ;FEM;SG
קודם	primeiros	קודם	primeiro	ADV	ADJ;MASC;PL
לצד	lateral	לצד	lateral	ADP	N;MASC;SG
לצד	lado	לצד	lado	ADP	N;MASC;SG
לצד	side	לצד	side	ADP	N;MASC;SG
בגיל	envelheceu	בגיל	envelhecer		V;IND;SG;3;PST;FIN
בגיל	envelhecido	בגיל	envelhecido		V;MASC;SG;V.PTCP
בגיל	envelhecida	בגיל	envelhecer		V;FEM;SG;V.PTCP
ידוע	conhecida	ידוע	conhecido	N;MASC;SG	ADJ;FEM;SG
ידוע	conhecido	ידוע	conhecido	N;MASC;SG	ADJ;MASC;SG
ידוע	conhecidas	ידוע	conhecido	N;MASC;SG	ADJ;FEM;PL
ידוע	conhecidos	ידוע	conhecido	N;MASC;SG	ADJ;MASC;PL
קטן	small	קטן	small	ADJ;MASC;SG	N;MASC;SG
קטן	pequenos	קטן	pequeno	ADJ;MASC;SG	ADJ;MASC;PL
קטן	pequenas	קטן	pequeno	ADJ;MASC;SG	ADJ;FEM;PL
קטן	pouco	קטן	pouco	ADJ;MASC;SG	ADV
קטן	little	קטן	little	ADJ;MASC;SG	N;MASC;SG
למד	aprendi	למד	aprender	V;MASC;SG;3;PST	V;IND;SG;1;PST;FIN
למד	aprenderam	למד	aprender	V;MASC;SG;3;PST	V;IND;PL;3;FIN
למד	estudados	למד	estudar	V;MASC;SG;3;PST	V;MASC;PL;V.PTCP
למד	aprenda	למד	aprender	V;MASC;SG;3;PST	V;SBJV;SG;3;PRS;FIN
למד	aprende	למד	aprender	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
ברית	aliados	ברית	aliado	N;FEM;SG	V;MASC;PL;V.PTCP
היהודי	judeu	היהודי	judeu	PROPN	N;MASC;SG
תשע	nine	תשע	nine	NUM;FEM;SG	N;MASC;SG
ישראלי	israelense	ישראלי	israelense	N;MASC;SG	ADJ;MASC;SG
ישראלי	israelenses	ישראלי	israelense	N;MASC;SG	N;MASC;PL
ישראלי	israelitas	ישראלי	israelita	N;MASC;SG	N;MASC;PL
שיחק	jogado	שיחק	jogar	PROPN	V;MASC;SG;V.PTCP
שיחק	jogou	שיחק	jogar	PROPN	V;IND;SG;3;PST;FIN
שיחק	tocou	שיחק	tocar	PROPN	V;IND;SG;3;PST;FIN
שיחק	joguei	שיחק	joguar	PROPN	V;IND;SG;1;PST;FIN
שיחק	jogaram	שיחק	jogar	PROPN	V;IND;PL;3;FIN
מעבר	transição	מעבר	transição		N;FEM;SG
מעבר	beyond	מעבר	beyond		N;MASC;SG
מעבר	além	מעבר	além		ADV
מעבר	passagem	מעבר	passagem		N;FEM;SG
זהב	dourada	זהב	dourar	N;MASC;SG	V;FEM;SG;V.PTCP
זהב	dourados	זהב	dourar	N;MASC;SG	V;MASC;PL;V.PTCP
זהב	dourado	זהב	dourar	N;MASC;SG	V;MASC;SG;V.PTCP
זהב	dourado	זהב	dourar	N;MASC;SG	V;MASC;SG;V.PTCP
מדינה	pais	מדינה	pai	N;FEM;SG	N;MASC;PL
מדינה	estaduais	מדינה	estadual	N;FEM;SG	N;MASC;PL
מדינה	estadual	מדינה	estadual	N;FEM;SG	ADJ;MASC;SG
ארגון	organizando	ארגון	organizar	N;MASC;SG	V;V.MSDR
ארגון	organizar	ארגון	organizar	N;MASC;SG	V;NFIN
שונה	shauna	שונה	shauna		N;FEM;SG
שונה	diferente	שונה	diferente		ADJ;MASC;SG
שונה	diferentes	שונה	diferente		ADJ;MASC;PL
שונה	modificada	שונה	modificar		V;FEM;SG;V.PTCP
שונה	alterado	שונה	alterar		V;MASC;SG;V.PTCP
שונה	modificados	שונה	modificar		V;MASC;PL;V.PTCP
שונה	modificado	שונה	modificar		V;MASC;SG;V.PTCP
גדולה	large	גדול	large	ADJ;FEM;SG	N;MASC;SG
גדולה	grandes	גדול	grande	ADJ;FEM;SG	N;MASC;PL
גדולה	big	גדול	big	ADJ;FEM;SG	N;MASC;SG
גדולה	grandes	גדול	grande	ADJ;FEM;SG	N;MASC;PL
גדולה	grandeza	גדול	grandeza	ADJ;FEM;SG	N;FEM;SG
גדולה	grandiosidade	גדול	grandiosidade	ADJ;FEM;SG	N;FEM;SG
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	hard	קשה	hard	ADV	N;MASC;SG
קשה	difícil	קשה	difícil	ADV	ADJ;MASC;SG
קשה	dura	קשה	durar	ADV	V;IND;SG;3;PRS;FIN
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	durão	קשה	durão	ADV	N;MASC;SG
קשה	difícil	קשה	difícil	ADV	ADJ;MASC;SG
קשה	dificil	קשה	dificil	ADV	ADJ;MASC;SG
קשה	difíceis	קשה	difícil	ADV	ADJ;MASC;PL
קשה	difícil	קשה	difícil	ADV	ADJ;MASC;SG
אור	light	אור	light		N;MASC;SG
אור	luz	אור	luz		N;FEM;SG
אור	leve	אור	levar		V;SBJV;SG;3;PRS;FIN
צבי	zvi	צבי	zvi	PROPN	N;MASC;SG
צבי	veados	צבי	veado	PROPN	N;MASC;PL
צבי	veado	צבי	veado	PROPN	N;MASC;SG
צבי	cervo	צבי	cervo	PROPN	N;MASC;SG
צבי	gazela	צבי	gazela	PROPN	N;FEM;SG
לדוגמה	exemplo	לדוגמה	exemplo	PROPN	N;MASC;SG
בעברית	hebraico	בעברית	hebraico		N;MASC;SG
בעברית	hebraica	בעברית	hebraica		N;FEM;SG
בעברית	hebreu	בעברית	hebreu		N;MASC;SG
בעברית	hebreus	בעברית	hebreu		N;MASC;PL
קיים	existiam	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;IPFV;FIN
קיים	existia	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
קיים	existiram	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;FIN
קיים	existiu	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
קיים	existido	קיים	existir	ADJ;MASC;SG	V;MASC;SG;V.PTCP
קיים	existem	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
קיים	existir	קיים	existir	ADJ;MASC;SG	V;NFIN
קיים	existirem	קיים	existir	ADJ;MASC;SG	V;PL;3;NFIN
קיים	existe	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
קיים	existindo	קיים	existir	ADJ;MASC;SG	V;V.MSDR
קיים	existentes	קיים	existente	ADJ;MASC;SG	ADJ;MASC;PL
שלי	shelley	שלי	shelley		N;MASC;SG
שלי	shelly	שלי	shelly		N;FEM;SG
שלי	meu	שלי	meu		DET;MASC;SG
שלי	mina	שלי	mina		N;FEM;SG
שלי	minha	שלי	meu		DET;FEM;SG
שלי	shelly	שלי	shelly		N;FEM;SG
דומה	semelhante	דומה	semelhante		ADJ;MASC;SG
דומה	similar	דומה	similar		ADJ;MASC;SG
דומה	semelhantes	דומה	semelhante		ADJ;MASC;PL
דומה	similares	דומה	similar		N;MASC;PL
דומה	duma	דומה	doma		N;FEM;SG
דין	dean	דין	dean	PROPN	PROPN;MASC;SG
דין	reitor	דין	reitor	PROPN	N;MASC;SG
דין	decano	דין	decano	PROPN	N;MASC;SG
דין	reitora	דין	reitora	PROPN	N;FEM;SG
שכן	vizinha	שכן	vizinha	CONJ	N;FEM;SG
שכן	vizinho	שכן	vizinho	CONJ	N;MASC;SG
שכן	vizinha	שכן	vizinha	CONJ	N;FEM;SG
שכן	vizinho	שכן	vizinho	CONJ	N;MASC;SG
ימי	dias	יום	dia	PROPN	N;MASC;PL
תואר	graus	תואר	grau	N;MASC;SG	N;MASC;PL
סדרת	series	סדרה	ser	N;FEM;SG	N;MASC;PL
סדרת	séries	סדרה	série	N;FEM;SG	N;FEM;PL
מבין	entende	מבין	entender	ADP	V;IND;SG;3;PRS;FIN
מבין	compreender	מבין	compreender	ADP	V;NFIN
מבין	entenda	מבין	entender	ADP	V;SBJV;SG;3;PRS;FIN
מבין	entender	מבין	entender	ADP	V;NFIN
נקרא	chamados	נקרא	chamar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
פשוט	simple	פשוט	simple		N;MASC;SG
פשוט	simples	פשוט	simples		ADJ;MASC;SG
פשוט	só	פשוט	só		ADV
פשוט	apenas	פשוט	apenas		ADV
עבודה	trabalhos	עבודה	trabalho	N;FEM;SG	N;MASC;PL
עבודה	trabalhar	עבודה	trabalhar	N;FEM;SG	V;NFIN
עבודה	trabalhe	עבודה	trabalher	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
חשוב	importantes	חשוב	importante	ADJ;MASC;SG	ADJ;MASC;PL
כיוון	direção	כיוון	direção		N;FEM;SG
כיוון	direcção	כיוון	direcção		N;FEM;SG
שלמה	shlomo	שלמה	shlomo	PROPN	N;MASC;SG
שלמה	solomon	שלמה	solomon	PROPN	N;MASC;SG
שלמה	salomão	שלמה	salomão	PROPN	N;MASC;SG
שלמה	inteiras	שלמה	inteiro	PROPN	ADJ;FEM;PL
שלמה	inteiros	שלמה	inteiro	PROPN	N;MASC;PL
שלמה	inteiro	שלמה	inteiro	PROPN	ADJ;MASC;SG
תבנית	formatar	תבנית	formatar	N;FEM;SG	V;NFIN
אמריקאים	americano	אמריקני	americano	N;MASC;PL	N;MASC;SG
אמריקאים	american	אמריקני	american	N;MASC;PL	N;MASC;SG
אמריקאים	americana	אמריקני	americana	N;MASC;PL	N;FEM;SG
הפועל	verbos	הפועל	verbo	PROPN	N;MASC;PL
הפועל	verbo	הפועל	verbo	PROPN	N;MASC;SG
הפועל	hapoel	הפועל	hapoel	PROPN	N;MASC;SG
אפריקה	áfrica	אפריקה	áfrico	PROPN	N;FEM;SG
נחשב	considerados	נחשב	considerar	V;MASC;SG;V.PTCP;MID	V;MASC;PL;V.PTCP
נחשב	considerou	נחשב	considerar	V;MASC;SG;V.PTCP;MID	V;IND;SG;3;PST;FIN
נחשב	condes	נחשב	conde	V;MASC;SG;V.PTCP;MID	N;MASC;PL
נחשב	contagens	נחשב	contagem	V;MASC;SG;V.PTCP;MID	N;FEM;PL
דרום	sulistas	דרום	sulista	N;MASC;SG	N;MASC;PL
דרום	sulista	דרום	sulista	N;MASC;SG	ADJ;MASC;SG
דרום	meridional	דרום	meridional	N;MASC;SG	ADJ;MASC;SG
עלה	folhas	עלה	folha	V;MASC;SG;3;PST;ACT	N;FEM;PL
עלה	folha	עלה	folha	V;MASC;SG;3;PST;ACT	N;FEM;SG
לקבל	aceite	קיבל	aceitar	V;NFIN;ACT	INTJ
להשתמש	uso	השתמש	uso	V;NFIN	N;MASC;SG
להשתמש	utilização	השתמש	utilização	V;NFIN	N;FEM;SG
העליון	supremo	העליון	supremo	PROPN	N;MASC;SG
העליון	suprema	העליון	supremo	PROPN	N;FEM;SG
בברכה	saudou	בברכה	saudar		V;IND;SG;3;PST;FIN
בברכה	atenciosamente	בברכה	atenciosamente		ADV
בברכה	sinceramente	בברכה	sinceramente		ADV
בברכה	acolhedor	בברכה	acolhedor		ADJ;MASC;SG
מין	género	מין	género		N;MASC;SG
מין	gênero	מין	gênero		N;MASC;SG
מין	sexo	מין	sexo		N;MASC;SG
מין	sex	מין	sexta-feira		N;MASC;SG
מין	sexo	מין	sexo		N;MASC;SG
מין	espécies	מין	espécie		N;FEM;PL
מין	espécie	מין	espécie		N;FEM;SG
מין	min	מין	min		N;MASC;PL
כזה	tal	כזה	tal		DET;FEM;SG
כזה	tais	כזה	tal		DET;FEM;PL
אינטרנט	web	אינטרנט	web		N;MASC;SG
אינטרנט	teia	אינטרנט	ter		N;FEM;SG
אינטרנט	internet	אינטרנט	internet		N;FEM;SG
קבוצה	agrupar	קבוצה	agrupar	N;FEM;SG	V;NFIN
שירים	songs	שיר	song	N;MASC;PL	N;MASC;SG
התנועה	trânsito	התנועה	trânsito	V;MASC;SG;3;PST	N;MASC;SG
התנועה	tráfego	התנועה	tráfego	V;MASC;SG;3;PST	N;MASC;SG
הר	montanha	הר	montanha	PROPN	N;FEM;SG
הר	monte	הר	monte	PROPN	N;MASC;SG
הר	mount	הר	mount	PROPN	N;MASC;SG
הר	montar	הר	montar	PROPN	V;NFIN
הרי	henrique	הרי	henrique	CONJ	N;MASC;SG
הרי	harry	הרי	harry	CONJ	N;MASC;SG
למה	porque	למה	porque	ADV	CONJ
נולדה	born	נולד	born	V;FEM;SG;3;PST;MID	N;MASC;SG
שערים	gates	שער	gater	N;MASC;PL	N;MASC;SG
שנייה	segunda	שנייה	segundo	NUM;FEM;SG	ADJ;FEM;SG
שנייה	second	שנייה	second	NUM;FEM;SG	N;MASC;SG
שנייה	segundo	שנייה	segundo	NUM;FEM;SG	ADV
שנייה	sec	שנייה	sec	NUM;FEM;SG	N;MASC;SG
אמריקה	america	אמריקה	americar	PROPN	N;MASC;SG
אמריקה	américa	אמריקה	américo	PROPN	N;FEM;SG
ליד	perto	ליד	perto	ADP	ADV
ליד	próximo	ליד	próximo	ADP	ADV
שר	cantando	שר	cantar	N;MASC;SG	V;V.MSDR
שר	cantar	שר	cantar	N;MASC;SG	V;NFIN
סוף	end	None	end	ADV	N;MASC;SG
סוף	final	None	final	ADV	N;MASC;SG
סוף	terminar	None	terminar	ADV	V;NFIN
סוף	fim	None	fim	ADV	N;MASC;SG
כסף	prateado	כסף	pratear	N;MASC;SG	V;MASC;SG;V.PTCP
ספרי	conte	ספר	conte	PROPN	V;SBJV;SG;3;PRS;FIN
ספרי	diz	ספר	dizer	PROPN	V;IND;SG;3;PRS;FIN
ספרי	diga	ספר	dizer	PROPN	V;SBJV;SG;3;PRS;FIN
תת	sub	תת	sub	ADV	N;MASC;SG
נשיא	presidentes	נשיא	presidente	N;MASC;SG	N;MASC;PL
מוזיקה	músicas	הוזיק	música	N;FEM;SG	N;FEM;PL
חדשים	novo	חדש	novo	ADJ;MASC;PL	ADJ;MASC;SG
חדשים	novidade	חדש	novidade	ADJ;MASC;PL	N;FEM;SG
חדשים	nova	חדש	novo	ADJ;MASC;PL	ADJ;FEM;SG
שינוי	mudar	שינוי	mudar	N;MASC;SG	V;NFIN
שינוי	mudanças	שינוי	mudança	N;MASC;SG	N;FEM;PL
ביקורת	críticas	ביקורת	crítica	N;FEM;SG	N;FEM;PL
ביקורת	rever	ביקורת	rever	N;FEM;SG	V;NFIN
אבן	stone	אבן	stone		N;MASC;SG
אבן	pedra	אבן	pedra		N;FEM;SG
אבן	pedras	אבן	pedra		N;FEM;PL
בניגוד	contrário	בניגוד	contrário	CONJ	ADV
בניגוד	diferentemente	בניגוד	diferentemente	CONJ	ADV
אמריקאי	americano	אמריקני	americano	ADJ;MASC;SG	N;MASC;SG
אמריקאי	americanos	אמריקני	americano	ADJ;MASC;SG	N;MASC;PL
אמריקאי	american	אמריקני	american	ADJ;MASC;SG	N;MASC;SG
אמריקאי	americana	אמריקני	americana	ADJ;MASC;SG	N;FEM;SG
חצי	semi	חץ	semir	N;PSSD;MASC;PL	N;MASC;SG
חצי	metade	חץ	metade	N;PSSD;MASC;PL	N;FEM;SG
חצי	meia	חץ	meia	N;PSSD;MASC;PL	N;FEM;SG
חצי	meio	חץ	meio	N;PSSD;MASC;PL	ADV
חצי	half	חץ	half	N;PSSD;MASC;PL	N;MASC;SG
הארגון	organização	הארגון	organização	PROPN	N;FEM;SG
סרטים	cinema	סרט	cinema	N;MASC;PL	N;MASC;SG
הבא	seguinte	הבא	seguinte	PROPN	ADJ;MASC;SG
הבא	próximo	הבא	próximo	PROPN	ADV
הבא	próxima	הבא	próximo	PROPN	ADJ;FEM;SG
הבא	next	הבא	next	PROPN	N;MASC;SG
במקביל	paralelo	במקביל	paralelo	ADV	N;MASC;SG
במקביל	paralelas	במקביל	paralelo	ADV	N;FEM;PL
במקביל	paralelos	במקביל	paralelo	ADV	N;MASC;PL
במקביל	paralela	במקביל	paralelo	ADV	N;FEM;SG
די	dee	די	dee	ADV	N;MASC;SG
מזרח	orientais	מזרח	oriental	N;MASC;SG	N;MASC;PL
מזרח	oriental	מזרח	oriental	N;MASC;SG	ADJ;MASC;SG
מחוץ	fora	מחוץ	fora		ADV
שבע	seven	שבע	seven	NUM;FEM;SG	N;MASC;SG
חי	vivos	חי	vivo		N;MASC;PL
חי	living	חי	living		N;MASC;SG
חי	vivendo	חי	viver		V;V.MSDR
חי	viver	חי	viver		V;NFIN
חי	viva	חי	vivo		N;FEM;SG
חי	live	חי	live		N;MASC;SG
חי	viver	חי	viver		V;NFIN
חי	viva	חי	vivo		N;FEM;SG
חי	vivos	חי	vivo		N;MASC;PL
