категорія	kategorii	категорія	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
різних	różnych	різний	różny	ADJ;ACC;PL	ADJ;GEN;MASC;PL
сільська	wiejskich	сільський	wiejski	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
церква	kościoła	церква	kościół	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
церква	church	церква	chury	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
створення	tworzeniu	створення	tworzyć	N;INAN;NOM;NEUT;SG	N;IPFV;DAT;NEUT;SG;POS;V.MSDR
створення	tworzenia	створення	tworzyć	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
створення	tworzy	створення	tworzyć	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
створення	stwórz	створення	stwórz	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
створення	tworzyć	створення	tworzyć	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
створення	utwórz	створення	utwórzyć	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
створення	tworzenia	створення	tworzyć	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
значення	rozumieniu	значення	rozumienie	N;INAN;NOM;NEUT;SG	N;IPFV;DAT;NEUT;SG
значення	wartości	значення	wartość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
значення	wartości	значення	wartość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
вул	ul	вул.	ul		
вул	str	вул.	strzyć		
системи	układ	система	układ	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
системи	systemu	система	system	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
системи	system	система	system	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
системи	systemowe	система	systemowy	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
йому	go	він	on	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
ніж	noże	ніж	nóż	CONJ	N;NOM;MASC;PL
ніж	nóż	ніж	nóż	CONJ	N;NOM;MASC;SG
адреса	adres	адреса	adres	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
член	członka	член	członek	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
член	członkowskie	член	członkowski	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
член	członkiem	член	członek	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
франція	francji	франція	francja	PROPN;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
франція	francja	франція	francja	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
франція	france	франція	franka	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
групи	grup	група	grupa	N;INAN;NOM;FEM;PL	
групи	grupy	група	grupa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
групи	grupach	група	grupa	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
буде	will	бути	will	V;IPFV;IND;SG;3;FUT;FIN	V;PFV;IND;SG;2;PRS;FIN;ACT
буде	willa	бути	willa	V;IPFV;IND;SG;3;FUT;FIN	N;NOM;FEM;SG
буде	bodø	бути	bodø	V;IPFV;IND;SG;3;FUT;FIN	
динаміка	dynamiki	динаміка	dynamika	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
динаміка	dynamics	динаміка	dynamics	N;INAN;NOM;FEM;SG	
динаміка	dynamiczny	динаміка	dynamiczny	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
національний	krajowych	національний	krajowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
управління	management	управління	management	N;INAN;NOM;NEUT;SG	
всіх	wszystkie	всі	wszystek	PRO;ANIM;ACC	DET;NOM;MASC;PL
всіх	wszystko	всі	wszystko	PRO;ANIM;ACC	PRO;NOM;NEUT;SG
всіх	all	всі	all	PRO;ANIM;ACC	
всіх	wszyscy	всі	wszyscy	PRO;ANIM;ACC	PRO;NOM;MASC;PL
всіх	każdy	всі	każdy	PRO;ANIM;ACC	DET;NOM;MASC;SG
всіх	wszyscy	всі	wszyscy	PRO;ANIM;ACC	PRO;NOM;MASC;PL
річки	rzek	річка	rzeka	N;INAN;NOM;FEM;PL	
річки	rzeki	річка	rzeka	N;INAN;NOM;FEM;PL	
річки	rivers	річка	rivers	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
дата	data	дата	datać	N;INAN;NOM;FEM;SG	
людей	osoby	людина	osoba	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL
людей	people	людина	peopło	N;ANIM;ACC;FEM;PL	
людей	ludzie	людина	człowiek	N;ANIM;ACC;FEM;PL	N;NOM;MASC;PL
хоча	chociaż	хоча	chociaż	CONJ	PART
хоча	aczkolwiek	хоча	aczkolwiek	CONJ	
хоча	choć	хоча	choć	CONJ	
хоча	chociaż	хоча	chociaż	CONJ	PART
хоча	choć	хоча	choć	CONJ	
мови	języków	мова	język	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
мови	język	мова	język	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
мови	języku	мова	język	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
поселення	osady	поселення	osada	N;INAN;NOM;NEUT;SG	
поселення	rozrachunku	поселення	rozrachunek	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
розподіл	dystrybucji	розподіл	dystrybucja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
знаходиться	zlokalizowany	знаходитися	zlokalizować	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
знаходиться	położony	знаходитися	położyć	V;IPFV;IND;SG;3;PRS;FIN	
знаходиться	zlokalizowane	знаходитися	zlokalizować	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
пізніше	pozniej	пізніше	pozno	ADV;CMPR	V;PFV;IND;SG;FIN;ACT
розвитку	rozwój	розвиток	rozwój	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
розвитку	opracowywanie	розвиток	opracowywać	N;INAN;GEN;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
розвитку	opracowanie	розвиток	opracowanie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
вулиця	street	вулиця	street	N;INAN;NOM;FEM;SG	
вулиця	ulicy	вулиця	ulica	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
кілька	nieliczni	кілька	nieliczny	DET;NOM	ADJ;NOM;MASC;PL
кілька	kilka	кілька	kilka	DET;NOM	DET;ACC;MASC;PL
кілька	niewielu	кілька	niewiele	DET;NOM	
згодом	pozniej	згодом	pozno	ADV	V;PFV;IND;SG;FIN;ACT
картка	kartę	картка	karta	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
картка	karty	картка	karta	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
часто	czesto	часто	czesto	ADV	
олександр	aleksandr	олександр	aleksandr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
олександр	aleksandra	олександр	aleksandra	PROPN;ANIM;NOM;MASC;SG	
олександр	aleksander	олександр	aleksander	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
олександр	alexander	олександр	alexander	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
офіційний	urzędnik	офіційний	urzędnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
офіційний	urzędowym	офіційний	urzędowy	ADJ;NOM;MASC;SG	ADJ;INS;MASC;SG
офіційний	oficjalnie	офіційний	oficjalnie	ADJ;NOM;MASC;SG	ADV
тис	taxus	тис.	taxus		
тощо	etc	тощо	etc	PART	
тощо	itd	тощо	itd	PART	
тощо	itp	тощо	itp	PART	
майже	prawie	майже	prawie	ADV	PART
права	prawo	право	prawo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
права	prawa	право	prawo	N;INAN;NOM;NEUT;PL	
права	praw	право	prawo	N;INAN;NOM;NEUT;PL	
муніципалітетів	gminy	муніципалітет	gmina	N;ANIM;ACC;MASC;PL	
стала	stał	стати	stać	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
стала	stały	стати	stać	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
стала	stałej	стати	stały	V;PFV;FEM;IND;SG;PST;FIN	ADJ;GEN;FEM;SG
стала	stała	стати	stać	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
голови	reszka	голова	reszka	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
голови	głowy	голова	głowa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
голови	glowy	голова	glowa	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;FIN;ACT
голови	orzeł	голова	orzeł	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
голови	transplantacji	голова	transplantacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
голови	przeszczep	голова	przeszczep	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
вулиці	ulic	вулиця	ulica	N;INAN;NOM;FEM;PL	
перед	uprzednie	перед	uprzednie	ADP;INS	
перед	zanim	перед	zanim	ADP;INS	CONJ
перед	wcześniej	перед	wcześnie	ADP;INS	ADV;CMPR
сім	siódemka	сей	siódemka		N;NOM;FEM;SG
сім	siedmiu	сей	siedem		
сім	siedem	сей	siedem		
яке	które	який	który	DET;NOM;NEUT;SG	DET;ACC;MASC;SG
яке	która	який	który	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
яке	który	який	który	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
автор	twórcy	автор	twórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
автор	twórcą	автор	twórca	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
автор	autor	автор	autor	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
автор	autora	автор	autor	N;ANIM;NOM;MASC;SG	
володимир	wladimir	володимир	wladimir	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
володимир	wołodymyr	володимир	wołodymyr	ADJ;NOM;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
володимир	władimir	володимир	władimir	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
типу	wpisz	тип	wpić	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
типу	typ	тип	typ	N;INAN;NOM;MASC;SG	
академії	academy	академія	academ	N;INAN;NOM;FEM;PL	
академії	akademia	академія	akademia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
академії	akademii	академія	akademia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
фільм	filmu	фільм	film	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
фільм	film	фільм	film	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
фільм	filmy	фільм	film	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
фільм	film	фільм	film	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
карта	mapa	карта	mapa	N;INAN;NOM;FEM;SG	
карта	mapy	карта	mapa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
карта	mapę	карта	mapa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
карта	mapie	карта	mapa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
команди	poleceń	команда	polecenie	N;INAN;NOM;FEM;PL	
команди	komendy	команда	komenda	N;INAN;NOM;FEM;PL	
команди	polecenia	команда	polecenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
команди	zespołów	команда	zespół	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
команди	drużyny	команда	drużyna	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
іван	ivan	іван	ivan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	iwan	іван	iwan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	jan	іван	jan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	johna	іван	johny	PROPN;ANIM;NOM;MASC;SG	
іван	janek	іван	janek	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	john	іван	john	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	jana	іван	jani	PROPN;ANIM;NOM;MASC;SG	
використання	używając	використання	używać	N;INAN;NOM;NEUT;SG	V;IPFV;PRS;V.CVB;ACT
використання	użyć	використання	użyć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
використання	użyj	використання	użyj	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
використання	wykorzystuje	використання	wykorzystywać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
використання	używa	використання	używać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
використання	zastosowań	використання	zastosowanie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
використання	zastosowania	використання	zastosowanie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
головний	szef	головний	szef	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
головний	główna	головний	główna	ADJ;NOM;MASC;SG	
головний	main	головний	main	ADJ;NOM;MASC;SG	
зоря	star	зоря	star	N;INAN;NOM;FEM;SG	
зоря	gwiezdne	зоря	gwiezdny	N;INAN;NOM;FEM;SG	
зоря	gwiazdy	зоря	gwiazda	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
деякі	niektóre	деякий	niektóry	DET;NOM;PL	DET;NOM;MASC;SG
деякі	trochę	деякий	trochę	DET;NOM;PL	ADV
музей	muzeum	музей	muzeum	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
музей	museum	музей	museum	N;INAN;NOM;MASC;SG	
діяльність	działalności	діяльність	działalność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
діяльність	działalności	діяльність	działalność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
діяльність	aktywności	діяльність	aktywność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
частини	części	частина	część	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
закінчив	skończony	закінчити	skończyć	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
закінчив	zakończone	закінчити	zakończyć	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
закінчив	skończone	закінчити	skończyć	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
джерела	źródeł	джерело	źródło	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
джерела	dostawców	джерело	dostawca	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
джерела	źródło	джерело	źródło	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
кам	obozy	кам	obóz		N;NOM;MASC;PL
кам	obozach	кам	obóz		N;GEN;MASC;PL
честь	honoru	честь	honor	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
честь	honor	честь	honor	N;INAN;ACC;FEM;SG	
честь	honoru	честь	honor	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
честь	honor	честь	honor	N;INAN;ACC;FEM;SG	
честь	honorem	честь	honor	N;INAN;ACC;FEM;SG	N;INS;MASC;SG
організації	organizacje	організація	organizacja	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
організації	zorganizować	організація	zorganizować	N;INAN;GEN;FEM;SG	V;PFV;NFIN;ACT
організації	organizowanie	організація	organizować	N;INAN;GEN;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
своїх	ich	свій	on	DET;ANIM;ACC;PL;REFL	PRO;GEN;MASC;PL;3
сил	siły	сила	siła	N;INAN;GEN;FEM;PL	N;ACC;FEM;SG
померли	zgony	померти	zgon	V;PFV;IND;PL;PST;FIN	N;NOM;MASC;PL
дві	dwie	два	dwa	NUM;NOM;FEM	NUM;ACC;FEM;PL
дві	dwóch	два	dwa	NUM;NOM;FEM	NUM;ACC;MASC;PL
дві	dwa	два	dwa	NUM;NOM;FEM	NUM;ACC;MASC;PL
діяльності	działania	діяльність	działanie	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG
діяльності	działalność	діяльність	działalność	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
діяльності	aktywność	діяльність	aktywność	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
діяльності	czynność	діяльність	czynność	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
діяльності	działalność	діяльність	działalność	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	
клуб	klubie	клуб	klub	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
ігор	mecze	гра	mecz	PROPN;ANIM;NOM;FEM;SG	N;NOM;MASC;PL
ігор	gier	гра	gier	PROPN;ANIM;NOM;FEM;SG	
ігор	gry	гра	gra	PROPN;ANIM;NOM;FEM;SG	
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
партії	przyjęcie	партія	przyjąć	N;INAN;GEN;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
партії	partia	партія	partia	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
партії	impreza	партія	impreza	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
партії	imprezy	партія	impreza	N;INAN;GEN;FEM;SG	
перелік	listy	перелік	list	N;INAN;NOM;MASC;SG	
перелік	listę	перелік	lista	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
роль	rolę	роль	rola	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
роль	roli	роль	rola	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
роль	role	роль	role	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
усі	każdy	увесь	każdy	DET;NOM;PL	DET;NOM;MASC;SG
усі	wszyscy	увесь	wszyscy	DET;NOM;PL	PRO;NOM;MASC;PL
усі	wszystko	увесь	wszystko	DET;NOM;PL	PRO;NOM;NEUT;SG
усі	all	увесь	all	DET;NOM;PL	
усі	wszyscy	увесь	wszyscy	DET;NOM;PL	PRO;NOM;MASC;PL
усі	każdy	увесь	każdy	DET;NOM;PL	DET;NOM;MASC;SG
усі	wszyscy	увесь	wszyscy	DET;NOM;PL	PRO;NOM;MASC;PL
україна	ukrainy	україна	ukrainy	PROPN;INAN;NOM;FEM;SG	
україна	ukrainę	україна	ukraina	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG
україна	ukraina	україна	ukrainać	PROPN;INAN;NOM;FEM;SG	
україна	ukrainie	україна	ukrać	PROPN;INAN;NOM;FEM;SG	
свої	ich	свій	on	DET;NOM;PL;REFL	PRO;GEN;MASC;PL;3
свої	jego	свій	on	DET;NOM;PL;REFL	PRO;GEN;MASC;SG;3
університет	uniwersytety	університет	uniwersytet	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
університет	uniwersytetu	університет	uniwersytet	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
університет	university	університет	universit	N;INAN;NOM;MASC;SG	
відомий	znana	відомий	znany	ADJ;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
відомий	znany	відомий	znany	ADJ;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
микола	nikołaj	микола	nikołać	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
микола	mikołaj	микола	mikołaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
микола	nicolai	микола	nicolaić	PROPN;ANIM;NOM;MASC;SG	
микола	nikołaj	микола	nikołać	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
микола	mykoła	микола	mykono	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
італії	włochy	італія	włochy	PROPN;INAN;GEN;FEM;SG	
школа	szkoły	школа	szkoła	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
право	tyl	право	tyl	N;INAN;NOM;NEUT;SG	
право	prawa	право	prawo	N;INAN;NOM;NEUT;SG	
євро	eur	євро	eur	PROPN;INAN;NOM;NEUT;SG	
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	
далі	dalszy	далі	daleki	ADV	ADJ;NOM;CMPR;MASC;SG
далі	dalsze	далі	daleki	ADV	ADJ;NOM;CMPR;NEUT;SG
далі	następnym	далі	następny	ADV	ADJ;INS;MASC;SG
далі	następny	далі	następny	ADV	ADJ;NOM;MASC;SG
далі	następna	далі	następny	ADV	
далі	następne	далі	następny	ADV	ADJ;NOM;NEUT;SG
одна	jeden	один	jeden	NUM;NOM;FEM	ADJ;NOM;MASC;SG
одна	jedna	один	jeden	NUM;NOM;FEM	ADJ;NOM;FEM;SG
хто	kogo	хто	kto	PRO;ANIM;NOM;MASC;SG	PRO;ACC;MASC;SG
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	
моря	morza	море	morze	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
стаття	artykułu	стаття	artykuł	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
стаття	artykul	стаття	artykul	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
стаття	akapitu	стаття	akapit	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
звання	szeregi	звання	szereg	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
звання	rangi	звання	ranga	N;INAN;NOM;NEUT;SG	
статус	statusu	статус	status	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
помер	martwa	померти	martwy	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;FEM;SG
помер	martwe	померти	martwy	V;PFV;MASC;IND;SG;PST;FIN	
помер	martwy	померти	martwy	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;SG
помер	dead	померти	dead	V;PFV;MASC;IND;SG;PST;FIN	
родини	rodzin	родина	rodzina	N;INAN;NOM;FEM;PL	
польщі	poland	польща	poland	PROPN;INAN;GEN;FEM;SG	
польщі	polsce	польща	polska	PROPN;INAN;GEN;FEM;SG	ADV
польщі	polski	польща	polski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;MASC;SG
польщі	polska	польща	polski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;SG
львів	lwowie	львів	lwów	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
львів	lwów	львів	lwów	PROPN;INAN;NOM;MASC;SG	
група	grupie	група	grupa	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
група	grupy	група	grupa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
новий	nowości	новий	nowość	ADJ;NOM;MASC;SG	N;ACC;FEM;PL
новий	nowość	новий	nowość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
новий	nowa	новий	nowy	ADJ;NOM;MASC;SG	
зір	wzrok	зір	wzrok	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зір	wzrok	зір	wzrok	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зір	wizji	зір	wizja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
зір	wizja	зір	wizja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
зір	widzenie	зір	widzenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
великий	big	великий	big	ADJ;NOM;MASC;SG	
великий	świetnie	великий	świetnie	ADJ;NOM;MASC;SG	ADV
великий	super	великий	super	ADJ;NOM;MASC;SG	
великий	wspaniale	великий	wspaniale	ADJ;NOM;MASC;SG	
назви	nazwy	назва	nazwa	N;INAN;NOM;FEM;PL	
залізниця	kolei	залізниця	kolej	N;INAN;NOM;FEM;SG	
залізниця	kolejowe	залізниця	kolejowy	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
система	systemu	система	system	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
система	system	система	system	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
система	systemowe	система	systemowy	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
північ	północy	північ	północ	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
північ	północnej	північ	północny	N;INAN;NOM;FEM;SG	ADJ;GEN;FEM;SG
північ	north	північ	north	N;INAN;NOM;FEM;SG	
більшість	najczęściej	більшість	często	N;INAN;NOM;FEM;SG	ADV;RL
більшість	większości	більшість	większość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
більшість	najbardziej	більшість	bardzo	N;INAN;NOM;FEM;SG	ADV;RL
більшість	większości	більшість	większość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
особливо	zwłaszcza	особливо	zwłaszcza	ADV	PART
особливо	zwłaszcza	особливо	zwłaszcza	ADV	PART
народження	urodzony	народження	urodzić	N;INAN;NOM;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
народження	urodzona	народження	urodzić	N;INAN;NOM;NEUT;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
