del	del	del	del	ADP;MASC;SG	
ambos	둘다	ambos	두+ㄴ다	NUM;MASC;PL	
miguel	마이크	miguel	마이크	PROPN	
miguel	미겔	miguel	미겔	PROPN	PROPN
miguel	마이클	miguel	마이클	PROPN	
miguel	미하엘	miguel	미하엘	PROPN	PROPN
miguel	미카엘	miguel	미카엘	PROPN	
ley	act	ley	act	N;FEM;SG	
oeste	서쪽	oeste	서쪽	N;MASC;SG	
oeste	서부	oeste	서부	N;MASC;SG	
oeste	웨스트	oeste	웨스트	N;MASC;SG	
oeste	웨스턴	oeste	웨스턴	N;MASC;SG	
oeste	서부	oeste	서부	N;MASC;SG	
obs	obs	obs	obs	N;SG	
incluso	조차도	incluso	조차도	ADV	
cambio	바뀌기	cambio	바뀌+기	N;MASC;SG	V
cambio	바꾸기	cambio	바꾸+기	N;MASC;SG	V
style	스타일	style	스타일	N	
jugador	플레이어	jugador	플레이어	N;MASC;SG	
jugador	도박꾼	jugador	도박꾼	N;MASC;SG	
miembro	멤버	miembro	멤버	N;MASC;SG	
california	캘리포니아	california	캘리포니아	N;FEM;SG	PROPN
parque	파크	parque	파크	N;MASC;SG	
archivo	아카이브	archivo	아카이브	N;MASC;SG	
archivo	보관	archivo	보관	N;MASC;SG	
radio	라디오	radio	라디오	N;FEM;SG	
ahora	이제	ahora	이제	ADV	
ahora	지금	ahora	지금	ADV	N
parís	파리	parís	파리	PROPN	PROPN
world	월드	world	월드	N	
cruz	뒷면	cruz	뒷면	N;FEM;SG	
cruz	교차	cruz	교차	N;FEM;SG	
cruz	십자	cruz	십자	N;FEM;SG	
cruz	크로스	cruz	크로스	N;FEM;SG	
cabo	케이프	cabo	케이프	N;MASC;SG	PROPN
brasil	브라질	brasil	브라질	N;SG	
unido	united	unido	united	ADJ;MASC;SG;V.PTCP	
unido	유나이티드	unido	유나이티드	ADJ;MASC;SG;V.PTCP	PROPN
red	네트워크	red	네트워크	N;FEM;SG	
red	눈금	red	눈금	N;FEM;SG	
red	그리드	red	그리드	N;FEM;SG	
red	net	red	net	N;FEM;SG	
red	붉은	red	붉+ㄴ	N;FEM;SG	ADJ
red	붉은색	red	붉은색	N;FEM;SG	
red	레드	red	레드	N;FEM;SG	
red	빨간색	red	빨간색	N;FEM;SG	
red	빨강	red	빨강	N;FEM;SG	
aquí	여기	aquí	여기	ADV	PRO
canal	운하	canal	운하	N;MASC;SG	
movimiento	움직임	movimiento	움직이+ㅁ	N;MASC;SG	
movimiento	움직여	movimiento	움직이+어	N;MASC;SG	
movimiento	움직임	movimiento	움직이+ㅁ	N;MASC;SG	
movimiento	움직임	movimiento	움직이+ㅁ	N;MASC;SG	
revista	잡지	revista	잡지	N;FEM;SG	
revista	매거진	revista	매거지+ㄴ	N;FEM;SG	
éxito	성공함	éxito	성공함	N;MASC;SG	V
éxito	성공적인	éxito	성공+적+이+ㄴ	N;MASC;SG	V
éxito	성공함	éxito	성공함	N;MASC;SG	V
plaza	플라자	plaza	플라자	N;FEM;SG	
plaza	제곱	plaza	제곱	N;FEM;SG	
plaza	스퀘어	plaza	스퀘어	N;FEM;SG	
plaza	사각형	plaza	사각형	N;FEM;SG	
plaza	정사각형	plaza	정사각형	N;FEM;SG	
grande	대형	grande	대형	ADJ;SG	N
grande	그란데	grande	그란데	ADJ;SG	
compañía	컴퍼니	compañía	컴퍼니	N;FEM;SG	
islas	제도	isla	제도	N;FEM;PL	
proceso	절차	proceso	절차	N;MASC;SG	
alrededor	주위	alrededor	주위	ADV	N
alrededor	주변	alrededor	주변	ADV	N
musical	뮤지컬	musical	껍지+ㄴ	ADJ;SG	N
primero	퍼스트	primero	퍼스트	ADV	
primero	처음	primero	처음	ADV	N
león	라이온	león	라이+오+요	N;MASC;SG	
león	사자	león	사자	N;MASC;SG	
león	레온	león	레온	N;MASC;SG	
león	레온	león	레온	N;MASC;SG	
león	리온	león	리온	N;MASC;SG	
león	리오	león	리오	N;MASC;SG	
león	레오	león	레오	N;MASC;SG	
algo	무엇인가	algo	무엇+이+ㄴ가	PRO;SG	V
algo	something	algo	something	PRO;SG	
algo	뭔가	algo	뭐+이+ㄴ가	PRO;SG	
algo	무언가	algo	무엇+이+ㄴ가	PRO;SG	
madre	엄마	madre	엄마	N;FEM;SG	
monte	마운트	monte	마운트	N;MASC;SG	
monte	몬테	monte	몬테	N;MASC;SG	
decir	say	decir	say	V;NFIN	
victoria	빅토리아	victoria	빅토리아	N;FEM;SG	
importantes	중요	importante	중요	ADJ;PL	N
importantes	중요하다	importante	중요+하+다	ADJ;PL	V
china	중국인	chino	중국인	N;FEM;SG	
china	중국	chino	중국	N;FEM;SG	PROPN
china	차이나	chino	차이+나	N;FEM;SG	
calle	스트리트	calle	스트리트	N;FEM;SG	
calle	길거리	calle	길거리	N;FEM;SG	
papel	종이	papel	종이	N;MASC;SG	
papel	페이퍼	papel	페이퍼	N;MASC;SG	
francesa	프랑스	francés	프랑스	ADJ;FEM;SG	PROPN
francesa	프랑스어	francés	프랑스어	ADJ;FEM;SG	PROPN
francesa	프렌치	francés	프렌치	ADJ;FEM;SG	
francesa	프랑스인	francés	프랑스인	ADJ;FEM;SG	N
aparece	나타납니다	aparecer	나타나+ㅂ니다	V;IND;SG;3;PRS;FIN	
empresa	컴퍼니	empresa	컴퍼니	N;FEM;SG	
empresa	비즈니스	empresa	비즈니스	N;FEM;SG	
empresa	엔터프라이즈	empresa	엔터프이즈즈	N;FEM;SG	PROPN
fernando	페르디난트	fernar	페르디난트	V;V.MSDR	PROPN
fernando	페르난도	fernar	페르난도	V;V.MSDR	PROPN
fernando	페르난두	fernar	페르난두	V;V.MSDR	
don	don	don	don	N;MASC;SG	
propio	소유	propio	소유	ADJ;MASC;SG	
mapa	지도	mapa	지+도	N;MASC;SG	
mapa	지도	mapa	지+도	N;MASC;SG	
civil	민간인	civil	민간인	ADJ;SG	N
civil	민간	civil	민간	ADJ;SG	N
civil	민간인	civil	민간인	ADJ;SG	N
venezuela	베네수엘라	venezuela	베네수엘라	N;FEM;SG	PROPN
llamada	통화	llamado	통화	ADJ;FEM;SG;V.PTCP	N
llamada	전화	llamado	전화	ADJ;FEM;SG;V.PTCP	N
llamada	호출	llamado	호출	ADJ;FEM;SG;V.PTCP	N
alta	하이	alto	하이	ADJ;FEM;SG	
alta	알타	alto	알타	ADJ;FEM;SG	
igual	평등	igual	평등	ADV	N
igual	같은	igual	같+ㄴ	ADV	ADJ
igual	동일	igual	동일	ADV	
usa	usa	usar	usa	V;IND;SG;3;PRS;FIN	
usa	미국	usar	미국	V;IND;SG;3;PRS;FIN	PROPN
allí	거기	allí	거기	ADV	
londres	런던	londre	런던	N;MASC;PL	PROPN
tercera	세번째	tercero	세번+째	ADJ;FEM;SG	N
tercera	셋째	tercero	셋째	ADJ;FEM;SG	NUM
fallecimiento	데스	fallecimiento	데스	N;MASC;SG	
posible	가능한	posible	가능+하+ㄴ	ADJ;SG	V
posible	가능	posible	가능	ADJ;SG	N
antiguo	골동품	antiguo	골동품	ADJ;MASC;SG	N
antiguo	고대	antiguo	고대	ADJ;MASC;SG	N
antiguo	늙은	antiguo	늙+ㄴ	ADJ;MASC;SG	
antiguo	오래된	antiguo	오래+되+ㄴ	ADJ;MASC;SG	V
natural	자연	natural	자연	ADJ;SG	N
natural	천연	natural	천연	ADJ;SG	N
paso	스텝	paso	스텝	N;MASC;SG	
paso	걸음	paso	걸음	N;MASC;SG	
paso	패스	paso	패스	N;MASC;SG	
mujer	마누라	mujer	마누라	N;FEM;SG	
mujer	와이프	mujer	와이프	N;FEM;SG	
mujer	여인	mujer	여인	N;FEM;SG	
mujer	암컷	mujer	암컷	N;FEM;SG	
fuerza	포스	fuerza	포스	N;FEM;SG	
altura	높이	altura	높이	N;FEM;SG	
garcía	가르시아	garcía	가르시아	PROPN	
villa	빌라	villa	빌+라	N;FEM;SG	
villa	빌리지	villa	빌리+지	N;FEM;SG	
conocida	알려진	conocido	알리+어+지+ㄴ	ADJ;FEM;SG;V.PTCP	V
campeón	챔프	campeón	챔프	N;MASC;SG	
campeón	챔피언십	campeón	後피+언감	N;MASC;SG	
conjunto	세트	conjunto	세트	N;MASC;SG	
alemán	독일	alemán	독일	N;MASC;SG	PROPN
alemán	독일어	alemán	독일어	N;MASC;SG	
meses	개월	mes	개월	N;MASC;PL	
único	고유	único	고유	ADJ;MASC;SG	
único	독특한	único	독특+하+ㄴ	ADJ;MASC;SG	V
antigua	골동품	antiguo	골동품	ADJ;FEM;SG	N
antigua	고대	antiguo	고대	ADJ;FEM;SG	N
antigua	늙은	antiguo	늙+ㄴ	ADJ;FEM;SG	
antigua	오래된	antiguo	오래+되+ㄴ	ADJ;FEM;SG	V
antigua	앤티가	antiguo	앤티+가	ADJ;FEM;SG	PROPN
especial	스페셜	especial	스페셜	ADJ;SG	
especial	특수	especial	특수	ADJ;SG	
especial	특별한	especial	특별+하+ㄴ	ADJ;SG	V
especial	스페셜	especial	스페셜	ADJ;SG	
especial	특별	especial	특별	ADJ;SG	
interior	인테리어	interior	인테리어	N;MASC;SG	
plata	실버	plata	실버	N;FEM;SG	
japón	재팬	japón	재팬	N;MASC;SG	
japón	일본	japón	일본	N;MASC;SG	PROPN
municipal	시영	municipal	시영	ADJ;SG	N
control	제어하기	control	제어+하+기	N;MASC;SG	V
control	컨트롤	control	컨트롤	N;MASC;SG	
consejo	충고	consejo	충+고	N;MASC;SG	
seis	여섯	seis	여섯	NUM;PL	
libre	free	libre	free	ADJ;SG	
libre	무료	libre	무료	ADJ;SG	
libre	자유	libre	자유	ADJ;SG	
llegar	도착	llegar	도착	V;NFIN	N
valle	골짜기	valle	골짜기	N;MASC;SG	
valle	밸리	valle	밸리	N;MASC;SG	
valle	계곡	valle	계곡	N;MASC;SG	
festival	페스티벌	festival	페스티벌	N;MASC;SG	
personaje	캐릭터	personaje	캐릭터	N;MASC;SG	
trata	대접	tratar	대접	V;IND;SG;3;PRS;FIN	
trata	취급	tratar	취급	V;IND;SG;3;PRS;FIN	N
principalmente	대부분	principalmente	대부분	ADV	N
david	데이비드	david	데이비드	PROPN	PROPN
david	다윗	david	다윗	PROPN	
david	데이빗	david	데이빗	PROPN	
david	다비드	david	다비드	PROPN	PROPN
publicado	게시	publicado	게시	ADJ;MASC;SG;V.PTCP	N
publicado	출판	publicado	출판	ADJ;MASC;SG;V.PTCP	N
publicado	출판됨	publicado	출판+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
publicado	게시	publicado	게시	ADJ;MASC;SG;V.PTCP	N
cantante	싱어	cantante	싱어	N;SG	
referencia	참조	referencia	참조	N;FEM;SG	
referencia	참고	referencia	참+고	N;FEM;SG	
inglaterra	잉글랜드	inglaterra	잉글랜드	PROPN	PROPN
resto	쉬어	resto	쉬+어	N;MASC;SG	
editorial	퍼블리셔	editorial	퍼블리지+어	N;FEM;SG	
saint	세인트	saint	세인트	N;MASC	
espacio	띄어쓰기	espacio	띄+어+가+기	N;MASC;SG	V
espacio	스페이스	espacio	스페이스	N;MASC;SG	
asociación	파트너십	asociación	파트너십	N;FEM;SG	
asociación	파트너쉽	asociación	파트너쉽	N;FEM;SG	
hija	딸이	hija	딸+이	N;FEM;SG	
hermano	오빠	hermano	오빠	N;MASC;SG	
hermano	아우	hermano	아우	N;MASC;SG	
fundación	재단	fundación	재단	N;FEM;SG	
blanco	타겟	blanco	타산	ADJ;MASC;SG	N
blanco	하얀	blanco	하얗+ㄴ	ADJ;MASC;SG	
blanco	화이트	blanco	화이트	ADJ;MASC;SG	
blanco	흰색	blanco	흰+색	ADJ;MASC;SG	
blanco	하얀색	blanco	하얀색	ADJ;MASC;SG	
blanco	비어	blanco	비+어	ADJ;MASC;SG	
blanco	타깃	blanco	타깃	ADJ;MASC;SG	N
blanco	대상	blanco	대상	ADJ;MASC;SG	N
blanco	타겟	blanco	타산	ADJ;MASC;SG	N
profesional	프로페셔널	profesional	프로+시럽+네	ADJ;SG	
profesional	프로	profesional	프로	ADJ;SG	
profesional	전문	profesional	전문	ADJ;SG	N
profesional	전문가	profesional	전문가	ADJ;SG	
episodio	에피소드	episodio	에피소드	N;MASC;SG	
imperio	엠파이어	imperio	엠파+이+어	N;MASC;SG	
dicho	말했다	dicho	말하+었+다	ADJ;MASC;SG;V.PTCP	V
nunca	절대	nunca	절대	ADV	
nunca	never	nunca	never	ADV	
nunca	절대로	nunca	절대로	ADV	
investigación	문의	investigación	문+의	N;FEM;SG	
prefijo	접두어	prefegir	접두+어	N;MASC;SG	
prefijo	접두사	prefegir	접두사	N;MASC;SG	
problemas	고민	problema	고민	N;MASC;PL	
svg	svg	svg	svg	N;MASC;SG	
favor	부탁합니다	favor	부탁+하+ㅂ니다	N;MASC;SG	V
joven	영영	joven	영영	N;SG	
joven	젊은	joven	젊+ㄴ	N;SG	ADJ
lugares	위치	lugar	위치	N;MASC;PL	
incluyendo	포함	incluir	포함	V;V.MSDR	
planta	공장	planta	공장	N;FEM;SG	
planta	바닥	planta	바닥	N;FEM;SG	
período	주기	período	주+기	N;MASC;SG	
montañas	산맥	montaña	산맥	N;FEM;PL	
ronda	라운드	ronda	라운드	N;FEM;SG	
oficina	오피스	oficina	오피스	N;FEM;SG	
longitud	길이	longitud	길+이	N;FEM;SG	
temas	테마	tema	테마	N;MASC;PL	
temas	이슈	tema	이슈	N;MASC;PL	
deportivo	스포팅	deportivo	스포팅	ADJ;MASC;SG	
deportivo	스포츠	deportivo	스포츠	ADJ;MASC;SG	N
arquitectura	아키텍처	arquitectura	아키+매처	N;FEM;SG	
creación	만들기	creación	만들+기	N;FEM;SG	V
creación	만들기	creación	만들+기	N;FEM;SG	V
barrio	동네	barrio	동네	N;MASC;SG	
barrio	근방	barrio	근방	N;MASC;SG	
argentino	아르헨티나	argentino	아르헨티나	N;MASC;SG	PROPN
argentino	아르헨티나인	argentino	아르헨티나인	N;MASC;SG	V
argentino	아르헨티나	argentino	아르헨티나	N;MASC;SG	PROPN
argentino	아르헨티나인	argentino	아르헨티나인	N;MASC;SG	V
jorge	호르헤	jorge	호르헤	PROPN	PROPN
jorge	조지	jorge	조지	PROPN	
jorge	죠지	jorge	죠지	PROPN	
razas	경주	raza	경주	N;FEM;PL	PROPN
academia	아카데미아	academia	아카데미아	N;FEM;SG	
academia	아카데미	academia	아카데미	N;FEM;SG	
jefe	치프	jefe	치프	N;MASC;SG	
jefe	보스	jefe	보스	N;MASC;SG	
defensa	방어	defensa	방어	N;SG	
defensa	방어	defensa	방어	N;SG	
honor	영광	honor	영광	N;MASC;SG	
incluye	포함	incluir	포함	V;IND;SG;3;PRS;FIN	
incluye	포함	incluir	포함	V;IND;SG;3;PRS;FIN	
existen	존재	existir	존재	V;IND;PL;3;PRS;FIN	N
amor	amor	amor	amor	N;MASC;SG	
amor	러브	amor	러브	N;MASC;SG	
fuente	소스	fuente	소스	N;FEM;SG	
fuente	원본	fuente	원본	N;FEM;SG	
fuente	분수	fuente	분수	N;FEM;SG	
martín	마르틴	martín	마르틴	N;MASC;SG	PROPN
martín	마틴	martín	마틴	N;MASC;SG	PROPN
ellas	그들	él	그+들	PRO;FEM;PL;3	N
interés	이자	interés	이자	N;MASC;SG	
interés	흥미	interés	흥미	N;MASC;SG	
series	시리즈	serie	시리즈	N;FEM;PL	
artes	기어	arte	기+어	N;PL	
artes	기어	arte	기+어	N;PL	
participó	참가	participar	참가	V;IND;SG;3;PST;FIN	N
fuentes	소스	fuente	소스	N;FEM;PL	
fuentes	분수	fuente	분수	N;FEM;PL	
vista	비스타	visto	비스타	ADJ;FEM;SG;V.PTCP	
vista	조회	visto	조회	ADJ;FEM;SG;V.PTCP	
vista	보기	visto	보+기	ADJ;FEM;SG;V.PTCP	V
luz	가볍게	luz	가볍+게	N;FEM;SG	CONJ
luz	가벼운	luz	가볍+ㄴ	N;FEM;SG	ADJ
luz	라이트	luz	라이트	N;FEM;SG	
luz	가벼움	luz	가벼움	N;FEM;SG	
baja	낮은	baja	낮+ㄴ	N;FEM;SG	ADJ
baja	낮음	baja	낮+ㅁ	N;FEM;SG	ADJ
baja	low	baja	low	N;FEM;SG	
paz	피스	paz	피스	N;FEM;SG	
paz	peace	paz	peace	N;FEM;SG	
tercer	세번째	tercero	세번+째	ADJ;MASC;SG	N
tercer	셋째	tercero	셋째	ADJ;MASC;SG	NUM
vuelta	무릎	vuelta	무릎	N;FEM;SG	
vuelta	리턴	vuelta	리턴	N;FEM;SG	
noche	밤에	noche	밤+에	N;FEM;SG	ADV
noche	나이트	noche	나이트	N;FEM;SG	
muestra	표본	mostrar	표본	V;IND;SG;3;PRS;FIN	N
muestra	견본	mostrar	견보+ㄴ	V;IND;SG;3;PRS;FIN	
muestra	샘플링	mostrar	샘플링	V;IND;SG;3;PRS;FIN	N
muestra	샘플	mostrar	샘플	V;IND;SG;3;PRS;FIN	N
rusia	러시아어	rusia	러시아어	N;FEM;SG	
rusia	러시아	rusia	러시아	N;FEM;SG	PROPN
personal	개인적	personal	개인+적	ADJ;SG	N
personal	개인적인	personal	개인+적+이+ㄴ	ADJ;SG	V
personal	개인용	personal	개인용	ADJ;SG	
personal	개인	personal	개인	ADJ;SG	
personal	직원	personal	직원	ADJ;SG	N
personal	스탭	personal	스탭	ADJ;SG	
personal	직원들	personal	직원+들	ADJ;SG	N
robert	로버트	robert	로버트	PROPN	PROPN
apoyo	지지	apoyo	지+지	N;MASC;SG	
semana	주일	semana	주일	N;FEM;SG	
semana	일주일	semana	일주일	N;FEM;SG	
palacio	궁궐	palacio	궁궐	N;MASC;SG	
propia	소유	propio	소유	ADJ;FEM;SG	
pacífico	태평양	pacífico	태평양	ADJ;MASC;SG	PROPN
pacífico	퍼시픽	pacífico	퍼시픽	ADJ;MASC;SG	
pacífico	평화로운	pacífico	평화+롭+ㄴ	ADJ;MASC;SG	
pacífico	평화롭고	pacífico	평화+롭+고	ADJ;MASC;SG	
castilla	카스티야	castilla	카스티야	N;FEM;SG	PROPN
profesor	선생님	profesor	선생님	N;MASC;SG	
roma	로마	roma	로마	N;SG	PROPN
roma	로마	roma	로마	N;SG	PROPN
diseño	디자인	diseño	디자+이+ㄴ	N;MASC;SG	
negro	흑인	negro	흑인	ADJ;MASC;SG	N
negro	검은색	negro	검은색	ADJ;MASC;SG	
negro	검정	negro	검정	ADJ;MASC;SG	
negro	검정색	negro	검정색	ADJ;MASC;SG	
negro	블랙	negro	블랙	ADJ;MASC;SG	
camino	경로	camino	경로	N;MASC;SG	
camino	path	camino	path	N;MASC;SG	
camino	도로	camino	도로	N;MASC;SG	
camino	로드	camino	로드	N;MASC;SG	
camino	웨이팅	camino	웨이팅	N;MASC;SG	
camino	way	camino	way	N;MASC;SG	
camino	웨이	camino	웨+이	N;MASC;SG	
ayuda	도움	ayuda	도움	N;FEM;SG	
ayuda	도움말	ayuda	도움말	N;FEM;SG	
ayuda	원조	ayuda	원조	N;FEM;SG	
horario	스케줄	horario	스케줄	N;MASC;SG	
ciencias	사이언스	ciencia	사이언스	N;FEM;PL	
últimos	마지막	último	마지막	ADJ;MASC;PL	N
últimos	라스트	último	라스트	ADJ;MASC;PL	
últimos	최근	último	최근	ADJ;MASC;PL	N
últimos	최신	último	최신	ADJ;MASC;PL	
tamaño	사이즈	tamaño	사이즈	N;MASC;SG	
tamaño	크기	tamaño	크기	N;MASC;SG	
periodo	주기	periodo	주+기	N;MASC;SG	
nada	아무것도	nada	아무것+도	PRO;SG	ADV
etapa	스테이지	etapa	스테이+지	N;FEM;SG	
pequeño	작아	pequeño	작+아	ADJ;MASC;SG	
pequeño	소작	pequeño	소작	ADJ;MASC;SG	
pequeño	리틀	pequeño	리틀	ADJ;MASC;SG	
santo	거룩한	santo	거룩+하+ㄴ		V
referencias	참조	referencia	참조	N;FEM;PL	
referencias	참고	referencia	참+고	N;FEM;PL	
única	고유	único	고유	ADJ;FEM;SG	
única	독특한	único	독특+하+ㄴ	ADJ;FEM;SG	V
ediciones	에디션	edición	에디션	N;FEM;PL	
dios	하느님	dios	하느님	INTJ	
dios	하나님	dios	하나님	INTJ	PROPN
debut	데뷔해	debut	데증+하+어	N;MASC;SG	V
presente	현재	presente	현재	ADJ;SG	N
presente	선물	presente	선물	ADJ;SG	N
guitarra	guitar	guitarra	guitar	N;FEM;SG	
australia	오스트레일리아	australia	오스트레일리아	N;FEM;SG	PROPN
australia	오스트레일리아의	australia	오스트레일리아+의	N;FEM;SG	PROPN
pablo	파울로스	pablo	파울로스	N;MASC;SG	
pablo	파울로	pablo	파울+로	N;MASC;SG	
pablo	바울	pablo	바울	N;MASC;SG	
pablo	파울	pablo	파울	N;MASC;SG	
pablo	바니	pablo	바니	N;MASC;SG	
compuesto	합성	compuesto	합성	ADJ;MASC;SG;V.PTCP	N
compuesto	컴포지트	compuesto	컴포지트	ADJ;MASC;SG;V.PTCP	N
compuesto	화합물	compuesto	화합물	ADJ;MASC;SG;V.PTCP	N
compuesto	복합	compuesto	복합	ADJ;MASC;SG;V.PTCP	N
compuesto	복합체	compuesto	복합체	ADJ;MASC;SG;V.PTCP	N
diversos	기타	diverso	기타	PRO;MASC;PL	N
torre	타워	torre	타우+어	N;FEM;SG	
dado	주어진	dar	주+어+지+ㄴ	V;MASC;SG;PST;V.PTCP	V
nacionales	국립	nacional	국립	ADJ;PL	N
nacionales	내셔널	nacional	내+시+어+요+ㄴ	ADJ;PL	
nacionales	국민	nacional	국민	ADJ;PL	N
nacionales	내셔널스	nacional	내셔널스	ADJ;PL	
cantón	광저우	cantón	광저우	N;MASC;SG	PROPN
cantón	캔턴	cantón	캔턴	N;MASC;SG	
sencillo	단순	sencillo	단순	ADJ;MASC;SG	
sencillo	간단	sencillo	간단	ADJ;MASC;SG	
sencillo	심플	sencillo	심플	ADJ;MASC;SG	
sencillo	단순한	sencillo	단순+하+ㄴ	ADJ;MASC;SG	V
sencillo	간단하다	sencillo	간단+하+다	ADJ;MASC;SG	V
sencillo	간단한	sencillo	간단+하+ㄴ	ADJ;MASC;SG	V
sencillo	싱글	sencillo	싱글	ADJ;MASC;SG	
sencillo	단일	sencillo	단일	ADJ;MASC;SG	
sencillo	쉽게	sencillo	쉽+게	ADJ;MASC;SG	CONJ
federal	연방	federal	연방	ADJ;SG	N
fuerte	스트롱	fuerte	스트롱	ADJ;SG	
fuerte	포트	fuerte	포트	ADJ;SG	
fuerte	요새	fuerte	요새	ADJ;SG	
italiano	이탈리아	italiano	이탈리아	N;MASC;SG	PROPN
italiano	이탈리아인	italiano	이탈리아인	N;MASC;SG	V
italiano	이탈리아어	italiano	이탈리아지+어	N;MASC;SG	
primeras	우선	primero	우선	ADJ;FEM;PL	ADV
primeras	퍼스트	primero	퍼스트	ADJ;FEM;PL	
primeras	처음	primero	처음	ADJ;FEM;PL	N
primeras	먼저	primero	먼저	ADJ;FEM;PL	ADV
jugadores	플레이어	jugador	플레이어	N;MASC;PL	
jugadores	플레이어스	jugador	플레이어스	N;MASC;PL	PROPN
jugadores	도박꾼	jugador	도박꾼	N;MASC;PL	
administración	운영자	administración	운영자	N;FEM;SG	
empresas	비즈니스	empresa	비즈니스	N;FEM;PL	
mercado	마켓	mercado	마켓	N;MASC;SG	
gonzález	곤잘레스	gonzález	곤격레스	N;MASC;SG	
lucha	파이팅	lucha	파이팅	N;FEM;SG	
lucha	싸워라	lucha	싸우+어라	N;FEM;SG	
lucha	싸움	lucha	싸움	N;FEM;SG	
lucha	싸우기	lucha	싸우+기	N;FEM;SG	V
lucha	싸워	lucha	싸우+어	N;FEM;SG	
lucha	싸우다	lucha	싸우+다	N;FEM;SG	
jesús	예수	jesú	예수	N;MASC;SG	PROPN
nacido	born	nacido	born	ADJ;MASC;SG;V.PTCP	
nacido	출생	nacido	출생	ADJ;MASC;SG;V.PTCP	N
nacido	탄생	nacido	탄생	ADJ;MASC;SG;V.PTCP	N
enrique	해리	enrique	해리	N;MASC;SG	
enrique	헤리	enrique	헤리	N;MASC;SG	
enrique	헨리	enrique	헨리	N;MASC;SG	PROPN
católica	가톨릭주의	católico	가톨릭주의	ADJ;FEM;SG	N
católica	가톨릭	católico	가톨릭	ADJ;FEM;SG	N
valencia	발렌시아	valencia	발렌시아	N;FEM;SG	PROPN
cabeza	헤드	cabeza	헤드	N;FEM;SG	
gobernador	주지사	gobernador	주지사	N;MASC;SG	
córdoba	코르도바	córdoba	코르도바		PROPN
córdoba	코르도바	córdoba	코르도바		PROPN
diferencia	차이점	diferencia	차이점	N;FEM;SG	
ruta	경로	ruta	경로	N;FEM;SG	
histórico	사적	histórico	사+적	ADJ;MASC;SG	N
histórico	역사	histórico	역사	ADJ;MASC;SG	N
india	인도인	india	인도+인	N;FEM;SG	V
india	인도	india	인도	N;FEM;SG	PROPN
india	인디언	india	인디언	N;FEM;SG	
india	인디아	india	인디아	N;FEM;SG	PROPN
india	인도	india	인도	N;FEM;SG	PROPN
flores	플라워	flor	플라우+어	N;FEM;PL	
visita	방문	visita	방문	N;FEM;SG	
visita	방문하기	visita	방문+하+기	N;FEM;SG	V
conde	카운트	conde	카운트	N;MASC;SG	
william	윌리엄	william	윌리엄	PROPN	PROPN
niños	키즈	niño	키즈	N;MASC;PL	
niños	아동	niño	아동	N;MASC;PL	
https	https	http	https	N	
pequeña	작아	pequeño	작+아	ADJ;FEM;SG	
pequeña	소작	pequeño	소작	ADJ;FEM;SG	
pequeña	리틀	pequeño	리틀	ADJ;FEM;SG	
presenta	선물	presentar	선물	V;IND;SG;3;PRS;FIN	N
campaña	캠페인	campaña	캠페인	N;FEM;SG	
dar	give	dar	give	V;NFIN	
fernández	톰프슨	fernández	톰프슨	PROPN	PROPN
fernández	톰슨	fernández	톰슨	PROPN	
colegio	스쿨	colegio	스쿨	N;MASC;SG	
colegio	학원	colegio	학원	N;MASC;SG	
colegio	칼리지	colegio	칼리+지	N;MASC;SG	
colegio	대학생	colegio	대학생	N;MASC;SG	
occidental	서쪽	occidental	서쪽	ADJ;SG	
occidental	서부	occidental	서부	ADJ;SG	
occidental	웨스트	occidental	웨스트	ADJ;SG	
occidental	웨스턴	occidental	웨스턴	ADJ;SG	
occidental	서부	occidental	서부	ADJ;SG	
occidental	서양	occidental	서양	ADJ;SG	N
aproximadamente	대략적인	aproximadamente	대략+적+이+ㄴ	ADV	V
