que	che	que	che	PRO	DET
medo	spaventata	medo	spaventare	N	V;FEM;SG;PST;V.PTCP
medo	spaventato	medo	spaventare	N	ADJ;MASC;SG
medo	impaurito	medo	impaurire	N	ADJ;MASC;SG
dixen	said	dixir	said	V	
moitas	molto	moito	molto	DET	ADV
moitas	molto	moito	molto	DET	ADV
moitas	much	moito	much	DET	
moitas	tanti	moito	tanto	DET	PRO;MASC;PL
moitas	molti	moito	molto	DET	PRO;MASC;PL
moitas	tantissimi	moito	tanto	DET	ADJ;AB;MASC;PL
moitas	lotto	moito	lotto	DET	N;MASC;SG
moitas	sacco	moito	sacco	DET	N;MASC;SG
moitas	lot	moito	lot	DET	N;SG
moitas	te	moito	te	DET	PRO;SG;2
moitas	tu	moito	tu	DET	PRO;SG;2
moitas	voi	moito	voi	DET	PRO;PL;2
facelo	che	facelo	che	N	DET
facelo	this	facelo	this	N	
facelo	questo	facelo	questo	N	DET;MASC;SG
facelo	questa	facelo	questo	N	DET;FEM;SG
grande	large	grande	large	ADJ	N;MASC;SG
grande	big	grande	big	ADJ	N
nova	giovani	novo	giovane	ADJ	N;PL
nova	giovane	novo	giovane	ADJ	N;SG
nova	young	novo	young	ADJ	N
nova	novità	novo	novità	ADJ	N;FEM
ven	qui	ver	qui	V	ADV
ven	here	ver	vero	V	
cun	con	cun	con	PROPN	ADP
eh	huh	eh	huh		N;SG
eh	eh	eh	eh		INTJ
familia	familiare	familia	familiare	N	ADJ;SG
había	lì	haber	lì	V	ADV
había	là	haber	là	V	ADV
había	era	haber	essere	V	V;IND;SG;3;IPFV;FIN
había	fu	haber	essere	V	V;IND;SG;3;PST;FIN
había	erano	haber	essere	V	V;IND;PL;3;IPFV;FIN
debe	devono	deber	dovere	V	V;IND;PL;3;PRS;FIN
debe	mosto	deber	mosto	V	N;MASC;SG
debe	deve	deber	dovere	V	V;IND;SG;3;PRS;FIN
debe	must	deber	must	V	N
debe	dovrebbe	deber	dovere	V	V;COND;SG;3;PRS;FIN
debe	dovrebbero	deber	dovere	V	V;COND;PL;3;PRS;FIN
vale	destro	valar	destro	V	N;MASC;SG
vale	right	valar	right	V	
vale	giusto	valar	giusto	V	ADJ;MASC;SG
vale	destra	valar	destra	V	N;FEM;SG
vale	worth	valar	worth	V	N
vale	tutto	valar	tutto	V	PRO;MASC;SG
vale	tutte	valar	tutto	V	DET;FEM;PL
vale	tutti	valar	tutto	V	PRO;MASC;PL
van	sono	ir	essere	V	V;IND;PL;3;PRS;FIN
van	loro	ir	loro	V	PRO;PL;3
van	will	ir	will	V	
van	testamento	ir	testamento	V	N;MASC;SG
van	volontà	ir	volontà	V	N;FEM
primeira	prima	primeiro	prima	ADJ	ADV
primeira	il	primeiro	il	ADJ	DET;DEF;MASC;SG
primeira	la	primeiro	il	ADJ	DET;DEF;FEM;SG
mentres	mentre	mentres	mentre	ADV	CONJ
mentres	lungo	mentres	lungo	ADV	ADJ;MASC;SG
mentres	lunghe	mentres	lungo	ADV	ADJ;FEM;PL
mentres	lunga	mentres	lungo	ADV	ADJ;FEM;SG
mentres	long	mentres	long	ADV	N
mentres	lunghi	mentres	lungo	ADV	ADJ;MASC;PL
fixo	made	facer	made	V	N
dar	te	dar	te	V	PRO;SG;2
dar	tu	dar	tu	V	PRO;SG;2
dar	voi	dar	voi	V	PRO;PL;2
dar	per	dar	per	V	ADP
razón	right	razón	right	N	
razón	giusto	razón	giusto	N	ADJ;MASC;SG
razón	perchè	razón	perché	N	ADV
razón	perché	razón	perché	N	ADV
razón	why	razón	why	N	ADJ;SG
ningún	non	ningún	non	DET	ADV
ningún	nessuno	ningún	nessuno	DET	PRO;MASC;SG
somos	sono	ser	essere	V	V;IND;PL;3;PRS;FIN
comigo	con	comigo	con	PRO	ADP
merda	fanculo	merda	fanculo	N	V;IND;SG;1;PRS;FIN
eses	questi	ese	questo	DET	PRO;MASC;PL
eses	quelli	ese	quello	DET	PRO;MASC;PL
eses	quelle	ese	quello	DET	PRO;FEM;PL
desde	dal	desde	dal	ADP	ADJ;SG
desde	dalla	desde	dalla	ADP	ADJ;SG
desde	from	desde	from	ADP	
pensar	think	pensar	think	V	N
pensar	circa	pensar	circa	V	ADV
pensar	pensiero	pensar	pensiero	V	N;MASC;SG
cal	che	cal	che	PRO	DET
cal	una	cal	uno	PRO	DET;INDF;FEM;SG
cal	one	cal	ona	PRO	N;SG
acordo	concordare	acordo	concordare	N	V;NFIN
acordo	ok	acordo	ok	N	V;IND;SG;2;PRS;FIN
acordo	right	acordo	right	N	
acordo	giusto	acordo	giusto	N	ADJ;MASC;SG
catro	quattro	catro	quattro	N	NUM
dentro	inside	dentro	insido	ADV	N;MASC;SG
pasar	attraverso	pasar	attraverso	V	ADP
pasar	through	pasar	through	V	
fin	infine	fin	infine	N	ADV
fin	finalmente	fin	finalmente	N	ADV
fin	il	fin	il	N	DET;DEF;MASC;SG
fin	la	fin	il	N	DET;DEF;FEM;SG
fin	ultima	fin	ultimo	N	ADJ;FEM;SG
fin	ultimo	fin	ultimo	N	ADJ;MASC;SG
fin	ultimi	fin	ultimo	N	ADJ;MASC;PL
fin	ultime	fin	ultimo	N	ADJ;FEM;PL
traballar	lavoro	traballar	lavoro	V	N;MASC;SG
traballar	lavori	traballar	lavoro	V	N;MASC;PL
polos	il	polo	il	N	DET;DEF;MASC;SG
polos	la	polo	il	N	DET;DEF;FEM;SG
polos	per	polo	per	N	ADP
persoa	chi	persoa	chi	N	PRO
persoa	who	persoa	who	N	
debería	dovrebbe	deber	dovere	V	V;COND;SG;3;PRS;FIN
debería	dovrebbero	deber	dovere	V	V;COND;PL;3;PRS;FIN
debería	te	deber	te	V	PRO;SG;2
debería	tu	deber	tu	V	PRO;SG;2
debería	voi	deber	voi	V	PRO;PL;2
conta	realizzata	conta	realizzare	N	V;FEM;SG;PST;V.PTCP
conta	realizzato	conta	realizzare	N	V;MASC;SG;PST;V.PTCP
foron	loro	ser	loro	V	PRO;PL;3
foron	erano	ser	essere	V	V;IND;PL;3;IPFV;FIN
foron	era	ser	essere	V	V;IND;SG;3;IPFV;FIN
foron	fu	ser	essere	V	V;IND;SG;3;PST;FIN
mesma	stesso	mesmo	stesso	DET	ADJ;MASC;SG
neste	this	neste	this	PROPN	
neste	questo	neste	questo	PROPN	DET;MASC;SG
neste	questa	neste	questo	PROPN	DET;FEM;SG
papá	papà	papá	papà	PROPN	N;MASC
papá	padre	papá	padre	PROPN	N;MASC;SG
papá	papino	papá	papino	PROPN	N;MASC;SG
papá	papà	papá	papà	PROPN	N;MASC
papá	papa	papá	papa	PROPN	N;MASC;SG
papá	papà	papá	papà	PROPN	N;MASC
eran	erano	ser	essere	V	V;IND;PL;3;IPFV;FIN
eran	loro	ser	loro	V	PRO;PL;3
eran	era	ser	essere	V	V;IND;SG;3;IPFV;FIN
eran	fu	ser	essere	V	V;IND;SG;3;PST;FIN
ca	than	ca	than	CONJ	
algúns	some	algún	some	DET	
algúns	alcuni	algún	alcuno	DET	PRO;MASC;PL
algunha	te	algún	te	DET	PRO;SG;2
algunha	tu	algún	tu	DET	PRO;SG;2
algunha	voi	algún	voi	DET	PRO;PL;2
algunha	some	algún	some	DET	
algunha	alcuni	algún	alcuno	DET	PRO;MASC;PL
algunha	ever	algún	evere	DET	
algunha	hanno	algún	avere	DET	V;IND;PL;3;PRS;FIN
algunha	avere	algún	avere	DET	V;NFIN
algunha	something	algún	something	DET	N
algunha	qualcosa	algún	qualcosa	DET	PRO;SG
algún	some	algún	some	DET	
algún	alcuni	algún	alcuno	DET	PRO;MASC;PL
algún	one	algún	ona	DET	N;SG
algún	uno	algún	uno	DET	PRO;MASC;SG
cinco	cinque	cinco	cinque	N	NUM
coas	con	coar	con	V	ADP
coas	il	coar	il	V	DET;DEF;MASC;SG
coas	la	coar	il	V	DET;DEF;FEM;SG
vén	dal	vir	dal	V	ADJ;SG
vén	dalla	vir	dalla	V	ADJ;SG
vén	from	vir	from	V	
vén	da	vir	da	V	ADP
vén	arrivo	vir	arrivo	V	N;MASC;SG
vén	coming	vir	coming	V	N
hora	per	hora	per	N	ADP
lado	laterale	lado	laterale	N	ADJ;SG
lado	prossimo	lado	prossimo	N	ADJ;MASC;SG
lado	prossimi	lado	prossimo	N	ADJ;MASC;PL
lado	prossima	lado	prossimo	N	ADJ;FEM;SG
volver	schiena	volver	schiena	V	N;FEM;SG
volver	ritorno	volver	ritorno	V	N;MASC;SG
volver	back	volver	back	V	N
volver	indietro	volver	indietro	V	ADV
volver	again	volver	again	V	
volver	ancora	volver	ancora	V	ADV
volver	rientro	volver	rientro	V	N;MASC;SG
volver	return	volver	return	V	
volver	ritorno	volver	ritorno	V	N;MASC;SG
clase	gentili	clase	gentile	N	ADJ;PL
clase	gentile	clase	gentile	N	ADJ;SG
cunha	una	cunha	uno	PROPN	DET;INDF;FEM;SG
cunha	one	cunha	ona	PROPN	N;SG
cunha	uno	cunha	uno	PROPN	PRO;MASC;SG
cunha	con	cunha	con	PROPN	ADP
contigo	con	contigo	con	ADV	ADP
contigo	te	contigo	te	ADV	PRO;SG;2
contigo	tu	contigo	tu	ADV	PRO;SG;2
contigo	voi	contigo	voi	ADV	PRO;PL;2
contigo	parlare	contigo	parlare	ADV	V;NFIN
contigo	parla	contigo	parlare	ADV	V;IND;SG;3;PRS;FIN
contigo	talk	contigo	talk	ADV	N;MASC
contigo	chiacchiere	contigo	chiacchiere	ADV	N;FEM;PL
volta	intorno	volta	intorno	N	ADV
volta	attorno	volta	attorno	N	ADV
volta	indietro	volta	indietro	N	ADV
volta	again	volta	again	N	
volta	ancora	volta	ancora	N	ADV
teus	te	teus	te	DET	PRO;SG;2
teus	tu	teus	tu	DET	PRO;SG;2
teus	voi	teus	voi	DET	PRO;PL;2
segundo	seconda	segundo	secondo	ADP	ADJ;FEM;SG
segundo	secondo	segundo	secondo	ADP	ADJ;MASC;SG
segundo	secondi	segundo	secondo	ADP	N;MASC;PL
baixo	under	baixo	undere	ADP	N;MASC
demasiado	much	demasiado	much	ADV	
demasiado	too	demasiado	too	ADV	
importa	care	importar	caro	V	ADJ;FEM;PL
importa	cura	importar	cura	V	N;FEM;SG
importa	mind	importar	mind	V	N;MASC
importa	mente	importar	mente	V	N;FEM;SG
fan	make	facer	make	V	N
fan	loro	facer	loro	V	PRO;PL;3
fan	sono	facer	essere	V	V;IND;PL;3;PRS;FIN
vivir	vivi	vivir	vivo	V	ADJ;MASC;PL
vivir	live	vivir	live	V	N;MASC
vivir	living	vivir	living	V	N
vivir	vivente	vivir	vivente	V	ADJ;SG
medio	medio	medio	medio	N	ADJ;MASC;SG
medio	il	medio	il	N	DET;DEF;MASC;SG
medio	la	medio	il	N	DET;DEF;FEM;SG
medio	mezza	medio	mezzo	N	ADJ;FEM;SG
fun	era	ser	essere	PROPN	V;IND;SG;3;IPFV;FIN
fun	fu	ser	essere	PROPN	V;IND;SG;3;PST;FIN
fun	andò	ser	andare	PROPN	V;IND;SG;3;PST;FIN
esas	questi	ese	questo	DET	PRO;MASC;PL
esas	quelli	ese	quello	DET	PRO;MASC;PL
esas	quelle	ese	quello	DET	PRO;FEM;PL
vexo	possono	vexo	potere	V	V;IND;PL;3;PRS;FIN
vexo	can	vexo	can	V	
vexo	può	vexo	potere	V	V;IND;SG;3;PRS;FIN
fixen	made	facer	made	V	N
ía	era	ía	essere	V	V;IND;SG;3;IPFV;FIN
ía	fu	ía	essere	V	V;IND;SG;3;PST;FIN
síntoo	scusa	síntoo	scusa	V	N;FEM;SG
fas	te	fase	te	V	PRO;SG;2
fas	tu	fase	tu	V	PRO;SG;2
fas	voi	fase	voi	V	PRO;PL;2
fas	sono	fase	essere	V	V;IND;PL;3;PRS;FIN
morrer	death	morrer	death	V	N
morrer	decesso	morrer	decesso	V	N;MASC;SG
morrer	morte	morrer	morte	V	N;FEM;SG
morrer	die	morrer	die	V	N;MASC;SG
morrer	morente	morrer	morente	V	N;SG
saír	fuori	saír	fuori	V	ADV
saír	out	saír	out	V	N;MASC
realidade	veramente	realidade	veramente	N	ADV
realidade	davvero	realidade	davvero	N	ADV
realidade	fatto	realidade	fare	N	V;MASC;SG;PST;V.PTCP
meses	fà	mes	fare	N	V;IND;SG;3;PRS;FIN
meses	fa	mes	fare	N	V;IND;SG;3;PRS;FIN
meses	per	mes	per	N	ADP
ningunha	non	ningún	non	DET	ADV
vir	arrivo	vir	arrivo	V	N;MASC;SG
vir	coming	vir	coming	V	N
vir	te	vir	te	V	PRO;SG;2
vir	tu	vir	tu	V	PRO;SG;2
vir	voi	vir	voi	V	PRO;PL;2
pequeno	little	pequeno	littla	ADJ	N
axiña	veloce	axiña	veloce	ADV	ADJ;SG
axiña	quick	axiña	quick	ADV	N
axiña	veloci	axiña	veloce	ADV	ADJ;PL
axiña	rapido	axiña	rapido	ADV	ADJ;MASC;SG
axiña	veloce	axiña	veloce	ADV	ADJ;SG
vello	antico	vello	antico	N	ADJ;MASC;SG
vello	vecchi	vello	vecchio	N	ADJ;MASC;PL
vello	vecchio	vello	vecchio	N	ADJ;MASC;SG
vello	vecchia	vello	vecchio	N	ADJ;FEM;SG
vaia	cosa	ir	cosa	V	PRO;SG
vaia	bene	ir	bene	V	ADV
vaia	pozzo	ir	pozzo	V	N;MASC;SG
deixa	let	deixar	let	V	
deixa	stop	deixar	stop	V	N;MASC
deixa	fermo	deixar	fermo	V	ADJ;MASC;SG
animais	animale	animal	animale	N	ADJ;SG
fose	erano	ser	essere	V	V;IND;PL;3;IPFV;FIN
fose	era	ser	essere	V	V;IND;SG;3;IPFV;FIN
fose	fu	ser	essere	V	V;IND;SG;3;PST;FIN
difícil	hard	difícil	hard	ADJ	N
difícil	dura	difícil	durare	ADJ	V;IND;SG;3;PRS;FIN
pensei	pensiero	pensar	pensiero	V	N;MASC;SG
pensei	think	pensar	think	V	N
sabía	know	saber	know	V	N
único	solo	único	solo	ADJ	ADV
único	only	único	only	ADJ	
único	soltanto	único	soltanto	ADJ	ADV
único	thing	único	thing	ADJ	N
único	una	único	uno	ADJ	DET;INDF;FEM;SG
único	one	único	ona	ADJ	N;SG
único	uno	único	uno	ADJ	PRO;MASC;SG
único	tutto	único	tutto	ADJ	PRO;MASC;SG
único	tutte	único	tutto	ADJ	DET;FEM;PL
único	tutti	único	tutto	ADJ	PRO;MASC;PL
gusta	come	gusto	come	V	ADV
gusta	like	gusto	like	V	
gusta	don	gusto	don	V	N;MASC;SG
cuarto	camera	cuarto	camera	ADJ	N;FEM;SG
cuarto	stanza	cuarto	stanza	ADJ	N;FEM;SG
xuntos	insieme	xunto	insieme	ADJ	ADV
xuntos	together	xunto	together	ADJ	N
matar	kill	matar	kill	V	N
matar	uccisione	matar	uccisione	V	N;FEM;SG
matar	uccisioni	matar	uccisione	V	N;FEM;PL
outras	altro	outro	altro	DET	PRO;MASC;SG
outras	altri	outro	altro	DET	PRO;MASC;PL
outras	altri	outro	altro	DET	PRO;MASC;PL
comer	feed	comer	feed	V	N
comer	mangimi	comer	mangimo	V	N;MASC;PL
comer	mangime	comer	mangima	V	N;MASC;SG
deixar	stop	deixar	stop	V	N;MASC
deixar	fermo	deixar	fermo	V	ADJ;MASC;SG
deixar	let	deixar	let	V	
diso	che	diso	che	PRO	DET
diso	circa	diso	circa	PRO	ADV
cres	credete	cres	credere	PRO	V;IND;PL;2;PRS;FIN
cres	credere	cres	credere	PRO	V;NFIN
cres	pensare	cres	pensare	PRO	V;NFIN
cres	pensa	cres	pensare	PRO	V;IND;SG;2;PRS;FIN
cres	think	cres	think	PRO	N
cres	pensi	cres	pensare	PRO	V;IND;SG;2;PRS;FIN
cres	pensate	cres	pensare	PRO	V;IND;PL;2;PRS;FIN
adeus	ciao	adeus	ciao	PROPN	V;IND;SG;3;PRS;FIN
adeus	arrivederci	adeus	arrivedere	PROPN	N;MASC;SG
adeus	addio	adeus	addio	PROPN	N;MASC;SG
adeus	goodbye	adeus	goodbye	PROPN	N;MASC
deste	this	deste	this	PROPN	
deste	questo	deste	questo	PROPN	DET;MASC;SG
deste	questa	deste	questo	PROPN	DET;FEM;SG
igual	just	igual	just	ADV	
igual	like	igual	like	ADV	
igual	stesso	igual	stesso	ADV	ADJ;MASC;SG
igual	care	igual	caro	ADV	ADJ;FEM;PL
igual	cura	igual	cura	ADV	N;FEM;SG
igual	il	igual	il	ADV	DET;DEF;MASC;SG
igual	la	igual	il	ADV	DET;DEF;FEM;SG
parís	paris	parí	paris	PROPN	
parís	parigi	parí	parigo	PROPN	N;MASC;SG
estado	stato	estado	essere	N	V;MASC;SG;PST;V.PTCP
porta	il	porta	il	N	DET;DEF;MASC;SG
porta	la	porta	il	N	DET;DEF;FEM;SG
porta	porta	porta	portare	N	V;IND;SG;3;PRS;FIN
levar	usura	levar	usura	V	N;FEM;SG
maior	most	maior	most	ADJ	
maior	greatest	maior	greatest	ADJ	N;MASC
maior	major	maior	major	ADJ	N
quizais	may	quizais	may	ADV	N
quizais	maggio	quizais	maggio	ADV	N;MASC;SG
quizais	può	quizais	potere	ADV	V;IND;SG;3;PRS;FIN
quizais	potrebbe	quizais	potere	ADV	V;COND;SG;3;PRS;FIN
podía	potrebbe	podía	potere	V	V;COND;SG;3;PRS;FIN
podía	potrebbero	podía	potere	V	V;COND;PL;3;PRS;FIN
podía	possono	podía	potere	V	V;IND;PL;3;PRS;FIN
podía	can	podía	can	V	
podía	può	podía	potere	V	V;IND;SG;3;PRS;FIN
estaban	loro	estar	loro	V	PRO;PL;3
desta	this	desta	this	PROPN	
desta	questo	desta	questo	PROPN	DET;MASC;SG
desta	questa	desta	questo	PROPN	DET;FEM;SG
soa	one	só	ona	DET	N;SG
soa	uno	só	uno	DET	PRO;MASC;SG
soa	alone	só	alone	DET	N;MASC
soa	suoni	só	suono	DET	N;MASC;PL
soa	suona	só	suonare	DET	V;IND;SG;3;PRS;FIN
soa	single	só	single	DET	N
soa	singolo	só	singolo	DET	ADJ;MASC;SG
soa	singola	só	singolo	DET	ADJ;FEM;SG
queren	loro	querer	loro	V	PRO;PL;3
queren	te	querer	te	V	PRO;SG;2
queren	tu	querer	tu	V	PRO;SG;2
queren	voi	querer	voi	V	PRO;PL;2
grandes	big	grande	big	ADJ	N
grandes	large	grande	large	ADJ	N;MASC;SG
feliz	contento	feliz	contento	N	ADJ;MASC;SG
feliz	felici	feliz	felice	N	ADJ;PL
feliz	felice	feliz	felice	N	ADJ;SG
significa	mezzi	significar	mezzo	V	N;MASC;PL
significa	che	significar	che	V	DET
sorte	fortunati	sorte	fortunato	N	ADJ;MASC;PL
sorte	fortunato	sorte	fortunato	N	ADJ;MASC;SG
sorte	fortunata	sorte	fortunare	N	V;FEM;SG;PST;V.PTCP
polas	il	pola	il	N	DET;DEF;MASC;SG
polas	la	pola	il	N	DET;DEF;FEM;SG
polas	per	pola	per	N	ADP
polas	attraverso	pola	attraverso	N	ADP
polas	through	pola	through	N	
forte	strong	forte	strong	ADJ	N
deles	loro	del	loro	PROPN	PRO;PL;3
deles	loro	del	loro	PROPN	PRO;PL;3
serio	seriamente	serio	seriamente	N	ADV
serio	veramente	serio	veramente	N	ADV
serio	davvero	serio	davvero	N	ADV
serio	serio	serio	serio	N	ADJ;MASC;SG
serio	grave	serio	grave	N	ADJ;SG
serio	seri	serio	serio	N	ADJ;MASC;PL
serio	te	serio	te	N	PRO;SG;2
serio	tu	serio	tu	N	PRO;SG;2
serio	voi	serio	voi	N	PRO;PL;2
tiven	era	ter	essere	V	V;IND;SG;3;IPFV;FIN
tiven	fu	ter	essere	V	V;IND;SG;3;PST;FIN
moita	lotto	moito	lotto	DET	N;MASC;SG
moita	sacco	moito	sacco	DET	N;MASC;SG
moita	lot	moito	lot	DET	N;SG
moita	tanti	moito	tanto	DET	PRO;MASC;PL
moita	molti	moito	molto	DET	PRO;MASC;PL
moita	tantissimi	moito	tanto	DET	ADJ;AB;MASC;PL
moita	molto	moito	molto	DET	ADV
moita	much	moito	much	DET	
moita	molto	moito	molto	DET	ADV
queda	sinistro	quedar	sinistro	V	N;MASC;SG
queda	sinistra	quedar	sinistra	V	N;FEM;SG
queda	stay	quedar	stay	V	N
queda	soggiorno	quedar	soggiorno	V	N;MASC;SG
campo	il	campo	il	N	DET;DEF;MASC;SG
campo	la	campo	il	N	DET;DEF;FEM;SG
horas	per	hora	per	N	ADP
demais	altri	demais	altro	DET	PRO;MASC;PL
demais	altro	demais	altro	DET	PRO;MASC;SG
demais	altri	demais	altro	DET	PRO;MASC;PL
demais	riposo	demais	riposo	DET	N;MASC;SG
demais	riposare	demais	riposare	DET	V;NFIN
demais	resto	demais	resto	DET	N;MASC;SG
demais	riposa	demais	riposo	DET	V;IND;SG;3;PRS;FIN
demais	too	demais	too	DET	
demais	troppo	demais	troppo	DET	ADV
nesta	this	nesta	this	PROPN	
nesta	questo	nesta	questo	PROPN	DET;MASC;SG
nesta	questa	nesta	questo	PROPN	DET;FEM;SG
ves	te	ver	te	V	PRO;SG;2
ves	tu	ver	tu	V	PRO;SG;2
ves	voi	ver	voi	V	PRO;PL;2
ves	possono	ver	potere	V	V;IND;PL;3;PRS;FIN
ves	can	ver	can	V	
ves	può	ver	potere	V	V;IND;SG;3;PRS;FIN
dez	dieci	dez	dieci	N	NUM
preciso	bisogno	preciso	bisogno	ADJ	N;MASC;SG
preciso	necessità	preciso	necessità	ADJ	N;FEM
preciso	hanno	preciso	avere	ADJ	V;IND;PL;3;PRS;FIN
preciso	avere	preciso	avere	ADJ	V;NFIN
rápido	quick	rápido	quick	ADJ	N
rápido	fast	rápido	fast	ADJ	N
rápido	velocemente	rápido	velocemente	ADJ	ADV
rápido	rapidamente	rápido	rapidamente	ADJ	ADV
bastante	carina	bastante	carina	ADV	ADJ;FEM;SG
bastante	bella	bastante	bello	ADV	ADJ;FEM;SG
bastante	pretty	bastante	pretty	ADV	N
futuro	futuro	futuro	futuro	N	ADJ;MASC;SG
futuro	futura	futuro	futuro	N	ADJ;FEM;SG
futuro	future	futuro	futuro	N	ADJ;FEM;PL
futuro	futuri	futuro	futuro	N	ADJ;MASC;PL
20	twenty	20	twenty	NUM	N
axuda	aiuta	axuda	aiutare	N	V;IND;SG;3;PRS;FIN
axuda	aiutare	axuda	aiutare	N	V;NFIN
unhas	some	un	some	DET	
unhas	alcuni	un	alcuno	DET	PRO;MASC;PL
final	finale	final	finale	N	ADJ;SG
final	finali	final	finale	N	ADJ;PL
final	infine	final	infine	N	ADV
final	finalmente	final	finalmente	N	ADV
final	il	final	il	N	DET;DEF;MASC;SG
final	la	final	il	N	DET;DEF;FEM;SG
morto	morta	morto	morire	N	V;FEM;SG;PST;V.PTCP
morto	morto	morto	morire	N	V;MASC;SG;PST;V.PTCP
din	loro	din	loro	V	PRO;PL;3
din	said	din	said	V	
pequena	little	pequeno	littla	ADJ	N
fala	circa	falar	circa	V	ADV
fala	talk	falar	talk	V	N;MASC
fala	chiacchiere	falar	chiacchiere	V	N;FEM;PL
boas	bene	bo	bene	ADJ	ADV
xusto	destro	xusto	destro	ADV	N;MASC;SG
xusto	right	xusto	right	ADV	
xusto	giusto	xusto	giusto	ADV	ADJ;MASC;SG
xusto	destra	xusto	destra	ADV	N;FEM;SG
xusto	just	xusto	just	ADV	
xusto	equo	xusto	equo	ADV	ADJ;MASC;SG
xusto	fair	xusto	fair	ADV	N;MASC
xusto	fiera	xusto	fiera	ADV	N;FEM;SG
lonxe	away	lonxe	away	ADV	N
lonxe	dal	lonxe	dal	ADV	ADJ;SG
lonxe	dalla	lonxe	dalla	ADV	ADJ;SG
lonxe	from	lonxe	from	ADV	
lonxe	da	lonxe	da	ADV	ADP
10	ten	10	ten	NUM	N
querida	carissimi	querer	caro	V	ADJ;AB;MASC;PL
querida	cara	querer	caro	V	ADJ;FEM;SG
querida	caro	querer	caro	V	ADJ;MASC;SG
querida	cari	querer	caro	V	ADJ;MASC;PL
querida	darling	querer	darling	V	N
querida	tesoro	querer	tesoro	V	N;MASC;SG
luz	leggero	luz	leggero	N	ADJ;MASC;SG
luz	leggeri	luz	leggero	N	ADJ;MASC;PL
luz	leggera	luz	leggero	N	ADJ;FEM;SG
adiante	vieni	adiante	venire	ADV	V;IND;SG;2;PRS;FIN
adiante	venite	adiante	venita	ADV	V;IND;PL;2;PRS;FIN
adiante	inoltra	adiante	inoltrare	ADV	V;IND;SG;3;PRS;FIN
adiante	forward	adiante	forward	ADV	N
norte	settentrionale	norte	settentrionale	N	ADJ;SG
pregunta	chiede	pregunta	chiedere	N	V;IND;SG;3;PRS;FIN
pregunta	chiedi	pregunta	chiedere	N	V;IMP;SG;2;PRS;FIN
pregunta	chiedere	pregunta	chiedere	N	V;NFIN
pregunta	chiedete	pregunta	chiedere	N	V;IND;PL;2;PRS;FIN
tolo	pazzesco	tolo	pazzesco	N	ADJ;MASC;SG
tolo	pazzo	tolo	pazzo	N	ADJ;MASC;SG
tolo	pazza	tolo	pazzo	N	ADJ;FEM;SG
tolo	pazzo	tolo	pazzo	N	ADJ;MASC;SG
sinto	scusa	sinto	scusa	V	N;FEM;SG
pensas	te	pensar	te	V	PRO;SG;2
pensas	tu	pensar	tu	V	PRO;SG;2
pensas	voi	pensar	voi	V	PRO;PL;2
pensas	think	pensar	think	V	N
diante	front	diante	front	ADV	N
diante	fronte	diante	fronte	ADV	N;SG
diante	anteriore	diante	anteriore	ADV	ADJ;SG
diante	frontale	diante	frontale	ADV	ADJ;SG
diante	before	diante	before	ADV	
dereito	right	dereito	right	N	
dereito	giusto	dereito	giusto	N	ADJ;MASC;SG
dis	te	dis	te	V	PRO;SG;2
dis	tu	dis	tu	V	PRO;SG;2
dis	voi	dis	voi	V	PRO;PL;2
dis	circa	dis	circa	V	ADV
dis	che	dis	che	V	DET
del	lui	del	lui	PROPN	PRO;MASC;SG;3
del	dal	del	dal	PROPN	ADJ;SG
del	dalla	del	dalla	PROPN	ADJ;SG
del	from	del	from	PROPN	
del	da	del	da	PROPN	ADP
del	suo	del	suo	PROPN	DET;MASC;SG
del	his	del	his	PROPN	
preto	chiudi	preto	chiudere	ADV	V;IND;SG;2;PRS;FIN
preto	chiudete	preto	chiudere	ADV	V;IMP;PL;2;PRS;FIN
preto	around	preto	around	ADV	N
punto	circa	punto	circa	N	ADV
punto	where	punto	where	N	
punto	dove	punto	dove	N	ADV
onte	ultima	onte	ultimo	ADV	ADJ;FEM;SG
onte	ultimo	onte	ultimo	ADV	ADJ;MASC;SG
onte	ultimi	onte	ultimo	ADV	ADJ;MASC;PL
onte	ultime	onte	ultimo	ADV	ADJ;FEM;PL
onte	notte	onte	notte	ADV	N;FEM;SG
sabemos	know	saber	know	V	N
exemplo	per	exemplo	per	N	ADP
garda	il	garda	il	N	DET;DEF;MASC;SG
garda	la	garda	il	N	DET;DEF;FEM;SG
cadra	may	cadra	may	ADV	N
cadra	maggio	cadra	maggio	ADV	N;MASC;SG
cadra	può	cadra	potere	ADV	V;IND;SG;3;PRS;FIN
qué	cosa	que	cosa	DET	PRO;SG
qué	perchè	que	perché	DET	ADV
qué	perché	que	perché	DET	ADV
qué	why	que	why	DET	ADJ;SG
morreu	morti	morrer	morto	V	N;MASC;PL
morreu	dead	morrer	dead	V	N
tomar	bevanda	tomar	bevanda	V	N;FEM;SG
tomar	drink	tomar	drink	V	N;MASC
tomar	bevande	tomar	bevanda	V	N;FEM;PL
nena	piccola	nena	piccolo	N	ADJ;FEM;SG
gustaríame	come	gustaríame	come	V	ADV
gustaríame	like	gustaríame	like	V	
gustaríame	augurio	gustaríame	augurio	V	N;MASC;SG
gustaríame	desiderio	gustaríame	desiderio	V	N;MASC;SG
agarda	hold	agarda	hold	V	N
agarda	minuto	agarda	minuto	V	N;MASC;SG
agarda	minute	agarda	minuto	V	N;FEM;PL
