destinatari	آخذ.	destinatari	آخذ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
jovent	توانائی	jovent	توانائی		N;NOM;FEM;SG;3
monsó	برشگال.	monsó	برشگال.	N;MASC;SG	PROPN;NOM;MASC;SG;3
demència	عتاہت	demència	عتاہت	N;FEM;SG	PROPN;NOM;MASC;SG;3
pallasso	بدّھو	pallasso	بدّھو	N;MASC;SG	PROPN;NOM;MASC;SG;3
pallasso	دیہاتی	pallasso	دیہاتی	N;MASC;SG	ADJ
pallasso	گنوار.	pallasso	گنوار.	N;MASC;SG	PROPN;NOM;MASC;SG;3
magre	back	magre	back	ADJ;MASC;SG	
magre	میلان	magre	میلان	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
magre	on	magre	on	ADJ;MASC;SG	
magre	لاحاصل	magre	لاحاصل	ADJ;MASC;SG	N;NOM;MASC;SG;3
magre	جھکاؤ	magre	جھکاؤ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
indult	عفو.	indult	عفو.	N;MASC;SG	
convincent	بلاشبہ	convincent	بلاشبہ	ADJ;SG	
fugitiu	پراں.	fugitiu	پراں.	ADJ;MASC;SG	
fugitiu	ہنگامی.	fugitiu	ہنگامین	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
fugitiu	بھاگنے	fugitiu	بھاگ	ADJ;MASC;SG	V;NFIN
fugitiu	ڈھلمل	fugitiu	ڈھلمل	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
fugitiu	گریزاں	fugitiu	گریز	ADJ;MASC;SG	N;NOM;MASC;PL;3
cul	دھونسنا.	cul	دھونسنا.		PROPN;NOM;MASC;SG;3
cul	چوتڑ.	cul	چوتڑ.		N;NOM;MASC;SG;3
cul	سُرین	cul	سُرین		PROPN;NOM;MASC;SG;3
darling	دلدار.	darling	دلدارؤ		PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب		PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا		PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ		ADJ
darling	چہیتا	darling	چہیتا		V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین		PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.		PROPN;NOM;MASC;SG;3
darling	مرغوب.	darling	مرغوب.		PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت		ADJ
darling	دلدار.	darling	دلدارؤ		PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب		PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا		PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ		ADJ
darling	چہیتا	darling	چہیتا		V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین		PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.		PROPN;NOM;MASC;SG;3
darling	پیارا	darling	پیارا		ADJ;NOM;MASC;SG
darling	مرغوب.	darling	مرغوب.		PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت		ADJ
capçal	کس	capçal	کون	N;MASC;SG	PRO;NOM;SG;3
capçal	مختار	capçal	مختار	N;MASC;SG	ADJ
capçal	بڑا	capçal	بڑا	N;MASC;SG	ADJ;NOM;MASC;SG
capçal	صدر	capçal	صدر	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	سیش.	capçal	سیش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	صلاحیت.	capçal	صلاحیت.	N;MASC;SG	ADJ
capçal	کلاں.	capçal	کلاں.	N;MASC;SG	
capçal	مہا	capçal	مہا	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	زندگانی.	capçal	زندگانی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	لیڈری.	capçal	لیڈری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	راس	capçal	راس	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	انتہا	capçal	انتہا	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	کس	capçal	کون	N;MASC;SG	PRO;NOM;SG;3
capçal	مختار	capçal	مختار	N;MASC;SG	ADJ
capçal	بڑا	capçal	بڑا	N;MASC;SG	ADJ;NOM;MASC;SG
capçal	صدر	capçal	صدر	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	سیش.	capçal	سیش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	صلاحیت.	capçal	صلاحیت.	N;MASC;SG	ADJ
capçal	کلاں.	capçal	کلاں.	N;MASC;SG	
capçal	مہا	capçal	مہا	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	زندگانی.	capçal	زندگانی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	لیڈری.	capçal	لیڈری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	راس	capçal	راس	N;MASC;SG	PROPN;NOM;MASC;SG;3
capçal	انتہا	capçal	انتہا	N;MASC;SG	PROPN;NOM;MASC;SG;3
olivar	شاخسار.	olivar	شاخسار.		PROPN;NOM;MASC;SG;3
mercenari	منافع	mercenari	منافع	ADJ;MASC;SG	N;NOM;MASC;SG;3
mercenari	زر	mercenari	زر	ADJ;MASC;SG	N;NOM;MASC;SG;3
manta	جامع	mantar	جامع	N;FEM;SG	ADJ
tornado	عاصفہ	tornado	عاصفہ	N;MASC;SG	
weather	موسم.	weather	موسم.		PROPN;NOM;MASC;SG;3
weather	موسمیانا	weather	موسمیانا		PROPN;NOM;MASC;SG;3
pubertat	بلوغ	pubertar	بلوغ	N;FEM;SG	
pubertat	بلوغت.	pubertar	بلوغت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
esclerosi	atherosclerosis	esclerosi	ataerlKcrerse	N;FEM;SG	PROPN;NOM;MASC;SG;3
circulatori	گردشی	circulatori	گردشی	ADJ;MASC;SG	
circulatori	دوری	circulatori	دوری	ADJ;MASC;SG	N;NOM;FEM;SG;3
circulatori	مستدیر	circulatori	مستدیر	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
contratemps	بدقسمتی	contratemps	بدقسمتی	N;MASC	V;FEM;SG;V.PTCP;ACT
embarassades	بھرپور.	embarassat	بھرپور.	ADJ;FEM;PL;V.PTCP	PROPN;NOM;MASC;SG;3
fashion	طرزِعمل	fashion	طرزِعمل		N;NOM;MASC;SG;3
pinna	پر	pinna	پر		ADP
turmell	ٹخنہ	turmell	ٹخنہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
turmell	چلنا	turmell	چل	N;MASC;SG	V;MASC;SG;NFIN;ACT
disgust	بیزار	disgust	بیزار		ADJ
disgust	بیزاری	disgust	بیزاری		N;NOM;MASC;SG;3
dictat	حکم	dictat	حکم	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
dictat	الفاظ	dictat	لفظ	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;PL;3
dictat	فرمان	dictat	فرمان	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
lleig	گھنائونا	lleig	گھنائونا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
lleig	کریہہ	lleig	کریہہ	ADJ;MASC;SG	
lleig	ڈرائونا	lleig	ڈرائونا	ADJ;MASC;SG	V;MASC;SG;V.PTCP;ACT
lleig	صورت	lleig	صورت	ADJ;MASC;SG	N;NOM;MASC;SG;3
lleig	واہیات	lleig	واہیات	ADJ;MASC;SG	N;NOM;MASC;PL;3
lleig	زشت	lleig	زشت	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
lleig	بھدّا	lleig	بھدلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
lleig	گھنائونا	lleig	گھنائونا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
lleig	کریہہ	lleig	کریہہ	ADJ;MASC;SG	
lleig	ڈرائونا	lleig	ڈرائونا	ADJ;MASC;SG	V;MASC;SG;V.PTCP;ACT
lleig	صورت	lleig	صورت	ADJ;MASC;SG	N;NOM;MASC;SG;3
lleig	واہیات	lleig	واہیات	ADJ;MASC;SG	N;NOM;MASC;PL;3
lleig	بدنما	lleig	بدنما	ADJ;MASC;SG	V;ACT
lleig	زشت	lleig	زشت	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
lleig	بھدّا	lleig	بھدلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
inactiva	ساکت	inactiu	ساکت	ADJ;FEM;SG	N;NOM;MASC;SG;3
inactiva	ساکن	inactiu	ساکن	ADJ;FEM;SG	N;NOM;MASC;SG;3
inactiva	کاہل.	inactiu	کاہل.	ADJ;FEM;SG	
inactiva	مجہول.	inactiu	مجہول.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
saliva	رال.	saliu	رال.	N;FEM;SG	PROPN;NOM;MASC;SG;3
saliva	تھوک	saliu	تھوک	N;FEM;SG	
intensiu	تاکیدی	intensiu	تاکیدی	ADJ;MASC;SG	N;NOM;MASC;SG;3
intensiu	کامل	intensiu	کامل	ADJ;MASC;SG	N;NOM;MASC;SG;3
maquinista	مستری.	maquinista	مستری.	N;SG	PROPN;NOM;MASC;SG;3
rave	مولی	rave	مولی		PROPN;NOM;MASC;SG;3
resort	to	resort	to	V;IND;SG;3;PRS;FIN	
resort	مدد	resort	مدد	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
resort	(	resort	(	V;IND;SG;3;PRS;FIN	
distracció	سستانا.	distracció	سستانا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
distracció	باؤلاپن.	distracció	باؤلاپن.	N;FEM;SG	PROPN;NOM;MASC;SG;3
distracció	آرام	distracció	اجرام	N;FEM;SG	PROPN;NOM;MASC;SG;3
distracció	انتشار.	distracció	انتشار.	N;FEM;SG	PROPN;NOM;MASC;SG;3
distracció	بھٹکاوا.	distracció	بھٹکاواؤ	N;FEM;SG	
distracció	مخمصہ.	distracció	مخمصہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvi	سائیس-	nuvi	سائیس-		PROPN;NOM;MASC;SG;3
nuvi	دوست	nuvi	دوست		N;NOM;MASC;SG;3
nuvi	رفیق	nuvi	رفیق		PROPN;NOM;MASC;SG;3
nuvi	مرد	nuvi	مرد		N;NOM;MASC;SG;3
tímid	from	tímid	from	ADJ;MASC;SG	
tímid	(	tímid	(	ADJ;MASC;SG	
germen	جرثومہ.	germar	جرثومہ.		PROPN;NOM;MASC;SG;3
suor	عرق	suor	عرق		N;NOM;MASC;SG;3
suor	مشقت	suor	مشقت		N;NOM;MASC;SG;3
suor	عرق	suor	عرق		N;NOM;MASC;SG;3
suor	پسینہ	suor	پسینہ		N;NOM;MASC;SG;3
suor	مشقت	suor	مشقت		N;NOM;MASC;SG;3
glam	رک:	glam	رک:	N;MASC;SG	PROPN;NOM;MASC;SG;3
glam	glamorous	glam	glamorous	N;MASC;SG	PROPN;NOM;MASC;SG;3
avalua	آنکنا	avaluar	اکنکنا	V;IND;SG;3;PRS;FIN	
corbata	کسنا.	corbata	کسنا.	N;FEM;SG	
corbata	ڈوری	corbata	ڈوری	N;FEM;SG	PROPN;NOM;MASC;SG;3
benzina	پٹرول.	benzina	پٹرول.		PROPN;NOM;MASC;SG;3
sords	وزن	sord	وزن	ADJ;MASC;PL	N;NOM;MASC;SG;3
sords	اصم	sord	اصم	ADJ;MASC;PL	
fervent	تمتماتا	fervent	تمتما	ADJ;SG	V;IPFV;MASC;SG;V.PTCP;ACT
fervent	جوشیلا	fervent	جوشیلا	ADJ;SG	PROPN;NOM;MASC;SG;3
fervent	تپتا	fervent	تپتا	ADJ;SG	PROPN;NOM;MASC;SG;3
nocius	مضر	nociu	مضر	ADJ;MASC;PL	N;NOM;MASC;SG;3
aim	چاہنا.	aim	چاہنا.	PROPN	PROPN;NOM;MASC;SG;3
aim	مدعا	aim	مدعا	PROPN	N;NOM;MASC;SG;3
aim	مقصد	aim	مقصد	PROPN	N;NOM;MASC;SG;3
aim	چاہنا.	aim	چاہنا.	PROPN	PROPN;NOM;MASC;SG;3
aim	مدعا	aim	مدعا	PROPN	N;NOM;MASC;SG;3
catifa	دھمکانا	catifa	دھمکانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
catifa	ڈانٹنا	catifa	ڈانٹ	N;FEM;SG	V;NFIN
catifa	دھمکانا	catifa	دھمکانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
catifa	ڈانٹنا	catifa	ڈانٹ	N;FEM;SG	V;NFIN
pipa	صفیر.	pipa	صفیر.		PROPN;NOM;MASC;SG;3
pipa	دھات	pipa	دھات		N;NOM;MASC;SG;3
sale	بکری	sale	بکری	INTJ	N;NOM;FEM;SG;3
sale	فروخت	sale	فروخت	INTJ	N;NOM;FEM;SG;3
sale	بکری	sale	بکری	INTJ	N;NOM;FEM;SG;3
traure	مالش	traure	مالش	V;NFIN	N;NOM;MASC;SG;3
traure	چمکانا	traure	چمکا	V;NFIN	PROPN;NOM;MASC;SG;3
traure	through	traure	through	V;NFIN	PROPN;NOM;MASC;SG;3
traure	مزاحمت	traure	مزاحمت	V;NFIN	N;NOM;MASC;SG;3
traure	in	traure	in	V;NFIN	
traure	against	traure	against	V;NFIN	PROPN;NOM;MASC;SG;3
traure	on	traure	on	V;NFIN	
traure	(	traure	(	V;NFIN	
traure	رگڑا-	traure	رگڑا-	V;NFIN	PROPN;NOM;MASC;SG;3
sine	جیب	sine	جیب		N;NOM;MASC;SG;3
abstinència	ترک	abstinència	ترک	N;FEM;SG	PROPN;NOM;MASC;SG;3
abstinència	پرہیز	abstinència	پرہیز	N;FEM;SG	ADJ
abstinència	ترک	abstinència	ترک	N;FEM;SG	PROPN;NOM;MASC;SG;3
commemoratius	یادگاری	commemoratiu	یادگاری	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
avellana	بُندق	avellana	بُندق	N;FEM;SG	PROPN;NOM;MASC;SG;3
alberg	سرائے.	alberg	سرائے.	N;MASC;SG	
menta	دولت.	mentar	دولت.		V;IPFV;MASC;SG;V.PTCP;ACT
menta	معدن	mentar	معدن		PROPN;NOM;MASC;SG;3
menta	ڈھالنا	mentar	ڈھال		V;MASC;SG;NFIN;ACT
menta	دارالضرب	mentar	دارالضرب		PROPN;NOM;MASC;SG;3
menta	گھڑنا	mentar	گھڑ		V;SG;NFIN;ACT
menta	مخزن	mentar	مخزن		PROPN;NOM;MASC;SG;3
estèreo	بیّن.	estèreo	بیّن.		PROPN;NOM;MASC;SG;3
estèreo	مجسّم	estèreo	مجسّم		PROPN;NOM;MASC;SG;3
ajustat	احتیاطیں	ajustat	احتیاطیں	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;PL;3
ajustat	تھڑدلا	ajustat	تھڑدلا	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
ajustat	تند	ajustat	تند	ADJ;MASC;SG;V.PTCP	V;MASC;SG;ACT
ajustat	قابو	ajustat	قابو	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
ajustat	کسا	ajustat	کوس	ADJ;MASC;SG;V.PTCP	
ajustat	احتیاطیں	ajustat	احتیاطیں	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;PL;3
ajustat	تنگ	ajustat	تنگ	ADJ;MASC;SG;V.PTCP	V;ACT
ajustat	تھڑدلا	ajustat	تھڑدلا	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
ajustat	تند	ajustat	تند	ADJ;MASC;SG;V.PTCP	V;MASC;SG;ACT
ajustat	قابو	ajustat	قابو	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
arada	up	arada	up	N;FEM;SG	
arada	ہل	arada	ہل	N;FEM;SG	PROPN;NOM;MASC;SG;3
arada	up	arada	up	N;FEM;SG	
psique	نفس.	psique	نفس.		PROPN;NOM;MASC;SG;3
psique	ذہن	psique	ذہن		N;NOM;MASC;SG;3
psique	روح	psique	روح		N;NOM;MASC;SG;3
indignació	توہین.	indignació	توہین.	N;FEM;SG	PROPN;NOM;MASC;SG;3
absorbeixen	تصادم	absorbir	تصادم	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG;3
absorbeixen	اپنانا	absorbir	اپنانا	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN;ACT
absorbeixen	دھچکے	absorbir	دھچکا	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
absorbeixen	(	absorbir	(	V;IND;PL;3;PRS;FIN	
disfressa	اخفا	disfressa	اخفا	V;IND;SG;3;PRS;FIN	
disfressa	سوانگ	disfressa	سوانگ	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
disfressa	اخفا	disfressa	اخفا	V;IND;SG;3;PRS;FIN	
disfressa	پوشاک	disfressa	پوشاک	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
sedentària	نشستہ	sedentari	نشستہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
sedentària	متمکّن	sedentari	متمکّن	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
apta	زودفہم	aptar	زودفہم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
apta	ہوشیار	aptar	ہوشیار	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
apta	موزوں.	aptar	موزوں	ADJ;FEM;SG	
apta	ذکی	aptar	ذکی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
encanteri	پُرکشش	encanteri	پُرکشش	N;MASC;SG	ADJ
encanteri	افسوں	encanteri	افسا	N;MASC;SG	N;ACC;MASC;PL;3
encanteri	منتر	encanteri	منتر	N;MASC;SG	PROPN;NOM;MASC;SG;3
encanteri	پُرکشش	encanteri	پُرکشش	N;MASC;SG	ADJ
mossegada	کاٹ	mossegat	کاٹ	N;FEM;SG	V;ACT
mossegada	تیزی.	mossegat	تیزی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
mossegada	(	mossegat	(	N;FEM;SG	
mossegada	تیز	mossegat	تیز	N;FEM;SG	ADJ
mossegada	(	mossegat	(	N;FEM;SG	
meravella	کرامات.	meravella	کرام	N;FEM;SG	V;IPFV;MASC;PL;V.PTCP;ACT
meravella	اچرج.	meravella	اچرج.	N;FEM;SG	PROPN;NOM;MASC;SG;3
meravella	اچنبھا	meravella	اچنبھا	N;FEM;SG	PROPN;NOM;MASC;SG;3
meravella	عجائباتی.	meravella	عجائبہ	N;FEM;SG	N;NOM;MASC;PL;3
meravella	استعجاب	meravella	استعجاب	N;FEM;SG	PROPN;NOM;MASC;SG;3
competents	(	competent	(	ADJ;PL	
competents	مجاز	competent	مجاز	ADJ;PL	N;NOM;MASC;SG;3
competents	(	competent	(	ADJ;PL	
competents	مجاز	competent	مجاز	ADJ;PL	N;NOM;MASC;SG;3
pebrot	capcicum	pebrot	capcicum	N;MASC;SG	PROPN;NOM;MASC;SG;3
boulder	بٹیا	boulder	بٹیا		PROPN;NOM;MASC;SG;3
boulder	صخرہ	boulder	صخرہ		PROPN;NOM;MASC;SG;3
gueto	پاڑا	gueto	پاڑا	N;MASC;SG	PROPN;NOM;MASC;SG;3
tensa	کشیدہ.	tens	کشیدہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tensa	تنت	tens	تنت	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tensa	تاننا	tens	تان	ADJ;FEM;SG	V;SG;NFIN;ACT
vino	ٹھرّا.	vino	ٹھرّا.	PROPN	PROPN;NOM;MASC;SG;3
abstenir	پرہیز	abstenir-se	پرہیز	V;NFIN	ADJ
abstenir	احتراز	abstenir-se	احتراز	V;NFIN	N;NOM;MASC;SG;3
obliguen	سمیٹنا	obligar	سمیٹنا	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obliguen	کسنا	obligar	کونا	V;IND;PL;3;PRS;FIN	
obliguen	جکڑنا.	obligar	جکڑنا.	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
obliguen	تھامنا	obligar	تھامنا	V;IND;PL;3;PRS;FIN	V;SG;NFIN;ACT
obliguen	on	obligar	on	V;IND;PL;3;PRS;FIN	
obliguen	بندش.	obligar	بندش.	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
obliguen	علّت	obligar	علّت	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG;3
sífilis	آتشک	sífili	آتشک		PROPN;NOM;MASC;SG;3
fry	تلن	fry	تلن	PROPN	
dissident	منحرف	dissident	منحرف	N;SG	ADJ
dissident	ناموافق	dissident	ناموافق	N;SG	ADJ
bud	ناپختہ	bud	ناپختہ	N;MASC;SG	ADJ
ranura	درز	ranura	درز	N;FEM;SG	PROPN;NOM;MASC;SG;3
ranura	چھیدنا	ranura	چھید	N;FEM;SG	V;SG;ACT
ranura	پیڑا	ranura	پیڑا	N;FEM;SG	PROPN;NOM;MASC;SG;3
ranura	کھوج.	ranura	کھوج.	N;FEM;SG	
ranura	گوشہ	ranura	گوشہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
ranura	بیٹھنا	ranura	بیٹھ	N;FEM;SG	V;MASC;SG;NFIN;ACT
netament	خوبی	netament	خوبی	ADV	N;NOM;MASC;SG;3
netament	لیاقت	netament	لیاقت	ADV	PROPN;NOM;MASC;SG;3
arbitrari	زبردستی	arbitrari	زبردستی	ADJ;MASC;SG	N;NOM;MASC;SG;3
optimista	رجائی	optimista	رجائی	ADJ;SG	V;PFV;FEM;SG;V.PTCP;ACT
jasper	یشب.	jasper	یشب.		PROPN;NOM;MASC;SG;3
jasper	یشم	jasper	یشم		PROPN;NOM;MASC;SG;3
auditoria	پڑتال.	auditoria	پڑتالؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
heroic	شجیع	heroic	شجیع	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
heroic	ڈرامائی	heroic	ڈرامائی	ADJ;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
cranial	قحفی.	cranial	قحفی.	ADJ;SG	
acudit	چہل.	acudir	چہل.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
acudit	لطیفہ	acudir	لطیفہ	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
acudit	چہل.	acudir	چہل.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
acudit	مذاق	acudir	مذاق	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
musicologia	غنائیات.	musicologia	غنائیات	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
additiu	آمیزش	additiu	آمیزش	ADJ;MASC;SG	N;NOM;MASC;SG;3
additiu	اضافہ	additiu	اضافہ	ADJ;MASC;SG	N;NOM;MASC;SG;3
sobri	متین.	sobri	متین.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
sobri	محترز	sobri	محترز	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
sobri	متین.	sobri	متین.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
sobri	محترز	sobri	محترز	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
velvet	مخملی	velvet	مخملی	N;SG	PROPN;NOM;MASC;SG;3
velvet	مخمل	velvet	مخمل	N;SG	PROPN;NOM;MASC;SG;3
velvet	مخملی	velvet	مخملی	N;SG	PROPN;NOM;MASC;SG;3
feat	کارنامہ	fear	کارنامہ	PROPN	N;NOM;MASC;SG;3
feat	کارِنمایاں.	fear	کارِنمایاں.	PROPN	PROPN;NOM;MASC;SG;3
mania	سودا	mania	سودا	N;FEM;SG	PROPN;NOM;MASC;SG;3
mania	جنون	mania	جنون	N;FEM;SG	PROPN;NOM;MASC;SG;3
difusa	(	difusa	(	ADJ;FEM;SG	
difusa	منفوذ	difusa	منفوذ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
difusa	(	difusa	(	ADJ;FEM;SG	
pleasant	خوشگوار	pleasar	خوشگوار	N;SG	ADJ
pleasant	پُرلطف	pleasar	پُرلطف	N;SG	ADJ
lamb	مسکین	lamb	مسکین	PROPN	PROPN;NOM;MASC;SG;3
navalla	موس.	navalla	موس.	N;FEM;SG	PROPN;NOM;MASC;SG;3
navalla	مونڈنا	navalla	مونڈ	N;FEM;SG	V;NFIN;ACT
navalla	استرا	navalla	استرا	N;FEM;SG	PROPN;NOM;MASC;SG;3
funicular	ریسمانی.	funicular	ریسمانی.		PROPN;NOM;MASC;SG;3
productives	خلّاق	productiu	خلّاق	ADJ;FEM;PL	
productives	(	productiu	(	ADJ;FEM;PL	
rad	عجیب.	rad	عجیب.		PROPN;NOM;MASC;SG;3
elder	بیلساں	elder	بیلساں	PROPN	
elder	اقطیٔ	elder	اقطیٔ	PROPN	PROPN;NOM;MASC;SG;3
elder	شبدر	elder	شبدر	PROPN	PROPN;NOM;MASC;SG;3
paternitat	پدریت	paternitat	پدریت	N;FEM;SG	PROPN;NOM;MASC;SG;3
paternitat	ابویت	paternitat	ابویت	N;FEM;SG	PROPN;NOM;MASC;SG;3
paternitat	اصلیت.	paternitat	اصلیت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
paternitat	باپتا.	paternitat	باپتا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
curry	سنوارنا.	curry	سنوارنان		PROPN;NOM;MASC;SG;3
curry	کوٹنا-	curry	کوٹنا-		PROPN;NOM;MASC;SG;3
curry	چھڑنا	curry	چھڑ		V;NFIN;ACT
contemplativa	زاہد	contemplativa	زاہد	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
contemplativa	راہب	contemplativa	راہب	ADJ;FEM;SG	N;NOM;MASC;SG;3
urea	یوریا	urea	یوریا	N;MASC;SG	PROPN;NOM;MASC;SG;3
lodge	بسانا	lodge	بسا		PROPN;NOM;MASC;SG;3
lodge	رکھنا	lodge	رکھ		V;MASC;SG;NFIN;ACT
lodge	ٹھہرنا	lodge	ٹھہر		V;MASC;SG;NFIN;ACT
lodge	اعتراض	lodge	اعتراض		N;NOM;MASC;SG;3
rígids	کڑا	rígid	کڑا	ADJ;MASC;PL	;NOM;MASC;SG;3
rígids	کڑا	rígid	کڑا	ADJ;MASC;PL	;NOM;MASC;SG;3
rígids	کٹّر	rígid	کٹّر	ADJ;MASC;PL	
horrible	ہولناک.	horrible	ہولناک.	ADJ;SG	PROPN;NOM;MASC;SG;3
horrible	مہیب	horrible	مہیب	ADJ;SG	PROPN;NOM;MASC;SG;3
horrible	کثیر	horrible	کثیر	ADJ;SG	
horrible	بہت	horrible	بہت	ADJ;SG	DET
multiplicitat	تعدّد.	multiplicitat	تعدّد.	N;FEM;SG	PROPN;NOM;MASC;SG;3
lone	خالی	lone	خالی	PROPN	ADJ
lone	سونی	lone	سو	PROPN	PROPN;NOM;MASC;SG;3
lone	مہجور	lone	مہجور	PROPN	N;NOM;MASC;SG;3
beau	سہیلا	beau	سہیلا		PROPN;NOM;MASC;SG;3
gelós	چوکنّا.	gelós	چوکنّا.		PROPN;NOM;MASC;SG;3
gelós	تحقیق	gelós	تحقیق		N;NOM;MASC;SG;3
bramans	برہمن	bramà	برہمن	N;MASC;PL	PROPN;NOM;MASC;SG;3
temptació	اکساہٹ	temptació	اکساہٹ	N;FEM;SG	PROPN;NOM;MASC;SG;3
temptació	امتحان.	temptació	امتحان.	N;FEM;SG	ADJ
temptació	تحریص	temptació	تحریص	N;FEM;SG	PROPN;NOM;MASC;SG;3
temptació	اکساہٹ	temptació	اکساہٹ	N;FEM;SG	PROPN;NOM;MASC;SG;3
temptació	امتحان.	temptació	امتحان.	N;FEM;SG	ADJ
simètrics	متشاکُل	simètric	متشاکُل	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
