que	dat	que	dat	CONJ	PRO;3
sino	sino	sino	sino	CONJ	N;MASC+FEM;SG
finales	finale	final	finale	N;MASC;PL	N;MASC+FEM;SG
finales	definitief	final	definitief	N;MASC;PL	ADJ
finales	finale	final	finale	N;MASC;PL	N;MASC+FEM;SG
hombres	mens	hombre	mens	N;MASC;PL	N;MASC+FEM;SG
ambos	allebei	ambos	allebei	NUM;MASC;PL	PRO
ambos	beiden	ambos	beide	NUM;MASC;PL	PRO
ambos	beide	ambos	beide	NUM;MASC;PL	PRO
miguel	mike	miguel	mike	PROPN	N;MASC+FEM;SG
miguel	miguel	miguel	miguel	PROPN	N;MASC+FEM;SG
miguel	michiel	miguel	michiel	PROPN	N;MASC+FEM;SG
miguel	michaël	miguel	michaël	PROPN	N;MASC+FEM;SG
miguel	michael	miguel	michael	PROPN	N;MASC+FEM;SG
ley	handelen	ley	handelen	N;FEM;SG	V;NFIN
oeste	westelijk	oeste	westelijk	N;MASC;SG	ADJ
oeste	westelijk	oeste	westelijk	N;MASC;SG	ADJ
cambio	veranderen	cambio	veranderen	N;MASC;SG	V;NFIN
cambio	wijzigen	cambio	wijzigen	N;MASC;SG	V;NFIN
cambio	veranderingen	cambio	verandering	N;MASC;SG	N;PL
cambio	uitwisselen	cambio	uitwisselen	N;MASC;SG	V;NFIN
style	style	style	style	N	
público	doelgroepen	público	doelgroep	N;MASC;SG	N;PL
público	openbaar	público	openbaar	N;MASC;SG	ADJ
pues	nou	pues	nou	CONJ	ADV
pues	wel	pues	wel	CONJ	ADV
superior	superior	superior	superior	ADJ;SG	
media	media	media	media	N;FEM;SG	N;PL
media	gemiddelde	media	gemiddeld	N;FEM;SG	ADJ
media	gemiddeld	media	gemiddeld	N;FEM;SG	ADJ
california	californische	california	californisch	N;FEM;SG	ADJ
parque	parkeren	parque	parkeren	N;MASC;SG	V;NFIN
tan	tan	tanto	tan	ADV	N;MASC+FEM;SG
tan	kleurtje	tanto	kleurtje	ADV	N;NEUT;SG
archivo	archiveren	archivo	archiveren	N;MASC;SG	V;NFIN
archivo	archieven	archivo	archief	N;MASC;SG	N;PL
parís	parijs	parís	parijs	PROPN	PROPN;NEUT;SG
cruz	staarten	cruz	staarten	N;FEM;SG	N;PL
cruz	oversteken	cruz	oversteken	N;FEM;SG	V;NFIN
cest	cest	cest	cest	N	
cabo	cabo	cabo	cabo	N;MASC;SG	N;PL
brasil	brazilië	brasil	brazilië	N;SG	PROPN;NEUT;SG
brasil	brasil	brasil	brasil	N;SG	ADV
unido	united	unido	united	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
unido	verenigde	unido	verenigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
unido	verenigd	unido	verenigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
red	net	red	net	N;FEM;SG	ADV
red	rode	red	rood	N;FEM;SG	ADJ
red	rood	red	rood	N;FEM;SG	ADJ
movimiento	verplaatsen	movimiento	verplaatsen	N;MASC;SG	V;NFIN
movimiento	bewegen	movimiento	bewegen	N;MASC;SG	V;NFIN
movimiento	beweeg	movimiento	bewegen	N;MASC;SG	V;SG;PRS;FIN
movimiento	verplaats	movimiento	verplaats	N;MASC;SG	V;SG;PRS;FIN
movimiento	bewegingen	movimiento	beweging	N;MASC;SG	N;PL
revista	journal	revista	journal	N;FEM;SG	
éxito	succesvol	éxito	succesvol	N;MASC;SG	ADJ
éxito	geslaagde	éxito	geslaagd	N;MASC;SG	V;V.PTCP
éxito	geslaagd	éxito	slagen	N;MASC;SG	V;V.PTCP
éxito	succesvolle	éxito	succesvol	N;MASC;SG	ADJ
éxito	success	éxito	success	N;MASC;SG	
elecciones	verkiezing	elección	verkiezing	N;FEM;PL	N;MASC+FEM;SG
elecciones	verkiezing	elección	verkiezing	N;FEM;PL	N;MASC+FEM;SG
plaza	vierkante	plaza	vierkant	N;FEM;SG	ADJ
plaza	vierkant	plaza	vierkant	N;FEM;SG	ADJ
grande	large	grande	larg	ADJ;SG	
grande	big	grande	big	ADJ;SG	N;MASC+FEM;SG
grande	grande	grande	grande	ADJ;SG	N;MASC+FEM;SG
proceso	verwerken	proceso	verwerken	N;MASC;SG	V;NFIN
alrededor	rondom	alrededor	rondom	ADV	ADP
alrededor	rond	alrededor	rond	ADV	ADP
musical	musical	musical	musical	ADJ;SG	N;MASC+FEM;SG
primero	eerste	primero	één	ADV	ADJ
león	leo	león	leo	N;MASC;SG	PROPN;MASC+FEM;SG
iii	iii	iii	iii		N;MASC+FEM;SG
organización	organiseren	organización	organiseren	N;FEM;SG	V;NFIN
monte	aankoppelen	monte	aankoppelen	N;MASC;SG	V;NFIN
decir	say	decir	say	V;NFIN	
decir	tell	decir	tell	V;NFIN	
china	china	chino	china	N;FEM;SG	PROPN;NEUT;SG
xix	negentiende	xix	negentien	N;MASC;SG	ADJ
papel	paper	papel	paper	N;MASC;SG	
van	busje	ir	bus	V;IND;PL;3;PRS;FIN	N;NEUT;SG
medios	betekend	medio	betekenen	N;MASC;PL	V;SG;PRS;FIN
medios	betekent	medio	betekenen	N;MASC;PL	V;SG;PRS;FIN
francesa	frans	francés	frans	ADJ;FEM;SG	PROPN;MASC+FEM;SG
francesa	fransen	francés	frans	ADJ;FEM;SG	PROPN;MASC+FEM;SG
dio	dio	dar	dio	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
aparece	lijkt	aparecer	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
empresa	zakelijk	empresa	zakelijk	N;FEM;SG	ADJ
fernando	fernand	fernar	fernand	V;V.MSDR	N;MASC+FEM;SG
fernando	ferdinand	fernar	ferdinand	V;V.MSDR	N;MASC+FEM;SG
fernando	fernando	fernar	fernando	V;V.MSDR	N;MASC+FEM;SG
mapa	kaarten	mapa	kaarten	N;MASC;SG	N;PL
civil	burgers	civil	burger	ADJ;SG	N;PL
educación	leerzaam	educación	leerzaam	N;FEM;SG	ADJ
educación	educatief	educación	educatief	N;FEM;SG	ADJ
llamada	oproep	llamado	oproep	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
llamada	bellen	llamado	bellen	ADJ;FEM;SG;V.PTCP	V;NFIN
llamada	bel	llamado	bellen	ADJ;FEM;SG;V.PTCP	V;SG;PRS;FIN
llamada	belde	llamado	bellen	ADJ;FEM;SG;V.PTCP	V;SG;PST;FIN
llamada	genoemd	llamado	noemen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
llamada	gebeld	llamado	bellen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
alta	high	alto	high	ADJ;FEM;SG	
alta	alta	alto	alta	ADJ;FEM;SG	N;MASC+FEM;SG
igual	gelijk	igual	gelijk	ADV	ADJ
igual	equal	igual	equal	ADV	
igual	gelijke	igual	gelijk	ADV	ADJ
igual	hetzelfde	igual	hetzelfde	ADV	ADJ
igual	zelfde	igual	zelfde	ADV	ADJ
igual	same	igual	same	ADV	
londres	londen	londre	lond	N;MASC;PL	PROPN;NEUT;SG
tercera	third	tercero	third	ADJ;FEM;SG	
edificio	bouwen	edificio	bouwen	N;MASC;SG	V;NFIN
fallecimiento	dood	fallecimiento	dood	N;MASC;SG	ADJ
fallecimiento	doods	fallecimiento	doods	N;MASC;SG	ADJ
fallecimiento	overlijden	fallecimiento	overlijden	N;MASC;SG	V;NFIN
fuerzas	forces	fuerza	forces	N;FEM;PL	
antiguo	antiek	antiguo	antiek	ADJ;MASC;SG	N;MASC+FEM;SG
paso	passeren	paso	passeren	N;MASC;SG	V;NFIN
mujer	woman	mujer	woman	N;FEM;SG	
mujer	vrouwelijke	mujer	vrouwelijk	N;FEM;SG	ADJ
mujer	vrouwelijk	mujer	vrouwelijk	N;FEM;SG	ADJ
mujer	vrouwen	mujer	vrouw	N;FEM;SG	N;PL
fuerza	forceren	fuerza	forceren	N;FEM;SG	V;NFIN
fuerza	force	fuerza	force	N;FEM;SG	
hijos	sons	hijo	sons	N;MASC;PL	N;MASC+FEM;SG
etc	etc	etcétera	etc		ADV
etc	enz	etcétera	enz		ADV
garcía	garcia	garcía	garcia	PROPN	N;MASC+FEM;SG
garcía	garcía	garcía	garcía	PROPN	N;MASC+FEM;SG
servicios	dienstverlening	servicio	dienstverlening	N;MASC;PL	N;MASC+FEM;SG
conocida	gekend	conocido	kennen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
conocida	gekende	conocido	kenen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
conjunto	instellen	conjunto	instellen	N;MASC;SG	V;NFIN
conjunto	ingesteld	conjunto	instellen	N;MASC;SG	V;V.PTCP
alemán	duits	alemán	duits	N;MASC;SG	ADJ
alemán	duitse	alemán	duits	N;MASC;SG	ADJ
meses	maandenlang	mes	maandenlang	N;MASC;PL	ADJ
único	unique	único	unique	ADJ;MASC;SG	
parece	lijkt	parecer	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
parece	looks	parecer	look	V;IND;SG;3;PRS;FIN	N;PL
parece	lijkt	parecer	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
antigua	antiek	antiguo	antiek	ADJ;FEM;SG	N;MASC+FEM;SG
antigua	antigua	antiguo	antigua	ADJ;FEM;SG	N;PL
especial	specials	especial	specials	ADJ;SG	N;PL
especial	special	especial	special	ADJ;SG	N;MASC+FEM;SG
interior	innerlijke	interior	innerlijk	N;MASC;SG	ADJ
interior	innerlijk	interior	innerlijk	N;MASC;SG	ADJ
plata	zilveren	plata	zilveren	N;FEM;SG	V;V.PTCP
japón	japan	japón	japan	N;MASC;SG	PROPN;NEUT;SG
control	control	control	control	N;MASC;SG	
consejo	adviezen	consejo	advies	N;MASC;SG	N;PL
menor	mindere	menor	mindere	ADJ;SG	PRO
menor	minor	menor	minor	ADJ;SG	N;MASC+FEM;SG
menor	mineur	menor	mineur	ADJ;SG	N;MASC+FEM;SG
seis	seis	seis	seis	NUM;PL	N;MASC+FEM;SG
seis	six	seis	six	NUM;PL	N;MASC+FEM;SG
libre	free	libre	free	ADJ;SG	
trata	traktatie	tratar	traktatie	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
trata	mensenhandel	tratar	mensenhandel	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
principalmente	voornamelijk	principalmente	voornamelijk	ADV	ADJ
principalmente	hoofdzakelijk	principalmente	hoofdzakelijk	ADV	ADJ
principalmente	primair	principalmente	primair	ADV	ADJ
principalmente	hoofdzakelijk	principalmente	hoofdzakelijk	ADV	ADJ
principalmente	voornamelijk	principalmente	voornamelijk	ADV	ADJ
principalmente	hoofdzakelijk	principalmente	hoofdzakelijk	ADV	ADJ
david	david	david	david	PROPN	PROPN;MASC+FEM;SG
publicado	gepubliceerd	publicado	publiceren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	verschenen	publicado	verschijnen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	gepubliceerde	publicado	publiceren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	uitgegeven	publicado	uitgeven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	gepost	publicado	posten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	geplaatste	publicado	plaatsen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
publicado	geplaatst	publicado	plaatsen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
inglaterra	engeland	inglaterra	engeland	PROPN	PROPN;NEUT;SG
inglaterra	england	inglaterra	england	PROPN	
resto	uitrusten	resto	uitrusten	N;MASC;SG	V;NFIN
resto	rusten	resto	rusten	N;MASC;SG	V;NFIN
editorial	uitgeverijen	editorial	uitgeverij	N;FEM;SG	N;PL
editorial	publiceren	editorial	publiceren	N;FEM;SG	V;NFIN
editorial	hoofdartikel	editorial	hoofdartikel	N;FEM;SG	V;SG;PRS;FIN
editorial	redactionele	editorial	redactioneel	N;FEM;SG	ADJ
deporte	sporten	deporte	sporten	N;MASC;SG	V;NFIN
saint	heilige	saint	heilige	N;MASC	ADJ
acción	action	acción	action	N;FEM;SG	
acción	optreden	acción	optreden	N;FEM;SG	V;NFIN
blanco	doelwitten	blanco	doelwit	ADJ;MASC;SG	N;PL
blanco	doelstellingen	blanco	doelstelling	ADJ;MASC;SG	N;PL
blanco	doelen	blanco	doel	ADJ;MASC;SG	N;PL
blanco	blanco	blanco	blanco	ADJ;MASC;SG	N;MASC+FEM;SG
blanco	doel	blanco	doel	ADJ;MASC;SG	N;NEUT;SG
blanco	doelwit	blanco	doelwit	ADJ;MASC;SG	N;NEUT;SG
blanco	blanco	blanco	blanco	ADJ;MASC;SG	N;MASC+FEM;SG
profesional	professional	profesional	professional	ADJ;SG	N;MASC+FEM;SG
principios	beginsel	principio	beginsel	N;MASC;PL	N;NEUT;SG
principios	principe	principio	principe	N;MASC;PL	N;NEUT;SG
imperio	rijk	imperio	rijk	N;MASC;SG	ADJ
dicho	zei	dicho	zeggen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
dicho	gezegd	dicho	zeggen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
dicho	said	dicho	said	ADJ;MASC;SG;V.PTCP	
nunca	never	nunca	never	ADV	
from	van	from	van	N	ADP
from	uit	from	uit	N	ADP
from	vanaf	from	vanaf	N	ADP
problemas	probleem	problema	probleem	N;MASC;PL	N;NEUT;SG
favor	gunsten	favor	gunst	N;MASC;SG	N;PL
favor	alstublieft	favor	alstublieft	N;MASC;SG	V;SG;PRS;FIN
favor	aub	favor	aub	N;MASC;SG	INTJ
favor	alsjeblieft	favor	alsjeblieft	N;MASC;SG	V;SG;PRS;FIN
joven	jonge	joven	jong	N;SG	ADJ
joven	jong	joven	jong	N;SG	ADJ
formación	trainen	formación	trainen	N;FEM;SG	V;NFIN
incluyendo	inclusief	incluir	inclusief	V;V.MSDR	ADJ
planta	planten	planta	plant	N;FEM;SG	N;PL
planta	plantjes	planta	plant	N;FEM;SG	N;PL
montañas	bergen	montaña	bergen	N;FEM;PL	V;NFIN
montañas	berg	montaña	berg	N;FEM;PL	N;MASC+FEM;SG
ronda	round	ronda	round	N;FEM;SG	
ronda	rond	ronda	rond	N;FEM;SG	ADP
especialmente	speciaal	especialmente	speciaal	ADV	ADJ
estaban	waren	estar	zijn	V;IND;PL;3;IPFV;FIN	V;PL;PST;FIN
políticos	politiek	político	politiek	N;MASC;PL	N;MASC+FEM;SG
deportivo	sporting	deportivo	sporting	ADJ;MASC;SG	N;MASC+FEM;SG
deportivo	deportivo	deportivo	deportivo	ADJ;MASC;SG	N;MASC+FEM;SG
deportivo	sporten	deportivo	sporten	ADJ;MASC;SG	V;NFIN
creación	creëren	creación	creer	N;FEM;SG	V;NFIN
argentino	argentijns	argentino	argentijns	N;MASC;SG	ADJ
argentino	argentijnse	argentino	argentijns	N;MASC;SG	ADJ
argentino	argentijns	argentino	argentijns	N;MASC;SG	ADJ
argentino	argentijnse	argentino	argentijns	N;MASC;SG	ADJ
argentino	argentinië	argentino	argentinië	N;MASC;SG	PROPN;NEUT;SG
argentino	argentijns	argentino	argentijns	N;MASC;SG	ADJ
argentino	argentijnse	argentino	argentijns	N;MASC;SG	ADJ
olímpicos	olympic	olímpico	olympic	ADJ;MASC;PL	N;MASC+FEM;SG
jorge	jorge	jorge	jorg	PROPN	N;MASC+FEM;SG
jorge	joris	jorge	joris	PROPN	N;MASC+FEM;SG
jorge	george	jorge	georg	PROPN	N;MASC+FEM;SG
razas	fokken	raza	fokken	N;FEM;PL	V;NFIN
razas	voortplanten	raza	voortplant	N;FEM;PL	V;NFIN
razas	ras	raza	ras	N;FEM;PL	N;NEUT;SG
defensa	verdedigen	defensa	verdedigen	N;SG	V;NFIN
honor	eren	honor	eren	N;MASC;SG	V;NFIN
honor	eren	honor	eren	N;MASC;SG	V;NFIN
incluye	inclusief	incluir	inclusief	V;IND;SG;3;PRS;FIN	ADJ
existen	besta	existir	besta	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
amor	love	amor	love	N;MASC;SG	
amor	liefs	amor	lief	N;MASC;SG	N;PL
martín	maarten	martín	maarten	N;MASC;SG	N;PL
nombrado	genoemd	nombrado	noemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nombrado	genaamd	nombrado	genaamd	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nombrado	benoemde	nombrado	benoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nombrado	aangesteld	nombrado	aanstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nombrado	benoemde	nombrado	benoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nombrado	benoemd	nombrado	benoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
derechos	auteursrecht	derecho	auteursrecht	N;MASC;PL	N;NEUT;SG
derechos	copyright	derecho	copyright	N;MASC;PL	ADJ
series	serie	serie	serie	N;FEM;PL	N;MASC+FEM;SG
series	reeks	serie	reeks	N;FEM;PL	N;MASC+FEM;SG
persona	person	persona	person	N;FEM;SG	
capacidad	capaciteiten	capacidad	capaciteit	N;FEM;SG	N;PL
artes	kunst	arte	kunst	N;PL	N;MASC+FEM;SG
artes	gear	arte	gear	N;PL	N;MASC+FEM;SG
artes	versnelling	arte	versnelling	N;PL	N;MASC+FEM;SG
artes	vistuig	arte	vistuig	N;PL	N;NEUT;SG
artes	uitrusting	arte	uitrusting	N;PL	N;MASC+FEM;SG
situada	gesitueerd	situado	situeren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
vista	vista	visto	vista	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
vista	weergave	visto	weergave	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
vista	uitzicht	visto	uitzicht	ADJ;FEM;SG;V.PTCP	N;NEUT;SG
vista	bekijk	visto	bekijk	ADJ;FEM;SG;V.PTCP	V;SG;PRS;FIN
vista	bekijken	visto	bekijken	ADJ;FEM;SG;V.PTCP	V;NFIN
luz	lichte	luz	licht	N;FEM;SG	ADJ
baja	laag	baja	laag	N;FEM;SG	ADJ
baja	lage	baja	laag	N;FEM;SG	ADJ
paz	peace	paz	peace	N;FEM;SG	
tercer	third	tercero	third	ADJ;MASC;SG	
vuelta	retour	vuelta	retour	N;FEM;SG	ADJ
vuelta	return	vuelta	return	N;FEM;SG	
vuelta	terugkeren	vuelta	terugkeren	N;FEM;SG	V;NFIN
muestra	sample	mostrar	sample	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
muestra	steekproef	mostrar	steekproef	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
muestra	monster	mostrar	monster	V;IND;SG;3;PRS;FIN	N;NEUT;SG
muestra	shows	mostrar	show	V;IND;SG;3;PRS;FIN	N;PL
rusia	russisch	rusia	russisch	N;FEM;SG	ADJ
rusia	russische	rusia	russisch	N;FEM;SG	ADJ
rusia	rusland	rusia	rusland	N;FEM;SG	PROPN;NEUT;SG
personal	personeel	personal	personeel	ADJ;SG	N;NEUT;SG
personal	personeelszaken	personal	personeelszaak	ADJ;SG	N;PL
personal	personeel	personal	personeel	ADJ;SG	N;NEUT;SG
robert	robert	robert	robert	PROPN	N;MASC+FEM;SG
apoyo	ondersteunen	apoyo	ondersteunen	N;MASC;SG	V;NFIN
pacífico	pacific	pacífico	pacific	ADJ;MASC;SG	N;MASC+FEM;SG
roma	rome	roma	rome	N;SG	PROPN;NEUT;SG
roma	roma	roma	roma	N;SG	PROPN;NEUT;SG
diseño	ontwerpen	diseño	ontwerpen	N;MASC;SG	V;NFIN
negro	nikker	negro	nikker	ADJ;MASC;SG	N;MASC+FEM;SG
negro	nigga	negro	nigga	ADJ;MASC;SG	N;MASC+FEM;SG
negro	neger	negro	neger	ADJ;MASC;SG	N;MASC+FEM;SG
negro	black	negro	black	ADJ;MASC;SG	
negro	negro	negro	negro	ADJ;MASC;SG	N;MASC+FEM;SG
negro	neger	negro	neger	ADJ;MASC;SG	N;MASC+FEM;SG
camino	weg	camino	weg	N;MASC;SG	ADV
camino	way	camino	way	N;MASC;SG	
ayuda	helpen	ayuda	helpen	N;FEM;SG	V;NFIN
nombres	namen	nombre	nemen	N;MASC;PL	V;PL;PST;FIN
podría	kan	poder	kunnen	V;COND;SG;3;FIN	V;SG;PRS;FIN
causa	veroorzaken	causa	veroorzaken	N;FEM;SG	V;NFIN
causa	veroorzaakt	causa	veroorzaken	N;FEM;SG	V;V.PTCP
causa	oorzaken	causa	oorzaak	N;FEM;SG	N;PL
horario	openingstijden	horario	openingstijd	N;MASC;SG	N;PL
horario	uren	horario	ure	N;MASC;SG	N;PL
ciencias	wetenschap	ciencia	wetenschap	N;FEM;PL	N;MASC+FEM;SG
nada	nada	nada	nada	PRO;SG	N;MASC+FEM;SG
actualidad	huidig	actualidad	huidig	N;FEM;SG	ADJ
actualidad	huidige	actualidad	huidig	N;FEM;SG	ADJ
actualidad	actueel	actualidad	actueel	N;FEM;SG	ADJ
actualidad	actueel	actualidad	actueel	N;FEM;SG	ADJ
pequeño	weinig	pequeño	weinig	ADJ;MASC;SG	PRO
pequeño	little	pequeño	little	ADJ;MASC;SG	
pequeño	tiny	pequeño	tiny	ADJ;MASC;SG	N;MASC+FEM;SG
santo	santo	santo	santo		N;MASC+FEM;SG
santo	heilige	santo	heilige		ADJ
santo	heilig	santo	heilig		ADJ
santo	holy	santo	holy		
santo	heilige	santo	heilige		ADJ
única	unique	único	unique	ADJ;FEM;SG	
ediciones	uitgave	edición	uitgave	N;FEM;PL	N;MASC+FEM;SG
presente	heden	presente	heden	ADJ;SG	ADV
presente	presenteren	presente	presenteren	ADJ;SG	V;NFIN
presente	presenteer	presente	presenteren	ADJ;SG	V;SG;PRS;FIN
australia	australië	australia	australië	N;FEM;SG	PROPN;NEUT;SG
relaciones	relatie	relación	relatie	N;FEM;PL	N;MASC+FEM;SG
compuesto	samengesteld	compuesto	samenstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
compuesto	samengestelde	compuesto	samenstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
horas	uur	hora	uur	N;FEM;PL	N;NEUT;SG
partes	delen	parte	delen	N;FEM;PL	V;NFIN
lengua	tongue	lengua	tongue	N;FEM;SG	
diversos	diversen	diverso	divers	PRO;MASC;PL	N;PL
diversos	diverse	diverso	divers	PRO;MASC;PL	ADJ
diversos	divers	diverso	diver	PRO;MASC;PL	ADJ
militares	militair	militar	militair	N;PL	ADJ
militares	militaire	militar	militair	N;PL	ADJ
militares	krijgsmacht	militar	krijgsmacht	N;PL	N;MASC+FEM;SG
actividades	activiteit	actividad	activiteit	N;FEM;PL	N;MASC+FEM;SG
nacionales	onderdanen	nacional	onderdaan	ADJ;PL	N;PL
nacionales	staatsburgers	nacional	staatsburger	ADJ;PL	N;PL
sencillo	alleenstaande	sencillo	alleenstaande	ADJ;MASC;SG	V;V.PTCP
sencillo	single	sencillo	single	ADJ;MASC;SG	N;MASC+FEM;SG
sencillo	vrijgezel	sencillo	vrijgezel	ADJ;MASC;SG	N;MASC+FEM;SG
sencillo	easy	sencillo	easy	ADJ;MASC;SG	N;MASC+FEM;SG
participación	deelnemende	participación	deelnemen	N;FEM;SG	V;V.PTCP
fuerte	sterken	fuerte	sterken	ADJ;SG	V;NFIN
fuerte	fuerte	fuerte	fuert	ADJ;SG	N;MASC+FEM;SG
fuerte	fort	fuerte	fort	ADJ;SG	N;NEUT;SG
italiano	italiaanse	italiano	italiaans	N;MASC;SG	ADJ
italiano	italiaans	italiano	italiaans	N;MASC;SG	ADJ
primeras	eerst	primero	eerst	ADJ;FEM;PL	ADV
gonzález	gonzales	gonzález	gonzale	N;MASC;SG	N;PL
lucha	worstel	lucha	worstel	N;FEM;SG	V;SG;PRS;FIN
lucha	worstelen	lucha	worstelen	N;FEM;SG	V;NFIN
lucha	vechten	lucha	vechten	N;FEM;SG	V;NFIN
lucha	vechten	lucha	vechten	N;FEM;SG	V;NFIN
lucha	vecht	lucha	vechten	N;FEM;SG	V;SG;PRS;FIN
lucha	worstel	lucha	worstel	N;FEM;SG	V;SG;PRS;FIN
cet	cet	cet	cet	N	
nacido	born	nacido	born	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
nacido	geboren	nacido	geboren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
enrique	harry	enrique	harry	N;MASC;SG	PROPN;MASC+FEM;SG
cabeza	hoofden	cabeza	hoofd	N;FEM;SG	N;PL
cabeza	koppen	cabeza	kop	N;FEM;SG	N;PL
cuyo	wiens	cuyo	wie	PRO;MASC;SG	DET
córdoba	córdoba	córdoba	córdoba		N;MASC+FEM;SG
córdoba	cordova	córdoba	cordova		N;MASC+FEM;SG
córdoba	cordoba	córdoba	cordoba		N;MASC+FEM;SG
situado	gelokaliseerd	situado	lokaliseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
situado	gesitueerd	situado	situeren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
objetivo	objectief	objetivo	objectief	N;MASC;SG	ADJ
india	indisch	india	indisch	N;FEM;SG	ADJ
india	indiaas	india	indiaas	N;FEM;SG	ADJ
india	indiase	india	indiase	N;FEM;SG	ADJ
india	indische	india	indisch	N;FEM;SG	ADJ
india	india	india	india	N;FEM;SG	PROPN;NEUT;SG
flores	bloem	flor	bloem	N;FEM;PL	N;MASC+FEM;SG
flores	bloempje	flor	bloem	N;FEM;PL	N;NEUT;SG
flores	bloemetje	flor	bloemetje	N;FEM;PL	N;NEUT;SG
visita	bezoeken	visita	bezoeken	N;FEM;SG	V;NFIN
conde	tellen	conde	tellen	N;MASC;SG	V;NFIN
william	willem	william	willem	PROPN	N;MASC+FEM;SG
william	william	william	william	PROPN	N;MASC+FEM;SG
resultados	resultaat	resultado	resultaat	N;MASC;PL	N;NEUT;SG
niños	kids	niño	kids	N;MASC;PL	N;MASC+FEM;SG
tales	dergelijke	tal	dergelijke	PRO;PL	ADJ
tales	verhalen	tal	verhaal	PRO;PL	N;PL
pequeña	weinig	pequeño	weinig	ADJ;FEM;SG	PRO
pequeña	little	pequeño	little	ADJ;FEM;SG	
presenta	cadeaus	presentar	cadeaus	V;IND;SG;3;PRS;FIN	N;PL
presenta	cadeautjes	presentar	cadeautje	V;IND;SG;3;PRS;FIN	N;PL
dar	dar	dar	dar	V;NFIN	N;MASC+FEM;SG
fernández	thompson	fernández	thompson	PROPN	N;MASC+FEM;SG
fernández	janssen	fernández	jans	PROPN	N;PL
fernández	fernández	fernández	fernández	PROPN	N;MASC+FEM;SG
fernández	fernandez	fernández	fernandez	PROPN	N;MASC+FEM;SG
fernández	jansen	fernández	jans	PROPN	N;PL
fernández	janssen	fernández	jans	PROPN	N;PL
fernández	thomson	fernández	thomson	PROPN	N;MASC+FEM;SG
occidental	occidental	occidental	occidental	ADJ;SG	N;MASC+FEM;SG
occidental	west	occidental	west	ADJ;SG	N;MASC+FEM;SG
occidental	westen	occidental	westen	ADJ;SG	N;NEUT;SG
occidental	western	occidental	western	ADJ;SG	N;NEUT;SG
aproximadamente	ruwweg	aproximadamente	ruwweg	ADV	ADJ
tropas	troep	tropa	troep	N;FEM;PL	N;MASC+FEM;SG
permite	vergunningen	permitir	vergunning	V;IND;SG;3;PRS;FIN	N;PL
uruguay	uruguayaanse	uruguay	uruguayaans	PROPN	ADJ
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN;NEUT;SG
top	top	top	top		N;MASC+FEM;SG
top	bovenste	top	boven		ADJ;RL
top	bovenkant	top	bovenkant		N;MASC+FEM;SG
siete	siete	siete	siet	NUM;PL	N;MASC+FEM;SG
siete	seven	siete	seven	NUM;PL	N;MASC+FEM;SG
ets	soa	ets	soa	N;FEM;PL	N;MASC+FEM;SG
