что	hva	что	hva	PRO;NOM	N;INDF;NEUT;SG
ссылки	refererer	ссылка	referere	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN
многие	mangt	много	mangt	NUM	N;INDF;MASC;SG
многие	many	много	many	NUM	N
многие	mangen	много	mang	NUM	N;DEF;MASC;SG
многие	mange	много	mange	NUM	ADJ;PL
серии	serie	серия	serie	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
серии	rekke	серия	rekke	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
участники	deltakere	участник	deltakere	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
участники	deltakerne	участник	deltakerne	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
участники	deltagere	участник	deltagere	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
участники	oppmøte	участник	oppmøte	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
начал	started	начать	started	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
начал	begynt	начать	begynne	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
начал	startet	начать	start	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
начал	starta	начать	starte	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
культуры	kulturer	культура	kulture	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
достаточно	nok	достаточный	nok	ADJ;NEUT;SG	ADV
краткое	kortfattet	краткий	kortfatt	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
краткое	konsis	краткий	konsis	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
позже	senere	поздно	senere	ADV;CMPR	
позже	seinere	поздно	seinere	ADV;CMPR	N;INDF;NEUT;SG
позже	seinare	поздно	sein	ADV;CMPR	ADJ;CMPR
другой	andre	другой	annan	ADJ;NOM;MASC;SG	DET;PL
другой	annet	другой	annet	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
другой	annen	другой	annen	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
данные	data	данные	data	N;INAN;NOM;PL	N;INDF;NEUT;SG
школы	skolen	школа	skole	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
школы	skole	школа	skole	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
школы	skulen	школа	skule	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
школы	skule	школа	skule	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
первая	først	первый	først	ADJ;NOM;FEM;SG	ADV
первая	forst	первый	forst	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
первая	first	первый	first	ADJ;NOM;FEM;SG	N
песни	sanger	песня	sanger	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
песни	songs	песня	song	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
которое	hvilket	который	hvilk	PRO;NOM	N;DEF;NEUT;SG
которое	hvilken	который	hvilk	PRO;NOM	N;DEF;MASC;SG
женщин	kvinnfolk	женщина	kvinnfolk	N;ANIM;GEN;FEM;PL	N;INDF;NEUT;SG
участником	deltaker	участник	deltaker	N;ANIM;INS;MASC;SG	N;INDF;MASC;PL
полностью	fullt	полностью	full	ADV	ADJ;INDF;NEUT;SG
полностью	helt	полностью	helt	ADV	N;INDF;MASC;SG
полностью	fullstendig	полностью	fullstendig	ADV	ADJ;INDF;NEUT;SG
полностью	totalt	полностью	total	ADV	ADJ;INDF;NEUT;SG
полностью	helt	полностью	helt	ADV	N;INDF;MASC;SG
полностью	fullstendig	полностью	fullstendig	ADV	ADJ;INDF;NEUT;SG
жителей	beboerne	житель	beboerne	N;ANIM;GEN;MASC;PL	ADJ;PL
жителей	beboere	житель	beboere	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
деятельность	aktivitetene	деятельность	aktivitet	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
деятельность	aktiviteter	деятельность	aktiviteter	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
еще	fleire	еще	mange	ADV	ADJ;CMPR
еще	fler	еще	fler	ADV	N;INDF;NEUT;SG
еще	flere	еще	flere	ADV	
еще	mer	еще	mer	ADV	N;INDF;MASC;SG
еще	meir	еще	mykje	ADV	ADJ;CMPR
еще	mere	еще	mere	ADV	N;INDF;MASC;SG
данных	data	данные	data	N;INAN;GEN;PL	N;INDF;NEUT;SG
назначен	tilordnes	назначить	tilordnes	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
назначен	tildelte	назначить	tildele	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
назначен	tilordnet	назначить	tilordne	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
назначен	tildelt	назначить	tildele	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
назначен	utnevnte	назначить	utnevnte	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL
назначен	oppnevnt	назначить	oppnevne	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
назначен	utnevnt	назначить	utnevne	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
села	sela	сесть	sele	V;IPFV;NEUT;IND;SG;PST;FIN;MID	PROPN
села	satt	сесть	sitje	V;IPFV;NEUT;IND;SG;PST;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
села	sittet	сесть	sittet	V;IPFV;NEUT;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
села	lø	сесть	lø	V;IPFV;NEUT;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
названия	titler	название	titler	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
названия	navn	название	navn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сан	san	сан	san		PROPN
должен	skulle	должен	skulle	ADJ;MASC;SG	V;IND;PST;FIN
должен	bør	должен	burde	ADJ;MASC;SG	V;IND;PRS;FIN
должен	burde	должен	burde	ADJ;MASC;SG	V;IND;PST;FIN
должен	må	должен	måtte	ADJ;MASC;SG	V;IND;PRS;FIN
должен	must	должен	must	ADJ;MASC;SG	N;INDF;NEUT;SG
ним	nim	он	nim	PRO;INS;MASC;SG;3	N;INDF;MASC;SG
края	kraj	край	kraj	N;INAN;NOM;MASC;PL	PROPN
края	kanter	край	kante	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
края	kant	край	kant	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
края	kanten	край	kant	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
обычно	pleier	обычно	pleie	ADV	V;IND;PRS;FIN
обычно	normalt	обычно	normal	ADV	ADJ;INDF;NEUT;SG
умер	dødd	умереть	dødd	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
умер	døde	умереть	død	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
умер	dødt	умереть	død	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
умер	døde	умереть	død	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
умер	død	умереть	død	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
умер	dead	умереть	dead	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
службы	servise	служба	servise	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
службы	tjeneste	служба	tjeneste	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
службы	service	служба	service	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
должны	skulle	должен	skulle	ADJ;PL	V;IND;PST;FIN
должны	bør	должен	burde	ADJ;PL	V;IND;PRS;FIN
должны	burde	должен	burde	ADJ;PL	V;IND;PST;FIN
должны	må	должен	måtte	ADJ;PL	V;IND;PRS;FIN
должны	must	должен	must	ADJ;PL	N;INDF;NEUT;SG
версии	versjonen	версия	versjon	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
версии	versjon	версия	versjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
версии	versjoner	версия	versjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
различных	annerledes	различный	annerledes	ADJ;GEN;PL	N;INDF;MASC;SG
различных	forskjellig	различный	forskjellig	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
различных	mangfoldig	различный	mangfoldig	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
общества	society	общество	society	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
общества	samfunnet	общество	samfunn	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
общества	samfunn	общество	samfunn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
общества	samfunn	общество	samfunn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
многих	mangt	много	mangt	NUM	N;INDF;MASC;SG
многих	many	много	many	NUM	N
многих	mangen	много	mang	NUM	N;DEF;MASC;SG
многих	mange	много	mange	NUM	ADJ;PL
войска	tropp	войска	tropp	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
вскоре	snart	вскоре	snar	ADV	ADJ;INDF;NEUT;SG
вскоре	soon	вскоре	soon	ADV	N;INDF;SG
обсуждения	diskusjoner	обсуждение	diskusjon	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
обсуждения	diskusjon	обсуждение	diskusjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
действия	aksjon	действие	aksjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
действия	handling	действие	handling	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
действия	aktivitet	действие	aktivitet	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
дивизии	divisjoner	дивизия	divisjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
участника	deltaker	участник	deltaker	N;ANIM;ACC;MASC;SG	N;INDF;MASC;PL
участвовал	deltatt	участвовать	delta	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
дома	hjemme	дома	hjemme	ADV	
дома	heime	дома	heime	ADV	ADP
дома	hjem	дома	hjem	ADV	N;INDF;NEUT;SG
дома	hjemmet	дома	hjem	ADV	N;DEF;NEUT;SG
дома	home	дома	home	ADV	N;INDF;NEUT;SG
дома	hjemmene	дома	hjemme	ADV	N;DEF;MASC;PL
дома	hus	дома	hus	ADV	N;INDF;NEUT;SG
некоторых	some	некоторый	some	DET;GEN;PL	N
некоторых	noen	некоторый	noen	DET;GEN;PL	
некоторых	enkelte	некоторый	enkelt	DET;GEN;PL	ADJ;PL
почему	hvorfor	почему	hvorfor	ADV	
почему	why	почему	why	ADV	N
выше	ovenfor	высокий	ovenfor	ADJ;CMPR	N;INDF;NEUT;SG
выше	over	высокий	over	ADJ;CMPR	ADP
выше	above	высокий	above	ADJ;CMPR	N
выше	høyere	высокий	høyere	ADJ;CMPR	N;INDF;NEUT;SG
чел	mannfolk	человек	mannfolk		N;INDF;NEUT;SG
чел	mannen	человек	mann		N;DEF;MASC;SG
чел	mann	человек	mann		N;INDF;MASC;SG
земли	lander	земля	land	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
земли	land	земля	land	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
правила	bestemmelser	правило	bestemmelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
полка	hylla	полк	hylle	N;INAN;NOM;MASC;SG	ADJ;INDF;SG;V.PTCP
линии	strek	линия	strek	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
линии	linje	линия	linje	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
линии	line	линия	line	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
линии	lines	линия	line	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
линии	replikker	линия	replikker	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
места	posisjoner	место	posisjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
места	spisesteder	место	spisestede	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
места	seter	место	seter	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
существует	finnes	существовать	finnan	V;IPFV;IND;SG;3;PRS;FIN;ACT	
категории	kategori	категория	kategori	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
категории	kategorien	категория	kategori	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
используется	brukt	использовать	bruke	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
используется	brukes	использовать	brukes	V;IPFV;IND;SG;3;PRS;FIN;PASS	
используется	brukte	использовать	bruke	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PL;V.PTCP
тысяч	tusen	тысяча	tusen	N;INAN;GEN;FEM;PL	NUM;PL
начало	begynne	начало	begynne	N;INAN;NOM;NEUT;SG	V;NFIN
начало	starte	начало	starte	N;INAN;NOM;NEUT;SG	V;NFIN
начало	begynner	начало	begynne	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
начало	starter	начало	starte	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
начало	begynner	начало	begynne	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
италии	italias	италия	italias	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
италии	italia	италия	italie	N;INAN;NOM;FEM;PL	PROPN
италии	italienske	италия	italiensk	N;INAN;NOM;FEM;PL	ADJ;PL
италии	italiensk	италия	italiensk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
мужчин	mannfolk	мужчина	mannfolk	N;ANIM;GEN;MASC;PL	N;INDF;NEUT;SG
северной	nordover	северный	nordov	ADJ;INS;FEM;SG	ADP
северной	north	северный	north	ADJ;INS;FEM;SG	PROPN
северной	nord	северный	nord	ADJ;INS;FEM;SG	ADP
северной	nordlige	северный	nordlig	ADJ;INS;FEM;SG	ADJ;PL
северной	northern	северный	northern	ADJ;INS;FEM;SG	N;INDF;NEUT;SG
острова	øya	остров	øy	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
острова	island	остров	island	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
острова	øy	остров	øy	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
полк	polk	полк	polk	N;INAN;NOM;MASC;SG	PROPN
теперь	now	теперь	now	ADV	N;INDF;MASC;SG
особенно	især	особенно	især	ADV	N;INDF;NEUT;SG
особенно	spesielt	особенно	spesiell	ADV	ADJ;INDF;NEUT;SG
особенно	spesiellt	особенно	spesiell	ADV	ADJ;INDF;NEUT;SG
особенно	særlig	особенно	særlig	ADV	ADJ;INDF;NEUT;SG
особенно	især	особенно	især	ADV	N;INDF;NEUT;SG
особенно	spesielt	особенно	spesiell	ADV	ADJ;INDF;NEUT;SG
особенно	spesiellt	особенно	spesiell	ADV	ADJ;INDF;NEUT;SG
особенно	særlig	особенно	særlig	ADV	ADJ;INDF;NEUT;SG
американский	amerikaner	американский	amerikan	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
американский	amerikanske	американский	amerikansk	ADJ;NOM;MASC;SG	ADJ;PL
американский	american	американский	american	ADJ;NOM;MASC;SG	N
великобритании	britisk	великобритание	britisk	N;INAN;NOM;FEM;SG	ADJ;INDF;SG
великобритании	britiske	великобритание	britisk	N;INAN;NOM;FEM;SG	ADJ;PL
лучше	flinkere	хороший	flinkere	ADJ;CMPR	V;IMP;NFIN
лучше	better	хороший	better	ADJ;CMPR	N;INDF;MASC;SG
лучше	bedre	хороший	bedre	ADJ;CMPR	N;INDF;NEUT;SG
шаблоны	maler	шаблон	male	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
шаблоны	mønster	шаблон	mønster	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
шаблоны	mønstre	шаблон	mønstre	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
оно	ono	оно	ono	PRO;NOM;NEUT;SG;3	N;INDF;NEUT;SG
роли	rolle	роль	rolle	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
роли	raleigh	роль	raleigh	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
люди	mennesker	человек	menneske	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
люди	mennesker	человек	menneske	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
управление	kontroller	управление	kontrollere	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
управление	kontrollere	управление	kontrollere	N;INAN;NOM;NEUT;SG	V;NFIN
управление	administrerende	управление	administrerende	N;INAN;NOM;NEUT;SG	ADJ;PL
управление	administrere	управление	administrere	N;INAN;NOM;NEUT;SG	V;NFIN
сделать	make	делать	make	V;PFV;NFIN;ACT	N;INDF;MASC;SG
сделать	gjøre	делать	gjøre	V;PFV;NFIN;ACT	
хорошо	flinke	хорошо	flink	ADV	ADJ;PL
хорошо	flink	хорошо	flink	ADV	ADJ;INDF;SG
хорошо	godt	хорошо	god	ADV	ADJ;INDF;NEUT;SG
хорошо	dyktig	хорошо	dyktig	ADV	ADJ;INDF;SG
хорошо	god	хорошо	god	ADV	ADJ;INDF;SG
хорошо	bra	хорошо	bra	ADV	ADJ;INDF;NEUT;SG
хорошо	okei	хорошо	okei	ADV	N;INDF;MASC;SG
вместо	isteden	вместо	isted	ADP	N;INDF;MASC;SG
вместо	istedet	вместо	isted	ADP	N;DEF;NEUT;SG
вместо	istedenfor	вместо	istedenfor	ADP	N;INDF;MASC;SG
тип	skriv	тип	skrive	N;INAN;NOM;MASC;SG	V;IMP;FIN
средняя	middle	средний	middle	ADJ;NOM;FEM;SG	PROPN
средняя	midtre	средний	midtre	ADJ;NOM;FEM;SG	ADJ;CMPR
средняя	midten	средний	midt	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
средняя	gjennomsnittet	средний	gjennomsnitt	ADJ;NOM;FEM;SG	N;DEF;NEUT;SG
средняя	gjennomsnitt	средний	gjennomsnitt	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
средняя	gjennomsnittlige	средний	gjennomsnittlig	ADJ;NOM;FEM;SG	ADJ;PL
средняя	gjennomsnittlig	средний	gjennomsnittlig	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
средняя	medium	средний	medium	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
средняя	middels	средний	middels	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
российская	russer	российский	russer	ADJ;NOM;FEM;SG	N;INDF;FEM;PL
одно	one	один	one	DET;NOM;NEUT;SG	
одно	en	один	en	DET;NOM;NEUT;SG	
одно	ett	один	ett	DET;NOM;NEUT;SG	
одно	én	один	én	DET;NOM;NEUT;SG	
какой	hva	какой	hva	DET;NOM;MASC;SG	N;INDF;NEUT;SG
выпускники	pensjonister	выпускник	pensjonister	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
выпускники	alumni	выпускник	alumni	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
выпускники	nyutdannede	выпускник	nyutdanned	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
новые	ny	новый	ny	ADJ;NOM;PL	ADJ;INDF;SG
новые	nyhet	новый	nyh	ADJ;NOM;PL	N;INDF;MASC;SG
новые	new	новый	new	ADJ;NOM;PL	N;INDF;SG
новые	nytt	новый	ny	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
основные	main	основной	main	ADJ;NOM;PL	N;INDF;NEUT;SG
основные	hoved	основной	hoved	ADJ;NOM;PL	N;INDF;MASC;SG
основные	grunnleggende	основной	grunnleggende	ADJ;NOM;PL	N;INDF;MASC;SG
основные	basic	основной	basic	ADJ;NOM;PL	N;INDF;NEUT;SG
всегда	always	всегда	always	ADV	N
всегда	bestandig	всегда	bestandig	ADV	ADJ;INDF;NEUT;SG
всегда	altid	всегда	altid	ADV	N;INDF;MASC;SG
известные	kjent	известный	kjent	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
южной	sørlige	южный	sørlig	ADJ;INS;FEM;SG	ADJ;PL
южной	southern	южный	southern	ADJ;INS;FEM;SG	N;INDF;NEUT;SG
южной	søndre	южный	søndre	ADJ;INS;FEM;SG	ADJ;CMPR
южной	syd	южный	syd	ADJ;INS;FEM;SG	N;INDF;MASC;SG
южной	syden	южный	syde	ADJ;INS;FEM;SG	N;DEF;MASC;SG
южной	sør	южный	sør	ADJ;INS;FEM;SG	ADP
южной	south	южный	south	ADJ;INS;FEM;SG	PROPN
практически	almost	практически	almost	ADV	N
корпуса	korps	корпус	korps	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
четыре	four	четыре	four	NUM;NOM	N
стоит	verdt	стоить	verd	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;NEUT;SG
стоит	worth	стоить	worth	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
стоит	verd	стоить	verd	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
информация	opplysninger	информация	opplysninger	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
большая	large	большой	larg	ADJ;NOM;FEM;SG	N
большая	big	большой	big	ADJ;NOM;FEM;SG	N;INDF;SG
большая	store	большой	stor	ADJ;NOM;FEM;SG	ADJ;PL
большинство	meste	большинство	mykje	N;INAN;NOM;NEUT;SG	ADJ;DEF;RL
большинство	mest	большинство	mykje	N;INAN;NOM;NEUT;SG	ADJ;INDF;RL
кино	filmer	кино	film	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
силы	kraft	сила	kraft	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
силы	kraften	сила	kraft	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
движения	bevegelser	движение	bevegelser	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
движения	vikeplikt	движение	vikeplikt	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
движения	trafikk	движение	trafikk	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
движения	trafikken	движение	trafikk	N;INAN;NOM;NEUT;PL	N;DEF;MASC;SG
роман	romersk	роман	romersk	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
дней	days	день	days	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
новых	ny	новый	ny	ADJ;GEN;PL	ADJ;INDF;SG
новых	nyhet	новый	nyh	ADJ;GEN;PL	N;INDF;MASC;SG
новых	new	новый	new	ADJ;GEN;PL	N;INDF;SG
новых	nytt	новый	ny	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
процент	prosent	процент	prosent	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
провинции	provinser	провинция	provinser	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
новая	nyhet	новый	nyh	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
новая	nye	новый	ny	ADJ;NOM;FEM;SG	ADJ;PL
новая	new	новый	new	ADJ;NOM;FEM;SG	N;INDF;SG
известен	kjente	известный	kjent	ADJ;MASC;SG	ADJ;PL
мини	mini	мин	minie		N
каждый	alle	каждый	alle	DET;NOM;MASC;SG	PRO;PL;3
каждый	every	каждый	every	DET;NOM;MASC;SG	N
каждый	hver	каждый	hver	DET;NOM;MASC;SG	
каждый	hvert	каждый	hvert	DET;NOM;MASC;SG	
каждый	hver	каждый	hver	DET;NOM;MASC;SG	
каждый	hvert	каждый	hvert	DET;NOM;MASC;SG	
отношения	relasjoner	отношение	relasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
отношения	forhold	отношение	forhold	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
отношения	relasjoner	отношение	relasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
отношения	relasjon	отношение	relasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
