ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
ausgang	виходу	ausgang	вихід		N;INAN;GEN;MASC;SG
ausgang	вийти	ausgang	вийти		V;PFV;NFIN
ausgang	виходи	ausgang	вихід		N;INAN;NOM;MASC;PL
estland	таллін	estlind	таллін		PROPN;INAN;NOM;MASC;SG
estland	естонія	estlind	естонія		PROPN;INAN;NOM;FEM;SG
estland	естонії	estlind	естонія		PROPN;INAN;NOM;FEM;SG
clara	клара	clara	клар	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
älterer	старше	alt	старше	ADJ	ADV;CMPR
garde	гард	garde	гард		
anzeige	відображення	anzeig	відображення		N;INAN;NOM;NEUT;SG
anzeige	дисплей	anzeig	диспля		N;INAN;NOM;MASC;SG
anzeige	показати	anzeig	показати		V;PFV;NFIN
anzeige	показ	anzeig	показ		N;INAN;NOM;MASC;SG
anzeige	показувати	anzeig	показувати		V;IPFV;NFIN
anzeige	рекламні	anzeig	рекламний		ADJ;NOM;PL
anzeige	піару	anzeig	піар		N;INAN;GEN;MASC;SG
anzeige	дисплеї	anzeig	дисплей		N;INAN;NOM;MASC;PL
anzeige	показує	anzeig	показувати		V;IPFV;IND;SG;3;PRS;FIN
systemen	систем	systemen	система	V;NFIN	N;INAN;GEN;FEM;PL
systemen	systems	systemen	systems	V;NFIN	
sierra	сьєрра	sierra	сьєрра	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
meißen	майсен	meißen	майсен	PROPN;NOM	
trennen	розділення	trennen	розділення	V;NFIN	N;INAN;NOM;NEUT;SG
trennen	відокремлення	trennen	відокремлення	V;NFIN	N;INAN;NOM;NEUT;SG
trennen	окреме	trennen	окреме	V;NFIN	ADJ;NOM;NEUT;SG
entscheidende	рішучий	entscheidend	рішучий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
entscheidende	критично	entscheidend	критично	ADJ;NOM;FEM;PL	ADV
entscheidende	ключовий	entscheidend	ключовий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
stralsund	штральзунд	stralsund	штральзунд	PROPN	N;INAN;NOM;MASC;SG
zwingend	імператив	zwingend	імператив	ADJ	N;INAN;NOM;MASC;SG
zwingend	примусово	zwingend	примусово	ADJ	ADV
spezialisiert	спеціалізовані	spezialisieren	спеціалізований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
spezialisiert	спеціалізована	spezialisieren	спеціалізований	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
kennedy	кеннеді	kennedy	кеннеда	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
händler	шахраїв	händler	шахрай	ADJ	N;ANIM;ACC;MASC;PL
händler	дистриб	händler	дистриб	ADJ	N;INAN;NOM;MASC;SG
händler	творами	händler	твір	ADJ	N;INAN;INS;MASC;PL
händler	дилер	händler	дилер	ADJ	N;INAN;NOM;MASC;SG
beförderung	кузов	beförderung	кузов	ADJ	N;INAN;NOM;MASC;SG
beförderung	підвищення	beförderung	підвищення	ADJ	N;INAN;NOM;NEUT;SG
beförderung	просування	beförderung	просування	ADJ	N;INAN;NOM;NEUT;SG
beförderung	заохочення	beförderung	заохочення	ADJ	N;INAN;NOM;NEUT;SG
mönchengladbach	менхенгладбах	mönchengladbach	менхенгладба	ADJ	PROPN;INAN;NOM;MASC;SG
benachbarte	сусідніх	benachbart	сусідній	ADJ;NOM;FEM;PL	ADJ;GEN;PL
benachbarte	сусіднього	benachbart	сусідній	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
benachbarte	сусідню	benachbart	сусідній	ADJ;NOM;FEM;PL	ADJ;ACC;FEM;SG
durchschnitt	середній	durchschneiden	середній		ADJ;NOM;MASC;SG
durchschnitt	середнє	durchschneiden	середній		ADJ;NOM;NEUT;SG
durchschnitt	середня	durchschneiden	середній		ADJ;NOM;FEM;SG
durchschnitt	середнього	durchschneiden	середній		ADJ;GEN;MASC;SG
singen	спів	singen	спіти	V;NFIN	N;INAN;NOM;MASC;SG
singen	спів	singen	спіти	V;NFIN	N;INAN;NOM;MASC;SG
camp	табір	camp	табір		N;INAN;NOM;MASC;SG
gewerbe	пропонує	gewerb	пропонувати		V;IPFV;IND;SG;3;PRS;FIN
minden	мінден	minden	мінден		
gefecht	battle	fechen	battle		
gefecht	битва	fechen	битво		N;INAN;NOM;FEM;SG
gefecht	бій	fechen	бій		N;INAN;NOM;MASC;SG
gefecht	сутичку	fechen	сутичка		N;INAN;ACC;FEM;SG
campbell	кемпбелл	campbell	кемпбелл	PROPN	PROPN;ANIM;NOM;MASC;SG
mind	mind	mind	mind		
mind	розум	mind	розум		N;INAN;NOM;MASC;SG
mind	мін	mind	мін.		
mind	хв	mind	хв		
beine	ніжки	bein	ніжка		N;INAN;NOM;FEM;PL
beine	ноги	bein	нога		N;INAN;NOM;FEM;PL
anführer	ватажок	anführer	ватажок	ADJ	N;ANIM;NOM;MASC;SG
anführer	лідер	anführer	лідер	ADJ	N;ANIM;NOM;MASC;SG
anführer	лідери	anführer	лідер	ADJ	N;ANIM;NOM;MASC;PL
anführer	лідерів	anführer	лідер	ADJ	N;ANIM;ACC;MASC;PL
techniken	техніка	technik	техніка	V;NFIN	N;INAN;NOM;FEM;SG
techniken	методика	technik	методика	V;NFIN	N;INAN;NOM;FEM;SG
techniken	методику	technik	методика	V;NFIN	N;INAN;ACC;FEM;SG
techniken	методики	technik	методика	V;NFIN	N;INAN;NOM;FEM;PL
asteroiden	астероїд	asteroiden	астероїд		N;ANIM;NOM;MASC;SG
asteroiden	астероїди	asteroiden	астероїда		N;ANIM;NOM;MASC;PL
asteroiden	астероїди	asteroiden	астероїда		N;ANIM;NOM;MASC;PL
woher	як	woher	як	ADV	CONJ
franco	франко	franco	франко	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
betrachtung	споглядання	betrachtung	споглядання	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
überprüfung	переглянути	überprüfung	переглянути	N;NOM;FEM;SG	V;PFV;NFIN
überprüfung	перевірки	überprüfung	перевірка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
böden	виноробстві	böden	виноробство		N;INAN;DAT;NEUT;SG
böden	поверхи	böden	поверх		N;INAN;NOM;MASC;PL
böden	поверхів	böden	поверх		N;INAN;GEN;MASC;PL
böden	ґрунту	böden	ґрунт		N;INAN;GEN;MASC;SG
böden	ґрунт	böden	ґрунт		N;INAN;NOM;MASC;SG
böden	земля	böden	земля		N;INAN;NOM;FEM;SG
option	варіант	option	варіант		N;INAN;NOM;MASC;SG
option	пункт	option	пункт		N;INAN;NOM;MASC;SG
option	параметр	option	параметр		N;INAN;NOM;MASC;SG
ägyptischen	єгипетський	ägyptisch	єгипетський	ADJ;PL	ADJ;NOM;MASC;SG
ägyptischen	єгипетська	ägyptisch	єгипетський	ADJ;PL	ADJ;NOM;FEM;SG
stade	стад	stade	стад		
lukas	люк	lukas	люк	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
lukas	лукас	lukas	лукас	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lukas	лукас	lukas	лукас	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
morgan	морган	morgan	морган	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
ständigen	стоїть	ständig	стояти	ADJ	V;IPFV;IND;SG;3;PRS;FIN
ständigen	стоячи	ständig	стояти	ADJ	V;IPFV;PRS;V.CVB
ständigen	стоять	ständig	стояти	ADJ	V;IPFV;IND;PL;3;PRS;FIN
bühnen	діях	bühnen	дія	N;NOM;PL	N;INAN;ESS;FEM;PL
bühnen	стадія	bühnen	стадія	N;NOM;PL	N;INAN;NOM;FEM;SG
porsche	порше	porsch	порше	PROPN;NOM;SG	
porsche	porsche	porsch	porsche	PROPN;NOM;SG	
beurteilung	причому	beurteilung	причому	ADJ;NOM;FEM;SG	ADV
beurteilung	оцінювання	beurteilung	оцінювання	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
beurteilung	оцінка	beurteilung	оцінка	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
beurteilung	судячи	beurteilung	судити	ADJ;NOM;FEM;SG	V;IPFV;PRS;V.CVB
flecken	плями	flecken	пляма	V;NFIN	N;INAN;NOM;FEM;PL
flecken	плям	flecken	пляма	V;NFIN	N;INAN;GEN;FEM;PL
japanisch	японці	japanisch	японець	ADJ	N;ANIM;NOM;MASC;PL
gewählten	обраний	gewählt	обраний	ADJ;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gewählten	обрання	gewählt	обрання	ADJ;PL	N;INAN;NOM;NEUT;SG
sat	сб	sat	сб		
sat	сидячи	sat	сидіти		V;IPFV;PRS;V.CVB
sat	сіли	sat	сісти		V;PFV;IND;PL;PST;FIN
sat	сидів	sat	сидіти		V;IPFV;MASC;IND;SG;PST;FIN
sat	sat	sat	sat		
fliehen	екранування	fliehen	екранування	V;NFIN	N;INAN;NOM;NEUT;SG
fliehen	втеча	fliehen	втеча	V;NFIN	N;INAN;NOM;FEM;SG
fliehen	втечу	fliehen	втеча	V;NFIN	N;INAN;ACC;FEM;SG
erkenntnis	реалізація	erkenntnis	реалізація	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
erkenntnis	сприйняття	erkenntnis	сприйняття	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
erkenntnis	інсайт	erkenntnis	інсайт	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
château	шато	château	шато	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
steven	стівен	steven	стівний	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
parker	паркер	park	паркер	PROPN	PROPN;ANIM;NOM;MASC;SG
empfangen	отримані	empfangen	отриманий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
empfangen	отриманий	empfangen	отриманий	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
empfangen	отримання	empfangen	отримання	V;V.PTCP	N;INAN;NOM;NEUT;SG
bruders	брат	bruders	брат		N;ANIM;NOM;MASC;SG
bruders	брата	bruders	брат		N;ANIM;ACC;MASC;SG
bruders	братик	bruders	братик		N;ANIM;NOM;MASC;SG
diff	порівняння	diff	порівняння		N;INAN;NOM;NEUT;SG
diff	diff	diff	diff		
diff	різниця	diff	різниця		N;INAN;NOM;FEM;SG
diff	розбіжності	diff	розбіжність		N;INAN;NOM;FEM;PL
pflicht	вимога	pflicht	вимога	ADJ	N;INAN;NOM;FEM;SG
pflicht	примусово	pflicht	примусово	ADJ	ADV
talent	таланти	talent	талант	ADJ	N;INAN;NOM;MASC;PL
talent	талант	talent	талант	ADJ	N;INAN;NOM;MASC;SG
fire	fire	fein	fire		
fire	вогнем	fein	вогонь		N;INAN;INS;MASC;SG
fire	вогонь	fein	вогонь		N;INAN;NOM;MASC;SG
fire	пожежа	fein	пожежа		N;INAN;NOM;FEM;SG
passagiere	пасажири	passagieren	пасажир		N;ANIM;NOM;MASC;PL
passagiere	пасажирів	passagieren	пасажир		N;INAN;GEN;MASC;PL
passagiere	пасажир	passagieren	пасажир		N;ANIM;NOM;MASC;SG
generalsekretär	секретар	generalsekretär	секретар	ADJ	N;ANIM;NOM;MASC;SG
schnellen	швидко	schnell	швидко	ADJ	ADV
schnellen	фаст	schnell	фаст	ADJ	
wusste	знали	wissen	знати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
bahnen	залізниця	bahnen	залізниця	V;NFIN	N;INAN;NOM;FEM;SG
bahnen	залізниці	bahnen	залізниця	V;NFIN	N;INAN;NOM;FEM;PL
bahnen	перевізників	bahnen	перевізник	V;NFIN	N;ANIM;ACC;MASC;PL
bahnen	потяги	bahnen	потяг	V;NFIN	N;INAN;NOM;MASC;PL
bahnen	поїзди	bahnen	поїзд	V;NFIN	N;INAN;NOM;MASC;PL
theologische	духовна	theologisch	духовний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
theologische	теології	theologisch	теологія	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;PL
thompson	томпсон	thompson	томпсон	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
konstantinopel	стамбула	konstantinopel	стамбути	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
konstantinopel	стамбулі	konstantinopel	стамбулий	PROPN;NOM;MASC;SG	PROPN;INAN;DAT;MASC;SG
konstantinopel	стамбул	konstantinopel	стамбула	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
henriette	генрієтта	henrieten	генрієтт	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
four	четвірка	four	четвірка		N;INAN;NOM;FEM;SG
four	чотирьох	four	чотири		NUM;NOM
four	чотири	four	чотири		NUM;NOM
dichtung	поезія	dichtung	поезія		N;INAN;NOM;FEM;SG
dichtung	печатка	dichtung	печатка		N;INAN;NOM;FEM;SG
dichtung	печатки	dichtung	печатка		N;INAN;NOM;FEM;PL
dichtung	емблема	dichtung	емблема		N;INAN;NOM;FEM;SG
dichtung	котик	dichtung	котик		N;ANIM;NOM;MASC;SG
dichtung	сіл	dichtung	сіль		N;INAN;GEN;FEM;PL
hinreichend	достатньо	hinreichend	достатньо	ADJ	ADV
hinreichend	забезпечувати	hinreichend	забезпечувати	ADJ	V;IPFV;NFIN
theoretisch	теоретично	theoretisch	теоретично	ADJ	ADV
theoretisch	теорія	theoretisch	теорія	ADJ	N;INAN;NOM;FEM;SG
robinson	робінсон	robinson	робінсон	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
decken	склепіннях	decken	склепіння	V;NFIN	N;INAN;ESS;NEUT;PL
decken	ковдри	decken	ковдри	V;NFIN	N;INAN;NOM;FEM;PL
decken	обкладинку	decken	обкладинка	V;NFIN	N;INAN;ACC;FEM;SG
decken	cover	decken	cover	V;NFIN	
decken	обкладинка	decken	обкладинка	V;NFIN	N;INAN;NOM;FEM;SG
decken	обкладинки	decken	обкладинка	V;NFIN	N;INAN;NOM;FEM;PL
hop	гоп	hopen	гоп	PROPN;NOM;SG	
hop	hop	hopen	hop	PROPN;NOM;SG	
hop	хоп	hopen	хоп	PROPN;NOM;SG	
legend	легенду	legend	легенда	ADJ	N;INAN;ACC;FEM;SG
legend	легенда	legend	легенда	ADJ	N;INAN;NOM;FEM;SG
wünsche	бажання	wünschen	бажання	;SG	N;INAN;NOM;NEUT;SG
wünsche	бажаю	wünschen	бажати	;SG	V;IPFV;IND;SG;1;PRS;FIN
wünsche	побажання	wünschen	побажання	;SG	N;INAN;NOM;NEUT;SG
wünsche	бажанням	wünschen	бажання	;SG	N;INAN;INS;NEUT;SG
wünsche	забаганки	wünschen	забаганка	;SG	N;INAN;NOM;MASC;PL
dennis	деніс	dennis	деніс	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dennis	денис	dennis	денис	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dennis	денніс	dennis	деннися	PROPN;NOM;MASC;SG	ADJ;NOM;PL
nachbarn	сусіди	nachbarn	сусід	ADJ	N;ANIM;NOM;MASC;PL
nachbarn	сусід	nachbarn	сусід	ADJ	N;ANIM;NOM;MASC;SG
nachbarn	сусіди	nachbarn	сусід	ADJ	N;ANIM;NOM;MASC;PL
nachbarn	сусід	nachbarn	сусід	ADJ	N;ANIM;NOM;MASC;SG
ernährung	харчові	Ernährung	харчовий	N;NOM;FEM;SG	ADJ;NOM;PL
ernährung	харчові	Ernährung	харчовий	N;NOM;FEM;SG	ADJ;NOM;PL
bologna	болонья	bologna	болоня	PROPN	PROPN;INAN;NOM;MASC;SG
vergleichen	порівняння	vergleichen	порівняння	V;NFIN	N;INAN;NOM;NEUT;SG
vergleichen	порівняння	vergleichen	порівняння	V;NFIN	N;INAN;NOM;NEUT;SG
vergleichen	порівняння	vergleichen	порівняння	V;NFIN	N;INAN;NOM;NEUT;SG
vergleichen	diff	vergleichen	diff	V;NFIN	
vergleichen	різниця	vergleichen	різниця	V;NFIN	N;INAN;NOM;FEM;SG
vergleichen	розбіжності	vergleichen	розбіжність	V;NFIN	N;INAN;NOM;FEM;PL
vergleichen	порівняння	vergleichen	порівняння	V;NFIN	N;INAN;NOM;NEUT;SG
vergleichen	порівняння	vergleichen	порівняння	V;NFIN	N;INAN;NOM;NEUT;SG
björn	бйорн	björn	бйорн	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lebensweise	фешн	lebensweise	фешн	N	
gestrichen	вилучені	gestrechen	вилучений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
kolumbien	колумбія	kolumbien	колумбія	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
kolumbien	колумбії	kolumbien	колумбій	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;FEM;SG
kolumbien	колумбія	kolumbien	колумбія	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
tafel	дошці	tafel	дошка		N;INAN;DAT;FEM;SG
geistliche	диякони	geistlich	диякон	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
geistliche	священик	geistlich	священик	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;SG
geistliche	священики	geistlich	священик	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
geistliche	духовенство	geistlich	духовенство	ADJ;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
geistliche	священики	geistlich	священик	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
dublin	дублін	dublin	дублін	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
gabriele	gabriele	gabrielen	gabriele	PROPN;NOM;FEM;SG	
planck	планка	planck	планко	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
fantasy	fantasy	fantasy	fantasy	PROPN	
fantasy	фантазія	fantasy	фантазія	PROPN	N;INAN;NOM;FEM;SG
anerkannte	впізнали	anerkannt	впізнати	ADJ;SG	V;PFV;IND;PL;PST;FIN
anerkannte	підтверджую	anerkannt	підтверджувати	ADJ;SG	V;IPFV;IND;SG;1;PRS;FIN
anerkannte	визнала	anerkannt	визнати	ADJ;SG	V;PFV;FEM;IND;SG;PST;FIN
anerkannte	визнав	anerkannt	визнати	ADJ;SG	V;PFV;MASC;IND;SG;PST;FIN
anerkannte	впізнав	anerkannt	впізнати	ADJ;SG	V;PFV;MASC;IND;SG;PST;FIN
anerkannte	визнано	anerkannt	визнати	ADJ;SG	V;PFV;IND;0;FIN
anerkannte	визначив	anerkannt	визначити	ADJ;SG	V;PFV;MASC;IND;SG;PST;FIN
springen	перехід	springen	перехід	V;NFIN	N;INAN;NOM;MASC;SG
springen	стрибок	springen	стрибок	V;NFIN	N;INAN;NOM;MASC;SG
springen	стрибок	springen	стрибок	V;NFIN	N;INAN;NOM;MASC;SG
interessierte	цікавиться	interessieren	цікавитися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
interessierte	зацікавлений	interessieren	зацікавлений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
interessierte	цікаво	interessieren	цікаво	V;IND;SG;3;PST;FIN	ADV
interessierte	цікавить	interessieren	цікавити	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
interessierte	цікавляться	interessieren	цікавитися	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN
aktivität	активність	aktivität	активність	ADJ	N;INAN;NOM;FEM;SG
aktivität	дії	aktivität	дія	ADJ	N;INAN;NOM;FEM;PL
aktivität	діяльності	aktivität	діяльність	ADJ	N;INAN;GEN;FEM;SG
aktivität	дія	aktivität	дія	ADJ	N;INAN;NOM;FEM;SG
aktivität	діяльність	aktivität	діяльність	ADJ	N;INAN;NOM;FEM;SG
luigi	луїджі	luigi	луїдж	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
abteilungen	поділ	abteilingen	поділ	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
störungen	завада	störung	завада	V;NFIN	
störungen	розлади	störung	розлад	V;NFIN	N;INAN;NOM;MASC;PL
ken	кен	Ken	кено	PROPN;NOM;MASC;SG	
sportarten	спорт	sportarten	спорт	V;NFIN	N;INAN;NOM;MASC;SG
sportarten	спорт	sportarten	спорт	V;NFIN	N;INAN;NOM;MASC;SG
sportarten	спортивні	sportarten	спортивний	V;NFIN	ADJ;NOM;PL
sportarten	спорту	sportarten	спорт	V;NFIN	N;INAN;GEN;MASC;SG
halbe	половинки	halb	половинка	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;PL
halbe	пів	halb	пів	ADJ;NOM;FEM;PL	
halbe	півтори	halb	півтори	ADJ;NOM;FEM;PL	NUM;NOM
halbe	половина	halb	половина	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
halbe	половину	halb	половина	ADJ;NOM;FEM;PL	N;INAN;ACC;FEM;SG
halbe	наполовину	halb	наполовину	ADJ;NOM;FEM;PL	ADV
louisiana	луїзіана	louisiana	луїзіаний	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
taiwan	тайвань	taiwan	тайвання	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
obergeschoss	нагорі	oberschossen	нагорий	ADJ	
vorzeitig	передчасно	vorzeitig	передчасно	ADJ	ADV
sturz	тягарем	sturz	тягар		N;INAN;INS;MASC;SG
sturz	водоспад	sturz	водоспад		N;INAN;NOM;MASC;SG
sturz	падати	sturz	падати		V;IPFV;NFIN
sturz	осінь	sturz	осінь		N;INAN;NOM;FEM;SG
sturz	fall	sturz	fall		
sturz	падіння	sturz	падіння		N;INAN;NOM;NEUT;SG
erweiterten	збільшив	erweitern	збільшити	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
aufzeichnungen	рекорди	aufzeichnangen	рекорда	V;NFIN	N;INAN;NOM;MASC;PL
aufzeichnungen	records	aufzeichnangen	records	V;NFIN	
aufzeichnungen	платівки	aufzeichnangen	платівка	V;NFIN	N;INAN;NOM;FEM;PL
aufzeichnungen	recordings	aufzeichnangen	recordings	V;NFIN	
amazon	amazon	amazon	amazon		
amazon	амазон	amazon	амазон		N;INAN;NOM;MASC;SG
befestigt	оборонний	befestigen	оборонний	V;V.PTCP	ADJ;NOM;MASC;SG
administrative	адміністративний	administrativ	адміністративний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
administrative	адміністративне	administrativ	адміністративний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
auseinander	apart	auseinander	apart	ADV	
auseinander	окрім	auseinander	окрім	ADV	
forst	форст	forsen	форст	PROPN;NOM;SG	
