تلاقی	reunion	تلاقی	reunion	ADJ	N
تَوسن	ngựa	تَوسن	ngựa	PROPN;NOM;MASC;SG;3	N
تَوسن	steed	تَوسن	steed	PROPN;NOM;MASC;SG;3	
توش	lượng	توش	lượng		N
توشک	nệm	توشک	nệm	PROPN;NOM;MASC;SG;3	N
تُوشمال	quầy	تُوشمال	quầy	PROPN;NOM;MASC;SG;3	N
تُوشمال	cook	تُوشمال	cook	PROPN;NOM;MASC;SG;3	
تُوشمال	nấu	تُوشمال	nấu	PROPN;NOM;MASC;SG;3	V
توشہ	supplies	توشہ	supplies		
تَوشیع	gai	تَوشیع	gai	PROPN;NOM;MASC;SG;3	N
توصُّل	union	توصُّل	union	PROPN;NOM;MASC;SG;3	N
توصُّل	hợp	توصُّل	hợp	PROPN;NOM;MASC;SG;3	ADJ
توصیت	will	توصیت	will	PROPN;NOM;MASC;SG;3	
توصیت	sẽ	توصیت	sẽ	PROPN;NOM;MASC;SG;3	
توصیت	muốn	توصیت	muốn	PROPN;NOM;MASC;SG;3	V
تَوصیف	khen	تَوصیف	khen	PROPN;NOM;MASC;SG;3	V
تَوضیحی	explanatory	تَوضیحی	explanatory	ADJ	
تَوضیع	shaping	تَوضیع	shaping	PROPN;NOM;MASC;SG;3	
تَوضیع	making	تَوضیع	making	PROPN;NOM;MASC;SG;3	
تَوطِیہ	scheme	تَوطِیہ	scheme	PROPN;NOM;MASC;SG;3	V
تَوفیر	thụ	تَوفیر	thụ	PROPN;NOM;MASC;SG;3	V
تَوفیق	sục	تَوفیق	sục	PROPN;NOM;MASC;SG;3	V
تَوفیق	lực	تَوفیق	lực	PROPN;NOM;MASC;SG;3	N
تَوفیق	ân	تَوفیق	ân	PROPN;NOM;MASC;SG;3	N
تَوفیق	grace	تَوفیق	grace	PROPN;NOM;MASC;SG;3	
تَوفیق	tha	تَوفیق	tha	PROPN;NOM;MASC;SG;3	V
توقّع	mong	توقّع	mong	PROPN;NOM;MASC;SG;3	V
توقّع	xoa	توقّع	xoa	PROPN;NOM;MASC;SG;3	
توقُّف	reo	توقُّف	reo	N;NOM;MASC;SG;3	V
توقُّف	dừng	توقُّف	dừng	N;NOM;MASC;SG;3	V
توقُّف	ngừng	توقُّف	ngừng	N;NOM;MASC;SG;3	V
تَوقیر	veneration	تَوقیر	veneration	PROPN;NOM;MASC;SG;3	ADJ
تَوقیر	bai	تَوقیر	bai	PROPN;NOM;MASC;SG;3	
توکُّل	reliance	توکُّل	reliance	PROPN;NOM;MASC;SG;3	
تول	cân	تول	cân		V
تولّا	love	تولّا	love	PROPN;NOM;MASC;SG;3	
تولّا	yêu	تولّا	yêu	PROPN;NOM;MASC;SG;3	V
تولُّد	sinh	تولُّد	sinh	PROPN;NOM;MASC;SG;3	V
تَولیا	khăn	تَولیا	khăn	PROPN;NOM;MASC;SG;3	N
تَولید	sinh	تَولید	sinh	PROPN;NOM;MASC;SG;3	V
تَولیدگی	sinh	تَولیدگی	sinh	PROPN;NOM;MASC;SG;3	V
تَونس	rối	تَونس	rối	PROPN;NOM;MASC;SG;3	V
تَونس	affliction	تَونس	affliction	PROPN;NOM;MASC;SG;3	
تونگر	vương	تونگر	vương	PROPN;NOM;MASC;SG;3	N
تونگر	giàu	تونگر	giàu	PROPN;NOM;MASC;SG;3	ADJ
تونگر	rich	تونگر	rich	PROPN;NOM;MASC;SG;3	
تونگر	vương	تونگر	vương	PROPN;NOM;MASC;SG;3	N
تونگر	giàu	تونگر	giàu	PROPN;NOM;MASC;SG;3	ADJ
تونگر	rich	تونگر	rich	PROPN;NOM;MASC;SG;3	
تونگری	riches	تونگری	riches	PROPN;NOM;MASC;SG;3	
توُّہم	fancy	توُّہم	fancy	PROPN;NOM;MASC;SG;3	N
تَوہین	libel	تَوہین	libel	PROPN;NOM;MASC;SG;3	
تَوہین	xúc	تَوہین	xúc	PROPN;NOM;MASC;SG;3	V
تہ	vạn	تہ	vạn		ADJ
تہ	dưới	تہ	dưới		N
تہ	bậc	تہ	bậc		N
تہ	đáy	تہ	đáy		N
تہ	root	تہ	root		N
تہ	chủ	تہ	chủ		N
تہ	gấp	تہ	gấp		V
تہ	lớp	تہ	lớp		N
تہاں	kia	تہاں	kia		PROPN
تہاں	đó	تہاں	đó		PROPN
تہانا	bọc	تہانا	bọc		N
تہانا	quấn	تہانا	quấn		V
تہانا	gấp	تہانا	gấp		V
تہانا	cuộn	تہانا	cuộn		N
تہاوُن	oversight	تہاوُن	oversight	PROPN;NOM;MASC;SG;3	
تہجّی	orthography	تہجّی	orthography	N;NOM;MASC;SG;3	
تہدید	đe	تہدید	đe	N;NOM;MASC;SG;3	V
تہدیم	điêu	تہدیم	điêu	PROPN;NOM;MASC;SG;3	N
تہذیب	polish	تہذیب	polish	N;NOM;MASC;SG;3	NUM
تہذیب	tỉa	تہذیب	tỉa	N;NOM;MASC;SG;3	V
تہذیب	polish	تہذیب	polish	N;NOM;MASC;SG;3	NUM
تہذیب	tỉa	تہذیب	tỉa	N;NOM;MASC;SG;3	V
تہرا	treble	تہرا	treble		N
تہرا	ba	تہرا	ba		NUM
تہرا	triple	تہرا	triple		NUM
تہلکہ	panic	تہلکہ	panic	PROPN;NOM;MASC;SG;3	
تہلکہ	perdition	تہلکہ	perdition	PROPN;NOM;MASC;SG;3	
تہلکہ	khuấy	تہلکہ	khuấy	PROPN;NOM;MASC;SG;3	V
تہلکہ	xào	تہلکہ	xào	PROPN;NOM;MASC;SG;3	N
تُہمت	libel	تُہمت	libel	PROPN;NOM;MASC;SG;3	
تہمتن	stout	تہمتن	stout	PROPN;NOM;MASC;SG;3	
تہوار	festival	تہوار	festival	N;NOM;MASC;SG;3	
تئیں	cho	تئیں	cho		V
تِیا	vợ	تِیا	vợ	PROPN;NOM;MASC;SG;3	N
تِیا	vơ	تِیا	vơ	PROPN;NOM;MASC;SG;3	V
تِیا	vk	تِیا	vk	PROPN;NOM;MASC;SG;3	
تِیا	nữ	تِیا	nữ	PROPN;NOM;MASC;SG;3	N
تیارّ	xong	تیارّ	xong	PROPN;NOM;MASC;SG;3	V
تیارّ	béo	تیارّ	béo	PROPN;NOM;MASC;SG;3	N
تیارّ	mập	تیارّ	mập	PROPN;NOM;MASC;SG;3	ADJ
تیارّ	fat	تیارّ	fat	PROPN;NOM;MASC;SG;3	N
تیاگنا	bỏ	تیاگ	bỏ	PROPN;NOM;MASC;SG;3	V
تیاگی	phaethornis	تیاگی	phaethornis	PROPN;NOM;MASC;SG;3	ADJ
تِیتر	partridge	تِیتر	partridge	N;NOM;MASC;SG;3	
تِیتری	butterfly	تِیتری	butterfly	N;NOM;MASC;SG;3	
تِیج	ladybird	تِیج	ladybird	PROPN;NOM;MASC;SG;3	V
تیج	sục	تیج	sục	PROPN;NOM;MASC;SG;3	V
تیج	lực	تیج	lực	PROPN;NOM;MASC;SG;3	N
تیج	splendour	تیج	splendour	PROPN;NOM;MASC;SG;3	V
تیج	vinh	تیج	vinh	PROPN;NOM;MASC;SG;3	N
تِیخا	agile	تِیخا	agile	PROPN;NOM;MASC;SG;3	
تِیخا	hư	تِیخا	hư	PROPN;NOM;MASC;SG;3	ADJ
تِیخا	nghịch	تِیخا	nghịch	PROPN;NOM;MASC;SG;3	V
تِیر	arrow	تِیر	arrow	PROPN;NOM;MASC;SG;3	N
تِیر	margin	تِیر	margin	PROPN;NOM;MASC;SG;3	V
تِیر	lề	تِیر	lề	PROPN;NOM;MASC;SG;3	ADJ
تِیر	bờ	تِیر	bờ	PROPN;NOM;MASC;SG;3	N
تِیر	shore	تِیر	shore	PROPN;NOM;MASC;SG;3	
تِیر	mép	تِیر	mép	PROPN;NOM;MASC;SG;3	N
تِیر	edge	تِیر	edge	PROPN;NOM;MASC;SG;3	
تِیر	rìa	تِیر	rìa	PROPN;NOM;MASC;SG;3	ADJ
تِیر	cạnh	تِیر	cạnh	PROPN;NOM;MASC;SG;3	N
تِیر	ngân	تِیر	ngân	PROPN;NOM;MASC;SG;3	N
تِیر	bank	تِیر	bank	PROPN;NOM;MASC;SG;3	N
تیر	qua	تیر	qua		V
تیرا	thy	تیرا	thy	PROPN;NOM;MASC;SG;3	N
تیرا	thine	تیرا	thine	PROPN;NOM;MASC;SG;3	
تَیراکی	bơi	تَیراکی	bơi	PROPN;NOM;MASC;SG;3	V
تِیرگی	obscurity	تِیرگی	obscurity	PROPN;NOM;MASC;SG;3	
تِیرگی	gloom	تِیرگی	gloom	PROPN;NOM;MASC;SG;3	
تِیرگی	darkness	تِیرگی	darkness	PROPN;NOM;MASC;SG;3	
تَیرنا	float	تَیرنا	float	PROPN;NOM;MASC;SG;3	N
تَیرنا	nổi	تَیرنا	nổi	PROPN;NOM;MASC;SG;3	
تَیرنا	bơi	تَیرنا	bơi	PROPN;NOM;MASC;SG;3	V
تِیرہ	dark	تِیرہ	dark	PROPN;NOM;MASC;SG;3	
تِیرہ	tối	تِیرہ	tối	PROPN;NOM;MASC;SG;3	N
تِیرہ	hazy	تِیرہ	hazy	PROPN;NOM;MASC;SG;3	
تِیرہ	useless	تِیرہ	useless	PROPN;NOM;MASC;SG;3	
تِیرہ	đen	تِیرہ	đen	PROPN;NOM;MASC;SG;3	ADJ
تِیرہ	dusty	تِیرہ	dusty	PROPN;NOM;MASC;SG;3	
تیرہ	thirteen	تیرہ	thirteen	NUM	V
تیز	viêm	تیز	viêm	ADJ	N
تیز	yến	تیز	yến	ADJ	N
تیز	swift	تیز	swift	ADJ	
تیز	khuyên	تیز	khuyên	ADJ	V
تیز	viêm	تیز	viêm	ADJ	N
تیز	sharp	تیز	sharp	ADJ	N
تیز	nhọn	تیز	nhọn	ADJ	V
تیز	yến	تیز	yến	ADJ	N
تیز	swift	تیز	swift	ADJ	
تیز	khuyên	تیز	khuyên	ADJ	V
تَیس	hươu	تَیس	hươu		N
تِیس	thirty	تِیس	thirty	PROPN;NOM;MASC;SG;3	
تیغ	épée	تیغ	épée	PROPN;NOM;MASC;SG;3	
تیغ	foil	تیغ	foil	PROPN;NOM;MASC;SG;3	N
تیغ	gươm	تیغ	gươm	PROPN;NOM;MASC;SG;3	N
تیغ	kiếm	تیغ	kiếm	PROPN;NOM;MASC;SG;3	V
تیغا	scimitar	تیغا	scimitar	PROPN;NOM;MASC;SG;3	
تِیکھا	chảnh	تِیکھا	chảnh	PROPN;NOM;MASC;SG;3	V
تِیکھا	sharp	تِیکھا	sharp	PROPN;NOM;MASC;SG;3	N
تِیکھا	nhọn	تِیکھا	nhọn	PROPN;NOM;MASC;SG;3	V
تِیکھا	curt	تِیکھا	curt	PROPN;NOM;MASC;SG;3	
تیلیا	nhờn	تیلیا	nhờn	PROPN;NOM;MASC;SG;3	N
تیلیا	nhờn	تیلیا	nhờn	PROPN;NOM;MASC;SG;3	N
تِیمار	affliction	تِیمار	affliction	PROPN;NOM;MASC;SG;3	
تِیمار	care	تِیمار	care	PROPN;NOM;MASC;SG;3	
تیمارداری	nursing	تیمارداری	nursing	N;NOM;MASC;SG;3	NUM
تِین	tre	تِین	tre	PROPN;NOM;MASC;SG;3	N
تِین	ba	تِین	ba	PROPN;NOM;MASC;SG;3	NUM
تِین	three	تِین	three	PROPN;NOM;MASC;SG;3	NUM
تیندوا	leopard	تیندوا	leopard	PROPN;NOM;MASC;SG;3	
تیور	xem	تیور	xem		V
تیور	nhìn	تیور	nhìn		V
تیور	vision	تیور	vision		N
تیوڑی	ivy	تیوڑی	ivy	PROPN;NOM;MASC;SG;3	
تِیوَن	ngao	تِیوَن	ngao	PROPN;NOM;MASC;SG;3	V
تِیوَن	sốt	تِیوَن	sốt	PROPN;NOM;MASC;SG;3	
تِیوَن	curry	تِیوَن	curry	PROPN;NOM;MASC;SG;3	
تیوہار	festival	تیوہار	festival	PROPN;NOM;MASC;SG;3	
تِیہ	dã	تِیہ	dã		N
تِیہا	ngạo	تِیہا	ngạo	PROPN;NOM;MASC;SG;3	N
تِییہ	mound	تِییہ	mound	PROPN;NOM;MASC;SG;3	
تِییہ	gò	تِییہ	gò	PROPN;NOM;MASC;SG;3	N
تھا	aw	تھا	aw	V;MASC;IND;SG;3;PST;FIN	
تھا	bị	تھا	bị	V;MASC;IND;SG;3;PST;FIN	V
تھاپ	thump	تھاپ	thump	N;NOM;MASC;SG;3	
تھاپ	nhấn	تھاپ	nhấn	N;NOM;MASC;SG;3	V
تھاپنا	phật	تھاپنا	phật	V;SG;NFIN;ACT	N
تھاپنا	pat	تھاپنا	pat	V;SG;NFIN;ACT	
تھاپی	dơi	تھاپی	dơi		N
تھال	thùng	تھال	thùng	V;SG;V.PTCP;ACT	N
تھال	khay	تھال	khay	V;SG;V.PTCP;ACT	N
تھال	thùng	تھال	thùng	V;SG;V.PTCP;ACT	N
تھال	khay	تھال	khay	V;SG;V.PTCP;ACT	N
تھال	fat	تھال	fat	V;SG;V.PTCP;ACT	N
تھال	platter	تھال	platter	V;SG;V.PTCP;ACT	
تھامنا	clutch	تھامنا	clutch	V;SG;NFIN;ACT	N
تھامنا	côn	تھامنا	côn	V;SG;NFIN;ACT	N
تھامنا	grip	تھامنا	grip	V;SG;NFIN;ACT	N
تھامنا	prop	تھامنا	prop	V;SG;NFIN;ACT	
تھامنا	clutch	تھامنا	clutch	V;SG;NFIN;ACT	N
تھامنا	côn	تھامنا	côn	V;SG;NFIN;ACT	N
تھامنا	grip	تھامنا	grip	V;SG;NFIN;ACT	N
تھامنا	prop	تھامنا	prop	V;SG;NFIN;ACT	
تھان	website	تھان	website		N
تھان	kho	تھان	kho		N
تھانگ	vết	تھانگ	vết		N
تھانہ	thana	تھانہ	thana	PROPN;NOM;MASC;SG;3	
تھاور	lụt	تھاور	lụt		V
تھاوس	kiên	تھاوس	kiên		ADJ
تھاہ	kết	تھاہ	kết		N
تھبڑی	giỏ	تھبڑی	giỏ	PROPN;NOM;MASC;SG;3	N
تھبڑی	rổ	تھبڑی	rổ	PROPN;NOM;MASC;SG;3	N
تھپتھپانا	pat	تھپتھپانا	pat	V;MASC;SG;ACT	
تھپّڑ	tát	تھپّڑ	tát		V
تھپّڑ	tát	تھپّڑ	tát		V
تھپڑانا	slap	تھپڑانا	slap	V;MASC;SG;V.PTCP;ACT	
تھپک	vỗ	تھپک	vỗ		V
تھپکی	pat	تھپکی	pat	PROPN;NOM;MASC;SG;3	
تھپکی	vỗ	تھپکی	vỗ	PROPN;NOM;MASC;SG;3	V
تھپکی	bat	تھپکی	bat	PROPN;NOM;MASC;SG;3	
تھپکی	dơi	تھپکی	dơi	PROPN;NOM;MASC;SG;3	N
تھپیّ	tay	تھپیّ	tay		N
تھپیّ	palm	تھپیّ	palm		N
تھپیّ	sên	تھپیّ	sên		N
تھپیّ	cọ	تھپیّ	cọ		N
تھپیّ	vỗ	تھپیّ	vỗ		V
تھپیڑا	cú	تھپیڑا	cú	PROPN;NOM;MASC;SG;3	N
تھپیڑا	đòn	تھپیڑا	đòn	PROPN;NOM;MASC;SG;3	N
تھپیڑا	tát	تھپیڑا	tát	PROPN;NOM;MASC;SG;3	V
تھپیڑا	slap	تھپیڑا	slap	PROPN;NOM;MASC;SG;3	
تھپیڑا	sốc	تھپیڑا	sốc	PROPN;NOM;MASC;SG;3	N
تھپیڑا	shock	تھپیڑا	shock	PROPN;NOM;MASC;SG;3	
تھتّڑ	ghẻ	تھتّڑ	ghẻ		N
تھتّڑ	phóng	تھتّڑ	phóng		V
تھتّڑ	vỏ	تھتّڑ	vỏ		N
تُھتکار	nhổ	تُھتکار	nhổ	PROPN;NOM;MASC;SG;3	V
تُھتکارا	despicable	تُھتکارا	despicable	PROPN;NOM;MASC;SG;3	N
تھُتکاری	thủy	تھُتکاری	thủy	N;NOM;MASC;SG;3	V
تھُتکاری	vixen	تھُتکاری	vixen	N;NOM;MASC;SG;3	
تھُتھانا	swell	تھاتھانا	swell	V;MASC;SG;NFIN;ACT	
تِھجنا	stay	تِھجنا	stay	V;SG;NFIN;ACT	N
تِھر	kĩ	تِھر	kĩ		N
تِھر	bền	تِھر	bền		N
تِھر	mạnh	تِھر	mạnh		ADJ
تھرتھرانا	rung	تھرتھرانا	rung	PROPN;NOM;MASC;SG;3	V
تھرتھرانا	lắc	تھرتھرانا	lắc	PROPN;NOM;MASC;SG;3	V
تھرتھرانا	rung	تھرتھرانا	rung	PROPN;NOM;MASC;SG;3	V
تھرتھراہٹ	run	تھرتھراہٹ	run	PROPN;NOM;MASC;SG;3	
تھرتھراہٹ	rung	تھرتھراہٹ	rung	PROPN;NOM;MASC;SG;3	V
تھُڑ	nhỏ	تھُڑ	nhỏ		ADJ
تھکّا	đốm	تھک	đốm	PROPN;NOM;MASC;SG;3	N
تُھکّا	nhổ	تُھکّا	nhổ	PROPN;NOM;MASC;SG;3	V
تھکانا	lốp	تھکا	lốp	V;PFV;MASC;SG;V.PTCP;ACT	N
تھکانا	lốp	تھکا	lốp	V;PFV;MASC;SG;V.PTCP;ACT	N
تُھکتھُکانا	hat	تُھکتھُکانا	hat	V;MASC;SG;NFIN;ACT	N
تھکنا	ngã	تھک	ngã	V;MASC;SG;V.PTCP;ACT	N
تھکنا	ngã	تھک	ngã	V;MASC;SG;V.PTCP;ACT	N
تھکنا	lốp	تھک	lốp	V;MASC;SG;V.PTCP;ACT	N
تِھگلی	cottage	تِھگلی	cottage	PROPN;NOM;MASC;SG;3	N
تِھگلی	hut	تِھگلی	hut	PROPN;NOM;MASC;SG;3	N
تِھگلی	lều	تِھگلی	lều	PROPN;NOM;MASC;SG;3	N
تِھگلی	patch	تِھگلی	patch	PROPN;NOM;MASC;SG;3	
تِھگی	patch	تِھگی	patch	PROPN;NOM;MASC;SG;3	
تھل	website	تھل	website	PROPN;NOM;MASC;SG;3	N
تھل	site	تھل	site	PROPN;NOM;MASC;SG;3	
تھل	mạc	تھل	mạc	PROPN;NOM;MASC;SG;3	N
تھل	group	تھل	group	PROPN;NOM;MASC;SG;3	
تھل	nhóm	تھل	nhóm	PROPN;NOM;MASC;SG;3	N
تھل	spot	تھل	spot	PROPN;NOM;MASC;SG;3	
تھل	điểm	تھل	điểm	PROPN;NOM;MASC;SG;3	N
تھل	ford	تھل	ford	PROPN;NOM;MASC;SG;3	N
تھل	nơi	تھل	nơi	PROPN;NOM;MASC;SG;3	N
تھل	chỗ	تھل	chỗ	PROPN;NOM;MASC;SG;3	N
تھل	đống	تھل	đống	PROPN;NOM;MASC;SG;3	
تھل	đáp	تھل	đáp	PROPN;NOM;MASC;SG;3	V
تھل	mound	تھل	mound	PROPN;NOM;MASC;SG;3	
تھل	gò	تھل	gò	PROPN;NOM;MASC;SG;3	N
تھم	base	تھم	base	V;ACT	
تھم	quỹ	تھم	quỹ	V;ACT	N
تھم	foundation	تھم	foundation	V;ACT	N
تھم	nọc	تھم	nọc	V;ACT	N
تھم	prop	تھم	prop	V;ACT	
تھم	base	تھم	base	V;ACT	
تھم	khe	تھم	khe	V;ACT	N
تھم	cột	تھم	cột	V;ACT	N
تھم	quỹ	تھم	quỹ	V;ACT	N
تھم	foundation	تھم	foundation	V;ACT	N
تھم	nọc	تھم	nọc	V;ACT	N
تھم	prop	تھم	prop	V;ACT	
تھمانا	đưa	تھمانا	đưa	PROPN;NOM;MASC;SG;3	V
تھمانا	tặng	تھمانا	tặng	PROPN;NOM;MASC;SG;3	V
تھمانا	cho	تھمانا	cho	PROPN;NOM;MASC;SG;3	V
تھمڑا	thick	تھمڑا	thick	PROPN;NOM;MASC;SG;3	
تھمڑا	dầy	تھمڑا	dầy	PROPN;NOM;MASC;SG;3	ADJ
تھمڑا	dày	تھمڑا	dày	PROPN;NOM;MASC;SG;3	ADJ
تھمڑا	rough	تھمڑا	rough	PROPN;NOM;MASC;SG;3	N
تُھوا	mound	تُھوا	mound	PROPN;NOM;MASC;SG;3	
تُھوا	gò	تُھوا	gò	PROPN;NOM;MASC;SG;3	N
تُھوا	đống	تُھوا	đống	PROPN;NOM;MASC;SG;3	
تھوپنا	khoác	تھوپ	khoác	V;MASC;SG;NFIN;ACT	N
تھوپنا	đống	تھوپ	đống	V;MASC;SG;NFIN;ACT	
تھوپنا	less	تھوپ	less	V;MASC;SG;NFIN;ACT	
تھوپنا	đống	تھوپ	đống	V;MASC;SG;NFIN;ACT	
تھوپنا	khoác	تھوپ	khoác	V;MASC;SG;NFIN;ACT	N
تھوپنا	đống	تھوپ	đống	V;MASC;SG;NFIN;ACT	
تھوپنا	less	تھوپ	less	V;MASC;SG;NFIN;ACT	
تھوپنا	đống	تھوپ	đống	V;MASC;SG;NFIN;ACT	
تھوتا	hollow	تھو	hollow	V;IPFV;MASC;SG;V.PTCP;ACT	
تھوترا	toothless	تھوترا	toothless	PROPN;NOM;MASC;SG;3	N
تھوترا	rỗng	تھوترا	rỗng	PROPN;NOM;MASC;SG;3	V
تھوترا	hollow	تھوترا	hollow	PROPN;NOM;MASC;SG;3	
تھوترا	rỗng	تھوترا	rỗng	PROPN;NOM;MASC;SG;3	V
تھوترا	trống	تھوترا	trống	PROPN;NOM;MASC;SG;3	V
تھوتھا	blunt	تھوتھا	blunt	V;PFV;FEM;SG;V.PTCP;ACT	N
تھوتھا	cùn	تھوتھا	cùn	V;PFV;FEM;SG;V.PTCP;ACT	N
تھوتھا	hollow	تھوتھا	hollow	V;PFV;FEM;SG;V.PTCP;ACT	
تُھوتھڑا	miệng	تُھوتھڑا	miệng	PROPN;NOM;MASC;SG;3	N
تُھوتھڑا	mồm	تُھوتھڑا	mồm	PROPN;NOM;MASC;SG;3	N
تُھورنا	phật	تُھورنا	phật	V;SG;NFIN;ACT	N
تُھورنا	strike	تُھورنا	strike	V;SG;NFIN;ACT	N
تُھورنا	slr	تُھورنا	slr	V;SG;NFIN;ACT	N
تھوڑ	vitamin	تھوڑ	vitamin		N
تھوڑا	vài	تھوڑ	vài	ADJ;NOM;MASC;SG	DET
تھوڑا	tiểu	تھوڑ	tiểu	ADJ;NOM;MASC;SG	
تھوڑا	vài	تھوڑ	vài	ADJ;NOM;MASC;SG	DET
تھوڑا	tiểu	تھوڑ	tiểu	ADJ;NOM;MASC;SG	
تُھوم	tỏi	تُھوم	tỏi	PROPN;NOM;MASC;SG;3	N
تُھونی	đăng	تُھونی	đăng	PROPN;NOM;MASC;SG;3	V
تُھونی	prop	تُھونی	prop	PROPN;NOM;MASC;SG;3	
تُھونی	khe	تُھونی	khe	PROPN;NOM;MASC;SG;3	N
تُھونی	cột	تُھونی	cột	PROPN;NOM;MASC;SG;3	N
تُھوہر	spurge	تُھوہر	spurge	PROPN;NOM;MASC;SG;3	
تھی	aw	تھا	aw	V;FEM;IND;SG;3;PST;FIN	
تھی	bị	تھا	bị	V;FEM;IND;SG;3;PST;FIN	V
تھَیلا	bao	تھَیلا	bao	PROPN;NOM;MASC;SG;3	
تھَیلی	túi	تھَیلی	túi	PROPN;NOM;MASC;SG;3	N
تھَیلی	ví	تھَیلی	ví	PROPN;NOM;MASC;SG;3	N
تھیوا	gem	تھیوا	gem	PROPN;NOM;MASC;SG;3	N
ٹابر	trai	ٹابر	trai		N
ٹابر	bé	ٹابر	bé		N
ٹابر	hồ	ٹابر	hồ		N
ٹابر	ao	ٹابر	ao		N
ٹاپ	đít	ٹاپ	đít	N;NOM;MASC;SG;3	
ٹاپ	nhấn	ٹاپ	nhấn	N;NOM;MASC;SG;3	V
ٹاپنا	desperate	ٹاپنا	desperate	PROPN;NOM;MASC;SG;3	N
ٹاپُو	đảo	ٹاپُو	đảo	PROPN;NOM;MASC;SG;3	N
ٹاپُو	islet	ٹاپُو	islet	PROPN;NOM;MASC;SG;3	
ٹاٹ	caste	ٹاٹ	caste		N
ٹاٹ	gunny	ٹاٹ	gunny		N
ٹاٹ	hessian	ٹاٹ	hessian		N
ٹال	cỏ	ٹال	cỏ	V;ACT	N
ٹانٹ	skull	ٹانٹ	skull	PROPN;NOM;MASC;SG;3	N
ٹانٹ	sọ	ٹانٹ	sọ	PROPN;NOM;MASC;SG;3	N
ٹانٹ	quang	ٹانٹ	quang	PROPN;NOM;MASC;SG;3	N
ٹانٹھا	mạnh	ٹانٹھا	mạnh	PROPN;NOM;MASC;SG;3	ADJ
ٹانٹھا	strong	ٹانٹھا	strong	PROPN;NOM;MASC;SG;3	
ٹانٹھا	stout	ٹانٹھا	stout	PROPN;NOM;MASC;SG;3	
ٹانٹھا	sturdy	ٹانٹھا	sturdy	PROPN;NOM;MASC;SG;3	N
ٹانچ	cheat	ٹانچ	cheat		N
ٹانچ	cãi	ٹانچ	cãi		V
ٹانچ	rude	ٹانچ	rude		NUM
ٹانچڑا	audacious	ٹانچڑا	audacious	PROPN;NOM;MASC;SG;3	
ٹانچنا	cheat	ٹانچنا	cheat	V;MASC;SG;NFIN;ACT	N
ٹانڈا	đình	ٹانڈا	đình	PROPN;NOM;MASC;SG;3	N
ٹانک	valuation	ٹانک	valuation	PROPN;NOM;MASC;SG;3	
ٹانک	khâu	ٹانک	khâu	PROPN;NOM;MASC;SG;3	N
ٹانک	stitch	ٹانک	stitch	PROPN;NOM;MASC;SG;3	N
ٹانک	hemming	ٹانک	hemming	PROPN;NOM;MASC;SG;3	
ٹانک	viết	ٹانک	viết	PROPN;NOM;MASC;SG;3	V
ٹانک	ghi	ٹانک	ghi	PROPN;NOM;MASC;SG;3	V
ٹانک	rivet	ٹانک	rivet	PROPN;NOM;MASC;SG;3	ADJ
ٹانکا	tank	ٹانکا	tank	PROPN;NOM;MASC;SG;3	N
ٹانکا	tăng	ٹانکا	tăng	PROPN;NOM;MASC;SG;3	V
ٹانکا	bể	ٹانکا	bể	PROPN;NOM;MASC;SG;3	V
ٹانکا	tham	ٹانکا	tham	PROPN;NOM;MASC;SG;3	V
ٹانکابھرنا	khâu	ٹانکابھرنا	khâu	V;SG;NFIN;ACT	N
ٹانکابھرنا	sy	ٹانکابھرنا	sy	V;SG;NFIN;ACT	N
ٹانکابھرنا	khâu	ٹانکابھرنا	khâu	V;SG;NFIN;ACT	N
ٹانکابھرنا	stitch	ٹانکابھرنا	stitch	V;SG;NFIN;ACT	N
ٹانکنا	khâu	ٹانکنا	khâu	V;SG;NFIN;ACT	N
ٹانکنا	stitch	ٹانکنا	stitch	V;SG;NFIN;ACT	N
ٹانکی	móp	ٹانکی	móp	PROPN;NOM;MASC;SG;3	V
ٹانکی	gộp	ٹانکی	gộp	PROPN;NOM;MASC;SG;3	V
ٹانکی	dent	ٹانکی	dent	PROPN;NOM;MASC;SG;3	
ٹانکی	rỗng	ٹانکی	rỗng	PROPN;NOM;MASC;SG;3	V
ٹانکی	hollow	ٹانکی	hollow	PROPN;NOM;MASC;SG;3	
ٹانکی	notch	ٹانکی	notch	PROPN;NOM;MASC;SG;3	
ٹانکی	nấc	ٹانکی	nấc	PROPN;NOM;MASC;SG;3	N
ٹانگا	tonga	ٹانگا	tonga	PROPN;NOM;MASC;SG;3	N
ٹانگنا	ngưng	ٹانگنا	ngưng	PROPN;NOM;MASC;SG;3	V
ٹانگنا	treo	ٹانگنا	treo	PROPN;NOM;MASC;SG;3	V
ٹانگی	rìu	ٹانگی	rìu	PROPN;NOM;MASC;SG;3	
ٹِبّا	gò	ٹِبّا	gò	PROPN;NOM;MASC;SG;3	N
ٹِبّا	tor	ٹِبّا	tor	PROPN;NOM;MASC;SG;3	V
ٹبّر	đình	ٹبّر	đình	PROPN;NOM;MASC;SG;3	N
ٹپ	instant	ٹپ	instant		N
ٹپ	che	ٹپ	che		N
ٹپ	nảy	ٹپ	nảy		PROPN
ٹپ	bounce	ٹپ	bounce		N
ٹپ	falling	ٹپ	falling		N
ٹپ	rơi	ٹپ	rơi		V
ٹپ	nhảy	ٹپ	nhảy		V
ٹپاّ	spring	ٹپاّ	spring	PROPN;NOM;MASC;SG;3	
