विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
चूहे	мишки	चूह	мишка	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
चूहे	плъхове	चूह	плъх	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;PL
लीड	води	लीड	водя		V;IPFV;IMP;SG;2;FIN
लीड	води	लीड	водя		V;IPFV;IMP;SG;2;FIN
लीड	олово	लीड	олово		N;INDF;NEUT;SG
नेहरु	неру	नेहरु	аз	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
संवेदना	съболезнования	संवेदना	съболезнование	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
परवाह	грижи	परवाह	грижа	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बहुविकल्पी	пояснение	बहुविकल्पी	пояснение	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
महेन्द्र	махендра	महेंद्र	махендра	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
बमबारी	бомбардировки	बमबारी	бомбардировка	N;NOM;FEM;SG;3	N;INDF;FEM;PL
अधीनस्थ	подчинени	अधीनस्थ	подчиня-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
अधीनस्थ	подчинена	अधीनस्थ	подчиня-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अधीनस्थ	подчинен	अधीनस्थ	подчиня-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ग्रीनहाउस	парникови	ग्रीनहाउस	парников	N;NOM;MASC;SG;3	ADJ;INDF;PL
कैम्प	лагери	कैम्प	лагер	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कैम्प	лагерите	कैम्प	лагер	N;NOM;MASC;SG;3	N;DEF;MASC;PL
किस्में	разнообразие	कौन्म	разнообразие	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
किस्में	сорт	कौन्म	сорт	N;NOM;FEM;PL;3	N;INDF;MASC;SG
किस्में	разновидност	कौन्म	разновидност	N;NOM;FEM;PL;3	N;INDF;FEM;SG
खोजी	изследване	खोज	изследване	V;SG;V.PTCP;ACT	N;INDF;NEUT;SG
चिंतित	загрижени	चिंतित	загрижа	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
चिंतित	загрижена	चिंतित	загрижа-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
चिंतित	обезпокоен	चिंतित	обезпокоен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
चिंतित	притеснени	चिंतित	притесня-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
चिंतित	разтревожен	चिंतित	разтревожа-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
चिंतित	разтревожена	चिंतित	разтревожа-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
चिंतित	притеснена	चिंतित	притесня-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
चिंतित	притеснен	चिंतित	притеснен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
जॉर्डन	джордън	जॉर्डन	джордън	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जॉर्डन	йордан	जॉर्डन	йордан	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जॉर्डन	йордания	जॉर्डन	йордания	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
जॉर्डन	джордан	जॉर्डन	джордан	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
एथलीट	спортист	एथलीट	спортист	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एथलीट	атлет	एथलीट	атлет	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एथलीट	спортисти	एथलीट	спортист	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
एथलीट	атлети	एथलीट	атлет	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
एथलीट	спортистите	एथलीट	спортист	PROPN;NOM;MASC;SG;3	N;DEF;MASC;PL
मनीष	маниш	मनीष	маня-(се)	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विधिक	правно	विधिक	правен	N;NOM;MASC;SG;3	ADV
विधिक	правни	विधिक	правен	N;NOM;MASC;SG;3	ADJ;INDF;PL
विधिक	правна	विधिक	правен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
विधिक	юридически	विधिक	юридически	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
विधिक	правен	विधिक	правя-(се)	N;NOM;MASC;SG;3	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
विधिक	законно	विधिक	законен	N;NOM;MASC;SG;3	ADV
असुरक्षित	несигурно	असुरक्षित	несигурно	ADJ;NOM	ADV
असुरक्षित	несигурен	असुरक्षित	несигурен	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
रेखीय	линейни	रेखीय	линеен		ADJ;INDF;PL
रेखीय	линеен	रेखीय	линеен		ADJ;INDF;MASC;SG
रेखीय	линейна	रेखीय	линеен		ADJ;INDF;FEM;SG
शहद	мила	शहद	мил	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
शहद	скъпа	शहद	скъп	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
अम्लीय	киселинни	अम्लीय	киселинен	N;NOM;MASC;SG;3	ADJ;INDF;PL
ऑपरेटर	операторите	ऑपरेटर	оператор	N;NOM;MASC;SG;3	N;DEF;MASC;PL
ऑपरेटर	оператори	ऑपरेटर	оператор	N;NOM;MASC;SG;3	N;INDF;MASC;PL
नल	null	नल	null		N;INDF;FEM;SG
कुक	готви	कुक	готвя	PROPN;NOM;MASC;SG;3	V;IPFV;IMP;SG;2;FIN
कुक	кук	कुक	кук	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कुक	готвач	कुक	готвач	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कुक	готвене	कुक	готвене	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
मनी	пари	मनी	пара		N;INDF;FEM;PL
मनी	парите	मनी	пара		N;DEF;FEM;PL
मनी	мани	मनी	мана		N;INDF;MASC;SG
चढ़	ръжда	चढ	ръжд	V;ACT	N;INDF;FEM;SG
सेक्टर	секторите	सेक्टर	сектор	N;NOM;MASC;SG;3	N;DEF;MASC;PL
सेक्टर	отрасли	सेक्टर	отрасля-(се)	N;NOM;MASC;SG;3	N;INDF;MASC;PL
सेक्टर	сектори	सेक्टर	сектор	N;NOM;MASC;SG;3	N;INDF;MASC;PL
क्रियाशील	активна	क्रियाशील	активна		ADJ;INDF;FEM;SG
क्रियाशील	активно	क्रियाशील	активно		ADV
क्रियाशील	активни	क्रियाशील	активен		ADJ;INDF;PL
क्रियाशील	активен	क्रियाशील	активен		ADJ;INDF;MASC;SG
क्रियाशील	прилагателно	क्रियाशील	прилагателно		ADV
क्योकि	защото	क्योकि	защото		ADV
सभ्य	прилично	सभ्य	приличен		ADV
सभ्य	прилична	सभ्य	приличен		ADJ;INDF;FEM;SG
सभ्य	приличен	सभ्य	приличен		ADJ;INDF;MASC;SG
विकलांगता	увреждания	विकलांगता	увреждане	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
अनजाने	несъзнателно	अनजाना	несъзнателно	N;NOM;MASC;SG;3	ADV
नोट्स	забележки	नोट्स	забележка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
नोट्स	записки	नोट्स	записка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
नोट्स	бележки	नोट्स	бележка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
नोट्स	ноти	नोट्स	нот	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विलास	вилас	विलास	вилас	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कहें	кажи	कह	кажа	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;2;FIN
एव	аве	एव	аве		PART
सामी	сами	सामी	сам	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
आर्क	арк	आर्क	арк		N;INDF;NEUT;SG
आर्क	дъга	आर्क	дъга		N;INDF;FEM;SG
ट्रम्प	коз	ट्रम्प	коз	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ट्रम्प	тръмп	ट्रम्प	тръмп	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मौद्रिक	парична	मौद्रिक	паричен	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
मौद्रिक	паричен	मौद्रिक	паричен	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
मौद्रिक	парично	मौद्रिक	паричен	N;NOM;FEM;SG;3	ADV
यीशु	исус	यीशु	исус	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चश्मे	очила	चश्मा	очилам-(се)	N;NOM;MASC;SG;3	ADV
चश्मे	чаши	चश्मा	чаша	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चश्मे	очилата	चश्मा	очила	N;NOM;MASC;SG;3	N;DEF
चश्मे	очила	चश्मा	очилам-(се)	N;NOM;MASC;SG;3	ADV
डेनियल	даниел	डेनियल	даниел	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
डेनियल	даниъл	डेनियल	даниал	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
डेनियल	данило	डेनियल	даня-(се)	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
थोक	едро	थोक	едро	N;NOM;MASC;SG;3	ADV
पैरिस	парис	पैरिस	парис	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पैरिस	париж	पैरिस	париж	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
कामयाबी	успехи	कामयाबी	успех	N;NOM;FEM;SG;3	N;INDF;MASC;PL
सिलसिले	сайлъс	सिलसिला	сайлъс	N;NOM;MASC;PL;3	N;INDF;MASC;SG
कुरु	куру	कुरु	куру	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
फर्क	разликата	फर्क	разлика		N;DEF;FEM;SG
फर्क	разлика	फर्क	разлика		N;INDF;FEM;SG
इयान	иън	इयान	иън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
इयान	йън	इयान	йън	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दुग्ध	млечни	दुग्ध	млечен	N;NOM;MASC;SG;3	ADJ;INDF;PL
भयभीत	уплашен	भयभीत	уплашен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
भयभीत	изплашена	भयभीत	изплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
भयभीत	изплашен	भयभीत	изплаша-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
भयभीत	уплашена	भयभीत	уплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
भयभीत	уплашени	भयभीत	уплаша-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
मौन	ням	मौन	аз		ADJ;INDF;MASC;SG
मौन	тишина	मौन	тишина		N;INDF;FEM;SG
मौन	мълчание	मौन	мълчание		N;INDF;NEUT;SG
मौन	мълчанието	मौन	мълчание		N;DEF;NEUT;SG
मौन	тишината	मौन	тишина		N;DEF;FEM;SG
घटा	намаление	घटा	намаление	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
घटा	намаляване	घटा	намаляване	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
घटा	спадане	घटा	спадане	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
पॉइंट	точки	पॉइंट	точка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जमैका	ямайка	जमैका	ямайка	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
मक्खन	маслото	मक्खन	масло	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
मक्खन	масло	मक्खन	масло	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
सूत	прежда	सूत	прежда		N;INDF;FEM;SG
सूत	прежди	सूत	прежда		N;INDF;FEM;PL
सूत	памук	सूत	памук		N;INDF;MASC;SG
सूत	котън	सूत	котън		PROPN;INDF;MASC;SG
इज़राइल	израел	इज़राइल	израел	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
अनन्य	изключително	अनन्य	изключително		ADV
अनन्य	ексклузивно	अनन्य	ексклузивно		ADV
अनन्य	изключителни	अनन्य	изключителен		ADJ;INDF;PL
अनन्य	изключителна	अनन्य	изключителен		ADJ;INDF;FEM;SG
मिथक	мита	मिथक	мито	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
अर्ल	ърл	अर्ल	ърл	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
निर्देशिका	индекси	निर्देशिका	индекс	N;NOM;FEM;SG;3	N;INDF;MASC;PL
निर्देशिका	директории	निर्देशिका	директория	N;NOM;FEM;SG;3	N;INDF;FEM;PL
आंग्ल	anglo	आंग्ल	anglo		ADJ
आंग्ल	англо	आंग्ल	англо		N;INDF;MASC;SG
समता	равенство	समता	равенство	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
समता	равнопоставеност	समता	равнопоставеност	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
समता	равенството	समता	равенство	PROPN;NOM;FEM;SG;3	N;DEF;NEUT;SG
एवेन्यू	авеню	एवेन्यू	авеню	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जुर्माना	глобите	जुर्माना	глоба	N;NOM;MASC;SG;3	N;DEF;FEM;PL
जुर्माना	глоби	जुर्माना	глоба	N;NOM;MASC;SG;3	N;INDF;FEM;PL
क़ुरान	коран	क़ुरान	коран	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
क़ुरान	корана	क़ुरान	корана	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
क़ुरान	коранът	क़ुरान	коран	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ओमान	оман	ओमान	оман	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
शक्तियां	пауърс	शक्ति	пауърс	N;NOM;FEM;PL;3	N;INDF;MASC;SG
चतुर्भुज	четириъгълник	चतुर्भुज	четириъгълник	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चतुर्भुज	правоъгълник	चतुर्भुज	правоъгълник	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मूक	тиха	मूक	тих		ADJ;INDF;FEM;SG
मूक	мълчание	मूक	мълчание		N;INDF;NEUT;SG
मूक	тих	मूक	тих		ADJ;INDF;MASC;SG
मूक	мълчалив	मूक	мълчалив		N;INDF;MASC;SG
मूक	ням	मूक	аз		ADJ;INDF;MASC;SG
लीन	лин	लीन	лин		PROPN;INDF;FEM;SG
प्रतिभाशाली	гениално	प्रतिभाशाली	гениално	N;NOM;MASC;SG;3	ADV
प्रतिभाशाली	талантливи	प्रतिभाशाली	талантлив	N;NOM;MASC;SG;3	ADJ;INDF;PL
प्रतिभाशाली	талантлив	प्रतिभाशाली	талантлив	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
प्रतिभाशाली	талантлива	प्रतिभाशाली	талантлив	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
पनीर	сирена	पनीर	сирен	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
स्मार्ट	умна	स्मार्ट	умна	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
स्मार्ट	интелигентно	स्मार्ट	интелигентно	N;NOM;MASC;SG;3	ADV
स्मार्ट	умно	स्मार्ट	умно	N;NOM;MASC;SG;3	ADV
स्मार्ट	умни	स्मार्ट	умна	N;NOM;MASC;SG;3	ADJ;INDF;PL
स्मार्ट	умен	स्मार्ट	умен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
नियोक्ता	работодатели	नियोक्ता	работодател	N;NOM;MASC;SG;3	N;INDF;MASC;PL
नियोक्ता	работодателите	नियोक्ता	работодател	N;NOM;MASC;SG;3	N;DEF;MASC;PL
मैडोना	мадона	मैडो	мадона	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
बराक	барак	बराक	барак	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
चमकदार	светлинен	चमकदार	светлинен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
चमकदार	лъскаво	चमकदार	лъскаво	N;NOM;MASC;SG;3	ADV
चमकदार	лъскави	चमकदार	лъскав	N;NOM;MASC;SG;3	ADJ;INDF;PL
चमकदार	лъскава	चमकदार	лъскав	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
चमकदार	ослепително	चमकदार	ослепително	N;NOM;MASC;SG;3	ADV
कादर	кадер	कादर	кадер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सहभागिता	взаимодействия	सहभागिता	взаимодействие	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
यों	дъската	यह	дъска		N;DEF;FEM;SG
यों	дъска	यह	дъска		N;INDF;FEM;SG
कल्कि	калки	कल्कि	калка	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
इसराइल	израел	इसराइल	израел	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
