par	za	par	za		ADP;ACC
visas	sve	visa	sve	PRO;NOM;FEM;PL	PRO;NOM;NEUT;SG
visas	svi	visa	sav	PRO;NOM;FEM;PL	DET;NOM;DEF;MASC;PL
livonijas	livonski	livonija	livonski	N;NOM;FEM;PL	ADV
aprīlī	april	aprīlis	april	N;ESS;MASC;SG	N;NOM;MASC;SG
aprīlī	travanj	aprīlis	travanj	N;ESS;MASC;SG	N;NOM;MASC;SG
aprīlī	travnja	aprīlis	travanj	N;ESS;MASC;SG	N;GEN;MASC;SG
sporta	sportski	sports	sportski	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
sporta	sport	sports	sport	N;GEN;MASC;SG	N;NOM;MASC;SG
sporta	sportski	sports	sportski	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
sporta	sportovi	sports	sport	N;GEN;MASC;SG	N;NOM;MASC;PL
sporta	sport	sports	sport	N;GEN;MASC;SG	N;NOM;MASC;SG
svg	svg	svg	sav		N;NOM;MASC;SG
zelta	zlatni	zelts	zlatan	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
zelta	zlatna	zelts	zlatan	N;GEN;MASC	ADJ;NOM;DEF;FEM;SG
zelta	zlatne	zelts	zlatan	N;GEN;MASC	ADJ;NOM;DEF;FEM;PL
zelta	zlatno	zelts	zlatan	N;GEN;MASC	ADJ;NOM;NEUT;SG
zelta	zlatna	zelts	zlatan	N;GEN;MASC	ADJ;NOM;DEF;FEM;SG
zelta	zlato	zelts	zlato	N;GEN;MASC	N;NOM;NEUT;SG
zelta	zlatni	zelts	zlatan	N;GEN;MASC	ADJ;NOM;DEF;MASC;SG
zelta	gold	zelts	gold	N;GEN;MASC	ADP
zelta	zlata	zelts	zlat	N;GEN;MASC	N;GEN;MASC;SG
franču	francuski	francis	francuski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
franču	francuzi	francis	francug	N;GEN;MASC;PL	N;ACC;MASC;PL
mājas	domovi	māja	dom	N;NOM;FEM;PL	N;NOM;MASC;SG
mājas	domove	māja	dom	N;NOM;FEM;PL	N;ACC;MASC;PL
mājas	kolibi	māja	kolibiti	N;NOM;FEM;PL	N;DAT;FEM;SG
mājas	koliba	māja	kolib	N;NOM;FEM;PL	N;NOM;FEM;SG
mājas	kućica	māja	kućica	N;NOM;FEM;PL	N;NOM;FEM;SG
mājas	doma	māja	doma	N;NOM;FEM;PL	ADV
mājas	kući	māja	kuća	N;NOM;FEM;PL	N;DAT;FEM;SG
mājas	dom	māja	dom	N;NOM;FEM;PL	N;NOM;MASC;SG
for	za	for	za		ADP;ACC
diskusija	rasprave	diskusija	rasprava	N;NOM;FEM;SG	N;NOM;FEM;PL
diskusija	raspravu	diskusija	rasprava	N;NOM;FEM;SG	N;ACC;FEM;SG
citi	drugi	cits	drugi	PRO;NOM;MASC;PL	ADJ;NOM;MASC;SG
citi	drugo	cits	drugi	PRO;NOM;MASC;PL	ADJ;NOM;NEUT;SG
citi	druga	cits	drugi	PRO;NOM;MASC;PL	ADJ;NOM;FEM;SG
citi	ostali	cits	ostao	PRO;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
citi	drugi	cits	drugi	PRO;NOM;MASC;PL	ADJ;NOM;MASC;SG
citi	druge	cits	drugi	PRO;NOM;MASC;PL	ADJ;NOM;FEM;PL
viņam	njega	viņš	on	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
viņam	ga	viņš	on	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
nba	nba	nba	nba	PROPN	PROPN;NOM;MASC;SG
februārī	veljače	februāris	veljača	N;ESS;MASC;SG	N;GEN;FEM;SG
krastā	obale	krasts	obala	N;ESS;MASC;SG	N;NOM;FEM;PL
krastā	obali	krasts	obala	N;ESS;MASC;SG	N;DAT;FEM;SG
krastā	shore	krasts	shor	N;ESS;MASC;SG	N;NOM;MASC;SG
krastā	obala	krasts	obala	N;ESS;MASC;SG	N;NOM;FEM;SG
krastā	obalu	krasts	obala	N;ESS;MASC;SG	N;ACC;FEM;SG
lauku	ruralnim	lauks	ruralan	N;ACC;MASC;SG	ADJ;INS;DEF;MASC;SG
gadi	godine	gads	godina	N;NOM;MASC;PL	N;GEN;FEM;SG
gadi	godinama	gads	godina	N;NOM;MASC;PL	N;INS;FEM;PL
gadi	godina	gads	godina	N;NOM;MASC;PL	N;NOM;FEM;SG
karalis	kralju	karalis	kralj	N;NOM;MASC;SG	N;DAT;MASC;SG
karalis	king	karalis	king	N;NOM;MASC;SG	ADP
nodarbošanās	okupacije	nodarbošanās	okupacija	N;NOM;FEM;SG	N;NOM;FEM;PL
stacijas	stanica	stacija	stanica	N;NOM;FEM;PL	N;NOM;FEM;SG
stacijas	postaja	stacija	postaja	N;NOM;FEM;PL	N;NOM;FEM;SG
politiķis	političara	politiķis	političar	N;NOM;MASC;SG	N;GEN;MASC;PL
šeit	evo	šeit	evo	ADV	
universitātes	fakultet	universitāte	fakultet	N;NOM;FEM;PL	N;NOM;MASC;SG
universitātes	sveučilište	universitāte	sveučilište	N;NOM;FEM;PL	N;NOM;NEUT;SG
darba	radni	darbs	radni	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
darba	radna	darbs	radan	N;GEN;MASC;SG	ADJ;NOM;DEF;FEM;SG
darba	radno	darbs	radni	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
darba	radim	darbs	raditi	N;GEN;MASC;SG	V;IND;SG;1;PRS;FIN
republikas	republika	republika	republika	N;NOM;FEM;PL	N;NOM;FEM;SG
republikas	republikama	republika	republika	N;NOM;FEM;PL	N;INS;FEM;PL
gadiem	godine	gads	godina	N;DAT;MASC;PL	N;GEN;FEM;SG
gadiem	godinama	gads	godina	N;DAT;MASC;PL	N;INS;FEM;PL
gadiem	godina	gads	godina	N;DAT;MASC;PL	N;NOM;FEM;SG
apgabals	županije	apgabals	županija	N;NOM;MASC;SG	N;NOM;FEM;PL
apgabals	okrugu	apgabals	okruga	N;NOM;MASC;SG	N;DAT;MASC;SG
apgabals	okrugu	apgabals	okruga	N;NOM;MASC;SG	N;DAT;MASC;SG
darbības	operacija	darbība	operacija	N;NOM;FEM;PL	N;NOM;FEM;SG
britu	britanski	brist	britanski	PROPN	ADJ;NOM;DEF;MASC;SG
britu	britanska	brist	britanski	PROPN	ADJ;NOM;DEF;FEM;SG
britu	britanci	brist	britanac	PROPN	N;NOM;MASC;PL
britu	britanac	brist	britanac	PROPN	ADJ;NOM;INDF;MASC;SG
pilsētu	urbana	pilsēta	urban	N;ACC;FEM;SG	ADJ;NOM;DEF;FEM;SG
pilsētu	gradove	pilsēta	grad	N;ACC;FEM;SG	N;ACC;MASC;PL
pilsētu	gradova	pilsēta	grad	N;ACC;FEM;SG	N;GEN;MASC;PL
pilsētu	gradovi	pilsēta	grad	N;ACC;FEM;SG	N;NOM;MASC;PL
ezera	jezero	ezers	jezero	N;GEN;MASC;SG	N;NOM;NEUT;SG
ezera	jezera	ezers	jezero	N;GEN;MASC;SG	N;NOM;NEUT;PL
ezera	lake	ezers	lak	N;GEN;MASC;SG	N;NOM;FEM;PL
vārti	kapije	vārti	kapo	N;NOM;MASC	N;NOM;FEM;PL
vārti	gates	vārti	gates	N;NOM;MASC	N;NOM;MASC;SG
vārti	prolaz	vārti	prolaz	N;NOM;MASC	N;NOM;MASC;SG
vārti	kapija	vārti	kapija	N;NOM;MASC	N;NOM;FEM;SG
kārlis	kārlis	kārlis	kārlis	PROPN;NOM;MASC;SG	
kārlis	charles	kārlis	charles	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kārlis	karlo	kārlis	karlo	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kārlis	karl	kārlis	karl	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kārlis	carl	kārlis	carl	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
izlase	uzorci	izlase	uzorak	N;NOM;FEM;SG	N;NOM;MASC;PL
īpaši	posebni	īpaši	poseban	ADV	ADJ;NOM;DEF;MASC;SG
īpaši	poseban	īpaši	poseban	ADV	ADJ;NOM;INDF;MASC;SG
īpaši	posebna	īpaši	poseban	ADV	ADJ;NOM;DEF;FEM;SG
dienvidu	južni	dienvidi	južan	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
dienvidu	južna	dienvidi	južan	N;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
dienvidu	južnoj	dienvidi	južan	N;ACC;MASC;SG	ADJ;DAT;DEF;FEM;SG
dienvidu	jugu	dienvidi	jug	N;ACC;MASC;SG	N;DAT;MASC;SG
dienvidu	južno	dienvidi	južno	N;ACC;MASC;SG	ADV
dienvidu	jug	dienvidi	jug	N;ACC;MASC;SG	N;NOM;MASC;SG
partija	party	partija	Party	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
informācija	podaci	informācija	podatak	N;NOM;FEM;SG	N;NOM;MASC;PL
informācija	informacije	informācija	informacija	N;NOM;FEM;SG	N;NOM;FEM;PL
dzimusi	rođeni	dzimt	rođen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
dzimusi	rođen	dzimt	roditi	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
dzimusi	rođena	dzimt	roditi	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
teritorijas	teritorije	teritorija	teritorij	N;NOM;FEM;PL	N;ACC;MASC;PL
teritorijas	teritorija	teritorija	teritorij	N;NOM;FEM;PL	N;GEN;MASC;SG
rajons	okrugu	rajons	okruga	N;NOM;MASC;SG	N;DAT;MASC;SG
balvu	nagrada	balva	nagrada	N;ACC;FEM;SG	N;NOM;FEM;SG
medaļu	medalja	medaļa	medalja	N;ACC;FEM;SG	N;NOM;FEM;SG
medaļu	orden	medaļa	orden	N;ACC;FEM;SG	N;NOM;MASC;SG
lielā	velike	liels	velik	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
pirmās	prvo	pirmā	prvo	ADJ;NOM;DEF;FEM;PL	ADV
pirmās	prvi	pirmā	prvi	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;MASC;SG
ielas	ulica	iela	ulica	N;NOM;FEM;PL	N;NOM;FEM;SG
ielas	ulicama	iela	ulica	N;NOM;FEM;PL	N;INS;FEM;PL
katoļu	katolici	katolis	katolica	N;GEN;MASC;PL	N;NOM;MASC;PL
katoļu	katolička	katolis	katolički	N;GEN;MASC;PL	ADJ;NOM;DEF;FEM;SG
katoļu	katolički	katolis	katolički	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
katoļu	katolik	katolis	katolik	N;GEN;MASC;PL	N;NOM;MASC;SG
visi	svi	viss	sav	PRO;NOM;MASC;PL	DET;NOM;DEF;MASC;PL
visi	sve	viss	sve	PRO;NOM;MASC;PL	PRO;NOM;NEUT;SG
visi	svi	viss	sav	PRO;NOM;MASC;PL	DET;NOM;DEF;MASC;PL
visi	svima	viss	sav	PRO;NOM;MASC;PL	DET;DAT;DEF;MASC;PL
visi	svi	viss	sav	PRO;NOM;MASC;PL	DET;NOM;DEF;MASC;PL
sistēmas	sistem	sistēma	sistem	N;NOM;FEM;PL	N;NOM;MASC;SG
sistēmas	sustav	sistēma	sustav	N;NOM;FEM;PL	N;NOM;MASC;SG
latvija	latviji	latvija	latvija	PROPN;NOM;FEM;SG	N;DAT;FEM;SG
pusē	strana	puse	strana	N;ESS;FEM;SG	N;NOM;FEM;SG
līga	ligu	līga	liga	N;NOM;FEM;SG	N;ACC;FEM;SG
līga	league	līga	league	N;NOM;FEM;SG	ADP
mūsdienu	moderni	mūsdienas	moderan	N;GEN;FEM	ADJ;NOM;DEF;MASC;SG
mūsdienu	moderna	mūsdienas	moderan	N;GEN;FEM	ADJ;NOM;DEF;FEM;SG
mūsdienu	moderan	mūsdienas	moderan	N;GEN;FEM	N;NOM;MASC;SG
mūsdienu	moderne	mūsdienas	moderan	N;GEN;FEM	ADJ;NOM;DEF;FEM;PL
mūsdienu	moderno	mūsdienas	moderno	N;GEN;FEM	ADV
mūsdienu	suvremena	mūsdienas	suvremen	N;GEN;FEM	ADJ;NOM;DEF;FEM;SG
mūsdienu	suvremene	mūsdienas	suvremen	N;GEN;FEM	ADJ;NOM;DEF;FEM;PL
mūsdienu	suvremeni	mūsdienas	suvremen	N;GEN;FEM	ADJ;NOM;DEF;MASC;SG
nāves	smrti	nāve	smrt	N;NOM;FEM;SG	N;NOM;FEM;PL
padomes	vijeće	padome	vijeće	N;NOM;FEM;PL	N;NOM;NEUT;SG
aleksandrs	aleksandr	aleksandrs	aleksandr	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
aleksandrs	aleksandar	aleksandrs	aleksandar	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
aleksandrs	aleksandra	aleksandrs	aleksandra	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
aleksandrs	alexander	aleksandrs	alexander	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
augusts	kolovoza	augusts	kolovoz	N;NOM;MASC;SG	N;GEN;MASC;SG
galvenais	main	galvenais	main	ADJ;NOM;MASC;SG	ADP
galvenais	tipka	galvenais	tipkati	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
galvenais	ključ	galvenais	ključ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
top	top	tapt	top	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
top	vrh	tapt	vrh	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
amerikas	američki	amerika	američki	PROPN;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
amerikas	american	amerika	american	PROPN;NOM;FEM;PL	ADP
amerikas	amerikanac	amerika	amerikanac	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
amerikas	američka	amerika	američki	PROPN;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
liela	velike	liela	velik	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
liela	super	liela	super	ADJ;NOM;FEM;SG	ADV
dabas	prirodna	daba	prirodan	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
dabas	prirodni	daba	prirodan	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
dabas	prirodne	daba	prirodan	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
dabas	prirodno	daba	prirodno	N;NOM;FEM;PL	ADV
club	klub	clubt	klub		N;NOM;MASC;SG
club	club	clubt	club		N;NOM;MASC;SG
nhl	nhl	nhl	nhl	PROPN	PROPN;NOM;MASC;SG
vairāki	nekoliko	vairāki	nekoliko	PRO;NOM;MASC;PL	DET
vairāki	višestruko	vairāki	višestruko	PRO;NOM;MASC;PL	ADV
vairāki	višestruki	vairāki	višestruk	PRO;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
savienības	unija	savienība	unija	N;NOM;FEM;PL	N;NOM;FEM;SG
savienības	union	savienība	union	N;NOM;FEM;PL	ADP
savienības	unije	savienība	unija	N;NOM;FEM;PL	N;NOM;FEM;SG
savienības	sindikat	savienība	sindikat	N;NOM;FEM;PL	N;NOM;MASC;SG
vidū	sredina	vidus	sredini	N;ESS;MASC	N;NOM;FEM;SG
vidū	srednja	vidus	srednji	N;ESS;MASC	ADJ;NOM;DEF;FEM;SG
vidū	srednji	vidus	srednji	N;ESS;MASC	ADJ;NOM;DEF;MASC;SG
psr	ssr	psr	ssr	PROPN	PROPN;NOM;MASC;SG
universitātē	fakultet	universitāte	fakultet	N;ESS;FEM;SG	N;NOM;MASC;SG
universitātē	sveučilište	universitāte	sveučilište	N;ESS;FEM;SG	N;NOM;NEUT;SG
pats	sebe	pats	sebe	PRO;NOM;MASC;SG	PRO;ACC;REFL
pats	sebi	pats	sebe	PRO;NOM;MASC;SG	PRO;DAT;REFL
zviedrijas	švedski	zviedrija	švedski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ziemeļos	sjeverno	ziemelis	sjeverno	N;ESS;MASC;PL	ADV
ziemeļos	sjeverna	ziemelis	sjeveran	N;ESS;MASC;PL	ADJ;NOM;DEF;FEM;SG
ziemeļos	sjever	ziemelis	sjever	N;ESS;MASC;PL	N;NOM;MASC;SG
dienvidos	jugu	dienvidi	jug	N;ESS;MASC;PL	N;DAT;MASC;SG
dienvidos	južno	dienvidi	južno	N;ESS;MASC;PL	ADV
dienvidos	jug	dienvidi	jug	N;ESS;MASC;PL	N;NOM;MASC;SG
sieviešu	ženska	sieviete	ženski	N;GEN;FEM;PL	ADJ;NOM;DEF;FEM;SG
sieviešu	ženka	sieviete	ženka	N;GEN;FEM;PL	N;NOM;FEM;SG
sieviešu	žensko	sieviete	ženski	N;GEN;FEM;PL	ADJ;NOM;NEUT;SG
maskavas	moskvu	maskava	moska	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
maskavas	moskvi	maskava	moskva	PROPN;NOM;FEM;SG	PROPN;DAT;FEM;SG
maskavas	moskva	maskava	moskav	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
piedalījies	sudjelovali	piedalīties	sudjelovati	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
tieši	direktno	tieši	direktno	PART	ADV
tieši	izravno	tieši	izravno	PART	ADV
filmas	filmove	filma	film	N;NOM;FEM;PL	N;ACC;MASC;PL
filmas	kino	filma	kino	N;NOM;FEM;PL	N;NOM;MASC;SG
zeme	land	zeme	land	N;NOM;FEM;SG	ADP
labi	pa	labi	pa	ADV	CONJ
labi	dobar	labi	dobar	ADV	ADJ;NOM;INDF;MASC;SG
dibināta	utemeljena	dibināt	utemeljiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
dibināta	utemeljen	dibināt	utemeljiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
dibināta	osnovan	dibināt	osnovati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
dibināta	osnovana	dibināt	osnovati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
ķermeņa	body	ķermenis	body	N;GEN;MASC;SG	PROPN;NOM;MASC;SG
ķermeņa	telo	ķermenis	telo	N;GEN;MASC;SG	N;NOM;NEUT;SG
ķermeņa	tijelo	ķermenis	tijelo	N;GEN;MASC;SG	N;NOM;NEUT;SG
sasniedza	postignut	sasniegt	postignuti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
vēlēšanās	izbore	vēlēšanās	izbor	N;NOM;FEM;SG	N;ACC;MASC;PL
vēlēšanās	izbori	vēlēšanās	izbor	N;NOM;FEM;SG	N;NOM;MASC;PL
vēlēšanās	izbore	vēlēšanās	izbor	N;NOM;FEM;SG	N;ACC;MASC;PL
vēlēšanās	izbori	vēlēšanās	izbor	N;NOM;FEM;SG	N;NOM;MASC;PL
igaunijas	estonski	igaunija	estonski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
karš	rata	karš	rat	N;NOM;MASC;SG	N;GEN;MASC;SG
iedzīvotāji	stanovnika	iedzīvotājs	stanovnik	N;NOM;MASC;PL	N;GEN;MASC;PL
iedzīvotāji	građanima	iedzīvotājs	građanin	N;NOM;MASC;PL	N;DAT;MASC;PL
iedzīvotāji	stanovništvo	iedzīvotājs	stanovništvo	N;NOM;MASC;PL	N;NOM;NEUT;SG
iedzīvotāji	populacija	iedzīvotājs	populacija	N;NOM;MASC;PL	N;NOM;FEM;SG
saules	sunca	saule	sunac	N;NOM;FEM;PL	N;GEN;MASC;SG
saules	sunce	saule	sunce	N;NOM;FEM;PL	N;NOM;NEUT;SG
saules	solarni	saule	solaran	N;NOM;FEM;PL	ADV
vācijā	njemačka	vācija	njemački	PROPN;ESS;FEM;SG	ADJ;NOM;DEF;FEM;SG
vācijā	njemačkoj	vācija	njemački	PROPN;ESS;FEM;SG	ADJ;DAT;DEF;FEM;SG
saņēma	primljena	saņemt	primiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
saņēma	primljen	saņemt	primiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
saņēma	primljeno	saņemt	primiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
ģimenē	obitelji	ģimene	obitelj	N;ESS;FEM;SG	N;NOM;FEM;PL
ģimenē	porodica	ģimene	porodica	N;ESS;FEM;SG	N;NOM;FEM;SG
ģimenē	obitelj	ģimene	obitelj	N;ESS;FEM;SG	N;NOM;FEM;SG
ģimenē	familija	ģimene	familija	N;ESS;FEM;SG	N;NOM;FEM;SG
valstis	drzava	valsts	drzava	N;NOM;FEM;PL	N;NOM;FEM;SG
valstis	zemljama	valsts	zemlja	N;NOM;FEM;PL	N;INS;FEM;PL
uzsāka	pokrenuta	uzsākt	pokrenuti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP;PASS
saeimas	sejm	saeima	sejm	N;NOM;FEM;PL	N;NOM;MASC;SG
skolas	skola	skola	skola	N;NOM;FEM;PL	N;NOM;FEM;SG
skolas	školski	skola	školski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
skolas	školska	skola	školski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
skolas	škola	skola	škola	N;NOM;FEM;PL	N;NOM;FEM;SG
vasaras	summers	vasara	summers	N;NOM;FEM;PL	N;NOM;MASC;SG
diena	dana	diena	dan	N;NOM;FEM;SG	N;GEN;MASC;PL
austrumos	istočna	austrumi	istočan	N;ESS;MASC	ADJ;NOM;DEF;FEM;SG
austrumos	istočno	austrumi	istočno	N;ESS;MASC	ADV
austrumos	istok	austrumi	istok	N;ESS;MASC	N;NOM;MASC;SG
temperatūra	temperature	temperatūra	temperatura	N;NOM;FEM;SG	N;NOM;FEM;PL
temperatūra	temperature	temperatūra	temperatura	N;NOM;FEM;SG	N;NOM;FEM;PL
kopumā	sveukupno	kopums	sveukupno	N;ESS;MASC;SG	ADV
kopumā	ukupno	kopums	ukupno	N;ESS;MASC;SG	ADV
aktieris	glumca	aktieris	glumac	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
ciema	selu	ciems	selo	N;GEN;MASC;SG	N;DAT;NEUT;SG
ciema	selo	ciems	selo	N;GEN;MASC;SG	N;NOM;NEUT;SG
darbi	radi	darbs	raditi	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
vēstures	povijest	vēsture	povijest	N;NOM;FEM;PL	N;NOM;FEM;SG
vēstures	istorija	vēsture	istorija	N;NOM;FEM;PL	N;NOM;FEM;SG
kalnu	planine	kalns	planina	N;ACC;MASC;SG	N;NOM;FEM;PL
kalnu	planina	kalns	planina	N;ACC;MASC;SG	N;NOM;FEM;SG
spēļu	gaming	spēle	gaming	N;GEN;FEM;PL	N;NOM;MASC;SG
jūlijs	srpnja	jūlijs	srpanj	N;NOM;MASC;SG	N;GEN;MASC;SG
aizsardzības	zaštitni	aizsardzība	zaštitan	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
aizsardzības	obrana	aizsardzība	obrana	N;NOM;FEM;PL	N;NOM;FEM;SG
aizsardzības	odbrana	aizsardzība	odbrana	N;NOM;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
sava	save	sava	sav	PRO;NOM;FEM;SG;3	N;NOM;FEM;SG
sava	sava	sava	sav	PRO;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
izveidota	stvoreni	izveidot	stvoriti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izveidota	stvoreno	izveidot	stvoriti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
izveidota	stvorena	izveidot	stvoriti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
izveidota	stvoren	izveidot	stvoriti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
visiem	svi	viss	sav	PRO;DAT;MASC;PL	DET;NOM;DEF;MASC;PL
visiem	sve	viss	sve	PRO;DAT;MASC;PL	PRO;NOM;NEUT;SG
visiem	svi	viss	sav	PRO;DAT;MASC;PL	DET;NOM;DEF;MASC;PL
visiem	svima	viss	sav	PRO;DAT;MASC;PL	DET;DAT;DEF;MASC;PL
visiem	svi	viss	sav	PRO;DAT;MASC;PL	DET;NOM;DEF;MASC;PL
bgcolor	bgcolor	bgcolor	bgcolor	N	
ēka	grade	ēka	graditi	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
ēka	zgradi	ēka	zgrada	N;NOM;FEM;SG	N;DAT;FEM;SG
vadītājs	glavu	vadītājs	glava	N;NOM;MASC;SG	N;ACC;FEM;SG
caur	via	caur	via	ADP	PROPN;NOM;MASC;SG
caur	putem	caur	put	ADP	N;INS;MASC;SG
kam	kam	kas	kam	PRO;DAT	N;NOM;MASC;SG
kārtas	rundi	kārta	rundi	N;NOM;FEM;PL	N;DAT;FEM;SG
kļūst	dobivanje	kļūt	dobivanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
kļūst	uzimajući	kļūt	uzimati	V;FH;IND;3;POS;PRS;FIN;ACT	ADV;RL
ievēlēts	izabran	ievēlēt	izabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
ēkas	grade	ēka	graditi	N;NOM;FEM;PL	V;IND;PL;3;PRS;FIN
ēkas	zgrada	ēka	zgrada	N;NOM;FEM;PL	N;NOM;FEM;SG
ēkas	zgradi	ēka	zgrada	N;NOM;FEM;PL	N;DAT;FEM;SG
ēkas	zgrade	ēka	zgrada	N;NOM;FEM;PL	N;NOM;FEM;SG
pašā	paša	pats	paš	PRO;ESS;FEM;SG	N;NOM;MASC;SG
janvāris	siječnja	janvāris	siječanj	N;NOM;MASC;SG	N;GEN;MASC;SG
karjeru	karijeri	karjera	karijera	N;ACC;FEM;SG	N;DAT;FEM;SG
karjeru	karijera	karjera	karijera	N;ACC;FEM;SG	N;NOM;FEM;SG
grupu	grupa	grupa	grupa	N;ACC;FEM;SG	N;NOM;FEM;SG
vēsturē	povijest	vēsture	povijest	N;ESS;FEM;SG	N;NOM;FEM;SG
vēsturē	istorija	vēsture	istorija	N;ESS;FEM;SG	N;NOM;FEM;SG
uzņēmums	uspostavu	uzņēmums	uspostava	N;NOM;MASC;SG	N;ACC;FEM;SG
rindās	redove	rinda	red	N;ESS;FEM;PL	N;ACC;MASC;PL
tēvs	oce	tēvs	ocaj	N;NOM;MASC;SG	V;IMP;SG;2;FIN
der	odgovara	derēt	odgovarati	INTJ	V;IND;SG;3;PRS;FIN
der	pristaje	derēt	pristajati	INTJ	V;IND;SG;3;PRS;FIN
der	uklapa	derēt	uklapa	INTJ	V;IND;SG;3;PRS;FIN
der	paše	derēt	pašiti	INTJ	V;IND;SG;3;PRS;FIN
vārdu	riječ	vārds	riječ	N;ACC;MASC;SG	N;NOM;FEM;SG
vārdu	rijec	vārds	rijec	N;ACC;MASC;SG	N;NOM;FEM;SG
