और	og	और	og		CONJ
विस्तृत	fremskreden	विस्तृत	fremskrede	ADJ	N;DEF;MASC+FEM;SG
दिन	dagtimerne	दिन	dagtim	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
दिन	dage	दिन	dag	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
जाना	rentabilitet	जा	rentabilitet	V;MASC;NFIN;ACT	N;INDF;MASC+FEM;SG
जाना	levedygtighed	जा	levedygtighed	V;MASC;NFIN;ACT	N;INDF;MASC+FEM;SG
शुरू	startet	शुरू	starte	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
शुरू	påbegyndt	शुरू	påbegynde	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
शुरू	begyndte	शुरू	begynde	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
शुरू	begyndt	शुरू	begynde	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
शुरू	startede	शुरू	starte	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
शुरू	begynd	शुरू	begynd	N;NOM;MASC;SG;3	V;IMP
व्यक्ति	individuelt	व्यक्ति	individuelt	N;NOM;MASC;SG;3	ADV
व्यक्ति	individuelle	व्यक्ति	individuel	N;NOM;MASC;SG;3	ADJ;PL
व्यक्ति	individuel	व्यक्ति	individuel	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
उनका	deres	वह	deres	PRO;MASC;SG;3;FORM	DET;3
सदस्य	medlem	सदस्य	medlem	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
सदस्य	abonnent	सदस्य	abonnent	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हालांकि	selvom	हालांकि	selvom	CONJ	ADV
हालांकि	skønt	हालांकि	skøn	CONJ	ADJ;INDF;NEUT;SG
हालांकि	skønt	हालांकि	skøn	CONJ	ADJ;INDF;NEUT;SG
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	
अनेक	mange	अनेक	mange	DET	ADJ;PL
अनेक	adskillige	अनेक	adskillig	DET	ADJ;PL
अनेक	flere	अनेक	mange	DET	ADJ;CMPR;PL
अनेक	adskillige	अनेक	adskillig	DET	ADJ;PL
अनेक	flere	अनेक	mange	DET	ADJ;CMPR;PL
यहां	her	यहाँ	her	PRO;NOM	ADV
संख्या	tal	संख्या	tal	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
संख्या	tal	संख्या	tal	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
संख्या	numre	संख्या	nummer	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
अपना	eje	अपना	eje	PRO;NOM;MASC;SG	V;NFIN;ACT
अपना	egne	अपना	egn	PRO;NOM;MASC;SG	N;INDF;MASC+FEM;PL
अपना	egen	अपना	egen	PRO;NOM;MASC;SG	ADJ;MASC+FEM;SG
अपना	eget	अपना	egen	PRO;NOM;MASC;SG	ADJ;NEUT;SG
अपना	din	अपना	din	PRO;NOM;MASC;SG	DET;MASC+FEM;SG;2
बात	ting	बात	ting	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN
धर्म	religioner	धर्म	religion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
धर्म	dharma	धर्म	dharma	N;NOM;MASC;SG;3	
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;PL
मूल	originaler	मूल	original	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मूल	indfødt	मूल	indføde	N;NOM;MASC;SG;3	ADJ;INDF;SG
मूल	indfødte	मूल	indføde	N;NOM;MASC;SG;3	V;PL;PST;V.PTCP
मूल	hjemmehørende	मूल	hjemmehørende	N;NOM;MASC;SG;3	ADJ
मूल	originalt	मूल	originalt	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मूल	oprindelige	मूल	oprindelig	N;NOM;MASC;SG;3	ADJ;PL
मूल	oprindelig	मूल	oprindelig	N;NOM;MASC;SG;3	ADV
मूल	originale	मूल	original	N;NOM;MASC;SG;3	ADJ;PL
मूल	oprindeligt	मूल	oprindeligt	N;NOM;MASC;SG;3	ADV
मूल	original	मूल	original	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
मूल	basic	मूल	basic	N;NOM;MASC;SG;3	
मूल	grundlæggende	मूल	grundlæggende	N;NOM;MASC;SG;3	ADJ
तब	derefter	तब	derefter	PRO;NOM	ADV
तब	så	तब	så	PRO;NOM	ADV
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	
कोड	koder	कोड	kode		N;INDF;MASC+FEM;PL
कोड	kode	कोड	kode		N;INDF;MASC+FEM;SG
कोड	koden	कोड	koden		N;DEF;MASC+FEM;SG
कोड	kodekser	कोड	kodekse		N;INDF;MASC+FEM;PL
कोड	koder	कोड	kode		N;INDF;MASC+FEM;PL
कोड	koderne	कोड	kode		N;DEF;MASC+FEM;PL
संयुक्त	sideløbende	संयुक्त	sideløbende	PROPN;NOM;MASC;SG;3	ADJ
संयुक्त	samtidige	संयुक्त	samtidig	PROPN;NOM;MASC;SG;3	ADJ;PL
संयुक्त	forenet	संयुक्त	forenet	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	
संयुक्त	forenede	संयुक्त	forene	PROPN;NOM;MASC;SG;3	V;PL;PST;V.PTCP
संयुक्त	tilsammen	संयुक्त	tilsammen	PROPN;NOM;MASC;SG;3	ADV
संयुक्त	kombineret	संयुक्त	kombinere	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
संयुक्त	kombinerede	संयुक्त	kombinere	PROPN;NOM;MASC;SG;3	V;PL;PST;V.PTCP
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	
संयुक्त	fælles	संयुक्त	fælles	PROPN;NOM;MASC;SG;3	ADJ
जुलाई	juli	जुलाई	juli	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
युद्ध	battle	युद्ध	battel	N;NOM;MASC;SG;3	
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	
युद्ध	krige	युद्ध	krig	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नदी	river	नदी	rive	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	
काल	anspændt	काल	anspænde	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
काल	anspændte	काल	anspænde	N;NOM;MASC;SG;3	V;PL;PST;V.PTCP
काल	ring	काल	ring	N;NOM;MASC;SG;3	V;IMP
काल	ringe	काल	ringe	N;NOM;MASC;SG;3	V;NFIN;ACT
ऐसे	sådan	ऐसा	sådan	PRO;NOM;MASC;SG	ADV
वर्षों	år	वर्ष	år	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
वर्षों	regnskov	वर्ष	regnskov	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
वर्षों	regnskoven	वर्ष	regnskov	N;NOM;MASC;PL;3	N;DEF;MASC+FEM;SG
प्रति	per	प्रति	per		
स्टेशन	stationer	स्टेशन	station	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्टेशन	stationerne	स्टेशन	station	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
बड़े	large	बडा	large	ADJ;NOM;MASC;PL	
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;MASC+FEM;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;MASC+FEM;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
जनवरी	januar	जनवरी	januar	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मध्य	central	मध्य	central		N;INDF;MASC+FEM;SG
मध्य	centralt	मध्य	centralt		ADJ;INDF;NEUT;SG
मध्य	centrum	मध्य	centrum		N;INDF;NEUT;SG
मध्य	midtpunkt	मध्य	midtpunkt		N;INDF;NEUT;SG
मध्य	center	मध्य	center		N;INDF;NEUT;SG
मध्य	midten	मध्य	midte		N;DEF;MASC+FEM;SG
मध्य	centreret	मध्य	centerere		V;INDF;SG;PST;V.PTCP
मध्य	medianen	मध्य	mediane		N;DEF;MASC+FEM;SG
मध्य	median	मध्य	median		
मध्य	midten	मध्य	midte		N;DEF;MASC+FEM;SG
मध्य	midterste	मध्य	midter		ADJ;DEF;RL
मध्य	mellemste	मध्य	mellem		ADJ;DEF;RL
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	
राजा	kongens	राजा	konge	N;NOM;MASC;SG;3	N;GEN;DEF;MASC+FEM;SG
राजा	kong	राजा	kong	N;NOM;MASC;SG;3	
राजा	king	राजा	king	N;NOM;MASC;SG;3	
प्रथम	først	प्रथम	først	ADJ	ADV
विश्वविद्यालय	universiteter	विश्वविद्यालय	universitet	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विश्वविद्यालय	universiteterne	विश्वविद्यालय	universitet	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	juni	जून	juni	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जून	june	जून	jun	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उसकी	hans	वह	hans	PRO;FEM;SG;3	DET;3
उसकी	hende	वह	hun	PRO;FEM;SG;3	PRO;ACC;MASC+FEM;SG;3
उसकी	hendes	वह	hendes	PRO;FEM;SG;3	DET;3
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	marts	मार्च	marts	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मार्च	march	मार्च	march	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मार्च	marchere	मार्च	marcher	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
बन	bolle	बन	bolle	V;ACT	N;INDF;MASC+FEM;SG
बनी	kanin	बन	kanin	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC+FEM;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
अर्थ	betydning	अर्थ	betydning		N;INDF;MASC+FEM;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आप	dig	आप	du	PRO;NOM;SG;2;FORM	PRO;ACC;MASC+FEM;SG;2
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	oktober	अक्टूबर	oktober	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अक्टूबर	olt	अक्टूबर	olt	PROPN;NOM;MASC;SG;3	
समूह	grupper	समूह	gruppe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
समूह	grupperne	समूह	gruppe	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
वर्तमान	aktuel	वर्तमान	aktuel	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
वर्तमान	aktuelt	वर्तमान	aktuel	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
वर्तमान	løbende	वर्तमान	løbende	N;NOM;MASC;SG;3	ADJ
वर्तमान	nuværende	वर्तमान	nuværende	N;NOM;MASC;SG;3	ADJ
वर्तमान	nuværende	वर्तमान	nuværende	N;NOM;MASC;SG;3	ADJ
अध्ययन	studere	अध्ययन	studere	N;NOM;MASC;SG;3	V;NFIN;ACT
अध्ययन	studerer	अध्ययन	studere	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अध्ययन	studier	अध्ययन	studi	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
अध्ययन	undersøgelser	अध्ययन	undersøgelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अध्ययन	studier	अध्ययन	studi	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विभाग	afdelingerne	विभाग	afdeling	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
विभाग	departementer	विभाग	departement	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विभाग	afdelinger	विभाग	afdeling	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आम	mango	आम	mango	ADJ	
स्थिति	state	स्थिति	state	N;NOM;FEM;SG;3	
प्रभाव	virkninger	प्रभाव	virkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रभाव	impact	प्रभाव	impact	N;NOM;MASC;SG;3	
प्रभाव	virkningerne	प्रभाव	virkning	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
प्रभाव	retsvirkninger	प्रभाव	retsvirkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रभाव	effekter	प्रभाव	effekt	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रभाव	virkninger	प्रभाव	virkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रभाव	påvirkninger	प्रभाव	påvirkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रभाव	påvirker	प्रभाव	påvirke	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
प्रभाव	virkninger	प्रभाव	virkning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आदर्श	idealisme	आदर्श	idealisme	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
आदर्श	ideelt	आदर्श	ideel	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
आदर्श	ideelle	आदर्श	ideelle	PROPN;NOM;MASC;SG;3	ADJ;PL
आदर्श	ideel	आदर्श	ideel	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पहली	først	पहला	først	ADJ;NOM;FEM;SG	ADV
संगीत	music	संगीत	music	N;NOM;MASC;SG;3	
अमेरिकी	amerikaner	अमेरिकी	amerikaner	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
अमेरिकी	american	अमेरिकी	american	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
अमेरिकी	amerikanske	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;PL
अमेरिकी	amerikansk	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;INDF;SG
अमेरिकी	amerikanerne	अमेरिकी	amerikaner	PROPN;NOM;SG;3	N;DEF;MASC+FEM;PL
अमेरिकी	amerikanere	अमेरिकी	amerikaner	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
बनाने	diggers	बना	digge	V;MASC;NFIN;ACT	N;GEN;INDF;MASC+FEM;PL
आज	idag	आज	idag	N;NOM;MASC;SG;3	ADV
स्थापित	fastslået	स्थापित	fastslå	ADJ	V;INDF;SG;PST;V.PTCP
स्थापित	etableret	स्थापित	etablere	ADJ	V;INDF;SG;PST;V.PTCP
स्थापित	etablerede	स्थापित	etablere	ADJ	V;PL;PST;V.PTCP
स्थापित	installeret	स्थापित	installere	ADJ	V;INDF;SG;PST;V.PTCP
स्थापित	installerede	स्थापित	installere	ADJ	V;PL;PST;V.PTCP
स्थापित	monteret	स्थापित	monter	ADJ	V;INDF;SG;PST;V.PTCP
स्थापित	grundlagde	स्थापित	grundlægge	ADJ	V;IND;PST;FIN;ACT
स्थापित	grundlagt	स्थापित	grundlægge	ADJ	V;INDF;SG;PST;V.PTCP
स्थापित	etablere	स्थापित	etablere	ADJ	V;NFIN;ACT
उच्च	høj	उच्च	høj		ADJ;INDF;MASC+FEM;SG
उच्च	højt	उच्च	høj		ADJ;INDF;NEUT;SG
उच्च	høje	उच्च	høj		ADJ;PL
उच्च	sublim	उच्च	sublim		ADJ;INDF;MASC+FEM;SG
चाहिए	sku	चाहिए	sku	V;ACT	ADV
चाहिए	bør	चाहिए	burde	V;ACT	V;IND;PRS;FIN;ACT
काफी	nok	काफी	nok	DET	ADV
काफी	rigeligt	काफी	rigeligt	DET	ADJ;INDF;NEUT;SG
काफी	masser	काफी	masse	DET	N;INDF;MASC+FEM;PL
बड़ी	large	बडा	large	ADJ;NOM;FEM;SG	
बड़ी	store	बडा	stor	ADJ;NOM;FEM;SG	ADJ;PL
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	
बड़ी	store	बडा	stor	ADJ;NOM;FEM;SG	ADJ;PL
चार	four	चार	four	NUM	
शक	tvivler	शक	tvivle	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
शक	saka	शक	saka	N;NOM;MASC;SG;3	
प्रभा	pera	प्रभा	pera		
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN
उदाहरण	eksempler	उदाहरण	eksempel	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
उसका	hans	वह	hans	PRO;MASC;SG;3	DET;3
उसका	hende	वह	hun	PRO;MASC;SG;3	PRO;ACC;MASC+FEM;SG;3
उसका	hendes	वह	hendes	PRO;MASC;SG;3	DET;3
ले	take	ले	take	V;ACT	N;INDF;NEUT;SG
जिससे	hvilket	जो	hvilken	PRO;SG;3	PRO;NEUT;SG
जिससे	hvilken	जो	hvilken	PRO;SG;3	PRO;MASC+FEM;SG
जिससे	hvilke	जो	hvilken	PRO;SG;3	PRO;PL
स्थापना	installationer	स्थापना	installation	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
स्थापना	installerer	स्थापना	installere	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
स्थापना	installere	स्थापना	installere	N;NOM;FEM;SG;3	V;NFIN;ACT
अधिकांश	højst	अधिकांश	højst	CONJ	ADV
अधिकांश	mest	अधिकांश	mest	CONJ	ADV;RL
सामाजिक	socialt	सामाजिक	socialt	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
सामाजिक	social	सामाजिक	social	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
प्रत्येक	hver	प्रत्येक	hver	DET	PRO;MASC+FEM;SG
प्रत्येक	hver	प्रत्येक	hver	DET	PRO;MASC+FEM;SG
बड़ा	large	बड़ा	large	ADJ;NOM;MASC;SG	
बड़ा	store	बड़ा	stor	ADJ;NOM;MASC;SG	ADJ;PL
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	
बड़ा	store	बड़ा	stor	ADJ;NOM;MASC;SG	ADJ;PL
स्तर	niveauerne	स्तर	niveauer	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
स्तर	niveauer	स्तर	niveaue	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बनाया	made	बना	made	V;PFV;MASC;SG;V.PTCP;ACT	
जारी	fortsatte	जारी	fortsætte	ADJ	V;PST;V.PTCP
जारी	fortsættes	जारी	fortsætte	ADJ	V;IND;PRS;FIN;PASS
जारी	fortsat	जारी	fortsat	ADJ	ADV
जारी	udstedte	जारी	udstedt	ADJ	V;IND;PST;FIN;ACT
जारी	udstedt	जारी	udstedt	ADJ	V;INDF;SG;PST;V.PTCP
जबकि	mens	जबकि	mens	CONJ	CONJ
चित्र	billeder	चित्र	billede	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
चित्र	billeder	चित्र	billede	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
इससे	fra	यह	fra	PRO;SG;3	ADV
सरकारी	officielt	सरकारी	officielt	ADJ;NOM	ADV
सरकारी	embedsmand	सरकारी	embedsmand	ADJ;NOM	N;INDF;MASC+FEM;SG
सरकारी	tjenestemand	सरकारी	tjenestemand	ADJ;NOM	N;INDF;MASC+FEM;SG
सरकारी	regering	सरकारी	regering	ADJ;NOM	N;INDF;MASC+FEM;SG
सरकारी	regeringen	सरकारी	regering	ADJ;NOM	N;DEF;MASC+FEM;SG
जहां	hvor	जहाँ	hvor	PRO;NOM	ADV
सूची	lister	सूची	liste	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
सूची	fortegnelser	सूची	fortegnelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
विचार	ideer	विचार	ide	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विचार	forestillinger	विचार	forestilling	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विचार	idéer	विचार	idé	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विचार	tænkt	विचार	tænke	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
विचार	tænkte	विचार	tænke	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
विचार	troede	विचार	tro	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
विचार	overvejelser	विचार	overvejelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विचार	tanker	विचार	tanke	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
छोटे	small	छोटा	small	ADJ;NOM;MASC;PL	
छोटे	småt	छोटा	småt	ADJ;NOM;MASC;PL	ADV
छोटे	lille	छोटा	lille	ADJ;NOM;MASC;PL	ADJ;SG
छोटे	lille	छोटा	lille	ADJ;NOM;MASC;PL	ADJ;SG
ऊपर	øverst	ऊपर	øverst	ADV;NOM;MASC;SG;3	ADJ;RL
ऊपर	øverste	ऊपर	øvre	ADV;NOM;MASC;SG;3	ADJ;DEF;RL
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ऊपर	toppen	ऊपर	top	ADV;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
ऊपर	ovenover	ऊपर	ovenover	ADV;NOM;MASC;SG;3	N;INDF;NEUT;SG
आधारित	baseret	आधारित	basere	ADJ	V;INDF;SG;PST;V.PTCP
इसलिए	derfor	इसलिए	derfor	PRO	ADV
सामान्य	generelt	सामान्य	generel	N;NOM;MASC;SG;3	ADV
सामान्य	generel	सामान्य	generel	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
सामान्य	generelle	सामान्य	generel	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	almindelig	सामान्य	almindelig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
सामान्य	almindelige	सामान्य	almindelig	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	fælles	सामान्य	fælles	N;NOM;MASC;SG;3	ADJ
सामान्य	almindelig	सामान्य	almindelig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
सामान्य	normalt	सामान्य	normalt	N;NOM;MASC;SG;3	ADV
सामान्य	normale	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;PL
सामान्य	normal	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
आगे	fremadrettet	आगे	fremadret	ADV;NOM;MASC;SG;3	N;DEF;NEUT;SG
कुल	samlet	कुल	samle	DET	V;INDF;SG;PST;V.PTCP
एक्स्प्रेस	ekspres	एक्स्प्रेस	ekspre	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	
वर्ग	firkantet	वर्ग	firkantet	N;NOM;MASC;SG;3	ADJ;INDF;SG
वर्ग	square	वर्ग	square	N;NOM;MASC;SG;3	
वर्ग	klasser	वर्ग	klasse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
वर्ग	klasserne	वर्ग	klasse	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
शरीर	body	शरीर	body	N;NOM;MASC;SG;3	
अंग्रेजी	englændere	अंग्रेजी	englænder	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
अंग्रेजी	engelske	अंग्रेजी	engelsk	PROPN;NOM;FEM;SG;3	ADJ;PL
अंग्रेजी	engelsk	अंग्रेजी	engelsk	PROPN;NOM;FEM;SG;3	ADJ;INDF;SG
अंग्रेजी	english	अंग्रेजी	english	PROPN;NOM;FEM;SG;3	
माध्यम	mellemstor	माध्यम	mellemstor	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
मानव	menneskeligt	मानव	menneskelig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मानव	menneskelige	मानव	menneskelig	N;NOM;MASC;SG;3	ADJ;PL
मानव	menneskelig	मानव	menneskelig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
पाकिस्तान	pakistan	पाकिस्तान	pakistan	PROPN;NOM;MASC;SG;3	PROPN
पाकिस्तान	pakistansk	पाकिस्तान	pakistansk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
हर	hver	हर	hver	DET	PRO;MASC+FEM;SG
हर	hur	हर	hur	DET	N;INDF;MASC+FEM;SG
अतिरिक्त	statister	अतिरिक्त	statist	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अतिरिक्त	skåne	अतिरिक्त	skåne	N;NOM;MASC;SG;3	
अतिरिक्त	supplerende	अतिरिक्त	supplere	N;NOM;MASC;SG;3	V;PRS;V.PTCP
अतिरिक्त	yderligere	अतिरिक्त	yderligere	N;NOM;MASC;SG;3	ADV;CMPR
अतिरिक्त	ekstra	अतिरिक्त	ekstra	N;NOM;MASC;SG;3	ADJ
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	
समाज	society	समाज	society	N;NOM;MASC;SG;3	
उत्पन्न	genererede	उत्पन्न	generere	ADJ	V;PL;PST;V.PTCP
उत्पन्न	genereret	उत्पन्न	generere	ADJ	V;INDF;SG;PST;V.PTCP
