som	kot	som	kot	ADP	CONJ
kjente	znan	kjent	znan	ADJ;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
kjente	znano	kjent	znan	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
kjente	poznan	kjent	poznan	ADJ;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
kjente	vedel	kjent	vedeti	ADJ;PL	V;IPFV;MASC;SG;V.PTCP
kjente	vedela	kjent	vedeti	ADJ;PL	V;IPFV;FEM;SG;V.PTCP
kjente	čutila	kjent	čutiti	ADJ;PL	V;IPFV;FEM;SG;V.PTCP
kjente	počutil	kjent	počutiti	ADJ;PL	V;IPFV;MASC;SG;V.PTCP
kjente	čutil	kjent	čutiti	ADJ;PL	V;IPFV;MASC;SG;V.PTCP
kjente	občutila	kjent	občutiti	ADJ;PL	V;PFV;FEM;SG;V.PTCP
annen	drugi	annen	drug	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
annen	drugo	annen	drug	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
annen	druga	annen	drug	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
annen	druge	annen	drug	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
videre	nadalje	videre	nadalje		
videre	nadaljnje	videre	nadaljnji		ADJ;NOM;NEUT;SG
hver	vsak	hver	vsak		DET;NOM;MASC;SG
hver	vsaka	hver	vsak		DET;NOM;FEM;SG
hver	vsako	hver	vsak		DET;ACC;NEUT;SG
hver	vsak	hver	vsak		DET;NOM;MASC;SG
hver	vsaka	hver	vsak		DET;NOM;FEM;SG
ganger	krat	gange	krat	N;INDF;MASC;PL	ADV
ganger	times	gange	times	N;INDF;MASC;PL	N;NOM;MASC;SG
svært	zelo	svær	zelo	ADJ;INDF;NEUT;SG	ADV
svært	izjemno	svær	izjemno	ADJ;INDF;NEUT;SG	ADV
svært	izredno	svær	izredno	ADJ;INDF;NEUT;SG	ADV
hennes	njene	hennes	njen	N;INDF;MASC;SG	DET;NOM;FEM;SG;3
hennes	njen	hennes	njen	N;INDF;MASC;SG	DET;NOM;MASC;SG;3
hennes	njena	hennes	njen	N;INDF;MASC;SG	DET;NOM;FEM;SG;3
hennes	njeno	hennes	njen	N;INDF;MASC;SG	DET;NOM;NEUT;SG;3
hennes	njeni	hennes	njen	N;INDF;MASC;SG	DET;NOM;MASC;SG;3
hennes	njej	hennes	on	N;INDF;MASC;SG	PRO;DAT;FEM;SG;3
hennes	njo	hennes	on	N;INDF;MASC;SG	PRO;ACC;FEM;SG;3
hennes	njen	hennes	njen	N;INDF;MASC;SG	DET;NOM;MASC;SG;3
hennes	njena	hennes	njen	N;INDF;MASC;SG	DET;NOM;FEM;SG;3
egen	lastno	eigen	lasten	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
egen	lastne	eigen	lasten	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
egen	lastna	eigen	lasten	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
egen	lastni	eigen	lasten	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
innen	znotraj	innen	znotraj		ADP;GEN
litt	rahlo	litt	rahlo	ADJ;INDF;NEUT;SG	ADV
litt	nekoliko	litt	nekoliko	ADJ;INDF;NEUT;SG	ADV
ser	ser	sjå	ser	V;IND;PRS;FIN	N;NOM;MASC;SG
ser	gledanje	sjå	gledanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
ulike	drugačna	ulik	drugačen	ADJ;PL	ADJ;NOM;FEM;SG
ulike	drugačen	ulik	drugačen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ulike	drugačno	ulik	drugačen	ADJ;PL	ADJ;NOM;NEUT;SG
like	enako	lik	enako	ADJ;SG	ADV
like	enaka	lik	enak	ADJ;SG	DET;NOM;FEM;SG
like	enaki	lik	enak	ADJ;SG	DET;NOM;MASC;PL
like	enako	lik	enako	ADJ;SG	ADV
like	všeč	lik	všeč	ADJ;SG	ADV
like	kot	lik	kot	ADJ;SG	CONJ
satt	nastavi	sitje	nastaviti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
satt	komplet	sitje	komplet	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
satt	sedeli	sitje	sedeti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;PL;V.PTCP
satt	sedela	sitje	sedeti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
satt	sedel	sitje	sedeti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
satt	sat	sitje	sat	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
startet	začel	start	začeti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
startet	začela	start	začeti	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
sett	opazili	setje	opaziti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
sett	videli	setje	videti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;PL;V.PTCP
sett	videl	setje	videti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;V.PTCP
sett	nastavi	setje	nastaviti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
sett	komplet	setje	komplet	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
sett	gledali	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;PL;V.PTCP
sett	gledal	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
sett	opazoval	setje	opazovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
sett	gledala	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
alt	vse	alt	ves	PRO;NEUT;SG;3	DET;NOM;NEUT;SG
alt	vsi	alt	ves	PRO;NEUT;SG;3	DET;NOM;MASC;PL
alt	vsem	alt	ves	PRO;NEUT;SG;3	DET;DAT;MASC;PL
alt	vse	alt	ves	PRO;NEUT;SG;3	DET;NOM;NEUT;SG
alt	vseh	alt	ves	PRO;NEUT;SG;3	DET;GEN;MASC;PL
alt	alt	alt	alt	PRO;NEUT;SG;3	N;NOM;MASC;SG
gruppe	skupinsko	gruppe	skupinski	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
gruppe	skupinski	gruppe	skupinski	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
gruppe	skupinska	gruppe	skupinski	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
lang	lang	lang	lang	ADJ;INDF;SG	
lang	dolge	lang	dolg	ADJ;INDF;SG	ADJ;NOM;FEM;PL
lang	dolgo	lang	dolgo	ADJ;INDF;SG	ADV
fem	fem	fem	fem	NUM;PL	N;NOM;MASC;SG
fem	five	fem	fiv	NUM;PL	
per	per	per	per	ADP	N;NOM;MASC;SG
england	england	england	england	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
særlig	posebej	særlig	posebej	ADJ;INDF;NEUT;SG	ADV
særlig	zlasti	særlig	zlasti	ADJ;INDF;NEUT;SG	PART
nok	dovolj	nok	dovolj	ADV	DET
begge	obe	begge	oba	PRO;PL;3	DET;NOM;FEM;DU
begge	oba	begge	oba	PRO;PL;3	DET;NOM;MASC;DU
deler	deljenje	del	deljenje	N;INDF;MASC;PL	N;NOM;NEUT;SG
deler	delitev	del	delitev	N;INDF;MASC;PL	N;NOM;FEM;SG
deler	delimo	del	deliti	N;INDF;MASC;PL	V;IPFV;IND;PL;1;PRS;FIN
deler	delež	del	delež	N;INDF;MASC;PL	N;INAN;ACC;MASC;SG
deler	delim	del	del	N;INDF;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN
bergen	bergen	berg	bergen	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
fram	naprej	fram	naprej	ADP	ADV
fram	fram	fram	fram	ADP	N;NOM;MASC;SG
gitt	danih	gi	dan	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;GEN;MASC;PL
hvert	vsak	hvert	vsak		DET;NOM;MASC;SG
hvert	vsaka	hvert	vsak		DET;NOM;FEM;SG
hvert	vsako	hvert	vsak		DET;ACC;NEUT;SG
hvert	vsak	hvert	vsak		DET;NOM;MASC;SG
hvert	vsaka	hvert	vsak		DET;NOM;FEM;SG
bygget	zgrajeno	bygg	zgrajen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
bygget	zgrajen	bygg	zgrajen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
bygget	zgrajeni	bygg	zgrajen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
bygget	zgradil	bygg	zgraditi	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
bygget	zgrajena	bygg	zgrajen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
des	des	des	des	N	
kina	porcelan	Kina	porcelan	PROPN	N;NOM;MASC;SG
kina	kitajski	Kina	kitajski	PROPN	ADJ;NOM;MASC;SG
kina	kitajsko	Kina	kitajski	PROPN	ADJ;NOM;NEUT;SG
kina	kitajska	Kina	kitajski	PROPN	ADJ;NOM;FEM;SG
ett	enga	ett	en		PRO;ACC;MASC;SG
ett	ena	ett	en		NUM;NOM;FEM;SG
ett	en	ett	en		NUM;NOM;MASC;SG
ett	eden	ett	eden		NUM;NOM;MASC;SG
ett	eno	ett	en		NUM;NOM;NEUT;SG
innbyggere	meščani	innbyggere	meščan	N;INDF;NEUT;SG	N;NOM;MASC;PL
innbyggere	državljane	innbyggere	državljan	N;INDF;NEUT;SG	N;ACC;MASC;PL
innbyggere	državljani	innbyggere	državljan	N;INDF;NEUT;SG	N;NOM;MASC;PL
sønn	son	sønn	son	N;INDF;MASC;SG	
språk	jezike	språk	jezik	N;INDF;NEUT;SG	N;ACC;MASC;PL
språk	jeziki	språk	jezik	N;INDF;NEUT;SG	N;NOM;MASC;PL
språk	jezikovno	språk	jezikoven	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
språk	jezikovna	språk	jezikoven	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nasjonale	nacionalna	nasjonal	nacionalen	ADJ;PL	ADJ;NOM;FEM;SG
nasjonale	nacionalno	nasjonal	nacionalen	ADJ;PL	ADJ;NOM;NEUT;SG
nasjonale	nacionalni	nasjonal	nacionalen	ADJ;PL	ADJ;NOM;MASC;SG
menn	moške	mann	moški	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
menn	men	mann	mena	N;INDF;MASC;PL	N;NOM;MASC;SG
menn	moška	mann	moški	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
barn	otrok	barn	otrok	N;INDF;NEUT;PL	N;NOM;MASC;SG
spiller	igralec	spille	igralec	V;IND;PRS;FIN	N;NOM;MASC;SG
spiller	predvajalnik	spille	predvajalnik	V;IND;PRS;FIN	N;NOM;MASC;SG
spiller	igralca	spille	igralec	V;IND;PRS;FIN	N;NOM;MASC;SG
spiller	igra	spille	igra	V;IND;PRS;FIN	N;NOM;FEM;SG
spiller	predvajanje	spille	predvajanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
spiller	igranje	spille	igranje	V;IND;PRS;FIN	N;NOM;NEUT;SG
personer	ljudstvo	person	ljudstvo	N;INDF;FEM;PL	N;NOM;NEUT;SG
gir	dajanje	gi	dajanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
gir	dej	gi	daj	V;IND;PRS;FIN	V;PFV;IMP;SG;2;FIN
gir	daj	gi	daj	V;IND;PRS;FIN	V;PFV;IMP;SG;2;FIN
leder	vodja	leder	vodja		N;NOM;MASC;SG
leder	leader	leder	leader		N;NOM;MASC;SG
gull	zlato	gull	zlat	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
gull	zlate	gull	zlat	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
gull	zlati	gull	zlat	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
gull	zlata	gull	zlat	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
godt	pridni	god	priden	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
spilt	igral	spile	igrati	N;INDF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
spilt	igrala	spile	igrati	N;INDF;NEUT;SG	V;IPFV;FEM;SG;V.PTCP
spilt	igralo	spile	igrati	N;INDF;NEUT;SG	V;IPFV;NEUT;SG;V.PTCP
gjøre	naredi	gjøre	narediti		V;PFV;IND;SG;3;PRS;FIN
svensk	švedska	svensk	švedska	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
svensk	švedsko	svensk	švedski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
svensk	švedski	svensk	švedski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
forskjellige	drugačna	forskjellig	drugačen	ADJ;PL	ADJ;NOM;FEM;SG
forskjellige	drugačen	forskjellig	drugačen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
forskjellige	drugačno	forskjellig	drugačen	ADJ;PL	ADJ;NOM;NEUT;SG
bak	iza	bak	iza	ADP	PROPN;NOM;MASC;SG
liv	life	liv	life	N;INDF;NEUT;SG	
samtidig	istočasno	samtidig	istočasno	ADJ;INDF;NEUT;SG	ADV
samtidig	sočasno	samtidig	sočasno	ADJ;INDF;NEUT;SG	ADV
samtidig	hkrati	samtidig	hkrati	ADJ;INDF;NEUT;SG	ADV
skrev	napisal	skrev	napisati	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
skrev	pisal	skrev	pisati	N;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
skrev	napisala	skrev	napisati	N;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
skrev	zapisal	skrev	zapisati	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
fransk	francosko	fransk	francoski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fransk	francoska	fransk	francoski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
fransk	francoski	fransk	francoski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sted	plac	stå	plac		N;NOM;MASC;SG
sted	kraj	stå	kraj		N;NOM;MASC;SG
sted	lokacija	stå	lokacija		N;NOM;FEM;SG
sted	lokacijo	stå	lokacija		N;ACC;FEM;SG
resultat	rezultati	resultat	rezultat	N;INDF;NEUT;SG	N;NOM;MASC;PL
resultat	izidi	resultat	izid	N;INDF;NEUT;SG	N;NOM;MASC;PL
danmark	dansko	danmark	danski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
danmark	danski	danmark	danski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
danmark	danska	danmark	danska	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
stort	veliki	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
verden	svet	verden	svet		N;NOM;MASC;SG
verden	svetovna	verden	svetoven		ADJ;NOM;FEM;SG
verden	svetovno	verden	svetoven		ADJ;NOM;NEUT;SG
verden	world	verden	world		
paris	paris	paris	paris	N;INDF;NEUT;SG	
paris	pariški	paris	pariški	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
von	von	von	von	N;INDF;FEM;SG	
viser	prikazovanje	vise	prikazovanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
viser	prikazovanje	vise	prikazovanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
viser	oddaje	vise	oddaja	V;IND;PRS;FIN	N;NOM;FEM;PL
viser	oddaj	vise	oddaj	V;IND;PRS;FIN	N;GEN;FEM;PL
mulig	možne	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
york	york	york	york	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
britiske	britanski	britisk	britanski	ADJ;PL	ADJ;NOM;MASC;SG
britiske	britanci	britisk	britanec	ADJ;PL	N;NOM;MASC;PL
britiske	britansko	britisk	britanski	ADJ;PL	ADJ;NOM;NEUT;SG
langt	daleč	lang	daleč	ADJ;INDF;NEUT;SG	ADV
allerede	ze	allerede	ze	ADV	
allerede	že	allerede	že	ADV	PART
opprettet	ustvarjen	opprett	ustvarjen	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
opprettet	ustvarjeno	opprett	ustvarjen	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
opprettet	ustvaril	opprett	ustvariti	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
opprettet	ustvarjena	opprett	ustvarjen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
opprettet	ustvarjene	opprett	ustvarjen	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
kort	kratki	kort	kratek	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
kort	kratko	kort	kratko	N;INDF;NEUT;SG	ADV
kort	kratek	kort	kratek	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
kort	kratka	kort	kratek	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kort	kratke	kort	kratek	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
liten	majhni	liten	majhen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
liten	majhne	liten	majhen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
liten	male	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
liten	mali	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
kanskje	mogoče	kanskje	mogoč	ADV	ADJ;NOM;NEUT;SG
kanskje	morda	kanskje	morda	ADV	PART
kanskje	mogoče	kanskje	mogoč	ADV	ADJ;NOM;NEUT;SG
kanskje	mogoce	kanskje	mogoc	ADV	
kanskje	morda	kanskje	morda	ADV	PART
skuespiller	igralke	skuespille	igralka	N;INDF;MASC;SG	N;NOM;FEM;PL
tidlig	zgodnji	tidlig	zgodnji	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tidlig	zgodaj	tidlig	zgodaj	ADJ;INDF;NEUT;SG	ADV
form	oblike	form	oblika	N;INDF;FEM;SG	N;NOM;FEM;PL
form	forme	form	forma	N;INDF;FEM;SG	N;NOM;FEM;PL
krigen	vojne	krig	vojna	N;DEF;MASC;SG	N;NOM;FEM;PL
rett	desno	rett	desno	ADJ;INDF;NEUT;SG	ADV
rett	right	rett	righta	ADJ;INDF;NEUT;SG	
rett	pravica	rett	pravica	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
rett	prav	rett	prav	ADJ;INDF;NEUT;SG	PART
langs	vzdolž	langs	vzdolž	ADP	ADV
små	majhno	liten	majhen	ADJ;PL	ADJ;NOM;NEUT;SG
små	majhen	liten	majhen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
små	majhna	liten	majhen	ADJ;PL	ADJ;NOM;FEM;SG
spesielt	specifično	spesiell	specifično	ADJ;INDF;NEUT;SG	ADV
spesielt	izrecno	spesiell	izrecno	ADJ;INDF;NEUT;SG	ADV
spesielt	posebej	spesiell	posebej	ADJ;INDF;NEUT;SG	ADV
spesielt	posebej	spesiell	posebej	ADJ;INDF;NEUT;SG	ADV
spesielt	zlasti	spesiell	zlasti	ADJ;INDF;NEUT;SG	PART
spesielt	posebne	spesiell	poseben	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
spesielt	posebno	spesiell	posebno	ADJ;INDF;NEUT;SG	ADV
spesielt	posebej	spesiell	posebej	ADJ;INDF;NEUT;SG	ADV
flyttet	preselil	flytt	preseliti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
god	pridni	god	priden	ADJ;INDF;SG	ADJ;NOM;MASC;PL
fortsatt	vseeno	fortsatt	vseeno	ADJ;INDF;NEUT;SG	ADV
fortsatt	še	fortsatt	še	ADJ;INDF;NEUT;SG	PART
nytt	novi	ny	nov	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
nytt	nove	ny	nov	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
vanlig	redno	vanlig	redno	ADJ;INDF;NEUT;SG	ADV
vanlig	pogosti	vanlig	pogost	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
vanlig	pogosto	vanlig	pogosto	ADJ;INDF;NEUT;SG	ADV
vanlig	navadni	vanlig	navaden	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
vanlig	običajno	vanlig	običajno	ADJ;INDF;NEUT;SG	ADV
italia	italia	italie	italia	PROPN	PROPN;NOM;MASC;SG
italia	italija	italie	italija	PROPN	N;NOM;FEM;SG
hvordan	kako	hvordan	kako	N;INDF;MASC;SG	ADV
kong	kong	kong	kong	N	PROPN;NOM;MASC;SG
sport	športni	sport	športen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sport	športne	sport	športen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
sport	športna	sport	športen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
lite	majhni	lite	majhen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
lite	majhne	lite	majhen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
lite	lite	lite	liti	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
lite	male	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
lite	mali	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
bruker	uporabe	bruke	uporaba	V;IND;PRS;FIN	N;GEN;FEM;SG
bruker	uporabnika	bruke	uporabnik	V;IND;PRS;FIN	N;ANIM;ACC;MASC;SG
bruker	uporabnik	bruke	uporabnik	V;IND;PRS;FIN	N;NOM;MASC;SG
seks	six	seks	six	NUM;PL	
internasjonale	mednarodni	internasjonal	mednaroden	ADJ;PL	ADJ;NOM;MASC;SG
internasjonale	mednarodna	internasjonal	mednaroden	ADJ;PL	ADJ;NOM;FEM;SG
internasjonale	mednarodno	internasjonal	mednaroden	ADJ;PL	ADJ;NOM;NEUT;SG
meg	meg	eg	mega	PRO;HUM;ACC;SG;1	PROPN;NOM;FEM;SG
skole	šole	skole	šola	N;INDF;MASC;SG	N;NOM;FEM;PL
innenfor	znotraj	innenfor	znotraj		ADP;GEN
innenfor	notri	innenfor	notri		ADV
innenfor	znotraj	innenfor	znotraj		ADP;GEN
vel	no	vel	no	ADV	PART
left	levi	left	lev	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
left	levo	left	levo	N;INDF;NEUT;SG	ADV
left	leva	left	lev	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
opprinnelig	prvotno	opprinnelig	prvotno	ADJ;INDF;NEUT;SG	ADV
opprinnelig	izvirnik	opprinnelig	izvirnik	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
opprinnelig	prvotni	opprinnelig	prvoten	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
opprinnelig	original	opprinnelig	original	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
moderne	moderno	moderne	moderno	ADJ;INDF;SG	ADV
com	com	com	com	ADV	N;NOM;MASC;SG
heller	heller	heller	heller	ADV	
heller	bodisi	heller	bodisi	ADV	
utenfor	zunaj	utenfor	zunaj	N;INDF;NEUT;SG	ADV
dansk	dansko	dansk	danski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dansk	danske	dansk	danski	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
dansk	danski	dansk	danski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
titler	naslovi	titler	naslov	N;INDF;MASC;SG	N;NOM;MASC;PL
titler	naslovov	titler	naslov	N;INDF;MASC;SG	N;GEN;MASC;PL
team	ekip	team	ekipa	N;INDF;NEUT;SG	N;GEN;FEM;PL
team	ekipe	team	ekipa	N;INDF;NEUT;SG	N;NOM;FEM;PL
team	moštva	team	moštvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
team	ekipno	team	ekipno	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hatt	kapo	ha	kapa	V;V.PTCP	N;ACC;FEM;SG
hatt	klobuk	ha	klobuk	V;V.PTCP	N;NOM;MASC;SG
hatt	kapa	ha	kapa	V;V.PTCP	N;NOM;FEM;SG
enkelte	nekatere	enkelt	nekateri	ADJ;PL	DET;NOM;FEM;PL
enkelte	nekaterim	enkelt	nekateri	ADJ;PL	DET;DAT;MASC;PL
enkelte	nekateri	enkelt	nekateri	ADJ;PL	DET;NOM;MASC;PL
enkelte	nekaj	enkelt	nekaj	ADJ;PL	PRO;ACC;NEUT;SG
enkelte	neki	enkelt	nek	ADJ;PL	DET;NOM;MASC;SG
bedre	boljša	bedre	dober	N;INDF;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
bedre	boljši	bedre	dober	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
bedre	bolje	bedre	dobro	N;INDF;NEUT;SG	ADV;CMPR
bedre	boljše	bedre	dober	N;INDF;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
bruke	uporaba	bruke	uporaba	V;NFIN	N;NOM;FEM;SG
bruke	use	bruke	usa	V;NFIN	
bruke	uporabi	bruke	uporaba	V;NFIN	N;DAT;FEM;SG
tar	jemanje	ta	jemanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
tar	vzemite	ta	vzeti	V;IND;PRS;FIN	V;PFV;IMP;PL;2;FIN
tar	vzemi	ta	vzeme	V;IND;PRS;FIN	V;PFV;IMP;SG;2;FIN
funnet	najdeno	finne	najden	N;DEF;NEUT;SG	ADJ;NOM;RL;NEUT;SG
funnet	najdeni	finne	najden	N;DEF;NEUT;SG	ADJ;NOM;RL;MASC;PL
funnet	najdena	finne	najden	N;DEF;NEUT;SG	ADJ;NOM;RL;FEM;SG
funnet	najden	finne	najden	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
funnet	ozdravel	finne	ozdraveti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
funnet	okrevala	finne	okrevati	N;DEF;NEUT;SG	V;IPFV;FEM;SG;V.PTCP
christian	christian	christian	christian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
christian	krščanski	christian	krščanski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
inneholder	vsebuje	inneholde	vsebovati		V;IPFV;IND;SG;3;PRS;FIN
representerte	zastopane	representere	zastopan	V;IND;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
representerte	zastopani	representere	zastopan	V;IND;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
forhold	odnosi	forhold	odnos	N;INDF;NEUT;SG	N;NOM;MASC;PL
forhold	razmerja	forhold	razmerje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
forhold	zveze	forhold	zveza	N;INDF;NEUT;SG	N;NOM;FEM;PL
lever	jeter	leve	jetra	V;IND;PRS;FIN	N;GEN;NEUT;PL
lever	jetra	leve	jetra	V;IND;PRS;FIN	N;NOM;NEUT;PL
holdt	držal	hold	držati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
holdt	potekala	hold	potekati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
