slovacchia	slovaquie	slovacchio	slovaquie	N;FEM;SG	PROPN
pole	polonais	pole	polonais	N;FEM;SG	ADJ;MASC;SG
espressa	exprès	espresso	exprès	ADJ;FEM;SG	INTJ
espressa	exprimer	espresso	exprimer	ADJ;FEM;SG	V;NFIN
espressa	express	espresso	express	ADJ;FEM;SG	N;MASC;SG
espressa	exprimée	espresso	exprimer	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
espressa	exprimées	espresso	exprimer	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
espressa	exprimé	espresso	exprimer	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
espressa	exprimés	espresso	exprimer	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
quotidiani	quotidiens	quotidiano	quotidien	N;MASC;PL	ADJ;MASC;PL
poggio	poggio	poggio	poggio	N;MASC;SG	PROPN
false	faux	falso	faux	ADJ;FEM;PL	ADJ;MASC;SG
false	fausse	falso	faux	ADJ;FEM;PL	ADJ;FEM;SG
false	false	falso	false	ADJ;FEM;PL	N;MASC;SG
evil	diaboliques	evile	diabolique	N	ADJ;MASC;PL
evil	mal	evile	mal	N	ADV
evil	evil	evile	evil	N	PROPN
evil	diabolique	evile	diabolique	N	ADJ;MASC;SG
operativi	opérationnelles	operativo	opérationnel	N;MASC;PL	ADJ;FEM;PL
operativi	opérationnel	operativo	opérationnel	N;MASC;PL	ADJ;MASC;SG
operativi	opérationnels	operativo	opérationnel	N;MASC;PL	ADJ;MASC;PL
operativi	opérationnelle	operativo	opérationnel	N;MASC;PL	ADJ;FEM;SG
improvviso	subite	improvviso	subiter	ADJ;MASC;SG	N;FEM;SG
improvviso	soudain	improvviso	soudain	ADJ;MASC;SG	ADV
censura	censurer	censurare	censurer	N;FEM;SG	V;NFIN
censura	censurer	censurare	censurer	N;FEM;SG	V;NFIN
censura	censurer	censurare	censurer	N;FEM;SG	V;NFIN
ombre	ombre	ombra	ombre	N;FEM;PL	N;FEM;SG
ombre	shadow	ombra	shadow	N;FEM;PL	PROPN
ombre	ombre	ombra	ombre	N;FEM;PL	N;FEM;SG
alonso	alonso	alonso	alonso	N;MASC;SG	PROPN
sconosciuta	inconnue	sconosciuto	inconnu	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG
sconosciuta	inconnu	sconosciuto	inconnu	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
sconosciuta	inconnus	sconosciuto	inconnu	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
sconosciuta	inconnues	sconosciuto	inconnu	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL
sicilie	siciles	sicilia	sicile	N;FEM;PL	ADJ;MASC;PL
margini	marge	margine	marge	N;MASC;PL	N;FEM;SG
catturati	capturée	catturare	capturer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
catturati	capturé	catturare	capturer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
eastern	orientale	eastern	oriental	N;SG	ADJ;FEM;SG
eastern	oriental	eastern	oriental	N;SG	ADJ;MASC;SG
stevens	stevens	stevens	steven	N;FEM;SG	PROPN
doug	doug	doug	doug	N	PROPN
gilles	gilles	gilles	gille	N;MASC;SG	PROPN
imo	omi	imo	omi	N;MASC;SG	PROPN
rod	rod	rod	rod	N;MASC	PROPN
invisibile	invisibles	invisibile	invisible	ADJ;SG	ADJ;MASC;PL
invisibile	invisibles	invisibile	invisible	ADJ;SG	ADJ;MASC;PL
ltd	ltée	ltd	ltée	N;MASC;SG	PROPN
ltd	ltd	ltd	ltd	N;MASC;SG	PROPN
mammiferi	mammifère	mammifero	mammifère	N;MASC;PL	N;MASC;SG
mammiferi	mammifère	mammifero	mammifère	N;MASC;PL	N;MASC;SG
mammiferi	mammifère	mammifero	mammifère	N;MASC;PL	N;MASC;SG
superstiti	rescapés	superstite	rescapé	N;MASC;PL	V;MASC;PL;PST;V.PTCP
superstiti	survivant	superstite	survivant	N;MASC;PL	V;PRS;V.PTCP
sonata	sonata	sonato	sonata	N;FEM;SG	PROPN
crema	crèmes	crema	crème	N;FEM;SG	N;FEM;PL
assia	hesse	assia	hesse	N;FEM;SG	PROPN
assia	hesse	assia	hesse	N;FEM;SG	PROPN
esclusiva	exclusives	esclusivo	exclusif	ADJ;FEM;SG	ADJ;FEM;PL
esclusiva	exclusivité	esclusivo	exclusivité	ADJ;FEM;SG	N;FEM;SG
esclusiva	exclusifs	esclusivo	exclusif	ADJ;FEM;SG	ADJ;MASC;PL
provenza	provenza	provenza	provenzer	N;FEM;SG	PROPN
incredibile	amazing	incredibile	amazing	ADJ;SG	V
incredibile	incroyables	incredibile	incroyable	ADJ;SG	ADJ;MASC;PL
discreto	discrètes	discreto	discret	ADJ;MASC;SG	ADJ;FEM;PL
discreto	discrets	discreto	discret	ADJ;MASC;SG	ADJ;MASC;PL
discreto	discrètes	discreto	discret	ADJ;MASC;SG	ADJ;FEM;PL
discreto	discrets	discreto	discret	ADJ;MASC;SG	ADJ;MASC;PL
patricia	patricia	patricia	patricier	N;FEM;SG	PROPN
sviluppati	développée	sviluppato	développer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sviluppati	développé	sviluppato	développer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ana	ana	ana	ana	N;FEM;SG	PROPN
cerchi	cercles	cercare	cercle	V;IND;SG;2;PRS;FIN	N;MASC;PL
cerchi	jantes	cercare	jant	V;IND;SG;2;PRS;FIN	N;FEM;PL
sparta	sparte	spartare	sparte	N;FEM;SG	PROPN
persiano	persique	persiano	persique	ADJ;MASC;SG	N;MASC;SG
persiano	perse	persiano	perse	ADJ;MASC;SG	PROPN
persiano	perses	persiano	perse	ADJ;MASC;SG	N;MASC;PL
persiano	persan	persiano	persan	ADJ;MASC;SG	N;MASC;SG
six	six	six	six	N	NUM
cileno	chiliens	cileno	chilien	ADJ;MASC;SG	ADJ;MASC;PL
visite	visites	visita	visite	V;IND;PL;3;PRS;FIN	N;FEM;PL
veronica	veronica	veronico	veronica	ADJ;FEM;SG	PROPN
valvole	valve	valvola	valve	N;FEM;PL	N;FEM;SG
valvole	vanne	valvola	vanne	N;FEM;PL	N;FEM;SG
valvole	robinet	valvola	robinet	N;FEM;PL	N;MASC;SG
valvole	soupape	valvola	soupape	N;FEM;PL	N;FEM;SG
valvole	robinetterie	valvola	robinetterie	N;FEM;PL	N;FEM;SG
maya	maya	maya	maya	N;MASC;SG	PROPN
maya	mayas	maya	maya	N;MASC;SG	N;MASC;PL
pink	rose	pink	rose	N	ADJ;FEM;SG
pink	rosé	pink	rosé	N	V;MASC;SG;PST;V.PTCP
acquistare	achats	acquistare	achat	V;NFIN	N;MASC;PL
acquistare	achat	acquistare	achat	V;NFIN	N;MASC;SG
acquistare	achat	acquistare	achat	V;NFIN	N;MASC;SG
decima	tenth	decimare	tenth	ADJ;FEM;SG	PROPN
trascorso	dépensés	trascorrere	dépenser	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
wells	wells	wells	wel	N;MASC;SG	PROPN
alejandro	alejandro	alejandro	alejandro	N;MASC;SG	PROPN
risposto	répondait	rispondere	répondre	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
pasqua	pâques	pasqua	pâque	N;FEM;SG	N;FEM;PL
ordina	tri	ordinare	tri	V;IND;SG;3;PRS;FIN	N;MASC;SG
ordina	sorte	ordinare	sorte	V;IND;SG;3;PRS;FIN	N;FEM;SG
ordina	trier	ordinare	trier	V;IND;SG;3;PRS;FIN	N;MASC;SG
ordina	ordre	ordinare	ordre	V;IND;SG;3;PRS;FIN	N;MASC;SG
ordina	commande	ordinare	commande	V;IND;SG;3;PRS;FIN	N;FEM;SG
made	fait	made	faire	N	V;MASC;SG;PST;V.PTCP
made	fabriqués	made	fabriquer	N	V;MASC;PL;PST;V.PTCP
made	faite	made	faire	N	V;FEM;SG;PST;V.PTCP
made	fabriqué	made	fabriquer	N	V;MASC;SG;PST;V.PTCP
too	trop	too	trop		ADV
too	too	too	too		INTJ
ventura	ventura	ventura	venturer	N;FEM;SG	PROPN
etica	éthiques	etica	éthique	N;FEM;SG	ADJ;MASC;PL
etica	éthique	etica	éthique	N;FEM;SG	ADJ;MASC;SG
etica	éthique	etica	éthique	N;FEM;SG	ADJ;MASC;SG
convoglio	convois	convoglio	convoi	N;MASC;SG	N;MASC;PL
cole	cole	cole	cole	N;MASC;SG	PROPN
collaborazioni	collaboration	collaborazione	collaboration	N;FEM;PL	N;FEM;SG
collaborazioni	collaboratif	collaborazione	collaboratif	N;FEM;PL	ADJ;MASC;SG
ribelle	rebelles	ribelle	rebelle	ADJ;SG	N;MASC;PL
ribelle	rebel	ribelle	rebel	ADJ;SG	
ribelle	renégat	ribelle	renégat	ADJ;SG	N;MASC;SG
dinamica	dynamiques	dinamica	dynamique	ADJ;FEM;SG	ADJ;MASC;PL
dinamica	dynamisme	dinamica	dynamisme	ADJ;FEM;SG	N;MASC;SG
dinamica	dynamic	dinamica	dynamic	ADJ;FEM;SG	PROPN
dinamica	dynamiques	dinamica	dynamique	ADJ;FEM;SG	ADJ;MASC;PL
apparsa	semblait	apparire	sembler	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
emi	emi	eme	emi	N;FEM;SG	PROPN
montato	montées	montare	monter	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
montato	montés	montare	monter	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
plastica	plastique	plastica	plastique	N;FEM;SG	ADJ;MASC;SG
plastica	plastiques	plastica	plastique	N;FEM;SG	ADJ;MASC;PL
plastica	plastique	plastica	plastique	N;FEM;SG	ADJ;MASC;SG
plastica	plastiques	plastica	plastique	N;FEM;SG	ADJ;MASC;PL
vantaggi	avantage	vantaggio	avantage	N;MASC;PL	N;MASC;SG
risolto	résolus	risolvere	résoudre	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
risolto	résolues	risolvere	résoudre	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL
risolto	résolus	risolvere	résoudre	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
risolto	résolues	risolvere	résoudre	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL
risolto	fixe	risolvere	fixe	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
risolto	fixes	risolvere	fixe	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL
clarke	clarke	clarko	clarke	N;MASC;SG	PROPN
distribuiti	distribué	distribuire	distribuer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distribuiti	distribuée	distribuire	distribuer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
osservatore	observateurs	osservatore	observateur	N;MASC;SG	N;MASC;PL
fair	justes	fair	juste	N;MASC	ADJ;MASC;PL
fair	équitable	fair	équitable	N;MASC	ADJ;MASC;SG
fair	équitables	fair	équitable	N;MASC	ADJ;MASC;PL
original	originale	original	original	N;SG	ADJ;FEM;SG
original	original	original	original	N;SG	ADJ;MASC;SG
original	originaux	original	original	N;SG	ADJ;MASC;PL
diamante	diamond	diamante	diamond	N;MASC;SG	PROPN
diamante	diamants	diamante	diamant	N;MASC;SG	N;MASC;PL
divino	divins	divino	divin	ADJ;MASC;SG	ADJ;MASC;PL
ripeto	répète	ripetere	répéter	V;IND;SG;1;PRS;FIN	V;IND;SG;3;PRS;FIN
ripeto	répétition	ripetere	répétition	V;IND;SG;1;PRS;FIN	N;FEM;SG
ripeto	répétez	ripetere	répéter	V;IND;SG;1;PRS;FIN	V;IMP;PL;2;PRS;FIN
divorzio	divorcer	divorzio	divorcer	N;MASC;SG	V;NFIN
divorzio	divorces	divorzio	divorce	N;MASC;SG	N;MASC;PL
shaw	shaw	shaw	shaw	N;MASC;SG	PROPN
imperatori	empereur	imperatore	empereur	N;MASC;PL	N;MASC;SG
volontario	volontaire	volontario	volontaire	N;MASC;SG	ADJ;MASC;SG
volontario	volontaires	volontario	volontaire	N;MASC;SG	ADJ;MASC;PL
volontario	volontaires	volontario	volontaire	N;MASC;SG	ADJ;MASC;PL
volontario	volontaire	volontario	volontaire	N;MASC;SG	ADJ;MASC;SG
volontario	bénévole	volontario	bénévole	N;MASC;SG	ADJ;MASC;SG
volontario	bénévoles	volontario	bénévole	N;MASC;SG	ADJ;MASC;PL
hughes	hughes	hughes	hughe	N;MASC	PROPN
hughes	hugues	hughes	hugue	N;MASC	PROPN
ivo	ivo	ivo	ivo	N;MASC;SG	PROPN
riservata	réservés	riservare	réserver	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
funzionale	fonctionnels	funzionale	fonctionnel	ADJ;SG	ADJ;MASC;PL
misteriosa	mystérieuses	misterioso	mystérieux	ADJ;FEM;SG	ADJ;FEM;PL
alaska	alaska	alaskare	alaska	N;MASC	PROPN
attendere	attente	attendere	attente	V;NFIN	N;FEM;SG
nunzio	nunzio	nunzio	nunzio	N;MASC;SG	PROPN
nicolás	nicolás	nicolás	nicolás	N;MASC;SG	N;MASC;PL
impiegata	salarié	impiegare	salarié	V;FEM;SG;PST;V.PTCP	N;MASC;SG
impiegata	travailleur	impiegare	travailleur	V;FEM;SG;PST;V.PTCP	N;MASC;SG
affermazioni	assertion	affermazione	assertion	N;FEM;PL	N;FEM;SG
curata	guéris	curare	guéris	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
indonesia	indonésie	indonesia	indonésie	N;FEM;SG	PROPN
applicato	appliqués	applicare	appliquer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
cara	chers	caro	cher	ADJ;FEM;SG	ADJ;MASC;PL
cara	cara	caro	cara	ADJ;FEM;SG	PROPN
causata	causés	causare	causer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
causata	causées	causare	causer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
palatinato	palatinat	palatinare	palatinat	ADJ;MASC;SG	N;MASC;SG
precipitazioni	pluviométrie	precipitazione	pluviométrie	N;FEM;PL	N;FEM;SG
precipitazioni	précipitation	precipitazione	précipitation	N;FEM;PL	N;FEM;SG
processore	processeurs	processore	processeur	N;MASC;SG	N;MASC;PL
ricostruire	reconstruction	ricostruire	reconstruction	V;NFIN	N;FEM;SG
nikolaj	nikolaï	nikolaj	nikolaï	N;MASC;SG	PROPN
nikolaj	nikolaï	nikolaj	nikolaï	N;MASC;SG	PROPN
mann	mann	mann	mann	N;MASC	PROPN
proteste	protestation	protesta	protestation	N;FEM;PL	N;FEM;SG
proteste	contestation	protesta	contestation	N;FEM;PL	N;FEM;SG
proteste	protester	protesta	protester	N;FEM;PL	V;NFIN
proteste	manifestation	protesta	manifestation	N;FEM;PL	N;FEM;SG
membrana	membranes	membrana	membrane	N;FEM;SG	N;FEM;PL
banche	banque	banca	banque	N;FEM;PL	N;FEM;SG
banche	bancaire	banca	bancaire	N;FEM;PL	ADJ;MASC;SG
validi	valide	valido	valide	ADJ;MASC;PL	ADJ;MASC;SG
validi	valable	valido	valable	ADJ;MASC;PL	ADJ;MASC;SG
ripristino	restaurer	ripristino	restaurer	N;MASC;SG	V;NFIN
ripristino	restaure	ripristino	restaurer	N;MASC;SG	V;IND;SG;3;PRS;FIN
ripristino	rétablir	ripristino	rétablir	N;MASC;SG	V;NFIN
ripristino	restaurer	ripristino	restaurer	N;MASC;SG	V;NFIN
gustav	gustav	gustav	gustav	N;MASC;SG	PROPN
nazisti	nazie	nazista	nazi	N;MASC;PL	ADJ;FEM;SG
nazisti	nazi	nazista	nazi	N;MASC;PL	N;MASC;SG
nazisti	nazie	nazista	nazi	N;MASC;PL	ADJ;FEM;SG
sita	sita	sita	sita	N;FEM;SG	PROPN
faro	faro	faro	faro	N;MASC;SG	PROPN
faro	phare	faro	phare	N;MASC;SG	ADJ;MASC;SG
effettivi	réelle	effettivo	réel	ADJ;MASC;PL	ADJ;FEM;SG
edimburgo	edimbourg	edimburgo	edimbourg	N;MASC;SG	PROPN
edimburgo	édimbourg	edimburgo	édimbourg	N;MASC;SG	PROPN
hood	hood	hood	hood	N	PROPN
uovo	œufs	uovo	œuf	N;MASC;SG	N;MASC;PL
uovo	oeufs	uovo	oeuf	N;MASC;SG	N;MASC;PL
rifiuti	gaspillage	rifiuto	gaspillage	N;MASC;PL	N;MASC;SG
rifiuti	déchet	rifiuto	déchet	N;MASC;PL	N;MASC;SG
entrate	entrées	entrata	entrée	N;FEM;PL	V;FEM;PL;PST;V.PTCP
entrate	revenu	entrata	revenir	N;FEM;PL	V;MASC;SG;PST;V.PTCP
sonda	sondes	sonda	sonde	N;FEM;SG	N;FEM;PL
finanze	financement	finanza	financement	N;FEM;PL	N;MASC;SG
finanze	finance	finanza	finance	N;FEM;PL	N;FEM;SG
finanze	finance	finanza	finance	N;FEM;PL	N;FEM;SG
livio	livio	livio	livio	N;MASC;SG	PROPN
grasso	graisses	grasso	grais	N;MASC;SG	N;FEM;PL
grasso	graisser	grasso	graisser	N;MASC;SG	V;NFIN
grasso	grasse	grasso	gras	N;MASC;SG	ADJ;FEM;SG
grasso	gras	grasso	gras	N;MASC;SG	ADJ;MASC;SG
grasso	graisseux	grasso	graisseux	N;MASC;SG	ADJ;MASC;SG
grasso	grasse	grasso	gras	N;MASC;SG	ADJ;FEM;SG
grasso	gros	grasso	gros	N;MASC;SG	ADJ;MASC;SG
grasso	gras	grasso	gras	N;MASC;SG	ADJ;MASC;SG
grasso	graisses	grasso	grais	N;MASC;SG	N;FEM;PL
aggregato	agrégat	aggregare	agrégat	V;MASC;SG;PST;V.PTCP	N;MASC;SG
aggregato	agrégats	aggregare	agrégat	V;MASC;SG;PST;V.PTCP	N;MASC;PL
aggregato	agrégés	aggregare	agrégé	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
aggregato	agrégées	aggregare	agrégé	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
consacrato	oint	consacrare	oindre	V;MASC;SG;PST;V.PTCP	N;MASC;SG
consacrato	consacrés	consacrare	consacrer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
collettivo	collectifs	collettivo	collectif	ADJ;MASC;SG	ADJ;MASC;PL
sella	sella	sella	sella	N;FEM;SG	PROPN
cacciatore	hunter	cacciatore	hunter	N;MASC;SG	PROPN
mattoni	brick	mattone	brick	N;MASC;PL	N;MASC;SG
mattoni	brique	mattone	brique	N;MASC;PL	N;FEM;SG
seta	soies	seta	soie	N;FEM;SG	N;FEM;PL
ideali	idéale	ideale	idéal	ADJ;PL	ADJ;FEM;SG
ideali	ideal	ideale	ideal	ADJ;PL	ADJ;MASC;SG
ideali	idéal	ideale	idéal	ADJ;PL	ADJ;MASC;SG
primera	primera	primera	primer	N;FEM;SG	V;IND;SG;3;FUT;FIN
liberali	libéral	liberale	libéral	N;PL	ADJ;MASC;SG
liberali	libéral	liberale	libéral	N;PL	ADJ;MASC;SG
liberali	libérale	liberale	libéral	N;PL	ADJ;FEM;SG
liberali	libérales	liberale	libéral	N;PL	ADJ;FEM;PL
elettronico	électroniques	elettronico	électronique	ADJ;MASC;SG	ADJ;MASC;PL
animati	animé	animato	animer	N;MASC;PL	V;MASC;SG;PST;V.PTCP
animati	animer	animato	animer	N;MASC;PL	V;NFIN
animati	animées	animato	animer	N;MASC;PL	V;FEM;PL;PST;V.PTCP
animati	animé	animato	animer	N;MASC;PL	V;MASC;SG;PST;V.PTCP
animati	animés	animato	animé	N;MASC;PL	V;MASC;PL;PST;V.PTCP
animati	animée	animato	animer	N;MASC;PL	V;FEM;SG;PST;V.PTCP
estetica	esthétiques	estetico	esthétique	ADJ;FEM;SG	ADJ;MASC;PL
estetica	esthétiques	estetico	esthétique	ADJ;FEM;SG	ADJ;MASC;PL
sonno	endormie	sonno	endormier	N;MASC;SG	V;FEM;SG;PST;V.PTCP
sonno	endormi	sonno	endormi	N;MASC;SG	V;MASC;SG;PST;V.PTCP
sonno	dormir	sonno	dormir	N;MASC;SG	V;NFIN
sonno	dors	sonno	dors	N;MASC;SG	INTJ
sonno	dormir	sonno	dormir	N;MASC;SG	V;NFIN
sonno	coucher	sonno	coucher	N;MASC;SG	V;NFIN
shadow	shadow	shadow	shadow	N	PROPN
occupare	occupante	occupare	occupant	V;NFIN	ADJ;FEM;SG
eccezionale	remarquables	eccezionale	remarquable	ADJ;SG	ADJ;MASC;PL
eccezionale	exceptionnels	eccezionale	exceptionnel	ADJ;SG	ADJ;MASC;PL
eccezionale	exceptionnelles	eccezionale	exceptionnel	ADJ;SG	ADJ;FEM;PL
incisioni	gravure	incisione	gravure	N;FEM;PL	N;FEM;SG
lopez	lópez	lopez	lópez		PROPN
lopez	lopez	lopez	loper		PROPN
progressivo	progressifs	progressivo	progressif	ADJ;MASC;SG	ADJ;MASC;PL
rischi	risque	rischio	risque	N;MASC;PL	N;MASC;SG
fusto	fût	fusto	être	N;MASC;SG	V;IND;SG;3;IPFV;FIN
fusto	souches	fusto	souche	N;MASC;SG	N;FEM;PL
rumore	bruits	rumore	bruit	N;MASC;SG	N;MASC;PL
specializzato	spécialisé	specializzato	spécialiser	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
specializzato	spécialisée	specializzato	spécialiser	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
specializzato	spécialisées	specializzato	spécialisé	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
specializzato	spécialisés	specializzato	spécialiser	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
specializzato	spécialisé	specializzato	spécialiser	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
specializzato	spécialisée	specializzato	spécialiser	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
specializzato	spécialisées	specializzato	spécialisé	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
specializzato	spécialisés	specializzato	spécialiser	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
palestina	palestine	palestina	palestin	N;FEM;SG	ADJ;FEM;SG
palestina	palestinienne	palestina	palestinien	N;FEM;SG	ADJ;FEM;SG
palestina	palestinien	palestina	palestinien	N;FEM;SG	ADJ;MASC;SG
rinascita	renaître	rinascita	renaître	N;FEM;SG	V;NFIN
pompeo	pompée	pompeo	pompée	N;MASC;SG	PROPN
kyle	kyle	kyle	kyle	N	PROPN
abc	abc	abcicolo	abc	N;SG	PROPN
arabia	arabie	arabia	arabie	N;FEM;SG	PROPN
eccessiva	excessifs	eccessivo	excessif	ADJ;FEM;SG	ADJ;MASC;PL
osservata	observés	osservare	observer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
osservata	observées	osservare	observer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
attrazione	attraits	attrazione	attrait	N;FEM;SG	N;MASC;PL
attrazione	attirer	attrazione	attirer	N;FEM;SG	V;NFIN
divieto	bannir	divieto	bannir	N;MASC;SG	V;NFIN
divieto	interdire	divieto	interdire	N;MASC;SG	V;NFIN
earl	earl	earl	earl	N;MASC	PROPN
intelligente	intelligents	intelligente	intelligent	ADJ;SG	ADJ;MASC;PL
intelligente	intelligentes	intelligente	intelligent	ADJ;SG	ADJ;FEM;PL
intelligente	smart	intelligente	smart	ADJ;SG	PROPN
intelligente	futé	intelligente	futé	ADJ;SG	N;MASC;SG
minoranza	minoritaires	minoranza	minoritaire	N;FEM;SG	ADJ;MASC;PL
minoranza	minoritaire	minoranza	minoritaire	N;FEM;SG	ADJ;MASC;SG
navarra	navarre	navarra	navarre	N;FEM;SG	PROPN
navarra	navarre	navarra	navarre	N;FEM;SG	PROPN
abraham	abraham	abraham	abraham	N;MASC;SG	PROPN
meriti	méritent	merito	mériter	N;MASC;PL	V;IND;PL;3;PRS;FIN
meriti	mériter	merito	mériter	N;MASC;PL	V;NFIN
meriti	mérite	merito	mériter	N;MASC;PL	ADJ;MASC;SG
meriti	mérite	merito	mériter	N;MASC;PL	ADJ;MASC;SG
michail	mikhail	michail	mikhail	N;MASC;SG	PROPN
michail	mikhaïl	michail	mikhaïl	N;MASC;SG	PROPN
michelle	michèle	michella	michèle	N;FEM;SG	ADJ;FEM;SG
square	carrées	square	carrée	N;MASC	ADJ;FEM;PL
anversa	anvers	anversare	anvers	N;MASC;SG	PROPN
magica	magie	magico	magie	ADJ;FEM;SG	N;FEM;SG
magica	magic	magico	magic	ADJ;FEM;SG	PROPN
magica	magiques	magico	magique	ADJ;FEM;SG	ADJ;MASC;PL
bompiani	bompiani	bompiano	bompiani	N;MASC;PL	PROPN
significative	significative	significativo	significatif	ADJ;FEM;PL	ADJ;FEM;SG
significative	significatif	significativo	significatif	ADJ;FEM;PL	ADJ;MASC;SG
bacio	baisers	bacio	baiser	N;MASC;SG	N;MASC;PL
bacio	embrasser	bacio	embrasser	N;MASC;SG	V;NFIN
bacio	baiser	bacio	baiser	N;MASC;SG	V;NFIN
bacio	kiss	bacio	kiss	N;MASC;SG	PROPN
spara	shoot	sparare	shoot	V;IND;SG;3;PRS;FIN	N;MASC;SG
spara	tirez	sparare	tirer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
spara	pousses	sparare	pousse	V;IND;SG;3;PRS;FIN	N;FEM;PL
elisa	eliza	elisa	eliza	N;FEM;SG	PROPN
elisa	elisa	elisa	elisa	N;FEM;SG	PROPN
rispose	répondait	rispondere	répondre	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
supergigante	supergéante	supergigante	supergéant	N;MASC;SG	ADJ;FEM;SG
sensibile	sensibles	sensibile	sensible	ADJ;SG	ADJ;MASC;PL
generico	génériques	generico	générique	N;MASC;SG	ADJ;MASC;PL
generico	générique	generico	générique	N;MASC;SG	ADJ;MASC;SG
guarnigione	garrison	guarnigione	garrison	N;FEM;SG	PROPN
coll	coll	coll	coll	N	PROPN
spade	épée	spada	épée	N;FEM;PL	N;FEM;SG
spade	spade	spada	spade	N;FEM;PL	PROPN
senna	senna	senno	senner	N;FEM;SG	PROPN
oliva	olives	oliva	olive	N;FEM;SG	N;FEM;PL
oliva	oliva	oliva	oliva	N;FEM;SG	PROPN
orsini	orsini	orsino	orsini	N;MASC;PL	PROPN
innocenzo	innocents	innocenzo	innocent	N;MASC;SG	N;MASC;PL
innocenzo	innocentes	innocenzo	innocent	N;MASC;SG	ADJ;FEM;PL
innocenzo	innocente	innocenzo	innocent	N;MASC;SG	ADJ;FEM;SG
innocenzo	innocent	innocenzo	innocent	N;MASC;SG	ADJ;MASC;SG
ramírez	ramírez	ramírez	ramíre	N;FEM;SG	PROPN
ramírez	ramírez	ramírez	ramíre	N;FEM;SG	PROPN
ramírez	ramirez	ramírez	ramire	N;FEM;SG	PROPN
medievali	médiévale	medievale	médiéval	ADJ;PL	ADJ;FEM;SG
medievali	médiéval	medievale	médiéval	ADJ;PL	ADJ;MASC;SG
diamond	diamond	diamond	diamond	N;MASC;SG	PROPN
diamond	diamants	diamond	diamant	N;MASC;SG	N;MASC;PL
chang	chang	chang	chang	N;MASC;SG	PROPN
miniera	miens	miniera	mien	N;FEM;SG	PRO;MASC;PL
umanista	humaniste	umanista	humaniste	N;SG	ADJ;MASC;SG
umanista	humaniste	umanista	humaniste	N;SG	ADJ;MASC;SG
umanista	humanistes	umanista	humaniste	N;SG	ADJ;MASC;PL
onorario	honorifiques	onorario	honorifique	ADJ;MASC;SG	ADJ;MASC;PL
trovate	trouvez	trovare	trouver	V;IND;PL;2;PRS;FIN	V;IMP;PL;2;PRS;FIN
