nasr	nasr	nasr	nasr	PROPN	
federală	federalny	federal	federalny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
federală	federalnej	federal	federalny	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
federală	federalne	federal	federalny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
federală	federalna	federal	federalny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
pont	pont	pont	pont	N;INDF;MASC;SG	
pont	tip	pont	tip	N;INDF;MASC;SG	
înlocuirea	zastąpienie	înlocuire	zastąpienie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
înlocuirea	wymiana	înlocuire	wymianać	N;DEF;FEM;SG	N;NOM;FEM;SG
înlocuirea	zastąpienia	înlocuire	zastąpić	N;DEF;FEM;SG	N;NOM;NEUT;SG
înlocuirea	zastępstwo	înlocuire	zastępstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
înlocuirea	zastąpienie	înlocuire	zastąpienie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
apple	apple	appla	appo	N;INDF	
dame	warcaby	damă	warcab	N;INDF;FEM;PL	
dame	dame	damă	dam	N;INDF;FEM;PL	
château	château	châti	châtea	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
adăugarea	dodawanie	adăugare	dodawać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
adăugarea	dodanie	adăugare	dodanie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
adăugarea	dodawanie	adăugare	dodawać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
adăugarea	dodanie	adăugare	dodanie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
bois	bois	bois	bois	PROPN	
formularul	postać	formular	postać	N;DEF;MASC;SG	N;NOM;FEM;SG
formularul	forma	formular	forma	N;DEF;MASC;SG	N;NOM;FEM;SG
formularul	formularz	formular	formularz	N;DEF;MASC;SG	N;ACC;MASC;SG
formularul	formy	formular	forma	N;DEF;MASC;SG	N;ACC;FEM;PL
formularul	formularza	formular	formularz	N;DEF;MASC;SG	N;GEN;MASC;SG
grupate	zgrupowane	grupat	zgrupować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
crimă	morderstwa	crimă	morderstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
crimă	zabójstwo	crimă	zabójstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
crimă	morderstwo	crimă	morderstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
crimă	przestępstwo	crimă	przestępstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
crimă	przestępczość	crimă	przestępczość	N;INDF;FEM;SG	N;NOM;FEM;SG
crimă	przestępstwa	crimă	przestępstwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
crimă	zbrodnie	crimă	zbrodnie	N;INDF;FEM;SG	N;NOM;FEM;SG
crimă	zbrodni	crimă	zbrodnia	N;INDF;FEM;SG	
crimă	zbrodnia	crimă	zbrodnia	N;INDF;FEM;SG	N;NOM;FEM;SG
gotic	gothic	gotic	gothic	N;INDF;MASC;SG	
roz	różowa	roz	różowy		ADJ;NOM;FEM;SG
roz	różowe	roz	różowy		ADJ;NOM;NEUT;SG
roz	różowo	roz	różowo		ADV
ahmed	ahmed	ahmed	ahmed	PROPN	PROPN;NOM;MASC;SG
latine	łacińskiej	latin	łaciński	ADJ;INDF;FEM;PL	ADJ;GEN;FEM;SG
frunzele	li	frunză	lić	N;DEF;FEM;PL	PROPN;NOM;MASC;SG
frunzele	liście	frunză	liść	N;DEF;FEM;PL	
exprima	ekspres	exprima	ekspres	V;IND;SG;3;IPFV;FIN	
exprima	express	exprima	express	V;IND;SG;3;IPFV;FIN	
exprima	ekspresowe	exprima	ekspresowy	V;IND;SG;3;IPFV;FIN	
moscovei	moskwy	moscovă	moskwy	PROPN;DEF;FEM;SG	PROPN;GEN;FEM;SG
moscovei	moskwie	moscovă	moskwa	PROPN;DEF;FEM;SG	PROPN;DAT;FEM;SG
moscovei	moskwa	moscovă	moskwa	PROPN;DEF;FEM;SG	PROPN;NOM;MASC;SG
kashmir	kaszmir	kashmir	kaszmir	PROPN	
belgian	belgijski	belgian	belgijski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
belgian	belgijskie	belgian	belgijski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
wikimapia	wikimapia	wikimapia	wikimapia	PROPN	N;ACC;MASC;SG
orange	pomarańczowy	orange	pomarańczowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
orange	orange	orange	oranga	N;INDF;MASC;SG	
orange	pomarańczowe	orange	pomarańczowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
orange	pomarańczowa	orange	pomarańczowy	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
pierderile	strat	pierdere	strata	N;DEF;FEM;PL	
pierderile	straty	pierdere	strata	N;DEF;FEM;PL	N;NOM;FEM;PL
naviga	żagiel	naviga	żagiel	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
naviga	żagle	naviga	żagl	V;IND;SG;3;IPFV;FIN	
includerea	włączenie	includere	włączyć	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
includerea	integracja	includere	integracja	N;DEF;FEM;SG	N;NOM;FEM;SG
includerea	włączenia	includere	włączyć	N;DEF;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
simona	simona	simona	simon	N;DEF;FEM;SG	
joachim	joachim	joachim	joachić	PROPN	PROPN;NOM;MASC;SG
formal	formalne	formal	formalny	ADV	ADJ;NOM;NEUT;SG
formal	formalny	formal	formalny	ADV	ADJ;NOM;MASC;SG
austin	austin	austin	austin	PROPN	PROPN;NOM;MASC;SG
filozofia	filozofia	filozofie	filozofia	N;DEF;FEM;SG	N;NOM;FEM;SG
filozofia	filozofii	filozofie	filozofia	N;DEF;FEM;SG	N;GEN;FEM;SG
aedes	aedes	aedes	aedes	PROPN	
implicarea	zaangażowanie	implicare	zaangażowanie	N;DEF;FEM;SG	N;NOM;NEUT;SG
implicarea	udział	implicare	udział	N;DEF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
explica	wyjaśnij	explica	wyjaśnić	V;IND;SG;3;IPFV;FIN	V;PFV;IMP;SG;2;FIN;ACT
wall	ściany	wall	ściana	PROPN	N;ACC;FEM;PL
wall	ściana	wall	ściana	PROPN	N;NOM;FEM;SG
wall	mur	wall	mur	PROPN	N;NOM;MASC;SG
wall	mury	wall	mur	PROPN	N;NOM;MASC;PL
wall	ścianie	wall	ściana	PROPN	N;DAT;FEM;SG
wall	tablica	wall	tablica	PROPN	N;NOM;FEM;SG
harald	harald	harald	harald	PROPN	PROPN;NOM;MASC;SG
autonome	autonomiczne	autonom	autonomiczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
autonome	autonomiczny	autonom	autonomiczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
village	wiosce	villag	wioska	PROPN	N;DAT;FEM;SG
village	wioska	villag	wioska	PROPN	N;NOM;FEM;SG
village	village	villag	village	PROPN	N;NOM;MASC;SG
village	wioski	villag	wioska	PROPN	N;ACC;FEM;SG
village	wieś	villag	wieś	PROPN	N;NOM;FEM;SG
intensă	intensywny	intens	intensywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
intensă	intensywna	intens	intensywny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
intensă	intensywne	intens	intensywny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
intensă	intensywnie	intens	intensywnie	ADJ;INDF;FEM;SG	ADV
mutată	przeniesiony	muta	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mutată	przeniesiona	muta	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
mutată	przeniesione	muta	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mutată	przeniesiono	muta	przenieść	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
strâmtoarea	cieśnina	strâmtoare	cieśniny	N;DEF;FEM;SG	N;NOM;FEM;SG
refugiat	uchodźców	refugiat	uchodźca	ADJ;INDF;MASC;SG	N;ACC;MASC;PL
refugiat	uchodźcy	refugiat	uchodźk	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
ungară	węgierskiej	unga	węgierski	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
ungară	węgierskie	unga	węgierski	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ungară	węgierski	unga	węgierski	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
ungară	węgier	unga	węgier	ADJ;INDF;FEM;SG	
ungară	węgierska	unga	węgierski	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
scăzută	niska	scăzut	niska	ADJ;INDF;FEM;SG	
scăzută	niskie	scăzut	niski	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
scăzută	niski	scăzut	niski	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
scăzută	low	scăzut	low	ADJ;INDF;FEM;SG	
scăzută	nisko	scăzut	nisko	ADJ;INDF;FEM;SG	ADV
ofensivă	obraźliwe	ofensiv	obraźliwy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
intervenție	interwencja	intervenție	interwencja	N;INDF;FEM;SG	N;NOM;FEM;SG
intervenție	interwencji	intervenție	interwencja	N;INDF;FEM;SG	N;DAT;FEM;SG
intervenție	interwencje	intervenție	interwencja	N;INDF;FEM;SG	N;NOM;FEM;PL
galilor	galowie	gal	galowo	N;DEF;MASC;PL	
fenomene	fenomen	fenomen	fenomen	N;INDF;FEM;PL	N;NOM;MASC;SG
fenomene	zjawisko	fenomen	zjawisko	N;INDF;FEM;PL	N;NOM;NEUT;SG
austrieci	austrii	austriac	austria	N;INDF;MASC;PL	PROPN;GEN;FEM;SG
austrieci	austriackie	austriac	austriacki	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
cânta	sing	cânta	singa	V;IND;SG;3;IPFV;FIN	
cânta	śpiewaj	cânta	śpiewać	V;IND;SG;3;IPFV;FIN	V;IPFV;IMP;SG;2;FIN;ACT
grija	troska	grijă	troski	N;DEF;FEM;SG	N;NOM;FEM;SG
grija	troskę	grijă	troska	N;DEF;FEM;SG	N;ACC;FEM;SG
grija	opieki	grijă	opieka	N;DEF;FEM;SG	
grija	opieka	grijă	opieka	N;DEF;FEM;SG	
corul	chóru	cor	chór	N;DEF;MASC;SG	
corul	chór	cor	chór	N;DEF;MASC;SG	N;NOM;MASC;SG
corul	chór	cor	chór	N;DEF;MASC;SG	N;NOM;MASC;SG
corul	chóru	cor	chór	N;DEF;MASC;SG	
modelele	wzory	model	wzór	N;DEF;FEM;PL	N;NOM;MASC;PL
modelele	modeli	model	model	N;DEF;FEM;PL	N;GEN;MASC;PL
modelele	modelki	model	modelka	N;DEF;FEM;PL	N;ACC;FEM;SG
modelele	modele	model	model	N;DEF;FEM;PL	N;NOM;MASC;PL
reich	rzeszy	reich	rzeszyć	N;INDF;MASC;SG	
józsef	józsef	józsef	józsef	PROPN	PROPN;NOM;MASC;SG
agricol	rolnych	agricol	rolny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
agricol	rolnictwo	agricol	rolnictwo	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
originile	początki	origine	początek	N;DEF;FEM;PL	N;NOM;MASC;PL
originile	pochodzenie	origine	pochodzenie	N;DEF;FEM;PL	N;NOM;NEUT;SG
khan	chan	khan	chan	PROPN	PROPN;NOM;MASC;SG
khan	khan	khan	khana	PROPN	PROPN;NOM;MASC;SG
mutarea	przenoszenie	mutare	przenosić	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
mutarea	przeprowadzka	mutare	przeprowadzka	N;DEF;FEM;SG	N;NOM;FEM;SG
mutarea	przeprowadzki	mutare	przeprowadzki	N;DEF;FEM;SG	N;NOM;FEM;PL
moscheea	meczetu	moschee	meczet	N;DEF;FEM;SG	N;GEN;MASC;SG
moscheea	meczet	moschee	meczet	N;DEF;FEM;SG	N;NOM;MASC;SG
lățimea	szerokość	lățime	szerokość	N;DEF;FEM;SG	N;NOM;FEM;SG
lățimea	szerokości	lățime	szerokość	N;DEF;FEM;SG	N;GEN;FEM;SG
cooper	cooper	cooper	cooper	N;INDF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
preah	preah	preah	preah	N;INDF;MASC;SG	
invazie	inwazja	invazie	inwazja	N;INDF;FEM;SG	N;NOM;FEM;SG
invazie	inwazji	invazie	inwazja	N;INDF;FEM;SG	N;GEN;FEM;SG
ehf	ehf	ehf	ehf	N	
brabant	brabant	brabant	brabant	N;INDF;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
dealuri	wzgórza	deal	wzgórzać	N;INDF;FEM;PL	N;NOM;NEUT;SG
dealuri	hills	deal	hills	N;INDF;FEM;PL	
danny	danny	danny	danny	PROPN	N;NOM;MASC;SG
determinată	zdecydowana	determinat	zdecydowany	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
determinată	ustalona	determinat	ustalić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
determinată	ustalone	determinat	ustalić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
determinată	zdeterminowany	determinat	zdeterminować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
determinată	określone	determinat	określony	ADJ;INDF;FEM;SG	
determinată	zdeterminowana	determinat	zdeterminować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
tag	znacznik	tag	znacznik		N;NOM;MASC;SG
tag	oznacz	tag	oznaczyć		V;PFV;IMP;SG;2;FIN;ACT
perete	ściany	perete	ściana	N;INDF;MASC;SG	N;ACC;FEM;PL
perete	mury	perete	mur	N;INDF;MASC;SG	N;NOM;MASC;PL
nicholas	nicholas	nicholas	nicholas	PROPN	PROPN;NOM;MASC;SG
nicholas	mikołaj	nicholas	mikołaj	PROPN	N;NOM;MASC;SG
ixodes	ixodes	ixodes	ixodes	N;INDF;MASC;SG	
istoricii	historycy	istoric	historyk	N;DEF;MASC;PL	N;NOM;MASC;PL
străină	zagraniczny	străin	zagraniczny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
străină	zagranicznych	străin	zagraniczny	N;INDF;FEM;SG	ADJ;GEN;MASC;PL
străină	obce	străin	obcy	N;INDF;FEM;SG	
străină	zagraniczna	străin	zagraniczny	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
străină	zagraniczne	străin	zagraniczny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
iubit	kochał	iubit	kochać	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
iubit	chłopaku	iubit	chłopak	ADJ;INDF;MASC;SG	N;VOC;MASC;SG
iubit	chłopak	iubit	chłopak	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
iubit	chłopaka	iubit	chłopak	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
entitate	jednostka	entitate	jednostka	N;INDF;FEM;SG	N;NOM;FEM;SG
entitate	podmiot	entitate	podmiot	N;INDF;FEM;SG	N;NOM;MASC;SG
entitate	istota	entitate	istota	N;INDF;FEM;SG	N;NOM;FEM;SG
platină	platyny	platină	platyna	N;INDF;FEM;SG	
continental	continental	continental	continental	ADV	
continental	kontynentalne	continental	kontynentalny	ADV	ADJ;NOM;NEUT;SG
caesar	cezara	caesar	cezar	N;INDF;MASC;SG	
caesar	cezar	caesar	cezar	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
pierdute	zagubiona	pierdut	zagubić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
pierdute	zagubiony	pierdut	zagubić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pierdute	stracił	pierdut	stracić	ADJ;INDF;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
pierdute	stracone	pierdut	stracić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pierdute	utracone	pierdut	utracić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
perioadele	okresy	perioadă	okres	N;DEF;FEM;PL	N;NOM;MASC;PL
perioadele	okresów	perioadă	okres	N;DEF;FEM;PL	N;GEN;MASC;PL
bianco	bianco	bianco	bianco	N;INDF;MASC;SG	
clare	clare	clar	clary	ADJ;INDF;FEM;PL	
clare	klara	clar	klara	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
moștenit	odziedziczył	moștenit	odziedziczyć	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
curentului	prąd	curent	prąd	N;DEF;MASC;SG	N;NOM;MASC;SG
curentului	bieżące	curent	bieżący	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
curentului	aktualne	curent	aktualny	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
curentului	bieżący	curent	bieżący	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
curentului	aktualny	curent	aktualny	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
destinație	przeznaczenie	destinație	przeznaczenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
sunetul	dźwięki	sunet	dźwięk	N;DEF;MASC;SG	N;NOM;MASC;PL
sunetul	sound	sunet	sounda	N;DEF;MASC;SG	
sunetul	dźwięk	sunet	dźwięk	N;DEF;MASC;SG	N;ACC;MASC;SG
xbox	xbox	xbox	xbox	N;INDF;MASC;SG	
inca	nadal	inca	nadal		ADV
inca	wciąż	inca	wciąż		ADV
inca	jeszcze	inca	jeszcze		PART
gama	gamma	gamă	gamma	N;DEF;FEM;SG	
baby	dziecko	baby	dziecko		N;NOM;NEUT;SG
baby	kochanie	baby	kochanie		N;NOM;NEUT;SG
evaluarea	wycena	evaluare	wycenać	N;DEF;FEM;SG	N;NOM;FEM;SG
evaluarea	wyceny	evaluare	wycen	N;DEF;FEM;SG	
evaluarea	ocena	evaluare	ocenać	N;DEF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
evaluarea	ocena	evaluare	ocenać	N;DEF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
evaluarea	oceny	evaluare	ocena	N;DEF;FEM;SG	
raportat	zgłoszono	raporta	zgłosić	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
raportat	zgłosił	raporta	zgłosić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
râurilor	rzek	râu	rzeka	N;DEF;FEM;PL	
râurilor	rzeki	râu	rzeka	N;DEF;FEM;PL	
râurilor	rivers	râu	rivers	N;DEF;FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
paula	pauli	paulă	paula	N;DEF;FEM;SG	
paula	paula	paulă	paula	N;DEF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
conferință	konferencje	conferință	konferencja	N;INDF;FEM;SG	N;NOM;FEM;PL
conferință	konferencję	conferință	konferencja	N;INDF;FEM;SG	N;ACC;FEM;SG
conferință	konferencja	conferință	konferencja	N;INDF;FEM;SG	N;NOM;FEM;SG
conferință	konferencji	conferință	konferencja	N;INDF;FEM;SG	N;GEN;FEM;SG
legală	legalnie	legal	legalnie	ADJ;INDF;FEM;SG	ADV
legală	prawny	legal	prawny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
legală	prawne	legal	prawny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
legală	legalne	legal	legalny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
elisabeth	elżbieta	elisabeth	elżbieta	PROPN	PROPN;NOM;FEM;SG
elisabeth	elisabeth	elisabeth	elisabeth	PROPN	N;NOM;FEM;SG
citește	czytaj	citi	czytać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
citește	przeczytaj	citi	przeczytać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
variate	zróżnicowane	variat	zróżnicować	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
bros	bracia	bros	brat	PROPN	N;NOM;MASC;PL
bros	bros	bros	bros	PROPN	
prăbușit	rozbił	prăbuși	rozbić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
prăbușit	upadł	prăbuși	upaść	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
clasificate	sklasyfikowane	clasificat	sklasyfikować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
clasificate	tajne	clasificat	tajny	ADJ;INDF;FEM;PL	
clasificate	tajna	clasificat	tajny	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
clasificate	tajny	clasificat	tajny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
clasificate	ogłoszenia	clasificat	ogłoszenie	ADJ;INDF;FEM;PL	V;PFV;IND;SG;1;FIN;ACT
pic	fotka	pic	fotka	ADV	N;NOM;FEM;SG
pic	pic	pic	pić	ADV	
administrare	administracja	administrare	administracja	N;INDF;FEM;SG	N;NOM;FEM;SG
administrare	administracji	administrare	administracja	N;INDF;FEM;SG	N;GEN;FEM;SG
administrare	podawanie	administrare	podawać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
cereale	zboża	cereală	zboże	N;INDF;FEM;PL	
cereale	ziarna	cereală	ziarny	N;INDF;FEM;PL	
cereale	ziarno	cereală	ziarno	N;INDF;FEM;PL	
cereale	zboże	cereală	zboże	N;INDF;FEM;PL	N;NOM;NEUT;SG
cereale	zboża	cereală	zboże	N;INDF;FEM;PL	
cereale	zbóż	cereală	zbóż	N;INDF;FEM;PL	
cereale	zboża	cereală	zboże	N;INDF;FEM;PL	
cereale	zbóż	cereală	zbóż	N;INDF;FEM;PL	
warren	warren	warren	warren	PROPN	PROPN;NOM;MASC;SG
parlamentară	parlamentarnej	parlamentar	parlamentarny	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
parlamentară	parlamentarne	parlamentar	parlamentarny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ferenc	ferenc	ferenc	ferenc	PROPN	PROPN;NOM;MASC;SG
stein	stein	stein	steina	N;INDF;MASC;SG	
doo	doo	doo	doo	N;INDF;MASC;SG	
étienne	étienne	étienne	htienny	PROPN	ADJ;NOM;MASC;SG
trafic	korki	trafic	korka	N;INDF;MASC;SG	N;NOM;MASC;PL
baraj	tamy	baraj	tama	N;INDF;MASC;SG	
baraj	zapora	baraj	zaporać	N;INDF;MASC;SG	
baraj	tama	baraj	tama	N;INDF;MASC;SG	
baraj	dam	baraj	dać	N;INDF;MASC;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
islamică	islamskiej	islamic	islamski	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
derivă	drift	deriv	drift	V;IND;SG;3;PST;FIN	
balta	staw	baltă	staw	N;DEF;FEM;SG	N;NOM;MASC;SG
balta	stawu	baltă	staw	N;DEF;FEM;SG	N;GEN;MASC;SG
balta	stawie	baltă	staw	N;DEF;FEM;SG	N;ACC;MASC;SG
balta	kałuża	baltă	kałuż	N;DEF;FEM;SG	N;NOM;FEM;SG
balta	kałuży	baltă	kałuż	N;DEF;FEM;SG	N;GEN;FEM;SG
aires	aires	aires	aires	PROPN	PROPN;NOM;MASC;SG
roberts	roberts	roberts	roberts	PROPN	PROPN;NOM;MASC;SG
amândoi	obydwa	amândoi	obydwa	NUM;MASC;PL	V;IPFV;IND;SG;PST;FIN;ACT
amândoi	oboje	amândoi	obój	NUM;MASC;PL	
amândoi	obie	amândoi	oba	NUM;MASC;PL	NUM;ACC;FEM;PL
amândoi	oba	amândoi	oba	NUM;MASC;PL	
statuie	figura	statuie	figura	N;INDF;FEM;SG	N;NOM;FEM;SG
statuie	pomnik	statuie	pomnik	N;INDF;FEM;SG	N;ACC;MASC;SG
statuie	posąg	statuie	posąg	N;INDF;FEM;SG	N;ACC;MASC;SG
tennessee	tennessee	tennessee	tennesska	PROPN	N;ACC;MASC;SG
toamnă	jesień	toamnă	jesień	N;INDF;FEM;SG	
toamnă	jesieni	toamnă	jesień	N;INDF;FEM;SG	
moștenirea	dziedzictwo	moștenire	dziedzictwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
moștenirea	dziedzictwo	moștenire	dziedzictwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
moștenirea	spadek	moștenire	spadka	N;DEF;FEM;SG	N;NOM;MASC;SG
oslo	oslo	oslo	oslo	PROPN	PROPN;NOM;NEUT;SG
turner	turner	turner	turner	PROPN	
turner	turnera	turner	turner	PROPN	
adăugate	dodany	adăuga	dodać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adăugate	dodano	adăuga	dodać	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
adăugate	dodana	adăuga	dodać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adăugate	dodane	adăuga	dodać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beta	beta	beta	bet	N;INDF;MASC	
aripi	skrzydeł	aripă	skrzydło	N;INDF;FEM;PL	
golf	golf	golf	golf	N;INDF;MASC;SG	
interzisă	zabronione	interzice	zabronić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interzisă	zakazany	interzice	zakazać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interzisă	zakazane	interzice	zakazać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interzisă	niedozwolone	interzice	niedozwolony	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP
interzisă	zabronione	interzice	zabronić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interzisă	zakazany	interzice	zakazać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interzisă	zakazane	interzice	zakazać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
numirea	mianowanie	numire	mianować	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
numirea	spotkanie	numire	spotkanie	N;DEF;FEM;SG	N;NOM;NEUT;SG
contactul	kontakt	contact	kontakt	N;DEF;MASC;SG	N;NOM;MASC;SG
contactul	kontakty	contact	kontakt	N;DEF;MASC;SG	N;NOM;MASC;PL
java	java	javă	java	N;DEF;FEM;SG	
alexandre	alexandre	alexandre	alexandre	PROPN	N;NOM;MASC;SG
siberia	syberii	siberie	syberia	N;DEF;FEM;SG	N;GEN;FEM;SG
inspector	inspektorze	inspector	inspektor	N;INDF;MASC;SG	
