что	какво	что	какъв	PRO;NOM	DET;NEUT;SG
используется	използвани	использовать	използвам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
тысяч	хиляда	тысяча	хиляда	N;INAN;GEN;FEM;PL	NUM;INDF;PL
начало	започнете	начало	започна	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN
начало	начала	начало	начало	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
италии	италия	италия	италия	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
италии	италианска	италия	италиански	N;INAN;NOM;FEM;PL	ADJ;INDF;FEM;SG
италии	италианец	италия	италианец	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
италии	италиански	италия	италиански	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
италии	италианско	италия	италиански	N;INAN;NOM;FEM;PL	ADV
мужчин	мъжки	мужчина	мъжки	N;ANIM;GEN;MASC;PL	ADJ;INDF;PL
мужчин	men	мужчина	men	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
северной	северно	северный	северно	ADJ;INS;FEM;SG	ADV
северной	север	северный	север	ADJ;INS;FEM;SG	N;INDF;MASC;SG
северной	северни	северный	северен	ADJ;INS;FEM;SG	ADJ;INDF;PL
северной	северен	северный	северен	ADJ;INS;FEM;SG	N;INDF;MASC;SG
острова	острова	остров	острова	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
острова	island	остров	islanа	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
острова	остров	остров	остров	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
острова	островът	остров	остров	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
острова	айлънд	остров	айлънд	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
американский	американско	американский	американски	ADJ;NOM;MASC;SG	ADV
американский	американец	американский	американец	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
великобритании	британско	великобритание	британски	N;INAN;NOM;FEM;SG	ADV
великобритании	британци	великобритание	британец	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
великобритании	британска	великобритание	британски	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
великобритании	британски	великобритание	британски	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
оно	оно	оно	оно	PRO;NOM;NEUT;SG;3	PROPN;INDF;MASC;SG
андрей	андрей	андрей	андрей	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
андрей	андрей	андрей	андрей	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
андрей	андрю	андрей	андрю	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
роли	роля	роль	роля	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
роли	рали	роль	рали	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
люди	народ	человек	народ	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
люди	хора	человек	хора	N;ANIM;NOM;MASC;PL	N;INDF
люди	хората	человек	хора	N;ANIM;NOM;MASC;PL	N;DEF
управление	управляващи	управление	управлявам	N;INAN;NOM;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
управление	управляващ	управление	управлявам	N;INAN;NOM;NEUT;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
хорошо	добър	хорошо	добър	ADV	ADJ;INDF;MASC;SG
кладбище	гробища	кладбище	гробище	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
средняя	средно	средний	средно	ADJ;NOM;FEM;SG	ADV
средняя	средни	средний	среден	ADJ;NOM;FEM;SG	ADJ;INDF;PL
средняя	средно	средний	средно	ADJ;NOM;FEM;SG	ADV
российская	руснак	российский	руснак	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
российская	руснаци	российский	руснак	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
российская	руско	российский	руско	ADJ;NOM;FEM;SG	ADV
одно	една	один	един	DET;NOM;NEUT;SG	NUM;INDF;FEM;SG
одно	един	один	един	DET;NOM;NEUT;SG	NUM;INDF;MASC;SG
одно	едно	один	един	DET;NOM;NEUT;SG	NUM;INDF;NEUT;SG
выпускники	завършилите	выпускник	завърша	N;ANIM;NOM;MASC;PL	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT
выпускники	завършили	выпускник	завърша	N;ANIM;NOM;MASC;PL	V;PFV;INDF;PL;PST;V.PTCP;ACT
новые	ню	новый	ню	ADJ;NOM;PL	PROPN;INDF;MASC;SG
новые	ново	новый	нов	ADJ;NOM;PL	ADV
новые	нов	новый	нов	ADJ;NOM;PL	ADJ;INDF;MASC;SG
новые	нова	новый	нов	ADJ;NOM;PL	ADJ;INDF;FEM;SG
основные	основна	основной	основен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
основные	главна	основной	главен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
основные	главен	основной	главен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
основные	основна	основной	основен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
основные	основен	основной	основен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
известные	позната	известный	познат	ADJ;NOM;PL	ADJ;INDF;FEM;SG
известные	познат	известный	познат	ADJ;NOM;PL	N;INDF;MASC;SG
известные	известна	известный	известен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
известные	известен	известный	известен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
южной	южен	южный	южен	ADJ;INS;FEM;SG	N;INDF;MASC;SG
южной	южни	южный	южен	ADJ;INS;FEM;SG	ADJ;INDF;PL
южной	южно	южный	южен	ADJ;INS;FEM;SG	ADV
южной	южен	южный	южен	ADJ;INS;FEM;SG	N;INDF;MASC;SG
южной	юг	южный	юг	ADJ;INS;FEM;SG	N;INDF;MASC;SG
метров	метра	метр	метър	N;INAN;GEN;MASC;PL	N;DEF;MASC;SG
практически	практически	практически	практически	ADV	ADJ;INDF;MASC;SG
корпуса	корпус	корпус	корпус	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
стоит	уърт	стоить	уърт	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
информация	info	информация	info	N;INAN;NOM;FEM;SG	INTJ
большая	голямо	большой	голям	ADJ;NOM;FEM;SG	ADV
большая	големи	большой	голям	ADJ;NOM;FEM;SG	ADJ;INDF;PL
большая	биг	большой	биг	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
большая	голямо	большой	голям	ADJ;NOM;FEM;SG	ADV
большая	големи	большой	голям	ADJ;NOM;FEM;SG	ADJ;INDF;PL
большинство	повечето	большинство	повече	N;INAN;NOM;NEUT;SG	ADV;DEF;PL
большинство	мажоритарен	большинство	мажоритарен	N;INAN;NOM;NEUT;SG	ADJ;INDF;MASC;SG
кино	филмова	кино	филмов	N;INAN;NOM;NEUT;SG	ADJ;INDF;FEM;SG
кино	филми	кино	филм	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
силы	сила	сила	сила	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
движения	трафик	движение	трафик	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
движения	задръстване	движение	задръстване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
роман	римски	роман	римски	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
роман	римска	роман	римски	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
роман	новела	роман	новя-(се)	N;INAN;NOM;MASC;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
дней	дена	день	ден	N;INAN;GEN;MASC;PL	N;DEF;MASC;SG
новых	ню	новый	ню	ADJ;GEN;PL	PROPN;INDF;MASC;SG
новых	ново	новый	нов	ADJ;GEN;PL	ADV
новых	нов	новый	нов	ADJ;GEN;PL	ADJ;INDF;MASC;SG
новых	нова	новый	нов	ADJ;GEN;PL	ADJ;INDF;FEM;SG
клубы	спатия	клуб	спатия	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
джон	джон	джон	джон	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
джон	йоан	джон	йоан	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
процент	проценти	процент	процент	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
новая	ню	новый	ню	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
новая	ново	новый	нов	ADJ;NOM;FEM;SG	ADV
новая	нови	новый	нов	ADJ;NOM;FEM;SG	ADJ;INDF;PL
известен	известни	известный	известен	ADJ;MASC;SG	ADJ;INDF;PL
известен	познат	известный	познат	ADJ;MASC;SG	N;INDF;MASC;SG
мини	мини	мин	мина		N;INDF;FEM;PL
каждый	всички	каждый	всеки	DET;NOM;MASC;SG	PRO;NOM;PL
каждый	всеки	каждый	всеки	DET;NOM;MASC;SG	PRO;NOM;MASC;SG
каждый	всеки	каждый	всеки	DET;NOM;MASC;SG	PRO;NOM;MASC;SG
каждый	всяко	каждый	всеки	DET;NOM;MASC;SG	PRO;NOM;NEUT;SG
каждый	всеки	каждый	всеки	DET;NOM;MASC;SG	PRO;NOM;MASC;SG
герб	хърб	герб	хърб	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
отношения	връзка	отношение	връзка	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
использовать	използване	использовать	използване	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
использовать	употреба	использовать	употреба	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
восточной	източно	восточный	източно	ADJ;INS;FEM;SG	ADV
восточной	източни	восточный	източен	ADJ;INS;FEM;SG	ADJ;INDF;PL
восточной	изток	восточный	изток	ADJ;INS;FEM;SG	N;INDF;MASC;SG
восточной	източен	восточный	източа-(се)	ADJ;INS;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
видов	вид	вид	вид	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
удалось	управлявано	удаться	управлявам	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
удалось	управлявани	удаться	управлявам	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IPFV;INDF;PL;V.PTCP;PASS
удалось	управляван	удаться	управлявам	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
западной	западни	западный	западен	ADJ;INS;FEM;SG	ADJ;INDF;PL
западной	западен	западный	западя-(се)	ADJ;INS;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
западной	западните	западный	западен	ADJ;INS;FEM;SG	ADJ;DEF;PL
западной	уестърн	западный	уестърн	ADJ;INS;FEM;SG	N;INDF;MASC;SG
западной	western	западный	western	ADJ;INS;FEM;SG	N;INDF;MASC;SG
всем	всички	все	всеки	PRO;ANIM;DAT;PL	PRO;NOM;PL
всем	всичко	все	всеки	PRO;ANIM;DAT;PL	PRO;NOM;NEUT;SG
всем	всички	все	всеки	PRO;ANIM;DAT;PL	PRO;NOM;PL
всем	всеки	все	всеки	PRO;ANIM;DAT;PL	PRO;NOM;MASC;SG
фон	фон	фон	фон	PART	N;INDF;MASC;SG
фон	контекст	фон	контекст	PART	N;INDF;MASC;SG
последний	последно	последний	последно	ADJ;NOM;MASC;SG	ADV
последний	последни	последний	последен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
партия	party	партия	party	N;INAN;NOM;FEM;SG	ADJ
страницы	страница	страница	страница	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
страницы	страницата	страница	страница	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
страницы	page	страница	page	N;INAN;NOM;FEM;PL	INTJ
спасибо	мерси	спасибо	мерся	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN
спасибо	благодаря	спасибо	благодаря	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
включает	включват	включать	включвам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
дмитрий	дмитрий	дмитрий	дмитрий	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
дмитрий	дмитрий	дмитрий	дмитрий	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
дмитрий	дмитрий	дмитрий	дмитрий	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
моря	море	море	море	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
моря	морето	море	море	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
николаевич	николаевич	николаевич	николаевич	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
русские	руснак	русский	руснак	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
русские	руски	русский	руски	N;ANIM;NOM;MASC;PL	ADJ;INDF;MASC;SG
русские	руска	русский	руски	N;ANIM;NOM;MASC;PL	ADJ;INDF;FEM;SG
русские	руско	русский	руско	N;ANIM;NOM;MASC;PL	ADV
александрович	александрович	александрович	александрович	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
виктор	виктор	виктор	виктор	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
виктор	виктор	виктор	виктор	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
работа	работи	работа	работя	N;INAN;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN
работа	работещ	работа	работя	N;INAN;NOM;FEM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
работа	работен	работа	работен	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
работа	работим	работа	работя	N;INAN;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
японии	японско	япония	японски	N;INAN;NOM;FEM;SG	ADV
японии	японска	япония	японски	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
японии	японци	япония	японец	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
японии	японски	япония	японски	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
серия	серии	серия	серия	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
испании	испания	испания	испания	N;INAN;NOM;NEUT;SG	PROPN;INDF;FEM;SG
завод	растителна	завод	растителен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
штат	държавно	штат	държавен	N;INAN;NOM;MASC;SG	ADV
проблемы	проблем	проблема	проблем	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
юрий	юри	юрий	юри	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
юрий	юрий	юрий	юрий	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
ниже	долу	низкий	долу	ADJ;CMPR	ADV
ниже	отдолу	низкий	отдолу	ADJ;CMPR	ADV
ниже	долна	низкий	долен	ADJ;CMPR	ADJ;INDF;FEM;SG
ниже	долен	низкий	долен	ADJ;CMPR	ADJ;INDF;MASC;SG
найти	намиране	найти	намиране	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
вклад	входяща	вклад	входящ	N;INAN;NOM;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
вклад	вноски	вклад	вноска	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
вклад	вноски	вклад	вноска	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
друг	приятелю	друг	приятел	N;ANIM;NOM;MASC;SG	INTJ
вернулся	върнато	вернуться	върна-(се)	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
вернулся	върнати	вернуться	върна-(се)	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;INDF;PL;V.PTCP;PASS
вернулся	върната	вернуться	върна-(се)	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
заслуженный	почетен	заслуженный	почетен	ADJ;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
рок	rock	рок	rock	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
рок	скали	рок	скала	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
мой	моите	мой	мой	DET;NOM;MASC;SG	DET;DEF;PL;1
производства	продукция	производство	продукция	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
производства	производство	производство	производство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сначала	първи	сначала	първи	ADV	ADJ;INDF;MASC;SG
решения	разтвори	решение	разтворя-(се)	N;INAN;NOM;NEUT;PL	V;PFV;IND;SG;3;PST;FIN;ACT
мать	майко	мать	майка	N;ANIM;NOM;FEM;SG	INTJ
старший	елдър	старший	елдър	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
старший	старейшина	старший	старейшина	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
значения	пояснение	значение	пояснение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
женщины	женските	женщина	женски	N;ANIM;NOM;FEM;PL	ADJ;DEF;PL
женщины	женски	женщина	женски	N;ANIM;NOM;FEM;PL	ADJ;INDF;MASC;SG
женщины	женско	женщина	женски	N;ANIM;NOM;FEM;PL	ADV
женщины	жена	женщина	жена	N;ANIM;NOM;FEM;PL	N;INDF;FEM;SG
