категория	kategorii	категория	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
центр	centrum	центр	centrum	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
центр	centre	центр	centry	N;INAN;NOM;MASC;SG	
округ	hrabstwa	округ	hrabstwo	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
округ	powiat	округ	powiat	N;INAN;NOM;MASC;SG	
округ	dzielnicy	округ	dzielnica	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
округ	powiat	округ	powiat	N;INAN;NOM;MASC;SG	
жизни	zycie	жизнь	zyt	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;1;FIN;ACT
жизни	life	жизнь	lifa	N;INAN;NOM;FEM;PL	
жизни	życia	жизнь	życie	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
жизни	dożywocie	жизнь	dożywocie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
жизни	życie	жизнь	życie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
жизни	mieszka	жизнь	mieszkać	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
жизни	żyje	жизнь	żyć	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
генерал	ogólny	генерал	ogólny	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
генерал	ogólnie	генерал	ogólnie	N;ANIM;NOM;MASC;SG	ADV
генерал	ogólna	генерал	ogólny	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
генерал	ogólne	генерал	ogólny	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
родился	urodzony	рождаться	urodzić	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
родился	urodzona	рождаться	urodzić	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
родился	urodzone	рождаться	urodzić	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
союза	union	союз	union	N;INAN;GEN;MASC;SG	
союза	związek	союз	związek	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
союза	unia	союз	unia	N;INAN;GEN;MASC;SG	
союза	unii	союз	unia	N;INAN;GEN;MASC;SG	
кто	kogo	кто	kto	PRO;NOM	PRO;ACC;MASC;SG
кто	who	кто	who	PRO;NOM	
связи	linków	связь	link	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
связи	łącza	связь	łączyć	N;INAN;NOM;FEM;PL	
связи	odnośniki	связь	odnośnik	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
связи	łączności	связь	łączność	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
связи	komunikacja	связь	komunikacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
связи	komunikacji	связь	komunikacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
связи	łączność	связь	łączność	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
день	dnia	день	dzień	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
день	dzien	день	dzien	N;INAN;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
именно	dokładnie	именно	dokładnie	PART	ADV
именно	dokladnie	именно	dokladnie	PART	
община	społeczności	община	społeczność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
община	wspólnoty	община	wspólnota	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
округа	dzielnice	округ	dzielnica	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
округа	okręgi	округ	okręga	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
округа	okręgów	округ	okręg	N;INAN;GEN;MASC;SG	N;GEN;MASC;PL
округа	okręgi	округ	okręga	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
округа	hrabstwa	округ	hrabstwo	N;INAN;GEN;MASC;SG	N;ACC;NEUT;SG
франции	francji	франция	francja	N;INAN;NOM;FEM;PL	PROPN;GEN;FEM;SG
франции	francja	франция	francja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
франции	france	франция	franka	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
группа	grupie	группа	grupa	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
группа	grupy	группа	grupa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
игры	gier	игра	gier	N;INAN;NOM;FEM;PL	
игры	gry	игра	gra	N;INAN;NOM;FEM;PL	
цифровой	cyfrowy	цифровой	cyfrowy	ADJ;NOM;MASC;SG	N;ACC;MASC;SG
цифровой	cyfrowa	цифровой	cyfrowy	ADJ;NOM;MASC;SG	
цифровой	digital	цифровой	digital	ADJ;NOM;MASC;SG	
санкт	sankt	санкт	sankt	N;INAN;NOM;MASC;SG	
ширина	szerokości	ширина	szerokość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
регион	regionie	регион	region	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
регион	regiony	регион	regić	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
регион	regionu	регион	regić	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
конце	koniec	конец	koniec	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
конце	end	конец	end	N;INAN;ESS;MASC;SG	
отечественной	patriotyczne	отечественный	patriotyczny	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
вот	tutaj	вот	tutaj	PART	ADV
работал	zadziałało	работать	zadziałać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
церкви	kościoły	церковь	kościół	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
церкви	kościoła	церковь	kościół	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
церкви	church	церковь	chury	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	
клуб	klubie	клуб	klub	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
ввп	pkb	ввп	pkb	N;INAN;NOM;MASC;SG	
больше	more	больше	more	ADV;CMPR	
федерации	federacji	федерация	federacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
федерации	federacja	федерация	federacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
наиболее	większość	наиболее	większość	ADV	N;NOM;FEM;SG
наиболее	najczęściej	наиболее	często	ADV	ADV;RL
наиболее	większości	наиболее	większość	ADV	N;GEN;FEM;SG
наиболее	najbardziej	наиболее	bardzo	ADV	ADV;RL
изображения	obrazów	изображение	obraz	N;INAN;NOM;NEUT;PL	N;GEN;MASC;PL
изображения	obrazek	изображение	obrazek	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
изображения	obraz	изображение	obraz	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
изображения	wizerunek	изображение	wizerunek	N;INAN;NOM;NEUT;PL	N;ACC;MASC;SG
степени	stopni	степень	stopień	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
степени	stopień	степень	stopień	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
северо	northwestern	северо	northwesterny	ADV	
изображение	wizerunek	изображение	wizerunek	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
награды	wyróżnieniem	награда	wyróżnienie	N;INAN;NOM;FEM;PL	N;INS;NEUT;SG
награды	nagród	награда	nagroda	N;INAN;NOM;FEM;PL	
награды	nagród	награда	nagroda	N;INAN;NOM;FEM;PL	
ранее	wcześniej	ранее	wcześnie	ADV	ADV;CMPR
ранее	wczesniej	ранее	wczesnie	ADV	V;PFV;IND;SG;3;NFIN;ACT
ранее	wcześniejszy	ранее	wczesny	ADV	ADJ;NOM;CMPR;MASC;SG
ранее	wcześniej	ранее	wcześnie	ADV	ADV;CMPR
ранее	wcześniejsza	ранее	wczesny	ADV	ADJ;NOM;CMPR;FEM;SG
ранее	wcześniejsze	ранее	wczesny	ADV	ADJ;NOM;CMPR;NEUT;SG
ранее	dawniej	ранее	dawno	ADV	ADV;CMPR
википедия	wikipedia	википедия	wikipediać	N;INAN;NOM;FEM;SG	
перед	zanim	перед	zanim	ADP	CONJ
перед	wcześniej	перед	wcześnie	ADP	ADV;CMPR
германии	niemiecka	германия	niemiecki	N;INAN;ESS;NEUT;SG	ADJ;NOM;FEM;SG
германии	niemcy	германия	niemiec	N;INAN;ESS;NEUT;SG	PROPN;NOM;MASC;PL
германии	niemieckim	германия	niemiecki	N;INAN;ESS;NEUT;SG	ADJ;INS;MASC;SG
германии	niemieckie	германия	niemiecki	N;INAN;ESS;NEUT;SG	ADJ;NOM;NEUT;SG
германии	niemiecki	германия	niemiecki	N;INAN;ESS;NEUT;SG	ADJ;NOM;MASC;SG
германии	niemcami	германия	niemiec	N;INAN;ESS;NEUT;SG	N;INS;MASC;PL
германии	niemcy	германия	niemiec	N;INAN;ESS;NEUT;SG	PROPN;NOM;MASC;PL
владимир	vladimír	владимир	vladimír	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
владимир	vladimir	владимир	vladimir	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
москва	moskwy	москва	moskwy	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
москва	moskwie	москва	moskwa	N;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG
москва	moskwa	москва	moskwa	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
стороны	imprezy	сторона	impreza	N;INAN;NOM;FEM;PL	
стороны	przyjęcia	сторона	przyjęcie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
совет	council	совет	council	N;INAN;NOM;MASC;SG	
совет	rady	совет	rada	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
совет	radzie	совет	rada	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
академии	academy	академия	academ	N;INAN;NOM;FEM;PL	
академии	akademia	академия	akademia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
академии	akademii	академия	akademia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
две	dwie	два	dwa	NUM;NOM;FEM	NUM;ACC;FEM;PL
две	dwóch	два	dwa	NUM;NOM;FEM	NUM;ACC;MASC;PL
две	dwa	два	dwa	NUM;NOM;FEM	NUM;ACC;MASC;PL
николай	nicolai	николай	nicolaić	N;ANIM;NOM;MASC;SG	
николай	nikołaj	николай	nikołać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
николай	nicholas	николай	nicholas	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
николай	nikołaj	николай	nikołać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
некоторые	niektóre	некоторый	niektóry	DET;NOM;PL	DET;NOM;MASC;SG
некоторые	trochę	некоторый	trochę	DET;NOM;PL	ADV
менее	mniejsza	менее	mały	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
роль	rolę	роль	rola	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
роль	roli	роль	rola	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
роль	role	роль	role	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
дом	domu	дом	dom	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
дом	house	дом	housy	N;INAN;NOM;MASC;SG	
дом	domu	дом	dom	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
высоты	wysokości	высота	wysokość	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
высоты	heights	высота	heights	N;INAN;NOM;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
русский	rosjanin	русский	rosjanin	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
член	członka	член	członek	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
член	członkowskie	член	członkowski	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
член	członkiem	член	członek	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
член	penis	член	penis	N;ANIM;NOM;MASC;SG	
член	penisa	член	penis	N;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
член	dick	член	dick	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
сам	siebie	сам	siebie	ADJ;NOM;MASC;SG	PRO;GEN;REFL
сын	synu	сын	syn	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
общины	społeczności	община	społeczność	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
общины	wspólnot	община	wspólnot	N;INAN;NOM;FEM;PL	
общины	wspólnoty	община	wspólnota	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
общины	gminy	община	gmina	N;INAN;NOM;FEM;PL	
общины	społeczność	община	społeczność	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
общины	społeczności	община	społeczność	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
общины	wspólnoty	община	wspólnota	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
общины	wspólnota	община	wspólnota	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
сельсовет	sielsowiet	сельсовет	sielsowiet	N;INAN;NOM;MASC;SG	
эта	tym	этот	to	DET;NOM;FEM;SG	PRO;INS;NEUT;SG
нужно	potrzebuje	нужный	potrzebować	ADJ;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
нужно	potrzeba	нужный	potrzeba	ADJ;NEUT;SG	V;IND;PRS;FIN
нужно	potrzebuję	нужный	potrzebować	ADJ;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
большой	dużych	большой	duży	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
большой	big	большой	big	ADJ;NOM;MASC;SG	
количество	ilości	количество	ilość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
являются	są	являться	być	V;IPFV;IND;PL;3;PRS;FIN;MID	V;IPFV;IND;PL;3;PRS;FIN;ACT
институт	instytutu	институт	instytut	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
институт	institute	институт	institut	N;INAN;NOM;MASC;SG	
институт	institut	институт	institut	N;INAN;NOM;MASC;SG	
институт	instytucji	институт	instytucja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
институт	instytucje	институт	instytucja	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
компании	towarzystwo	компания	towarzystwo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
компании	kompania	компания	kompania	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
компании	firma	компания	firma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
компании	spółka	компания	spółka	N;INAN;NOM;FEM;PL	
компании	przedsiębiorstwo	компания	przedsiębiorstwo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
компании	spółki	компания	spółka	N;INAN;NOM;FEM;PL	
компании	przedsiębiorstw	компания	przedsiębiorstwo	N;INAN;NOM;FEM;PL	
компании	przedsiębiorstwa	компания	przedsiębiorstwa	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
компании	firm	компания	firma	N;INAN;NOM;FEM;PL	
церковь	kościoła	церковь	kościół	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
церковь	church	церковь	chury	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
советского	sowiecki	советский	sowiecki	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
советского	radziecki	советский	radziecki	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
проект	project	проект	project	N;INAN;NOM;MASC;SG	
много	wielu	много	wiele	ADV	DET;ACC;MASC;PL
много	wiele	много	wiele	ADV	DET;ACC;MASC;PL
много	much	много	much	ADV	
много	wiele	много	wiele	ADV	DET;ACC;MASC;PL
сельский	wiejskich	сельский	wiejski	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
вопрос	pytania	вопрос	pytanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
новый	nowości	новый	nowość	ADJ;NOM;MASC;SG	N;ACC;FEM;PL
новый	nowość	новый	nowość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
новый	nowa	новый	nowy	ADJ;NOM;MASC;SG	
образование	edukacji	образование	edukacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
тоже	tez	тоже	tez	PART	
тоже	too	тоже	too	PART	
момент	chwili	момент	chwila	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
часто	czesto	часто	czesto	ADV	
часто	częste	часто	częsty	ADV	
почти	prawie	почти	prawie	ADV	PART
почти	niemal	почти	niemal	ADV	PART
почти	prawie	почти	prawie	ADV	PART
сокорро	socorro	сокорро	socorro		V;IPFV;IND;SG;PRS;FIN;ACT
партии	imprezy	партия	impreza	N;INAN;NOM;FEM;PL	
партии	przyjęcia	партия	przyjęcie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
глава	rozdział	глава	rozdziać	N;ANIM;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
настоящее	teraźniejszość	настоящий	teraźniejszość	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
настоящее	obecni	настоящий	obecny	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
настоящее	prezent	настоящий	prezent	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
стали	stal	стать	stal	V;PFV;IND;PL;PST;FIN;ACT	
стали	stalowe	стать	stalowy	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;NEUT;SG
стали	stali	стать	stać	V;PFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;IND;PL;PST;FIN;ACT
организации	organizacja	организация	organizacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
организации	organizacji	организация	organizacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
организации	organizacji	организация	organizacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
империи	imperia	империя	imperia	N;INAN;NOM;FEM;PL	
империи	imperium	империя	imperium	N;INAN;NOM;FEM;PL	
империи	empire	империя	empir	N;INAN;NOM;FEM;PL	
река	rzeki	река	rzeka	N;INAN;NOM;FEM;SG	
река	river	река	river	N;INAN;NOM;FEM;SG	
участников	uczestników	участник	uczestnik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
участников	uczestnikom	участник	uczestnik	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
участников	uczestnicy	участник	uczestnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
альбом	albumu	альбый	album	N;INAN;NOM;MASC;SG	
одна	samotnie	один	samotnie	DET;NOM;FEM;SG	ADV
одна	sama	один	sam	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG
одна	sam	один	sam	DET;NOM;FEM;SG	ADJ;NOM;MASC;SG
одна	jeden	один	jeden	DET;NOM;FEM;SG	ADJ;NOM;MASC;SG
одна	jedna	один	jeden	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG
станции	posterunek	станция	posterunek	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
станции	stacji	станция	stacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
станции	stacja	станция	stacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
станции	dworzec	станция	dworzec	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
станции	stacji	станция	stacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
людей	ludzi	человек	człowiek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
людей	osoby	человек	osoba	N;ANIM;GEN;MASC;PL	N;NOM;FEM;PL
людей	people	человек	peopło	N;ANIM;GEN;MASC;PL	
людей	ludzie	человек	człowiek	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
возможно	może	возможный	móc	ADJ;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
возможно	mozliwe	возможный	mozliwy	ADJ;NEUT;SG	
возможно	prawdopodobnie	возможный	prawdopodobnie	ADJ;NEUT;SG	ADV
возможно	pewnie	возможный	pewnie	ADJ;NEUT;SG	PART
возможно	prawdopodobnie	возможный	prawdopodobnie	ADJ;NEUT;SG	ADV
сергей	siergiej	сергей	siergi	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
сергей	siergiej	сергей	siergi	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иван	ivan	иван	ivan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иван	iwan	иван	iwan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иван	iván	иван	iván	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
команды	poleceń	команда	polecenie	N;INAN;NOM;FEM;PL	
команды	komendy	команда	komenda	N;INAN;NOM;FEM;PL	
команды	polecenia	команда	polecenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
команды	zespołów	команда	zespół	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
команды	drużyny	команда	drużyna	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
такие	taki	такой	taki	DET;NOM;PL	DET;NOM;MASC;SG
такие	takie	такой	taki	DET;NOM;PL	DET;NOM;MASC;SG
шаблон	szablonu	шаблон	szablon	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
ссылки	odniesienia	ссылка	odnieść	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
ссылки	referencji	ссылка	referencja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
ссылки	odnośniki	ссылка	odnośnik	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
ссылки	linków	ссылка	link	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
ссылки	łącza	ссылка	łączyć	N;INAN;NOM;FEM;PL	
ссылки	odnośniki	ссылка	odnośnik	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
многие	wielu	много	wiele	NUM	DET;ACC;MASC;PL
многие	wiele	много	wiele	NUM	DET;ACC;MASC;PL
жизнь	zycie	жизнь	zyt	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;1;FIN;ACT
жизнь	life	жизнь	lifa	N;INAN;NOM;FEM;SG	
жизнь	życia	жизнь	życie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
серии	szeregi	серия	szereg	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
серии	serie	серия	serie	N;INAN;NOM;FEM;PL	
серии	series	серия	series	N;INAN;NOM;FEM;PL	
серии	seria	серия	seria	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
серии	serii	серия	seria	N;INAN;NOM;FEM;PL	
участники	uczestników	участник	uczestnik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
участники	uczestnikom	участник	uczestnik	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
участники	obecność	участник	obecność	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
участники	uczestnictwo	участник	uczestnictwo	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
участники	członkom	участник	członek	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
участники	członków	участник	członek	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
участники	członkami	участник	członek	N;ANIM;NOM;MASC;PL	N;INS;MASC;PL
начал	rozpoczęte	начать	rozpocząć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
начал	rozpoczęty	начать	rozpocząć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
культуры	kultury	культура	kultura	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
культуры	kultur	культура	kultur	N;INAN;NOM;FEM;SG	
часовой	sentry	часовой	sentra	ADJ;NOM;MASC;SG	
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	
проекта	projekt	проект	projekt	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
проекта	project	проект	project	N;INAN;GEN;MASC;SG	
команда	załogi	команда	załoga	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
команда	ekipy	команда	ekipa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
команда	komenda	команда	komenda	N;INAN;NOM;FEM;SG	
команда	team	команда	team	N;INAN;NOM;FEM;SG	
команда	drużyny	команда	drużyna	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
краткое	krótko	краткий	krótko	ADJ;NOM;NEUT;SG	ADV
краткое	zwięźle	краткий	zwięźle	ADJ;NOM;NEUT;SG	ADV
позже	pozniej	поздно	pozno	ADV;CMPR	V;PFV;IND;SG;FIN;ACT
другой	innych	другой	inny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
другой	pozostał	другой	pozostać	ADJ;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
другой	kolejny	другой	kolejny	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
источники	źródeł	источник	źródło	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
данные	data	данные	datać	N;INAN;NOM;PL	
война	wojnę	война	wojna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
война	wojny	война	wojna	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
война	war	война	war	N;INAN;NOM;FEM;SG	
