kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
mali	mali	mať	mali	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
slovensky	angleščina	slovensky	angleščina	ADV	N;NOM;FEM;SG
slovensky	angleži	slovensky	anglež	ADV	N;NOM;MASC;PL
slovensky	angleški	slovensky	angleški	ADV	ADJ;NOM;MASC;SG
prvá	prvo	prvý	prvi	ADJ;NOM;FEM;SG	ADJ;ACC;NEUT;SG
prvá	prvi	prvý	prvi	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
prvá	najprej	prvý	najprej	ADJ;NOM;FEM;SG	ADV;RL
van	kombi	van	kombi	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
van	van	van	van	PROPN;ANIM;NOM;MASC;SG	
nemecký	nemec	nemecký	nemec	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nemecký	nemščina	nemecký	nemščina	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
storočí	stoletja	storočie	stoletje	N;NOM;NEUT;SG	N;ACC;NEUT;PL
hlavne	predvsem	hlavne	predvsem	ADV	PART
hlavne	zlasti	hlavne	zlasti	ADV	PART
hlavne	največkrat	hlavne	največkrat	ADV	ADV;RL
bude	will	byť	will	V;IPFV;IND;SG;3;POS;FUT;FIN	
bude	bo	byť	biti	V;IPFV;IND;SG;3;POS;FUT;FIN	V;IND;SG;3;POS;FUT;FIN
bude	volja	byť	volja	V;IPFV;IND;SG;3;POS;FUT;FIN	N;NOM;FEM;SG
titul	naslov	tituť	naslov	N;INAN;NOM;MASC;SG	N;INAN;ACC;MASC;SG
týchto	teh	táto	ta	DET;ANIM;ACC;MASC;PL	DET;GEN;MASC;PL
týchto	te	táto	ta	DET;ANIM;ACC;MASC;PL	DET;NOM;FEM;PL
týchto	tele	táto	tel	DET;ANIM;ACC;MASC;PL	
republiky	republiko	republika	republika	N;NOM;FEM;PL	N;ACC;FEM;SG
republiky	republika	republika	republika	N;NOM;FEM;PL	N;NOM;FEM;SG
republiky	republikah	republika	republika	N;NOM;FEM;PL	N;ESS;FEM;PL
možno	mogoče	možno	mogoč	PART	ADJ;NOM;NEUT;SG
možno	mogoče	možno	mogoč	PART	ADJ;NOM;NEUT;SG
možno	mogoce	možno	mogoc	PART	
ženy	ženskam	žena	ženska	N;NOM;FEM;PL	N;DAT;FEM;PL
ženy	žensk	žena	ženska	N;NOM;FEM;PL	N;GEN;FEM;PL
ďalej	nadalje	ďalej	nadalje	ADV	
ďalej	nadaljnje	ďalej	nadaljnji	ADV	ADJ;NOM;NEUT;SG
ďalej	naslednji	ďalej	naslednji	ADV	ADJ;NOM;DEF;MASC;SG
ďalej	naslednja	ďalej	naslednji	ADV	ADJ;NOM;FEM;SG
kedy	kadar	kedy	kadar	ADV	CONJ
kedy	ko	kedy	ko	ADV	CONJ
územia	ozemlje	územie	ozemlje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
ide	ide	ísť	ide	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;SG
latinsky	latino	latinsky	latina	ADV	N;NOM;FEM;SG
latinsky	latinsko	latinsky	latinsko	ADV	ADJ;NOM;NEUT;SG
európy	europe	európa	europ	N;NOM;FEM;PL	N;NOM;MASC;SG
európy	evropa	európa	evropa	N;NOM;FEM;PL	N;NOM;FEM;SG
európy	evropo	európa	evropa	N;NOM;FEM;PL	N;ACC;FEM;SG
európy	evropi	európa	evropa	N;NOM;FEM;PL	N;DAT;FEM;SG
známy	znane	známy	znan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
známy	znani	známy	znan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
známy	znanec	známy	znanec	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
haute	haute	haute	hauta	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
veľkosť	velikosti	veľkosť	velikost	N;NOM;FEM;SG	N;GEN;FEM;SG
john	john	john	john	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
john	janez	john	janez	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
john	janeza	john	janez	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
objektov	objekti	objekt	objekt	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
objektov	predmete	objekt	predmeti	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
objektov	predmeti	objekt	predmet	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
isbn	isbn	isbn	isbn		
článok	člena	článok	člen	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
ľudí	ljudje	človek	človek	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
ľudí	ljudje	človek	človek	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
ľudí	ljudstvo	človek	ljudstvo	N;ANIM;ACC;MASC;PL	N;NOM;NEUT;SG
ľudí	osebe	človek	oseba	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL
možné	možne	možný	možen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
niektoré	nekatere	niektorý	nekateri	DET;NOM;NEUT;SG	DET;NOM;FEM;PL
niektoré	nekaterim	niektorý	nekateri	DET;NOM;NEUT;SG	DET;DAT;MASC;PL
niektoré	nekateri	niektorý	nekateri	DET;NOM;NEUT;SG	DET;NOM;MASC;PL
niektoré	nekaj	niektorý	nekaj	DET;NOM;NEUT;SG	PRO;ACC;NEUT;SG
hudobné	glasba	hudobný	glasba	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
hudobné	muzika	hudobný	muzik	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
hudobné	glasbo	hudobný	glasba	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
hudobné	muzikal	hudobný	muzikal	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
hry	igrah	hra	igra	N;NOM;FEM;PL	N;ESS;FEM;PL
hry	iger	hra	igra	N;NOM;FEM;PL	N;GEN;FEM;PL
veľký	velike	veľký	velik	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
veľký	velike	veľký	velik	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
života	zivljenje	život	zivljenje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
života	life	život	life	N;INAN;GEN;MASC;SG	
života	življenje	život	življenje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
septembra	september	september	september	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
kráľ	king	kráľ	king	N;ANIM;NOM;MASC;SG	
iii	iii	iii	iiti	NUM	
maďarsku	madžarsko	maďarsky	madžarski	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
maďarsku	madžarska	maďarsky	madžarski	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
hráči	igralca	hráčiť	igralec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
hráči	igralce	hráčiť	igralec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
vlády	vladna	vláda	vladen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
vlády	vlado	vláda	vlada	N;NOM;FEM;PL	N;ACC;FEM;SG
vlády	vladno	vláda	vladen	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
vlády	vlada	vláda	vlada	N;NOM;FEM;PL	N;NOM;FEM;SG
vlády	vladni	vláda	vladen	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
vlády	vladam	vláda	vlada	N;NOM;FEM;PL	N;DAT;FEM;PL
môžu	lahko	môcť	lahko	V;IPFV;IND;PL;3;POS;PRS;FIN	ADV
miest	kraji	mesto	kraj	N;GEN;NEUT;PL	N;NOM;MASC;PL
kráľa	king	kráľ	king	N;ANIM;ACC;MASC;SG	
kráľa	kralj	kráľ	kralj	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
spoločnosť	družbo	spoločnosť	družba	N;NOM;FEM;SG	N;ACC;FEM;SG
spoločnosť	družbo	spoločnosť	družba	N;NOM;FEM;SG	N;ACC;FEM;SG
oblasť	regiji	oblasť	regija	N;NOM;FEM;SG	N;DAT;FEM;SG
oblasť	oblast	oblasť	oblast	N;NOM;FEM;SG	N;ACC;FEM;SG
nej	njo	ona	on	PRO;DAT;FEM;SG;3	PRO;ACC;FEM;SG;3
nej	njen	ona	njen	PRO;DAT;FEM;SG;3	DET;NOM;MASC;SG;3
nej	her	ona	hera	PRO;DAT;FEM;SG;3	N;NOM;MASC;SG
nej	njena	ona	njen	PRO;DAT;FEM;SG;3	DET;NOM;FEM;SG;3
muži	moške	muž	moški	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
muži	men	muž	mena	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
muži	moška	muž	moški	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
októbra	oktober	október	oktober	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
život	life	život	life	N;INAN;NOM;MASC;SG	
mája	maj	máj	maj	N;INAN;GEN;MASC;SG	
dňa	dan	deň	dan	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
dňa	day	deň	day	N;INAN;GEN;MASC;SG	
jozef	joseph	jozef	joseph	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jozef	jožef	jozef	jožef	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
syn	son	syn	son	N;ANIM;NOM;MASC;SG	
marca	marec	marec	marec	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
marca	pohod	marec	pohod	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
augusta	august	augusta	august	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
augusta	avgust	augusta	avgust	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
augusta	augusta	augusta	august	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
veľké	velike	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
veľké	velike	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
školy	šol	škola	šola	N;NOM;FEM;PL	N;GEN;FEM;PL
školy	šolo	škola	šola	N;NOM;FEM;PL	N;ACC;FEM;SG
školy	šola	škola	šola	N;NOM;FEM;PL	N;NOM;FEM;SG
nový	nove	nový	nov	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
anderson	anderson	anderson	anderson	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
správa	prijavi	správa	prijava	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
správa	uprave	správa	uprava	N;NOM;FEM;SG	N;NOM;FEM;PL
štát	državo	štát	država	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
štát	državno	štát	državen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
banskej	banská	banský	banská	ADJ;GEN;FEM;SG	N;NOM;MASC;SG
júna	junij	jún	junij	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
júna	june	jún	juna	N;INAN;GEN;MASC;SG	
kitt	kitt	kitt	kitt	PROPN;ANIM;NOM;MASC;SG	
apríla	april	apríl	april	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
dostal	got	dostať	got	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;NOM;MASC;SG
krajiny	dežela	krajina	dežela	N;NOM;FEM;PL	N;NOM;FEM;SG
krajiny	država	krajina	država	N;NOM;FEM;PL	N;NOM;FEM;SG
krajiny	državo	krajina	država	N;NOM;FEM;PL	N;ACC;FEM;SG
krajiny	pokrajina	krajina	pokrajina	N;NOM;FEM;PL	N;NOM;FEM;SG
krajiny	pokrajino	krajina	pokrajina	N;NOM;FEM;PL	N;ACC;FEM;SG
ceny	cen	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;SG
žilo	živeli	žiť	živeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
pyrénées	pyrénées	pyrénés	pyrénées		N;NOM;MASC;SG
rôznych	različni	rôzny	različen	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL
rôznych	različne	rôzny	različen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
rôznych	razne	rôzny	razen	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
spojené	združeni	spojený	združen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
spojené	združene	spojený	združen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
spojené	united	spojený	united	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	
júla	julija	júla	julij	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
práve	le	práve	le	ADV	PART
práve	samo	práve	samo	ADV	PART
niektorých	nekatere	niektorý	nekateri	DET;GEN;MASC;PL	DET;NOM;FEM;PL
niektorých	nekaterim	niektorý	nekateri	DET;GEN;MASC;PL	DET;DAT;MASC;PL
niektorých	nekateri	niektorý	nekateri	DET;GEN;MASC;PL	DET;NOM;MASC;PL
niektorých	nekaj	niektorý	nekaj	DET;GEN;MASC;PL	PRO;ACC;NEUT;SG
niektorých	neki	niektorý	nek	DET;GEN;MASC;PL	DET;NOM;MASC;SG
čas	časa	čas	čas	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
novembra	november	november	november	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
decembra	december	december	december	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
nemecko	nemčija	nemecko	nemčija	PROPN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
hlavné	major	hlavný	major	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
hlavné	glavne	hlavný	glaven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
hlavné	main	hlavný	main	ADJ;NOM;NEUT;SG	
galaxia	galaksijo	galaxia	galaksija	N;NOM;FEM;SG	N;ACC;FEM;SG
awards	nagrade	awards	nagrada		N;NOM;FEM;PL
vrátane	vključujoč	vrátane	vključujoč	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
hviezdna	stellar	hviezdny	stellar	ADJ;NOM;FEM;SG	
troch	tri	tri	trije	NUM;GEN;MASC;PL	NUM;NOM;FEM;PL
troch	trije	tri	trije	NUM;GEN;MASC;PL	NUM;NOM;MASC;PL
troch	tremi	tri	trije	NUM;GEN;MASC;PL	NUM;NOM;FEM;PL
troch	three	tri	three	NUM;GEN;MASC;PL	
práce	delo	práca	delo	N;NOM;FEM;PL	N;NOM;NEUT;SG
veľká	velike	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
veľká	velike	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
množstvo	količino	množstvo	količina	N;NOM;NEUT;SG	N;ACC;FEM;SG
otec	ati	otec	ati	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
com	com	co	com	INTJ	N;NOM;MASC;SG
svete	svet	svet	svet	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
svete	svetovna	svet	svetoven	N;INAN;ESS;MASC;SG	ADJ;NOM;FEM;SG
svete	svetovno	svet	svetoven	N;INAN;ESS;MASC;SG	ADJ;NOM;NEUT;SG
svete	world	svet	world	N;INAN;ESS;MASC;SG	
podobne	podobno	podobne	podoben	ADV	ADJ;NOM;NEUT;SG
diela	deluje	dielo	delovati	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN
poloha	lokacijo	poloha	lokacija	N;NOM;FEM;SG	N;ACC;FEM;SG
typu	type	typ	typ	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
typu	vrsta	typ	vrsta	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
typu	tip	typ	tip	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
deň	day	deň	day	N;INAN;NOM;MASC;SG	
houten	houten	houten	houten	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
jedna	enga	jeden	en	NUM;NOM;FEM;SG	PRO;ACC;MASC;SG
každý	vsi	každý	ves	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;PL
každý	vsi	každý	ves	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;PL
každý	vsako	každý	vsak	DET;ANIM;NOM;MASC;SG	DET;ACC;NEUT;SG
sur	sur	sur	sur		PROPN;NOM;MASC;SG
obrázok	sliko	obrázok	slika	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
obrázok	sliko	obrázok	slika	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
celý	cele	celý	cel	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
obyvateľstva	prebivalstvo	obyvateľstvo	prebivalstvo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
obyvateľstva	populacija	obyvateľstvo	populacija	N;NOM;NEUT;PL	N;NOM;FEM;SG
členovia	člane	člen	član	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
stále	še	stále	še	ADV	PART
jednotky	enot	jednotka	enota	N;NOM;FEM;PL	N;GEN;FEM;PL
jednotky	enoti	jednotka	enota	N;NOM;FEM;PL	N;NOM;FEM;SG
jednotky	čet	jednotka	čet	N;NOM;FEM;PL	N;NOM;MASC;SG
dejiny	zgodovina	dejiny	zgodovina	N;NOM;FEM;PL	N;NOM;FEM;SG
dejiny	zgodovino	dejiny	zgodovina	N;NOM;FEM;PL	N;ACC;FEM;SG
alpes	alpes	alpes	alpes	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
priemerný	povprečje	priemerný	povprečje	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
diskusia	razpravo	diskusi	razprava	N;NOM;FEM;SG	N;ACC;FEM;SG
diskusia	razprave	diskusi	razprava	N;NOM;FEM;SG	N;NOM;FEM;PL
gitara	kitare	gitaer	kitara	N;NOM;FEM;SG	N;NOM;FEM;PL
gitara	kitaro	gitaer	kitara	N;NOM;FEM;SG	N;ACC;FEM;SG
jedným	enga	jeden	en	NUM;INS;MASC;SG	PRO;ACC;MASC;SG
jedným	ena	jeden	en	NUM;INS;MASC;SG	NUM;NOM;FEM;SG
jedným	en	jeden	en	NUM;INS;MASC;SG	NUM;NOM;MASC;SG
jedným	eden	jeden	eden	NUM;INS;MASC;SG	NUM;NOM;MASC;SG
jedným	eno	jeden	en	NUM;INS;MASC;SG	NUM;NOM;NEUT;SG
článku	članek	článok	članek	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
článku	člen	článok	člen	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
článku	izdelek	článok	izdelek	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
hudobný	muzikal	hudobný	muzikal	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kolo	okrogla	kolo	okrogel	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
kolo	okrogle	kolo	okrogel	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
kolo	rundo	kolo	rundo	N;NOM;NEUT;SG	N;ACC;FEM;SG
kolo	okrogel	kolo	okrogeti	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
kolo	okroglo	kolo	okrogel	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
začali	začel	začať	začeti	V;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
začali	začela	začať	začeti	V;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
strana	zabavo	strana	zabava	N;NOM;FEM;SG	N;ACC;FEM;SG
francúzsko	francijo	francúzsko	francija	ADV	N;ACC;FEM;SG
francúzsko	francija	francúzsko	francija	ADV	N;NOM;FEM;SG
francúzsko	france	francúzsko	franca	ADV	N;NOM;MASC;SG
taktiež	tudi	taktiež	tudi	ADV	PART
dobe	čas	dobe	čas	N;DAT;FEM;SG	N;NOM;MASC;SG
dobe	časa	dobe	čas	N;DAT;FEM;SG	N;GEN;MASC;SG
pravdepodobne	verjeten	pravdepodobne	verjeten	ADV	ADJ;NOM;INDF;MASC;SG
pravdepodobne	verjetna	pravdepodobne	verjeten	ADV	ADJ;NOM;FEM;SG
der	der	der	der	PROPN;ANIM;NOM;MASC;SG	
nová	nove	nový	nov	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
nová	nová	nový	nov	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
rieky	reka	rieka	reka	N;NOM;FEM;PL	N;NOM;FEM;SG
rieky	reki	rieka	reka	N;NOM;FEM;PL	N;DAT;FEM;SG
rieky	river	rieka	river	N;NOM;FEM;PL	
rieky	rek	rieka	reka	N;NOM;FEM;PL	N;NOM;MASC;SG
rôzne	različni	rôzny	različen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
rôzne	različne	rôzny	različen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
rôzne	razne	rôzny	razen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
rôzne	drugačni	rôzny	drugačen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
rôzne	razno	rôzny	razno	ADJ;NOM;NEUT;SG	
rôzne	razni	rôzny	razen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
škola	šole	škola	šola	N;NOM;FEM;SG	N;NOM;FEM;PL
škola	šolo	škola	šola	N;NOM;FEM;SG	N;ACC;FEM;SG
klubu	klub	klub	klub	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
klubu	club	klub	club	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
februára	februar	február	februar	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
albumy	albume	album	album	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
albumy	albumov	album	album	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
dielo	dela	dielo	delo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
väčšina	večini	väčšina	večina	N;NOM;FEM;SG	N;DAT;FEM;SG
väčšina	največ	väčšina	največ	N;NOM;FEM;SG	DET
väčšina	najbolj	väčšina	najbolj	N;NOM;FEM;SG	ADV;RL
väčšina	večini	väčšina	večina	N;NOM;FEM;SG	N;DAT;FEM;SG
väčšina	večine	väčšina	večina	N;NOM;FEM;SG	N;NOM;FEM;PL
zápasy	igrah	zápas	igra	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
zápasy	iger	zápas	igra	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
neho	ga	on	on	PRO;ANIM;GEN;MASC;SG;3	PRO;ACC;MASC;SG;3
turnaj	turnirju	turnaj	turnir	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
rovnako	ista	rovnako	isti	ADV	DET;NOM;FEM;SG
rovnako	enaka	rovnako	enak	ADV	DET;NOM;FEM;SG
rovnako	isto	rovnako	isti	ADV	DET;NOM;NEUT;SG
druh	vrste	druh	vrsta	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
priamo	ravne	priamo	raven	ADV	N;NOM;FEM;PL
priamo	neposredni	priamo	neposreden	ADV	ADJ;NOM;MASC;SG
priamo	neposreden	priamo	neposreden	ADV	ADJ;NOM;INDF;MASC;SG
priamo	neposredna	priamo	neposreden	ADV	ADJ;NOM;FEM;SG
priamo	neposredne	priamo	neposreden	ADV	ADJ;NOM;FEM;PL
anglický	angleško	anglický	angleško	ADJ;ANIM;NOM;MASC;SG	ADV
anglický	angleščina	anglický	angleščina	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
anglický	angleži	anglický	anglež	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
albumu	album	album	album	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
funkcia	funkcijo	funkcia	funkcija	N;NOM;FEM;SG	N;ACC;FEM;SG
článkov	členi	článok	člen	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
článkov	članki	článok	članek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
článkov	izdelki	článok	izdelek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
štátov	države	štát	država	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
južnej	južna	južný	južen	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
južnej	južno	južný	južen	ADJ;GEN;FEM;SG	ADV
južnej	južni	južný	južen	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
južnej	južno	južný	južen	ADJ;GEN;FEM;SG	ADV
južnej	jug	južný	jug	ADJ;GEN;FEM;SG	N;NOM;MASC;SG
južnej	južna	južný	južen	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
verzia	različice	verzia	različica	N;NOM;FEM;SG	N;NOM;FEM;PL
image	sliko	imag	slika	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
york	yorku	york	york	PROPN;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
york	york	york	york	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
york	yorka	york	yorka	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
rad	serijo	rad	serija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
rad	serije	rad	serija	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
rad	rad	rad	rad	N;INAN;NOM;MASC;SG	ADV
európe	europe	európa	europ	N;DAT;FEM;SG	N;NOM;MASC;SG
európe	evropa	európa	evropa	N;DAT;FEM;SG	N;NOM;FEM;SG
európe	evropo	európa	evropa	N;DAT;FEM;SG	N;ACC;FEM;SG
ktorým	polaganje	ktorý	polaganje	DET;ANIM;INS;MASC;SG	N;NOM;NEUT;SG
členom	članica	člen	članica	N;ANIM;INS;MASC;SG	N;NOM;FEM;SG
členom	član	člen	član	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
členom	poslanec	člen	poslanec	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
zatiaľ	še	zatiaľ	še	ADV	PART
výška	višine	výška	višina	N;NOM;FEM;SG	N;NOM;FEM;PL
túto	to	táto	ta	DET;ACC;FEM;SG	DET;NOM;NEUT;SG
túto	ta	táto	ta	DET;ACC;FEM;SG	DET;NOM;MASC;SG
túto	tole	táto	tale	DET;ACC;FEM;SG	
túto	tega	táto	ta	DET;ACC;FEM;SG	DET;GEN;NEUT;SG
png	png	png	png		N;NOM;MASC;SG
menom	poimenovana	menom	poimenovan	N;INS;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
krajine	dežela	krajina	dežela	N;DAT;FEM;SG	N;NOM;FEM;SG
krajine	država	krajina	država	N;DAT;FEM;SG	N;NOM;FEM;SG
krajine	državo	krajina	država	N;DAT;FEM;SG	N;ACC;FEM;SG
marne	marne	marne	maren		PROPN;NOM;MASC;SG
právo	desno	právo	desno	N;NOM;NEUT;SG	ADV
právo	right	právo	righta	N;NOM;NEUT;SG	
právo	prav	právo	prav	N;NOM;NEUT;SG	PART
oficiálne	uradnik	oficiálne	uradnik	ADV	N;NOM;MASC;SG
oficiálne	uradna	oficiálne	uraden	ADV	ADJ;NOM;FEM;SG
oficiálne	uradni	oficiálne	uraden	ADV	ADJ;NOM;DEF;MASC;SG
univerzity	univerz	univerzita	univerza	N;NOM;FEM;PL	N;GEN;FEM;PL
univerzity	univerzami	univerzita	univerza	N;NOM;FEM;PL	N;DAT;FEM;PL
univerzity	univerza	univerzita	univerza	N;NOM;FEM;PL	N;NOM;FEM;SG
