magnolia	magnolia	magnolie	magnolia	N;DEF;FEM;SG	PROPN;NOM;SG
invazie	einmarsch	invazie	einmarsch	N;INDF;FEM;SG	
ehf	ehf	ehf	ehf	N	PROPN;NOM;SG
brabant	brabant	brabant	brabant	N;INDF;MASC;SG	PROPN
dealuri	hügeln	deal	hügeln	N;INDF;FEM;PL	V;NFIN
dealuri	berge	deal	bergen	N;INDF;FEM;PL	
dealuri	hügel	deal	hügeln	N;INDF;FEM;PL	
dealuri	hills	deal	hills	N;INDF;FEM;PL	PROPN
danny	danny	danny	danny	PROPN	PROPN;NOM;MASC;SG
determinata	bestimmt	determinat	bestimmen	ADJ;DEF;FEM;SG	V;V.PTCP
determinata	ermittelt	determinat	ermitteln	ADJ;DEF;FEM;SG	V;V.PTCP
determinata	entschlossen	determinat	entschlossen	ADJ;DEF;FEM;SG	V;V.PTCP
tag	markieren	tag	markieren		V;NFIN
tag	markiere	tag	markieren		V;SG;FIN
tag	tag	tag	tagen		N;NOM;MASC;SG
tag	markiert	tag	markieren		ADJ;V.PTCP
tag	markierung	tag	markierung		ADJ
perete	pinnwand	perete	pinnwand	N;INDF;MASC;SG	
perete	mauern	perete	mauern	N;INDF;MASC;SG	V;NFIN
perete	mauer	perete	mauer	N;INDF;MASC;SG	
amenajare	passend	amenajare	passend	N;INDF;FEM;SG	ADJ
nicholas	nikolaus	nicholas	nikolaus	PROPN	PROPN;NOM;MASC;SG
nicholas	nikolai	nicholas	nikolai	PROPN	PROPN;NOM;MASC;SG
nicholas	nicholas	nicholas	nicholas	PROPN	PROPN;NOM;SG
istoricii	historiker	istoric	historik	N;DEF;MASC;PL	ADJ
straina	außenpolitik	straină	außenpolitik	ADJ;DEF;FEM;SG	PROPN
straina	ausländische	straină	ausländisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
straina	ausland	straină	auslinden	ADJ;DEF;FEM;SG	N;NOM;NEUT;SG
iubit	lieben	iubit	lieben	ADJ;INDF;MASC;SG	V;FIN
iubit	liebte	iubit	lieben	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
iubit	liebten	iubit	lieben	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
iubit	geliebt	iubit	lieben	ADJ;INDF;MASC;SG	V;V.PTCP
iubit	geliebt	iubit	lieben	ADJ;INDF;MASC;SG	V;V.PTCP
iubit	freundes	iubit	freund	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
iubit	freund	iubit	freund	ADJ;INDF;MASC;SG	
entitate	körperschaft	entitate	körperschaft	N;INDF;FEM;SG	ADJ
entitate	einheit	entitate	einheit	N;INDF;FEM;SG	N;NOM;FEM;SG
platina	platin	platină	platin	N;DEF;FEM;SG	
platina	platinum	platină	platinum	N;DEF;FEM;SG	PROPN
indivizi	einzelpersonen	individ	einzelperson	N;INDF;MASC;PL	ADJ
indivizi	privatpersonen	individ	privatpersonen	N;INDF;MASC;PL	ADJ
indivizi	individuen	individ	individuen	N;INDF;MASC;PL	
continental	continental	continental	continental	ADV	
continental	kontinentale	continental	kontinental	ADV	ADJ;NOM;FEM;PL
continental	kontinentales	continental	kontinental	ADV	ADJ;NOM;NEUT;SG
continental	kontinent	continental	kontinent	ADV	
continental	kontinentalen	continental	kontinental	ADV	ADJ
caesar	cäsar	caesar	cäsar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
caesar	caesar	caesar	caesar	N;INDF;MASC;SG	PROPN;NOM;SG
cruci	kreuze	cruce	kreuzen	N;INDF;FEM;PL	
cruci	kreuzungen	cruce	kreuzung	N;INDF;FEM;PL	V;NFIN
cruci	kreuzen	cruce	kreuzen	N;INDF;FEM;PL	V;NFIN
cruci	kreuzt	cruce	kreuzen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
pierdute	verlor	pierdut	verlieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
pierdute	verirrt	pierdut	verirren	ADJ;INDF;FEM;PL	V;V.PTCP
pierdute	verloren	pierdut	verlieren	ADJ;INDF;FEM;PL	V;V.PTCP
pierdute	verlorene	pierdut	verloren	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
pierdute	lost	pierdut	lossen	ADJ;INDF;FEM;PL	PROPN
perioadele	zeiten	perioadă	zeiten	N;DEF;FEM;PL	V;NFIN
perioadele	zeiträume	perioadă	zeitraum	N;DEF;FEM;PL	
bianco	bianco	bianco	bianco	N;INDF;MASC;SG	
cardinal	kardinal	cardinal	kardinal	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
clare	clare	clar	clare	ADJ;INDF;FEM;PL	PROPN;NOM;SG
clare	klara	clar	klara	ADJ;INDF;FEM;PL	PROPN;NOM;FEM;SG
vulcan	vulkan	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkane	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkan	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkanische	vulcan	vulkanisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
vulcan	vulkanischen	vulcan	vulkanisch	N;INDF;MASC;SG	ADJ
mostenit	geerbt	mostenit	erben	ADJ;INDF;MASC;SG	V;V.PTCP
mostenit	vererbt	mostenit	vererben	ADJ;INDF;MASC;SG	V;V.PTCP
mostenit	geerbt	mostenit	erben	ADJ;INDF;MASC;SG	V;V.PTCP
mostenit	vererbt	mostenit	vererben	ADJ;INDF;MASC;SG	V;V.PTCP
curentului	aktuell	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuellen	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuelle	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
curentului	aktueller	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuelles	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
destinatie	ziel	destinatie	ziel	N;INDF;FEM;SG	N;NOM;NEUT;SG
destinatie	reiseziel	destinatie	reiseziel	N;INDF;FEM;SG	
destinatie	zielort	destinatie	zielort	N;INDF;FEM;SG	ADJ
destinatie	bestimmung	destinatie	bestimmung	N;INDF;FEM;SG	N;NOM;FEM;SG
destinatie	bestimmungsort	destinatie	bestimmungsort	N;INDF;FEM;SG	ADJ
destinatie	ziel	destinatie	ziel	N;INDF;FEM;SG	N;NOM;NEUT;SG
destinatie	reiseziel	destinatie	reiseziel	N;INDF;FEM;SG	
destinatie	zielort	destinatie	zielort	N;INDF;FEM;SG	ADJ
destinatie	bestimmung	destinatie	bestimmung	N;INDF;FEM;SG	N;NOM;FEM;SG
destinatie	bestimmungsort	destinatie	bestimmungsort	N;INDF;FEM;SG	ADJ
hawaii	hawaii	hawai	hawaii	PROPN	PROPN;NOM;SG
sunetul	sound	sunet	sound	N;DEF;MASC;SG	
sunetul	geräusche	sunet	geräusch	N;DEF;MASC;SG	ADJ;NOM
sunetul	ton	sunet	ton	N;DEF;MASC;SG	
sunetul	klang	sunet	klingen	N;DEF;MASC;SG	
sunetul	geräusch	sunet	geräusch	N;DEF;MASC;SG	ADJ
xbox	xbox	xbox	xbox	N;INDF;MASC;SG	
gama	gamma	gamă	gamma	N;DEF;FEM;SG	PROPN;NOM;SG
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	assessment	evaluare	assessment	N;DEF;FEM;SG	PROPN
evaluarea	beurteilung	evaluare	beurteilung	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	beurteilung	evaluare	beurteilung	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evaluarea	evaluierung	evaluare	Evaluierung	N;DEF;FEM;SG	N;NOM;FEM;SG
cinematografie	kinematographie	cinematografie	kinematographie	N;INDF;FEM;SG	ADJ
danez	dänische	danez	dänisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
raportat	gemeldeten	raporta	gemeldet	ADJ;INDF;MASC;SG	V;IND;PL;3;FIN
raportat	berichtete	raporta	berichten	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
raportat	gemeldet	raporta	melden	ADJ;INDF;MASC;SG	V;V.PTCP
raportat	berichtet	raporta	berichten	ADJ;INDF;MASC;SG	V;V.PTCP
raurilor	flüsse	raură	flüssen	N;DEF;FEM;PL	N;NOM;MASC;PL
raurilor	flüssen	raură	flüssen	N;DEF;FEM;PL	N;NOM;FEM;PL
raurilor	rivers	raură	rivers	N;DEF;FEM;PL	PROPN
paula	paula	paulă	paula	N;DEF;FEM;SG	PROPN;NOM;SG
acoperis	dachterrasse	acoperis	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
acoperis	decke	acoperis	decken	N;INDF;MASC;SG	
acoperis	dächer	acoperis	dach	N;INDF;MASC;SG	ADJ
acoperis	dachterrasse	acoperis	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
acoperis	decke	acoperis	decken	N;INDF;MASC;SG	
acoperis	dächer	acoperis	dach	N;INDF;MASC;SG	ADJ
acoperis	dachterrasse	acoperis	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
acoperis	decke	acoperis	decken	N;INDF;MASC;SG	
acoperis	dächer	acoperis	dach	N;INDF;MASC;SG	ADJ
acoperis	dachterrasse	acoperis	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
legala	juristische	legală	juristisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
legala	rechtliche	legală	rechtlich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
legala	rechtliches	legală	rechtlich	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
legala	rechtsgrundlage	legală	rechtsgrundlage	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
civili	zivilisten	civil	zivilist	N;INDF;MASC;PL	
civili	zivilpersonen	civil	zivilpersonen	N;INDF;MASC;PL	ADJ
civili	zivilbevölkerung	civil	zivilbevölkerung	N;INDF;MASC;PL	
elisabeth	elisabeth	elisabeth	elisabeth	PROPN	PROPN;NOM;SG
citeste	read	citesc	read	V;IND;SG;3;PRS;FIN	PROPN;SG
citeste	lies	citesc	lesen	V;IND;SG;3;PRS;FIN	
citeste	read	citesc	read	V;IND;SG;3;PRS;FIN	PROPN;SG
citeste	lies	citesc	lesen	V;IND;SG;3;PRS;FIN	
bros	bros	bros	bros	PROPN	PROPN
bros	brüder	bros	brüder	PROPN	N;NOM;MASC;PL
prabusit	abgestürzt	prabusi	abstürzen	ADJ;INDF;MASC;SG	V;V.PTCP
prabusit	stürzte	prabusi	stürzen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
prabusit	brach	prabusi	brechen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
prabusit	zusammengebrochen	prabusi	zusammenbrechen	ADJ;INDF;MASC;SG	V;V.PTCP
prabusit	stürzte	prabusi	stürzen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
clasificate	eingestuft	clasificat	einstufen	ADJ;INDF;FEM;PL	V;V.PTCP
clasificate	kleinanzeigen	clasificat	kleinanzeigen	ADJ;INDF;FEM;PL	V;V.PTCP
clasificate	anzeigen	clasificat	anzeigen	ADJ;INDF;FEM;PL	V;NFIN
pic	plc	pic	plc	ADV	PROPN;NOM;MASC;SG
pic	pic	pic	pic	ADV	
pic	bild	pic	bild	ADV	
administrare	verwaltung	administrare	verwaltung	N;INDF;FEM;SG	ADJ
cereale	korn	cereală	korn	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
cereale	getreidearten	cereală	getreideart	N;INDF;FEM;PL	ADJ
cereale	müsli	cereală	müsli	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
warren	warren	warren	warr	PROPN	
parlamentara	parlamentarischer	parlamentar	parlamentarischer	N;DEF;FEM;SG	ADJ
parlamentara	parlamentarische	parlamentar	parlamentarisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
parlamentara	parlamentarischen	parlamentar	parlamentarisch	N;DEF;FEM;SG	ADJ;NOM;PL
ferenc	ferenc	ferenc	ferenc	PROPN	PROPN;NOM;SG
pictori	maler	pictor	maler	N;INDF;MASC;PL	ADJ
stein	stein	stein	stein	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
basel	basel	basel	basel	PROPN	PROPN;NOM;SG
doo	doo	doo	doo	N;INDF;MASC;SG	PROPN;NOM;SG
étienne	étienne	étienne	étienne	PROPN	PROPN;NOM;SG
étienne	etienne	étienne	etienne	PROPN	PROPN;NOM;SG
trafic	verkehrs	trafic	verkehrs	N;INDF;MASC;SG	
trafic	verkehr	trafic	verkehr	N;INDF;MASC;SG	
trafic	traffic	trafic	traffic	N;INDF;MASC;SG	PROPN
trafic	datenverkehr	trafic	datenverkehr	N;INDF;MASC;SG	ADJ
baraj	talsperre	baraj	talsperre	N;INDF;MASC;SG	PROPN;NOM;SG
baraj	damm	baraj	damm	N;INDF;MASC;SG	
baraj	dam	baraj	der	N;INDF;MASC;SG	
absolvent	absolvent	absolvent	absolvent	N;INDF;MASC;SG	ADJ
absolvent	graduate	absolvent	graduat	N;INDF;MASC;SG	
absolvent	abschluss	absolvent	abschließen	N;INDF;MASC;SG	ADV
absolvent	diplom	absolvent	diplom	N;INDF;MASC;SG	ADJ
islamica	islamischen	islamică	islamisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
islamica	islamisten	islamică	islamist	N;DEF;FEM;SG	PROPN
islamica	islamischer	islamică	islamisch	N;DEF;FEM;SG	ADJ
islamica	islamische	islamică	islamisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
deriva	drift	deriva	drift	V;IND;SG;3;IPFV;FIN	
deriva	treibt	deriva	treiben	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
deriva	drift	deriva	drift	V;IND;SG;3;IPFV;FIN	
balta	teich	baltă	teich	N;DEF;FEM;SG	
balta	teiche	baltă	teichen	N;DEF;FEM;SG	
aires	aires	aires	aire	PROPN	PROPN;NOM;NEUT;SG
roberts	roberts	roberts	roberts	PROPN	PROPN
kingdom	königreich	kingdom	königreich	N;INDF;MASC;SG	ADJ
amandoi	sowohl	amandoi	sowohl		CONJ
amandoi	beiden	amandoi	beide		PRO;NOM;INDF;PL
amandoi	beide	amandoi	beide		PRO;NOM;INDF;PL
amandoi	beides	amandoi	beide		PRO;NOM;INDF;NEUT;SG
amandoi	beider	amandoi	beide		PRO;NOM;INDF;PL
statuie	denkmal	statuie	denkmal	N;INDF;FEM;SG	N;NOM;NEUT;SG
statuie	statue	statuie	statu	N;INDF;FEM;SG	N;NOM;SG
tennessee	tennessee	tennessee	tennessee	PROPN	PROPN;NOM;NEUT;SG
mostenirea	erbschaft	mostenire	erbschaffen	N;DEF;FEM;SG	ADJ
mostenirea	legacy	mostenire	legacy	N;DEF;FEM;SG	
mostenirea	vermächtnis	mostenire	vermächtnis	N;DEF;FEM;SG	
mostenirea	erbe	mostenire	erben	N;DEF;FEM;SG	N;NOM;NEUT;SG
mostenirea	kulturgut	mostenire	kulturgut	N;DEF;FEM;SG	PROPN
mostenirea	erbschaft	mostenire	erbschaffen	N;DEF;FEM;SG	ADJ
mostenirea	nachlass	mostenire	nachlass	N;DEF;FEM;SG	
mostenirea	erbe	mostenire	erben	N;DEF;FEM;SG	N;NOM;NEUT;SG
mostenirea	erben	mostenire	erben	N;DEF;FEM;SG	
oslo	oslo	oslo	oslo	PROPN	PROPN;SG
oslo	norwegen	oslo	norwegen	PROPN	PROPN
turner	turner	turner	turn	PROPN	PROPN;NOM;SG
adaugate	fügte	adauga	fügen	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
adaugate	hinzugefügt	adauga	hinzufügen	ADJ;INDF;FEM;PL	V;V.PTCP
beta	beta	beta	beta	N;INDF;MASC	
aripi	schwingen	aripă	schwingen	N;INDF;FEM;PL	V;NFIN
aripi	flügel	aripă	flügeln	N;INDF;FEM;PL	ADJ
aripi	wings	aripă	wings	N;INDF;FEM;PL	PROPN;NOM;SG
aripi	flügeln	aripă	flügeln	N;INDF;FEM;PL	
golf	golfplatz	golf	golfplatz	N;INDF;MASC;SG	
golf	golf	golf	golf	N;INDF;MASC;SG	
golf	golfplätze	golf	golfplätzen	N;INDF;MASC;SG	
interzisa	verbotene	interzisa	verboten	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
interzisa	untersagt	interzisa	untersagen	N;DEF;FEM;SG	V;V.PTCP
interzisa	verbotenen	interzisa	verboten	N;DEF;FEM;SG	ADJ;PL
interzisa	unzulässig	interzisa	unzulässig	N;DEF;FEM;SG	ADJ
interzisa	verboten	interzisa	verbieten	N;DEF;FEM;SG	ADJ;V.PTCP
interzisa	verbotene	interzisa	verboten	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
interzisa	untersagt	interzisa	untersagen	N;DEF;FEM;SG	V;V.PTCP
interzisa	verbot	interzisa	verbieten	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
interzisa	unzulässig	interzisa	unzulässig	N;DEF;FEM;SG	ADJ
interzisa	verboten	interzisa	verbieten	N;DEF;FEM;SG	ADJ;V.PTCP
numirea	ernennung	numire	ernennung	N;DEF;FEM;SG	ADJ;SG
numirea	bestellung	numire	bestellung	N;DEF;FEM;SG	N;NOM;FEM;SG
numirea	benennung	numire	benennung	N;DEF;FEM;SG	ADJ
contactul	kontaktaufnahme	contact	kontaktaufnahme	N;DEF;MASC;SG	ADJ;SG
contactul	kontakte	contact	kontakt	N;DEF;MASC;SG	ADJ
contactul	kontakt	contact	kontakt	N;DEF;MASC;SG	N;NOM;SG
contactul	kontaktieren	contact	kontaktieren	N;DEF;MASC;SG	V;NFIN
contactul	ansprechpartner	contact	ansprechpartner	N;DEF;MASC;SG	ADJ
java	java	javă	java	N;DEF;FEM;SG	
alexandre	alexandre	alexandre	alexandre	PROPN	PROPN;NOM;MASC;SG
siberia	sibirien	siberie	sibirien	N;DEF;FEM;SG	PROPN;NOM;SG
inspector	prüfer	inspector	prüfer	N;INDF;MASC;SG	
inspector	inspektor	inspector	inspektor	N;INDF;MASC;SG	
inspector	kommissar	inspector	kommissar	N;INDF;MASC;SG	PROPN
inspector	inspector	inspector	inspector	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
inspector	inspektoren	inspector	inspektor	N;INDF;MASC;SG	N;PL
ocean	ozean	ocean	ozean	N;INDF;MASC;SG	
ocean	ozeane	ocean	ozean	N;INDF;MASC;SG	
ocean	meer	ocean	meer	N;INDF;MASC;SG	ADJ
claudia	claudia	claudie	claudia	PROPN	PROPN;NOM;SG
placut	gemocht	placut	mochen	N;INDF;MASC;SG	V;V.PTCP
placut	gefällt	placut	gefallen	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
placut	gefallen	placut	fallen|gefallen	N;INDF;MASC;SG	V;V.PTCP
placut	gefiel	placut	gefallen	N;INDF;MASC;SG	V;IND;SG;FIN
placut	mochte	placut	mögen	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
placut	angenehmen	placut	angenehm	N;INDF;MASC;SG	ADJ
placut	angenehm	placut	angenehm	N;INDF;MASC;SG	ADJ
placut	angenehmer	placut	angenehm	N;INDF;MASC;SG	ADJ
placut	angenehme	placut	angenehm	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
placut	angenehmes	placut	angenehm	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
evans	evans	evans	evans	PROPN	PROPN;NOM;MASC;SG
edge	rand	edge	rinden	N;INDF;MASC;SG	ADV
edge	kante	edge	kanten	N;INDF;MASC;SG	ADJ
edge	edge	edge	edg	N;INDF;MASC;SG	
edge	kanten	edge	kanten	N;INDF;MASC;SG	V;NFIN
declaratie	anweisung	declaratie	anweisung	N;INDF;FEM;SG	
declaratie	aussage	declaratie	aussagen	N;INDF;FEM;SG	
declaratie	erklärung	declaratie	erklärung	N;INDF;FEM;SG	N;NOM;FEM;SG
declaratie	deklaration	declaratie	deklaration	N;INDF;FEM;SG	ADJ
declaratie	erklärung	declaratie	erklärung	N;INDF;FEM;SG	N;NOM;FEM;SG
confera	verleiht	confera	verleihen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
discursul	ansprache	discurs	ansprechen	N;DEF;MASC;SG	N;NOM;FEM;SG
discursul	rede	discurs	rede	N;DEF;MASC;SG	
discursul	sprache	discurs	sprechen	N;DEF;MASC;SG	N;NOM;FEM;SG
alabama	alabama	alabama	alabama	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
folosire	gebrauch	folosire	gebrauch	N;INDF;FEM;SG	ADJ
folosire	nutzung	folosire	nutzung	N;INDF;FEM;SG	N;NOM;FEM;SG
intrand	betreten	intrand	betreten		V;NFIN
intrand	eingabe	intrand	eingabe		N;FEM;SG
tabel	tisch	tabel	tischen	N;INDF;MASC;SG	ADJ
indiei	indien	indie	indien	PROPN;DEF;FEM;SG	PROPN;NOM;NEUT;SG
keith	keith	keith	keith	PROPN	PROPN;NOM;SG
asigurata	versicherten	asigurat	versichert	ADJ;DEF;FEM;SG	V;IND;PL;3;PST;FIN
asigurata	versichert	asigurat	versichern	ADJ;DEF;FEM;SG	V;V.PTCP
asigurata	versicherte	asigurat	versichern	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
corrèze	corrèze	corra	corrèze	N;INDF;FEM;SG	PROPN;NOM;SG
campionatele	meisterschaft	campionat	meisterschaft	N;DEF;FEM;PL	N;NOM;FEM;SG
campionatele	meisterschaften	campionat	meisterschaften	N;DEF;FEM;PL	V;NFIN
louisiana	louisiana	louisiană	louisiana	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
baschet	basketball	baschet	basketball	N;INDF;MASC;SG	
baschet	basketballspieler	baschet	basketballspieler	N;INDF;MASC;SG	ADJ
organ	orgel	organ	orgel	N;INDF;MASC;SG	
organ	organ	organ	organ	N;INDF;MASC;SG	
hotelul	hotelzimmer	hotel	hotelzimmer	N;DEF;MASC;SG	
hotelul	hotel	hotel	Hotel	N;DEF;MASC;SG	N;NOM;NEUT;SG
finistère	finistère	finistère	finistère	N;INDF;FEM;SG	PROPN;NOM;SG
tranzitie	übergänge	tranzitie	übergängen	N;INDF;FEM;SG	ADJ
tranzitie	übergangsphase	tranzitie	übergangsphase	N;INDF;FEM;SG	ADJ
tranzitie	übergang	tranzitie	übergehen	N;INDF;FEM;SG	ADV
distante	distanzen	distant	distanzen	N;INDF;FEM;PL	V;NFIN
distante	distanz	distant	distanz	N;INDF;FEM;PL	
distante	entfernung	distant	entfernung	N;INDF;FEM;PL	ADJ
distante	entfernungen	distant	entfernung	N;INDF;FEM;PL	V;V.PTCP
distante	abstände	distant	abstehen	N;INDF;FEM;PL	
distante	distanzen	distant	distanzen	N;INDF;FEM;PL	V;NFIN
distante	distanz	distant	distanz	N;INDF;FEM;PL	
distante	entfernung	distant	entfernung	N;INDF;FEM;PL	ADJ
distante	entfernungen	distant	entfernung	N;INDF;FEM;PL	V;V.PTCP
distante	abstände	distant	abstehen	N;INDF;FEM;PL	
cald	hot	cald	hot	ADJ;INDF;MASC;SG	
cald	warmen	cald	warm	ADJ;INDF;MASC;SG	
cald	wärme	cald	wärm	ADJ;INDF;MASC;SG	
cald	warme	cald	warm	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
adanc	tief	adanc	tief		ADJ
adanc	tiefen	adanc	tief		V;NFIN
adanc	tief	adanc	tief		ADJ
adanc	tiefen	adanc	tief		V;NFIN
salvare	heil	salvare	heil	N;INDF;FEM;SG	
salvare	erlösung	salvare	erlösung	N;INDF;FEM;SG	
salvare	rettungs	salvare	rettungs	N;INDF;FEM;SG	
salvare	retten	salvare	retten	N;INDF;FEM;SG	V;NFIN
vacanta	ferien	vacanta	ferienen	N;DEF;FEM;SG	
vacanta	urlaub	vacanta	urlaub	N;DEF;FEM;SG	ADV
vacanta	ferien	vacanta	ferienen	N;DEF;FEM;SG	
vacanta	urlaub	vacanta	urlaub	N;DEF;FEM;SG	ADV
vacanta	ferien	vacanta	ferienen	N;DEF;FEM;SG	
vacanta	urlaub	vacanta	urlaub	N;DEF;FEM;SG	ADV
vacanta	ferien	vacanta	ferienen	N;DEF;FEM;SG	
vacanta	urlaub	vacanta	urlaub	N;DEF;FEM;SG	ADV
vacanta	ferien	vacanta	ferienen	N;DEF;FEM;SG	
vacanta	urlaub	vacanta	urlaub	N;DEF;FEM;SG	ADV
malta	zypern	malta	zypern	PROPN	
malta	malta	malta	malta	PROPN	
manifestari	erscheinungen	manifestare	erscheinung	N;INDF;FEM;PL	V;NFIN
manifestari	ausprägungen	manifestare	ausprägungen	N;INDF;FEM;PL	V;NFIN
manifestari	erscheinungsformen	manifestare	erscheingsformen	N;INDF;FEM;PL	V;NFIN
fotbalul	football	fotbal	football	N;DEF;MASC;SG	ADJ
fotbalul	fußballspiel	fotbal	fußballspiel	N;DEF;MASC;SG	ADV
fotbalul	fußball	fotbal	fußball	N;DEF;MASC;SG	ADJ
fotbalul	fussball	fotbal	fussball	N;DEF;MASC;SG	
radical	radikal	radical	radikal	ADV	ADJ
radical	radikalen	radical	radikal	ADV	ADJ
radical	radikaler	radical	radikal	ADV	ADJ
radical	radikale	radical	radikal	ADV	ADJ;NOM;FEM;PL
asalt	körperverletzung	asalt	körperverletzung	N;INDF;MASC;SG	ADJ
asalt	überfall	asalt	überfall	N;INDF;MASC;SG	ADJ
renault	renault	renault	renaulen	PROPN	PROPN;SG
sierra	sierra	sierră	sierra	PROPN	PROPN;NOM;SG
specializate	spezialisiert	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;V.PTCP
specializate	spezialisierten	specializat	spezialisiert	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
specializate	spezialisierte	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
specializate	spezialisierte	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
specializate	spezialisiert	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;V.PTCP
specializate	spezialisierten	specializat	spezialisiert	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
buenos	buenos	buenos	buenos	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
dificultati	schwierigkeit	dificultati	schwierigkeit		ADJ
dificultati	schwierigkeiten	dificultati	schwierigkeit		N;NOM;FEM;PL
dificultati	schwierigkeitsgrad	dificultati	schwierigkeitsgrad		ADJ
dificultati	schwierigkeiten	dificultati	schwierigkeit		N;NOM;FEM;PL
raurile	flüsse	raură	flüssen	N;DEF;FEM;PL	N;NOM;MASC;PL
raurile	flüssen	raură	flüssen	N;DEF;FEM;PL	N;NOM;FEM;PL
raurile	rivers	raură	rivers	N;DEF;FEM;PL	PROPN
tribuna	tribüne	tribună	tribüne	N;DEF;FEM;SG	
tribuna	tribune	tribună	tribun	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
lapte	milchprodukte	lapte	milchprodukt	N;INDF;MASC;SG	PROPN;NOM;SG
lapte	muttermilch	lapte	muttermilch	N;INDF;MASC;SG	PROPN
lapte	milch	lapte	milch	N;INDF;MASC;SG	
grove	grove	grov	grov	PROPN	PROPN
memoriile	memoiren	memorie	memoiren	N;DEF;FEM;PL	V;NFIN
memoriile	memoiren	memorie	memoiren	N;DEF;FEM;PL	V;NFIN
studios	studios	studios	studios	N;INDF;MASC;SG	PROPN
vieti	lebt	vieti	leben		V;IND;SG;3;PRS;FIN
