som	kao	som	kao	ADP	CONJ
satt	sjeo	sitje	sjesti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
startet	počelo	start	početi	N;DEF;NEUT;SG	V;NEUT;SG;PST;V.PTCP;ACT
sett	uočio	setje	uoči	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
sett	vidio	setje	vidjeti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
sett	vidjeli	setje	vidjeti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
sett	viđeno	setje	vidjeti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
sett	postavi	setje	postav	ADJ;INDF;NEUT;SG;V.PTCP	V;IND;SG;3;PRS;FIN
sett	set	setje	set	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
sett	komplet	setje	komplet	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
sett	gledao	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
sett	gledali	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
sett	gledala	setje	gledati	ADJ;INDF;NEUT;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
alt	sve	alt	sve	PRO;NEUT;SG;3	PRO;NOM;NEUT;SG
alt	sve	alt	sve	PRO;NEUT;SG;3	PRO;NOM;NEUT;SG
alt	svi	alt	sav	PRO;NEUT;SG;3	DET;NOM;DEF;MASC;PL
alt	alt	alt	alt	PRO;NEUT;SG;3	N;NOM;MASC;SG
lang	lang	lang	lang	ADJ;INDF;SG	N;NOM;MASC;SG
lang	duga	lang	dug	ADJ;INDF;SG	N;NOM;FEM;SG
lang	long	lang	long	ADJ;INDF;SG	ADP
lang	dugo	lang	dugo	ADJ;INDF;SG	ADV
england	engleske	england	engleski	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
england	englesku	england	engleski	N;INDF;NEUT;SG	ADJ;ACC;DEF;FEM;SG
england	engleska	england	engleski	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
særlig	osobito	særlig	osobito	ADJ;INDF;NEUT;SG	ADV
særlig	posebno	særlig	posebno	ADJ;INDF;NEUT;SG	ADV
særlig	naročito	særlig	naročito	ADJ;INDF;NEUT;SG	ADV
særlig	pogotovo	særlig	pogotovo	ADJ;INDF;NEUT;SG	ADV
begge	oboje	begge	oboje	PRO;PL;3	N;NOM;MASC;SG
deler	dijeljenje	del	dijeljenje	N;INDF;MASC;PL	N;NOM;NEUT;SG
deler	podijeli	del	podijetiti	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
deler	dijeli	del	dijeliti	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
fram	napred	fram	napred	ADP	N;NOM;MASC;SG
fram	proslijedi	fram	proslijediti	ADP	V;IND;SG;3;PRS;FIN
fram	naprijed	fram	naprijed	ADP	ADV
fram	fram	fram	fra	ADP	N;NOM;MASC;SG
gitt	dao	gi	dati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
står	stojeći	stå	stajać	V;IND;PRS;FIN	ADV;PRS;V.CVB
står	stajanje	stå	stajanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
hvert	svaki	hvert	svaki		DET;NOM;MASC;SG
hvert	svako	hvert	svaki		DET;NOM;NEUT;SG
hvert	svaka	hvert	svaki		DET;NOM;FEM;SG
hvert	svaki	hvert	svaki		DET;NOM;MASC;SG
hvert	svaka	hvert	svaki		DET;NOM;FEM;SG
bygget	izgrađen	bygg	izgraditi	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
bygget	izgrađena	bygg	izgraditi	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
bygget	izgrađeno	bygg	izgraditi	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
bygget	izgradio	bygg	izgraditi	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
des	des	des	des	N	ADP
kina	kine	Kina	kina	PROPN	N;NOM;FEM;PL
kina	kinu	Kina	kin	PROPN	N;ACC;FEM;SG
kina	kini	Kina	kina	PROPN	PROPN;DAT;FEM;SG
kina	kina	Kina	kino	PROPN	N;NOM;FEM;SG
ett	jedan	ett	jedan		NUM;NOM;MASC;SG
ett	jedna	ett	jedan		NUM;NOM;FEM;SG
innbyggere	građani	innbyggere	građanin	N;INDF;NEUT;SG	N;NOM;MASC;PL
innbyggere	građanima	innbyggere	građanin	N;INDF;NEUT;SG	N;DAT;MASC;PL
sønn	sine	sønn	sina	N;INDF;MASC;SG	INTJ
språk	jezike	språk	jezik	N;INDF;NEUT;SG	N;ACC;MASC;PL
språk	jezicima	språk	jezik	N;INDF;NEUT;SG	N;INS;MASC;PL
språk	jezici	språk	jezik	N;INDF;NEUT;SG	N;NOM;MASC;PL
nasjonale	nacionalni	nasjonal	nacionalan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
nasjonale	nacionalna	nasjonal	nacionalan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
barn	djeco	barn	djeco	N;INDF;NEUT;PL	V;IMP;PL;2;FIN
barn	djete	barn	dijete	N;INDF;NEUT;PL	N;NOM;NEUT;SG
barn	dete	barn	deti	N;INDF;NEUT;PL	N;NOM;NEUT;SG
barn	dijete	barn	dijete	N;INDF;NEUT;PL	N;NOM;NEUT;SG
kamper	odgovara	kamp	odgovarati	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
kamper	tuče	kamp	tuč	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
kamper	bitaka	kamp	bitak	N;INDF;FEM;PL	N;NOM;FEM;SG
spiller	igrač	spille	igrač	V;IND;PRS;FIN	N;NOM;MASC;SG
spiller	player	spille	player	V;IND;PRS;FIN	N;NOM;MASC;SG
spiller	igranje	spille	igranje	V;IND;PRS;FIN	N;NOM;NEUT;SG
gir	davanja	gi	davanje	V;IND;PRS;FIN	N;NOM;NEUT;PL
gir	davanje	gi	davanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
gir	daj	gi	dati	V;IND;PRS;FIN	INTJ
leder	lider	leder	lider		N;NOM;MASC;SG
leder	vođa	leder	vođa		N;NOM;MASC;SG
gull	zlatna	gull	zlatan	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
gull	zlatni	gull	zlatan	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
gull	gold	gull	gold	N;INDF;NEUT;SG	ADP
gjort	gotovo	gjere	gotovo	ADJ;INDF;NEUT;SG;V.PTCP	ADV
godt	dobro	god	dobro	ADJ;INDF;NEUT;SG	ADV
spilt	igrao	spile	igrati	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
gjøre	make	gjøre	maka		ADP
gjøre	napraviti	gjøre	napraviti		V;NFIN
gjøre	napravi	gjøre	napraviti		V;IND;SG;3;PRS;FIN
svensk	švedski	svensk	švedski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
forskjellige	drukčije	forskjellig	drukčije	ADJ;PL	ADV
forskjellige	drugačiji	forskjellig	drugačiji	ADJ;PL	ADJ;NOM;DEF;MASC;SG
forskjellige	drugačija	forskjellig	drugačiji	ADJ;PL	ADJ;NOM;DEF;FEM;SG
forskjellige	drugačije	forskjellig	drugačije	ADJ;PL	ADV
bak	bak	bak	bak	ADP	PROPN;NOM;MASC;SG
liv	life	liv	life	N;INDF;NEUT;SG	ADP
samtidig	istovremeno	samtidig	istovremeno	ADJ;INDF;NEUT;SG	ADV
samtidig	istodobno	samtidig	istodobno	ADJ;INDF;NEUT;SG	ADV
skrev	napisala	skrev	napisati	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP;ACT
skrev	pisao	skrev	pisati	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
skrev	napisao	skrev	napisati	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
fransk	francuski	fransk	francuski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
fransk	francuzi	fransk	francug	N;INDF;MASC;SG	N;ACC;MASC;PL
sted	mjesto	stå	mjesto		N;NOM;NEUT;SG
sted	mesto	stå	mesto		N;NOM;NEUT;SG
sted	lokacija	stå	lokacija		N;NOM;FEM;SG
sted	lokaciju	stå	lokacija		N;ACC;FEM;SG
fotball	football	fotball	football	N;INDF;MASC;SG	ADP
resultat	rezultati	resultat	rezultat	N;INDF;NEUT;SG	N;NOM;MASC;PL
danmark	danske	danmark	danski	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
danmark	danska	danmark	danska	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
danmark	danskoj	danmark	danski	N;INDF;MASC;SG	ADJ;DAT;DEF;FEM;SG
stort	velika	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
stort	veliki	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	velike	stor	velik	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
verden	world	verden	world		ADP
verden	svijeta	verden	svijet		N;GEN;MASC;SG
verden	svijet	verden	svijet		N;NOM;MASC;SG
paris	paris	paris	paris	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
paris	pariz	paris	pariz	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
slekt	obitelji	slekkje	obitelj	N;INDF;FEM;SG	N;NOM;FEM;PL
von	von	von	von	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
viser	pokazivanje	vise	pokazivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
viser	prikazivanje	vise	prikazivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
viser	prikazivanje	vise	prikazivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
viser	emisije	vise	emisija	V;IND;PRS;FIN	N;NOM;FEM;PL
viktig	važno	viktig	važan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
viktig	bitno	viktig	bitno	ADJ;INDF;NEUT;SG	ADV
mulig	mogući	mulig	moguć	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
mulig	moguce	mulig	moguc	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
mulig	moguće	mulig	moguć	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
york	york	york	york	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
britiske	britanski	britisk	britanski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
britiske	britanska	britisk	britanski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
britiske	britanci	britisk	britanac	ADJ;PL	N;NOM;MASC;PL
britiske	britanac	britisk	britanac	ADJ;PL	ADJ;NOM;INDF;MASC;SG
bilde	foto	bilde	foto	N;INDF;NEUT;SG	
allerede	vec	allerede	vec	ADV	PROPN;NOM;MASC;SG
opprettet	stvoreni	opprett	stvoriti	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
opprettet	stvoreno	opprett	stvoriti	N;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
opprettet	stvorena	opprett	stvoriti	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
opprettet	stvoren	opprett	stvoriti	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
opprettet	stvorio	opprett	stvoriti	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
kort	ukratko	kort	ukratko	N;INDF;NEUT;SG	ADV
kort	kratki	kort	kratka	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
kort	kratko	kort	kratko	N;INDF;NEUT;SG	ADV
kort	kratka	kort	kratak	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
liten	maleno	liten	malen	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;NEUT;SG
liten	male	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
liten	mali	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
liten	malo	liten	malo	ADJ;INDF;MASC;SG	ADV
liten	mala	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
liten	male	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
liten	mali	liten	mali	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
tidlig	rano	tidlig	rano	ADJ;INDF;NEUT;SG	ADV
rett	desno	rett	desno	ADJ;INDF;NEUT;SG	ADV
rett	pravo	rett	pravo	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
storbritannia	britanija	storbritanni	britan	N;INDF;MASC;SG	ADJ;NOM;DEF;CMPR;FEM;SG
storbritannia	britaniju	storbritanni	britan	N;INDF;MASC;SG	ADJ;ACC;DEF;CMPR;FEM;SG
storbritannia	britanije	storbritanni	britanija	N;INDF;MASC;SG	ADJ;NOM;DEF;CMPR;FEM;PL
yrke	struke	yrke	struka	N;INDF;NEUT;SG	N;NOM;FEM;PL
små	maleno	liten	malen	ADJ;PL	ADJ;NOM;DEF;NEUT;SG
små	mali	liten	mali	ADJ;PL	ADJ;NOM;DEF;MASC;SG
spesielt	konkretno	spesiell	konkretno	ADJ;INDF;NEUT;SG	ADV
spesielt	osobito	spesiell	osobito	ADJ;INDF;NEUT;SG	ADV
spesielt	posebno	spesiell	posebno	ADJ;INDF;NEUT;SG	ADV
spesielt	naročito	spesiell	naročito	ADJ;INDF;NEUT;SG	ADV
spesielt	pogotovo	spesiell	pogotovo	ADJ;INDF;NEUT;SG	ADV
spesielt	specijalno	spesiell	specijalno	ADJ;INDF;NEUT;SG	ADV
spesielt	posebno	spesiell	posebno	ADJ;INDF;NEUT;SG	ADV
spesielt	posebni	spesiell	poseban	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
spesielt	posebna	spesiell	poseban	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
spesielt	specijalno	spesiell	specijalno	ADJ;INDF;NEUT;SG	ADV
spesielt	posebno	spesiell	posebno	ADJ;INDF;NEUT;SG	ADV
flyttet	preselio	flytt	preseliti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
god	dobro	god	dobro	ADJ;INDF;SG	ADV
nytt	nova	ny	nov	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
nytt	novi	ny	nov	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
vanlig	redovito	vanlig	redovito	ADJ;INDF;NEUT;SG	ADV
vanlig	redovna	vanlig	redovan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vanlig	redovno	vanlig	redovno	ADJ;INDF;NEUT;SG	ADV
vanlig	zajednički	vanlig	zajednički	ADJ;INDF;NEUT;SG	ADV
vanlig	zajedničko	vanlig	zajednički	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
vanlig	zajednička	vanlig	zajednički	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vanlig	obična	vanlig	običan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vanlig	obični	vanlig	običan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
vanlig	uobičajeno	vanlig	uobičajen	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
italia	italia	italie	italia	PROPN	PROPN;NOM;MASC;SG
italia	italija	italie	italija	PROPN	PROPN;NOM;FEM;SG
hvordan	kako	hvordan	kako	N;INDF;MASC;SG	CONJ
kong	kong	kong	kong	N	PROPN;NOM;MASC;SG
sport	sportski	sport	sportski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sport	sportovi	sport	sport	N;INDF;MASC;SG	N;NOM;MASC;PL
lite	maleno	lite	malen	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
lite	male	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
lite	mali	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
lite	lite	lite	lite	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
lite	malo	lite	malo	ADJ;INDF;NEUT;SG	ADV
lite	mala	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
lite	male	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
lite	mali	lite	mali	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
bruker	koristeći	bruke	koristiti	V;IND;PRS;FIN	ADV;RL
bruker	korištenje	bruke	korištenje	V;IND;PRS;FIN	N;NOM;NEUT;SG
bruker	korisnik	bruke	korisnik	V;IND;PRS;FIN	N;NOM;MASC;SG
bruker	korisnika	bruke	korisnik	V;IND;PRS;FIN	N;GEN;MASC;PL
internasjonale	international	internasjonal	international	ADJ;PL	ADP
internasjonale	međunarodna	internasjonal	međunarodan	ADJ;PL	ADJ;NOM;FEM;SG
internasjonale	međunarodni	internasjonal	međunarodan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
meg	meg	eg	meg	PRO;HUM;ACC;SG;1	PROPN;NOM;FEM;SG
skole	školski	skole	školski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
skole	školska	skole	školski	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
innenfor	iznutra	innenfor	iznutra		ADV
innenfor	unutra	innenfor	unutra		ADV
innenfor	unutar	innenfor	unutar		ADP;GEN
vel	pa	vel	pa	ADV	CONJ
left	lijevo	left	lijevo	N;INDF;NEUT;SG	ADV
opprinnelig	izvorno	opprinnelig	izvorno	ADJ;INDF;NEUT;SG	ADV
opprinnelig	izvorno	opprinnelig	izvorno	ADJ;INDF;NEUT;SG	ADV
opprinnelig	originalno	opprinnelig	originalan	ADJ;INDF;NEUT;SG	ADV
opprinnelig	original	opprinnelig	original	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
opprinnelig	izvorna	opprinnelig	izvoran	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
opprinnelig	izvorni	opprinnelig	izvoran	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
moderne	moderni	moderne	moderan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
moderne	moderna	moderne	moderan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
moderne	moderan	moderne	moderan	ADJ;INDF;SG	N;NOM;MASC;SG
moderne	moderne	moderne	moderan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;PL
moderne	moderno	moderne	moderno	ADJ;INDF;SG	ADV
com	com	com	com	ADV	N;NOM;MASC;SG
heller	heller	heller	heller	ADV	N;NOM;MASC;SG
utenfor	vani	utenfor	vani	N;INDF;NEUT;SG	ADV
utenfor	izvana	utenfor	izvana	N;INDF;NEUT;SG	ADV
dansk	danske	dansk	danski	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
dansk	danski	dansk	danski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
titler	naslovi	titler	naslov	N;INDF;MASC;SG	N;NOM;MASC;PL
titler	titule	titler	titul	N;INDF;MASC;SG	N;NOM;FEM;PL
team	timovi	team	tim	N;INDF;NEUT;SG	N;NOM;MASC;PL
team	ekipe	team	ekipa	N;INDF;NEUT;SG	N;NOM;FEM;PL
team	momčadi	team	momčad	N;INDF;NEUT;SG	N;NOM;FEM;PL
team	tim	team	taj	N;INDF;NEUT;SG	DET;INS;NEUT;SG
hatt	hat	ha	hat	V;V.PTCP	ADP
hatt	kapa	ha	kapa	V;V.PTCP	N;NOM;FEM;SG
hatt	šešir	ha	šešir	V;V.PTCP	N;NOM;MASC;SG
hatt	hatt	ha	hatt	V;V.PTCP	
enkelte	neke	enkelt	neki	ADJ;PL	PRO;NOM;FEM;PL
enkelte	neki	enkelt	neki	ADJ;PL	PRO;NOM;MASC;PL
bedre	bolja	bedre	dobar	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;FEM;SG
bedre	bolje	bedre	dobro	N;INDF;NEUT;SG	ADV;CMPR
provinsen	pokrajine	provins	pokrajina	N;DEF;MASC;SG	N;NOM;FEM;PL
bruke	koristeći	bruke	koristiti	V;NFIN	ADV;RL
bruke	korištenje	bruke	korištenje	V;NFIN	N;NOM;NEUT;SG
bruke	upotrebi	bruke	upotreba	V;NFIN	N;DAT;FEM;SG
tar	uzimanje	ta	uzimanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
tar	uzimajući	ta	uzimati	V;IND;PRS;FIN	ADV;RL
tar	uzmi	ta	uzmi	V;IND;PRS;FIN	INTJ
funnet	pronađeno	finne	pronaći	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
funnet	našao	finne	naći	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
funnet	pronađen	finne	pronaći	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
funnet	pronađeni	finne	pronaći	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
funnet	pronađena	finne	pronaći	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
politiker	političara	politiker	političar	N;INDF;MASC;SG	N;GEN;MASC;PL
christian	christian	christian	christian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
inneholder	sadrži	inneholde	sadržati		V;IND;SG;3;PRS;FIN
familie	obitelji	familie	obitelj	N;INDF;MASC;SG	N;NOM;FEM;PL
forhold	veze	forhold	veza	N;INDF;NEUT;SG	N;NOM;FEM;PL
lever	jetra	leve	jetar	V;IND;PRS;FIN	N;NOM;FEM;SG
lever	jetre	leve	jetra	V;IND;PRS;FIN	N;NOM;FEM;PL
holdt	održana	hold	održati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
holdt	držao	hold	držati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
holdt	zadržao	hold	zadržati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
lagt	položio	leggje	položiti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
utviklet	razvio	utvikle	razviti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
utviklet	razvijena	utvikle	razvijen	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
utviklet	razvijen	utvikle	razviti	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
utviklet	evoluirao	utvikle	evoluirati	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
utviklet	evoluirali	utvikle	evoluirati	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP;ACT
lange	lange	lang	lang	ADJ;PL	PROPN;NOM;MASC;SG
lange	duga	lang	dug	ADJ;PL	N;NOM;FEM;SG
lange	long	lang	long	ADJ;PL	ADP
lange	dugo	lang	dugo	ADJ;PL	ADV
km²	km²	km²	km²	N;INDF;MASC;SG	
all	sve	all	sve	DET;MASC;SG	PRO;NOM;NEUT;SG
all	svi	all	sav	DET;MASC;SG	DET;NOM;DEF;MASC;PL
mennesker	ljudi	menneske	čovjek	N;INDF;MASC;SG	N;NOM;MASC;PL
poeng	tačke	poeng	tačak	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
poeng	bodova	poeng	bod	N;INDF;NEUT;SG	N;GEN;MASC;PL
poeng	točke	poeng	točka	N;INDF;NEUT;SG	N;NOM;FEM;PL
poeng	bodovi	poeng	bod	N;INDF;NEUT;SG	N;NOM;MASC;PL
peter	peter	peter	peter	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sølv	srebrni	sølv	srebrn	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
sølv	silver	sølv	silver	N;INDF;NEUT;SG	ADP
etablert	utvrđeno	etablere	utvrditi	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
omkring	oko	omkring	oko	ADP	ADV
ledet	vodio	lede	voditi	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
finne	pronalaženje	finne	pronalaženje	V;IMP;NFIN	N;NOM;NEUT;SG
finne	nalaženje	finne	nalaženje	V;IMP;NFIN	N;NOM;NEUT;SG
finne	nalaz	finne	nalaz	V;IMP;NFIN	N;NOM;MASC;SG
finne	pronalazak	finne	pronalazak	V;IMP;NFIN	N;NOM;MASC;SG
finne	lociranje	finne	lociranje	V;IMP;NFIN	N;NOM;NEUT;SG
finne	pronađi	finne	pronaći	V;IMP;NFIN	V;IND;SG;2;PRS;FIN
nær	zatvori	nær	zatvoriti	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN
nær	blizu	nær	blizu	ADJ;INDF;SG	ADV
russland	rusija	russland	rusija	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
min	moj	min	moj	PRO;MASC;SG	DET;NOM;MASC;SG;1
min	moja	min	moj	PRO;MASC;SG	DET;NOM;FEM;SG;1
min	moje	min	moj	PRO;MASC;SG	DET;NOM;FEM;SG;1
min	min	min	min	PRO;MASC;SG	N
verdens	world	verd	world	N;GEN;DEF;MASC;SG	ADP
verdens	svijet	verd	svijet	N;GEN;DEF;MASC;SG	N;NOM;MASC;SG
berlin	berlin	berlin	berlin	PROPN	N;NOM;MASC;SG
berlin	berlina	berlin	berlina	PROPN	N;GEN;MASC;SG
berlin	berlinu	berlin	berlina	PROPN	N;DAT;MASC;SG
thomas	thomas	thomas	thomas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
robert	roberte	robert	robert	N;INDF;MASC;SG	N;NOM;MASC;PL
valgt	odabrani	velg	odabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
valgt	odabrana	velg	odabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
valgt	izabrani	velg	izabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
valgt	izabrani	velg	izabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
valgt	odabrani	velg	odabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
valgt	odabrane	velg	odabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
valgt	odabrana	velg	odabrati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
paul	pavle	paul	pav	N;MASC	PROPN;NOM;MASC;SG
paul	paul	paul	paul	N;MASC	PROPN;NOM;MASC;SG
far	oce	far	ocaj	N;INDF;MASC;SG	V;IMP;SG;2;FIN
vinter	zime	vinter	zima	N;INDF;MASC;SG	N;NOM;FEM;PL
vinter	zimi	vinter	zim	N;INDF;MASC;SG	ADV
from	od	from	od	N	ADP;GEN
from	iz	from	iz	N	ADP;GEN
