من	מי	مِن	מי	ADP	ADV
العامة	ציבורי	عَامَّة	ציבורי	N;NOM;DEF;SG	ADJ;MASC;SG
العامة	הציבור	عَامَّة	הציבור	N;NOM;DEF;SG	
يقدر	מוערך	قَدَّر	הוערך	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;MASC;SG;V.PTCP;PASS
يقدر	מוערכת	قَدَّر	הוערך	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;FEM;SG;V.PTCP;PASS
نحو	כלפי	نَحو	כלפי	N;NOM;INDF;SG	ADP
نحو	לכיוון	نَحو	לכיוון	N;NOM;INDF;SG	PROPN
نحو	לקראת	نَحو	לקראת	N;NOM;INDF;SG	ADP
ديسمبر	בדצמבר	دِيسَمبِر	בדצמבר	N;GEN;INDF;SG	PROPN
ديسمبر	דצמבר	دِيسَمبِر	דצמבר	N;GEN;INDF;SG	PROPN
ديسمبر	דק	دِيسَمبِر	None	N;GEN;INDF;SG	
كبيرة	גדולים	كَبِير	גדול	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
كبيرة	ביג	كَبِير	ביג	ADJ;NOM;INDF;FEM;SG	
كبيرة	גדולים	كَبِير	גדול	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
الجيش	צבאי	جَيش	צבאי	N;NOM;DEF;SG	ADJ;MASC;SG
المساكن	דיור	مَسكَن	דיור	N;NOM;DEF;PL	N;MASC;SG
نوفمبر	נובמבר	نُوفِمبِر	נובמבר	N;GEN;INDF;SG	PROPN
نوفمبر	בנובמבר	نُوفِمبِر	בנובמבר	N;GEN;INDF;SG	ADV
نوفمبر	נוב	نُوفِمبِر	נוב	N;GEN;INDF;SG	
المديرية	דיירקטור	مُدِيرِيّ	דיירקטור	N;NOM;DEF;SG	PROPN
واحدة	אחת	وَاحِد	אחת	ADJ;NOM;INDF;FEM;SG	NUM;FEM;SG
واحدة	אחד	وَاحِد	אחד	ADJ;NOM;INDF;FEM;SG	NUM;MASC;SG
داخل	בפנים	دَاخِلَ	בפנים	ADP;ACC	
داخل	בתוכו	دَاخِلَ	בתוך	ADP;ACC	
داخل	פנימה	دَاخِلَ	פנימה	ADP;ACC	ADV
لاعب	נגן	لَاعِب	נגן	N;NOM;INDF;SG	
سطح	גג	سَطح	גג		PROPN
سطح	משטח	سَطح	משטח		
يجب	חייב	وَجَب	חייב	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;MASC;SG
بي	בי	بِي	ב		PROPN
بينما	בזמן	بَينَمَا	בזמן	CONJ	PROPN
دولة	המדינה	دَولَة	המדין	N;NOM;INDF;SG	V;FEM;SG;3;PST;ACT
الدولي	international	دُوَلِيّ	קגקגק	ADJ;NOM;DEF;MASC;SG	PROPN
الدولي	בינלאומית	دُوَلِيّ	בינלאומית	ADJ;NOM;DEF;MASC;SG	PROPN
الدولي	בינלאומי	دُوَلِيّ	בינלאומי	ADJ;NOM;DEF;MASC;SG	PROPN
الدولي	הבינלאומי	دُوَلِيّ	הבינלאומי	ADJ;NOM;DEF;MASC;SG	PROPN
كتب	נכתב	كَتَب	נכתב	V;PFV;MASC;SG;3;ACT	V;MASC;SG;3;PST;MID
كتب	כתובה	كَتَب	כתוב	V;PFV;MASC;SG;3;ACT	N;FEM;SG
كتب	נכתבה	كَتَب	נכתב	V;PFV;MASC;SG;3;ACT	V;FEM;SG;3;PST;MID
كتب	כתובים	كَتَب	כתוב	V;PFV;MASC;SG;3;ACT	N;MASC;PL
كتب	כתוב	كَتَب	כתב	V;PFV;MASC;SG;3;ACT	
كتب	ספרים	كَتَب	ספר	V;PFV;MASC;SG;3;ACT	N;MASC;PL
بلدة	טאון	بَلدَة	טאון	N;NOM;INDF;SG	PROPN
بلدة	העיר	بَلدَة	העיר	N;NOM;INDF;SG	V;MASC;SG;3;PST;ACT
خاصة	פרטית	خَاصّ	פרטי	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	פרטי	خَاصّ	פרט	ADJ;ACC;INDF;FEM;SG	N;MASC;PL
خاصة	טוראי	خَاصّ	טוראי	ADJ;ACC;INDF;FEM;SG	PROPN
خاصة	לפרטי	خَاصّ	לפרטי	ADJ;ACC;INDF;FEM;SG	
خاصة	במיוחד	خَاصّ	במיוחד	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	בייחוד	خَاصّ	בייחוד	ADJ;ACC;INDF;FEM;SG	
خاصة	ובמיוחד	خَاصّ	ובמיוחד	ADJ;ACC;INDF;FEM;SG	PROPN
خاصة	ספיישל	خَاصّ	ספיישל	ADJ;ACC;INDF;FEM;SG	PROPN
خاصة	מיוחדים	خَاصّ	מיוחד	ADJ;ACC;INDF;FEM;SG	ADJ;MASC;PL
خاصة	מיוחדות	خَاصّ	מיוחד	ADJ;ACC;INDF;FEM;SG	ADJ;FEM;PL
الحكومة	הממשלה	حُكُومَة	הממשלה	N;NOM;DEF;SG	PROPN
ملعب	האצטדיון	مَلعَب	האצטדיון	N;NOM;INDF;SG	PROPN
متر	מטר	مِتر	מטר	N;NOM;INDF;SG	PROPN
متر	מטרים	مِتر	מטר	N;NOM;INDF;SG	N;MASC;PL
متر	מטר	مِتر	מטר	N;NOM;INDF;SG	PROPN
متر	מטרים	مِتر	מטר	N;NOM;INDF;SG	N;MASC;PL
متر	מטר	مِتر	מטר	N;NOM;INDF;SG	PROPN
متر	מטר	مِتر	מטר	N;NOM;INDF;SG	PROPN
الوطنية	לאומי	وَطَنِيَّة	לאומי	N;NOM;DEF;SG	PROPN
الوطنية	לאומית	وَطَنِيَّة	לאומי	N;NOM;DEF;SG	ADV
حالة	הסטטוס	حَالَة	הסטטוס	N;NOM;INDF;SG	PROPN
حالة	סטטוס	حَالَة	סטטוס	N;NOM;INDF;SG	
حالة	קייס	حَالَة	קייס	N;NOM;INDF;SG	PROPN
حالة	תנאי	حَالَة	תנאי	N;NOM;INDF;SG	
كلية	המכללה	كُلِّيَّة	המכללה	N;NOM;INDF;SG	
كلية	כליות	كُلِّيَّة	כלייה	N;NOM;INDF;SG	N;FEM;PL
كلية	סגל	كُلِّيَّة	סגל	N;NOM;INDF;SG	PROPN
كلية	הפקולטה	كُلِّيَّة	הפקולטה	N;NOM;INDF;SG	PROPN
مليون	מליון	مِليُون	מליון	NUM;NOM;INDF;SG	N;MASC;SG
عمر	עומר	عمر	עומר		
عمر	עומאר	عمر	עומאר		PROPN
الخاصة	פרטית	خَاصّ	פרטי	ADJ;NOM;DEF;FEM;SG	ADV
الخاصة	פרטי	خَاصّ	פרט	ADJ;NOM;DEF;FEM;SG	N;MASC;PL
الخاصة	טוראי	خَاصّ	טוראי	ADJ;NOM;DEF;FEM;SG	PROPN
الخاصة	לפרטי	خَاصّ	לפרטי	ADJ;NOM;DEF;FEM;SG	
الرئيس	נשיאה	رَئِيس	נשיאה	N;NOM;DEF;SG	PROPN
الرئيس	הנשיא	رَئِيس	הנשיא	N;NOM;DEF;SG	PROPN
الرئيس	ראשי	رَئِيس	ראש	N;NOM;DEF;SG	N;PSSD;MASC;PL
حين	מתי	حِينَ	מתי	ADP;ACC	ADV
حين	כאשר	حِينَ	כאשר	ADP;ACC	CONJ
الشمالية	צפון	شَمَالِيّ	צפון	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
بداية	התחל	بِدَايَة	התחל	N;NOM;INDF;SG	PROPN
بداية	ההתחלה	بِدَايَة	ההתחלה	N;NOM;INDF;SG	V;FEM;SG;3;PST
يسار	שמאלה	سَار	שמאלה		ADV
يسار	שמאל	سَار	שמאל		N;MASC;SG
يسار	משמאל	سَار	משמאל		PROPN
شرق	מזרחה	شَرق	מזרחה	N;NOM;INDF;SG	ADV
شرق	המזרח	شَرق	המזרח	N;NOM;INDF;SG	PROPN
شرق	איסט	شَرق	איסט	N;NOM;INDF;SG	PROPN
شرق	המזרחי	شَرق	המזרח	N;NOM;INDF;SG	PROPN
الكثير	המון	كَثِير	המון	ADJ;NOM;DEF;MASC;SG	
الكثير	הרבה	كَثِير	הרבה	ADJ;NOM;DEF;MASC;SG	ADV
الكثير	הרבה	كَثِير	הרבה	ADJ;NOM;DEF;MASC;SG	ADV
الكثير	רבות	كَثِير	רב	ADJ;NOM;DEF;MASC;SG	N;FEM;PL
الكثير	רבים	كَثِير	רב	ADJ;NOM;DEF;MASC;SG	V;MASC;PL;V.PTCP;ACT
ويكيبيديا	ויקיפדיה	ويكيبيديا	ויקיפדיה	N;NOM;DEF;SG	PROPN
نهاية	סוף	نِهَايَة	None	N;NOM;INDF;SG	ADV
نهاية	סופו	نِهَايَة	סופה	N;NOM;INDF;SG	
نهاية	קץ	نِهَايَة	קץ	N;NOM;INDF;SG	
زوجي	בעלי	زَوجِيّ	בעל		N;PSSD;MASC;PL
زوجي	בעל	زَوجِيّ	בעל		N;MASC;SG
زوجي	הבעל	زَوجِيّ	הבעל		
وسط	סנטרל	وَسط	סנטרל	N;NOM;INDF;SG	PROPN
وسط	מרכזית	وَسط	מרכזי	N;NOM;INDF;SG	ADV
وسط	מרכזי	وَسط	מרכזי	N;NOM;INDF;SG	ADJ;MASC;SG
وسط	ביניים	وَسط	ביניים	N;NOM;INDF;SG	
وسط	התיכון	وَسط	התיכון	N;NOM;INDF;SG	PROPN
وسط	האמצע	وَسط	האמצע	N;NOM;INDF;SG	
دور	התפקיד	دَور	התפקיד	N;NOM;INDF;SG	V;PL;1;PST;ACT
القرية	הכפר	قَريَة	הכפר	N;NOM;DEF;SG	
اليمنية	תימני	يَمَنِيّ	תימן	ADJ;NOM;DEF;FEM;SG	PROPN
السنة	שנת	سَنَة	שנה	N;NOM;DEF;SG	N;PSSD;FEM;SG
شكل	הטופס	شَكل	הטופס	N;NOM;INDF;SG	PROPN
المغرب	מרוקו	مَغرِب	רוקו	N;NOM;DEF;SG	PROPN
حرب	המלחמה	حَرب	המלחם	N;NOM;INDF;SG	PROPN
الجهاز	התקן	جِهَاز	התקן	N;NOM;DEF;SG	
الجهاز	המכשיר	جِهَاز	המכשיר	N;NOM;DEF;SG	PROPN
معظم	הרוב	مُعظَم	הרוב	N;NOM;INDF;SG	
معظم	הכי	مُعظَم	הכי	N;NOM;INDF;SG	
دار	דאר	دَار	דאר	N;NOM;INDF;SG	PROPN
القاهرة	קהיר	قَاهِرَة	קהיר	N;NOM;DEF;SG	PROPN
ثلاثة	three	ثَلَاثَة	three	NUM;NOM;INDF;MASC	
الحكم	השיפוט	حُكم	השיפוט	N;NOM;DEF;SG	PROPN
الشرقية	מזרחה	شَرقِيّ	מזרחה	ADJ;NOM;DEF;FEM;SG	ADV
الشرقية	המזרח	شَرقِيّ	המזרח	ADJ;NOM;DEF;FEM;SG	PROPN
الشرقية	איסט	شَرقِيّ	איסט	ADJ;NOM;DEF;FEM;SG	PROPN
الشرقية	מזרח	شَرقِيّ	מזרח	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
الشرقية	מזרחי	شَرقِيّ	מזרחי	ADJ;NOM;DEF;FEM;SG	PROPN
الشرقية	המזרחי	شَرقِيّ	המזרח	ADJ;NOM;DEF;FEM;SG	PROPN
الشرقية	מזרח	شَرقِيّ	מזרח	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
صفحة	דף	صَفحَة	דף	N;NOM;INDF;SG	
صفحة	עמוד	صَفحَة	עמוד	N;NOM;INDF;SG	
صفحة	הדף	صَفحَة	הדף	N;NOM;INDF;SG	
بلدية	עיריית	بَلَدِيَّة	עירייה	N;NOM;INDF;SG	N;PSSD;FEM;SG
القسم	מקטע	قِسم	מקטע	N;NOM;DEF;SG	
وقت	הזמן	وَقت	הזמן	N;NOM;INDF;SG	
وقت	טיים	وَقت	טיים	N;NOM;INDF;SG	PROPN
سوريا	סוריה	سُورِيَا	סוריה		PROPN
سوريا	סורי	سُورِيَا	סורי		PROPN
سوريا	הסורי	سُورِيَا	הסורי		PROPN
النظام	המערכת	نِظَام	המערך	N;NOM;DEF;SG	
مدرسة	לימודים	مَدرَسَة	לימודים	N;NOM;INDF;SG	N;MASC;PL
عرض	הראה	عَرض	הראה	N;NOM;INDF;SG	V;MASC;SG;3;PST;ACT
عرض	הצג	عَرض	הצג	N;NOM;INDF;SG	
عرض	הצג	عَرض	הצג	N;NOM;INDF;SG	
عرض	צפי	عَرض	None	N;NOM;INDF;SG	
عرض	צפה	عَرض	צפה	N;NOM;INDF;SG	PROPN
عرض	הצג	عَرض	הצג	N;NOM;INDF;SG	
الدولية	international	دُوَلِيّ	קגקגק	ADJ;NOM;DEF;FEM;SG	PROPN
الدولية	בינלאומית	دُوَلِيّ	בינלאומית	ADJ;NOM;DEF;FEM;SG	PROPN
الدولية	בינלאומי	دُوَلِيّ	בינלאומי	ADJ;NOM;DEF;FEM;SG	PROPN
الدولية	הבינלאומי	دُوَلِيّ	הבינלאומי	ADJ;NOM;DEF;FEM;SG	PROPN
المعلومات	מידע	مَعلُومَة	מידע	N;NOM;DEF;PL	N;MASC;SG
المعلومات	מידע	مَعلُومَة	מידע	N;NOM;DEF;PL	N;MASC;SG
المعلومات	אינפורמציה	مَعلُومَة	אינפורמציה	N;NOM;DEF;PL	N;FEM;SG
المدرسة	לימודים	مَدرَسَة	לימודים	N;NOM;DEF;SG	N;MASC;PL
بناء	בונה	بِنَاء	בנה	N;ACC;INDF;SG	
بناء	יבנה	بِنَاء	יבנה	N;ACC;INDF;SG	PROPN
بناء	בנה	بِنَاء	בנה	N;ACC;INDF;SG	
بناء	לבנות	بِنَاء	בנה	N;ACC;INDF;SG	V;NFIN;ACT
بناء	בונה	بِنَاء	בנה	N;ACC;INDF;SG	
المقالة	המאמר	مُقَال	המאמר	N;NOM;DEF;SG	PROPN
العرب	ערבים	عَرَب	ערבי	N;NOM;DEF;SG	N;MASC;PL
العرب	ערבים	عَرَب	ערבי	N;NOM;DEF;SG	N;MASC;PL
التاريخ	תאריך	تَارِيخ	תאריך	N;NOM;DEF;SG	PROPN
التاريخ	התאריך	تَارِيخ	התאריך	N;NOM;DEF;SG	ADV
التاريخ	דייט	تَارِيخ	דייט	N;NOM;DEF;SG	PROPN
مجال	מתחם	مَجَال	מתחם	N;NOM;INDF;SG	PROPN
مجال	התחום	مَجَال	התחום	N;NOM;INDF;SG	
المقاطعة	המחוז	مُقَاطَعَة	המחוז	N;NOM;DEF;SG	
المقاطعة	נפה	مُقَاطَعَة	נפה	N;NOM;DEF;SG	PROPN
المقاطعة	להחרים	مُقَاطَعَة	החרים	N;NOM;DEF;SG	V;NFIN;ACT
تقرير	דווח	تَقرِير	דווח	N;NOM;INDF;SG	PROPN
تقرير	דוח	تَقرِير	דיווח	N;NOM;INDF;SG	
دول	דול	دَولَة	דול	N;NOM;INDF;PL	PROPN
الحالي	זרם	حَالِيّ	זרם	ADJ;NOM;DEF;MASC;SG	N;MASC;SG
الحالي	הנוכחית	حَالِيّ	הנוכחית	ADJ;NOM;DEF;MASC;SG	N
الحالي	נוכחית	حَالِيّ	נוכחי	ADJ;NOM;DEF;MASC;SG	ADV
الحالي	נוכחי	حَالِيّ	נוכחי	ADJ;NOM;DEF;MASC;SG	
الحالي	מתנה	حَالِيّ	מתנה	ADJ;NOM;DEF;MASC;SG	
الحالي	הווה	حَالِيّ	הווה	ADJ;NOM;DEF;MASC;SG	PROPN
الحالي	נוכח	حَالِيّ	נוכח	ADJ;NOM;DEF;MASC;SG	
بيت	פיט	بيت	פיט		PROPN
الشرق	מזרחה	شَرق	מזרחה	N;NOM;DEF;SG	ADV
الشرق	המזרח	شَرق	המזרח	N;NOM;DEF;SG	PROPN
الشرق	איסט	شَرق	איסט	N;NOM;DEF;SG	PROPN
الشرق	אוריינט	شَرق	אוריינט	N;NOM;DEF;SG	PROPN
الغربية	המערבי	غَربِيّ	המערבי	ADJ;NOM;DEF;FEM;SG	PROPN
الغربية	מערב	غَربِيّ	מערב	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
الغربية	מערבי	غَربِيّ	מערבי	ADJ;NOM;DEF;FEM;SG	PROPN
جبل	ההר	جَبَل	ההר		
جبل	הר	جَبَل	הר		PROPN
جبل	מאונט	جَبَل	מאונט		PROPN
جبل	הר	جَبَل	הר		PROPN
الجزء	מקטע	جُزء	מקטע	N;NOM;DEF;SG	
الجزء	פלח	جُزء	פלח	N;NOM;DEF;SG	
حسن	בסדר	حسن	בסדר		
حسن	אוקיי	حسن	אוקיי		
مقالة	המאמר	مَقَالَة	המאמר	N;NOM;INDF;SG	PROPN
نفسه	בעצמו	نفسه	בעצם	PRO;NOM;MASC;SG;3	ADV
قناة	תעלת	قَنَاة	תעלת	N;NOM;INDF;SG	PROPN
قناة	ערוץ	قَنَاة	ערוץ	N;NOM;INDF;SG	
المصرية	מצרית	مِصرِيّ	מצרי	ADJ;NOM;DEF;FEM;SG	ADV
المصرية	מצרי	مِصرِيّ	מצרי	ADJ;NOM;DEF;FEM;SG	PROPN
المصرية	המצרי	مِصرِيّ	המצרי	ADJ;NOM;DEF;FEM;SG	PROPN
الخارجية	חיצוניים	خَارِجِيَّة	חיצוני	N;NOM;DEF;SG	ADJ;MASC;PL
الخارجية	חיצוניות	خَارِجِيَّة	חיצוני	N;NOM;DEF;SG	ADJ;FEM;PL
الخارجية	חיצונית	خَارِجِيَّة	חיצוני	N;NOM;DEF;SG	ADV
الخارجية	חיצוני	خَارِجِيَّة	חיצוני	N;NOM;DEF;SG	ADJ;MASC;SG
النوع	סוגה	نَوع	סוג	N;NOM;DEF;SG	ADV
سلسلة	שרוך	سِلسِلَة	שרוך	N;NOM;INDF;SG	PROPN
سلسلة	מיתר	سِلسِلَة	מיתר	N;NOM;INDF;SG	
البلاد	מדינה	بَلَد	מדינה	N;NOM;DEF;PL	N;FEM;SG
البلاد	ארץ	بَلَد	ארץ	N;NOM;DEF;PL	N;FEM;SG
البلاد	ארצי	بَلَد	ארצי	N;NOM;DEF;PL	PROPN
جديدة	חדשים	جَدِيد	חדש	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
فيديو	וידאו	فِيدِيُو	וידאו	N;NOM;INDF;SG	PROPN
العلوم	מדע	عِلم	מדע	N;NOM;DEF;PL	
جزيرة	אי	جَزِيرَة	אי	N;NOM;INDF;SG	ADV
جزيرة	האי	جَزِيرَة	האי	N;NOM;INDF;SG	
عمان	אומן	عَمَّان	אומן	N;NOM;INDF;SG	
عمان	עומאן	عَمَّان	עומאן	N;NOM;INDF;SG	PROPN
عمان	עמאן	عَمَّان	עמאן	N;NOM;INDF;SG	PROPN
لبنان	לבנון	لُبنَان	לבנון	N;NOM;INDF;SG	PROPN
عالم	העולם	عَالَم	העולם	N;NOM;INDF;SG	
عالم	מלומד	عَالَم	לומד	N;NOM;INDF;SG	
الكويت	כווית	كُوَيت	כווית	N;NOM;DEF;SG	PROPN
الجزيرة	אי	جَزِيرَة	אי	N;NOM;DEF;SG	ADV
الجزيرة	האי	جَزِيرَة	האי	N;NOM;DEF;SG	
الحديث	לדבר	حَدِيث	דיבר	N;NOM;DEF;SG	V;NFIN;ACT
الحديث	דברי	حَدِيث	דבר	N;NOM;DEF;SG	N;PSSD;MASC;PL
المجلس	המועצה	مَجلِس	המועצה	N;NOM;DEF;SG	PROPN
الحزب	מסיבה	حِزب	מסיבה	N;NOM;DEF;SG	
الحزب	המפלגה	حِزب	המפלג	N;NOM;DEF;SG	PROPN
الفرنسية	צרפתי	فَرَنسِيَّة	צרפתי	N;NOM;DEF;SG	PROPN
الفرنسية	צרפתית	فَرَنسِيَّة	צרפתית	N;NOM;DEF;SG	PROPN
الفرنسية	צרפתים	فَرَنسِيَّة	צרפתי	N;NOM;DEF;SG	N;MASC;PL
مختلفة	שונות	مُختَلِف	שונה	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
مختلفة	שונה	مُختَلِف	שונה	ADJ;NOM;INDF;FEM;SG	
مختلفة	שונים	مُختَلِف	שונה	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
تونس	תוניסיה	تُونِس	תוניסיה	N;NOM;INDF;SG	PROPN
تونس	טוניס	تُونِس	טוניס	N;NOM;INDF;SG	PROPN
ممثل	הנציג	مُمَثِّل	הנציג	N;NOM;INDF;SG	PROPN
ممثل	השחקן	مُمَثِّل	השחקן	N;NOM;INDF;SG	PROPN
وادي	עמק	وادي	עמק		
وادي	ואלי	وادي	ואלי		PROPN
وادي	העמק	وادي	העמק		
وادي	ואדי	وادي	ואדי		PROPN
وادي	עואד	وادي	עואד		PROPN
حزب	מסיבה	حِزب	מסיבה	N;NOM;INDF;SG	
حزب	המפלגה	حِزب	המפלג	N;NOM;INDF;SG	PROPN
يا	היי	يَا	היה		
يا	הי	يَا	הי		
يتيمة	יתום	تِيمَة	יתום	V;IPFV;FEM;IND;SG;3;FIN;ACT	
يتيمة	יתומה	تِيمَة	יתום	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADV
ثلاث	three	ثَلَاثَة	three	NUM;NOM;INDF;FEM	
الشباب	נוער	شَبّ	נוער	N;NOM;DEF;PL	N;MASC;SG
الشباب	הנוער	شَبّ	הנוער	N;NOM;DEF;PL	
حسين	חוסיין	حسين	חוסיין		PROPN
الجامعة	המכללה	جَامِعَة	המכללה	N;NOM;DEF;SG	
نهر	ריבר	نَهر	ריבר	N;NOM;INDF;SG	PROPN
نهر	הנהר	نَهر	הנהר	N;NOM;INDF;SG	
نهر	נהר	نَهر	נהר	N;NOM;INDF;SG	PROPN
عين	עיניים	عين	עין		N;FEM;PL
عين	העיניים	عين	העיניים		N
عين	עין	عين	עין		N;FEM;SG
عين	העין	عين	העין		V;MASC;SG;3;PST;ACT
الماء	מיים	مَاء	מיים	N;NOM;DEF;SG	PROPN
الماء	מים	مَاء	מים	N;NOM;DEF;SG	N;MASC;PL
الدكتور	דוקטור	دُكتُور	None	N;NOM;DEF;SG	PROPN
شارك	שתף	شَارَك	שתף	V;PFV;MASC;SG;3;ACT	ADV
شارك	שתפו	شَارَك	שתף	V;PFV;MASC;SG;3;ACT	V;PL;1;PST;ACT
شارك	שיתוף	شَارَك	שיתוף	V;PFV;MASC;SG;3;ACT	N;MASC;SG
غرب	המערב	غَرب	המערב	N;NOM;INDF;SG	PROPN
غرب	ווסט	غَرب	וסט	N;NOM;INDF;SG	PROPN
غرب	מערבה	غَرب	מערבה	N;NOM;INDF;SG	ADV
غرب	וסט	غَرب	וסט	N;NOM;INDF;SG	PROPN
غرب	המערבי	غَرب	המערבי	N;NOM;INDF;SG	PROPN
غرب	מערבי	غَرب	מערבי	N;NOM;INDF;SG	PROPN
السياسية	פוליטיות	سِيَاسِيّ	פוליטי	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;PL
السياسية	פוליטית	سِيَاسِيّ	פוליטי	ADJ;NOM;DEF;FEM;SG	ADV
السياسية	פוליטי	سِيَاسِيّ	פוליטי	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
بدون	מבלי	بدون	מבלי		ADP
بدون	ללא	بدون	ללא		ADP
بدون	בלי	بدون	בלי		ADP
معلومات	מידע	مَعلُومَة	מידע	N;NOM;INDF;PL	N;MASC;SG
معلومات	מידע	مَعلُومَة	מידע	N;NOM;INDF;PL	N;MASC;SG
معلومات	אינפורמציה	مَعلُومَة	אינפורמציה	N;NOM;INDF;PL	N;FEM;SG
عادة	מנהג	عَادَة	מנהג	N;ACC;INDF;SG	
عادة	הרגל	عَادَة	הרגל	N;ACC;INDF;SG	PROPN
العلم	מדע	عِلم	מדע	N;NOM;DEF;SG	
العلم	מדעים	عِلم	מדע	N;NOM;DEF;SG	N;MASC;PL
العلم	הדגל	عِلم	הדגל	N;NOM;DEF;SG	
شخص	האדם	شَخص	האדם	N;NOM;INDF;SG	
شخص	מישהי	شَخص	מישהי	N;NOM;INDF;SG	PROPN
يوسف	יוסוף	يوسف	יוסוף		PROPN
عهد	עידן	عَهد	עידן	N;NOM;INDF;SG	PROPN
عهد	שלטונו	عَهد	שלטונו	N;NOM;INDF;SG	
تابعة	כפופה	تَابِع	כפף	ADJ;NOM;INDF;FEM;SG	V;FEM;SG;V.PTCP;ACT
المصري	מצרית	مِصرِيّ	מצרי	N;NOM;DEF;SG	ADV
المصري	מצרי	مِصرِيّ	מצרי	N;NOM;DEF;SG	PROPN
المصري	המצרי	مِصرِيّ	המצרי	N;NOM;DEF;SG	PROPN
دولار	דולרים	دُولَار	דולר	N;NOM;INDF;SG	N;MASC;PL
دولار	דולרים	دُولَار	דולר	N;NOM;INDF;SG	N;MASC;PL
الكبير	ביג	كَبِير	ביג	ADJ;NOM;DEF;MASC;SG	
الكبير	גדולים	كَبِير	גדול	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;PL
الميلاد	לידת	مِيلَاد	לידה	N;NOM;DEF;SG	PROPN
النقطة	פוינט	نُقطَة	פוינט	N;NOM;DEF;SG	PROPN
الشركة	תקיף	شَرِكَة	תקיף	N;NOM;DEF;SG	
الشركة	תאגידי	شَرِكَة	תאגיד	N;NOM;DEF;SG	PROPN
العصر	צהריים	عَصر	צהריים	N;NOM;DEF;SG	N;MASC;PL
العصر	עידן	عَصر	עידן	N;NOM;DEF;SG	PROPN
فلسطين	פלסטין	فِلَسطِين	פלסטין	N;NOM;INDF;SG	PROPN
مجلة	מגזין	مَجَلَّة	מגזין	N;NOM;INDF;SG	
الثورة	המהפכה	ثَورَة	המהפכה	N;NOM;DEF;SG	PROPN
ملك	המלך	مَلِك	המלך		
ملك	קינג	مَلِك	קינג		PROPN
ملك	מלך	مَلِك	מלך		N;MASC;SG
جانب	סייד	جَانِب	סייד	N;NOM;INDF;SG	PROPN
جانب	לצד	جَانِب	לצד	N;NOM;INDF;SG	ADP
جانب	הצד	جَانِب	הצד	N;NOM;INDF;SG	
مشروع	פרוייקט	مَشرُوع	פרוייקט	N;NOM;INDF;SG	PROPN
الطاقة	כח	طَاقَة	כוח	N;NOM;DEF;SG	
الطاقة	power	طَاقَة	power	N;NOM;DEF;SG	
مكتب	המשרד	مَكتَب	המשרד	N;NOM;INDF;SG	PROPN
صيفي	סאמר	صِيفِيّ	סאמר	ADJ;NOM;INDF;MASC;SG	PROPN
صيفي	קיץ	صِيفِيّ	קיץ	ADJ;NOM;INDF;MASC;SG	
صيفي	הקיץ	صِيفِيّ	הקיץ	ADJ;NOM;INDF;MASC;SG	PROPN
جنس	מין	جنس	מין	N;NOM;INDF;SG	
جنس	סקס	جنس	סקס	N;NOM;INDF;SG	
عنوان	הכתובת	عُنوَان	הכתובה	N;NOM;INDF;SG	PROPN
الشمس	השמש	شَمس	השמש	N;NOM;DEF;SG	
الشمس	שמש	شَمس	שמש	N;NOM;DEF;SG	
الشمس	סון	شَمس	סון	N;NOM;DEF;SG	PROPN
الشمس	סאן	شَمس	סאן	N;NOM;DEF;SG	PROPN
طول	אורך	طُول	אורך	N;NOM;INDF;SG	
طول	האורך	طُول	האורך	N;NOM;INDF;SG	PROPN
رجل	בנאדם	رَجُل	בנאדם	N;NOM;INDF;SG	ADV
الهند	הודו	هِند	הודו	N;NOM;DEF;SG	PROPN
الهند	אינדיה	هِند	אינדיה	N;NOM;DEF;SG	PROPN
اليابان	יפן	اَليَابَان	יפן	N;NOM;DEF;SG	PROPN
المجموعة	הקבוצה	مَجمُوعَة	הקבוצה	N;NOM;DEF;SG	PROPN
المجموعة	אוסף	مَجمُوعَة	אוסף	N;NOM;DEF;SG	
النادي	קלאב	نَادِي	קלאב	N;NOM;DEF;SG	PROPN
النادي	המועדון	نَادِي	המועדון	N;NOM;DEF;SG	PROPN
دوري	הליגה	دَورِيّ	הליגה		
دوري	ליגה	دَورِيّ	ליגה		N;FEM;SG
دوري	תקופתיות	دَورِيّ	תקופתי		ADJ;FEM;PL
المواد	חומר	مَادَّة	חומר	N;NOM;DEF;PL	N;MASC;SG
