datu	datu	datu	dat	PROPN	
wayne	wayne	wayne	wayny	PROPN	PROPN;NOM;MASC;SG
wayne	łukasz	wayne	łukasz	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
sai	sai	sai	sai	PROPN	
penjajah	najeźdźcy	penjajah	najeźdźk	N;SG	N;NOM;MASC;PL
penjajah	okupantami	penjajah	okupant	N;SG	N;INS;NEUT;PL
lorenzo	lorenzo	lorenzo	lorenzo	PROPN	PROPN;NOM;MASC;SG
artistik	artystycznie	artistik	artystycznie	ADJ;SG	ADV
ariel	ariel	ariel	ariel	PROPN	PROPN;NOM;MASC;SG
yale	yale	yale	yale	PROPN	
jenewa	genewie	jenewa	genew	PROPN;SG	N;NOM;MASC;SG
eko	eko	eko	eko	PROPN	
eko	eko	eko	eko	PROPN	
diputuskan	zdecydował	diputuskan	zdecydować	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
diputuskan	zdecydował	diputuskan	zdecydować	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
diputuskan	zdecydowała	diputuskan	zdecydować	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
diputuskan	odłączony	diputuskan	odłączyć	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kejam	okrucieństwo	kejam	okrucieństwo	ADJ;SG	N;NOM;NEUT;SG
sejajar	wyrównane	sejajar	wyrównać	;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ppp	ppp	ppp	ppp	PROPN	
terry	terry	terry	terry	PROPN	PROPN;NOM;MASC;SG
berbakat	utalentowany	berbakat	utalentować	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
berbakat	utalentowana	berbakat	utalentować	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
berbakat	utalentowany	berbakat	utalentować	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
berbakat	talent	berbakat	talent	V;SG;ACT	N;NOM;MASC;SG
berbakat	zdolny	berbakat	zdolny	V;SG;ACT	ADJ;NOM;MASC;SG
berbakat	zdolna	berbakat	zdolny	V;SG;ACT	ADJ;NOM;FEM;SG
berbakat	utalentowana	berbakat	utalentować	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ant	mrówka	ant	mrówka	PROPN	N;NOM;FEM;SG
ant	mrówki	ant	mrówka	PROPN	
ishak	isaac	ishak	isaac	PROPN	PROPN;NOM;MASC;SG
ishak	ishak	ishak	ishak	PROPN	
must	musi	must	musieć	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
must	muszą	must	musieć	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
logistik	logistyczne	logistik	logistyczny	N	ADJ;NOM;NEUT;SG
logistik	logistyczne	logistik	logistyczny	N	ADJ;NOM;NEUT;SG
chiang	chiang	chiang	chiang	PROPN;SG	
bos	szefowie	bos	szef		N;NOM;MASC;PL
bos	szefów	bos	szef		N;ACC;MASC;PL
bos	bos	bos	bos		N;NOM;MASC;SG
bos	szef	bos	szef		N;NOM;MASC;SG
bos	szefie	bos	szefa		V;IPFV;IND;SG;2;PRS;FIN;ACT
kegelapan	dark	kegelapan	dark	N;SG	
kegelapan	ciemno	kegelapan	ciemno	N;SG	ADV
kegelapan	ciemne	kegelapan	ciemny	N;SG	ADJ;NOM;NEUT;SG
kegelapan	ciemna	kegelapan	ciemny	N;SG	ADJ;NOM;FEM;SG
kegelapan	ciemny	kegelapan	ciemny	N;SG	ADJ;NOM;MASC;SG
goryeo	goryeo	goryeo	goryeo	PROPN	
reporter	dziennikarze	reporter	dziennikarz	N;SG	N;NOM;MASC;PL
reporter	reporterzy	reporter	reporter	N;SG	N;NOM;MASC;PL
reporter	reporterów	reporter	reporter	N;SG	N;ACC;MASC;PL
copyright	autorskie	copyright	autorski	PROPN	ADJ;NOM;NEUT;SG
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	N;NOM;MASC;SG
dikelompokkan	zgrupowane	dikelompokkan	zgrupować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ward	ward	ward	warda	PROPN	PROPN;NOM;MASC;SG
parit	okopach	parit	okopa	N;SG	N;DAT;FEM;PL
parit	trench	parit	tren	N;SG	
parit	fosy	parit	fos	N;SG	
debat	debat	debat	debat	N;SG	
debat	dyskusje	debat	dyskusja	N;SG	N;NOM;FEM;PL
jerusalem	jerozolimy	jerusalem	jerozolima	PROPN	N;GEN;FEM;SG
jerusalem	jerozolimie	jerusalem	jerolimima	PROPN	
genoa	genui	genoa	gen	PROPN	PROPN;NOM;MASC;SG
motogp	motogp	motogp	motogp	N;SG	
ing	ing	ing	ingy	PROPN	
kemiripan	podobieństwa	kemiripan	podobieństwo	N;SG	N;NOM;NEUT;PL
harold	harold	harold	harold	PROPN	PROPN;NOM;MASC;SG
pretty	ładny	pretty	ładny	PROPN	ADJ;NOM;MASC;SG
pretty	śliczna	pretty	śliczny	PROPN	ADJ;NOM;FEM;SG
pretty	całkiem	pretty	całkiem	PROPN	ADV
pretty	ładna	pretty	ładny	PROPN	ADJ;NOM;FEM;SG
pretty	ładne	pretty	ładny	PROPN	ADJ;NOM;NEUT;SG
aires	aires	aires	aires	PROPN	PROPN;NOM;MASC;SG
trust	zaufanie	trust	zaufanie	PROPN	N;NOM;NEUT;SG
trust	trust	trust	trust	PROPN	
trust	ufa	trust	ufać	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
puy	puy	puy	puy	PROPN	
pemancar	nadajniki	penpancar	nadajnik	N;SG	N;NOM;MASC;PL
storm	burza	storm	burza	PROPN	N;NOM;FEM;SG
storm	storm	storm	storm	PROPN	
storm	sztorm	storm	sztorm	PROPN	N;NOM;MASC;SG
#efefef	#efefef	#efefef	#efefef	PROPN	
teolog	teologów	teolog	teolog	N;SG	N;ACC;MASC;PL
opsi	opcje	opsi	opcja	N;SG	N;NOM;MASC;PL
altar	ołtarzach	altar	ołtarz	N;SG	N;GEN;MASC;PL
kemiri	orzechowe	kemiri	orzechowy	N;SG	ADJ;NOM;NEUT;SG
dublin	dublinie	dublin	dublina	PROPN	
dublin	dublina	dublin	dublina	PROPN	
dublin	dublin	dublin	dublina	PROPN	PROPN;NOM;MASC;SG
dimodifikasi	zmodyfikowane	dimodifikasi	zmodyfikować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dimodifikasi	zmienione	dimodifikasi	zmienić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dimodifikasi	zmodyfikowany	dimodifikasi	zmodyfikować	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dimodifikasi	modyfikowane	dimodifikasi	modyfikować	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dimodifikasi	zmieniony	dimodifikasi	zmienić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diperkuat	wzmocniona	diperkuat	wzmocnić	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
diperkuat	wzmocnione	diperkuat	wzmocnić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diperkuat	wzmacniany	diperkuat	wzmacniać	V;SG;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
diperkuat	wzmocniona	diperkuat	wzmocnić	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
diperkuat	wzmocnione	diperkuat	wzmocnić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hussein	hussein	hussein	hussein	PROPN	PROPN;NOM;MASC;SG
sui	sui	sui	sua	PROPN	
vision	wzrok	vision	wzrok	PROPN	N;NOM;MASC;SG
vision	wizji	vision	wizja	PROPN	N;GEN;FEM;SG
vision	wizja	vision	wizja	PROPN	N;NOM;FEM;SG
vision	widzenie	vision	widzenie	PROPN	N;NOM;NEUT;SG
akustik	akustyczne	akustik	akustyczny	N;SG	ADJ;NOM;NEUT;SG
akustik	akustyka	akustik	akustyka	N;SG	
hugh	hugh	hugh	hugh	PROPN	PROPN;NOM;MASC;SG
benediktus	benedict	benediktus	benedict	N	
madison	madison	madison	madison	PROPN	N;NOM;MASC;SG
buenos	buenos	buenos	buenos	PROPN	PROPN;NOM;MASC;SG
inisiatif	inicjatyw	inisiatif	inicjatyw	N;SG	N;GEN;MASC;PL
minh	minh	minh	minha	PROPN	PROPN;NOM;MASC;SG
stuart	stuart	stuart	stuart	PROPN	PROPN;NOM;MASC;SG
karen	karen	karen	karen	PROPN	PROPN;NOM;FEM;SG
umpan	aktualności	umpan	aktualność	N;SG	N;ACC;FEM;PL
umpan	pasza	umpan	pasz	N;SG	
umpan	paszy	umpan	pasz	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
umpan	pasz	umpan	pasz	N;SG	
umpan	przynęty	umpan	przynąć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
umpan	przynęty	umpan	przynąć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
umpan	przynęta	umpan	przynąć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
tengkorak	czaszki	tengkorak	czaszki	N;SG	N;ACC;FEM;PL
kemasan	opakowania	kemasan	opakowanie	N;SG	N;NOM;NEUT;PL
selebriti	sławna	selebriti	sławna	N	ADJ;NOM;FEM;SG
selebriti	sławy	selebriti	sława	N	
rahim	macicy	rahim	macica	PROPN;SG	
rahim	rahim	rahim	rahić	PROPN;SG	PROPN;NOM;MASC;SG
rahim	łonie	rahim	łonąć	PROPN;SG	N;GEN;FEM;SG
rahim	łono	rahim	łono	PROPN;SG	N;NOM;NEUT;SG
rahim	łona	rahim	łona	PROPN;SG	
bidadari	aniele	bidadari	aniel	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
bidadari	angel	bidadari	angel	N;SG	
kakao	kakao	kakao	kakao	PROPN	
dikurangi	zmniejszone	dikurangi	zmniejszyć	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dikurangi	skrócony	dikurangi	skrócić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dikurangi	obniżona	dikurangi	obniżyć	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dikurangi	zmniejszona	dikurangi	zmniejszyć	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dikurangi	zmniejszony	dikurangi	zmniejszyć	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dikurangi	odjąć	dikurangi	odjąć	V;SG;PASS	V;PFV;NFIN;ACT
dikurangi	odjąć	dikurangi	odjąć	V;SG;PASS	V;PFV;NFIN;ACT
dikurangi	minus	dikurangi	minus	V;SG;PASS	
praha	pradze	praha	pradać	PROPN	PROPN;DAT;FEM;SG
praha	praga	praha	praga	PROPN	
kehakiman	sądy	kehakiman	sąd	N;SG	N;NOM;MASC;PL
memancing	połowów	menpancing	połowy	V;SG;ACT	N;GEN;MASC;PL
memancing	połowy	menpancing	połowa	V;SG;ACT	N;ACC;FEM;SG
memancing	rybołówstwo	menpancing	rybołówstwo	V;SG;ACT	N;NOM;NEUT;SG
perspektif	perspektywy	perspektif	perspektywa	N;SG	N;ACC;FEM;PL
perspektif	perspektyw	perspektif	perspektywa	N;SG	N;GEN;FEM;PL
perspektif	perspektywy	perspektif	perspektywa	N;SG	N;ACC;FEM;PL
hye	hye	hye	hye	PROPN	
penguin	pingwiny	penguin	pingwina	PROPN	N;NOM;FEM;PL
penguin	pingwin	penguin	pingwina	PROPN	N;NOM;MASC;SG
penguin	pingwiny	penguin	pingwina	PROPN	N;NOM;FEM;PL
missile	pocisk	missile	pocisk	PROPN	N;NOM;MASC;SG
missile	rakieta	missile	rakieta	PROPN	N;NOM;FEM;SG
qin	qin	qin	qin	PROPN	PROPN;NOM;MASC;SG
relasi	relacje	relasi	relacja	N;SG	N;NOM;FEM;PL
relasi	relacje	relasi	relacja	N;SG	N;NOM;FEM;PL
relasi	stosunków	relasi	stosunki	N;SG	N;GEN;NEUT;PL
relasi	stosunki	relasi	stosunki	N;SG	N;NOM;NEUT;PL
ghost	ghost	ghost	ghost	PROPN	
ghost	duchu	ghost	duch	PROPN	N;ACC;MASC;SG
ghost	duch	ghost	duch	PROPN	N;NOM;MASC;SG
stade	stade	stade	stade	PROPN	
florence	florencja	florence	florencja	PROPN	N;NOM;FEM;SG
moldova	mołdawii	moldova	mołdawia	PROPN	N;GEN;FEM;SG
moldova	mołdawii	moldova	mołdawia	PROPN	N;GEN;FEM;SG
moldova	mołdawia	moldova	mołdawiać	PROPN	N;NOM;FEM;SG
oct	październik	oct	październik		N;NOM;MASC;SG
tunas	pąki	tunas	pąkny	N;SG	N;NOM;MASC;PL
tunas	strzela	tunas	strzelać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
caroline	caroline	caroline	caroliny	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
caroline	karolina	caroline	karolin	PROPN	PROPN;NOM;FEM;SG
penanaman	uprawa	pentanaman	uprawa	N;SG	
ngc	ngc	ngc	ngc	PROPN	PROPN;NOM;FEM;SG
dibayar	płatny	dibayar	płatny	V;SG;PASS	ADJ;NOM;MASC;SG
dibayar	zapłacił	dibayar	zapłacić	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
dibayar	płatne	dibayar	płatny	V;SG;PASS	ADJ;NOM;NEUT;SG
dinamika	dynamics	dinamika	dynamics	N	
dinamika	dynamiczny	dinamika	dynamiczny	N	ADJ;NOM;MASC;SG
basuki	basuki	basuki	basuk	PROPN	
rico	rico	rico	rico	PROPN	PROPN;NOM;MASC;SG
terungkap	ujawnione	terungkap	ujawnić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terungkap	ujawniono	terungkap	ujawnić	V;SG;PASS	V;PFV;IND;0;PST;FIN;ACT
terungkap	wykazało	terungkap	wykazać	V;SG;PASS	V;PFV;NEUT;IND;SG;PST;FIN;ACT
terungkap	ujawnił	terungkap	ujawnić	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
terungkap	ujawniła	terungkap	ujawnić	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
terungkap	ujawniło	terungkap	ujawnić	V;SG;PASS	V;PFV;NEUT;IND;SG;PST;FIN;ACT
dimas	dimas	dimas	dimas	PROPN;SG;PASS	PROPN;NOM;MASC;SG
dimas	danny	dimas	danny	PROPN;SG;PASS	N;NOM;MASC;SG
ronde	okrągła	ronde	okrągnąć	N	ADJ;NOM;FEM;SG
ronde	okrągły	ronde	okrągnąć	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
ronde	okrągł	ronde	okrągnąć	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
stroke	strokes	stroke	strokes	PROPN	
stroke	udar	stroke	udar	PROPN	N;NOM;MASC;SG
bak	bak	bak	bak	N;SG	
kerang	mał	kerang	mała	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kerang	powłoka	kerang	powłoka	PROPN	N;NOM;FEM;SG
kerang	powłoki	kerang	powłoki	PROPN	
kerang	shell	kerang	shell	PROPN	
kerang	skorupiaków	kerang	skorupiak	PROPN	N;ACC;MASC;PL
kerang	skorupiaki	kerang	skorupiak	PROPN	N;NOM;MASC;PL
kerang	skorupy	kerang	skorupa	PROPN	
kerang	muszle	kerang	muszla	PROPN	N;NOM;MASC;PL
mengindikasikan	wskazują	menindikasikan	wskazywać	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
berkomentar	komentowanie	berkomentar	komentować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kamal	kamal	kamal	kamal	PROPN	PROPN;NOM;MASC;SG
advent	adwent	advent	adwent	PROPN	N;NOM;MASC;SG
advent	adwentystów	advent	adwentysta	PROPN	N;ACC;MASC;PL
menyertakan	włączone	menyertakan	włączyć	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
menyertakan	uwzględnione	menyertakan	uwzględnić	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
better	lepsza	better	dobry	PROPN	ADJ;NOM;CMPR;FEM;SG
better	lepiej	better	dobrze	PROPN	ADV;CMPR
better	lepsze	better	dobry	PROPN	ADJ;NOM;CMPR;MASC;SG
surut	downs	surut	downsa	PROPN;SG;ACT	
surut	upadki	surut	upaść	PROPN;SG;ACT	N;NOM;MASC;PL
saul	saul	saul	saul	PROPN	PROPN;NOM;MASC;SG
samsung	samsung	samsung	samsung	PROPN	
baba	baba	baba	baba	PROPN	N;NOM;FEM;SG
baba	babę	baba	baba	PROPN	N;ACC;FEM;SG
problem	problem	problem	problem	PROPN	N;NOM;MASC;SG
akademis	akademickich	akademis	akademicki	ADJ;SG	ADJ;GEN;MASC;PL
peralihan	przejścia	peralihan	przejście	N;SG	
peralihan	przejściowy	peralihan	przejściowy	N;SG	ADJ;ACC;MASC;SG
peralihan	przejścia	peralihan	przejście	N;SG	
merak	pawie	merak	pawa	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
merak	peacock	merak	peacock	PROPN	
merak	pawia	merak	pawiać	PROPN	
merak	paw	merak	paw	PROPN	N;NOM;MASC;SG
pengeluaran	wydatki	penkeluaran	wydatek	N;SG	N;NOM;MASC;PL
pengeluaran	spędzony	penkeluaran	spędzić	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pengeluaran	spędził	penkeluaran	spędzić	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
pengeluaran	wydatki	penkeluaran	wydatek	N;SG	N;NOM;MASC;PL
pengeluaran	wydać	penkeluaran	wydać	N;SG	V;PFV;NFIN;ACT
pengeluaran	wydawać	penkeluaran	wydawać	N;SG	V;IPFV;NFIN;ACT
pengeluaran	spędzić	penkeluaran	spędzić	N;SG	V;PFV;NFIN;ACT
cannes	cannes	cannes	cannes	PROPN	
ubah	zmiana	ubah	zmiana	V;SG;ACT	N;NOM;FEM;SG
ubah	zmiany	ubah	zmiana	V;SG;ACT	N;ACC;FEM;PL
samaria	samarytanin	samaria	samarytanin	PROPN;SG	N;NOM;MASC;SG
samaria	samarii	samaria	samaria	PROPN;SG	PROPN;NOM;FEM;SG
atlanta	atlanta	atlanta	atlant	PROPN;SG	N;NOM;MASC;SG
atlanta	atlanty	atlanta	atlant	PROPN;SG	
atlanta	atlancie	atlanta	atlant	PROPN;SG	N;DAT;MASC;SG
dominasi	dominująca	dominasi	dominować	N;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
kontributor	współautora	kontributor	współautor	N;SG	
kontributor	uczestników	kontributor	uczestnik	N;SG	N;ACC;MASC;PL
dieksekusi	zrealizowane	dieksekusi	zrealizować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dieksekusi	wykonany	dieksekusi	wykonać	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dieksekusi	wykonane	dieksekusi	wykonać	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dieksekusi	wykonywane	dieksekusi	wykonywać	V;SG;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dieksekusi	stracony	dieksekusi	stracić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kawat	kable	kawat	kabeł	N;SG	N;NOM;MASC;PL
kawat	przewody	kawat	przewód	N;SG	N;NOM;MASC;PL
kawat	druty	kawat	drut	N;SG	N;NOM;MASC;PL
kawat	druty	kawat	drut	N;SG	N;NOM;MASC;PL
smart	mądry	smart	mądry	PROPN	N;NOM;MASC;SG
smart	mądrze	smart	mądrze	PROPN	
smart	mądra	smart	mądry	PROPN	N;NOM;FEM;SG
smart	inteligentne	smart	inteligentny	PROPN	ADJ;NOM;NEUT;SG
smart	smart	smart	smart	PROPN	
rongga	ubytków	rongga	ubytek	N;SG	N;GEN;MASC;PL
tanaka	tanaka	tanaka	tanak	PROPN	
sumba	sumba	sumba	sumba	PROPN	
rob	rob	rob	rob	PROPN	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	PROPN	
disepakati	uzgodnione	disepakati	uzgodnić	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
disepakati	zgoda	disepakati	zgoda	V;SG;PASS	N;NOM;FEM;SG
ultra	ultra	ultra	ultrać	PROPN	
kaset	taśmy	kaset	taśma	N	
randy	randy	randy	randa	PROPN	N;NOM;MASC;SG
biarawan	monk	biarawan	monk	N	
mikhail	michaił	mikhail	michaić	PROPN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dipecat	zwolniona	dipecat	zwolnić	V;SG;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dipecat	zwolniony	dipecat	zwolnić	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dipecat	zwolnieni	dipecat	zwolnić	V;SG;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
celana	spodenki	celana	spodenki	N;SG	N;NOM;NEUT;PL
celana	szorty	celana	szorty	N;SG	N;NOM;MASC;PL
celana	majtki	celana	majtka	N;SG	
celana	spodnie	celana	spodnie	N;SG	N;NOM;NEUT;PL
celana	majtki	celana	majtka	N;SG	
celana	majtki	celana	majtka	N;SG	
celana	spodnie	celana	spodnie	N;SG	N;NOM;NEUT;PL
memulihkan	odzyskiwanie	menpulihkan	odzyskiwać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
memulihkan	odzyskania	menpulihkan	odzyskać	V;SG;ACT	N;PFV;GEN;NEUT;SG;POS;V.MSDR
memulihkan	przywrócone	menpulihkan	przywrócić	V;SG;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
memulihkan	przywrócony	menpulihkan	przywrócić	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
memulihkan	przywrócona	menpulihkan	przywrócić	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
memulihkan	przywrócenie	menpulihkan	przywrócenie	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
bing	bing	bing	bing	N	
morris	morris	morris	morris	PROPN	
bintik	plamki	bintik	plamka	N;SG	N;NOM;FEM;PL
gandhi	gandhi	gandhi	gandhić	PROPN	
ling	ling	ling	ling	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
ralph	ralph	ralph	ralph	PROPN	PROPN;NOM;MASC;SG
rgb	rgb	rgb	rgba	PROPN	
nampak	widoczna	nampak	widoczny	V	ADJ;NOM;FEM;SG
nampak	widoczny	nampak	widoczny	V	ADJ;NOM;MASC;SG
nampak	widoczne	nampak	widoczny	V	ADJ;NOM;NEUT;SG
felix	felix	felix	felix	PROPN	PROPN;NOM;MASC;SG
devil	diabła	devil	diabeł	PROPN	N;ACC;MASC;SG
devil	diabeł	devil	diabeł	PROPN	N;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	
brooklyn	brooklynu	brooklyn	brooklyn	PROPN	N;GEN;MASC;SG
brooklyn	brooklynie	brooklyn	brooklyna	PROPN	N;DAT;MASC;SG
abdi	abdi	abdi	abdić	PROPN	
bubuk	proszki	bubuk	proszki	N;SG	N;NOM;MASC;PL
marcel	marcela	marcel	marcel	PROPN	N;NOM;FEM;SG
marcel	marcel	marcel	marcel	PROPN	PROPN;NOM;MASC;SG
pembacaan	czytam	penbacaan	czytać	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
nyi	nyi	nyi	nyi	PROPN	
active	aktywne	active	aktywny	PROPN	ADJ;NOM;NEUT;SG
active	aktywna	active	aktywny	PROPN	ADJ;NOM;FEM;SG
active	aktywni	active	aktywny	PROPN	ADJ;NOM;MASC;PL
active	aktywny	active	aktywny	PROPN	ADJ;NOM;MASC;SG
active	czynne	active	czynny	PROPN	ADJ;NOM;NEUT;SG
kid	dzieciak	kid	dzieciak	PROPN	N;NOM;MASC;SG
kid	kid	kid	kid	PROPN	
itunes	itunes	itunes	itunes	N;SG	
mclaren	mclaren	mclaren	mclaren	PROPN	N;NOM;MASC;SG
kelinci	bunny	kelinci	bunny	N	
kelinci	rabbit	kelinci	rabbit	N	
implementasi	implementacje	implementasi	implementacja	N;SG	N;NOM;FEM;PL
penempatan	umiejscowienie	pentempatan	umiejscowienie	N;SG	ADV
penempatan	umiejscowienie	pentempatan	umiejscowienie	N;SG	ADV
bombay	bombaju	bombay	bombaj	PROPN	N;GEN;MASC;SG
jln	jalan	jln	jalanin	PROPN	
teen	teen	teen	teen	PROPN	
teen	nastolatka	teen	nastolatka	PROPN	N;NOM;FEM;SG
teen	nastolatek	teen	nastolatka	PROPN	N;GEN;FEM;PL
disambut	przywitał	disambut	przywitać	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
terkuat	najsilniejszy	terkuat	malny	ADJ;RL;SG	ADJ;NOM;CMPR;MASC;SG
terkuat	najpotężniejsze	terkuat	potężny	ADJ;RL;SG	ADJ;NOM;CMPR;NEUT;SG
paradise	raju	paradise	raj	PROPN	N;GEN;MASC;SG
paradise	raj	paradise	raj	PROPN	N;NOM;MASC;SG
paradise	paradise	paradise	paradisa	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
berwenang	władzom	berwenang	władza	V;SG;ACT	N;DAT;FEM;PL
berwenang	władze	berwenang	władza	V;SG;ACT	N;NOM;FEM;PL
berwenang	organy	berwenang	organa	V;SG;ACT	N;NOM;MASC;PL
siwa	shiva	siwa	shiva	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wings	skrzydeł	wings	skrzydło	PROPN	
wings	skrzydełka	wings	skrzydełko	PROPN	N;NOM;NEUT;PL
wings	skrzydła	wings	skrzydło	PROPN	N;NOM;NEUT;PL
missouri	missouri	missouri	missoura	PROPN	
schmidt	schmidt	schmidt	schmidt	PROPN	PROPN;NOM;MASC;SG
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;NOM;MASC;SG
katak	żaby	katak	żaby	N;SG	
katak	żaby	katak	żaby	N;SG	
drastis	drastycznie	drastis	drastycznie	ADJ;SG	ADV
yatim	sieroty	yatim	sierota	PROPN	
yatim	sierot	yatim	sierot	PROPN	
yatim	osieroconych	yatim	osierocony	PROPN	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
adventures	przygody	adventures	przygoda	PROPN	
adventures	przygód	adventures	przygód	PROPN	
prototipe	prototypy	prototipe	prototyp	N;SG	N;NOM;MASC;PL
mad	mad	mad	mad	PROPN	
mad	szalony	mad	szalony	PROPN	ADJ;NOM;MASC;SG
helsinki	helsinkach	helsinki	helsinka	PROPN	N;DAT;FEM;PL
ppi	ppi	ppi	ppić	PROPN	
sukarela	dobrowolne	sukarela	dobrowolny	N;SG	ADJ;NOM;NEUT;SG
sukarela	dobrowolnie	sukarela	dobrowolnie	N;SG	ADV
sukarela	dobrowolny	sukarela	dobrowolny	N;SG	ADJ;NOM;MASC;SG
sukarela	dobrowolnego	sukarela	dobrowolny	N;SG	ADJ;ACC;MASC;SG
classic	klasyk	classic	klasyk	PROPN	N;NOM;MASC;SG
