категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	
империи	empire	империя	empi	N;INAN;NOM;FEM;PL	
река	folyó	река	folyó	N;INAN;NOM;FEM;SG	
участников	résztvevőknek	участник	résztvevő	N;ANIM;GEN;MASC;PL	N;DAT;PL
участников	résztvevők	участник	résztvevő	N;ANIM;GEN;MASC;PL	N;NOM;PL
участников	résztvevő	участник	résztvevő	N;ANIM;GEN;MASC;PL	
одна	egyedül	один	egyedül	DET;NOM;FEM;SG	
станции	állomás	станция	állomás	N;INAN;NOM;FEM;PL	N;NOM;SG
станции	pályaudvar	станция	pályaudvar	N;INAN;NOM;FEM;PL	N;NOM;SG
людей	emberek	человек	ember	N;ANIM;GEN;MASC;PL	N;NOM;PL
возможно	talán	возможный	talán	ADJ;NEUT;SG	ADV
возможно	talán	возможный	talán	ADJ;NEUT;SG	ADV
возможно	valószínű	возможный	valószínű	ADJ;NEUT;SG	
возможно	valószínűleg	возможный	valószínűleg	ADJ;NEUT;SG	
сергей	szergej	сергей	szergej	N;ANIM;NOM;MASC;SG	
сергей	szergej	сергей	szergej	N;ANIM;NOM;MASC;SG	
иван	ivan	иван	ivan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
иван	iván	иван	iván	N;ANIM;NOM;MASC;SG	
иван	iván	иван	iván	N;ANIM;NOM;MASC;SG	
команды	parancsol	команда	parancsol	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
такие	ilyen	такой	ilyen	DET;NOM;PL	
ссылки	hivatkozás	ссылка	hivatkozás	N;INAN;NOM;FEM;PL	N;NOM;SG
ссылки	hivatkozásokat	ссылка	hivatkozás	N;INAN;NOM;FEM;PL	N;ACC;PL
многие	sok	много	sok	NUM	
многие	sokan	много	sokan	NUM	ADV
жизнь	life	жизнь	life	N;INAN;NOM;FEM;SG	
серии	sorozat	серия	sorozat	N;INAN;NOM;FEM;PL	N;NOM;SG
участники	résztvevőknek	участник	résztvevő	N;ANIM;NOM;MASC;PL	N;DAT;PL
участники	résztvevő	участник	résztvevő	N;ANIM;NOM;MASC;PL	
участники	részvétel	участник	részvétel	N;ANIM;NOM;MASC;PL	N;NOM;SG
участники	jelenlét	участник	jelenl	N;ANIM;NOM;MASC;PL	N;NOM;SG
участники	tagoknak	участник	tag	N;ANIM;NOM;MASC;PL	N;DAT;PL
культуры	kultúrák	культура	kultúra	N;INAN;NOM;FEM;SG	N;NOM;PL
часовой	őrszem	часовой	őrszem	ADJ;NOM;MASC;SG	
часовой	sentinel	часовой	sentinel	ADJ;NOM;MASC;SG	N;NOM;SG
часовой	őrszem	часовой	őrszem	ADJ;NOM;MASC;SG	
проекта	projekt	проект	projekt	N;INAN;GEN;MASC;SG	
проекта	project	проект	projec	N;INAN;GEN;MASC;SG	
команда	team	команда	team	N;INAN;NOM;FEM;SG	
достаточно	elég	достаточный	elég	ADJ;NEUT;SG	
краткое	rövid	краткий	rövid	ADJ;NOM;NEUT;SG	
краткое	tömör	краткий	tömör	ADJ;NOM;NEUT;SG	
другой	egyéb	другой	egyéb	ADJ;NOM;MASC;SG	
другой	más	другой	más	ADJ;NOM;MASC;SG	PRO;NOM;SG;3
источники	forrás	источник	forrás	N;INAN;NOM;MASC;PL	N;NOM;SG
данные	adat	данные	adat	N;INAN;NOM;PL	N;NOM;SG
данные	adatforgalom	данные	adatforgalom	N;INAN;NOM;PL	N;NOM;SG
школы	iskolákban	школа	iskola	N;INAN;NOM;FEM;PL	N;IN+ESS;PL
школы	iskola	школа	iskola	N;INAN;NOM;FEM;PL	N;NOM;SG
школы	iskolában	школа	iskolában	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
школы	iskola	школа	iskola	N;INAN;NOM;FEM;PL	N;NOM;SG
школы	suli	школа	suli	N;INAN;NOM;FEM;PL	
михаил	mihail	михаил	mihail	N;ANIM;NOM;MASC;SG	
михаил	michael	михаил	michael	N;ANIM;NOM;MASC;SG	
михаил	mihály	михаил	mihály	N;ANIM;NOM;MASC;SG	
первая	először	первый	először	ADJ;NOM;FEM;SG	ADV
песни	dalokat	песня	dalok	N;INAN;NOM;FEM;PL	N;ACC;PL
которое	melyik	который	melyik	PRO;NOM	
которое	mely	который	mely	PRO;NOM	
женщин	nők	женщина	nő	N;ANIM;GEN;FEM;PL	N;NOM;PL
женщин	asszonyok	женщина	asszony	N;ANIM;GEN;FEM;PL	N;NOM;PL
женщин	női	женщина	női	N;ANIM;GEN;FEM;PL	
женщин	nő	женщина	nő	N;ANIM;GEN;FEM;PL	N;NOM;SG
участником	résztvevő	участник	résztvevő	N;ANIM;INS;MASC;SG	
книги	könyveket	книга	könyv	N;INAN;NOM;FEM;PL	N;ACC;PL
книги	könyv	книга	könyv	N;INAN;NOM;FEM;PL	N;NOM;SG
полностью	teljesen	полностью	teljes	ADV	ADJ;FRML;SG
полностью	teljesen	полностью	teljes	ADV	ADJ;FRML;SG
полностью	teljesen	полностью	teljes	ADV	ADJ;FRML;SG
жителей	lakói	житель	lakó	N;ANIM;GEN;MASC;PL	N;NOM;PL
жителей	lakók	житель	lakó	N;ANIM;GEN;MASC;PL	N;NOM;PL
жителей	lakosok	житель	lakos	N;ANIM;GEN;MASC;PL	N;NOM;PL
честь	megtiszteltetés	честь	megtiszteltetés	N;INAN;NOM;FEM;SG	
честь	megtisztelő	честь	megtisztelő	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
честь	megtiszteltetés	честь	megtiszteltetés	N;INAN;NOM;FEM;SG	
честь	megtiszteltetés	честь	megtiszteltetés	N;INAN;NOM;FEM;SG	
решение	megoldást	решение	megoldás	N;INAN;NOM;NEUT;SG	N;ACC;SG
деятельность	tevékenységei	деятельность	tevékenység	N;INAN;NOM;FEM;SG	N;NOM;PL
деятельность	tevékenységek	деятельность	tevékenység	N;INAN;NOM;FEM;SG	N;NOM;PL
деятельность	tevékenységek	деятельность	tevékenység	N;INAN;NOM;FEM;SG	N;NOM;PL
еще	több	еще	több	ADV	DET;INDF
еще	more	еще	more	ADV	
еще	további	еще	további	ADV	N;NOM;SG
еще	tobb	еще	tobb	ADV	
данных	adatok	данные	adat	N;INAN;GEN;PL	N;NOM;PL
данных	adat	данные	adat	N;INAN;GEN;PL	N;NOM;SG
данных	adatforgalom	данные	adatforgalom	N;INAN;GEN;PL	N;NOM;SG
назначен	hozzárendelve	назначить	hozzárendelve	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADV;V.CVB
назначен	kijelölt	назначить	kijelölt	V;PFV;MASC;SG;PST;V.PTCP;PASS	
назначен	kijelölt	назначить	kijelölt	V;PFV;MASC;SG;PST;V.PTCP;PASS	
назначен	kinevezett	назначить	kinevezett	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
берегу	partra	берег	partra	N;INAN;DAT;MASC;SG	N;ON+ALL;SG
берегу	part	берег	part	N;INAN;DAT;MASC;SG	
берегу	shore	берег	shore	N;INAN;DAT;MASC;SG	
ничего	semmi	ничто	semmi	PRO;GEN	PRO;NOM;SG;3
села	ültem	сесть	ül	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;1;PST;FIN;ACT
села	ült	сесть	ül	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
названия	címeket	название	cím	N;INAN;NOM;NEUT;PL	N;ACC;PL
названия	neveket	название	nevék	N;INAN;NOM;NEUT;PL	N;ACC;PL
должен	kéne	должен	kéne	ADJ;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
должен	kellene	должен	kell	ADJ;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
должен	kell	должен	kell	ADJ;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ним	nim	он	nim	PRO;INS;MASC;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
права	jogokkal	право	jog	N;INAN;NOM;NEUT;PL	N;INS;PL
король	kinga	король	kinga	N;ANIM;NOM;MASC;SG	
края	edge	край	edge	N;INAN;NOM;MASC;PL	
обычно	általában	обычно	általában	ADV	
обычно	rendszerint	обычно	rendszerint	ADV	
обычно	általában	обычно	általában	ADV	
обычно	tipikusan	обычно	tipikus	ADV	ADJ;FRML;SG
обычно	általában	обычно	általában	ADV	
умер	halott	умереть	halott	V;PFV;MASC;IND;SG;PST;FIN;ACT	
умер	halottak	умереть	halott	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;PL
службы	szolgáltatás	служба	szolgáltatás	N;INAN;NOM;FEM;PL	N;NOM;SG
службы	kiszolgálás	служба	kiszolgálás	N;INAN;NOM;FEM;PL	
службы	szerviz	служба	szerviz	N;INAN;NOM;FEM;PL	N;NOM;SG
службы	szolgálat	служба	szolgálat	N;INAN;NOM;FEM;PL	N;NOM;SG
службы	szolgáltatás	служба	szolgáltatás	N;INAN;NOM;FEM;PL	N;NOM;SG
система	system	система	system	N;INAN;NOM;FEM;SG	
университет	university	университет	university	N;INAN;NOM;MASC;SG	
должны	kéne	должен	kéne	ADJ;PL	V;INDF;COND;SG;3;PRS;FIN;ACT
должны	kellene	должен	kell	ADJ;PL	V;INDF;COND;SG;3;PRS;FIN;ACT
должны	kell	должен	kell	ADJ;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
слова	szavakat	слово	szó	N;INAN;NOM;NEUT;PL	N;ACC;PL
флаг	megjelölés	флаг	megjelölés	N;INAN;NOM;MASC;SG	
флаг	lobogó	флаг	lobogó	N;INAN;NOM;MASC;SG	
версии	verzió	версия	verzió	N;INAN;NOM;FEM;PL	N;NOM;SG
версии	változat	версия	változat	N;INAN;NOM;FEM;PL	N;NOM;SG
различных	más	различный	más	ADJ;GEN;PL	PRO;NOM;SG;3
различных	különböző	различный	különböző	ADJ;GEN;PL	
различных	eltérő	различный	eltérő	ADJ;GEN;PL	ADJ;NOM;SG
различных	sokszínű	различный	sokszínű	ADJ;GEN;PL	
различных	többféle	различный	többfél	ADJ;GEN;PL	
различных	különféle	различный	különféle	ADJ;GEN;PL	
различных	különböző	различный	különböző	ADJ;GEN;PL	
отец	apu	отец	apu	N;ANIM;NOM;MASC;SG	
общества	társadalom	общество	társadalom	N;INAN;NOM;NEUT;PL	N;NOM;SG
рода	rhoda	род	rhoda	N;INAN;GEN;MASC;SG	
многих	sok	много	sok	NUM	
многих	sokan	много	sokan	NUM	ADV
детей	gyerekek	ребенок	gyerek	N;ANIM;ACC;MASC;PL	N;NOM;PL
детей	gyermekeknek	ребенок	gyermek	N;ANIM;ACC;MASC;PL	N;DAT;PL
детей	gyermek	ребенок	gyermek	N;ANIM;ACC;MASC;PL	N;NOM;SG
детей	gyermekek	ребенок	gyermek	N;ANIM;ACC;MASC;PL	N;NOM;PL
вскоре	nemsokára	вскоре	nemsoka	ADV	N;ON+ALL;SG
члены	tagoknak	член	tag	N;ANIM;NOM;MASC;PL	N;DAT;PL
обсуждения	vita	обсуждение	vita	N;INAN;NOM;NEUT;PL	N;NOM;SG
обсуждения	megbeszélés	обсуждение	megbeszélés	N;INAN;NOM;NEUT;PL	N;NOM;SG
обсуждения	beszélgetés	обсуждение	beszélgetés	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	művelet	действие	művelet	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	fellépés	действие	fellépés	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	cselekvési	действие	cselekvési	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	cselekvés	действие	cselekvés	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	akció	действие	akció	N;INAN;NOM;NEUT;PL	
действия	tevékenység	действие	tevékenység	N;INAN;NOM;NEUT;PL	N;NOM;SG
действия	aktivitás	действие	aktivitás	N;INAN;NOM;NEUT;PL	N;NOM;SG
участника	résztvevő	участник	résztvevő	N;ANIM;ACC;MASC;SG	
музей	museum	музей	museum	N;INAN;NOM;MASC;SG	
ряд	sort	ряд	sor	N;INAN;NOM;MASC;SG	N;ACC;SG
ряд	sor	ряд	sor	N;INAN;NOM;MASC;SG	
душу	lélek	душа	lélek	N;INAN;ACC;FEM;SG	N;NOM;SG
душу	soul	душа	soul	N;INAN;ACC;FEM;SG	
душу	lelkem	душа	lelk	N;INAN;ACC;FEM;SG	N;NOM;SG
душу	lelked	душа	lelked	N;INAN;ACC;FEM;SG	
дома	otthon	дома	otthon	ADV	
дома	itthon	дома	itthon	ADV	
дома	haza	дома	haza	ADV	
дома	házak	дома	ház	ADV	N;NOM;PL
дома	házakat	дома	ház	ADV	N;ACC;PL
школа	iskolában	школа	iskolában	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
школа	suli	школа	suli	N;INAN;NOM;FEM;SG	
выше	magasabbak	высокий	magasab	ADJ;CMPR	ADV
выше	fölötte	высокий	fölött	ADJ;CMPR	
выше	felett	высокий	felett	ADJ;CMPR	ADP
выше	fölött	высокий	fölött	ADJ;CMPR	ADP
выше	fent	высокий	fent	ADJ;CMPR	
выше	fenti	высокий	fent	ADJ;CMPR	
выше	felette	высокий	felet	ADJ;CMPR	PRO;NOM;SG;3
выше	feljebb	высокий	fől	ADJ;CMPR	ADV
чел	férfi	человек	férfi		N;NOM;SG
чел	ember	человек	ember		N;NOM;SG
земли	földeket	земля	föld	N;INAN;NOM;FEM;PL	N;ACC;PL
земли	föld	земля	föld	N;INAN;NOM;FEM;PL	N;NOM;SG
земли	földterület	земля	földterület	N;INAN;NOM;FEM;PL	N;NOM;SG
земли	szárazföld	земля	szárazföld	N;INAN;NOM;FEM;PL	N;NOM;SG
земли	telek	земля	tél	N;INAN;NOM;FEM;PL	N;NOM;SG
режиссёр	filmes	режиссёр	filmes	N;ANIM;NOM;MASC;SG	
правила	szabály	правило	szabály	N;INAN;NOM;NEUT;PL	N;NOM;SG
правила	szabályzat	правило	szabályzat	N;INAN;NOM;NEUT;PL	N;NOM;SG
правила	szabályzat	правило	szabályzat	N;INAN;NOM;NEUT;PL	N;NOM;SG
правила	szabályozás	правило	szabályozás	N;INAN;NOM;NEUT;PL	N;NOM;SG
полка	polcon	полк	polc	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
линии	line	линия	line	N;INAN;NOM;FEM;PL	
линии	sor	линия	sor	N;INAN;NOM;FEM;PL	
линии	vonal	линия	vonal	N;INAN;NOM;FEM;PL	N;NOM;SG
места	ülés	место	ülés	N;INAN;NOM;NEUT;PL	N;NOM;SG
категории	kategória	категория	kategória	N;INAN;NOM;FEM;PL	
категории	kategória	категория	kategória	N;INAN;NOM;FEM;PL	
ссылка	link	ссылка	link	N;INAN;NOM;FEM;SG	
ссылка	linket	ссылка	link	N;INAN;NOM;FEM;SG	
ссылка	hivatkozást	ссылка	hivatkozás	N;INAN;NOM;FEM;SG	N;ACC;SG
ссылка	referencia	ссылка	referencia	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
используется	használt	использовать	használt	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
используется	felhasznált	использовать	felhasznált	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
тысяч	ezer	тысяча	ezer	N;INAN;GEN;FEM;PL	NUM;NOM;SG
начало	start	начало	start	N;INAN;NOM;NEUT;SG	
начало	kezdeni	начало	kezd	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
начало	kezdetek	начало	kezdet	N;INAN;NOM;NEUT;SG	N;NOM;PL
начало	kezdem	начало	kezdem	N;INAN;NOM;NEUT;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
начало	kezdő	начало	kezdő	N;INAN;NOM;NEUT;SG	
начало	kezdve	начало	kezdv	N;INAN;NOM;NEUT;SG	N;ON+ESS;SG
начало	kezdetek	начало	kezdet	N;INAN;NOM;NEUT;SG	N;NOM;PL
италии	olaszország	италия	olaszország	N;INAN;NOM;FEM;PL	
италии	olasz	италия	olasz	N;INAN;NOM;FEM;PL	
италии	olaszország	италия	olaszország	N;INAN;NOM;FEM;PL	
мужчин	hímek	мужчина	hím	N;ANIM;GEN;MASC;PL	N;NOM;PL
мужчин	férfi	мужчина	férfi	N;ANIM;GEN;MASC;PL	N;NOM;SG
мужчин	férfiak	мужчина	férfi	N;ANIM;GEN;MASC;PL	N;NOM;PL
мужчин	emberek	мужчина	ember	N;ANIM;GEN;MASC;PL	N;NOM;PL
северной	észak	северный	észak	ADJ;INS;FEM;SG	
северной	északi	северный	északi	ADJ;INS;FEM;SG	
северной	északra	северный	észak	ADJ;INS;FEM;SG	N;ON+ALL;SG
северной	észak	северный	észak	ADJ;INS;FEM;SG	
северной	északi	северный	északi	ADJ;INS;FEM;SG	
острова	szigeteket	остров	sziget	N;INAN;NOM;MASC;PL	N;ACC;PL
острова	sziget	остров	sziget	N;INAN;NOM;MASC;PL	N;NOM;SG
острова	szigeten	остров	sziget	N;INAN;NOM;MASC;PL	N;ON+ESS;SG
дело	case	дело	case	N;INAN;NOM;NEUT;SG	
полк	polk	полк	polk	N;INAN;NOM;MASC;SG	
особенно	különösen	особенно	különös	ADV	ADJ;FRML;SG
особенно	különösen	особенно	különös	ADV	ADJ;FRML;SG
особенно	főleg	особенно	főleg	ADV	
право	jogszabályok	право	jogszabály	N;INAN;NOM;NEUT;SG	N;NOM;PL
право	jogszabály	право	jogszabály	N;INAN;NOM;NEUT;SG	
великобритании	britek	великобритание	brit	N;INAN;NOM;FEM;SG	N;NOM;PL
великобритании	angol	великобритание	angol	N;INAN;NOM;FEM;SG	
великобритании	brit	великобритание	brit	N;INAN;NOM;FEM;SG	
лучше	jobban	хороший	jól	ADJ;CMPR	ADV
шаблоны	mintákat	шаблон	minta	N;INAN;NOM;MASC;PL	N;ACC;PL
андрей	andrej	андрей	andrej	N;ANIM;NOM;MASC;SG	
андрей	andrej	андрей	andrej	N;ANIM;NOM;MASC;SG	
андрей	andrej	андрей	andrej	N;ANIM;NOM;MASC;SG	
андрей	andrás	андрей	andrás	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
андрей	andrew	андрей	andrew	N;ANIM;NOM;MASC;SG	
роли	szerepet	роль	szerep	N;INAN;NOM;FEM;PL	N;ACC;SG
роли	szerep	роль	szerep	N;INAN;NOM;FEM;PL	N;NOM;SG
роли	szerepe	роль	szerep	N;INAN;NOM;FEM;PL	N;NOM;SG
роли	raleigh	роль	raleigh	N;INAN;NOM;FEM;PL	
сезон	szezont	сезон	szezont	N;INAN;NOM;MASC;SG	N;ACC;SG
управление	vezérlő	управление	vezérlő	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
управление	ellenőrzési	управление	ellenőrzési	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
управление	irányítási	управление	irányítási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
длина	hossz	длина	hossz	N;INAN;NOM;FEM;SG	
хорошо	jó	хорошо	jó	ADV	
иногда	néha	иногда	néha	ADV	
вместо	helyett	вместо	helyett	ADP	
вместо	ehelyett	вместо	ehelyett	ADP	
вместо	helyette	вместо	helyett	ADP	
кладбище	temetőben	кладбище	temető	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
кладбище	temetőben	кладбище	temető	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
средняя	középre	средний	közép	ADJ;NOM;FEM;SG	N;ON+ALL;SG
средняя	közép	средний	közép	ADJ;NOM;FEM;SG	
средняя	középső	средний	középső	ADJ;NOM;FEM;SG	
средняя	átlagosan	средний	átlagos	ADJ;NOM;FEM;SG	ADJ;FRML;SG
средняя	átlag	средний	átlag	ADJ;NOM;FEM;SG	
российская	orosz	российский	orosz	ADJ;NOM;FEM;SG	
российская	oroszul	российский	orosz	ADJ;NOM;FEM;SG	
российская	oroszország	российский	oroszország	ADJ;NOM;FEM;SG	N;NOM;SG
алексей	alekszej	алекс	alekszik	N;ANIM;NOM;MASC;SG	
алексей	alexis	алекс	alexis	N;ANIM;NOM;MASC;SG	
возможность	lehetőséget	возможность	lehetőség	N;INAN;NOM;FEM;SG	N;ACC;SG
создания	létrehozása	создание	létrehozás	N;INAN;GEN;NEUT;SG	N;NOM;SG
создания	alkotás	создание	alkotás	N;INAN;GEN;NEUT;SG	N;NOM;SG
создания	teremtés	создание	teremtés	N;INAN;GEN;NEUT;SG	N;NOM;SG
премия	prémium	премия	prémium	N;INAN;NOM;FEM;SG	
премия	felár	премия	felár	N;INAN;NOM;FEM;SG	
премия	díjat	премия	díjat	N;INAN;NOM;FEM;SG	N;ACC;SG
сср	ssr	сср	ssr	N;INAN;NOM;FEM;SG	
новые	újdonság	новый	újdonság	ADJ;NOM;PL	N;NOM;SG
новые	új	новый	új	ADJ;NOM;PL	ADJ;NOM;SG
основные	fő	основной	fő	ADJ;NOM;PL	
основные	main	основной	main	ADJ;NOM;PL	
основные	főbb	основной	fő	ADJ;NOM;PL	ADJ;NOM;CMPR;SG
основные	alap	основной	alap	ADJ;NOM;PL	
основные	alapvető	основной	alapvető	ADJ;NOM;PL	
известные	ismeretes	известный	ismeretes	ADJ;NOM;PL	
известные	ismertek	известный	ismer	ADJ;NOM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
известные	ismert	известный	ismert	ADJ;NOM;PL	
южной	dél	южный	dél	ADJ;INS;FEM;SG	
южной	déli	южный	déli	ADJ;INS;FEM;SG	
южной	dél	южный	dél	ADJ;INS;FEM;SG	
южной	délre	южный	délre	ADJ;INS;FEM;SG	ADV
