terra	тера	terra	тера		N;INDF;FEM;SG
operatív	оперативни	operatív	оперативен	ADJ;NOM;SG	ADJ;INDF;PL
bern	бърн	bern	бърн		PROPN;INDF;MASC;SG
klubok	спатия	klub	спатия	N;NOM;PL	N;INDF;FEM;SG
braun	браун	braun	браун		PROPN;INDF;MASC;SG
megújult	подновено	megújul	подновя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
megújult	подновен	megújul	подновя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
megmenteni	спасяване	megment	спасяване	V;NFIN;ACT	N;INDF;NEUT;SG
megmenteni	запис	megment	запис	V;NFIN;ACT	N;INDF;MASC;SG
megmenteni	спасяване	megment	спасяване	V;NFIN;ACT	N;INDF;NEUT;SG
megmenteni	спасяването	megment	спасяване	V;NFIN;ACT	N;DEF;NEUT;SG
megmenteni	спестяване	megment	спестяване	V;NFIN;ACT	N;INDF;NEUT;SG
kivételek	изключение	kivétel	изключение	N;NOM;PL	N;INDF;NEUT;SG
kivételek	освобождаване	kivétel	освобождаване	N;NOM;PL	N;INDF;NEUT;SG
rajongó	фан	rajongó	фан		N;INDF;MASC;SG
rajongó	вентилатор	rajongó	вентилатор		N;INDF;MASC;SG
rajongó	фен	rajongó	фен		N;INDF;MASC;SG
rajongó	почитател	rajongó	почитател		N;INDF;MASC;SG
rajongó	фенка	rajongó	фенк		N;INDF;FEM;SG
hozzáférhető	достъпни	hozzáférhető	достъпен	ADJ;NOM;SG	ADJ;INDF;PL
hozzáférhető	достъпно	hozzáférhető	достъпно	ADJ;NOM;SG	ADV
válaszokat	отговори	válasz	отговоря	N;ACC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
válaszokat	отговори	válasz	отговоря	N;ACC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
küldeni	изпращане	küld	изпращане	V;NFIN;ACT	N;INDF;NEUT;SG
hódítás	завоевания	hódítás	завоевание	N;NOM;SG	N;INDF;NEUT;PL
csökkenteni	намаляване	csökkent	намаляване	V;NFIN;ACT	N;INDF;NEUT;SG
günther	гюнтер	günther	гюнтер		N;INDF;MASC;SG
chase	чейз	chase	чейз		N;INDF;FEM;SG
chase	преследване	chase	преследване		N;INDF;NEUT;SG
chase	чейс	chase	чейс		PROPN;INDF;FEM;SG
szenegál	сенегал	szenegál	сенегал		N;INDF;MASC;SG
metropolitan	метрополитън	metropolitan	метрополитън		N;INDF;MASC;SG
időbeli	времево	időbeli	времево	ADJ;NOM;SG	ADV
figyelt	наблюдаван	figyelt	наблюдавам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
figyelt	наблюдавани	figyelt	наблюдавам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
figyelt	гледах	figyelt	гледам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;IPFV;FIN;ACT
judo	джудо	judo	джудо		N;INDF;NEUT;SG
díszlet	пейзажи	díszlet	пейзаж	N;NOM;SG	N;INDF;MASC;PL
díszlet	комплекти	díszlet	комплект	N;NOM;SG	N;INDF;MASC;PL
díszlet	залязва	díszlet	залязвам	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
díszlet	определя	díszlet	определям-(се)	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
duke	херцог	duke	херцог		N;INDF;MASC;SG
duke	дук	duke	дук		N;INDF;MASC;SG
duke	дюк	duke	дюк		PROPN;INDF;MASC;SG
ellátás	провизии	ellátás	провизия	N;NOM;SG	N;INDF;FEM;PL
ellátás	припаси	ellátás	припас	N;NOM;SG	N;INDF;MASC;PL
ellátás	консумативи	ellátás	консуматив	N;NOM;SG	N;INDF;FEM;PL
ellátás	доставки	ellátás	доставка	N;NOM;SG	N;INDF;FEM;PL
ellátás	доставки	ellátás	доставка	N;NOM;SG	N;INDF;FEM;PL
gedeon	гидеон	gedeon	гидеон		N;INDF;MASC;SG
gedeon	гидиън	gedeon	гидиън		N;INDF;MASC;SG
ruhát	дрехите	ruha	дреха	N;ACC;SG	N;DEF;FEM;PL
ruhát	дрехи	ruha	дреха	N;ACC;SG	N;INDF;FEM;PL
rákos	раковите	rákos	раков		ADJ;DEF;PL
rákos	рак	rákos	рак		N;INDF;MASC;SG
rákos	ракът	rákos	рак		N;DEF;MASC;SG
alabama	алабама	alabam	алабама		N;DEF;MASC;SG
majom	маймуни	majom	маймун	N;NOM;SG	N;INDF;FEM;PL
teatro	театро	teatro	театро		N;INDF;NEUT;SG
merész	дръзки	merész	дръзка		N;INDF;FEM;PL
merész	смело	merész	смело		ADV
merész	дръзко	merész	дързък		ADV
merész	смели	merész	смял		ADJ;INDF;PL
merész	смел	merész	смел		ADJ;INDF;MASC;SG
merész	дръзки	merész	дръзка		N;INDF;FEM;PL
merész	дръзко	merész	дързък		ADV
josh	джош	josh	джош		PROPN;INDF;MASC;SG
dohány	тютюн	dohány	тютюн		N;INDF;MASC;SG
elkészített	приготвен	elkészített	приготвен	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
elkészített	подготвен	elkészített	подготвя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
elkészített	подготвени	elkészített	подготвя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
elkészített	подготвено	elkészített	подготвя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
elkészített	подготвена	elkészített	подготвя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
megszökött	избягали	megszökött	избягам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
nbc	nbc	nbc	nbc	N;NOM;SG	PROPN;INDF;MASC;SG
univerzális	универсален	univerzális	универсален		ADJ;INDF;MASC;SG
univerzális	универсално	univerzális	универсално		ADV
univerzális	универсална	univerzális	универсален		ADJ;INDF;FEM;SG
univerzális	универсални	univerzális	универсален		ADJ;INDF;PL
platina	платина	platina	платина		N;INDF;FEM;SG
powell	пауъл	powell	пауъл		PROPN;INDF;MASC;SG
nyitó	откриване	nyitó	откриване		N;INDF;NEUT;SG
nyitó	отваряне	nyitó	отваряне		N;INDF;NEUT;SG
szerencse	богатство	szerencse	богатство		N;INDF;NEUT;SG
szerencse	лъки	szerencse	лъка		N;INDF;MASC;SG
szerencse	късметлия	szerencse	късметлия		N;DEF;MASC;SG
szerencse	късмет	szerencse	късмет		N;INDF;MASC;SG
szerencse	късметът	szerencse	късмет		N;DEF;MASC;SG
szerencse	късмета	szerencse	късмет		N;DEF;MASC;SG
szalag	ленти	szalag	лента	N;NOM;SG	N;INDF;FEM;PL
vágás	режи	vágás	режа	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
vágás	съкращения	vágás	съкращение	N;NOM;SG	N;INDF;NEUT;PL
felismerhető	разпознаваем	felismerhető	разпознавая	ADJ;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
qui	куай	qui	куай		N;INDF;MASC;SG
manhattan	манхатън	manhat	манхатън	V;INDF;POT;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
tisztviselő	официален	tisztviselő	официален	N;NOM;SG	ADJ;INDF;MASC;SG
tisztviselő	официално	tisztviselő	официално	N;NOM;SG	ADV
tisztviselő	официална	tisztviselő	официален	N;NOM;SG	ADJ;INDF;FEM;SG
állatorvos	ветеринарна	állatorvos	ветеринарен	N;NOM;SG	ADJ;INDF;FEM;SG
állatorvos	ветеринарен	állatorvos	ветеринарен	N;NOM;SG	ADJ;INDF;MASC;SG
állatorvos	ветеринарни	állatorvos	ветеринарен	N;NOM;SG	ADJ;INDF;PL
szabályozása	регулира	szabályozás	регулирам	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
brüsszelben	брюксел	brüsszel	брюксел	N;IN+ESS;SG	PROPN;INDF;MASC;SG
gátolja	инхибира	gátol	инхибирам	V;DEF;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
eugene	юджийн	eug	юджийн	PROPN;NOM;SG	PROPN;INDF;MASC;SG
fogadó	домакин	fogadó	домакин		N;INDF;MASC;SG
fogadó	приемник	fogadó	приемник		N;INDF;MASC;SG
fogadó	водещ	fogadó	водя		ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
fogadó	inn	fogadó	inn		N;INDF;MASC;SG
fogadó	получател	fogadó	получател		N;INDF;MASC;SG
fogadó	приемник	fogadó	приемник		N;INDF;MASC;SG
szándékos	преднамерено	szándékos	преднамерено		ADV
szándékos	умишлено	szándékos	умишлено		ADV
szándékos	преднамерено	szándékos	преднамерено		ADV
hívő	вярваща	hívő	вярвам	N;NOM;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
hívő	вярващ	hívő	вярващ	N;NOM;SG	ADJ;INDF;MASC;SG
abdul	абдул	azdul	абдул		N;INDF;MASC;SG
íze	вкусове	íze	вкус	N;NOM;SG	N;INDF;MASC;PL
túlélő	оцелели	túlélő	оцелея	ADJ;NOM;SG	V;PFV;INDF;PL;PST;V.PTCP;ACT
túlélő	оцелелите	túlélő	оцелея	ADJ;NOM;SG	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT
túlélő	оцеляване	túlélő	оцеляване	ADJ;NOM;SG	N;INDF;NEUT;SG
túlélő	оцелял	túlélő	оцелея	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
túlélő	сървайвър	túlélő	сървайвър	ADJ;NOM;SG	N;INDF;MASC;SG
túlélő	оцеляла	túlélő	оцелея	ADJ;NOM;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
graf	граф	graf	граф		N;INDF;MASC;SG
kristályos	кристална	kristályos	кристален	N;NOM;SG	ADJ;INDF;FEM;SG
kristályos	кристално	kristályos	кристално	N;NOM;SG	ADV
kristályos	кристална	kristályos	кристален	N;NOM;SG	ADJ;INDF;FEM;SG
kristályos	кристален	kristályos	кристален	N;NOM;SG	ADJ;INDF;MASC;SG
xavier	хавиер	xavier	хавиер	PROPN;NOM;SG	PROPN;INDF;MASC;SG
xavier	ксавие	xavier	ксавие	PROPN;NOM;SG	PROPN;INDF;NEUT;SG
csúnya	грозна	csúny	грозна		ADJ;INDF;FEM;SG
csúnya	грозни	csúny	грозен		ADJ;INDF;PL
csúnya	грозен	csúny	грозен		ADJ;INDF;MASC;SG
csúnya	грозно	csúny	грозно		ADV
csúnya	гаден	csúny	гаден		ADJ;INDF;MASC;SG
csúnya	гадно	csúny	гаден		ADV
csúnya	гадни	csúny	гаден		ADJ;INDF;PL
viszonylagos	относителна	viszonylagos	относителен		ADJ;INDF;FEM;SG
viszonylagos	роднина	viszonylagos	роднина		N;INDF;MASC;SG
viszonylagos	относително	viszonylagos	относително		ADV
oregon	орегон	oregon	орегон		N;INDF;MASC;SG
sztár	звезден	sztár	звезден	N;NOM;SG	ADJ;INDF;MASC;SG
silvio	силвио	silvio	силвио		N;INDF;MASC;SG
xxii	xxii	xxii	xxii		PROPN;INDF;MASC;SG
orlando	орландо	orlando	орландо		N;INDF;MASC;SG
june	джун	june	джун		N;INDF;MASC;SG
june	юни	june	юни		N;INDF;MASC;SG
bernhard	бернхард	bernhard	бернхард		N;INDF;MASC;SG
jevgenyij	евгений	jevgenyij	евгений		PROPN;INDF;MASC;SG
díszítették	украсени	díszít	украся	V;DEF;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
megegyezés	сетълмент	megegyezés	сетълмент		N;INDF;MASC;SG
megegyezés	уреждане	megegyezés	уреждане		N;INDF;NEUT;SG
megegyezés	селище	megegyezés	селище		N;INDF;NEUT;SG
megegyezés	съгласие	megegyezés	съгласие		N;INDF;NEUT;SG
megegyezés	споразумение	megegyezés	споразумение		N;INDF;NEUT;SG
megegyezés	подредба	megegyezés	подредба		N;INDF;FEM;SG
megegyezés	уговорка	megegyezés	уговорка		N;INDF;FEM;SG
megegyezés	споразумение	megegyezés	споразумение		N;INDF;NEUT;SG
felépített	построени	felépít	построя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
felépített	изградена	felépít	изградя	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
felépített	построена	felépít	построя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
felépített	построено	felépít	построя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
felépített	построен	felépít	построя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
barcelonai	барселона	barcelonai	барселон	V;DEF;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;SG
igazolja	оправдае	igazol	оправдая-(се)	V;DEF;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
vándor	скитник	vándor	скитник		N;INDF;MASC;SG
vándor	странник	vándor	странник		N;INDF;MASC;SG
ital	пийте	ital	пийта	N;NOM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
ital	напитки	ital	напитка	N;NOM;SG	N;INDF;FEM;PL
ital	пие	ital	пия	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ital	питиета	ital	питие	N;NOM;SG	N;INDF;NEUT;PL
sovány	скини	sovány	скиня-(се)		N;INDF;MASC;PL
sovány	слаб	sovány	слаб		ADJ;INDF;MASC;SG
sovány	тънко	sovány	тънко		ADV
sovány	тънък	sovány	тънък		ADJ;INDF;MASC;SG
sovány	тънки	sovány	тънкък		ADJ;INDF;PL
sovány	слаб	sovány	слаб		ADJ;INDF;MASC;SG
sovány	слаба	sovány	слаб		ADJ;INDF;FEM;SG
erődítmény	укрепления	erődítmény	укрепление	N;NOM;SG	N;INDF;NEUT;PL
ciudad	ciudad	ciudad	ciudaа		PROPN;INDF;MASC;SG
szintetikus	синтетичен	szintetikus	синтетичен	N;NOM;SG	ADJ;INDF;MASC;SG
szintetikus	синтетични	szintetikus	синтетичен	N;NOM;SG	ADJ;INDF;PL
szintetikus	синтетична	szintetikus	синтетичен	N;NOM;SG	ADJ;INDF;FEM;SG
szintetikus	синтетичен	szintetikus	синтетичен	N;NOM;SG	ADJ;INDF;MASC;SG
szintetikus	синт	szintetikus	синт	N;NOM;SG	ADJ
szintetikus	синтетична	szintetikus	синтетичен	N;NOM;SG	ADJ;INDF;FEM;SG
kézikönyv	ръчна	kézikönyv	ръчен	N;NOM;SG	ADJ;INDF;FEM;SG
kézikönyv	ръчни	kézikönyv	ръчен	N;NOM;SG	ADJ;INDF;PL
megkötött	сключени	megkötött	сключа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
megkötött	сключен	megkötött	сключа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
megkötött	сключено	megkötött	сключа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
raf	раф	raf	раф	N;NOM;SG	PROPN;INDF;MASC;SG
tizenkettedik	twelfth	tizenkettedik	twelfth	ADJ;NOM;SG	PROPN;INDF;MASC;SG
dio	dio	dio	dio		PROPN;INDF;MASC;SG
tobago	тобаго	tobago	тобаго	PROPN;NOM;SG	N;INDF;MASC;SG
uralta	доминират	ural	доминирам	V;DEF;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
adler	адлър	adler	адлър		N;INDF;MASC;SG
adler	адлер	adler	адлер		N;INDF;MASC;SG
gmbh	gmbh	gmbh	gmbh	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
jet	джет	jet	джет		N;INDF;MASC;SG
zen	дзен	zen	дзен		N;INDF;MASC;SG
zen	зен	zen	зен		N;INDF;MASC;SG
szatirikus	сатирична	szatirikus	сатиричен	N;NOM;SG	ADJ;INDF;FEM;SG
hangos	силно	hangos	силно		ADV
hangos	шумен	hangos	шумен		ADJ;INDF;MASC;SG
hangos	шумно	hangos	шумно		ADV
hangos	шумно	hangos	шумно		ADV
hangos	шумен	hangos	шумен		ADJ;INDF;MASC;SG
mono	моно	mono	моно		PROPN;INDF;MASC;SG
lars	ларс	lars	ларс		N;INDF;MASC;SG
polo	поло	polo	поло		N;INDF;NEUT;SG
tank	резервоар	tank	резервоар		N;INDF;MASC;SG
tank	танк	tank	танк		N;INDF;MASC;SG
tank	цистерна	tank	цистерна		N;INDF;FEM;SG
tao	тао	tao	така		N;INDF;MASC;SG
érzés	чувство	érzés	чувство		N;INDF;NEUT;SG
érzés	усещане	érzés	усещане		N;INDF;NEUT;SG
deutsch	deutsch	deutsch	deutsch		ADJ
ártatlan	невинен	ártatlan	невинен		ADJ;INDF;MASC;SG
ártatlan	невинно	ártatlan	невинно		ADV
ártatlan	невинна	ártatlan	невинен		ADJ;INDF;FEM;SG
ártatlan	невинни	ártatlan	невинен		ADJ;INDF;PL
vigyázz	гледай	vigyázz	гледам	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
vigyázz	гледайте	vigyázz	гледам	V;DEF;IND;SG;1;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
kaiser	кайзер	kaiser	кайзер		N;INDF;MASC;SG
tanul	учене	tanul	учене	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
tanul	уча	tanul	уча-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tanul	изучаване	tanul	изучаване	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
tanul	учим	tanul	уча-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
tanul	учене	tanul	учене	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
tanul	научи	tanul	науча-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
tanul	научете	tanul	науча-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
incidens	инциденти	incidens	инцидент	N;NOM;SG	N;INDF;MASC;PL
incidens	произшествия	incidens	произшествие	N;NOM;SG	N;INDF;NEUT;PL
díszítő	декоративни	díszítő	декоративен	ADJ;NOM;SG	ADJ;INDF;PL
nicolae	николае	nicolae	никола		PROPN;INDF;MASC;SG
butler	бътлър	butler	бътлър		PROPN;INDF;MASC;SG
butler	иконом	butler	иконом		N;INDF;MASC;SG
dale	дейл	dale	дейл	PROPN;NOM;SG	PROPN;INDF;MASC;SG
roosevelt	рузвелт	roosevelt	рузвелт		N;INDF;MASC;SG
kézműves	занаятчии	kézműves	занаятчия	ADJ;NOM;SG	N;INDF;MASC;PL
kézműves	занаят	kézműves	зана	ADJ;NOM;SG	N;INDF;MASC;SG
kézműves	кораб	kézműves	кораб	ADJ;NOM;SG	N;INDF;MASC;SG
kézműves	занаятчия	kézműves	занаятчия	ADJ;NOM;SG	N;DEF;MASC;SG
kézműves	занаяти	kézműves	занаят	ADJ;NOM;SG	N;INDF;MASC;PL
michele	микеле	michele	микеле		N;INDF;MASC;SG
chen	чен	chen	чен		PROPN;INDF;MASC;SG
enzim	ензимите	enzik	ензим	N;NOM;SG	N;DEF;MASC;PL
enzim	ензими	enzik	ензим	N;NOM;SG	N;INDF;MASC;PL
enzim	ензими	enzik	ензим	N;NOM;SG	N;INDF;MASC;PL
robbant	експлодира	robban	експлодирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN;ACT
halvány	бледи	halvány	блед		ADJ;INDF;PL
halvány	бледо	halvány	бледо		ADV
halvány	бледа	halvány	бледам		ADJ;INDF;FEM;SG
halvány	блед	halvány	блед		ADJ;INDF;MASC;SG
tárgyalt	договаряне	tárgyal	договаряне	V;INDF;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
tárgyalt	договорено	tárgyal	договоря-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tárgyalt	договорен	tárgyal	договорен	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
tárgyalt	договорени	tárgyal	договоря-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
táplálék	храни	táplálék	храна	N;NOM;SG	N;INDF;FEM;PL
funkciók	функционалност	funkció	функционалност	N;NOM;PL	N;INDF;FEM;SG
promóciós	промо	promóciós	промо	ADJ;NOM;SG	N;INDF;MASC;SG
promóciós	промоция	promóciós	промоция	ADJ;NOM;SG	N;INDF;FEM;SG
promóciós	насърчаване	promóciós	насърчаване	ADJ;NOM;SG	N;INDF;NEUT;SG
promóciós	повишение	promóciós	повишение	ADJ;NOM;SG	N;INDF;NEUT;SG
promóciós	популяризиране	promóciós	популяризиране	ADJ;NOM;SG	N;INDF;NEUT;SG
promóciós	промоционални	promóciós	промоционален	ADJ;NOM;SG	ADJ;INDF;PL
palmer	палмър	palmer	палмър	PROPN;NOM;SG	PROPN;INDF;MASC;SG
edzés	тренировки	edzés	тренировка	N;NOM;SG	N;INDF;FEM;PL
zita	зита	zita	зито	N;NOM;SG	PROPN;INDF;FEM;SG
win	победи	win	победа		N;INDF;FEM;PL
win	печеля	win	печеля		V;IPFV;IND;SG;1;PRS;FIN;ACT
win	спечели	win	спечеля		V;PFV;IND;SG;3;PST;FIN;ACT
win	печелиш	win	печеля		V;IPFV;IND;SG;2;PRS;FIN;ACT
win	победа	win	победа		N;INDF;FEM;SG
fellini	фелини	fellini	фелин		N;INDF;MASC;PL
fokozatos	постепенно	fokozatos	постепенно	ADJ;NOM;SG	ADV
fokozatos	прогресивно	fokozatos	прогресивно	ADJ;NOM;SG	ADV
angela	анджела	angela	анджела		N;INDF;FEM;SG
öröm	радост	öröm	радост		N;INDF;FEM;SG
öröm	джой	öröm	джой		PROPN;INDF;FEM;SG
öröm	удоволствие	öröm	удоволствие		N;INDF;NEUT;SG
madridi	мадрид	madridi	мадрид		PROPN;INDF;MASC;SG
faji	расова	faji	расов		ADJ;INDF;FEM;SG
faji	расови	faji	расов		ADJ;INDF;PL
texasi	тексас	texasi	тексас		N;INDF;MASC;SG
közzétett	публикуван	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
közzétett	публикувано	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
közzétett	публикувани	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
közzétett	публикуван	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
közzétett	публикувана	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
közzétett	публикувано	közzétett	публикувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kozák	казак	koza	казак		N;INDF;MASC;SG
reformok	реформата	reform	реформа	N;NOM;PL	N;DEF;FEM;SG
reformok	реформиране	reform	реформиране	N;NOM;PL	N;INDF;NEUT;SG
reformok	реформа	reform	реформа	N;NOM;PL	N;INDF;FEM;SG
társult	асоциирани	társul	асоциирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
társult	свързани	társul	свържа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
társult	свързан	társul	свържа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
társult	сътрудник	társul	сътрудник	V;INDF;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
társult	съдружник	társul	съдружник	V;INDF;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
folt	петна	folt	петна	N;NOM;SG	N;INDF;NEUT;PL
diamond	диамант	diamond	диамант		N;INDF;MASC;SG
diamond	диамантен	diamond	диамантен		ADJ;INDF;MASC;SG
diamond	диаманта	diamond	диамант		N;DEF;MASC;SG
diamond	даймънд	diamond	даймънд		PROPN;INDF;MASC;SG
termelő	продуктивни	termelő	продуктивен		ADJ;INDF;PL
termelő	продуцент	termelő	продуцент		N;INDF;MASC;SG
termelő	производител	termelő	производител		N;INDF;MASC;SG
facto	facto	facto	facto		N;INDF;FEM;SG
chapman	чапман	chapman	чапман		N;INDF;MASC;SG
millennium	хилядолетие	millennium	хилядолетие		N;INDF;NEUT;SG
millennium	милениум	millennium	милениум		N;INDF;MASC;SG
cicero	цицерон	cicero	цицерон		N;INDF;MASC;SG
vöröses	червеникаво	vöröses	червеникав	N;NOM;SG	ADV
betöltötte	изпълнен	betöltöt	изпълня-(се)	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
betöltötte	напълнена	betöltöt	напълня-(се)	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
burkina	буркина	burkina	буркина	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
irma	ирма	irma	ирма	PROPN;NOM;SG	N;INDF;FEM;SG
közvetítő	брокер	közvetítő	брокер	ADJ;NOM;SG	N;INDF;MASC;SG
közvetítő	посредник	közvetítő	посредник	ADJ;NOM;SG	N;INDF;MASC;SG
közvetítő	посредници	közvetítő	посредник	ADJ;NOM;SG	N;INDF;MASC;PL
közvetítő	посредник	közvetítő	посредник	ADJ;NOM;SG	N;INDF;MASC;SG
közvetítő	посредник	közvetítő	посредник	ADJ;NOM;SG	N;INDF;MASC;SG
terápiás	терапевтична	terápiás	терапевтичен	N;NOM;SG	ADJ;INDF;FEM;SG
terápiás	терапевтичен	terápiás	терапевтичен	N;NOM;SG	ADJ;INDF;MASC;SG
küzd	борби	küzd	борба	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
miranda	миранда	miranda	миранда		N;INDF;FEM;SG
hülye	глупава	hülye	глупав		ADJ;INDF;FEM;SG
hülye	тъпо	hülye	тъпо		ADV
hülye	глупав	hülye	глупав		ADJ;INDF;MASC;SG
hülye	глупаво	hülye	глупаво		ADV
fejes	header	fejes	header		N;INDF;MASC;SG
örökké	завинаги	örökké	завинаги		ADV
örökké	вечно	örökké	вечно		ADV
kukorica	царевично	kukorica	царевично	N;NOM;SG	ADV
damon	деймън	damon	деймън	PROPN;NOM;SG	PROPN;INDF;MASC;SG
szerelvény	принадлежности	szerelvény	принадлежност	N;NOM;SG	N;INDF;FEM;PL
domain	владение	domain	владение		N;INDF;NEUT;SG
domain	домейн	domain	домейн		N;INDF;MASC;SG
helena	хелена	helena	хеля-(се)		ADJ;INDF;FEM;SG
helena	елена	helena	елен		PROPN;INDF;FEM;SG
reakciók	реакция	reakció	реакция	N;NOM;PL	N;INDF;FEM;SG
