talent	таланти	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;PL
hodi	ходене	hoditi	ходене	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
hodi	разходка	hoditi	разходка	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
hodi	пеша	hoditi	пеша	V;IPFV;IND;SG;3;PRS;FIN	ADV
martini	мартини	martina	мартина	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
pel	санг	peti	санг	V;IPFV;MASC;SG;V.PTCP	N;INDF;NEUT;SG
hčerki	дъщери	hčerka	дъщеря	N;NOM;FEM;DU	N;INDF;FEM;PL
hčerki	дъщерите	hčerka	дъщер	N;NOM;FEM;DU	N;DEF;FEM;PL
duhovne	духовна	duhoven	духовен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
duhovne	духовното	duhoven	духовен	ADJ;NOM;FEM;PL	ADJ;DEF;NEUT;SG
duhovne	духовен	duhoven	духовен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
duhovne	духовно	duhoven	духовен	ADJ;NOM;FEM;PL	ADV
temna	тъмно	temen	тъмно	ADJ;NOM;FEM;SG	ADV
hollywood	холивудски	hollywood	холивудски	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
pekingu	пекин	peking	пекин	N;DAT;MASC;SG	PROPN;INDF;MASC;SG
lepi	прекрасна	lep	прекрасна	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
lepi	красива	lep	красив	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
lepi	прекрасен	lep	прекрасен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
lepi	красиво	lep	красиво	ADJ;NOM;MASC;PL	ADV
lepi	красавец	lep	красавец	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
lepi	красив	lep	красив	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
sonata	sonata	sonata	sonata	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
zaposlene	служителите	zaposlen	служител	ADJ;NOM;FEM;PL;V.PTCP	N;DEF;MASC;PL
zaposlene	служители	zaposlen	служител	ADJ;NOM;FEM;PL;V.PTCP	N;INDF;MASC;PL
jelen	елени	jelen	елен	N;NOM;MASC;SG	N;INDF;MASC;PL
houston	хюстън	houston	хюстън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
sullivan	съливан	sullivan	съливам	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
centralno	централно	centralno	централен	ADJ;NOM;NEUT;SG	ADV
centralno	централа	centralno	централа	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
centralno	централни	centralno	централен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
centralno	централно	centralno	централен	ADJ;NOM;NEUT;SG	ADV
ohrani	запазване	ohran	запазване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
ohrani	запази	ohran	запазя-(се)	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
ohrani	запазване	ohran	запазване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
ohrani	поддържане	ohran	поддържане	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
michaela	микаела	michael	микаел	PROPN;ANIM;ACC;MASC;SG	N;INDF;FEM;SG
michaela	михаела	michael	михаел	PROPN;ANIM;ACC;MASC;SG	PROPN;INDF;FEM;SG
antibiotiki	антибиотик	antibiotika	антибиотик	N;NOM;MASC;PL	N;INDF;MASC;SG
leseno	дървено	lesen	дървен	ADJ;NOM;NEUT;SG	ADV
leseno	дървени	lesen	дървен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
leseno	дърва	lesen	дърво	ADJ;NOM;NEUT;SG	N;INDF;NEUT;PL
leseno	дървесина	lesen	дървесина	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
leseno	дървени	lesen	дървен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
leseno	дърво	lesen	дърво	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
gene	джийн	gen	джийн	N;NOM;MASC;PL	PROPN;INDF;FEM;SG
gene	ген	gen	генерал	N;NOM;MASC;PL	N;INDF;MASC;SG
gene	джин	gen	джин	N;NOM;MASC;PL	PROPN;INDF;MASC;SG
gene	гена	gen	гена	N;NOM;MASC;PL	N;INDF;FEM;SG
označeni	маркирани	označen	маркирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeni	маркиран	označen	маркирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeni	отбелязани	označen	отбележа	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeni	отбелязан	označen	отбележа	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeni	маркирани	označen	маркирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označeni	маркирана	označen	маркирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
označeni	белязани	označen	бележа	ADJ;NOM;MASC;PL;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
označeni	маркиран	označen	маркирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označeni	белязан	označen	бележа	ADJ;NOM;MASC;PL;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
sporno	спорни	sporen	спорен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
sporno	спорно	sporen	спорен	ADJ;NOM;NEUT;SG	ADV
leslie	лесли	leslet	лесля	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
daljnogled	телескопи	daljnogled	телескоп	N;NOM;MASC;SG	N;INDF;MASC;PL
specifični	специфично	specifičen	специфично	ADJ;NOM;MASC;PL	ADV
specifični	специфичен	specifičen	специфичен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
specifični	специфична	specifičen	специфичен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
rane	раната	ran	рана	N;NOM;FEM;PL	N;DEF;FEM;SG
rane	рана	ran	рана	N;NOM;FEM;PL	N;INDF;FEM;SG
trdne	твърда	trden	твърд	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
trdne	солиден	trden	солиден	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
trdne	твърдо	trden	твърдо	ADJ;NOM;FEM;PL	ADV
trdne	твърд	trden	твърд	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
profesionalno	професионални	profesionalen	професионален	ADV	ADJ;INDF;PL
profesionalno	професионална	profesionalen	професионален	ADV	ADJ;INDF;FEM;SG
profesionalno	професионалист	profesionalen	професионалист	ADV	N;INDF;MASC;SG
profesionalno	професионален	profesionalen	професионален	ADV	ADJ;INDF;MASC;SG
valentina	валентино	valentina	валентино	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
švico	швейцария	švica	швейцария	N;ACC;FEM;SG	PROPN;INDF;FEM;SG
plesni	плесен	plesen	плесен	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
plesni	мухъл	plesen	мухъл	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
plesni	плесени	plesen	плеса	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
plesni	плесен	plesen	плесен	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
plesni	мухъл	plesen	мухъл	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
obrti	занаяти	obrt	занаят	N;NOM;FEM;SG	N;INDF;MASC;PL
akt	act	akt	act	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
wang	уанг	wang	уанг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wang	уан	wang	уан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
leipzig	лайпциг	leipzig	лайпциг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
stefano	стефано	stefan	стефано	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
okrogle	кръгла	okrogel	кръгъл	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
okrogle	рунд	okrogel	рунд	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
okrogle	кръгло	okrogel	кръг	ADJ;NOM;FEM;PL	ADV
okrogle	кръг	okrogel	кръг	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
nika	ника	nik	никай	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
nika	ника	nik	никай	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
uporabljeno	използвано	uporabljeno	използвам	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
uporabljeno	използван	uporabljeno	използвам	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
uporabljeno	използвани	uporabljeno	използвам	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
uporabljeno	използвана	uporabljeno	използвам	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
four	четири	four	четири		NUM;INDF;PL
four	четирима	four	четирима		NUM;INDF;PL
zaposlena	заети	zaposlen	заема-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
zaposlena	заето	zaposlen	заема-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
čista	чисто	čist	чисто	ADJ;NOM;FEM;SG	ADV
biološke	биологичен	biološki	биологичен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
biološke	биологично	biološki	биологично	ADJ;NOM;FEM;PL	ADV
biološke	биологична	biološki	биологичен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
zmaja	хвърчило	zmaj	хвърча	N;ACC;MASC;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
deseto	tenth	deseti	tenth	ADJ;NOM;NEUT;SG	PROPN;INDF;MASC;SG
nevarna	опасно	nevaren	опасно	ADJ;NOM;FEM;SG	ADV
nevarna	опасни	nevaren	опасен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
nevarna	опасни	nevaren	опасен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
barja	блата	barje	блат	N;NOM;NEUT;PL	N;INDF;MASC;SG
pekel	ада	pečel	ада	N;NOM;MASC;SG	ADV
obstajal	съществували	obstajati	съществувам	V;IPFV;MASC;SG;V.PTCP	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
trgovanje	търговско	trgovanje	търговски	N;NOM;NEUT;SG	ADV
aluminij	алуминиеви	aluminija	алуминиев	N;NOM;MASC;SG	ADJ;INDF;PL
aluminij	алуминиев	aluminija	алуминиев	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
aluminij	алуминиева	aluminija	алуминиев	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
flota	флотилия	flot	флотилия	N;NOM;FEM;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
kanadsko	канадци	kanadski	канадец	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
kanadsko	канадец	kanadski	канадец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
akademski	академик	akademski	академик	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
akademski	академични	akademski	академичен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
semen	семе	seme	семе	N;GEN;NEUT;PL	N;INDF;NEUT;SG
garden	градински	garden	градински		ADJ;INDF;MASC;SG
garden	градината	garden	градина		N;DEF;FEM;SG
garden	гардън	garden	гардън		N;INDF;MASC;SG
garden	градинка	garden	градинка		N;INDF;FEM;SG
garden	градина	garden	градина		N;INDF;FEM;SG
brezplačno	свободни	brezplačno	свободен	ADV	ADJ;INDF;PL
brezplačno	свободен	brezplačno	свободен	ADV	ADJ;INDF;MASC;SG
brezplačno	свободна	brezplačno	свободен	ADV	ADJ;INDF;FEM;SG
brezplačno	безплатни	brezplačno	безплатен	ADV	ADJ;INDF;PL
glenn	глен	glenn	глен	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
glenn	глен	glenn	глен	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
odkrita	открит	odkriti	открия-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
odkrita	открита	odkriti	открия-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odkrita	открити	odkriti	открит	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;PL
odkrita	засечен	odkriti	засека	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
magister	magister	magister	magister	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
berry	бери	berry	бера	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
železna	желязо	železen	желяз	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
železna	железни	železen	железен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
strehe	покривът	streha	покрив	N;NOM;FEM;PL	N;DEF;MASC;SG
strehe	покрив	streha	покрив	N;NOM;FEM;PL	N;INDF;MASC;SG
strehe	покрива	streha	покрив	N;NOM;FEM;PL	N;INDF;MASC;SG
gas	газове	gas	газ	N;NOM;MASC;SG	N;INDF;MASC;PL
niki	ники	nik	ника	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
niki	ники	nik	ника	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
oak	дъб	oak	дъб	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
oak	оук	oak	оук	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
rojene	родени	rojen	родя-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
rojene	роден	rojen	родя-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rojene	родена	rojen	родя-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
polobli	полукълбо	polobli	полукълбо	ADJ;NOM;MASC;SG	ADV
zaprti	затворен	zaprt	затворен	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
zaprti	затворена	zaprt	затворя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zaprti	затворено	zaprt	затворя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zaprti	затворени	zaprt	затворя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
zdravi	здрав	zdrav	здрав	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
zdravi	здрава	zdrav	здрав	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
zdravi	здравословно	zdrav	здравословен	ADJ;NOM;MASC;PL	ADV
zdravi	лекува	zdrav	лекувам	ADJ;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pariški	парис	pariški	парис	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
pariški	париж	pariški	париж	ADJ;NOM;DEF;MASC;SG	PROPN;INDF;MASC;SG
pariški	парижки	pariški	парижки	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
madison	мадисън	madison	мадисън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
delle	деле	delle	деле	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
pasme	порода	pasma	пород	N;NOM;FEM;PL	N;INDF;FEM;SG
stabilen	стабилни	stabilen	стабилен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
stabilen	стабилно	stabilen	стабилно	ADJ;NOM;INDF;MASC;SG	ADV
cat	котарак	cat	котарак		N;INDF;MASC;SG
cat	котка	cat	котка		N;INDF;FEM;SG
cat	кат	cat	кат		N;INDF;MASC;SG
cat	коте	cat	ко		N;INDF;NEUT;SG
klinični	клинична	kliničen	клиничен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
klinični	клинично	kliničen	клинично	ADJ;NOM;MASC;PL	ADV
grafični	графични	grafičen	графичен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
oddaljeno	далечен	oddaljen	далечен	ADV	ADJ;INDF;MASC;SG
oddaljeno	далечни	oddaljen	далечен	ADV	ADJ;INDF;PL
oddaljeno	далечна	oddaljen	далечен	ADV	ADJ;INDF;FEM;SG
oddaljeno	отдалечен	oddaljen	отдалеча-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oddaljeno	отдалечено	oddaljen	отдалеча-(се)	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
oddaljeno	отдалечена	oddaljen	отдалеча-(се)	ADV	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kemična	химикал	kemičen	химикал	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
spremenjena	променени	spremenjen	променя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
spremenjena	променено	spremenjen	променя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
spremenjena	модифициран	spremenjen	модифицирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
spremenjena	променен	spremenjen	променя-(се)	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
spremenjena	модифицирани	spremenjen	модифицирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
spremenjena	модифицирана	spremenjen	модифицирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
spremenjena	изменено	spremenjen	изменя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
spremenjena	изменен	spremenjen	изменя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
spremenjena	изменени	spremenjen	изменя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
spremenjena	изменена	spremenjen	изменя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
cerro	серо	cerra	серо	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
prometni	трафик	prometen	трафик	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
prometni	задръстване	prometen	задръстване	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
globalno	глобална	globalen	глобален	ADV	ADJ;INDF;FEM;SG
globalno	глобален	globalen	глобален	ADV	ADJ;INDF;MASC;SG
globalno	глобални	globalen	глобален	ADV	ADJ;INDF;PL
avtoceste	магистрала	avtocesta	магистрала	N;NOM;FEM;PL	N;INDF;FEM;SG
redna	редовно	reden	редовно	ADJ;NOM;FEM;SG	ADV
redna	редовни	reden	редовен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
jorge	хорхе	jorga	хорхе	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
potomcev	потомство	potomec	потомство	N;GEN;MASC;PL	N;INDF;NEUT;SG
aretiran	арест	aretiran	арест	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;INDF;MASC;SG
aretiran	арестуван	aretiran	арестувам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
aretiran	арестувани	aretiran	арестувам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
aretiran	арестувана	aretiran	арестувам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
aretiran	арестуван	aretiran	арестувам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
harper	харпър	harper	харпър	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
pridobijo	придобие	pridobiti	придобие	V;PFV;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ugodno	благоприятно	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADV
ugodno	благоприятни	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
ugodno	благоприятно	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADV
ugodno	благоприятни	ugoden	благоприятен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
saška	саксония	sašek	саксония	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
dihal	дихателна	dihati	дихателен	N;NOM;NEUT;PL	ADJ;INDF;FEM;SG
dihal	респираторни	dihati	респираторен	N;NOM;NEUT;PL	ADJ;INDF;PL
ovira	възпрепятства	ovira	възпрепятствам	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
cole	кол	cola	кол	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cole	коул	cola	коул	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
campo	кампо	campo	кампо	N;NOM;MASC;SG	PROPN
čile	чили	čiti	чила	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
piva	бирите	pivo	бира	N;GEN;NEUT;SG	N;DEF;FEM;PL
piva	бири	pivo	бира	N;GEN;NEUT;SG	N;INDF;FEM;PL
psihološko	психологическо	psihološki	психологически	ADJ;NOM;NEUT;SG	ADV
zaklad	съкровища	zaklad	съкровище	N;NOM;MASC;SG	N;INDF;NEUT;PL
finančna	финансово	finančen	финансово	ADJ;NOM;FEM;SG	ADV
finančna	финансови	finančen	финансов	ADJ;NOM;FEM;SG	ADJ;INDF;PL
zabavo	party	zabava	party	N;ACC;FEM;SG	ADJ
zabavo	развлечения	zabava	развлекение	N;ACC;FEM;SG	N;INDF;NEUT;PL
zabavo	забавления	zabava	забавление	N;ACC;FEM;SG	N;INDF;NEUT;PL
konvencije	конвенция	konvencija	конвенция	N;NOM;FEM;PL	N;INDF;FEM;SG
konvencije	конгрес	konvencija	конгрес	N;NOM;FEM;PL	N;INDF;MASC;SG
zbirajo	събиране	zbirati	събиране	V;IPFV;IND;PL;3;PRS;FIN	N;INDF;NEUT;SG
srbi	сърбеж	srbeti	сърбеж	N;NOM;MASC;PL	N;INDF;MASC;SG
nepravilno	неправилен	nepravilen	неправилен	ADV	ADJ;INDF;MASC;SG
nepravilno	неправилна	nepravilen	неправилен	ADV	ADJ;INDF;FEM;SG
nepravilno	нередовни	nepravilen	нередовен	ADV	ADJ;INDF;PL
nagrajen	възнаградени	nagrajen	възнаграден	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
spusti	капка	spustiti	капка	V;PFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
spusti	хвърли	spustiti	хвърля-(се)	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
connecticut	кънектикът	connecticut	кънектик	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
vodilna	водещи	vodilen	водя	ADJ;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
vodilna	водещо	vodilen	водя	ADJ;NOM;FEM;SG	ADV
srečen	щастливи	srečen	щастлив	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
srečen	щастливо	srečen	щастлив	ADJ;NOM;INDF;MASC;SG	ADV
srečen	хепи	srečen	хеп	ADJ;NOM;INDF;MASC;SG	INTJ
zdravko	здравко	zdravko	здравко	PROPN;NOM;MASC;SG	ADJ;INDF;MASC;SG
natančen	точни	natančen	точен	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;PL
emma	ема	emma	еми	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
emma	емма	emma	емма	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
aparat	апарати	aparat	апарат	N;NOM;MASC;SG	N;INDF;MASC;PL
trpljenje	страда	trpljenje	страдам	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
trpljenje	страдания	trpljenje	страдане	N;NOM;NEUT;SG	N;INDF;NEUT;PL
bogastva	богатства	bogastvo	богатство	N;GEN;NEUT;SG	N;INDF;NEUT;PL
gole	голо	gol	гол	N;NOM;FEM;PL	N;INDF;NEUT;SG
gole	голи	gol	гол	N;NOM;FEM;PL	ADJ;INDF;PL
zvest	лоялни	zvest	лоялен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
zvest	верните	zvest	верен	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;PL
zvest	верни	zvest	верен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
zvest	верните	zvest	верен	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;PL
zvest	верни	zvest	верен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
lažji	запалка	lahek	запалка	ADJ;NOM;DEF;CMPR;MASC;SG	N;INDF;FEM;SG
ano	ана	an	ана	N;ACC;FEM;SG	PROPN;INDF;FEM;SG
povprečje	среден	povprečje	среден	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
povprečje	средно	povprečje	средно	N;NOM;NEUT;SG	ADV
gozdarstvo	горски	gozdarstvo	горски	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
sosednji	съседна	sosednji	съседен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
sosednji	съседни	sosednji	съседен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
sosednji	съседни	sosednji	съседен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
vpogled	анализи	vpogled	анализ	N;NOM;MASC;SG	N;INDF;MASC;PL
vpogled	анализите	vpogled	анализ	N;NOM;MASC;SG	N;DEF;MASC;PL
aluminijev	алуминиеви	aluminijev	алуминиев	N;NOM;MASC;SG	ADJ;INDF;PL
aluminijev	алуминиев	aluminijev	алуминиев	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
aluminijev	алуминиева	aluminijev	алуминиев	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
perspektive	перспектива	perspektiva	перспектива	N;NOM;FEM;PL	N;INDF;FEM;SG
perspektive	перспективата	perspektiva	перспектива	N;NOM;FEM;PL	N;DEF;FEM;SG
rjava	кафяви	rjav	кафяв	ADJ;NOM;FEM;SG	ADJ;INDF;PL
rjava	браун	rjav	браун	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
rjava	кафяво	rjav	кафяво	ADJ;NOM;FEM;SG	ADV
prazno	празно	prazen	празен	ADJ;NOM;NEUT;SG	ADV
prazno	празни	prazen	празен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
prazno	празно	prazen	празен	ADJ;NOM;NEUT;SG	ADV
poklicna	професионални	poklicen	професионален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
poklicna	професионалист	poklicen	професионалист	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
poklicna	професионално	poklicen	професионално	ADJ;NOM;FEM;SG	ADV
protein	протеини	protein	протея	N;NOM;MASC;SG	N;INDF;MASC;PL
pričakovali	очаквано	pričakovati	очаквам	V;IPFV;MASC;PL;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
