wat	מה	wat	מה	PRO	ADV
verander	בטל	verander	בטל	V;PRS	
verander	שינויים	verander	שינוי	V;PRS	N;MASC;PL
verander	השינויים	verander	השינוי	V;PRS	N;MASC;PL
verander	שינויי	verander	שינוי	V;PRS	ADJ;MASC;PL
verander	שינוי	verander	שינוי	V;PRS	N;MASC;SG
verander	עודף	verander	עודף	V;PRS	
bereik	תפוצה	bereik	תפוצה	V;PRS	N;FEM;SG
russiese	רוסייה	russies	רוסייה	ADJ;NOM	PROPN
russiese	רוסית	russies	רוסית	ADJ;NOM	PROPN
russiese	רוסי	russies	רוסי	ADJ;NOM	N;MASC;SG
inwoners	מתמחים	inwoner	התמחה	N;PL	V;MASC;PL;V.PTCP
beteken	אמצעים	beteken	אמצעי	V;PRS	N;MASC;PL
beteken	אמצעי	beteken	אמצע	V;PRS	N;MASC;SG
man	בעלי	man	בעל	N;SG	N;PSSD;MASC;PL
man	הבעל	man	הבעל	N;SG	
man	בנאדם	man	בנאדם	N;SG	ADV
huis	הביתה	huis	הביתה	N;SG	ADV
huis	הום	huis	הום	N;SG	
huis	בבית	huis	בבית	N;SG	
huis	הבית	huis	הבית	N;SG	ADV
huis	home	huis	home	N;SG	
huis	הבית	huis	הבית	N;SG	ADV
huis	האוס	huis	האוס	N;SG	PROPN
besoek	חיקוי	besoek	חיקוי	V;PRS	N;MASC;SG
besoek	רושם	besoek	רושם	V;PRS	N;MASC;SG
besoek	בקרי	besoek	בקר	V;PRS	
besoek	ביקור	besoek	ביקור	V;PRS	N;MASC;SG
besoek	ביקרת	besoek	ביקר	V;PRS	PROPN
besoek	ביקר	besoek	ביקר	V;PRS	V;MASC;SG;3;PST;ACT
besoek	ביקור	besoek	ביקור	V;PRS	N;MASC;SG
besoek	ביקרה	besoek	ביקר	V;PRS	V;FEM;SG;3;PST;ACT
besoek	ביקרו	besoek	ביקר	V;PRS	V;PL;3;PST;ACT
drieë	שלשות	drieë	שלשה		N;FEM;PL
bekende	מפורסם	bekend	מפורסם	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
bekende	המפורסם	bekend	המפורסם	ADJ;NOM	PROPN
gespeel	שיחק	speel	שיחק	V;PST;V.PTCP	PROPN
gespeel	ניגן	speel	ניגן	V;PST;V.PTCP	N;MASC;SG
beste	best	goed	best		
rusland	רוסיה	rusland	רוסיה		PROPN
rooi	האדומים	rooi	האדום		N;MASC;PL
rooi	רדס	rooi	רדס		PROPN
rooi	אדומים	rooi	אדום		N;MASC;PL
rooi	רד	rooi	רד		PROPN
rooi	אדום	rooi	אדום		ADJ;MASC;SG
rooi	אדומים	rooi	אדום		N;MASC;PL
rooi	אדומה	rooi	אדום		N;FEM;SG
skryf	תכתבי	skryf	תכתב	V;PRS	PROPN
skryf	כתוב	skryf	כתב	V;PRS	
skryf	תכתוב	skryf	כתב	V;PRS	V;MASC;SG;2;FUT;ACT
skryf	כתבי	skryf	כתב	V;PRS	N;PSSD;MASC;PL
skryf	כוויה	skryf	כוויה	V;PRS	N;FEM;SG
wie	מי	wie	מי	PRO	ADV
suidelike	דרומי	suidelik	דרומי	ADJ;NOM	PROPN
suidelike	דרומית	suidelik	דרומי	ADJ;NOM	ADV
suidelike	דרום	suidelik	דרום	ADJ;NOM	N;MASC;SG
suidelike	הדרומי	suidelik	הדרום	ADJ;NOM	PROPN
romeinse	רומן	romeins	רומן	N;SG	PROPN
romeinse	רומי	romeins	רומי	N;SG	PROPN
alhoewel	למרות	alhoewel	למרות	CONJ	ADP
hoë	גבוה	hoog	גבוה		ADJ;MASC;SG
hoë	גבוהה	hoog	גבוה		ADJ;FEM;SG
sterk	חזקים	sterk	חזק		ADJ;MASC;PL
sterk	חזקה	sterk	חזק		ADJ;FEM;SG
sterk	סטרונג	sterk	סטרונג		PROPN
sterk	חזק	sterk	חזק		ADJ;MASC;SG
sterk	חזקות	sterk	חזק		ADJ;FEM;PL
africa	אפריקה	africa	אפריקה		PROPN
londen	לונדון	londen	לונדון		PROPN
eilande	האיים	eilande	האיים	N;PL	PROPN
eilande	איים	eilande	אי	N;PL	PROPN
belangrikste	ראשוני	belangrik	ראשוני		ADJ;MASC;SG
belangrikste	עיקרי	belangrik	עיקרי		ADJ;MASC;SG
belangrikste	ראשי	belangrik	ראש		N;PSSD;MASC;PL
belangrikste	העיקרי	belangrik	העיקר		PROPN
speel	שחק	speel	שחק	V;PRS	
speel	נגן	speel	נגן	V;PRS	
speel	שחקי	speel	שחק	V;PRS	PROPN
speel	פלייבק	speel	פלייבק	V;PRS	PROPN
speel	השמעה	speel	השמעה	V;PRS	N;FEM;SG
speel	השמעה	speel	השמעה	V;PRS	N;FEM;SG
speel	משחק	speel	משחק	V;PRS	N;MASC;SG
speel	מנגן	speel	מנגן	V;PRS	N;MASC;SG
bou	יבנה	bou	יבנה	V;PRS	PROPN
bou	בנה	bou	בנה	V;PRS	
wil	רוצה	wil	רצה	V;PRS	V;MASC;SG;V.PTCP;ACT
wil	רוצים	wil	רצה	V;PRS	V;MASC;PL;V.PTCP;ACT
minder	פחות	min	פחות		ADV
gelei	הובלת	lei	הובלה	V;PST;V.PTCP	N;FEM;SG
stigting	המייסדים	stigting	המייסדים	N;SG	PROPN
stigting	תצורה	stigting	תצורה	N;SG	PROPN
stigting	מערך	stigting	מערך	N;SG	PROPN
gegee	בהינתן	gee	בהינתן	V;PST;V.PTCP	ADV
gegee	שניתנו	gee	שניתנו	V;PST;V.PTCP	
gegee	נתון	gee	נתון	V;PST;V.PTCP	N;MASC;SG
beskryf	תאר	beskryf	תאר	V;PRS	
beskryf	תארי	beskryf	תואר	V;PRS	PROPN
streek	אזורי	streek	אזור	N;SG	N;MASC;PL
streek	איזורי	streek	איזורין	N;SG	PROPN
gesien	נראתה	gesien	נראה		V;FEM;SG;3;PST;MID
rivier	ריבר	rivier	ריבר	N;SG	PROPN
rivier	הנהר	rivier	הנהר	N;SG	
rivier	נהר	rivier	נהר	N;SG	PROPN
mees	רובם	baie	None	ADV;RL	N;MASC;SG
mees	רוב	baie	רוב	ADV;RL	N;MASC;SG
mees	הרוב	baie	הרוב	ADV;RL	
mees	הכי	baie	הכי	ADV;RL	
jan	יאן	jan	יאן		PROPN
ses	six	ses	six	NUM	
spesies	מין	spesie	מין	N;PL	
spesies	זן	spesie	זן	N;PL	
png	png	png	png	V;PRS	PROPN
verklaar	הוכרזה	verklaar	הוכרז	V;PRS	V;FEM;SG;3;PST;PASS
verklaar	הכריז	verklaar	הכריז	V;PRS	V;MASC;SG;3;PST;ACT
verklaar	הוכרז	verklaar	הוכרז	V;PRS	V;MASC;SG;3;PST;PASS
gedoen	סגור	doen	סגור	V;PST;V.PTCP	
iii	iii	iii	iii		NUM
iii	השלישי	iii	השליש		PROPN
meter	מטר	meter	מטר		PROPN
meter	מטרים	meter	מטר		N;MASC;PL
meter	מטר	meter	מטר		PROPN
meter	מטרים	meter	מטר		N;MASC;PL
meter	מטר	meter	מטר		PROPN
persent	אחוז	persent	אחוז	ADP	N;MASC;SG
persent	אחוזים	persent	אחוז	ADP	N;MASC;PL
historiese	היסטורי	histories	היסטורי	ADJ;NOM	PROPN
historiese	היסטורית	histories	היסטורי	ADJ;NOM	ADV
historiese	היסטורי	histories	היסטורי	ADJ;NOM	PROPN
nederland	הולנד	nederland	הולנד		PROPN
minister	השר	minister	השר	N;SG	
frans	צרפתי	frans	צרפתי		PROPN
frans	צרפתית	frans	צרפתית		PROPN
frans	צרפתים	frans	צרפתי		N;MASC;PL
gewen	צבר	wen	צבר	V;PST;V.PTCP	N;MASC;SG
god	אלהים	god	אלהים	N;SG	PROPN
god	אלוקים	god	אלוק	N;SG	N;MASC;PL
japan	יפן	japan	יפן	PROPN;SG	PROPN
pad	כביש	pad	כביש	N;SG	PROPN
oorlede	מת	oorlede	מת		ADJ;MASC;SG
oorlede	מתו	oorlede	מת		PROPN
oorlede	מתה	oorlede	מת		PROPN
militêre	צבא	militêr	צבא	ADJ;NOM	N;MASC;SG
paul	פאול	paul	פאול		PROPN
paul	פול	paul	פול		PROPN
veroorsaak	גרמה	veroorsaak	גרם	V;PRS	V;FEM;SG;3;PST;ACT
veroorsaak	נגרם	veroorsaak	נגרם	V;PRS	V;MASC;SG;3;PST;MID
veroorsaak	גורם	veroorsaak	גורם	V;PRS	N;MASC;SG
veroorsaak	גרימת	veroorsaak	גרימה	V;PRS	N;FEM;SG
veroorsaak	סיבה	veroorsaak	סיבה	V;PRS	N;FEM;SG
ontdek	גלו	ontdek	גל	V;PRS	V;PL;3;PST;ACT
ontdek	גלה	ontdek	גל	V;PRS	PROPN
ontdek	גלי	ontdek	גל	V;PRS	
oorspronklike	מקורית	oorspronklik	מקורי	ADJ;NOM	ADV
oorspronklike	המקורי	oorspronklik	המקור	ADJ;NOM	PROPN
katolieke	קתולי	katoliek	קתולי	ADJ;NOM	PROPN
katolieke	קתולית	katoliek	קתולי	ADJ;NOM	ADV
katolieke	קתולים	katoliek	קתולי	ADJ;NOM	N;MASC;PL
keiser	קיסר	keiser	קיסר		PROPN
keiser	הקיסר	keiser	הקיסר		PROPN
opgerig	שהוקם	opgerig	שהוקם	V;PST;V.PTCP	PROPN
opgerig	בנויה	opgerig	בנה	V;PST;V.PTCP	ADJ;FEM;SG
sowel	שתיהן	sowel	שתיים	CONJ	PRO;FEM;PL;3
sowel	שניהם	sowel	שניים	CONJ	
sowel	ובכן	sowel	ובכן	CONJ	ADV
goed	טובה	goed	None		ADV
goed	טוב	goed	טוב		ADJ;MASC;SG
goed	יופי	goed	יופי		PROPN
goed	ובכן	goed	ובכן		ADV
wet	החוק	wet	החוק	N;SG	
wet	משפטים	wet	משפט	N;SG	N;MASC;PL
wet	לפעול	wet	פעל	N;SG	V;NFIN;ACT
wet	להתנהג	wet	התנהג	N;SG	V;NFIN
beide	שתיהן	beide	שתיים		PRO;FEM;PL;3
goeie	טובה	goed	None		ADV
goeie	טוב	goed	טוב		ADJ;MASC;SG
goeie	יופי	goed	יופי		PROPN
val	ירידה	val	ירידה	V;PRS	N;FEM;SG
val	זרוק	val	None	V;PRS	
val	נפילה	val	נפילה	V;PRS	N;FEM;SG
val	תיפול	val	נפל	V;PRS	V;FEM;SG;3;FUT;ACT
val	סתיו	val	סתיו	V;PRS	
beheer	בקרה	beheer	בקרה	V;PRS	N;FEM;SG
beheer	שליטה	beheer	שליטה	V;PRS	N;FEM;SG
beheer	פיקוח	beheer	פיקוח	V;PRS	N;MASC;SG
http	http	http	http		PROPN
terug	אחורה	terug	אחורה	ADP	ADV
terug	בחזרה	terug	בחזרה	ADP	
terug	חזרה	terug	None	ADP	ADV
terug	לאחור	terug	לאחור	ADP	ADV
min	מין	min	מין	DET	
predikant	כמורה	predikant	כמור	N;SG	
omgewing	הסביבה	omgewing	הסביב	N;SG	V;FEM;SG;3;PST;ACT
omgewing	האזור	omgewing	האזור	N;SG	PROPN
voormalige	לשעבר	voormalig	לשעבר	ADJ;NOM	ADV
park	תחנה	park	תחנה		N;FEM;SG
park	פארק	park	פארק		PROPN
oudste	הבכור	oudste	הבכור		PROPN
data	דאטה	data	דאטה	N;SG	PROPN
data	נתונים	data	נתון	N;SG	N;MASC;PL
jong	צעירה	jonk	צעיר		N;FEM;SG
jong	צעירות	jonk	צעיר		N;FEM;PL
jong	צעירים	jonk	צעיר		N;MASC;PL
jong	יאנג	jonk	אנג		PROPN
jong	צעיר	jonk	צעיר		N;MASC;SG
noorde	צפונה	noord	צפון		ADV
noorde	הצפון	noord	הצפון		PROPN
noorde	צפון	noord	צפון		N;MASC;SG
uiteindelik	סופסוף	uiteindelik	סופסוף		PROPN
uiteindelik	לבסוף	uiteindelik	לבסוף		ADV
buite	בחוץ	buite	בחוץ	ADP	
buite	מחוץ	buite	מחוץ	ADP	
invloed	השפעה	invloed	השפעה	V;PRS	N;FEM;SG
ouderdom	הגיל	ouderdom	הגיל	N;SG	ADV
diens	השירות	diens	השירות	N;SG	
blou	כחולה	blou	כחול		ADV
blou	בלו	blou	בלו		PROPN
blou	גדלים	blou	גודל		N;MASC;PL
blou	לגדול	blou	גדל		V;NFIN;ACT
blou	תגדל	blou	גדל		V;FEM;SG;3;FUT
blou	טשטוש	blou	טשטוש		N;MASC;SG
blou	הטשטוש	blou	הטשטוש		N;MASC;SG
noordelike	צפון	noordelik	צפון	ADJ;NOM	N;MASC;SG
vind	מצאי	vind	מצאי	V;PRS	
vind	תמצא	vind	מצא	V;PRS	V;MASC;SG;2;FUT;ACT
vind	מצא	vind	מצא	V;PRS	V;MASC;SG;3;PST;ACT
verkiesing	בחירות	verkiesing	בחירות	N;SG	N;FEM;PL
verbind	מקושר	verbind	מקושר	V;PRS	PROPN
verbind	מחוברת	verbind	מחובר	V;PRS	PROPN
verbind	התחבר	verbind	התחבר	V;PRS	V;MASC;SG;3;PST
geval	קייס	geval	קייס	N;SG	PROPN
unie	האיחוד	unie	האיחוד	N;SG	PROPN
griekse	יוונים	grieks	יוון	N;SG	N;MASC;PL
griekse	יווני	grieks	יווני	N;SG	PROPN
griekse	יוונית	grieks	יוונית	N;SG	PROPN
behoort	שייך	behoort	שייך	V;PRS	ADJ;MASC;SG
behoort	שייכת	behoort	שייך	V;PRS	ADJ;FEM;SG
behoort	להשתייך	behoort	השתייך	V;PRS	V;NFIN
behoort	שייכות	behoort	שייכות	V;PRS	N;FEM;SG
behoort	שייכים	behoort	שייך	V;PRS	ADJ;MASC;PL
behoort	שייך	behoort	שייך	V;PRS	ADJ;MASC;SG
behoort	שייכת	behoort	שייך	V;PRS	ADJ;FEM;SG
sterre	ספארקס	sterr	ספארקס	N;PL	PROPN
sterre	ניצוצות	sterr	ניצוץ	N;PL	
jou	שלך	jou	שלך	PRO;ACC;SG;2	
slag	קרבות	slag	קרב	N;SG	N;MASC;PL
deelstaat	המדינה	deelstaat	המדין	N;SG	V;FEM;SG;3;PST;ACT
oseaan	האוקיינוס	oseaan	האוקיינוס	N;SG	PROPN
son	השמש	son	השמש	V;PRS	
son	שמש	son	שמש	V;PRS	
son	סון	son	סון	V;PRS	PROPN
son	סאן	son	סאן	V;PRS	PROPN
help	עזרה	help	עזרה	V;PRS	N;FEM;SG
help	עזור	help	עזור	V;PRS	PROPN
help	עזרי	help	עזר	V;PRS	PROPN
museum	המוזיאון	museum	המוזיאון	N;SG	PROPN
want	כי	want	כי	CONJ	CONJ
want	בגלל	want	בגלל	CONJ	ADP
probeer	נסי	probeer	נסי	V;PRS	
probeer	נסה	probeer	נסה	V;PRS	PROPN
probeer	תנסי	probeer	תנסי	V;PRS	V;SG;1;PST;ACT
probeer	תנסה	probeer	ניסה	V;PRS	V;FEM;SG;3;FUT;ACT
voltooi	הושלם	voltooi	הושלם		V;MASC;SG;3;PST;PASS
voltooi	השלים	voltooi	השלים		V;MASC;SG;3;PST;ACT
voltooi	השלמת	voltooi	השלמה		N;PSSD;FEM;SG
voltooi	הושלמה	voltooi	הושלם		V;FEM;SG;3;PST;PASS
voltooi	הושלמו	voltooi	הושלם		V;PL;3;PST;PASS
voltooi	סיים	voltooi	סיים		V;MASC;SG;3;PST;ACT
voltooi	לסיים	voltooi	סיים		V;NFIN;ACT
voltooi	בוצע	voltooi	בוצע		V;MASC;SG;3;PST;PASS
voltooi	סיים	voltooi	סיים		V;MASC;SG;3;PST;ACT
voltooi	סיימתי	voltooi	סיימתי		V;SG;1;PST;ACT
voltooi	שלם	voltooi	שלם		ADJ;MASC;SG
voltooi	הושלם	voltooi	הושלם		V;MASC;SG;3;PST;PASS
kilometer	קילומטרים	kilometer	קילומטר	N;SG	N;MASC;PL
stelsel	המערכת	stelsel	המערך	N;SG	
raad	עצות	raad	עצות	N;SG	N;FEM;PL
raad	עצה	raad	עצה	N;SG	
raad	המועצה	raad	המועצה	N;SG	PROPN
gebly	חיו	gebly	חי		PROPN
gebly	התגורר	gebly	התגורר		V;MASC;SG;3;PST
stede	הערים	stede	הערים	N;PL	V;MASC;SG;3;PST;ACT
klub	קלאב	klub	קלאב	N;SG	PROPN
klub	המועדון	klub	המועדון	N;SG	PROPN
vader	אבא	vader	אבא	N;SG	
vader	אבי	vader	אבי	N;SG	PROPN
ster	סטאר	ster	סטאר	N;SG	PROPN
almal	כולם	almal	None	PRO	N;MASC;PL
almal	כולם	almal	None	PRO	N;MASC;PL
almal	הכל	almal	הכיל	PRO	N
almal	כל	almal	כול	PRO	DET;PSSD
almal	כולם	almal	None	PRO	N;MASC;PL
australië	אוסטרליה	australië	אוסטרליה		PROPN
skakel	קישור	skakel	קישור	V;PRS	
skakel	לינק	skakel	לינק	V;PRS	PROPN
skakel	שיחה	skakel	שיחה	V;PRS	N;FEM;SG
skakel	תתקשר	skakel	התקשר	V;PRS	V;FEM;SG;3;FUT
skakel	התקשר	skakel	התקשר	V;PRS	V;MASC;SG;3;PST
weke	וויקס	week	וויקס	N;PL	PROPN
lyk	נראה	lyk	נראה		V;MASC;SG;V.PTCP;MID
york	יורק	york	יורק		PROPN
generaal	כללי	generaal	כלל	N;SG	N;MASC;PL
loop	הליכה	loop	הליכה	V;PRS	N;FEM;SG
antieke	עתיקים	antiek	עתיק	ADJ;NOM	N;MASC;PL
antieke	עתיקה	antiek	עתיק	ADJ;NOM	N;FEM;SG
antieke	עתיקות	antiek	עתיקות	ADJ;NOM	
antieke	עתיק	antiek	עתיק	ADJ;NOM	
antieke	העתיקה	antiek	העתיק	ADJ;NOM	V;FEM;SG;3;PST;ACT
musiek	מוסיקה	musiek	מוזיקה		N;FEM;SG
musiek	מוזיקה	musiek	הוזיק		N;FEM;SG
willem	וילם	willem	וילם		PROPN
willem	ויליאם	willem	ויליאם		PROPN
willem	וויליאם	willem	ויליאם		PROPN
rooms	חדרים	room	חדר		N;MASC;PL
uitgawe	המהדורה	uitgawe	המהדורה	N;SG	PROPN
verkry	הושג	verkry	הושג	V;PRS	V;MASC;SG;3;PST;PASS
verkry	רכשה	verkry	רכש	V;PRS	V;FEM;SG;3;PST;ACT
verkry	רכש	verkry	רכש	V;PRS	PROPN
verkry	נרכש	verkry	נרכש	V;PRS	V;MASC;SG;3;PST;MID
william	ויליאם	william	ויליאם		PROPN
william	וויליאם	william	ויליאם		PROPN
verkoop	מכור	verkoop	מכור	V;PRS	
verkoop	נמכרה	verkoop	נמכר	V;PRS	V;FEM;SG;3;PST;MID
verkoop	מכר	verkoop	מכר	V;PRS	N;MASC;SG
verkoop	נמכרו	verkoop	נמכר	V;PRS	V;PL;3;PST;MID
verkoop	נמכר	verkoop	נמכר	V;PRS	V;MASC;SG;3;PST;MID
verkoop	מוכרת	verkoop	מוכר	V;PRS	ADJ;FEM;SG
verkoop	מוכר	verkoop	מוכר	V;PRS	
voël	ציפור	voël	ציפור	N;SG	PROPN
voël	בירד	voël	בירד	N;SG	PROPN
sjina	חרסינה	sjina	חרסינה	PROPN;SG	N;FEM;SG
sjina	סין	sjina	סין	PROPN;SG	PROPN
dien	הגשה	dien	הגשה		N;FEM;SG
dien	לשרת	dien	לשרה		V;NFIN;ACT
dien	משרת	dien	משרה		N;FEM;SG
dien	שלח	dien	שלח		V;MASC;SG;3;PST
italië	איטליה	italië	איטליה		PROPN
duits	גרמני	duits	גרמני		N;MASC;SG
duits	גרמנית	duits	גרמנית		PROPN
duits	גרמנים	duits	גרמני		N;MASC;PL
duits	גרמניה	duits	גרמניה		PROPN
vierde	רביעי	vierde	רביעי	ADJ;NOM	PROPN
vierde	רביעית	vierde	רביעית	ADJ;NOM	NUM;FEM;SG
vierde	fourth	vierde	fourth	ADJ;NOM	
vierde	הרביעית	vierde	הרביעית	ADJ;NOM	ADV
vierde	הרביעי	vierde	הרביע	ADJ;NOM	PROPN
lei	עופרת	lei	עפר	V;PRS	N;FEM;SG
gestel	סט	stel	סט	V;PST;V.PTCP	
gestel	הסט	stel	הסט	V;PST;V.PTCP	
gestel	קבע	stel	קבע	V;PST;V.PTCP	N;MASC;SG
gestel	הגדר	stel	הגדר	V;PST;V.PTCP	
eerder	ובמקום	eerder	ובמקום		PROPN
eerder	במקום	eerder	במקום		ADP
verloor	אבדה	verloor	אבדה	V;PRS	N;FEM;SG
verloor	אבודה	verloor	אבודה	V;PRS	N;FEM;SG
verloor	אבודים	verloor	אבוד	V;PRS	N;MASC;PL
verloor	אבד	verloor	אבד	V;PRS	V;MASC;SG;3;PST
verloor	אבוד	verloor	אבוד	V;PRS	
sewe	seven	sewe	seven	NUM	
handel	החלפה	handel	החלפה	V;PRS	N;FEM;SG
handel	מסחר	handel	מסחר	V;PRS	N;MASC;SG
oorspronklik	במקור	oorspronklik	במקור	ADV	
oorspronklik	מקוריות	oorspronklik	מקורי	ADV	ADJ;FEM;PL
oorspronklik	מקוריים	oorspronklik	מקורי	ADV	ADJ;MASC;PL
oorspronklik	מקורי	oorspronklik	מקורי	ADV	ADJ;MASC;SG
oorspronklik	המקורי	oorspronklik	המקור	ADV	PROPN
voorbeeld	דוגמית	voorbeeld	דוגמי	N;SG	ADV
voorbeeld	דוגמא	voorbeeld	דוגמה	N;SG	
voorbeeld	לדוגמה	voorbeeld	לדוגמה	N;SG	PROPN
voorsitter	כסא	voorsitter	כסא	N;SG	
voorsitter	כיסא	voorsitter	כיסא	N;SG	PROPN
sterf	תמות	sterf	מת	V;PRS	
sterf	למות	sterf	מת	V;PRS	
nederlands	הולנדית	nederlands	הולנדי		PROPN
nederlands	הולנדי	nederlands	הולנדי		PROPN
nederlands	ההולנדי	nederlands	ההולנד		PROPN
verskil	ההבדל	verskil	ההבדל	V;PRS	V;MASC;SG;3;PST
verskil	הבדל	verskil	הבדל	V;PRS	N;MASC;SG
sentraal	סנטרל	sentraal	סנטרל	ADV	PROPN
sentraal	מרכז	sentraal	מרכז	ADV	N;MASC;SG
sentraal	מרכזי	sentraal	מרכזי	ADV	ADJ;MASC;SG
oppervlakte	אזור	oppervlak	אזור	N;PL	N;MASC;SG
oppervlakte	איזור	oppervlak	איזור	N;PL	N;MASC;SG
oppervlakte	האזור	oppervlak	האזור	N;PL	PROPN
oppervlakte	שטח	oppervlak	שטח	N;PL	N;MASC;SG
bevestig	אומת	bevestig	אומת	V;PRS	
bevestig	אשר	bevestig	אשר	V;PRS	CONJ
bevestig	אישור	bevestig	אישור	V;PRS	N;MASC;SG
bevestig	אשרי	bevestig	אשר	V;PRS	
crystal	גביש	crystal	גביש		PROPN
crystal	בדולח	crystal	בדולח		N;MASC;SG
crystal	קריסטל	crystal	קריסטל		PROPN
bepaal	נקבע	bepaal	נקבע	V;PRS	V;MASC;SG;3;PST;MID
bepaal	שנקבע	bepaal	שנקבע	V;PRS	
bepaal	נחוש	bepaal	נחוש	V;PRS	ADJ;MASC;SG
indiese	הודית	indies	הודי		ADV
indiese	אינדיאני	indies	אינדיאני		PROPN
lughawe	הבונקר	lughawe	הבונקר	PROPN;SG	PROPN
lughawe	בונקר	lughawe	בונקר	PROPN;SG	PROPN
louis	לואי	louis	לואי		PROPN
louis	לואיס	louis	לואיס		PROPN
vertoon	גלה	vertoon	גל	V;PRS	PROPN
vertoon	תצוגה	vertoon	תצוגה	V;PRS	N;FEM;SG
vertoon	הצג	vertoon	הצג	V;PRS	
colspan	colspan	colspan	colspan	PART	PRO;MASC;SG;3
lig	אור	lig	אור	V;PRS	
lig	הרם	lig	הרם	V;PRS	
lig	העלאה	lig	העלאה	V;PRS	N;FEM;SG
txt	txt	txt	txt	N;SG	PROPN
punt	דוט	punt	דוט	N;SG	PROPN
punt	פוינט	punt	פוינט	N;SG	PROPN
kant	סייד	kant	סייד		PROPN
kant	צד	kant	צד		N;MASC;SG
kant	לצד	kant	לצד		ADP
betrokke	מאורסת	betrek	מאורס	ADJ;NOM	V;FEM;SG;V.PTCP;PASS
betrokke	מאורסים	betrek	מאורס	ADJ;NOM	
betrokke	עוסק	betrek	עסק	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
betrokke	מאורס	betrek	מאורס	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
wou	מבוקשים	wil	מבוקש	V;PST;FIN	ADJ;MASC;PL
wou	מבוקשת	wil	מבוקש	V;PST;FIN	ADJ;FEM;SG
wou	מבוקש	wil	מבוקש	V;PST;FIN	ADJ;MASC;SG
wou	רצה	wil	רצה	V;PST;FIN	V;MASC;SG;3;PST;ACT
rome	רומא	rome	רומא		PROPN
reg	חוק	reg	חוק		N;MASC;SG
reg	משפטים	reg	משפט		N;MASC;PL
stadium	הבמה	stadium	הבמה	N;SG	
vervaardig	הפיק	vervaardig	הפיק	V;PRS	V;MASC;SG;3;PST;ACT
geskep	יצרת	skep	יצרת	V;PST;V.PTCP	N;FEM;SG
geskep	יצר	skep	יצר	V;PST;V.PTCP	N;MASC;SG
elizabeth	אליזבט	elizabeth	אליזבט		PROPN
elizabeth	אליזבת	elizabeth	אליזבת		PROPN
parys	פריס	parys	פריז		PROPN
parys	פריז	parys	פריז		PROPN
openbare	ציבורית	openbaar	ציבורי	ADJ;NOM	ADV
openbare	ציבור	openbaar	ציבור	ADJ;NOM	N;MASC;SG
openbare	הציבור	openbaar	הציבור	ADJ;NOM	
oud	ישנה	oud	ישן	ADV	ADJ;FEM;SG
oud	זקן	oud	זקן	ADV	
oud	ישן	oud	ישן	ADV	PROPN
oud	זקנה	oud	זקן	ADV	N;FEM;SG
beskikbaar	זמינה	beskikbaar	זמינה	ADV	N;FEM;SG
beskikbaar	זמינות	beskikbaar	זמינות	ADV	N;FEM;SG
beskikbaar	זמין	beskikbaar	זמין	ADV	ADJ;MASC;SG
beskikbaar	זמינים	beskikbaar	זמין	ADV	ADJ;MASC;PL
beskikbaar	הועיל	beskikbaar	הועיל	ADV	V;MASC;SG;3;PST;ACT
akteur	השחקן	akteur	השחקן	N;SG	PROPN
sentrale	סנטרל	sentraal	סנטרל	N;SG	PROPN
sentrale	מרכזית	sentraal	מרכזי	N;SG	ADV
sentrale	מרכזי	sentraal	מרכזי	N;SG	ADJ;MASC;SG
totale	הכולל	totaal	הכולל	N;SG	PROPN
behaal	הישגים	behaal	הישג	V;PRS	N;MASC;PL
behaal	הישג	behaal	הישג	V;PRS	N;MASC;SG
natuurlike	טבעית	natuurlik	טבעי	ADJ;NOM	ADV
bied	תציעו	bied	תציע	V;PRS	PROPN
bied	הצעה	bied	הצעה	V;PRS	N;FEM;SG
bied	ההצעה	bied	ההצעה	V;PRS	N;FEM;SG
amptelik	רשמי	amptelik	רשמי	ADV	ADJ;MASC;SG
amptelik	רישמי	amptelik	רישמי	ADV	PROPN
indië	הודו	indië	הודו		PROPN
indië	אינדיה	indië	אינדיה		PROPN
skep	צרי	skep	צרי	V;PRS	
skep	צור	skep	צור	V;PRS	PROPN
olimpiese	אולימפי	olimpies	אולימפי	ADJ;NOM	PROPN
olimpiese	האולימפי	olimpies	האולימפי	ADJ;NOM	PROPN
dogter	בתי	dogter	בית	N;SG	PROPN
dogter	הבת	dogter	הבת	N;SG	
dra	אשא	dra	אשא	V;PRS	PROPN
druk	עיתונות	druk	עיתונות		N;FEM;SG
druk	לחץ	druk	לחץ		N;MASC;SG
verteenwoordig	ייצג	verteenwoordig	ייצג	V;PRS	V;MASC;SG;3;PST;ACT
meestal	בעיקר	meestal	בעיקר		ADV
albei	שתיהן	albei	שתיים	NUM	PRO;FEM;PL;3
albei	שניהם	albei	שניים	NUM	
etniese	אתני	etnies	אתני	ADJ;NOM	N;MASC;SG
kus	קוסט	kus	קוסט	N;SG	PROPN
gepubliseer	live	publiseer	live	V;PST;V.PTCP	
gepubliseer	חי	publiseer	חי	V;PST;V.PTCP	
super	סופר	super	סופר		N;MASC;SG
kuns	אומנות	kuns	אומנות		N;FEM;SG
kuns	ארט	kuns	ארט		PROPN
kuns	אמנות	kuns	אמנות		N;FEM;SG
