और	и	और	и		CONJ
पृष्ठ	страницу	पृष्ठ	страница	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
पृष्ठ	page	पृष्ठ	page	N;NOM;MASC;SG;3	PROPN
पृष्ठ	страницы	पृष्ठ	страница	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पृष्ठ	страницы	पृष्ठ	страница	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पृष्ठ	страниц	पृष्ठ	страница	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
माना	мана	मान	ман	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
माना	предположительно	मान	предположительно	V;PFV;MASC;SG;V.PTCP;ACT	ADV
शब्द	word	शब्द	word	N;NOM;MASC;SG;3	PROPN
शब्द	слов	शब्द	слово	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;PL
शब्द	слова	शब्द	слово	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
पुरस्कार	награды	पुरस्कार	награда	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पुरस्कार	награду	पुरस्कार	награда	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
पुरस्कार	awards	पुरस्कार	awards	N;NOM;MASC;SG;3	PROPN
पुरस्कार	награды	पुरस्कार	награда	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पुरस्कार	призы	पुरस्कार	приз	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
लेख	статьи	लेख	статья	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लेख	статей	लेख	статья	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
लेख	изделия	लेख	изделие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
लेख	диссертации	लेख	диссертация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अब	сейчас	अब	сейчас	PRO;NOM	ADV
अब	теперь	अब	теперь	PRO;NOM	ADV
अमेरिका	america	अमेरिका	america	PROPN;NOM;MASC;SG;3	PROPN
अमेरिका	америка	अमेरिका	америка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
दक्षिण	южная	दक्षिण	южный	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
दक्षिण	юг	दक्षिण	юг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दक्षिण	южный	दक्षिण	южный	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दक्षिण	южной	दक्षिण	южный	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
इतिहास	истории	इतिहास	история	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लिया	принято	ले	принять	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
लिया	принятых	ले	принять	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;GEN;PL;PST;V.PTCP;PASS
लिया	взяты	ले	брать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;PL;PST;V.PTCP;PASS
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	PROPN
पास	пропуск	पास	пропуск	ADV;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पास	пройти	पास	пройти	ADV;NOM;MASC;SG;3	V;PFV;NFIN;ACT
पास	пас	पास	пас	ADV;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विस्तृत	подробно	विस्तृत	подробно	ADJ	ADV
विस्तृत	исчерпывающий	विस्तृत	исчерпывать	ADJ	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
विस्तृत	исчерпывающим	विस्तृत	исчерпывать	ADJ	V;IPFV;INS;MASC;SG;PRS;V.PTCP;ACT
विस्तृत	расширенный	विस्तृत	расширить	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
दिन	day	दिन	day	N;NOM;MASC;SG;3	PROPN
दिन	дневное	दिन	дневной	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दिन	дневной	दिन	дневной	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दिन	дневные	दिन	дневной	N;NOM;MASC;SG;3	ADJ;NOM;PL
दिन	дни	दिन	день	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
दिन	days	दिन	days	N;NOM;MASC;SG;3	PROPN
दिन	дней	दिन	день	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
जाना	жизнеспособности	जा	жизнеспособность	V;MASC;NFIN;ACT	N;INAN;NOM;FEM;SG
जाना	жизнеспособность	जा	жизнеспособность	V;MASC;NFIN;ACT	N;INAN;NOM;FEM;SG
शुरू	начали	शुरू	начать	N;NOM;MASC;SG;3	V;PFV;IND;PL;PST;FIN;ACT
शुरू	начато	शुरू	начать	N;NOM;MASC;SG;3	V;PFV;NEUT;SG;PST;V.PTCP;PASS
शुरू	начал	शुरू	начать	N;NOM;MASC;SG;3	V;PFV;MASC;IND;SG;PST;FIN;ACT
शुरू	началось	शुरू	начаться	N;NOM;MASC;SG;3	V;PFV;NEUT;IND;SG;PST;FIN;MID
शुरू	начать	शुरू	начать	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
शुरू	начинайте	शुरू	начинать	N;NOM;MASC;SG;3	V;IPFV;IMP;PL;2;FIN;ACT
व्यक्ति	индивидуальные	व्यक्ति	индивидуальный	N;NOM;MASC;SG;3	ADJ;NOM;PL
व्यक्ति	отдельных	व्यक्ति	отдельный	N;NOM;MASC;SG;3	ADJ;GEN;PL
व्यक्ति	индивидуальное	व्यक्ति	индивидуальный	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
व्यक्ति	индивидуальный	व्यक्ति	индивидуальный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
व्यक्ति	индивидуальная	व्यक्ति	индивидуальный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
उनका	их	वह	они	PRO;MASC;SG;3;FORM	PRO;ACC;PL;3
विज्ञान	науки	विज्ञान	наука	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सदस्य	участник	सदस्य	участник	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सदस्य	член	सदस्य	член	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सदस्य	подписчиков	सदस्य	подписчик	N;NOM;MASC;PL;3	N;ANIM;GEN;MASC;PL
सदस्य	членов	सदस्य	член	N;NOM;MASC;PL;3	N;ANIM;GEN;MASC;PL
सिंह	сингх	सिंह	сингх	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
सिंह	лео	सिंह	лео	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
सिंह	лев	सिंह	лев	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अनेक	многих	अनेक	много	DET	NUM
अनेक	много	अनेक	много	DET	ADV
अनेक	многим	अनेक	много	DET	NUM
अनेक	многие	अनेक	много	DET	NUM
अनेक	несколько	अनेक	несколько	DET	ADV
अनेक	несколько	अनेक	несколько	DET	ADV
अनेक	множественные	अनेक	множественный	DET	ADJ;NOM;PL
यहां	здесь	यहाँ	здесь	PRO;NOM	ADV
यहां	вот	यहाँ	вот	PRO;NOM	PART
संख्या	цифры	संख्या	цифра	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
संख्या	номера	संख्या	номер	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
संख्या	числа	संख्या	число	N;NOM;FEM;SG;3	N;INAN;GEN;NEUT;SG
अपना	собственная	अपना	собственный	PRO;NOM;MASC;SG	ADJ;NOM;FEM;SG
अपना	собственных	अपना	собственный	PRO;NOM;MASC;SG	ADJ;GEN;PL
अपना	собственные	अपना	собственный	PRO;NOM;MASC;SG	ADJ;NOM;PL
अपना	собственный	अपना	собственный	PRO;NOM;MASC;SG	ADJ;NOM;MASC;SG
अपना	собственное	अपना	собственный	PRO;NOM;MASC;SG	ADJ;NOM;NEUT;SG
अपना	твоя	अपना	твой	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
अपना	ваши	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;PL
अपना	ваш	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
अपना	ваша	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
अपना	твой	अपना	твой	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
अपना	ваше	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;NEUT;SG
बात	поговорить	बात	говорить	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
बात	говорить	बात	говорить	N;NOM;FEM;SG;3	V;IPFV;NFIN;ACT
बात	разговоры	बात	разговор	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
दिल्ली	дели	दिल्ली	дели	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
धर्म	религии	धर्म	религия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
धर्म	религии	धर्म	религия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
धर्म	религий	धर्म	религия	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
मूल	оригиналы	मूल	оригинал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मूल	родной	मूल	родной	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	оригинальная	मूल	оригинальный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	оригинально	मूल	оригинально	N;NOM;MASC;SG;3	ADV
मूल	оригинальные	मूल	оригинальный	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	первоначального	मूल	первоначальный	N;NOM;MASC;SG;3	ADJ;GEN;MASC;SG
मूल	оригинальный	मूल	оригинальный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	базовые	मूल	базовый	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	основные	मूल	основной	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	базовый	मूल	базовый	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	базовая	मूल	базовый	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	basic	मूल	basic	N;NOM;MASC;SG;3	PROPN
तब	тогда	तब	тогда	PRO;NOM	ADV
तब	потом	तब	потом	PRO;NOM	ADV
तब	затем	तब	затем	PRO;NOM	ADV
बना	make	बन	make	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
बना	сделанные	बन	делать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
बना	сделано	बन	делать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
बना	сделана	बन	делать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
बना	сделаны	बन	делать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;PL;PST;V.PTCP;PASS
कोड	код	कोड	код		N;INAN;NOM;MASC;SG
कोड	code	कोड	code		PROPN
कोड	кодексы	कोड	кодекс		N;INAN;NOM;MASC;PL
कोड	коды	कोड	код		N;INAN;NOM;MASC;PL
संयुक्त	одновременное	संयुक्त	одновременный	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
संयुक्त	объединенные	संयुक्त	объединить	PROPN;NOM;MASC;SG;3	V;PFV;NOM;PL;PST;V.PTCP;PASS
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	PROPN
संयुक्त	юнайтед	संयुक्त	юнайтед	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संयुक्त	сочетании	संयुक्त	сочетание	PROPN;NOM;MASC;SG;3	N;INAN;ESS;NEUT;SG
संयुक्त	совместных	संयुक्त	совместный	PROPN;NOM;MASC;SG;3	ADJ;GEN;PL
संयुक्त	совместное	संयुक्त	совместный	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
संयुक्त	совместная	संयुक्त	совместный	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
संयुक्त	совместный	संयुक्त	совместный	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
जुलाई	июль	जुलाई	июль	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
युद्ध	войны	युद्ध	война	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	PROPN
नदी	ривер	नदी	ривер	N;NOM;FEM;SG;3	
नदी	реки	नदी	река	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
वाला	вала	वाला	вал	ADP;NOM;MASC;SG	N;INAN;GEN;MASC;SG
काल	напряженной	काल	напрячь	N;NOM;MASC;SG;3	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
काल	напряженная	काल	напряженный	N;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
काल	звоните	काल	звонить	N;NOM;MASC;SG;3	V;IPFV;IMP;PL;2;FIN;ACT
काल	позвонить	काल	звонить	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
ऐसे	такие	ऐसा	такой	PRO;NOM;MASC;SG	DET;NOM;PL
वर्षों	годы	वर्ष	год	N;NOM;MASC;PL;3	N;INAN;ACC;MASC;PL
वर्षों	лет	वर्ष	год	N;NOM;MASC;PL;3	N;INAN;GEN;MASC;PL
वर्षों	years	वर्ष	years	N;NOM;MASC;PL;3	PROPN
वर्षों	rainforest	वर्ष	rainforest	N;NOM;MASC;PL;3	PROPN
प्रति	пер	प्रति	перо		N;INAN;NOM;MASC;SG
स्टेशन	station	स्टेशन	station	N;NOM;MASC;SG;3	PROPN
स्टेशन	станции	स्टेशन	станция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
स्टेशन	станций	स्टेशन	станция	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
स्टेशन	станции	स्टेशन	станция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बड़े	большой	बडा	большой	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	крупных	बडा	крупный	ADJ;NOM;MASC;PL	ADJ;GEN;PL
बड़े	крупный	बडा	крупный	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	большая	बडा	большой	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	большая	बडा	большой	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	PROPN
बड़े	большой	बडा	большой	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	биг	बडा	биг	ADJ;NOM;MASC;PL	
जनवरी	январь	जनवरी	январь	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
जनवरी	января	जनवरी	январь	PROPN;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
मध्य	центральная	मध्य	центральный		ADJ;NOM;FEM;SG
मध्य	центральное	मध्य	центральный		ADJ;NOM;NEUT;SG
मध्य	центральной	मध्य	центральный		ADJ;INS;FEM;SG
मध्य	центральный	मध्य	центральный		ADJ;NOM;MASC;SG
मध्य	центр	मध्य	центр		N;INAN;NOM;MASC;SG
मध्य	среднее	मध्य	средний		ADJ;NOM;NEUT;SG
मध्य	средняя	मध्य	средний		ADJ;NOM;FEM;SG
मध्य	ближнем	मध्य	ближний		ADJ;ESS;MASC;SG
मध्य	средний	मध्य	средний		ADJ;NOM;MASC;SG
मध्य	среднее	मध्य	средний		ADJ;NOM;NEUT;SG
राजा	king	राजा	king	N;NOM;MASC;SG;3	PROPN
प्रथम	сначала	प्रथम	сначала	ADJ	ADV
प्रथम	first	प्रथम	first	ADJ	PROPN
विश्वविद्यालय	университеты	विश्वविद्यालय	университет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
जून	чжун	जून	чжун	PROPN;NOM;MASC;SG;3	PART
जून	июнь	जून	июнь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जून	джун	जून	джун	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
जून	июня	जून	июнь	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
उसकी	его	वह	он	PRO;FEM;SG;3	PRO;ACC;MASC;SG;3
उसकी	ее	वह	она	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
उसकी	ей	वह	она	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
उसकी	её	वह	она	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
जिसके	облегчает	जो	облегчать	PRO;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
मार्च	мар	मार्च	мар	PROPN;NOM;MASC;SG;3	
मार्च	марш	मार्च	марш	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्च	март	मार्च	март	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्च	марта	मार्च	март	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
बन	бан	बन	бан	V;ACT	N;INAN;NOM;MASC;SG
बनी	зайчик	बन	зайчик	V;PFV;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
बनी	зайка	बन	зайка	V;PFV;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;FEM;SG
बनी	банни	बन	банний	V;PFV;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
अर्थ	значение	अर्थ	значение		N;INAN;NOM;NEUT;SG
अर्थ	смысл	अर्थ	смысл		N;INAN;NOM;MASC;SG
अप्रैल	апр	अप्रैल	апр	PROPN;NOM;MASC;SG;3	
अप्रैल	эйприл	अप्रैल	эйприль	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
अप्रैल	апрель	अप्रैल	апрель	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अप्रैल	апреля	अप्रैल	апрель	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
आप	тебя	आप	ты	PRO;NOM;SG;2;FORM	PRO;ACC;SG;2
आप	you	आप	you	PRO;NOM;SG;2;FORM	PROPN
आप	вы	आप	вы	PRO;NOM;SG;2;FORM	PRO;NOM;PL;2
अक्टूबर	октябрь	अक्टूबर	октябрь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अक्टूबर	октября	अक्टूबर	октябрь	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
अक्टूबर	октябрь	अक्टूबर	октябрь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अक्टूबर	октября	अक्टूबर	октябрь	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
समूह	группы	समूह	группа	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
समूह	group	समूह	group	N;NOM;MASC;SG;3	PROPN
समूह	группы	समूह	группа	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
समूह	групп	समूह	группа	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
वर्तमान	текущий	वर्तमान	текущий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
वर्तमान	текущее	वर्तमान	текущий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
वर्तमान	нынешней	वर्तमान	нынешний	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
वर्तमान	текущие	वर्तमान	текущий	N;NOM;MASC;SG;3	ADJ;NOM;PL
वर्तमान	текущая	वर्तमान	текущий	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
वर्तमान	настоящее	वर्तमान	настоящий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अध्ययन	изучения	अध्ययन	изучение	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;SG
अध्ययन	изучаю	अध्ययन	изучать	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
अध्ययन	учусь	अध्ययन	учиться	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;MID
अध्ययन	исследований	अध्ययन	исследование	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;PL
