bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
planlægning	programmierung	planlægning	programmierung	N;INDF;MASC+FEM;SG	ADJ
made	hergestellt	made	herstellen		V;V.PTCP
made	machte	made	machen		V;IND;SG;3;PST;FIN
made	gemacht	made	machen		V;V.PTCP
made	made	made	made		PROPN;SG
made	geschafft	made	schaffen		V;V.PTCP
fløjte	pfeifen	fløjte	pfeifen	N;INDF;MASC+FEM;SG	V;NFIN
fløjte	pfeife	fløjte	pfeif	N;INDF;MASC+FEM;SG	
fløjte	flöte	fløjte	flöt	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
racen	rasse	race	rassen	N;DEF;MASC+FEM;SG	
racen	züchten	race	zücht	N;DEF;MASC+FEM;SG	V;NFIN
romantiske	romantisches	romantisk	romantisch	ADJ;PL	ADJ;NOM;NEUT;SG
romantiske	romantik	romantisk	romantik	ADJ;PL	PROPN
delstater	bundesland	delstat	bundesland	N;INDF;MASC+FEM;PL	
delstater	bundesländer	delstat	bundesland	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
delstater	bundesländer	delstat	bundesland	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
delstater	lander	delstat	lander	N;INDF;MASC+FEM;PL	
tykke	chubby	tyk	chubby	ADJ;PL	PROPN;NOM;SG
tykke	dicke	tyk	dick	ADJ;PL	N;NOM;FEM;PL
tykke	fettsäuren	tyk	fettsäuren	ADJ;PL	V;NFIN
ball	ball	ball	ball		PROPN
ball	kugel	ball	kugeln		
ball	bälle	ball	bäll		ADJ
tel	tel	tel	tel		
sammenlægning	verschmelzung	sammenlægning	verschmelzung	N;INDF;MASC+FEM;SG	ADJ
sammenlægning	zusammenschluß	sammenlægning	zusammenschluß	N;INDF;MASC+FEM;SG	ADJ
sammenlægning	zusammenschlüsse	sammenlægning	zusammenschlüß	N;INDF;MASC+FEM;SG	N;NOM;PL
sammenlægning	fusionen	sammenlægning	fusionen	N;INDF;MASC+FEM;SG	N;NOM;PL
sammenlægning	aggregation	sammenlægning	aggregation	N;INDF;MASC+FEM;SG	PROPN;SG
zoo	tiergarten	zoo	tiergarten	N;INDF;MASC+FEM;SG	PROPN;SG
zoo	zoo	zoo	zoo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
kenya	kenia	kenya	kenia	PROPN	PROPN;NOM;MASC;SG
tjekkisk	tschechische	tjekkisk	tschechisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
tjekkisk	czech	tjekkisk	czech	ADJ;INDF;SG	PROPN;SG
tjekkisk	tschechischen	tjekkisk	tschechisch	ADJ;INDF;SG	ADJ;NOM;MASC;PL
mogensen	mogensen	mogensen	mogensen	PROPN	PROPN
opbakning	rückendeckung	opbakning	rückendeckung	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
indsigt	einsichten	indsigt	einsicht	N;INDF;MASC+FEM;SG	V;NFIN
indsigt	einsicht	indsigt	einsechen	N;INDF;MASC+FEM;SG	
indsigt	einblicke	indsigt	einblick	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
indsigt	einblick	indsigt	einblick	N;INDF;MASC+FEM;SG	PROPN
indsigt	erkenntnis	indsigt	erkenntnis	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
blåt	blaue	blå	blau	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
blåt	blue	blå	blue	ADJ;INDF;NEUT;SG	PROPN;NOM;SG
jennifer	jennifer	jennif	jennifer	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
glemt	vergessenen	glemme	vergessen	V;INDF;SG;PST;V.PTCP	ADJ
glemt	vergessenheit	glemme	vergessenheit	V;INDF;SG;PST;V.PTCP	ADJ
glemt	vergessene	glemme	vergessen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
scottish	schotten	scottish	schotten		V;NFIN
scottish	schottischen	scottish	schottisch		ADJ;PL
scottish	schottische	scottish	schottisch		ADJ;NOM;FEM;PL
scottish	scottish	scottish	scottish		PROPN
meddelelser	bekanntmachungen	meddelelse	bekanntmachung	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	mitteilungen	meddelelse	mitteilung	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	benachrichtigungen	meddelelse	benachrichtigung	N;INDF;MASC+FEM;PL	V
meddelelser	meldungen	meddelelse	meldung	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	anmeldungen	meddelelse	anmeldungen	N;INDF;MASC+FEM;PL	V
meddelelser	botschaften	meddelelse	botschaften	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	mitteilungen	meddelelse	mitteilung	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	meldungen	meddelelse	meldung	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	nachrichten	meddelelse	nachrichten	N;INDF;MASC+FEM;PL	V;NFIN
meddelelser	kommunikation	meddelelse	kommunikation	N;INDF;MASC+FEM;PL	PROPN
meddelelser	nachrichtenübermittlung	meddelelse	nachrichtenübermittlung	N;INDF;MASC+FEM;PL	ADJ
meddelelser	fernmeldewesen	meddelelse	fernmeldewesen	N;INDF;MASC+FEM;PL	ADJ;NOM
meddelelser	mitteilungen	meddelelse	mitteilung	N;INDF;MASC+FEM;PL	V;NFIN
kings	kings	kings	kings		PROPN;NOM;SG
kings	könige	kings	könig		ADJ;NOM;FEM;PL
kings	königen	kings	könig		ADJ
larry	larry	larry	larry		PROPN;NOM;SG
tynde	dünnen	tynd	dünn	ADJ;PL	
luke	luke	luke	laken	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
luke	lukas	luke	lukas	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
måne	mond	måne	mond	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
måne	moon	måne	moon	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
regn	rain	regn	rain	N;INDF;MASC+FEM;SG	PROPN
regn	regen	regn	rege	N;INDF;MASC+FEM;SG	V;NFIN
regn	regenwasser	regn	regenwasser	N;INDF;MASC+FEM;SG	ADJ
nedbør	niederschläge	nedbør	niederschläg	N;INDF;MASC+FEM;SG	
nedbør	niederschlag	nedbør	niederschlagen	N;INDF;MASC+FEM;SG	ADJ
nedbør	regenfälle	nedbør	regenfall	N;INDF;MASC+FEM;SG	ADJ
nedbør	regen	nedbør	rege	N;INDF;MASC+FEM;SG	V;NFIN
nedbør	niederschläge	nedbør	niederschläg	N;INDF;MASC+FEM;SG	
nedbør	niederschlag	nedbør	niederschlagen	N;INDF;MASC+FEM;SG	ADJ
bibliografi	bibliographische	bibliografi	bibliographisch	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
bibliografi	literatur	bibliografi	literatur	N;INDF;MASC+FEM;SG	ADJ
kræft	krebserkrankungen	kræft	krebserkrankung	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kræft	krebs	kræft	krebs	N;INDF;MASC+FEM;SG	
strækninger	streckt	strækning	strecken	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
strækninger	erstreckt	strækning	erstrecken	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
strækninger	linien	strækning	Linie	N;INDF;MASC+FEM;PL	
strækninger	lines	strækning	line	N;INDF;MASC+FEM;PL	PROPN
strækninger	abschnitte	strækning	abschneiden	N;INDF;MASC+FEM;PL	
malta	zypern	malta	zypern	N;INDF;MASC+FEM;SG	
malta	malta	malta	malta	N;INDF;MASC+FEM;SG	
dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	
glasgow	schottland	glasgow	schottland	PROPN	ADJ
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;NOM;SG
secret	geheim	secret	geheim		ADJ
secret	geheimnis	secret	geheimnis		N;NOM;NEUT;SG
secret	secret	secret	secren		PROPN;SG
secret	geheimen	secret	geheimen		ADJ
secret	heimlich	secret	heimlich		ADJ
kulturel	kulturelle	kulturel	kulturell	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
dagbog	fachzeitschrift	dagbog	fachzeitschrift	N;INDF;MASC+FEM;SG	ADJ
dagbog	zeitschrift	dagbog	zeitschrefen	N;INDF;MASC+FEM;SG	ADJ
dagbog	tagebuch	dagbog	tagebuch	N;INDF;MASC+FEM;SG	ADJ
dagbog	veranstaltungskalender	dagbog	veranstaltungskalender	N;INDF;MASC+FEM;SG	ADJ
dagbog	terminkalender	dagbog	terminkalender	N;INDF;MASC+FEM;SG	ADJ
dagbog	tagebücher	dagbog	tagebüch	N;INDF;MASC+FEM;SG	ADJ
dagbog	tagebuch	dagbog	tagebuch	N;INDF;MASC+FEM;SG	ADJ
nevø	neffen	nevø	neffen	N;INDF;MASC+FEM;SG	
nevø	neffe	nevø	neffen	N;INDF;MASC+FEM;SG	ADJ
journalister	reporter	journalist	reporter	N;INDF;MASC+FEM;PL	ADJ
mikhail	michail	mikhail	michail	PROPN	PROPN;NOM;MASC;SG
etage	fußboden	etage	fußboden	N;INDF;MASC+FEM;SG	V;NFIN
etage	stockwerk	etage	stockwerk	N;INDF;MASC+FEM;SG	ADJ
etage	boden	etage	boden	N;INDF;MASC+FEM;SG	ADV
etage	geschoss	etage	geschossen	N;INDF;MASC+FEM;SG	ADJ
poesi	dichtung	poesi	dichtung	N;INDF;MASC+FEM;SG	
poesi	poesie	poesi	poesie	N;INDF;MASC+FEM;SG	
poesi	lyrik	poesi	lyrik	N;INDF;MASC+FEM;SG	
poesi	gedichte	poesi	gedicht	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
sektion	sektion	sektion	sektion	N;INDF;MASC+FEM;SG	PROPN
sektion	bereich	sektion	bereich	N;INDF;MASC+FEM;SG	ADV
sektion	abschnitt	sektion	abschneiden	N;INDF;MASC+FEM;SG	ADV
stan	stan	stan	stan	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
mil	mile	mil	mile	N;INDF;MASC+FEM;SG	PROPN;SG
mil	meilen	mil	meilen	N;INDF;MASC+FEM;SG	
mil	meilen	mil	meilen	N;INDF;MASC+FEM;SG	
mil	miles	mil	miles	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mil	kilometer	mil	kilometer	N;INDF;MASC+FEM;SG	ADJ
mil	mil	mil	mil	N;INDF;MASC+FEM;SG	;SG
installeret	installierten	installere	installiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
udkanten	stadtrand	udkant	stadtrehen	N;DEF;MASC+FEM;SG	ADJ
varmt	hot	varm	hot	ADJ;INDF;NEUT;SG	
varmt	warmen	varm	warm	ADJ;INDF;NEUT;SG	
varmt	wärme	varm	wärm	ADJ;INDF;NEUT;SG	
varmt	warme	varm	warm	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
passere	pass	passere	pass	V;NFIN;ACT	
bernstorff	bernstorff	bernstorff	bernstorff	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
ideologi	ideologien	ideologi	ideologien	N;INDF;MASC+FEM;SG	V;NFIN
wrestlemania	wrestlemania	wrestlemania	wrestlemania	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
colorado	colorado	colorado	colorado		PROPN;NOM;MASC;SG
udvalget	ausschüsse	udvalg	ausschüssen	N;DEF;NEUT;SG	
udvalget	komitee	udvalg	komit	N;DEF;NEUT;SG	
byområde	agglomeration	byområde	agglomeration	N;INDF;NEUT;SG	ADJ
byområde	ballungsräume	byområde	ballungsräume	N;INDF;NEUT;SG	N;NOM;MASC;PL
byområde	ballungsräumen	byområde	ballungsräumen	N;INDF;NEUT;SG	N;DAT;MASC;PL
fungerende	funktionstüchtig	fungerende	funktionstüchtig	V;PRS;V.PTCP	ADJ
fungerende	arbeitsweise	fungerende	arbeitsweise	V;PRS;V.PTCP	ADV
fungerende	funktionsweise	fungerende	funktionsweise	V;PRS;V.PTCP	ADV
væske	flüssig	væske	flüssig	N;INDF;MASC+FEM;SG	ADJ
væske	fließend	væske	fließend	N;INDF;MASC+FEM;SG	ADJ
væske	flüssigkeiten	væske	flüssigkeit	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
væske	flüssigkeit	væske	flüssigkeit	N;INDF;MASC+FEM;SG	ADJ
væske	flüssige	væske	flüssig	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
væske	flüssig	væske	flüssig	N;INDF;MASC+FEM;SG	ADJ
væske	flüssigkeit	væske	flüssigkeit	N;INDF;MASC+FEM;SG	ADJ
væske	liquid	væske	liquid	N;INDF;MASC+FEM;SG	
væske	flüssigkeiten	væske	flüssigkeit	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
konklusion	abschluss	konklusion	abschließen	N;INDF;MASC+FEM;SG	ADV
konklusion	schlußfolgerung	konklusion	schlußfolgerung	N;INDF;MASC+FEM;SG	ADJ
konklusion	schlussfolgerung	konklusion	schlussfolgerung	N;INDF;MASC+FEM;SG	ADJ
mursten	ziegel	mursten	ziegel	N;DEF;MASC+FEM;SG	
mursten	brick	mursten	brick	N;DEF;MASC+FEM;SG	PROPN
mursten	ziegel	mursten	ziegel	N;DEF;MASC+FEM;SG	
monica	monica	monica	monica		PROPN;NOM;SG
monica	monika	monica	monika		PROPN;NOM;FEM;SG
lejr	lager	lejr	lager	N;INDF;MASC+FEM;SG	ADJ
lejr	ferienlager	lejr	ferienlager	N;INDF;MASC+FEM;SG	ADJ
lejr	camp	lejr	camp	N;INDF;MASC+FEM;SG	
lejr	campingplatz	lejr	campingplatz	N;INDF;MASC+FEM;SG	
lejr	campingplätze	lejr	campingplatz	N;INDF;MASC+FEM;SG	
inkluderede	inbegriffen	inkludere	inbegreifen	V;PL;PST;V.PTCP	ADJ
inkluderede	inklusive	inkludere	inklusive	V;PL;PST;V.PTCP	ADP
sum	summe	sum	summen	N;INDF;MASC+FEM;SG	
sum	sum	sum	sum	N;INDF;MASC+FEM;SG	
banks	banks	banks	banks	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
banks	banken	banks	banken	N;INDF;MASC+FEM;SG	N;PL
banks	kreditinstitute	banks	kreditinstitut	N;INDF;MASC+FEM;SG	ADJ;SG
tove	seilen	tov	seilen	N;INDF;MASC+FEM;SG	V;NFIN
tove	tove	tov	tove	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
jupiter	jupiter	jupiter	jupiter		PROPN;NOM;SG
xbox	xbox	xbox	xbox	N;INDF;MASC+FEM;SG	
skygge	schatten	skygge	schatten	N;INDF;MASC+FEM;SG	V;NFIN
skygge	schattierung	skygge	schattierung	N;INDF;MASC+FEM;SG	ADJ
skygge	schatten	skygge	schatten	N;INDF;MASC+FEM;SG	V;NFIN
skygge	shadow	skygge	shadow	N;INDF;MASC+FEM;SG	PROPN
skygge	farbton	skygge	farbton	N;INDF;MASC+FEM;SG	ADJ
skygge	schatten	skygge	schatten	N;INDF;MASC+FEM;SG	V;NFIN
passage	kreuzung	passage	kreuzung	N;INDF;MASC+FEM;SG	
passage	überqueren	passage	überqueren	N;INDF;MASC+FEM;SG	V;NFIN
passage	überfahrt	passage	überfahren	N;INDF;MASC+FEM;SG	ADJ;V.PTCP
passage	durchqueren	passage	durchqueren	N;INDF;MASC+FEM;SG	V;NFIN
passage	überschreiten	passage	überschreiten	N;INDF;MASC+FEM;SG	V;NFIN
passage	durchgang	passage	durchgang	N;INDF;MASC+FEM;SG	
passage	überfahrt	passage	überfahren	N;INDF;MASC+FEM;SG	ADJ;V.PTCP
passage	durchfahrt	passage	durchfahren	N;INDF;MASC+FEM;SG	ADJ
passage	passage	passage	passage	N;INDF;MASC+FEM;SG	
videoen	videospiele	videoen	videospiel	N;DEF;MASC+FEM;SG	
torv	square	torv	squar	N;INDF;NEUT;SG	PROPN
torv	rechteck	torv	rechteck	N;INDF;NEUT;SG	
torv	quadratisch	torv	quadratisch	N;INDF;NEUT;SG	ADJ
torv	quadrat	torv	quadrat	N;INDF;NEUT;SG	
torv	platz	torv	platz	N;INDF;NEUT;SG	ADV
anhalt	anhalt	anhalt	anhalt	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
betty	betty	betty	betty		PROPN;NOM;SG
levet	lebten	leve	leben	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
levet	gewohnt	leve	gewohnt	V;INDF;SG;PST;V.PTCP	ADJ
eksperimenter	experimenten	eksperiment	experiment	N;INDF;MASC+FEM;PL	V;FIN
eksperimenter	versuche	eksperiment	versuchen	N;INDF;MASC+FEM;PL	N;NOM;SG
eksperimenter	experimentiert	eksperiment	experimentieren	N;INDF;MASC+FEM;PL	V;V.PTCP
eksperimenter	experimente	eksperiment	experiment	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
eksperimenter	experimentiert	eksperiment	experimentieren	N;INDF;MASC+FEM;PL	V;V.PTCP
eksperimenter	experiment	eksperiment	experiment	N;INDF;MASC+FEM;PL	ADJ
eksperimenter	experimente	eksperiment	experiment	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
eksperimenter	experimentieren	eksperiment	experimentieren	N;INDF;MASC+FEM;PL	V;NFIN
eksperimenter	versuch	eksperiment	versuchen	N;INDF;MASC+FEM;PL	V;IND;SG;3;FIN
eksperimenter	experimenten	eksperiment	experiment	N;INDF;MASC+FEM;PL	V;FIN
eksperimenter	experimentiert	eksperiment	experimentieren	N;INDF;MASC+FEM;PL	V;V.PTCP
eksperimenter	experimente	eksperiment	experiment	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
eksperimenter	experimentieren	eksperiment	experimentieren	N;INDF;MASC+FEM;PL	V;NFIN
måler	vermessung	måle	vermessung	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
måler	messgeräte	måle	meßgerät	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
måler	messung	måle	messung	V;IND;PRS;FIN;ACT	N;SG
måler	zähler	måle	zähl	V;IND;PRS;FIN;ACT	
måler	meter	måle	meter	V;IND;PRS;FIN;ACT	ADV
måler	messgerät	måle	messgerät	V;IND;PRS;FIN;ACT	PROPN
atlantic	mittelmeer	atlantic	mittelmeer		
atlantic	atlantic	atlantic	atlantic		PROPN
atlantic	atlantikküste	atlantic	atlantikküste		ADJ
atlantic	atlantik	atlantic	atlantik		
helena	helena	helena	helena	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
helena	helena	helena	helena	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
helena	helene	helena	helen	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG
helena	helen	helena	helen	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
daf	daf	daf	der		
dick	schwanz	dick	schwanzen		N
dick	dick	dick	dick		ADJ
skift	schicht	skift	schechen	N;INDF;NEUT;SG	ADJ
skift	verschieben	skift	verscheiben	N;INDF;NEUT;SG	V;NFIN
skift	shift	skift	shefen	N;INDF;NEUT;SG	PROPN
skift	umschalten	skift	umschalten	N;INDF;NEUT;SG	V;NFIN
skift	switch	skift	switch	N;INDF;NEUT;SG	PROPN
skift	schalter	skift	schalter	N;INDF;NEUT;SG	ADJ
skift	wechseln	skift	wechseln	N;INDF;NEUT;SG	V;NFIN
skift	ändern	skift	ändern	N;INDF;NEUT;SG	V;NFIN
skift	wechseln	skift	wechseln	N;INDF;NEUT;SG	V;NFIN
skift	wechsel	skift	wechsel	N;INDF;NEUT;SG	ADV
skift	verschiebungen	skift	verschiebung	N;INDF;NEUT;SG	V;V.PTCP
skift	schichten	skift	schicht	N;INDF;NEUT;SG	V;NFIN
helene	hélène	hel	hélène	N;DEF;MASC+FEM;PL	PROPN;NOM;FEM;SG
helene	helene	hel	helen	N;DEF;MASC+FEM;PL	PROPN;NOM;FEM;SG
ordning	schema	ordning	schema	N;INDF;MASC+FEM;SG	
ordning	regelungen	ordning	regelung	N;INDF;MASC+FEM;SG	V;NFIN
ordning	vereinbarungen	ordning	vereinbarung	N;INDF;MASC+FEM;SG	V;NFIN
ordning	arrangements	ordning	arrangements	N;INDF;MASC+FEM;SG	ADJ
ordning	vorkehrungen	ordning	vorkehrung	N;INDF;MASC+FEM;SG	V
ordning	vereinbarung	ordning	vereinbarung	N;INDF;MASC+FEM;SG	ADJ
ordning	absprache	ordning	absprechen	N;INDF;MASC+FEM;SG	ADJ
ordning	regelung	ordning	Regelung	N;INDF;MASC+FEM;SG	ADJ
ordning	anordnung	ordning	anordnung	N;INDF;MASC+FEM;SG	ADJ
ordning	arrangement	ordning	arrangement	N;INDF;MASC+FEM;SG	V;V.PTCP
klint	klint	klint	klinten	N;INDF;MASC+FEM;SG	
klint	klippe	klint	klipp	N;INDF;MASC+FEM;SG	
klint	felsen	klint	felsen	N;INDF;MASC+FEM;SG	V;NFIN
klint	klippen	klint	klippen	N;INDF;MASC+FEM;SG	V;NFIN
klint	cliff	klint	cliff	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
spin	spin	spin	spin	N;INDF;NEUT;SG	
boris	boris	boris	boris		PROPN;NOM;MASC;SG
bnp	gdp	bnp	gdp	N;INDF;MASC+FEM;SG	
bnp	bruttoinlandsprodukt	bnp	bruttoinlandsprodukt	N;INDF;MASC+FEM;SG	ADJ
bnp	bruttosozialprodukt	bnp	bruttosozialprodukt	N;INDF;MASC+FEM;SG	ADJ
bnp	bsp	bnp	bsp	N;INDF;MASC+FEM;SG	
døre	türen	dør	türen	N;INDF;MASC+FEM;PL	V;NFIN
døre	einlass	dør	einlassen	N;INDF;MASC+FEM;PL	ADJ
døre	pforten	dør	pforten	N;INDF;MASC+FEM;PL	V;NFIN
output	ausgang	output	ausgang	N;INDF;NEUT;SG	
output	produktion	output	produktion	N;INDF;NEUT;SG	
output	ergebnisse	output	ergebnis	N;INDF;NEUT;SG	N;NOM;NEUT;PL
båden	boote	båd	bioten	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
båden	segelboot	båd	segelboot	N;DEF;MASC+FEM;SG	
båden	boot	båd	booen	N;DEF;MASC+FEM;SG	ADV
båden	schiff	båd	schiff	N;DEF;MASC+FEM;SG	ADJ
düsseldorf	düsseldorf	düsseldorf	düsseldorf	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
highway	autobahn	highway	Autobahn	N;INDF;NEUT;SG	ADJ
highway	highway	highway	highway	N;INDF;NEUT;SG	PROPN
montreal	montreal	montreal	montreal		PROPN
overskud	profit	overskud	profit	N;INDF;NEUT;SG	PROPN
overskud	gewinne	overskud	gewinne	N;INDF;NEUT;SG	
overskud	überschuss	overskud	überschuß	N;INDF;NEUT;SG	
overskud	überschüssige	overskud	überschüssig	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
overskud	überschuss	overskud	überschuß	N;INDF;NEUT;SG	
overskud	gewinne	overskud	gewinne	N;INDF;NEUT;SG	
krydse	kreuzung	krydse	kreuzung	V;NFIN;ACT	
krydse	überfahrt	krydse	überfahren	V;NFIN;ACT	ADJ;V.PTCP
krydse	kreuz	krydse	kreuz	V;NFIN;ACT	ADJ
krydse	cross	krydse	cross	V;NFIN;ACT	PROPN
organisk	organischen	organisk	organisch	ADV	ADJ
organisk	bio	organisk	bio	ADV	;SG
organisk	ökologisch	organisk	ökologisch	ADV	ADJ
organisk	organische	organisk	organisch	ADV	ADJ;NOM;FEM;PL
organisk	organisch	organisk	organisch	ADV	ADJ
ris	reis	ris	reis	N;INDF;MASC+FEM;SG	
ris	ris	ris	ris	N;INDF;MASC+FEM;SG	
julian	julian	julian	julian		PROPN;NOM;MASC;SG
biologisk	biologischer	biologisk	biologisch	ADV	ADJ
biologisk	biologische	biologisk	biologisch	ADV	ADJ;NOM;FEM;PL
biologisk	biologischen	biologisk	biologisch	ADV	ADJ;ACC;SG
biologisk	biologisch	biologisk	biologisch	ADV	ADJ
biologisk	biologisch	biologisk	biologisch	ADV	ADJ
barnebarn	enkelin	barnebarn	enkelin	N;INDF;NEUT;SG	ADJ
barnebarn	enkelin	barnebarn	enkelin	N;INDF;NEUT;SG	ADJ
barnebarn	enkelkind	barnebarn	enkelkind	N;INDF;NEUT;SG	
barnebarn	enkel	barnebarn	enkel	N;INDF;NEUT;SG	
barnebarn	enkel	barnebarn	enkel	N;INDF;NEUT;SG	
henderson	henderson	henderson	henderson	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
paulo	paulo	paulo	paulo	PROPN	PROPN;NOM;MASC;SG
nyligt	neueste	nyligt	neu	ADV	ADJ;NOM;FEM;PL
nyligt	jüngsten	nyligt	jung	ADV	ADJ;PL
nyligt	aktuelle	nyligt	aktuell	ADV	ADJ;NOM;FEM;PL
skarpt	scharf	skarpt	scharf	ADV	ADJ
skarpt	scharfe	skarpt	scharf	ADV	ADJ;NOM;FEM;PL
skarpt	sharp	skarpt	sharp	ADV	PROPN;NOM;SG
skarpt	drastisch	skarpt	drastisch	ADV	ADJ
forstæder	vorort	forståde	vorort	N;INDF;MASC+FEM;PL	ADV
forstæder	vororte	forståde	vororte	N;INDF;MASC+FEM;PL	
forstæder	vorstadt	forståde	vorstadt	N;INDF;MASC+FEM;PL	PROPN
forstæder	stadtrand	forståde	stadtrehen	N;INDF;MASC+FEM;PL	ADJ
forstæder	suburban	forståde	suburban	N;INDF;MASC+FEM;PL	PROPN
forstæder	vorort	forståde	vorort	N;INDF;MASC+FEM;PL	ADV
forstæder	vorstadt	forståde	vorstadt	N;INDF;MASC+FEM;PL	PROPN
forstæder	stadtrand	forståde	stadtrehen	N;INDF;MASC+FEM;PL	ADJ
forstæder	stadtrand	forståde	stadtrehen	N;INDF;MASC+FEM;PL	ADJ
fdf	fdf	fdf	fdf	N;INDF;NEUT;SG	
færgen	fähren	færgen	fähren	N;DEF;MASC+FEM;SG	V;NFIN
færgen	fährhafen	færgen	fährhafen	N;DEF;MASC+FEM;SG	
begravelse	begraben	begravelse	begraben	N;INDF;MASC+FEM;SG	V;V.PTCP
begravelse	beerdigen	begravelse	beerdigen	N;INDF;MASC+FEM;SG	V;NFIN
begravelse	vergraben	begravelse	vergraben	N;INDF;MASC+FEM;SG	V;V.PTCP
begravelse	beerdigen	begravelse	beerdigen	N;INDF;MASC+FEM;SG	V;NFIN
begravelse	beerdigungen	begravelse	beerdigung	N;INDF;MASC+FEM;SG	V;NFIN
nederlaget	besiegen	nederlag	besiegen	N;DEF;NEUT;SG	V;NFIN
forandring	ändern	forandring	ändern	N;INDF;MASC+FEM;SG	V;NFIN
forandring	wechseln	forandring	wechseln	N;INDF;MASC+FEM;SG	V;NFIN
forandring	wechsel	forandring	wechsel	N;INDF;MASC+FEM;SG	ADV
følelse	emotion	følelse	emotion	N;INDF;MASC+FEM;SG	PROPN
følelse	gefühle	følelse	gefühlen	N;INDF;MASC+FEM;SG	ADJ
følelse	emotionen	følelse	emotion	N;INDF;MASC+FEM;SG	V;NFIN
følelse	gefühle	følelse	gefühlen	N;INDF;MASC+FEM;SG	ADJ
følelse	feeling	følelse	feeling	N;INDF;MASC+FEM;SG	
følelse	fühlen	følelse	fühlen	N;INDF;MASC+FEM;SG	V;NFIN
rygter	gerücht	rygte	rüchen	N;INDF;NEUT;PL	ADJ
rygter	gerüchte	rygte	gerücht	N;INDF;NEUT;PL	ADJ;NOM;FEM;PL
rygter	gerücht	rygte	rüchen	N;INDF;NEUT;PL	ADJ
rygter	gerüchte	rygte	gerücht	N;INDF;NEUT;PL	ADJ;NOM;FEM;PL
rygter	gerüchten	rygte	gerücht	N;INDF;NEUT;PL	V;NFIN
rygter	gerüchte	rygte	gerücht	N;INDF;NEUT;PL	ADJ;NOM;FEM;PL
