the	do	the	do	DET;DEF	PROPN
willing	disposta	willing	disposta	ADJ	V
cook	cociñar	cook	cociñar	N;SG	V
moves	se	move	se	N;PL	CONJ
moves	move	move	mover	N;PL	V
admitted	mañá	admit	mañá	V;IND;PST;FIN	ADV
shore	costa	shore	costa	PROPN;SG	N
barry	barry	barry	barry	PROPN;SG	PROPN
jay	jay	jay	jay	PROPN;SG	PROPN
pointed	recomendáronme	point	recomendáronme	V;PST;V.PTCP	PROPN
apple	mazá	apple	mazá	PROPN;SG	N
apple	apple	apple	apple	PROPN;SG	PROPN
apple	asadas	apple	asada	PROPN;SG	N
apple	mazás	apple	mazás	PROPN;SG	N
occasionally	cando	occasionally	cando	ADV	PRO
rolling	rolling	roll	rolling	N;SG	PROPN
silent	silencio	silent	silencio	ADJ	N
rooms	ventiladas	room	ventilar	N;PL	V
commerce	o	commerce	o	N;SG	DET
addressed	a	address	o	V;PST;V.PTCP	DET
gang	forzados	gang	forzar	N;SG	V
printed	impreso	print	impreso	V;PST;V.PTCP	N
oak	oak	oak	oak	PROPN;SG	N
oak	carballo	oak	carballo	PROPN;SG	N
tend	a	tend	o	V;IMP;FIN	DET
quote	citar	quote	citar	N;SG	V
separated	separadas	separate	separar	V;PST;V.PTCP	ADJ
glasgow	glasgow	glasgow	glasgow	PROPN;SG	N
battery	batería	battery	bater	N;SG	V
shopping	mercar	shopping	mercar	N;SG	V
martial	marcial	martial	marcial	N;SG	ADJ
martial	cun	martial	cun	N;SG	PROPN
hans	hans	hans	haber	PROPN;SG	PROPN
helpful	axuda	helpful	axuda	ADJ	N
kids	os	kid	o	N;PL	DET
kids	cativos	kid	cativo	N;PL	ADJ
plain	chaira	plain	chaira	ADJ	N
plain	costa	plain	costa	ADJ	N
plain	plano	plain	plano	ADJ	N
plain	tenra	plain	tenra	ADJ	N
ken	ken	ken	ker	PROPN;SG	PROPN
habitat	do	habitat	do	N;SG	PROPN
montana	montana	montana	montana	PROPN;SG	PROPN
caribbean	caribe	caribbean	caribe	ADJ	N
seriously	en	seriously	en	ADV	ADP
seriously	serio	seriously	serio	ADV	N
mitchell	mitchell	mitchell	mitchell	PROPN;SG	PROPN
eleven	once	eleven	once		NUM
ill	enfermo	ill	enfermo	ADJ	N
ill	mal	ill	mal	ADJ	ADV
ill	está	ill	estar	ADJ	V
ill	enferma	ill	enferma	ADJ	N
ill	de	ill	de	ADJ	ADP
ill	enfermou	ill	enfermar	ADJ	V
ill	doente	ill	doente	ADJ	N
putting	a	put	o	V;V.MSDR	DET
dna	o	dna	o	N;SG	DET
giants	xigantes	giant	xigante	N;PL	ADJ
processing	procesando	processing	procesar	N;SG	V
dick	dick	dick	dick	PROPN;SG	PROPN
hunt	cazar	hunt	cazar	N;SG	V
psychology	de	psychology	de	N;SG	ADP
ride	pantalóns	ride	pantalón	V;IMP;FIN	N
ride	volta	ride	volta	V;IMP;FIN	N
losses	as	loss	o	N;PL	DET
balance	o	balance	o	N;SG	DET
usual	de	usual	de	ADJ	ADP
usual	sempre	usual	sempre	ADJ	ADV
usual	normalidade	usual	normalidade	ADJ	N
usual	costume	usual	costume	ADJ	N
turning	a	turn	o	N;SG	DET
turning	xirando	turn	xirar	N;SG	V
hidden	oculto	hidden	oculto	ADJ	N
hidden	oculta	hidden	oculto	ADJ	V
hidden	ocultas	hidden	oculto	ADJ	N
hidden	escondidos	hidden	esconder	ADJ	V
hidden	escondidas	hidden	esconder	ADJ	V
holder	titular	holder	titular	N;SG	V
fun	ben	fun	ben	N;SG	ADV
fun	divertido	fun	divertir	N;SG	V
fun	divertida	fun	diverter	N;SG	V
rates	de	rate	de	N;PL	ADP
feed	comer	feed	comer	N;SG	V
feed	alimentar	feed	alimentar	N;SG	V
feed	poderán	feed	poder	N;SG	V
feed	de	feed	de	N;SG	ADP
feed	manter	feed	manter	N;SG	V
childhood	da	childhood	da	N;SG	V
honour	de	honour	de	N;SG	ADP
manual	manual	manual	manual	N;SG	ADJ
confused	confuso	confused	confuso	ADJ	N
larry	larry	larry	larry	PROPN;SG	PROPN
muhammad	mahoma	muhammad	mahomar	PROPN;SG	N
sweet	sweet	sweet	sweet	ADJ	PROPN
sweet	doces	sweet	doce	ADJ	N
sweet	doce	sweet	doce	ADJ	N
waste	lixo	waste	lixo	V;IMP;FIN	N
waste	residuos	waste	residuo	V;IMP;FIN	N
waste	perda	waste	perda	V;IMP;FIN	N
waste	tempo	waste	tempo	V;IMP;FIN	N
decisions	tomar	decision	tomar	N;PL	V
depression	a	depression	o	N;SG	DET
depression	da	depression	da	N;SG	V
kick	unha	kick	un	N;SG	DET
kick	dáme	kick	dáme	N;SG	V
kick	una	kick	unir	N;SG	V
kick	botar	kick	botar	N;SG	V
strange	moi	strange	moi	ADJ	ADV
bernard	bernard	bernard	bernard	PROPN;SG	V
nigeria	nixeria	nigeria	nixeria	PROPN;SG	N
nigeria	en	nigeria	en	PROPN;SG	ADP
pain	moito	pain	moito	N;SG	ADV
punk	un	punk	un	N;SG	DET
wooden	de	wooden	de	N;SG	ADP
suggestion	unha	suggestion	un	N;SG	DET
mechanical	mecánica	mechanical	mecánica	ADJ	N
mechanical	mecánico	mechanical	mecánico	ADJ	N
missed	de	miss	de	V;PST;V.PTCP	ADP
missed	menos	miss	menos	V;PST;V.PTCP	ADV
grown	grande	grow	grande	V;PST;V.PTCP	ADJ
grown	xa	grow	xa	V;PST;V.PTCP	ADV
grown	es	grow	e	V;PST;V.PTCP	N
grown	adulto	grow	adulto	V;PST;V.PTCP	N
grown	maior	grow	maior	V;PST;V.PTCP	ADJ
coat	o	coat	o	N;SG	DET
alive	vida	alive	vida	ADJ	N
alive	con	alive	con	ADJ	ADP
bobby	bobby	bobby	bobby	PROPN;SG	PROPN
harbor	porto	harbor	porto	PROPN;SG	N
virtual	virtual	virtual	virtual	ADJ	N
spiritual	senda	spiritual	senda	ADJ	N
lots	moita	lot	moito	N;PL	DET
lots	moitas	lot	moito	N;PL	DET
lots	moito	lot	moito	N;PL	ADV
lots	moitos	lot	moito	N;PL	DET
pure	puro	pure	puro	ADJ	N
pure	pura	pure	puro	ADJ	N
pure	puros	pure	puro	ADJ	N
jump	así	jump	así	V;IMP;FIN	ADV
jump	chimpa	jump	chimpa	V;IMP;FIN	PROPN
parker	parker	parker	parker	PROPN;SG	PROPN
wonder	pregúntaste	wonder	pregúntaste	V;IMP;FIN	PROPN
wonder	me	wonder	me	V;IMP;FIN	PRO
wonder	que	wonder	que	V;IMP;FIN	PRO
friday	venres	friday	venre	PROPN;SG	N
cuba	cuba	cuba	cuba	PROPN;SG	PROPN
cuba	cubana	cuba	cubano	PROPN;SG	ADJ
aside	á	aside	á	ADV	N
scientist	científico	scientist	científico	N;SG	ADJ
scientist	científicos	scientist	científico	N;SG	ADJ
scientist	científica	scientist	científico	N;SG	ADJ
waiting	a	wait	o	V;V.MSDR	DET
familiar	familiarizados	familiar	familiarizar	ADJ	V
familiar	coñeces	familiar	coñecer	ADJ	V
suspect	sospeitoso	suspect	sospeitoso	N;SG	ADJ
disagree	de	disagree	de	V;IMP;FIN	ADP
disagree	acordo	disagree	acordo	V;IMP;FIN	N
vessels	sanguíneos	vessel	sanguíneo	N;PL	ADJ
hole	hole	hole	hole	N;SG	PROPN
fail	non	fail	non	V;IMP;FIN	PART
wedding	de	wedding	de	N;SG	ADP
clan	clan	clan	clan	N;SG	PROPN
clan	do	clan	do	N;SG	PROPN
clan	dos	clan	dos	N;SG	PROPN
entering	entrar	entering	entrar	N;SG	V
suit	para	suit	para	N;SG	ADP
suit	satisfacer	suit	satisfacer	N;SG	V
weekend	de	weekend	de	N;SG	ADP
horses	cabalos	horse	cabalo	N;PL	V
horses	os	horse	o	N;PL	DET
wear	levas	wear	leva	V;IMP;FIN	N
wear	non	wear	non	V;IMP;FIN	PART
wear	as	wear	o	V;IMP;FIN	DET
visiting	de	visit	de	V;V.MSDR	ADP
visiting	visita	visit	visita	V;V.MSDR	N
cash	en	cash	en	N;SG	ADP
cash	efectivo	cash	efectivo	N;SG	ADJ
cash	contado	cash	contado	N;SG	ADJ
cash	suficiente	cash	suficiente	N;SG	ADJ
cash	cobrar	cash	cobrar	N;SG	V
practical	práctica	practical	práctica	ADJ	N
oliver	oliver	oliver	oliver	PROPN;SG	N
limits	limita	limit	limitar	N;PL	V
hell	inferno	hell	inferno	INTJ	N
hell	carallo	hell	carallo	INTJ	ADV
hell	demo	hell	demo	INTJ	N
hell	cona	hell	cona	INTJ	N
fresh	fresco	fresh	fresco	ADJ	N
fresh	fresca	fresh	frescar	ADJ	N
fresh	frescos	fresh	fresco	ADJ	N
fresh	descarado	fresh	descarar	ADJ	V
fresh	descarados	fresh	descarar	ADJ	V
fresh	frescas	fresh	fresca	ADJ	N
fresh	cambiar	fresh	cambiar	ADJ	V
roots	as	root	o	N;PL	DET
worst	peor	worst	peor	ADJ;RL	N
adults	os	adult	o	N;PL	DET
feeling	sentir	feeling	sentir	N;SG	V
strip	de	strip	de	N;SG	ADP
stayed	por	stay	por	V;IND;PST;FIN	ADP
empty	valeiro	empty	valeiro	ADJ	N
experiences	as	experience	o	N;PL	DET
tie	unha	tie	un	N;SG	DET
tie	os	tie	o	N;SG	DET
tie	garavata	tie	garavatar	N;SG	PROPN
liberty	liberdade	liberty	liberdade	PROPN;SG	N
liberty	a	liberty	o	PROPN;SG	DET
liberty	libertade	liberty	libertade	PROPN;SG	N
alpha	chan	alpha	chan	PROPN;SG	N
submitted	a	submit	o	V;PST;V.PTCP	DET
touch	tocar	touch	tocar	N;SG	V
cool	ben	cool	ben	ADJ	ADV
cool	fresco	cool	fresco	ADJ	N
clay	clay	clay	clay	PROPN;SG	PROPN
lay	aí	lay	aí	V;IMP;FIN	ADV
benefits	os	benefit	o	N;PL	DET
athens	atenas	athen	atena	PROPN;SG	N
delta	delta	delta	deltar	PROPN;SG	N
delta	mekong	delta	mekong	PROPN;SG	PROPN
telling	que	tell	que	V;V.MSDR	PRO
telling	a	tell	o	V;V.MSDR	DET
mediterranean	mediterráneo	mediterranean	mediterráneo	N;SG	ADJ
reply	resposta	reply	resposta	V;IMP;FIN	N
stuart	stuart	stuart	stuart	PROPN;SG	V
stuart	estuardo	stuart	estuardo	PROPN;SG	N
grave	grave	grave	grave	N;SG	ADJ
hearing	que	hearing	que	N;SG	PRO
hearing	oído	hearing	oír	N;SG	V
hearing	escoita	hearing	escoita	N;SG	V
hearing	escoito	hearing	escoito	N;SG	V
hugh	hugh	hugh	hugh	PROPN;SG	PROPN
steven	steven	steven	stevar	PROPN;SG	PROPN
characteristics	as	characteristic	o	N;PL	DET
falling	a	falling	o	N;SG	DET
falling	namorarse	falling	namorarse	N;SG	V
falling	caendo	falling	caendo	N;SG	V
falling	ardendo	falling	arder	N;SG	V
surviving	supervivintes	survive	supervivinte	V;V.MSDR	N
roberts	roberts	robert	roberts	N;PL	PROPN
lloyd	lloyd	lloyd	lloyd	PROPN;SG	PROPN
harold	harold	harold	harold	PROPN;SG	PROPN
absolutely	é	absolutely	ser	ADV	V
nobody	ninguén	nobody	ninguén	PRO;SG	ADV
nobody	non	nobody	non	PRO;SG	PART
nobody	a	nobody	o	PRO;SG	DET
noticed	que	notice	que	V;PST;V.PTCP	PRO
noticed	conta	notice	conta	V;PST;V.PTCP	N
noticed	de	notice	de	V;PST;V.PTCP	ADP
patent	patente	patent	patente	N;SG	ADJ
patent	patentar	patent	patentar	N;SG	V
governments	os	government	o	N;PL	DET
walking	camiñando	walking	camiñar	N;SG	V
walking	andar	walking	andar	N;SG	V
walking	andando	walking	andar	N;SG	V
walking	subindo	walking	subir	N;SG	V
walking	camiñaba	walking	camiñar	N;SG	V
walking	camiñar	walking	camiñar	N;SG	V
component	compoñente	component	compoñente	N;SG	ADJ
eddie	eddie	eddie	eddie	PROPN;SG	PROPN
obama	obama	obama	obamar	PROPN;SG	PROPN
clock	de	clock	de	N;SG	ADP
violin	violín	violin	violín	PROPN;SG	N
holiday	de	holiday	de	N;SG	ADP
farmers	labregos	farmer	labrego	N;PL	ADJ
struggle	esfórzome	struggle	esfórzome	N;SG	PROPN
struggle	por	struggle	por	N;SG	ADP
pen	boli	pen	boli	N;SG	PROPN
jacob	xacob	jacob	xacob	PROPN;SG	V
sacred	sagrados	sacred	sagrar	ADJ	V
dogs	os	dog	o	N;PL	DET
dogs	aos	dog	aos	N;PL	PROPN
nepal	nepal	nepal	nepal	PROPN;SG	PROPN
discussing	a	discuss	o	V;V.MSDR	DET
perry	perry	perry	perry	PROPN;SG	PROPN
ruling	dominante	ruling	dominante	N;SG	ADJ
danny	danny	danny	danny	PROPN;SG	PROPN
begun	a	begin	o	V;PST;V.PTCP	DET
trusted	de	trust	de	V;PST;V.PTCP	ADP
trusted	confianza	trust	confianza	V;PST;V.PTCP	N
trusted	en	trust	en	V;PST;V.PTCP	ADP
jefferson	jefferson	jefferson	jefferson	PROPN;SG	PROPN
anywhere	onde	anywhere	onde	ADV	PRO
anywhere	calquera	anywhere	calquera	ADV	DET
anywhere	lugar	anywhere	lugar	ADV	N
anywhere	parte	anywhere	parte	ADV	N
anywhere	a	anywhere	o	ADV	DET
anywhere	nada	anywhere	nada	ADV	PRO
anywhere	en	anywhere	en	ADV	ADP
wearing	vestidos	wear	vestido	N;SG	V
wearing	con	wear	con	N;SG	ADP
kenya	kenia	kenya	kenia	PROPN;SG	PROPN
arrest	deter	arrest	deter	N;SG	V
rapidly	rápido	rapidly	rápido	ADV	ADJ
jacques	jacques	jacque	jacque	PROPN;SG	N
objective	obxectiva	objective	obxectivo	N;SG	ADJ
resort	recorren	resort	recorrer	N;SG	V
resort	recorrer	resort	recorrer	N;SG	V
studying	estudando	study	estudar	N;SG	V
studying	estudar	study	estudar	N;SG	V
edwards	edwards	edwards	edwar	PROPN;SG	PROPN
dancing	bailando	dancing	bailar	N;SG	V
dancing	bailar	dancing	bailar	N;SG	V
dancing	bailaba	dancing	bailar	N;SG	V
demonstrated	a	demonstrate	o	V;PST;V.PTCP	DET
encourage	e	encourage	e	V;IMP;FIN	CONJ
convinced	de	convinced	de	ADJ	ADP
convinced	convencido	convinced	convencer	ADJ	V
heroes	son	heroes	ser	N;PL	V
mars	marte	mar	marte	PROPN;SG	PROPN
participating	participar	participate	participar	N;SG	V
stress	estrés	stress	estrés	N;SG	PROPN
tiger	tiger	tiger	tiger	N;SG	PROPN
tiger	do	tiger	do	N;SG	PROPN
concentration	de	concentration	de	N;SG	ADP
sing	canta	sing	canta	V;IMP;FIN	N
sing	cante	sing	cante	V;IMP;FIN	N
electricity	a	electricity	o	N;SG	DET
doc	doc	doc	doc	N;SG	PROPN
stanford	stanford	stanford	stanford	PROPN;SG	PROPN
machines	as	machine	o	N;PL	DET
saved	se	save	se	V;PST;V.PTCP	CONJ
saved	a	save	o	V;PST;V.PTCP	DET
saved	salvei	save	salvar	V;PST;V.PTCP	PROPN
saved	salvaches	save	salvache	V;PST;V.PTCP	N
noble	nobre	noble	nobre	ADJ	N
tommy	tommy	tommy	tommy	PROPN;SG	PROPN
tommy	ei	tommy	ei	PROPN;SG	PROPN
guilty	culpable	guilty	culpable	N;SG	ADJ
guilty	culpábel	guilty	culpábel	N;SG	ADJ
handle	mango	handle	mango	V;IMP;FIN	N
handle	diso	handle	diso	V;IMP;FIN	PRO
extinct	extinguiron	extinct	extinguir	ADJ	V
load	carguen	load	carguen	N;SG	V
prefer	gusto	prefer	gusto	V;IND;PRS;FIN	N
prefer	dos	prefer	dos	V;IND;PRS;FIN	PROPN
lie	mentiras	lie	mentira	V;IMP;FIN	N
lie	mentira	lie	mentira	V;IMP;FIN	ADJ
lebanon	líbano	lebanon	líbano	PROPN;SG	N
abroad	estranxeiro	abroad	estranxeiro	ADV	N
rogers	rogers	roger	roger	N;PL	PROPN
lights	as	light	o	N;PL	DET
lights	apaguen	light	apaguír	N;PL	V
uniform	uniforme	uniform	uniforme	ADJ	N
aka	alias	a.k.a.	alio	PROPN;SG	N
susan	susan	susan	susar	PROPN;SG	PROPN
survive	á	survive	á	V;IMP;FIN	N
survive	sobreviva	survive	sobrevivo	V;IMP;FIN	N
survive	humano	survive	humano	V;IMP;FIN	ADJ
meat	a	meat	o	N;SG	DET
telephone	ao	telephone	ao	N;SG	PROPN
telephone	telefonar	telephone	telefonar	N;SG	V
moral	moral	moral	moral	ADJ	N
moral	a	moral	o	ADJ	DET
moral	vontade	moral	vontade	ADJ	N
spending	pasar	spending	pasar	N;SG	V
tea	tomar	tea	tomar	N;SG	V
tea	de	tea	de	N;SG	ADP
tea	te	tea	te	N;SG	PRO
bright	e	bright	e	ADJ	CONJ
sierra	serra	sierra	serra	PROPN;SG	N
ted	ted	ted	ted	PROPN;SG	PROPN
missile	mísil	missile	mísil	N;SG	ADJ
helen	helen	helen	helar	PROPN;SG	PROPN
pat	pat	pat	pat	PROPN;SG	PROPN
catch	coller	catch	coller	N;SG	V
catch	pescar	catch	pescar	N;SG	V
deck	cuberta	deck	cubrir	N;SG	V
ordinary	cotiáns	ordinary	cotián	ADJ	N
ordinary	era	ordinary	ser	ADJ	V
ordinary	normais	ordinary	normal	ADJ	N
suffering	de	suffering	de	N;SG	ADP
suffering	sofre	suffering	sofrer	N;SG	V
flash	de	flash	de	PROPN;SG	ADP
blind	cegas	blind	cega	ADJ	N
blind	cega	blind	cega	ADJ	N
blind	cego	blind	cego	ADJ	N
blind	cegos	blind	cego	ADJ	N
applies	se	apply	se	V;IND;SG;3;PRS;FIN	CONJ
radical	radicais	radical	radical	ADJ	N
legs	as	leg	o	N;PL	DET
legs	legs	leg	leg	N;PL	PROPN
plenty	moito	plenty	moito	N;SG	ADV
plenty	moita	plenty	moito	N;SG	DET
plenty	moitas	plenty	moito	N;SG	DET
remote	remotas	remote	remota	N;SG	ADJ
sean	sean	sean	sean	PROPN;SG	V
victim	da	victim	da	N;SG	V
con	con	con	con	PROPN;SG	ADP
cloud	nube	cloud	nubir	PROPN;SG	N
angels	os	angel	o	N;PL	DET
noise	son	noise	ser	N;SG	V
copper	cobre	copper	cubrir	N;SG	V
talks	fala	talk	falar	N;PL	V
talks	tedx	talk	tedx	N;PL	PROPN
hat	o	hat	o	N;SG	DET
hat	sombreiriño	hat	sombreiriño	N;SG	PROPN
graphics	gráficos	graphic	gráfico	N;PL	ADJ
destroy	os	destroy	o	V;IMP;FIN	DET
destroy	destruílo	destroy	destruílo	V;IMP;FIN	PROPN
destroy	seguros	destroy	seguro	V;IMP;FIN	N
thin	no	thin	no	ADJ	V
dame	dama	dame	dama	PROPN;SG	N
sentenced	a	sentence	o	V;PST;V.PTCP	DET
violent	violencia	violent	violencia	ADJ	N
collective	colectivo	collective	colectivo	ADJ	N
devil	demo	devil	demo	PROPN;SG	N
devil	diaño	devil	diar	PROPN;SG	N
florence	florence	florence	florence	PROPN;SG	N
reduction	a	reduction	o	N;SG	DET
failing	a	fail	o	N;SG	DET
pete	pete	pete	pete	PROPN;SG	PROPN
default	por	default	por	N;SG	ADP
suggesting	que	suggest	que	V;V.MSDR	PRO
embassy	embaixada	embassy	embaixar	N;SG	V
sleep	durmir	sleep	durmir	N;SG	V
oscar	óscar	oscar	óscar	PROPN;SG	PROPN
therapy	de	therapy	de	N;SG	ADP
exposed	á	expose	á	V;PST;V.PTCP	N
anonymous	anónimos	anonymous	anónir	ADJ	N
geographic	geographic	geographic	geographic	ADJ	PROPN
congo	congo	congo	congo	PROPN;SG	PROPN
worse	peor	worse	peor	ADJ;CMPR	N
worse	empeora	worse	empeorar	ADJ;CMPR	N
doors	as	door	o	N;PL	DET
shoot	dispáralle	shoot	dispáralle	V;IMP;FIN	ADJ
substitute	substituír	substitute	substituír	N;SG	V
mirror	o	mirror	o	N;SG	DET
cotton	algodón	cotton	algodón	PROPN;SG	N
cotton	de	cotton	de	PROPN;SG	ADP
syndrome	síndrome	syndrome	síndrome	N;SG	PROPN
syndrome	de	syndrome	de	N;SG	ADP
checked	a	check	o	V;PST;V.PTCP	DET
conductor	director	conductor	director	N;SG	ADJ
hospitals	os	hospital	o	N;PL	DET
ideal	ideais	ideal	ideal	ADJ	N
raw	materia	raw	materia	PROPN;SG	N
raw	materias	raw	materia	PROPN;SG	N
sharing	compartir	share	compartir	N;SG	V
hello	ola	hello	ola	INTJ	N
rabbi	rabino	rabbi	rabino	PROPN;SG	N
organic	orgánico	organic	orgánico	PROPN;SG	ADJ
palestine	palestina	palestine	palestino	PROPN;SG	N
thoughts	que	thought	que	N;PL	PRO
wallace	wallace	wallace	wallace	PROPN;SG	PROPN
monday	o	monday	o	PROPN;SG	DET
monday	luns	monday	lun	PROPN;SG	PROPN
monday	10	monday	10	PROPN;SG	NUM
slave	de	slave	de	N;SG	ADP
slave	escrava	slave	escravo	N;SG	ADJ
feedback	de	feedback	de	N;SG	ADP
columbus	columbus	columbus	columbus	PROPN;SG	PROPN
manage	se	manage	se	V;IMP;FIN	CONJ
manage	facelo	manage	facelo	V;IMP;FIN	N
traveled	por	travel	por	V;IND;PST;FIN	ADP
searching	buscando	searching	buscar	N;SG	V
searching	busca	searching	buscar	N;SG	V
otto	otto	otto	otto	PROPN;SG	N
expensive	caro	expensive	caro	ADJ	N
expensive	cara	expensive	cara	ADJ	N
feelings	os	feeling	o	N;PL	DET
venice	venecia	venice	venecia	PROPN;SG	N
socks	os	sock	o	N;PL	DET
artificial	artifical	artificial	artifical	ADJ	N
tip	dan	tip	dar	N;SG	V
prague	praga	prague	praga	PROPN;SG	PROPN
understood	que	understand	que	V;PST;V.PTCP	PRO
dependent	depende	dependent	depender	ADJ	V
killer	do	killer	do	N;SG	PROPN
palm	palma	palm	palma	PROPN;SG	N
palm	da	palm	da	PROPN;SG	V
palm	palm	palm	palm	PROPN;SG	PROPN
liquid	líquida	liquid	líquida	N;SG	ADJ
princeton	princeton	princeton	princeton	PROPN;SG	PROPN
worker	social	worker	social	N;SG	ADJ
welfare	social	welfare	social	N;SG	ADJ
monitor	monitor	monitor	monitor	V;IMP;FIN	N
repair	reparar	repair	reparar	N;SG	V
dollars	dolares	dollar	dolar	N;PL	V
dollars	de	dollar	de	N;PL	ADP
truly	verdade	truly	verdade	ADV	N
truly	global	truly	global	ADV	ADJ
truly	de	truly	de	ADV	ADP
depends	das	depend	das	V;IND;SG;3;PRS;FIN	N
rough	aproximada	rough	aproximar	ADJ	V
rough	vaga	rough	vagar	ADJ	N
rough	mal	rough	mal	ADJ	ADV
rough	moi	rough	moi	ADJ	ADV
feels	se	feel	se	V;IND;SG;3;PRS;FIN	CONJ
feels	ben	feel	ben	V;IND;SG;3;PRS;FIN	ADV
feels	que	feel	que	V;IND;SG;3;PRS;FIN	PRO
abraham	abraham	abraham	abraham	PROPN;SG	PROPN
neck	deles	neck	del	N;SG	PROPN
forever	para	forever	para	ADV	ADP
drink	beber	drink	beber	N;SG	V
sheriff	shérif	sheriff	shérif	N;SG	PROPN
gift	regalo	gift	regalo	N;SG	PROPN
functional	funcional	functional	funcional	ADJ	N
slowly	vagar	slowly	vagar	ADV	V
slowly	modo	slowly	modo	ADV	N
slowly	a	slowly	o	ADV	DET
attitude	pensas	attitude	pensar	N;SG	V
justin	justin	justin	justin	PROPN;SG	PROPN
smart	listos	smart	listo	ADJ	V
smart	moi	smart	moi	ADJ	ADV
smart	listo	smart	listo	ADJ	N
prices	os	price	o	N;PL	DET
counts	o	count	o	N;PL	DET
placing	a	place	o	V;V.MSDR	DET
perfectly	pasar	perfectly	pasar	ADV	V
surprise	sorprenda	surprise	sorprendar	N;SG	V
surprise	unha	surprise	un	N;SG	DET
wake	levanta	wake	levantar	N;SG	V
wake	esperta	wake	esperta	N;SG	V
wake	espertar	wake	espertar	N;SG	V
wake	arriba	wake	arriba	N;SG	ADV
conversation	sobre	conversation	sobre	N;SG	ADP
gates	gates	gate	gate	N;PL	PROPN
plastic	de	plastic	de	ADJ	ADP
plastic	plástico	plastic	plástico	ADJ	N
restore	a	restore	o	V;IMP;FIN	DET
inn	inn	inn	inn	PROPN;SG	PROPN
inn	hotel	inn	hotel	PROPN;SG	PROPN
connect	conectarnos	connect	conectarno	V;IMP;FIN	ADJ
forth	etcétera	forth	etcétera	ADV	N
forth	e	forth	e	ADV	CONJ
guests	convidados	guest	convidar	N;PL	V
dress	vestido	dress	vestido	N;SG	V
dawn	alborecer	dawn	alborecer	PROPN;SG	V
dawn	amencer	dawn	amencer	PROPN;SG	N
ladies	señoritas	lady	señoritar	N;PL	V
ladies	as	lady	o	N;PL	DET
ratings	as	ratings	o	N;PL	DET
pupils	alumnado	pupil	alumnado	N;PL	V
pupils	terceiro	pupil	terceiro	N;PL	ADJ
wealth	coa	wealth	coar	N;SG	V
watching	a	watch	o	V;V.MSDR	DET
watching	as	watch	o	V;V.MSDR	DET
eggs	os	egg	o	N;PL	DET
pride	orgulloso	pride	orgulloso	N;SG	ADJ
friendship	a	friendship	o	N;SG	DET
corruption	da	corruption	da	N;SG	V
harm	dano	harm	dano	V;IMP;FIN	N
harm	mal	harm	mal	V;IMP;FIN	ADV
ernest	ernest	ernest	ernest	PROPN;SG	PROPN
revenge	vingar	revenge	vingar	N;SG	V
kiss	bícame	kiss	bícame	N;SG	PROPN
kiss	bicar	kiss	bicar	N;SG	V
kiss	un	kiss	un	N;SG	DET
kiss	biquiño	kiss	biquiño	N;SG	PROPN
enemies	inimigos	enemy	inimigo	N;PL	ADJ
keeps	a	keep	o	V;IND;SG;3;PRS;FIN	DET
keeps	así	keep	así	V;IND;SG;3;PRS;FIN	ADV
marry	con	marry	con	V;IMP;FIN	ADP
reducing	reducir	reduce	reducir	N;SG	V
ticket	para	ticket	para	N;SG	ADP
ticket	liscar	ticket	liscar	N;SG	V
bombing	do	bombing	do	N;SG	PROPN
bombing	o	bombing	o	N;SG	DET
suddenly	súpeto	suddenly	súpeto	ADV	N
suddenly	de	suddenly	de	ADV	ADP
absolute	absoluta	absolute	absoluta	ADJ	N
absolute	absolutamente	absolute	absolutamente	ADJ	ADV
nintendo	nintendo	nintendo	ninter	PROPN;SG	V
jamaica	xamaica	jamaica	xamaica	PROPN;SG	ADJ
jamaica	jamaica	jamaica	jamaicar	PROPN;SG	ADJ
vladimir	vladimir	vladimir	vladimir	PROPN;SG	V
belonged	á	belong	á	V;PST;V.PTCP	N
shut	cala	shut	cala	V;IMP;FIN	N
shut	boca	shut	boca	V;IMP;FIN	N
sergeant	o	sergeant	o	N;SG	DET
thick	groso	thick	groso	ADJ	N
extend	a	extend	o	V;IMP;FIN	DET
wire	de	wire	de	N;SG	ADP
fat	graxa	fat	graxar	ADJ	N
fat	gorda	fat	gorda	ADJ	N
fat	gordo	fat	gordo	ADJ	N
fat	gordos	fat	gordo	ADJ	N
fat	o	fat	o	ADJ	DET
teach	ensino	teach	ensino	V;IMP;FIN	N
warm	calor	warm	calor	ADJ	N
warm	quente	warm	quente	ADJ	N
dynamic	dinámica	dynamic	dinámica	ADJ	N
lying	está	lie	estar	N;SG	V
lying	mentindo	lie	mentir	N;SG	V
treat	trátame	treat	trátame	V;IMP;FIN	PROPN
raid	redadas	raid	redar	N;SG	V
drinking	bebendo	drinking	beber	N;SG	V
drinking	beber	drinking	beber	N;SG	V
imagine	imaxinade	imagine	imaxinade	V;IMP;FIN	N
doctors	os	doctor	o	N;PL	DET
wise	sensata	wise	sensatar	ADJ	N
wise	sabia	wise	sabia	ADJ	V
wise	sabio	wise	sabio	ADJ	N
vietnamese	vietnamita	vietnamese	vietnamita	ADJ	N
vietnamese	vietnamitas	vietnamese	vietnamita	ADJ	N
vietnamese	vietnam	vietnamese	vietnam	ADJ	PROPN
ronald	ronald	ronald	ronald	PROPN;SG	ADJ
divine	divino	divine	divino	ADJ	N
suppose	que	suppose	que	INTJ	PRO
