oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
sündis	родилась	sündima	рождаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;MID
sündis	родился	sündima	рождаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
hakkas	начали	hakkama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
hakkas	начато	hakkama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
hakkas	началось	hakkama	начаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
isbn	isbn	isbn	isbn		PROPN
hispaania	испанию	hispaania	испание	ADJ	N;INAN;ACC;NEUT;SG
hispaania	испания	hispaania	испание	ADJ	N;INAN;NOM;NEUT;PL
hispaania	испании	hispaania	испания	ADJ	N;INAN;NOM;NEUT;SG
new	новые	new	новый	N;NOM;SG	ADJ;NOM;PL
new	новая	new	новый	N;NOM;SG	ADJ;NOM;FEM;SG
new	новый	new	новый	N;NOM;SG	ADJ;NOM;MASC;SG
new	новых	new	новый	N;NOM;SG	ADJ;GEN;PL
new	новое	new	новый	N;NOM;SG	ADJ;NOM;NEUT;SG
kreeka	греки	kreeka	грек	ADJ	N;ANIM;NOM;MASC;PL
kreeka	греков	kreeka	грек	ADJ	N;ANIM;GEN;MASC;PL
kreeka	греции	kreeka	греция	ADJ	N;INAN;NOM;FEM;PL
kreeka	грецию	kreeka	греция	ADJ	N;INAN;ACC;FEM;SG
kreeka	греция	kreeka	греция	ADJ	N;INAN;NOM;FEM;SG
edasi	дальнейшая	edasi	дальнейший	ADV	ADJ;NOM;FEM;SG
briti	великобритании	briti	великобритание	ADJ	N;INAN;NOM;FEM;SG
briti	британцы	briti	британец	ADJ	N;ANIM;NOM;MASC;PL
püha	святые	püha	святой	ADJ;NOM;SG	ADJ;NOM;PL
püha	святейший	püha	святой	ADJ;NOM;SG	ADJ;NOM;RL;MASC;SG
ukraina	ukraine	ukraina	ukraine	ADJ	PROPN
ukraina	украина	ukraina	украина	ADJ	N;INAN;NOM;FEM;SG
ukraina	украину	ukraina	украина	ADJ	N;INAN;ACC;FEM;SG
ukraina	украинцы	ukraina	украинец	ADJ	N;ANIM;NOM;MASC;PL
keele	язык	keel	язык	N;GEN;SG	N;INAN;NOM;MASC;SG
keele	язык	keel	язык	N;GEN;SG	N;INAN;NOM;MASC;SG
der	дер	der	дер	N;NOM;SG	ADV
mail	почте	mai	почта	N;AT+ESS
;SG	N;INAN;DAT;FEM;SG
mail	mail	mai	mail	N;AT+ESS
;SG	PROPN
mail	почта	mai	почта	N;AT+ESS
;SG	N;INAN;NOM;FEM;SG
austria	австрии	austria	австрия	ADJ	N;INAN;NOM;FEM;SG
austria	австрии	austria	австрия	ADJ	N;INAN;NOM;FEM;SG
austria	австрия	austria	австрия	ADJ	N;INAN;NOM;FEM;SG
õpetaja	master	õpetaja	master	N;NOM;SG	PROPN
surma	death	surm	death	N;PRT;SG	PROPN
surma	смерть	surm	смерть	N;PRT;SG	N;INAN;NOM;FEM;SG
vaadatud	посмотрели	vaatama	смотреть	V;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
jõgi	ривер	jõgi	ривер	N;NOM;SG	
jõgi	реки	jõgi	река	N;NOM;SG	N;INAN;NOM;FEM;PL
poole	пул	pool	пуля	NUM;NOM;SG	N;INAN;NOM;MASC;SG
poole	пула	pool	пул	NUM;NOM;SG	N;INAN;GEN;MASC;SG
pool	полу	pool	пол	NUM;NOM;SG	N;INAN;DAT;MASC;SG
pool	половины	pool	половина	NUM;NOM;SG	N;INAN;NOM;FEM;PL
pool	половина	pool	половина	NUM;NOM;SG	N;INAN;NOM;FEM;SG
pool	половину	pool	половина	NUM;NOM;SG	N;INAN;ACC;FEM;SG
pool	наполовину	pool	наполовину	NUM;NOM;SG	ADV
leedu	литвы	leedu	литв	ADJ	N;INAN;NOM;FEM;PL
leedu	литве	leedu	литв	ADJ	N;INAN;NOM;FEM;SG
leedu	литвы	leedu	литв	ADJ	N;INAN;NOM;FEM;PL
leedu	литва	leedu	литва	ADJ	N;INAN;NOM;FEM;SG
kelle	чьи	kes	чей	PRO;GEN;SG	DET;NOM;PL
kelle	чей	kes	чей	PRO;GEN;SG	DET;NOM;MASC;SG
kelle	чье	kes	чей	PRO;GEN;SG	DET;NOM;NEUT;SG
kelle	чья	kes	чей	PRO;GEN;SG	DET;NOM;FEM;SG
moskva	moscow	moskev	moscow	ADJ	PROPN
moskva	москва	moskev	москва	ADJ	N;INAN;NOM;FEM;SG
mõned	некоторых	mõni	некоторый	PRO;NOM;PL	DET;GEN;PL
mõned	некоторые	mõni	некоторый	PRO;NOM;PL	DET;NOM;PL
jaapani	japan	jaapani	japan	ADJ	PROPN
jaapani	японии	jaapani	япония	ADJ	N;INAN;NOM;FEM;SG
jaapani	япония	jaapani	япония	ADJ	N;INAN;NOM;FEM;SG
jaapani	японцы	jaapani	японец	ADJ	N;ANIM;NOM;MASC;PL
jaapani	японии	jaapani	япония	ADJ	N;INAN;NOM;FEM;SG
seas	среди	seas	среди	ADV	ADP
ette	передние	ette	передний	ADV	ADJ;NOM;PL
ette	передняя	ette	передний	ADV	ADJ;NOM;FEM;SG
ette	фронт	ette	фронт	ADV	N;INAN;NOM;MASC;SG
ette	аванс	ette	аванс	ADV	N;INAN;NOM;MASC;SG
hiina	china	hiina	china	ADJ	PROPN
hiina	китай	hiina	китай	ADJ	N;INAN;NOM;MASC;SG
hiina	кнр	hiina	кнр	ADJ	N;INAN;NOM;MASC;SG
hiina	китайцы	hiina	китаец	ADJ	N;ANIM;NOM;MASC;PL
hiina	китая	hiina	китай	ADJ	N;INAN;GEN;MASC;SG
sel	sel	see	sel	PRO;AT+ESS
;SG	PROPN
raamat	книгу	raamat	книга	N;NOM;SG	N;INAN;ACC;FEM;SG
ungari	венгрии	ungari	венгрия	ADJ	N;INAN;NOM;FEM;SG
ungari	венгрия	ungari	венгрия	ADJ	N;INAN;NOM;FEM;SG
ungari	венгрии	ungari	венгрия	ADJ	N;INAN;NOM;FEM;SG
siin	вот	siin	вот	ADV	PART
ilma	без	ilma	без	ADV	ADP
esimees	председателю	esi_mees	председатель	N;NOM;SG	N;ANIM;DAT;MASC;SG
esimees	председателя	esi_mees	председатель	N;NOM;SG	N;ANIM;ACC;MASC;SG
suurim	величайших	suurim	великий	ADJ;NOM;RL;SG	ADJ;GEN;RL;PL
suurim	крупнейшие	suurim	крупный	ADJ;NOM;RL;SG	ADJ;NOM;RL;PL
suurim	наибольшая	suurim	наибольший	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
suurim	крупнейших	suurim	крупный	ADJ;NOM;RL;SG	ADJ;GEN;RL;PL
alustas	начали	alustama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
alustas	начато	alustama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
alustas	началось	alustama	начаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
riik	страны	riik	страна	N;NOM;SG	N;INAN;NOM;FEM;PL
perekond	семейное	perekond	семейный	N;NOM;SG	ADJ;NOM;NEUT;SG
perekond	семьи	perekond	семья	N;NOM;SG	N;INAN;NOM;FEM;PL
perekond	родные	perekond	родной	N;NOM;SG	ADJ;NOM;PL
ilmus	появилась	ilmuma	появиться	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;MID
ilmus	появился	ilmuma	появиться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
lähedal	закрыть	lähedal	закрыть	ADV	V;PFV;NFIN;ACT
lähedal	закройте	lähedal	закрыть	ADV	V;PFV;IMP;PL;2;FIN;ACT
isegi	даже	isegi	даже	ADV	PART
kuidas	как	kuidas	как	ADV	CONJ
anti	анти	andma	анти	V;IND;PST;FIN;PASS	
elas	жили	elama	жить	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
jääb	останки	jääma	останки	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
jääb	остаётся	jääma	оставаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
jääb	останется	jääma	остаться	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;MID
neil	нил	tema	ниллима	PRO;AT+ESS
;PL;3	N;ANIM;NOM;MASC;SG
neil	нила	tema	нило	PRO;AT+ESS
;PL;3	N;INAN;GEN;MASC;SG
saar	острова	saar	остров	N;NOM;SG	N;INAN;NOM;MASC;PL
saar	island	saar	island	N;NOM;SG	PROPN
saar	островных	saar	островной	N;NOM;SG	ADJ;GEN;PL
saa	получите	saama	получить	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;PL;2;FUT;FIN;ACT
riia	рига	riia	риг	ADJ	N;INAN;NOM;FEM;SG
kasutatud	используется	kasutama	использовать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kasutatud	используемый	kasutama	использовать	V;PST;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
kasutatud	используемые	kasutama	использовать	V;PST;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
teised	другие	teine	другой	PRO;NOM;PL	ADJ;NOM;PL
teised	прочие	teine	прочий	PRO;NOM;PL	ADJ;NOM;PL
pikkus	длину	pikkus	длина	N;NOM;SG	N;INAN;ACC;FEM;SG
teada	известные	teadma	известный	V;NFIN	ADJ;NOM;PL
teada	известное	teadma	известный	V;NFIN	ADJ;NOM;NEUT;SG
teada	известный	teadma	известный	V;NFIN	ADJ;NOM;MASC;SG
teada	известен	teadma	известный	V;NFIN	ADJ;MASC;SG
teada	известная	teadma	известный	V;NFIN	ADJ;NOM;FEM;SG
aega	время	aeg	время	N;PRT;SG	N;INAN;NOM;NEUT;SG
aega	времени	aeg	время	N;PRT;SG	N;INAN;GEN;NEUT;SG
aega	тайм	aeg	тайма	N;PRT;SG	N;INAN;NOM;MASC;SG
aega	time	aeg	time	N;PRT;SG	PROPN
ema	мам	ema	мы	N;NOM;SG	N;ANIM;GEN;FEM;PL
akadeemia	академии	akadeemia	академия	N;NOM;SG	N;INAN;NOM;FEM;PL
aja	время	aeg	время	N;GEN;SG	N;INAN;NOM;NEUT;SG
aja	тайм	aeg	тайма	N;GEN;SG	N;INAN;NOM;MASC;SG
aja	time	aeg	time	N;GEN;SG	PROPN
viljandi	вильянди	viljand	вильянди	ADJ	N;INAN;NOM;MASC;SG
mitu	несколько	mitu	несколько	PRO;NOM;SG	ADV
mitu	несколько	mitu	несколько	PRO;NOM;SG	ADV
mitu	множественные	mitu	множественный	PRO;NOM;SG	ADJ;NOM;PL
nõukogu	совета	nõu_kogu	совет	N;NOM;SG	N;INAN;GEN;MASC;SG
und	мечтаю	uni	мечтать	N;PRT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
und	мечтать	uni	мечтать	N;PRT;SG	V;IPFV;NFIN;ACT
liiga	лиги	liiga	лига	ADV	N;INAN;NOM;FEM;SG
liiga	лига	liiga	лиго	ADV	N;INAN;NOM;FEM;SG
liiga	тоже	liiga	тоже	ADV	PART
http	http	http	http	N;NOM	PROPN
muusika	музыку	muusika	музыка	N;NOM;SG	N;INAN;ACC;FEM;SG
muusika	music	muusika	music	N;NOM;SG	PROPN
viimane	последние	viimane	последний	ADJ;NOM;SG	ADJ;NOM;PL
viimane	last	viimane	last	ADJ;NOM;SG	PROPN
meie	наши	mina	наш	PRO;NOM;PL;1	DET;NOM;PL
meie	наше	mina	наш	PRO;NOM;PL;1	DET;NOM;NEUT;SG
meie	наш	mina	наш	PRO;NOM;PL;1	DET;NOM;MASC;SG
meie	наша	mina	наш	PRO;NOM;PL;1	DET;NOM;FEM;SG
sõna	word	sõna	word	N;NOM;SG	PROPN
maha	down	maha	down	ADV	PROPN
for	для	for	для	N;NOM;SG	ADP
for	for	for	for	N;NOM;SG	PROPN
for	за	for	за	N;NOM;SG	ADP
antud	учитывая	antud	учитывать	ADJ;PST;V.PTCP;PASS	V;IPFV;PRS;V.CVB;ACT
antud	предоставлен	antud	предоставить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
antud	предоставлено	antud	предоставить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
hea	хорошо	hea	хорошо	ADJ;NOM;SG	ADV
võimu	власть	võim	власть	N;PRT;SG	N;INAN;NOM;FEM;SG
võimu	сила	võim	сила	N;PRT;SG	N;INAN;NOM;FEM;SG
võimu	мощь	võim	мощь	N;PRT;SG	N;INAN;NOM;FEM;SG
võimu	power	võim	power	N;PRT;SG	PROPN
võimu	мощность	võim	мощность	N;PRT;SG	N;INAN;NOM;FEM;SG
järve	озеро	järv	озеро	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;NEUT;SG
järve	лейк	järv	лейк	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
järve	ярве	järv	ярва	N;IN+ALL;LGSPEC1;SG	
koosneb	состоящие	koosnema	состоять	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
paljud	многих	palju	много	PRO;NOM;PL	NUM
paljud	много	palju	много	PRO;NOM;PL	ADV
paljud	многим	palju	много	PRO;NOM;PL	NUM
paljud	многие	palju	много	PRO;NOM;PL	NUM
liit	union	liit	union	N;NOM;SG	PROPN
liit	союза	liit	союз	N;NOM;SG	N;INAN;GEN;MASC;SG
algas	начали	algama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
algas	начато	algama	начать	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
algas	началось	algama	начаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
algas	началось	algama	начаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
meetrit	метрах	meeter	метр	N;PRT;SG	N;INAN;ESS;MASC;PL
meetrit	метров	meeter	метр	N;PRT;SG	N;INAN;GEN;MASC;PL
meetrit	метров	meeter	метр	N;PRT;SG	N;INAN;GEN;MASC;PL
klassi	класс	klass	класс	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
ees	передние	ees	передний	ADV	ADJ;NOM;PL
ees	передняя	ees	передний	ADV	ADJ;NOM;FEM;SG
ees	фронт	ees	фронт	ADV	N;INAN;NOM;MASC;SG
moodustati	сформировали	moodustama	сформировать	V;IND;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
sõda	войны	sõda	война	N;NOM;SG	N;INAN;NOM;FEM;PL
sõda	war	sõda	war	N;NOM;SG	PROPN
viru	виру	virg	вир	N;NOM;SG	N;INAN;ACC;MASC;SG
martin	martin	martin	martin	N;NOM;SG	PROPN
midagi	ничего	miski	ничто	PRO;PRT;SG	PRO;GEN
midagi	ничто	miski	ничто	PRO;PRT;SG	PRO;NOM
raamatukogu	библиотеки	raamatu_kogu	библиотека	N;NOM;SG	N;INAN;NOM;FEM;PL
päeva	дни	päev	день	N;PRT;SG	N;INAN;NOM;MASC;PL
päeva	days	päev	days	N;PRT;SG	PROPN
päeva	дней	päev	день	N;PRT;SG	N;INAN;GEN;MASC;PL
päeva	день	päev	день	N;PRT;SG	N;INAN;NOM;MASC;SG
päeva	day	päev	day	N;PRT;SG	PROPN
päeva	дэй	päev	дэй	N;PRT;SG	N;INAN;NOM;MASC;SG
ajalugu	истории	aja_lugu	история	N;NOM;SG	N;INAN;NOM;FEM;PL
töö	работы	töö	работа	N;NOM;SG	N;INAN;NOM;FEM;PL
https	https	https	https	N;NOM;SG	PROPN
ordu	заказать	ordu	заказать	N;NOM;SG	V;PFV;NFIN;ACT
mängis	играли	mängima	играть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
tehtud	сделал	tegema	делать	V;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
kooli	школе	kool	школа	N;PRT;SG	N;INAN;DAT;FEM;SG
kooli	school	kool	school	N;PRT;SG	PROPN
kooli	школа	kool	школа	N;PRT;SG	N;INAN;NOM;FEM;SG
kooli	школы	kool	школа	N;PRT;SG	N;INAN;NOM;FEM;PL
san	san	san	san	N;NOM;SG	PROPN
san	сан	san	сан	N;NOM;SG	
juhataja	manager	juhataja	manager	N;NOM;SG	PROPN
juhataja	управляющий	juhataja	управлять	N;NOM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
inimesed	народ	inimene	народ	N;NOM;PL	N;INAN;NOM;MASC;SG
inimesed	людей	inimene	человек	N;NOM;PL	N;ANIM;GEN;MASC;PL
abiellus	женился	abi_elluma	жениться	V;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;MID
abiellus	женаты	abi_elluma	жената	V;IND;SG;3;PST;FIN;ACT	ADJ;PL
abiellus	замужем	abi_elluma	замужем	V;IND;SG;3;PST;FIN;ACT	N;ANIM;INS;MASC;SG
abiellus	женат	abi_elluma	женатый	V;IND;SG;3;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
vähem	меньше	vähem	мало	ADV	NUM
vähem	меньше	vähem	мало	ADV	NUM
tööd	работа	töö	работа	N;PRT;SG	N;INAN;NOM;FEM;SG
tööd	работы	töö	работа	N;PRT;SG	N;INAN;NOM;FEM;PL
tööd	труд	töö	труд	N;PRT;SG	N;INAN;NOM;MASC;SG
asuvad	расположенных	asuma	расположенный	V;IND;PL;3;PRS;FIN;ACT	ADJ;GEN;PL
asuvad	расположенный	asuma	расположенный	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
anna	анна	andma	анна	V;IMP;SG;2;PRS;FIN;ACT	N;ANIM;NOM;FEM;SG
anna	дайте	andma	дать	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
ala	аля	ala	аля	N;NOM;SG	
gustav	густав	gustav	густав	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
kirjutas	написали	kirjutama	писать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
minu	мое	mina	мой	PRO;GEN;SG;1	DET;NOM;NEUT;SG
minu	моя	mina	мой	PRO;GEN;SG;1	DET;NOM;FEM;SG
minu	мой	mina	мой	PRO;GEN;SG;1	DET;NOM;MASC;SG
minu	мои	mina	мой	PRO;GEN;SG;1	DET;NOM;PL
sissekanne	въезда	sisse_kanne	въезд	N;NOM;SG	N;INAN;GEN;MASC;SG
aafrika	африканский	aafrika	африканский	N;NOM;SG	ADJ;NOM;MASC;SG
aafrika	африканского	aafrika	африканский	N;NOM;SG	ADJ;GEN;MASC;SG
aafrika	африканские	aafrika	африканский	N;NOM;SG	ADJ;NOM;PL
aafrika	африканская	aafrika	африканский	N;NOM;SG	ADJ;NOM;FEM;SG
ametlik	официальных	ametlik	официальный	ADJ;NOM;SG	ADJ;GEN;PL
ametlik	официальные	ametlik	официальный	ADJ;NOM;SG	ADJ;NOM;PL
ametlik	формальные	ametlik	формальный	ADJ;NOM;SG	ADJ;NOM;PL
oja	брук	oja	брук	N;NOM;SG	
miljonit	миллионов	miljon	миллион	NUM;NOM;SG	N;INAN;GEN;MASC;PL
miljonit	миллион	miljon	миллион	NUM;NOM;SG	N;INAN;NOM;MASC;SG
miljonit	млн	miljon	миллион	NUM;NOM;SG	N;INAN;NOM;MASC;SG
miljonit	миллиона	miljon	миллион	NUM;NOM;SG	N;INAN;GEN;MASC;SG
aeg	времени	aeg	время	N;NOM;SG	N;INAN;GEN;NEUT;SG
aeg	time	aeg	time	N;NOM;SG	PROPN
teatas	сообщалось	teatama	сообщать	V;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
teatas	сообщено	teatama	сообщить	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
teatas	сообщается	teatama	сообщать	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
teatas	сообщили	teatama	сообщить	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
teatas	объявлено	teatama	объявить	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
teatas	объявили	teatama	объявить	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
teatas	объявленные	teatama	объявить	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
meetri	метр	meeter	метр	N;GEN;SG	N;INAN;NOM;MASC;SG
meetri	счетчик	meeter	счетчик	N;GEN;SG	N;INAN;NOM;MASC;SG
meetri	метр	meeter	метр	N;GEN;SG	N;INAN;NOM;MASC;SG
meetri	метров	meeter	метр	N;GEN;SG	N;INAN;GEN;MASC;PL
kanada	canada	kanama	canada	N;NOM;SG	PROPN
kanada	канаду	kanama	канада	N;NOM;SG	N;INAN;ACC;FEM;SG
kanada	канадский	kanama	канадский	N;NOM;SG	ADJ;NOM;MASC;SG
kanada	канадская	kanama	канадский	N;NOM;SG	ADJ;NOM;FEM;SG
kanada	канадские	kanama	канадский	N;NOM;SG	ADJ;NOM;PL
kanada	канады	kanama	канада	N;NOM;SG	N;INAN;NOM;FEM;PL
mõju	последствия	mõju	последствие	N;NOM;SG	N;INAN;NOM;NEUT;PL
mõju	последствия	mõju	последствие	N;NOM;SG	N;INAN;NOM;NEUT;PL
mõju	эффекты	mõju	эффект	N;NOM;SG	N;INAN;NOM;MASC;PL
peaks	должен	pidama	должен	V;COND;PRS;FIN;ACT	ADJ;MASC;SG
peaks	должны	pidama	должен	V;COND;PRS;FIN;ACT	ADJ;PL
arutelu	обсуждения	arutelu	обсуждение	N;NOM;SG	N;INAN;NOM;NEUT;PL
arutelu	дискуссии	arutelu	дискуссия	N;NOM;SG	N;INAN;NOM;FEM;PL
arutelu	прений	arutelu	прение	N;NOM;SG	N;INAN;GEN;NEUT;PL
arutelu	прения	arutelu	прения	N;NOM;SG	N;INAN;NOM;NEUT;PL
arutelu	дебаты	arutelu	дебаты	N;NOM;SG	N;INAN;NOM;MASC;PL
eri	emi	eri	emi	ADJ	PROPN
eri	эри	eri	эрот	ADJ	N;INAN;NOM;MASC;SG
kesk	центральная	kesk	центральный	N;NOM;SG	ADJ;NOM;FEM;SG
kesk	центральное	kesk	центральный	N;NOM;SG	ADJ;NOM;NEUT;SG
kesk	центральной	kesk	центральный	N;NOM;SG	ADJ;INS;FEM;SG
kesk	центральный	kesk	центральный	N;NOM;SG	ADJ;NOM;MASC;SG
valge	белые	valge	белый	ADJ;NOM;SG	ADJ;NOM;PL
valge	уайт	valge	уайт	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
valge	white	valge	white	ADJ;NOM;SG	PROPN
kunstnik	artist	kunstnik	artist	N;NOM;SG	PROPN
avati	открыл	avama	открыть	V;IND;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
avati	открыли	avama	открыть	V;IND;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
pea	head	pea	head	N;NOM;SG	PROPN
pea	голову	pea	голова	N;NOM;SG	N;INAN;ACC;FEM;SG
rahvusvaheline	международные	rahvus_vaheline	международный	ADJ;NOM;SG	ADJ;NOM;PL
michael	michael	michael	michael	N;NOM;SG	PROPN
inimene	человеческое	inimene	человеческий	N;NOM;SG	ADJ;NOM;NEUT;SG
inimene	человеческая	inimene	человеческий	N;NOM;SG	ADJ;NOM;FEM;SG
inimene	человека	inimene	человек	N;NOM;SG	N;ANIM;ACC;MASC;SG
ilmunud	появилась	ilmuma	появиться	V;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;MID
ilmunud	появился	ilmuma	появиться	V;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
maja	house	maja	house	N;NOM;SG	PROPN
maja	хауз	maja	хауз	N;NOM;SG	
maja	хаус	maja	хаус	N;NOM;SG	INTJ
austraalia	австралийский	austraalia	австралийский	N;NOM;SG	ADJ;NOM;MASC;SG
austraalia	австралийская	austraalia	австралийский	N;NOM;SG	ADJ;NOM;FEM;SG
austraalia	австралии	austraalia	австралия	N;NOM;SG	N;INAN;NOM;FEM;PL
austraalia	австралии	austraalia	австралия	N;NOM;SG	N;INAN;NOM;FEM;PL
des	des	des	des	N;NOM;SG	PROPN
võru	браслет	võru	браслет	ADJ	N;INAN;NOM;MASC;SG
võru	ошейник	võru	ошейник	ADJ	N;ANIM;NOM;MASC;SG
võru	воротник	võru	воротник	ADJ	N;INAN;NOM;MASC;SG
säilinud	оставляется	säilima	оставлять	V;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
tegevus	меры	tegevus	мера	N;NOM;SG	N;INAN;NOM;FEM;PL
tegevus	действий	tegevus	действие	N;NOM;SG	N;INAN;GEN;NEUT;PL
tegevus	действия	tegevus	действие	N;NOM;SG	N;INAN;NOM;NEUT;PL
tegevus	мероприятия	tegevus	мероприятие	N;NOM;SG	N;INAN;NOM;NEUT;PL
tegevus	действия	tegevus	действие	N;NOM;SG	N;INAN;NOM;NEUT;PL
muu	другой	muu	другой	PRO;NOM;SG	ADJ;NOM;MASC;SG
muu	другая	muu	другой	PRO;NOM;SG	ADJ;NOM;FEM;SG
muu	другое	muu	другой	PRO;NOM;SG	ADJ;NOM;NEUT;SG
muu	другие	muu	другой	PRO;NOM;SG	ADJ;NOM;PL
muu	прочие	muu	прочий	PRO;NOM;SG	ADJ;NOM;PL
ehitatud	построили	ehitama	строить	V;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
carl	карл	carl	карл	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
filmi	фильм	film	фильм	N;PRT;SG	N;INAN;NOM;MASC;SG
filmi	кино	film	кино	N;PRT;SG	N;INAN;NOM;NEUT;SG
filmi	фильм	film	фильм	N;PRT;SG	N;INAN;NOM;MASC;SG
filmi	film	film	film	N;PRT;SG	PROPN
filmi	кино	film	кино	N;PRT;SG	N;INAN;NOM;NEUT;SG
hästi	ну	hästi	ну	ADV	PART
ladina	латинской	ladina	латинский	N;NOM;SG	ADJ;INS;FEM;SG
ladina	латинская	ladina	латинский	N;NOM;SG	ADJ;NOM;FEM;SG
sisaldab	содержащие	sisaldama	содержать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
sisaldab	содержащих	sisaldama	содержать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
kaotas	потерянный	kaotama	потерянный	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
