月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
周	týždňa	周	týždeň	PROPN	N;INAN;GEN;MASC;SG
周	týždeň	周	týždeň	PROPN	N;INAN;ACC;MASC;SG
周	tyzden	周	tyzden	PROPN	INTJ
周	týždňov	周	týždeň	PROPN	N;INAN;GEN;MASC;PL
周	týždne	周	týždeň	PROPN	N;INAN;NOM;MASC;PL
周	čou	周	čo	PROPN	PROPN;NOM;FEM;SG
周	chow	周	chow	PROPN	PROPN;ANIM;NOM;MASC;SG
石	stone	石	stoňa	N	PROPN;ANIM;NOM;MASC;SG
建立	tvorba	建立	tvorba	V	N;NOM;FEM;SG
建立	stvorenie	建立	stvorenie	V	N;NOM;NEUT;SG
建立	vytváranie	建立	vytváranie	V	N;NOM;NEUT;SG
建立	vytvorenie	建立	vytvorenie	V	N;NOM;NEUT;SG
建立	založenie	建立	založenie	V	N;NOM;NEUT;SG
建立	zriadenie	建立	zriadenie	V	N;NOM;NEUT;SG
建立	ustanovenie	建立	ustanovenie	V	N;NOM;NEUT;SG
生活	žijúci	生活	žijúci	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
生活	žijúce	生活	žijúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
生活	života	生活	život	V	N;INAN;GEN;MASC;SG
生活	life	生活	lifa	V	
生活	zivot	生活	zivot	V	INTJ
生活	život	生活	život	V	N;INAN;NOM;MASC;SG
派	koláč	派	koláč	V;CAUS	N;INAN;NOM;MASC;SG
派	koláča	派	koláč	V;CAUS	N;INAN;GEN;MASC;SG
教育	vzdelávacie	教育	vzdelávací	N	ADJ;NOM;NEUT;SG
之後	po	之後	po	N	ADP;ESS
萬	wan	萬	wan	PROPN	N;INAN;NOM;MASC;SG
國際	medzinárodný	國際	medzinárodný	N	ADJ;INAN;NOM;MASC;SG
國際	medzinárodná	國際	medzinárodný	N	ADJ;NOM;FEM;SG
國際	medzinárodné	國際	medzinárodný	N	ADJ;NOM;NEUT;SG
國際	medzinárodných	國際	medzinárodný	N	ADJ;GEN;MASC;PL
獎	awards	獎	awards	N	
完成	hotové	完成	hotový	V	ADJ;NOM;NEUT;SG
完成	ukončené	完成	ukončený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
完成	dokončené	完成	dokončený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
完成	hotová	完成	hotový	V	ADJ;NOM;FEM;SG
完成	urobené	完成	urobený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
完成	hotové	完成	hotový	V	ADJ;NOM;NEUT;SG
完成	hotovo	完成	hotovo	V	ADV
完成	vykonané	完成	vykonaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
完成	úplné	完成	úplný	V	ADJ;NOM;NEUT;SG
完成	kompletný	完成	kompletný	V	ADJ;INAN;NOM;MASC;SG
完成	kompletná	完成	kompletný	V	ADJ;NOM;FEM;SG
完成	kompletné	完成	kompletný	V	ADJ;NOM;NEUT;SG
白	biela	白	biely	N	ADJ;NOM;FEM;SG
白	biely	白	biely	N	ADJ;ANIM;NOM;MASC;SG
白	white	白	whit	N	PROPN;ANIM;NOM;MASC;SG
白	biele	白	biely	N	ADJ;NOM;NEUT;SG
白	bielo	白	bielo	N	ADV
白	bai	白	bai	N	PROPN;ANIM;NOM;MASC;SG
音樂	hudobné	音樂	hudobný	N	ADJ;NOM;NEUT;SG
音樂	hudobná	音樂	hudobný	N	ADJ;NOM;FEM;SG
音樂	hudobný	音樂	hudobný	N	ADJ;ANIM;NOM;MASC;SG
音樂	hudobná	音樂	hudobný	N	ADJ;NOM;FEM;SG
音樂	hudobné	音樂	hudobný	N	ADJ;NOM;NEUT;SG
音樂	musical	音樂	musicať	N	PROPN;ANIM;NOM;MASC;SG
沙	sha	沙	sha	PROPN	PROPN;ANIM;NOM;MASC;SG
沙	piesok	沙	piesok	PROPN	N;INAN;NOM;MASC;SG
沙	piesku	沙	pieska	PROPN	N;INAN;GEN;MASC;SG
沙	shah	沙	shah	PROPN	PROPN;ANIM;NOM;MASC;SG
沙	šach	沙	šach	PROPN	N;INAN;NOM;MASC;SG
他們	ony	他	ona	PRO;PL;3	N;NOM;MASC;PL
可能	možná	可能	možný	N	ADJ;NOM;FEM;SG
可能	možné	可能	možný	N	ADJ;NOM;NEUT;SG
可能	možný	可能	možný	N	ADJ;ANIM;NOM;MASC;SG
可能	mozne	可能	mozne	N	
分布	rozdelenia	分布	rozdelenie	V	N;NOM;NEUT;PL
分布	rozdeľovanie	分布	rozdeľovanie	V	N;NOM;NEUT;SG
分布	distribúcie	分布	distribúcia	V	N;NOM;FEM;PL
分布	rozloženie	分布	rozloženie	V	N;NOM;NEUT;SG
分布	rozdeľovanie	分布	rozdeľovanie	V	N;NOM;NEUT;SG
分布	distribúcia	分布	distribúcia	V	N;NOM;FEM;SG
分布	rozdelenie	分布	rozdelenie	V	N;NOM;NEUT;SG
分布	distribuované	分布	distribuovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
分布	rozdelené	分布	rozdelený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
地區	okres	地區	okres	N	INTJ
車	car	車	car	N	PROPN;ANIM;NOM;MASC;SG
車	cars	車	cars	N	PROPN;ANIM;NOM;MASC;SG
梅	májové	梅	májový	PROPN	ADJ;NOM;NEUT;SG
梅	mája	梅	máj	PROPN	N;INAN;GEN;MASC;SG
梅	môže	梅	môcť	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
梅	máj	梅	mať	PROPN	INTJ
梅	mei	梅	mei	PROPN	N;INAN;NOM;MASC;SG
中文	čínska	中文	čínsky	N	ADJ;NOM;FEM;SG
中文	čínske	中文	čínsky	N	ADJ;NOM;NEUT;SG
中文	čínsky	中文	čínsky	N	ADJ;ANIM;NOM;MASC;SG
中文	čínskych	中文	čínsky	N	ADJ;GEN;MASC;PL
自由	voľné	自由	voľný	N	ADJ;NOM;NEUT;SG
自由	slobodný	自由	slobodný	N	ADJ;ANIM;NOM;MASC;SG
自由	free	自由	free	N	
自由	voľný	自由	voľný	N	ADJ;ANIM;NOM;MASC;SG
黃	wong	黃	wong	PROPN	PROPN;ANIM;NOM;MASC;SG
黃	hwang	黃	hwang	PROPN	PROPN;ANIM;NOM;MASC;SG
黃	huang	黃	huang	PROPN	PROPN;ANIM;NOM;MASC;SG
黃	žlté	黃	žltý	PROPN	ADJ;NOM;NEUT;SG
黃	žltý	黃	žltý	PROPN	ADJ;ANIM;NOM;MASC;SG
黃	žltá	黃	žltý	PROPN	ADJ;NOM;FEM;SG
光	ľahký	光	ľahký	N	ADJ;INAN;NOM;MASC;SG
重要	dôležitosť	重要	dôležitosť	ADJ	N;NOM;FEM;SG
重要	význam	重要	význam	ADJ	N;INAN;NOM;MASC;SG
重要	dolezite	重要	dolezit	ADJ	
工程	inžinierske	工程	inžiniersky	N	ADJ;NOM;NEUT;SG
工程	funguje	工程	fungovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
工程	pracuje	工程	pracovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
港	harbor	港	harbor	PROPN	N;INAN;NOM;MASC;SG
港	prístav	港	prístava	PROPN	N;INAN;NOM;MASC;SG
港	prístavu	港	prístava	PROPN	N;INAN;GEN;MASC;SG
港	prístav	港	prístava	PROPN	N;INAN;NOM;MASC;SG
港	port	港	port	PROPN	N;INAN;NOM;MASC;SG
港	prístav	港	prístava	PROPN	N;INAN;NOM;MASC;SG
港	harbour	港	harbour	PROPN	N;INS;FEM;SG
港	prístavu	港	prístava	PROPN	N;INAN;GEN;MASC;SG
港	prístavné	港	prístavný	PROPN	ADJ;NOM;NEUT;SG
列	kolóna	列	kolón	V	N;NOM;FEM;SG
列	stĺpec	列	stĺpec	V	N;INAN;NOM;MASC;SG
列	stĺpci	列	stĺpec	V	N;INAN;NOM;MASC;SG
最後	posledným	最後	posledný	N	ADJ;INS;NEUT;SG
最後	posledný	最後	posledný	N	ADJ;INAN;NOM;MASC;SG
最後	naposledy	最後	naposledy	N	ADV
最後	posledné	最後	posledný	N	ADJ;NOM;NEUT;SG
提交	predloženie	提交	predloženie	V	N;NOM;NEUT;SG
提交	predkladanie	提交	predkladanie	V	N;NOM;NEUT;SG
提交	podanie	提交	podanie	V	N;NOM;NEUT;SG
提交	predložený	提交	predložený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
提交	predkladané	提交	predkladaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
提交	predložené	提交	predložený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
提交	odovzdané	提交	odovzdaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
一般	spravidla	一般	spravidlo	ADV	N;NOM;NEUT;SG
經	sutra	經	sutra	ADP	N;NOM;FEM;SG
需要	treba	需要	treba	V	ADV
需要	potrebné	需要	potrebný	V	ADJ;NOM;NEUT;SG
需要	potreba	需要	potreba	V	N;NOM;FEM;SG
需要	potrebný	需要	potrebný	V	ADJ;INAN;NOM;MASC;SG
需要	potrebné	需要	potrebný	V	ADJ;NOM;NEUT;SG
需要	potrebná	需要	potrebný	V	ADJ;NOM;FEM;SG
需要	potrieb	需要	potrieb	V	N;GEN;FEM;PL
需要	potreby	需要	potreba	V	N;NOM;FEM;PL
江	rieke	江	rieka	PROPN	N;DAT;FEM;SG
江	river	江	river	PROPN	PROPN;ANIM;NOM;MASC;SG
江	riečna	江	riečno	PROPN	ADJ;NOM;FEM;SG
江	rieka	江	rieka	PROPN	N;NOM;FEM;SG
江	rieky	江	rieka	PROPN	N;NOM;FEM;PL
江	jiang	江	jiang	PROPN	PROPN;ANIM;NOM;MASC;SG
臺灣	taiwan	臺灣	taiwan	PROPN	N;INAN;NOM;MASC;SG
臺灣	taiwanu	臺灣	taiwan	PROPN	N;INAN;GEN;MASC;SG
最佳	optimálne	最佳	optimálne	ADJ	ADV
最佳	optimálne	最佳	optimálne	ADJ	ADV
泰	tae	泰	tae	PROPN	INTJ
泰	tai	泰	tai	PROPN	
電視	tv	電視	tv	N	
電視	televízne	電視	televízny	N	ADJ;NOM;NEUT;SG
登	deng	登	deng	N	PROPN;ANIM;NOM;MASC;SG
黑	dark	黑	dark	N	
黑	temné	黑	temný	N	ADJ;NOM;NEUT;SG
黑	tmavá	黑	tmavý	N	ADJ;NOM;FEM;SG
黑	tmavé	黑	tmavý	N	ADJ;NOM;NEUT;SG
黑	tmavý	黑	tmavý	N	ADJ;ANIM;NOM;MASC;SG
黑	čierne	黑	čierny	N	ADJ;NOM;NEUT;SG
黑	black	黑	black	N	PROPN;ANIM;NOM;MASC;SG
黑	čierny	黑	čierny	N	ADJ;ANIM;NOM;MASC;SG
黑	čierna	黑	čierny	N	ADJ;NOM;FEM;SG
花	hana	花	hana	N	PROPN;NOM;FEM;SG
神	bože	神	bože	N	INTJ
遊戲	game	遊戲	gama	N	
清	qing	清	qing	PROPN	PROPN;ANIM;NOM;MASC;SG
最高	top	最高	top	ADJ	PROPN;ANIM;NOM;MASC;SG
最高	vrchol	最高	vrchol	ADJ	N;INAN;NOM;MASC;SG
最高	vrch	最高	vrch	ADJ	N;INAN;NOM;MASC;SG
最高	najvyššie	最高	vysoko	ADJ	ADV;RL
最高	supreme	最高	suprem	ADJ	N;INAN;NOM;MASC;SG
要求	požiadavku	要求	požiadavka	V	N;ACC;FEM;SG
要求	požiadavka	要求	požiadavka	V	N;NOM;FEM;SG
要求	požiadavky	要求	požiadavka	V	N;NOM;FEM;PL
要求	požiadavky	要求	požiadavka	V	N;NOM;FEM;PL
要求	žiadosť	要求	žiadosť	V	N;NOM;FEM;SG
要求	požiadavka	要求	požiadavka	V	N;NOM;FEM;SG
要求	prosba	要求	prosba	V	N;NOM;FEM;SG
要求	dopytu	要求	dopyt	V	N;INAN;GEN;MASC;SG
要求	dopyt	要求	dopyt	V	N;INAN;NOM;MASC;SG
要求	žiadostí	要求	žiadosť	V	N;GEN;FEM;PL
要求	požiadavky	要求	požiadavka	V	N;NOM;FEM;PL
要求	žiadosti	要求	žiadosť	V	N;NOM;FEM;PL
讓	jean	讓	jean	V;CAUS	PROPN;ANIM;NOM;MASC;SG
讓	jeana	讓	jeana	V;CAUS	PROPN;ANIM;ACC;MASC;SG
讓	nech	讓	nech	V;CAUS	PART
發現	nájdený	發現	nájdený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
發現	nájdené	發現	nájdený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
發現	objavenie	發現	objavenie	V	N;NOM;NEUT;SG
發現	objav	發現	objav	V	N;INAN;NOM;MASC;SG
只有	ibaže	只有	ibaže	ADP	CONJ
只有	iba	只有	iba	ADP	PART
只有	len	只有	len	ADP	PART
只有	jedine	只有	jedine	ADP	ADV
內容	spokojná	內容	spokojný	N	ADJ;NOM;FEM;SG
最大	max	最大	max	ADJ	NUM
最大	maximálne	最大	maximálne	ADJ	ADV
華	hua	華	hua	PROPN	PROPN;ANIM;NOM;MASC;SG
華	wah	華	wah	PROPN	N;INAN;NOM;MASC;SG
製作	produkciu	製作	produkcia	V	N;ACC;FEM;SG
製作	výroby	製作	výroba	V	N;NOM;FEM;PL
製作	výroba	製作	výroba	V	N;NOM;FEM;SG
製作	produkcia	製作	produkcia	V	N;NOM;FEM;SG
出生	narodená	出生	narodený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
出生	narodené	出生	narodený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
出生	narodený	出生	narodený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
出生	narodenia	出生	narodenie	V	N;NOM;NEUT;PL
出生	narodenie	出生	narodenie	V	N;NOM;NEUT;SG
出生	pôrod	出生	pôrod	V	N;INAN;NOM;MASC;SG
朱	zhu	朱	zho	PROPN	PROPN;ANIM;NOM;MASC;SG
航空	letecká	航空	letecký	N	ADJ;NOM;FEM;SG
航空	air	航空	air	N	PROPN;ANIM;NOM;MASC;SG
數	počítať	數	počítať	N	V;IPFV;POS;NFIN
數	spočítať	數	spočítať	N	V;PFV;POS;NFIN
數	počítam	數	počítať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
數	pocet	數	pocet	N	
數	cislo	數	cislo	N	
出版	publikované	出版	publikovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
出版	zverejnená	出版	zverejnený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
出版	zverejnené	出版	zverejnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
出版	uverejnené	出版	uverejnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
出版	vydávanie	出版	vydávanie	V	N;NOM;NEUT;SG
出版	publikovanie	出版	publikovanie	V	N;NOM;NEUT;SG
出版	zverejnenie	出版	zverejnenie	V	N;NOM;NEUT;SG
出版	uverejňovanie	出版	uverejňovanie	V	N;NOM;NEUT;SG
出版	vydavateľstvo	出版	vydavateľstvo	V	N;NOM;NEUT;SG
出版	uverejnenie	出版	uverejnenie	V	N;NOM;NEUT;SG
出版	uverejňovanie	出版	uverejňovanie	V	N;NOM;NEUT;SG
出版	uverejnení	出版	uverejnenie	V	N;NOM;NEUT;PL
出版	publikácia	出版	publikácia	V	N;NOM;FEM;SG
出版	zverejnenie	出版	zverejnenie	V	N;NOM;NEUT;SG
出版	zverejňovanie	出版	zverejňovanie	V	N;NOM;NEUT;SG
發展	rozvoj	發展	rozvoj	V	N;INAN;NOM;MASC;SG
發展	vývoj	發展	vývoj	V	N;INAN;NOM;MASC;SG
成功	úspešné	成功	úspešný	N	ADJ;NOM;NEUT;SG
成功	úspešní	成功	úspešniť	N	ADJ;ANIM;NOM;MASC;PL
成功	úspešný	成功	úspešný	N	ADJ;ANIM;NOM;MASC;SG
成功	úspešná	成功	úspešný	N	ADJ;NOM;FEM;SG
成功	úspešné	成功	úspešný	N	ADJ;NOM;NEUT;SG
成功	úspešný	成功	úspešný	N	ADJ;ANIM;NOM;MASC;SG
成功	úspešná	成功	úspešný	N	ADJ;NOM;FEM;SG
堡	fort	堡	fort	N	PROPN;ANIM;NOM;MASC;SG
蘭	lan	蘭	lan	PROPN	
蘭	ian	蘭	ian	PROPN	PROPN;ANIM;NOM;MASC;SG
劉	liu	劉	liua	PROPN	PROPN;NOM;FEM;SG
劉	lau	劉	lau	PROPN	PROPN;NOM;FEM;SG
班	oddiel	班	oddlieť	PROPN	N;INAN;NOM;MASC;SG
班	jednotka	班	jednotka	PROPN	N;NOM;FEM;SG
班	squad	班	squad	PROPN	N;INAN;NOM;MASC;SG
班	čata	班	čata	PROPN	N;NOM;FEM;SG
班	komando	班	komando	PROPN	N;NOM;NEUT;SG
班	družstvo	班	družstvo	PROPN	N;NOM;NEUT;SG
問題	problem	問題	problem	N	INTJ
問題	otazka	問題	otazka	N	INTJ
康	kang	康	kang	PROPN	PROPN;ANIM;NOM;MASC;SG
島	ostrove	島	ostrov	PROPN	N;INAN;NOM;MASC;SG
島	ostrov	島	ostrov	PROPN	N;INAN;NOM;MASC;SG
島	isle	島	isle	PROPN	PROPN;ANIM;NOM;MASC;SG
請	prosim	請	prosim	V	INTJ
請	poprosím	請	poprosiť	V	V;PFV;IND;SG;1;POS;PRS;FIN
請	prosím	請	prosiť	V	V;IPFV;IND;SG;1;POS;PRS;FIN
官方	oficiálne	官方	oficiálne	N	ADV
官方	úradne	官方	úradne	N	ADV
愛	love	愛	lov	V	
愛	lásky	愛	láska	V	N;NOM;FEM;PL
愛	laska	愛	laska	V	N;NOM;FEM;SG
愛	láska	愛	láska	V	N;NOM;FEM;SG
平	byt	平	byt		N;INAN;NOM;MASC;SG
平	ploché	平	plochý		ADJ;NOM;NEUT;SG
平	plochá	平	plochý		ADJ;NOM;FEM;SG
平	ping	平	ping		N;INAN;NOM;MASC;SG
印度	indii	印度	india	PROPN	ADV
印度	indiou	印度	india	PROPN	N;INS;FEM;SG
印度	indie	印度	india	PROPN	N;NOM;MASC;SG
印度	india	印度	india	PROPN	N;ANIM;NOM;MASC;SG
印度	indiu	印度	india	PROPN	N;NOM;MASC;SG
街道	street	街道	street	N	PROPN;ANIM;NOM;MASC;SG
存在	existenciou	存在	existencia	V	N;INS;FEM;SG
存在	existenciu	存在	existencia	V	N;ACC;FEM;SG
存在	existencie	存在	existencia	V	N;NOM;FEM;PL
存在	existencia	存在	existencia	V	N;NOM;FEM;SG
存在	prítomnosti	存在	prítomnosť	V	N;DAT;FEM;SG
存在	prítomnosť	存在	prítomnosť	V	N;NOM;FEM;SG
刪除	odstránený	刪除	odstránený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
刪除	vymazané	刪除	vymazaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
刪除	odstránená	刪除	odstránený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
刪除	odstránené	刪除	odstránený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
刪除	vypustené	刪除	vypustený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
刪除	odstraňovanie	刪除	odstraňovanie	V	N;NOM;NEUT;SG
刪除	vymazanie	刪除	vymazanie	V	N;NOM;NEUT;SG
刪除	vymazanie	刪除	vymazanie	V	N;NOM;NEUT;SG
刪除	odstránenie	刪除	odstránenie	V	N;NOM;NEUT;SG
刪除	odstránenie	刪除	odstránenie	V	N;NOM;NEUT;SG
設計	vzory	設計	vzor	V	N;INAN;NOM;MASC;PL
設計	návrhy	設計	návrh	V	N;INAN;NOM;MASC;PL
設計	dizajn	設計	dizajný	V	N;INAN;NOM;MASC;SG
設計	navrhovanie	設計	navrhovanie	V	N;NOM;NEUT;SG
設計	konštrukcia	設計	konštrukcia	V	N;NOM;FEM;SG
設計	design	設計	design	V	INTJ
設計	navrhovanie	設計	navrhovanie	V	N;NOM;NEUT;SG
發行	vydávanie	發行	vydávanie	V	N;NOM;NEUT;SG
發行	vydanie	發行	vydanie	V	N;NOM;NEUT;SG
發行	emisia	發行	emisia	V	N;NOM;FEM;SG
卡特	carterová	卡特	carterová	PROPN	N;NOM;FEM;SG
卡特	carter	卡特	carter	PROPN	PROPN;ANIM;NOM;MASC;SG
群	group	群	group	N	
命名	pomenovanie	命名	pomenovanie	V	N;NOM;NEUT;SG
負責	zodpovedný	負責	zodpovedný	V	ADJ;ANIM;NOM;MASC;SG
負責	zodpovedné	負責	zodpovedný	V	ADJ;NOM;NEUT;SG
負責	zodpovedných	負責	zodpovedný	V	N;ANIM;GEN;MASC;PL
負責	zodpovedná	負責	zodpovedný	V	ADJ;NOM;FEM;SG
服務	služby	服務	služba	V	N;NOM;FEM;PL
服務	služieb	服務	služba	V	N;GEN;FEM;PL
服務	obsluha	服務	obsluha	V	N;NOM;FEM;SG
服務	služba	服務	služba	V	N;NOM;FEM;SG
服務	servis	服務	servis	V	N;INAN;NOM;MASC;SG
服務	doručovanie	服務	doručovanie	V	N;NOM;NEUT;SG
服務	služby	服務	služba	V	N;NOM;FEM;PL
列表	zoznam	列表	zoznam		N;INAN;NOM;MASC;SG
列表	zoznamu	列表	zoznam		N;INAN;GEN;MASC;SG
唐	tang	唐	tang	PROPN	INTJ
唐	don	唐	don	PROPN	PROPN;ANIM;NOM;MASC;SG
西班牙	španielsko	西班牙	španielsko	PROPN	PROPN;NOM;NEUT;SG
西班牙	španielska	西班牙	španielsky	PROPN	PROPN;NOM;FEM;SG
兩	two	兩	two	NUM	
兩	dvojka	兩	dvojka	NUM	N;NOM;FEM;SG
當	keď	當	keď	ADP	CONJ
當	ked	當	ked	ADP	PART
當	kedy	當	kedy	ADP	ADV
超	ultra	超	ultra	PART	N;NOM;MASC;SG
超	super	超	super	PART	INTJ
丁	ding	丁	ding	PROPN	
夏	xia	夏	pie	PROPN	PROPN;ANIM;NOM;MASC;SG
以上	vyššie	以上	vysoko	DET	ADV;CMPR
以上	nad	以上	nad	DET	ADP;INS
著名	slávni	著名	slávňa	ADJ	N;ANIM;NOM;MASC;PL
著名	slávne	著名	slávny	ADJ	N;NOM;MASC;PL
聖	svätá	聖	svätý	PROPN	ADJ;NOM;FEM;SG
聖	svätý	聖	svätý	PROPN	ADJ;ANIM;NOM;MASC;SG
聖	saint	聖	saint	PROPN	PROPN;ANIM;NOM;MASC;SG
聖	svätec	聖	svätec	PROPN	N;ANIM;NOM;MASC;SG
志	zhi	志	zho	N	PROPN;ANIM;NOM;MASC;SG
志	chi	志	chi	N	PROPN;NOM;FEM;SG
已經	už	已經	už	ADV	PART
已經	uz	已經	uz	ADV	INTJ
梁	lúča	梁	lúč	PROPN	N;INAN;NOM;MASC;SG
梁	lúč	梁	lúč	PROPN	N;INAN;NOM;MASC;SG
梁	liang	梁	liang	PROPN	N;NOM;FEM;SG
梁	lúče	梁	lúč	PROPN	N;INAN;NOM;MASC;PL
武	takeshi	武	takesň	N	ADV
半	polovica	半	polovica	PART	N;NOM;FEM;SG
半	polka	半	polka	PART	N;NOM;FEM;SG
半	polovicu	半	polovica	PART	N;ACC;FEM;SG
東京	tokio	東京	tokio	PROPN	N;NOM;MASC;SG
現在	teraz	現在	teraz	N	ADV
後來	neskor	後來	neskor	N	PROPN;ANIM;NOM;MASC;SG
後來	neskôr	後來	neskôr	N	ADV
後來	neskoršie	後來	neskorý	N	ADV;RL
女性	ženské	女性	ženský	N	ADJ;NOM;NEUT;SG
女性	ženská	女性	ženský	N	ADJ;NOM;FEM;SG
男	mužské	男	mužský	N	ADJ;NOM;NEUT;SG
男	mužský	男	mužský	N	ADJ;ANIM;NOM;MASC;SG
之前	pred	之前	pred	N	ADP;INS
之前	predtym	之前	predtym	N	INTJ
之前	predtým	之前	predtým	N	ADV
合作	spolupráca	合作	spolupráca	V	N;NOM;FEM;SG
合作	spolupráca	合作	spolupráca	V	N;NOM;FEM;SG
只	ibaže	只	ibaže	ADV	CONJ
只	iba	只	iba	ADV	PART
只	len	只	len	ADV	PART
歌曲	song	歌曲	song	N	
點	dot	點	dot	N	
一	raz	一	raz	NUM	ADV
一	jedenkrát	一	jedenkrát	NUM	ADV
一	kedysi	一	kedysi	NUM	ADV
封	feng	封	feng	V	N;NOM;FEM;SG
封	seal	封	seať	V	PROPN;ANIM;NOM;MASC;SG
封	pečať	封	pečať	V	N;NOM;FEM;SG
封	tesnenie	封	tesnenie	V	N;NOM;NEUT;SG
非常	veľ	非常	veľ	ADV	
非常	velmi	非常	velmi	ADV	PROPN;ANIM;NOM;MASC;SG
通常	obvykle	通常	obvykel	ADV	PART
通常	obvykle	通常	obvykel	ADV	PART
形成	tvarovanie	形成	tvarovanie	V	N;NOM;NEUT;SG
形成	tvoriace	形成	tvoriaci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
形成	tvorbe	形成	tvorba	V	N;DAT;FEM;SG
形成	tvorba	形成	tvorba	V	N;NOM;FEM;SG
形成	formácia	形成	formácia	V	N;NOM;FEM;SG
形成	formovanie	形成	formovanie	V	N;NOM;NEUT;SG
比賽	game	比賽	gama	N	
九	deväť	九	deväť		NUM;NOM;NEUT;SG
九	deviatich	九	devať		NUM;GEN;MASC;PL
學校	školské	學校	školský	N	ADJ;NOM;NEUT;SG
完全	uplne	完全	uplne	ADV	INTJ
完全	uplne	完全	uplne	ADV	INTJ
接受	akceptovanie	接受	akceptovanie	V	N;NOM;NEUT;SG
接受	prijatie	接受	prijatie	V	N;NOM;NEUT;SG
接受	akceptované	接受	akceptovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
接受	prijatý	接受	prijatý	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
接受	prijaté	接受	prijatý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
接受	prijatá	接受	prijatý	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
書	rezervovať	書	rezervovať	N	V;IPFV;POS;NFIN
交通	dopravné	交通	dopravný	N	ADJ;NOM;NEUT;SG
交通	dopravné	交通	dopravný	N	ADJ;NOM;NEUT;SG
木	drevené	木	drevený	N	ADJ;NOM;NEUT;SG
木	drevená	木	drevený	N	ADJ;NOM;FEM;SG
木	drevený	木	drevený	N	ADJ;INAN;NOM;MASC;SG
木	drevených	木	drevený	N	ADJ;GEN;MASC;PL
木	wood	木	wood	N	PROPN;ANIM;NOM;MASC;SG
討論	diskusie	討論	diskusie	V	N;NOM;FEM;PL
討論	diskusií	討論	diskusia	V	N;GEN;FEM;PL
直接	priame	直接	priamy	ADV	ADJ;NOM;NEUT;SG
直接	priama	直接	priama	ADV	N;NOM;FEM;SG
直接	priamy	直接	priamy	ADV	ADJ;INAN;NOM;MASC;SG
直接	direct	直接	direct	ADV	
參與	zúčastnené	參與	zúčastnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
參與	zúčastnení	參與	zúčastnenie	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
參與	zúčastnený	參與	zúčastnený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
參與	zapojenie	參與	zapojenie	V	N;NOM;NEUT;SG
參與	interakcia	參與	interakcia	V	N;NOM;FEM;SG
參與	angažovanosť	參與	angažovanosť	V	N;NOM;FEM;SG
參與	zapojenie	參與	zapojenie	V	N;NOM;NEUT;SG
參與	zapojenia	參與	zapojenie	V	N;NOM;NEUT;PL
參與	angažovanosť	參與	angažovanosť	V	N;NOM;FEM;SG
參與	účasti	參與	účasť	V	N;NOM;FEM;SG
參與	účasť	參與	účasť	V	N;NOM;FEM;SG
朗	lang	朗	lang		PROPN;ANIM;NOM;MASC;SG
