von	から	von	から	ADP	CONJ
franz	フランシス	franz	フランシス	PROPN;NOM;MASC;SG	PROPN
lange	ランゲ	lange	ランゲ	ADV	PROPN
lange	長い	lange	長い	ADV	ADJ
lange	ロング	lange	ロング	ADV	N
gebiet	縄張り	gebieten	縄張り	ADJ	N
gebiet	ターフ	gebieten	ターフ	ADJ	N
gebiet	リージョン	gebieten	リージョン	ADJ	N
gebiet	地域	gebieten	地域	ADJ	N
gebiet	縄張り	gebieten	縄張り	ADJ	N
gebiet	ゾーン	gebieten	ゾーン	ADJ	N
gebiet	zone	gebieten	zone	ADJ	PROPN
gebiet	面積	gebieten	面積	ADJ	N
gebiet	領域	gebieten	領域	ADJ	N
gebiet	エリア	gebieten	エリア	ADJ	N
gesellschaft	社会	gesellschaft	社会	ADJ	N
gesellschaft	会社	gesellschaft	会社	ADJ	N
folge	フォロー	folge	フォロー	N;NOM;FEM;SG	V
beide	両方	beide	両方	PRO;NOM;INDF;PL	
will	ウィル	wollen	ウィル	V;IND;SG;3;PRS;FIN	PROPN
will	遺言	wollen	遺言	V;IND;SG;3;PRS;FIN	N
will	欲しい	wollen	欲しい	V;IND;SG;3;PRS;FIN	ADJ
georg	ジョージ	georgen	ジョージ	PROPN;NOM;MASC;SG	PROPN
georg	ゲオルク	georgen	ゲオルク	PROPN;NOM;MASC;SG	PROPN
erhalten	受け取る	erhalten	受け取る	ADJ;V.PTCP	V
erhalten	受信	erhalten	受信	ADJ;V.PTCP	V
erhalten	受け取り	erhalten	受け取る	ADJ;V.PTCP	V
erhalten	受信	erhalten	受信	ADJ;V.PTCP	V
erhalten	受信	erhalten	受信	ADJ;V.PTCP	V
erhalten	ゲット	erhalten	ゲット	ADJ;V.PTCP	V
erhalten	get	erhalten	get	ADJ;V.PTCP	PROPN
innerhalb	インサイド	innerhalb	インサイド	ADV	N
london	ロンドン	london	ロンドン	PROPN;NOM;NEUT;SG	PROPN
alten	古代	alt	古代	ADJ;NOM;MASC;PL	N
alten	オールド	alt	オールド	ADJ;NOM;MASC;PL	N
vielen	多数	viel	多数	ADJ;ACC;INDF;MASC;PL	N
kinder	キンダー	kinder	キンダー	N;NOM;NEUT;PL	PROPN
kinder	キッズ	kinder	キッズ	N;NOM;NEUT;PL	PROPN
gerade	ストレート	gerade	ストレート	ADV	N
gerade	ジャスト	gerade	ジャスト	ADV	PROPN
gerade	ただ	gerade	ただ	ADV	CONJ
österreich	オーストリア	österreich	オーストリア	PROPN;SG	PROPN
weg	away	weg	away	ADV	PROPN
weg	アウェイ	weg	アウェイ	ADV	N
weg	ウェイ	weg	ウェイ	ADV	N
weg	パス	weg	パス	ADV	N
mitte	真ん中	mitte	真ん中	ADV	N
mitte	ミドル	mitte	ミドル	ADV	N
mitte	mid	mitte	mid	ADV	PROPN
mitte	センター	mitte	センター	ADV	N
mitte	中央	mitte	中央	ADV	N
mitte	中心	mitte	中心	ADV	N
mitte	中央	mitte	中央	ADV	N
mitte	センター	mitte	センター	ADV	N
mitte	中心	mitte	中心	ADV	N
sechs	sechs	sechs	sechs	NUM	PROPN
sechs	シックス	sechs	シックス	NUM	V
sechs	six	sechs	six	NUM	PROPN
album	アルバム	album	アルバム		N
verschiedenen	異なる	verschieden	異なる	ADJ;NOM;PL	V
gebäude	建物	gebäude	建物	ADJ	N
gebäude	建物	gebäude	建物	ADJ	N
gebäude	建築物	gebäude	建築物	ADJ	N
begründung	推論	begründung	推論		N
begründung	論拠	begründung	論拠		N
wenig	リトル	wenig	リトル	ADV	PROPN
wenig	小さい	wenig	小さい	ADV	ADJ
kreis	サークル	kreis	サークル	ADV	N
kreis	サークル	kreis	サークル	ADV	N
kreis	カウンティ	kreis	カウンティ	ADV	PROPN
frankreich	フランス	frankreich	フランス	PROPN;NOM;SG	PROPN
pro	プロ	pro	プロ	ADP	N
pro	pro	pro	pro	ADP	PROPN
pro	単価	pro	単価	ADP	N
thomas	トマス	thomas	トマス	PROPN;NOM;MASC;SG	PROPN
thomas	トーマス	thomas	トーマス	PROPN;NOM;MASC;SG	PROPN
grund	理由	grund	理由	ADV	N
grund	理性	grund	理性	ADV	N
grund	grund	grund	grund	ADV	PROPN
grund	原因	grund	原因	ADV	N
möglich	可能性	möglich	可能性	ADJ	N
möglich	可能性	möglich	可能性	ADJ	N
stehen	スタンディング	stehen	スタンディング	V;NFIN	N
stehen	スタンド	stehen	スタンド	V;NFIN	N
damals	それ	damals	それ	ADV	PRO
gewünscht	wanted	wünschen	wanted	V;V.PTCP	PROPN
entwicklung	発達	entwicklung	発達	N;NOM;FEM;SG	V
entwicklung	開発	entwicklung	開発	N;NOM;FEM;SG	V
entwicklung	進化	entwicklung	進化	N;NOM;FEM;SG	V
entwicklung	evolution	entwicklung	evolution	N;NOM;FEM;SG	PROPN
prozent	割合	prozent	割合	ADV	N
prozent	パーセンテージ	prozent	パーセンテージ	ADV	N
prozent	パーセント	prozent	パーセント	ADV	N
prozent	割合	prozent	割合	ADV	N
prozent	パーセント	prozent	パーセント	ADV	N
meine	鉱山	mein	鉱山	PRO;NOM;FEM;SG	N
bau	bau	bau	bau	N;SG	PROPN
bau	建設	bau	建設	N;SG	V
zweite	番目	zweit	番目	ADJ;NOM;FEM;PL	N
zweite	セカンド	zweit	セカンド	ADJ;NOM;FEM;PL	N
stuttgart	シュトゥット	stuttgart	シュトゥット	PROPN;NOM;SG	PROPN
benutzer	ユーザー	benutzer	ユーザー	ADJ	N
benutzer	ユーザ	benutzer	ユーザ	ADJ	N
benutzer	ユーザー	benutzer	ユーザー	ADJ	N
benutzer	ユーザ	benutzer	ユーザ	ADJ	N
maria	メアリ	maria	メアリ	PROPN;NOM;FEM;SG	PROPN
maria	メアリー	maria	メアリー	PROPN;NOM;FEM;SG	PROPN
maria	マリア	maria	マリア	PROPN;NOM;FEM;SG	PROPN
maria	マリヤ	maria	マリヤ	PROPN;NOM;FEM;SG	PROPN
vater	ダディ	vater	ダディ	N;NOM;MASC;SG	PROPN
frauen	女性	frau	女性	V;NFIN	N
frauen	女性	frau	女性	V;NFIN	N
buch	ブーフ	bachen	ブーフ	ADV	PROPN
buch	書物	bachen	書物	ADV	N
buch	ブック	bachen	ブック	ADV	N
buch	書物	bachen	書物	ADV	N
buch	帳簿	bachen	帳簿	ADV	N
buch	書籍	bachen	書籍	ADV	N
buch	台帳	bachen	台帳	ADV	V
dir	あなた	dur	あなた		PRO
dir	dir	dur	dir		PROPN
quellen	ソース	quell	ソース	V;NFIN	N
quellen	出典	quell	出典	V;NFIN	N
kilometer	キロメートル	kilometer	キロメートル	ADJ	N
kilometer	マイル	kilometer	マイル	ADJ	N
kilometer	キロメートル	kilometer	キロメートル	ADJ	N
kilometer	キロ	kilometer	キロ	ADJ	N
kilometer	キロメートル	kilometer	キロメートル	ADJ	N
stunden	時間	stehen	時間	V;NFIN	N
stunden	時間	stehen	時間	V;NFIN	N
stunden	毎時	stehen	毎時	V;NFIN	N
stunden	時給	stehen	時給	V;NFIN	N
martin	マーティン	martin	マーティン	PROPN;NOM;MASC;SG	PROPN
martin	マーチン	martin	マーチン	PROPN;NOM;MASC;SG	PROPN
ernst	マジ	ernst	マジ	PROPN	
ernst	アーネスト	ernst	アーネスト	PROPN	PROPN
ernst	深刻	ernst	深刻	PROPN	ADJ
leipzig	ライプツィヒ	leipzig	ライプツィヒ	PROPN;NOM;NEUT;SG	PROPN
https	https	https	https		PROPN
ludwig	ルイス	ludwig	ルイス	PROPN;NOM;MASC;SG	PROPN
ludwig	ルイ	ludwig	ルイ	PROPN;NOM;MASC;SG	PROPN
ludwig	ルートヴィヒ	ludwig	ルートヴィヒ	PROPN;NOM;MASC;SG	PROPN
jeder	みんな	jed	みんな	PRO;NOM;INDF;MASC;SG	ADV
jeder	それぞれ	jed	それぞれ	PRO;NOM;INDF;MASC;SG	ADV
dorf	dorf	dorf	dorf	N;NOM;NEUT;SG	PROPN
robert	ロベルト	robern	ロベルト	PROPN;NOM;MASC;SG	PROPN
robert	ロベール	robern	ロベール	PROPN;NOM;MASC;SG	PROPN
robert	ロバート	robern	ロバート	PROPN;NOM;MASC;SG	PROPN
staaten	国々	staaten	国々	V;FIN	N
mannschaft	クルー	mannschaft	クルー	ADJ	PROPN
mannschaft	チーム	mannschaft	チーム	ADJ	N
gesperrt	無効	sperren	無効	V;V.PTCP	ADJ
anschließend	それ	anschließend	それ	ADJ	PRO
oben	top	oben	top	ADV	PROPN
oben	上部	oben	上部	ADV	N
oben	トップ	oben	トップ	ADV	N
oben	二	oben	二	ADV	NUM
oben	上	oben	上	ADV	N
oben	上記	oben	上記	ADV	N
mann	ダンナ	mann	ダンナ		PROPN
mann	主人	mann	主人		N
mann	旦那	mann	旦那		PROPN
mann	マン	mann	マン		N
mann	男性	mann	男性		N
mann	man	mann	man		PROPN
spielen	ギャンブル	spielen	ギャンブル	V;NFIN	N
spielen	賭博	spielen	賭博	V;NFIN	N
spielen	ゲーム	spielen	ゲーム	V;NFIN	N
spielen	ギャンブル	spielen	ギャンブル	V;NFIN	N
iii	iii	iii	iii	PROPN	PROPN
weiß	白い	wissen	白い	V;IND;SG;3;PRS;FIN	ADJ
weiß	ホワイト	wissen	ホワイト	V;IND;SG;3;PRS;FIN	N
bar	バール	bar	バール	PROPN	N
bar	バー	bar	バー	PROPN	N
sogar	偶数	sogar	偶数	ADV	N
sogar	even	sogar	even	ADV	PROPN
county	カウンティ	county	カウンティ	PROPN;NOM;MASC;SG	PROPN
sowohl	両方	sowohl	両方	CONJ	
seiten	両側	seiten	両側	V;NFIN	N
seiten	ページ	seiten	ページ	V;NFIN	N
seiten	ページ	seiten	ページ	V;NFIN	N
seiten	サイト	seiten	サイト	V;NFIN	N
richtung	方向	richtung	方向	V;V.PTCP	N
köln	ケルン	köln	ケルン	PROPN;NOM;NEUT;SG	PROPN
partei	パーティ	partei	パーティ		N
partei	パーティー	partei	パーティー		N
wer	who	wer	who	PRO;NOM;SG	PROPN
kleine	スモール	klein	スモール	ADJ;NOM;FEM;PL	N
kleine	リトル	klein	リトル	ADJ;NOM;FEM;PL	PROPN
http	http	http	http		PROPN
international	インターナショナル	international	インターナショナル	ADJ	N
international	国際	international	国際	ADJ	N
tage	day	tagen	day	N;NOM;MASC;PL	PROPN
rahmen	フレーム	rahmen	フレーム	V;NFIN	N
rahmen	フレーム	rahmen	フレーム	V;NFIN	N
somit	したがっ	somit	したがう	ADV	V
somit	ゆえ	somit	ゆえ	ADV	N
somit	ゆえ	somit	ゆえ	ADV	N
werke	ワークス	werk	ワークス	N;NOM;NEUT;PL	PROPN
gegenüber	反対	gegenüber	反対	ADP	
offizielle	職員	offiziell	職員	ADJ;NOM;FEM;PL	N
offizielle	職員	offiziell	職員	ADJ;NOM;FEM;PL	N
kommen	カミング	kommen	カミング	V;NFIN	PROPN
deutlich	クリア	deutlich	クリア	ADJ	N
weniger	少ない	weniger	少ない	ADV	ADJ
weniger	少ない	weniger	少ない	ADV	ADJ
deshalb	したがっ	deshalb	したがう	ADV	V
deshalb	ゆえ	deshalb	ゆえ	ADV	N
deshalb	ゆえ	deshalb	ゆえ	ADV	N
preis	プライス	preis	プライス	PROPN	N
preis	対価	preis	対価	PROPN	N
preis	値段	preis	値段	PROPN	N
preis	価格	preis	価格	PROPN	N
preis	価格	preis	価格	PROPN	N
hin	hin	hin	hin	ADV	PROPN
ddr	ddr	ddr	ddr	PROPN;NOM;SG	PROPN
spiel	遊ぶ	spielen	遊ぶ	N;NOM;NEUT;SG	V
spiel	プレイ	spielen	プレイ	N;NOM;NEUT;SG	V
spiel	遊び	spielen	遊ぶ	N;NOM;NEUT;SG	V
spiel	一致	spielen	一致	N;NOM;NEUT;SG	V
teilweise	パート	teilweise	パート	ADV	N
teilweise	部分	teilweise	部分	ADV	N
teilweise	一部	teilweise	一部	ADV	N
burg	シャトー	burg	シャトー		PROPN
burg	キャッスル	burg	キャッスル		N
burg	要塞	burg	要塞		N
schweiz	スイス	Schweiz	スイス	PROPN;SG	PROPN
verschiedene	異なる	verschieden	異なる	ADJ;NOM;FEM;PL	V
verschiedene	盛り合わせ	verschieden	盛り合わせる	ADJ;NOM;FEM;PL	V
schweizer	スイス	schweizer	スイス	ADJ	PROPN
natürlich	コース	natürlich	コース	ADJ	N
gar	ガー	gar	ガー	ADV	N
arbeiten	作業	arbeiten	作業	V;NFIN	N
arbeiten	仕事	arbeiten	仕事	V;NFIN	N
arbeiten	ワーク	arbeiten	ワーク	V;NFIN	N
arbeiten	作業	arbeiten	作業	V;NFIN	N
arbeiten	ワークス	arbeiten	ワークス	V;NFIN	PROPN
arbeiten	作品	arbeiten	作品	V;NFIN	N
tag	day	tagen	day	N;NOM;MASC;SG	PROPN
norden	ノース	norden	ノース	V;NFIN	PROPN
norden	ノーザン	norden	ノーザン	V;NFIN	PROPN
norden	北方	norden	北方	V;NFIN	N
norden	北部	norden	北部	V;NFIN	PROPN
stelle	本文	stellen	本文	V;IND;SG;3;PRS;FIN	N
stelle	身体	stellen	身体	V;IND;SG;3;PRS;FIN	N
stelle	本体	stellen	本体	V;IND;SG;3;PRS;FIN	N
stelle	ボディ	stellen	ボディ	V;IND;SG;3;PRS;FIN	N
stelle	place	stellen	place	V;IND;SG;3;PRS;FIN	PROPN
stelle	場所	stellen	場所	V;IND;SG;3;PRS;FIN	N
stelle	スポット	stellen	スポット	V;IND;SG;3;PRS;FIN	N
literatur	文学	literatur	文学	ADJ	N
literatur	文芸	literatur	文芸	ADJ	N
literatur	参考	literatur	参考	ADJ	N
einsatz	使い	einsatz	使う	N	V
einsatz	配置	einsatz	配置	N	V
einsatz	配備	einsatz	配備	N	V
eigene	own	eigen	own	ADJ;NOM;FEM;PL	PROPN
millionen	ミリオン	million	ミリオン	N;NOM;FEM;PL	PROPN
millionen	million	million	million	N;NOM;FEM;PL	PROPN
millionen	百万	million	百万	N;NOM;FEM;PL	NUM
zahlreiche	多数	zahlreich	多数	ADJ;NOM;FEM;PL	N
zahlreiche	多数	zahlreich	多数	ADJ;NOM;FEM;PL	N
jahres	jahres	jahres	jahres	N;NOM;NEUT;SG	PROPN
erneut	再び	erneut	再び	ADJ	ADV
erneut	アゲイン	erneut	アゲイン	ADJ	PROPN
krieg	ウォーズ	kriegen	ウォーズ	N	PROPN
französischen	フレンチ	französisch	フレンチ	ADJ;NOM;MASC;PL	N
französischen	フランス	französisch	フランス	ADJ;NOM;MASC;PL	PROPN
lemma	補題	lemma	補題		N
erster	ファースト	erst	ファースト	ADJ;NOM;MASC;SG	N
erster	最初	erst	最初	ADJ;NOM;MASC;SG	N
zeigt	ショー	zeigen	ショー	V;IND;SG;3;PRS;FIN	N
kunst	arts	kunst	arts	N;NOM;FEM;SG	PROPN
kunst	art	kunst	art	N;NOM;FEM;SG	PROPN
heutigen	トゥデイ	heutig	トゥデイ	ADJ;NOM;MASC;PL	PROPN
heutigen	今日	heutig	今日	ADJ;NOM;MASC;PL	N
pdf	pdf	pdf	pdf		N
schauspieler	俳優	schauspieler	俳優	ADJ	N
schauspieler	俳優	schauspieler	俳優	ADJ	N
auflage	edition	auflage	edition	ADJ	PROPN
auflage	エディション	auflage	エディション	ADJ	N
auflage	循環	auflage	循環	ADJ	N
style	スタイル	stylen	スタイル		N
ehemaligen	前者	ehemalig	前者	ADJ;NOM;PL	N
auswahl	選択	auswahl	選択	N;NOM;SG	V
auswahl	選考	auswahl	選考	N;NOM;SG	V
auswahl	選択	auswahl	選択	N;NOM;SG	V
auswahl	選択	auswahl	選択	N;NOM;SG	V
auswahl	select	auswahl	select	N;NOM;SG	PROPN
auswahl	選択	auswahl	選択	N;NOM;SG	V
spieler	ゲーマー	spieler	ゲーマー	ADJ	N
spieler	プレイヤー	spieler	プレイヤー	ADJ	N
spieler	プレーヤー	spieler	プレーヤー	ADJ	N
spieler	ギャンブラー	spieler	ギャンブラー	ADJ	N
spieler	選手	spieler	選手	ADJ	N
spieler	プレイヤー	spieler	プレイヤー	ADJ	N
links	リンク	links	リンク	ADV	V
links	左側	links	左側	ADV	N
warum	why	warum	why	ADV	PROPN
otto	オットー	otto	オットー	PROPN;NOM;MASC;SG	PROPN
gemeinsam	共有	gemeinsam	共有	ADJ	V
gemeinsam	together	gemeinsam	together	ADJ	PROPN
gemeinsam	関節	gemeinsam	関節	ADJ	N
europa	欧州	europa	欧州	PROPN;NOM;SG	PROPN
europa	ヨーロッパ	europa	ヨーロッパ	PROPN;NOM;SG	PROPN
europa	エウロパ	europa	エウロパ	PROPN;NOM;SG	PROPN
beschreibung	説明	Beschreibung	説明	N;NOM;FEM;SG	V
beschreibung	解説	Beschreibung	解説	N;NOM;FEM;SG	V
online	オンライン	online	オンライン	ADJ	N
direkt	まっすぐ	direkt	まっすぐ	ADJ	ADV
direkt	ストレート	direkt	ストレート	ADJ	N
direkt	ダイレクト	direkt	ダイレクト	ADJ	N
direkt	直接	direkt	直接	ADJ	ADV
schriftsteller	作家	schriftsteller	作家	ADJ	N
schriftsteller	著者	schriftsteller	著者	ADJ	N
schriftsteller	作者	schriftsteller	作者	ADJ	N
schriftsteller	作家	schriftsteller	作家	ADJ	N
schriftsteller	ライター	schriftsteller	ライター	ADJ	N
schriftsteller	作家	schriftsteller	作家	ADJ	N
schriftsteller	作家	schriftsteller	作家	ADJ	N
schriftsteller	著者	schriftsteller	著者	ADJ	N
schriftsteller	作者	schriftsteller	作者	ADJ	N
alter	オールド	alt	オールド	ADJ	N
alter	age	alt	age	ADJ	PROPN
alter	年齢	alt	年齢	ADJ	N
alter	年齢	alt	年齢	ADJ	N
klasse	教室	klasse	教室	ADJ	N
klasse	学年	klasse	学年	ADJ	N
klasse	グレード	klasse	グレード	ADJ	N
klasse	階級	klasse	階級	ADJ	N
klasse	クラス	klasse	クラス	ADJ	N
obwohl	だけれど	obwohl	だけれど	CONJ	CONJ
gemeinden	タウンズ	gemeinden	タウンズ	N;NOM;FEM;PL	PROPN
bischof	ビショップ	bischof	ビショップ	PROPN;NOM;MASC;SG	PROPN
darunter	以下	darunter	以下	ADV	N
darunter	含む	darunter	含む	ADV	V
höhe	高度	höch	高度		N
höhe	金額	höch	金額		N
höhe	身長	höch	身長		N
ebenso	also	ebenso	also	ADV	PROPN
ebenso	また	ebenso	また	ADV	CONJ
ebenso	同じく	ebenso	同じく	ADV	CONJ
reihe	シリーズ	reih	シリーズ	;SG	N
häufig	共通	häufig	共通	ADJ	V
häufig	しばしば	häufig	しばしば	ADJ	ADV
süden	サザン	süden	サザン	V;NFIN	N
süden	南部	süden	南部	V;NFIN	N
süden	サウス	süden	サウス	V;NFIN	PROPN
gruß	あいさつ	gruß	あいさつ		N
gruß	挨拶	gruß	挨拶		V
gruß	敬	gruß	敬		PROPN
gruß	あいさつ	gruß	あいさつ		N
gruß	挨拶	gruß	挨拶		V
entfernt	削除	entfernt	削除	ADJ	V
entfernt	取り除く	entfernt	取り除く	ADJ	V
gemacht	made	machen	made	V;V.PTCP	PROPN
kleinen	スモール	klein	スモール	ADJ;PL	N
kleinen	タイニー	klein	タイニー	ADJ;PL	PROPN
kleinen	ちっちゃい	klein	ちっちゃい	ADJ;PL	PROPN
kleinen	ちび	klein	ちびる	ADJ;PL	V
bestand	群れ	bestehen	群れ	V;IND;SG;3;PST;FIN	N
bestand	株式	bestehen	株式	V;IND;SG;3;PST;FIN	N
bestand	ストック	bestehen	ストック	V;IND;SG;3;PST;FIN	N
christian	クリスチャン	christian	クリスチャン	PROPN;NOM;MASC;SG	PROPN
christian	キリスト	christian	キリスト	PROPN;NOM;MASC;SG	N
christian	キリスト教徒	christian	キリスト教徒	PROPN;NOM;MASC;SG	N
stellen	ポーズ	stellen	ポーズ	V;NFIN	N
johannes	ヨハネス	johannes	ヨハネス	PROPN;NOM;MASC;SG	PROPN
johannes	ジョン	johannes	ジョン	PROPN;NOM;MASC;SG	PROPN
erwähnt	mentions	erwähnen	mentions	V;V.PTCP	PROPN
chr	chr	chr	chr		PROPN
letzte	最終	letzt	最終	ADJ;NOM;FEM;SG	N
letzte	ラスト	letzt	ラスト	ADJ;NOM;FEM;SG	N
letzte	最後	letzt	最後	ADJ;NOM;FEM;SG	N
letzte	最終	letzt	最終	ADJ;NOM;FEM;SG	N
letzte	決勝	letzt	決勝	ADJ;NOM;FEM;SG	N
letzte	ファイナル	letzt	ファイナル	ADJ;NOM;FEM;SG	PROPN
letzte	最新	letzt	最新	ADJ;NOM;FEM;SG	N
informationen	情報	information	情報	V;NFIN	N
informationen	情報	information	情報	V;NFIN	N
bezeichnung	名称	Bezeichnung	名称	ADJ	N
bezeichnung	名前	Bezeichnung	名前	ADJ	N
bezeichnung	氏名	Bezeichnung	氏名	ADJ	N
bezeichnung	名称	Bezeichnung	名称	ADJ	N
bezeichnung	指定	Bezeichnung	指定	ADJ	V
bezeichnung	説明	Bezeichnung	説明	ADJ	V
bezeichnung	解説	Bezeichnung	解説	ADJ	V
saint	セイント	sainen	セイント	PROPN;NOM;SG	PROPN
saint	聖人	sainen	聖人	PROPN;NOM;SG	N
meister	チャンピオンズ	meist	チャンピオンズ	N;NOM;MASC;SG	PROPN
einigen	いくつか	einige	いくつか	PRO;ACC;INDF;PL	ADV
einigen	一部	einige	一部	PRO;ACC;INDF;PL	N
einigen	いくらか	einige	いくらか	PRO;ACC;INDF;PL	ADV
zuvor	以前	zuvor	以前	ADV	N
zuvor	以前	zuvor	以前	ADV	N
sicher	セーフ	sicher	セーフ	ADJ	
sicher	金庫	sicher	金庫	ADJ	N
sicher	シュア	sicher	シュア	ADJ	PROPN
sicher	セキュア	sicher	セキュア	ADJ	N
insel	アイル	insel	アイル	N;NOM;FEM;SG	PROPN
klar	クリア	klar	クリア	ADJ	N
klar	シュア	klar	シュア	ADJ	PROPN
joseph	ヨセフ	joseph	ヨセフ	PROPN;NOM;MASC;SG	PROPN
ursprünglich	当初	ursprünglich	当初	ADJ	N
regierung	内閣	Regierung	内閣		N
regierung	キャビネット	Regierung	キャビネット		N
regierung	政府	Regierung	政府		N
sieben	seven	sieben	seven	NUM	PROPN
sieben	セブン	sieben	セブン	NUM	PROPN
bevölkerung	人口	bevölkerung	人口	ADJ	N
bevölkerung	人口	bevölkerung	人口	ADJ	N
osten	イースト	osten	イースト	ADV	N
osten	東部	osten	東部	ADV	PROPN
osten	東部	osten	東部	ADV	PROPN
van	バン	van	バン	PROPN;NOM;MASC;SG	PROPN
van	ヴァン	van	ヴァン	PROPN;NOM;MASC;SG	PROPN
gleich	等しい	gleich	等しい	ADV	ADJ
gleich	イコール	gleich	イコール	ADV	PROPN
gleich	同じ	gleich	同じ	ADV	ADJ
gleich	おなじ	gleich	おなじる	ADV	V
gleich	等しい	gleich	等しい	ADV	ADJ
alte	古代	alt	古代	ADJ;NOM;FEM;PL	N
alte	オールド	alt	オールド	ADJ;NOM;FEM;PL	N
internationalen	インターナショナル	international	インターナショナル	ADJ;NOM;MASC;PL	N
internationalen	国際	international	国際	ADJ;NOM;MASC;PL	N
bayern	バイエルン	bayern	バイエルン	PROPN;NOM;SG	PROPN
westen	ウエスト	westen	ウエスト	ADV	N
westen	西部	westen	西部	ADV	N
westen	ウェスト	westen	ウェスト	ADV	PROPN
westen	ウェスタン	westen	ウェスタン	ADV	PROPN
westen	ウエスタン	westen	ウエスタン	ADV	N
westen	westen	westen	westen	ADV	PROPN
lage	状況	lagen	状況	ADJ	N
lage	シチュエーション	lagen	シチュエーション	ADJ	N
lage	所在	lagen	所在	ADJ	N
lage	ロケーション	lagen	ロケーション	ADJ	N
lage	場所	lagen	場所	ADJ	N
gleichen	イコール	gleich	イコール	ADJ;NOM;MASC;PL	PROPN
gleichen	おなじ	gleich	おなじる	ADJ;NOM;MASC;PL	V
mitglieder	メンバ	mitglied	メンバ	N;NOM;NEUT;PL	PROPN
mitglieder	メンバ	mitglied	メンバ	N;NOM;NEUT;PL	PROPN
national	国民	national	国民	ADJ	N
national	ナショナル	national	ナショナル	ADJ	PROPN
hinter	後ろ	hinter	後ろ	ADP	N
graf	カウント	graf	カウント	PROPN;NOM;MASC;SG	N
david	デイヴィッド	david	デイヴィッド	PROPN;NOM;MASC;SG	PROPN
david	ダビデ	david	ダビデ	PROPN;NOM;MASC;SG	PROPN
david	デビッド	david	デビッド	PROPN;NOM;MASC;SG	PROPN
david	デヴィッド	david	デヴィッド	PROPN;NOM;MASC;SG	PROPN
präsident	大統領	präsident	大統領	ADJ	N
präsident	プレジデント	präsident	プレジデント	ADJ	PROPN
präsident	社長	präsident	社長	ADJ	N
präsident	会長	präsident	会長	ADJ	N
präsident	議長	präsident	議長	ADJ	N
präsident	社長	präsident	社長	ADJ	N
weiterhin	続き	weiterhin	続く	ADV	V
weiterhin	継続	weiterhin	継続	ADV	V
hinaus	ビヨンド	hinaus	ビヨンド	ADV	PROPN
betrieb	演算	betreiben	演算	V;IND;SG;3;PST;FIN	N
betrieb	オペレーション	betreiben	オペレーション	V;IND;SG;3;PST;FIN	N
betrieb	作戦	betreiben	作戦	V;IND;SG;3;PST;FIN	N
betrieb	オペレーション	betreiben	オペレーション	V;IND;SG;3;PST;FIN	N
betrieb	持株	betreiben	持株	V;IND;SG;3;PST;FIN	N
bad	風呂	bad	風呂		N
bad	浴室	bad	浴室		N
bad	トイレ	bad	トイレ		N
bad	バッド	bad	バッド		PROPN
bad	悪い	bad	悪い		ADJ
bad	風呂	bad	風呂		N
bad	入浴	bad	入浴		V
baden	入浴	baden	入浴	PROPN;NOM;SG	V
eben	ジャスト	eben	ジャスト	ADV	PROPN
eben	ただ	eben	ただ	ADV	CONJ
kaiser	エンペラー	kaiser	エンペラー		PROPN
kaiser	皇帝	kaiser	皇帝		N
kaiser	天皇	kaiser	天皇		N
kaiser	皇帝	kaiser	皇帝		N
richard	リチャード	richard	リチャード	PROPN;NOM;MASC;SG	PROPN
richard	リヒャルト	richard	リヒャルト	PROPN;NOM;MASC;SG	PROPN
sitz	本部	sitz	本部	N;NOM;MASC;SG	PROPN
zog	ドリュー	ziehen	ドリュー	V;IND;SG;3;PST;FIN	PROPN
wasser	ウォーターズ	wasser	ウォーターズ	N;NOM;NEUT;SG	PROPN
amerikanischen	アメリカン	amerikanisch	アメリカン	ADJ;NOM;PL	N
san	san	san	san	PROPN;NOM;NEUT;SG	PROPN
san	サン	san	サン	PROPN;NOM;NEUT;SG	N
karriere	経歴	karrieren	経歴	V;IND;SG;3;PST;FIN	N
karriere	キャリア	karrieren	キャリア	V;IND;SG;3;PST;FIN	N
