את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
לב	szívem	לב	szívem	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
לב	szívvel	לב	szív	PROPN	
לב	szív	לב	szív	PROPN	N;NOM;SG
לב	lev	לב	lev	PROPN	
שלום	shalom	שלום	shalom	PROPN	
שלום	béke	שלום	béke	PROPN	
שלום	helló	שלום	helló	PROPN	
שלום	hello	שלום	héll	PROPN	
אזור	régiók	אזור	régió	N;MASC;SG	N;NOM;PL
פעמים	idők	פעם	idő	N;FEM;PL	
פעמים	times	פעם	times	N;FEM;PL	N;NOM;SG
המשחק	játék	המשחק	játék	PROPN	N;NOM;SG
המשחק	game	המשחק	gam	PROPN	
המשחק	meccs	המשחק	meccs	PROPN	N;NOM;SG
האי	sziget	האי	sziget		N;NOM;SG
האי	szigeten	האי	sziget		N;ON+ESS;SG
בגלל	mert	בגלל	mert	ADP	CONJ
המפלגה	party	המפלג	party	PROPN	
המפלגה	buli	המפלג	buli	PROPN	N;NOM;SG
המפלגה	parti	המפלג	parti	PROPN	ADJ;NOM;SG
בעבר	korábban	בעבר	korán		ADV
האחרון	utoljára	האחרון	utoljára	PROPN	ADV
האחרון	utolsónak	האחרון	utolsó	PROPN	ADV
האחרון	last	האחרון	last	PROPN	
האחרון	utolsó	האחרון	utolsó	PROPN	
קרב	harci	קרב	harci	N;MASC;SG	
האתר	weboldal	האתר	weboldal		N;NOM;SG
האתר	honlap	האתר	honlap		N;NOM;SG
האתר	webhely	האתר	webhely		N;NOM;SG
קצר	rövid	קצר	rövid	ADJ;MASC;SG	
קצר	röviden	קצר	röviden	ADJ;MASC;SG	
קצר	rövid	קצר	rövid	ADJ;MASC;SG	
בהמשך	alatt	בהמשך	alatt		ADP
בהמשך	alább	בהמשך	alá		ADV
בר	bár	בר	bár		CONJ
צבא	katonai	צבא	katonai	N;MASC;SG	ADJ;NOM;SG
ים	tengeren	ים	tenger	N;MASC;SG	
ים	tengeri	ים	tengeri	N;MASC;SG	
החיים	élet	החיים	élet	ADV	N;NOM;SG
החיים	életem	החיים	élet	ADV	N;NOM;SG
החיים	life	החיים	life	ADV	
הפך	lettem	הפך	lesz	V;MASC;SG;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
משחק	game	משחק	gam	N;MASC;SG	
משחק	játszik	משחק	játszik	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
משחק	játszom	משחק	játszik	N;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
ראשי	fejet	ראש	féj	N;PSSD;MASC;PL	N;ACC;SG
ראשי	fej	ראש	fej	N;PSSD;MASC;PL	N;NOM;SG
ראשי	fejét	ראש	feje	N;PSSD;MASC;PL	N;ACC;SG
ראשי	főnök	ראש	főnök	N;PSSD;MASC;PL	N;NOM;SG
ראשי	elsődleges	ראש	elsődleges	N;PSSD;MASC;PL	ADJ;NOM;SG
ראשי	primer	ראש	primer	N;PSSD;MASC;PL	
הזמן	ideje	הזמן	idő		N;NOM;SG
הזמן	időpont	הזמן	időpont		N;NOM;SG
הזמן	idő	הזמן	idő		N;NOM;SG
למעשה	valójában	למעשה	valójában	ADV	N;IN+ESS;SG
אברהם	ábrahám	אברהם	ábrahám	PROPN	N;NOM;SG
אברהם	abraham	אברהם	abraha	PROPN	
נבחר	választott	נבחר	választott	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נבחר	kiválasztottak	נבחר	ki+választ	V;MASC;SG;3;PST;MID	V;INDF;IND;PL;3;PST;FIN;ACT
נבחר	kiválasztott	נבחר	kiválasztott	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נבחר	kijelölt	נבחר	kijelölt	V;MASC;SG;3;PST;MID	
נבחר	kiválasztva	נבחר	kiválasztva	V;MASC;SG;3;PST;MID	ADV;V.CVB
נבחר	kiválasztott	נבחר	kiválasztott	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
מדי	maddie	מדי	maddie	ADV	
מדי	is	מדי	is	ADV	CONJ
מדי	túl	מדי	túl	ADV	
לרוב	leginkább	ררוב	inkább		ADV
פעילות	tevékenységek	פעילות	tevékenység	N;FEM;SG	N;NOM;PL
מאוחר	későn	מאוחר	későn	ADV	
מאוחר	késő	מאוחר	késő	ADV	
מאוחר	késve	מאוחר	késve	ADV	
דף	oldalt	דף	oldal		N;ACC;SG
דף	oldal	דף	oldal		N;NOM;SG
קולנוע	filmek	קולנוע	film	N;MASC;SG	N;NOM;PL
קולנוע	filmeket	קולנוע	film	N;MASC;SG	N;ACC;PL
קשר	kontakt	קשר	kontakt	N;MASC;SG	
קשר	csomó	קשר	csomó	N;MASC;SG	
אחרת	másképpen	אחרת	másképpen	ADV	
אחרת	másképp	אחרת	másképp	ADV	
פני	penny	פנים	penny	N;PL	
קודם	első	קודם	első	ADV	ADJ;NOM;SG
עיר	town	עיר	town	N;FEM;SG	
עיר	city	עיר	city	N;FEM;SG	
עיר	városi	עיר	városi	N;FEM;SG	ADJ;NOM;SG
לצד	oldalra	לצד	oldal	ADP	N;ON+ALL;SG
לצד	oldalam	לצד	oldal	ADP	N;NOM;SG
לצד	side	לצד	side	ADP	
ידוע	ismeretes	ידוע	ismeretes	N;MASC;SG	
ידוע	ismertek	ידוע	ismer	N;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
ידוע	ismert	ידוע	ismert	N;MASC;SG	
הופעות	megjelenés	הופעה	megjelenés	N;FEM;PL	N;NOM;SG
הופעות	benyomás	הופעה	benyomás	N;FEM;PL	N;NOM;SG
הופעות	látszat	הופעה	látszik	N;FEM;PL	
ספרים	könyv	ספר	könyv	N;MASC;PL	N;NOM;SG
קטן	kicsik	קטן	kicsik	ADJ;MASC;SG	
קטן	kicsi	קטן	kicsi	ADJ;MASC;SG	
קטן	kicsi	קטן	kicsi	ADJ;MASC;SG	
קטן	kevés	קטן	kevés	ADJ;MASC;SG	
למד	tanultam	למד	tanul	V;MASC;SG;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
למד	tanultam	למד	tanul	V;MASC;SG;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
למד	tanuljon	למד	tanul	V;MASC;SG;3;PST	V;INDF;IMP;SG;3;PRS;FIN;ACT
למד	tanul	למד	tanul	V;MASC;SG;3;PST	V;INDF;IND;SG;3;PRS;FIN;ACT
ברית	szövetséges	ברית	szövetséges	N;FEM;SG	ADJ;NOM;SG
ברית	szövetségesek	ברית	szövetséges	N;FEM;SG	N;NOM;PL
היהודי	zsidó	היהודי	zsidó	PROPN	
תשע	kilences	תשע	kilences	NUM;FEM;SG	
תשע	kilenc	תשע	kilenc	NUM;FEM;SG	
פחות	kevesebb	פחות	kevesebb	ADV	
פחות	kevesebbet	פחות	kevesebb	ADV	
פחות	kevesebb	פחות	kevesebb	ADV	
ישראלי	izraeli	ישראלי	izraeli	N;MASC;SG	
ישראלי	izraeliek	ישראלי	izraeli	N;MASC;SG	N;NOM;PL
שיחק	játszott	שיחק	játszik	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
שיחק	játszottam	שיחק	játszik	PROPN	V;INDF;IND;SG;1;PST;FIN;ACT
מעבר	átállás	מעבר	átállás		N;NOM;SG
מעבר	áttérés	מעבר	áttérés		N;NOM;SG
מעבר	átjáró	מעבר	átjáró		N;NOM;SG
זהב	golden	זהב	golden	N;MASC;SG	
זהב	arany	זהב	arany	N;MASC;SG	
זהב	arany	זהב	arany	N;MASC;SG	
עולם	világ	עולם	világ	N;MASC;SG	
עולם	world	עולם	world	N;MASC;SG	
מדינה	állami	מדינה	állami	N;FEM;SG	
לכתוב	írj	כתב	írj	V;NFIN;ACT	
שונה	más	שונה	más		PRO;NOM;SG;3
שונה	eltérő	שונה	eltérő		ADJ;NOM;SG
שונה	módosult	שונה	módosul		V;INDF;IND;SG;3;PST;FIN;ACT
שונה	átalakított	שונה	átalakított		V;INDF;IND;SG;3;PST;FIN;ACT
שונה	módosított	שונה	módosított		V;INDF;IND;SG;3;PST;FIN;ACT
שונה	módosítva	שונה	módosítva		ADV;V.CVB
גדולה	nagyok	גדול	nagy	ADJ;FEM;SG	N;NOM;PL
גדולה	nagyok	גדול	nagy	ADJ;FEM;SG	N;NOM;PL
גדולה	nagyság	גדול	nagyság	ADJ;FEM;SG	
קשה	nehéz	קשה	nehéz	ADV	
קשה	kemény	קשה	kemény	ADV	
קשה	kemény	קשה	kemény	ADV	
קשה	nehéz	קשה	nehéz	ADV	
קשה	bonyolult	קשה	bonyolult	ADV	
אור	fény	אור	fény		N;NOM;SG
אור	fényt	אור	fény		N;ACC;SG
צבי	szarvast	צבי	szarvas	PROPN	N;ACC;SG
צבי	szarvas	צבי	szarvas	PROPN	
צבי	gazella	צבי	gazella	PROPN	
לדוגמה	példa	לדוגמה	példa	PROPN	N;NOM;SG
בעברית	héber	בעברית	héber		N;NOM;SG
הקהילה	közösségi	הקהיל	közösségi	N;FEM;SG	ADJ;NOM;SG
כנגד	ellene	כנגד	ellen	ADP	PRO;NOM;SG;3
קיים	léteztek	קיים	létezik	ADJ;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
קיים	létezett	קיים	létezik	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
קיים	léteznek	קיים	létezik	ADJ;MASC;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
קיים	létezni	קיים	létezik	ADJ;MASC;SG	V;NFIN;ACT
קיים	létezik	קיים	létezik	ADJ;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קיים	létezik	קיים	létezik	ADJ;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קיים	meglévő	קיים	meglévő	ADJ;MASC;SG	
קיים	meglevő	קיים	meglevő	ADJ;MASC;SG	
קיים	létező	קיים	létező	ADJ;MASC;SG	
שלי	enyém	שלי	enyém		N;NOM;SG
שלי	shelly	שלי	shelly		N;NOM;SG
דומה	hasonló	דומה	hasonló		ADJ;NOM;SG
דומה	hasonlóak	דומה	hasonló		ADJ;NOM;PL
דומה	hasonlók	דומה	hasonló		N;NOM;PL
דין	dean	דין	dean	PROPN	
דין	dékán	דין	dékán	PROPN	N;NOM;SG
שכן	szomszédom	שכן	szomszédom	CONJ	N;NOM;SG
שכן	szomszéd	שכן	szomszéd	CONJ	
שכן	szomszédom	שכן	szomszédom	CONJ	N;NOM;SG
שכן	szomszédok	שכן	szomszéd	CONJ	N;NOM;PL
שכן	szomszéd	שכן	szomszéd	CONJ	
מחוז	megyei	מחוז	megyei	N;MASC;SG	ADJ;NOM;SG
מחוז	megye	מחוז	megye	N;MASC;SG	
מחוז	kerület	מחוז	kerület	N;MASC;SG	
ימי	napok	יום	nap	PROPN	N;NOM;PL
ימי	napokban	יום	nap	PROPN	N;IN+ESS;PL
ימי	napokat	יום	nap	PROPN	N;ACC;PL
ימי	napokon	יום	nap	PROPN	N;ON+ESS;PL
מבין	értem	מבין	ér	ADP	V;DEF;IND;SG;1;PRS;FIN;ACT
נקרא	hívott	נקרא	hív	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
פשוט	egyszerű	פשוט	egyszerű		ADJ;NOM;SG
פשוט	csak	פשוט	csak		ADV
כיוון	irány	כיוון	irány		N;NOM;SG
כיוון	irányba	כיוון	irány		N;IN+ALL;SG
שלמה	salamon	שלמה	salamon	PROPN	
שלמה	solomon	שלמה	solom	PROPN	
שלמה	egészben	שלמה	egészben	PROPN	N;IN+ESS;SG
שלמה	egész	שלמה	egész	PROPN	
אמריקאים	amerikai	אמריקני	amerikai	N;MASC;PL	ADJ;NOM;SG
הפועל	ige	הפועל	ige	PROPN	N;NOM;SG
הפועל	igét	הפועל	igét	PROPN	N;ACC;SG
אפריקה	afrikai	אפריקה	afrikai	PROPN	
אפריקה	afrika	אפריקה	afrika	PROPN	
נחשב	számít	נחשב	számít	V;MASC;SG;V.PTCP;MID	V;INDF;IND;SG;3;PRS;FIN;ACT
דרום	dél	דרום	dél	N;MASC;SG	
דרום	déli	דרום	déli	N;MASC;SG	
דרום	dél	דרום	dél	N;MASC;SG	
דרום	délre	דרום	délre	N;MASC;SG	ADV
דרום	déli	דרום	déli	N;MASC;SG	
עלה	levél	עלה	levél	V;MASC;SG;3;PST;ACT	N;NOM;SG
לקבל	elfogadom	קיבל	elfogadom	V;NFIN;ACT	
להשתמש	használat	השתמש	használat	V;NFIN	N;NOM;SG
להשתמש	használata	השתמש	használat	V;NFIN	N;NOM;SG
להשתמש	felhasználás	השתמש	felhasználás	V;NFIN	N;NOM;SG
העליון	legfőbb	העליון	fő	PROPN	ADJ;NOM;RL;SG
העליון	legfelsőbb	העליון	felsőbb	PROPN	N;IN+ESS;SG
בברכה	üdvözölte	בברכה	üdvözöl		V;DEF;IND;SG;3;PST;FIN;ACT
בברכה	üdvözlő	בברכה	üdvözlő		ADJ;NOM;SG
בסיס	alap	בסיס	alap	N;MASC;SG	
מין	nemek	מין	én		N;NOM;PL
מין	nemi	מין	nemi		N;NOM;SG
מין	neme	מין	ne		N;NOM;SG
מין	szex	מין	szex		N;NOM;SG
מין	sex	מין	sex		N;NOM;SG
מין	faj	מין	faj		N;NOM;SG
מין	állatfaj	מין	állatfaj		N;NOM;SG
מין	fajok	מין	fajok		N;NOM;PL
לשעבר	korábbi	לשעבר	korábbi	ADV	ADJ;NOM;CMPR;SG
משנה	számít	משנה	számít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
משנה	számít	משנה	számít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
אינטרנט	háló	אינטרנט	háló		N;NOM;SG
אינטרנט	webes	אינטרנט	webes		N;NOM;SG
אינטרנט	interneten	אינטרנט	internet		N;ON+ESS;SG
אינטרנט	internet	אינטרנט	inter		N;NOM;SG
נקודות	pont	נקודה	pont	N;FEM;PL	
קבוצה	team	קבוצה	team	N;FEM;SG	
התנועה	közlekedés	התנועה	közlekedés	V;MASC;SG;3;PST	N;NOM;SG
התנועה	forgalom	התנועה	forgalom	V;MASC;SG;3;PST	N;NOM;SG
התנועה	dugó	התנועה	dugó	V;MASC;SG;3;PST	N;NOM;SG
הר	hegyen	הר	hegy	PROPN	N;ON+ESS;SG
הר	hegyi	הר	hegyi	PROPN	
הר	hegy	הר	hegy	PROPN	N;NOM;SG
הר	hegyek	הר	hegy	PROPN	N;NOM;PL
הר	mount	הר	mount	PROPN	N;NOM;SG
הר	hegy	הר	hegy	PROPN	N;NOM;SG
הרי	harry	הרי	harry	CONJ	
נולדה	született	נולד	születik	V;FEM;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נולדה	megszületett	נולד	meg+szület	V;FEM;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
יחסית	viszonylag	יחסית	viszonylag	ADV	
יחסית	viszonylag	יחסית	viszonylag	ADV	
שערים	gates	שער	gates	N;MASC;PL	
שערים	kapu	שער	kapu	N;MASC;PL	N;NOM;SG
מערכות	systems	מערכת	systems	N;FEM;PL	
שנייה	másodszor	שנייה	másod	NUM;FEM;SG	
שנייה	másodperc	שנייה	másodperc	NUM;FEM;SG	
שנייה	második	שנייה	második	NUM;FEM;SG	
שנייה	sec	שנייה	sec	NUM;FEM;SG	
ליצור	létrehozása	יצר	létrehozás	V;NFIN;ACT	N;NOM;SG
מטרים	méter	מטר	méter	N;MASC;PL	N;NOM;SG
מטרים	méter	מטר	méter	N;MASC;PL	N;NOM;SG
אמריקה	amerika	אמריקה	amerika	PROPN	N;NOM;SG
אמריקה	america	אמריקה	america	PROPN	
ליד	közel	ליד	közel	ADP	
שר	char	שר	char	N;MASC;SG	
שר	cher	שר	cher	N;MASC;SG	
שר	sher	שר	sher	N;MASC;SG	
שר	énekelni	שר	énekel	N;MASC;SG	V;NFIN;ACT
שר	énekel	שר	én	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קו	line	קו	line	N;MASC;SG	
קו	sor	קו	sor	N;MASC;SG	
סוף	befejezés	None	befejezés	ADV	N;NOM;SG
סוף	vége	None	vég	ADV	N;NOM;SG
סוף	vég	None	vég	ADV	N;NOM;SG
כסף	silver	כסף	silver	N;MASC;SG	
כסף	ezüst	כסף	ezüst	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
ספרי	mondd	ספר	mondd	PROPN	V;DEF;IMP;SG;1;PRS;FIN;ACT
תת	tengeralattjáró	תת	tengeralattjáró	ADV	N;NOM;SG
נשיא	elnökök	נשיא	elnök	N;MASC;SG	N;NOM;PL
חדשים	újdonság	חדש	újdonság	ADJ;MASC;PL	N;NOM;SG
חדשים	új	חדש	új	ADJ;MASC;PL	ADJ;NOM;SG
מצב	mode	מצב	mode	N;MASC;SG	
היסטוריה	előzmények	היסטוריה	előzmény	N;FEM;SG	N;NOM;PL
שינוי	megváltozott	שינוי	megváltozott	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
שינוי	változások	שינוי	változás	N;MASC;SG	N;NOM;PL
חודשים	hónap	חודש	hónap	N;MASC;PL	N;NOM;SG
אבן	kő	אבן	kő		N;NOM;SG
אבן	stone	אבן	stone		PROPN;NOM;SG
בניגוד	ellentétes	בניגוד	ellentétes	CONJ	
משפט	court	משפט	cour	N;MASC;SG	
חצי	félig	חץ	félig	N;PSSD;MASC;PL	
חצי	fele	חץ	fél	N;PSSD;MASC;PL	N;NOM;SG
הארגון	szervezés	הארגון	szervezés	PROPN	N;NOM;SG
הארגון	szervezet	הארגון	szervezet	PROPN	N;NOM;SG
סרטים	mozi	סרט	mozi	N;MASC;PL	N;NOM;SG
הבא	következő	הבא	következő	PROPN	
במקביל	egyszerre	במקביל	egyszer	ADV	
במקביל	egyidejűleg	במקביל	egyidejű	ADV	ADJ;FRML;SG
במקביל	párhuzamos	במקביל	párhuzamos	ADV	
במקביל	párhuzamosan	במקביל	párhuzamos	ADV	ADJ;FRML;SG
די	dee	די	dee	ADV	
מזרח	keleti	מזרח	keleti	N;MASC;SG	
מזרח	kelet	מזרח	kelet	N;MASC;SG	
מזרח	kelet	מזרח	kelet	N;MASC;SG	
מזרח	keleti	מזרח	keleti	N;MASC;SG	
שבע	hetes	שבע	hetes	NUM;FEM;SG	N;NOM;SG
שבע	hét	שבע	hét	NUM;FEM;SG	N;NOM;SG
חי	élni	חי	él		V;NFIN;ACT
חי	élni	חי	él		V;NFIN;ACT
חי	élőben	חי	élő		N;IN+ESS;SG
חי	életben	חי	élet		N;IN+ESS;SG
חי	él	חי	él		V;INDF;IND;SG;3;PRS;FIN;ACT
שיר	song	שיר	song	N;MASC;SG	
החוק	jogszabályok	החוק	jogszabály		N;NOM;PL
החוק	jog	החוק	jog		N;NOM;SG
החוק	törvény	החוק	törvény		N;NOM;SG
רוסיה	oroszország	רוסיה	oroszország	PROPN	N;NOM;SG
התיכון	középre	התיכון	közép	PROPN	N;ON+ALL;SG
התיכון	közép	התיכון	közép	PROPN	
התיכון	középső	התיכון	középső	PROPN	
בריטניה	britannia	בריטניה	britannia	PROPN	
גבוהה	high	גבוה	high	ADJ;FEM;SG	
גבוהה	magasan	גבוה	magasan	ADJ;FEM;SG	
רוצה	akarsz	רצה	akarsz	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
רוצה	akar	רצה	akar	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
רוצה	akarod	רצה	akarod	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
רוצה	akarom	רצה	akarom	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
מעט	enyhén	מעט	enyhén	ADV	
מעט	kissé	מעט	kissé	ADV	
מעט	kevéssé	מעט	kevéssé	ADV	
כהן	cohen	כהן	cohen	PROPN	
חופשי	ingyenes	חופשי	ingyenes	PROPN	
חופשי	ingyen	חופשי	ingyen	PROPN	
חופשי	free	חופשי	free	PROPN	
חופשי	szabad	חופשי	szabad	PROPN	
חברות	barátság	חברה	barátság	N;FEM;PL	N;NOM;SG
חברות	barátnő	חברה	barátnő	N;FEM;PL	N;NOM;SG
אן	anne	אן	az	PROPN	
אן	ann	אן	ann	PROPN	
סיים	kész	סיים	kész	V;MASC;SG;3;PST;ACT	
סיים	befejezés	סיים	befejezés	V;MASC;SG;3;PST;ACT	N;NOM;SG
סיים	kész	סיים	kész	V;MASC;SG;3;PST;ACT	
המקום	hely	המקום	hely		N;NOM;SG
ברור	tiszta	ברור	tiszta	ADJ;MASC;SG	
רשת	nettó	רשת	nettó	N;FEM;SG	
רשת	network	רשת	network	N;FEM;SG	
הערכים	érték	הערך	ők	N;MASC;PL	N;NOM;SG
הגיעו	megérkezett	הגיע	meg+érkezik	V;PL;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
דניאל	dániel	דניאל	dániel	PROPN	
דניאל	daniel	דניאל	daniel	PROPN	
דניאל	danielle	דניאל	danielle	PROPN	N;NOM;SG
איטליה	olaszország	איטליה	olaszország	PROPN	
צורך	szükségesek	צורך	szükséges	N;MASC;SG	ADJ;NOM;PL
צורך	szükséges	צורך	szükséges	N;MASC;SG	ADJ;NOM;SG
צורך	kell	צורך	kell	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
צורך	szükséges	צורך	szükséges	N;MASC;SG	ADJ;NOM;SG
חדשה	újdonság	חדש	újdonság	ADJ;FEM;SG	N;NOM;SG
הרביעי	negyedszer	הרביע	negyedszer	PROPN	
הרביעי	negyedik	הרביע	negyed	PROPN	
דו	doe	דו	doe	ADV	
המרכז	középre	המרכז	közép	PROPN	N;ON+ALL;SG
המרכז	központ	המרכז	központ	PROPN	N;NOM;SG
המרכז	center	המרכז	center	PROPN	
המרכז	középre	המרכז	közép	PROPN	N;ON+ALL;SG
המרכז	központ	המרכז	központ	PROPN	N;NOM;SG
המרכז	centrum	המרכז	centrum	PROPN	N;NOM;SG
גן	gan	גן	gan	N;MASC;SG	
גן	gene	גן	gene	N;MASC;SG	
גן	garden	גן	garden	N;MASC;SG	
משתמשים	felhasználói	השתמש	felhasználói	V;MASC;PL;V.PTCP	N;NOM;PL
משתמשים	felhasználók	השתמש	felhasználó	V;MASC;PL;V.PTCP	N;NOM;PL
העתיקה	ősi	העתיק	ősi	V;FEM;SG;3;PST;ACT	
העתיקה	ős	העתיק	ős	V;FEM;SG;3;PST;ACT	
העתיקה	ókori	העתיק	ókori	V;FEM;SG;3;PST;ACT	
מחקר	tanulmányok	מחקר	tanulmány	N;MASC;SG	N;NOM;PL
מחקר	kutatások	מחקר	kutatás	N;MASC;SG	N;NOM;PL
כללי	általános	כלל	általános	N;MASC;PL	
כללי	generikus	כלל	generikus	N;MASC;PL	
כללי	általános	כלל	általános	N;MASC;PL	
כללי	tábornok	כלל	tábornok	N;MASC;PL	N;NOM;SG
למעלה	fent	למעלה	fent	ADV	
הבכורה	premier	הבכורה	premier	PROPN	
ציון	pontszám	ציון	pontszám	PROPN	N;NOM;SG
ציון	zion	ציון	zion	PROPN	
סיום	érettségi	סיום	érettségi	N;MASC;SG	ADJ;NOM;SG
מאיר	meir	מאיר	meir	PROPN	
הכוחות	powers	הכוחה	powers	N;FEM;PL	
הכוחות	hatáskör	הכוחה	hatáskör	N;FEM;PL	N;NOM;SG
שי	shay	שי	shay		N;NOM;SG
כדור	gömb	כדור	gömb	N;MASC;SG	
כדור	ball	כדור	ball	N;MASC;SG	
עבד	szolga	עבד	szolga	V;MASC;SG;3;PST	N;NOM;SG
עבד	rabszolga	עבד	rabszolga	V;MASC;SG;3;PST	N;NOM;SG
סביב	körül	סביב	körül	ADV	ADP
גבוה	high	גבוה	high	ADJ;MASC;SG	
גבוה	magasan	גבוה	magasan	ADJ;MASC;SG	
גבוה	feljebb	גבוה	fől	ADJ;MASC;SG	ADV
אכן	valóban	אכן	valóban	ADV	
נהר	folyami	נהר	folyami	PROPN	N;NOM;SG
נהר	folyó	נהר	folyó	PROPN	
המקורי	eredeti	המקור	eredeti	PROPN	N;NOM;SG
הנשיא	elnök	הנשיא	elnök	PROPN	N;NOM;SG
בלי	anélkül	בלי	anélkül	ADP	
אלכסנדר	sándor	אלכסנדר	sándor	PROPN	
אלכסנדר	alexander	אלכסנדר	alexander	PROPN	
משמש	kajszibarack	שימש	kajszibarack	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
הוקם	letelepedett	הוקם	letelepedik	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ראה	lásd	ראה	lásd	V;MASC;SG;3;PST;ACT	
ראה	láttam	ראה	lát	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;1;PST;FIN;ACT
ראה	fűrész	ראה	fűrész	V;MASC;SG;3;PST;ACT	N;NOM;SG
גביע	cup	גביע	cup	N;MASC;SG	
יכולה	tud	יכול	tud	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
יכולה	can	יכול	can	V;FEM;SG;V.PTCP	
יכולה	lehet	יכול	lesz	V;FEM;SG;V.PTCP	V;INDF;POT;SG;3;PRS;FIN;ACT
אורך	hossza	אורך	hosszú		N;NOM;SG
אורך	hosszúság	אורך	hosszúság		N;NOM;SG
קיימת	léteznek	קיים	létezik	ADJ;FEM;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
קיימת	létezni	קיים	létezik	ADJ;FEM;SG	V;NFIN;ACT
קיימת	létezik	קיים	létezik	ADJ;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קיימת	létezik	קיים	létezik	ADJ;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קיימת	meglévő	קיים	meglévő	ADJ;FEM;SG	
קיימת	meglevő	קיים	meglevő	ADJ;FEM;SG	
קיימת	létező	קיים	létező	ADJ;FEM;SG	
משהו	valami	משהו	valami	N;MASC;SG	
משהו	valamit	משהו	valamit	N;MASC;SG	
שמואל	samuel	שמואל	samuel	PROPN	
השחקן	színésznek	השחקן	színészik	PROPN	N;GEN;SG
השחקן	színész	השחקן	színész	PROPN	N;NOM;SG
ספרד	spanyolország	ספרד	spanyolország	PROPN	
דגל	megjelölés	דגל	megjelölés	N;MASC;SG	
דגל	lobogó	דגל	lobogó	N;MASC;SG	
דגל	zászlók	דגל	zászló	N;MASC;SG	N;NOM;PL
צפון	észak	צפון	észak	N;MASC;SG	
צפון	északi	צפון	északi	N;MASC;SG	
צפון	észak	צפון	észak	N;MASC;SG	
צפון	északi	צפון	északi	N;MASC;SG	
כנראה	valószínű	כנראה	valószínű	ADV	
כנראה	valószínűleg	כנראה	valószínűleg	ADV	
כנראה	látszólag	כנראה	látszólag	ADV	
בעלות	tulajdonosi	בעלות	tulajdonosi	N;FEM;SG	ADJ;NOM;SG
יהודית	zsidó	יהודית	zsidó	PROPN	
יהודית	zsidók	יהודית	zsidó	PROPN	N;NOM;PL
אשתו	feleségem	אשת	fel+eség		N;NOM;SG
אשתו	felesége	אשת	fel+eség		N;NOM;SG
אשתו	feleség	אשת	feleség		N;NOM;SG
המשיך	folyamatos	המשיך	folyamatos	V;MASC;SG;3;PST;ACT	
המשיך	folytatása	המשיך	folytatás	V;MASC;SG;3;PST;ACT	N;NOM;SG
המשיך	folytatás	המשיך	folytatás	V;MASC;SG;3;PST;ACT	N;NOM;SG
חברה	pasik	חברה	pasik	N;FEM;SG	N;NOM;PL
חברה	srácok	חברה	srác	N;FEM;SG	N;NOM;PL
דירוג	minősítési	דירוג	minősítési	N;MASC;SG	ADJ;NOM;SG
דירוג	rangú	דירוג	rangú	N;MASC;SG	
