експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
ендр	indre	ендр	indre		N;NOM;INDF;MASC+FEM;SG
закрита	stängda	закрита	stänga	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
кейт	kajsa	кейт	kajsa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
кейт	kate	кейт	kate	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
складність	svårigheter	складність	svårighet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
марс	mars	марс	mars	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бтр	btr	бтр	btra		PROPN;NOM
зеландія	zeeland	зеландія	zeeland	N;INAN;NOM;FEM;SG	PROPN;NOM
промінь	stråla	промінь	stråla	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
гельсінкі	helsingfors	гельсінка	helsingfors	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
біографічний	biografiska	біографічний	biografisk	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
душ	dusch	душ	dusch		N;NOM;INDF;MASC+FEM;SG
душ	själar	душ	själa		N;NOM;INDF;MASC+FEM;PL
литві	litauen	литво	litauen	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
вагітності	dräktiga	вагітність	dräktig	N;INAN;GEN;FEM;SG	ADJ;NOM;PL
вагітності	gravida	вагітність	gravida	N;INAN;GEN;FEM;SG	ADJ;NOM;PL
вагітності	gravid	вагітність	gravid	N;INAN;GEN;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
професійні	professionell	професійний	professionell	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
професійні	professionellt	професійний	professionell	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
спільне	joint	спільний	join	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
спільне	gemensamma	спільний	gemensam	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
спільне	vanliga	спільний	vanlig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
спільне	gemensamma	спільний	gemensam	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
можлива	möjliga	можливий	möjlig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
меншин	minoriteter	меншина	minoritet	ADJ;GEN;RL;PL	N;NOM;INDF;MASC+FEM;PL
бондаренко	bondarenko	бондаренко	bondarenko	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
атак	angripare	атак	angripare	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
атак	hackar	атак	hacka	N;INAN;GEN;FEM;PL	V;IND;PRS;FIN;ACT
атак	hacka	атак	hacka	N;INAN;GEN;FEM;PL	V;IMP;FIN;ACT
пряма	line	пряма	line	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пряма	linje	пряма	linje	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пряма	rad	пряма	rad	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пряма	direkta	пряма	direkt	ADJ;NOM;FEM;SG	ADJ;NOM;PL
пряма	regissera	пряма	regissera	ADJ;NOM;FEM;SG	V;IMP;FIN;ACT
пряма	direkt	пряма	direkt	ADJ;NOM;FEM;SG	ADV
пряма	direct	пряма	direct	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вказана	pekade	вказаний	peka	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
вказана	pekat	вказаний	pekat	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.CVB;ACT
вказана	specificerade	вказаний	specificerad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
валюти	valuta	валюти	valut	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
валюти	valutan	валюти	valutan	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
вагу	vikter	вага	vikt	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
вагу	tyngd	вага	tyngd	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вагу	vikt	вага	vikt	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
випустили	utsläppt	випустити	utsläppa	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
випустили	släppt	випустити	släppa	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
випустили	släpps	випустити	släppa	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;PASS
випустили	frisläppt	випустити	frisläppa	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG
відмовилися	övergivet	відмовитися	övergiv	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
відмовилися	övergiven	відмовитися	övergiven	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
відмовилися	övergivna	відмовитися	övergiven	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
відмовилися	avvisat	відмовитися	avvisa	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
відмовилися	vägrat	відмовитися	vägra	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
мостів	bridges	місто	bridg	N;INAN;GEN;MASC;PL	PROPN;NOM
мостів	broarna	місто	bro	N;INAN;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
мостів	broar	місто	bro	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зелене	gröna	зелений	grön	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
зелене	green	зелений	gre	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
гнізда	uttag	гніздо	uttag	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
гнізда	uttaget	гніздо	uttagen	N;INAN;NOM;NEUT;PL	N;NOM;DEF;NEUT;SG
дистриб	distributörer	дистриб	distributör	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
американців	amerikanerna	американець	amerikan	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
американців	amerikaner	американець	amerikan	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
низька	låga	низький	låg	ADJ;NOM;FEM;SG	ADJ;NOM;PL
низька	low	низький	low	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
низька	låg	низький	låg	ADJ;NOM;FEM;SG	INTJ
лицар	riddare	лицар	riddare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
лицар	knight	лицар	knight	N;ANIM;NOM;MASC;SG	PROPN;NOM
лицар	springare	лицар	spring	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
порти	hamnar	порт	hamna	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
вілсон	wilson	вілсон	wilson	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
нав	fixering	нав.	fixering		N;NOM;INDF;MASC+FEM;SG
нав	besatthet	нав.	besatthet		N;NOM;INDF;MASC+FEM;SG
зафіксовано	låst	зафіксувати	låsa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зафіксовано	låsta	зафіксувати	låsa	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
екземплярів	instanser	екземпляри	instans	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ефективно	effektivt	ефективно	effektiv	ADV	ADJ;NOM;INDF;NEUT;SG
ефективно	ändamålsenligt	ефективно	ändamålsenlig	ADV	ADJ;NOM;INDF;NEUT;SG
ефективно	effektiva	ефективно	effektiv	ADV	ADJ;NOM;PL
ефективно	effektiv	ефективно	effektiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
ефективно	effektivt	ефективно	effektiv	ADV	ADJ;NOM;INDF;NEUT;SG
потоки	strömmar	потоки	ström	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
сбу	ssu	сбути	ssu	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
сбу	sbu	сбути	sbu	PROPN;INAN;NOM;FEM;SG	N
учасника	medlem	учасник	medlem	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
учасника	medlemmen	учасник	medlem	N;ANIM;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
учасника	ledamot	учасник	ledamot	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
міри	omfattning	міра	omfattning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
міри	utsträckning	міра	utsträckning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
найближчі	närmast	найближчий	nära	ADJ;NOM;RL;PL	ADV;RL
дозволено	tillåtna	дозволити	tillåten	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
дозволено	tillåtet	дозволити	tillåtet	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG
дозволено	tillåten	дозволити	tillåten	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG
дозволено	tillåtna	дозволити	tillåten	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
дозволено	tillåtet	дозволити	tillåtet	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG
дозволено	tillåten	дозволити	tillåten	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG
виділено	belyst	виділити	belysa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
виділено	markerad	виділити	markerad	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
виділено	markerat	виділити	markera	V;PFV;IND;0;FIN	ADV
виділено	fördelat	виділити	fördela	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
виділено	tilldelat	виділити	tilldela	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
виділено	tilldelad	виділити	tilldelad	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
додано	tillagda	додати	tillagd	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
додано	tillagt	додати	tillägga	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
додано	tillagd	додати	tillagd	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
додано	tillsatt	додати	tillsatt	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
походів	vandringar	похід	vandring	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
датою	date	дата	date	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
датою	dejt	дата	de	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
датою	datum	дата	datum	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;SG
датою	träff	дата	träff	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рабів	slavarna	раб	slav	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
рабів	slavar	раб	slava	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
постійної	repetitiva	постійний	repetitiv	ADJ;GEN;FEM;SG	ADJ;NOM;PL
більшого	större	більший	stor	ADJ;GEN;CMPR;MASC;SG	ADJ;NOM;CMPR
полотно	canvas	полотно	canva	N;INAN;NOM;NEUT;SG	V;NFIN;PASS
пуатьє	poitier	пуатьє	poitie	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
скорочено	kort	скорочити	kort	V;PFV;IND;0;FIN	ADV
скорочено	korta	скорочити	kort	V;PFV;IND;0;FIN	ADJ;NOM;PL
скорочено	short	скорочити	short	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
допомагають	hjälpa	допомагати	hjälpa	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
стокгольм	stockholm	стокголь	stockholm	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
комерційний	reklamfilm	комерційний	reklamfilm	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
комерційний	kommersiell	комерційний	kommersiell	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
комерційний	kommersiella	комерційний	kommersiell	ADJ;NOM;MASC;SG	ADJ;NOM;PL
хроніки	chronicles	хроніка	chronicles	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
автобусів	slående	автобус	slå	N;INAN;GEN;MASC;PL	ADJ;NOM;PRS;V.PTCP
гарнізон	garrison	гарнізон	garrison	N;INAN;NOM;MASC;SG	PROPN;NOM
матеріально	ekonomiskt	матеріально	ekonomisk	ADV	ADJ;NOM;INDF;NEUT;SG
матеріально	finansiellt	матеріально	finansiell	ADV	ADJ;NOM;INDF;NEUT;SG
прикраси	smycke	прикраса	smycke	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
прикраси	bling	прикраса	bling	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
прикраси	prydnad	прикраса	prydna	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
прикраси	smycke	прикраса	smycke	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
прикраси	godis	прикраса	godis	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
прикраси	candy	прикраса	candy	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
конференцій	konferenserna	конференція	konferens	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
конференцій	konferenser	конференція	konferens	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
витоків	läcka	виток	läcka	N;INAN;GEN;MASC;PL	V;IMP;FIN;ACT
витоків	läckage	виток	läckage	N;INAN;GEN;MASC;PL	N;NOM;INDF;NEUT;SG
економічне	ekonomiska	економічний	ekonomisk	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
арабських	arab	арабський	arab	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
арабських	arabisk	арабський	arabisk	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
арабських	arabiska	арабський	arabisk	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
франк	frank	франк	frank	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
франк	franc	франк	franc	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
франк	franck	франк	franck	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
валовий	gross	валовий	gross	ADJ;NOM;MASC;SG	PROPN;NOM
валовий	brutto	валовий	brutto	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
арешт	arrestera	арешт	arrestera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
підйом	klättrar	підй	klättra	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
підйом	klättra	підй	klättra	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
одесса	odessa	одесса	odessa		PROPN;NOM
кримський	krim	кримський	krim	ADJ;NOM;MASC;SG	PROPN;NOM
кримський	krim	кримський	krim	ADJ;NOM;MASC;SG	PROPN;NOM
сел	sal	сел	sal		N;NOM;INDF;MASC+FEM;SG
льюїс	lewis	льюїс	lewis	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
овернь	auvergne	овернь	auvergne	PROPN;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
заявки	bud	заявки	bud	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
носити	slitage	носити	slitage	V;IPFV;NFIN	N;NOM;INDF;NEUT;SG
підземні	underjordisk	підземний	underjordisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
підземні	underjordiskt	підземний	underjordisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
змінили	förändrad	змінити	förändra	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
змінили	ändrade	змінити	ändra	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
змінили	ändrat	змінити	ändra	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
змінили	ändrad	змінити	ändra	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
поїздки	trips	поїздка	trips	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
передні	front	передній	front	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
передні	främre	передній	främra	ADJ;NOM;PL	ADJ;NOM;CMPR
передні	framsidan	передній	framsida	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
передні	fram	передній	fram	ADJ;NOM;PL	ADV
передні	framsida	передній	framsida	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
магістр	mäster	магістр	mästa	N;ANIM;NOM;MASC;SG	PROPN;NOM
донбас	donbass	донбас	donbass	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
вбив	dödade	вбити	döda	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
вбив	dödat	вбити	döda	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вбив	dödad	вбити	dödad	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вбив	mördad	вбити	mörda	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
прикладу	exempel	приклад	exempel	ADV	N;NOM;INDF;NEUT;SG
приватний	basse	приватний	basse	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
приватний	privata	приватний	privat	ADJ;NOM;MASC;SG	ADJ;NOM;PL
заборони	förbjuder	заборона	förbjuda	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;ACT
заборони	förbud	заборона	förbud	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
шаром	lager	шар	lag	N;INAN;INS;MASC;SG	N;NOM;INDF;MASC+FEM;PL
шаром	skikt	шар	skikt	N;INAN;INS;MASC;SG	N;NOM;INDF;NEUT;SG
яно	jana	яно	jan		PROPN;NOM
кевін	kevin	кевін	kevin	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
віллі	willy	віллі	willy	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
віллі	wille	віллі	wille	PROPN;ANIM;NOM;FEM;SG	INTJ
віллі	willie	віллі	willie	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
віллі	villy	віллі	villy	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
угод	avtal	угода	avtal	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
угод	överenskommelser	угода	överenskommelse	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
високе	high	високий	high	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
високе	höga	високий	hög	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
наполеон	napoleon	наполеон	napoleon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
космічні	kosmisk	космічний	kosmisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
марта	marta	март	marta	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
марта	märta	март	märta	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
марта	märta	март	märta	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
марта	martha	март	martha	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
розвідка	underrättelser	розвідка	underrättelse	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
волокна	fiber	волокно	fiber	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
волокна	fiber	волокно	fiber	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
мез	meuse	мез	meuse		PROPN;NOM
перегляд	bläddra	перегляд	bläddra	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
перегляд	förhandsgranska	перегляд	förhandsgransk	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
перегляд	visa	перегляд	visa	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
ведучий	programledare	ведучий	programledare	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
ведучий	leda	ведучий	leda	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	V;IMP;FIN;ACT
ведучий	bly	ведучий	bly	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
ведучий	lead	ведучий	lead	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
небагато	få	небагато	få	ADV	ADJ;NOM;INDF;PL
небагато	fåtal	небагато	fåtal	ADV	N;NOM;INDF;NEUT;SG
важка	hårda	важка	hård	ADJ;NOM;FEM;SG	ADJ;NOM;PL
важка	hårt	важка	hård	ADJ;NOM;FEM;SG	ADV
щиро	uppriktigt	щиро	uppriktig	ADV	ADJ;NOM;INDF;NEUT;SG
щиро	uppriktig	щиро	uppriktig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
щиро	uppriktiga	щиро	uppriktig	ADV	ADJ;NOM;PL
щиро	uppriktigt	щиро	uppriktig	ADV	ADJ;NOM;INDF;NEUT;SG
дипломатичних	diplomatisk	дипломатичний	diplomatisk	ADJ;ACC;PL	ADJ;NOM;INDF;MASC+FEM;SG
дипломатичних	diplomatiskt	дипломатичний	diplomatisk	ADJ;ACC;PL	ADJ;NOM;INDF;NEUT;SG
дипломатичних	diplomatiska	дипломатичний	diplomatisk	ADJ;ACC;PL	ADJ;NOM;PL
композицію	track	композиція	track	N;INAN;ACC;FEM;SG	N;NOM;MASC+FEM;SG
композицію	spår	композиція	spår	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;PL
композицію	spåra	композиція	spåra	N;INAN;ACC;FEM;SG	V;NFIN;ACT
сонячного	solbelysta	сонячний	solbelysta	ADJ;GEN;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	PROPN;NOM
продажі	försäljning	продаж	försäljning	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ввести	enter	ввести	enter	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
бур	bourg	бур	bourg		N;NOM;INDF;MASC+FEM;SG
бур	boer	бур	bo		PROPN;NOM
бур	övning	бур	övning		N;NOM;INDF;MASC+FEM;SG
бур	borr	бур	borr		N;NOM;INDF;NEUT;SG
бур	drill	бур	drill		N;NOM;INDF;MASC+FEM;SG
бур	borra	бур	borra		V;IMP;FIN;ACT
визначив	erkänd	визначити	erkänd	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
визначив	erkänt	визначити	erkända	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
визначив	erkända	визначити	erkända	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
визначив	igenkänd	визначити	igenkänd	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
складові	beståndsdelar	склад	beståndsdel	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
складові	ingredienser	склад	ingrediens	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
написали	utarbetat	написати	utarbeta	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
написали	inkallad	написати	inkalla	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
поступився	utlåning	поступитися	utlåning	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;INDF;MASC+FEM;SG
поступився	utlåningen	поступитися	utlåning	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;DEF;MASC+FEM;SG
спадок	efterlevande	спадок	efterlevande	N;INAN;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
голландії	holland	голландія	holland	PROPN;INAN;DAT;FEM;SG	PROPN;NOM
піски	sands	піски	sand	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
виготовлено	tillverkade	виготовити	tillverkad	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
виготовлено	tillverkat	виготовити	tillverkad	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
виготовлено	tillverkad	виготовити	tillverkad	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
виготовлено	framställt	виготовити	framställa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
виготовлено	producent	виготовити	producent	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
боєприпасів	ammunition	боєприпас	ammunition	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ферма	bondgård	ферма	bondgård		N;NOM;INDF;MASC+FEM;SG
ферма	lantbruk	ферма	lantbruk		N;NOM;INDF;NEUT;SG
ферма	gård	ферма	gård		N;NOM;INDF;MASC+FEM;SG
ферма	fermat	ферма	fermat		N;NOM;INDF;MASC+FEM;SG
оперативного	operationella	оперативний	operationell	ADJ;GEN;MASC;SG	ADJ;NOM;PL
оперативного	operativa	оперативний	operativ	ADJ;GEN;MASC;SG	ADJ;NOM;PL
оперативного	operativ	оперативний	operativ	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
оперативного	operativt	оперативний	operativ	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;NEUT;SG
посиланням	länk	посилання	länk	N;INAN;INS;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
посиланням	länken	посилання	länk	N;INAN;INS;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
посиланням	länka	посилання	länka	N;INAN;INS;NEUT;SG	V;IMP;FIN;ACT
таємно	hemlighet	таємно	hemlighet	ADV	N;NOM;INDF;MASC+FEM;SG
таємно	hemliga	таємно	hemlig	ADV	ADJ;NOM;PL
таємно	secret	таємно	sec	ADV	N;NOM;INDF;MASC+FEM;SG
