और	та	और	та		CONJ
राष्ट्रीय	національний	राष्ट्रीय	національний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
राष्ट्रीय	національні	राष्ट्रीय	національний	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
जानकारी	info	जानकारी	info	N;NOM;FEM;SG;3	
जानकारी	інформації	जानकारी	інформація	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
जानकारी	відомості	जानकारी	відомість	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
शहर	городи	शहर	город	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
शहर	містах	शहर	місто	N;NOM;MASC;SG;3	N;INAN;ESS;NEUT;PL
शहर	міст	शहर	місто	N;NOM;MASC;SG;3	
बार	барів	बार	бар	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;PL
बार	смужки	बार	смужка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
बार	бари	बार	бар	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
बार	гратами	बार	грат	N;NOM;FEM;SG;3	N;INAN;INS;MASC;PL
बार	бруси	बार	брус	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
बार	bar	बार	bar	N;NOM;FEM;SG;3	
बार	часи	बार	час	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
बार	times	बार	times	N;NOM;FEM;SG;3	
वाली	валі	वाला	вал	ADP;NOM;FEM;SG	
लगभग	майже	लगभग	майже	PART	ADV
लगभग	приблизно	लगभग	приблизно	PART	ADV
यहाँ	тут	यहाँ	тут	PRO;NOM	ADV
प्रसिद्ध	всесвітньо	प्रसिद्ध	всесвітньо	ADJ	ADV
विकास	розвитку	विकास	розвиток	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
विकास	росту	विकास	ростий	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
देश	країни	देश	країна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
देश	кантрі	देश	кантрі	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
देश	нації	देश	нація	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
देश	країн	देश	країна	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
देश	країни	देश	країна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
वेबसाइट	сайті	वेबसाइट	сайт	N;NOM;FEM;SG;3	N;INAN;DAT;MASC;SG
अलग	розійшлися	अलग	розійтися	ADJ	V;PFV;IND;PL;PST;FIN
अलग	different	अलग	different	ADJ	
अलग	інше	अलग	інший	ADJ	DET;NOM;NEUT;SG
अलग	відокремити	अलग	відокремити	ADJ	V;PFV;NFIN
विशेष	ексклюзив	विशेष	ексклюзити	ADJ;NOM	N;INAN;NOM;MASC;SG
इसकी	свої	यह	свій	PRO;FEM;SG;3	DET;NOM;PL;REFL
इसकी	його	यह	він	PRO;FEM;SG;3	PRO;ACC;MASC;SG;3
कभी	ever	कभी	ever	PRO	
दी	вказаний	दे	вказаний	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
दी	даного	दे	даний	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
दी	дали	दे	дати	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN
दी	віддали	दे	віддати	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN
पृष्ठ	сторінку	पृष्ठ	сторінка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
पृष्ठ	сторінки	पृष्ठ	сторінка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पृष्ठ	пейдж	पृष्ठ	пейдж	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पृष्ठ	сторінки	पृष्ठ	сторінка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पृष्ठ	сторінок	पृष्ठ	сторінка	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
माना	вважається	मान	вважатися	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN
माना	вважаються	मान	вважатися	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN
माना	вважають	मान	вважати	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN
माना	вважалося	मान	вважатися	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
माना	вірогідно	मान	вірогідно	V;PFV;MASC;SG;V.PTCP;ACT	ADV
शब्द	словом	शब्द	слово	N;NOM;MASC;SG;3	N;INAN;INS;NEUT;SG
शब्द	слів	शब्द	слово	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;PL
शब्द	слова	शब्द	слово	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
तीन	втрьох	तीन	втріх	NUM	N;ANIM;NOM;MASC;PL
तीन	трійка	तीन	трійка	NUM	N;INAN;NOM;FEM;SG
पुरस्कार	винагороди	पुरस्कार	винагорода	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पुरस्कार	нагороди	पुरस्कार	нагорода	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पुरस्कार	призи	पुरस्कार	призи	N;NOM;MASC;SG;3	N;INAN;NOM
पुरस्कार	винагороду	पुरस्कार	винагорода	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
लेख	статті	लेख	стаття	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लेख	статтями	लेख	стаття	N;NOM;MASC;SG;3	N;INAN;INS;FEM;PL
लेख	статей	लेख	стаття	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
लेख	дисертацію	लेख	дисертація	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
लेख	дисертації	लेख	дисертація	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लेख	статтю	लेख	стаття	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
जिसे	кого	जो	хто	PRO;SG;3	PRO;ANIM;ACC;MASC;SG
अब	тепер	अब	тепер	PRO;NOM	ADV
अब	зараз	अब	зараз	PRO;NOM	ADV
दौरान	підчас	दौरान	підчи	ADV;NOM;MASC;SG;3	
अमेरिका	америка	अमेरिका	америка	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;FEM;SG
मंदिर	храму	मंदिर	храм	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
अलावा	додавання	अलावा	додавання	ADP	N;INAN;NOM;NEUT;SG
अलावा	apart	अलावा	apart	ADP	
अलावा	окрім	अलावा	окрім	ADP	
वार्ता	розповідає	वार्ता	розповідати	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
वार्ता	розмовляє	वार्ता	розмовляти	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
वार्ता	говорить	वार्ता	говорити	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN
दक्षिण	південна	दक्षिण	південний	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
दक्षिण	південь	दक्षिण	південь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दक्षिण	південний	दक्षिण	південний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
इतिहास	історії	इतिहास	історія	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लिया	taken	ले	taken	V;PFV;MASC;SG;V.PTCP;ACT	
पास	перевал	पास	переваль	ADV;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पास	передати	पास	передати	ADV;NOM;MASC;SG;3	V;PFV;NFIN
पास	проїхати	पास	проїхати	ADV;NOM;MASC;SG;3	V;PFV;NFIN
विस्तृत	додатково	विस्तृत	додатково	ADJ	ADV
दिन	дню	दिन	день	N;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
दिन	дня	दिन	день	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
दिन	денний	दिन	денний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दिन	денна	दिन	денний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
दिन	днів	दिन	день	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
दिन	дні	दिन	день	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
शुरू	почалося	शुरू	початися	N;NOM;MASC;SG;3	V;PFV;NEUT;IND;SG;PST;FIN
शुरू	почалось	शुरू	початися	N;NOM;MASC;SG;3	V;PFV;NEUT;IND;SG;PST;FIN
शुरू	почали	शुरू	почати	N;NOM;MASC;SG;3	V;PFV;IND;PL;PST;FIN
शुरू	розпочато	शुरू	розпочати	N;NOM;MASC;SG;3	V;PFV;IND;0;FIN
शुरू	почався	शुरू	початися	N;NOM;MASC;SG;3	V;PFV;MASC;IND;SG;PST;FIN
शुरू	почато	शुरू	почато	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;FUT;FIN
शुरू	починаємо	शुरू	починати	N;NOM;MASC;SG;3	V;IPFV;IND;PL;1;PRS;FIN
व्यक्ति	особи	व्यक्ति	особа	N;NOM;MASC;SG;3	N;ANIM;NOM;FEM;PL
व्यक्ति	окремих	व्यक्ति	окремий	N;NOM;MASC;SG;3	ADJ;GEN;PL
व्यक्ति	індивідуальна	व्यक्ति	індивідуальний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
व्यक्ति	індивідуальні	व्यक्ति	індивідуальний	N;NOM;MASC;SG;3	ADJ;NOM;PL
व्यक्ति	індивідуальне	व्यक्ति	індивідуальний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
व्यक्ति	окремі	व्यक्ति	окремий	N;NOM;MASC;SG;3	ADJ;NOM;PL
व्यक्ति	індивідуальний	व्यक्ति	індивідуальний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
उनका	своїх	वह	свій	PRO;MASC;SG;3;FORM	DET;ANIM;ACC;PL;REFL
उनका	їхньому	वह	їхній	PRO;MASC;SG;3;FORM	PRO;DAT;SG;3
उनका	свої	वह	свій	PRO;MASC;SG;3;FORM	DET;NOM;PL;REFL
उनका	їхнє	वह	їхній	PRO;MASC;SG;3;FORM	DET;NOM;NEUT;SG;3
विज्ञान	науки	विज्ञान	наука	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सदस्य	член	सदस्य	член	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सदस्य	учасник	सदस्य	учасник	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सदस्य	учасника	सदस्य	учасник	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;SG
सदस्य	члена	सदस्य	член	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;SG
सदस्य	відвідувачам	सदस्य	відвідувач	N;NOM;MASC;PL;3	N;ANIM;DAT;MASC;PL
सदस्य	підписників	सदस्य	підписник	N;NOM;MASC;PL;3	N;INAN;GEN;MASC;PL
हालांकि	щоправда	हालांकि	щоправда	CONJ	ADV
सिंह	сінґх	सिंह	сінґх	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सिंह	лео	सिंह	лео	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सिंह	лев	सिंह	лев	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
अनेक	багато	अनेक	багато	DET	ADV
यहां	тут	यहाँ	тут	PRO;NOM	ADV
संख्या	номера	संख्या	номера	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
संख्या	номери	संख्या	номер	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
संख्या	цифри	संख्या	цифра	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
अपना	власне	अपना	власне	PRO;NOM;MASC;SG	PART
अपना	власні	अपना	власний	PRO;NOM;MASC;SG	ADJ;NOM;PL
अपना	власний	अपना	власний	PRO;NOM;MASC;SG	ADJ;NOM;MASC;SG
अपना	твій	अपना	твій	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
अपना	твоя	अपना	твій	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
अपना	твої	अपना	твій	PRO;NOM;MASC;SG	DET;NOM;PL;2
अपना	твоє	अपना	твій	PRO;NOM;MASC;SG	DET;ACC;NEUT;SG;2
अपना	ваша	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
अपना	ваші	अपना	ваш	PRO;NOM;MASC;SG	DET;NOM;PL;2
बात	затори	बात	затор	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
बात	поговоримо	बात	поговорити	N;NOM;FEM;SG;3	V;PFV;IND;PL;1;FUT;FIN
बात	talk	बात	talk	N;NOM;FEM;SG;3	
बात	говорити	बात	говорити	N;NOM;FEM;SG;3	V;IPFV;NFIN
शिक्षा	освіти	शिक्षा	освіта	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
शिक्षा	education	शिक्षा	education	N;NOM;FEM;SG;3	
दिल्ली	делі	दिल्ली	делі	PROPN;NOM;FEM;SG;3	PROPN;INAN;NOM;MASC;SG
धर्म	релігії	धर्म	релігія	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
धर्म	релігії	धर्म	релігія	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
धर्म	релігій	धर्म	релігія	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
मूल	оригінали	मूल	оригінал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मूल	originals	मूल	originals	N;NOM;MASC;SG;3	
मूल	рідний	मूल	рідний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	рідна	मूल	рідний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	оригінальна	मूल	оригінальний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	оригінальне	मूल	оригінальний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	початкове	मूल	початковий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	оригінальний	मूल	оригінальний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	базові	मूल	базовий	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	базове	मूल	базовий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	основні	मूल	основний	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	базовий	मूल	базовий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	основний	मूल	основний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
तब	потім	तब	потім	PRO;NOM	ADV
तब	тоді	तब	тоді	PRO;NOM	ADV
बना	make	बन	make	V;PFV;MASC;SG;V.PTCP;ACT	
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	
कोड	код	कोड	код		N;INAN;NOM;MASC;SG
कोड	коди	कोड	код		N;INAN;NOM;MASC;PL
कोड	кодів	कोड	код		N;INAN;GEN;MASC;PL
संयुक्त	конкурентні	संयुक्त	конкурентний	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	
संयुक्त	юнайтед	संयुक्त	юнайтед	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
संयुक्त	комбінований	संयुक्त	комбінований	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
संयुक्त	спільна	संयुक्त	спільний	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
संयुक्त	спільне	संयुक्त	спільний	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
जुलाई	липень	जुलाई	липень	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
जुलाई	липні	जुलाई	липень	PROPN;NOM;FEM;SG;3	ADV
जुलाई	липня	जुलाई	липень	PROPN;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
युद्ध	battle	युद्ध	battle	N;NOM;MASC;SG;3	
वाला	вала	वाला	вал	ADP;NOM;MASC;SG	
काल	напружений	काल	напружений	N;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
काल	зателефонувати	काल	зателефонувати	N;NOM;MASC;SG;3	V;PFV;NFIN
ऐसे	такі	ऐसा	такий	PRO;NOM;MASC;SG	DET;NOM;PL
प्रति	пер	प्रति	пер		
स्टेशन	станції	स्टेशन	станція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
स्टेशन	станції	स्टेशन	станція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बड़े	великих	बडा	великий	ADJ;NOM;MASC;PL	ADJ;ANIM;ACC;PL
बड़े	велике	बडा	великий	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
बड़े	велика	बडा	великий	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	великий	बडा	великий	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	біг	बडा	бігти	ADJ;NOM;MASC;PL	V;IPFV;MASC;IND;SG;PST;FIN
जनवरी	січні	जनवरी	січень	PROPN;NOM;FEM;SG;3	ADV
जनवरी	січень	जनवरी	січеня	PROPN;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
जनवरी	січня	जनवरी	січень	PROPN;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
मध्य	central	मध्य	central		
मध्य	центральний	मध्य	центральний		ADJ;NOM;MASC;SG
मध्य	центральна	मध्य	центральний		ADJ;NOM;FEM;SG
मध्य	центр	मध्य	центр		N;INAN;NOM;MASC;SG
मध्य	медіана	मध्य	медіан		
मध्य	середня	मध्य	середній		ADJ;NOM;FEM;SG
मध्य	посередині	मध्य	посередина		ADV
मध्य	середньої	मध्य	середній		ADJ;GEN;FEM;SG
मध्य	середина	मध्य	середина		N;INAN;NOM;FEM;SG
मध्य	середній	मध्य	середній		ADJ;NOM;MASC;SG
राजा	раджа	राजा	раджа	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;FEM;SG
राजा	кінг	राजा	кінг	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
प्रथम	перше	प्रथम	перше	ADJ	ADV
विश्वविद्यालय	університети	विश्वविद्यालय	університети	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
जून	червня	जून	червень	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
जून	червні	जून	червень	PROPN;NOM;MASC;SG;3	ADV
जून	червень	जून	червень	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उसकी	його	वह	він	PRO;FEM;SG;3	PRO;ACC;MASC;SG;3
उसकी	her	वह	her	PRO;FEM;SG;3	
उसकी	нею	वह	вона	PRO;FEM;SG;3	PRO;INS;FEM;SG;3
उसकी	її	वह	вона	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
उसकी	їй	वह	вона	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
जिसके	полегшить	जो	полегшити	PRO;SG;3	V;PFV;IND;SG;3;FUT;FIN
मार्च	мар	मार्च	мар.	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
मार्च	березні	मार्च	березень	PROPN;NOM;MASC;SG;3	ADV
मार्च	березень	मार्च	березень	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्च	березня	मार्च	березень	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
बन	пучок	बन	пучка	V;ACT	N;INAN;GEN;FEM;PL
बनी	зайчик	बन	зайчик	V;PFV;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
अर्थ	сенс	अर्थ	сенс		N;INAN;NOM;MASC;SG
अर्थ	значення	अर्थ	значення		N;INAN;NOM;NEUT;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	квітень	अप्रैल	квітень	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अप्रैल	квітня	अप्रैल	квітень	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
अप्रैल	квітні	अप्रैल	квітний	PROPN;NOM;MASC;SG;3	ADV
महत्वपूर्ण	важливо	महत्वपूर्ण	важливо	ADJ	ADV
आप	тобою	आप	ти	PRO;NOM;SG;2;FORM	PRO;ANIM;INS;SG;2
आप	ви	आप	ви	PRO;NOM;SG;2;FORM	PRO;ANIM;NOM;PL;2
आप	тебе	आप	ти	PRO;NOM;SG;2;FORM	PRO;ANIM;ACC;SG;2
अक्टूबर	жовтень	अक्टूबर	жовтень	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
