hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
steel	ocele	steel	oceľa	PROPN	N;NOM;FEM;PL
steel	oceľový	steel	oceľový	PROPN	ADJ;ANIM;NOM;MASC;SG
steel	oceľ	steel	oceľ	PROPN	N;NOM;FEM;SG
bureau	grémium	bureau	grémium	PROPN	N;NOM;NEUT;SG
bureau	predsedníctvo	bureau	predsedníctvo	PROPN	N;NOM;NEUT;SG
timah	tin	timah	tin	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
timah	cínu	timah	cín	PROPN;SG	N;INAN;GEN;MASC;SG
germain	germain	germain	germaina	PROPN	PROPN;ANIM;NOM;MASC;SG
berhala	idolov	berhala	idolov	PROPN;SG	N;INAN;GEN;MASC;PL
diamond	diamond	diamond	diamond	PROPN	PROPN;ANIM;NOM;MASC;SG
diamond	diamant	diamond	diamant	PROPN	N;ANIM;NOM;MASC;SG
saga	saga	saga	saga	PROPN	PROPN;ANIM;NOM;MASC;SG
dihadapi	smerujúce	dihadapi	smerujúci	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
dihadapi	čelili	dihadapi	čeliť	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
dihadapi	čelili	dihadapi	čeliť	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
dihadapi	narazili	dihadapi	naraziť	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
rick	rick	rick	rick	PROPN	PROPN;ANIM;NOM;MASC;SG
rick	ricka	rick	rick	PROPN	N;ANIM;ACC;MASC;SG
liberty	slobody	liberty	sloboda	PROPN	N;NOM;FEM;PL
liberty	voľnosť	liberty	voľnosť	PROPN	N;NOM;FEM;SG
faith	vieru	faith	viera	PROPN	N;ACC;FEM;SG
faith	viery	faith	viera	PROPN	N;NOM;FEM;PL
faith	viera	faith	viera	PROPN	N;NOM;FEM;SG
faith	viere	faith	viera	PROPN	N;DAT;FEM;SG
renovasi	renovácie	renovasi	renovácia	N;SG	N;NOM;FEM;PL
gilbert	gilbert	gilbert	gilbert	PROPN	PROPN;ANIM;NOM;MASC;SG
tembak	zastreliť	tembak	zastreliť	N;SG;ACT	V;PFV;POS;NFIN
tembak	strieľať	tembak	strieľať	N;SG;ACT	V;IPFV;POS;NFIN
basel	bazilej	basel	bazilý	PROPN	N;GEN;FEM;SG
genesis	genesis	genesis	genesis	PROPN	PROPN;ANIM;NOM;MASC;SG
dikonsumsi	spotrebované	dikonsumsi	spotrebovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
investigasi	vyšetrovania	investigasi	vyšetrovanie	N;SG	N;NOM;NEUT;PL
investigasi	vyšetrenia	investigasi	vyšetrenie	N;SG	N;NOM;NEUT;PL
deret	série	deret	séria	N;SG	N;NOM;FEM;PL
berteman	priatelia	berteman	priateľ	V;SG;ACT	N;ANIM;NOM;MASC;PL
berteman	priateľov	berteman	priateľ	V;SG;ACT	N;ANIM;ACC;MASC;PL
berteman	kamaráti	berteman	kamarát	V;SG;ACT	N;ANIM;NOM;MASC;PL
takahashi	takahashi	takahashi	takahash	N	ADV
percepatan	zrýchlenia	percepatan	zrýchlenie	N;SG	N;NOM;NEUT;PL
guyana	guyana	guyana	guyan	PROPN	N;NOM;FEM;SG
wah	wau	wah	wa	PROPN	N;NOM;FEM;SG
wah	wow	wah	wow	PROPN	INTJ
wah	wah	wah	wah	PROPN	N;INAN;NOM;MASC;SG
diusir	vyhnali	diusir	vyhnať	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
diusir	vyhnaný	diusir	vyhnaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
diusir	vylúčený	diusir	vylúčený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kader	kader	kader	kader	N;SG	PROPN;ANIM;NOM;MASC;SG
dicari	hľadaný	dicari	hľadaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dicari	hľadali	dicari	hľadať	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
dicari	hľadaný	dicari	hľadaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tekstil	textilných	tekstil	textilný	N;SG	ADJ;GEN;MASC;PL
tekstil	textilné	tekstil	textilný	N;SG	ADJ;NOM;NEUT;SG
tekstil	textilný	tekstil	textilný	N;SG	ADJ;ANIM;NOM;MASC;SG
tekstil	textílie	tekstil	textília	N;SG	N;NOM;FEM;PL
orchestra	orchester	orchestra	orchester	PROPN	N;INAN;NOM;MASC;SG
jutaan	miliónov	jutaan	milión	N;SG	NUM;INAN;GEN;MASC;PL
jutaan	milióny	jutaan	milión	N;SG	N;INAN;NOM;MASC;PL
berorientasi	orientované	berorientasi	orientovaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
berorientasi	orientovaný	berorientasi	orientovaný	V;SG;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
berorientasi	orientovaná	berorientasi	orientovaný	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
berorientasi	orientované	berorientasi	orientovaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
berorientasi	orientovaný	berorientasi	orientovaný	V;SG;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
alonso	alonso	alonso	alonso	PROPN	PROPN;ANIM;NOM;MASC;SG
pemilih	voliči	penpilih	volič	N;SG	N;ANIM;NOM;MASC;PL
pemilih	voličov	penpilih	volič	N;SG	N;ANIM;ACC;MASC;PL
pemilih	voličom	penpilih	volič	N;SG	N;ANIM;DAT;MASC;PL
bereaksi	reagovali	berreaksi	reagovať	V;SG;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
alien	mimozemšťan	alien	mimozemšťan	PROPN	N;ANIM;NOM;MASC;SG
alien	mimozemské	alien	mimozemský	PROPN	ADJ;NOM;NEUT;SG
alien	votrelec	alien	votrelec	PROPN	N;ANIM;NOM;MASC;SG
alien	votrelci	alien	votrelec	PROPN	N;ANIM;NOM;MASC;PL
alien	mimozemšťania	alien	mimozemšťan	PROPN	N;ANIM;NOM;MASC;PL
alien	mimozemšťanov	alien	mimozemšťan	PROPN	N;ANIM;ACC;MASC;PL
berkolaborasi	spolupracujú	berkolaborasi	spolupracovať	V;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
berkolaborasi	spolupracovali	berkolaborasi	spolupracovať	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
berkolaborasi	spolupracujúce	berkolaborasi	spolupracujúci	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
kenneth	kenneth	kenneth	kenneth	PROPN	PROPN;ANIM;NOM;MASC;SG
false	falošné	false	falošný	PROPN	ADJ;NOM;NEUT;SG
false	falošný	false	falošný	PROPN	ADJ;ANIM;NOM;MASC;SG
false	nepravdivé	false	nepravdivý	PROPN	ADJ;NOM;NEUT;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;ANIM;NOM;MASC;SG
terbalik	opačne	terbalik	opačne	V;SG;PASS	ADV
terbalik	reverznej	terbalik	reverzný	V;SG;PASS	ADJ;GEN;FEM;SG
terbalik	spätný	terbalik	spätný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG
terbalik	obrátenej	terbalik	obrátený	V;SG;PASS	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
diidentifikasi	identifikovaná	diidentifikasi	identifikovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diidentifikasi	identifikované	diidentifikasi	identifikovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diidentifikasi	identifikovaný	diidentifikasi	identifikovaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
diidentifikasi	identifikovaných	diidentifikasi	identifikovaný	V;SG;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
wayne	wayne	wayne	wayne	PROPN	PROPN;ANIM;NOM;MASC;SG
sai	sai	sai	sai	PROPN	PROPN;ANIM;NOM;MASC;SG
pemulihan	obnovy	penpulihan	obnov	N;SG	N;NOM;FEM;PL
pemulihan	hojenia	penpulihan	hojenie	N;SG	N;NOM;NEUT;PL
penjajah	votrelci	penjajah	votrelec	N;SG	N;ANIM;NOM;MASC;PL
penjajah	okupantov	penjajah	okupant	N;SG	N;INAN;GEN;MASC;PL
lorenzo	lorenzo	lorenzo	lorenzo	PROPN	PROPN;ANIM;NOM;MASC;SG
artistik	umeleckých	artistik	umelecký	ADJ;SG	ADJ;GEN;MASC;PL
ariel	ariel	ariel	ariel	PROPN	PROPN;ANIM;NOM;MASC;SG
yale	yale	yale	yale	PROPN	PROPN;ANIM;NOM;MASC;SG
jenewa	ženeve	jenewa	ženev	PROPN;SG	N;INAN;NOM;MASC;SG
merapi	merapi	menrapi	merať	PROPN	N;INAN;NOM;MASC;SG
eko	eko	eko	eko	PROPN	
diputuskan	rozhodli	diputuskan	rozhodnúť	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
diputuskan	rozhodnuté	diputuskan	rozhodnutý	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diputuskan	odpojené	diputuskan	odpojený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kejam	kruto	kejam	kruto	ADJ;SG	ADV
ppp	ppp	ppp	ppp	PROPN	
terry	terry	terry	terra	PROPN	N;ANIM;NOM;MASC;SG
berbakat	nadaná	berbakat	nadaný	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
berbakat	nadanie	berbakat	nadanie	V;SG;ACT	N;NOM;NEUT;SG
berbakat	talentovaný	berbakat	talentovaný	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
berbakat	talentovaná	berbakat	talentovaný	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ant	mravec	ant	mravec	PROPN	N;ANIM;NOM;MASC;SG
ishak	isaac	ishak	isaac	PROPN	N;ANIM;NOM;MASC;SG
must	musi	must	musieť	PROPN	
must	muštu	must	mušta	PROPN	N;INAN;GEN;MASC;SG
must	musia	must	musieť	PROPN	V;IPFV;IND;PL;3;POS;PRS;FIN
must	musí	must	musieť	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
must	mušt	must	mušt	PROPN	N;INAN;NOM;MASC;SG
logistik	logistické	logistik	logistický	N	ADJ;NOM;NEUT;SG
logistik	logistické	logistik	logistický	N	ADJ;NOM;NEUT;SG
logistik	logistické	logistik	logistický	N	ADJ;NOM;NEUT;SG
logistik	logistickú	logistik	logistický	N	ADJ;ACC;FEM;SG
chiang	chiang	chiang	chiang	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
bos	šéfov	bos	šéf		N;ANIM;ACC;MASC;PL
bos	šéfovia	bos	šéf		N;ANIM;NOM;MASC;PL
bos	bos	bos	bos		PROPN;ANIM;NOM;MASC;SG
bos	šéfe	bos	šéf		INTJ
bos	šéf	bos	šéf		N;ANIM;NOM;MASC;SG
bos	šéfka	bos	šéfky		N;NOM;FEM;SG
bos	boss	bos	boss		PROPN;ANIM;NOM;MASC;SG
kegelapan	dark	kegelapan	dark	N;SG	
kegelapan	temné	kegelapan	temný	N;SG	ADJ;NOM;NEUT;SG
kegelapan	tmavá	kegelapan	tmavý	N;SG	ADJ;NOM;FEM;SG
kegelapan	tmavé	kegelapan	tmavý	N;SG	ADJ;NOM;NEUT;SG
kegelapan	tmavý	kegelapan	tmavý	N;SG	ADJ;ANIM;NOM;MASC;SG
kegelapan	temnoty	kegelapan	temnota	N;SG	N;NOM;FEM;PL
kegelapan	tmy	kegelapan	tma	N;SG	N;NOM;FEM;PL
kegelapan	temné	kegelapan	temný	N;SG	ADJ;NOM;NEUT;SG
reporter	reportéri	reporter	reportér	N;SG	N;ANIM;NOM;MASC;PL
copyright	autorských	copyright	autorský	PROPN	ADJ;GEN;MASC;PL
wisconsin	wisconsine	wisconsin	wisconsine	PROPN	N;NOM;FEM;SG
dikelompokkan	zoskupené	dikelompokkan	zoskupený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ward	ward	ward	ward	PROPN	PROPN;ANIM;NOM;MASC;SG
parit	zákopoch	parit	zákop	N;SG	N;INAN;ESS;MASC;PL
debat	debaty	debat	debata	N;SG	N;NOM;FEM;PL
debat	rozpravy	debat	rozprava	N;SG	N;NOM;FEM;PL
debat	diskusie	debat	diskusie	N;SG	N;NOM;FEM;PL
debat	diskutovať	debat	diskutovať	N;SG	V;IPFV;POS;NFIN
jerusalem	jeruzalem	jerusalem	jeruzala	PROPN	N;INAN;NOM;MASC;SG
jerusalem	jeruzalema	jerusalem	jeruzalem	PROPN	N;INAN;GEN;MASC;SG
jerusalem	jeruzaleme	jerusalem	jeruzalem	PROPN	N;ANIM;NOM;MASC;PL
genoa	janov	genoa	jan	PROPN	N;INAN;NOM;MASC;SG
ing	ing	ing	ing	PROPN	
harold	harold	harold	harold	PROPN	PROPN;ANIM;NOM;MASC;SG
pretty	pekná	pretty	pekný	PROPN	ADJ;NOM;FEM;SG
aires	aires	aires	aires	PROPN	PROPN;INAN;NOM;MASC;SG
cameo	cameo	cameo	cameo	PROPN	N;NOM;FEM;SG
trust	veriť	trust	veriť	PROPN	V;IPFV;POS;NFIN
trust	dôvera	trust	dôvera	PROPN	N;NOM;FEM;SG
trust	ver	trust	veriť	PROPN	INTJ
trust	dôveru	trust	dôvera	PROPN	N;ACC;FEM;SG
trust	dôverovať	trust	dôverovať	PROPN	V;IPFV;POS;NFIN
trust	dôveruje	trust	dôverovať	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
trust	verí	trust	veriť	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
puy	puy	puy	pua	PROPN	PROPN;ANIM;NOM;MASC;SG
pemancar	vysielače	penpancar	vysielač	N;SG	N;INAN;NOM;MASC;PL
storm	storm	storm	storý	PROPN	PROPN;ANIM;NOM;MASC;SG
storm	búrka	storm	búrka	PROPN	N;NOM;FEM;SG
#efefef	#efefef	#efefef	#efefef	PROPN	N;INAN;NOM;MASC;SG
teolog	teológov	teolog	teológ	N;SG	N;ANIM;ACC;MASC;PL
opsi	moznosti	opsi	moznosť	N;SG	N;NOM;FEM;PL
opsi	voľby	opsi	voľba	N;SG	N;NOM;FEM;PL
opsi	opcie	opsi	opcia	N;SG	N;NOM;FEM;PL
opsi	možnosti	opsi	možnosť	N;SG	N;NOM;FEM;PL
altar	oltáre	altar	oltár	N;SG	N;INAN;NOM;MASC;PL
kemiri	orechový	kemiri	orechový	N;SG	ADJ;ANIM;NOM;MASC;SG
dublin	dubline	dublin	dubliňa	PROPN	N;DAT;FEM;SG
dublin	dublin	dublin	dublin	PROPN	PROPN;ANIM;NOM;MASC;SG
dimodifikasi	modifikovaný	dimodifikasi	modifikovaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
dimodifikasi	zmenený	dimodifikasi	zmenený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
dimodifikasi	modifikované	dimodifikasi	modifikovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dimodifikasi	zmenené	dimodifikasi	zmenený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dimodifikasi	modifikovaná	dimodifikasi	modifikovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diperkuat	posilnený	diperkuat	posilnený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diperkuat	posilnené	diperkuat	posilnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diperkuat	posilnená	diperkuat	posilnený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diperkuat	posilnený	diperkuat	posilnený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diperkuat	vystužené	diperkuat	vystužený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diperkuat	posilnené	diperkuat	posilnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diperkuat	zosilnené	diperkuat	zosilnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diperkuat	posilnená	diperkuat	posilnený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
isteri	zena	isteri	zena	N;SG	
hussein	hussein	hussein	hussein	PROPN	N;ANIM;NOM;MASC;SG
sui	sui	sui	sui	PROPN	
vision	vízia	vision	víziť	PROPN	N;NOM;FEM;SG
vision	vízie	vision	víziať	PROPN	N;NOM;FEM;PL
vision	videnie	vision	videnie	PROPN	N;NOM;NEUT;SG
vision	videnia	vision	videnie	PROPN	N;NOM;NEUT;PL
vision	víziu	vision	vízium	PROPN	N;ACC;FEM;SG
akustik	akustické	akustik	akustický	N;SG	ADJ;NOM;NEUT;SG
hugh	hugh	hugh	hugh	PROPN	PROPN;ANIM;NOM;MASC;SG
benediktus	benedict	benediktus	benedict	N	PROPN;ANIM;NOM;MASC;SG
madison	madison	madison	madison	PROPN	PROPN;ANIM;NOM;MASC;SG
buenos	buenos	buenos	buenos	PROPN	PROPN;NOM;MASC;SG
inisiatif	iniciatív	inisiatif	iniciatív	N;SG	N;GEN;FEM;PL
inisiatif	iniciatívy	inisiatif	iniciatíva	N;SG	N;NOM;FEM;PL
inisiatif	iniciatívy	inisiatif	iniciatíva	N;SG	N;NOM;FEM;PL
minh	minh	minh	miný	PROPN	PROPN;ANIM;NOM;MASC;SG
stuart	stuart	stuart	stuart	PROPN	PROPN;ANIM;NOM;MASC;SG
karen	karen	karen	karen	PROPN	PROPN;NOM;FEM;SG
karen	keren	karen	keren	PROPN	N;NOM;MASC;SG
umpan	krmív	umpan	krmív	N;SG	N;GEN;FEM;PL
umpan	krmivo	umpan	krmivo	N;SG	N;INAN;NOM;MASC;PL
umpan	krmivá	umpan	krmivý	N;SG	N;INAN;NOM;MASC;PL
umpan	kŕmiť	umpan	kŕmiť	N;SG	V;IPFV;POS;NFIN
umpan	návnady	umpan	návnada	N;SG	N;NOM;FEM;PL
umpan	návnady	umpan	návnada	N;SG	N;NOM;FEM;PL
tengkorak	lebky	tengkorak	lebka	N;SG	N;NOM;FEM;PL
kemasan	obaly	kemasan	obal	N;SG	N;INAN;NOM;MASC;PL
kemasan	obalov	kemasan	obal	N;SG	N;INAN;GEN;MASC;PL
kemasan	balenia	kemasan	balenie	N;SG	N;NOM;NEUT;PL
hayati	biodiverzity	hayati	biodiverzita	N;SG	N;NOM;FEM;PL
rahim	maternice	rahim	maternica	PROPN;SG	N;NOM;FEM;PL
rahim	maternici	rahim	maternica	PROPN;SG	N;NOM;FEM;PL
rahim	maternici	rahim	maternica	PROPN;SG	N;NOM;FEM;PL
rahim	maternice	rahim	maternica	PROPN;SG	N;NOM;FEM;PL
bidadari	angel	bidadari	angel	N;SG	PROPN;ANIM;NOM;MASC;SG
kakao	kakao	kakao	kakao	PROPN	N;NOM;FEM;PL
perhiasan	šperky	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;PL
perhiasan	klenoty	perhiasan	klenota	N;SG	N;INAN;NOM;MASC;PL
perhiasan	šperkov	perhiasan	šperk	N;SG	N;INAN;GEN;MASC;PL
perhiasan	šperky	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;PL
perhiasan	klenoty	perhiasan	klenota	N;SG	N;INAN;NOM;MASC;PL
perhiasan	šperkov	perhiasan	šperk	N;SG	N;INAN;GEN;MASC;PL
dikurangi	znížená	dikurangi	znížený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dikurangi	znížené	dikurangi	znížený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dikurangi	znížený	dikurangi	znížený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
dikurangi	odpočítané	dikurangi	odpočítaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dikurangi	mínus	dikurangi	mínus	V;SG;PASS	N;NOM;NEUT;SG
praha	prague	praha	pragu	PROPN	PROPN;ANIM;NOM;MASC;SG
praha	praha	praha	praha	PROPN	PROPN;NOM;FEM;SG
praha	prahy	praha	prah	PROPN	N;NOM;FEM;PL
praha	prahe	praha	prah	PROPN	N;NOM;FEM;SG
kehakiman	súdnictva	kehakiman	súdnictvo	N;SG	N;NOM;NEUT;PL
memancing	rybársky	menpancing	rybársky	V;SG;ACT	ADJ;INAN;NOM;MASC;SG
memancing	rybolov	menpancing	rybol	V;SG;ACT	N;INAN;NOM;MASC;SG
memancing	rybolovu	menpancing	rybolov	V;SG;ACT	N;ACC;FEM;SG
memancing	rybárske	menpancing	rybársky	V;SG;ACT	ADJ;NOM;NEUT;SG
perspektif	perspektívy	perspektif	perspektíva	N;SG	N;NOM;FEM;PL
perspektif	hľadiska	perspektif	hľadisko	N;SG	N;NOM;NEUT;PL
perspektif	výhľady	perspektif	výhľad	N;SG	N;NOM;FEM;PL
perspektif	perspektívy	perspektif	perspektíva	N;SG	N;NOM;FEM;PL
penguin	tučniaky	penguin	tučniaky	PROPN	N;INAN;NOM;MASC;PL
penguin	tučniak	penguin	tučniak	PROPN	N;ANIM;NOM;MASC;SG
missile	strela	missile	strieť	PROPN	N;NOM;FEM;SG
missile	raketa	missile	raket	PROPN	N;NOM;FEM;SG
relasi	vzťahy	relasi	vzťah	N;SG	N;INAN;NOM;MASC;PL
ghost	ducha	ghost	duch	PROPN	N;INAN;ACC;MASC;SG
ghost	duch	ghost	duch	PROPN	N;ANIM;NOM;MASC;SG
stade	stade	stade	stať	PROPN	PROPN;ANIM;NOM;MASC;SG
progresif	progresívne	progresif	progresívne	ADJ;SG	ADV
florence	florence	florence	florenec	PROPN	N;ANIM;NOM;MASC;SG
moldova	moldavských	moldova	moldavský	PROPN	ADJ;GEN;MASC;PL
moldova	moldavská	moldova	moldavský	PROPN	ADJ;NOM;FEM;SG
moldova	moldavsko	moldova	moldavsko	PROPN	N;NOM;NEUT;SG
moldova	moldavská	moldova	moldavský	PROPN	ADJ;NOM;FEM;SG
oct	október	oct	október		N;INAN;NOM;MASC;SG
tunas	puky	tunas	puka	N;SG	N;INAN;NOM;MASC;PL
tunas	strieľa	tunas	strieľa	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
caroline	caroline	caroline	carolina	PROPN	N;NOM;FEM;SG
caroline	karolína	caroline	karolína	PROPN	N;NOM;FEM;SG
ngc	centaurus	ngc	centaurus	PROPN	N;INAN;NOM;MASC;SG
ngc	ngc	ngc	my	PROPN	N;NOM;FEM;SG
dibayar	platené	dibayar	platený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dibayar	platená	dibayar	platený	V;SG;PASS	ADJ;NOM;FEM;SG
dibayar	vyplatené	dibayar	vyplatený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dibayar	zaplatené	dibayar	zaplatený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rico	rico	rico	rico	PROPN	PROPN;ANIM;NOM;MASC;SG
terungkap	odhalená	terungkap	odhalený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
terungkap	zjavené	terungkap	zjavený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terungkap	odhalené	terungkap	odhalený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dimas	dimas	dimas	dimas	PROPN;SG;PASS	N;INAN;NOM;MASC;SG
dimas	danny	dimas	danny	PROPN;SG;PASS	PROPN;ANIM;NOM;MASC;SG
dimas	dannyho	dimas	danny	PROPN;SG;PASS	ADJ;ANIM;GEN;MASC;SG
ronde	okrúhle	ronde	okrúhle	N	ADJ;NOM;NEUT;PL
ronde	okrúhly	ronde	okrúhly	N	ADJ;INAN;NOM;MASC;SG
stroke	ťahy	stroke	ťaha	PROPN	N;NOM;FEM;PL
stroke	mŕtvicu	stroke	mŕtvica	PROPN	N;ACC;FEM;SG
stroke	zdvih	stroke	zdvih	PROPN	N;INAN;NOM;MASC;SG
bak	vane	bak	vaňa	N;SG	N;NOM;FEM;PL
bak	bak	bak	bak	N;SG	PROPN;ANIM;NOM;MASC;SG
kerang	mušľa	kerang	mušľa	PROPN	N;NOM;FEM;SG
kerang	shell	kerang	shell	PROPN	N;INAN;NOM;MASC;SG
kerang	mäkkýše	kerang	mäkkýš	PROPN	ADJ;ANIM;NOM;MASC;SG
kerang	škrupín	kerang	škrupina	PROPN	N;NOM;FEM;PL
kerang	mušle	kerang	mušle	PROPN	N;NOM;FEM;PL
mengindikasikan	uveďte	menindikasikan	uviesť	V;SG;ACT	V;PFV;IMP;PL;2;POS;FIN
berkomentar	komentovali	berkomentar	komentovať	V;SG;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
kamal	kamal	kamal	kamať	PROPN	PROPN;ANIM;NOM;MASC;SG
advent	adventný	advent	adventný	PROPN	ADJ;ANIM;NOM;MASC;SG
advent	adventistov	advent	adventista	PROPN	N;ANIM;NOM;MASC;PL
menyertakan	zaradené	menyertakan	zaradený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
menyertakan	zahrnuté	menyertakan	zahrnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
menyertakan	zahrnutý	menyertakan	zahrnutý	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
better	lepšie	better	dobre	PROPN	ADV;CMPR
better	lepší	better	dobrý	PROPN	ADJ;ANIM;NOM;CMPR;MASC;SG
better	lepšia	better	dobrý	PROPN	ADJ;NOM;CMPR;FEM;SG
better	radšej	better	rád	PROPN	ADJ;ANIM;NOM;CMPR;MASC;SG
better	lepsie	better	lepsie	PROPN	
surut	pády	surut	pád	PROPN;SG;ACT	N;INAN;NOM;MASC;PL
surut	ustupujú	surut	ustupovať	PROPN;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
saul	saul	saul	saul	PROPN	PROPN;ANIM;NOM;MASC;SG
samsung	samsung	samsung	samsung	PROPN	N;INAN;NOM;MASC;SG
baba	baba	baba	baba	PROPN	N;NOM;FEM;SG
problem	problem	problem	problem	PROPN	INTJ
problem	problém	problem	problém	PROPN	N;INAN;NOM;MASC;SG
problem	problému	problem	problém	PROPN	N;INAN;GEN;MASC;SG
akademis	akademických	akademis	akademický	ADJ;SG	ADJ;GEN;MASC;PL
akademis	akademicky	akademis	akademicky	ADJ;SG	ADV
peralihan	prechodné	peralihan	prechodný	N;SG	ADJ;NOM;NEUT;SG
peralihan	prechody	peralihan	prechod	N;SG	N;INAN;NOM;MASC;PL
merak	páv	merak	páv	PROPN	N;ANIM;NOM;MASC;SG
pengeluaran	výdavky	penkeluaran	výdavka	N;SG	N;NOM;FEM;PL
pengeluaran	vynaložené	penkeluaran	vynaložený	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pengeluaran	strávené	penkeluaran	strávený	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
