من	که	مِن	که	ADP	CONJ
باريس	paris	بَارِيس	paris		N;SG
باريس	پاریسی	بَارِيس	پاریسی		N;SG
باريس	پاریس	بَارِيس	پاریس		N;SG
هم	آنها	هُوَ	آن	PRO;NOM;MASC;PL;3	PRO;PL
هم	آنان	هُوَ	آن	PRO;NOM;MASC;PL;3	PRO;PL
هم	اونا	هُوَ	آن	PRO;NOM;MASC;PL;3	N;PL
هم	اونها	هُوَ	اون	PRO;NOM;MASC;PL;3	N;PL
هم	آنها	هُوَ	آن	PRO;NOM;MASC;PL;3	PRO;PL
يلعب	پخش	لَعِب	پخش	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
قانون	حقوق	قَانُون	حق	N;NOM;INDF;SG	N;PL
لندن	لندن	لَندَن	لندن		N;SG
لندن	london	لَندَن	None		N;SG
سجل	ضبط	سَجَّل	None	V;PFV;MASC;SG;3;ACT	N;SG
سجل	ثبات	سَجَّل	ثبات	V;PFV;MASC;SG;3;ACT	N;SG
سجل	ثبت	سَجَّل	ثبت	V;PFV;MASC;SG;3;ACT	N;SG
الشعب	تقسیمات	شَعب	تقسیمه	N;NOM;DEF;SG	N;PL
الشعب	بخشها	شَعب	بخش	N;NOM;DEF;SG	N;PL
الخليج	بای	خَلِيج	با	N;NOM;DEF;SG	
خارج	بیرون	خَارِجَ	بیرون	ADP;ACC	ADV;ESS
خارج	برون	خَارِجَ	برون	ADP;ACC	N;SG
يقول	میگه	قَال	میگه	V;IPFV;MASC;IND;SG;3;FIN;ACT	
ذو	tho	ذُو	tho		
ممثلات	بازیگرها	مُمَثِّل	بازیگر	ADJ;NOM;INDF;FEM;PL	N;PL
سعيد	خوشبخت	سعيد	خوشبخت		ADJ
سعيد	خوش	سعيد	خوش		ADJ
سعيد	شاد	سعيد	شاد		ADJ
سعيد	خوشحال	سعيد	None		ADJ
سعيد	مبارک	سعيد	مبارک		N;SG
ذكر	مذکر	ذَكَر	None	V;PFV;MASC;SG;3;ACT	N;SG
ذكر	نر	ذَكَر	نر	V;PFV;MASC;SG;3;ACT	N;SG
الاجتماعية	سوسیال	اِجتِمَاعِيّ	سوسیال	ADJ;NOM;DEF;FEM;SG	N;SG
جزر	هویج	جَزِيرَة	None	N;NOM;INDF;PL	N;SG
جزر	هویج	جَزِيرَة	None	N;NOM;INDF;PL	N;SG
الدراسات	monographs	دِرَاسَة	monographs	N;NOM;DEF;PL	N;SG
يعرف	داند	عَرَف	دانست#دان	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;SBJV;SG;3;PRS
بلاد	کانتری	بَلَد	کان	N;NOM;INDF;PL	N;SG
بلاد	کشوری	بَلَد	کشوری	N;NOM;INDF;PL	N;SG
بلاد	کشور	بَلَد	کشور	N;NOM;INDF;PL	N;SG
بلاد	مملکت	بَلَد	مملکت	N;NOM;INDF;PL	N;SG
بلاد	ییلاق	بَلَد	ییلاق	N;NOM;INDF;PL	N;SG
سعود	سعود	سعود	سعود		N;SG
تتبع	ردگیری	تَبِع	ردگیر	V;MASC;IMP;SG;FIN	N;SG
تتبع	ردیابی	تَبِع	None	V;MASC;IMP;SG;FIN	N;SG
تتبع	پیگیر	تَبِع	None	V;MASC;IMP;SG;FIN	ADJ
تتبع	ردیابی	تَبِع	None	V;MASC;IMP;SG;FIN	N;SG
الشخصية	شخصیت	شَخصِيّ	شخصیت	ADJ;NOM;DEF;FEM;SG	N;SG
الشخصية	نویسه	شَخصِيّ	نویسه	ADJ;NOM;DEF;FEM;SG	N;SG
الشخصية	شخصیت	شَخصِيّ	شخصیت	ADJ;NOM;DEF;FEM;SG	N;SG
الشخصية	شخصیتی	شَخصِيّ	شخصیت	ADJ;NOM;DEF;FEM;SG	N;SG
الداخلية	interior	دَاخِلِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
لعب	پخش	لَعِب	پخش	V;PFV;MASC;SG;3;ACT	N;SG
لعب	بازی	لَعِب	بازی	V;PFV;MASC;SG;3;ACT	N;SG
جدا	خیلی	جِدّ	خیلی	N;ACC;INDF;SG	ADV
جدا	بسیار	جِدّ	بسیار	N;ACC;INDF;SG	ADV
فاز	وون	فَاز	وون	V;PFV;MASC;SG;3;ACT	N;SG
البحث	تحقیقاتی	بَحث	تحقیق	N;NOM;DEF;SG	N;PL
البحث	تحقیقات	بَحث	تحقیق	N;NOM;DEF;SG	N;PL
صالح	صالح	صالح	صالح		N;SG
صالح	معتبری	صالح	معتبر		N;SG
صالح	معتبر	صالح	معتبر		ADJ
صالح	متناسب	صالح	متناسب		N;SG
صالح	فیت	صالح	فیت		
صالح	تناسب	صالح	تناسب		N;SG
صالح	صالح	صالح	صالح		N;SG
الوسطى	مرکزی	أَوسَط	مرکزی	N;NOM;DEF;SG	ADJ
كاليفورنيا	california	كَالِيفُورنِيَا	california		N;SG
كاليفورنيا	کالیفرنیا	كَالِيفُورنِيَا	None		N;SG
السياسي	سیاستمدار	سِيَاسِيّ	سیاستمدار	ADJ;NOM;DEF;MASC;SG	N;SG
عربية	عربی	عَرَبِيّ	عربی	ADJ;NOM;INDF;FEM;SG	N;SG
عربية	تازی	عَرَبِيّ	تازی	ADJ;NOM;INDF;FEM;SG	N;SG
التالية	بعدی	تَالِي	بعد		N;SG
التالية	next	تَالِي	next		N;SG
الثالثة	سومی	ثَالِث	None	ADJ;NOM;DEF;FEM;SG	N;SG
طيور	پرندگان	طَير	پرنده		N;PL
لما	چرا	لَمَّا	چرا		ADV
سان	san	سَان	san		N;SG
سان	سن	سَان	سن		N;SG
سان	سان	سَان	سان		
العملية	مراحل	عَمَلِيَّة	مرحله	N;NOM;DEF;SG	N;PL
العملية	عملیات	عَمَلِيَّة	عملیات	N;NOM;DEF;SG	N;PL
صاحب	مالکش	صَاحِب	مالکش	N;NOM;INDF;SG	
برامج	نرمافزار	بَرنَامَج	نرمافزار	N;NOM;INDF;PL	N;SG
ارتفاع	قد	اِرتِفَاع	قد	N;NOM;INDF;SG	
الخامس	پنجمی	خَامِس	پنجمی	ADJ;NOM;DEF;MASC;SG	N;SG
العلماء	دانشمندی	عَالِم	دانشمندی	N;NOM;DEF;PL	N;SG
العلماء	دانشمند	عَالِم	دانشمند	N;NOM;DEF;PL	N;SG
تركيا	ترکیه	تُركِيَا	ترکیه		N;SG
تركيا	ترکی	تُركِيَا	ترکی		N;SG
تركيا	بوقلمون	تُركِيَا	بوقلمون		N;SG
النشاط	فعالیتها	نَشَاط	فعالیت	N;NOM;DEF;SG	N;PL
حد	محدود	حَدّ	محدود	N;NOM;INDF;SG	ADJ
صناعة	صنایع	صِنَاعَة	صنعت	N;NOM;INDF;SG	N;PL
تحتوي	حاوی	اِحتَوَى	حاوی	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ
نباتي	گیاهخوار	نباتي	گیاهخوار	ADJ;NOM;INDF;MASC;SG	N;SG
نباتي	vegetarian	نباتي	vegetarian	ADJ;NOM;INDF;MASC;SG	N;SG
الفردي	اختصاص	فَردِيّ	اختصاص	ADJ;NOM;DEF;MASC;SG	N;SG
الفردي	تکآهنگ	فَردِيّ	تکآهنگ	ADJ;NOM;DEF;MASC;SG	N;SG
الفردي	تکنفره	فَردِيّ	تکنفره	ADJ;NOM;DEF;MASC;SG	N;SG
الفردي	مجرد	فَردِيّ	مجرد	ADJ;NOM;DEF;MASC;SG	N;SG
البعض	بعضیها	بَعض	بعضی	N;NOM;DEF;SG	N;PL
البعض	برخی	بَعض	برخی	N;NOM;DEF;SG	PRO
الحديثة	مدرن	حَدِيث	مدرن	ADJ;NOM;DEF;FEM;SG	N;SG
الحديثة	امروزی	حَدِيث	امروزی	ADJ;NOM;DEF;FEM;SG	N;SG
الحديثة	modern	حَدِيث	modern	ADJ;NOM;DEF;FEM;SG	N;SG
الملكية	اموال	مِلكِيَّة	مال	N;NOM;DEF;SG	N;PL
لي	لی	لِي	None		
مسلسلات	سری	مُسلِسِلّ	سری	N;NOM;INDF;PL	N;SG
عسكرية	ارتش	عَسكَرِيّ	ارتش	ADJ;NOM;INDF;FEM;SG	N;SG
عسكرية	نظامی	عَسكَرِيّ	نظام	ADJ;NOM;INDF;FEM;SG	N;SG
عسكرية	ارتشی	عَسكَرِيّ	ارتشی	ADJ;NOM;INDF;FEM;SG	N;SG
شخصيات	نویسه	شَخصِيَّة	نویسه	N;NOM;INDF;PL	N;SG
الحالة	شرایط	حَالَة	شرایط	N;NOM;DEF;SG	N;PL
صور	عکس	صُورَة	عکس	N;NOM;INDF;PL	N;SG
صور	پیکچرز	صُورَة	پیکچرز	N;NOM;INDF;PL	N;SG
صور	عکس	صُورَة	عکس	N;NOM;INDF;PL	N;SG
القديم	پیر	قَدِيم	پیر	ADJ;NOM;DEF;MASC;SG	N;SG
القديم	قدیمی	قَدِيم	قدیمی	ADJ;NOM;DEF;MASC;SG	N;SG
القديم	قدمت	قَدِيم	قدمت	ADJ;NOM;DEF;MASC;SG	N;SG
المحلية	محلی	مَحَلِّيّ	محل	ADJ;NOM;DEF;FEM;SG	N;SG
الطب	داروها	طِبّ	دارو	N;NOM;DEF;SG	N;PL
بعدها	پس	بعدها	پس	PRO;NOM;MASC;SG;3	ADV
حدث	رویداد	حَدَث	رویداد	V;PFV;MASC;SG;3;ACT	N;SG
حدث	واقعه	حَدَث	واقعه	V;PFV;MASC;SG;3;ACT	N;SG
حدث	رخداد	حَدَث	رخداد	V;PFV;MASC;SG;3;ACT	N;SG
الحصول	شو	حُصُول	None	N;NOM;DEF;SG	V;IMP;SG;2
الخاص	خلوت	خَاصّ	None	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	شخصی	خَاصّ	شخص	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	سرباز	خَاصّ	سرباز	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	private	خَاصّ	private	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	خصوصی	خَاصّ	خصوصی	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	مخصوص	خَاصّ	مخصوص	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	خاص	خَاصّ	خاص	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	استثنایی	خَاصّ	استثنایی	ADJ;NOM;DEF;MASC;SG	N;SG
الخاص	خاصه	خَاصّ	خاصه	ADJ;NOM;DEF;MASC;SG	N;SG
باشا	پاشا	باشا	پاشا		N;SG
العلاقات	رابطه	عَلَاقَة	رابطه	N;NOM;DEF;PL	N;SG
العلاقات	رابطه	عَلَاقَة	رابطه	N;NOM;DEF;PL	N;SG
جي	جیه	جِي	جیه		
جي	جای	جِي	جا		N;SG
جي	jai	جِي	jai		
سليمان	سلیمان	سليمان	سلیمان		N;SG
سليمان	سولومون	سليمان	سولومون		N;SG
سليمان	سلیمان	سليمان	سلیمان		N;SG
الشام	شم	شَام	شم	N;NOM;DEF;SG	V;SBJV;SG;1;PRS
الشام	sham	شَام	sham	N;NOM;DEF;SG	
النساء	زنانی	نِسَاء	None	N;NOM;DEF;SG	N;PL
النساء	زنها	نِسَاء	None	N;NOM;DEF;SG	N;PL
النساء	زنان	نِسَاء	زن	N;NOM;DEF;SG	N;PL
الشعر	موها	شَعر	مو	N;NOM;DEF;SG	N;PL
وهم	وهم	وَهم	وهم		
وهم	توهم	وَهم	توهم		N;SG
جهاز	دستگاهها	جِهَاز	دستگاه	N;NOM;INDF;SG	N;PL
تي	tee	تِي	tee		N;SG
عالية	والا	عَالِي	None	ADJ;NOM;INDF;FEM;SG	
عالية	رفیع	عَالِي	None	ADJ;NOM;INDF;FEM;SG	N;SG
نطاق	گسترۀ	نِطَاق	گسترۀ	N;NOM;INDF;SG	
تحقيق	تحقیقات	تَحقِيق	تحقیق	N;NOM;INDF;SG	N;PL
يعني	معنای	عَنَى	معنا	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يعني	معنی	عَنَى	معنی	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يعني	معنا	عَنَى	معنا	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يعني	بدجنس	عَنَى	بدجنس	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يعني	میانگین	عَنَى	میانگین	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
ويكي	ویکی	ويكي	ویکی		N;SG
السادس	ششمی	سَادِس	ششمی	ADJ;NOM;DEF;MASC;SG	N;SG
طويلة	تل	طَوِيل	تل	ADJ;NOM;INDF;FEM;SG	N;SG
طويلة	قد	طَوِيل	قد	ADJ;NOM;INDF;FEM;SG	
طويلة	لانگ	طَوِيل	لانگ	ADJ;NOM;INDF;FEM;SG	N;SG
الكتب	کتاب	كِتَاب	کتاب	N;NOM;DEF;PL	N;SG
جورج	جرج	جُورج	جرج		N;SG
جورج	گئورگ	جُورج	گئورگ		N;SG
جورج	جورج	جُورج	None		N;SG
الخلايا	سلول	خَلِيَّة	سلول	N;NOM;DEF;PL	N;SG
عامة	همگانی	عَامّ	همگانی	ADJ;NOM;INDF;FEM;SG	N;SG
عامة	public	عَامّ	public	ADJ;NOM;INDF;FEM;SG	N;SG
عامة	ژنرال	عَامّ	ژنرال	ADJ;NOM;INDF;FEM;SG	N;SG
عامة	جنرال	عَامّ	جنرال	ADJ;NOM;INDF;FEM;SG	N;SG
الحدود	مرز	حَدّ	مرز	N;NOM;DEF;PL	N;SG
الحدود	لبه	حَدّ	لبه	N;NOM;DEF;PL	N;SG
الحدود	مرزی	حَدّ	مرز	N;NOM;DEF;PL	N;SG
الحدود	مرز	حَدّ	مرز	N;NOM;DEF;PL	N;SG
الحدود	لبۀ	حَدّ	لبۀ	N;NOM;DEF;PL	N;SG
الحدود	مرزی	حَدّ	مرز	N;NOM;DEF;PL	N;SG
مباشرة	مستقیما	مُبَاشَرَة	None	N;NOM;INDF;SG	ADV
مباشرة	مستقیماً	مُبَاشَرَة	مستقیماً	N;NOM;INDF;SG	ADV
مصطفى	mostafa	مصطفى	mostafa		N;SG
مصطفى	مصطفی	مصطفى	مصطفی		N;SG
مصطفى	mustafa	مصطفى	mustafa		
مصطفى	مصطفی	مصطفى	مصطفی		N;SG
المادة	مواد	مَادَّة	ماده	N;NOM;DEF;SG	N;PL
المادة	مصالح	مَادَّة	مصالح	N;NOM;DEF;SG	N;PL
هولندا	هلند	هولندا	هلند		N;SG
هولندا	هالند	هولندا	هالند		N;SG
هولندا	هلند	هولندا	هلند		N;SG
كندا	کانادا	كَنَدَا	کانادا		N;SG
بنت	دختری	بَنَى	None	V;PFV;FEM;SG;3;ACT	N;SG
بنت	دختر	بَنَى	دختر	V;PFV;FEM;SG;3;ACT	N;SG
بنت	girl	بَنَى	girl	V;PFV;FEM;SG;3;ACT	
بنت	دختر	بَنَى	دختر	V;PFV;FEM;SG;3;ACT	N;SG
سعد	سعد	سعد	سعد		N;SG
الكريم	کرم	كَرِيم	None	ADJ;NOM;DEF;MASC;SG	N;SG
الكريم	خامه	كَرِيم	خامه	ADJ;NOM;DEF;MASC;SG	N;SG
السورية	سوریه	سُورِيّ	سوریه	ADJ;NOM;DEF;FEM;SG	N;SG
السورية	سوری	سُورِيّ	سوری	ADJ;NOM;DEF;FEM;SG	N;SG
السعودي	عربستان	سَعُودِيّ	عربستان	ADJ;NOM;DEF;MASC;SG	N;SG
الشعبية	عامه	شَعبِيّ	عامه	ADJ;NOM;DEF;FEM;SG	N;SG
الشعبية	محبوبه	شَعبِيّ	محبوبه	ADJ;NOM;DEF;FEM;SG	N;SG
الشعبية	محبوب	شَعبِيّ	محبوب	ADJ;NOM;DEF;FEM;SG	N;SG
الشعبية	محبوبیت	شَعبِيّ	محبوبیت	ADJ;NOM;DEF;FEM;SG	N;SG
ظهر	عقب	ظَهَر	عقب	V;PFV;MASC;SG;3;ACT	N;SG
ظهر	پشت	ظَهَر	پشت	V;PFV;MASC;SG;3;ACT	ADP
ظهر	باز	ظَهَر	باز	V;PFV;MASC;SG;3;ACT	ADJ
البطولة	مسابقات	بُطُولَة	مسابقه	N;NOM;DEF;SG	N;PL
تعرف	بدانند	عَرَف	دانست#دان	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;SBJV;PL;3;PRS
تعرف	بدانید	عَرَف	None	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;IMP;PL;2
المجال	کرهای	مَجَال	کر	N;NOM;DEF;SG	N;PL
خاص	خلوت	خَاصّ	None	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	شخصی	خَاصّ	شخص	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	سرباز	خَاصّ	سرباز	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	private	خَاصّ	private	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	خصوصی	خَاصّ	خصوصی	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	مخصوص	خَاصّ	مخصوص	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	خاص	خَاصّ	خاص	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	استثنایی	خَاصّ	استثنایی	ADJ;NOM;INDF;MASC;SG	N;SG
خاص	خاصه	خَاصّ	خاصه	ADJ;NOM;INDF;MASC;SG	N;SG
الطبيعية	natural	طَبِيعِيّ	natural	ADJ;NOM;DEF;FEM;SG	N;SG
سابق	پیشین	سَابِق	پیشین	ADJ;NOM;INDF;MASC;SG	N;SG
سابق	پیشین	سَابِق	پیشین	ADJ;NOM;INDF;MASC;SG	N;SG
العلاج	درمانش	عِلَاج	درمانش	N;NOM;DEF;SG	
باب	در	بَاب	در	N;NOM;INDF;SG	ADP
بريطانيا	بریتانیا	برِيطَانِيَا	None		N;SG
بريطانيا	بریتانیایی	برِيطَانِيَا	بریتانی		N;SG
بريطانيا	بریتانیا	برِيطَانِيَا	None		N;SG
بريطانيا	بریتانیا	برِيطَانِيَا	None		N;SG
خمسة	فایو	خَمسَة	فایو	NUM;NOM;INDF;MASC	N;SG
كامل	پر	كَامِل	پر	ADJ;NOM;INDF;MASC;SG	N;SG
كامل	کاملش	كَامِل	کاملش	ADJ;NOM;INDF;MASC;SG	N;SG
كامل	فول	كَامِل	فول	ADJ;NOM;INDF;MASC;SG	N;SG
كامل	پره	كَامِل	پره	ADJ;NOM;INDF;MASC;SG	N;SG
كامل	تکمیل	كَامِل	تکمیل	ADJ;NOM;INDF;MASC;SG	N;SG
مهمة	مهم	مَهَمَّة	مهم	N;NOM;INDF;SG	ADJ
رسالة	نامهای	رِسَالَة	نامه	N;NOM;INDF;SG	N;PL
الدينية	دینی	دِينِيّ	دین	ADJ;NOM;DEF;FEM;SG	N;SG
التالي	بعدی	تَالِي	بعد	ADJ;NOM;DEF;MASC;SG	N;SG
التالي	next	تَالِي	next	ADJ;NOM;DEF;MASC;SG	N;SG
تكساس	تکزاس	تِكسَاس	تکزاس		N;SG
تكساس	تگزاس	تِكسَاس	تگزاس		N;SG
سوف	ویل	سَوفَ	ویل	PART	N;SG
العسكري	ارتش	عَسكَرِيّ	ارتش	ADJ;NOM;DEF;MASC;SG	N;SG
العسكري	نظامی	عَسكَرِيّ	نظام	ADJ;NOM;DEF;MASC;SG	N;SG
العسكري	ارتشی	عَسكَرِيّ	ارتشی	ADJ;NOM;DEF;MASC;SG	N;SG
النهائي	نهائی	نِهَائِيّ	نهائی	ADJ;NOM;DEF;MASC;SG	N;SG
النهائي	پایانی	نِهَائِيّ	پایان	ADJ;NOM;DEF;MASC;SG	N;SG
النهائي	فاینال	نِهَائِيّ	فاینال	ADJ;NOM;DEF;MASC;SG	N;SG
نقاط	نقطه	نُقطَة	نقطه	N;NOM;INDF;PL	N;SG
نقاط	credits	نُقطَة	credits	N;NOM;INDF;PL	N;SG
نقاط	تیتراژ	نُقطَة	تیتراژ	N;NOM;INDF;PL	N;SG
نقاط	امتیاز	نُقطَة	امتیاز	N;NOM;INDF;PL	N;SG
الغرب	غربی	غَرب	غربی	N;NOM;DEF;SG	ADJ
مدى	گسترۀ	مَدَى	گسترۀ	N;NOM;INDF;SG	
الصور	عکس	الصور	عکس	N;NOM;DEF;PL	N;SG
الصور	پیکچرز	الصور	پیکچرز	N;NOM;DEF;PL	N;SG
الصور	عکس	الصور	عکس	N;NOM;DEF;PL	N;SG
عاد	عقب	عَاد	عقب	V;PFV;MASC;SG;3;ACT	N;SG
عاد	پشت	عَاد	پشت	V;PFV;MASC;SG;3;ACT	ADP
عاد	باز	عَاد	باز	V;PFV;MASC;SG;3;ACT	ADJ
عاد	بازگشت	عَاد	بازگشت	V;PFV;MASC;SG;3;ACT	N;SG
وصل	رسیدن	وَصَل	رسیدن	V;PFV;MASC;SG;3;ACT	N;SG
وصل	رسید	وَصَل	رسید#رس	V;PFV;MASC;SG;3;ACT	N;SG
بالقرب	نزدیک	بِ	نزدیک	N;NOM;DEF;SG	ADP
بالقرب	نزدیک	بِ	نزدیک	N;NOM;DEF;SG	ADP
الخدمة	خدمات	خِدمَة	خدمت	N;NOM;DEF;SG	N;PL
حدود	مرز	حَدّ	مرز	N;NOM;INDF;PL	N;SG
حدود	لبه	حَدّ	لبه	N;NOM;INDF;PL	N;SG
حدود	مرزی	حَدّ	مرز	N;NOM;INDF;PL	N;SG
حدود	مرز	حَدّ	مرز	N;NOM;INDF;PL	N;SG
حدود	لبۀ	حَدّ	لبۀ	N;NOM;INDF;PL	N;SG
حدود	محدودیت	حَدّ	محدودیت	N;NOM;INDF;PL	N;SG
قيمة	ارزشمند	قِيمَة	ارزشمند	N;NOM;INDF;SG	ADJ
طائرات	هواپیمای	طَائِرَة	هواپیما	N;NOM;INDF;PL	N;SG
طائرات	هواگرد	طَائِرَة	هواگرد	N;NOM;INDF;PL	N;SG
السابقة	پیشین	سَابِق	پیشین	ADJ;NOM;DEF;FEM;SG	N;SG
الحسن	حسن	حَسَن	حسن		N;SG
عمدة	شهردار	عُمدَة	شهردار		N;SG
عمدة	کلانتر	عُمدَة	کلان		N;SG
كوريا	کره	كُورِيَا	کره		N;SG
كوريا	کرهای	كُورِيَا	کر		N;PL
كوريا	کره	كُورِيَا	کره		N;SG
وصف	توصیف	وَصَف	توصیف	V;PFV;MASC;SG;3;ACT	N;SG
وصف	شرح	وَصَف	شرح	V;PFV;MASC;SG;3;ACT	N;SG
وصف	مشخصات	وَصَف	مشخصه	V;PFV;MASC;SG;3;ACT	N;PL
وصف	توصیف	وَصَف	توصیف	V;PFV;MASC;SG;3;ACT	N;SG
قلعة	کسل	قلعة	کسل	N;NOM;INDF;SG	ADJ
المعروف	دانسته	مَعرُوف	دانست#دان	ADJ;NOM;DEF;MASC;SG	V;SG;3;V.PTCP
سياسي	سیاستمدار	سِيَاسِيّ	سیاستمدار	ADJ;NOM;INDF;MASC;SG	N;SG
الطبية	طبی	طِبِّيّ	طبی	ADJ;NOM;DEF;FEM;SG	N;SG
الطبية	medical	طِبِّيّ	medical	ADJ;NOM;DEF;FEM;SG	N;SG
الطبية	پزشکی	طِبِّيّ	پزشکی	ADJ;NOM;DEF;FEM;SG	N;SG
كيف	چطور	كَيفَ	چطور	DET	ADV
سن	دندان	سن	دندان		N;SG
سن	دندون	سن	دندون		N;SG
مصرية	مصر	مِصرِيّ	مصر	ADJ;NOM;INDF;FEM;SG	N;SG
مصرية	مصری	مِصرِيّ	مصری	ADJ;NOM;INDF;FEM;SG	N;SG
صدر	سینه	صَدَر	None	V;PFV;MASC;SG;3;ACT	N;SG
صدر	ممه	صَدَر	ممه	V;PFV;MASC;SG;3;ACT	N;SG
صدر	سینه	صَدَر	None	V;PFV;MASC;SG;3;ACT	N;SG
صدر	صندوقچه	صَدَر	صندوقچه	V;PFV;MASC;SG;3;ACT	N;SG
صدر	صادرات	صَدَر	صادرات	V;PFV;MASC;SG;3;ACT	N;PL
مصري	مصر	مِصرِيّ	مصر	ADJ;NOM;INDF;MASC;SG	N;SG
مصري	مصری	مِصرِيّ	مصری	ADJ;NOM;INDF;MASC;SG	N;SG
لون	رنگها	لَون	رنگ	N;NOM;INDF;SG	N;PL
ليبيا	لیبی	لِيبِيَا	None		N;SG
جمال	جمال	جمال	جمال		N;SG
جمال	زیبایی	جمال	زیبایی		N;SG
جمال	زیبای	جمال	زیبا		ADJ
مرات	times	مَرَّة	times	N;NOM;INDF;PL	
مرات	تایمز	مَرَّة	تایمز	N;NOM;INDF;PL	N;SG
السابع	هفتمین	سَابِع	هفتمین	ADJ;NOM;DEF;MASC;SG	NUM
فتح	باز	فتح	باز		ADJ
فتح	افتتاحیه	فتح	افتتاحیه		N;SG
فتح	افتتاح	فتح	افتتاح		N;SG
بكر	بکر	بكر	بکر		N;SG
مادة	مواد	مَادَّة	ماده	N;NOM;INDF;SG	N;PL
مادة	مصالح	مَادَّة	مصالح	N;NOM;INDF;SG	N;PL
مادة	مادهای	مَادَّة	ماد	N;NOM;INDF;SG	N;PL
مادة	اموال	مَادَّة	مال	N;NOM;INDF;SG	N;PL
المتوسط	میانگین	مُتَوَسِّط	میانگین	ADJ;NOM;DEF;MASC;SG	N;SG
تحمل	حمل	حَمَل	حمل	V;PFV;MASC;SG;3;FIN;ACT	N;SG
مصطلح	اجل	مُصطَلَح	اجل	N;NOM;INDF;SG	
الهواء	هوایی	هَوَاء	هوایی	N;NOM;DEF;SG	ADJ
العراقية	عراقی	عِرَاقِيّ	عراقی	ADJ;NOM;DEF;FEM;SG	N;SG
المدارس	مدرسه	مَدرَسَة	مدرسه	N;NOM;DEF;PL	N;SG
المدارس	مکتب	مَدرَسَة	مکتب	N;NOM;DEF;PL	N;SG
تشمل	شامل	شَمِل	شامل	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ
تشمل	شامل	شَمِل	شامل	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ
علوم	علمی	عِلم	علمی	N;NOM;INDF;PL	N;SG
علوم	علم	عِلم	علم	N;NOM;INDF;PL	N;SG
طالب	محصل	طَالَب	محصل	V;PFV;MASC;SG;3;ACT	N;SG
طالب	شاگرد	طَالَب	شاگرد	V;PFV;MASC;SG;3;ACT	N;SG
طالب	دانشجو	طَالَب	دانشجو	V;PFV;MASC;SG;3;ACT	N;SG
رسول	فرستاده	رَسُول	فرستاد#فرست		V;SG;3;V.PTCP
رسول	messenger	رَسُول	messenger		N;SG
رسول	پیامبر	رَسُول	پیامبر		N;SG
رسول	رسول	رَسُول	رسول		N;SG
رسول	مسنجر	رَسُول	مسنجر		N;SG
رسول	رسولی	رَسُول	رسولی		N;SG
سانت	سانت	سَان	سانت#سان		N;SG
سانت	قدیس	سَان	قدیس		N;SG
سانت	سن	سَان	سن		N;SG
المالية	مالی	مَالِيَّة	مالی	N;NOM;DEF;SG	ADJ
المالية	مالی	مَالِيَّة	مالی	N;NOM;DEF;SG	ADJ
موسى	موسی	موسى	موسی		N;SG
موسى	موسى	موسى	موسى		N;SG
المسلحة	مجهز	مُسَلَّح	None	ADJ;NOM;DEF;FEM;SG	N;SG
تلفزيون	تلویزیونی	تِلفِزيُون	تلویزیونی	N;NOM;INDF;SG	ADJ
النفس	بخود	نَفس	خود	N;NOM;DEF;SG	
ثاني	دوم	ثاني	دوم		ADJ
ثاني	ثانیه	ثاني	ثانیه		N;SG
ثاني	دومی	ثاني	None		ADJ
الرومانية	رومانیایی	رُومَانِيّ	رومانیایی	ADJ;NOM;DEF;FEM;SG	N;SG
الرومانية	رومانی	رُومَانِيّ	رومانی	ADJ;NOM;DEF;FEM;SG	N;SG
الرومانية	رومان	رُومَانِيّ	رومان	ADJ;NOM;DEF;FEM;SG	N;SG
الرومانية	رومی	رُومَانِيّ	رومی	ADJ;NOM;DEF;FEM;SG	N;SG
الرومانية	رومن	رُومَانِيّ	رومن	ADJ;NOM;DEF;FEM;SG	N;SG
