het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
hadden	είχε	hebben	έχω	V;PL;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
serie	σειρές	serie	σειρός	N;MASC+FEM;SG	N;NOM;FEM;PL
rol	roll	rol	roll	N;MASC+FEM;SG	
sep	sep	sep	sep	N;MASC+FEM;SG	
sep	σεπ	sep	σεπ	N;MASC+FEM;SG	
oorlog	πολέμους	oorlog	πόλεμος	N;MASC+FEM;SG	N;ACC;MASC;PL
oorlog	πόλεμοι	oorlog	πόλεμος	N;MASC+FEM;SG	N;NOM;MASC;PL
geschiedenis	ιστορικό	geschiedenis	ιστορικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
duitsland	γερμανία	duitsland	γερμανία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
duitsland	γερμανια	duitsland	γερμανια	PROPN;NEUT;SG	N;ACC;FEM;SG
huis	χάουζ	huis	χάουζ	N;NEUT;SG	
huis	house	huis	house	N;NEUT;SG	
pas	pas	pas	pas	ADV	
stond	στέκονταν	staan	στέκω	V;SG;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;PASS
frans	φρανς	frans	φρανς	PROPN;MASC+FEM;SG	
frans	francis	frans	francis	PROPN;MASC+FEM;SG	
frans	φράνσις	frans	φράνσις	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	γάλλοι	frans	γάλλος	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;PL
frans	γάλλος	frans	γάλλος	PROPN;MASC+FEM;SG	N;NOM;MASC;SG
frans	γαλλική	frans	γαλλική	PROPN;MASC+FEM;SG	ADJ;NOM;FEM;SG
frans	γαλλικό	frans	γαλλικός	PROPN;MASC+FEM;SG	ADJ;NOM;NEUT;SG
frans	γαλλικά	frans	γαλλικά	PROPN;MASC+FEM;SG	ADV
finale	τελικός	finale	τελικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
finale	τελικό	finale	τελικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
finale	τελική	finale	τελικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
finale	τελικοί	finale	τελικός	N;MASC+FEM;SG	ADJ;NOM;MASC;PL
amerikaans	αμερικάνικα	amerikaans	αμερικάνικος	ADJ	ADV
amerikaans	αμερικανοί	amerikaans	Αμερικανός	ADJ	PROPN;NOM;MASC;PL
terwijl	ενω	terwijl	ενω	CONJ	ADV
geheel	ολόκληρα	geheel	ολόκληρα	ADJ	ADV
indonesië	ινδονησίας	indonesië	ινδονησία	N;MASC+FEM;SG	PROPN;GEN;FEM;SG
indonesië	ινδονησία	indonesië	ινδονησία	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
geboren	γεννηθείς	geboren	γεννηθής	V;V.PTCP	ADJ;NOM;MASC;SG
vele	πολλά	veel	πολύς	PRO	ADJ;NOM;NEUT;PL
vele	πολλοι	veel	πολύς	PRO	ADJ;NOM;MASC;PL
vele	πολλοί	veel	πολύς	PRO	ADJ;NOM;MASC;PL
vele	πολλές	veel	πολύς	PRO	ADJ;NOM;FEM;PL
vele	πολλα	veel	πολύς	PRO	ADV
soms	ασυνήθιστο	soms	ασυνήθιστο	ADV	ADJ;NOM;NEUT;SG
dood	θάνατος	dood	θάνατος	ADJ	N;NOM;MASC;SG
dood	θάνατο	dood	θάνατος	ADJ	N;ACC;MASC;SG
dood	νεκρή	dood	νεκρός	ADJ	N;NOM;FEM;SG
dood	νεκρό	dood	νεκρός	ADJ	N;ACC;MASC;SG
bleef	παρέμενε	blijven	παραμένω	V;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
bleef	παρέμειναν	blijven	παραμένω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
bleef	παρέμεινε	blijven	παραμένω	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
bleef	έμεινα	blijven	μένεινος	V;SG;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
bleef	έμεινε	blijven	μένω	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
vijf	five	vijf	five	NUM	
muziek	μουσική	muziek	μουσικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
partij	party	partij	party	N;MASC+FEM;SG	
isbn	isbn	isbn	isbn	INTJ	N
wereld	world	wereld	world	N;MASC+FEM;SG	
einde	τέλος	einde	τέλος	N;NEUT;SG	ADV
geschreven	γραπτές	schrijven	γραπτός	V;V.PTCP	ADJ;NOM;FEM;PL
geschreven	γραπτή	schrijven	γραπτός	V;V.PTCP	N;NOM;FEM;SG
informatie	πληροφορίες	informatie	πληροφορία	N;MASC+FEM;SG	N;NOM;FEM;PL
lange	λανγκ	lang	λανγκ	ADJ	
lange	lange	lang	lange	ADJ	
lange	μακρύ	lang	μακρύς	ADJ	N;NOM;NEUT;SG
lange	λονγκ	lang	λονγκ	ADJ	
lange	long	lang	long	ADJ	
paul	παύλος	paul	παύλος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
paul	paul	paul	paul	N;MASC+FEM;SG	
paul	πωλ	paul	πωλ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
midden	μεση	midden	μεσος	ADV	N;NOM;FEM;SG
midden	μέση	midden	μέσο	ADV	N;NOM;FEM;SG
midden	μεσαίο	midden	μεσαίος	ADV	N;NOM;NEUT;SG
minder	λιγότεροι	minder	λίγο	PRO	ADJ;NOM;CMPR;MASC;PL
minder	λιγότερες	minder	λίγος	PRO	ADJ;NOM;CMPR;FEM;PL
minder	λιγότερα	minder	λίγο	PRO	ADV;CMPR
minder	λιγότερους	minder	λίγος	PRO	ADJ;NOM;CMPR;MASC;PL
minder	λιγότερο	minder	λίγο	PRO	ADV;CMPR
minder	λιγότερες	minder	λίγος	PRO	ADJ;NOM;CMPR;FEM;PL
minder	λιγότερα	minder	λίγο	PRO	ADV;CMPR
open	άνοιξε	open	ανοίγω	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
open	ανοιχτά	open	ανοικτά	ADJ	ADV
open	ανοιχτό	open	ανοιχτός	ADJ	N;NOM;NEUT;SG
open	άνοιγμα	open	άνοιγμα	ADJ	N;NOM;NEUT;SG
united	united	united	united	N;NEUT;SG	
united	ενωμένη	united	ενώνω	N;NEUT;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
united	ενωμένοι	united	ενωμένος	N;NEUT;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
united	ηνωμένο	united	ηνωμένος	N;NEUT;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
geven	δώστε	geven	δώστε	V;NFIN	N;ACC;FEM;SG
museum	museum	museum	museum	N;NEUT;SG	
nemen	λήψη	nemen	λήψη	V;NFIN	N;ACC;FEM;SG
hoewel	μολονότι	hoewel	μολονότι	CONJ	ADV
snel	γρήγορα	snel	γρήγορα	ADJ	ADV
snel	γρήγορος	snel	γρήγορος	ADJ	N;NOM;MASC;SG
snel	σύντομα	snel	σύντομα	ADJ	ADV
snel	γρήγορα	snel	γρήγορα	ADJ	ADV
snel	γρήγορος	snel	γρήγορος	ADJ	N;NOM;MASC;SG
snel	γρήγορο	snel	γρήγορος	ADJ	N;NOM;NEUT;SG
snel	γρήγορα	snel	γρήγορα	ADJ	ADV
eind	τέλος	eind	τέλος	N;NEUT;SG	ADV
afrika	αφρικη	afrika	αφρικός	PROPN;NEUT;SG	N;NOM;FEM;SG
afrika	αφρική	afrika	αφρικός	PROPN;NEUT;SG	PROPN;NOM;FEM;SG
bestaan	ύπαρξη	bestaan	ύπαρξη	V;NFIN	N;ACC;FEM;SG
wie	ποιος	wie	ποιος	PRO;3	DET;NOM;DEF;MASC;SG
iemand	οποιονδήποτε	iemand	οποιοσδήποτε	PRO;3	PRO;ACC;MASC;SG;3
iemand	καποιος	iemand	καποιος	PRO;3	V;PFV;IND;SG;1;FIN;ACT
wedstrijd	game	wedstrijd	game	N;MASC+FEM;SG	
wedstrijd	παιχνιδι	wedstrijd	παιχνιδι	N;MASC+FEM;SG	
valt	πτώσεις	vallen	πτώση	V;SG;PRS;FIN	N;NOM;FEM;PL
valt	καταρράκτες	vallen	καταρράκτης	V;SG;PRS;FIN	N;NOM;MASC;PL
valt	φολς	vallen	φολς	V;SG;PRS;FIN	
britse	βρετανικά	brits	βρετανικά	ADJ	ADV
willem	ουίλιαμ	willem	ουίλιαμ	N;MASC+FEM;SG	
willem	γουίλιαμ	willem	γουίλιαμ	N;MASC+FEM;SG	
willem	willem	willem	willem	N;MASC+FEM;SG	
duidelijk	καθαρά	duidelijk	καθερά	ADJ	ADV
duidelijk	ξεκάθαρα	duidelijk	ξεκάθαρα	ADJ	ADV
duidelijk	σαφώς	duidelijk	σαφώς	ADJ	ADV
duidelijk	προφανώς	duidelijk	προφανώς	ADJ	ADV
beter	καλύτερα	goed	καλά	ADJ;CMPR	ADV;CMPR
beter	καλυτερα	goed	καλυτερα	ADJ;CMPR	ADV
eiland	island	eiland	island	N;NEUT;SG	
eiland	νήσος	eiland	νήσος	N;NEUT;SG	PROPN;NOM;FEM;SG
des	des	des	des	ADV	
diverse	διάφορα	divers	διάφορος	ADJ	ADV
diverse	διαφορα	divers	διαφορά	ADJ	N;NOM;FEM;SG
duits	γερμανοί	duits	γερμανός	ADJ	PROPN;NOM;MASC;PL
duits	γερμανικά	duits	γερμανικά	ADJ	ADV
lijn	line	lijn	line	N;MASC+FEM;SG	
mag	μάη	mogen	μάη	V;SG;PRS;FIN	ADP
mag	μάιος	mogen	μάιος	V;SG;PRS;FIN	N;NOM;MASC;SG
mag	μέι	mogen	μέι	V;SG;PRS;FIN	
mag	μάης	mogen	μάος	V;SG;PRS;FIN	N;NOM;MASC;SG
mag	mag	mogen	mag	V;SG;PRS;FIN	
slag	εγκεφαλικό	slag	εγκεφαλικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
anders	διαφορετικός	anders	διαφορετικός	ADV	ADJ;NOM;MASC;SG
anders	διαφορετικοί	anders	διαφορετικός	ADV	ADJ;NOM;MASC;PL
anders	διαφορετική	anders	διαφορετικός	ADV	ADJ;NOM;FEM;SG
anders	διαφορετικό	anders	διαφορετικός	ADV	ADJ;NOM;NEUT;SG
anders	άντερς	anders	άντερς	ADV	
park	παρκ	park	παρκ	N;NEUT;SG	
park	park	park	park	N;NEUT;SG	
vrij	δωρεάν	vrij	δωρεάν	ADJ	
vrij	free	vrij	free	ADJ	
weinig	λίγοι	weinig	λίγος	PRO	ADJ;NOM;MASC;PL
weinig	ελάχιστοι	weinig	ελάχιστος	PRO	ADJ;NOM;CMPR;MASC;PL
weinig	λίγες	weinig	λίγος	PRO	ADJ;NOM;FEM;PL
weinig	μικρή	weinig	μικρός	PRO	ADJ;NOM;FEM;SG
weinig	little	weinig	little	PRO	
weinig	μικρό	weinig	μικρός	PRO	ADJ;NOM;NEUT;SG
belangrijke	σημαντικο	belangrijk	σημαντικός	ADJ	N;NOM;SG
want	επειδή	want	επειδή	CONJ	CONJ
want	γιατί	want	γιατί	CONJ	CONJ
peter	πέτρος	peter	πέτρος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
peter	πέτρο	peter	πέτρο	N;MASC+FEM;SG	PROPN;ACC;MASC;SG
peter	peter	peter	peter	N;MASC+FEM;SG	
peter	πίτερ	peter	πίτερ	N;MASC+FEM;SG	
peter	πήτερ	peter	πήτερ	N;MASC+FEM;SG	
overleden	αποθανών	overlijden	αποθανός	V;V.PTCP	N;NOM;MASC;SG
oost	ανατολική	oost	ανατολικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
oost	ανατολικά	oost	ανατολικά	N;MASC+FEM;SG	ADV
oost	ανατολικό	oost	ανατολικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
oost	ιστ	oost	ιστ	N;MASC+FEM;SG	NUM;NOM;MASC;SG
oost	oost	oost	oost	N;MASC+FEM;SG	
single	single	single	single	N;MASC+FEM;SG	
single	ενιαία	single	ενιαίος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
buiten	έξω	buiten	έξω	ADP	ADV
buiten	εξω	buiten	εξω	ADP	ADV
buiten	υπαίθρια	buiten	υπαίθριος	ADP	PROPN;NOM;FEM;SG
buiten	υπαίθρια	buiten	υπαίθριος	ADP	PROPN;NOM;FEM;SG
wetenschappelijk	επιστημονικά	wetenschappelijk	επιστημονικά	ADJ	ADV
ander	λοιπά	ander	λοιπός	ADJ	ADV
ander	αλλα	ander	αλλα	ADJ	ADV
ander	άλλες	ander	άλλος	ADJ	PRO;NOM;FEM;PL;3
ander	άλλα	ander	άλλος	ADJ	PRO;NOM;NEUT;PL;3
delen	share	delen	share	V;NFIN	
delen	κοινοποίηση	delen	κοινοποίηση	V;NFIN	N;NOM;FEM;SG
delen	μετοχή	delen	μετοχή	V;NFIN	N;NOM;FEM;SG
delen	μερίδιο	delen	μερίδιο	V;NFIN	N;NOM;NEUT;SG
delen	μέρη	delen	μέρος	V;NFIN	N;NOM;NEUT;PL
bestaande	υπάρχουσες	bestaan	υπάρχων	V;V.PTCP	ADJ;NOM;FEM;PL
bestaande	υπάρχουσα	bestaan	υπάρχων	V;V.PTCP	ADJ;NOM;FEM;SG
bestaande	υφιστάμενη	bestaan	υφιστάμενος	V;V.PTCP	ADJ;NOM;FEM;SG
bestaande	υπάρχον	bestaan	υπάρχων	V;V.PTCP	ADJ;NOM;NEUT;SG
bestaande	υφιστάμενων	bestaan	υφιστάμενος	V;V.PTCP	ADJ;GEN;MASC;PL
bestaande	υφιστάμενες	bestaan	υφιστάμενος	V;V.PTCP	ADJ;NOM;FEM;PL
belangrijkste	κύρια	belangrijk	κύριος	ADJ;RL	ADV
omgeving	περιβάλλοντα	omgeving	περιβάλλον	N;MASC+FEM;SG	N;NOM;NEUT;PL
bedrijf	δουλειές	bedrijf	δουλειή	N;NEUT;SG	N;NOM;FEM;PL
bedrijf	business	bedrijf	business	N;NEUT;SG	
namen	ονοματα	nemen	όνομα	V;PL;PST;FIN	N;NOM;NEUT;PL
namen	ονόματα	nemen	όνομα	V;PL;PST;FIN	N;NOM;NEUT;PL
namen	ονομασίες	nemen	ονομασία	V;PL;PST;FIN	N;NOM;FEM;PL
oud	παλαιά	oud	παλιός	ADJ	ADV
oud	παλιά	oud	παλιός	ADJ	ADV
oud	γέρος	oud	γέρος	ADJ	N;NOM;MASC;SG
oud	oud	oud	oud	ADJ	
niets	τιποτα	niets	τιποτα	PRO;3	ADV
county	νομό	county	νομός	N;MASC+FEM;SG	ADV
hoge	high	hoog	high	ADJ	
hoge	ψηλά	hoog	ψηλώ	ADJ	ADV
onderzoek	έρευνες	onderzoek	έρευνα	N;NEUT;SG	N;NOM;FEM;PL
maria	μαρία	maria	μαρία	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
maria	μαρια	maria	μαρια	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
voormalige	πρώην	voormalig	πρώην	ADJ	ADV
voormalige	πρωην	voormalig	πρωην	ADJ	N;NOM;MASC;SG
rode	κόκκινο	rood	κόκκινος	ADJ	N;NOM;NEUT;SG
rode	κοκκινο	rood	κοκκινός	ADJ	N;NOM;NEUT;SG
schreef	έγραψες	schrijven	έγραψη	V;SG;PST;FIN	V;PFV;IND;PL;2;PST;FIN;ACT
laat	αργά	laten	αργά	V;SG;PRS;FIN	ADV
von	φον	von	φον	PROPN;MASC+FEM;SG	N
von	βον	von	βον	PROPN;MASC+FEM;SG	
york	γιορκ	york	γιορκ	ADV	
york	υόρκη	york	υόρκη	ADV	PROPN;NOM;FEM;SG
york	york	york	york	ADV	
algemeen	στρατηγός	algemeen	στρατηγός	ADJ	N;NOM;MASC;SG
algemeen	γενικά	algemeen	γενικά	ADJ	ADV
meerdere	πολλαπλές	meerdere	πολλαπλά	PRO	ADJ;NOM;FEM;PL
meerdere	πολλαπλή	meerdere	πολλαπλή	PRO	ADJ;NOM;FEM;SG
meerdere	πολλαπλά	meerdere	πολλαπλά	PRO	ADV
dagen	ημερες	dag	ημερώ	N;PL	PRO;NOM;FEM;PL;3
jean	jean	jean	jean	N;MASC+FEM;SG	
jean	τζην	jean	τζεν	N;MASC+FEM;SG	
jean	ζαν	jean	ζαν	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
blijven	μείνε	blijven	μένω	V;PL;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
blijven	παραμονή	blijven	παραμονή	V;PL;PRS;FIN	N;ACC;FEM;SG
parijs	paris	parijs	paris	PROPN;NEUT;SG	
parijs	πάρις	parijs	πάρις	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
parijs	παρίσι	parijs	παρίσι	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
gewoon	απλα	gewoon	απλά	ADJ	ADV
gewoon	απλά	gewoon	απλά	ADJ	ADV
gewoon	απλώς	gewoon	απλά	ADJ	ADV
korte	σύντομο	kort	σύντομο	ADJ	N;NOM;NEUT;SG
korte	σύντομη	kort	σύντομος	ADJ	N;NOM;FEM;SG
korte	σύντομος	kort	σύντομος	ADJ	N;NOM;MASC;SG
korte	σύντομος	kort	σύντομος	ADJ	N;NOM;MASC;SG
korte	σύντομο	kort	σύντομο	ADJ	N;NOM;NEUT;SG
korte	σύντομη	kort	σύντομος	ADJ	N;NOM;FEM;SG
engels	greek	engel	greek	ADJ	
engels	αγγλικα	engel	αγγλικός	ADJ	ADV
engels	αγγλικά	engel	αγγλικός	ADJ	ADV
hele	ολόκληρα	heel	ολόκληρα	ADJ	ADV
hele	ολόκληρα	heel	ολόκληρα	ADJ	ADV
generaal	γενική	generaal	γενικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
generaal	γενικές	generaal	γενικός	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
generaal	γενικά	generaal	γενικά	N;MASC+FEM;SG	ADV
generaal	γενικό	generaal	γενικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
enkel	αστράγαλο	enkel	αστράγαλος	PRO	N;NOM;MASC;SG
enkel	μόνον	enkel	μόνο	PRO	ADV
enkel	μόνο	enkel	μόνο	PRO	ADV
enkel	μονο	enkel	μονο	PRO	ADV
miljoen	εκατομμύρια	miljoen	εκατομμύριο	N;NEUT;SG	N;NOM;NEUT;PL
nodig	αναγκη	nodig	αναγκη	ADJ	N;ACC;FEM;SG
nodig	ανάγκη	nodig	ανάγκη	ADJ	N;ACC;FEM;SG
nodig	χρειαζόταν	nodig	χρειάζομαι	ADJ	V;IPFV;IND;SG;3;PST;FIN;PASS
klein	μικρά	klein	μικρός	ADJ	ADV
klein	little	klein	little	ADJ	
klein	κλάιν	klein	κλάιν	ADJ	
zes	six	zes	six	NUM	
noorden	βόρεια	noorden	βόρεια	N;NEUT;SG	ADV
foto	photo	foto	photo	N;MASC+FEM;SG	
foto	φωτο	foto	φωτος	N;MASC+FEM;SG	
gewone	συνηθισμένο	gewoon	συνηθίζω	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
gewone	συνηθισμένος	gewoon	συνηθισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
wilde	αγρια	willen	αγρια	V;SG;PST;FIN	N
wilde	άγρια	willen	άγρια	V;SG;PST;FIN	N;NOM;NEUT;PL
wilde	άγριος	willen	άγριος	V;SG;PST;FIN	ADJ;NOM;MASC;SG
wilde	άγριο	willen	άγριο	V;SG;PST;FIN	ADJ;NOM;NEUT;SG
wilde	άγριες	willen	άγριος	V;SG;PST;FIN	ADJ;NOM;FEM;PL
wilde	γουάιλντ	willen	γουάιλντ	V;SG;PST;FIN	
elke	κάθε	elk	κάθε	DET	PRO;ACC;FEM;SG;3
elke	καθε	elk	καθε	DET	N
elke	οποιαδήποτε	elk	οποιοσδήποτε	DET	PRO;NOM;FEM;SG;3
elke	έκαστος	elk	έκαστος	DET	N;NOM;MASC;PL
elke	κάθε	elk	κάθε	DET	PRO;ACC;FEM;SG;3
politicus	πολιτικό	politicus	πολιτικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
politicus	πολιτικός	politicus	πολιτικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
bronnen	σπρινγκς	bron	σπρινγκς	N;PL	PROPN;NOM;FEM;SG
brussel	βρυξέλλες	brussel	βρυξέλλες	PROPN;NEUT;SG	PROPN;NOM;FEM;PL
brussel	βρυξελλών	brussel	βρύξελλος	PROPN;NEUT;SG	N;GEN;MASC;PL
belgisch	βέλγος	belgisch	βέλγος	ADJ	N;NOM;MASC;SG
belgisch	βελγικά	belgisch	βελγικός	ADJ	ADV
totaal	συνολο	totaal	συνολο	ADJ	N;NEUT;SG
totaal	σύνολο	totaal	σύνολο	ADJ	N;NOM;NEUT;SG
totaal	συνολικά	totaal	συνολικά	ADJ	ADV
david	ντέιβιντ	david	ντέιβιντ	PROPN;MASC+FEM;SG	
david	david	david	david	PROPN;MASC+FEM;SG	
david	νταβίντ	david	νταβίντ	PROPN;MASC+FEM;SG	
david	δαβίδ	david	δαβίδ	PROPN;MASC+FEM;SG	N;NOM;MASC;SG
zeker	σίγουρα	zeker	σίγουρα	ADJ	ADV
zeker	σίγουρα	zeker	σίγουρα	ADJ	ADV
zeker	οπωσδήποτε	zeker	οπωσδήποτε	ADJ	ADV
elk	καθε	elk	καθε	PRO	N
elk	έκαστος	elk	έκαστος	PRO	N;NOM;MASC;PL
vormen	σχήματα	vormen	σχήμα	V;NFIN	N;NOM;NEUT;PL
vormen	σχημάτων	vormen	σχήμα	V;NFIN	N;GEN;NEUT;PL
vormen	μορφές	vormen	μορφή	V;NFIN	N;NOM;FEM;PL
vormen	φόρμες	vormen	φόρμος	V;NFIN	N;NOM;FEM;PL
vormen	έντυπα	vormen	έντυπο	V;NFIN	N;NOM;NEUT;PL
kop	κορώνα	kop	κορώνας	N;MASC+FEM;SG	N;GEN;FEM;PL
kop	κεφαλές	kop	κεφαλής	N;MASC+FEM;SG	N;NOM;FEM;PL
kop	κεφάλια	kop	κεφάλιο	N;MASC+FEM;SG	N;NOM;NEUT;PL
waarschijnlijk	πιθανότατα	waarschijnlijk	πιθανώς	ADJ	ADV;CMPR
waarschijnlijk	πιθανόν	waarschijnlijk	πιθανώς	ADJ	ADV
waarschijnlijk	πιθανώς	waarschijnlijk	πιθανώς	ADJ	ADV
utrecht	ουτρέχτη	utrecht	ουτρέχτης	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
vierde	τέταρτος	vier	τέταρτος	ADJ	NUM;NOM;MASC;SG
vierde	τέταρτο	vier	τέταρτος	ADJ	NUM;NOM;NEUT;SG
vierde	τέταρτη	vier	τέταρτος	ADJ	NUM;NOM;FEM;SG
zuiden	νότιο	zuiden	νότιος	N;NEUT;SG	ADJ;NOM;NEUT;SG
zuiden	νότια	zuiden	νότιος	N;NEUT;SG	ADV
rijk	αυτοκρατορία	rijk	αυτοκρατορία	ADJ	N;NOM;FEM;SG
rijk	empire	rijk	empire	ADJ	
rijk	εμπάιρ	rijk	εμπάιρ	ADJ	N
rijk	ράιχ	rijk	ράιχ	ADJ	
rijk	ριτς	rijk	ριτς	ADJ	
uur	ώρες	uur	ώρα	N;NEUT;SG	N;NOM;FEM;PL
uur	ωρες	uur	ωρα	N;NEUT;SG	N;NOM;FEM;PL
extra	επιπλέον	extra	επιπλέον	ADJ	ADV
extra	πρόσθετες	extra	πρόσθετος	ADJ	N;NOM;FEM;PL
extra	έξτρα	extra	έξτρο	ADJ	N
extra	extra	extra	extra	ADJ	
kwamen	ήρθε	komen	έρχομαι	V;PL;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
kasteel	κάστρο	kasteel	κάστρο	N;NEUT;SG	PROPN;NOM;NEUT;SG
kasteel	castle	kasteel	castle	N;NEUT;SG	
hoogste	υψηλότερη	hoog	ψηλός	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
hoogste	υψηλότερο	hoog	ψηλός	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
hoogste	ψηλότερη	hoog	ψηλός	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
gebruiken	χρήση	gebruiken	χρήση	V;NFIN	N;ACC;FEM;SG
gebruiken	χρησιμοποίηση	gebruiken	χρησιμοποίηση	V;NFIN	N;ACC;FEM;SG
manier	way	manier	way	N;MASC+FEM;SG	
alles	ολα	alles	όλος	PRO;3	ADV
alles	όλα	alles	όλος	PRO;3	ADJ;NOM;NEUT;PL
alles	ολα	alles	όλος	PRO;3	ADV
alles	όλοι	alles	όλος	PRO;3	ADJ;NOM;MASC;PL
alles	όλες	alles	όλος	PRO;3	ADJ;NOM;FEM;PL
alles	όλα	alles	όλος	PRO;3	ADJ;NOM;NEUT;PL
kort	σύντομο	kort	σύντομο	ADJ	N;NOM;NEUT;SG
kort	σύντομη	kort	σύντομος	ADJ	N;NOM;FEM;SG
kort	σύντομος	kort	σύντομος	ADJ	N;NOM;MASC;SG
kort	σύντομος	kort	σύντομος	ADJ	N;NOM;MASC;SG
kort	σύντομο	kort	σύντομο	ADJ	N;NOM;NEUT;SG
kort	σύντομη	kort	σύντομος	ADJ	N;NOM;FEM;SG
robert	robert	robert	robert	N;MASC+FEM;SG	
robert	ρόμπερτ	robert	ρόμπερτ	N;MASC+FEM;SG	
welke	που	welk	που	PRO	PRO;ACC;NEUT;SG;3
volgde	ακολούθησαν	volgen	ακολουθώ	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
volgde	ακολουθείται	volgen	ακολουθώ	V;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
dienst	service	dienst	service	N;MASC+FEM;SG	
les	les	les	les	N;MASC+FEM;SG	
kilometer	χιλιόμετρα	kilometer	χιλιόμετρο	N;MASC+FEM;SG	N;NOM;NEUT;PL
kilometer	χιλιόμετρα	kilometer	χιλιόμετρο	N;MASC+FEM;SG	N;NOM;NEUT;PL
bepaalde	ορισμένες	bepalen	ορισμένος	V;V.PTCP	ADJ;NOM;FEM;PL
iii	iii	iii	iii	N;MASC+FEM;SG	
tour	tour	tour	tour	N;MASC+FEM;SG	
vraag	ρώτησε	vraag	ρωτώ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
vraag	ρώτα	vraag	ρώτα	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
vraag	ρωτήστε	vraag	ρωτώ	N;MASC+FEM;SG	V;PFV;IND;PL;2;FIN;ACT
vraag	ρωτήσω	vraag	ρωτώ	N;MASC+FEM;SG	V;PFV;IND;SG;1;FIN;ACT
vraag	ζήτα	vraag	ζήτα	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
hen	τους	hen	μου	PRO;ACC;3	PRO;GEN;MASC;PL;3
hen	κότα	hen	κότα	PRO;ACC;3	PROPN;NOM;FEM;SG
voornamelijk	κυρίως	voornamelijk	κυρίως	ADJ	ADV
voornamelijk	κυριως	voornamelijk	κυριως	ADJ	ADV
voornamelijk	κυρίως	voornamelijk	κυρίως	ADJ	ADV
voornamelijk	κυριως	voornamelijk	κυριως	ADJ	ADV
engeland	αγγλία	engeland	αγγλία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
rivier	ρίβερ	rivier	ρίβερ	N;MASC+FEM;SG	
gegeven	δεδομένο	geven	δεδομένο	V;V.PTCP	N;NOM;NEUT;SG
gegeven	δεδομένου	geven	δεδομένο	V;V.PTCP	ADV
italië	ιταλία	italië	ιταλία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
italiaanse	ιταλικά	italiaans	ιταλικά	ADJ	ADV
italiaanse	ιταλός	italiaans	ιταλός	ADJ	PROPN;NOM;MASC;SG
