של	shel	של	shel	PART;GEN	PROPN
אתה	vous	הוא	vous	PRO;MASC;SG;2	PRO;PL;2
נמצא	trouvées	נמצא	trouver	V;MASC;SG;V.PTCP;MID	V;FEM;PL;PST;V.PTCP
נמצא	trouvés	נמצא	trouver	V;MASC;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
טוב	bons	טוב	bon	ADJ;MASC;SG	ADJ;MASC;PL
טוב	bien	טוב	bien	ADJ;MASC;SG	ADV
טוב	bonnes	טוב	bon	ADJ;MASC;SG	ADJ;FEM;PL
אי	île	אי	île	ADV	N;FEM;SG
ילדים	enfant	ילד	enfant	N;MASC;PL	N;MASC;SG
שלושה	three	שלושה	three	NUM;MASC;SG	PROPN
הגיע	arrivés	הגיע	arriver	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
אירופה	europe	אירופה	europe	PROPN	N;FEM;SG
אירופה	europa	אירופה	europa	PROPN	PROPN
אירופה	européens	אירופה	européen	PROPN	ADJ;MASC;PL
אירופה	européennes	אירופה	européen	PROPN	ADJ;FEM;PL
אירופה	européenne	אירופה	européen	PROPN	ADJ;FEM;SG
אירופה	européen	אירופה	européen	PROPN	ADJ;MASC;SG
המלך	roi	המלך	roi		N;MASC;SG
המלך	king	המלך	king		PROPN
מיליון	million	מיליון	million	NUM;MASC;SG	N;MASC;SG
מיליון	millions	מיליון	million	NUM;MASC;SG	N;MASC;PL
יצחק	isaac	יצחק	isaac	PROPN	PROPN
יצחק	yitzhak	יצחק	yitzhak	PROPN	PROPN
יצחק	itzhak	יצחק	itzhak	PROPN	PROPN
האלבום	album	האלבום	album	PROPN	N;MASC;SG
יוסף	joseph	יוסף	joseph	PROPN	N;MASC;SG
יוסף	yosef	יוסף	yosef	PROPN	PROPN
כוח	forcer	כוח	forcer	N;MASC;SG	V;NFIN
כוח	pouvoir	כוח	pouvoir	N;MASC;SG	V;NFIN
נפטר	décédés	נפטר	décéder	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נפטר	défunt	נפטר	défunt	V;MASC;SG;3;PST;MID	ADJ;MASC;SG
הלהקה	groupe	הלהקה	groupe	PROPN	N;MASC;SG
הלהקה	orchestre	הלהקה	orchestre	PROPN	N;MASC;SG
הלהקה	bande	הלהקה	bande	PROPN	N;FEM;SG
מלך	king	מלך	king	N;MASC;SG	PROPN
מקור	origines	מקור	origine	N;MASC;SG	N;FEM;PL
מקור	sources	מקור	source	N;MASC;SG	N;FEM;PL
תוכנית	planifier	תוכנית	planifier	N;FEM;SG	V;NFIN
בתי	fille	בית	fille	PROPN	N;FEM;SG
נראה	looks	נראה	look	V;MASC;SG;V.PTCP;MID	N;MASC;PL
וב	webb	וב	webb		PROPN
פעם	once	פעם	once	ADV	N;FEM;SG
משתמש	utilisateur	השתמש	utilisateur	V;MASC;SG;V.PTCP	N;MASC;SG
משתמש	usager	השתמש	usager	V;MASC;SG;V.PTCP	N;MASC;SG
קיבל	reçues	קיבל	recevoir	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
קיבל	reçus	קיבל	recevoir	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
קיבל	acceptées	קיבל	accepter	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
קיבל	acceptés	קיבל	accepter	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
עקב	talon	None	talon	CONJ	N;MASC;SG
עקב	dus	None	devoir	CONJ	V;MASC;PL;PST;V.PTCP
עקב	due	None	devoir	CONJ	V;FEM;SG;PST;V.PTCP
עקב	dû	None	devoir	CONJ	V;MASC;SG;PST;V.PTCP
עקב	talon	None	talon	CONJ	N;MASC;SG
נשים	féminin	איש	féminin	N;FEM;PL	ADJ;MASC;SG
נשים	femme	איש	femme	N;FEM;PL	N;FEM;SG
מונה	monet	מנה	monet		N;MASC;SG
מונה	mona	מנה	mona		PROPN
האימפריה	empire	האימפריה	empire	PROPN	N;MASC;SG
עדיין	still	עדיין	still	ADV	PROPN
מים	eau	מים	eau	N;MASC;PL	N;FEM;SG
כוחות	powers	כוח	power	N;MASC;PL	PROPN
ניו	neo	ניו	neo	PROPN	
ניו	néo	ניו	néo	PROPN	PROPN
נכון	droite	נכון	droite	ADJ;MASC;SG	N;FEM;SG
נכון	droit	נכון	droit	ADJ;MASC;SG	N;MASC;SG
נכון	vrais	נכון	vrai	ADJ;MASC;SG	ADJ;MASC;PL
נכון	true	נכון	true	ADJ;MASC;SG	N;MASC;SG
חיפה	haïfa	חיפה	haïfa	PROPN	PROPN
יחידה	unit	יחידה	unir	N;FEM;SG	V;IND;SG;3;PRS;FIN
העונה	saison	העונה	saison	ADV	N;FEM;SG
העונה	saisons	העונה	saison	ADV	N;FEM;PL
שוב	again	שוב	again	ADV	V
יעקב	jacob	יעקב	jacob	PROPN	PROPN
יעקב	jakob	יעקב	jakob	PROPN	PROPN
יעקב	yakov	יעקב	yakov	PROPN	PROPN
יעקב	yaakov	יעקב	yaakov	PROPN	PROPN
אינה	ina	אינו	ina	V;FEM;SG;3;NEG;V.PTCP	PROPN
אינה	inna	אינו	inna	V;FEM;SG;3;NEG;V.PTCP	N;FEM;SG
מדינות	pays	מדינה	pays	N;FEM;PL	N;MASC;SG
הבית	maison	הבית	maison	ADV	N;FEM;SG
הבית	domicile	הבית	domicile	ADV	N;MASC;SG
הבית	accueil	הבית	accueil	ADV	N;MASC;SG
הבית	maison	הבית	maison	ADV	N;FEM;SG
תודה	merci	תודה	merci	PROPN	INTJ
תודה	remerciement	תודה	remerciement	PROPN	N;MASC;SG
תודה	cordialement	תודה	cordialement	PROPN	ADV
תודה	remerciements	תודה	remerciement	PROPN	N;MASC;PL
לב	heart	לב	heart	PROPN	N;MASC;SG
לב	cœur	לב	cœur	PROPN	N;MASC;SG
לב	coeur	לב	coeur	PROPN	N;MASC;SG
לב	lev	לב	lev	PROPN	
שלוש	three	שלוש	three	NUM;FEM;SG	PROPN
שלום	shalom	שלום	shalom	PROPN	PROPN
שלום	paix	שלום	paix	PROPN	N;FEM;SG
שלום	bonjour	שלום	bonjour	PROPN	INTJ
שלום	coucou	שלום	coucou	PROPN	INTJ
שלום	hello	שלום	hello	PROPN	INTJ
שלום	salut	שלום	salut	PROPN	N;MASC;SG
שלום	bjr	שלום	bjr	PROPN	INTJ
פעמים	fois	פעם	fois	N;FEM;PL	N;FEM;SG
המשחק	gibier	המשחק	gibier	PROPN	N;MASC;SG
המשחק	match	המשחק	match	PROPN	N;MASC;SG
המשחק	jeu	המשחק	jeu	PROPN	N;MASC;SG
האי	île	האי	île		N;FEM;SG
האי	hai	האי	hai		PROPN
האי	haï	האי	haïr		V;MASC;SG;PST;V.PTCP
בגלל	parce	בגלל	parce	ADP	ADV
בגלל	car	בגלל	car	ADP	CONJ
בגלל	parceque	בגלל	parceque	ADP	
המפלגה	partie	המפלג	partie	PROPN	N;FEM;SG
המפלגה	parti	המפלג	partir	PROPN	V;MASC;SG;PST;V.PTCP
המפלגה	fete	המפלג	fete	PROPN	N;FEM;SG
המפלגה	soirée	המפלג	soirée	PROPN	N;FEM;SG
המפלגה	fête	המפלג	fête	PROPN	N;FEM;SG
בעבר	auparavant	בעבר	auparavant		ADV
בעבר	précédemment	בעבר	précédemment		ADV
האחרון	dernier	האחרון	dernier	PROPN	ADJ;MASC;SG
האחרון	dernière	האחרון	dernier	PROPN	ADJ;FEM;SG
האחרון	derniers	האחרון	dernier	PROPN	ADJ;MASC;PL
האחרון	dernières	האחרון	dernier	PROPN	ADJ;FEM;PL
קרב	combattre	קרב	combattre	N;MASC;SG	V;NFIN
האתר	site	האתר	site		N;MASC;SG
קצר	courts	קצר	court	ADJ;MASC;SG	ADJ;MASC;PL
קצר	courtes	קצר	court	ADJ;MASC;SG	ADJ;FEM;PL
קצר	bref	קצר	bref	ADJ;MASC;SG	INTJ
קצר	brèves	קצר	breve	ADJ;MASC;SG	ADJ;FEM;PL
בהמשך	dessous	בהמשך	dessous		N;MASC;SG
בר	barreau	בר	barreau		N;MASC;SG
בר	bar	בר	bar		N;MASC;SG
בר	barre	בר	barre		N;FEM;SG
צבא	militaire	צבא	militaire	N;MASC;SG	ADJ;MASC;SG
צבא	militaires	צבא	militaire	N;MASC;SG	ADJ;MASC;PL
החיים	vie	החיים	vie	ADV	N;FEM;SG
הפך	devenus	הפך	devenir	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
צה	tse	צה	tse		PROPN
צה	tsé	צה	tsé		N;MASC;SG
משחק	jouer	משחק	jouer	N;MASC;SG	V;NFIN
משחק	jouant	משחק	jouer	N;MASC;SG	V;PRS;V.PTCP
משחק	agissant	משחק	agir	N;MASC;SG	V;PRS;V.PTCP
משחק	agir	משחק	agir	N;MASC;SG	V;NFIN
ראשי	head	ראש	head	N;PSSD;MASC;PL	PROPN
ראשי	tête	ראש	tête	N;PSSD;MASC;PL	N;FEM;SG
ראשי	chef	ראש	chef	N;PSSD;MASC;PL	N;MASC;SG
ראשי	primaire	ראש	primaire	N;PSSD;MASC;PL	ADJ;MASC;SG
ראשי	primaires	ראש	primaire	N;PSSD;MASC;PL	ADJ;MASC;PL
הזמן	temps	הזמן	temps		N;MASC;SG
הזמן	heure	הזמן	heure		N;FEM;SG
אברהם	abraham	אברהם	abraham	PROPN	PROPN
אברהם	avraham	אברהם	avraham	PROPN	PROPN
נבחר	choisis	נבחר	choisir	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחר	sélectionnés	נבחר	sélectionner	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחר	sélectionnées	נבחר	sélectionné	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
מדי	maddie	מדי	maddie	ADV	N;FEM;SG
מדי	too	מדי	too	ADV	INTJ
לרוב	principalement	ררוב	principalement		ADV
לרוב	essentiellement	ררוב	essentiellement		ADV
לרוב	surtout	ררוב	surtout		ADV
מאוחר	tardive	מאוחר	tardif	ADV	ADJ;FEM;SG
מאוחר	tardif	מאוחר	tardif	ADV	ADJ;MASC;SG
מאוחר	retard	מאוחר	retard	ADV	N;MASC;SG
דף	pages	דף	page		N;FEM;PL
דף	page	דף	page		N;FEM;SG
דף	def	דף	def		
קולנוע	films	קולנוע	film	N;MASC;SG	N;MASC;PL
קולנוע	cinémas	קולנוע	cinémas	N;MASC;SG	N;MASC;PL
קשר	contacter	קשר	contacter	N;MASC;SG	V;NFIN
קשר	contactez	קשר	contacter	N;MASC;SG	V;IMP;PL;2;PRS;FIN
קשר	contacte	קשר	contacter	N;MASC;SG	V;IND;SG;3;PRS;FIN
אחרת	sinon	אחרת	sinon	ADV	CONJ
פני	penny	פנים	penny	N;PL	PROPN
קודם	première	קודם	premier	ADV	ADJ;FEM;SG
קודם	premières	קודם	premier	ADV	ADJ;FEM;PL
קודם	premier	קודם	premier	ADV	ADJ;MASC;SG
קודם	premiers	קודם	premier	ADV	ADJ;MASC;PL
עיר	villes	עיר	ville	N;FEM;SG	N;FEM;PL
לצד	latéraux	לצד	latéral	ADP	ADJ;MASC;PL
לצד	côté	לצד	côté	ADP	N;MASC;SG
לצד	latérale	לצד	latéral	ADP	ADJ;FEM;SG
לצד	latéral	לצד	latéral	ADP	N;MASC;SG
בגיל	vieilli	בגיל	vieux		ADJ;MASC;SG
ידוע	connues	ידוע	connaître	N;MASC;SG	V;FEM;PL;PST;V.PTCP
ידוע	connue	ידוע	connaître	N;MASC;SG	V;FEM;SG;PST;V.PTCP
ידוע	connus	ידוע	connaître	N;MASC;SG	V;MASC;PL;PST;V.PTCP
ידוע	connu	ידוע	connaître	N;MASC;SG	V;MASC;SG;PST;V.PTCP
קטן	petits	קטן	petit	ADJ;MASC;SG	ADJ;MASC;PL
קטן	petites	קטן	petit	ADJ;MASC;SG	ADJ;FEM;PL
קטן	peu	קטן	peu	ADJ;MASC;SG	ADV
למד	apprises	למד	apprise	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
למד	étudiées	למד	étudier	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
למד	étudiés	למד	étudier	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
למד	apprenez	למד	apprendre	V;MASC;SG;3;PST	V;IMP;PL;2;PRS;FIN
למד	apprends	למד	apprendre	V;MASC;SG;3;PST	V;IND;SG;1;PRS;FIN
ברית	alliances	ברית	alliance	N;FEM;SG	N;FEM;PL
ברית	alliés	ברית	allié	N;FEM;SG	N;MASC;PL
היהודי	juif	היהודי	juif	PROPN	ADJ;MASC;SG
תשע	nine	תשע	nine	NUM;FEM;SG	N;MASC;SG
ישראלי	israélien	ישראלי	israélien	N;MASC;SG	ADJ;MASC;SG
ישראלי	israélienne	ישראלי	israélien	N;MASC;SG	ADJ;FEM;SG
ישראלי	israéliens	ישראלי	israélien	N;MASC;SG	ADJ;MASC;PL
ישראלי	israéliennes	ישראלי	israélien	N;MASC;SG	ADJ;FEM;PL
משרד	bureaux	משרד	bureau	N;MASC;SG	N;MASC;PL
שיחק	joués	שיחק	jouer	PROPN	V;MASC;PL;PST;V.PTCP
שיחק	jouées	שיחק	joué	PROPN	V;FEM;PL;PST;V.PTCP
שיחק	jouée	שיחק	jouer	PROPN	V;FEM;SG;PST;V.PTCP
שיחק	joué	שיחק	jouer	PROPN	V;MASC;SG;PST;V.PTCP
מעבר	transition	מעבר	transition		N;FEM;SG
מעבר	beyond	מעבר	beyond		PROPN
מעבר	passage	מעבר	passage		N;MASC;SG
זהב	dorée	זהב	doré	N;MASC;SG	V;FEM;SG;PST;V.PTCP
זהב	doré	זהב	dorer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
זהב	doré	זהב	dorer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
זהב	or	זהב	or	N;MASC;SG	CONJ
זהב	gold	זהב	gold	N;MASC;SG	
עולם	mondial	עולם	mondial	N;MASC;SG	ADJ;MASC;SG
עולם	mondiale	עולם	mondial	N;MASC;SG	ADJ;FEM;SG
יד	hand	יד	hand	N;FEM;SG	PROPN
ארגון	organisatrice	ארגון	organisatrice	N;MASC;SG	ADJ;FEM;SG
ארגון	organiser	ארגון	organiser	N;MASC;SG	V;NFIN
שונה	shauna	שונה	shauna		N;FEM;SG
שונה	différentes	שונה	différent		ADJ;FEM;PL
שונה	différente	שונה	différent		ADJ;FEM;SG
שונה	différents	שונה	différent		ADJ;MASC;PL
שונה	différent	שונה	différent		ADJ;MASC;SG
שונה	modifié	שונה	modifier		V;MASC;SG;PST;V.PTCP
שונה	modifiée	שונה	modifier		V;FEM;SG;PST;V.PTCP
שונה	modifiées	שונה	modifier		V;FEM;PL;PST;V.PTCP
שונה	modifiés	שונה	modifier		V;MASC;PL;PST;V.PTCP
גדולה	grands	גדול	grand	ADJ;FEM;SG	ADJ;MASC;PL
גדולה	grandes	גדול	grand	ADJ;FEM;SG	ADJ;FEM;PL
גדולה	big	גדול	big	ADJ;FEM;SG	INTJ
גדולה	grandeur	גדול	grandeur	ADJ;FEM;SG	N;FEM;SG
קשה	difficiles	קשה	difficile	ADV	ADJ;MASC;PL
קשה	dur	קשה	dur	ADV	ADJ;MASC;SG
קשה	hard	קשה	hard	ADV	N;MASC;SG
קשה	difficile	קשה	difficile	ADV	ADJ;MASC;SG
קשה	dure	קשה	dur	ADV	ADJ;FEM;SG
קשה	dur	קשה	dur	ADV	ADJ;MASC;SG
קשה	coriace	קשה	coriace	ADV	ADJ;MASC;SG
קשה	difficiles	קשה	difficile	ADV	ADJ;MASC;PL
קשה	difficile	קשה	difficile	ADV	ADJ;MASC;SG
אור	lumiere	אור	lumiere		N;FEM;SG
אור	lumière	אור	lumière		N;FEM;SG
אור	légère	אור	léger		ADJ;FEM;SG
אור	léger	אור	léger		ADJ;MASC;SG
צבי	zvi	צבי	zvi	PROPN	PROPN
צבי	cerf	צבי	cerf	PROPN	N;MASC;SG
צבי	cerfs	צבי	cerf	PROPN	N;MASC;PL
צבי	daim	צבי	daim	PROPN	N;MASC;SG
צבי	biche	צבי	biche	PROPN	N;FEM;SG
צבי	chevreuil	צבי	chevreuil	PROPN	N;MASC;SG
צבי	gazelle	צבי	gazelle	PROPN	N;FEM;SG
לדוגמה	exemple	לדוגמה	exemple	PROPN	N;MASC;SG
אוכלוסייה	populations	אוכלוסייה	population	N;FEM;SG	N;FEM;PL
בעברית	hébreu	בעברית	hébreu		N;MASC;SG
בעברית	hébreux	בעברית	hébreux		N;MASC;PL
בעברית	hébraïque	בעברית	hébraïque		ADJ;MASC;SG
הקהילה	communautaire	הקהיל	communautaire	N;FEM;SG	ADJ;MASC;SG
כנגד	against	כנגד	against	ADP	PROPN
קיים	existait	קיים	exister	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
קיים	existé	קיים	exister	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
קיים	existaient	קיים	exister	ADJ;MASC;SG	V;IND;PL;3;IPFV;FIN
קיים	existent	קיים	exister	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
קיים	existe	קיים	exister	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
קיים	exister	קיים	exister	ADJ;MASC;SG	V;NFIN
קיים	existe	קיים	exister	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
קיים	existantes	קיים	existant	ADJ;MASC;SG	ADJ;FEM;PL
קיים	existant	קיים	exister	ADJ;MASC;SG	V;PRS;V.PTCP
קיים	existants	קיים	existant	ADJ;MASC;SG	ADJ;MASC;PL
שלי	shelley	שלי	shelley		PROPN
שלי	miens	שלי	mien		PRO;MASC;PL
שלי	mine	שלי	mine		N;FEM;SG
שלי	mienne	שלי	mienne		N;FEM;SG
שלי	mien	שלי	mien		N;MASC;SG
שלי	shelly	שלי	shelly		PROPN
דומה	similaires	דומה	similaire		ADJ;MASC;PL
דומה	similaire	דומה	similaire		ADJ;MASC;SG
דומה	semblables	דומה	semblable		ADJ;MASC;PL
דומה	analogue	דומה	analogue		ADJ;MASC;SG
דומה	semblable	דומה	semblable		ADJ;MASC;SG
דומה	douma	דומה	doumer		PROPN
דין	doyen	דין	doyen	PROPN	N;MASC;SG
דין	dean	דין	dean	PROPN	PROPN
דין	doyenne	דין	doyenne	PROPN	ADJ;FEM;SG
שכן	voisine	שכן	voisin	CONJ	ADJ;FEM;SG
שכן	voisin	שכן	voisin	CONJ	ADJ;MASC;SG
שכן	voisine	שכן	voisin	CONJ	ADJ;FEM;SG
שכן	voisin	שכן	voisin	CONJ	ADJ;MASC;SG
ימי	jours	יום	jour	PROPN	N;MASC;PL
ימי	journées	יום	journée	PROPN	N;FEM;PL
סדרת	séries	סדרה	série	N;FEM;SG	N;FEM;PL
מבין	comprenez	מבין	comprendre	ADP	V;IMP;PL;2;PRS;FIN
מבין	comprendre	מבין	comprendre	ADP	V;NFIN
מבין	comprends	מבין	comprendre	ADP	V;IMP;SG;1;PRS;FIN
נקרא	appelés	נקרא	appeler	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
פשוט	simple	פשוט	simple		ADJ;MASC;SG
פשוט	simples	פשוט	simple		ADJ;MASC;PL
פשוט	just	פשוט	just		INTJ
פשוט	simplement	פשוט	simplement		ADV
פשוט	juste	פשוט	juste		ADV
עבודה	travaux	עבודה	travail	N;FEM;SG	N;MASC;PL
עבודה	travailler	עבודה	travailler	N;FEM;SG	V;NFIN
חשוב	importantes	חשוב	important	ADJ;MASC;SG	ADJ;FEM;PL
חשוב	importants	חשוב	important	ADJ;MASC;SG	ADJ;MASC;PL
כיוון	direction	כיוון	direction		N;FEM;SG
שלמה	shlomo	שלמה	shlomo	PROPN	PROPN
שלמה	salomon	שלמה	salomon	PROPN	PROPN
שלמה	solomon	שלמה	solomon	PROPN	PROPN
שלמה	entiers	שלמה	entier	PROPN	ADJ;MASC;PL
שלמה	entier	שלמה	entier	PROPN	ADJ;MASC;SG
תבנית	formater	תבנית	formater	N;FEM;SG	V;NFIN
אמריקאים	américaine	אמריקני	américain	N;MASC;PL	ADJ;FEM;SG
אמריקאים	américain	אמריקני	américain	N;MASC;PL	ADJ;MASC;SG
אמריקאים	américaines	אמריקני	américain	N;MASC;PL	ADJ;FEM;PL
אמריקאים	américains	אמריקני	américain	N;MASC;PL	ADJ;MASC;PL
אמריקאים	américains	אמריקני	américain	N;MASC;PL	ADJ;MASC;PL
הפועל	verbe	הפועל	verbe	PROPN	N;MASC;SG
הפועל	verbes	הפועל	verbe	PROPN	N;MASC;PL
אפריקה	afrique	אפריקה	afrique	PROPN	ADJ;MASC;SG
נחשב	considérées	נחשב	considérer	V;MASC;SG;V.PTCP;MID	V;FEM;PL;PST;V.PTCP
נחשב	considérés	נחשב	considérer	V;MASC;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
נחשב	comtes	נחשב	comte	V;MASC;SG;V.PTCP;MID	N;MASC;PL
דרום	méridional	דרום	méridional	N;MASC;SG	ADJ;MASC;SG
דרום	méridionale	דרום	méridional	N;MASC;SG	ADJ;FEM;SG
דרום	méridional	דרום	méridional	N;MASC;SG	ADJ;MASC;SG
עלה	feuille	עלה	feuille	V;MASC;SG;3;PST;ACT	N;FEM;SG
עלה	leaf	עלה	leaf	V;MASC;SG;3;PST;ACT	N;FEM;SG
עלה	feuilles	עלה	feuille	V;MASC;SG;3;PST;ACT	N;FEM;PL
להשתמש	utilisation	השתמש	utilisation	V;NFIN	N;FEM;SG
העליון	supreme	העליון	supreme	PROPN	N;MASC;SG
העליון	suprême	העליון	suprême	PROPN	ADJ;MASC;SG
העליון	suprêmes	העליון	suprême	PROPN	ADJ;MASC;PL
בברכה	salué	בברכה	saluer		V;MASC;SG;PST;V.PTCP
בברכה	accueillis	בברכה	accueillir		V;MASC;PL;PST;V.PTCP
בברכה	accueilli	בברכה	accueillir		V;MASC;SG;PST;V.PTCP
בברכה	sincèrement	בברכה	sincèrement		ADV
בברכה	cordialement	בברכה	cordialement		ADV
בברכה	bienvenues	בברכה	bienvenue		V;FEM;PL;PST;V.PTCP
בברכה	bienvenue	בברכה	bienvenue		ADJ;FEM;SG
בברכה	bienvenus	בברכה	bienvenu		ADJ;MASC;PL
בברכה	bienvenu	בברכה	bienvenu		ADJ;MASC;SG
בברכה	accueillant	בברכה	accueillant		ADJ;MASC;SG
בברכה	accueillante	בברכה	accueillant		ADJ;FEM;SG
בברכה	accueillants	בברכה	accueillant		ADJ;MASC;PL
בברכה	accueillantes	בברכה	accueillant		ADJ;FEM;PL
מין	sexe	מין	sexe		N;MASC;SG
מין	sexes	מין	sexe		N;FEM;PL
מין	genre	מין	genre		N;MASC;SG
מין	sexe	מין	sexe		N;MASC;SG
מין	espèces	מין	espèce		N;FEM;PL
מין	espèce	מין	espèce		N;FEM;SG
מין	mn	מין	mn		
מין	min	מין	minute		N;MASC;SG
לשעבר	ancien	לשעבר	ancien	ADV	ADJ;MASC;SG
לשעבר	ancienne	לשעבר	ancien	ADV	ADJ;FEM;SG
כזה	tels	כזה	tel		ADJ;MASC;PL
כזה	tel	כזה	tel		ADJ;MASC;SG
כזה	telle	כזה	tel		ADJ;FEM;SG
כזה	telles	כזה	tel		ADJ;FEM;PL
אינטרנט	web	אינטרנט	web		N;MASC;SG
אינטרנט	enchaînement	אינטרנט	enchaînement		N;MASC;SG
אינטרנט	internet	אינטרנט	internet		N;MASC;SG
שירים	chanson	שיר	chanson	N;MASC;PL	N;FEM;SG
התנועה	trafic	התנועה	trafic	V;MASC;SG;3;PST	N;MASC;SG
התנועה	circulation	התנועה	circulation	V;MASC;SG;3;PST	N;FEM;SG
הר	montagne	הר	montagne	PROPN	N;FEM;SG
הר	montagnes	הר	montagne	PROPN	N;FEM;PL
הר	monter	הר	monter	PROPN	V;NFIN
הר	mont	הר	mont	PROPN	N;MASC;SG
הר	monture	הר	monture	PROPN	N;FEM;SG
הרי	harry	הרי	harry	CONJ	PROPN
למה	why	למה	why	ADV	
נולדה	naissance	נולד	naissance	V;FEM;SG;3;PST;MID	N;FEM;SG
נולדה	born	נולד	born	V;FEM;SG;3;PST;MID	PROPN
שערים	gates	שער	gate	N;MASC;PL	PROPN
שנייה	second	שנייה	second	NUM;FEM;SG	ADJ;MASC;SG
שנייה	deuxième	שנייה	deuxième	NUM;FEM;SG	ADJ;MASC;SG
שנייה	deuxieme	שנייה	deuxieme	NUM;FEM;SG	ADJ;MASC;SG
שנייה	seconde	שנייה	second	NUM;FEM;SG	ADJ;FEM;SG
שנייה	sec	שנייה	sec	NUM;FEM;SG	ADJ;MASC;SG
אמריקה	amerique	אמריקה	amerique	PROPN	ADJ;MASC;SG
אמריקה	amérique	אמריקה	amérique	PROPN	ADJ;MASC;SG
ליד	proche	ליד	proche	ADP	ADJ;MASC;SG
ליד	près	ליד	près	ADP	ADV
שר	cher	שר	cher	N;MASC;SG	ADJ;MASC;SG
שר	sher	שר	sher	N;MASC;SG	PROPN
שר	chanter	שר	chanter	N;MASC;SG	V;NFIN
סוף	end	None	end	ADV	N;MASC;SG
סוף	fin	None	fin	ADV	N;FEM;SG
כסף	silver	כסף	silver	N;MASC;SG	PROPN
כסף	argenté	כסף	argenté	N;MASC;SG	V;MASC;SG;PST;V.PTCP
תת	sub	תת	sub	ADV	
נשיא	présidents	נשיא	président	N;MASC;SG	N;MASC;PL
מוזיקה	musiques	הוזיק	musique	N;FEM;SG	N;FEM;PL
חדשים	nouveau	חדש	nouveau	ADJ;MASC;PL	ADJ;MASC;SG
חדשים	nouvelle	חדש	nouveau	ADJ;MASC;PL	ADJ;FEM;SG
חדשים	nouveautés	חדש	nouveauté	ADJ;MASC;PL	N;FEM;PL
היסטוריה	historique	היסטוריה	historique	N;FEM;SG	ADJ;MASC;SG
שינוי	modifier	שינוי	modifier	N;MASC;SG	V;NFIN
שינוי	changements	שינוי	changement	N;MASC;SG	N;MASC;PL
שינוי	changer	שינוי	changer	N;MASC;SG	V;NFIN
ביקורת	critique	ביקורת	critique	N;FEM;SG	ADJ;MASC;SG
ביקורת	critiques	ביקורת	critique	N;FEM;SG	N;MASC;PL
ביקורת	critique	ביקורת	critique	N;FEM;SG	ADJ;MASC;SG
חודשים	mois	חודש	mois	N;MASC;PL	N;MASC;SG
אבן	stone	אבן	stone		PROPN
אבן	pierre	אבן	pierre		N;FEM;SG
אבן	pierres	אבן	pierre		N;FEM;PL
שחקן	joueurs	שחקן	joueur	N;MASC;SG	N;MASC;PL
בניגוד	contrairement	בניגוד	contrairement	CONJ	ADV
בניגוד	contraires	בניגוד	contraire	CONJ	ADJ;MASC;PL
בניגוד	contraire	בניגוד	contraire	CONJ	ADJ;MASC;SG
בניגוד	contrairement	בניגוד	contrairement	CONJ	ADV
אמריקאי	américaines	אמריקני	américain	ADJ;MASC;SG	ADJ;FEM;PL
אמריקאי	américains	אמריקני	américain	ADJ;MASC;SG	ADJ;MASC;PL
חצי	semi	חץ	semi	N;PSSD;MASC;PL	N;MASC;SG
חצי	moitié	חץ	moitié	N;PSSD;MASC;PL	N;FEM;SG
חצי	demi	חץ	demi	N;PSSD;MASC;PL	ADJ;MASC;SG
הארגון	organisation	הארגון	organisation	PROPN	N;FEM;SG
סרטים	cinéma	סרט	cinéma	N;MASC;PL	N;MASC;SG
סרטים	ciné	סרט	ciné	N;MASC;PL	N;MASC;SG
הבא	prochain	הבא	prochain	PROPN	ADJ;MASC;SG
הבא	suivante	הבא	suivant	PROPN	ADJ;FEM;SG
הבא	suivant	הבא	suivre	PROPN	V;PRS;V.PTCP
הבא	prochaine	הבא	prochain	PROPN	ADJ;FEM;SG
הבא	next	הבא	next	PROPN	
משפחה	familiale	משפחה	familial	N;FEM;SG	ADJ;FEM;SG
