gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
aksjer	акции	aksjer	акция	N;INDF;NEUT;SG	N;INDF;FEM;PL
aksjer	дялове	aksjer	дял	N;INDF;NEUT;SG	N;INDF;MASC;PL
percy	пърси	percy	пърся	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
liège	лиеж	liège	лиеж	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
varig	трайно	varig	траен	ADJ;INDF;NEUT;SG	ADV
varig	трайни	varig	траен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
varig	трайно	varig	траен	ADJ;INDF;NEUT;SG	ADV
varig	трайни	varig	траен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
varig	дълготрайно	varig	дълготрайно	ADJ;INDF;NEUT;SG	ADV
skyter	стреля	skyte	стрелям	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
cbs	cbs	cbs	cbs	N	PROPN;INDF;MASC;SG
kansler	канцлерът	kansle	канцлер	N;INDF;FEM;PL	N;DEF;MASC;SG
kansler	канцлера	kansle	канцлер	N;INDF;FEM;PL	N;DEF;MASC;SG
kansler	канцлер	kansle	канцлер	N;INDF;FEM;PL	N;INDF;MASC;SG
skarpe	остро	skarp	остро	ADJ;PL	ADV
skarpe	шарп	skarp	шарп	ADJ;PL	PROPN;INDF;MASC;SG
skarpe	остър	skarp	остър	ADJ;PL	N;INDF;MASC;SG
skarpe	остра	skarp	остър	ADJ;PL	N;INDF;FEM;SG
klinisk	клинични	klinisk	клиничен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
klinisk	клинично	klinisk	клинично	ADJ;INDF;NEUT;SG	ADV
videoen	запис	video	запис	N;DEF;MASC;SG	N;INDF;MASC;SG
videoen	видеоклип	video	видеоклип	N;DEF;MASC;SG	N;INDF;MASC;SG
videoen	видео	video	видео	N;DEF;MASC;SG	N;INDF;NEUT;SG
aberdeen	абърдийн	aberde	абърдийн	N;DEF;MASC;SG	N;INDF;MASC;SG
kraków	краков	kraków	краков	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
kraków	краков	kraków	краков	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
tinn	тин	tinn	тин	N;INDF;MASC;SG	PROPN;MASC;SG
bergman	бергман	bergman	бергман	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
psykologisk	психологическо	psykologisk	психологически	ADJ;INDF;NEUT;SG	ADV
målene	голове	mål	гол	N;DEF;FEM;PL	N;INDF;MASC;PL
målene	цели	mål	цел	N;DEF;FEM;PL	N;INDF;FEM;PL
målene	мишени	mål	мишен	N;DEF;FEM;PL	V;IPFV;INDF;PL;V.PTCP;PASS
målene	цели	mål	цел	N;DEF;FEM;PL	N;INDF;FEM;PL
vokaler	гласни	vokale	гласен	N;INDF;NEUT;SG	N;INDF;FEM;PL
labour	труда	labour	труд	N;INDF;MASC;SG	N;DEF;MASC;SG
labour	трудово	labour	трудово	N;INDF;MASC;SG	ADV
helten	херо	helt	херо	N;DEF;MASC;SG	N;INDF;MASC;SG
helten	герой	helt	герой	N;DEF;MASC;SG	N;INDF;MASC;SG
hardy	харди	hardy	харди	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
raser	надбягвания	raser	надбягване	N;INDF;NEUT;SG	N;INDF;NEUT;PL
raser	състезания	raser	състезание	N;INDF;NEUT;SG	N;INDF;NEUT;PL
raser	раси	raser	раса	N;INDF;NEUT;SG	N;INDF;FEM;PL
française	française	française	française	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
underholdning	развлечения	underholdning	развлекение	N;INDF;FEM;SG	N;INDF;NEUT;PL
underholdning	забавления	underholdning	забавление	N;INDF;FEM;SG	N;INDF;NEUT;PL
fotografi	фотографията	fotografi	фотография	N;INDF;MASC;SG	N;DEF;FEM;SG
farao	фараонът	farao	фараон	N;INDF;NEUT;SG	N;DEF;MASC;SG
farao	фараона	farao	фараон	N;INDF;NEUT;SG	N;DEF;MASC;SG
kursiv	курсив	kursiv	курсив	N;INDF;MASC;SG	N;INDF;MASC;PL
dagbok	дневника	dagbok	дневник	N;INDF;FEM;SG	N;DEF;MASC;SG
dagbok	дневникът	dagbok	дневник	N;INDF;FEM;SG	N;DEF;MASC;SG
ankommer	пристига	ankommer	пристигам	N;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ankommer	пристига	ankommer	пристигам	N;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bevissthet	осведоменост	bevissthet	осведоменост	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
bevissthet	осведомеността	bevissthet	осведоменост	ADJ;INDF;NEUT;SG	N;DEF;FEM;SG
bevissthet	осъзнаване	bevissthet	осъзнаване	ADJ;INDF;NEUT;SG	N;INDF;NEUT;SG
bevissthet	съзнание	bevissthet	съзнание	ADJ;INDF;NEUT;SG	N;INDF;NEUT;SG
bevissthet	съзнанието	bevissthet	съзнание	ADJ;INDF;NEUT;SG	N;DEF;NEUT;SG
mystiske	мистик	mystisk	мистик	ADJ;PL	N;INDF;MASC;SG
mystiske	мистично	mystisk	мистично	ADJ;PL	ADV
look	виж	look	видя-(се)	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
forbød	забранено	forbød	забраня	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
forbød	забранени	forbød	забраня	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
forbød	забранен	forbød	забраня	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
forbød	забранена	forbød	забраня	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
forbrytelser	престъпления	forbrytelser	престъпление	N;INDF;NEUT;SG	N;INDF;NEUT;PL
landing	приземяването	landing	приземяване	N;INDF;FEM;SG	N;DEF;NEUT;SG
intern	вътрешно	intern	вътрешен	ADJ;INDF;SG	ADV
intern	вътрешни	intern	вътрешен	ADJ;INDF;SG	ADJ;INDF;PL
utrolig	удивително	utrolig	удивително	ADJ;INDF;NEUT;SG	ADV
utrolig	изумително	utrolig	изумително	ADJ;INDF;NEUT;SG	ADV
utrolig	невероятно	utrolig	невероятно	ADJ;INDF;NEUT;SG	ADV
utrolig	невероятно	utrolig	невероятно	ADJ;INDF;NEUT;SG	ADV
utrolig	невероятно	utrolig	невероятно	ADJ;INDF;NEUT;SG	ADV
flyplasser	летищата	flyplasse	летище	N;INDF;FEM;PL	N;DEF;NEUT;PL
tyler	тайлър	tyle	тайлър	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
burton	бъртън	burton	бъртън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
brenner	горене	brenner	горене	V;IND;PRS;FIN	N;INDF;NEUT;SG
brenner	гори	brenner	гора	V;IND;PRS;FIN	N;INDF;FEM;PL
brenner	парене	brenner	парене	V;IND;PRS;FIN	N;INDF;NEUT;SG
brenner	горяща	brenner	горящ	V;IND;PRS;FIN	N;INDF;FEM;SG
brenner	изгаряне	brenner	изгаряне	V;IND;PRS;FIN	N;INDF;NEUT;SG
brenner	бренър	brenner	бренър	V;IND;PRS;FIN	N;INDF;MASC;SG
brenner	бърнс	brenner	бърнс	V;IND;PRS;FIN	N;INDF;MASC;SG
brenner	гори	brenner	гора	V;IND;PRS;FIN	N;INDF;FEM;PL
brenner	изгаряния	brenner	изгаряние	V;IND;PRS;FIN	N;INDF;NEUT;PL
dyre	скъп	dyr	скъп	ADJ;PL	ADJ;INDF;MASC;SG
dyre	скъпо	dyr	скъпо	ADJ;PL	ADV
elsket	обичах	elske	обичам	N;DEF;NEUT;SG	V;IPFV;IND;SG;1;IPFV;FIN;ACT
elsket	обичана	elske	обичам	N;DEF;NEUT;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
elsket	обичаше	elske	обичам	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;IPFV;FIN;ACT
elsket	обичан	elske	обичам	N;DEF;NEUT;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
duck	патици	duck	патик	N;INDF;MASC;SG	N;INDF;MASC;PL
tegneserie	комикси	tegneserie	комикс	N;INDF;MASC;SG	N;INDF;MASC;PL
tegneserie	анимационен	tegneserie	анимационен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
zum	zum	zum	zum	N;INDF	PROPN;INDF;MASC;SG
huang	хуанг	huang	хуанг	PROPN	N;INDF;MASC;SG
huang	хуан	huang	хуан	PROPN	PROPN;INDF;MASC;SG
glade	поляна	glad	поляна	ADJ;PL	N;INDF;FEM;SG
purple	лилава	purple	лилав	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
purple	пурпурно	purple	пурпурно	N;INDF;NEUT;SG	ADV
purple	лилаво	purple	лилаво	N;INDF;NEUT;SG	ADV
oder	одер	oder	одер	N;INDF;NEUT;SG	PROPN;INDF;FEM;SG
trim	упражнения	trim	упражнение	N;INDF;NEUT;SG	N;INDF;NEUT;PL
bennett	бенет	bennett	бенет	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
topper	върхът	toppe	върх	N;INDF;FEM;PL	N;DEF;MASC;SG
signaler	сигнали	signale	сигнал	N;INDF;FEM;SG	N;INDF;MASC;PL
bakre	отзад	bakre	отзад	ADJ;SG	ADV
bakre	задни	bakre	заден	ADJ;SG	ADJ;INDF;PL
bakre	задно	bakre	задно	ADJ;SG	ADV
discogs	discogs	discogs	discogs	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
hager	гардънс	hager	гардънс	N;INDF;NEUT;PL	N;INDF;MASC;SG
hager	градините	hager	градина	N;INDF;NEUT;PL	N;DEF;FEM;PL
jakter	лов	jakt	лов	N;INDF;FEM;PL	N;INDF;MASC;SG
jakter	ловува	jakt	ловувам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
investeringer	инвестиране	investering	инвестиране	N;INDF;FEM;PL	N;INDF;NEUT;SG
investeringer	инвестирането	investering	инвестиране	N;INDF;FEM;PL	N;DEF;NEUT;SG
tankene	мисли	tanke	мисля	N;DEF;FEM;PL	V;IPFV;IMP;SG;2;FIN
estiske	естонски	estisk	естонски	ADJ;PL	ADJ;INDF;MASC;SG
piper	пайпър	piper	пайпър	N;INDF;FEM;PL	PROPN;INDF;MASC;SG
hengt	хунг	henge	хунг	ADJ;INDF;NEUT;SG;V.PTCP	ADV
hengt	обесен	henge	обеся	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hengt	обесен	henge	обеся	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hengt	обесени	henge	обеся	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
overføre	трансфер	overføre	трансфер	V;NFIN	N;INDF;MASC;SG
overføre	преместване	overføre	преместване	V;NFIN	N;INDF;NEUT;SG
overføre	прехвърляне	overføre	прехвърляне	V;NFIN	N;INDF;NEUT;SG
beyond	отвъд	beyond	отвъд	N	ADP
håret	косми	hår	косъм	N;DEF;NEUT;SG	N;INDF;MASC;PL
håret	косъм	hår	косъм	N;DEF;NEUT;SG	N;INDF;MASC;SG
håret	коси	hår	коса	N;DEF;NEUT;SG	N;INDF;FEM;PL
håret	коса	hår	коса	N;DEF;NEUT;SG	N;INDF;FEM;SG
bulgarske	българка	bulgarsk	българка	ADJ;PL	N;INDF;FEM;SG
bulgarske	българско	bulgarsk	български	ADJ;PL	ADV
bulgarske	българска	bulgarsk	български	ADJ;PL	ADJ;INDF;FEM;SG
bulgarske	българин	bulgarsk	българин	ADJ;PL	N;INDF;MASC;SG
bulgarske	български	bulgarsk	български	ADJ;PL	ADJ;INDF;MASC;SG
very	много	very	много		ADV;INDF;PL
leie	наемане	lei	наемане	ADJ;PL	N;INDF;NEUT;SG
leie	наеми	lei	наемя-(се)	ADJ;PL	N;INDF;FEM;PL
leie	наем	lei	наем	ADJ;PL	N;INDF;MASC;SG
leie	наеми	lei	наемя-(се)	ADJ;PL	N;INDF;FEM;PL
leie	наемът	lei	наем	ADJ;PL	N;DEF;MASC;SG
leie	наема	lei	наем	ADJ;PL	N;DEF;MASC;SG
federal	федерален	federal	федерален	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
federal	федерално	federal	федерален	N;INDF;MASC;SG	ADV
federal	федерална	federal	федерален	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
tolvte	twelfth	tolvte	twelfth	ADJ;DEF;SG	PROPN;INDF;MASC;SG
mick	мик	mick	мик	N;INDF;SG	PROPN;INDF;MASC;SG
indianere	индианци	indianere	индианец	N;INDF;MASC;SG	N;INDF;MASC;PL
indianere	индийци	indianere	индиец	N;INDF;MASC;SG	N;INDF;MASC;PL
overordnede	началниците	overordned	началник	ADJ;SG	N;DEF;MASC;PL
overordnede	началници	overordned	началник	ADJ;SG	N;INDF;MASC;PL
henter	привлекателна	hente	привлекателен	V;IND;PRS;FIN	ADJ;INDF;FEM;SG
overveiende	предимно	overveiende	предимно	ADJ;INDF;SG	ADV
overveiende	преобладаващо	overveiende	преобладавам	ADJ;INDF;SG	ADV
lexikon	lexikon	lexikon	lexikon	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
dynamisk	динамични	dynamisk	динамичен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
dynamisk	динамика	dynamisk	динамика	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
dynamisk	динамично	dynamisk	динамично	ADJ;INDF;NEUT;SG	ADV
leserne	читатели	lesern	читател	N;INDF;FEM;SG	N;INDF;MASC;PL
leserne	читателите	lesern	читател	N;INDF;FEM;SG	N;DEF;MASC;PL
ørkenen	пустиня	ørken	пустиня	N;DEF;MASC;SG	N;INDF;FEM;SG
guddommelige	божествен	guddommelig	божествен	ADJ;PL	ADJ;INDF;MASC;SG
guddommelige	божествена	guddommelig	божествен	ADJ;PL	ADJ;INDF;FEM;SG
guddommelige	божествено	guddommelig	божествено	ADJ;PL	ADV
massive	масивно	massiv	масивен	ADJ;PL	ADV
massive	масив	massiv	масив	ADJ;PL	N;INDF;MASC;SG
massive	масивен	massiv	масивен	ADJ;PL	ADJ;INDF;MASC;SG
spektrum	спектъра	spektrum	спектър	N;INDF;NEUT;SG	N;DEF;MASC;SG
forblir	останки	forblir	останка	V;IND;PRS;FIN	N;INDF;FEM;PL
omstendigheter	обстоятелство	omstendighet	обстоятелство	N;INDF;FEM;PL	N;INDF;NEUT;SG
omstendigheter	обстоятелствата	omstendighet	обстоятелство	N;INDF;FEM;PL	N;DEF;NEUT;PL
permanente	постоянен	permanent	постоянен	ADJ;PL	ADJ;INDF;MASC;SG
permanente	постоянна	permanent	постоянен	ADJ;PL	ADJ;INDF;FEM;SG
liechtenstein	лихтенщайн	liechtenstein	лихтенщайн	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
anatomi	анатомията	anatomi	анатомия	N;INDF;MASC;SG	N;DEF;FEM;SG
jemen	йемен	jemen	йемен	PROPN	PROPN;INDF;MASC;SG
rømte	избяга	rømme	избягам	ADJ;PL;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
rømte	избягали	rømme	избягам	ADJ;PL;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
rømte	избягал	rømme	избягам	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
tilflukt	убежище	tilflukt	убежище	ADJ;INDF;NEUT;SG;V.PTCP	N;INDF;NEUT;SG
regjeringer	правителствата	regjeringe	правителство	N;INDF;FEM;PL	N;DEF;NEUT;PL
enestående	изключителен	enestående	изключителен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
enestående	изключителни	enestående	изключителен	N;INDF;MASC;SG	ADJ;INDF;PL
enestående	изключителна	enestående	изключителен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
enestående	безпрецедентно	enestående	безпрецедентно	N;INDF;MASC;SG	ADV
enestående	безпрецедентна	enestående	безпрецедентен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
enestående	изключителен	enestående	изключителен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
enestående	изключителна	enestående	изключителен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
moralsk	морал	moralsk	морал	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
moralsk	морални	moralsk	морален	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
moralsk	морално	moralsk	морално	ADJ;INDF;NEUT;SG	ADV
jorge	хорхе	jorge	хорхе	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fisken	риби	fisk	риба	N;DEF;MASC;SG	N;INDF;FEM;PL
fisken	фиш	fisk	фиш	N;DEF;MASC;SG	N;INDF;MASC;SG
fisken	риба	fisk	риба	N;DEF;MASC;SG	N;INDF;FEM;SG
something	нещо	something	някой	N;INDF;FEM;SG	PRO;NOM;INDF;NEUT;SG
orknøyene	orkney	orknøye	orkney	N;DEF;FEM;PL	N;INDF;MASC;SG
nassau	насау	nassau	насау	N;DEF;MASC;SG	N;INDF;MASC;SG
kompleks	комплекс	kompleks	комплекс	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
kompleks	комплексно	kompleks	комплексно	ADJ;INDF;NEUT;SG	ADV
kompleks	сложни	kompleks	сложен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
kopiert	копира	kopiere	копирам	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
festivaler	фестивали	festival	фестивал	N;INDF;NEUT;SG	N;INDF;MASC;PL
danse	танци	danse	танци	V;IMP;NFIN	N;INDF;MASC;PL
danse	танц	danse	танц	V;IMP;NFIN	N;INDF;MASC;SG
lokalene	помещения	lokale	помещение	N;DEF;FEM;PL	N;INDF;NEUT;PL
sel	сел	selje	сел	V;IND;PRS;FIN	PROPN;INDF;FEM;SG
sel	печат	selje	печат	V;IND;PRS;FIN	N;INDF;MASC;SG
sel	тюлен	selje	тюлен	V;IND;PRS;FIN	N;INDF;MASC;SG
sel	сийл	selje	сийл	V;IND;PRS;FIN	PROPN;INDF;MASC;SG
noenlunde	умерено	noenlunde	умерено	N;INDF;MASC;SG	ADV
religionen	религия	religion	религия	N;DEF;MASC;SG	N;INDF;FEM;SG
won	спечели	won	спечеля	N	V;PFV;IND;SG;3;PST;FIN;ACT
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC;SG	N;INDF;NEUT;PL
mistanke	заподозряна	mistanke	заподозра	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mistanke	заподозрян	mistanke	заподозра	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mistanke	заподозрения	mistanke	заподозрение	N;INDF;MASC;SG	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC;SG	N;INDF;NEUT;PL
amy	ейми	amy	ейма	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
jesse	джеси	jesse	джеса	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
mora	мора	mor	мора	N;DEF;FEM;SG	N;INDF;FEM;SG
dokumentere	документа	dokumentere	документ	V;NFIN	N;DEF;MASC;SG
dokumentere	документът	dokumentere	документ	V;NFIN	N;DEF;MASC;SG
dokumentere	документ	dokumentere	документ	V;NFIN	N;INDF;MASC;SG
stan	стен	stan	стен	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
flyselskap	авиолинии	flyselskap	авиолиния	N;INDF;NEUT;SG	N;INDF;FEM;PL
indianerne	индианци	indianerne	индианец	N;INDF;MASC;SG	N;INDF;MASC;PL
indianerne	индийци	indianerne	индиец	N;INDF;MASC;SG	N;INDF;MASC;PL
alter	олтара	alter	олтар	N;INDF;NEUT;SG	N;DEF;MASC;SG
doktoren	лекар	doktor	лекар	N;DEF;MASC;SG	N;INDF;MASC;SG
doktoren	докторе	doktor	доктор	N;DEF;MASC;SG	N;INDF;MASC;SG
katedral	катедралата	katedral	катедрала	N;INDF;MASC;SG	N;DEF;FEM;SG
brunt	кафяви	brun	кафяв	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
brunt	браун	brun	браун	ADJ;INDF;NEUT;SG	PROPN;INDF;MASC;SG
brunt	кафяво	brun	кафяво	ADJ;INDF;NEUT;SG	ADV
kaldt	студ	kald	студ	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
kaldt	студено	kald	студено	ADJ;INDF;NEUT;SG	ADV
foreslå	предполагат	foreslå	предполагам	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
seere	зрители	seere	зрител	N;INDF;MASC;SG	N;INDF;MASC;PL
seere	зрителите	seere	зрител	N;INDF;MASC;SG	N;DEF;MASC;PL
breivik	брейвик	breivik	брейвик	PROPN	N;INDF;MASC;SG
jeremy	джеръми	jeremy	джеръм	N;INDF;MASC;SG	N;INDF;MASC;PL
jesuittordenen	йезуитите	jesuittorden	йезуит	N;DEF;MASC;SG	N;DEF;MASC;PL
away	надалеч	away	надалеч	N;INDF;MASC;SG	ADV
away	далеч	away	далеч	N;INDF;MASC;SG	ADV
borgerlig	буржоа	borgerlig	буржоа	N;INDF;MASC;SG	N;INDF;MASC;PL
gravd	изкопа	gravd	изкопа	ADJ;INDF;NEUT;SG;V.PTCP	N;DEF;MASC;SG
synd	жалко	synd	жалко	N;INDF;FEM;SG	ADV
synd	грехът	synd	грях	N;INDF;FEM;SG	N;DEF;MASC;SG
synd	грехове	synd	грях	N;INDF;FEM;SG	N;INDF;MASC;PL
skjermen	екран	skjerme	екран	N;DEF;MASC;SG	N;INDF;MASC;SG
split	разделим	split	разделя-(се)	N	V;PFV;IND;PL;1;PRS;FIN;ACT
split	разделен	split	разделя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verde	верде	verd	верде	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
kjøkken	кухни	kjøkken	кухна	N;INDF;NEUT;SG	N;INDF;FEM;PL
kjøkken	кухнята	kjøkken	кухня	N;INDF;NEUT;SG	N;DEF;FEM;SG
dokumentarfilm	документален	dokumentarfilm	документален	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
respons	отговори	respons	отговоря	N;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
vedvarende	упорит	vedvarende	упорит	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
vedvarende	упорита	vedvarende	упорит	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
nyttige	полезна	nyttig	полезен	ADJ;PL	ADJ;INDF;FEM;SG
nyttige	полезно	nyttig	полезен	ADJ;PL	ADV
nyttige	полезен	nyttig	полезен	ADJ;PL	ADJ;INDF;MASC;SG
nyttige	полезна	nyttig	полезен	ADJ;PL	ADJ;INDF;FEM;SG
nyttige	полезно	nyttig	полезен	ADJ;PL	ADV
nyttige	полезен	nyttig	полезен	ADJ;PL	ADJ;INDF;MASC;SG
vega	вега	vege	вега	N;DEF;NEUT;PL	N;INDF;FEM;SG
sida	страница	side	страница	N;DEF;FEM;SG	N;INDF;FEM;SG
sida	page	side	page	N;DEF;FEM;SG	INTJ
sida	страна	side	страна	N;DEF;FEM;SG	N;INDF;FEM;SG
sida	страничен	side	страничен	N;DEF;FEM;SG	ADJ;INDF;MASC;SG
målinger	измерванията	måling	измерване	N;INDF;FEM;PL	N;DEF;NEUT;PL
samtale	разговори	samtale	разговор	N;INDF;FEM;SG	N;INDF;MASC;PL
administrert	прилаган	administrere	прилагам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
administrert	приложен	administrere	приложа	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
administrert	управлявано	administrere	управлявам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
administrert	управлявани	administrere	управлявам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
administrert	управляван	administrere	управлявам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
melodier	мелодии	melodie	мелодия	N;INDF;NEUT;SG	N;INDF;FEM;PL
melodier	мелодии	melodie	мелодия	N;INDF;NEUT;SG	N;INDF;FEM;PL
trykte	отпечатани	trykkje	отпечатам-(се)	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
trykte	отпечатано	trykkje	отпечатано	ADJ;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tips	съвети	tips	съвет	N;INDF;NEUT;SG	N;INDF;MASC;PL
reading	чета	reading	чета	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
reading	четенето	reading	четене	N;INDF;FEM;SG	N;DEF;NEUT;SG
foretrakk	предпочитан	foretrakk	предпочитам	N;INDF;NEUT;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
charter	хартата	charter	харта	N;INDF;NEUT;SG	N;DEF;FEM;SG
sorg	скръбта	sorg	скръб	N;INDF;FEM;SG	N;DEF;FEM;SG
sorg	скърби	sorg	скърба	N;INDF;FEM;SG	N;INDF;MASC;PL
sorg	тъгата	sorg	тъга	N;INDF;FEM;SG	N;DEF;FEM;SG
flo	фло	flo	фло	PROPN	PROPN;INDF;MASC;SG
virgin	девствен	virgin	девствен	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
virgin	девствена	virgin	девствен	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
evil	зла	evil	зъл	N	ADJ;INDF;FEM;SG
evil	зъл	evil	зъл	N	ADJ;INDF;MASC;SG
bukt	залива	bukt	заливам	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bukt	заливът	bukt	залив	N;INDF;FEM;SG	N;DEF;MASC;SG
forventes	очаквано	forventas	очаквам	N;INDF;NEUT;SG	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
forventes	очаквани	forventas	очаквам	N;INDF;NEUT;SG	V;IPFV;INDF;PL;V.PTCP;PASS
forventes	очакван	forventas	очаквам	N;INDF;NEUT;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
forventes	очаквана	forventas	очаквам	N;INDF;NEUT;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
rart	странно	rar	странно	ADJ;INDF;NEUT;SG	ADV
rart	странно	rar	странно	ADJ;INDF;NEUT;SG	ADV
rart	странни	rar	странен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
operativ	оперативно	operativ	оперативно	ADJ;INDF;SG	ADV
operativ	оперативни	operativ	оперативен	ADJ;INDF;SG	ADJ;INDF;PL
diplom	дипломата	diplom	дипломат	N;INDF;NEUT;SG	N;DEF;MASC;SG
philips	филипс	philips	филипс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
jevn	стабилен	jevn	стабилен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
jevn	стабилно	jevn	стабилно	N;INDF;MASC;SG	ADV
jevn	стабилна	jevn	стабилен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
ira	айра	ira	айра	N	PROPN;INDF;MASC;SG
why	защо	why	защо	N	PRO
future	бъдещ	future	бъдещ	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
future	бъдещи	future	бъдещ	N;INDF;MASC;SG	ADJ;INDF;PL
future	бъдещето	future	бъдеще	N;INDF;MASC;SG	N;DEF;NEUT;SG
future	бъдеща	future	бъдещ	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
