орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
формировании	formgebung	формирование	Formgebung	N;INAN;ESS;NEUT;SG	ADJ
поправки	änderung	поправка	änderung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поправки	abänderung	поправка	abänderung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поправки	abänderungen	поправка	abänderung	N;INAN;NOM;FEM;PL	V;NFIN
поправки	änderungen	поправка	änderung	N;INAN;NOM;FEM;PL	V;NFIN
астроном	astronom	астроном	astronom	N;ANIM;NOM;MASC;SG	PROPN
астроном	astronomen	астроном	astronom	N;ANIM;NOM;MASC;SG	ADJ
экологии	ökologie	экология	ökologie	N;INAN;NOM;FEM;SG	
экологии	umweltschutz	экология	umweltschutz	N;INAN;NOM;FEM;SG	ADJ
анхальт	anhalt	анхальт	anhalt	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
альберта	alberta	альберт	alberta	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
жозеф	yusuf	жозеф	yusuf	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
жозеф	joseph	жозеф	joseph	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
жозеф	josef	жозеф	josef	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
госпиталь	krankenhäuser	госпиталь	krankenhaus	N;INAN;NOM;MASC;SG	ADJ
госпиталь	lazarett	госпиталь	lazarett	N;INAN;NOM;MASC;SG	ADJ
госпиталь	krankenhaus	госпиталь	krankenhaus	N;INAN;NOM;MASC;SG	ADJ
госпиталь	spital	госпиталь	spital	N;INAN;NOM;MASC;SG	PROPN;SG
простое	einfache	простой	einfach	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
простое	einfach	простой	einfach	ADJ;NOM;NEUT;SG	ADV
простое	einfachen	простой	einfach	ADJ;NOM;NEUT;SG	ADJ;ACC;SG
тихий	ruhige	тихий	ruhig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
тихий	ruhe	тихий	ruhe	ADJ;NOM;MASC;SG	
рой	roy	рой	roy	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рой	schwarm	рой	schwarm	N;ANIM;NOM;MASC;SG	
альберто	alberto	альберто	alberto	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
электроэнергии	strom	электроэнергия	strom	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
электроэнергии	stromverbrauch	электроэнергия	stromverbrauch	N;INAN;NOM;FEM;PL	ADJ
электроэнергии	stromversorgung	электроэнергия	stromversorgung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
электроэнергии	elektrizität	электроэнергия	elektrizität	N;INAN;NOM;FEM;PL	ADJ
пьетро	pietro	пьетро	pietro	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
кубы	zentralamerika	куба	zentralamerika	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
кубы	kuba	куба	kuba	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
задняя	hinten	задний	hinten	ADJ;NOM;FEM;SG	ADV
камер	kammern	камера	kammern	N;INAN;GEN;FEM;PL	V;NFIN
камер	chambers	камера	chambers	N;INAN;GEN;FEM;PL	PROPN;NOM;SG
возражения	einwand	возражение	einwand	N;INAN;NOM;NEUT;PL	ADV
возражения	einwendungen	возражение	einwendüngen	N;INAN;NOM;NEUT;PL	V;NFIN
возражения	einsprüche	возражение	einsprüchen	N;INAN;NOM;NEUT;PL	
уилсон	wilson	уилсон	wilson	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
филологических	philologischen	филологический	philologisch	ADJ;GEN;PL	ADJ;NOM;PL
старших	senior	старший	senior	ADJ;GEN;PL	PROPN;NOM;SG
старших	senioren	старший	senior	ADJ;GEN;PL	
юбилейная	jubilee	юбилейный	jubile	ADJ;NOM;FEM;SG	PROPN;NOM;NEUT;SG
юбилейная	jubiläum	юбилейный	jubiläum	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
исаак	isaak	исаак	isaak	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
исаак	isaac	исаак	isaac	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
исаак	ishaq	исаак	ishaq	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
бесплатно	frei	бесплатно	frei	ADV	ADJ
бесплатно	kostenlose	бесплатно	kostenlos	ADV	ADJ;NOM;FEM;PL
бесплатно	kostenlos	бесплатно	kostenlos	ADV	ADJ
бесплатно	free	бесплатно	free	ADV	PROPN
бесплатно	freien	бесплатно	frei	ADV	ADJ;NOM;PL
стекла	glas	стекло	glas	N;INAN;NOM;NEUT;PL	
стекла	gläser	стекло	glas	N;INAN;NOM;NEUT;PL	ADJ
показания	zeugnis	показание	zeugnis	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
показания	zeugenaussagen	показание	zeugenaussagen	N;INAN;NOM;NEUT;PL	V;NFIN
показания	aussagen	показание	aussagen	N;INAN;NOM;NEUT;PL	V;NFIN
показания	aussage	показание	aussagen	N;INAN;NOM;NEUT;PL	
показания	zeugenaussage	показание	zeugenaussag	N;INAN;NOM;NEUT;PL	ADJ;NOM;FEM;SG
янг	yang	янг	yang	N;ANIM;NOM;MASC;SG	
янг	jung	янг	jung	N;ANIM;NOM;MASC;SG	ADJ
янг	jungen	янг	jung	N;ANIM;NOM;MASC;SG	ADJ
янг	jugend	янг	jugend	N;ANIM;NOM;MASC;SG	ADJ
янг	junge	янг	jung	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
кинотеатр	kinofilm	кинотеатр	kinofilm	N;INAN;NOM;MASC;SG	PROPN
кинотеатр	kinos	кинотеатр	kinos	N;INAN;NOM;MASC;SG	
центральное	zentrale	центральный	zentral	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
центральное	central	центральный	central	ADJ;NOM;NEUT;SG	PROPN
ушли	weg	уйти	weg	V;PFV;IND;PL;PST;FIN;ACT	ADV
эфиопии	äthiopien	эфиопия	äthiopien	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
эфиопии	äthiopien	эфиопия	äthiopien	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
эфиопии	äthiopischen	эфиопия	äthiopisch	N;INAN;NOM;FEM;PL	ADJ;ACC;MASC;SG
эфиопии	äthiopische	эфиопия	äthiopisch	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
важность	wichtigkeit	важность	wichtigkeit	N;INAN;NOM;FEM;SG	ADJ
важность	bedeutung	важность	bedeutung	N;INAN;NOM;FEM;SG	ADJ
подробное	ausführliche	подробный	ausführlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
неудачно	bedauerlich	неудачно	bedauerlich	ADV	ADJ
неудачно	unglücklich	неудачно	unglücklich	ADV	ADJ
неудачно	unglücklichen	неудачно	unglücklich	ADV	ADJ
разновидности	sorten	разновидность	sorten	N;INAN;NOM;FEM;PL	V;IND;PL;3;FIN
разновидности	vielfalt	разновидность	vielfalt	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
разновидности	sorte	разновидность	sorten	N;INAN;NOM;FEM;PL	
разновидности	vielzahl	разновидность	vielzahl	N;INAN;NOM;FEM;PL	ADJ
разновидности	abwechslung	разновидность	abwechslung	N;INAN;NOM;FEM;PL	ADJ
разновидности	sorten	разновидность	sorten	N;INAN;NOM;FEM;PL	V;IND;PL;3;FIN
венесуэлы	venezolanischen	венесуэла	venezolanischen	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL
венесуэлы	venezuela	венесуэла	venezuela	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
настоящая	echte	настоящий	echt	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
настоящая	reale	настоящий	real	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
пресса	pressemitteilungen	пресса	pressemitteilungen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
пресса	presse	пресса	presse	N;INAN;NOM;FEM;SG	
пресса	press	пресса	press	N;INAN;NOM;FEM;SG	PROPN
пресса	drücken	пресса	drücken	N;INAN;NOM;FEM;SG	V;NFIN
гостиница	hotelzimmer	гостиница	hotelzimmer	N;INAN;NOM;FEM;SG	
навигации	schiffahrt	навигация	schiffahren	N;INAN;NOM;FEM;PL	PROPN
навигации	navigieren	навигация	navigieren	N;INAN;NOM;FEM;PL	V;NFIN
навигации	navigation	навигация	navigation	N;INAN;NOM;FEM;PL	ADJ
навигации	schifffahrt	навигация	schifffahren	N;INAN;NOM;FEM;PL	ADJ
навигации	navigationssystem	навигация	navigationssystem	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
хозяин	besitzer	хозяин	besitzer	N;ANIM;NOM;MASC;SG	ADJ
хозяин	inhaber	хозяин	inhaber	N;ANIM;NOM;MASC;SG	ADV
хозяин	eigentümerin	хозяин	eigentümerin	N;ANIM;NOM;MASC;SG	ADJ
хозяин	eigentümer	хозяин	eigentüm	N;ANIM;NOM;MASC;SG	ADJ
хозяин	vermieter	хозяин	vermieter	N;ANIM;NOM;MASC;SG	
хозяин	master	хозяин	master	N;ANIM;NOM;MASC;SG	ADJ
ранг	dienstgrad	ранг	dienstgrad	N;INAN;NOM;MASC;SG	ADJ
ранг	rangfolge	ранг	rangfolge	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
дополнительное	ergänzende	дополнительный	ergänzend	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
дополнительное	zusätzliche	дополнительный	zusätzlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
дополнительное	zusätzliche	дополнительный	zusätzlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
дополнительное	zusätzliche	дополнительный	zusätzlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
дополнительное	extra	дополнительный	extra	ADJ;NOM;NEUT;SG	
колония	colony	колония	colony	N;INAN;NOM;FEM;SG	
колония	kolonie	колония	kolonie	N;INAN;NOM;FEM;SG	ADJ
колония	kolonien	колония	kolonien	N;INAN;NOM;FEM;SG	
носила	trugen	носить	tragen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
арнольд	arnold	арнольд	arnold	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
борцы	ringer	борец	ring	N;ANIM;NOM;MASC;PL	ADJ
борцы	wrestler	борец	wrestler	N;ANIM;NOM;MASC;PL	ADJ
боги	götter	бог	gott	N;ANIM;NOM;MASC;PL	
обложка	cover	обложка	cover	N;INAN;NOM;FEM;SG	PROPN
обложка	umschlag	обложка	umschlagen	N;INAN;NOM;FEM;SG	
обложка	decken	обложка	decken	N;INAN;NOM;FEM;SG	V;NFIN
обложка	deckung	обложка	deckung	N;INAN;NOM;FEM;SG	ADV
классическая	klassik	классический	klassik	ADJ;NOM;FEM;SG	
классическая	klassische	классический	klassisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
классическая	klassischen	классический	klassisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
классическая	klassik	классический	klassik	ADJ;NOM;FEM;SG	
классическая	classic	классический	classic	ADJ;NOM;FEM;SG	PROPN
классическая	klassische	классический	klassisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
классическая	klassischen	классический	klassisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
картинки	abbildungen	картинка	abbildung	N;INAN;NOM;FEM;PL	V;NFIN
картинки	bildmaterial	картинка	bildmaterial	N;INAN;NOM;FEM;PL	ADJ
картинки	bildern	картинка	bildern	N;INAN;NOM;FEM;PL	V;NFIN
картинки	abbildungen	картинка	abbildung	N;INAN;NOM;FEM;PL	V;NFIN
картинки	bildmaterial	картинка	bildmaterial	N;INAN;NOM;FEM;PL	ADJ
картинки	bildern	картинка	bildern	N;INAN;NOM;FEM;PL	V;NFIN
нынешней	aktuelle	нынешний	aktuell	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
нынешней	aktuelles	нынешний	aktuell	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
перепись	zensus	перепись	zensus	N;INAN;NOM;FEM;SG	PROPN
перепись	zählungen	перепись	zählung	N;INAN;NOM;FEM;SG	V;NFIN
принадлежали	gehörte	принадлежать	gehören	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
объяснения	erklärungen	объяснение	erklärung	N;INAN;NOM;NEUT;PL	V;NFIN
объяснения	erläuterungen	объяснение	erläuterung	N;INAN;NOM;NEUT;PL	V;NFIN
объяснения	erläuterung	объяснение	Erläuterung	N;INAN;NOM;NEUT;PL	ADJ;SG
объяснения	erklärung	объяснение	erklärung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
швейцарский	swiss	швейцарский	sweß	ADJ;NOM;MASC;SG	
швейцарский	schweizerische	швейцарский	schweizerisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
зубов	zähnen	зуб	zähnen	N;INAN;GEN;MASC;PL	V;NFIN
зубов	zähne	зуб	zähnen	N;INAN;GEN;MASC;PL	N;NOM;SG
зубов	zahn	зуб	zahn	N;INAN;GEN;MASC;PL	
грант	gewähren	грант	gewähren	N;INAN;NOM;MASC;SG	V;NFIN
грант	grant	грант	granen	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
постановления	entscheidungen	постановление	entscheidung	N;INAN;NOM;NEUT;PL	V;NFIN
постановления	urteile	постановление	urteil	N;INAN;NOM;NEUT;PL	PROPN
постановления	beschlüsse	постановление	beschlüssen	N;INAN;NOM;NEUT;PL	N;NOM;SG
дискуссия	diskussionen	дискуссия	diskussion	N;INAN;NOM;FEM;SG	V;NFIN
барабаны	fässer	барабан	fassen	N;INAN;NOM;MASC;PL	
барабаны	schlagzeug	барабан	schlagzeug	N;INAN;NOM;MASC;PL	ADJ
барабаны	trommeln	барабан	trommeln	N;INAN;NOM;MASC;PL	V;NFIN
барабаны	trommel	барабан	trommel	N;INAN;NOM;MASC;PL	PROPN
студент	schüler	студент	schüler	N;ANIM;NOM;MASC;SG	ADJ
студент	studentin	студент	studentin	N;ANIM;NOM;MASC;SG	ADJ
студент	studenten	студент	student	N;ANIM;NOM;MASC;SG	ADJ
студент	kursteilnehmer	студент	kursteilnehmer	N;ANIM;NOM;MASC;SG	ADJ
студент	studierende	студент	studierend	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
историографии	geschichtsschreibung	историография	geschichtsschreibung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
водорода	wasserstoff	водород	wasserstoff	N;INAN;GEN;MASC;SG	
укр	ukr	укр	ukr		
шотландский	schotten	шотландский	schotten	ADJ;NOM;MASC;SG	V;NFIN
шотландский	schottischen	шотландский	schottisch	ADJ;NOM;MASC;SG	ADJ;PL
шотландский	schottische	шотландский	schottisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
шотландский	scottish	шотландский	scottish	ADJ;NOM;MASC;SG	PROPN
охоты	jagen	охота	jagen	N;INAN;NOM;FEM;PL	V;NFIN
охоты	jagd	охота	jagd	N;INAN;NOM;FEM;PL	
образы	abbildungen	образ	abbildung	N;INAN;NOM;MASC;PL	V;NFIN
образы	bildmaterial	образ	bildmaterial	N;INAN;NOM;MASC;PL	ADJ
образы	bildern	образ	bildern	N;INAN;NOM;MASC;PL	V;NFIN
вон	vaughn	вон	vaughn	PART	PROPN;NOM;MASC;SG
якутии	jakutien	якутия	jakutien	N;INAN;NOM;NEUT;SG	
дэн	dan	дэн	dan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
дэн	deng	дэн	deng	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
приборы	messtechnik	прибор	messtechnik	N;INAN;NOM;MASC;PL	ADJ
приборы	instrumente	прибор	instrument	N;INAN;NOM;MASC;PL	ADJ;PL
приборы	instrumentierung	прибор	instrumentierung	N;INAN;NOM;MASC;PL	ADJ
приборы	instrumente	прибор	instrument	N;INAN;NOM;MASC;PL	ADJ;PL
квартиру	flat	квартира	flat	N;INAN;ACC;FEM;SG	
квартиру	flach	квартира	flach	N;INAN;ACC;FEM;SG	ADJ
квартиру	wohnung	квартира	wohnung	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
арест	verhaften	арест	verhaften	N;INAN;NOM;MASC;SG	V;NFIN
арест	festnehmen	арест	festnehmen	N;INAN;NOM;MASC;SG	V;NFIN
рисунки	abbildungen	рисунок	abbildung	N;INAN;NOM;MASC;PL	V;NFIN
рисунки	bildmaterial	рисунок	bildmaterial	N;INAN;NOM;MASC;PL	ADJ
рисунки	bildern	рисунок	bildern	N;INAN;NOM;MASC;PL	V;NFIN
рисунки	zeichnung	рисунок	zeichnung	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
заказ	bestellungen	заказ	bestellingen	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
заказ	reihenfolge	заказ	reihenfolge	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
павлов	pawlow	павл	pawlow	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
социальный	soziale	социальный	sozial	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
социальный	sozialen	социальный	sozial	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
красноярск	krasnojarsk	красноярск	krasnojarsk	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
реальность	realitäten	реальность	realität	N;INAN;NOM;FEM;SG	V;NFIN
реальность	realität	реальность	realität	N;INAN;NOM;FEM;SG	ADJ
реальность	wirklichkeit	реальность	wirklichkeit	N;INAN;NOM;FEM;SG	ADJ
хасан	hasan	хасан	hasan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
хасан	hassan	хасан	hassan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
хасан	hasan	хасан	hasan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
намерения	absicht	намерение	absechen	N;INAN;NOM;NEUT;PL	
намерения	absichten	намерение	absichten	N;INAN;NOM;NEUT;PL	V;NFIN
намерения	vorsätze	намерение	vorsätzen	N;INAN;NOM;NEUT;PL	
намерения	absichten	намерение	absichten	N;INAN;NOM;NEUT;PL	V;NFIN
намерения	absicht	намерение	absechen	N;INAN;NOM;NEUT;PL	
намерения	vorsatz	намерение	vorsatzen	N;INAN;NOM;NEUT;PL	PROPN
гонсалес	gonzalez	гонсалес	gonzalez	N;ANIM;NOM;MASC;SG	ADJ
гонсалес	gonzález	гонсалес	gonzález	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гонсалес	gonzalez	гонсалес	gonzalez	N;ANIM;NOM;MASC;SG	ADJ
гонсалес	gonzales	гонсалес	gonzal	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
гонсалес	gonzález	гонсалес	gonzález	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гонсалес	gonzalez	гонсалес	gonzalez	N;ANIM;NOM;MASC;SG	ADJ
хоп	hüpfen	хоп	hüpfen	N;INAN;NOM;MASC;SG	V;NFIN
хоп	hopfen	хоп	hopfen	N;INAN;NOM;MASC;SG	
хоп	hop	хоп	hopen	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
юлий	julius	юлий	julius	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мок	ioc	мок	ioc	N;INAN;NOM;FEM;SG	
арбитр	schiedsrichter	арбитр	schiedsrichter	N;ANIM;NOM;MASC;SG	ADJ
арбитр	schiedsrichter	арбитр	schiedsrichter	N;ANIM;NOM;MASC;SG	ADJ
арбитр	schiedsrichter	арбитр	schiedsrichter	N;ANIM;NOM;MASC;SG	ADJ
свадьба	heirat	свадьба	heirat	N;INAN;NOM;FEM;SG	
свадьба	hochzeiten	свадьба	hochzeiten	N;INAN;NOM;FEM;SG	ADJ
свадьба	heiraten	свадьба	heiraten	N;INAN;NOM;FEM;SG	V;NFIN
вреда	schaden	вред	schaden	N;INAN;GEN;MASC;SG	V;NFIN
журналистики	journalismus	журналистика	journalismus	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
преобразование	umwandeln	преобразование	umwandeln	N;INAN;NOM;NEUT;SG	V;NFIN
преобразование	konvertieren	преобразование	konvertieren	N;INAN;NOM;NEUT;SG	V;NFIN
преобразование	conversion	преобразование	conversion	N;INAN;NOM;NEUT;SG	PROPN
преобразование	umrechnung	преобразование	umrechnung	N;INAN;NOM;NEUT;SG	PROPN
преобразование	transformation	преобразование	transformation	N;INAN;NOM;NEUT;SG	PROPN
преобразование	verwandeln	преобразование	verwandeln	N;INAN;NOM;NEUT;SG	V;NFIN
преобразование	wandeln	преобразование	wandeln	N;INAN;NOM;NEUT;SG	V;NFIN
преобразование	umwandeln	преобразование	umwandeln	N;INAN;NOM;NEUT;SG	V;NFIN
преобразование	transformation	преобразование	transformation	N;INAN;NOM;NEUT;SG	PROPN
ученый	informatiker	ученый	informatik	N;ANIM;NOM;MASC;SG	ADJ
ученый	wissenschaftler	ученый	wissenschaftl	N;ANIM;NOM;MASC;SG	ADJ
ученый	wissenschaftlerin	ученый	wissenschaftlerin	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ученый	gelehrten	ученый	gelehrt	N;ANIM;NOM;MASC;SG	ADJ;PL
ученый	gelehrter	ученый	gelehrter	N;ANIM;NOM;MASC;SG	ADJ
театры	theater	театр	theat	N;INAN;NOM;MASC;PL	N;NOM;SG
содружества	commonwealth	содружество	commonwealth	N;INAN;NOM;NEUT;PL	ADJ
гитары	gitarre	гитара	gitarre	N;INAN;NOM;FEM;PL	ADJ
гитары	gitarrist	гитара	gitarrist	N;INAN;NOM;FEM;PL	ADJ
гитары	gitarre	гитара	gitarre	N;INAN;NOM;FEM;PL	ADJ
крейсеров	kreuzer	крейсер	kreuzer	N;INAN;GEN;MASC;PL	ADJ
неба	himmel	небо	himmel	N;INAN;GEN;NEUT;SG	
неба	sky	небо	sky	N;INAN;GEN;NEUT;SG	
политехнический	fachhochschule	политехнический	fachhochschule	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
политехнический	fachhochschulen	политехнический	fachhochschulen	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
