von	from	von	from	ADP	
namen	isimler	name	isim		N;NOM;PL;3
namen	adlar	name	ad		N;NOM;PL;3
namen	adları	name	ad		N;ACC;PL;3
namen	isimleri	name	isim		N;ACC;PL;3
weil	cünkü	weil	cünkü	CONJ	
weil	çünkü	weil	çünkü	CONJ	CONJ
weil	kuzen	weil	kuz	CONJ	
bitte	lütfen	bitte	lütfen		ADV
relevanz	alaka	relevanz	alaka	ADJ	
relevanz	ilgisi	relevanz	ilgi	ADJ	N;NOM;SG;3
einige	bazı	einige	bazı	PRO;NOM;INDF;PL	DET
einige	bazıları	einige	bazı	PRO;NOM;INDF;PL	
einige	bazılarını	einige	bazı	PRO;NOM;INDF;PL	PRO;ACC;PL;3
einige	kimisi	einige	kimi	PRO;NOM;INDF;PL	
mitglied	üye	mitglied	üye	ADJ	
wegen	cünkü	wegen	cünkü	ADP	
wegen	çünkü	wegen	çünkü	ADP	CONJ
deren	onların	der	o	DET;GEN;PL	PRO;GEN;PL;3
deren	kimin	der	kim	DET;GEN;PL	PRO;GEN;SG;3
viele	birçok	viel	birçok	ADJ;NOM;INDF;PL	DET
text	yazı	Text	yazı		
text	mesaj	Text	mesaj		
text	metin	Text	metin		
text	sözleri	Text	söz		N;NOM;PL;3
text	sözler	Text	söz		N;NOM;PL;3
ebenfalls	ayrica	ebenfalls	ayrica	ADV	
ebenfalls	ayrıca	ebenfalls	ayrıca	ADV	
ebenfalls	aynen	ebenfalls	aynen	ADV	
ebenfalls	keza	ebenfalls	keza	ADV	
münchen	münih	münchen	münih	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
löschen	açık	löschen	açık	V;NFIN	ADJ
löschen	net	löschen	net	V;NFIN	
löschen	temiz	löschen	temiz	V;NFIN	
löschen	berrak	löschen	berrak	V;NFIN	
löschen	sil	löschen	sil	V;NFIN	
löschen	silme	löschen	sil	V;NFIN	
löschen	silme	löschen	sil	V;NFIN	
löschen	silme	löschen	sil	V;NFIN	
löschen	silin	löschen	sil	V;NFIN	
löschen	sil	löschen	sil	V;NFIN	
erhielt	alınan	erhalten	al	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
bekannt	bilinir	bekennen	bil	ADJ	V;IPFV;IND;SG;3;POS;PASS
bekannt	bilinen	bekennen	bil	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
zurück	dönüş	zurück	dönüş	ADV	
zurück	iade	zurück	iade	ADV	
zurück	geri	zurück	geri	ADV	
zurück	arka	zurück	arka	ADV	
ort	mekanı	ort	mekan	N;NOM;MASC;SG	N;ACC;SG;3
ort	mekan	ort	mekan	N;NOM;MASC;SG	
ort	mekân	ort	mekân	N;NOM;MASC;SG	
ort	konumu	ort	konum	N;NOM;MASC;SG	N;ACC;SG;3
ort	yeri	ort	yer	N;NOM;MASC;SG	N;ACC;SG;3
allem	herşey	alle	herşey	PRO;DAT;INDF;NEUT;SG	
allem	herşeyi	alle	herşey	PRO;DAT;INDF;NEUT;SG	N;ACC;SG;3
allem	hersey	alle	hersey	PRO;DAT;INDF;NEUT;SG	
geht	gider	gehen	gider	V;IND;SG;3;PRS;FIN	
jetzt	simdi	jetzt	simdi	ADV	
wohl	muhtemelen	wohl	muhtemel	ADV	
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	
friedrich	frederick	friedrich	frederick	PROPN;NOM;SG	PROPN;NOM;SG;3
ihren	onların	ihr	o	DET;ACC;MASC;SG	PRO;GEN;PL;3
ihren	onlarin	ihr	o	DET;ACC;MASC;SG	
saison	mevsimlik	saison	mevsimlik	N;NOM;FEM;SG	
saison	mevsim	saison	mevsim	N;NOM;FEM;SG	
saison	sezonu	saison	sezon	N;NOM;FEM;SG	N;ACC;SG;3
saison	mevsim	saison	mevsim	N;NOM;FEM;SG	
saison	sezon	saison	sezon	N;NOM;FEM;SG	
art	tipi	art	tip	N;NOM;FEM;SG	
art	tip	art	tip	N;NOM;FEM;SG	
art	türü	art	tür	N;NOM;FEM;SG	
art	tür	art	tür	N;NOM;FEM;SG	
art	type	art	type	N;NOM;FEM;SG	
art	kibar	art	kibar	N;NOM;FEM;SG	
art	nazik	art	nazik	N;NOM;FEM;SG	ADJ
stand	booth	stehen	booth	V;IND;SG;3;PST;FIN	
stand	kabin	stehen	kabin	V;IND;SG;3;PST;FIN	
stand	ayağa	stehen	ayak	V;IND;SG;3;PST;FIN	N;DAT;SG;3
stand	stand	stehen	stand	V;IND;SG;3;PST;FIN	
diesen	bunlar	dies	bu	PRO;ACC;MASC;SG	PRO;NOM;PL;3
diesen	bunları	dies	bu	PRO;ACC;MASC;SG	PRO;ACC;PL;3
diesen	şunlar	dies	şu	PRO;ACC;MASC;SG	
würde	asalet	werden	asalet	V;SBJV;SG;3;PST;FIN	
würde	itibar	werden	itibar	V;SBJV;SG;3;PST;FIN	
würde	saygınlık	werden	saygınlık	V;SBJV;SG;3;PST;FIN	N;NOM;SG;3
worden	worden	werden	worden	V;V.PTCP;PASS	N;AT+ABL;SG;3
politiker	politika	politik	politika	ADJ	
politiker	siyaset	politik	siyaset	ADJ	
politiker	politikacılar	politik	politikacı	ADJ	N;NOM;PL;3
politiker	politikacı	politik	politikacı	ADJ	
politiker	siyasiler	politik	siyasi	ADJ	N;NOM;PL;3
politiker	siyasetçi	politik	siyasetçi	ADJ	N;NOM;SG;3
politiker	politikacı	politik	politikacı	ADJ	
personen	pax	Person	pax	N;NOM;FEM;PL	
personen	halk	Person	halk	N;NOM;FEM;PL	
personen	millet	Person	millet	N;NOM;FEM;PL	
titel	izleri	titel	iz		N;ACC;PL;3
titel	başlıklar	titel	başlık		N;NOM;PL;3
titel	unvanlar	titel	unvan		N;NOM;PL;3
titel	başlığı	titel	başlık		N;NOM;SG;3
karl	charles	karlen	charles	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	
gut	iyi	gut	iyi	ADJ	
gut	iyi	gut	iyi	ADJ	
statt	yerine	statt	yer	ADP	N;DAT;SG;3
nachdem	sonrası	nachdem	sonra	CONJ	
nachdem	ardından	nachdem	ardından	CONJ	ADV
nachdem	sonrasında	nachdem	sonra	CONJ	N;ESS;SG;3
nachdem	sonra	nachdem	sonra	CONJ	ADV
familie	familie	familie	familie	N;NOM;FEM;SG	PROPN;NOM;SG;3
familie	family	familie	family	N;NOM;FEM;SG	
familie	aile	familie	aile	N;NOM;FEM;SG	
weiter	devamı	weiter	devam	ADV	
weiter	devam	weiter	devam	ADV	N;NOM;SG;3
name	adın	Name	ad	N;NOM;SG	
ganz	ganz	ganz	ganz	ADV	
behalten	devam	behalten	devam	V;NFIN	N;NOM;SG;3
sohn	sohn	sohnen	sohn	N;NOM;MASC;SG	
sohn	oğul	sohnen	oğul	N;NOM;MASC;SG	
sohn	evlat	sohnen	evlat	N;NOM;MASC;SG	
außerdem	ayrica	außerdem	ayrica	ADV	
außerdem	ayrıca	außerdem	ayrıca	ADV	
außerdem	ayrıca	außerdem	ayrıca	ADV	
außerdem	üstelik	außerdem	üstelik	ADV	
hans	hans	hans	hans	PROPN;NOM;MASC;SG	
johann	johann	johann	johann	PROPN;NOM;MASC;SG	
johann	john	johann	john	PROPN;NOM;MASC;SG	
johann	yahya	johann	yahya	PROPN;NOM;MASC;SG	
großen	büyük	groß	büyük	ADJ;PL	
großen	big	groß	big	ADJ;PL	
großen	buyuk	groß	buyuk	ADJ;PL	
großen	büyük	groß	büyük	ADJ;PL	
großen	kocaman	groß	kocaman	ADJ;PL	
großen	major	groß	major	ADJ;PL	
großen	binbaşı	groß	binbaşı	ADJ;PL	
gehört	duyan	gehören	duy	V;V.PTCP	
gehört	aittir	gehören	ait	V;V.PTCP	
gehört	ait	gehören	ait	V;V.PTCP	
gehört	ait	gehören	ait	V;V.PTCP	
bild	görüntü	bild	görüntü		N;NOM;SG;3
nichts	hiçbirşey	nichts	hiçbirşey	PRO;INDF	
wien	viyana	weinen	viyan		PROPN;NOM;SG;3
große	büyük	groß	büyük	ADJ;NOM;FEM;PL	
große	big	groß	big	ADJ;NOM;FEM;PL	
große	buyuk	groß	buyuk	ADJ;NOM;FEM;PL	
große	büyük	groß	büyük	ADJ;NOM;FEM;PL	
große	kocaman	groß	kocaman	ADJ;NOM;FEM;PL	
große	harika	groß	harik	ADJ;NOM;FEM;PL	
denn	cünkü	denn	cünkü	CONJ	
peter	peter	peter	peter	PROPN;NOM;MASC;SG	
kommt	gelin	kommen	gel	V;IND;SG;3;PRS;FIN	
kommt	gel	kommen	gel	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;PRS
kommt	geliyorum	kommen	gel	V;IND;SG;3;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
menschen	insani	menschen	insani	N;NOM;PL	
menschen	insan	menschen	insan	N;NOM;PL	N;NOM;SG;3
menschen	halk	menschen	halk	N;NOM;PL	
menschen	millet	menschen	millet	N;NOM;PL	
begann	başladık	beginnen	başla	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;1;POS;PST
begann	başladım	beginnen	başla	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
aufgrund	vadesi	aufgrund	vade	ADP	N;NOM;SG;3
aufgrund	nedeniyle	aufgrund	neden	ADP	N;INS;SG;3
sei	sei	sein	sei	V;SBJV;SG;3;PRS;FIN	
jahrhunderts	jahrhunderts	jahrhundert	jahrhunderts	ADV	N;ESS;SG;3
jahrhunderts	yüzyıl	jahrhundert	yüzyıl	ADV	
jahrhunderts	asır	jahrhundert	asır	ADV	
fall	case	fall	case	ADV	
fall	vaka	fall	vaka	ADV	
fall	dava	fall	dava	ADV	
fall	düşme	fall	düş	ADV	
fall	düşüş	fall	düşüş	ADV	
fall	güz	fall	güz	ADV	
fall	sonbahar	fall	sonbahar	ADV	
fall	düşmek	fall	düş	ADV	
wilhelm	william	wilhelm	william	PROPN;NOM;MASC;SG	
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
englisch	ingiliz	englisch	ingiliz	ADJ	
englisch	türkçe	englisch	türkçe	ADJ	
englisch	turkish	englisch	turkish	ADJ	
englisch	ingilizce	englisch	ingilizce	ADJ	
danach	öyleyse	danach	öyleyse	ADV	
danach	ozaman	danach	oza	ADV	
danach	sonrası	danach	sonra	ADV	
danach	sonrasında	danach	sonra	ADV	N;ESS;SG;3
danach	sonrasında	danach	sonra	ADV	N;ESS;SG;3
fünf	five	fünf	fiv	NUM	
fünf	beş	fünf	beş	NUM	
könig	kral	könig	kral	N;NOM;SG	
könig	king	könig	king	N;NOM;SG	
besteht	israr	bestehen	israr	V;IND;SG;3;PRS;FIN	
besteht	israrlı	bestehen	israrlı	V;IND;SG;3;PRS;FIN	
welche	ne	welch	ne	PRO;NOM;SG	
welche	hangi	welch	hangi	PRO;NOM;SG	ADJ
welche	hangisi	welch	hangi	PRO;NOM;SG	
mehrere	birkaç	mehrere	birkaç	PRO;NOM;INDF;PL	DET
mehrere	çoklu	mehrere	çoklu	PRO;NOM;INDF;PL	
form	kalıp	form	kal	N;SG	
form	küf	form	küf	N;SG	
form	şekil	form	şekil	N;SG	
form	biçim	form	biçim	N;SG	
form	küf	form	küf	N;SG	
form	kalıp	form	kal	N;SG	
form	formu	form	formu	N;SG	
form	biçim	form	biçim	N;SG	
form	form	form	form	N;SG	
meter	metre	meter	metre	ADV	
meter	metre	meter	metre	ADV	
meter	metre	meter	metre	ADV	
meter	metre	meter	metre	ADV	
schloss	schloss	schließen	schloss	V;SG	PROPN;NOM;SG;3
schloss	kilitli	schließen	kilitli	V;SG	
schloss	kilit	schließen	kilit	V;SG	
schloss	castle	schließen	cast	V;SG	
schloss	şato	schließen	şato	V;SG	
schloss	kale	schließen	kale	V;SG	
schloss	kalesi	schließen	kale	V;SG	N;NOM;SG;3
schloss	chateau	schließen	chatea	V;SG	N;NOM;SG;3
schloss	şato	schließen	şato	V;SG	
schloss	saray	schließen	saray	V;SG	
schloss	sarayı	schließen	sara	V;SG	N;ACC;SG;3
schloss	palace	schließen	palace	V;SG	N;NOM;SG;3
gruppe	gruppe	grappe	gruppe	N;NOM;FEM;SG	INTJ
gruppe	gurup	grappe	gur	N;NOM;FEM;SG	
gruppe	grup	grappe	grup	N;NOM;FEM;SG	
gruppe	grubu	grappe	grup	N;NOM;FEM;SG	
finden	bulma	finden	bul	V;NFIN	
genannt	adında	nennen	ad	V;V.PTCP	N;ESS;SG;3
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
heinrich	henry	heinrich	henry	PROPN;NOM;MASC;SG	
letzten	sonuncusu	letzt	sonuncu	ADJ;PL	NUM;NOM;SG;3
letzten	last	letzt	last	ADJ;PL	
letzten	sonuncu	letzt	sonuncu	ADJ;PL	
letzten	son	letzt	son	ADJ;PL	
spielte	yıldızlı	spielen	yıldızlı	V;IND;SG;3;PST;FIN	N;NOM;SG;3
neu	neu	neu	neu	ADJ	
john	john	john	john	PROPN;NOM;MASC;SG	
john	yahya	john	yahya	PROPN;NOM;MASC;SG	
weiteren	devamı	weit	devam	ADJ;ACC;MASC;SG	
ging	yürüdüm	gehen	yürü	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
gewann	kazanılan	gewinnen	kazan	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
gewann	won	gewinnen	won	V;IND;SG;3;PST;FIN	
beispiel	numune	beispiel	num	ADV	N;DAT;SG;3
beispiel	örnek	beispiel	örnek	ADV	
beispiel	örneği	beispiel	örnek	ADV	N;NOM;SG;3
beispiel	örnek	beispiel	örnek	ADV	
beispiel	örneğin	beispiel	örneğin	ADV	CONJ
beispiel	örnekleri	beispiel	örnek	ADV	N;ACC;PL;3
beispiel	örnekler	beispiel	örnek	ADV	N;NOM;PL;3
usa	amerika	usa	amerik	PROPN;NOM;MASC;PL	
usa	abd	usa	abd	PROPN;NOM;MASC;PL	
usa	usa	usa	us	PROPN;NOM;MASC;PL	
recht	doğru	recht	doğru	ADV	
recht	sağa	recht	sağ	ADV	
recht	sağ	recht	sağ	ADV	
recht	dogru	recht	dogru	ADV	
recht	yasa	recht	yasa	ADV	
recht	law	recht	law	ADV	
recht	hukuk	recht	hukuk	ADV	
recht	kanun	recht	kanun	ADV	
zwar	gerçi	zwar	gerçi	ADV	
bin	bin	sein	bin	V;IND;SG;2;PRS;FIN	
york	york	york	york	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
paul	paul	paul	paul	PROPN;NOM;MASC;SG	
frage	sor	frage	sor	N;NOM;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
frage	sorun	frage	sorun	N;NOM;FEM;SG	
frage	soru	frage	soru	N;NOM;FEM;SG	
frage	sorum	frage	sorum	N;NOM;FEM;SG	
insgesamt	toplam	insgesamt	toplam	ADV	
insgesamt	genel	insgesamt	genel	ADV	ADJ
insgesamt	toplam	insgesamt	toplam	ADV	
eher	kısmen	eher	kısmen	ADV	
kurz	kısaca	kurz	kısaca	ADJ	
kurz	kisa	kurz	kisa	ADJ	
kurz	kurz	kurz	kurz	ADJ	
unternehmen	işletmeler	unternehmen	işle	N;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
unternehmen	şirket	unternehmen	şirket	N;NOM;NEUT;PL	
unternehmen	firma	unternehmen	firma	N;NOM;NEUT;PL	N;NOM;SG;3
unternehmen	bölük	unternehmen	bölük	N;NOM;NEUT;PL	
unternehmen	şirketleri	unternehmen	şirket	N;NOM;NEUT;PL	N;ACC;PL;3
unternehmen	business	unternehmen	business	N;NOM;NEUT;PL	
unternehmen	işletme	unternehmen	işle	N;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
unternehmen	iş	unternehmen	iş	N;NOM;NEUT;PL	N;NOM;SG;3
unternehmen	ticaret	unternehmen	ticaret	N;NOM;NEUT;PL	
unternehmen	işletmeler	unternehmen	işle	N;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
unternehmen	girişimcilik	unternehmen	girişimcilik	N;NOM;NEUT;PL	N;NOM;SG;3
straße	boğaz	straß	boğaz	ADJ	
straße	boğazı	straß	boğaz	ADJ	N;ACC;SG;3
straße	yollar	straß	yol	ADJ	N;NOM;PL;3
straße	sokak	straß	sokak	ADJ	N;NOM;SG;3
straße	cadde	straß	cadde	ADJ	N;NOM;SG;3
straße	street	straß	street	ADJ	PROPN;NOM;SG;3
straße	sokak	straß	sokak	ADJ	N;NOM;SG;3
straße	sokaklar	straß	sokak	ADJ	N;NOM;PL;3
straße	sokaklarda	straß	sokak	ADJ	N;ESS;PL;3
straße	sokakları	straß	sokak	ADJ	N;NOM;PL;3
straße	karayolu	straß	karayolu	ADJ	N;NOM;SG;3
straße	yol	straß	yol	ADJ	
rund	yaklaşık	rund	yaklaşık	ADV	
rund	yuvarlak	rund	yuvarlak	ADV	
rund	çevresinde	rund	çevre	ADV	N;ESS;SG;3
rund	çevrede	rund	çevre	ADV	N;ESS;SG;3
rund	etrafta	rund	etraf	ADV	N;ESS;SG;3
rund	etrafında	rund	etraf	ADV	N;ESS;SG;3
einfach	basit	einfach	basit	ADV	ADJ
einfach	sade	einfach	sade	ADV	
einfach	basitçe	einfach	basitçe	ADV	
einfach	just	einfach	just	ADV	
einfach	yavaş	einfach	yavaş	ADV	ADJ
einfach	kolay	einfach	kolay	ADV	ADJ
einfach	easy	einfach	easy	ADV	
schließlich	nihayet	schließlich	nihayet	ADV	
datei	dosyası	datei	dosya		N;NOM;SG;3
frau	kadin	frau	kadin	N;NOM;FEM;SG	
frau	kadın	frau	kadın	N;NOM;FEM;SG	
frau	eş	frau	eş	N;NOM;FEM;SG	
frau	eşi	frau	eş	N;NOM;FEM;SG	ADJ;NOM;SG;3
frau	karın	frau	kar	N;NOM;FEM;SG	
land	arsa	land	arsa		N;NOM;SG;3
land	land	land	la		PROPN;NOM;SG;3
land	topraklar	land	toprak		N;NOM;PL;3
land	toprakları	land	toprak		N;ACC;PL;3
fast	nerdeyse	fast	nerdeyse	ADV	
fast	neredeyse	fast	neredeyse	ADV	
fast	nerdeyse	fast	nerdeyse	ADV	
fast	neredeyse	fast	neredeyse	ADV	
hatten	vardı	haben	var	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;POS;PST
trat	katıldım	treten	kat	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST;PASS
trat	katılan	treten	kat	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
tod	ölümlerin	tod	ölüm		N;GEN;PL;3
tod	ölümleri	tod	ölüm		N;ACC;PL;3
tod	ölümler	tod	ölüm		N;NOM;PL;3
arbeit	çalış	arbeit	çalış	N;NOM;FEM;SG	
arbeit	çalışma	arbeit	çalış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
arbeit	çalışmak	arbeit	çalış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
arbeit	emek	arbeit	emek	N;NOM;FEM;SG	
arbeit	emekçi	arbeit	emekçi	N;NOM;FEM;SG	
arbeit	işçi	arbeit	işçi	N;NOM;FEM;SG	
arbeit	emek	arbeit	emek	N;NOM;FEM;SG	
macht	yapar	machen	yap	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
macht	power	machen	power	V;IND;SG;3;PRS;FIN	
macht	güç	machen	güç	V;IND;SG;3;PRS;FIN	
paris	paris	paris	paris	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
alles	herşey	alle	herşey	PRO;NOM;INDF;NEUT;SG	
alles	herşeyi	alle	herşey	PRO;NOM;INDF;NEUT;SG	N;ACC;SG;3
alles	hersey	alle	hersey	PRO;NOM;INDF;NEUT;SG	
alles	all	alle	all	PRO;NOM;INDF;NEUT;SG	
alles	hepsini	alle	hepsi	PRO;NOM;INDF;NEUT;SG	PRO;ACC;PL;3
alles	tamamı	alle	tamam	PRO;NOM;INDF;NEUT;SG	
alles	hepsi	alle	hepsi	PRO;NOM;INDF;NEUT;SG	PRO;NOM;PL;3
alles	tümü	alle	tümü	PRO;NOM;INDF;NEUT;SG	
alles	alles	alle	alles	PRO;NOM;INDF;NEUT;SG	
oft	sıklıkla	oft	sıklık	ADV	
oft	sıkça	oft	sıkça	ADV	
oft	sıklıkla	oft	sıklık	ADV	
oft	sıkça	oft	sıkça	ADV	
landkreis	ilçe	landkreis	ilçe	N	
landkreis	county	landkreis	county	N	PROPN;NOM;SG;3
landkreis	bölge	landkreis	bölge	N	
landkreis	bahşı	landkreis	bahşı	N	
landkreis	ilçe	landkreis	ilçe	N	
führte	led	führen	i	V;IND;SG;3;PST;FIN	
kategorie	kategori	kategorie	kategori	N;NOM;FEM;SG	
kategorie	kategorileri	kategorie	kategori	N;NOM;FEM;SG	N;ACC;PL;3
bedeutung	alaka	bedeutung	alaka	ADJ	
bedeutung	ilgisi	bedeutung	ilgi	ADJ	N;NOM;SG;3
bedeutung	önem	bedeutung	önem	ADJ	N;NOM;SG;3
bedeutung	önemi	bedeutung	önem	ADJ	N;NOM;SG;3
bedeutung	anlam	bedeutung	anlam	ADJ	
bedeutung	anlamı	bedeutung	anlam	ADJ	N;ACC;SG;3
bedeutung	anlami	bedeutung	anlami	ADJ	
bedeutung	anlamı	bedeutung	anlam	ADJ	N;ACC;SG;3
bedeutung	anlamları	bedeutung	anlam	ADJ	N;ACC;PL;3
bedeutung	önemi	bedeutung	önem	ADJ	N;NOM;SG;3
gilt	uygulanır	gelten	uygula	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PASS
gilt	geçerlidir	gelten	geç	V;IND;SG;3;PRS;FIN	
relevant	alaka	relevant	alaka	ADJ	
relevant	ilgisi	relevant	ilgi	ADJ	N;NOM;SG;3
relevant	alakalı	relevant	alakalı	ADJ	
bereich	sektörü	bereich	sektör	ADV	
bereich	sektör	bereich	sektör	ADV	
bereich	alan	bereich	al	ADV	V;PFV;IND;POS;PRS;V.PTCP
bereich	mesafe	bereich	mesafe	ADV	N;NOM;SG;3
bereich	menzil	bereich	menzil	ADV	
bereich	bölüm	bereich	bölüm	ADV	
bereich	kısım	bereich	kısım	ADV	
bereich	bölümü	bereich	bölüm	ADV	N;NOM;SG;3
bereich	bölge	bereich	bölge	ADV	
bereich	alanı	bereich	alan	ADV	N;NOM;SG;3
bereich	alan	bereich	al	ADV	V;PFV;IND;POS;PRS;V.PTCP
welt	world	welt	world	N;NOM;FEM;SG	
welt	dünya	welt	dünya	N;NOM;FEM;SG	
welt	dunya	welt	dunya	N;NOM;FEM;SG	
welt	küre	welt	küre	N;NOM;FEM;SG	
verein	kulübü	verein	kulüb		N;NOM;SG;3
verein	derneği	verein	dernek		N;NOM;SG;3
anfang	başlayın	anfang	başla	N;ACC;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
anfang	başla	anfang	başla	N;ACC;MASC;SG	
anfang	başlangıç	anfang	başlangıç	N;ACC;MASC;SG	
anfang	başlat	anfang	başlat	N;ACC;MASC;SG	
anfang	erken	anfang	erken	N;ACC;MASC;SG	
anfang	erkenden	anfang	erken	N;ACC;MASC;SG	ADJ;AT+ABL;SG;3
anfang	başlangıç	anfang	başlangıç	N;ACC;MASC;SG	
anfang	başlangıçlar	anfang	başlangıç	N;ACC;MASC;SG	N;NOM;PL;3
viel	çok	viel	çok	ADV	
viel	lut	viel	lit	ADV	
insbesondere	özellikle	insbesondere	özellikle	ADV	
insbesondere	bilhassa	insbesondere	bilhassa	ADV	
insbesondere	özellikle	insbesondere	özellikle	ADV	
insbesondere	özelliklede	insbesondere	özellikle	ADV	N;ESS;SG;3
insbesondere	bilhassa	insbesondere	bilhassa	ADV	
quelle	kaynağı	quelle	kaynak	ADJ;NOM;SG	
quelle	kaynak	quelle	kaynak	ADJ;NOM;SG	
haus	house	haus	hou	N;NOM;NEUT;SG	PROPN;NOM;SG;3
haus	evleri	haus	ev	N;NOM;NEUT;SG	N;ACC;PL;3
haus	evler	haus	ev	N;NOM;NEUT;SG	N;NOM;PL;3
haus	yuva	haus	yuva	N;NOM;NEUT;SG	
haus	evde	haus	ev	N;NOM;NEUT;SG	N;ESS;SG;3
haus	eve	haus	ev	N;NOM;NEUT;SG	N;DAT;SG;3
michael	michael	michael	michael	PROPN;NOM;MASC;SG	
region	bölgede	Region	bölge		N;ESS;SG;3
region	bölgesi	Region	bölge		N;NOM;SG;3
fand	buldum	finden	bul	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
meist	genellikle	meist	genellikle	ADV	
meist	genelde	meist	genelde	ADV	
meist	çoğu	meist	çok	ADV	
meist	çogu	meist	çogu	ADV	
meist	çoğunlukla	meist	çoğunluk	ADV	N;INS;SG;3
meist	genellikle	meist	genellikle	ADV	
eigenen	kendi	eigen	kendi	ADJ;ACC;MASC;SG	PRO;NOM;SG;3;REFL
findet	bulun	finden	bul	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;PRS
findet	bul	finden	bul	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;PRS
findet	bulur	finden	bul	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
lang	lang	lang	lang	ADJ	
lang	long	lang	long	ADJ	
allen	allen	alle	allen	PRO;ACC;INDF;PL	PROPN;NOM;SG;3
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
besonders	özellikle	besonders	özellikle	ADV	
besonders	bilhassa	besonders	bilhassa	ADV	
besonders	özellikle	besonders	özellikle	ADV	
besonders	özelliklede	besonders	özellikle	ADV	N;ESS;SG;3
besonders	bilhassa	besonders	bilhassa	ADV	
besonders	özellikle	besonders	özellikle	ADV	
deutsch	alman	deutsch	al	ADJ	
deutsch	almanca	deutsch	al	ADJ	ADV
deutsch	ingiliz	deutsch	ingiliz	ADJ	
deutsch	türkçe	deutsch	türkçe	ADJ	
deutsch	turkish	deutsch	turkish	ADJ	
deutsch	ingilizce	deutsch	ingilizce	ADJ	
deutsch	deutsch	deutsch	deutsch	ADJ	PROPN;NOM;SG;3
franz	franz	franz	franz	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
franz	francis	franz	francis	PROPN;NOM;MASC;SG	
lange	lange	lange	lange	ADV	
lange	uzun	lange	uzun	ADV	ADJ
lange	long	lange	long	ADV	
begriff	deyim	begreifen	dey	N;MASC;SG	
begriff	terimi	begreifen	terim	N;MASC;SG	
begriff	terim	begreifen	terim	N;MASC;SG	
begriff	dönem	begreifen	dön	N;MASC;SG	
begriff	kavram	begreifen	kavram	N;MASC;SG	
begriff	konsept	begreifen	konsept	N;MASC;SG	
begriff	konsepti	begreifen	konsep	N;MASC;SG	
gegründet	yerleşik	gründen	yerleşik	V;V.PTCP	
gebiet	bölge	gebieten	bölge	ADJ	
gebiet	bölgede	gebieten	bölge	ADJ	N;ESS;SG;3
gebiet	bölgesi	gebieten	bölge	ADJ	N;NOM;SG;3
gebiet	bölge	gebieten	bölge	ADJ	
gebiet	bölgesi	gebieten	bölge	ADJ	N;NOM;SG;3
gebiet	bölge	gebieten	bölge	ADJ	
gebiet	zone	gebieten	zone	ADJ	
gebiet	bölge	gebieten	bölge	ADJ	
gebiet	alanı	gebieten	alan	ADJ	N;NOM;SG;3
gebiet	alan	gebieten	al	ADJ	V;PFV;IND;POS;PRS;V.PTCP
gesellschaft	topluluk	gesellschaft	topluluk	ADJ	
gesellschaft	toplum	gesellschaft	toplum	ADJ	
