xbox	xbox	xbox	xbox	N	PROPN
guevara	guevara	guevar	guevara	V;SBJV;SG;3;IPFV;FIN	PROPN
compostela	compostela	compostela	compostela	N;FEM;SG	PROPN
disparos	penembakan	disparo	pentembakan	N;MASC;PL	N;SG
disparos	tembakan	disparo	tembakan	N;MASC;PL	N;SG
disparos	shots	disparo	shots	N;MASC;PL	PROPN
disparos	penembakan	disparo	pentembakan	N;MASC;PL	N;SG
disparos	shooting	disparo	shooting	N;MASC;PL	PROPN
disparos	menembak	disparo	mentembak	N;MASC;PL	V;SG;ACT
disparos	bidikan	disparo	bidikan	N;MASC;PL	N;SG
disparos	tembakan	disparo	tembakan	N;MASC;PL	N;SG
cayo	gaius	cayo	gaius	N;MASC;SG	PROPN
cayo	cayo	cayo	cayo	N;MASC;SG	PROPN
cayo	cay	cayo	cay	N;MASC;SG	PROPN
melbourne	melbourne	melbourne	menbourne	N;MASC;SG	PROPN
máscara	mask	máscara	mask	N;FEM;SG	PROPN
galardonado	diberikan	galardonado	diberikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
galardonado	dianugerahi	galardonado	dianugerahi	ADJ;MASC;SG;V.PTCP	V;SG;PASS
avanzar	advance	avanzar	advance	V;NFIN	PROPN
puro	sheer	puro	sheer	ADJ;MASC;SG	PROPN
puro	cerutu	puro	cerutu	ADJ;MASC;SG	N;SG
puro	pure	puro	pure	ADJ;MASC;SG	N
tomas	tomas	toma	tomas	N;FEM;PL	PROPN
tomas	thomas	toma	thomas	N;FEM;PL	PROPN
tomas	tembakan	toma	tembakan	N;FEM;PL	N;SG
tomas	shots	toma	shots	N;FEM;PL	PROPN
separada	dipisahkan	separado	dipisahkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
separada	dipisah	separado	dipisah	ADJ;FEM;SG;V.PTCP	V;SG;PASS
separada	berpisah	separado	berpisah	ADJ;FEM;SG;V.PTCP	V;SG;ACT
separada	pisahkan	separado	pisahkan	ADJ;FEM;SG;V.PTCP	V;SG;ACT
separada	memisahkan	separado	menpisahkan	ADJ;FEM;SG;V.PTCP	V;SG;ACT
separada	dipisah	separado	dipisah	ADJ;FEM;SG;V.PTCP	V;SG;PASS
comprensión	memahami	comprensión	menpahami	N;FEM;SG	V;SG;ACT
dándole	giving	dándole	giving		PROPN
dándole	memberikan	dándole	menberikan		V;SG;ACT
dándole	memberi	dándole	menberi		V;SG;ACT
blake	blake	blake	blake	PROPN	PROPN
mónaco	monaco	mónaco	monaco	N;MASC;SG	PROPN
mónaco	monako	mónaco	monako	N;MASC;SG	PROPN
rodeada	dikelilingi	rodeado	dikelilingi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
rodeada	terkepung	rodeado	terkepung	ADJ;FEM;SG;V.PTCP	V;SG;PASS
rodeada	mengepung	rodeado	menkepung	ADJ;FEM;SG;V.PTCP	V;SG;ACT
compleja	komplek	complejo	komplek	ADJ;FEM;SG	N;SG
compleja	complex	complejo	complex	ADJ;FEM;SG	PROPN
compleja	kompleks	complejo	kompleks	ADJ;FEM;SG	N;SG
ontario	ontario	ontario	ontario	N;MASC;SG	PROPN
trilogía	trilogy	trilogía	trilogy	N;FEM;SG	PROPN
concejal	alderman	concejal	alderman	N;MASC;SG	PROPN
concejal	councilwoman	concejal	councilwoman	N;MASC;SG	PROPN
chocolate	chocolate	chocolate	chocolate	N;MASC;SG	PROPN
suya	milikmu	suyo	milik	DET;FEM;SG;3	N;SG
suya	yours	suyo	yours	DET;FEM;SG;3	PROPN
terminada	selesai	terminado	selesai	ADJ;FEM;SG;V.PTCP	ADV;SG
tumbas	makam	tumba	makam	N;FEM;PL	N;SG
tumbas	kubur	tumba	kubur	N;FEM;PL	N;SG
tumbas	kuburan	tumba	kuburan	N;FEM;PL	N;SG
conservar	keep	conservar	keep	V;NFIN	PROPN
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	PROPN
inmediata	immediate	inmediato	immediate	ADJ;FEM;SG	PROPN
riego	menyiram	riego	mensiram	N;MASC;SG	V;SG;ACT
riego	berair	riego	berair	N;MASC;SG	V;SG;ACT
jacobo	jacob	jacobo	jacob	N;MASC;SG	PROPN
jacobo	yakub	jacobo	yakub	N;MASC;SG	PROPN;SG
jacobo	james	jacobo	james	N;MASC;SG	PROPN
jacobo	yakobus	jacobo	yakobus	N;MASC;SG	PROPN
jacobo	jacobo	jacobo	jacobo	N;MASC;SG	PROPN
piernas	legs	pierna	legs	N;FEM;PL	PROPN
piernas	kaki	pierna	kaki	N;FEM;PL	N;SG
dramático	drama	dramático	drama	ADJ;MASC;SG	N;SG
músculo	berotot	músculo	berotot	N;MASC;SG	V;SG;ACT
músculo	muscle	músculo	muscle	N;MASC;SG	PROPN
sul	sul	sul	sul	N;FEM;SG	PROPN
val	val	val	val	N;MASC;SG	PROPN
bonus	bonus	bonu	bonus	N	PROPN
croata	kroasia	croata	kroasia	N;SG	PROPN
perdón	maaf	perdón	maaf	N;MASC;SG	PROPN
perdón	maafkanlah	perdón	maafkan	N;MASC;SG	V;SG;ACT
paquete	bundle	paquete	bundle	N;SG	PROPN
paquete	pack	paquete	pack	N;SG	PROPN
públicamente	publik	públicamente	publik	ADV	N
busto	bust	busto	bust	N;MASC;SG	PROPN
desconocida	bruk	desconocido	bruk	ADJ;FEM;SG;V.PTCP	PROPN
especialistas	spesialis	especialista	spesialis	N;PL	ADJ;SG
especialistas	spesialis	especialista	spesialis	N;PL	ADJ;SG
opuesto	kebalikan	opuesto	kebalikan	ADJ;MASC;SG;V.PTCP	N;SG
opuesto	berlawanan	opuesto	berlawanan	ADJ;MASC;SG;V.PTCP	V;SG;ACT
mono	mono	mono	mono	N;MASC;SG	PROPN
mono	monkey	mono	monkey	N;MASC;SG	PROPN
trastornos	gangguan	trastorno	gangguan	N;MASC;PL	N;SG
afectados	terpengaruh	afectado	terpengaruh	N;MASC;PL	V;SG;PASS
rehabilitación	rehab	rehabilitación	rehab	N;FEM;SG	PROPN
revelación	wahyu	revelación	wahyu	N;FEM;SG	PROPN
satélites	satelit	satélite	satelit	N;MASC;PL	N;SG
satélites	satellite	satélite	satellite	N;MASC;PL	PROPN
satélites	satelit	satélite	satelit	N;MASC;PL	N;SG
zero	nol	zero	nol	N	
zero	zero	zero	zero	N	PROPN
navales	naval	naval	naval	ADJ;PL	PROPN
noveno	kesembilan	noveno	kesembilan	ADJ;MASC;SG	NUM
noveno	ninth	noveno	ninth	ADJ;MASC;SG	PROPN
kurt	kurt	kurt	kurt	PROPN	PROPN
contratos	kontrak	contrato	kontrak	N;MASC;PL	N;SG
guardias	penjaga	guardia	penjaga	N;PL	N;SG
guardias	pengawal	guardia	penawal	N;PL	N;SG
definida	ditentukan	definido	ditentukan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
definida	dijelaskan	definido	dijelaskan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
definida	didefinisikan	definido	didefinisikan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
definida	terdefinisi	definido	terdefinisi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
regente	bupati	regente	bupati	ADJ;SG	N
superficial	permukaan	superficial	permukaan	ADJ;SG	N;SG
abundancia	berlimpah	abundancia	berlimpah	N;FEM;SG	V;SG;ACT
procesamiento	memroses	procesamiento	menpros	N;MASC;SG	V;SG;ACT
procesamiento	memproses	procesamiento	menproses	N;MASC;SG	V;SG;ACT
procesamiento	diproses	procesamiento	diproses	N;MASC;SG	V;SG;PASS
gubernamental	pemerintahan	gubernamental	penperintahan	ADJ;SG	N;SG
marfil	gading	marfil	gading		PROPN;SG
test	menguji	test	menkuji	N;MASC;SG	V;SG;ACT
test	uji	test	uji	N;MASC;SG	PROPN;SG
test	test	test	test	N;MASC;SG	PROPN
redactor	redaksi	redactor	redaksi	N;MASC;SG	PROPN
gaspar	kaspar	gaspar	kaspar	PROPN	PROPN
gaspar	caspar	gaspar	caspar	PROPN	PROPN
gaspar	gaspar	gaspar	gaspar	PROPN	PROPN
estratégica	strategis	estratégico	strategis	ADJ;FEM;SG	N;SG
secundarias	sekunder	secundario	sekunder	ADJ;FEM;PL	N;SG
funcionario	official	funcionario	official	N;MASC;SG	PROPN
funcionario	resmi	funcionario	resmi	N;MASC;SG	ADJ;SG
explorador	scout	explorador	scout	N;MASC;SG	PROPN
explorador	explorer	explorador	explorer	N;MASC;SG	PROPN
uruguaya	uruguay	uruguaya	uruguay	ADJ;FEM;SG	N
kate	kate	kate	kate	N;FEM;SG	PROPN
útiles	berguna	útil	berguna	ADJ;PL	V;SG;ACT
útiles	bermanfaat	útil	bermanfaat	ADJ;PL	V;SG;ACT
útiles	menolong	útil	mentolong	ADJ;PL	V;SG;ACT
útiles	berguna	útil	berguna	ADJ;PL	V;SG;ACT
útiles	bermanfaat	útil	bermanfaat	ADJ;PL	V;SG;ACT
útiles	membantu	útil	menbantu	ADJ;PL	V;SG;ACT
mixto	mahasiswi	mixto	mahasiswi	ADJ;MASC;SG	N;SG
mixto	mixed	mixto	mixed	ADJ;MASC;SG	PROPN
mixto	bercampur	mixto	bercampur	ADJ;MASC;SG	V;SG;ACT
mixto	campuran	mixto	campuran	ADJ;MASC;SG	N;SG
mixto	campur	mixto	campur	ADJ;MASC;SG	N;SG;ACT
melodía	melody	melodía	melody	N;FEM;SG	PROPN
melodía	simak	melodía	simak	N;FEM;SG	V;SG;ACT
melodía	tune	melodía	tune	N;FEM;SG	PROPN
estimación	memperkirakan	estimación	menperkirakan	N;FEM;SG	V;SG;ACT
estimación	memperkirakan	estimación	menperkirakan	N;FEM;SG	V;SG;ACT
luigi	luigi	luigi	luigi	PROPN	PROPN
afc	afc	afc	afc	N;FEM;SG	PROPN
albania	albania	albania	albania	N;FEM;SG	PROPN
estrechamente	erat	estrechamente	erat	ADV	ADJ;SG;ACT
dieciséis	sixteen	dieciséis	sixteen	NUM;PL	PROPN
ucraniano	ukraina	ucraniano	ukraina	ADJ;MASC;SG	N;SG
detenidos	tahanan	detenido	tahanan	ADJ;MASC;PL;V.PTCP	N;SG
detenidos	narapidana	detenido	narapidana	ADJ;MASC;PL;V.PTCP	N
detenidos	ditahan	detenido	ditahan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
detenidos	ditangkap	detenido	ditangkap	ADJ;MASC;PL;V.PTCP	V;SG;PASS
detenidos	ditahan	detenido	ditahan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
seúl	seoul	seúl	seoul	N;MASC;SG	PROPN
conversaciones	percakapan	conversación	percakapan	N;FEM;PL	N;SG
conversaciones	perundingan	conversación	penrundingan	N;FEM;PL	N;SG
conversaciones	pembicaraan	conversación	penbicaraan	N;FEM;PL	N;SG
fijo	diperbaiki	fijo	diperbaiki	ADJ;MASC;SG	V;SG;PASS
fijo	tetap	fijo	tetap	ADJ;MASC;SG	ADV;SG
fijo	fixed	fijo	fixed	ADJ;MASC;SG	PROPN
descripciones	deskripsi	descripción	deskripsi	N;FEM;PL	N;SG
cuadrada	square	cuadrado	square	ADJ;FEM;SG	PROPN
cuadrada	persegi	cuadrado	persegi	ADJ;FEM;SG	N;SG
cuadrada	kuadrat	cuadrado	kuadrat	ADJ;FEM;SG	N;SG
artísticos	artistik	artístico	artistik	ADJ;MASC;PL	ADJ;SG
full	full	full	full	INTJ	PROPN
full	kenyang	full	kenyang	INTJ	ADJ;SG
full	penuh	full	penuh	INTJ	ADJ;SG
excavaciones	penggalian	excavación	pengalian	N;FEM;PL	N;SG
excavaciones	menggali	excavación	mengali	N;FEM;PL	V;SG;ACT
excavaciones	penggalian	excavación	pengalian	N;FEM;PL	N;SG
wii	wii	wii	wii	N;SG	PROPN
pila	battery	pila	battery	N;FEM;SG	PROPN
pila	baterai	pila	baterai	N;FEM;SG	PROPN;SG
pila	tumpukan	pila	tumpukan	N;FEM;SG	PROPN;SG;ACT
pila	menumpuk	pila	mentumpuk	N;FEM;SG	V;SG;ACT
pila	tumpukan	pila	tumpukan	N;FEM;SG	PROPN;SG;ACT
regularmente	teratur	regularmente	teratur	ADV	ADJ;SG
caos	teraniaya	caos	teraniaya	N;MASC	V;SG;PASS
caos	chaos	caos	chaos	N;MASC	PROPN
eslovenia	slovenia	eslovenia	slovenia	N;FEM;SG	PROPN
eslovenia	slovenia	eslovenia	slovenia	N;FEM;SG	PROPN
soccerway	soccerway	soccerway	soccerway	N;MASC;SG	PROPN
turcos	turki	turco	turki	N;MASC;PL	PROPN;SG
turcos	turki	turco	turki	N;MASC;PL	PROPN;SG
turcos	turkish	turco	turkish	N;MASC;PL	PROPN
sedes	markas	sede	markas	N;FEM;PL	N;SG
prohibido	terlarang	prohibido	terlarang	ADJ;MASC;SG;V.PTCP	PROPN;SG;PASS
prohibido	dilarang	prohibido	dilarang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
prohibido	terlarang	prohibido	terlarang	ADJ;MASC;SG;V.PTCP	PROPN;SG;PASS
prohibido	dilarang	prohibido	dilarang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
prohibido	banned	prohibido	banned	ADJ;MASC;SG;V.PTCP	PROPN
prohibido	dilarang	prohibido	dilarang	ADJ;MASC;SG;V.PTCP	V;SG;PASS
noruego	norwegia	noruego	norwegia	N;MASC;SG	PROPN
rítmica	berirama	rítmica	berirama	ADJ;FEM;SG	V;SG;ACT
rítmica	ritme	rítmica	ritme	ADJ;FEM;SG	N;SG
rítmica	irama	rítmica	irama	ADJ;FEM;SG	N;SG
rítmica	rhythm	rítmica	rhythm	ADJ;FEM;SG	PROPN
dulces	permen	dulce	permen	N;MASC;PL	N;SG
dulces	manisan	dulce	manisan	N;MASC;PL	N;SG
dulces	permen	dulce	permen	N;MASC;PL	N;SG
dulces	candy	dulce	candy	N;MASC;PL	PROPN
dulces	sweet	dulce	sweet	N;MASC;PL	PROPN
dulces	manis	dulce	manis	N;MASC;PL	ADJ;SG
permanencia	permanen	permanencia	permanen	N;FEM;SG	ADJ;SG
watson	watson	watson	watson	N;MASC;SG	PROPN
cantó	sang	cantar	sang	V;IND;SG;3;PST;FIN	DET
euskera	basque	euskera	basque	N;MASC;SG	PROPN
anglo	anglo	anglo	anglo	N;MASC;SG	PROPN
philadelphia	philadelphia	philadelphia	philadelphia	N;FEM;SG	PROPN
grueso	borongan	grueso	borongan	ADJ;MASC;SG	N
grueso	massal	grueso	massal	ADJ;MASC;SG	N;SG
grueso	masal	grueso	masal	ADJ;MASC;SG	N;SG
triángulo	segitiga	triángulo	segitiga	N;MASC;SG	PROPN
bart	bart	bart	bart	N;SG	PROPN
relativo	relatif	relativo	relatif	ADJ;MASC;SG	ADV;SG
cama	ranjang	cama	ranjang	N;FEM;SG	PROPN;SG
cama	bed	cama	bed	N;FEM;SG	PROPN
comenta	comment	comentar	comment	V;IND;SG;3;PRS;FIN	PROPN
comenta	komen	comentar	komen	V;IND;SG;3;PRS;FIN	N
comenta	komentari	comentar	komentari	V;IND;SG;3;PRS;FIN	N;SG
comenta	komentar	comentar	komentar	V;IND;SG;3;PRS;FIN	N;SG
comenta	komentar	comentar	komentar	V;IND;SG;3;PRS;FIN	N;SG
terminando	finishing	terminar	finishing	V;V.MSDR	N
terminando	ending	terminar	ending	V;V.MSDR	PROPN
piedad	mercy	piedad	mercy	N;FEM;SG	PROPN
perciformes	perciformes	perciforme	perciformes	N;MASC	PROPN
camilo	camillo	camilo	camillo	PROPN	PROPN
camilo	camilo	camilo	camilo	PROPN	PROPN
ram	ram	ram	ram	N;FEM;SG	PROPN
michoacán	michoacán	michoacán	michoacán	N;MASC;SG	PROPN
espinosa	spiny	espinoso	spiny	ADJ;FEM;SG	PROPN
espinosa	berduri	espinoso	berduri	ADJ;FEM;SG	V;SG;ACT
espinosa	espinosa	espinoso	espinosa	ADJ;FEM;SG	PROPN
dante	dante	dante	dante		PROPN
pionero	pioneer	pionero	pioneer	ADJ;MASC;SG	PROPN
pionero	pelopor	pionero	pelopor	ADJ;MASC;SG	N;SG
emisoras	stasiun	emisora	stasiun	N;FEM;PL	N;SG
espinas	durinya	espina	duri	N;FEM;PL	N;SG
espinas	duri	espina	duri	N;FEM;PL	N;SG
espinas	thorn	espina	thorn	N;FEM;PL	PROPN
espinas	duri	espina	duri	N;FEM;PL	N;SG
cretácico	kapur	cretácico	kapur	ADJ;MASC;SG	N
ted	ted	ted	ted	PROPN	PROPN
habitaciones	ruangan	habitación	ruangan	N;FEM;PL	N;SG
habitaciones	kamar	habitación	kamar	N;FEM;PL	N;SG
habitaciones	forum	habitación	forum	N;FEM;PL	PROPN
myspace	myspace	myspace	myspace	N;MASC;SG	PROPN
ambientales	lingkungan	ambiental	lingkungan	ADJ;PL	N;SG
arbustos	belukar	arbusto	belukar	N;MASC;PL	N;SG
consecutivas	berturut	consecutivo	berturut	ADJ;FEM;PL	ADV;SG;ACT
aeropuertos	airport	aeropuerto	airport	N;MASC;PL	PROPN
aeropuertos	bandara	aeropuerto	bandara	N;MASC;PL	N;SG
aeropuertos	bandara	aeropuerto	bandara	N;MASC;PL	N;SG
mencionados	disebut	mencionado	disebut	ADJ;MASC;PL;V.PTCP	V;SG;PASS
mencionados	disebutkan	mencionado	disebutkan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
adjunto	lampirkan	adjunto	lampirkan	N;MASC;SG	V;SG;ACT
adjunto	dilampirkan	adjunto	dilampirkan	N;MASC;SG	V;SG;PASS
pistola	gun	pistola	gun	N;FEM;SG	PROPN
cover	cover	cover	cover	N	PROPN
cover	tutupi	cover	tutupi	N	V;SG;ACT
constancia	constance	constancia	constance	N;FEM;SG	PROPN
editora	redaksi	editora	redaksi	N;FEM;SG	PROPN
hunter	hunter	hunter	hunter	N	PROPN
box	box	box	box	N	PROPN
noventa	ninety	noventa	ninety	N;MASC;PL	PROPN
noventa	nineties	noventa	nineties	N;MASC;PL	PROPN
ola	ola	ola	ola	N;FEM;SG	PROPN
ola	wave	ola	wave	N;FEM;SG	PROPN
ola	gelombang	ola	gelombang	N;FEM;SG	PROPN;SG
ola	ombak	ola	ombak	N;FEM;SG	PROPN
martha	marta	martha	marta	N;FEM;SG	PROPN
martha	martha	martha	martha	N;FEM;SG	PROPN
adición	menambahkan	adición	mentambahkan	N;FEM;SG	V;SG;ACT
adición	menambah	adición	mentambah	N;FEM;SG	V;SG;ACT
dialecto	amoy	dialecto	amoy	N;MASC;SG	PROPN
limpieza	membersihkan	limpieza	menbersihkan	N;FEM;SG	V;SG;ACT
limpieza	membersihkan	limpieza	menbersihkan	N;FEM;SG	V;SG;ACT
limpieza	bersihkan	limpieza	bersihkan	N;FEM;SG	V;SG;ACT
limpieza	bersih	limpieza	bersih	N;FEM;SG	ADJ;SG
limpieza	clean	limpieza	clean	N;FEM;SG	PROPN
explorer	explorer	explorer	explorer	N;MASC;SG	PROPN
foraminíferos	foraminifera	foraminífero	foraminifera	N;MASC;PL	PROPN
marcar	dial	marcar	dial	V;NFIN	PROPN
marcar	markus	marcar	markus	V;NFIN	PROPN
marcar	tanda	marcar	tanda	V;NFIN	N;SG
marcar	mark	marcar	mark	V;NFIN	PROPN
teatrales	teater	teatral	teater	ADJ;PL	N
cáucaso	kaukasus	cáucaso	kaukasus	ADJ;MASC;SG	PROPN
cáucaso	kaukasus	cáucaso	kaukasus	ADJ;MASC;SG	PROPN
cáucaso	kaukasia	cáucaso	kaukasia	ADJ;MASC;SG	N
solicitar	request	solicitar	request	V;NFIN	PROPN
solicitar	permintaan	solicitar	permintaan	V;NFIN	N;SG
after	sesudah	after	sesudah	N	CONJ
after	after	after	after	N	PROPN
after	setelah	after	setelah	N	ADP
varela	varela	varela	varela	PROPN	PROPN
wang	wang	wang	wang	PROPN	PROPN
enamorado	pencinta	enamorado	pencinta	ADJ;MASC;SG;V.PTCP	N;SG
enamorado	pecinta	enamorado	pecinta	ADJ;MASC;SG;V.PTCP	N;SG
enamorado	kekasih	enamorado	kekasih	ADJ;MASC;SG;V.PTCP	N;SG
enamorado	lover	enamorado	lover	ADJ;MASC;SG;V.PTCP	PROPN
policías	polisi	policía	polisi	N;PL	N;SG
policías	cops	policía	cops	N;PL	PROPN
policías	polisi	policía	polisi	N;PL	N;SG
policías	kepolisian	policía	kepolisian	N;PL	N;SG
policías	police	policía	police	N;PL	PROPN
púrpura	purple	púrpura	purple	N;FEM;SG	PROPN
púrpura	ungu	púrpura	ungu	N;FEM;SG	PROPN;SG
eclesiástica	gerejawi	eclesiástico	gerejawi	ADJ;FEM;SG	N
tecnológica	teknologi	tecnológico	teknologi	ADJ;FEM;SG	N;SG
expresar	ekspres	expresar	ekspres	V;NFIN	N;SG
expresar	express	expresar	express	V;NFIN	PROPN
jacinto	jacinto	jacinto	jacinto	N;MASC;SG	PROPN
qui	qui	qui	qui	INTJ	PROPN
uribe	uribe	uribar	uribe	N;MASC;SG	PROPN
medicamentos	obat	medicamento	obat	N;MASC;PL	N;SG
medicamentos	narkoba	medicamento	narkoba	N;MASC;PL	N;SG
medicamentos	pengobatan	medicamento	penobatan	N;MASC;PL	N;SG
crean	buat	crear	buat	V;IND;PL;3;PRS;FIN	
crean	ciptakan	crear	ciptakan	V;IND;PL;3;PRS;FIN	V;SG;ACT
crean	membuat	crear	menbuat	V;IND;PL;3;PRS;FIN	V;SG;ACT
bebida	minum	bebida	minum	N;FEM;SG	PROPN;SG;ACT
bebida	minumlah	bebida	minumlah	N;FEM;SG	V;SG;ACT
bebida	minum	bebida	minum	N;FEM;SG	PROPN;SG;ACT
bebida	minum	bebida	minum	N;FEM;SG	PROPN;SG;ACT
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	PROPN
rascacielos	skyscraper	rascacielos	skyscraper	N;MASC;PL	PROPN
aceptada	diterima	aceptado	diterima	ADJ;FEM;SG;V.PTCP	V;SG;PASS
favorito	favourite	favorito	favourite	ADJ;MASC;SG	PROPN
favorito	favorit	favorito	favorit	ADJ;MASC;SG	N;SG
favorito	fave	favorito	fave	ADJ;MASC;SG	PROPN
favorito	favorite	favorito	favorite	ADJ;MASC;SG	PROPN
favorito	kesukaan	favorito	kesukaan	ADJ;MASC;SG	N;SG
favorito	favorit	favorito	favorit	ADJ;MASC;SG	N;SG
tiende	cenderung	tender	cenderung	V;IND;SG;3;PRS;FIN	ADV
conjunta	joint	conjunto	joint	ADJ;FEM;SG	PROPN
conjunta	sendi	conjunto	sendi	ADJ;FEM;SG	N;SG
apoya	mendukung	apoyar	mendukung	V;IND;SG;3;PRS;FIN	N;SG;ACT
transforma	transformasi	transformar	transformasi	V;IND;SG;3;PRS;FIN	N;SG
transforma	transformasi	transformar	transformasi	V;IND;SG;3;PRS;FIN	N;SG
futuros	berjangka	futuro	berjangka	ADJ;MASC;PL	N;SG;ACT
pagina	page	pagina	page	N;FEM;SG	PROPN
ncaa	ncaa	ncaa	ncaa	N;SG	PROPN
negativo	negative	negativo	negative	ADJ;MASC;SG	PROPN
cordero	lamb	cordero	lamb	N;MASC;SG	PROPN
cordero	cordero	cordero	cordero	N;MASC;SG	PROPN
andaluz	andalusian	andaluz	andalusian	N;MASC;SG	PROPN
amparo	amparo	amparo	amparo	N;MASC;SG	PROPN
leonard	leonard	leonard	leonard	PROPN	PROPN
ibm	ibm	ir	ibm	N;SG	PROPN
austral	austral	austral	austral	ADJ;SG	PROPN
coma	koma	coma	koma		PROPN
coma	koma	coma	koma		PROPN
coma	makan	coma	makan		N;SG;ACT
coma	eat	coma	eat		PROPN
coma	makanlah	coma	makan		V;SG;ACT
oscuridad	dark	oscuridad	dark	N;FEM;SG	PROPN
oscuridad	gelap	oscuridad	gelap	N;FEM;SG	ADJ;SG
oscuridad	darkness	oscuridad	darkness	N;FEM;SG	PROPN
caracol	keong	caracol	keong	N;MASC;SG	PROPN
estatuas	patung	estatua	patung	N;FEM;PL	N;SG
days	days	day	days	N	PROPN
malos	buruk	malo	buruk	ADJ;MASC;PL	ADJ;SG
malos	jahat	malo	jahat	ADJ;MASC;PL	ADJ;SG
malos	bad	malo	bad	ADJ;MASC;PL	PROPN
cazadores	pemburu	cazador	penburu	N;MASC;PL	N;SG
cazadores	pemburu	cazador	penburu	N;MASC;PL	N;SG
cazadores	hunter	cazador	hunter	N;MASC;PL	PROPN
temple	temple	temple	temple	N;MASC;SG	PROPN
temple	candi	temple	candi	N;MASC;SG	PROPN
castellanos	castellanos	castellano	castellanos	N;MASC;PL	PROPN
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	PROPN
vendidos	terjual	vendido	terjual	ADJ;MASC;PL;V.PTCP	V;SG;PASS
vendidos	sold	vendido	sold	ADJ;MASC;PL;V.PTCP	PROPN
vendidos	dijual	vendido	dijual	ADJ;MASC;PL;V.PTCP	V;SG;PASS
doctores	dokter	doctor	dokter	N;MASC;PL	N;SG
hércules	hercules	hércul	hercules	N;MASC;SG	PROPN
restricciones	batasan	restricción	batasan	N;FEM;PL	N;SG
restricciones	pembatasan	restricción	penbatasan	N;FEM;PL	N;SG
restricciones	pelarangan	restricción	penlarangan	N;FEM;PL	N;SG
restricciones	pembatasan	restricción	penbatasan	N;FEM;PL	N;SG
restricciones	kendala	restricción	kendala	N;FEM;PL	N;SG
traición	berkhianat	traición	berkhianat	N;FEM;SG	V;SG;ACT
amenazas	ancaman	amenaza	ancaman	N;FEM;PL	N;SG
suministro	memasok	suministro	menpasok	N;MASC;SG	V;SG;ACT
suministro	supply	suministro	supply	N;MASC;SG	PROPN
rumores	rumor	rumor	rumor	N;MASC;PL	N;SG
rumores	gosip	rumor	gosip	N;MASC;PL	N;SG
rumores	rumor	rumor	rumor	N;MASC;PL	N;SG
heredia	heredia	heredia	heredia	N;FEM;SG	PROPN
sandra	sandra	sandra	sandra	N;FEM;SG	PROPN
sombrero	sombrero	sombrero	sombrero	N;MASC;SG	PROPN
sombrero	hat	sombrero	hat	N;MASC;SG	PROPN
sentir	feel	sentir	feel	V;NFIN	PROPN
residencial	pemukiman	residencial	penmukiman	ADJ;SG	N;SG
residencial	perumahan	residencial	penrumahan	ADJ;SG	N;SG
mit	mit	mit	mit	N;MASC;SG	PROPN
territoriales	teritorial	territorial	teritorial	ADJ;PL	N;SG
herzegovina	herzegovina	herzegovina	herzegovina	ADJ;FEM;SG	PROPN
herzegovina	bih	herzegovina	bih	ADJ;FEM;SG	PROPN
abel	abel	abel	abel	PROPN	PROPN
abel	habel	abel	habel	PROPN	PROPN
armonía	harmony	armonía	harmony	N;FEM;SG	PROPN
amo	master	amar	master	V;IND;SG;1;PRS;FIN	PROPN
amo	guru	amar	guru	V;IND;SG;1;PRS;FIN	N;SG
cadáver	body	cadáver	body	N;MASC;SG	PROPN
cadáver	buh	cadáver	buh	N;MASC;SG	PROPN
inter	inter	inter	inter	N	PROPN
soccer	soccer	soccer	soccer	N;SG	PROPN
sweet	sweet	sweet	sweet	N	PROPN
sweet	manis	sweet	manis	N	ADJ;SG
distancias	kejauhan	distancia	kejauhan	N;FEM;PL	N;SG
distancias	jarak	distancia	jarak	N;FEM;PL	N;SG
pensó	pikir	pensar	pikir	V;IND;SG;3;PST;FIN	
pensó	pemikiran	pensar	penpikiran	V;IND;SG;3;PST;FIN	N;SG
bordes	perbatasan	borde	perbatasan	N;MASC;PL	N;SG
bordes	pinggir	borde	pinggir	N;MASC;PL	N;SG
bordes	tepi	borde	tepi	N;MASC;PL	N;SG
bordes	pinggiran	borde	pinggiran	N;MASC;PL	N;SG
cintas	pita	cinta	pita	N;FEM;PL	N;SG
kenia	kenya	kenia	kenya	N;FEM;SG	PROPN
allende	allende	allende	allende	PROPN	PROPN
joão	joão	joão	joão	N;MASC;SG	PROPN
picos	paku	pico	paku	N;MASC;PL	
picos	puncak	pico	puncak	N;MASC;PL	N;SG
picos	paruh	pico	paruh	N;MASC;PL	N;SG
